edu_erasmus_project_year,edu_erasmus_programme_period_code,edu_erasmus_participant_id_hash,edu_erasmus_home_country_iso2,edu_erasmus_host_country_iso2,edu_erasmus_home_institution_id,edu_erasmus_host_institution_id,edu_erasmus_mobility_type_code,edu_erasmus_duration_days,edu_erasmus_grant_amount_eur,edu_erasmus_inclusion_support_flag,edu_erasmus_green_travel_flag,edu_erasmus_virtual_component_flag,edu_erasmus_recognition_ects_flag,edu_erasmus_language_preparation_flag,edu_erasmus_student_satisfaction_score,edu_erasmus_employability_outcome_flag,edu_erasmus_data_source,edu_erasmus_last_update_date,edu_erasmus_data_extract_date
2014,2014_2020,f93836800a991d30fe8644,SI,HR,HEI_SI_0040,HEI_HR_2472,STUDY,223,5918.58,0,0,0,1,1,3.77,1,ERASMUS_DASHBOARD,2016-02-15,2025-08-06
2015,2014_2020,87f9b0294ecd1c8e47b1ee,CY,IT,HEI_CY_0045,HEI_IT_2481,YOUTH_EXCHANGE,87,1190.41,0,0,0,0,1,3.72,1,NATIONAL_AGENCY_EXPORT,2016-03-09,2025-03-12
2016,2014_2020,756c2295256dd8e2512a0a,GR,ES,HEI_GR_0050,HEI_ES_2490,STAFF_TRAINING,141,1827.76,0,0,0,0,1,4.48,1,INSTITUTION_REPORTING,2016-04-01,2024-08-11
2017,2014_2020,94eb78a0f9d60f086d5275,MT,FR,HEI_MT_0055,HEI_FR_2499,STAFF_TEACHING,143,2731.62,0,0,0,0,0,3.07,1,ERASMUS_DASHBOARD,2016-04-24,2025-12-20
2018,2014_2020,85c386bec9a1b48bcaae5a,ES,PL,HEI_ES_0060,HEI_PL_2508,BLENDED_INTENSIVE,151,2235.59,0,0,0,1,0,3.04,0,NATIONAL_AGENCY_EXPORT,2016-05-17,2025-05-06
2019,2014_2020,109595078e408a6cee946a,CZ,CY,HEI_CZ_0065,HEI_CY_2517,TRAINEESHIP,335,4527.6,0,0,0,0,0,4.03,0,INSTITUTION_REPORTING,2016-06-09,2024-06-11
2020,2014_2020,ed3b3dc3d2a1f095356703,HU,LV,HEI_HU_0070,HEI_LV_2526,STUDY,270,8599.17,0,1,0,1,0,4.65,1,ERASMUS_DASHBOARD,2016-07-02,2026-01-22
2021,2021_2027,4a355d1d9db75283fb2ff3,NL,SE,HEI_NL_0075,HEI_SE_2535,YOUTH_EXCHANGE,170,4928.4,0,0,1,1,0,3.94,1,NATIONAL_AGENCY_EXPORT,2016-07-25,2024-01-17
2022,2021_2027,1c89e7099d3cdab2779b1b,SE,DE,HEI_SE_0080,HEI_DE_2544,STAFF_TRAINING,63,1711.93,1,1,1,0,1,3.81,1,INSTITUTION_REPORTING,2016-08-17,2024-03-18
2023,2021_2027,fb1dfc6474f33f81df8418,DK,PT,HEI_DK_0085,HEI_PT_2553,STAFF_TEACHING,140,1675.31,0,0,0,1,0,3.81,0,ERASMUS_DASHBOARD,2016-09-09,2025-10-09
2024,2021_2027,c936fedfe36a86267c0eab,IE,CZ,HEI_IE_0090,HEI_CZ_2562,BLENDED_INTENSIVE,38,1199.37,0,1,0,1,1,3.54,1,NATIONAL_AGENCY_EXPORT,2016-10-02,2025-04-01
2025,2021_2027,a2106a9da57c66b0f0a6bd,PL,LT,HEI_PL_0095,HEI_LT_2571,TRAINEESHIP,85,2948.44,0,1,0,0,1,4.8,1,INSTITUTION_REPORTING,2016-10-25,2024-01-17
2006,2014_2020,9cdf6092666d60a83db353,AT,AT,HEI_AT_0100,HEI_AT_2580,STUDY,68,855.62,0,0,0,1,1,5.0,1,ERASMUS_DASHBOARD,2016-11-17,2024-08-03
2007,2014_2020,206059ddba933ae4dd22df,EE,GR,HEI_EE_0105,HEI_GR_2589,YOUTH_EXCHANGE,54,1081.66,0,0,0,1,1,4.74,1,NATIONAL_AGENCY_EXPORT,2016-12-10,2025-12-14
2008,2014_2020,386bab1bed21cf88ce7eef,IT,RO,HEI_IT_0110,HEI_RO_2598,STAFF_TRAINING,33,1073.64,0,1,0,0,0,3.59,1,INSTITUTION_REPORTING,2017-01-02,2024-11-25
2009,2014_2020,7286d2fd838e1e824a79f5,PT,DK,HEI_PT_0115,HEI_DK_2607,STAFF_TEACHING,169,3769.71,0,0,0,0,0,3.55,0,ERASMUS_DASHBOARD,2017-01-25,2025-10-29
2010,2014_2020,6c40c0514b9ce26a532c8d,BE,LU,HEI_BE_0120,HEI_LU_2616,BLENDED_INTENSIVE,108,3415.55,0,0,1,1,1,5.0,0,NATIONAL_AGENCY_EXPORT,2017-02-17,2024-07-10
2011,2014_2020,03e10d2675e23765473633,FI,BE,HEI_FI_0125,HEI_BE_2625,TRAINEESHIP,191,4460.64,0,0,0,0,1,4.99,0,INSTITUTION_REPORTING,2017-03-12,2024-01-22
2012,2014_2020,fb7e57720f22e35e6a2356,LV,HU,HEI_LV_0130,HEI_HU_2634,STUDY,180,1769.56,0,0,0,1,0,4.22,0,ERASMUS_DASHBOARD,2017-04-04,2024-02-08
2013,2014_2020,a943d89d08314559cb554d,RO,SK,HEI_RO_0135,HEI_SK_2643,YOUTH_EXCHANGE,154,2969.39,0,0,0,0,0,3.27,1,NATIONAL_AGENCY_EXPORT,2017-04-27,2026-01-03
2014,2014_2020,44e33593496ec7e4221a2a,BG,EE,HEI_BG_0140,HEI_EE_2652,STAFF_TRAINING,125,3134.22,1,0,0,0,1,4.67,1,INSTITUTION_REPORTING,2017-05-20,2025-03-23
2015,2014_2020,d45a485b262c879738fa4b,FR,MT,HEI_FR_0145,HEI_MT_2661,STAFF_TEACHING,19,371.13,1,0,0,0,1,4.44,0,ERASMUS_DASHBOARD,2017-06-12,2026-02-23
2016,2014_2020,f063f8874150540dd30f07,LT,BG,HEI_LT_0150,HEI_BG_2670,BLENDED_INTENSIVE,75,1512.02,0,0,0,1,1,4.83,1,NATIONAL_AGENCY_EXPORT,2017-07-05,2026-01-25
2017,2014_2020,fed59709b4fb2fa6b1a1b9,SK,IE,HEI_SK_0155,HEI_IE_2679,TRAINEESHIP,221,4822.1,0,0,0,0,1,4.85,1,INSTITUTION_REPORTING,2017-07-28,2024-09-30
2018,2014_2020,54667a454ceaa7d41610fd,HR,SI,HEI_HR_0160,HEI_SI_2688,STUDY,285,3325.72,0,0,0,1,1,4.23,1,ERASMUS_DASHBOARD,2017-08-20,2025-08-27
2019,2014_2020,aa086ec1ceb21aa28b3426,DE,FI,HEI_DE_0165,HEI_FI_2697,YOUTH_EXCHANGE,156,3267.43,0,0,1,1,1,4.56,1,NATIONAL_AGENCY_EXPORT,2017-09-12,2024-04-03
2020,2014_2020,ae77d7aa636cf9fdc67627,LU,NL,HEI_LU_0170,HEI_NL_2706,STAFF_TRAINING,54,2047.03,0,1,1,0,1,4.48,1,INSTITUTION_REPORTING,2017-10-05,2024-08-02
2021,2021_2027,962fcf7aa76eb2b8ef019a,SI,HR,HEI_SI_0175,HEI_HR_2715,STAFF_TEACHING,94,2803.44,0,0,0,0,0,4.34,1,ERASMUS_DASHBOARD,2017-10-28,2026-02-21
2022,2021_2027,928ae3a01a46ae8b466ee1,CY,IT,HEI_CY_0180,HEI_IT_2724,BLENDED_INTENSIVE,174,3418.89,0,0,0,1,1,3.8,0,NATIONAL_AGENCY_EXPORT,2017-11-20,2024-10-01
2023,2021_2027,fcef64f80c6c70895880ea,GR,ES,HEI_GR_0185,HEI_ES_2733,TRAINEESHIP,171,4308.34,0,1,0,0,1,3.99,1,INSTITUTION_REPORTING,2017-12-13,2024-12-05
2024,2021_2027,3cf359dba6e18a75b848a7,MT,FR,HEI_MT_0190,HEI_FR_2742,STUDY,58,1061.02,0,1,0,1,1,3.76,1,ERASMUS_DASHBOARD,2018-01-05,2025-10-13
2025,2021_2027,d29dec9ebcd0177cf2f4f1,ES,PL,HEI_ES_0195,HEI_PL_2751,YOUTH_EXCHANGE,96,3057.8,0,0,0,0,1,4.95,1,NATIONAL_AGENCY_EXPORT,2018-01-28,2025-08-18
2006,2014_2020,5ca3402c653559bf309792,CZ,CY,HEI_CZ_0200,HEI_CY_2760,STAFF_TRAINING,92,2812.42,0,0,0,0,0,3.7,1,INSTITUTION_REPORTING,2018-02-20,2025-02-10
2007,2014_2020,72dce3fa5f4a145b891249,HU,LV,HEI_HU_0205,HEI_LV_2769,STAFF_TEACHING,137,2713.36,0,0,0,0,1,3.65,1,ERASMUS_DASHBOARD,2018-03-15,2025-04-10
2008,2014_2020,8138ce67220ecfaca931a2,NL,SE,HEI_NL_0210,HEI_SE_2778,BLENDED_INTENSIVE,12,168.01,0,0,0,0,0,3.58,1,NATIONAL_AGENCY_EXPORT,2018-04-07,2025-02-10
2009,2014_2020,043b3b7c0e85831a81261f,SE,DE,HEI_SE_0215,HEI_DE_2787,TRAINEESHIP,234,4334.94,0,0,0,0,0,4.78,1,INSTITUTION_REPORTING,2018-04-30,2024-07-01
2010,2014_2020,2f5674576fa12e248e36a0,DK,PT,HEI_DK_0220,HEI_PT_2796,STUDY,41,760.47,0,0,0,0,1,4.93,1,ERASMUS_DASHBOARD,2018-05-23,2024-06-24
2011,2014_2020,c08619dabdb9c4d20eb91b,IE,CZ,HEI_IE_0225,HEI_CZ_2805,YOUTH_EXCHANGE,38,683.66,1,0,1,0,1,4.13,1,NATIONAL_AGENCY_EXPORT,2018-06-15,2026-02-13
2012,2014_2020,120a5e0e9ddd1b220698b1,PL,LT,HEI_PL_0230,HEI_LT_2814,STAFF_TRAINING,92,1354.32,0,0,0,1,0,3.72,0,INSTITUTION_REPORTING,2018-07-08,2024-07-16
2013,2014_2020,a004b7284ff3394a9d9fec,AT,AT,HEI_AT_0235,HEI_AT_2823,STAFF_TEACHING,67,862.41,0,0,0,0,1,4.4,1,ERASMUS_DASHBOARD,2018-07-31,2024-05-02
2014,2014_2020,ebc96a37917b214b8786a1,EE,GR,HEI_EE_0240,HEI_GR_2832,BLENDED_INTENSIVE,81,765.08,0,0,0,1,1,3.31,0,NATIONAL_AGENCY_EXPORT,2018-08-23,2024-11-20
2015,2014_2020,83f59aa5b393d141e029f7,IT,RO,HEI_IT_0245,HEI_RO_2841,TRAINEESHIP,215,4527.63,0,0,0,1,1,4.84,0,INSTITUTION_REPORTING,2018-09-15,2025-04-12
2016,2014_2020,8e339343b4f03e40ee8152,PT,DK,HEI_PT_0250,HEI_DK_2850,STUDY,287,9865.76,0,0,1,1,0,4.26,0,ERASMUS_DASHBOARD,2018-10-08,2024-09-17
2017,2014_2020,d712d5a95675d9667f1cb3,BE,LU,HEI_BE_0255,HEI_LU_2859,YOUTH_EXCHANGE,75,796.25,0,0,0,0,1,3.73,1,NATIONAL_AGENCY_EXPORT,2018-10-31,2024-01-25
2018,2014_2020,f94cb13c3f66eed62220c4,FI,BE,HEI_FI_0260,HEI_BE_2868,STAFF_TRAINING,36,1205.18,0,0,0,1,1,4.02,1,INSTITUTION_REPORTING,2018-11-23,2024-12-07
2019,2014_2020,3731b9876b62a48e26edbb,LV,HU,HEI_LV_0265,HEI_HU_2877,STAFF_TEACHING,186,1934.74,1,0,1,0,1,4.27,0,ERASMUS_DASHBOARD,2018-12-16,2024-08-07
2020,2014_2020,746b099456db8e259b916f,RO,SK,HEI_RO_0270,HEI_SK_2886,BLENDED_INTENSIVE,103,1931.72,0,0,0,1,0,4.02,0,NATIONAL_AGENCY_EXPORT,2019-01-08,2025-09-13
2021,2021_2027,9a66d27500903f78d3d30b,BG,EE,HEI_BG_0275,HEI_EE_2895,TRAINEESHIP,116,4118.76,0,1,1,0,0,3.26,1,INSTITUTION_REPORTING,2019-01-31,2025-07-23
2022,2021_2027,4c63307b7df9dca82f2534,FR,MT,HEI_FR_0280,HEI_MT_2904,STUDY,272,8400.23,0,1,0,1,0,3.26,0,ERASMUS_DASHBOARD,2019-02-23,2025-07-27
2023,2021_2027,d569d729537e80af2965af,LT,BG,HEI_LT_0285,HEI_BG_2913,YOUTH_EXCHANGE,174,5753.63,1,1,0,0,1,3.32,1,NATIONAL_AGENCY_EXPORT,2019-03-18,2024-01-08
2024,2021_2027,38cb5fb22b01be19cbca9e,SK,IE,HEI_SK_0290,HEI_IE_2922,STAFF_TRAINING,121,1333.56,0,0,0,0,0,4.73,1,INSTITUTION_REPORTING,2019-04-10,2025-05-20
2025,2021_2027,c107ba14b87c7a0b48ee96,HR,SI,HEI_HR_0295,HEI_SI_2931,STAFF_TEACHING,121,1383.1,0,0,0,1,0,4.17,1,ERASMUS_DASHBOARD,2019-05-03,2024-07-15
2006,2014_2020,351ed85eb866af66b6496d,DE,FI,HEI_DE_0300,HEI_FI_2940,BLENDED_INTENSIVE,152,4897.55,0,0,0,1,0,3.07,1,NATIONAL_AGENCY_EXPORT,2019-05-26,2024-03-06
2007,2014_2020,2c77dad7e5f854d5b528d2,LU,NL,HEI_LU_0305,HEI_NL_2949,TRAINEESHIP,165,5879.89,0,1,0,0,1,4.2,1,INSTITUTION_REPORTING,2019-06-18,2024-04-07
2008,2014_2020,940a19552c072edfbf58a3,SI,HR,HEI_SI_0310,HEI_HR_2958,STUDY,142,3031.91,0,0,0,0,1,3.67,1,ERASMUS_DASHBOARD,2019-07-11,2024-04-06
2009,2014_2020,2e9ec9d9be77419dc662f1,CY,IT,HEI_CY_0315,HEI_IT_2967,YOUTH_EXCHANGE,12,184.8,1,0,0,0,1,4.84,0,NATIONAL_AGENCY_EXPORT,2019-08-03,2025-10-01
2010,2014_2020,d927a18f7100b956cc7908,GR,ES,HEI_GR_0320,HEI_ES_2976,STAFF_TRAINING,96,2300.39,0,0,0,0,1,4.34,1,INSTITUTION_REPORTING,2019-08-26,2024-10-12
2011,2014_2020,c96ddcb6ca9ac6ea60381e,MT,FR,HEI_MT_0325,HEI_FR_2985,STAFF_TEACHING,147,1631.9,0,0,0,0,0,3.2,1,ERASMUS_DASHBOARD,2019-09-18,2025-04-17
2012,2014_2020,1603272698a83b3c7d2f2b,ES,PL,HEI_ES_0330,HEI_PL_2994,BLENDED_INTENSIVE,179,5742.44,0,0,0,1,1,4.86,1,NATIONAL_AGENCY_EXPORT,2019-10-11,2024-09-13
2013,2014_2020,f8d263ba767e708a4f40a3,CZ,CY,HEI_CZ_0335,HEI_CY_3003,TRAINEESHIP,22,525.7,0,0,0,0,1,3.27,0,INSTITUTION_REPORTING,2019-11-03,2025-11-13
2014,2014_2020,9165f0567b3cf146cd84a9,HU,LV,HEI_HU_0340,HEI_LV_3012,STUDY,194,5601.24,0,0,0,1,1,3.41,0,ERASMUS_DASHBOARD,2019-11-26,2025-02-06
2015,2014_2020,29cd8372cb79e7795a2cae,NL,SE,HEI_NL_0345,HEI_SE_3021,YOUTH_EXCHANGE,71,3010.75,0,0,0,0,0,3.9,1,NATIONAL_AGENCY_EXPORT,2019-12-19,2026-01-15
2016,2014_2020,c0880a8ae325615089c36c,SE,DE,HEI_SE_0350,HEI_DE_3030,STAFF_TRAINING,188,2839.19,0,0,0,0,1,4.72,1,INSTITUTION_REPORTING,2020-01-11,2025-08-22
2017,2014_2020,e8dc0f45ff8d566d9a58be,DK,PT,HEI_DK_0355,HEI_PT_3039,STAFF_TEACHING,10,339.93,0,0,0,0,1,3.9,1,ERASMUS_DASHBOARD,2020-02-03,2025-05-21
2018,2014_2020,de08b933e1d3bac66cda98,IE,CZ,HEI_IE_0360,HEI_CZ_3048,BLENDED_INTENSIVE,196,2862.31,0,0,0,1,0,4.13,0,NATIONAL_AGENCY_EXPORT,2020-02-26,2024-04-27
2019,2014_2020,17e415050d9a046ed378ea,PL,LT,HEI_PL_0365,HEI_LT_3057,TRAINEESHIP,109,1372.9,0,0,0,0,1,4.6,0,INSTITUTION_REPORTING,2020-03-20,2025-02-24
2020,2014_2020,ba3a1dc887cca32c32b3a6,AT,AT,HEI_AT_0370,HEI_AT_3066,STUDY,306,10993.86,0,0,0,1,0,4.4,1,ERASMUS_DASHBOARD,2020-04-12,2025-03-16
2021,2021_2027,68a8f0ea081f90268bacff,EE,GR,HEI_EE_0375,HEI_GR_3075,YOUTH_EXCHANGE,26,246.14,0,0,0,0,0,4.24,0,NATIONAL_AGENCY_EXPORT,2020-05-05,2024-09-28
2022,2021_2027,329333df02b25f2b30b944,IT,RO,HEI_IT_0380,HEI_RO_3084,STAFF_TRAINING,135,4668.09,0,0,0,1,1,4.05,1,INSTITUTION_REPORTING,2020-05-28,2025-03-04
2023,2021_2027,cf7b25bc672a5b751aea0b,PT,DK,HEI_PT_0385,HEI_DK_3093,STAFF_TEACHING,155,2271.53,0,0,0,0,1,3.3,1,ERASMUS_DASHBOARD,2020-06-20,2025-02-06
2024,2021_2027,0075a0b06c3791811d97e6,BE,LU,HEI_BE_0390,HEI_LU_3102,BLENDED_INTENSIVE,20,515.58,0,1,1,1,0,3.67,1,NATIONAL_AGENCY_EXPORT,2020-07-13,2024-04-22
2025,2021_2027,2e5217ccece992436f95aa,FI,BE,HEI_FI_0395,HEI_BE_3111,TRAINEESHIP,111,3105.32,1,0,0,0,0,3.57,0,INSTITUTION_REPORTING,2020-08-05,2025-01-18
2006,2014_2020,f68d9988ec36a04505db28,LV,HU,HEI_LV_0400,HEI_HU_3120,STUDY,277,7104.74,0,0,0,1,1,4.99,1,ERASMUS_DASHBOARD,2020-08-28,2024-08-31
2007,2014_2020,888b367f5ebc6faa880b04,RO,SK,HEI_RO_0405,HEI_SK_3129,YOUTH_EXCHANGE,93,2611.45,0,0,0,0,1,4.3,0,NATIONAL_AGENCY_EXPORT,2020-09-20,2024-02-09
2008,2014_2020,bc9075a40889222b1ec7e4,BG,EE,HEI_BG_0410,HEI_EE_3138,STAFF_TRAINING,76,2408.46,0,0,1,0,0,3.83,1,INSTITUTION_REPORTING,2020-10-13,2026-01-19
2009,2014_2020,b15006232b7e4bb10e11dc,FR,MT,HEI_FR_0415,HEI_MT_3147,STAFF_TEACHING,136,4534.7,0,1,1,0,0,4.11,1,ERASMUS_DASHBOARD,2020-11-05,2025-11-16
2010,2014_2020,cf1ec2c7c885260970c731,LT,BG,HEI_LT_0420,HEI_BG_3156,BLENDED_INTENSIVE,143,3649.57,0,0,0,1,1,3.28,1,NATIONAL_AGENCY_EXPORT,2020-11-28,2026-01-20
2011,2014_2020,699409471b7b676c69c0d9,SK,IE,HEI_SK_0425,HEI_IE_3165,TRAINEESHIP,12,349.11,0,0,0,0,1,4.73,1,INSTITUTION_REPORTING,2020-12-21,2024-06-02
2012,2014_2020,0dd9dc00b4f1ce58bcfccd,HR,SI,HEI_HR_0430,HEI_SI_3174,STUDY,42,1113.44,0,0,0,1,1,3.41,0,ERASMUS_DASHBOARD,2021-01-13,2025-12-12
2013,2014_2020,0dce77ca5f67c44d98aee5,DE,FI,HEI_DE_0435,HEI_FI_3183,YOUTH_EXCHANGE,104,1917.0,0,0,0,0,0,3.11,1,NATIONAL_AGENCY_EXPORT,2021-02-05,2025-02-04
2014,2014_2020,6651c3c06d2f65e8463c83,LU,NL,HEI_LU_0440,HEI_NL_3192,STAFF_TRAINING,84,2927.1,0,0,0,0,1,4.55,1,INSTITUTION_REPORTING,2021-02-28,2024-07-27
2015,2014_2020,71a1d1149c3e51d88152ed,SI,HR,HEI_SI_0445,HEI_HR_3201,STAFF_TEACHING,9,144.53,1,0,0,0,1,3.77,1,ERASMUS_DASHBOARD,2021-03-23,2024-12-09
2016,2014_2020,e15bfac27f6bf12af3c079,CY,IT,HEI_CY_0450,HEI_IT_3210,BLENDED_INTENSIVE,41,631.14,0,0,0,1,1,3.44,0,NATIONAL_AGENCY_EXPORT,2021-04-15,2024-06-26
2017,2014_2020,4629f69359e6309c8d57e2,GR,ES,HEI_GR_0455,HEI_ES_3219,TRAINEESHIP,55,1041.31,0,0,0,0,1,4.02,1,INSTITUTION_REPORTING,2021-05-08,2024-12-10
2018,2014_2020,bb189e037658d02b445a43,MT,FR,HEI_MT_0460,HEI_FR_3228,STUDY,25,239.97,1,0,1,1,0,3.73,1,ERASMUS_DASHBOARD,2021-05-31,2025-04-29
2019,2014_2020,d0ee46505b997a9f7654b3,ES,PL,HEI_ES_0465,HEI_PL_3237,YOUTH_EXCHANGE,104,2107.94,0,0,0,0,1,5.0,1,NATIONAL_AGENCY_EXPORT,2021-06-23,2025-05-20
2020,2014_2020,46f394aeb47a86cd94eee6,CZ,CY,HEI_CZ_0470,HEI_CY_3246,STAFF_TRAINING,28,476.67,0,0,0,0,1,4.17,1,INSTITUTION_REPORTING,2021-07-16,2025-02-09
2021,2021_2027,78ef61687e559609f7bb34,HU,LV,HEI_HU_0475,HEI_LV_3255,STAFF_TEACHING,120,2915.21,0,0,0,0,0,3.48,1,ERASMUS_DASHBOARD,2021-08-08,2026-02-17
2022,2021_2027,5a25a7831612cc4ee42381,NL,SE,HEI_NL_0480,HEI_SE_3264,BLENDED_INTENSIVE,170,4065.69,0,0,0,1,0,3.62,0,NATIONAL_AGENCY_EXPORT,2021-08-31,2026-01-13
2023,2021_2027,a9b460aeb513eaee41eb33,SE,DE,HEI_SE_0485,HEI_DE_3273,TRAINEESHIP,250,7967.98,1,0,1,0,0,3.46,1,INSTITUTION_REPORTING,2021-09-23,2024-11-22
2024,2021_2027,7ae72b1d9fe9c076bd1471,DK,PT,HEI_DK_0490,HEI_PT_3282,STUDY,215,6291.93,0,1,0,1,0,4.44,0,ERASMUS_DASHBOARD,2021-10-16,2024-01-27
2025,2021_2027,175c409efa08f5a5a0f5fd,IE,CZ,HEI_IE_0495,HEI_CZ_3291,YOUTH_EXCHANGE,98,3282.02,0,1,0,1,0,4.72,1,NATIONAL_AGENCY_EXPORT,2021-11-08,2024-01-15
2006,2014_2020,e8ccf32f876a1e31a40265,PL,LT,HEI_PL_0500,HEI_LT_3300,STAFF_TRAINING,51,546.75,0,0,0,0,1,4.97,0,INSTITUTION_REPORTING,2021-12-01,2025-04-15
2007,2014_2020,80f260f0f62b7a8888e12e,AT,AT,HEI_AT_0505,HEI_AT_3309,STAFF_TEACHING,135,3491.73,0,0,0,0,0,3.47,1,ERASMUS_DASHBOARD,2021-12-24,2025-04-24
2008,2014_2020,92fb389bd1d7ba2355b993,EE,GR,HEI_EE_0510,HEI_GR_3318,BLENDED_INTENSIVE,147,4725.6,0,0,0,1,1,4.54,1,NATIONAL_AGENCY_EXPORT,2022-01-16,2026-01-22
2009,2014_2020,848e89c5728cfe2fdafb20,IT,RO,HEI_IT_0515,HEI_RO_3327,TRAINEESHIP,40,361.18,0,0,0,0,1,4.78,1,INSTITUTION_REPORTING,2022-02-08,2025-07-04
2010,2014_2020,4f44b6ed06ce3abfafd0fe,PT,DK,HEI_PT_0520,HEI_DK_3336,STUDY,376,12321.1,0,0,0,1,0,4.69,0,ERASMUS_DASHBOARD,2022-03-03,2024-05-06
2011,2014_2020,f448e31b9b85ca357bd1f6,BE,LU,HEI_BE_0525,HEI_LU_3345,YOUTH_EXCHANGE,102,1371.91,0,0,0,0,1,5.0,1,NATIONAL_AGENCY_EXPORT,2022-03-26,2024-06-08
2012,2014_2020,f68e9cb7e10d1c50b87fd7,FI,BE,HEI_FI_0530,HEI_BE_3354,STAFF_TRAINING,134,4334.47,0,0,0,0,0,4.26,1,INSTITUTION_REPORTING,2022-04-18,2024-09-27
2013,2014_2020,61319b190562c749d1d06c,LV,HU,HEI_LV_0535,HEI_HU_3363,STAFF_TEACHING,66,646.58,1,0,0,0,1,4.82,1,ERASMUS_DASHBOARD,2022-05-11,2024-01-13
2014,2014_2020,b243c028651c471466f59b,RO,SK,HEI_RO_0540,HEI_SK_3372,BLENDED_INTENSIVE,165,3657.79,0,0,0,1,1,4.31,0,NATIONAL_AGENCY_EXPORT,2022-06-03,2024-06-20
2015,2014_2020,0db567c3cfed6c8a9bcd03,BG,EE,HEI_BG_0545,HEI_EE_3381,TRAINEESHIP,306,9260.84,0,0,0,0,1,3.28,1,INSTITUTION_REPORTING,2022-06-26,2024-04-08
2016,2014_2020,f8596a9cfee7377d84074e,FR,MT,HEI_FR_0550,HEI_MT_3390,STUDY,141,3406.65,0,0,1,1,1,4.63,1,ERASMUS_DASHBOARD,2022-07-19,2024-10-08
2017,2014_2020,deb9681162d6da0cf809c5,LT,BG,HEI_LT_0555,HEI_BG_3399,YOUTH_EXCHANGE,109,2833.73,1,0,0,0,1,4.95,1,NATIONAL_AGENCY_EXPORT,2022-08-11,2024-07-21
2018,2014_2020,bc1834aa5261f69fabb269,SK,IE,HEI_SK_0560,HEI_IE_3408,STAFF_TRAINING,93,3392.79,0,1,0,0,1,4.11,0,INSTITUTION_REPORTING,2022-09-03,2026-01-12
2019,2014_2020,62ec7227a66aa1f3bbb693,HR,SI,HEI_HR_0565,HEI_SI_3417,STAFF_TEACHING,24,746.95,0,0,0,0,1,4.75,1,ERASMUS_DASHBOARD,2022-09-26,2025-06-20
2020,2014_2020,70f562f7e17acf69e39883,DE,FI,HEI_DE_0570,HEI_FI_3426,BLENDED_INTENSIVE,141,2721.37,0,0,1,1,1,3.62,0,NATIONAL_AGENCY_EXPORT,2022-10-19,2025-02-27
2021,2021_2027,bdc9452c5db3581beeb00a,LU,NL,HEI_LU_0575,HEI_NL_3435,TRAINEESHIP,317,3393.53,1,0,1,0,1,4.49,1,INSTITUTION_REPORTING,2022-11-11,2025-11-10
2022,2021_2027,833bd7170c1e5632b30a38,SI,HR,HEI_SI_0580,HEI_HR_3444,STUDY,50,1268.85,0,1,0,1,1,4.24,0,ERASMUS_DASHBOARD,2022-12-04,2025-03-20
2023,2021_2027,05677af004de6ff24c9a08,CY,IT,HEI_CY_0585,HEI_IT_3453,YOUTH_EXCHANGE,103,1388.52,0,0,0,0,0,4.77,0,NATIONAL_AGENCY_EXPORT,2022-12-27,2025-04-24
2024,2021_2027,2c25c50383be87e9d8e6a6,GR,ES,HEI_GR_0590,HEI_ES_3462,STAFF_TRAINING,179,3485.98,1,0,0,0,1,3.82,0,INSTITUTION_REPORTING,2023-01-19,2025-06-17
2025,2021_2027,7ff07b18d2d3ddd93cdd11,MT,FR,HEI_MT_0595,HEI_FR_3471,STAFF_TEACHING,76,1481.75,0,0,0,0,1,4.64,1,ERASMUS_DASHBOARD,2023-02-11,2024-09-13
2006,2014_2020,d0d9ba4fd0a6a361884d57,ES,PL,HEI_ES_0600,HEI_PL_3480,BLENDED_INTENSIVE,165,5035.34,0,0,0,1,0,3.96,1,NATIONAL_AGENCY_EXPORT,2023-03-06,2024-05-03
2007,2014_2020,ab6d181f8ea70b4c77ada4,CZ,CY,HEI_CZ_0605,HEI_CY_3489,TRAINEESHIP,179,4034.34,0,0,0,0,1,5.0,1,INSTITUTION_REPORTING,2023-03-29,2024-03-19
2008,2014_2020,2b2bc0f6faaffec4f9d7cc,HU,LV,HEI_HU_0610,HEI_LV_3498,STUDY,179,6130.93,0,0,0,1,0,3.84,0,ERASMUS_DASHBOARD,2023-04-21,2024-09-17
2009,2014_2020,c1be8aa8dcbb2568d11588,NL,SE,HEI_NL_0615,HEI_SE_3507,YOUTH_EXCHANGE,107,2410.1,0,0,0,0,1,4.49,1,NATIONAL_AGENCY_EXPORT,2023-05-14,2024-05-03
2010,2014_2020,33881e0c77b1d8865a3827,SE,DE,HEI_SE_0620,HEI_DE_3516,STAFF_TRAINING,106,3547.02,0,0,0,0,1,4.9,0,INSTITUTION_REPORTING,2023-06-06,2024-06-21
2011,2014_2020,4842f5172a4fda3e2362a1,DK,PT,HEI_DK_0625,HEI_PT_3525,STAFF_TEACHING,91,2461.81,0,0,0,0,0,4.41,1,ERASMUS_DASHBOARD,2023-06-29,2024-03-20
2012,2014_2020,fc17ca56a23bf8ff11eec1,IE,CZ,HEI_IE_0630,HEI_CZ_3534,BLENDED_INTENSIVE,105,2019.78,0,0,0,1,0,4.28,1,NATIONAL_AGENCY_EXPORT,2023-07-22,2025-02-24
