health_infect_report_date,health_infect_pathogen_code,health_infect_case_definition_version,health_infect_case_count_confirmed,health_infect_case_count_probable,health_infect_test_positivity_rate_pct,health_infect_hospital_admission_count,health_infect_icu_admission_count,health_infect_death_count,health_infect_vaccination_coverage_pct,health_infect_variant_lineage,health_infect_outbreak_cluster_id,health_infect_exposure_setting_type,health_infect_contact_tracing_success_rate,health_infect_reporting_delay_days,health_infect_wastewater_signal_level,health_infect_syndromic_indicator_level,health_infect_antimicrobial_resistance_flag,health_infect_public_health_action_level,health_infect_data_refresh_timestamp
2021-04-03,MEASLES,v5.0,1129,1237,27.01,1128,293,125,14.09,B.1.7.8,CL996688,CommunityEvent,41.25,26,731.05,23.15,N,Emergency,2020-07-22T06:27:38
2021-05-06,SARS2,v4.3,1717,614,27.11,744,218,134,29.51,B.1.2.8,CL234957,Unknown,76.36,14,725.07,83.87,Y,Routine,2025-04-02T08:11:56
2024-02-20,DENGUE,v5.7,3894,205,6.46,290,106,208,25.95,BA.6.19,CL823330,Unknown,30.77,19,850.83,72.99,Y,HighAlert,2023-07-31T09:29:27
2023-04-24,DENGUE,v4.2,570,35,4.06,885,158,154,19.23,KP.2.3,CL538550,Household,71.89,41,428.84,21.83,Y,Emergency,2020-03-13T00:04:06
2020-01-25,DENGUE,v1.4,4740,1491,11.96,860,298,159,58.15,B.1.9.5,CL864053,Unknown,35.29,33,174.69,1.73,Y,HighAlert,2024-05-13T09:12:29
2024-02-26,RSV,v3.0,1226,808,2.09,563,6,203,70.16,EG.7.8,CL425939,Market,10.08,17,385.82,1.15,Y,Enhanced,2021-02-19T11:27:25
2022-04-03,NORO,v1.1,4194,860,36.72,994,158,195,72.81,B.1.9.8,CL203592,Healthcare,3.26,41,835.47,80.79,Y,HighAlert,2023-02-01T20:08:48
2023-08-17,DENGUE,v5.6,4907,793,51.32,905,212,79,53.41,EG.4.1,CL945175,Workplace,86.3,11,969.99,47.24,N,HighAlert,2021-10-05T19:48:41
2021-02-10,DENGUE,v4.0,4332,104,47.87,356,93,181,80.35,B.1.1.16,CL448946,Unknown,46.21,2,196.27,43.25,Y,Emergency,2025-03-06T04:45:32
2025-10-28,RSV,v1.0,503,194,10.57,255,31,26,33.88,AY.1.12,CL941123,CommunityEvent,64.63,22,975.93,16.04,N,Routine,2021-07-28T01:48:41
2024-09-28,INFL_A,v3.4,1214,1346,6.26,891,25,245,73.66,BA.1.18,CL845727,CommunityEvent,11.87,41,255.08,82.94,N,Emergency,2025-11-16T01:21:33
2022-11-17,NORO,v5.7,167,1468,39.04,388,32,166,89.95,AY.9.14,CL979369,Workplace,2.81,21,10.76,55.18,Y,Enhanced,2024-01-20T16:36:06
2021-08-20,RSV,v5.6,1873,640,3.94,621,291,229,83.81,AY.3.13,CL940475,Household,91.74,29,964.94,98.64,Y,Routine,2025-11-30T06:18:39
2021-11-26,RSV,v5.3,2217,1101,19.54,851,288,111,92.49,JN.4.7,CL295062,CommunityEvent,71.31,30,457.54,6.48,N,Enhanced,2023-09-02T12:50:00
2021-06-22,INFL_A,v1.7,3778,206,45.12,1052,109,197,17.52,B.1.8.14,CL889117,Travel,80.95,32,201.84,34.29,Y,Emergency,2024-05-15T14:54:05
2021-01-11,DENGUE,v2.5,3568,1139,18.51,573,236,22,7.17,BA.5.11,CL592018,Travel,28.43,21,914.47,22.76,Y,Routine,2021-04-03T16:58:41
2019-04-17,NORO,v2.6,784,877,23.39,981,215,116,77.72,KP.4.9,CL658607,CommunityEvent,9.21,17,826.7,52.47,Y,Enhanced,2021-05-30T02:09:01
2025-05-08,TB,v4.1,1047,690,0.47,765,167,72,49.78,JN.8.9,CL909801,Travel,28.71,6,59.13,85.97,Y,Routine,2022-02-18T12:19:55
2022-06-15,SARS2,v4.9,1635,1371,29.88,905,248,147,63.23,B.1.3.9,CL321271,Market,59.99,21,719.73,9.4,N,Emergency,2024-03-11T13:48:54
2019-05-28,NORO,v1.5,4929,1405,31.04,1161,38,51,44.34,BA.2.5,CL621359,School,62.8,34,526.6,46.87,Y,Routine,2023-12-14T23:45:20
2022-05-15,MALARIA,v2.0,3985,80,51.64,1109,153,0,12.22,XBB.1.19,CL943412,Travel,76.02,17,646.41,56.52,N,Enhanced,2020-04-11T18:05:18
2021-08-28,NORO,v3.9,4192,1497,37.89,15,167,56,63.59,AY.3.10,CL177440,CommunityEvent,31.49,38,245.66,65.19,Y,Emergency,2021-05-08T06:18:47
2023-10-28,INFL_B,v4.8,4760,1407,36.99,212,118,4,44.61,EG.7.2,CL452874,Workplace,53.96,20,548.96,20.16,Y,Routine,2022-02-11T04:26:04
2022-03-16,INFL_A,v5.2,4349,1175,49.63,303,295,142,90.68,JN.6.9,CL408554,Market,66.75,31,461.89,72.95,Y,Emergency,2021-04-27T09:07:01
2023-12-30,INFL_B,v4.8,2101,1365,3.51,602,53,200,13.87,JN.5.12,CL148509,CommunityEvent,61.82,15,816.17,70.86,N,Enhanced,2025-03-08T16:27:42
2020-03-23,INFL_A,v5.4,1074,1213,36.67,1117,186,174,16.17,KP.5.12,CL646009,Market,96.95,38,153.45,63.44,N,Routine,2024-01-30T15:11:53
2025-08-03,INFL_B,v2.7,2314,873,47.42,825,126,115,12.74,KP.7.0,CL468324,Household,32.24,42,116.76,72.3,N,Emergency,2023-12-31T12:26:26
2022-05-26,MALARIA,v5.7,4143,41,16.13,1115,242,199,67.54,KP.8.12,CL192589,Household,64.75,29,457.95,31.24,Y,Routine,2021-12-09T08:24:51
2025-12-01,DENGUE,v3.6,429,935,53.5,254,173,112,87.21,B.1.9.0,CL584232,CommunityEvent,44.59,20,951.72,67.75,N,HighAlert,2024-08-16T11:51:43
2020-05-25,INFL_A,v3.2,4964,559,2.12,237,83,79,59.39,B.1.9.19,CL413695,Household,38.25,43,541.91,42.97,Y,Enhanced,2023-10-25T05:01:34
2023-05-27,CHIKV,v2.6,2061,1448,46.76,822,140,121,67.55,XBB.6.18,CL198567,CommunityEvent,77.96,33,644.4,47.04,Y,HighAlert,2023-10-27T03:58:34
2024-09-03,MEASLES,v3.3,4648,148,36.34,1017,83,153,90.25,AY.7.7,CL536734,CommunityEvent,48.33,23,746.52,17.87,N,Enhanced,2023-11-24T07:16:40
2025-08-06,RSV,v1.6,2483,179,0.57,1160,134,122,34.43,EG.5.13,CL322351,Healthcare,83.35,24,365.71,37.26,N,Routine,2023-03-17T18:57:47
2023-01-11,RSV,v1.1,4122,1391,30.39,360,119,131,10.68,AY.1.5,CL518701,Travel,74.31,35,691.61,60.19,Y,Enhanced,2022-06-09T20:31:57
2025-07-16,MALARIA,v2.1,2109,510,39.14,281,176,123,47.21,XBB.6.19,CL797730,Market,97.19,20,474.18,85.02,N,Emergency,2024-08-27T07:08:21
2022-04-16,INFL_A,v3.9,14,597,24.43,820,281,154,4.79,EG.7.11,CL977568,CommunityEvent,4.59,33,477.92,12.24,N,Enhanced,2021-07-06T21:51:16
2020-02-24,TB,v2.4,213,479,5.27,906,240,249,85.73,B.1.2.16,CL205046,CommunityEvent,84.66,27,876.24,8.53,Y,Routine,2023-06-16T22:04:18
2022-08-21,CHIKV,v1.9,1584,761,2.55,936,124,153,58.15,KP.7.10,CL186308,Household,29.0,32,444.96,72.57,N,HighAlert,2021-05-03T20:26:00
2023-07-15,MALARIA,v3.2,3455,287,42.88,322,290,201,97.97,JN.6.13,CL117359,CommunityEvent,25.71,28,948.99,22.69,N,Routine,2023-07-13T21:31:33
2021-11-09,INFL_A,v1.6,4921,1058,53.6,50,49,49,88.49,KP.5.6,CL771823,Household,66.95,38,746.28,18.0,N,Enhanced,2025-05-18T06:29:54
2024-06-16,NORO,v1.4,661,299,38.3,670,98,91,30.98,BA.8.11,CL771353,Market,19.84,43,812.06,38.89,Y,Enhanced,2023-06-11T20:15:01
2020-10-17,NORO,v4.8,12,1074,6.22,377,272,59,99.3,B.1.3.5,CL548502,Market,4.73,5,19.15,29.69,Y,Routine,2021-01-10T14:44:07
2024-01-11,CHIKV,v3.9,1695,919,13.56,104,44,201,42.66,AY.4.14,CL382325,Household,20.59,19,491.81,13.69,N,Emergency,2022-03-23T19:45:30
2024-10-26,MALARIA,v5.0,3386,937,4.23,991,9,136,42.99,BA.3.17,CL468196,Market,56.08,0,157.75,82.56,N,Routine,2021-11-16T20:34:31
2024-07-01,MALARIA,v4.6,1099,284,12.9,1106,230,30,86.46,XBB.1.3,CL783906,Healthcare,60.55,39,308.92,78.77,N,Routine,2022-03-03T21:23:06
2020-07-24,INFL_A,v1.4,4523,140,25.53,587,151,46,66.13,XBB.3.12,CL513694,Household,68.61,5,652.28,87.81,N,Routine,2021-01-02T19:17:18
2021-03-02,MEASLES,v4.9,2202,1099,8.64,341,286,165,91.18,BA.5.0,CL944571,School,81.32,30,894.8,1.54,Y,Routine,2020-03-14T01:02:13
2019-02-22,MALARIA,v4.8,4679,866,41.77,642,180,190,49.39,B.1.8.18,CL259615,CommunityEvent,36.61,19,88.02,68.4,Y,Routine,2022-09-30T14:02:30
2024-04-07,DENGUE,v5.9,3660,1217,2.35,68,261,40,85.98,XBB.5.4,CL958172,Healthcare,45.36,2,746.18,36.39,Y,Emergency,2022-08-01T11:49:50
2021-01-12,NORO,v1.1,3589,1307,31.25,355,222,200,5.49,BA.5.12,CL839483,CommunityEvent,90.44,42,87.68,54.72,Y,HighAlert,2021-05-31T13:17:10
2019-08-31,DENGUE,v3.2,4072,1423,33.43,599,290,242,26.7,AY.2.11,CL140224,Travel,57.52,7,578.9,42.73,N,Enhanced,2020-05-03T22:30:50
2022-10-09,INFL_B,v4.5,717,738,5.3,1041,230,232,52.44,AY.4.1,CL964896,Healthcare,66.79,3,242.59,63.82,Y,Enhanced,2022-10-11T03:05:39
2019-05-11,TB,v4.2,3634,816,29.33,657,123,169,96.33,XBB.6.0,CL316909,Market,85.9,30,563.03,45.89,N,Enhanced,2021-12-12T10:02:50
2019-07-17,MALARIA,v1.4,4832,800,9.22,180,261,201,2.09,KP.2.0,CL310889,Unknown,26.44,30,261.09,49.97,Y,HighAlert,2025-05-05T16:03:58
2022-07-20,RSV,v5.3,4717,95,1.42,681,193,135,48.59,KP.4.15,CL430840,Household,71.07,41,324.23,1.96,Y,HighAlert,2020-06-21T05:39:57
2019-07-24,NORO,v5.3,4994,872,20.55,380,148,181,38.05,JN.9.2,CL399385,Market,88.29,9,25.55,41.94,Y,Routine,2021-03-04T18:42:55
2021-11-28,DENGUE,v1.6,4074,108,40.79,456,84,160,42.81,XBB.1.9,CL198239,Unknown,69.85,40,160.43,11.66,N,Emergency,2022-03-13T12:59:40
2019-09-02,INFL_A,v5.8,4060,1232,31.86,693,35,232,23.53,EG.3.0,CL631743,CommunityEvent,6.87,15,54.94,13.41,N,Enhanced,2022-07-09T06:03:21
2019-11-27,INFL_B,v1.6,2415,1162,29.46,1058,44,248,74.43,KP.3.15,CL974703,Workplace,81.03,11,493.73,39.02,N,Routine,2023-06-21T20:26:07
2021-09-11,CHIKV,v3.1,2868,1168,27.78,183,123,118,56.43,XBB.3.16,CL228307,Household,71.15,10,700.79,5.67,Y,Routine,2025-05-06T18:19:11
2022-01-24,INFL_A,v3.4,1119,540,42.51,965,22,245,89.18,XBB.4.18,CL289354,Unknown,56.25,2,405.17,86.45,Y,HighAlert,2024-03-11T17:48:18
2025-06-04,TB,v4.0,3252,920,34.53,101,281,192,8.29,AY.8.5,CL911481,Workplace,94.84,13,587.43,20.91,Y,Enhanced,2024-08-21T04:25:40
2023-09-06,DENGUE,v2.6,3759,1172,23.72,546,24,86,69.98,EG.5.17,CL564250,Household,33.76,22,648.22,83.39,Y,Emergency,2025-04-25T14:39:43
2025-01-07,RSV,v5.9,3903,1127,18.05,1132,130,118,24.99,AY.9.10,CL724818,CommunityEvent,84.9,13,312.88,66.29,N,Enhanced,2020-09-15T14:10:57
2023-09-29,INFL_A,v5.7,3597,1102,24.57,865,268,16,48.26,XBB.6.13,CL904955,Unknown,96.6,16,860.53,24.39,N,Enhanced,2023-04-07T03:06:41
2023-02-08,CHIKV,v2.0,4582,129,24.14,788,108,242,2.55,XBB.9.7,CL501426,School,90.27,21,921.36,96.27,Y,HighAlert,2025-10-25T10:42:10
2020-07-13,RSV,v3.4,4307,1291,48.97,407,299,25,14.76,JN.3.5,CL121636,Household,4.86,30,407.16,80.04,Y,Routine,2021-08-19T09:49:57
2020-09-09,TB,v2.2,2923,850,42.8,656,239,25,41.15,BA.4.16,CL910409,Workplace,91.91,8,983.41,79.17,Y,Emergency,2024-04-26T11:41:45
2022-06-26,RSV,v4.0,2182,380,5.25,609,46,25,47.08,JN.7.0,CL618995,Household,14.59,25,127.69,2.58,Y,Routine,2024-12-15T22:17:23
2025-12-24,SARS2,v4.9,1889,778,29.18,387,2,249,93.63,BA.2.0,CL209121,School,72.82,36,857.1,46.46,Y,Enhanced,2022-05-05T10:06:07
2022-05-09,RSV,v2.1,1715,341,17.37,805,216,116,80.08,KP.5.10,CL805988,CommunityEvent,75.05,25,551.93,29.33,N,Emergency,2023-04-07T16:10:23
2020-02-12,CHIKV,v2.6,4324,834,49.02,760,164,168,5.17,JN.9.15,CL961817,Travel,86.38,39,424.5,11.45,N,Enhanced,2021-07-18T17:56:11
2025-12-16,TB,v3.9,3893,533,23.13,590,9,12,17.35,JN.4.16,CL959106,Travel,95.02,10,497.79,94.75,N,HighAlert,2022-10-26T14:33:45
2023-07-16,RSV,v5.8,1958,86,47.4,266,174,4,66.44,B.1.9.0,CL211900,Market,96.87,34,500.68,39.12,N,Enhanced,2021-11-30T07:15:23
2025-01-24,CHIKV,v2.6,360,1006,45.12,783,60,78,73.0,EG.5.6,CL449921,School,68.77,36,297.33,43.01,Y,Enhanced,2021-08-31T19:10:58
2025-07-25,INFL_B,v3.7,3394,0,18.78,194,124,57,91.41,AY.7.5,CL482553,Unknown,25.97,5,567.88,52.06,N,Enhanced,2025-12-19T12:05:35
2024-09-21,SARS2,v2.2,187,261,5.63,87,50,110,29.11,XBB.1.10,CL268560,Healthcare,80.84,7,940.52,83.48,N,Enhanced,2021-08-26T08:38:21
2023-11-01,SARS2,v4.3,3763,626,10.2,333,76,243,84.18,EG.4.2,CL411344,Workplace,7.43,28,299.84,91.19,Y,Enhanced,2021-04-07T12:56:37
2025-11-10,INFL_A,v1.4,1354,1228,35.02,607,235,154,32.64,KP.9.12,CL392736,Unknown,9.19,18,876.24,46.7,N,Enhanced,2024-05-20T04:54:50
2022-12-06,TB,v2.7,2982,1140,2.58,960,207,52,56.36,B.1.9.0,CL422120,Unknown,55.12,34,989.28,8.2,Y,Routine,2021-10-18T18:03:21
2019-06-23,SARS2,v2.4,4805,186,13.91,340,273,171,8.91,BA.7.19,CL896067,School,20.36,9,875.77,22.73,N,Enhanced,2021-03-02T12:49:54
2023-12-05,SARS2,v3.3,3823,50,42.88,227,103,211,51.34,JN.3.16,CL276755,Unknown,30.19,6,295.7,21.28,Y,Enhanced,2022-06-18T23:54:35
2025-09-10,INFL_A,v5.0,611,370,24.78,860,143,20,92.26,BA.7.18,CL943695,CommunityEvent,95.8,31,505.47,31.04,N,Routine,2023-08-06T17:32:32
2022-08-06,INFL_B,v4.9,515,489,29.02,648,263,230,79.47,B.1.6.11,CL257854,Healthcare,86.86,9,545.26,98.13,Y,HighAlert,2021-09-28T07:58:01
2025-07-03,INFL_A,v1.9,469,198,34.35,680,43,203,10.61,JN.8.10,CL222666,CommunityEvent,91.94,6,125.1,62.27,Y,HighAlert,2023-09-30T17:00:54
2019-12-12,DENGUE,v3.3,4306,0,28.66,178,135,113,81.83,BA.2.1,CL824425,School,32.62,11,129.5,57.2,Y,Routine,2020-09-30T19:12:14
2025-12-13,INFL_B,v3.8,1042,950,51.98,643,247,132,44.34,KP.7.19,CL481615,Healthcare,19.73,5,882.5,33.05,Y,Routine,2020-12-16T19:35:04
2019-05-02,RSV,v1.0,1549,622,3.92,34,139,236,20.89,XBB.3.12,CL930068,Healthcare,93.71,17,197.39,67.25,N,Routine,2022-08-04T06:55:52
2023-04-29,MEASLES,v1.7,3236,42,54.78,464,197,4,71.46,JN.7.10,CL774603,Workplace,65.35,36,402.53,88.46,N,HighAlert,2021-11-05T22:23:21
2023-12-04,INFL_A,v3.7,4453,1256,1.95,1179,214,11,87.66,EG.6.0,CL254327,School,88.87,1,68.97,7.53,N,Emergency,2024-09-22T03:13:35
2025-06-16,INFL_A,v2.6,825,956,6.35,973,33,176,42.29,KP.1.9,CL844593,Travel,70.56,31,234.74,14.14,Y,HighAlert,2021-06-18T13:08:07
2019-10-14,MALARIA,v5.5,1944,121,19.24,502,127,27,76.48,JN.9.11,CL937774,Market,55.44,1,202.54,24.72,N,Emergency,2020-08-19T05:10:15
2024-10-06,SARS2,v5.3,4855,554,4.01,65,292,76,61.67,EG.4.3,CL165142,Unknown,72.35,22,972.45,93.37,Y,Emergency,2025-02-04T08:38:16
2025-03-21,MALARIA,v3.4,607,474,41.73,142,168,241,54.63,JN.1.5,CL748051,Market,6.56,30,974.3,37.42,Y,Emergency,2022-10-31T11:25:26
2020-11-22,INFL_A,v2.8,3290,583,35.45,755,193,60,50.49,BA.6.19,CL928953,Market,40.78,43,502.7,22.41,Y,Emergency,2023-06-16T02:23:03
2019-03-10,INFL_A,v2.5,1851,1331,34.06,587,152,35,71.93,B.1.9.15,CL233589,School,10.94,32,182.45,36.78,N,Emergency,2022-04-29T02:25:05
2021-04-05,CHIKV,v1.8,3666,1416,24.24,946,217,185,53.17,BA.3.3,CL271661,Travel,20.91,34,952.23,61.72,Y,Enhanced,2022-07-04T06:53:08
2020-12-26,MEASLES,v4.1,656,799,7.67,1165,32,175,68.25,AY.6.8,CL345186,Unknown,69.78,25,351.55,32.57,N,Emergency,2021-05-10T03:10:13
2023-03-21,CHIKV,v1.8,2016,687,23.17,1156,33,137,96.21,KP.7.4,CL953719,Healthcare,88.08,14,642.92,63.44,N,Emergency,2020-11-27T10:28:35
2022-11-11,INFL_A,v2.0,485,1197,5.67,872,112,66,76.96,XBB.5.6,CL435381,Unknown,10.37,14,342.02,67.71,N,Routine,2023-12-10T07:54:22
2022-06-25,INFL_B,v1.3,1834,400,14.86,404,272,152,61.84,EG.7.14,CL933113,Household,86.9,38,398.84,54.57,Y,HighAlert,2023-10-05T04:26:07
2023-03-28,CHIKV,v4.4,4696,1160,28.82,634,95,145,41.52,XBB.6.4,CL845619,Unknown,94.84,19,776.75,35.76,Y,Routine,2022-05-26T14:03:19
2019-01-13,NORO,v1.5,681,362,52.67,106,62,144,54.99,B.1.6.17,CL136682,CommunityEvent,49.46,38,8.7,67.15,Y,HighAlert,2024-08-13T01:53:54
2020-04-08,CHIKV,v3.3,3149,118,41.32,994,132,178,97.54,BA.1.16,CL959924,Household,57.08,4,511.77,14.28,N,Emergency,2024-07-21T12:34:09
2022-01-10,NORO,v4.4,526,1062,12.39,1000,149,234,8.43,B.1.5.5,CL489763,CommunityEvent,85.46,41,734.81,48.97,Y,Enhanced,2024-12-05T10:52:07
2025-01-05,INFL_B,v5.3,4202,872,16.13,648,115,133,26.44,XBB.5.3,CL986607,CommunityEvent,52.11,34,574.82,96.17,N,Emergency,2021-04-12T13:08:28
2024-02-02,TB,v1.0,1893,23,54.45,404,4,94,9.86,AY.2.16,CL701434,CommunityEvent,13.08,25,877.47,97.89,Y,HighAlert,2023-01-05T12:46:56
2021-05-26,MALARIA,v1.5,33,348,20.95,846,245,47,75.04,BA.4.3,CL729808,Market,21.48,42,458.06,86.52,Y,HighAlert,2021-05-25T02:17:44
2024-02-10,MALARIA,v5.2,227,852,43.72,1090,216,220,90.65,KP.5.2,CL962422,Workplace,52.16,40,860.72,66.57,N,Routine,2025-11-05T15:05:57
2023-05-03,RSV,v2.2,267,1044,7.86,1166,286,118,51.17,JN.3.19,CL471146,Healthcare,62.15,19,203.23,32.7,Y,HighAlert,2023-06-06T06:03:41
2023-09-14,NORO,v1.4,2038,1229,44.23,645,259,53,55.45,B.1.1.19,CL580551,Household,20.51,32,943.21,70.51,N,HighAlert,2023-09-03T06:07:33
2024-05-20,NORO,v5.4,2761,429,47.7,555,79,104,58.57,AY.4.15,CL334196,Travel,16.63,12,996.13,48.14,N,Routine,2020-04-06T17:27:54
2021-06-15,RSV,v1.0,4680,94,53.52,10,208,104,56.18,BA.5.4,CL936993,Unknown,85.67,15,607.45,62.86,N,Routine,2023-09-30T22:57:40
2022-11-15,MEASLES,v4.4,3183,1364,41.83,1043,102,59,8.13,B.1.5.9,CL547719,Market,65.19,40,303.48,13.9,N,HighAlert,2025-09-22T01:09:44
2020-10-30,NORO,v4.4,4770,1418,5.75,571,21,194,57.82,KP.6.16,CL716086,Market,76.93,2,422.31,38.01,N,Routine,2023-09-05T10:12:45
2019-11-02,CHIKV,v5.7,370,1176,25.29,568,102,181,57.84,AY.6.7,CL718709,School,8.42,12,557.32,26.61,Y,Enhanced,2023-01-13T21:44:14
2024-02-02,DENGUE,v3.9,4257,1059,20.25,598,241,228,8.76,XBB.7.19,CL267742,School,54.87,9,938.74,99.19,N,Routine,2022-10-18T21:00:06
2021-12-28,RSV,v5.3,4684,1297,41.69,866,35,178,82.45,B.1.9.11,CL406611,School,87.47,43,141.38,2.87,Y,Emergency,2024-09-08T10:13:46
2023-07-20,DENGUE,v4.1,2197,613,23.38,372,95,239,96.6,EG.9.4,CL212614,Household,56.04,23,845.2,25.06,Y,Routine,2021-01-29T18:49:34
2021-01-28,RSV,v5.6,1866,1003,43.23,777,107,31,49.18,B.1.4.7,CL654205,Unknown,42.02,2,141.71,74.27,Y,Routine,2020-11-02T08:59:41
2021-11-17,MEASLES,v5.0,812,987,50.98,813,286,206,72.09,KP.8.3,CL108218,Travel,49.06,35,240.05,60.24,Y,Routine,2025-01-01T23:14:20
2023-12-25,INFL_B,v4.4,636,675,28.85,111,28,108,85.5,EG.1.9,CL647646,CommunityEvent,51.73,16,984.33,3.49,N,HighAlert,2021-08-23T22:37:01
2024-09-24,TB,v3.7,1036,270,2.47,470,152,183,55.63,JN.2.13,CL753686,Healthcare,22.64,1,334.16,13.93,Y,Emergency,2025-12-24T02:30:15
2022-08-25,SARS2,v5.3,2406,385,39.97,171,114,158,96.82,KP.8.10,CL274859,Unknown,94.51,37,467.53,46.29,N,Emergency,2023-08-18T02:01:54
2019-02-20,RSV,v5.4,1,142,34.69,526,225,205,1.99,XBB.5.19,CL500207,CommunityEvent,75.4,0,273.52,36.24,Y,Enhanced,2022-04-26T10:25:58
2025-05-24,NORO,v1.0,3992,1363,53.84,57,231,63,82.69,KP.9.2,CL853252,Workplace,76.18,41,772.57,18.58,N,Emergency,2025-03-30T11:57:21
2021-12-21,CHIKV,v4.5,3112,483,20.1,17,293,229,30.05,JN.8.1,CL979554,School,97.48,24,22.65,8.73,N,HighAlert,2025-08-01T16:49:41
2019-05-04,DENGUE,v1.1,3494,878,52.01,1080,237,104,28.61,XBB.7.0,CL392137,Travel,8.94,25,726.49,33.75,N,Emergency,2024-06-04T20:34:55
2023-01-26,CHIKV,v1.4,3766,166,11.71,1024,38,229,84.24,BA.2.18,CL344804,Household,61.69,26,171.64,81.51,N,Enhanced,2025-04-07T05:29:31
2021-09-24,MEASLES,v2.8,2790,950,19.37,311,3,93,38.83,AY.3.19,CL144341,Healthcare,46.97,10,14.42,7.92,Y,Enhanced,2024-08-16T04:55:40
2024-12-15,TB,v2.8,3034,1202,19.91,890,51,63,82.8,BA.7.10,CL679314,Travel,89.55,34,411.54,63.02,N,Enhanced,2020-07-31T07:31:01
2024-10-26,SARS2,v1.4,1598,244,21.82,276,162,76,48.89,KP.6.5,CL580020,School,39.26,32,985.17,52.28,N,HighAlert,2024-02-17T15:24:18
2021-02-20,INFL_B,v3.2,4716,897,6.31,943,192,170,10.38,BA.7.9,CL732104,Market,22.99,2,467.61,37.64,Y,Routine,2021-01-07T14:29:28
2022-08-06,INFL_A,v4.9,3562,128,43.46,345,172,6,39.2,EG.6.5,CL275954,Unknown,77.9,40,913.97,76.51,N,Emergency,2024-05-19T12:19:47
2025-03-20,SARS2,v5.4,2593,24,8.78,977,135,175,65.77,B.1.1.8,CL491652,Workplace,64.9,32,462.51,33.62,N,Enhanced,2022-07-17T06:43:41
2019-02-01,TB,v4.4,1517,499,36.6,284,270,237,38.09,KP.6.5,CL999586,Workplace,5.09,21,466.2,13.92,Y,HighAlert,2020-03-15T04:59:27
2023-02-17,INFL_A,v4.2,653,1375,6.98,124,235,173,4.25,B.1.9.4,CL975649,Healthcare,14.8,37,454.68,52.23,Y,Emergency,2022-08-31T18:36:18
2019-12-12,INFL_B,v5.0,2081,998,42.37,815,232,137,75.82,KP.7.16,CL515946,Household,42.01,23,728.8,18.38,N,Routine,2024-02-29T16:44:19
2019-12-11,SARS2,v5.9,630,593,14.2,162,37,91,95.98,BA.9.10,CL671903,Unknown,92.59,22,701.79,69.18,Y,Emergency,2023-03-30T03:16:05
2023-11-15,MALARIA,v3.7,418,945,13.88,472,98,194,12.24,BA.6.19,CL525626,Market,5.12,14,919.99,7.74,N,Emergency,2025-02-01T16:52:30
2019-06-21,RSV,v3.0,2026,232,2.06,488,290,185,28.17,B.1.9.1,CL678669,School,5.14,20,659.13,95.15,Y,Enhanced,2022-10-26T05:47:30
2022-02-12,TB,v1.3,4077,823,41.07,173,250,221,61.08,XBB.8.0,CL473748,Unknown,50.28,28,805.95,42.71,Y,Routine,2022-09-29T14:10:18
2025-01-10,TB,v1.8,1077,902,6.42,516,138,134,11.05,AY.3.5,CL601220,Household,5.87,40,442.99,70.4,N,Routine,2023-02-22T22:36:07
2022-07-18,SARS2,v4.1,1290,1103,44.39,905,154,97,20.85,AY.9.3,CL727542,Healthcare,4.48,10,311.06,79.0,Y,Routine,2023-12-01T11:15:14
2023-04-14,SARS2,v4.5,3188,1003,29.65,1078,203,86,73.43,JN.7.0,CL224035,Household,20.07,13,528.73,9.38,Y,Emergency,2024-09-24T10:13:55
2022-07-10,DENGUE,v3.4,2805,777,38.58,388,185,100,64.62,AY.3.11,CL795308,Healthcare,56.41,34,125.77,19.72,N,Routine,2024-09-15T11:26:47
2021-04-29,TB,v3.3,1337,807,50.15,316,228,162,66.8,JN.3.0,CL296086,Household,41.42,24,864.11,19.79,N,HighAlert,2020-05-13T06:44:58
2024-03-13,TB,v5.7,1819,629,7.76,444,192,171,86.0,KP.2.19,CL528590,CommunityEvent,95.24,33,509.79,30.15,N,Routine,2024-11-21T06:31:49
2020-03-14,MEASLES,v2.7,3366,84,26.81,1084,276,25,74.78,AY.8.2,CL663047,Unknown,4.99,7,653.57,24.95,N,Routine,2024-07-08T12:48:53
2023-12-14,MEASLES,v2.0,1544,1146,40.08,709,59,229,68.95,B.1.3.12,CL663561,Healthcare,20.21,12,730.21,33.2,N,Enhanced,2024-11-22T08:34:49
2022-11-28,INFL_B,v5.6,452,1424,41.09,497,137,165,88.91,BA.5.17,CL762399,School,88.65,40,929.5,41.7,N,Enhanced,2020-01-21T10:11:05
2024-12-18,INFL_B,v5.5,492,1328,34.21,1180,255,248,72.05,KP.2.2,CL287465,Healthcare,4.81,32,210.27,94.37,N,Emergency,2022-05-10T15:26:34
2020-01-16,INFL_B,v4.5,595,752,35.17,154,104,64,62.0,B.1.7.9,CL741500,CommunityEvent,5.49,2,404.13,3.71,Y,Enhanced,2020-01-13T08:27:43
2021-11-25,MEASLES,v2.5,4355,782,30.64,1153,188,187,72.14,AY.3.14,CL901397,Healthcare,76.4,30,844.66,40.31,N,Routine,2023-04-29T03:11:28
2024-05-26,INFL_B,v5.3,4468,939,47.4,171,108,25,18.91,XBB.3.1,CL181435,CommunityEvent,53.61,36,415.45,11.88,Y,Emergency,2023-11-06T12:19:10
