travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_inr,travel_dom_spend_lodging_inr,travel_dom_spend_food_inr,travel_dom_spend_transport_inr,travel_dom_attraction_ticket_spend_inr,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_inr,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2025-07,DMA0730,DMA0565,VFR,2.4,6.0,RESORT,317899,162506,13314,141327,786,CORPORATE,31,8.05,80.86,872,21476,FESTIVE,0
2020-07,DMA0666,DMA0120,PILGRIMAGE,6.4,13.6,RESORT,257048,138424,32870,139029,59118,CORPORATE,62,7.0,82.51,16763,4303,SHOULDER,0
2020-07,DMA0076,DMA0320,VFR,5.7,2.4,HOSTEL,152217,5089,86968,51512,28149,DIRECT,137,3.94,26.44,3830,24215,MONSOON,0
2025-09,DMA0443,DMA0788,BUSINESS,6.5,12.0,DHARAMSHALA,337121,194849,89617,108973,2035,DIRECT,139,41.96,21.32,34617,26772,MONSOON,0
2022-12,DMA0628,DMA0638,EDUCATION,6.2,5.2,DHARAMSHALA,337043,166710,2956,135050,14261,CORPORATE,90,21.88,71.99,27796,11612,FESTIVE,1
2025-05,DMA0696,DMA0413,LEISURE,3.0,9.5,GUESTHOUSE,4047,33683,31083,146555,37949,DIRECT,0,43.44,26.59,27535,2588,SUMMER,0
2023-09,DMA0680,DMA0123,EDUCATION,6.2,9.2,SERVICED_APT,62377,115023,61541,37457,14706,DIRECT,96,34.87,33.37,12348,8852,WINTER,1
2020-09,DMA0365,DMA0054,LEISURE,2.8,5.2,HOTEL,221597,45559,74042,128424,58118,DIRECT,102,42.92,35.38,17794,9584,WINTER,1
2019-01,DMA0066,DMA0218,LEISURE,4.6,1.7,HOMESTAY,65221,56679,84702,113788,28926,CORPORATE,18,39.09,59.73,31354,19615,MONSOON,0
2025-10,DMA0104,DMA0339,BUSINESS,5.5,2.9,HOMESTAY,222635,70618,47342,65087,25923,CORPORATE,117,26.25,35.69,28771,15490,WINTER,0
2020-12,DMA0655,DMA0136,MEDICAL,3.1,8.4,HOTEL,33026,106381,60187,23897,25430,AGENT,150,10.16,34.11,14365,21155,FESTIVE,1
2021-06,DMA0044,DMA0486,BUSINESS,2.1,13.3,SERVICED_APT,36732,37997,80938,67693,2652,DIRECT,10,11.43,20.83,14209,25401,SUMMER,1
2024-02,DMA0735,DMA0020,LEISURE,5.9,13.0,HOTEL,304441,155922,91661,37359,16040,CORPORATE,48,16.71,79.79,7117,4469,FESTIVE,0
2024-11,DMA0418,DMA0510,MEDICAL,1.6,2.5,GUESTHOUSE,299392,20285,22599,21807,3042,DIRECT,67,1.09,30.6,34220,18603,MONSOON,1
2021-03,DMA0140,DMA0449,PILGRIMAGE,3.0,12.4,HOSTEL,234496,52912,52285,110454,8527,AGENT,124,30.01,64.36,21088,12895,WINTER,0
2023-04,DMA0134,DMA0314,BUSINESS,4.0,4.0,HOMESTAY,92112,77352,26988,134022,18088,AGENT,66,24.98,43.38,5781,20228,FESTIVE,1
2021-03,DMA0635,DMA0065,VFR,5.4,12.8,HOSTEL,105918,35835,45876,138318,47441,OTA,175,4.55,34.27,19706,24303,SUMMER,1
2024-07,DMA0488,DMA0419,VFR,5.8,10.9,GUESTHOUSE,193099,162238,12596,128896,3044,CORPORATE,136,37.12,47.05,14969,13679,SHOULDER,0
2025-08,DMA0224,DMA0648,VFR,3.8,13.5,SERVICED_APT,278129,28987,56713,43198,13790,AGENT,23,37.02,40.08,31709,22858,WINTER,1
2019-04,DMA0612,DMA0648,BUSINESS,4.2,6.7,HOTEL,64250,46737,29442,73031,44971,CORPORATE,38,5.34,53.79,7598,16020,WINTER,1
2022-09,DMA0650,DMA0540,PILGRIMAGE,5.7,10.5,DHARAMSHALA,48173,177129,29721,47117,31907,CORPORATE,8,9.18,73.83,23354,13148,SHOULDER,0
2023-09,DMA0080,DMA0607,MEDICAL,3.6,10.6,HOMESTAY,71461,123974,82389,138779,3070,DIRECT,14,11.27,23.97,21321,15781,WINTER,0
2019-01,DMA0409,DMA0016,BUSINESS,4.1,7.5,HOSTEL,103027,4997,93178,44931,41273,CORPORATE,104,23.65,34.29,34399,26446,FESTIVE,1
2022-08,DMA0478,DMA0459,BUSINESS,1.1,13.7,RESORT,326899,75052,62004,129010,55434,DIRECT,0,42.52,26.26,19095,26129,MONSOON,0
2024-07,DMA0552,DMA0320,BUSINESS,6.2,4.2,HOMESTAY,50299,188411,36728,31417,38294,DIRECT,110,29.94,95.49,9632,12023,WINTER,1
2019-04,DMA0733,DMA0421,MEDICAL,4.1,13.8,RESORT,187200,142275,55164,56932,56662,DIRECT,102,30.65,64.77,26106,26857,MONSOON,0
2021-09,DMA0343,DMA0124,PILGRIMAGE,5.0,11.6,RESORT,15505,68109,37628,128593,41227,GOV_PORTAL,22,13.11,83.99,28797,6124,MONSOON,0
2023-02,DMA0440,DMA0545,BUSINESS,2.4,9.0,RESORT,347216,139912,295,69881,1474,CORPORATE,8,28.09,40.8,3435,18445,FESTIVE,0
2019-05,DMA0108,DMA0520,EDUCATION,4.6,2.0,RESORT,194387,27686,71541,82965,23891,AGENT,133,9.51,89.84,14819,14473,SHOULDER,1
2023-04,DMA0113,DMA0745,LEISURE,3.5,4.4,DHARAMSHALA,221477,26545,93352,62917,21974,CORPORATE,11,32.0,69.06,28734,24675,WINTER,1
2019-11,DMA0175,DMA0653,MEDICAL,1.6,11.9,HOMESTAY,126345,151866,88194,82640,54562,OTA,107,10.57,51.67,9503,18816,SUMMER,0
2019-03,DMA0526,DMA0784,EDUCATION,5.6,10.5,RESORT,36265,14878,9213,55839,3680,CORPORATE,53,0.63,66.84,17682,2296,WINTER,1
2020-06,DMA0130,DMA0694,PILGRIMAGE,5.6,13.5,DHARAMSHALA,210171,147573,69440,77228,31226,GOV_PORTAL,142,23.57,29.94,33737,15893,FESTIVE,1
2021-06,DMA0703,DMA0359,LEISURE,1.4,6.2,HOMESTAY,112394,118664,5889,131482,44993,OTA,130,13.41,44.43,15039,9232,FESTIVE,0
2025-09,DMA0102,DMA0725,BUSINESS,3.1,12.6,HOTEL,95322,169009,76654,88804,23551,OTA,0,28.3,62.06,19592,24162,SHOULDER,1
2022-10,DMA0238,DMA0551,EDUCATION,2.5,12.2,HOSTEL,48132,135671,47650,39162,51627,DIRECT,140,33.57,69.95,8204,4343,MONSOON,1
2020-05,DMA0278,DMA0119,EDUCATION,3.8,13.6,SERVICED_APT,272179,125325,79401,114646,38068,AGENT,74,36.62,36.91,22753,9553,SUMMER,0
2022-03,DMA0775,DMA0437,LEISURE,3.7,4.5,HOSTEL,17917,62664,26764,59900,3306,OTA,61,44.17,97.37,33578,8056,WINTER,0
2025-08,DMA0773,DMA0546,VFR,4.6,7.4,SERVICED_APT,36362,196862,17558,23175,18212,GOV_PORTAL,130,25.0,84.98,8002,6472,SUMMER,0
2021-09,DMA0666,DMA0786,EDUCATION,2.4,2.1,SERVICED_APT,63471,193006,37672,61306,9495,AGENT,15,21.71,65.24,11780,6899,MONSOON,1
2024-06,DMA0604,DMA0553,PILGRIMAGE,2.2,8.7,HOSTEL,190776,46830,32351,77095,29694,CORPORATE,159,11.05,95.92,30266,14004,MONSOON,0
2024-06,DMA0559,DMA0489,EDUCATION,5.0,10.5,HOTEL,132431,45631,18810,17372,44760,GOV_PORTAL,155,33.61,59.98,28776,1420,SUMMER,0
2019-05,DMA0578,DMA0107,EDUCATION,6.4,4.1,HOSTEL,19341,88605,44318,148907,18564,AGENT,125,21.72,93.88,15541,14199,FESTIVE,0
2021-12,DMA0242,DMA0740,EDUCATION,6.2,3.2,DHARAMSHALA,13156,156479,11077,48099,17609,GOV_PORTAL,90,14.72,78.64,27888,16067,MONSOON,1
2019-03,DMA0661,DMA0036,EDUCATION,5.4,9.3,HOTEL,233287,60815,96712,50557,45980,OTA,104,19.44,36.95,12321,6040,WINTER,0
2021-08,DMA0377,DMA0503,PILGRIMAGE,1.4,6.1,GUESTHOUSE,100749,16882,7829,10252,17714,DIRECT,175,16.67,51.63,18423,8114,SUMMER,1
2020-02,DMA0253,DMA0261,VFR,2.3,6.5,HOMESTAY,10383,91941,91043,119348,45422,DIRECT,175,44.03,40.5,28608,17656,MONSOON,1
2022-02,DMA0770,DMA0028,EDUCATION,4.8,7.1,SERVICED_APT,238501,104608,71092,132842,36423,AGENT,26,10.19,76.3,12886,22588,FESTIVE,1
2019-05,DMA0274,DMA0197,LEISURE,2.6,7.6,GUESTHOUSE,299996,50140,95248,81322,15633,DIRECT,11,18.65,79.8,27365,20416,SUMMER,1
2022-10,DMA0231,DMA0324,PILGRIMAGE,3.2,3.5,HOTEL,64402,52079,91406,121369,33143,OTA,162,13.83,73.37,21973,7863,FESTIVE,1
2023-08,DMA0731,DMA0131,BUSINESS,6.2,8.5,RESORT,202426,187664,5134,74615,1656,GOV_PORTAL,146,7.72,62.56,18480,26377,WINTER,1
2025-09,DMA0704,DMA0569,VFR,1.5,1.9,HOTEL,110952,139035,99391,95069,36199,DIRECT,144,13.48,51.36,1344,2455,SHOULDER,1
2023-12,DMA0709,DMA0180,PILGRIMAGE,5.7,2.5,DHARAMSHALA,296917,100925,55586,110085,6300,OTA,136,22.02,96.77,18186,7710,SUMMER,0
2025-11,DMA0777,DMA0323,EDUCATION,1.3,10.2,HOMESTAY,313323,158310,67602,55537,19705,GOV_PORTAL,173,28.42,22.19,23480,7937,WINTER,1
2025-03,DMA0654,DMA0456,PILGRIMAGE,2.9,10.5,GUESTHOUSE,119537,143656,46898,113074,55628,OTA,139,27.76,29.66,27737,23481,FESTIVE,1
2019-07,DMA0580,DMA0535,EDUCATION,4.1,4.5,HOTEL,179937,169486,15746,731,34080,AGENT,32,34.77,66.7,30317,7654,FESTIVE,1
2020-01,DMA0705,DMA0582,MEDICAL,3.0,3.4,HOMESTAY,42576,9428,25299,106507,1064,GOV_PORTAL,156,3.21,78.95,3277,25587,FESTIVE,1
2021-01,DMA0296,DMA0283,EDUCATION,6.3,1.7,RESORT,269788,129961,16674,47488,768,GOV_PORTAL,140,14.15,94.69,5759,11904,SUMMER,1
2019-12,DMA0662,DMA0342,LEISURE,3.8,6.4,DHARAMSHALA,26077,29655,36219,85999,33854,OTA,84,15.87,58.26,27773,9730,WINTER,1
2021-07,DMA0015,DMA0418,VFR,5.0,7.6,GUESTHOUSE,107702,66244,93263,1473,2536,DIRECT,102,31.15,40.74,24385,9972,FESTIVE,0
2020-03,DMA0179,DMA0761,PILGRIMAGE,4.9,12.7,GUESTHOUSE,41472,186803,91389,103993,14969,AGENT,98,9.34,87.34,7595,9627,FESTIVE,0
2019-11,DMA0672,DMA0193,VFR,5.6,1.0,HOSTEL,324716,104350,19244,53741,10833,DIRECT,99,9.64,54.37,10645,27587,SHOULDER,0
2021-08,DMA0223,DMA0292,BUSINESS,5.8,6.3,GUESTHOUSE,99809,181854,68721,126510,31823,CORPORATE,94,4.28,30.07,32847,7751,WINTER,1
2025-08,DMA0426,DMA0521,MEDICAL,3.6,6.5,SERVICED_APT,27484,115630,65002,28793,16407,AGENT,76,24.0,60.72,24913,17735,WINTER,0
2019-09,DMA0215,DMA0364,EDUCATION,5.7,12.5,HOSTEL,155885,199663,36044,140676,52829,AGENT,62,32.7,60.99,1541,9577,SHOULDER,1
2023-04,DMA0657,DMA0755,LEISURE,4.6,3.5,GUESTHOUSE,5220,92717,27855,41313,16894,OTA,17,31.39,37.88,20877,2505,FESTIVE,1
2022-05,DMA0382,DMA0537,EDUCATION,4.8,1.9,GUESTHOUSE,157691,192866,61189,12090,36405,OTA,137,33.43,31.07,31412,22084,MONSOON,0
2019-12,DMA0674,DMA0078,LEISURE,2.0,6.0,HOTEL,127954,56417,69802,61296,5125,AGENT,127,7.63,31.11,27981,25153,FESTIVE,0
2025-11,DMA0047,DMA0402,BUSINESS,2.3,9.0,RESORT,177676,98171,62714,11147,17122,AGENT,109,26.39,84.22,8026,26219,MONSOON,0
2025-06,DMA0682,DMA0466,PILGRIMAGE,4.8,12.2,DHARAMSHALA,87656,135993,17641,147875,52665,GOV_PORTAL,79,4.2,59.08,5868,6427,FESTIVE,1
2019-12,DMA0350,DMA0241,MEDICAL,2.5,4.5,RESORT,54273,34991,84208,43817,12248,DIRECT,86,43.5,77.44,30354,22359,WINTER,0
2024-04,DMA0562,DMA0283,LEISURE,3.7,4.3,GUESTHOUSE,16583,110683,38242,118133,34039,OTA,158,4.73,95.07,17644,9869,WINTER,0
2025-01,DMA0504,DMA0521,EDUCATION,3.7,5.2,GUESTHOUSE,67073,73843,7231,77625,15505,GOV_PORTAL,180,39.49,81.78,909,25200,MONSOON,1
2019-12,DMA0109,DMA0716,VFR,2.3,2.5,HOSTEL,151551,78291,82192,12425,35652,CORPORATE,43,1.73,32.24,26278,2909,SUMMER,0
2022-01,DMA0181,DMA0696,BUSINESS,4.1,13.7,RESORT,66213,192313,35611,74750,57162,AGENT,156,23.9,52.75,31082,13264,SUMMER,0
2019-05,DMA0014,DMA0115,EDUCATION,4.1,8.0,SERVICED_APT,92222,194245,62350,86948,1581,OTA,48,38.37,58.69,12905,24266,FESTIVE,1
2019-09,DMA0579,DMA0047,LEISURE,1.7,4.5,DHARAMSHALA,250101,94489,89303,8578,57712,AGENT,79,28.56,74.7,12909,13034,SHOULDER,0
2023-09,DMA0230,DMA0689,EDUCATION,3.1,5.7,HOTEL,173699,57081,93584,74785,7287,GOV_PORTAL,56,22.22,95.26,22228,6449,FESTIVE,1
2020-08,DMA0532,DMA0654,PILGRIMAGE,3.0,12.3,RESORT,10898,174013,55758,136767,46946,AGENT,115,5.73,42.23,11350,20055,MONSOON,1
2024-10,DMA0445,DMA0074,MEDICAL,4.1,9.8,HOMESTAY,233327,122752,52060,2639,7597,AGENT,88,29.67,87.17,23438,3929,MONSOON,0
2020-01,DMA0151,DMA0596,LEISURE,5.1,8.2,RESORT,163293,177370,15092,59838,46729,GOV_PORTAL,164,27.1,25.63,25672,26275,WINTER,1
2025-08,DMA0535,DMA0790,PILGRIMAGE,1.1,10.4,HOTEL,96219,170177,89893,67355,37201,DIRECT,175,20.64,88.01,6726,20046,FESTIVE,1
2025-12,DMA0389,DMA0699,PILGRIMAGE,1.7,10.8,RESORT,144770,109012,90280,17911,1814,GOV_PORTAL,82,10.57,74.18,21724,21963,SHOULDER,1
2019-05,DMA0564,DMA0162,BUSINESS,2.7,3.5,DHARAMSHALA,280003,9619,17762,83263,10276,AGENT,121,9.91,22.23,2413,22004,FESTIVE,0
2022-07,DMA0201,DMA0358,EDUCATION,5.5,3.1,HOTEL,217015,53316,35988,2335,87,DIRECT,126,43.65,67.64,15705,19664,FESTIVE,1
2025-09,DMA0534,DMA0453,PILGRIMAGE,3.6,13.6,HOSTEL,250680,136516,72521,41118,159,GOV_PORTAL,117,43.43,92.65,19090,4077,FESTIVE,1
2023-06,DMA0211,DMA0030,BUSINESS,3.8,3.4,GUESTHOUSE,287696,52760,4260,12401,37536,GOV_PORTAL,95,42.16,53.74,29341,488,SUMMER,0
2024-02,DMA0581,DMA0001,VFR,3.3,7.0,DHARAMSHALA,144953,119782,32398,98476,46824,OTA,113,23.22,29.15,7136,14253,SHOULDER,1
2019-10,DMA0708,DMA0538,EDUCATION,3.3,13.8,DHARAMSHALA,312088,12404,95444,145132,4011,GOV_PORTAL,100,44.47,97.11,30069,11753,FESTIVE,1
2021-06,DMA0661,DMA0199,BUSINESS,6.4,6.4,HOSTEL,100687,43562,37318,144042,16357,AGENT,102,13.38,52.5,23017,8655,SUMMER,1
2019-07,DMA0466,DMA0263,LEISURE,5.9,7.7,GUESTHOUSE,285589,193863,99478,33526,6215,OTA,11,19.21,61.17,31499,13985,FESTIVE,0
2023-09,DMA0645,DMA0365,BUSINESS,5.0,11.4,HOSTEL,326713,59612,92084,38358,12460,DIRECT,142,7.84,95.45,8576,14873,SHOULDER,1
2019-11,DMA0445,DMA0005,MEDICAL,2.8,5.4,HOSTEL,61836,123867,47706,68381,33422,OTA,78,20.88,65.61,34600,9366,WINTER,0
2024-12,DMA0231,DMA0596,VFR,3.8,6.6,SERVICED_APT,77936,36606,74289,85627,17893,CORPORATE,83,8.33,72.74,19721,19417,SUMMER,0
2023-03,DMA0506,DMA0448,BUSINESS,4.8,5.3,SERVICED_APT,24600,49356,96253,120401,4774,DIRECT,59,2.98,75.38,24055,21077,MONSOON,1
2024-04,DMA0589,DMA0023,VFR,3.2,4.7,GUESTHOUSE,218032,174479,92597,144515,42015,CORPORATE,69,0.45,78.77,29204,1043,MONSOON,0
2021-07,DMA0254,DMA0648,EDUCATION,3.9,7.1,HOTEL,97283,114629,72065,43231,49898,AGENT,18,17.03,82.41,24681,21431,SUMMER,1
2019-01,DMA0730,DMA0431,BUSINESS,1.8,10.7,HOMESTAY,185190,177704,33880,116281,55655,DIRECT,180,40.39,25.83,3833,18585,MONSOON,1
2023-10,DMA0208,DMA0208,PILGRIMAGE,1.5,12.3,GUESTHOUSE,231478,74915,337,105093,36712,DIRECT,156,19.68,92.88,11499,16553,MONSOON,0
2023-03,DMA0636,DMA0169,PILGRIMAGE,1.9,7.1,HOTEL,344736,132621,58528,101511,53187,OTA,117,29.05,62.54,25662,7288,MONSOON,1
2020-10,DMA0523,DMA0459,EDUCATION,5.2,5.2,HOTEL,229031,72562,43506,81865,54669,CORPORATE,154,36.81,61.64,34704,15210,SHOULDER,1
2025-02,DMA0067,DMA0333,LEISURE,2.0,12.9,HOTEL,149891,185388,6394,140379,35853,CORPORATE,125,24.88,85.17,32989,17164,MONSOON,0
2022-10,DMA0350,DMA0194,PILGRIMAGE,6.1,5.4,DHARAMSHALA,238997,83013,47737,124718,44338,OTA,109,25.34,43.93,23554,16495,WINTER,0
2020-05,DMA0051,DMA0386,MEDICAL,3.0,11.1,RESORT,94777,114901,28360,35016,17961,OTA,82,23.59,71.16,9769,27078,SHOULDER,1
2020-01,DMA0316,DMA0319,PILGRIMAGE,1.9,10.7,GUESTHOUSE,300958,78920,87582,12070,33129,OTA,39,5.63,44.73,24115,18773,SUMMER,1
2025-08,DMA0444,DMA0723,MEDICAL,5.5,1.6,SERVICED_APT,101387,94899,25990,146689,56908,OTA,35,28.6,79.35,1680,14134,FESTIVE,0
2025-04,DMA0570,DMA0741,BUSINESS,3.5,3.3,GUESTHOUSE,244146,48924,2106,9162,7729,GOV_PORTAL,147,32.54,53.77,16730,23108,SUMMER,1
2025-07,DMA0076,DMA0375,EDUCATION,3.1,8.4,HOSTEL,2145,4380,78833,96146,46622,OTA,47,0.01,34.56,18614,10562,SHOULDER,0
2022-03,DMA0694,DMA0281,BUSINESS,2.8,12.3,GUESTHOUSE,24320,166509,80381,35290,51217,OTA,97,3.75,90.89,22519,8998,MONSOON,1
2020-07,DMA0767,DMA0238,MEDICAL,2.8,8.7,HOTEL,74440,122447,12074,104848,10963,OTA,54,24.38,78.76,28143,11374,FESTIVE,1
2024-01,DMA0049,DMA0616,LEISURE,4.6,10.7,HOMESTAY,210304,161644,74752,108016,21527,GOV_PORTAL,38,37.75,21.11,27746,27763,FESTIVE,1
2019-05,DMA0149,DMA0509,PILGRIMAGE,4.0,10.5,SERVICED_APT,23426,96415,59989,139483,58127,AGENT,109,23.99,25.03,8614,6343,FESTIVE,1
2023-09,DMA0747,DMA0541,MEDICAL,3.6,7.4,HOMESTAY,288085,69444,81171,130704,51338,AGENT,85,19.55,49.57,29263,24140,SHOULDER,0
2022-11,DMA0234,DMA0549,PILGRIMAGE,3.5,8.3,HOSTEL,280685,17980,67270,75444,41877,OTA,168,42.16,80.85,33762,15412,SUMMER,1
2025-07,DMA0789,DMA0237,VFR,1.8,1.9,GUESTHOUSE,191149,15390,27005,27264,32818,DIRECT,49,3.43,41.52,25401,5652,WINTER,0
2021-08,DMA0081,DMA0681,LEISURE,5.6,13.1,HOMESTAY,41669,86154,66891,112369,51875,GOV_PORTAL,180,6.22,97.28,31790,25428,FESTIVE,0
2019-01,DMA0311,DMA0367,BUSINESS,6.1,9.8,SERVICED_APT,99681,35788,66182,120743,20175,OTA,168,30.83,91.69,8406,7189,SUMMER,0
2025-07,DMA0597,DMA0749,MEDICAL,5.4,3.0,GUESTHOUSE,116182,112542,75819,83109,6594,GOV_PORTAL,29,4.9,87.44,20309,24867,SUMMER,0
2021-11,DMA0449,DMA0343,VFR,3.5,4.2,HOSTEL,282272,120397,6620,8281,12301,GOV_PORTAL,54,6.08,20.71,6821,4737,WINTER,1
2025-12,DMA0016,DMA0599,EDUCATION,6.3,1.1,GUESTHOUSE,73203,2536,44104,149055,30562,AGENT,60,39.24,95.19,9983,1115,WINTER,0
2021-07,DMA0406,DMA0547,MEDICAL,4.4,4.4,HOSTEL,271563,53001,49923,86476,19436,CORPORATE,167,9.46,66.13,11878,10800,SHOULDER,1
2020-08,DMA0343,DMA0003,EDUCATION,5.3,5.1,RESORT,182526,199652,85214,19521,40808,CORPORATE,35,28.01,66.12,32590,24349,WINTER,0
2022-11,DMA0148,DMA0175,MEDICAL,5.1,9.9,HOMESTAY,91973,74804,56023,11290,58106,CORPORATE,140,17.85,27.69,13368,19503,WINTER,0
2020-12,DMA0384,DMA0190,EDUCATION,4.9,7.2,HOSTEL,307165,199386,94933,132955,54610,OTA,173,6.15,67.54,9745,1971,FESTIVE,1
2022-04,DMA0433,DMA0786,MEDICAL,4.5,12.0,HOSTEL,256458,153680,31536,119945,16266,CORPORATE,118,17.37,61.24,16543,6053,SUMMER,0
2025-02,DMA0328,DMA0313,MEDICAL,2.2,2.1,HOSTEL,142590,78118,56637,99756,31841,OTA,96,18.73,62.23,18069,5997,WINTER,0
2025-06,DMA0361,DMA0585,BUSINESS,2.6,10.2,HOSTEL,329020,138530,24852,48658,7404,DIRECT,89,28.29,34.93,24154,848,MONSOON,0
2024-04,DMA0614,DMA0560,BUSINESS,5.9,12.4,SERVICED_APT,151366,107617,41748,22791,40845,AGENT,0,6.91,62.37,28398,12315,SHOULDER,1
2025-01,DMA0501,DMA0020,BUSINESS,2.0,6.5,HOSTEL,178198,11396,85781,90693,20673,DIRECT,1,1.68,25.64,30258,10565,WINTER,0
2019-10,DMA0222,DMA0209,LEISURE,1.8,4.8,HOSTEL,194172,123354,41626,89243,46571,OTA,35,27.27,21.67,15300,14229,WINTER,1
2024-01,DMA0578,DMA0109,EDUCATION,2.6,6.8,GUESTHOUSE,170050,79822,85261,7281,33132,DIRECT,172,2.94,36.63,23636,25474,WINTER,0
2019-02,DMA0574,DMA0417,BUSINESS,3.0,11.3,DHARAMSHALA,181416,90415,42176,106289,20301,CORPORATE,79,6.92,82.53,24805,25458,WINTER,0
2020-11,DMA0376,DMA0127,PILGRIMAGE,4.0,12.9,HOTEL,320959,197720,38165,69134,13175,DIRECT,136,44.17,67.08,10745,3723,SHOULDER,0
2025-10,DMA0121,DMA0606,BUSINESS,4.3,1.9,HOSTEL,251886,90336,45217,138559,18969,GOV_PORTAL,14,1.02,89.76,28565,10151,FESTIVE,1
2024-05,DMA0703,DMA0070,MEDICAL,5.3,7.9,HOTEL,169716,172163,96595,85702,37452,GOV_PORTAL,166,28.9,50.34,17718,14646,FESTIVE,1
2023-10,DMA0160,DMA0279,MEDICAL,1.4,9.3,RESORT,347206,85300,3933,5559,44050,AGENT,54,6.25,47.29,21112,25810,SHOULDER,1
2019-11,DMA0467,DMA0046,PILGRIMAGE,2.1,1.2,DHARAMSHALA,127870,89195,49141,31241,7245,DIRECT,85,36.95,74.6,25216,27999,WINTER,1
2021-12,DMA0269,DMA0647,VFR,3.8,3.4,RESORT,178192,42370,8220,88350,7465,OTA,78,26.18,51.75,33447,17703,SUMMER,0
2024-03,DMA0170,DMA0026,MEDICAL,2.4,1.8,SERVICED_APT,171008,123833,68663,104392,17513,AGENT,3,21.26,49.74,21994,15071,WINTER,1
2021-12,DMA0778,DMA0195,MEDICAL,5.8,4.8,HOMESTAY,247106,115603,29622,19980,19416,CORPORATE,143,20.72,56.35,3493,26785,SUMMER,1
2023-09,DMA0175,DMA0793,BUSINESS,4.5,3.7,HOSTEL,144390,77080,87653,33254,43786,CORPORATE,122,30.19,28.95,4147,13083,MONSOON,0
2020-11,DMA0197,DMA0195,BUSINESS,3.7,7.3,DHARAMSHALA,105310,107075,90827,115709,58018,GOV_PORTAL,10,37.74,35.82,11784,23845,FESTIVE,0
2023-06,DMA0219,DMA0719,MEDICAL,1.0,9.5,SERVICED_APT,253070,136569,31140,29774,17065,AGENT,21,0.31,67.06,3500,7672,FESTIVE,0
2024-03,DMA0444,DMA0124,PILGRIMAGE,5.7,11.9,HOMESTAY,274442,161011,58799,95463,29025,CORPORATE,53,0.91,67.46,20476,23222,SUMMER,1
2021-09,DMA0445,DMA0679,MEDICAL,3.5,5.0,HOMESTAY,273093,76907,62354,57896,23335,DIRECT,89,12.26,66.04,12932,24436,MONSOON,0
2022-11,DMA0570,DMA0580,BUSINESS,3.9,1.7,HOMESTAY,163874,126956,70319,125133,46709,AGENT,2,33.22,35.58,24774,4322,FESTIVE,0
2020-07,DMA0756,DMA0678,EDUCATION,4.8,1.1,HOMESTAY,122664,34302,15840,86266,2479,DIRECT,96,8.72,53.98,24775,27332,MONSOON,1
2021-10,DMA0250,DMA0118,BUSINESS,6.2,12.0,GUESTHOUSE,65300,100542,39051,129750,2912,DIRECT,65,18.3,91.84,34220,23622,FESTIVE,0
2020-11,DMA0537,DMA0320,BUSINESS,1.9,12.4,SERVICED_APT,347635,195596,9489,116451,20069,DIRECT,11,22.84,87.15,33430,19362,SUMMER,1
2024-07,DMA0583,DMA0725,PILGRIMAGE,1.4,2.3,HOSTEL,208961,36798,12990,75969,12972,AGENT,123,16.78,63.48,13794,20426,FESTIVE,0
2019-04,DMA0380,DMA0734,MEDICAL,1.7,1.1,GUESTHOUSE,126393,65716,30999,13532,22614,AGENT,100,20.91,90.27,10078,25297,FESTIVE,0
2025-03,DMA0573,DMA0199,BUSINESS,5.1,11.4,HOMESTAY,130336,100925,64255,113960,26119,GOV_PORTAL,7,35.94,72.65,1935,24101,SUMMER,1
2025-12,DMA0685,DMA0397,VFR,1.7,9.3,HOSTEL,314994,88953,48587,61244,29030,AGENT,80,10.31,52.16,12124,26506,SHOULDER,1
2023-05,DMA0027,DMA0178,EDUCATION,3.8,8.2,SERVICED_APT,15684,50962,25497,80480,28747,OTA,131,14.7,80.56,30119,24311,SHOULDER,0
2020-03,DMA0187,DMA0043,BUSINESS,4.9,7.9,RESORT,295559,170499,41536,3418,54289,AGENT,43,23.7,43.56,12631,20510,FESTIVE,0
2020-05,DMA0540,DMA0135,LEISURE,4.9,11.1,GUESTHOUSE,236817,102432,28442,58971,46192,GOV_PORTAL,133,38.93,86.66,5577,11590,SHOULDER,1
2020-10,DMA0789,DMA0471,VFR,3.2,4.8,RESORT,292214,1534,64295,36133,29315,AGENT,120,9.24,45.7,23899,1683,WINTER,0
2021-10,DMA0162,DMA0684,BUSINESS,4.8,6.1,HOSTEL,125082,194040,81108,18998,28180,OTA,39,23.61,81.98,6877,15581,SHOULDER,1
2021-09,DMA0085,DMA0448,LEISURE,6.2,2.0,SERVICED_APT,9814,160449,91610,107307,23483,AGENT,85,39.41,41.94,22565,23018,MONSOON,1
2021-01,DMA0047,DMA0007,PILGRIMAGE,1.2,8.4,DHARAMSHALA,82650,140157,28112,149083,8776,GOV_PORTAL,34,5.06,91.52,10151,11235,WINTER,0
