edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2024,LEA839550,9417634864.22,17610848517.21,2773100815.67,1734344506.76,8891841708.51,867032810.24,528232336.92,1053797.97,2110542.72,2920165673.38,54.83,22619.61,16053.43,6.65,13.7,-109439270.2,14385817747.82,12
2019,LEA257399,1884438857.17,24562465147.98,4468541727.02,22813747438.23,5924213859.0,4262897785.99,1173512686.27,441440.78,2286071.11,2688464807.23,11.48,15430.7,2497.29,14.44,13.69,2340948182.22,11685179518.77,8
2025,LEA606080,18658583285.0,10894786183.44,255802992.32,3571933480.14,7153421205.31,5579704403.19,2484155363.02,678442.71,1210031.41,2461713940.96,95.26,17119.09,18825.78,5.16,2.6,1224028231.93,14249848143.15,20
2025,LEA342326,2904977465.95,14557313981.51,4667534693.3,8099075432.97,2496721129.61,2449049527.9,1363880667.25,242439.73,2387870.48,1655756675.31,23.1,16270.5,20699.28,0.37,8.62,2707505687.6,4289886419.49,37
2021,LEA848467,15700612493.28,23223161451.19,3311289271.87,14325737785.52,14412588599.95,211395871.11,1767553234.64,522979.08,447193.47,4319345946.97,15.4,16124.94,20206.48,1.88,3.87,2106676634.81,2562354657.29,37
2024,LEA630103,14118273463.71,19284453244.44,1180163907.05,11145206542.89,4034233084.31,626272783.87,2223886609.63,225064.79,1626128.92,584194841.93,37.32,22695.61,17542.49,15.9,3.79,2537363803.33,13316482247.2,0
2018,LEA650949,12124539855.05,11983286150.84,2074769.9,6844022522.42,177662009.12,7189711461.33,83290949.01,445688.26,1641520.96,977720146.56,95.05,16012.88,20916.14,2.99,10.65,5113237961.83,3946048993.76,20
2022,LEA132149,10634971202.09,3333055971.22,4582715827.64,5745361556.78,9264732706.23,1309708654.86,2942963837.36,280065.97,1527080.2,4893784993.18,3.92,17962.05,20791.42,9.54,14.34,4783375806.4,3063846469.33,11
2017,LEA680669,12548727314.44,18363780695.65,997782757.85,10984928691.4,3401814437.61,7460304332.07,1936758191.39,381355.47,512506.04,4012932667.05,76.64,20290.05,19837.37,12.02,9.8,-388439367.63,7125411147.2,30
2020,LEA195835,8626679266.84,27798884114.57,4478262018.48,11557057693.5,10525021277.65,161100339.9,1207952177.74,239262.33,1170360.78,4921436213.11,88.64,5860.35,8392.57,16.18,5.14,3191956473.19,4601536800.36,34
2020,LEA408132,8558390432.35,24896815624.38,4912029800.05,20756374141.4,9780258952.72,3086943023.31,1648154040.85,372388.19,2253382.72,6204967203.13,92.06,20381.76,2395.07,2.19,5.51,1593185160.94,16015967949.69,30
2022,LEA486658,3756839476.28,3420583249.27,1691842286.09,803014455.06,5637230114.19,3670371975.7,332262298.75,235513.16,2109634.45,1621753186.6,24.13,8562.79,21126.16,11.98,4.78,2111870512.0,7097409446.05,20
2018,LEA755371,17764455668.51,24022229664.0,3398193138.05,4886655609.51,12246548905.91,3868183076.58,553701485.43,998435.22,2138842.58,2429776603.9,20.33,5017.56,18764.95,3.49,0.5,5518838512.17,18590616313.0,26
2024,LEA297713,4195034702.72,23277994080.4,4233000574.13,4307776310.22,599417421.24,3812721804.89,122404864.24,635080.73,1124342.4,268711489.46,35.2,21110.14,15267.04,13.34,11.99,438176689.63,16962215249.88,17
2018,LEA308589,13033029418.3,25987439203.24,4484643945.56,23712408939.74,5249309230.52,2770702474.54,280413357.84,1122427.57,1672883.44,231791823.4,99.18,7213.07,38.81,15.33,14.22,3581939772.87,3595625985.27,13
2025,LEA429309,10161793129.29,1038461013.64,2381320211.73,13670233222.36,3834762449.41,2123819700.09,453710707.63,1062806.06,1628791.8,2987077859.66,97.19,5128.73,1006.8,3.81,6.72,-134459119.17,7364974523.21,34
2024,LEA564174,10716516721.48,17324859348.96,1890496741.93,6617936922.09,8963712644.11,4061153566.54,2378720115.77,518756.03,1104587.54,4794192580.35,71.22,19025.83,15816.27,11.23,1.9,2530226626.72,6287841827.15,23
2025,LEA626273,13315607313.04,25579631653.83,3449966664.67,23891728761.27,2317317095.88,1948549348.95,1890462513.43,301635.1,1344330.0,5594538121.93,90.65,17086.71,13494.91,2.56,0.71,3292986860.94,1633529849.8,27
2024,LEA536766,1016352892.88,24672113982.09,1696688035.09,9807839282.48,1945530080.51,6415321476.66,2748995776.94,378415.05,621463.78,3686180105.62,71.98,24402.81,3093.88,10.89,13.28,5480496939.96,16631097441.48,26
2022,LEA936727,268731882.65,22460611551.23,78369217.85,16417094278.3,6778552377.64,1490116053.52,2693968148.56,1059936.91,2307101.77,1660048758.58,41.23,21882.58,20397.31,1.89,0.99,2444158443.89,11471593797.85,10
2017,LEA696894,4437687192.42,10588637472.85,979325671.15,12467592432.91,13728639350.34,6642678671.58,1180916410.0,510906.68,963777.3,3285513553.71,55.52,17478.48,406.06,17.63,12.52,5077210121.78,4442568427.26,12
2020,LEA601648,3312635834.85,6664234098.12,1409794247.73,18322668592.62,9716353894.99,7318848664.61,1289471989.34,925538.26,322887.33,630520210.09,17.88,7909.76,3324.81,5.16,1.38,3258115911.19,4448118013.61,29
2021,LEA461873,8585674529.7,7335057931.52,4655349372.57,7614208996.94,9467393677.69,4973446462.93,221638966.89,257778.12,2285370.33,3198693655.92,13.93,11015.13,10972.03,9.9,5.34,-353537273.01,9116892693.13,4
2022,LEA178319,1023654957.27,17887823114.14,1870141502.02,4546780904.71,13216124780.58,1287603635.65,2550343286.64,1034514.16,267693.72,2952385434.03,32.31,1850.72,312.72,10.27,10.72,2653504703.81,9416372908.91,33
2024,LEA138574,19938210128.01,24921253745.96,3770032087.2,16180862630.48,14568882832.76,6746953838.57,1836538320.96,870895.49,2061565.93,6304783799.87,32.46,6075.2,17920.97,8.27,7.69,3397336873.77,8169414065.74,31
2017,LEA845488,10264403286.38,16970047159.27,1616235504.23,14285395528.49,12570157526.17,3776905105.69,1031722435.04,1019932.44,1225953.03,4598346439.66,18.78,4144.84,5448.01,10.7,12.48,2801903754.37,19687448193.32,3
2020,LEA599749,12541337322.67,17430818665.64,3619899791.19,5914596257.87,12974491514.4,3093358646.36,691837888.33,597869.62,877172.99,4759600490.15,91.67,12855.43,20957.49,12.29,3.71,13325519.86,2044224143.99,25
2023,LEA936356,17141681421.22,5112755149.74,3969181851.48,18359874681.4,11787863014.52,3849645991.36,372733477.64,660345.54,835541.06,2907134482.9,25.23,6467.8,19227.69,15.04,8.69,5379755086.86,6468100585.59,37
2025,LEA350014,1291609462.5,6633782482.24,1653211849.87,8846937720.05,549013182.54,6373126245.16,2312673827.72,954361.67,385072.27,6602626783.03,63.35,14890.0,15340.18,1.73,1.68,1932946587.14,8901581625.16,2
2019,LEA443027,12084567995.59,21455474149.76,625983331.22,1774848354.62,11900315274.6,3667035637.86,402067084.15,802420.93,1312740.78,3587593229.66,52.88,10742.09,8162.45,5.23,1.38,2183070004.76,7381159347.09,14
2024,LEA344623,16633870894.35,13261552411.2,2736327957.57,9130005829.87,11391815079.19,2363788599.48,2424968323.31,951297.52,2338053.95,5408710341.74,49.0,19452.37,13228.6,0.0,5.52,5932605766.1,13301648714.12,37
2023,LEA573090,2547447211.99,6695998524.61,4271217167.61,16105847714.28,14506828328.36,6005922495.05,324793239.2,338942.23,1859987.51,6571799988.26,19.68,17891.34,2414.07,5.83,12.55,5216586069.09,4507195242.04,14
2020,LEA807558,8261941390.91,4020996896.28,456364571.47,18665817085.74,12648722834.03,5089655261.8,968659277.31,854567.08,2358912.89,5102400489.26,82.51,963.89,3116.35,17.29,8.6,2218468785.81,5573239612.74,39
2024,LEA296397,16308006622.88,26916631270.16,1422610451.46,4740304073.75,7054305354.47,7163057458.79,1032423706.28,561983.26,380600.09,1999739117.97,41.25,3281.41,11233.62,0.37,0.99,3512540940.38,9149482104.91,38
2022,LEA663927,4222646637.41,13203295803.41,3547315380.78,23137253855.67,10555061224.52,6761197485.92,2928398262.63,451867.69,1078448.33,6564985056.48,28.49,16355.46,11794.87,9.75,11.08,4097188817.82,17731556950.27,23
2020,LEA853013,16167292847.79,2341211045.82,3153676504.21,7053352234.87,4060779032.0,5476800196.03,2515686384.07,280424.2,1577545.35,4376357388.87,18.48,8056.34,4795.4,4.89,4.01,393920331.77,19155504113.44,10
2023,LEA154444,17851218799.13,8805940601.37,1325363629.16,5196314247.94,14523018821.87,6125796957.13,73054548.2,304647.09,487744.42,6892106245.1,58.03,9651.29,8308.01,1.47,8.38,3754445645.87,18981837908.19,36
2025,LEA452691,14297014099.33,14738615768.8,3980912565.32,18797316421.64,12284329215.12,3024906706.93,578722743.29,725393.61,2259441.72,4883885421.73,5.2,1330.65,19224.51,15.25,4.36,3604615646.38,18802474373.24,10
2023,LEA264455,4022736821.94,7881527022.39,2047703360.04,9137606706.7,8635833088.68,7221783153.17,2360183487.89,348842.53,1357556.02,3462913795.79,19.17,3928.07,4552.75,9.46,12.55,2205701166.25,3719692940.33,36
2021,LEA306618,2826541270.99,11468171227.38,3072705925.16,21416996820.47,1144249397.02,7122077465.87,802296811.08,936296.54,709042.21,2288818810.71,51.88,8812.94,6079.23,11.54,5.28,3862414797.46,13930874407.29,35
2024,LEA904482,3903976588.81,13655699894.78,4587203764.44,8622842963.78,12650024618.01,5074416259.18,2359452291.6,902583.63,758658.82,3353144822.01,60.7,2073.94,16848.77,0.93,8.3,3702583551.26,919128436.96,39
2024,LEA577474,14297496619.09,13428585041.32,660881501.89,19331756236.26,7880456624.66,7378096680.71,2449190739.55,819644.82,1252174.61,5740640210.08,92.65,10606.39,10713.62,16.64,11.39,335519358.13,13684567359.64,36
2019,LEA384352,5888010246.52,26142564880.3,3222355162.67,15452260643.41,8526077310.38,4978031118.2,1553838587.76,777122.51,659158.55,6157930874.79,9.47,12706.05,9328.63,1.09,13.65,2148114767.88,2617547696.26,3
2025,LEA508720,1853314396.52,17340095785.56,450363233.59,5288096103.59,13701568688.55,7764500932.0,1312767243.91,451466.41,1902653.47,3723187166.48,90.23,24018.61,3485.13,5.19,9.83,5022185745.29,16056044667.73,16
2024,LEA374846,18238946090.62,17241299822.06,1631326592.75,7648484337.1,6858379386.83,2993326547.23,2068544208.72,1138096.97,1009375.84,6785030734.18,18.16,14737.57,17741.18,0.35,7.7,1705966949.06,17336482135.28,26
2017,LEA378826,792962981.92,5126239477.7,2125729242.23,8672791680.75,5808078540.95,7289743893.81,2764799766.11,379055.12,1676704.95,2937148363.02,54.4,4343.39,15613.5,15.06,6.33,2160531022.38,11570324153.16,13
2023,LEA904538,5842173326.8,15348598112.38,2570684801.0,12470777631.45,1177869530.98,5484876975.11,2556760717.55,297961.47,1771745.48,4051351584.09,92.29,21898.09,4988.92,6.63,13.8,5080227549.89,17461477178.52,18
2022,LEA371050,16665890426.58,5555087029.0,4655294122.3,13612269205.25,8879994487.76,7929131940.64,1418577510.04,599392.94,960686.57,5204442617.75,74.06,7212.62,10054.52,12.36,12.4,5325221068.85,4441657627.99,33
2019,LEA955506,14001579974.56,5090424848.27,3468118313.64,6760477703.58,13563986505.15,5695542979.12,1752912366.17,853828.78,1185214.21,6848452352.43,80.62,12196.66,12608.66,13.06,7.68,5795451257.33,17812819303.25,7
2022,LEA868202,19647200477.44,22826589923.16,3289450173.91,7235898252.71,10754869941.5,2679167385.58,2418239753.33,1157010.92,2109319.09,6786755632.65,56.53,20311.15,17749.94,17.94,7.2,-264681029.02,7003650305.1,8
2024,LEA542968,15102235144.05,25091359649.72,112786440.37,112961169.75,8891322558.37,1055589830.1,1020610387.21,752771.17,962711.94,2899703729.95,31.07,6607.51,20259.14,3.97,7.68,2363408931.97,3705348518.96,38
2023,LEA641682,9283234594.99,1222098065.01,1506620968.37,7882832087.4,11412529904.35,951305897.34,745892867.46,293199.7,912326.05,2581771299.49,24.37,18721.18,18348.06,5.54,10.72,-144268896.54,7026488256.8,14
2024,LEA428237,13038003742.59,6288082201.94,481687457.14,22471327474.94,437337728.87,3165179055.87,335093791.18,263086.68,382982.77,4866410047.35,14.14,20787.27,18829.52,1.02,5.96,-165128785.27,14459884087.37,39
2020,LEA955569,148630150.15,20237862107.42,707559197.59,20770337740.99,13400124240.07,2546683029.64,593119350.84,969733.17,1225369.0,1138660609.93,49.98,1230.44,15560.25,15.18,6.13,4372355728.47,4273568372.1,15
2016,LEA211895,4526421235.13,25796571887.43,4362395563.31,1563549334.97,14214265643.56,4962122971.1,1958504973.5,920203.28,2130918.24,2114783336.54,63.16,1055.0,2520.06,2.12,10.38,610325849.95,6494036555.32,20
2018,LEA383646,10139769764.49,908584968.45,2159875489.47,3530042088.2,6563682954.15,3596424577.41,1604778550.74,573698.16,1788143.06,6118821265.37,3.87,14989.23,12988.93,9.81,5.49,1861313503.91,3149430094.14,27
2020,LEA376008,9436338432.93,29046153184.38,3273106441.74,8294430455.9,5687258167.45,1730671603.35,406950362.61,420263.77,1658213.27,1444017772.04,44.08,20052.09,9248.45,10.33,10.35,-464332613.7,15593536561.32,13
2020,LEA673993,14553658011.01,15087061347.44,104352261.05,19032897014.35,11117870375.66,4219363550.74,2723044909.39,327515.53,2358465.88,5222623229.91,87.31,8578.45,9409.94,9.9,9.22,4564918309.36,18191771181.18,35
2019,LEA159438,9288610732.68,9111756754.49,2468034907.08,8357590988.65,1892007935.78,5547327608.6,2302346944.87,880495.02,827368.96,6070863980.73,26.46,16607.47,4886.02,2.35,5.79,1518008629.23,10364418556.7,10
2019,LEA348250,2282094000.66,13167587773.83,1714688403.0,10184217355.71,12535751408.72,1361676655.06,1580543984.98,872678.13,1275251.52,2888560106.84,8.05,1968.04,13026.81,15.26,0.89,1857528282.17,921266933.94,5
2019,LEA161387,5532567750.92,22277718789.45,674254751.03,13359213697.2,9571313117.39,3313840482.28,384376161.85,620213.59,1523891.27,6363250796.86,66.57,14254.16,2819.91,2.07,2.93,5690187995.04,1686139166.01,35
2020,LEA750851,2155583338.88,28055599420.85,4620978197.03,8204722214.55,2144812272.14,4672516396.48,1579399007.34,814339.26,677940.67,5187001757.41,14.25,1748.2,2733.16,6.04,10.09,5968347499.65,10221130302.23,21
2025,LEA479548,7720337580.79,22584820963.93,3735667702.83,2196476691.56,5732815856.68,5901926717.55,719741439.44,727953.68,1303267.15,5931671930.83,3.13,4083.3,2715.03,5.64,5.34,2253121972.8,13038335475.44,35
2017,LEA503454,3885158743.51,21305867270.66,4940746144.53,18263127892.18,9976481788.19,3074979209.04,2109836182.01,712865.48,1077691.0,4953132364.22,96.04,24364.58,15459.63,5.95,14.99,5481101719.43,10032626165.16,6
2021,LEA259441,10984584607.64,23148655605.62,2201688653.01,11519153704.81,6765114761.41,6788594235.4,822186221.01,648372.12,954951.46,5827033416.94,9.81,13118.02,4146.97,14.78,5.47,867497750.4,3271584684.88,3
2025,LEA764116,12201534932.59,23231094804.69,1489232823.72,10205534057.16,9654822044.72,2904535088.18,2647179573.51,1156124.96,2236649.91,2248691057.44,46.1,1405.63,2578.5,9.74,2.8,1506784965.5,6953475529.86,22
2016,LEA405694,4323697789.44,24118260028.76,3566049549.74,11848044646.7,8577871494.53,2622070625.26,742207484.91,1063051.94,950145.27,3099453893.47,94.07,11651.47,21915.05,19.42,0.53,3740095426.46,6576523084.97,30
2020,LEA171679,957669286.7,14960913947.17,1537739841.15,2899970124.59,13759480488.14,5690192667.26,1170949198.8,221703.77,706451.91,5376554273.98,27.54,12251.2,7888.92,12.37,5.99,1212005017.91,3707831925.77,33
2017,LEA623590,12938011077.15,7628338342.27,811578174.76,2194721049.95,3929158870.77,1726927675.42,1269581784.37,412024.04,1575755.12,2018143784.64,58.89,10428.24,4010.99,17.08,14.03,2636578464.2,18563471285.44,28
2016,LEA328256,3959039369.51,548735518.38,4913870414.11,14227385408.22,9979970479.25,3878288881.78,2240485638.41,514831.34,1335172.55,5883012296.62,57.16,18572.33,20821.65,14.77,9.1,-280784594.59,9885389180.26,2
2017,LEA164777,3756634843.54,6054908643.52,638136536.51,14636907899.63,9277697381.03,7817673603.91,1488781739.68,269097.3,415956.79,923775672.82,30.88,19453.4,21299.59,12.23,1.7,4495840693.02,4077906013.98,22
2025,LEA116424,12259027102.18,12301895317.66,1019091318.6,18816994592.74,8655671135.74,4872764796.81,2975163633.79,1041558.47,773214.21,6291627031.9,64.85,18640.1,16314.68,3.39,14.85,5222542084.9,10993405637.25,10
2018,LEA902406,13730139169.33,272647778.81,1971903847.84,22006509791.45,3082811555.65,5351001106.7,1156601873.52,1065815.81,493517.04,1204404855.59,92.25,11822.91,8968.25,10.0,6.02,393700009.38,11190640442.61,4
2020,LEA440107,164354579.24,18840678861.0,872941898.36,10411241.81,8111704860.66,3814472830.97,1078979316.27,590375.34,1218143.33,6454956143.83,48.68,18597.48,5413.1,15.56,4.45,4184396035.13,9466670182.2,2
2020,LEA159101,11703325962.2,23085609955.91,3180237690.49,3185605859.68,5568665126.42,6326303798.4,1459320049.01,672389.54,2309246.08,2137733929.89,19.43,12564.06,12210.71,7.72,1.14,5476276087.13,12258469769.42,5
2021,LEA726620,7576098664.02,20151370184.29,1018016460.5,24283540681.1,10797260710.3,2499297507.75,236282015.18,338833.33,1295482.88,2653365993.61,70.81,20369.27,433.94,19.21,3.16,391462349.15,17154438017.38,2
2017,LEA970678,12095623310.62,18293580778.24,4259059020.26,6390563912.17,10890989420.18,2965916362.84,1593671833.91,983063.67,2061712.51,3340103021.11,7.16,6202.69,5754.91,1.7,1.78,1030050722.05,1196082991.19,26
2017,LEA747392,12369630416.48,17133308693.07,3686960543.41,7210650742.51,9283698987.51,1375085282.98,2765789130.71,1052990.47,346027.99,5721370275.85,18.4,20553.49,6368.77,18.98,5.48,3889377771.66,335335751.28,33
2023,LEA654164,2923648484.02,24485953398.1,3795746902.44,17634004504.38,13234535003.4,3948031183.0,2196525734.52,637592.34,1298765.31,1704509989.39,97.88,6314.2,7180.37,3.56,5.89,5517931087.54,5100499675.0,15
2018,LEA144948,12536198329.76,17173978110.72,2332039331.18,23642564174.89,6594296058.69,571763704.22,1088860798.38,1032114.61,907413.04,4391260750.34,76.81,23789.45,3089.24,10.35,11.96,2485119079.05,2848746107.82,12
2022,LEA947937,8059431431.75,27266076433.94,4418357246.21,7094451158.71,13254708513.3,7881949165.2,2243050349.96,395683.31,1342664.73,3675299537.34,3.64,2867.82,6789.87,15.62,10.37,771169512.82,12627693580.4,13
2023,LEA897394,8278923548.62,13081972229.34,2660210467.54,13311375432.46,2734241408.47,2843793955.92,2938178395.11,492451.62,1672285.03,6754664268.08,56.1,21961.04,20066.01,13.38,1.21,2788395962.37,2448824351.13,12
2022,LEA506678,17138629370.54,2066589107.28,4486187477.32,9835667749.58,7889527436.95,7738154019.33,850809428.69,691177.73,1199250.02,4213407216.94,99.47,14477.35,172.29,2.83,10.2,430293312.56,7391462254.1,6
2019,LEA500577,17877948728.15,13162176161.75,1738431365.3,23943498749.54,14190289672.42,3378704247.82,1428199482.09,660455.78,1778046.11,3873310951.03,54.72,17734.72,5382.19,5.82,8.63,2432449081.86,19386680481.8,6
2017,LEA665050,8604191183.87,2589449268.54,4122329183.81,12884273756.03,7418973380.99,826564946.46,34841112.12,1107468.05,258049.51,2954400697.01,73.68,1949.25,11714.59,13.45,13.23,3088380034.29,10591326327.69,34
2024,LEA737083,7845109164.84,4759317810.5,4836125410.95,13591949832.56,12874807554.43,5297848634.44,1300539612.83,750332.99,886110.25,5337864734.43,83.81,24806.57,3304.1,17.8,14.19,94050760.86,936343632.95,17
2021,LEA725332,2605042078.38,5611436329.05,2532170656.29,18420946466.93,12643467982.36,7664470811.46,1989056889.15,582162.96,2142271.1,6251545210.55,84.13,21462.82,9183.76,6.05,6.28,1451370500.04,12167161964.65,5
2016,LEA489341,262515525.63,4410420053.58,1423130325.77,1892800796.95,7920140540.41,7067741349.77,1508091602.32,766823.0,2350509.07,1661167192.91,99.36,18694.26,150.11,5.06,9.5,3271188994.15,1052579578.98,20
2018,LEA253935,3190243341.51,27273059095.44,3620762614.64,13699652435.01,13465346096.69,5527408954.66,987193382.68,984078.64,559355.11,5589971858.14,66.53,19011.98,9123.36,12.21,4.72,2130451283.38,12908118453.77,5
2022,LEA826793,16521073785.82,2316922839.3,3179818501.78,11818449668.71,14173205111.55,1665460111.71,1982359481.85,515937.18,1851937.67,6632599480.57,48.14,944.83,7490.55,1.03,8.53,3399088418.37,142499206.1,23
2020,LEA756551,3180480566.12,9003902786.82,1122167790.22,8934732360.68,6780472045.5,7581416170.17,14054591.59,431958.81,1113801.36,2447868439.83,13.36,9377.98,5924.1,5.78,11.19,948364613.53,2364139379.65,3
2017,LEA582831,8304058882.93,2825204025.02,3889159743.89,16788329781.05,7243390416.83,1985521044.78,2467511188.15,461956.49,1296022.87,5564640923.18,72.03,8508.0,14195.73,17.03,0.75,4704108554.83,2303615059.27,32
2016,LEA973793,17110045862.83,18312490027.36,3148489406.34,23164936846.18,5298584313.15,3127423877.53,1986046501.65,357952.05,858257.57,3224785970.82,1.25,3686.38,531.82,3.85,7.55,1333019133.07,8632068612.32,27
2025,LEA795012,16873005067.35,21135165917.66,3926457498.36,17737685967.63,7388581448.09,306970882.0,533837604.41,382359.04,2011162.23,5652501651.13,22.06,20936.32,10674.09,5.33,9.1,5505853356.58,6603259573.86,13
2021,LEA269592,1633930692.19,29492121833.08,986493919.0,20700103126.55,1361052513.45,7902585142.51,992193484.35,848623.97,669795.55,352001281.97,16.83,1868.95,9110.17,13.55,10.86,4506240029.64,6712163869.56,38
2023,LEA610074,12205191046.61,21403853608.89,919896746.88,10776136491.52,11902716853.45,7264625915.05,16773856.77,533278.57,2273302.62,5181481994.94,95.42,19266.77,13103.56,3.51,3.4,4853196795.4,9367111204.04,36
2018,LEA296086,19986730226.81,23407400424.42,2568506834.33,18220436712.04,6136823294.77,4708382624.79,1119093762.72,212783.46,1158683.51,3295841064.0,90.6,16714.97,10078.75,13.13,0.03,1652147094.91,19094836607.73,20
2020,LEA784120,17436210672.91,28116578516.63,463406453.94,11292573064.07,8850163603.61,5133387902.07,737822481.46,771261.11,628298.89,3109684991.15,41.25,12375.44,10631.61,10.92,6.71,4931866230.18,4461047877.15,6
2016,LEA826882,5675327932.3,20909414123.16,1310076870.71,19960635670.2,12500724474.47,3902725429.67,259632245.46,277382.5,1427615.9,2579974828.21,33.77,9292.74,19141.6,16.54,14.64,4096557681.44,15703897785.71,15
2018,LEA899943,16561693952.12,18286050240.47,4498964462.18,11216653177.83,4255479981.31,7444326360.12,1644638289.28,976629.6,1190956.49,1714558896.99,57.18,10077.97,6613.55,16.08,4.87,4547761398.48,7115463139.29,9
2017,LEA376660,14010530905.87,17660573412.61,3088152942.97,9933612044.21,2592323980.7,1759517608.46,373320920.65,946887.39,1952105.31,1648856639.91,5.2,15279.19,10240.31,8.11,6.81,4669038283.26,6871389299.67,12
2018,LEA230306,13990738361.25,1731778428.83,3531313576.55,14002975782.55,10340323852.71,6105045730.56,578182429.89,312208.64,1072991.63,6754094927.85,98.4,5406.14,1265.69,19.83,4.19,-64908808.0,14518327168.47,25
2024,LEA733811,16774312755.9,28332245661.96,2402076864.65,1193958456.54,10318932787.51,7632188689.08,2960091785.64,361879.54,1944506.69,3152505140.42,50.44,2602.65,1024.52,7.01,6.87,1548615769.21,16433015876.1,32
2019,LEA235711,11929494041.24,5789577825.46,2271641458.38,6815878102.76,14672336657.13,6041644915.03,1560369133.15,604045.71,593457.72,2222875824.79,86.97,23598.14,19616.93,13.95,1.38,-393245407.77,12073490530.49,23
2021,LEA560234,8171413153.51,3003132166.71,1110482479.73,7874995240.91,1497409433.63,3996575231.58,2551477391.54,756768.61,1375221.2,6938752858.52,90.82,8180.39,18911.41,14.07,8.44,1707842398.29,18259339741.26,11
2018,LEA127099,4690606167.09,22381442654.98,578828829.16,7315281720.18,12530951581.99,3376725567.91,2141065536.05,629194.15,1619852.91,5819426045.2,3.41,7686.11,309.15,17.43,8.49,626121230.33,16119105392.73,21
2019,LEA924346,14560114900.73,29274927713.27,3661600979.21,19434623867.68,13787383605.21,1380030801.05,894384215.5,1108431.03,326437.67,4198571823.1,14.48,19527.9,5752.52,16.27,11.97,4717757538.73,11823461966.0,26
2017,LEA371108,19539733442.16,4453276425.27,133044659.83,18389471829.82,1785100191.25,2412098524.24,1473260351.58,588577.77,1556297.25,1397897279.82,21.87,22742.18,18048.73,19.42,6.93,3964425855.7,698743352.99,21
2017,LEA588324,13161369470.2,9842910091.9,4594466081.94,24133013537.76,9555614688.83,702281233.07,486000263.79,1028677.34,758786.98,4574860781.72,55.43,5535.33,5351.83,4.03,5.48,1977818695.39,8744942844.58,12
2018,LEA568857,5866329353.51,19096422008.5,1062025089.85,19727692739.9,4982985601.88,3730163162.59,1878580761.41,959653.86,976868.22,1663579047.72,97.67,2895.25,13325.45,18.15,9.34,4539763488.52,4733757495.21,8
2023,LEA130235,10293026952.58,27827501312.7,4026880280.21,24158594863.42,9948327918.09,1548205094.77,2124697630.13,547706.19,1852725.95,3537702758.05,31.9,9835.96,19201.79,11.05,5.58,1538564568.21,9400784900.52,30
2021,LEA337201,3127547315.37,21786814930.59,1406881305.14,19448584313.82,9175218789.11,4840234718.97,1143411474.69,521454.11,1489087.83,4732171768.2,57.94,266.49,13327.4,13.38,0.47,-18951194.23,9502785440.85,32
2025,LEA812376,1307362575.84,28170365848.31,3430830383.12,8629435002.91,9074250340.74,7908881468.85,1256311855.1,996408.77,1221015.17,5500407703.94,16.77,20512.91,3400.89,3.97,8.12,945697857.36,2646412073.28,7
2025,LEA322663,11860483286.32,15144351805.88,2655235149.51,298603554.21,7066641116.39,4593043198.62,1432598902.53,772174.82,1010737.27,631997132.23,77.0,10966.64,20250.26,8.57,1.77,4945080094.95,16180156602.84,17
2019,LEA176993,19731042386.84,3707659311.74,4829156976.7,4666279417.59,7857350623.24,7095512517.59,1542706780.87,316874.55,444003.54,4840717423.6,40.41,24173.01,15628.64,5.43,12.16,2018990536.82,17730432385.71,5
2021,LEA641885,1767525947.97,4047600438.31,1307949948.91,9616239453.44,8752223734.39,864355983.47,103503883.89,663871.83,653710.91,6000952202.94,77.35,17303.5,630.81,7.09,0.04,1994464718.29,1091138136.39,32
2019,LEA420965,16107276649.03,27874958829.81,629244237.41,24389896264.99,6455479986.55,6178888246.47,1526429963.52,504642.03,2222782.05,4064991534.45,3.33,7938.73,18922.03,18.09,9.02,5617659741.53,2704441928.5,6
2022,LEA321448,9366281732.54,23836812161.05,1070380750.81,12205916963.93,8794321913.5,2192588070.24,2740759817.59,244929.95,969350.11,4446035512.93,41.43,22248.69,6905.23,12.4,10.88,3976212742.61,10666547148.3,20
2021,LEA803772,4693845333.29,21045810947.84,3946391040.53,10624950069.59,6042190592.95,2477409344.03,2109926611.55,540314.45,738115.04,196330592.9,83.51,5379.13,7828.93,0.74,14.3,5145037131.99,980583647.16,1
2020,LEA153655,12236326382.22,15859499272.34,3336203813.78,6822053721.79,13568578046.36,627558828.06,2829897169.1,878432.86,1839066.08,2252467769.74,45.15,19160.37,12468.92,2.51,6.46,-46202774.42,4578568308.17,17
2024,LEA222715,13784029698.98,6560401369.52,4172950828.5,7538208740.95,11121599441.87,455947177.5,1570310226.56,1016607.32,309016.3,2452220125.55,38.54,11252.34,7160.14,0.6,0.53,3475746448.19,15936687770.86,4
