civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_polling_station_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2018-06-19,VIDHANSABHA,AR-16-PS3319,960,818,85.21,23,24,768,3,2,58.68,0,36,12,2.9,1,1,1,RANDOM_SAMPLE
2023-03-02,BYE,GA-18-PS4102,1591,1033,64.93,3,28,1000,2,3,92.6,0,14,19,4.6,1,1,1,EVM_VVPAT_AUDIT
2019-04-09,MUNICIPAL,JK-78-PS2482,1433,1154,80.53,15,15,1122,2,0,51.22,1,34,14,54.6,1,1,1,EVM_VVPAT_AUDIT
2021-11-11,VIDHANSABHA,CH-02-PS1618,1461,773,52.91,13,4,756,0,2,96.82,1,25,0,37.0,1,1,1,FULL_RECOUNT
2016-06-11,PANCHAYAT,MN-33-PS0972,702,574,81.77,3,19,551,1,0,94.47,0,6,11,7.0,1,0,1,NONE
2019-11-28,PANCHAYAT,HR-70-PS0796,1749,864,49.4,9,28,822,5,4,70.06,0,27,8,42.8,1,0,1,EVM_VVPAT_AUDIT
2021-02-26,LOKSABHA,CH-52-PS1570,1276,845,66.22,17,13,815,0,5,86.61,0,36,9,45.6,1,1,1,FULL_RECOUNT
2025-06-21,BYE,MN-10-PS1751,1723,932,54.09,4,4,922,2,7,93.28,0,6,7,34.1,1,0,1,FULL_RECOUNT
2018-07-24,MUNICIPAL,JH-16-PS3200,1000,656,65.6,16,2,634,4,5,87.44,0,5,15,4.7,0,1,1,RANDOM_SAMPLE
2022-08-02,PANCHAYAT,NL-29-PS2887,1280,956,74.69,20,14,921,1,3,60.43,0,14,1,28.9,1,1,1,EVM_VVPAT_AUDIT
2020-09-29,MUNICIPAL,GJ-72-PS3369,1537,692,45.02,7,14,669,2,3,66.3,0,6,6,52.7,0,1,1,NONE
2020-05-30,BYE,CG-39-PS2423,1049,864,82.36,11,7,844,2,5,96.77,0,39,16,26.9,1,1,1,EVM_VVPAT_AUDIT
2019-01-30,BYE,LA-25-PS3965,1442,1028,71.29,25,20,979,4,3,87.23,0,8,12,53.7,1,1,1,FULL_RECOUNT
2017-01-29,LOKSABHA,TS-24-PS3401,994,478,48.09,0,7,468,3,3,77.62,0,23,4,3.7,0,1,1,FULL_RECOUNT
2021-01-30,BYE,WB-67-PS2551,1555,1194,76.78,19,17,1154,4,7,71.98,0,27,4,37.2,1,0,1,FULL_RECOUNT
2022-10-10,PANCHAYAT,MZ-15-PS0622,1696,919,54.19,4,25,890,0,3,57.23,0,26,20,16.9,1,1,1,NONE
2021-10-17,VIDHANSABHA,ML-17-PS3506,1118,531,47.5,12,9,509,1,2,60.18,0,4,5,16.1,1,0,1,NONE
2014-07-22,PANCHAYAT,AP-18-PS2028,1071,535,49.95,17,18,498,2,0,59.16,0,8,7,43.0,1,0,1,NONE
2024-06-27,LOKSABHA,KA-71-PS1968,1835,1363,74.28,42,48,1270,3,2,77.0,0,23,8,3.8,0,0,1,EVM_VVPAT_AUDIT
2015-01-18,PANCHAYAT,JH-15-PS4217,1006,619,61.53,13,1,602,3,1,65.55,0,16,8,12.1,1,0,1,RANDOM_SAMPLE
2017-03-26,MUNICIPAL,OD-62-PS1040,1701,801,47.09,19,3,779,0,3,90.32,0,33,15,35.7,1,1,1,FULL_RECOUNT
2021-11-27,BYE,UK-47-PS4344,1132,740,65.37,20,21,696,3,2,59.14,0,6,11,6.6,0,1,1,EVM_VVPAT_AUDIT
2024-10-23,MUNICIPAL,JK-51-PS0215,1624,1235,76.05,31,27,1176,1,7,83.89,0,17,13,7.9,1,1,1,FULL_RECOUNT
2016-12-18,LOKSABHA,NL-23-PS1518,1350,1043,77.26,11,9,1019,4,8,83.13,0,13,4,36.9,1,0,1,FULL_RECOUNT
2019-11-05,LOKSABHA,UP-44-PS0786,1314,728,55.4,6,3,718,1,4,88.32,0,40,6,47.8,1,0,1,RANDOM_SAMPLE
2015-12-23,PANCHAYAT,MH-49-PS0924,1895,986,52.03,21,35,928,2,4,78.55,0,8,2,11.1,1,1,1,FULL_RECOUNT
2023-08-03,VIDHANSABHA,WB-11-PS0122,1180,787,66.69,11,10,762,4,2,77.93,0,1,7,35.6,1,1,1,FULL_RECOUNT
2017-06-02,VIDHANSABHA,HR-29-PS1125,1453,1026,70.61,10,10,1002,4,1,50.47,0,13,18,17.7,1,1,1,NONE
2024-02-14,VIDHANSABHA,JK-15-PS3779,968,505,52.17,12,8,483,2,2,69.89,0,22,20,28.7,1,1,1,RANDOM_SAMPLE
2018-12-29,MUNICIPAL,HP-75-PS4461,610,302,49.51,9,3,285,5,0,89.33,0,31,6,54.4,1,1,1,RANDOM_SAMPLE
2014-10-23,VIDHANSABHA,JK-42-PS0302,1111,598,53.83,8,21,564,5,3,66.49,1,36,19,36.9,1,1,1,FULL_RECOUNT
2024-10-10,VIDHANSABHA,CG-71-PS0663,607,333,54.86,5,9,315,4,0,76.34,0,17,5,18.3,1,1,1,EVM_VVPAT_AUDIT
2020-05-06,LOKSABHA,TN-68-PS1054,915,531,58.03,13,3,512,3,1,76.76,0,37,12,41.7,1,1,1,EVM_VVPAT_AUDIT
2021-02-20,BYE,AR-05-PS2621,1201,647,53.87,2,25,616,4,1,66.51,0,19,8,37.5,1,0,1,NONE
2015-03-02,MUNICIPAL,MH-25-PS0169,1114,701,62.93,18,13,669,1,2,80.68,0,14,3,48.1,0,1,1,NONE
2016-03-30,BYE,KL-03-PS0894,758,528,69.66,12,2,514,0,2,85.69,0,20,16,46.4,1,0,1,NONE
2018-11-23,VIDHANSABHA,TS-71-PS4318,1012,773,76.38,19,0,750,4,4,95.67,0,33,11,49.3,1,0,1,FULL_RECOUNT
2016-08-12,PANCHAYAT,JH-24-PS4289,1477,1132,76.64,37,3,1092,0,8,56.7,0,22,16,5.8,1,0,1,RANDOM_SAMPLE
2025-07-08,LOKSABHA,TR-61-PS4237,1344,671,49.93,3,13,651,4,2,73.2,0,30,15,33.0,1,1,1,NONE
2015-02-16,PANCHAYAT,UK-16-PS1918,1052,708,67.3,21,4,678,5,2,93.42,0,14,13,22.0,1,1,1,EVM_VVPAT_AUDIT
2024-05-30,BYE,MN-15-PS1056,1131,525,46.42,16,2,505,2,4,53.28,0,4,1,28.4,1,0,1,NONE
2020-02-27,VIDHANSABHA,RJ-64-PS3413,739,468,63.33,7,8,451,2,3,96.31,0,13,4,18.9,1,0,1,EVM_VVPAT_AUDIT
2024-04-21,BYE,RJ-80-PS4117,1478,1088,73.61,4,21,1060,3,9,52.53,0,11,17,43.3,1,1,1,FULL_RECOUNT
2019-05-19,LOKSABHA,AN-36-PS1192,1034,861,83.27,20,25,812,4,2,62.81,0,16,16,8.0,1,1,1,RANDOM_SAMPLE
2019-04-13,PANCHAYAT,CG-02-PS2191,1602,1293,80.71,40,30,1223,0,9,73.15,0,22,11,36.2,0,1,1,FULL_RECOUNT
2018-08-28,MUNICIPAL,KA-08-PS1234,1122,806,71.84,25,9,767,5,2,79.62,0,27,15,29.0,1,1,1,RANDOM_SAMPLE
2020-01-18,BYE,KA-02-PS0851,755,661,87.55,17,10,632,2,3,89.34,0,40,2,19.7,1,1,1,RANDOM_SAMPLE
2020-04-06,MUNICIPAL,SK-47-PS2018,1339,1121,83.72,31,26,1063,1,3,95.42,0,23,2,11.4,0,0,1,FULL_RECOUNT
2025-10-14,MUNICIPAL,GJ-37-PS0519,1845,968,52.47,21,30,912,5,1,52.57,1,38,20,26.9,1,1,1,NONE
2020-10-07,PANCHAYAT,HP-16-PS0098,899,580,64.52,17,18,541,4,3,89.14,0,21,16,32.6,1,0,1,NONE
2014-09-27,MUNICIPAL,MP-64-PS1656,1085,849,78.25,22,1,825,1,2,84.92,0,25,3,46.4,1,1,1,NONE
2020-08-24,MUNICIPAL,PY-57-PS0407,876,739,84.36,4,25,710,0,0,88.06,0,22,3,4.5,0,1,1,RANDOM_SAMPLE
2020-07-03,BYE,DD-43-PS2740,1571,1135,72.25,24,45,1066,0,8,91.66,0,25,9,33.3,1,1,1,RANDOM_SAMPLE
2015-11-17,LOKSABHA,KL-49-PS1580,1568,711,45.34,17,2,689,3,5,61.51,1,25,14,14.6,1,0,1,RANDOM_SAMPLE
2025-11-04,BYE,PB-53-PS0101,1403,991,70.63,1,26,959,5,1,79.9,0,3,13,48.9,1,0,1,NONE
2020-09-16,VIDHANSABHA,DL-01-PS0287,983,487,49.54,9,10,467,1,0,93.48,0,29,15,21.1,1,1,1,RANDOM_SAMPLE
2014-09-28,PANCHAYAT,AN-63-PS1008,1395,838,60.07,3,32,799,4,4,62.81,0,12,7,45.4,1,0,1,RANDOM_SAMPLE
2017-03-23,PANCHAYAT,TN-24-PS2621,1088,573,52.67,5,8,557,3,3,66.5,0,38,9,42.7,1,1,1,RANDOM_SAMPLE
2023-12-17,BYE,UK-40-PS1407,1883,1475,78.33,43,35,1394,3,12,71.69,0,17,14,3.7,1,1,1,FULL_RECOUNT
2015-05-30,PANCHAYAT,LD-37-PS3295,1460,984,67.4,22,2,956,4,7,86.89,0,40,4,43.7,1,1,1,FULL_RECOUNT
2024-12-03,BYE,WB-78-PS0531,954,623,65.3,0,21,600,2,3,84.48,0,37,19,7.6,0,0,1,EVM_VVPAT_AUDIT
2025-06-13,PANCHAYAT,CG-15-PS1798,1112,971,87.32,1,35,930,5,1,54.96,0,40,8,41.8,1,1,1,RANDOM_SAMPLE
2021-07-31,LOKSABHA,HP-46-PS4239,1256,733,58.36,22,22,687,2,1,87.51,0,6,11,53.8,1,1,1,FULL_RECOUNT
2024-03-31,PANCHAYAT,CG-68-PS3852,1752,1531,87.39,11,2,1513,5,4,51.35,0,40,17,44.8,1,1,1,NONE
2024-10-02,MUNICIPAL,KA-26-PS2948,1274,959,75.27,24,35,897,3,0,75.37,0,21,0,8.4,1,1,1,FULL_RECOUNT
2015-10-01,MUNICIPAL,UP-52-PS2261,1417,1202,84.83,32,20,1148,2,10,61.49,0,27,1,19.8,1,1,1,FULL_RECOUNT
2017-06-04,MUNICIPAL,AP-23-PS4074,1539,843,54.78,9,26,804,4,4,79.18,0,1,15,54.9,1,0,1,NONE
2020-10-29,LOKSABHA,MN-64-PS0029,1825,1065,58.36,30,31,1002,2,6,81.73,0,35,19,19.1,1,1,1,RANDOM_SAMPLE
2024-02-27,BYE,WB-07-PS4476,1107,814,73.53,18,19,777,0,5,59.36,0,37,12,44.0,1,0,1,RANDOM_SAMPLE
2014-06-16,MUNICIPAL,MN-12-PS4190,1804,1223,67.79,4,29,1188,2,3,91.85,0,2,19,16.7,1,0,1,FULL_RECOUNT
2023-03-06,BYE,TN-44-PS0882,1365,1145,83.88,5,38,1097,5,1,74.44,0,12,0,11.7,1,1,1,NONE
2018-10-06,LOKSABHA,MZ-03-PS0509,908,675,74.34,13,16,643,3,0,75.56,0,31,11,30.0,0,0,1,FULL_RECOUNT
2016-06-17,PANCHAYAT,DL-29-PS2645,1658,770,46.44,22,9,739,0,3,86.6,0,11,17,52.6,0,1,1,RANDOM_SAMPLE
2023-09-29,MUNICIPAL,OD-75-PS4491,847,458,54.07,8,11,437,2,3,88.24,0,36,12,25.3,1,0,1,NONE
2022-10-06,LOKSABHA,CH-49-PS3625,1643,1127,68.59,22,15,1090,0,0,64.01,0,13,2,53.7,1,0,1,RANDOM_SAMPLE
2025-08-09,MUNICIPAL,JH-79-PS3535,1108,732,66.06,23,18,687,4,5,90.68,0,12,17,42.9,1,1,1,FULL_RECOUNT
2019-03-07,MUNICIPAL,LA-17-PS2708,1225,747,60.98,8,7,732,0,4,70.06,0,29,5,16.8,1,1,1,FULL_RECOUNT
2018-12-11,BYE,NL-56-PS2097,805,388,48.2,3,3,381,1,2,86.72,0,21,5,43.7,1,1,1,FULL_RECOUNT
2022-03-22,PANCHAYAT,MP-26-PS0618,996,490,49.2,8,13,465,4,2,95.74,0,38,13,24.3,1,1,1,NONE
2025-08-21,PANCHAYAT,GA-60-PS1067,1816,1202,66.19,23,28,1151,0,2,81.82,0,30,6,20.4,1,1,1,RANDOM_SAMPLE
2018-01-05,LOKSABHA,DD-54-PS1962,1475,961,65.15,30,18,909,4,4,87.58,0,20,18,26.0,1,1,1,RANDOM_SAMPLE
2022-09-08,MUNICIPAL,CH-39-PS3428,1762,1045,59.31,19,2,1024,0,4,77.14,0,0,10,16.4,1,1,1,RANDOM_SAMPLE
2020-05-30,VIDHANSABHA,NL-47-PS0871,1829,1043,57.03,19,2,1022,0,0,96.48,0,25,15,38.1,1,1,1,EVM_VVPAT_AUDIT
2022-08-08,LOKSABHA,BR-58-PS0447,1382,850,61.51,28,33,784,5,2,84.28,0,11,7,21.5,1,1,1,NONE
2018-12-25,BYE,AS-68-PS3433,1362,887,65.12,27,6,849,5,1,72.02,0,13,0,10.3,1,1,1,EVM_VVPAT_AUDIT
2022-03-03,PANCHAYAT,TR-28-PS3061,1577,896,56.82,6,22,864,4,3,94.19,0,8,11,47.6,1,0,1,EVM_VVPAT_AUDIT
2020-12-20,LOKSABHA,KA-76-PS2816,1242,605,48.71,18,14,572,1,0,95.91,0,9,16,19.3,1,1,1,RANDOM_SAMPLE
2019-06-18,LOKSABHA,MZ-13-PS2273,702,617,87.89,0,15,597,5,0,62.55,0,9,15,34.4,1,0,1,FULL_RECOUNT
2018-06-08,VIDHANSABHA,JK-29-PS2704,1602,1038,64.79,29,22,987,0,2,75.07,0,12,9,21.7,1,1,1,FULL_RECOUNT
2024-08-10,PANCHAYAT,DD-50-PS3729,1881,1103,58.64,16,43,1039,5,0,90.18,0,8,0,43.2,1,0,1,RANDOM_SAMPLE
2019-06-27,BYE,GA-79-PS1528,1484,1204,81.13,8,45,1146,5,2,66.84,0,2,1,23.7,1,0,1,EVM_VVPAT_AUDIT
2025-07-08,LOKSABHA,MN-40-PS3965,873,440,50.4,2,6,432,0,2,83.79,0,4,13,16.6,1,1,1,FULL_RECOUNT
2014-03-26,PANCHAYAT,RJ-57-PS0737,1259,1107,87.93,29,34,1041,3,4,77.48,0,34,1,8.7,1,1,1,FULL_RECOUNT
2014-01-27,BYE,PY-13-PS0933,1044,539,51.63,2,20,512,5,4,50.19,0,12,9,36.0,1,0,1,RANDOM_SAMPLE
2018-02-13,BYE,GJ-52-PS2586,1126,674,59.86,20,0,654,0,4,94.27,0,23,12,22.6,1,0,1,NONE
2017-02-18,BYE,PB-03-PS3344,899,646,71.86,2,14,626,4,3,56.05,0,8,18,25.9,1,1,1,FULL_RECOUNT
2015-04-29,MUNICIPAL,SK-05-PS0052,842,535,63.54,0,3,532,0,0,85.52,0,25,4,15.4,1,0,1,RANDOM_SAMPLE
2025-04-13,LOKSABHA,PY-47-PS2365,1237,1034,83.59,23,19,990,2,6,58.79,0,20,14,10.9,1,1,1,FULL_RECOUNT
2024-09-26,MUNICIPAL,OD-10-PS1777,1681,1269,75.49,29,45,1191,4,3,73.23,0,12,16,51.8,0,1,1,FULL_RECOUNT
2025-03-24,VIDHANSABHA,LD-76-PS3746,1070,531,49.63,11,4,513,3,4,50.73,0,8,15,48.6,1,0,1,EVM_VVPAT_AUDIT
2018-06-17,LOKSABHA,TR-45-PS1070,676,470,69.53,0,13,457,0,3,82.68,0,8,2,26.0,1,1,1,RANDOM_SAMPLE
2024-10-31,MUNICIPAL,LA-35-PS3412,1177,911,77.4,29,12,867,3,7,90.44,0,10,15,10.4,1,1,1,NONE
2017-10-24,BYE,AN-05-PS3992,1573,1244,79.08,5,2,1234,3,3,80.0,0,25,0,53.7,1,1,1,NONE
2024-03-05,PANCHAYAT,LD-72-PS4285,876,629,71.8,19,10,599,1,4,70.88,0,10,17,26.9,1,0,1,EVM_VVPAT_AUDIT
2025-01-08,PANCHAYAT,LA-65-PS2804,782,358,45.78,5,10,341,2,0,58.36,0,32,12,53.9,1,1,1,RANDOM_SAMPLE
2025-12-17,LOKSABHA,UP-24-PS1050,1279,783,61.22,4,13,761,5,1,81.5,0,21,10,25.3,1,1,1,FULL_RECOUNT
2021-03-24,VIDHANSABHA,OD-73-PS0077,929,776,83.53,20,24,732,0,1,55.14,0,17,20,54.3,1,1,1,NONE
2023-07-06,PANCHAYAT,JK-13-PS1809,1493,773,51.77,15,21,735,2,6,73.23,0,32,8,17.0,1,0,1,RANDOM_SAMPLE
2015-08-27,PANCHAYAT,MZ-11-PS0189,1559,1199,76.91,12,18,1169,0,4,51.71,1,14,10,53.3,1,0,1,RANDOM_SAMPLE
2020-01-27,MUNICIPAL,CH-18-PS2887,1656,1414,85.39,46,0,1364,4,5,73.6,0,2,18,14.8,0,0,1,NONE
2023-09-25,VIDHANSABHA,TR-80-PS2760,658,363,55.17,4,4,353,2,0,76.57,0,6,0,6.3,1,1,1,FULL_RECOUNT
2014-01-18,MUNICIPAL,UK-54-PS3967,1322,961,72.69,12,3,944,2,2,95.1,0,20,13,3.1,0,1,1,FULL_RECOUNT
2020-08-19,PANCHAYAT,HR-22-PS3487,1722,1127,65.45,9,41,1077,0,7,83.34,0,7,17,18.0,1,1,1,EVM_VVPAT_AUDIT
2018-10-22,VIDHANSABHA,DD-63-PS1217,1803,897,49.75,6,5,886,0,4,79.56,0,34,19,14.1,1,1,1,FULL_RECOUNT
2023-12-09,LOKSABHA,RJ-04-PS1064,1238,905,73.1,7,8,887,3,0,89.42,0,27,19,53.1,0,1,1,NONE
2025-05-04,MUNICIPAL,TN-79-PS2943,1860,1015,54.57,25,20,970,0,6,89.16,0,9,2,37.9,1,1,1,RANDOM_SAMPLE
2014-09-02,MUNICIPAL,AP-38-PS2274,1426,1040,72.93,27,27,981,5,5,66.32,0,37,20,48.1,1,1,1,RANDOM_SAMPLE
2023-10-29,LOKSABHA,UK-44-PS2537,706,607,85.98,17,11,579,0,2,87.58,0,36,18,51.9,1,1,1,EVM_VVPAT_AUDIT
2015-02-06,VIDHANSABHA,CG-56-PS4314,929,546,58.77,18,16,510,2,1,87.72,0,10,6,26.2,0,0,1,FULL_RECOUNT
2018-04-18,MUNICIPAL,DD-19-PS2964,952,696,73.11,13,19,662,2,1,70.05,0,17,12,30.2,1,1,1,NONE
2016-04-14,LOKSABHA,JH-43-PS0030,1222,803,65.71,6,6,786,5,0,64.86,0,40,19,25.7,1,1,1,EVM_VVPAT_AUDIT
2020-03-12,VIDHANSABHA,AN-72-PS4121,1533,1222,79.71,25,34,1161,2,1,75.2,0,11,5,26.5,1,1,1,NONE
2023-05-20,VIDHANSABHA,ML-37-PS1334,1516,707,46.64,3,19,683,2,4,61.3,1,18,4,16.8,1,0,1,NONE
2017-09-20,MUNICIPAL,TN-71-PS2627,1239,912,73.61,12,15,884,1,3,65.61,0,32,13,24.5,1,0,1,FULL_RECOUNT
2019-05-04,PANCHAYAT,AR-53-PS0412,1533,1013,66.08,23,34,956,0,7,89.29,0,28,7,32.7,1,0,1,FULL_RECOUNT
2017-07-08,LOKSABHA,DL-36-PS2257,1636,1439,87.96,23,1,1412,3,8,74.18,0,29,4,32.1,1,1,1,EVM_VVPAT_AUDIT
2019-02-14,MUNICIPAL,NL-46-PS0111,1415,799,56.47,23,18,754,4,0,61.54,0,29,2,33.4,1,0,1,EVM_VVPAT_AUDIT
2019-07-16,BYE,SK-11-PS2666,1722,1257,73.0,22,7,1225,3,10,69.17,0,38,12,53.3,1,1,1,RANDOM_SAMPLE
2019-03-08,VIDHANSABHA,KA-25-PS2455,1674,1013,60.51,31,4,973,5,4,95.12,1,26,7,20.5,1,1,1,NONE
2017-06-22,LOKSABHA,DN-74-PS1232,1110,805,72.52,3,20,777,5,1,57.26,0,2,1,41.1,1,1,1,RANDOM_SAMPLE
2014-09-02,PANCHAYAT,PY-38-PS3052,732,417,56.97,3,16,398,0,3,64.58,0,23,6,49.8,1,0,1,RANDOM_SAMPLE
2018-11-09,LOKSABHA,HR-50-PS0314,1790,894,49.94,4,15,870,5,6,52.14,0,40,0,39.9,1,1,1,NONE
2016-06-29,LOKSABHA,TR-59-PS2608,675,338,50.07,8,3,322,5,2,83.89,0,21,6,44.2,0,1,1,RANDOM_SAMPLE
2019-10-03,PANCHAYAT,MZ-17-PS3670,1582,1321,83.5,35,10,1273,3,6,83.91,0,37,4,6.5,1,0,1,FULL_RECOUNT
2017-04-29,MUNICIPAL,GA-55-PS3627,1389,757,54.5,25,12,716,4,6,50.05,0,16,5,37.2,1,1,1,EVM_VVPAT_AUDIT
2014-09-18,BYE,TR-25-PS1353,1747,1085,62.11,34,28,1020,3,4,93.24,0,38,9,41.8,1,0,1,EVM_VVPAT_AUDIT
2025-01-25,MUNICIPAL,SK-60-PS0973,1679,1261,75.1,42,4,1210,5,1,80.0,1,23,13,50.6,1,1,1,FULL_RECOUNT
2018-01-01,VIDHANSABHA,MP-15-PS2020,1697,1319,77.73,8,50,1257,4,9,54.92,0,3,5,24.4,1,1,1,EVM_VVPAT_AUDIT
2018-09-09,VIDHANSABHA,DN-61-PS1345,1706,916,53.69,11,27,875,3,5,90.62,0,20,7,25.7,0,0,1,RANDOM_SAMPLE
2016-11-05,PANCHAYAT,MH-25-PS1128,1306,759,58.12,14,11,730,4,3,57.85,0,36,12,49.3,1,1,1,EVM_VVPAT_AUDIT
2022-08-13,VIDHANSABHA,KL-51-PS1202,1441,1076,74.67,32,24,1020,0,0,79.81,0,8,3,35.6,1,0,1,EVM_VVPAT_AUDIT
2025-10-19,PANCHAYAT,JK-73-PS3007,718,467,65.04,9,3,453,2,0,59.87,0,17,9,45.4,1,0,1,EVM_VVPAT_AUDIT
2020-10-07,LOKSABHA,SK-47-PS3813,747,346,46.32,4,1,341,0,2,55.26,0,23,10,25.9,1,0,1,RANDOM_SAMPLE
2020-08-22,MUNICIPAL,CH-36-PS0923,1711,1036,60.55,26,34,972,4,0,90.64,0,33,9,7.0,1,1,1,RANDOM_SAMPLE
2023-11-09,VIDHANSABHA,TN-18-PS3878,1130,931,82.39,29,13,884,5,2,55.53,0,1,20,43.1,1,1,1,EVM_VVPAT_AUDIT
2025-01-21,BYE,ML-13-PS0730,853,472,55.33,7,18,442,5,1,80.4,0,38,17,51.1,1,0,1,EVM_VVPAT_AUDIT
2021-05-24,LOKSABHA,MN-76-PS2206,684,428,62.57,11,17,397,3,1,69.69,0,37,8,53.7,1,1,1,RANDOM_SAMPLE
2022-05-04,BYE,CG-50-PS0119,1537,891,57.97,14,30,844,3,7,58.12,0,25,9,37.3,0,1,1,RANDOM_SAMPLE
2024-01-14,PANCHAYAT,JH-27-PS0194,1847,1029,55.71,19,23,986,1,7,97.65,0,33,8,14.0,1,0,1,FULL_RECOUNT
2025-09-06,BYE,MN-26-PS0125,774,430,55.56,0,8,419,3,2,61.95,0,15,5,6.5,1,1,1,NONE
2023-10-17,VIDHANSABHA,AP-59-PS1309,1887,1632,86.49,44,44,1540,4,13,60.94,0,11,16,5.2,1,1,1,NONE
2021-09-05,MUNICIPAL,DD-09-PS0842,1478,817,55.28,3,22,791,1,4,70.79,0,14,2,44.2,1,0,1,FULL_RECOUNT
2024-11-04,LOKSABHA,TN-34-PS2032,801,650,81.15,12,19,615,4,5,91.48,0,40,15,29.7,1,0,1,NONE
2022-07-15,BYE,LA-38-PS1264,947,547,57.76,11,21,514,1,4,95.07,1,33,18,17.3,1,0,1,NONE
2017-02-27,VIDHANSABHA,WB-79-PS0979,1168,743,63.61,10,15,713,5,5,59.59,0,3,8,39.8,1,0,1,RANDOM_SAMPLE
2014-09-17,BYE,MN-52-PS1513,698,437,62.61,11,8,414,4,0,87.81,0,6,7,53.2,1,1,1,FULL_RECOUNT
2021-04-02,PANCHAYAT,KL-44-PS3430,1364,879,64.44,18,30,830,1,0,92.88,0,7,7,9.2,1,1,1,RANDOM_SAMPLE
2018-09-03,LOKSABHA,TR-31-PS0364,1127,729,64.69,19,29,679,2,2,69.34,0,17,12,9.7,1,0,1,RANDOM_SAMPLE
2015-12-24,PANCHAYAT,LA-74-PS2348,773,392,50.71,8,7,375,2,2,91.79,0,37,11,2.5,1,0,1,FULL_RECOUNT
2018-05-19,BYE,MP-76-PS1667,1423,1027,72.17,1,37,988,1,1,90.09,0,40,15,4.5,1,0,1,NONE
2025-08-30,LOKSABHA,TS-04-PS1227,1833,1218,66.45,14,1,1201,2,10,62.21,0,22,2,23.0,1,1,1,NONE
2019-07-06,VIDHANSABHA,AP-77-PS0816,750,453,60.4,8,15,426,4,1,91.51,0,20,7,30.5,1,1,1,FULL_RECOUNT
2016-09-23,BYE,JK-28-PS2546,1221,657,53.81,7,14,634,2,3,65.43,0,3,11,4.6,1,1,1,FULL_RECOUNT
2015-12-17,LOKSABHA,UK-07-PS2780,1588,1197,75.38,38,10,1148,1,6,74.24,0,10,1,32.4,1,1,1,NONE
2022-11-05,VIDHANSABHA,TR-61-PS0186,845,668,79.05,9,24,631,4,3,74.35,0,4,19,11.4,1,0,1,NONE
2020-02-07,BYE,DL-02-PS2388,1090,783,71.83,2,25,751,5,3,52.59,0,7,10,13.5,1,1,1,FULL_RECOUNT
2017-06-28,MUNICIPAL,OD-07-PS0064,919,595,64.74,3,11,577,4,2,70.51,1,31,14,47.0,0,0,1,FULL_RECOUNT
2024-03-18,LOKSABHA,CG-74-PS1077,832,431,51.8,1,7,419,4,0,69.15,0,39,17,40.6,1,0,1,EVM_VVPAT_AUDIT
2022-12-18,LOKSABHA,DD-49-PS4243,881,450,51.08,14,18,418,0,1,77.71,0,10,10,2.4,1,0,1,RANDOM_SAMPLE
2016-09-10,LOKSABHA,HR-14-PS1751,1165,527,45.24,4,12,509,2,0,66.4,0,18,20,32.0,0,1,1,EVM_VVPAT_AUDIT
2014-01-26,PANCHAYAT,HR-33-PS1262,617,327,53.0,10,0,317,0,1,88.59,0,33,3,40.2,1,1,1,EVM_VVPAT_AUDIT
2017-09-17,LOKSABHA,WB-25-PS4385,1660,1437,86.57,42,51,1339,5,8,58.58,0,25,20,50.3,1,0,1,NONE
2022-05-06,PANCHAYAT,TR-23-PS1501,1553,1289,83.0,26,28,1232,3,1,96.93,0,10,10,8.3,1,0,1,FULL_RECOUNT
2025-01-11,LOKSABHA,MP-47-PS2627,1476,701,47.49,5,15,680,1,3,56.34,0,14,0,9.5,1,0,1,RANDOM_SAMPLE
2024-09-20,BYE,BR-17-PS2927,933,782,83.82,18,11,752,1,5,72.43,1,34,11,15.6,1,1,1,EVM_VVPAT_AUDIT
2022-02-06,VIDHANSABHA,TN-58-PS3662,1269,709,55.87,23,9,672,5,3,63.43,0,2,3,37.4,1,1,1,EVM_VVPAT_AUDIT
2019-08-02,PANCHAYAT,AS-38-PS1763,664,436,65.66,6,5,425,0,3,57.67,0,10,0,36.7,1,0,1,FULL_RECOUNT
2014-06-13,BYE,OD-37-PS0106,1298,887,68.34,5,19,863,0,2,89.52,0,8,0,44.9,1,0,1,FULL_RECOUNT
2019-03-07,LOKSABHA,KL-25-PS3507,1302,647,49.69,21,12,613,1,4,74.89,0,23,14,40.5,1,1,1,EVM_VVPAT_AUDIT
2017-12-11,LOKSABHA,LD-80-PS4444,1860,1090,58.6,28,5,1056,1,8,53.1,0,12,3,12.8,1,1,1,EVM_VVPAT_AUDIT
2022-07-24,VIDHANSABHA,TR-13-PS2355,1420,1133,79.79,16,24,1089,4,2,68.74,0,5,18,54.7,1,1,1,EVM_VVPAT_AUDIT
