biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_naics,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_usd,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2022-03-04,LLC,UNKNOWN,0,488690,2022-12-26,15,50K_100K,BOOTSTRAP,0,0.0,NO_SCORE,0,7.047,0,177.703,2.18,1,1,99.79
2022-03-05,C_CORP,UNKNOWN,0,417030,2022-06-29,18,LT_50K,BANK_LOAN,0,0.0,650_699,1,5.335,0,28.084,20.65,1,0,47.33
2022-03-06,LLC,VETERAN_OWNED,0,843098,2023-02-19,18,1M_5M,FRIENDS_FAMILY,0,0.0,600_649,0,1.69,1,92.855,45.52,0,0,77.13
2022-03-07,SOLE_PROP,UNKNOWN,0,891392,2022-09-03,22,100K_250K,BOOTSTRAP,1,3507248.79,650_699,1,8.386,0,114.596,87.61,0,0,94.49
2022-03-08,PARTNERSHIP,WOMEN_OWNED,0,239385,2022-10-18,38,100K_250K,FRIENDS_FAMILY,0,0.0,600_649,1,0.977,0,30.217,79.33,0,0,99.33
2022-03-09,LLC,MINORITY_OWNED,0,359418,2023-02-03,60,LT_50K,BOOTSTRAP,0,0.0,650_699,0,9.621,0,299.458,56.54,0,0,90.88
2022-03-10,S_CORP,RURAL_FOUNDER,1,940296,2023-02-25,56,100K_250K,VC,0,0.0,LT_600,0,8.25,0,83.899,21.63,0,0,57.57
2022-03-11,S_CORP,UNKNOWN,1,918659,2022-08-04,2,100K_250K,CROWDFUND,0,0.0,650_699,1,0.907,0,167.38,2.23,0,0,7.89
2022-03-12,SOLE_PROP,UNKNOWN,1,638715,2022-08-23,64,250K_1M,BANK_LOAN,0,0.0,LT_600,1,5.261,0,290.531,56.75,0,0,95.46
2022-03-13,SOLE_PROP,UNKNOWN,1,685305,2022-06-14,65,250K_1M,CROWDFUND,0,0.0,750_PLUS,1,1.66,0,134.962,11.79,0,0,47.06
2022-03-14,LLC,UNKNOWN,0,398228,2022-10-31,1,100K_250K,ANGEL,0,0.0,700_749,0,3.451,0,150.683,29.0,1,0,23.66
2022-03-15,C_CORP,UNKNOWN,0,686860,2022-06-17,29,100K_250K,BANK_LOAN,1,2826735.57,700_749,1,5.71,0,223.114,43.47,1,0,50.28
2022-03-16,S_CORP,YOUTH_FOUNDER,0,354465,2022-11-08,58,50K_100K,BOOTSTRAP,1,4447965.09,650_699,1,1.49,0,176.655,72.46,0,0,50.36
2022-03-17,SOLE_PROP,IMMIGRANT_OWNED,0,918787,2023-01-07,22,50K_100K,BOOTSTRAP,0,0.0,LT_600,1,4.45,0,154.666,2.49,1,0,59.4
2022-03-18,PARTNERSHIP,DISABLED_FOUNDER,0,467688,2023-01-23,19,100K_250K,BANK_LOAN,1,308500.21,600_649,1,5.543,0,79.297,96.07,0,0,81.66
2022-03-19,SOLE_PROP,YOUTH_FOUNDER,0,503872,2023-03-09,60,250K_1M,BANK_LOAN,1,1385385.07,650_699,1,4.199,0,223.558,23.21,0,0,32.66
2022-03-20,SOLE_PROP,MINORITY_OWNED,1,132433,2022-11-24,5,100K_250K,BANK_LOAN,1,4518605.3,600_649,1,8.507,0,92.019,19.15,1,0,10.0
2022-03-21,LLC,UNKNOWN,0,476473,2023-01-14,94,1M_5M,BOOTSTRAP,0,0.0,650_699,1,4.422,0,100.74,46.07,1,1,30.41
2022-03-22,C_CORP,UNKNOWN,1,927243,2022-04-07,19,50K_100K,BOOTSTRAP,0,0.0,650_699,1,8.297,0,62.281,30.53,1,0,90.36
2022-03-23,PARTNERSHIP,DISABLED_FOUNDER,0,926915,2023-02-08,54,LT_50K,GOV_GRANT,0,0.0,700_749,1,0.955,0,139.332,76.69,0,1,1.76
2022-03-24,LLC,MINORITY_OWNED,1,273435,2022-10-15,5,50K_100K,FRIENDS_FAMILY,1,1829887.69,650_699,0,6.928,0,146.723,87.06,1,0,68.33
2022-03-25,PARTNERSHIP,MINORITY_OWNED,0,588028,2022-05-31,100,LT_50K,FRIENDS_FAMILY,1,732344.91,750_PLUS,1,5.607,0,124.104,55.5,0,0,56.01
2022-03-26,LLC,RURAL_FOUNDER,1,418545,2022-04-27,35,250K_1M,CREDIT_CARD,0,0.0,700_749,1,5.192,0,82.115,34.13,1,0,20.68
2022-03-27,NONPROFIT,WOMEN_OWNED,0,999117,2023-03-04,86,50K_100K,BANK_LOAN,0,0.0,650_699,1,1.487,0,209.226,76.24,1,0,41.07
2022-03-28,S_CORP,RURAL_FOUNDER,0,947440,2022-07-06,16,100K_250K,CREDIT_CARD,0,0.0,700_749,1,3.367,0,252.277,37.24,1,0,68.45
2022-03-29,LLC,MINORITY_OWNED,0,946379,2022-09-19,81,1M_5M,CREDIT_CARD,0,0.0,600_649,1,3.768,1,253.648,28.33,0,1,31.97
2022-03-30,SOLE_PROP,YOUTH_FOUNDER,1,628414,2022-04-18,9,LT_50K,ANGEL,0,0.0,600_649,0,6.688,0,191.489,1.36,1,0,40.79
2022-03-31,C_CORP,WOMEN_OWNED,1,314623,2022-05-12,57,LT_50K,BOOTSTRAP,1,2297191.04,LT_600,0,8.637,1,274.76,2.37,0,0,83.02
2022-04-01,C_CORP,WOMEN_OWNED,0,593292,2022-08-30,36,50K_100K,ANGEL,1,2438293.35,750_PLUS,1,0.226,0,61.481,42.16,0,0,10.69
2022-04-02,LLC,VETERAN_OWNED,1,172523,2022-10-03,69,100K_250K,VC,0,0.0,LT_600,1,4.521,0,140.162,27.09,0,1,48.74
2022-04-03,LLC,WOMEN_OWNED,0,602322,2022-11-07,3,100K_250K,BANK_LOAN,1,4748486.8,600_649,1,8.536,0,231.553,56.45,0,0,40.71
2022-04-04,LLC,RURAL_FOUNDER,0,192246,2022-08-30,30,100K_250K,CROWDFUND,1,3269920.94,700_749,0,1.565,0,60.424,66.57,0,0,47.8
2022-04-05,SOLE_PROP,WOMEN_OWNED,1,318803,2022-09-01,4,100K_250K,BANK_LOAN,1,242466.48,LT_600,0,8.196,0,58.205,12.06,1,0,76.14
2022-04-06,LLC,WOMEN_OWNED,1,726326,2023-01-29,5,1M_5M,VC,1,3849910.42,700_749,1,7.435,0,171.086,1.19,0,0,54.91
2022-04-07,NONPROFIT,YOUTH_FOUNDER,0,480115,2022-09-01,56,100K_250K,FRIENDS_FAMILY,1,1180755.96,600_649,0,5.341,0,226.947,59.13,1,0,50.42
2022-04-08,NONPROFIT,RURAL_FOUNDER,1,200518,2023-03-10,65,250K_1M,CREDIT_CARD,1,360001.78,700_749,0,1.353,0,190.318,10.79,0,0,78.59
2022-04-09,LLC,IMMIGRANT_OWNED,0,481767,2022-09-14,73,100K_250K,BOOTSTRAP,1,2211510.94,600_649,1,5.842,0,144.889,79.85,1,0,75.94
2022-04-10,PARTNERSHIP,UNKNOWN,1,257440,2022-09-10,72,100K_250K,BANK_LOAN,0,0.0,650_699,0,4.313,0,180.6,55.88,1,0,18.9
2022-04-11,LLC,UNKNOWN,0,480757,2022-09-18,44,1M_5M,CREDIT_CARD,0,0.0,750_PLUS,1,2.242,0,104.801,70.34,0,0,31.44
2022-04-12,SOLE_PROP,UNKNOWN,0,546921,2022-11-04,61,250K_1M,ANGEL,0,0.0,750_PLUS,0,3.907,0,55.232,80.78,0,0,62.85
2022-04-13,SOLE_PROP,RURAL_FOUNDER,1,617159,2023-01-26,22,LT_50K,BANK_LOAN,0,0.0,700_749,0,8.136,0,263.843,66.7,1,0,89.73
2022-04-14,SOLE_PROP,IMMIGRANT_OWNED,1,277654,2022-05-16,75,250K_1M,VC,1,4007069.95,LT_600,0,7.34,0,79.594,15.36,0,1,84.82
2022-04-15,LLC,IMMIGRANT_OWNED,0,120755,2022-12-22,12,250K_1M,BOOTSTRAP,1,1300254.66,LT_600,1,6.307,1,181.425,5.27,0,0,29.58
2022-04-16,C_CORP,MINORITY_OWNED,0,958491,2022-07-18,61,250K_1M,BANK_LOAN,1,2204112.66,LT_600,0,4.048,0,230.726,75.05,0,0,87.68
2022-04-17,S_CORP,WOMEN_OWNED,1,366058,2022-08-26,6,LT_50K,CREDIT_CARD,1,2863076.82,LT_600,1,6.094,0,114.167,48.91,0,0,96.12
2022-04-18,LLC,UNKNOWN,1,362749,2022-05-12,35,250K_1M,VC,1,1987331.69,650_699,1,7.729,1,246.908,57.64,1,0,62.69
2022-04-19,LLC,WOMEN_OWNED,0,515466,2022-09-07,77,1M_5M,BANK_LOAN,0,0.0,650_699,1,7.07,0,201.829,13.98,0,0,48.84
2022-04-20,NONPROFIT,DISABLED_FOUNDER,1,156420,2023-01-09,83,250K_1M,FRIENDS_FAMILY,0,0.0,650_699,0,7.446,0,110.97,74.91,1,0,69.37
2022-04-21,NONPROFIT,VETERAN_OWNED,0,284771,2022-07-19,61,100K_250K,BANK_LOAN,1,1824490.07,750_PLUS,0,4.068,0,175.051,99.31,0,0,74.89
2022-04-22,LLC,UNKNOWN,0,637672,2022-07-29,79,GT_5M,BOOTSTRAP,1,4106800.96,750_PLUS,1,3.942,0,86.532,75.62,0,0,41.78
2022-04-23,S_CORP,UNKNOWN,1,794720,2022-07-06,27,250K_1M,BANK_LOAN,1,3569551.24,600_649,1,8.553,1,204.643,33.75,1,0,35.58
2022-04-24,SOLE_PROP,UNKNOWN,0,440225,2023-04-01,92,1M_5M,GOV_GRANT,0,0.0,750_PLUS,1,6.526,1,164.264,35.4,0,1,16.95
2022-04-25,LLC,UNKNOWN,0,367790,2022-09-28,23,100K_250K,BANK_LOAN,0,0.0,NO_SCORE,1,5.385,1,7.055,41.79,0,0,67.16
2022-04-26,S_CORP,UNKNOWN,0,770544,2022-07-30,77,LT_50K,CREDIT_CARD,0,0.0,650_699,1,5.616,1,49.806,11.79,0,0,84.44
2022-04-27,SOLE_PROP,UNKNOWN,0,433165,2023-01-14,8,LT_50K,CROWDFUND,0,0.0,750_PLUS,0,8.969,0,133.367,70.75,1,0,4.04
2022-04-28,S_CORP,IMMIGRANT_OWNED,1,728460,2022-08-16,99,100K_250K,BOOTSTRAP,0,0.0,650_699,0,9.673,0,78.818,68.63,0,0,18.81
2022-04-29,C_CORP,IMMIGRANT_OWNED,0,741402,2022-10-03,36,50K_100K,GOV_GRANT,1,3969497.65,650_699,1,8.846,1,144.529,4.88,0,0,19.43
2022-04-30,SOLE_PROP,RURAL_FOUNDER,1,748227,2022-11-12,67,250K_1M,GOV_GRANT,1,3227804.31,650_699,1,7.285,1,230.26,85.83,1,0,26.72
2022-05-01,SOLE_PROP,DISABLED_FOUNDER,1,193679,2022-09-20,84,LT_50K,ANGEL,0,0.0,600_649,0,9.332,0,268.381,4.94,1,0,94.64
2022-05-02,PARTNERSHIP,UNKNOWN,1,575166,2022-05-28,84,LT_50K,BOOTSTRAP,0,0.0,650_699,1,2.642,0,35.322,70.23,0,1,54.45
2022-05-03,S_CORP,MINORITY_OWNED,0,838545,2023-01-23,63,100K_250K,CROWDFUND,0,0.0,700_749,0,7.414,1,274.373,74.45,0,0,29.57
2022-05-04,LLC,DISABLED_FOUNDER,0,958452,2022-11-30,39,LT_50K,BANK_LOAN,1,1041307.18,700_749,1,9.683,0,296.184,60.73,1,1,89.32
2022-05-05,NONPROFIT,VETERAN_OWNED,0,192917,2022-08-08,35,50K_100K,CREDIT_CARD,0,0.0,700_749,0,9.092,0,110.115,0.57,0,0,3.31
2022-05-06,C_CORP,IMMIGRANT_OWNED,0,571670,2022-07-02,61,LT_50K,CROWDFUND,1,4718478.31,700_749,0,6.828,0,267.006,0.76,0,0,93.76
2022-05-07,C_CORP,YOUTH_FOUNDER,0,613318,2022-06-26,54,100K_250K,FRIENDS_FAMILY,1,12077.08,LT_600,0,5.895,0,34.547,99.94,1,0,22.93
2022-05-08,LLC,VETERAN_OWNED,1,505025,2023-04-29,79,LT_50K,ANGEL,0,0.0,700_749,1,8.51,0,23.908,89.57,1,0,74.28
2022-05-09,C_CORP,MINORITY_OWNED,0,986756,2022-07-28,73,250K_1M,CROWDFUND,0,0.0,750_PLUS,0,0.654,0,10.579,93.44,0,0,27.68
2022-05-10,LLC,WOMEN_OWNED,0,629866,2022-10-26,37,LT_50K,BANK_LOAN,0,0.0,700_749,1,5.698,0,300.93,49.15,0,1,63.5
2022-05-11,LLC,UNKNOWN,1,322004,2022-06-15,98,50K_100K,BOOTSTRAP,0,0.0,LT_600,0,4.393,1,292.131,29.64,1,0,67.7
2022-05-12,LLC,WOMEN_OWNED,0,923357,2022-12-21,90,100K_250K,BANK_LOAN,0,0.0,750_PLUS,1,2.937,0,265.812,48.92,1,1,23.85
2022-05-13,LLC,UNKNOWN,0,485004,2023-02-09,47,250K_1M,BOOTSTRAP,0,0.0,750_PLUS,1,8.934,1,285.573,61.54,1,0,52.98
2022-05-14,SOLE_PROP,YOUTH_FOUNDER,0,627197,2022-06-20,18,250K_1M,BANK_LOAN,0,0.0,LT_600,1,6.773,0,216.094,38.54,1,0,73.43
2022-05-15,LLC,MINORITY_OWNED,0,337786,2022-12-09,68,50K_100K,BANK_LOAN,1,1509029.64,700_749,1,5.122,0,159.065,47.02,1,1,34.91
2022-05-16,LLC,DISABLED_FOUNDER,0,737984,2022-06-16,85,GT_5M,BOOTSTRAP,0,0.0,600_649,0,6.424,0,67.846,43.3,1,0,56.06
2022-05-17,LLC,VETERAN_OWNED,1,196018,2022-07-31,83,50K_100K,ANGEL,1,1432441.43,NO_SCORE,0,1.82,0,271.547,81.23,0,0,70.69
2022-05-18,C_CORP,UNKNOWN,0,889840,2022-07-12,98,250K_1M,BANK_LOAN,1,4928290.52,LT_600,0,0.114,1,149.838,86.63,0,0,57.33
2022-05-19,LLC,YOUTH_FOUNDER,1,384602,2022-12-11,12,50K_100K,GOV_GRANT,0,0.0,750_PLUS,1,3.076,0,116.339,71.89,1,0,43.21
2022-05-20,C_CORP,IMMIGRANT_OWNED,1,347523,2022-10-24,60,1M_5M,GOV_GRANT,1,2487149.17,600_649,0,8.842,0,120.5,63.15,0,0,15.92
2022-05-21,LLC,RURAL_FOUNDER,1,204608,2022-11-11,73,250K_1M,CREDIT_CARD,1,428829.04,LT_600,0,4.798,0,257.271,96.6,1,0,56.02
2022-05-22,LLC,YOUTH_FOUNDER,0,266972,2023-03-04,43,100K_250K,CROWDFUND,0,0.0,LT_600,0,9.681,0,271.592,41.36,0,0,55.42
2022-05-23,C_CORP,UNKNOWN,0,482850,2022-06-14,51,50K_100K,BANK_LOAN,1,4865232.51,700_749,1,4.787,1,253.573,67.14,0,0,74.61
2022-05-24,S_CORP,MINORITY_OWNED,1,962123,2023-03-14,19,LT_50K,BANK_LOAN,0,0.0,NO_SCORE,0,6.336,0,57.204,75.01,1,0,16.48
2022-05-25,S_CORP,UNKNOWN,0,394507,2023-05-04,85,250K_1M,ANGEL,0,0.0,650_699,1,7.268,0,75.325,47.58,1,0,20.58
2022-05-26,LLC,DISABLED_FOUNDER,1,959869,2022-11-02,99,LT_50K,GOV_GRANT,1,2599566.48,600_649,1,2.722,0,230.016,40.51,1,0,42.93
2022-05-27,S_CORP,WOMEN_OWNED,1,664477,2023-05-05,67,LT_50K,GOV_GRANT,0,0.0,LT_600,1,5.594,0,242.627,27.88,0,0,55.34
2022-05-28,LLC,MINORITY_OWNED,0,366205,2022-11-17,46,LT_50K,BOOTSTRAP,1,3130956.13,700_749,1,4.991,0,55.778,52.53,1,0,7.04
2022-05-29,LLC,WOMEN_OWNED,0,176584,2023-04-18,6,250K_1M,CREDIT_CARD,0,0.0,750_PLUS,0,6.903,1,263.119,97.9,1,0,55.33
2022-05-30,S_CORP,RURAL_FOUNDER,1,390571,2022-09-20,78,LT_50K,VC,1,513939.44,LT_600,1,7.862,0,30.28,50.88,1,0,88.55
2022-05-31,LLC,MINORITY_OWNED,1,649150,2022-10-06,21,50K_100K,GOV_GRANT,1,1898666.44,700_749,0,5.172,0,2.381,67.21,0,0,34.81
2022-06-01,LLC,YOUTH_FOUNDER,1,746917,2023-02-17,83,250K_1M,ANGEL,0,0.0,650_699,1,1.699,0,184.052,28.18,1,0,78.77
2022-06-02,LLC,UNKNOWN,1,739125,2023-01-11,29,1M_5M,BANK_LOAN,0,0.0,NO_SCORE,1,2.881,0,110.883,88.52,1,0,31.13
2022-06-03,LLC,UNKNOWN,1,423045,2022-10-25,17,50K_100K,FRIENDS_FAMILY,1,1770949.99,NO_SCORE,1,6.159,0,8.864,64.01,1,0,42.05
2022-06-04,SOLE_PROP,DISABLED_FOUNDER,1,600213,2022-11-09,40,100K_250K,BOOTSTRAP,1,2042497.26,650_699,0,9.521,1,95.455,22.91,0,0,34.06
2022-06-05,LLC,WOMEN_OWNED,1,424522,2022-09-26,66,50K_100K,CROWDFUND,1,4244748.45,600_649,0,2.948,0,16.436,4.89,1,0,19.94
2022-06-06,NONPROFIT,WOMEN_OWNED,0,452772,2022-07-12,5,LT_50K,VC,1,3674626.67,LT_600,0,6.798,0,237.047,80.64,0,0,74.08
2022-06-07,LLC,UNKNOWN,0,338058,2022-10-11,27,LT_50K,CREDIT_CARD,1,4911600.01,LT_600,0,6.905,0,106.048,70.34,0,0,48.41
2022-06-08,C_CORP,MINORITY_OWNED,0,545794,2023-03-01,45,100K_250K,VC,0,0.0,LT_600,0,6.489,0,123.619,75.95,1,0,87.11
2022-06-09,LLC,MINORITY_OWNED,1,760580,2023-02-02,10,1M_5M,VC,1,2403375.83,NO_SCORE,0,6.849,1,227.84,49.8,1,0,77.31
2022-06-10,PARTNERSHIP,UNKNOWN,0,418635,2022-07-02,98,250K_1M,CREDIT_CARD,1,1522572.41,650_699,1,5.63,0,187.711,29.1,0,1,50.52
2022-06-11,LLC,WOMEN_OWNED,1,763074,2022-11-28,2,1M_5M,GOV_GRANT,1,3263551.0,750_PLUS,1,4.364,0,176.832,59.46,1,0,96.68
2022-06-12,S_CORP,MINORITY_OWNED,0,474460,2023-04-01,68,1M_5M,BOOTSTRAP,1,3427472.19,600_649,0,1.468,0,169.103,7.65,1,0,45.13
2022-06-13,C_CORP,VETERAN_OWNED,1,710963,2022-10-09,10,LT_50K,CREDIT_CARD,1,1713666.57,650_699,1,7.73,0,278.794,75.85,0,0,86.22
2022-06-14,NONPROFIT,UNKNOWN,0,609426,2023-06-11,92,50K_100K,BANK_LOAN,0,0.0,NO_SCORE,0,2.421,1,83.465,10.5,0,0,51.84
2022-06-15,S_CORP,UNKNOWN,1,991464,2023-01-17,13,250K_1M,CREDIT_CARD,1,1220635.31,LT_600,1,4.511,0,90.496,94.05,0,0,44.27
2022-06-16,SOLE_PROP,UNKNOWN,0,644952,2023-01-02,84,1M_5M,BANK_LOAN,1,3104600.76,750_PLUS,0,2.57,0,47.837,80.21,0,1,43.87
2022-06-17,PARTNERSHIP,YOUTH_FOUNDER,1,991817,2022-09-24,83,1M_5M,CROWDFUND,0,0.0,LT_600,1,8.647,1,38.588,81.01,0,0,68.34
2022-06-18,NONPROFIT,UNKNOWN,1,480952,2022-08-24,42,GT_5M,CROWDFUND,0,0.0,700_749,0,2.55,0,181.899,77.01,0,0,85.02
2022-06-19,C_CORP,UNKNOWN,1,213318,2022-12-24,87,LT_50K,BOOTSTRAP,1,1172680.05,600_649,0,8.562,1,74.82,52.14,1,1,16.57
2022-06-20,S_CORP,MINORITY_OWNED,0,953779,2023-03-13,54,250K_1M,CROWDFUND,0,0.0,NO_SCORE,1,7.234,0,158.661,63.0,0,1,10.8
2022-06-21,SOLE_PROP,RURAL_FOUNDER,1,976659,2023-01-19,24,250K_1M,CREDIT_CARD,0,0.0,LT_600,0,0.575,0,60.072,8.85,1,1,98.81
2022-06-22,SOLE_PROP,IMMIGRANT_OWNED,1,413594,2022-12-04,9,GT_5M,VC,1,2859851.21,600_649,0,5.624,0,160.933,96.92,0,1,57.29
2022-06-23,NONPROFIT,UNKNOWN,0,634009,2023-05-10,11,250K_1M,BANK_LOAN,0,0.0,NO_SCORE,0,4.998,0,146.964,37.69,1,0,38.35
2022-06-24,SOLE_PROP,YOUTH_FOUNDER,1,559605,2022-12-20,7,LT_50K,BANK_LOAN,1,2327897.69,750_PLUS,1,9.106,0,277.275,72.72,0,1,42.48
2022-06-25,PARTNERSHIP,VETERAN_OWNED,1,805763,2023-04-23,51,100K_250K,BANK_LOAN,1,957895.39,600_649,1,8.495,1,51.006,72.05,0,0,21.11
2022-06-26,LLC,IMMIGRANT_OWNED,0,392828,2022-07-18,26,1M_5M,BANK_LOAN,1,4990970.78,650_699,0,2.805,1,170.357,76.7,1,0,73.67
2022-06-27,C_CORP,RURAL_FOUNDER,0,219807,2022-09-30,19,100K_250K,BOOTSTRAP,1,1101322.21,650_699,1,7.874,0,194.038,91.15,0,0,76.04
2022-06-28,PARTNERSHIP,UNKNOWN,1,583500,2023-03-09,96,LT_50K,CREDIT_CARD,1,2208423.46,LT_600,1,9.708,1,224.609,9.02,1,0,78.56
2022-06-29,SOLE_PROP,RURAL_FOUNDER,0,465746,2022-11-30,89,250K_1M,VC,0,0.0,700_749,1,4.54,0,17.54,49.77,1,0,12.23
2022-06-30,SOLE_PROP,RURAL_FOUNDER,1,130774,2022-12-27,75,250K_1M,CREDIT_CARD,0,0.0,650_699,1,0.201,0,235.741,76.19,0,1,91.98
2022-07-01,LLC,WOMEN_OWNED,0,520855,2022-11-17,82,250K_1M,FRIENDS_FAMILY,0,0.0,700_749,0,5.746,0,223.022,57.6,1,0,35.57
2022-07-02,SOLE_PROP,UNKNOWN,1,677020,2023-03-15,1,50K_100K,BOOTSTRAP,1,2468900.85,NO_SCORE,0,4.58,0,171.563,57.96,0,0,38.0
2022-07-03,LLC,IMMIGRANT_OWNED,0,332351,2023-01-14,69,100K_250K,CROWDFUND,1,1753491.63,NO_SCORE,0,1.467,0,46.864,22.74,0,0,57.68
2022-07-04,LLC,MINORITY_OWNED,0,991139,2022-11-28,34,LT_50K,VC,1,2035532.12,750_PLUS,1,5.41,0,146.115,75.51,0,0,91.59
2022-07-05,S_CORP,UNKNOWN,0,691983,2023-01-25,30,100K_250K,ANGEL,0,0.0,700_749,1,9.638,0,19.096,34.16,1,1,48.86
2022-07-06,S_CORP,UNKNOWN,0,487686,2022-10-26,69,GT_5M,BANK_LOAN,0,0.0,700_749,0,9.633,0,252.007,86.13,0,0,96.31
2022-07-07,SOLE_PROP,UNKNOWN,0,806393,2023-03-22,78,50K_100K,FRIENDS_FAMILY,0,0.0,LT_600,1,4.056,1,230.748,61.83,1,0,45.79
2022-07-08,LLC,UNKNOWN,0,333262,2022-08-25,43,50K_100K,CROWDFUND,1,3201483.4,700_749,0,5.086,0,238.379,34.58,1,1,52.09
2022-07-09,S_CORP,WOMEN_OWNED,1,741795,2022-11-06,15,100K_250K,VC,1,3452431.0,650_699,1,5.612,1,287.25,42.64,0,0,80.11
2022-07-10,SOLE_PROP,RURAL_FOUNDER,0,202661,2023-05-10,88,LT_50K,FRIENDS_FAMILY,0,0.0,LT_600,1,1.234,0,27.621,27.06,1,0,85.43
2022-07-11,SOLE_PROP,MINORITY_OWNED,1,601741,2023-01-11,49,LT_50K,BANK_LOAN,0,0.0,LT_600,1,7.119,0,185.522,12.02,1,0,8.39
2022-07-12,SOLE_PROP,YOUTH_FOUNDER,0,126783,2022-09-07,37,100K_250K,CREDIT_CARD,0,0.0,700_749,1,9.599,0,253.093,21.64,1,0,93.17
2022-07-13,S_CORP,WOMEN_OWNED,0,850010,2022-09-18,57,50K_100K,ANGEL,0,0.0,700_749,1,2.776,0,53.344,47.2,0,0,45.02
2022-07-14,C_CORP,RURAL_FOUNDER,1,743666,2023-04-19,62,100K_250K,BOOTSTRAP,0,0.0,750_PLUS,0,7.222,0,173.535,71.06,1,0,26.44
2022-07-15,NONPROFIT,MINORITY_OWNED,0,347886,2022-09-12,54,100K_250K,FRIENDS_FAMILY,1,2535540.65,650_699,1,2.617,1,224.466,27.72,0,0,50.36
2022-07-16,SOLE_PROP,IMMIGRANT_OWNED,1,298541,2022-12-01,8,50K_100K,GOV_GRANT,1,1804948.75,LT_600,0,9.277,0,177.417,12.01,0,1,6.98
2022-07-17,SOLE_PROP,WOMEN_OWNED,0,467507,2023-05-06,17,50K_100K,BOOTSTRAP,1,2130417.27,600_649,1,6.436,0,147.398,94.07,1,0,98.28
2022-07-18,PARTNERSHIP,UNKNOWN,0,408609,2022-11-30,43,100K_250K,ANGEL,0,0.0,700_749,0,9.615,0,190.159,35.84,1,0,90.82
2022-07-19,SOLE_PROP,IMMIGRANT_OWNED,0,920042,2022-11-11,37,50K_100K,BOOTSTRAP,1,618183.05,650_699,0,9.656,0,183.81,63.23,1,0,93.5
2022-07-20,C_CORP,RURAL_FOUNDER,1,178043,2022-12-31,60,250K_1M,CREDIT_CARD,0,0.0,750_PLUS,1,1.665,0,266.351,86.21,0,0,71.58
2022-07-21,LLC,WOMEN_OWNED,1,223566,2023-05-04,93,GT_5M,CROWDFUND,0,0.0,650_699,1,7.918,0,280.842,29.95,0,0,84.99
2022-07-22,SOLE_PROP,WOMEN_OWNED,1,684150,2023-03-14,31,LT_50K,VC,1,501140.33,600_649,0,1.401,0,223.913,13.51,1,0,69.53
2022-07-23,SOLE_PROP,UNKNOWN,0,171224,2023-04-20,72,250K_1M,BOOTSTRAP,0,0.0,700_749,1,5.806,0,96.094,30.49,1,0,49.09
2022-07-24,C_CORP,MINORITY_OWNED,0,687063,2023-06-02,3,LT_50K,CREDIT_CARD,1,3573924.01,750_PLUS,1,7.423,0,299.045,36.86,1,0,6.66
2022-07-25,SOLE_PROP,MINORITY_OWNED,1,402743,2022-12-11,49,1M_5M,BANK_LOAN,0,0.0,700_749,1,7.671,0,113.996,50.54,1,0,25.89
2022-07-26,PARTNERSHIP,UNKNOWN,1,925932,2023-06-23,97,LT_50K,BANK_LOAN,1,2979459.01,650_699,0,1.616,0,162.557,93.61,0,0,97.47
2022-07-27,LLC,YOUTH_FOUNDER,1,348031,2023-02-13,9,100K_250K,BOOTSTRAP,0,0.0,650_699,0,1.502,1,237.898,49.14,1,0,18.57
2022-07-28,SOLE_PROP,MINORITY_OWNED,0,130482,2023-01-04,42,LT_50K,FRIENDS_FAMILY,0,0.0,LT_600,0,4.958,0,154.129,47.72,1,0,98.41
2022-07-29,LLC,YOUTH_FOUNDER,0,325025,2023-03-15,4,100K_250K,BANK_LOAN,0,0.0,700_749,0,2.989,0,103.9,55.63,1,0,69.93
2022-07-30,SOLE_PROP,UNKNOWN,1,846155,2022-09-12,63,250K_1M,BANK_LOAN,1,3983940.76,600_649,1,4.101,1,239.511,34.12,0,0,76.83
2022-07-31,LLC,UNKNOWN,0,913094,2023-01-10,70,1M_5M,VC,1,4854839.14,NO_SCORE,0,9.65,0,44.542,31.67,0,0,39.32
2022-08-01,LLC,WOMEN_OWNED,0,510136,2023-02-03,30,1M_5M,CREDIT_CARD,1,1219730.92,LT_600,0,0.492,0,203.383,98.3,0,0,84.72
2022-08-02,S_CORP,UNKNOWN,1,426888,2023-03-08,71,250K_1M,BANK_LOAN,1,445935.24,700_749,0,4.425,1,266.674,55.42,1,0,69.26
2022-08-03,S_CORP,UNKNOWN,0,381510,2023-04-01,25,LT_50K,CROWDFUND,1,1558876.35,LT_600,1,7.612,0,106.525,95.97,0,0,87.77
2022-08-04,SOLE_PROP,UNKNOWN,0,313311,2023-06-10,14,250K_1M,BOOTSTRAP,0,0.0,NO_SCORE,0,9.028,0,44.136,52.35,1,1,43.69
