tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2011,HR,J,LARGE,19.59,12.6,57204872483.2,7207813932.88,14268587367.41,570277516.97,1,0,1,0,-25208261.53,0,0,9.63,OECD_CBC_SUMMARY,2024-11-14
2012,DE,O,MEDIUM,31.52,19.16,57273013475.58,10973509381.92,18378933642.36,775759554.54,1,0,0,1,-72416521.04,1,0,6.85,EU_TAX_OBSERVATORY,2025-11-12
2013,LU,T,SMALL,9.1,7.69,57358161827.04,4410842644.5,11884204076.59,514869333.35,1,0,1,1,110932494.9,1,0,2.08,ACADEMIC_TAXPANEL,2025-02-20
2014,SI,D,MICRO,25.57,22.07,1178210797.84,260031123.08,197035461.01,15739456.52,1,0,1,1,69360784.25,0,0,6.77,NATIONAL_CORPORATE_TAX_ADMIN,2024-05-22
2015,CY,I,LARGE,14.6,8.2,1252800399.82,102729632.79,470017940.75,9319294.77,1,0,0,1,20209410.7,0,1,9.01,OECD_CBC_SUMMARY,2024-09-20
2016,GR,N,MEDIUM,17.39,9.64,1347420437.64,129891330.19,523729620.69,23558811.05,0,1,0,1,23257731.45,1,0,4.36,EU_TAX_OBSERVATORY,2024-07-02
2017,MT,S,SMALL,33.75,27.65,1414915502.4,391224136.41,498929103.59,11912195.88,1,0,0,1,-57017896.94,1,0,9.22,ACADEMIC_TAXPANEL,2024-08-22
2018,ES,C,MICRO,9.55,7.08,1479473060.26,104746692.67,633448944.55,2448741.6,1,0,1,0,8052773.48,1,0,9.15,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-17
2019,CZ,H,LARGE,17.1,10.77,1573206524.0,169434342.63,140437802.26,33850729.57,1,0,1,1,-21836234.93,1,0,1.69,OECD_CBC_SUMMARY,2025-11-13
2020,HU,M,MEDIUM,27.49,16.96,1675199283.42,284113798.47,374426562.18,29532372.23,0,0,0,1,51573403.23,1,0,5.43,EU_TAX_OBSERVATORY,2025-10-06
2021,NL,R,SMALL,27.96,18.45,1720383846.42,317410819.66,689279986.07,20156995.18,1,0,1,1,21771514.77,1,0,4.9,ACADEMIC_TAXPANEL,2026-01-08
2022,SE,B,MICRO,29.78,16.71,1792636277.15,299549521.91,601840810.29,54989148.37,0,1,1,1,117927277.53,1,1,5.65,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-14
2023,DK,G,LARGE,15.3,11.93,1870269392.1,223123138.48,491688942.67,33634981.48,1,0,1,1,22070035.32,0,0,10.1,OECD_CBC_SUMMARY,2024-02-29
2024,IE,L,MEDIUM,29.41,27.28,1949883891.86,531928325.7,770990663.27,33107852.35,1,1,0,1,92326947.54,0,1,2.43,EU_TAX_OBSERVATORY,2026-02-23
2025,PL,Q,SMALL,22.33,18.63,2038632054.06,379797151.67,459161496.41,72957124.0,1,0,1,1,32898641.54,1,0,6.34,ACADEMIC_TAXPANEL,2025-11-22
2026,AT,A,MICRO,30.33,21.23,2088165797.67,443317598.85,201551763.36,90832964.05,1,1,1,1,1496924.4,1,0,7.3,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-21
2010,EE,F,LARGE,21.83,13.51,2201673486.16,297446087.98,886976285.05,27032818.19,0,0,0,1,5197001.92,1,0,1.14,OECD_CBC_SUMMARY,2025-04-08
2011,IT,K,MEDIUM,12.57,11.57,2272300034.66,262905114.01,826643158.61,30009945.27,1,0,0,0,-79803507.85,1,0,6.95,EU_TAX_OBSERVATORY,2025-03-09
2012,PT,P,SMALL,25.88,18.65,2300938337.17,429124999.88,314471513.42,31460783.33,1,0,0,0,-46868992.62,1,0,12.0,ACADEMIC_TAXPANEL,2024-03-13
2013,BE,U,MICRO,22.62,21.3,2394131048.27,509949913.28,891044458.09,61622879.65,1,0,0,1,-69331274.56,1,1,11.3,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-22
2014,FI,E,LARGE,33.22,21.43,2459571969.19,527086273.0,147755891.57,110376786.16,1,0,0,1,-24543319.61,0,0,10.07,OECD_CBC_SUMMARY,2025-08-21
2015,LV,J,MEDIUM,27.36,23.42,2538815095.69,594590495.41,536180030.48,111150292.57,1,0,1,1,115909831.69,1,0,0.69,EU_TAX_OBSERVATORY,2025-11-24
2016,RO,O,SMALL,30.75,21.21,2602500700.76,551990398.63,217720005.16,72749256.19,1,0,0,1,80851930.26,1,0,10.83,ACADEMIC_TAXPANEL,2025-04-30
2017,BG,T,MICRO,25.34,21.3,2686632774.28,572252780.92,1188331893.42,85950063.49,1,0,1,0,82287990.11,0,0,2.88,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-10
2018,FR,D,LARGE,22.14,13.66,2790500094.28,381182312.88,1167799693.44,26210013.07,0,0,1,1,-32964815.96,1,0,3.22,OECD_CBC_SUMMARY,2025-08-03
2019,LT,I,MEDIUM,10.93,10.2,2819309634.62,287569582.73,536960118.59,45134895.59,1,0,1,0,20452043.38,1,0,7.89,EU_TAX_OBSERVATORY,2025-09-27
2020,SK,N,SMALL,21.62,16.88,2953271975.73,498512309.5,737825574.0,91662441.34,1,0,1,1,-34772034.11,0,0,7.48,ACADEMIC_TAXPANEL,2024-02-10
2021,HR,S,MICRO,16.52,12.51,2973653011.82,372003991.78,692701153.67,30706361.36,1,0,1,1,21555851.89,0,0,7.01,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-26
2022,DE,C,LARGE,12.95,10.99,3089668498.69,339554568.01,459925273.27,53284075.07,0,1,0,0,-64674354.05,1,0,10.37,OECD_CBC_SUMMARY,2025-12-19
2023,LU,H,MEDIUM,21.58,15.48,3130361421.47,484579948.04,294323343.38,46678453.25,1,1,1,0,-34654122.23,1,0,13.77,EU_TAX_OBSERVATORY,2024-07-11
2024,SI,M,SMALL,32.37,19.34,3251182327.18,628778662.08,307153515.59,109389147.14,1,1,1,1,41781419.68,0,0,5.92,ACADEMIC_TAXPANEL,2025-06-18
2025,CY,R,MICRO,19.26,12.32,3295335047.6,405985277.86,352612866.51,28261757.51,1,1,1,0,-64387868.78,0,0,11.65,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-13
2026,GR,B,LARGE,15.08,8.95,3404687177.22,304719502.36,1440053347.87,40936654.27,0,1,1,1,15725099.24,0,0,12.48,OECD_CBC_SUMMARY,2024-04-13
2010,MT,G,MEDIUM,27.76,16.3,3447552727.52,561951094.59,859945172.16,121770050.42,1,0,0,0,64902735.02,1,0,4.87,EU_TAX_OBSERVATORY,2025-12-11
2011,ES,L,SMALL,32.53,18.04,3555457717.63,641404572.26,930647617.52,59583168.01,0,1,1,1,-34726915.91,0,0,8.89,ACADEMIC_TAXPANEL,2024-04-16
2012,CZ,Q,MICRO,9.44,5.81,3577980487.22,207880666.31,1376432257.43,6443225.17,1,0,1,1,117093884.37,1,1,2.1,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-16
2013,HU,A,LARGE,32.41,23.0,3695716068.06,850014695.65,917450511.09,63997454.93,1,1,1,1,21555470.29,1,0,13.57,OECD_CBC_SUMMARY,2025-12-14
2014,NL,F,MEDIUM,21.46,18.24,3781286561.09,689706668.74,1350992895.52,114772329.86,1,0,0,1,-35625436.59,1,0,9.4,EU_TAX_OBSERVATORY,2025-09-26
2015,SE,K,SMALL,31.28,22.89,3816737598.36,873651236.26,1403592720.3,54099824.03,0,0,1,1,68739608.46,1,0,4.87,ACADEMIC_TAXPANEL,2025-10-29
2016,DK,P,MICRO,16.91,12.25,3923361837.96,480611825.15,914858958.54,9730867.13,1,0,1,0,-42139346.91,1,0,8.98,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-02
2017,IE,U,LARGE,31.95,19.84,3960615543.09,785786123.75,1583718674.51,123584799.52,0,0,1,1,-69771878.75,1,1,4.44,OECD_CBC_SUMMARY,2024-03-14
2018,PL,E,MEDIUM,18.2,14.89,4047686778.92,602700561.38,1038575238.64,16064720.54,1,1,1,1,81902190.73,0,0,5.06,EU_TAX_OBSERVATORY,2025-05-21
2019,AT,J,SMALL,10.59,10.05,4155309456.63,417608600.39,326669863.86,44510829.96,0,0,1,1,24053993.65,0,0,9.01,ACADEMIC_TAXPANEL,2025-12-24
2020,EE,O,MICRO,10.29,8.51,4231801474.63,360126305.49,470548290.67,12976274.25,1,1,1,1,29562962.43,0,0,12.93,NATIONAL_CORPORATE_TAX_ADMIN,2025-04-01
2021,IT,T,LARGE,9.73,7.63,4274074484.62,326111883.18,748948430.02,37801752.18,1,1,0,1,86979780.81,1,0,11.01,OECD_CBC_SUMMARY,2025-11-27
2022,PT,D,MEDIUM,29.24,21.63,4370046420.39,945241040.73,755143186.53,164213165.97,1,1,1,1,-55792371.07,0,0,6.07,EU_TAX_OBSERVATORY,2024-07-05
2023,BE,I,SMALL,29.34,19.45,4412834833.82,858296375.18,1161736689.56,50917366.13,1,1,1,1,52963641.1,0,0,3.32,ACADEMIC_TAXPANEL,2024-06-04
2024,FI,N,MICRO,13.22,7.61,4528581310.0,344625037.69,971031228.79,43052308.39,0,1,1,1,114167047.52,1,0,12.49,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-03
2025,LV,S,LARGE,27.29,21.48,4558758833.3,979221397.39,1569826414.49,192100139.18,1,1,1,0,-37255453.19,0,0,5.23,OECD_CBC_SUMMARY,2026-02-01
2026,RO,C,MEDIUM,28.36,16.38,4629411334.31,758297576.56,851929367.83,72227887.16,1,0,0,1,103026042.04,1,0,9.23,EU_TAX_OBSERVATORY,2024-09-10
2010,BG,H,SMALL,12.66,8.79,4726048689.68,415419679.82,472585620.89,75287726.84,0,0,0,1,-8801652.5,1,0,11.88,ACADEMIC_TAXPANEL,2025-10-06
2011,FR,M,MICRO,17.92,12.25,4818014234.3,590206743.7,425621023.53,11918746.72,1,0,1,1,-24009511.55,1,0,2.38,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-22
2012,LT,R,LARGE,21.47,17.31,4881943023.89,845064337.44,1718542195.82,46204663.11,1,0,1,1,-11488878.1,1,1,0.82,OECD_CBC_SUMMARY,2024-10-28
2013,SK,B,MEDIUM,28.26,24.34,4977867369.49,1211612917.73,497932832.07,92398570.66,1,0,1,1,-21591148.63,0,0,2.55,EU_TAX_OBSERVATORY,2024-12-15
2014,HR,G,SMALL,19.04,17.34,5002452380.99,867425242.86,401596195.41,52838174.74,0,0,1,0,105093648.7,0,0,4.11,ACADEMIC_TAXPANEL,2024-10-18
2015,DE,L,MICRO,26.13,19.79,5090354165.43,1007381089.34,854684767.57,149949711.19,0,0,1,1,8233744.72,1,0,9.19,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-29
2016,LU,Q,LARGE,30.1,19.34,5156436318.08,997254783.92,537291799.03,128167117.47,1,0,0,1,-11555409.77,1,1,8.52,OECD_CBC_SUMMARY,2024-12-02
2017,SI,A,MEDIUM,29.71,18.78,5265611646.88,988881867.28,1694856603.22,77479679.95,0,0,0,1,56213022.72,1,0,3.29,EU_TAX_OBSERVATORY,2025-07-09
2018,CY,F,SMALL,23.54,16.34,5354149906.69,874868094.75,2010302675.58,106593534.1,0,0,1,0,39886424.69,0,0,4.67,ACADEMIC_TAXPANEL,2026-01-13
2019,GR,K,MICRO,21.94,12.61,5369971872.04,677153453.06,418934358.89,76954952.23,0,0,1,1,-18367926.36,0,1,3.16,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-12
2020,MT,P,LARGE,30.4,25.72,5480826076.06,1409668466.76,1116103021.19,201855982.58,1,0,1,0,35936258.2,0,0,8.8,OECD_CBC_SUMMARY,2025-08-21
2021,ES,U,MEDIUM,21.36,16.0,5576111133.24,892177781.32,1786417297.86,153912048.13,0,0,0,1,64774163.5,1,0,10.78,EU_TAX_OBSERVATORY,2024-06-09
2022,CZ,E,SMALL,25.27,16.79,5593362870.61,939125625.98,1528834690.48,139249290.99,0,0,1,1,-21061499.96,1,0,9.97,ACADEMIC_TAXPANEL,2025-06-07
2023,HU,J,MICRO,19.12,17.81,5715827925.24,1017988953.49,1966440948.91,163805875.6,1,0,1,1,58856673.85,1,0,6.96,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-21
2024,NL,O,LARGE,33.93,25.58,5796744406.85,1482807219.27,1577115737.52,125888822.29,1,0,1,1,-72498346.56,1,0,3.97,OECD_CBC_SUMMARY,2025-08-13
2025,SE,T,MEDIUM,27.03,25.55,5822106289.36,1487548156.93,895084921.99,104233521.71,0,0,1,1,11807455.46,1,0,10.8,EU_TAX_OBSERVATORY,2025-08-17
2026,DK,D,SMALL,25.92,14.61,5908788496.79,863273999.38,941541006.79,17730557.6,1,0,1,1,88987833.69,0,0,12.23,ACADEMIC_TAXPANEL,2025-12-11
2010,IE,I,MICRO,20.35,15.27,5976310092.55,912582551.13,1046103716.7,192413557.5,0,0,1,1,-45788616.54,1,0,11.74,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-02
2011,PL,N,LARGE,28.63,22.17,6064739133.92,1344552665.99,1954639035.13,213891042.62,0,0,1,1,-37114982.62,1,0,5.33,OECD_CBC_SUMMARY,2025-05-03
2012,AT,S,MEDIUM,26.78,16.11,6138205958.04,988864979.84,740734026.64,58736649.2,1,0,1,1,63725833.88,1,0,8.74,EU_TAX_OBSERVATORY,2025-01-05
2013,EE,C,SMALL,22.92,20.96,6220461107.16,1303808648.06,2569440461.09,89477112.13,1,0,1,0,99094680.52,1,0,1.81,ACADEMIC_TAXPANEL,2025-08-28
2014,IT,H,MICRO,20.26,17.89,6269105449.49,1121542964.91,2591673266.61,169754198.85,1,0,1,1,14692933.81,1,0,11.96,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-02
2015,PT,M,LARGE,13.74,9.94,6346799730.82,630871893.24,1861290293.4,41968117.81,1,0,1,1,-10142036.02,1,0,10.55,OECD_CBC_SUMMARY,2025-09-11
2016,BE,R,MEDIUM,29.35,16.67,6429624558.92,1071818413.97,1295513064.69,92483032.84,1,0,1,1,31222837.13,1,1,3.54,EU_TAX_OBSERVATORY,2025-03-18
2017,FI,B,SMALL,11.12,8.91,6531717471.33,581976026.7,2825084397.77,127178368.18,0,0,0,1,30225554.16,1,0,8.94,ACADEMIC_TAXPANEL,2026-01-31
2018,LV,G,MICRO,28.08,26.41,6583538264.33,1738712455.61,2054309162.99,242637903.85,1,0,1,1,7708319.38,1,0,7.84,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-26
2019,RO,L,LARGE,15.88,12.46,6658099515.58,829599199.64,1613133572.75,122771694.71,1,0,1,1,90916041.32,0,0,9.89,OECD_CBC_SUMMARY,2025-12-30
2020,BG,Q,MEDIUM,14.76,10.61,6718064976.28,712786693.98,1254800729.74,37796644.34,1,0,1,0,110088411.41,1,0,6.13,EU_TAX_OBSERVATORY,2026-02-15
2021,FR,A,SMALL,20.23,12.88,6840228644.59,881021449.42,749078259.14,175373164.22,1,0,1,1,-36320475.3,0,0,6.34,ACADEMIC_TAXPANEL,2024-08-23
2022,LT,F,MICRO,9.61,7.97,6928939027.64,552236440.5,474148695.96,85946379.17,1,0,0,1,49323566.87,1,0,3.44,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-02
2023,SK,K,LARGE,14.19,10.82,6949393395.44,751924365.39,3033780773.67,85516746.58,1,1,1,1,68183854.25,1,0,4.3,OECD_CBC_SUMMARY,2025-11-19
2024,HR,P,MEDIUM,20.8,16.31,7073642103.3,1153711027.05,1482992878.15,227089896.9,1,0,1,1,57478381.4,1,0,7.56,EU_TAX_OBSERVATORY,2026-01-07
2025,DE,U,SMALL,10.61,6.27,7120989367.75,446486033.36,2747055905.93,82540477.14,0,1,1,0,84347436.28,1,0,8.77,ACADEMIC_TAXPANEL,2025-02-07
2026,LU,E,MICRO,16.93,12.17,7201347622.46,876404005.65,412063378.37,23853518.86,1,1,1,1,26849824.82,1,0,13.71,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-05
2010,SI,J,LARGE,33.65,23.01,7291864039.6,1677857915.51,866678552.0,82590396.37,0,0,1,1,64174361.84,0,0,1.53,OECD_CBC_SUMMARY,2025-06-03
2011,CY,O,MEDIUM,28.89,22.69,7344980010.75,1666575964.44,3171328891.53,168102019.96,1,0,1,0,-26643765.87,1,0,8.58,EU_TAX_OBSERVATORY,2024-10-23
2012,GR,T,SMALL,10.93,9.35,7437876083.7,695441413.83,734172253.05,60612111.9,0,0,0,1,48660154.97,1,0,13.11,ACADEMIC_TAXPANEL,2025-02-04
2013,MT,D,MICRO,12.7,9.66,7482285234.4,722788753.64,1271588260.58,155081560.63,1,0,1,1,-49224543.67,1,1,2.09,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-20
2014,ES,I,LARGE,26.53,24.61,7562789903.05,1861202595.14,912897609.82,396472431.39,0,0,1,1,-13312277.69,1,0,4.47,OECD_CBC_SUMMARY,2025-08-03
2015,CZ,N,MEDIUM,14.44,10.29,7678301189.68,790097192.42,434006669.43,149163601.84,0,0,1,0,-49385470.73,1,0,10.04,EU_TAX_OBSERVATORY,2024-07-18
2016,HU,S,SMALL,11.38,9.27,7748501721.68,718286109.6,2620645890.59,35731979.52,0,0,1,1,24866548.34,1,0,1.28,ACADEMIC_TAXPANEL,2024-05-04
2017,NL,C,MICRO,24.15,18.22,7780596449.96,1417624673.18,2537058405.66,210588371.44,1,0,1,1,39848706.76,1,0,1.78,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-22
2018,SE,H,LARGE,29.9,18.37,7885317359.35,1448532798.91,1879459037.32,202277292.18,0,1,1,1,44731403.13,1,0,3.4,OECD_CBC_SUMMARY,2025-01-04
2019,DK,M,MEDIUM,31.63,25.1,7943764922.71,1993884995.6,447378728.4,324343177.42,1,0,1,0,69629215.99,0,0,1.83,EU_TAX_OBSERVATORY,2024-06-09
2020,IE,R,SMALL,20.33,16.67,7999306124.37,1333484330.93,1800551804.78,221531729.72,1,0,1,0,26678909.66,0,0,2.02,ACADEMIC_TAXPANEL,2025-04-23
2021,PL,B,MICRO,26.09,22.96,8073841362.31,1853753976.79,531674168.95,116323343.28,0,0,0,1,-43635055.56,1,0,10.23,NATIONAL_CORPORATE_TAX_ADMIN,2024-08-04
2022,AT,G,LARGE,21.7,20.28,8197463530.74,1662445604.03,1397922038.9,101861661.05,0,1,1,1,-6906809.98,0,0,1.81,OECD_CBC_SUMMARY,2025-12-07
2023,EE,L,MEDIUM,29.42,21.02,8242721918.23,1732620147.21,2933171625.35,181030856.32,1,1,0,1,90238562.07,1,0,7.5,EU_TAX_OBSERVATORY,2024-10-30
2024,IT,Q,SMALL,31.35,28.84,8310034064.89,2396613824.31,3387042060.12,382969435.73,0,1,0,1,-50519918.23,1,0,2.01,ACADEMIC_TAXPANEL,2025-12-14
2025,PT,A,MICRO,16.19,12.62,8402822756.36,1060436231.85,3434058320.68,51954432.63,1,1,1,0,47590130.94,1,0,10.79,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-05
2026,BE,F,LARGE,20.23,13.86,8477877049.32,1175033759.04,2388144267.54,98000643.69,1,0,1,1,23910338.53,0,0,7.81,OECD_CBC_SUMMARY,2025-08-19
2010,FI,K,MEDIUM,13.07,7.28,8579362189.49,624577567.39,1301511550.69,129183633.83,1,0,1,1,100769385.36,1,0,12.15,EU_TAX_OBSERVATORY,2025-06-02
2011,LV,P,SMALL,13.8,10.35,8606324897.68,890754626.91,958577251.75,173840425.64,0,0,1,1,-3129777.35,1,1,13.71,ACADEMIC_TAXPANEL,2026-01-21
2012,RO,U,MICRO,29.38,16.57,8715215856.41,1444111267.41,1466677845.26,144180861.22,1,1,1,1,-70344771.84,0,0,12.78,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-09
2013,BG,E,LARGE,31.48,28.94,8757645275.5,2534462542.73,1497746227.85,541567089.53,1,0,1,1,59059677.35,1,0,8.68,OECD_CBC_SUMMARY,2025-02-05
2014,FR,J,MEDIUM,13.3,8.45,8820494928.22,745331821.43,1030575315.47,67021833.43,1,0,1,1,40218213.53,0,0,1.39,EU_TAX_OBSERVATORY,2025-08-05
2015,LT,O,SMALL,26.48,18.93,8953565921.18,1694910028.88,4023095678.52,136543618.52,0,0,1,0,92706389.95,1,0,7.83,ACADEMIC_TAXPANEL,2025-08-21
2016,SK,T,MICRO,17.98,14.78,8993151007.29,1329187718.88,622415380.27,250131292.63,1,0,1,1,108246679.37,1,0,7.62,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-26
2017,HR,D,LARGE,31.31,21.3,9095236361.87,1937285345.08,1541825766.52,377625673.61,1,0,1,1,84632906.42,1,0,11.8,OECD_CBC_SUMMARY,2025-11-26
2018,DE,I,MEDIUM,17.63,14.71,9137531219.16,1344130842.34,4021283548.24,202069825.72,0,0,1,1,73009353.65,1,0,13.57,EU_TAX_OBSERVATORY,2025-05-11
2019,LU,N,SMALL,14.03,10.37,9216963729.37,955799138.74,2526358166.12,161581083.48,0,0,1,1,66217718.44,1,0,13.49,ACADEMIC_TAXPANEL,2025-07-25
2020,SI,S,MICRO,30.1,25.1,9274932442.08,2328008042.96,2915996552.78,56445321.17,1,0,1,1,92151604.98,1,0,7.64,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-20
2021,CY,C,LARGE,16.59,10.33,9361670155.82,967060527.1,3178170173.85,206407598.95,0,1,1,1,10256503.29,1,0,7.86,OECD_CBC_SUMMARY,2024-06-02
2022,GR,H,MEDIUM,25.18,23.53,9436247303.05,2220348990.41,566387532.62,133553462.36,1,1,1,1,29222470.53,1,0,9.61,EU_TAX_OBSERVATORY,2025-04-03
2023,MT,M,SMALL,30.89,22.88,9538471591.94,2182402300.24,1598799429.75,339744998.21,1,1,1,1,-33952100.9,0,0,4.29,ACADEMIC_TAXPANEL,2024-06-26
2024,ES,R,MICRO,24.13,14.52,9601978512.97,1394207280.08,1336998379.7,154903663.04,0,1,1,1,97212141.38,1,0,8.42,NATIONAL_CORPORATE_TAX_ADMIN,2026-02-04
2025,CZ,B,LARGE,29.53,26.56,9677569900.63,2570362565.61,1633614571.93,185549220.88,1,1,0,1,-9524910.86,0,0,12.46,OECD_CBC_SUMMARY,2025-07-31
2026,HU,G,MEDIUM,21.82,13.77,9772969160.03,1345737853.34,4071201851.77,128303563.24,1,0,0,1,49839048.34,0,1,6.64,EU_TAX_OBSERVATORY,2026-01-14
2010,NL,L,SMALL,19.81,11.17,9802681479.75,1094959521.29,655174208.3,230165342.0,1,0,1,1,46708488.57,1,0,13.66,ACADEMIC_TAXPANEL,2024-09-01
2011,SE,Q,MICRO,16.84,15.41,9884906570.18,1523264102.46,1380008952.49,118829862.02,1,0,1,1,-62519736.51,0,0,13.9,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-10
2012,DK,A,LARGE,28.36,19.67,9944531507.19,1956089347.46,3610925581.71,316323602.57,0,1,1,1,17870973.74,0,0,10.37,OECD_CBC_SUMMARY,2025-07-28
2013,IE,F,MEDIUM,22.99,14.23,10070657313.42,1433054535.7,639849010.41,32443466.58,1,0,1,0,-6859304.2,1,1,11.77,EU_TAX_OBSERVATORY,2025-07-21
2014,PL,K,SMALL,10.06,5.98,10154343150.2,607229720.38,2859665333.79,79741937.21,1,0,1,0,43119252.94,1,0,8.39,ACADEMIC_TAXPANEL,2026-01-09
2015,AT,P,MICRO,17.63,9.7,10178515264.88,987315980.69,666143702.44,70735390.05,1,1,0,1,-5612513.29,1,0,11.8,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-14
2016,EE,U,LARGE,21.49,13.27,10280622476.63,1364238602.65,1579307569.49,103751609.07,1,0,0,1,55442594.71,1,0,7.33,OECD_CBC_SUMMARY,2025-11-27
2017,IT,E,MEDIUM,21.4,16.69,10342132841.47,1726101971.24,4099878034.77,276178754.07,0,0,1,1,-60829606.64,1,0,4.68,EU_TAX_OBSERVATORY,2024-01-12
2018,PT,J,SMALL,26.52,20.21,10444371953.71,2110807571.84,1117145373.51,382603475.79,1,0,1,0,-13079076.35,1,0,7.7,ACADEMIC_TAXPANEL,2025-11-18
2019,BE,O,MICRO,17.71,16.34,10502386398.72,1716089937.55,2403584821.79,373838285.4,0,0,0,0,79315548.02,1,0,8.98,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-01
2020,FI,T,LARGE,20.2,13.05,10574126126.1,1379923459.46,4447498478.29,277011987.43,1,1,1,1,59628864.82,1,0,13.52,OECD_CBC_SUMMARY,2025-05-14
2021,LV,D,MEDIUM,17.89,15.26,10680954085.54,1629913593.45,2930744597.84,348637577.3,0,1,0,1,59165274.45,1,0,7.91,EU_TAX_OBSERVATORY,2024-06-19
2022,RO,I,SMALL,20.32,12.26,10711691407.44,1313253366.55,2410379100.26,84073322.38,1,1,1,1,98889302.36,0,0,0.58,ACADEMIC_TAXPANEL,2025-04-14
2023,BG,N,MICRO,19.16,16.37,10803295317.34,1768499443.45,4722934372.41,62579107.46,1,1,1,1,58591091.95,1,0,9.79,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-21
2024,FR,S,LARGE,17.28,9.61,10862426612.22,1043879197.43,1424939940.48,64433016.01,1,0,1,0,106945770.76,1,0,10.35,OECD_CBC_SUMMARY,2025-05-01
2025,LT,C,MEDIUM,16.63,13.35,10967690045.07,1464186621.02,1558765782.54,195414135.06,1,1,0,1,-23200056.62,1,0,3.2,EU_TAX_OBSERVATORY,2024-08-02
2026,SK,H,SMALL,19.79,17.85,10995988360.68,1962783922.38,3479302134.96,106552079.5,1,0,1,1,-23229290.43,1,0,4.77,ACADEMIC_TAXPANEL,2024-10-01
2010,HR,M,MICRO,29.53,18.52,11122937630.14,2059968049.1,4151085603.16,99019514.55,1,0,0,1,-77861879.16,1,0,4.5,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-02
2011,DE,R,LARGE,33.7,28.3,11187460714.21,3166051382.12,1472091774.31,287537149.24,1,0,1,1,-3463603.96,1,1,12.74,OECD_CBC_SUMMARY,2024-02-11
2012,LU,B,MEDIUM,23.53,13.66,11256303700.04,1537611085.43,2460929517.4,236430584.95,1,0,1,0,106142321.26,1,0,10.87,EU_TAX_OBSERVATORY,2024-01-25
2013,SI,G,SMALL,26.54,22.56,11348189868.66,2560151634.37,1558585116.17,332684527.54,1,1,1,1,-12365941.02,0,0,5.94,ACADEMIC_TAXPANEL,2024-07-04
2014,CY,L,MICRO,15.63,14.42,11398672952.8,1643688639.79,895087338.41,259131245.58,0,1,1,1,-16681746.64,0,0,9.86,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-08
2015,GR,Q,LARGE,29.33,19.35,11464550341.3,2218390491.04,4557734359.2,201988026.44,0,0,1,0,-47413821.78,0,0,12.88,OECD_CBC_SUMMARY,2024-12-26
2016,MT,A,MEDIUM,26.83,14.85,11526193952.23,1711639801.91,2578115514.22,204563313.03,0,0,0,1,-57820213.3,0,1,3.96,EU_TAX_OBSERVATORY,2025-07-19
2017,ES,F,SMALL,17.97,11.46,11628304097.83,1332603649.61,1179132204.72,125500405.08,1,0,1,1,-18384627.83,1,0,6.23,ACADEMIC_TAXPANEL,2024-03-30
2018,CZ,K,MICRO,23.2,17.34,11679712478.12,2025262143.71,5107055379.94,230908074.46,0,0,1,1,-70791272.27,1,0,11.48,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-08
