civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2004,MT,MT_EP_04,MT_P08,EPP,35a9380efb603b518a51ee1e,OPEN_LIST,1034630,4.72,2,68.34,32075273,3.45,0,M,31,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-01-01
2009,SK,SK_EP_05,SK_P09,NI,82cb65ca0691e4ef88d1b6e8,CLOSED_LIST,2216952,14.209,4,48.55,32137926,43.44,0,F,31,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-01-18
2014,BE,BE_EP_06,BE_P10,ID,6df5df96cfe916a7e5fc44ca,MIXED,348436,2.15,1,50.22,32274154,42.03,1,X,33,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-11
2019,DK,DK_EP_07,DK_P11,GREENS_EFA,4024604d19914352433b4f5e,STV,2124239,14.386,1,45.66,32339440,35.13,1,M,34,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-03-07
2024,GR,GR_EP_08,GR_P12,S&D,9bc864bb3461594ea34204ee,PREFERENTIAL,105410,0.381,0,85.27,32456677,12.66,0,F,34,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-08-03
2004,LT,LT_EP_09,LT_P13,OTHER,d8d8ecf54e00b3f4540d9ecb,OPEN_LIST,2323973,17.484,8,40.94,32467069,35.45,0,X,38,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-01
2009,PT,PT_EP_10,PT_P14,LEFT,859d2da9b5c45eb0e5968a23,CLOSED_LIST,222304,1.301,0,52.24,32707130,31.57,1,M,38,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-05-15
2014,SE,SE_EP_11,SE_P15,ECR,6d9747fcaffe17cebf375c80,MIXED,1600667,7.986,0,61.35,32671075,21.52,0,F,40,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-08-05
2019,CY,CY_EP_12,CY_P16,RENEW,7ea82ffa57b816217d19ba26,STV,36049,0.342,0,32.1,32809928,5.13,0,X,40,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-05
2024,FR,FR_EP_01,FR_P17,EPP,7e7ded4d0df2848067d8fb58,PREFERENTIAL,590481,2.316,1,77.35,32961150,41.13,0,M,41,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-07-06
2004,IT,IT_EP_02,IT_P18,NI,80fc059276682e97cc079f34,OPEN_LIST,1554965,10.381,0,45.49,32928785,26.52,0,F,39,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2026-02-14
2009,NL,NL_EP_03,NL_P19,ID,9b79847d99c35c202f1c6c8c,CLOSED_LIST,2443079,10.85,3,68.3,32967028,32.93,0,X,42,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-28
2014,SI,SI_EP_04,SI_P20,GREENS_EFA,3dcf1cab4fa2f29d4d843064,MIXED,732936,7.901,3,28.05,33070258,0.89,0,M,41,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2026-02-15
2019,BG,BG_EP_05,BG_P21,S&D,574d9976e253ce28ef07e2f9,STV,4700869,17.706,2,79.74,33294974,37.85,1,F,44,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-12-08
2024,EE,EE_EP_06,EE_P22,OTHER,4df4c1e17ea2f21eecc30b6c,PREFERENTIAL,233641,1.438,1,48.71,33350413,14.42,0,X,44,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-31
2004,HU,HU_EP_07,HU_P23,LEFT,edb82008cbcc75cf3cb1a3b4,OPEN_LIST,1950991,9.943,2,58.9,33314669,24.81,0,M,46,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-11-17
2009,LU,LU_EP_08,LU_P24,ECR,d53a6c0b1907e58fff73f23a,CLOSED_LIST,612472,3.666,1,50.0,33413787,1.53,1,F,49,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-05-02
2014,RO,RO_EP_09,RO_P25,RENEW,f11bc9e10045046ee8101412,MIXED,4271437,17.891,6,70.94,33654217,43.43,0,X,50,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-22
2019,AT,AT_EP_10,AT_P26,EPP,14f25bb8e1fd457948deb8d3,STV,1158095,7.829,2,44.03,33595487,13.43,0,M,50,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-11-28
2024,CZ,CZ_EP_11,CZ_P27,NI,ccbd9aa757ae6ab0b9364a7a,PREFERENTIAL,4415064,15.693,5,83.45,33713701,37.29,0,F,51,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-07-13
2004,DE,DE_EP_12,DE_P28,ID,b754ac8f9e03c65c83a3be74,OPEN_LIST,1624709,8.62,1,55.88,33731613,43.8,0,X,51,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-18
2009,LV,LV_EP_01,LV_P01,GREENS_EFA,9ff5046a877499d2933f9500,CLOSED_LIST,3066718,12.838,6,70.34,33959536,4.47,0,M,50,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-02-10
2014,PL,PL_EP_02,PL_P02,S&D,0448ea1a366e95065325a39d,MIXED,617666,4.369,2,41.47,34094046,20.66,0,F,51,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-08-20
2019,ES,ES_EP_03,ES_P03,OTHER,b5f6c08da422d99416f34708,STV,2327940,11.848,6,57.73,34035384,31.0,0,X,55,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-04
2024,HR,HR_EP_04,HR_P04,LEFT,fa37bc0874277a81caa06ff5,PREFERENTIAL,604005,3.116,1,56.85,34092534,2.59,0,M,57,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-10-25
2004,FI,FI_EP_05,FI_P05,ECR,4cc1a0814a15bd4dbe61b212,OPEN_LIST,8223,12.503,2,54.81,119990,26.41,1,F,55,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-07-02
2009,IE,IE_EP_06,IE_P06,RENEW,2308ff2cda141dcfa8888f3f,CLOSED_LIST,14262,16.603,7,44.14,194612,43.73,0,X,56,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-13
2014,MT,MT_EP_07,MT_P07,EPP,51b7ecd0cce47ea9d1529b6e,MIXED,59318,16.883,4,73.61,477305,37.54,0,M,58,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-04-08
2019,SK,SK_EP_08,SK_P08,NI,7fb46a1a8468bb8883c0059f,STV,8035,3.078,1,43.64,598141,34.16,0,F,60,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-09-14
2024,BE,BE_EP_09,BE_P09,ID,6fc5516519531f20e9d46e11,PREFERENTIAL,11482,2.782,0,66.11,624203,17.09,0,X,58,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-07
2004,DK,DK_EP_10,DK_P10,GREENS_EFA,31a8ef589d9f7fc76edf1d21,OPEN_LIST,39855,8.454,3,63.2,745945,33.26,0,M,61,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-08-07
2009,GR,GR_EP_11,GR_P11,S&D,e1e63c82ef8d45cb36073163,CLOSED_LIST,83036,17.926,0,60.7,763112,30.56,0,F,60,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-03-03
2014,LT,LT_EP_12,LT_P12,OTHER,5e8a262afd47fe933a6a9d19,MIXED,27106,5.894,1,51.54,892328,37.64,1,X,63,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-27
2019,PT,PT_EP_01,PT_P13,LEFT,d33aafbb516348242b01ebaf,STV,37863,7.22,1,64.72,810288,1.47,0,M,66,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-08-12
2024,SE,SE_EP_02,SE_P14,ECR,61426cbe29cbb33d3f362326,PREFERENTIAL,40503,9.186,3,41.44,1064055,0.24,0,F,64,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-08-11
2004,CY,CY_EP_03,CY_P15,RENEW,7ececc1ff3a2860e42b12eb1,OPEN_LIST,41949,4.57,2,78.22,1173630,24.37,0,X,67,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-15
2009,FR,FR_EP_04,FR_P16,EPP,e7a740ed88eaf9864be5abee,CLOSED_LIST,60694,8.461,1,67.83,1057524,33.55,0,M,65,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-04-21
2014,IT,IT_EP_05,IT_P17,NI,97e43b7d7f9bd82c0ee61536,MIXED,5285,1.127,0,35.91,1305344,25.29,0,F,67,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-02-11
2019,NL,NL_EP_06,NL_P18,ID,f771aac981482eb635fc26ab,STV,59648,9.52,4,48.45,1293267,20.97,0,X,69,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-21
2024,SI,SI_EP_07,SI_P19,GREENS_EFA,b71e833567f5ea19b8dee3e3,PREFERENTIAL,78541,9.223,3,58.41,1457921,26.39,0,M,71,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2026-01-30
2004,BG,BG_EP_08,BG_P20,S&D,bd942f4fbda874ef7e17448c,OPEN_LIST,172747,15.391,5,80.68,1391200,28.35,1,F,73,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-04-07
2009,EE,EE_EP_09,EE_P21,OTHER,0035ca229226c11d3669550a,CLOSED_LIST,180854,15.092,7,77.35,1549229,0.53,0,X,73,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-02
2014,HU,HU_EP_10,HU_P22,LEFT,835f9598d747858efd8b6c8d,MIXED,126038,9.414,4,82.8,1616945,38.23,1,M,73,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-04-06
2019,LU,LU_EP_11,LU_P23,ECR,667322fd9c0791845f801320,STV,92167,14.34,6,35.76,1797344,9.27,0,F,72,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-08-10
2024,RO,RO_EP_12,RO_P24,RENEW,d3abc96af8d968a888996ac7,PREFERENTIAL,109728,8.72,4,65.43,1923101,2.1,0,X,73,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-06
2004,AT,AT_EP_01,AT_P25,EPP,1eef5f2dc624b050eed74908,OPEN_LIST,17583,3.178,2,30.13,1836496,22.77,0,M,76,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-04-13
2009,CZ,CZ_EP_02,CZ_P26,NI,a2d03ed1c4f0c4875eb50013,CLOSED_LIST,45104,3.385,0,63.47,2099275,44.28,0,F,77,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-05-27
2014,DE,DE_EP_03,DE_P27,ID,26a9749d8b8a47b7471e1cc6,MIXED,188067,11.116,5,77.64,2179025,1.1,0,X,76,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-31
2019,LV,LV_EP_04,LV_P28,GREENS_EFA,072fa6af86e8afb5a5152c6c,STV,153837,10.979,4,62.86,2228997,20.77,0,M,77,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-07-28
2024,PL,PL_EP_05,PL_P01,S&D,0ab24ae5aec20a37db308d59,PREFERENTIAL,38808,5.243,2,34.44,2149214,30.71,0,F,78,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-01-06
2004,ES,ES_EP_06,ES_P02,OTHER,5a45a49959679c7d3e936c78,OPEN_LIST,63053,8.094,1,33.08,2354881,26.34,0,X,82,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-07
2009,HR,HR_EP_07,HR_P03,LEFT,58a764492de2a66738098b22,CLOSED_LIST,46909,4.701,1,39.23,2543407,40.26,0,M,84,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-01-15
2014,FI,FI_EP_08,FI_P04,ECR,0c6916b6977b18dd252416a3,MIXED,258463,14.08,6,73.32,2503587,13.46,0,F,82,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-03-03
2019,IE,IE_EP_09,IE_P05,RENEW,a6aa1d1557a81cb04761e74b,STV,215960,10.039,5,83.74,2568992,7.39,0,X,85,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-29
2024,MT,MT_EP_10,MT_P06,EPP,9c8d26afa31ec6f7e44e7680,PREFERENTIAL,52947,4.668,1,42.95,2640743,10.84,0,M,87,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-01-11
2004,SK,SK_EP_11,SK_P07,NI,d0864f22587c292cb5d97e1c,OPEN_LIST,8176,0.548,0,52.38,2848819,8.27,0,F,86,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-07-02
2009,BE,BE_EP_12,BE_P08,ID,d9abd7fa6fb620511e5e4844,CLOSED_LIST,20577,1.7,1,41.14,2942534,19.21,0,X,86,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-04
2014,DK,DK_EP_01,DK_P09,GREENS_EFA,6250db1b4e527e370af4f231,MIXED,61536,4.395,2,48.21,2904278,8.71,0,M,18,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-06-02
2019,GR,GR_EP_02,GR_P10,S&D,3f7db2ab12071a6c88fce91d,STV,191119,10.54,5,61.48,2949352,44.94,0,F,23,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-12-15
2024,LT,LT_EP_03,LT_P11,OTHER,213b2d5290d131c4ceb5084a,PREFERENTIAL,63231,2.526,1,77.46,3232236,44.78,0,X,21,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-18
2004,PT,PT_EP_04,PT_P12,LEFT,aa7491fc6b5f3ea19971cfdc,OPEN_LIST,29937,1.423,0,64.64,3255305,15.73,1,M,21,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-02-09
2009,SE,SE_EP_05,SE_P13,ECR,5b2ffe4bc168ba5fce74251e,CLOSED_LIST,13543,0.655,0,65.4,3161530,26.43,0,F,22,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-06-17
2014,CY,CY_EP_06,CY_P14,RENEW,67aefb380ea4597173f0588d,MIXED,206160,12.733,7,47.44,3412854,25.16,1,X,24,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-07
2019,FR,FR_EP_07,FR_P15,EPP,2665b5c0f06f937979aab9c7,STV,292147,13.066,2,64.39,3472502,18.4,0,M,26,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-07-16
2024,IT,IT_EP_08,IT_P16,NI,9d0d3798f89e36bfba5f0335,PREFERENTIAL,182373,9.401,3,53.49,3626552,25.68,0,F,29,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-03-23
2004,NL,NL_EP_09,NL_P17,ID,21c90783b8b2f690959b2138,OPEN_LIST,61824,2.934,1,56.71,3715443,27.02,0,X,28,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-08
2009,SI,SI_EP_10,SI_P18,GREENS_EFA,1edf71831e401a370276e579,CLOSED_LIST,249537,9.171,1,72.29,3764054,34.68,0,M,28,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-01-23
2014,BG,BG_EP_11,BG_P19,S&D,f06cc380498264077f4c44d6,MIXED,261912,10.862,0,63.54,3794873,23.46,1,F,28,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-08-22
2019,EE,EE_EP_12,EE_P20,OTHER,0eeed952cf22ec06fbe57b07,STV,263669,8.845,5,77.2,3861502,1.68,0,X,30,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-08
2024,HU,HU_EP_01,HU_P21,LEFT,37654f89ec4cc2ead307b706,PREFERENTIAL,45515,1.626,0,71.57,3909941,10.6,0,M,33,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-12-22
2004,LU,LU_EP_02,LU_P22,ECR,5d45908bfc12f1e5bf9662bd,OPEN_LIST,38679,1.613,1,58.36,4109669,43.02,0,F,33,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-07-24
2009,RO,RO_EP_03,RO_P23,RENEW,3ffda7afe63a3e475375bea4,CLOSED_LIST,12751,0.756,0,41.84,4031848,26.52,0,X,35,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-09
2014,AT,AT_EP_04,AT_P24,EPP,638c99113cb1f6f212e5f035,MIXED,48486,3.256,2,34.72,4288591,8.22,0,M,33,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-01-04
2019,CZ,CZ_EP_05,CZ_P25,NI,6998c0cc71b189ecf04c391c,STV,500353,15.46,7,77.24,4189983,27.6,0,F,37,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2026-02-17
2024,DE,DE_EP_06,DE_P26,ID,d3631430f4a3c7b750f5dbd7,PREFERENTIAL,403456,11.913,2,77.79,4353810,25.86,0,X,35,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-02
2004,LV,LV_EP_07,LV_P27,GREENS_EFA,7d4ed91f45faba063f38a19a,OPEN_LIST,253753,6.872,2,80.97,4560213,7.27,0,M,39,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-04-11
2009,PL,PL_EP_08,PL_P28,S&D,e1fb8ed6c5a43e13646f80d2,CLOSED_LIST,168288,5.16,1,69.96,4661603,4.48,0,F,38,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-10-31
2014,ES,ES_EP_09,ES_P01,OTHER,315bf56adc35b4b6e06f8345,MIXED,300840,12.609,4,50.41,4732847,40.43,0,X,39,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-11
2019,HR,HR_EP_10,HR_P02,LEFT,7316fbfb411b0423e3c768a9,STV,429234,12.132,1,72.88,4854652,0.41,1,M,43,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-10-15
2024,FI,FI_EP_11,FI_P03,ECR,9971e32f73f7380db679db0a,PREFERENTIAL,204328,14.772,7,28.45,4862069,24.08,0,F,44,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-02-26
2004,IE,IE_EP_12,IE_P04,RENEW,ddd219d7324c25dffef8e9af,OPEN_LIST,337108,14.368,0,47.47,4942611,16.87,1,X,41,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-10
2009,MT,MT_EP_01,MT_P05,EPP,b089feeab43fe80f677ea529,CLOSED_LIST,229244,6.334,3,73.67,4912610,39.41,0,M,42,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-01-31
2014,SK,SK_EP_02,SK_P06,NI,b017b780c15df8889203e839,MIXED,53777,2.808,1,38.5,4975081,30.0,1,F,47,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-10-11
2019,BE,BE_EP_03,BE_P07,ID,42cbec1ca67a26db61b4ce03,STV,26840,1.011,0,50.89,5215135,10.52,0,X,48,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-25
2024,DK,DK_EP_04,DK_P08,GREENS_EFA,65dbd025a572b478043c2caa,PREFERENTIAL,244852,6.961,2,68.2,5157264,29.87,0,M,49,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-01-17
2004,GR,GR_EP_05,GR_P09,S&D,2ae23aa616f742dc38642b14,OPEN_LIST,250624,6.58,3,72.91,5224371,35.03,0,F,50,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-04-05
2009,LT,LT_EP_06,LT_P10,OTHER,fa58b0a6a42c604018eb2d44,CLOSED_LIST,205066,13.511,3,28.7,5288288,7.02,0,X,50,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-30
2014,PT,PT_EP_07,PT_P11,LEFT,c5fc9699b5fa6a0e1aa5101d,MIXED,370922,12.438,2,53.81,5541973,19.34,0,M,51,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-06-28
2019,SE,SE_EP_08,SE_P12,ECR,2a5c0b08832fed0c3944a9ae,STV,208491,9.441,2,39.17,5638011,8.96,0,F,50,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-05-16
2024,CY,CY_EP_09,CY_P13,RENEW,fc3cc3a5fcd6353d9285e907,PREFERENTIAL,302340,17.81,1,30.4,5584049,31.09,1,X,53,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-05
2004,FR,FR_EP_10,FR_P14,EPP,61544d6c9cb49b6a414ea269,OPEN_LIST,13491,0.372,0,62.26,5818649,38.55,0,M,51,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-11-30
2009,IT,IT_EP_11,IT_P15,NI,0fa4ba559f809a7999edb79d,CLOSED_LIST,376359,12.483,5,51.7,5831867,40.87,0,F,53,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-05-22
2014,NL,NL_EP_12,NL_P16,ID,06a3a686a2119dbd0aea0c52,MIXED,407957,14.639,5,47.61,5853428,41.87,0,X,56,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-15
2019,SI,SI_EP_01,SI_P17,GREENS_EFA,ea59f47aa3114c4bb160724b,STV,194637,5.237,1,60.88,6104368,33.14,0,M,54,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-01-05
2024,BG,BG_EP_02,BG_P18,S&D,0065109e6d656f4f36b603dd,PREFERENTIAL,225206,11.471,3,31.69,6195195,29.96,0,F,55,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-07-27
2004,EE,EE_EP_03,EE_P19,OTHER,73318429085848a6586bce93,OPEN_LIST,325234,10.173,1,51.5,6207994,22.37,0,X,58,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-15
2009,HU,HU_EP_04,HU_P20,LEFT,e250bacd69f7d65e7a5be73a,CLOSED_LIST,405914,9.497,1,67.35,6345873,37.5,0,M,58,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-05-27
2014,LU,LU_EP_05,LU_P21,ECR,1e352e58d39922185a820566,MIXED,53006,2.14,1,39.38,6290775,41.33,0,F,62,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-10-24
2019,RO,RO_EP_06,RO_P22,RENEW,b3e6ae55dc2d9f0aad70c298,STV,60174,3.016,1,31.13,6409253,41.24,0,X,61,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-26
2024,AT,AT_EP_07,AT_P23,EPP,3bf0e4e465b309246cb1aa1c,PREFERENTIAL,30581,0.589,0,80.32,6469304,5.07,0,M,62,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-04-02
2004,CZ,CZ_EP_08,CZ_P24,NI,e126671dd57de61ea3eec28d,OPEN_LIST,604994,17.719,3,52.22,6538279,7.22,1,F,65,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-01-16
2009,DE,DE_EP_09,DE_P25,ID,57670d5d27911668afbf64b0,CLOSED_LIST,44986,1.392,1,48.63,6643689,24.66,0,X,66,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-14
2014,LV,LV_EP_10,LV_P26,GREENS_EFA,50ce89dbfdd44dc5b310e125,MIXED,203424,6.391,2,47.34,6723524,36.18,0,M,63,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-11-28
2019,PL,PL_EP_11,PL_P27,S&D,46a867b51192498b65113239,STV,239024,11.431,2,30.06,6956285,17.16,0,F,67,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2026-02-23
2024,ES,ES_EP_12,ES_P28,OTHER,45e671da2c4b8612d972f717,PREFERENTIAL,139371,4.399,2,46.05,6880774,43.62,0,X,65,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-10
2004,HR,HR_EP_01,HR_P01,LEFT,b6fc2a373e45a83313ab69cb,OPEN_LIST,229549,7.698,3,41.98,7103569,8.37,0,M,66,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-12-06
2009,FI,FI_EP_02,FI_P02,ECR,0f1671dc573e907a5a3afee0,CLOSED_LIST,547082,17.472,4,43.82,7145768,2.6,1,F,71,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-03-24
2014,IE,IE_EP_03,IE_P03,RENEW,09daa846470b809ec351399d,MIXED,569536,12.523,6,62.48,7279087,21.19,0,X,68,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-02
2019,MT,MT_EP_04,MT_P04,EPP,98be6d0acc2a22032f9f325a,STV,292479,10.164,5,39.84,7223238,35.26,0,M,71,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-11-16
2024,SK,SK_EP_05,SK_P05,NI,ed8fbf0059d5a86d0b926adb,PREFERENTIAL,208348,3.982,1,71.77,7289874,12.35,0,F,71,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-12-28
2004,BE,BE_EP_06,BE_P06,ID,7492eb60a173642b24e09c5f,OPEN_LIST,823078,15.427,2,72.72,7336624,11.26,0,X,73,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-13
2009,DK,DK_EP_07,DK_P07,GREENS_EFA,fd2069cfe83d25aa9dbd8edd,CLOSED_LIST,614896,17.147,9,47.98,7473896,4.53,0,M,72,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-01-24
2014,GR,GR_EP_08,GR_P08,S&D,33e8ee23ad5fe9eec156f542,MIXED,289020,4.511,1,83.9,7636468,23.96,0,F,76,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-11-04
2019,LT,LT_EP_09,LT_P09,OTHER,6e695aeb46adeae27c40e7ab,STV,427001,9.285,1,59.5,7729020,6.69,0,X,74,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-07
2024,PT,PT_EP_10,PT_P10,LEFT,f710a40b032172c5b3fba9af,PREFERENTIAL,609305,11.402,1,69.44,7695897,36.09,1,M,77,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-26
