travel_passenger_reference_month,travel_passenger_mode_code,travel_passenger_origin_airport_station_code,travel_passenger_destination_airport_station_code,travel_passenger_origin_country_iso2,travel_passenger_destination_country_iso2,travel_passenger_intra_eu_flag,travel_passenger_schengen_flag,travel_passenger_passenger_count,travel_passenger_seat_capacity_count,travel_passenger_load_factor_pct,travel_passenger_avg_fare_eur,travel_passenger_delay_minutes_avg,travel_passenger_cancellation_rate_pct,travel_passenger_co2e_kg_per_passenger,travel_passenger_operator_code,travel_passenger_regulation_261_claims_count,travel_passenger_data_provider,travel_passenger_data_quality_flag,travel_passenger_data_extract_date
2026-12,RAIL,JOOW,OXBN,RO,AT,1,1,883,1591,55.5,125.47,19.59,0.25,4.522,OPROAT622,59,RAIL_OPERATOR_REPORTING,IMPUTED,2025-10-08
2018-01,AIR,YJT,BQE,AT,EE,1,1,887,1029,86.2,288.68,18.38,1.22,89.182,OPATEE623,60,EUROCONTROL,OK,2024-10-10
2018-02,RAIL,TGOE,YPBV,CZ,IT,1,1,793,1399,56.68,28.25,1.02,2.66,12.552,OPCZIT624,67,ERA,REVISED,2024-03-19
2018-03,AIR,EXP,HEA,DE,PT,1,1,825,917,89.97,88.14,35.61,5.45,22.821,OPDEPT625,74,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-12
2018-04,RAIL,DYOM,IHBD,LV,BE,1,1,827,1326,62.37,33.04,24.68,3.46,12.958,OPLVBE626,73,AIRLINE_REPORTING,FLAGGED,2024-01-06
2018-05,AIR,KLL,NSW,PL,FI,1,0,607,735,82.59,147.33,42.33,6.22,70.091,OPPLFI627,80,RAIL_OPERATOR_REPORTING,IMPUTED,2025-12-24
2018-06,RAIL,NQOU,SZBL,ES,LV,1,1,612,993,61.63,172.53,17.03,2.75,1.43,OPESLV628,4,EUROCONTROL,OK,2025-02-25
2018-07,AIR,QZH,TGS,HR,RO,1,1,737,960,76.77,62.44,34.21,4.82,49.178,OPHRRO629,15,ERA,REVISED,2024-04-03
2018-08,RAIL,XIOC,CRBT,FI,BG,1,0,764,1125,67.91,175.09,0.48,1.52,11.176,OPFIBG630,10,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-15
2018-09,AIR,WND,ZUO,IE,FR,1,1,932,1568,59.44,400.38,22.65,4.07,78.052,OPIEFR631,11,AIRLINE_REPORTING,FLAGGED,2024-10-06
2018-10,RAIL,HAOK,MJBB,MT,LT,1,1,718,814,88.21,101.3,0.05,0.55,8.488,OPMTLT632,6,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-18
2018-11,AIR,CBZ,FIK,SK,AT,1,0,922,1588,58.06,222.73,29.71,7.23,59.044,OPSKAT633,26,EUROCONTROL,OK,2024-07-20
2018-12,RAIL,RSOS,WBBJ,BE,HR,1,1,836,1350,61.93,93.62,16.28,0.45,5.384,OPBEHR634,15,ERA,REVISED,2025-10-16
2019-01,AIR,IPV,LWG,DK,DE,1,0,826,1117,73.95,354.96,25.68,0.74,82.705,OPDKDE635,25,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-04-18
2019-02,RAIL,BKOA,GTBR,GR,LU,1,0,762,840,90.71,64.28,2.55,2.42,7.315,OPGRLU636,18,AIRLINE_REPORTING,FLAGGED,2024-03-04
2019-03,AIR,ODR,RKC,LT,SI,1,1,708,1118,63.33,101.59,26.3,0.31,29.765,OPLTSI637,18,RAIL_OPERATOR_REPORTING,IMPUTED,2024-06-19
2019-04,RAIL,LCOI,QLBZ,PT,CY,1,0,902,1111,81.19,42.87,11.94,0.7,9.263,OPPTCY638,15,EUROCONTROL,OK,2025-11-19
2019-05,AIR,URN,XYY,SE,GR,1,1,634,715,88.67,303.58,49.51,0.36,48.022,OPSEGR639,26,ERA,REVISED,2024-02-17
2019-06,RAIL,VUOQ,ADBH,CY,MT,1,1,636,990,64.24,126.63,4.99,2.03,11.641,OPCYMT640,20,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-01
2019-07,AIR,AFJ,DMU,FR,ES,1,1,721,962,74.95,142.76,8.62,3.23,76.431,OPFRES641,15,AIRLINE_REPORTING,FLAGGED,2026-01-22
2019-08,RAIL,FMOY,KVBP,IT,CZ,1,1,856,1186,72.18,29.91,10.46,3.39,13.029,OPITCZ642,19,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-09
2019-09,AIR,GTF,JAQ,NL,HU,1,1,749,823,91.01,90.03,3.27,3.19,9.656,OPNLHU643,15,EUROCONTROL,OK,2025-04-30
2019-10,RAIL,PEOG,UNBX,SI,NL,1,0,927,1142,81.17,166.14,14.45,0.7,1.697,OPSINL644,23,ERA,REVISED,2025-11-14
2019-11,AIR,MHB,POM,BG,SE,1,1,705,1032,68.31,171.76,21.57,6.01,40.794,OPBGSE645,27,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-01-16
2019-12,RAIL,ZWOO,EFBF,EE,DK,1,1,847,1030,82.23,36.33,18.92,0.11,1.327,OPEEDK646,26,AIRLINE_REPORTING,FLAGGED,2025-12-13
2020-01,AIR,SVX,VCI,HU,IE,1,1,670,1071,62.56,188.04,17.05,6.93,94.593,OPHUIE647,37,RAIL_OPERATOR_REPORTING,IMPUTED,2025-05-30
2020-02,RAIL,JOOW,OXBN,LU,PL,1,1,855,1024,83.5,121.87,1.07,1.83,3.482,OPLUPL648,27,EUROCONTROL,OK,2025-02-02
2020-03,AIR,YJT,BQE,RO,AT,1,0,807,1202,67.14,90.98,54.67,4.63,72.965,OPROAT649,37,ERA,REVISED,2025-03-10
2020-04,RAIL,TGOE,YPBV,AT,EE,1,1,702,919,76.39,97.61,20.59,3.46,13.83,OPATEE650,29,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-24
2020-05,AIR,EXP,HEA,CZ,IT,1,1,676,1156,58.48,243.3,39.74,1.54,57.658,OPCZIT651,33,AIRLINE_REPORTING,FLAGGED,2024-05-29
2020-06,RAIL,DYOM,IHBD,DE,PT,1,1,736,857,85.88,68.96,23.97,1.66,6.35,OPDEPT652,32,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-11
2020-07,AIR,KLL,NSW,LV,BE,1,1,1038,1638,63.37,93.25,10.48,4.58,29.252,OPLVBE653,33,EUROCONTROL,OK,2025-12-31
2020-08,RAIL,NQOU,SZBL,PL,FI,1,1,898,1236,72.65,138.55,0.23,2.54,6.926,OPPLFI654,26,ERA,REVISED,2024-12-03
2020-09,AIR,QZH,TGS,ES,LV,1,1,745,1347,55.31,184.1,4.97,5.28,92.27,OPESLV655,29,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-03-23
2020-10,RAIL,XIOC,CRBT,HR,RO,1,1,670,1109,60.41,20.43,21.79,2.07,2.767,OPHRRO656,33,AIRLINE_REPORTING,FLAGGED,2025-07-24
2020-11,AIR,WND,ZUO,FI,BG,1,1,824,1303,63.24,228.68,52.6,3.76,69.412,OPFIBG657,47,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-15
2020-12,RAIL,HAOK,MJBB,IE,FR,1,1,684,967,70.73,52.64,16.59,2.44,11.804,OPIEFR658,31,EUROCONTROL,OK,2025-03-22
2021-01,AIR,CBZ,FIK,MT,LT,1,1,927,1598,58.01,272.47,44.2,6.26,53.349,OPMTLT659,34,ERA,REVISED,2024-07-26
2021-02,RAIL,RSOS,WBBJ,SK,AT,1,0,893,1323,67.5,98.27,14.44,3.45,2.856,OPSKAT660,41,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-11-29
2021-03,AIR,IPV,LWG,BE,HR,1,1,1071,1660,64.52,169.7,22.08,5.15,79.075,OPBEHR661,43,AIRLINE_REPORTING,FLAGGED,2025-05-08
2021-04,RAIL,BKOA,GTBR,DK,DE,1,1,882,1062,83.05,15.55,12.98,0.91,5.804,OPDKDE662,37,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-13
2021-05,AIR,ODR,RKC,GR,LU,1,1,1010,1418,71.23,318.62,53.4,2.82,13.836,OPGRLU663,59,EUROCONTROL,OK,2025-03-26
2021-06,RAIL,LCOI,QLBZ,LT,SI,1,1,745,987,75.48,84.86,7.15,3.22,1.117,OPLTSI664,44,ERA,REVISED,2024-02-28
2021-07,AIR,URN,XYY,PT,CY,1,1,1069,1327,80.56,33.85,6.49,1.5,16.298,OPPTCY665,62,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-22
2021-08,RAIL,VUOQ,ADBH,SE,GR,1,1,778,998,77.96,80.87,21.33,3.46,9.806,OPSEGR666,43,AIRLINE_REPORTING,FLAGGED,2025-06-30
2021-09,AIR,AFJ,DMU,CY,MT,1,1,905,1553,58.27,409.78,26.95,4.6,33.61,OPCYMT667,60,RAIL_OPERATOR_REPORTING,IMPUTED,2024-05-03
2021-10,RAIL,FMOY,KVBP,FR,ES,1,1,867,1437,60.33,67.2,18.49,1.8,10.343,OPFRES668,45,EUROCONTROL,OK,2024-10-14
2021-11,AIR,GTF,JAQ,IT,CZ,1,1,925,1323,69.92,243.65,44.28,1.65,48.244,OPITCZ669,53,ERA,REVISED,2024-04-24
2021-12,RAIL,PEOG,UNBX,NL,HU,1,1,1033,1689,61.16,72.22,21.95,3.21,1.64,OPNLHU670,47,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-05
2022-01,AIR,MHB,POM,SI,NL,1,0,779,1372,56.78,113.75,46.59,5.89,64.777,OPSINL671,56,AIRLINE_REPORTING,FLAGGED,2025-05-13
2022-02,RAIL,ZWOO,EFBF,BG,SE,1,1,1038,1181,87.89,52.33,0.44,3.06,10.897,OPBGSE672,47,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-16
2022-03,AIR,SVX,VCI,EE,DK,1,1,789,1147,68.79,153.87,52.14,4.16,60.38,OPEEDK673,46,EUROCONTROL,OK,2025-08-24
2022-04,RAIL,JOOW,OXBN,HU,IE,1,1,1063,1869,56.88,112.15,10.06,1.06,12.237,OPHUIE674,50,ERA,REVISED,2024-05-31
2022-05,AIR,YJT,BQE,LU,PL,1,1,730,875,83.43,312.59,50.25,2.54,20.674,OPLUPL675,55,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-27
2022-06,RAIL,TGOE,YPBV,RO,AT,1,1,1032,1727,59.76,52.1,19.46,1.43,10.675,OPROAT676,51,AIRLINE_REPORTING,FLAGGED,2025-07-01
2022-07,AIR,EXP,HEA,AT,EE,1,0,1002,1147,87.36,119.48,26.01,4.99,46.057,OPATEE677,64,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-21
2022-08,RAIL,DYOM,IHBD,CZ,IT,1,1,1019,1514,67.31,95.54,4.78,0.65,3.664,OPCZIT678,55,EUROCONTROL,OK,2025-05-01
2022-09,AIR,KLL,NSW,DE,PT,1,0,976,1552,62.89,209.73,18.13,6.19,26.105,OPDEPT679,55,ERA,REVISED,2025-10-27
2022-10,RAIL,NQOU,SZBL,LV,BE,1,1,1073,1850,58.0,26.84,18.79,0.78,1.939,OPLVBE680,56,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-01-24
2022-11,AIR,QZH,TGS,PL,FI,1,1,741,988,75.0,288.99,9.03,7.61,84.097,OPPLFI681,74,AIRLINE_REPORTING,FLAGGED,2025-01-02
2022-12,RAIL,XIOC,CRBT,ES,LV,1,1,787,1100,71.55,41.27,0.68,2.48,2.879,OPESLV682,62,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-06
2023-01,AIR,WND,ZUO,HR,RO,1,1,1108,1481,74.81,178.81,45.47,5.16,60.197,OPHRRO683,71,EUROCONTROL,OK,2026-02-02
2023-02,RAIL,HAOK,MJBB,FI,BG,1,1,964,1304,73.93,12.53,2.11,1.47,5.525,OPFIBG684,56,ERA,REVISED,2025-02-24
2023-03,AIR,CBZ,FIK,IE,FR,1,1,1107,1425,77.68,404.82,54.51,5.78,94.308,OPIEFR685,59,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-19
2023-04,RAIL,RSOS,WBBJ,MT,LT,1,1,1113,1455,76.49,17.07,21.09,1.39,6.812,OPMTLT686,59,AIRLINE_REPORTING,FLAGGED,2024-03-03
2023-05,AIR,IPV,LWG,SK,AT,1,1,905,1006,89.96,264.95,27.13,4.16,36.77,OPSKAT687,75,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-25
2023-06,RAIL,BKOA,GTBR,BE,HR,1,1,974,1497,65.06,150.08,6.42,0.82,6.993,OPBEHR688,60,EUROCONTROL,OK,2024-08-29
2023-07,AIR,ODR,RKC,DK,DE,1,1,916,1036,88.42,58.31,17.28,1.7,48.992,OPDKDE689,62,ERA,REVISED,2025-09-03
2023-08,RAIL,LCOI,QLBZ,GR,LU,1,1,1138,1627,69.94,150.8,12.87,1.55,13.574,OPGRLU690,72,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-11-23
2023-09,AIR,URN,XYY,LT,SI,1,0,1125,1447,77.75,312.94,35.78,4.02,47.945,OPLTSI691,86,AIRLINE_REPORTING,FLAGGED,2024-08-18
2023-10,RAIL,VUOQ,ADBH,PT,CY,1,1,967,1052,91.92,139.81,3.71,1.94,9.107,OPPTCY692,74,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-25
2023-11,AIR,AFJ,DMU,SE,GR,1,0,1052,1445,72.8,397.6,36.55,1.05,16.216,OPSEGR693,23,EUROCONTROL,OK,2024-05-14
2023-12,RAIL,FMOY,KVBP,CY,MT,1,1,1128,1512,74.6,70.37,24.99,2.77,8.968,OPCYMT694,4,ERA,REVISED,2024-02-28
2024-01,AIR,GTF,JAQ,FR,ES,1,1,910,1182,76.99,199.98,25.37,5.55,52.285,OPFRES695,21,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-09
2024-02,RAIL,PEOG,UNBX,IT,CZ,1,1,963,1347,71.49,54.15,1.67,2.08,12.426,OPITCZ696,9,AIRLINE_REPORTING,FLAGGED,2025-02-24
2024-03,AIR,MHB,POM,NL,HU,1,1,794,1094,72.58,298.09,32.12,0.89,47.168,OPNLHU697,12,RAIL_OPERATOR_REPORTING,IMPUTED,2024-04-28
2024-04,RAIL,ZWOO,EFBF,SI,NL,1,1,1059,1722,61.5,35.32,20.57,2.78,10.073,OPSINL698,12,EUROCONTROL,OK,2025-05-18
2024-05,AIR,SVX,VCI,BG,SE,1,1,1163,1425,81.61,345.58,20.77,7.76,60.809,OPBGSE699,12,ERA,REVISED,2025-12-26
2024-06,RAIL,JOOW,OXBN,EE,DK,1,1,955,1370,69.71,159.7,19.27,2.37,7.584,OPEEDK700,15,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-22
2024-07,AIR,YJT,BQE,HU,IE,1,0,1088,1859,58.53,161.82,14.56,2.32,45.379,OPHUIE701,20,AIRLINE_REPORTING,FLAGGED,2024-12-12
2024-08,RAIL,TGOE,YPBV,LU,PL,1,0,904,1152,78.47,99.45,15.02,3.19,8.884,OPLUPL702,14,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-24
2024-09,AIR,EXP,HEA,RO,AT,1,1,879,1544,56.93,355.85,4.95,7.2,37.266,OPROAT703,30,EUROCONTROL,OK,2025-09-07
2024-10,RAIL,DYOM,IHBD,AT,EE,1,1,1122,1425,78.74,61.84,13.8,0.38,5.69,OPATEE704,20,ERA,REVISED,2024-08-25
2024-11,AIR,KLL,NSW,CZ,IT,1,1,1025,1149,89.21,275.13,7.09,6.02,46.221,OPCZIT705,15,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-03-08
2024-12,RAIL,NQOU,SZBL,DE,PT,1,1,1053,1407,74.84,50.38,22.84,1.28,7.44,OPDEPT706,20,AIRLINE_REPORTING,FLAGGED,2025-06-14
2025-01,AIR,QZH,TGS,LV,BE,1,1,1159,2078,55.77,76.52,8.25,1.02,65.489,OPLVBE707,20,RAIL_OPERATOR_REPORTING,IMPUTED,2025-04-15
2025-02,RAIL,XIOC,CRBT,PL,FI,1,1,1187,1579,75.17,110.9,17.61,2.73,8.305,OPPLFI708,25,EUROCONTROL,OK,2024-08-14
2025-03,AIR,WND,ZUO,ES,LV,1,1,1134,1861,60.93,262.6,0.34,5.16,92.089,OPESLV709,40,ERA,REVISED,2025-06-12
2025-04,RAIL,HAOK,MJBB,HR,RO,1,1,1051,1262,83.28,50.91,19.01,0.02,12.717,OPHRRO710,26,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-20
2025-05,AIR,CBZ,FIK,FI,BG,1,0,1201,1660,72.35,147.93,11.25,4.62,87.038,OPFIBG711,25,AIRLINE_REPORTING,FLAGGED,2025-11-06
2025-06,RAIL,RSOS,WBBJ,IE,FR,1,1,989,1721,57.47,13.13,21.85,1.73,11.668,OPIEFR712,29,RAIL_OPERATOR_REPORTING,IMPUTED,2025-02-25
2025-07,AIR,IPV,LWG,MT,LT,1,1,890,1075,82.79,341.96,32.99,5.72,40.337,OPMTLT713,35,EUROCONTROL,OK,2024-08-21
2025-08,RAIL,BKOA,GTBR,SK,AT,1,1,1232,1928,63.9,104.21,14.06,2.94,3.441,OPSKAT714,24,ERA,REVISED,2025-06-08
2025-09,AIR,ODR,RKC,BE,HR,1,1,1181,1403,84.18,279.04,19.62,5.38,90.032,OPBEHR715,34,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-25
2025-10,RAIL,LCOI,QLBZ,DK,DE,1,1,1003,1295,77.45,96.01,11.55,1.32,4.188,OPDKDE716,28,AIRLINE_REPORTING,FLAGGED,2025-05-20
2025-11,AIR,URN,XYY,GR,LU,1,1,1150,1488,77.28,147.05,0.64,0.49,46.996,OPGRLU717,37,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-05
2025-12,RAIL,VUOQ,ADBH,LT,SI,1,1,1235,1392,88.72,167.26,14.73,3.38,7.784,OPLTSI718,33,EUROCONTROL,OK,2026-01-20
2026-01,AIR,AFJ,DMU,PT,CY,1,1,1047,1481,70.7,281.15,3.87,1.49,83.063,OPPTCY719,33,ERA,REVISED,2024-04-28
2026-02,RAIL,FMOY,KVBP,SE,GR,1,1,892,1194,74.71,141.0,13.88,1.19,12.186,OPSEGR720,29,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-10-12
2026-03,AIR,GTF,JAQ,CY,MT,1,1,973,1441,67.52,44.27,20.8,5.97,68.618,OPCYMT721,39,AIRLINE_REPORTING,FLAGGED,2025-07-06
2026-04,RAIL,PEOG,UNBX,FR,ES,1,1,1201,1413,85.0,42.88,13.61,1.68,5.293,OPFRES722,36,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-09
2026-05,AIR,MHB,POM,IT,CZ,1,1,1211,1532,79.05,182.05,31.39,5.03,70.574,OPITCZ723,47,EUROCONTROL,OK,2025-01-03
2026-06,RAIL,ZWOO,EFBF,NL,HU,1,1,1262,1847,68.33,175.16,1.23,3.11,11.746,OPNLHU724,37,ERA,REVISED,2025-03-14
2026-07,AIR,SVX,VCI,SI,NL,1,1,1183,1824,64.86,208.49,0.33,5.77,34.406,OPSINL725,54,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-23
2026-08,RAIL,JOOW,OXBN,BG,SE,1,0,1060,1343,78.93,149.2,1.01,2.95,10.424,OPBGSE726,41,AIRLINE_REPORTING,FLAGGED,2026-02-05
2026-09,AIR,YJT,BQE,EE,DK,1,1,877,1382,63.46,193.16,10.97,2.35,49.888,OPEEDK727,53,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-15
2026-10,RAIL,TGOE,YPBV,HU,IE,1,1,972,1374,70.74,18.68,22.38,0.03,8.398,OPHUIE728,43,EUROCONTROL,OK,2024-03-22
2026-11,AIR,EXP,HEA,LU,PL,1,0,1002,1371,73.09,227.81,6.99,1.07,68.327,OPLUPL729,61,ERA,REVISED,2024-04-07
2026-12,RAIL,DYOM,IHBD,RO,AT,1,0,1200,1509,79.52,134.37,18.66,0.53,8.813,OPROAT730,41,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-02-25
2018-01,AIR,KLL,NSW,AT,EE,1,1,981,1555,63.09,199.47,6.27,2.25,51.566,OPATEE731,39,AIRLINE_REPORTING,FLAGGED,2024-12-03
2018-02,RAIL,NQOU,SZBL,CZ,IT,1,1,1053,1589,66.27,109.9,10.11,1.94,3.768,OPCZIT732,48,RAIL_OPERATOR_REPORTING,IMPUTED,2024-05-23
2018-03,AIR,QZH,TGS,DE,PT,1,0,909,1319,68.92,67.52,33.71,7.04,77.298,OPDEPT733,65,EUROCONTROL,OK,2024-02-08
2018-04,RAIL,XIOC,CRBT,LV,BE,1,1,907,1021,88.83,91.61,13.51,1.93,11.577,OPLVBE734,49,ERA,REVISED,2026-01-23
2018-05,AIR,WND,ZUO,PL,FI,1,0,1122,1908,58.81,168.97,33.78,4.87,9.22,OPPLFI735,45,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-07-21
2018-06,RAIL,HAOK,MJBB,ES,LV,1,0,1044,1729,60.38,174.98,24.86,1.9,12.039,OPESLV736,46,AIRLINE_REPORTING,FLAGGED,2025-11-22
2018-07,AIR,CBZ,FIK,HR,RO,1,0,978,1238,79.0,43.7,13.89,3.64,15.215,OPHRRO737,52,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-22
2018-08,RAIL,RSOS,WBBJ,FI,BG,1,1,1264,1534,82.4,107.69,19.23,2.76,2.976,OPFIBG738,53,EUROCONTROL,OK,2024-03-11
2018-09,AIR,IPV,LWG,IE,FR,1,0,1107,1322,83.74,254.22,1.2,4.72,22.979,OPIEFR739,63,ERA,REVISED,2025-04-05
2018-10,RAIL,BKOA,GTBR,MT,LT,1,1,1132,1585,71.42,94.29,9.78,1.69,2.54,OPMTLT740,51,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-23
2018-11,AIR,ODR,RKC,SK,AT,1,1,1176,1367,86.03,259.36,22.39,2.38,89.296,OPSKAT741,71,AIRLINE_REPORTING,FLAGGED,2025-02-04
2018-12,RAIL,LCOI,QLBZ,BE,HR,1,1,1113,1750,63.6,162.83,1.13,2.0,6.576,OPBEHR742,52,RAIL_OPERATOR_REPORTING,IMPUTED,2025-01-24
2019-01,AIR,URN,XYY,DK,DE,1,0,926,1678,55.18,365.19,24.33,3.6,79.145,OPDKDE743,73,EUROCONTROL,OK,2024-01-04
2019-02,RAIL,VUOQ,ADBH,GR,LU,1,1,1093,1367,79.96,76.5,5.6,3.37,9.639,OPGRLU744,57,ERA,REVISED,2025-12-28
2019-03,AIR,AFJ,DMU,LT,SI,1,1,947,1050,90.19,129.98,10.6,0.2,65.985,OPLTSI745,77,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-02-05
2019-04,RAIL,FMOY,KVBP,PT,CY,1,1,1199,1913,62.68,168.34,22.39,0.25,3.661,OPPTCY746,58,AIRLINE_REPORTING,FLAGGED,2024-04-03
2019-05,AIR,GTF,JAQ,SE,GR,1,0,949,1113,85.27,378.97,5.64,0.75,33.706,OPSEGR747,68,RAIL_OPERATOR_REPORTING,IMPUTED,2024-08-29
2019-06,RAIL,PEOG,UNBX,CY,MT,1,0,1182,1829,64.63,31.13,7.73,0.59,10.737,OPCYMT748,58,EUROCONTROL,OK,2025-10-04
2019-07,AIR,MHB,POM,FR,ES,1,1,1298,1516,85.62,238.76,48.98,0.35,44.03,OPFRES749,58,ERA,REVISED,2025-08-12
2019-08,RAIL,ZWOO,EFBF,IT,CZ,1,1,1038,1784,58.18,142.65,6.37,1.16,4.937,OPITCZ750,59,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-21
2019-09,AIR,SVX,VCI,NL,HU,1,0,1154,2050,56.29,71.61,46.02,4.32,69.513,OPNLHU751,68,AIRLINE_REPORTING,FLAGGED,2024-02-05
2019-10,RAIL,JOOW,OXBN,SI,NL,1,1,1161,1679,69.15,111.83,10.85,0.9,10.343,OPSINL752,63,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-14
2019-11,AIR,YJT,BQE,BG,SE,1,1,1147,1627,70.5,235.69,28.75,4.48,77.933,OPBGSE753,69,EUROCONTROL,OK,2024-12-21
2019-12,RAIL,TGOE,YPBV,EE,DK,1,0,1006,1372,73.32,166.63,23.42,2.71,1.258,OPEEDK754,64,ERA,REVISED,2025-09-18
2020-01,AIR,EXP,HEA,HU,IE,1,1,1215,1387,87.6,384.51,29.84,0.46,27.777,OPHUIE755,78,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-20
2020-02,RAIL,DYOM,IHBD,LU,PL,1,1,1111,1237,89.81,16.34,12.23,1.23,1.048,OPLUPL756,69,AIRLINE_REPORTING,FLAGGED,2025-12-01
2020-03,AIR,KLL,NSW,RO,AT,1,1,1077,1844,58.41,241.8,2.83,0.59,14.807,OPROAT757,71,RAIL_OPERATOR_REPORTING,IMPUTED,2024-09-02
2020-04,RAIL,NQOU,SZBL,AT,EE,1,1,1058,1267,83.5,21.13,13.68,3.42,10.058,OPATEE758,7,EUROCONTROL,OK,2025-08-04
2020-05,AIR,QZH,TGS,CZ,IT,1,1,1263,1653,76.41,278.59,34.42,7.27,80.851,OPCZIT759,17,ERA,REVISED,2025-11-03
2020-06,RAIL,XIOC,CRBT,DE,PT,1,1,1337,1572,85.05,91.17,15.46,2.58,13.794,OPDEPT760,11,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-26
2020-07,AIR,WND,ZUO,LV,BE,1,0,1031,1660,62.11,38.78,7.92,3.4,30.145,OPLVBE761,18,AIRLINE_REPORTING,FLAGGED,2024-10-13
2020-08,RAIL,HAOK,MJBB,PL,FI,1,0,1345,2022,66.52,112.57,15.59,0.16,8.046,OPPLFI762,5,RAIL_OPERATOR_REPORTING,IMPUTED,2024-02-19
2020-09,AIR,CBZ,FIK,ES,LV,1,0,1010,1431,70.58,320.66,40.33,3.89,80.047,OPESLV763,10,EUROCONTROL,OK,2025-09-25
2020-10,RAIL,RSOS,WBBJ,HR,RO,1,0,1145,1624,70.5,152.78,24.41,1.63,10.258,OPHRRO764,16,ERA,REVISED,2025-07-18
2020-11,AIR,IPV,LWG,FI,BG,1,1,1093,1341,81.51,187.29,0.52,1.69,76.954,OPFIBG765,24,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-23
2020-12,RAIL,BKOA,GTBR,IE,FR,1,0,1175,1450,81.03,114.57,3.26,1.35,12.058,OPIEFR766,8,AIRLINE_REPORTING,FLAGGED,2024-01-24
2021-01,AIR,ODR,RKC,MT,LT,1,1,1303,1684,77.38,227.38,49.92,6.16,50.054,OPMTLT767,33,RAIL_OPERATOR_REPORTING,IMPUTED,2026-02-06
2021-02,RAIL,LCOI,QLBZ,SK,AT,1,1,1326,1824,72.7,31.57,23.48,2.65,5.507,OPSKAT768,19,EUROCONTROL,OK,2024-08-28
2021-03,AIR,URN,XYY,BE,HR,1,1,1142,1486,76.85,156.45,22.78,4.1,61.417,OPBEHR769,12,ERA,REVISED,2026-01-30
2021-04,RAIL,VUOQ,ADBH,DK,DE,1,1,1347,1517,88.79,120.42,9.49,1.47,8.269,OPDKDE770,20,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-10-15
2021-05,AIR,AFJ,DMU,GR,LU,1,1,1174,1278,91.86,206.65,17.1,7.61,39.923,OPGRLU771,22,AIRLINE_REPORTING,FLAGGED,2025-10-04
2021-06,RAIL,FMOY,KVBP,LT,SI,1,1,1355,1486,91.18,51.07,8.73,0.72,10.213,OPLTSI772,15,RAIL_OPERATOR_REPORTING,IMPUTED,2024-12-10
2021-07,AIR,GTF,JAQ,PT,CY,1,0,1395,2278,61.24,226.98,1.97,5.0,25.611,OPPTCY773,26,EUROCONTROL,OK,2024-06-02
2021-08,RAIL,PEOG,UNBX,SE,GR,1,0,1295,1932,67.03,42.86,22.37,2.04,8.369,OPSEGR774,20,ERA,REVISED,2026-02-01
