biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_inr,biz_output_new_orders_value_inr,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_inr,biz_output_r_and_d_spend_inr,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2022Q2,CL6553,62542986684.43,3127149334.22,68.43,92.58,17.33,16.61,94.61,73.35,6.97,7668795098.08,1679428457.51,1.73,0.178,71.16,0.6186,48790.1,0.4121,tier2_cities
2020Q1,CL7254,6391676533.09,1461966969.44,87.41,105.1,24.11,20.93,75.74,94.72,78.07,26660940573.8,343519491.05,36.3,0.1561,17.83,0.6756,23567.58,0.1562,export_oriented
2026Q1,CL3863,16768651474.24,3166281772.13,61.21,94.52,35.6,24.65,69.57,99.39,76.59,2598588162.34,4902967460.79,58.12,0.2258,52.04,0.582,27267.68,0.5976,national
2020Q4,CL4758,30284462037.76,7987471659.85,83.98,98.74,23.89,7.0,75.72,102.55,29.36,4542949132.39,1609825780.04,40.93,0.1232,13.16,0.4006,50283.63,0.1244,east
2019Q2,CL9684,27202812483.85,6414879305.9,75.56,82.85,16.95,17.72,85.35,94.95,69.03,23515833574.69,6297013380.09,4.01,0.1461,25.68,0.1312,68219.84,0.2166,west
2023Q4,CL7420,125026381976.58,23057992453.96,71.13,105.35,32.28,20.97,63.79,117.13,36.96,56219553856.23,1552930938.3,26.89,0.3615,61.43,0.2058,33601.77,0.2244,rural
2019Q3,CL4254,52065216517.87,5175431078.05,49.39,96.43,32.77,20.69,61.28,114.8,50.2,4683629553.71,3167483414.85,81.3,0.6323,30.47,0.1374,20403.78,0.3081,tier2_cities
2025Q2,CL1403,59767202502.39,9363155498.11,71.44,109.8,48.71,15.02,52.58,108.07,41.7,80793946453.12,18155041905.14,72.55,0.1819,26.3,0.546,56783.35,0.0612,west
2020Q2,CL2564,31186263008.67,6641942661.74,77.01,106.28,15.67,24.92,86.57,81.59,57.53,9951493752.95,1063680167.43,18.7,0.1926,53.44,0.4615,32928.82,0.3382,west
2024Q1,CL3703,62720572294.34,11670082803.49,71.63,78.31,31.28,0.0,73.01,72.09,25.96,19828959920.44,2595480284.29,18.93,0.5824,28.99,0.436,30890.14,0.0906,rural
2021Q1,CL3392,127315434100.21,21680044809.11,74.24,118.58,13.84,12.98,96.57,85.35,46.36,17288139449.7,2877951445.55,28.79,0.2588,21.0,0.3722,57403.02,0.6938,south
2019Q1,CL2984,34072365361.23,8971921273.05,79.8,114.23,16.97,15.56,86.04,85.67,47.3,4770916606.69,1873266556.74,57.03,0.3169,17.97,0.2222,47143.68,0.1421,tier2_cities
2017Q3,CL5999,48641688837.99,12510937655.64,76.58,99.99,29.52,26.2,75.69,118.85,36.86,11442872486.05,3964983967.96,34.42,0.3108,15.6,0.4556,36131.23,0.1649,west
2023Q3,CL8864,57668547519.72,11295505933.59,98.0,114.12,32.69,11.22,64.15,88.31,21.02,6488591584.52,907086648.28,20.22,0.1149,41.77,0.3707,114843.05,0.3937,domestic_focused
2015Q1,CL9849,33160535660.47,5455870830.12,57.68,79.93,20.54,15.83,74.01,117.28,77.36,5183745438.0,8162651010.37,31.57,0.4514,81.03,0.1919,18529.56,0.2955,national
2015Q4,CL9442,36492830993.79,1988773252.12,80.88,87.1,14.16,28.99,75.78,85.9,73.35,23187777855.89,5907741236.79,42.36,0.1054,37.01,0.5614,58997.14,0.337,export_oriented
2016Q2,CL8568,68674656635.64,20562332377.63,81.45,84.71,10.65,30.22,86.28,131.32,43.97,19580773760.06,6313766853.56,46.49,0.1675,33.43,0.5415,81653.75,0.4112,south
2024Q3,CL9887,20360548811.32,6189396080.09,68.99,110.7,6.78,15.26,95.56,118.94,82.67,35791550017.94,1001493867.15,59.08,0.2723,53.95,0.3049,48234.57,0.1249,rural
2019Q3,CL4160,20272225184.33,3673333154.72,69.52,110.99,24.2,10.32,76.27,117.7,55.0,32693711420.76,3377699195.85,51.8,0.0617,50.92,0.3648,91394.95,0.1418,rural
2017Q3,CL4610,126629722366.26,27931322877.02,81.28,83.33,4.96,23.58,94.64,113.83,40.91,4390476403.34,945375853.69,43.92,0.2917,30.46,0.1605,6985.94,0.2431,north
2024Q1,CL3846,26115741415.49,8616953312.44,66.61,100.35,44.74,39.34,63.92,76.74,43.14,17108958441.83,1015330965.95,14.13,0.123,95.05,0.3824,22578.56,0.7929,export_oriented
2019Q1,CL1835,23511399021.12,2971097855.22,60.79,88.49,15.19,3.11,76.23,104.53,57.89,10978118952.51,5593840529.67,41.18,0.6825,36.84,0.4043,85018.49,0.4246,north
2023Q4,CL2208,36337038371.9,6951720616.23,49.69,113.83,33.69,22.81,59.2,75.45,40.47,4435614143.02,2157363843.7,15.07,0.5037,30.05,0.6218,87939.92,0.1377,south
2017Q3,CL2794,38573225859.75,10197389159.35,59.95,85.1,36.01,17.55,72.76,126.63,22.81,3533350075.75,6280635730.39,46.55,0.2407,57.49,0.3199,143416.09,0.2515,domestic_focused
2020Q3,CL7842,52051821469.81,13697135425.24,68.81,113.89,32.19,0.85,60.04,93.2,57.64,17523743638.84,12153796867.95,35.17,0.0458,35.66,0.6136,36496.56,0.3319,export_oriented
2021Q4,CL4132,26796055447.64,3979387409.83,52.49,110.78,26.75,17.57,78.92,84.25,76.99,50298105139.3,2606678773.5,32.65,0.6464,63.41,0.7098,24454.05,0.2351,south
2016Q4,CL2868,52127713127.02,2606385656.35,63.81,112.9,21.56,37.02,74.9,114.21,31.88,12561134997.33,337592508.05,47.52,0.0691,29.96,0.3582,28388.5,0.3616,tier2_cities
2015Q1,CL9361,23792952045.99,8450599002.94,83.18,94.78,9.64,8.4,86.68,71.56,61.39,20208105178.53,1416725643.75,39.89,0.1748,51.8,0.3858,13023.31,0.352,tier2_cities
2021Q3,CL6340,43188892801.64,13054583394.97,83.35,119.45,26.32,6.94,61.29,105.74,38.47,10933068526.73,3303381630.08,21.12,0.3162,8.14,0.4147,15833.61,0.7294,tier1_metros
2021Q1,CL4724,94360936774.07,7734040152.74,84.99,96.11,17.69,18.7,87.08,103.02,32.7,9746060171.29,5897060399.85,63.1,0.378,45.42,0.1738,54443.56,0.2679,rural
2023Q4,CL8163,32151106121.32,11400791022.42,67.65,91.02,21.46,6.83,73.94,114.15,27.19,2895377311.22,5135099093.18,32.06,0.0812,13.75,0.7711,24044.37,1.0231,national
2025Q4,CL3675,271896152778.35,58864240102.87,64.75,104.3,39.41,3.46,63.63,71.88,55.71,7357555872.56,1228261814.87,22.47,0.4906,52.51,0.3713,20952.45,0.5787,south
2024Q4,CL8529,85840661507.52,8190234369.45,72.12,117.02,6.88,37.38,98.98,98.84,33.82,27633429546.14,11464811793.02,59.86,0.2948,57.32,0.2833,31270.95,0.2622,rural
2021Q1,CL6569,39050477298.13,5133689726.55,67.23,103.47,31.27,5.5,68.0,96.4,39.56,8992589772.57,2376521400.0,67.23,0.3548,36.35,0.2638,32513.91,0.3518,domestic_focused
2017Q1,CL2251,62653725065.22,16786066439.51,72.96,109.2,13.31,5.7,88.26,109.12,67.49,21108811151.19,2465436588.44,70.77,0.5148,20.91,0.4063,7506.67,0.217,east
2021Q2,CL9543,96233630541.83,16875970924.62,70.43,87.47,0.0,4.96,100.0,88.47,68.03,5745590117.7,180485897.06,44.62,0.232,35.25,0.2358,62258.16,0.8017,rural
2022Q2,CL6102,30705829819.9,5164213164.6,65.91,114.05,19.41,0.0,73.15,108.25,44.67,13882596026.76,5321971360.41,18.22,0.2628,35.04,0.31,77933.37,0.3976,north
2022Q1,CL9350,69706532764.03,10043664057.37,65.68,95.68,13.37,23.55,88.29,83.41,21.73,23643278473.66,5459237232.45,57.77,0.6184,13.95,0.5351,35185.35,0.2018,west
2016Q4,CL2106,70985680319.05,13413753855.15,72.75,97.89,1.48,25.97,100.0,87.26,58.8,2276869236.02,1638773433.39,30.06,0.2516,52.33,0.2106,23643.53,0.548,tier1_metros
2022Q1,CL8790,59556173126.98,12198284438.86,58.23,88.61,18.01,15.76,82.51,107.97,46.18,14211048718.51,2338047135.44,30.2,0.1203,40.13,0.5393,37256.29,0.5207,south
2021Q4,CL9867,17791482204.61,4536827367.17,60.66,89.9,0.0,32.58,100.0,104.3,22.32,9376278621.98,6332300818.53,48.41,0.3805,44.57,0.5683,15577.33,0.3273,north
2018Q3,CL4801,81125263968.11,17463494397.9,75.61,90.55,8.71,4.39,86.75,94.5,39.23,19049609403.56,1917666248.36,45.04,0.2312,76.89,0.2983,114863.16,0.2264,north
2022Q4,CL9525,60572518959.51,10790092700.62,56.08,109.9,33.47,11.3,69.62,103.64,29.69,15760915657.22,10904732614.81,30.94,0.5771,59.14,0.4149,153263.04,0.6433,north
2025Q2,CL6522,82257204379.05,20026391438.9,70.23,115.43,21.27,10.09,75.03,98.96,61.46,18162482393.3,799362396.77,22.74,0.4163,9.63,0.138,42793.98,0.2754,rural
2023Q4,CL7785,20259409837.08,7402532847.28,65.62,96.6,16.93,18.46,92.48,107.42,41.21,1599587322.68,711541553.64,44.65,0.6271,19.32,0.3082,23708.27,0.2665,tier1_metros
2025Q4,CL7000,17296272206.0,2698614894.68,81.34,101.96,26.65,15.51,74.63,113.22,53.74,6251341092.44,1991871629.93,100.0,0.0426,64.75,0.131,31910.12,0.6072,north
2023Q4,CL8726,22960419977.17,4698140828.69,75.89,86.14,31.22,0.0,73.8,116.27,41.46,20094695332.52,3044200378.62,73.43,0.5011,49.71,0.4266,16262.4,0.4947,export_oriented
2023Q4,CL4656,106992296463.62,34503007849.47,70.7,102.02,30.35,2.32,71.22,112.02,55.15,5676334684.8,2958560297.93,35.29,0.5581,22.39,0.4381,12112.57,0.7619,tier2_cities
2025Q3,CL5846,31313286861.58,7266013600.49,72.71,83.79,11.81,13.96,93.93,103.25,41.19,33899461551.48,1385740557.49,17.93,0.1941,0.0,0.1879,34353.12,0.2362,export_oriented
2015Q1,CL8818,66741353596.68,18241174433.0,68.76,97.04,7.79,23.85,100.0,87.2,10.23,44311526518.18,763934561.21,23.41,0.0507,52.96,0.4853,25012.56,0.3027,domestic_focused
2023Q2,CL1045,29469599326.77,3814650308.03,83.65,110.37,34.47,8.82,72.62,82.88,62.63,5247606066.31,1430148620.07,12.1,0.5721,18.56,0.0364,14864.14,0.6171,south
2024Q3,CL3491,154253147064.81,16004774242.16,79.96,108.06,15.15,23.14,78.85,81.63,61.43,15755295274.92,2164914062.84,11.88,0.4799,24.52,0.7944,21992.23,0.2618,tier2_cities
2024Q2,CL1939,226038793907.8,78373489184.28,67.79,77.05,16.69,21.72,89.28,115.87,32.65,46015482646.37,881784518.25,16.06,0.73,50.46,0.1988,35118.57,0.3259,export_oriented
2024Q4,CL2906,45783198424.37,9720514875.72,85.43,118.06,37.66,11.72,56.19,113.23,44.89,43747034463.41,4930597936.04,23.3,0.1006,57.61,0.3443,17512.37,0.1009,tier2_cities
2022Q1,CL3055,36239538760.21,4749690045.07,79.64,96.03,23.28,5.05,80.52,117.84,50.9,23846628185.07,9209427344.25,51.18,0.0171,23.15,0.1747,63700.15,0.5518,national
2018Q4,CL5508,51039042819.55,9638653904.19,62.23,116.43,24.16,3.84,75.77,112.02,64.21,56431284151.37,14660760457.44,30.46,0.2838,26.39,0.1172,47408.94,0.7034,south
2021Q2,CL8855,17934853227.0,2036313010.18,74.3,115.55,25.19,25.06,85.99,82.59,62.81,26895124288.99,1825851903.26,26.9,0.5385,28.82,0.1483,32449.52,0.5981,tier1_metros
2019Q1,CL3811,49075867999.79,13738689958.89,78.44,94.35,25.13,35.27,79.07,92.09,20.05,14701371645.04,5095871630.05,48.07,0.6499,37.91,0.1559,22634.64,0.6376,domestic_focused
2024Q1,CL1435,93702096433.2,10910841618.58,75.13,90.11,10.93,21.31,93.52,114.09,27.83,27751095342.65,5376747313.02,69.35,0.4454,21.37,0.3292,42114.03,0.4291,south
2025Q2,CL2076,109000816714.76,40815541663.55,76.99,103.63,20.81,34.51,83.44,94.07,75.69,5276593897.83,2345939975.62,55.97,0.2217,53.19,0.4577,59672.91,0.2283,south
2019Q4,CL4466,41173327917.6,11686262779.11,61.01,108.68,17.84,30.38,85.14,96.7,62.16,28343670041.09,2163452111.66,53.18,0.4355,33.6,0.1851,28655.85,0.2351,south
2016Q2,CL7080,39726893546.77,17110725799.66,64.68,96.49,20.93,18.3,78.19,83.62,62.96,4920170151.71,14374538032.74,25.31,0.1724,79.09,0.3524,27380.92,0.3326,south
2024Q1,CL7827,32669852491.59,3365272361.59,84.89,81.04,17.81,35.62,88.74,92.94,48.2,14329521129.19,2472589220.35,35.58,0.6879,42.88,0.1875,32263.68,0.1242,national
2023Q3,CL4226,261032077625.09,45085682729.87,66.05,104.32,14.92,12.9,81.23,102.76,45.8,17633420521.04,6378395884.14,32.23,0.1364,20.1,0.35,21131.98,0.2039,tier2_cities
2024Q3,CL6611,27171537363.26,9445108602.42,81.72,86.93,17.26,20.61,69.25,118.6,56.81,36395845646.68,3915258780.74,35.98,0.3871,49.12,0.2044,36431.13,0.2208,west
2022Q3,CL9440,60305077412.21,10858449330.41,73.8,100.4,13.26,22.36,81.15,89.93,14.08,19751996221.79,1270330838.63,26.4,0.1482,62.65,0.3885,60700.74,0.6726,west
2020Q3,CL1931,115643200210.34,30859922267.46,84.99,109.06,9.28,1.71,92.33,100.43,45.37,14796323678.34,1298503143.41,17.01,0.5039,49.34,0.4041,116112.36,0.1188,rural
2024Q3,CL9847,29053713467.26,12651682663.33,67.98,111.99,19.55,22.59,85.52,112.18,44.81,94126361227.65,4649278465.39,44.3,0.176,31.44,0.3124,79134.56,0.2923,west
2021Q2,CL3079,47145516983.33,10997873491.94,68.4,89.85,10.1,12.15,87.14,74.65,47.95,25902693698.98,9782025620.07,40.7,0.1226,59.88,0.366,12882.55,0.1715,south
2019Q2,CL6673,78665165883.25,25221710976.96,73.01,109.25,4.46,32.86,100.0,128.66,15.3,32091009118.44,390453284.23,19.3,0.155,58.06,0.3058,8911.92,0.1873,north
2021Q1,CL7805,178284524113.26,14649166911.22,98.0,106.78,27.12,27.91,69.01,105.81,34.35,16575570498.76,800178730.94,56.45,0.2607,40.05,0.4558,68830.36,0.2305,south
2022Q3,CL1240,62035554454.13,4232304536.59,70.96,123.1,33.1,23.08,63.09,99.84,61.77,13074971587.45,5546441964.05,51.14,0.2042,29.28,0.1446,51585.76,0.1748,east
2024Q1,CL5375,15607705707.72,4194709277.5,77.34,89.72,29.51,17.9,66.43,97.76,45.64,233936685266.32,1877636653.04,32.03,0.3526,66.6,0.1122,36858.55,1.1316,national
2017Q2,CL1606,141508344447.1,40984227497.37,74.47,119.58,21.85,0.0,72.86,106.11,14.85,11233685439.02,2517624853.4,22.44,0.0343,52.15,0.5618,16334.52,0.3845,domestic_focused
2017Q3,CL3050,76637642406.26,22955754457.01,62.29,99.2,25.48,11.78,80.45,108.88,67.51,12007299899.35,216067740.35,23.56,0.2981,27.67,0.0793,61503.67,0.4321,west
2015Q1,CL6863,79803851949.7,16277583076.13,71.85,90.44,23.92,15.69,73.33,90.97,69.51,1324848388.02,3343306923.19,71.69,0.3204,58.07,0.4499,83128.96,0.1325,national
2026Q2,CL8440,60035151954.39,15791987634.4,57.69,112.79,23.24,14.27,82.07,82.83,72.4,8416910244.15,3345796534.23,20.48,0.0706,36.33,0.2024,52558.6,0.1355,rural
2024Q4,CL1843,35207719585.01,8531875582.53,58.91,90.85,32.12,20.35,78.74,80.38,68.58,39147038891.87,4268533396.09,9.57,0.0819,46.23,0.3644,27250.75,0.1441,rural
2019Q2,CL3472,140159261598.6,42322183670.42,88.81,114.12,31.37,20.58,68.69,71.18,31.13,17077943421.92,733625106.04,58.41,0.2077,73.68,0.1777,8929.65,0.0771,rural
2017Q1,CL5084,429509165981.29,123002865937.62,49.65,112.77,19.36,3.32,86.64,104.61,67.9,5492739130.31,817256171.59,45.24,0.2742,6.5,0.2862,26530.36,0.2104,export_oriented
2020Q2,CL6665,313680520668.01,58877481121.87,80.84,108.65,48.1,20.82,41.2,92.24,48.45,34578370158.33,1541571744.33,37.81,0.6357,25.23,0.218,9715.52,0.1479,national
2025Q4,CL5835,189218548028.78,41889927627.15,80.36,98.61,18.73,20.76,81.17,108.92,72.76,21831538126.75,2541967832.99,21.84,0.1908,53.2,0.2985,101304.19,0.1696,domestic_focused
2023Q3,CL4506,178219739490.57,53901072455.74,85.18,83.78,39.56,18.31,50.04,94.38,53.56,15886019826.8,6413529524.22,49.66,0.2503,59.26,0.2212,213838.32,0.4418,rural
2015Q2,CL9251,114566492189.14,14827288139.24,58.84,73.2,23.41,15.83,75.79,97.31,46.6,13728291264.35,2555748116.37,46.75,0.206,30.08,0.394,20834.55,0.723,east
2018Q1,CL5937,51559875666.64,12248905069.48,69.42,103.54,15.07,20.12,84.0,126.51,30.61,34313559285.89,614118925.72,23.8,0.4797,0.0,0.3711,75074.41,0.2332,east
2019Q1,CL3982,21563671945.5,3872521816.94,64.55,112.48,18.8,2.16,83.4,102.08,44.43,21211207334.76,2983640348.53,42.76,0.4681,66.49,0.327,26154.81,0.1843,domestic_focused
2024Q2,CL4936,30185447141.22,3982998467.03,84.82,111.73,9.49,21.6,98.41,111.26,47.55,8109399977.14,3494197993.11,42.24,0.0748,49.7,0.2377,161547.06,0.3823,rural
2020Q2,CL7205,76163036253.95,11876024133.71,70.37,91.75,25.79,13.05,79.68,106.54,68.03,1389472824.69,5249702365.63,53.21,0.0974,57.46,0.4946,69410.57,0.4737,rural
2025Q2,CL7668,46156577899.05,11401434619.55,79.42,102.91,7.69,9.93,97.4,100.24,52.23,8816760189.92,6755569148.9,59.54,0.2759,64.53,0.3264,13885.29,0.2231,tier2_cities
2016Q1,CL5095,72049514574.01,12498273335.31,68.95,97.45,29.17,27.04,73.73,75.02,38.06,40628511851.2,602847785.98,24.53,0.1348,31.37,0.5613,93207.3,0.2946,rural
2022Q3,CL4466,43345635734.5,10881253299.61,62.84,99.75,0.16,14.81,95.91,117.96,73.98,5106383988.13,12698878029.76,68.34,0.2271,40.86,0.3224,52332.78,0.1819,north
2020Q2,CL8050,13774811414.63,3018471255.05,66.15,102.68,42.31,13.83,56.32,110.49,28.15,24169556247.41,18658186749.14,30.05,0.3072,59.47,0.2896,33978.18,0.8298,domestic_focused
2019Q2,CL2298,149117404901.99,32449499721.1,72.34,98.09,41.54,24.89,53.17,110.83,59.28,9303579372.28,1508193736.22,52.85,0.2687,15.87,0.3751,8711.11,0.6642,domestic_focused
2023Q3,CL4190,13776851395.57,4135773746.11,69.88,119.62,33.15,25.56,63.25,107.57,57.51,33688130272.92,2376355159.26,46.42,0.498,28.27,0.1071,25718.57,0.8506,national
2023Q2,CL1352,52241305923.72,3527516881.89,86.84,109.27,18.57,24.84,77.96,94.15,36.07,12835201837.69,520358855.26,37.89,0.553,26.78,0.3734,10103.37,0.2495,east
2015Q4,CL4407,120554747737.25,33341164087.16,57.96,92.96,27.05,13.18,70.25,101.39,36.91,7635675542.3,6449430108.74,53.79,0.1436,32.33,0.2867,16117.96,0.4317,export_oriented
2020Q3,CL7719,55205996171.53,11305636390.69,74.39,113.43,37.69,21.18,74.56,100.17,57.33,5261725073.49,473940437.22,52.28,0.4486,41.48,0.5753,97129.76,0.1541,west
2022Q4,CL3539,58440635896.26,10528150665.12,78.46,103.0,16.65,20.52,83.98,86.18,53.6,38799141443.19,1750751295.21,45.62,0.1532,51.26,0.4939,17720.75,0.2068,domestic_focused
2022Q2,CL4011,71336904817.0,18661204994.97,75.89,111.59,25.0,14.69,73.66,80.91,26.71,9757488814.26,1734685546.34,50.01,0.1992,68.66,0.5931,38216.82,0.3352,export_oriented
2015Q3,CL8335,20883672828.57,2950712891.06,57.39,92.78,7.14,20.68,93.41,118.44,54.7,21447910212.73,3445626065.19,35.57,0.2184,51.06,0.3735,63152.49,0.4197,east
2015Q2,CL8799,15506202914.38,2141497533.05,53.17,95.17,3.48,12.32,94.64,84.58,17.88,35590986873.24,1325712644.89,28.97,0.3198,58.27,0.1767,18355.73,0.5181,national
2019Q4,CL3025,120816226550.12,34170883360.51,73.94,91.73,30.88,19.95,67.56,87.92,45.86,2767494124.97,2014409771.42,11.07,0.4391,29.64,0.4178,32783.16,0.1277,south
2020Q3,CL8730,124718979728.23,14908735490.17,84.71,95.99,0.31,5.64,100.0,113.21,41.54,6561896159.97,2427194825.82,3.1,0.1459,49.06,0.4248,67628.5,0.2098,south
2019Q3,CL6259,77334076456.57,24931972824.67,85.26,94.28,23.1,15.85,76.16,102.07,82.47,10746135131.16,1736240383.46,45.73,0.3495,38.85,0.1168,27436.44,0.473,national
2020Q1,CL4610,30788140499.16,5069708702.44,64.18,78.28,9.34,6.88,78.23,110.82,50.9,20881275092.02,1727101634.21,66.93,0.0758,22.61,0.2569,26328.04,0.1314,tier1_metros
2020Q1,CL7839,22479713493.62,7101773418.19,81.99,114.86,21.59,0.0,77.31,98.05,44.31,29273725017.07,1929040082.78,23.77,0.2744,62.89,0.3728,23725.27,0.1089,national
2024Q3,CL3332,74432657025.06,9100228111.43,77.67,114.12,16.93,18.09,81.32,95.34,44.13,9151399541.49,3014508902.23,61.93,0.2046,45.83,0.2403,49523.83,1.4799,south
2017Q2,CL6323,22542604801.32,6780685952.77,84.05,103.88,0.0,14.56,97.86,125.86,73.21,25177559756.24,3889726567.64,83.57,0.1517,42.13,0.4127,551008.63,0.5217,national
2022Q1,CL8231,28635480605.39,6495353680.77,89.32,95.24,30.16,25.63,68.61,103.63,66.96,16729199272.73,6297591218.56,71.18,0.1228,35.95,0.2903,48085.72,0.4562,domestic_focused
2025Q2,CL3759,25324961306.23,5775104682.66,88.22,99.8,11.88,29.26,100.0,105.4,48.01,11763625291.14,8645094708.95,9.56,0.1519,60.89,0.2338,8228.26,0.3725,domestic_focused
2025Q3,CL4915,107840782269.29,40484923911.81,81.81,99.51,0.0,16.68,100.0,105.49,61.01,23312413345.9,531465814.53,22.47,0.1146,43.29,0.1043,22500.65,0.4381,west
2026Q2,CL5028,42830840188.51,2664756604.96,80.83,110.67,8.88,15.95,88.18,105.96,73.83,27350076725.69,1958951072.98,44.41,0.2307,45.16,0.2159,30848.57,0.6311,tier1_metros
2017Q4,CL3148,89257303605.55,19125039280.4,93.77,119.86,3.18,20.88,100.0,112.54,59.56,3061309335.09,962923326.02,100.0,0.0656,36.5,0.4553,53579.58,0.5338,north
2019Q3,CL3164,82237555914.2,25203441735.51,77.54,110.76,9.91,43.74,100.0,83.56,36.88,10945514664.72,841225572.25,39.39,0.3231,52.86,0.293,65721.72,0.275,national
2022Q4,CL3460,33249752418.36,4436575162.85,63.78,96.0,13.32,12.69,92.57,93.65,24.07,160365587712.26,2976032911.5,51.3,0.1816,40.67,0.4118,22886.38,0.5655,north
2023Q3,CL1364,66210889487.05,21343443777.21,69.89,108.28,8.84,0.0,91.97,63.21,37.26,26158297525.16,2226647513.88,46.11,0.2895,39.9,0.2784,10910.31,1.0101,tier2_cities
2021Q1,CL2283,145837536733.48,24758562499.77,90.38,103.58,29.82,14.23,69.4,96.1,31.67,11261890467.9,4199107026.65,20.3,0.1252,45.68,0.5347,38774.41,0.5313,south
2021Q3,CL3712,22965579590.81,4741712369.15,59.74,89.18,25.94,15.75,66.91,105.9,36.35,50809691307.96,2523545704.79,44.16,0.4296,51.5,0.5068,12883.51,0.1353,south
2019Q4,CL4963,28657456842.18,3565096582.75,79.47,119.03,37.9,0.0,62.54,108.4,56.27,44946128480.89,2072696576.03,15.63,0.4768,17.08,0.4102,49047.46,0.2842,west
2018Q1,CL8011,7261530686.35,1325184700.36,68.82,104.89,28.45,30.3,73.19,111.27,55.24,22385684759.25,1030033923.64,10.61,0.3607,79.92,0.3369,39492.71,0.5152,domestic_focused
2023Q4,CL9399,73747268054.7,15568330973.3,72.06,111.73,39.44,18.91,60.12,122.79,50.73,14290411677.69,508325581.54,48.94,0.2289,26.43,0.0689,45277.35,0.1933,domestic_focused
2017Q3,CL8405,32057627799.93,11264868276.55,49.27,97.13,5.57,5.37,97.31,88.26,55.93,9383123786.85,14026619358.07,46.09,0.44,33.58,0.3269,10174.49,0.3383,domestic_focused
2023Q1,CL9845,63541801707.13,4016078757.06,73.0,99.25,27.82,18.01,68.16,98.85,27.34,35064511786.05,2316588209.23,10.79,0.0339,26.53,0.3196,18574.96,0.2208,export_oriented
2019Q4,CL7133,51754767025.13,19708968102.44,61.31,116.98,7.94,16.66,84.13,103.39,60.14,19018182235.12,5081000731.54,45.72,0.2192,45.86,0.2177,37932.92,0.1772,south
2022Q1,CL2126,104802287414.37,30054862386.11,63.21,85.31,17.9,24.1,81.76,67.97,58.78,18385221339.29,6825315967.16,38.49,0.0475,53.03,0.2998,26106.12,0.6911,rural
2026Q3,CL7799,85398812559.41,24215518631.12,63.07,116.9,39.5,19.64,66.59,85.29,53.32,10547060027.72,1022557181.24,48.43,0.0854,50.73,0.0889,37637.12,0.2689,domestic_focused
2021Q4,CL7558,50426723206.31,17089049035.62,94.41,95.32,26.46,12.38,65.79,126.27,3.07,7116427133.26,4223339702.57,58.08,0.5877,23.58,0.4906,26100.76,0.0903,tier1_metros
2024Q3,CL7442,48926896721.59,5029347617.7,94.23,96.22,22.95,7.47,81.58,93.6,16.21,25989741529.8,1164620280.64,49.03,0.0822,84.95,0.6318,13843.97,0.2453,national
2021Q3,CL9929,18635306904.24,3209426284.64,80.29,102.1,17.74,26.8,80.47,86.51,45.79,19146294639.76,800025381.19,36.71,0.1535,18.66,0.4118,176913.32,0.2899,north
2016Q4,CL3950,9351968068.06,1830086910.03,74.14,123.36,5.91,22.25,93.33,108.69,65.84,4623554628.41,1245016319.97,36.03,0.0467,37.1,0.2952,27425.68,0.2546,west
2015Q2,CL6594,31008417885.79,9025877662.06,53.28,92.95,29.21,34.15,72.51,85.7,92.64,16507426429.44,2079801417.05,54.7,0.1334,33.2,0.376,27904.2,0.1982,tier1_metros
2018Q1,CL1218,33506777034.04,13611782495.93,66.09,82.19,27.49,27.09,73.54,85.35,35.86,60490387329.75,427385433.73,51.5,0.3076,22.67,0.6364,35398.94,0.1624,tier1_metros
2022Q3,CL2391,26903458085.71,2353925243.63,58.63,94.23,12.71,17.25,92.66,80.09,42.4,9797650159.13,4453693907.25,71.67,0.2239,44.11,0.4894,53734.49,0.0849,tier2_cities
2017Q3,CL8419,48904181587.89,8636155484.72,74.84,96.43,26.44,30.52,73.21,101.59,38.25,15349978714.03,25824816148.82,62.16,0.0909,37.32,0.4743,11812.72,0.1897,north
2023Q1,CL9016,38285774087.38,9406392295.87,71.88,108.39,0.0,9.17,98.6,95.69,41.42,17945843100.59,1041519551.72,51.56,0.221,40.76,0.0853,36227.56,0.3427,tier2_cities
2018Q4,CL8162,30382804486.08,4299299011.85,95.81,90.38,0.13,16.11,93.33,94.69,37.47,4445134078.01,13065741794.99,41.8,0.1771,40.67,0.1269,39635.07,0.2244,export_oriented
2015Q3,CL7379,26872499378.26,8286459810.38,80.84,94.24,31.68,0.0,73.34,110.13,44.46,17132121893.87,1642841319.38,8.9,0.208,28.22,0.3548,9820.02,0.3628,north
2018Q2,CL6523,108302744290.93,44464372303.46,82.4,107.25,34.57,14.03,56.4,116.52,46.76,28892288171.64,1123274954.35,33.5,0.1324,18.11,0.3683,6436.9,0.3602,west
2022Q2,CL1903,36177504646.21,13427402505.67,93.29,117.07,15.35,23.3,80.0,123.38,52.37,10419462092.31,115044986.15,24.11,0.054,20.02,0.4192,12834.56,0.0929,rural
