demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2025,11556,FOREIGN_BORN,PHILIPPINES,2012,NATURALIZED,NOT_AT_ALL,RUSSIAN,SPANISH,SCOTTISH,NONE,101,19863,4141,0.528,DIVERSITY,0,0,0,0.3079
2025,11557,NATIVE,KOREA,1984,NATURALIZED,NATIVE,HINDI,MANDARIN,INDIAN,INDIAN,146,2222,920,0.594,STUDENT,1,1,0,0.3652
2019,11558,NATURALIZED_CITIZEN,CANADA,2000,NONCITIZEN,NOT_AT_ALL,MANDARIN,TAGALOG,ITALIAN,POLISH,14,15983,4272,0.305,EMPLOYMENT,1,1,1,0.0848
2023,11559,NATURALIZED_CITIZEN,CUBA,1989,NATURALIZED,VERY_WELL,FRENCH,KOREAN,ENGLISH,OTHER,86,8565,4478,0.702,OTHER,1,1,1,0.2383
2024,11560,NATIVE,PHILIPPINES,1999,NONCITIZEN,NATIVE,HINDI,MANDARIN,IRISH,POLISH,30,9116,5842,0.205,FAMILY,0,0,0,0.2595
2019,11561,NATIVE,EL_SALVADOR,2004,NATURALIZED,WELL,FRENCH,SPANISH,POLISH,MEXICAN,98,14895,3629,0.8,NA,0,0,1,0.7304
2021,11562,FOREIGN_BORN,CUBA,2012,BORN_US,NATIVE,KOREAN,FRENCH,CHINESE,IRISH,98,3153,2373,0.317,DIVERSITY,1,0,1,0.2739
2019,11563,FOREIGN_BORN,EL_SALVADOR,1993,NONCITIZEN,NATIVE,OTHER,OTHER,POLISH,ENGLISH,199,923,3947,0.1,REFUGEE,1,0,0,0.4762
2023,11564,NATURALIZED_CITIZEN,KOREA,2009,NATURALIZED,NOT_WELL,KOREAN,MANDARIN,INDIAN,NONE,114,10516,2492,0.754,REFUGEE,0,1,1,0.9778
2021,11565,NATURALIZED_CITIZEN,CANADA,1985,BORN_US,VERY_WELL,SPANISH,ENGLISH,GERMAN,CHINESE,59,3298,3960,0.831,FAMILY,1,1,1,0.6513
2017,11566,FOREIGN_BORN,KOREA,1991,NONCITIZEN,NOT_WELL,RUSSIAN,ARABIC,INDIAN,OTHER,169,6192,5262,0.766,OTHER,0,0,0,0.3009
2017,11567,FOREIGN_BORN,CHINA,1999,BORN_US,NOT_AT_ALL,TAGALOG,HINDI,NIGERIAN,ENGLISH,178,17948,3912,0.355,EMPLOYMENT,0,1,0,0.6412
2025,11568,FOREIGN_BORN,KOREA,1992,NONCITIZEN,VERY_WELL,KOREAN,FRENCH,POLISH,POLISH,81,5091,331,0.242,REFUGEE,1,0,0,0.2396
2021,11569,FOREIGN_BORN,OTHER,2014,NATURALIZED,VERY_WELL,ARABIC,MANDARIN,POLISH,MEXICAN,30,6089,378,0.115,OTHER,1,0,0,0.2
2018,11570,NATIVE,DOMINICAN_REP,2007,NATURALIZED,VERY_WELL,MANDARIN,TAGALOG,IRISH,GERMAN,173,2899,1214,0.17,REFUGEE,1,1,1,0.3892
2020,11571,FOREIGN_BORN,INDIA,1983,NATURALIZED,NATIVE,OTHER,NONE,POLISH,ITALIAN,110,8458,628,0.437,STUDENT,1,1,1,0.1447
2021,11572,FOREIGN_BORN,VIETNAM,2004,BORN_US,NOT_WELL,MANDARIN,TAGALOG,INDIAN,ITALIAN,74,12990,3927,0.35,REFUGEE,0,0,1,0.4039
2025,11573,FOREIGN_BORN,CUBA,1990,BORN_US,NOT_AT_ALL,SPANISH,KOREAN,ITALIAN,GERMAN,152,8212,5479,0.911,STUDENT,1,1,1,0.8605
2018,11574,NATIVE,DOMINICAN_REP,2006,NATURALIZED,NATIVE,RUSSIAN,HINDI,ITALIAN,OTHER,81,9118,3500,0.301,EMPLOYMENT,0,1,0,0.4579
2020,11575,FOREIGN_BORN,PHILIPPINES,2018,BORN_US,WELL,FRENCH,VIETNAMESE,ITALIAN,OTHER,15,17100,1844,0.559,FAMILY,1,0,0,0.1838
2024,11576,NATURALIZED_CITIZEN,PHILIPPINES,1984,NONCITIZEN,WELL,OTHER,HINDI,INDIAN,INDIAN,59,2931,359,0.943,REFUGEE,1,0,0,0.2687
2019,11577,FOREIGN_BORN,INDIA,1996,NATURALIZED,WELL,TAGALOG,OTHER,OTHER,IRISH,113,9425,1260,0.482,REFUGEE,0,1,1,0.4327
2018,11578,FOREIGN_BORN,OTHER,2015,NONCITIZEN,NOT_WELL,MANDARIN,TAGALOG,IRISH,INDIAN,70,11053,4955,0.892,REFUGEE,1,1,1,0.5091
2019,11579,NATURALIZED_CITIZEN,EL_SALVADOR,2014,NONCITIZEN,NATIVE,FRENCH,NONE,POLISH,POLISH,142,18267,3886,0.785,NA,0,1,0,0.6678
2023,11580,NATIVE,MEXICO,2008,NATURALIZED,VERY_WELL,MANDARIN,KOREAN,GERMAN,NONE,80,4158,532,0.397,FAMILY,1,1,1,0.8571
2025,11581,NATIVE,EL_SALVADOR,1996,NATURALIZED,NATIVE,TAGALOG,SPANISH,MEXICAN,ENGLISH,120,1347,5598,0.695,TEMP_WORK,1,1,0,0.2116
2021,11582,NATURALIZED_CITIZEN,PHILIPPINES,2000,NONCITIZEN,NATIVE,TAGALOG,HINDI,OTHER,INDIAN,119,11871,4903,0.359,OTHER,1,0,1,0.7687
2018,11583,FOREIGN_BORN,OTHER,1982,BORN_US,VERY_WELL,KOREAN,FRENCH,SCOTTISH,POLISH,74,18102,5234,0.372,FAMILY,1,0,1,0.6566
2023,11584,FOREIGN_BORN,EL_SALVADOR,1983,NONCITIZEN,WELL,FRENCH,HINDI,GERMAN,CHINESE,121,2517,954,0.707,REFUGEE,0,0,0,0.386
2019,11585,NATIVE,CUBA,1998,BORN_US,VERY_WELL,FRENCH,OTHER,ITALIAN,OTHER,92,7285,1832,0.577,STUDENT,1,0,1,0.1733
2023,11586,NATIVE,CUBA,2016,NONCITIZEN,WELL,HINDI,NONE,CHINESE,GERMAN,159,706,5640,0.106,DIVERSITY,1,1,1,0.7556
2022,11587,FOREIGN_BORN,DOMINICAN_REP,1992,BORN_US,NATIVE,OTHER,ENGLISH,OTHER,CHINESE,111,2887,2924,0.822,FAMILY,0,0,1,0.2239
2017,11588,NATIVE,MEXICO,1982,BORN_US,WELL,FRENCH,TAGALOG,MEXICAN,INDIAN,17,12536,2338,0.19,NA,1,0,1,0.4923
2021,11589,FOREIGN_BORN,CHINA,1986,NONCITIZEN,VERY_WELL,RUSSIAN,KOREAN,IRISH,OTHER,105,17831,976,0.661,DIVERSITY,1,1,1,0.4289
2017,11590,NATURALIZED_CITIZEN,PHILIPPINES,1998,BORN_US,NOT_AT_ALL,OTHER,SPANISH,ITALIAN,ITALIAN,77,1628,3050,0.659,NA,1,0,1,0.7152
2023,11591,FOREIGN_BORN,OTHER,2016,NONCITIZEN,WELL,TAGALOG,FRENCH,IRISH,POLISH,91,11252,1354,0.329,DIVERSITY,1,0,0,0.5996
2022,11592,NATIVE,CUBA,1994,NONCITIZEN,NOT_WELL,FRENCH,FRENCH,MEXICAN,CHINESE,47,18103,1930,0.105,STUDENT,1,0,0,0.2488
2025,11593,FOREIGN_BORN,PHILIPPINES,2011,NONCITIZEN,NATIVE,HINDI,OTHER,MEXICAN,GERMAN,60,10325,2976,0.709,DIVERSITY,0,1,0,0.7496
2020,11594,FOREIGN_BORN,OTHER,1998,NONCITIZEN,VERY_WELL,TAGALOG,MANDARIN,MEXICAN,CHINESE,50,5272,3086,0.972,STUDENT,1,0,1,0.683
2025,11595,FOREIGN_BORN,CANADA,2010,NATURALIZED,VERY_WELL,MANDARIN,MANDARIN,NIGERIAN,ITALIAN,124,7175,964,0.586,TEMP_WORK,1,1,1,0.5987
2021,11596,NATURALIZED_CITIZEN,INDIA,1994,NONCITIZEN,NOT_AT_ALL,ENGLISH,VIETNAMESE,POLISH,IRISH,174,6088,959,0.889,STUDENT,1,1,0,0.0546
2021,11597,NATIVE,CANADA,2022,BORN_US,WELL,OTHER,ARABIC,MEXICAN,POLISH,56,15135,3119,0.792,DIVERSITY,1,1,1,0.9514
2021,11598,NATIVE,CUBA,1996,NONCITIZEN,NATIVE,ARABIC,NONE,POLISH,OTHER,76,2604,2992,0.504,REFUGEE,0,0,0,0.0317
2021,11599,FOREIGN_BORN,INDIA,1996,BORN_US,NATIVE,ARABIC,MANDARIN,POLISH,MEXICAN,29,281,935,0.578,OTHER,0,1,0,0.7981
2023,11600,NATURALIZED_CITIZEN,CUBA,2001,BORN_US,WELL,SPANISH,NONE,SCOTTISH,OTHER,47,9504,237,0.699,EMPLOYMENT,0,1,0,0.2128
2017,11601,NATIVE,DOMINICAN_REP,2011,BORN_US,NATIVE,FRENCH,FRENCH,POLISH,MEXICAN,164,17548,1162,0.772,STUDENT,1,1,0,0.0017
2023,11602,FOREIGN_BORN,KOREA,2014,NATURALIZED,NOT_WELL,OTHER,ENGLISH,POLISH,IRISH,82,10367,5820,0.275,EMPLOYMENT,1,0,1,0.035
2023,11603,FOREIGN_BORN,OTHER,2023,NATURALIZED,WELL,TAGALOG,NONE,ENGLISH,IRISH,81,2189,5918,0.419,REFUGEE,1,1,1,0.0671
2021,11604,NATIVE,CHINA,2024,NONCITIZEN,NOT_WELL,RUSSIAN,NONE,OTHER,NIGERIAN,5,18744,925,0.705,REFUGEE,0,0,1,0.8863
2019,11605,FOREIGN_BORN,INDIA,2010,BORN_US,NOT_WELL,OTHER,SPANISH,GERMAN,INDIAN,153,7142,1743,0.477,EMPLOYMENT,1,1,0,0.7504
2023,11606,NATIVE,CUBA,1998,NATURALIZED,VERY_WELL,TAGALOG,ARABIC,ENGLISH,NIGERIAN,156,9892,953,0.584,REFUGEE,0,1,0,0.4967
2021,11607,FOREIGN_BORN,DOMINICAN_REP,2011,NONCITIZEN,NATIVE,KOREAN,HINDI,CHINESE,INDIAN,19,18592,2324,0.739,OTHER,1,1,1,0.9094
2020,11608,FOREIGN_BORN,DOMINICAN_REP,1999,NATURALIZED,NATIVE,ENGLISH,ENGLISH,INDIAN,NONE,36,17939,2091,0.164,DIVERSITY,1,0,0,0.5441
2025,11609,NATIVE,EL_SALVADOR,1988,BORN_US,NOT_AT_ALL,TAGALOG,TAGALOG,OTHER,GERMAN,11,6450,746,0.936,REFUGEE,0,0,1,0.3281
2020,11610,FOREIGN_BORN,KOREA,1983,NONCITIZEN,NATIVE,FRENCH,ARABIC,POLISH,GERMAN,113,690,2820,0.776,EMPLOYMENT,1,0,0,0.0061
2021,11611,NATIVE,VIETNAM,1988,NONCITIZEN,WELL,ENGLISH,MANDARIN,MEXICAN,IRISH,103,12313,3765,0.381,OTHER,0,0,1,0.7986
2022,11612,NATIVE,VIETNAM,1989,NATURALIZED,NOT_WELL,KOREAN,MANDARIN,ENGLISH,INDIAN,17,2237,3674,0.921,DIVERSITY,0,0,1,0.9665
2022,11613,NATIVE,CANADA,2010,BORN_US,WELL,MANDARIN,ENGLISH,POLISH,CHINESE,197,5664,4382,0.361,OTHER,0,0,1,0.1512
2018,11614,NATIVE,PHILIPPINES,2015,BORN_US,NATIVE,ENGLISH,KOREAN,GERMAN,INDIAN,193,1715,2607,0.973,EMPLOYMENT,1,1,1,0.9731
2019,11615,NATURALIZED_CITIZEN,INDIA,2012,BORN_US,WELL,RUSSIAN,HINDI,OTHER,CHINESE,72,1737,4166,0.518,EMPLOYMENT,0,0,0,0.2302
2024,11616,NATURALIZED_CITIZEN,VIETNAM,2002,NATURALIZED,NATIVE,ARABIC,OTHER,ITALIAN,IRISH,29,18651,3409,0.502,STUDENT,0,1,1,0.5713
2025,11617,FOREIGN_BORN,CUBA,2021,NONCITIZEN,NOT_AT_ALL,ARABIC,VIETNAMESE,OTHER,CHINESE,139,3325,2212,0.606,REFUGEE,1,1,0,0.187
2022,11618,NATURALIZED_CITIZEN,CANADA,1992,NATURALIZED,NOT_AT_ALL,TAGALOG,OTHER,NIGERIAN,MEXICAN,196,18355,1895,0.923,TEMP_WORK,1,0,1,0.2772
2017,11619,NATURALIZED_CITIZEN,CANADA,2011,NATURALIZED,NATIVE,SPANISH,TAGALOG,ENGLISH,GERMAN,182,1699,4374,0.965,FAMILY,1,1,1,0.9882
2018,11620,NATURALIZED_CITIZEN,OTHER,2004,NATURALIZED,WELL,HINDI,TAGALOG,POLISH,NIGERIAN,38,17971,992,0.295,REFUGEE,1,0,1,0.4057
2019,11621,NATIVE,CANADA,2003,NATURALIZED,NOT_WELL,FRENCH,OTHER,IRISH,ENGLISH,112,18576,241,0.302,FAMILY,0,1,0,0.3243
2018,11622,NATIVE,KOREA,2015,NATURALIZED,NATIVE,SPANISH,HINDI,ITALIAN,ITALIAN,193,91,2355,0.454,TEMP_WORK,0,0,0,0.6035
2021,11623,NATURALIZED_CITIZEN,CHINA,2005,NONCITIZEN,NOT_AT_ALL,VIETNAMESE,OTHER,NIGERIAN,INDIAN,101,6112,3483,0.829,TEMP_WORK,0,1,0,0.0543
2022,11624,NATURALIZED_CITIZEN,PHILIPPINES,2006,NONCITIZEN,VERY_WELL,FRENCH,VIETNAMESE,ENGLISH,CHINESE,7,145,2285,0.655,FAMILY,0,1,1,0.1994
2020,11625,FOREIGN_BORN,OTHER,2015,NONCITIZEN,NATIVE,ARABIC,OTHER,IRISH,POLISH,48,7184,2798,0.224,REFUGEE,0,0,0,0.9439
2017,11626,NATIVE,INDIA,2011,BORN_US,VERY_WELL,TAGALOG,VIETNAMESE,IRISH,NIGERIAN,176,1087,2149,0.561,REFUGEE,0,1,0,0.8671
2023,11627,FOREIGN_BORN,OTHER,2006,NATURALIZED,VERY_WELL,TAGALOG,SPANISH,OTHER,ITALIAN,5,10719,4603,0.837,FAMILY,0,0,0,0.4763
2024,11628,NATURALIZED_CITIZEN,INDIA,1993,BORN_US,NOT_WELL,VIETNAMESE,VIETNAMESE,POLISH,NIGERIAN,74,10278,4945,0.122,OTHER,1,0,1,0.7558
2020,11629,NATIVE,CUBA,2025,NATURALIZED,NOT_AT_ALL,OTHER,MANDARIN,ITALIAN,MEXICAN,186,6692,3381,0.48,OTHER,0,1,1,0.3322
2025,11630,NATIVE,OTHER,1994,NONCITIZEN,NATIVE,OTHER,ENGLISH,ENGLISH,CHINESE,94,37,1928,0.204,NA,1,0,1,0.7878
2020,11631,NATURALIZED_CITIZEN,MEXICO,2017,BORN_US,VERY_WELL,ENGLISH,VIETNAMESE,POLISH,POLISH,9,11868,5473,0.515,FAMILY,0,0,1,0.5877
2019,11632,NATIVE,EL_SALVADOR,2013,NATURALIZED,NOT_AT_ALL,KOREAN,SPANISH,POLISH,NONE,100,3759,4899,0.131,TEMP_WORK,1,0,0,0.0813
2017,11633,NATIVE,VIETNAM,2006,BORN_US,NOT_AT_ALL,MANDARIN,OTHER,GERMAN,CHINESE,188,16023,525,0.566,TEMP_WORK,0,0,0,0.5849
2018,11634,NATURALIZED_CITIZEN,CHINA,2004,NONCITIZEN,NOT_AT_ALL,ENGLISH,FRENCH,SCOTTISH,IRISH,111,9337,3828,0.93,TEMP_WORK,0,1,0,0.4117
2018,11635,FOREIGN_BORN,EL_SALVADOR,2009,BORN_US,NOT_AT_ALL,FRENCH,ENGLISH,GERMAN,MEXICAN,21,11687,1635,0.404,FAMILY,1,1,1,0.3948
2018,11636,NATIVE,PHILIPPINES,2012,NONCITIZEN,NOT_AT_ALL,OTHER,ENGLISH,OTHER,CHINESE,160,3010,5128,0.371,NA,1,0,1,0.6262
2024,11637,FOREIGN_BORN,OTHER,2022,NONCITIZEN,NOT_AT_ALL,HINDI,HINDI,SCOTTISH,INDIAN,62,17440,120,0.821,OTHER,1,0,1,0.2472
2018,11638,NATURALIZED_CITIZEN,VIETNAM,1987,NONCITIZEN,WELL,HINDI,OTHER,ENGLISH,NIGERIAN,136,7146,2690,0.28,REFUGEE,0,1,1,0.6525
2017,11639,FOREIGN_BORN,CHINA,1984,NONCITIZEN,WELL,VIETNAMESE,KOREAN,POLISH,MEXICAN,35,9710,521,0.429,REFUGEE,1,0,0,0.8653
2021,11640,FOREIGN_BORN,OTHER,1993,NATURALIZED,NOT_AT_ALL,VIETNAMESE,FRENCH,NIGERIAN,MEXICAN,22,9424,2995,0.945,NA,1,1,0,0.8273
2022,11641,NATURALIZED_CITIZEN,CANADA,2012,NONCITIZEN,WELL,OTHER,ARABIC,OTHER,NONE,46,1593,3480,0.677,EMPLOYMENT,1,0,0,0.5508
2019,11642,FOREIGN_BORN,MEXICO,2000,NATURALIZED,NATIVE,ARABIC,TAGALOG,MEXICAN,ITALIAN,158,6040,5744,0.697,FAMILY,0,1,0,0.6615
2022,11643,NATIVE,CUBA,2012,NONCITIZEN,NOT_WELL,KOREAN,KOREAN,MEXICAN,POLISH,66,2667,4362,0.6,REFUGEE,1,0,1,0.1264
2021,11644,NATIVE,KOREA,2008,NONCITIZEN,WELL,HINDI,SPANISH,CHINESE,GERMAN,10,5901,2153,0.167,DIVERSITY,1,1,1,0.343
2022,11645,NATURALIZED_CITIZEN,KOREA,1988,NATURALIZED,WELL,FRENCH,HINDI,GERMAN,IRISH,93,19372,2296,0.703,EMPLOYMENT,0,1,1,0.1299
2019,11646,NATIVE,EL_SALVADOR,2021,BORN_US,VERY_WELL,KOREAN,MANDARIN,INDIAN,INDIAN,172,2715,2700,0.81,OTHER,1,1,1,0.809
2020,11647,NATURALIZED_CITIZEN,CUBA,2006,BORN_US,NOT_WELL,ARABIC,HINDI,ENGLISH,NONE,88,9385,4725,0.741,EMPLOYMENT,0,1,1,0.7073
2019,11648,NATURALIZED_CITIZEN,KOREA,2009,NATURALIZED,NOT_AT_ALL,ARABIC,FRENCH,MEXICAN,MEXICAN,60,1061,4765,0.2,NA,1,0,0,0.3197
2025,11649,NATIVE,CUBA,1988,NATURALIZED,NOT_AT_ALL,OTHER,HINDI,ENGLISH,NIGERIAN,61,13725,5293,0.567,TEMP_WORK,1,1,1,0.8332
2018,11650,FOREIGN_BORN,OTHER,2011,NATURALIZED,NOT_AT_ALL,RUSSIAN,MANDARIN,INDIAN,GERMAN,99,17530,5751,0.225,STUDENT,1,0,0,0.6847
2021,11651,NATIVE,INDIA,2020,NATURALIZED,NATIVE,ENGLISH,ENGLISH,MEXICAN,NONE,172,5845,1623,0.742,TEMP_WORK,0,1,1,0.4257
2021,11652,FOREIGN_BORN,VIETNAM,2002,BORN_US,VERY_WELL,RUSSIAN,MANDARIN,SCOTTISH,CHINESE,189,10135,1722,0.957,EMPLOYMENT,0,1,0,0.6503
2021,11653,NATIVE,VIETNAM,1989,NATURALIZED,NOT_WELL,RUSSIAN,ENGLISH,SCOTTISH,MEXICAN,166,7681,4387,0.542,STUDENT,1,1,0,0.6594
2017,11654,FOREIGN_BORN,PHILIPPINES,2002,BORN_US,WELL,HINDI,NONE,CHINESE,IRISH,129,15759,1399,0.239,OTHER,1,1,1,0.0494
2023,11655,FOREIGN_BORN,DOMINICAN_REP,2007,NATURALIZED,VERY_WELL,ENGLISH,TAGALOG,MEXICAN,CHINESE,75,5088,5208,0.434,EMPLOYMENT,1,1,0,0.8038
2025,11656,NATURALIZED_CITIZEN,MEXICO,2008,BORN_US,WELL,KOREAN,HINDI,INDIAN,CHINESE,131,14902,2207,0.523,OTHER,1,0,0,0.7082
2025,11657,FOREIGN_BORN,EL_SALVADOR,2022,NATURALIZED,NATIVE,OTHER,NONE,MEXICAN,CHINESE,20,3628,2412,0.581,DIVERSITY,1,0,1,0.1403
2018,11658,NATIVE,CHINA,2022,NONCITIZEN,VERY_WELL,VIETNAMESE,NONE,ENGLISH,ENGLISH,37,10699,5856,0.502,REFUGEE,1,0,1,0.7376
2019,11659,NATURALIZED_CITIZEN,KOREA,2005,NATURALIZED,VERY_WELL,ENGLISH,NONE,OTHER,INDIAN,4,624,3358,0.283,TEMP_WORK,1,1,0,0.915
2025,11660,FOREIGN_BORN,CANADA,2012,NONCITIZEN,WELL,RUSSIAN,SPANISH,IRISH,ENGLISH,129,1223,2019,0.538,TEMP_WORK,1,0,0,0.631
2023,11661,NATIVE,CUBA,2020,BORN_US,VERY_WELL,TAGALOG,NONE,ENGLISH,ENGLISH,186,4109,915,0.975,OTHER,1,0,1,0.962
2021,11662,FOREIGN_BORN,INDIA,1998,BORN_US,NOT_WELL,TAGALOG,NONE,GERMAN,CHINESE,162,621,567,0.876,TEMP_WORK,1,1,1,0.4006
2017,11663,NATIVE,CANADA,2002,NATURALIZED,WELL,RUSSIAN,HINDI,MEXICAN,INDIAN,123,10456,2839,0.772,EMPLOYMENT,1,0,1,0.5478
2019,11664,NATURALIZED_CITIZEN,MEXICO,1983,NATURALIZED,NOT_AT_ALL,RUSSIAN,OTHER,INDIAN,POLISH,34,17055,2140,0.845,TEMP_WORK,1,1,1,0.8731
2018,11665,FOREIGN_BORN,INDIA,2010,NATURALIZED,NATIVE,KOREAN,HINDI,ITALIAN,POLISH,89,12032,1065,0.428,EMPLOYMENT,1,0,0,0.3715
2020,11666,NATURALIZED_CITIZEN,MEXICO,2007,NATURALIZED,WELL,MANDARIN,KOREAN,ITALIAN,ITALIAN,13,8734,2795,0.308,STUDENT,1,0,1,0.0059
2025,11667,NATURALIZED_CITIZEN,KOREA,1989,NONCITIZEN,NOT_AT_ALL,MANDARIN,FRENCH,SCOTTISH,CHINESE,53,7378,2434,0.283,REFUGEE,1,0,0,0.0545
2022,11668,NATURALIZED_CITIZEN,VIETNAM,1987,NATURALIZED,WELL,KOREAN,ENGLISH,GERMAN,POLISH,40,4016,451,0.237,FAMILY,1,1,0,0.6952
2025,11669,NATIVE,OTHER,2011,NONCITIZEN,NATIVE,HINDI,SPANISH,NIGERIAN,ITALIAN,86,15679,4078,0.453,DIVERSITY,0,1,0,0.6497
2018,11670,NATIVE,INDIA,2013,NONCITIZEN,NOT_AT_ALL,VIETNAMESE,ENGLISH,NIGERIAN,NIGERIAN,96,3733,1091,0.825,FAMILY,1,0,1,0.802
2018,11671,NATIVE,CUBA,1997,NONCITIZEN,WELL,RUSSIAN,MANDARIN,INDIAN,MEXICAN,24,1782,1228,0.728,NA,1,1,1,0.0951
2018,11672,NATURALIZED_CITIZEN,DOMINICAN_REP,2012,NONCITIZEN,WELL,OTHER,ENGLISH,SCOTTISH,OTHER,81,8591,1870,0.898,OTHER,0,1,1,0.7651
2020,11673,NATURALIZED_CITIZEN,CHINA,1997,BORN_US,NOT_WELL,TAGALOG,KOREAN,POLISH,CHINESE,148,10379,3683,0.326,OTHER,0,0,0,0.7742
2019,11674,FOREIGN_BORN,PHILIPPINES,2009,NONCITIZEN,NATIVE,SPANISH,NONE,CHINESE,ITALIAN,113,2957,504,0.862,FAMILY,0,1,0,0.8075
2022,11675,FOREIGN_BORN,CUBA,1982,NATURALIZED,NOT_WELL,KOREAN,HINDI,OTHER,NIGERIAN,88,13769,3978,0.662,DIVERSITY,0,0,0,0.0471
2024,11676,NATURALIZED_CITIZEN,MEXICO,2001,NONCITIZEN,NOT_WELL,RUSSIAN,ENGLISH,OTHER,OTHER,49,9782,916,0.541,STUDENT,1,0,0,0.8364
2020,11677,NATIVE,OTHER,1995,BORN_US,NOT_AT_ALL,KOREAN,KOREAN,MEXICAN,CHINESE,63,5194,1725,0.724,REFUGEE,0,0,1,0.8764
2022,11678,FOREIGN_BORN,PHILIPPINES,1988,NATURALIZED,NATIVE,SPANISH,KOREAN,IRISH,NIGERIAN,116,14509,510,0.606,DIVERSITY,1,1,1,0.5804
2023,11679,NATURALIZED_CITIZEN,OTHER,2012,NONCITIZEN,NATIVE,KOREAN,OTHER,NIGERIAN,INDIAN,139,19818,657,0.824,FAMILY,0,0,0,0.9619
2019,11680,NATIVE,MEXICO,1995,NATURALIZED,NOT_WELL,KOREAN,OTHER,OTHER,NONE,30,3108,1861,0.266,STUDENT,1,1,0,0.515
2025,11681,NATIVE,CANADA,2007,NATURALIZED,VERY_WELL,FRENCH,ARABIC,OTHER,NONE,75,17479,5870,0.47,REFUGEE,1,1,1,0.8141
2020,11682,NATURALIZED_CITIZEN,CUBA,2018,BORN_US,NOT_AT_ALL,ARABIC,KOREAN,SCOTTISH,INDIAN,158,11495,5883,0.739,NA,1,0,1,0.1777
2024,11683,NATURALIZED_CITIZEN,OTHER,1998,NONCITIZEN,NOT_WELL,OTHER,HINDI,MEXICAN,NONE,130,15406,998,0.747,NA,0,0,1,0.3894
2019,11684,NATIVE,KOREA,2015,NATURALIZED,NATIVE,TAGALOG,HINDI,GERMAN,NIGERIAN,33,10763,4552,0.34,EMPLOYMENT,1,0,1,0.4143
2019,11685,FOREIGN_BORN,CHINA,2016,NONCITIZEN,NOT_WELL,OTHER,KOREAN,ENGLISH,POLISH,46,12228,461,0.488,REFUGEE,0,0,0,0.3557
2024,11686,NATIVE,EL_SALVADOR,2012,NONCITIZEN,WELL,TAGALOG,ENGLISH,POLISH,NIGERIAN,148,11313,230,0.321,NA,1,1,0,0.1113
2025,11687,NATIVE,CANADA,2020,NONCITIZEN,NATIVE,KOREAN,SPANISH,ENGLISH,ITALIAN,20,19090,2207,0.668,TEMP_WORK,1,0,1,0.4022
2019,11688,NATURALIZED_CITIZEN,VIETNAM,1994,BORN_US,NOT_WELL,KOREAN,OTHER,IRISH,ITALIAN,0,15385,3124,0.959,TEMP_WORK,1,0,0,0.9509
2020,11689,NATURALIZED_CITIZEN,INDIA,2004,NATURALIZED,NOT_AT_ALL,HINDI,VIETNAMESE,ITALIAN,OTHER,28,2674,4912,0.533,STUDENT,0,0,0,0.5722
2025,11690,NATIVE,PHILIPPINES,2010,NATURALIZED,NOT_WELL,FRENCH,FRENCH,OTHER,ITALIAN,29,3322,377,0.573,REFUGEE,0,1,0,0.9627
2021,11691,FOREIGN_BORN,VIETNAM,2023,NONCITIZEN,VERY_WELL,RUSSIAN,VIETNAMESE,MEXICAN,CHINESE,196,7775,3250,0.625,FAMILY,0,1,1,0.6973
2017,11692,NATIVE,INDIA,2021,BORN_US,NOT_WELL,KOREAN,ENGLISH,INDIAN,CHINESE,179,7765,4875,0.928,OTHER,1,0,0,0.4102
2025,11693,NATURALIZED_CITIZEN,MEXICO,1995,NATURALIZED,NOT_AT_ALL,MANDARIN,FRENCH,IRISH,CHINESE,109,11743,3958,0.889,EMPLOYMENT,0,1,0,0.3182
2020,11694,NATURALIZED_CITIZEN,VIETNAM,1988,NATURALIZED,NATIVE,ENGLISH,FRENCH,MEXICAN,IRISH,101,18783,3254,0.607,NA,0,1,0,0.0988
2017,11695,NATURALIZED_CITIZEN,CUBA,1985,BORN_US,VERY_WELL,ENGLISH,NONE,ENGLISH,POLISH,1,13080,5638,0.451,TEMP_WORK,0,1,0,0.4619
2025,11696,FOREIGN_BORN,CUBA,2009,NATURALIZED,NOT_WELL,FRENCH,SPANISH,GERMAN,CHINESE,67,15750,5273,0.663,REFUGEE,1,1,0,0.8309
2018,11697,NATIVE,DOMINICAN_REP,2019,NONCITIZEN,NOT_WELL,FRENCH,ENGLISH,SCOTTISH,GERMAN,57,17548,5019,0.265,REFUGEE,1,0,0,0.1364
2025,11698,NATURALIZED_CITIZEN,PHILIPPINES,2021,NONCITIZEN,VERY_WELL,OTHER,MANDARIN,ITALIAN,INDIAN,129,14695,264,0.773,FAMILY,0,1,0,0.9269
