gov_gfs_reference_year,gov_gfs_country_iso2,gov_gfs_gov_subsector_code,gov_gfs_revenue_total_eur,gov_gfs_expenditure_total_eur,gov_gfs_compensation_employees_eur,gov_gfs_social_benefits_eur,gov_gfs_interest_payments_eur,gov_gfs_gross_fixed_capital_formation_eur,gov_gfs_taxes_on_production_imports_eur,gov_gfs_current_taxes_on_income_wealth_eur,gov_gfs_social_contributions_eur,gov_gfs_capital_taxes_eur,gov_gfs_property_income_eur,gov_gfs_subsidies_eur,gov_gfs_net_lending_borrowing_eur,gov_gfs_function_cofog_code,gov_gfs_eurostat_table_code,gov_gfs_revision_round,gov_gfs_data_extract_date
2018,CZ,S1313_LOCAL,1470942455388.07,1586120192317.89,307130793573.87,420210915932.09,88310044775.22,97154955710.58,301326676260.0,495429569307.14,278973219809.69,14113663735.02,57128521371.39,54779579264.05,-115177736929.82,GF01_GENERAL,gov_10a_rev,SECOND,2025-10-07
2019,DE,S1312_STATE,692693643433.48,797922881884.32,185449330311.75,255542881601.76,54895747651.04,35470944180.59,140522981451.59,129120125439.73,158229908491.53,7472779426.34,52224925818.4,30547886846.63,-105229238450.85,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2024-03-08
2020,LV,S1311_CENTRAL,1345438307019.57,1546095885808.06,384336483812.67,487577234450.21,17383276157.46,47686950692.67,219383970589.46,302625308780.31,140806168674.8,28546141319.59,88435453515.9,19252104064.78,-200657578788.49,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-04-20
2021,PL,S1314_SOCIAL_SECURITY,1369376353824.6,1401177182875.54,311074301924.86,400073513184.32,80276464083.77,114858780240.06,338085708722.68,318976099707.15,238914505931.92,12582727370.99,83385731104.24,77804081259.41,-31800829050.94,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-12-17
2022,ES,S1313_LOCAL,94457799832.1,109425325279.94,22379323345.04,51362287108.55,3617676284.8,6040142658.0,18865921602.99,21497731671.68,17400926997.0,2119818256.38,1795015650.68,6050800672.2,-14967525447.84,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-05-22
2023,HR,S1312_STATE,942056898949.07,980189902074.96,298894437955.6,219906295735.77,15501113491.4,81173915570.63,184863427929.36,235157443987.29,108242111577.94,19298090346.47,63044513271.34,20042005902.57,-38133003125.89,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-11-10
2024,FI,S1311_CENTRAL,794278207249.82,856338554580.69,199932272112.45,252952388682.77,34893441263.57,73476105700.68,252063815182.75,158241933182.57,198729395870.11,23105532281.43,9614028965.23,23118593161.49,-62060347330.87,GF07_HEALTH,gov_10a_main,FLASH,2025-07-31
2025,IE,S1314_SOCIAL_SECURITY,532947568144.79,578669531987.62,160248308599.32,213820484211.55,32433899693.69,23926060542.69,110987895323.73,95241578728.58,48962292447.13,3665993536.26,31889556237.68,22549164924.03,-45721963842.83,GF08_RECREATION,gov_10a_exp,FIRST,2024-07-11
2026,MT,S1313_LOCAL,237584269914.52,244068481462.61,66454980826.16,103209356855.59,15882417744.41,9039441666.89,43114733703.2,72949168678.4,49786382866.7,1557485214.38,6309019550.15,6438340992.27,-6484211548.09,GF09_EDUCATION,gov_10a_rev,SECOND,2024-11-23
2010,SK,S1312_STATE,645538416729.03,709408310907.03,137541333204.4,297049899706.81,34827281786.47,27434009899.66,102940182654.95,130319494636.81,122887606958.58,8992308575.91,16636255888.8,18267806998.63,-63869894178.0,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-10-18
2011,BE,S1311_CENTRAL,302328798068.35,340688269690.83,114023569973.44,100022426958.92,16030391972.58,10495061017.4,64035918895.76,81958386291.36,43204863548.28,989309407.26,17447892381.75,12367768837.04,-38359471622.48,GF01_GENERAL,gov_10a_main,FLASH,2024-01-13
2012,DK,S1314_SOCIAL_SECURITY,502299164532.62,473430825414.07,120905809729.87,224325998540.02,15344524942.59,18340063419.44,137073682610.71,152238976215.64,98454516349.62,11119856207.77,30373360197.61,13644281128.52,28868339118.55,GF02_DEFENCE,gov_10a_exp,FIRST,2025-10-22
2013,GR,S1313_LOCAL,262080807148.07,277616410793.2,59589595753.1,86646832875.45,4314550014.05,27647467542.55,69366692722.16,67761950255.11,59396048068.86,4522592397.8,17288702442.52,15119606197.86,-15535603645.13,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-11-26
2014,LT,S1312_STATE,133902415878.78,141789872834.33,47759663388.31,41769318490.63,7806876495.84,13939346374.8,39440491489.74,41188085643.21,13699918172.33,3146014545.68,2180480592.21,5651364261.14,-7887456955.55,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-05-20
2015,PT,S1311_CENTRAL,1557579920039.51,1540603721949.48,453845398667.67,345347313205.33,48862930461.86,131418483698.25,351520345919.74,313059490483.27,430750315189.1,26782345911.52,39330035795.5,48888488805.24,16976198090.03,GF05_ENVIRONMENT,gov_10a_main,FLASH,2026-02-17
2016,SE,S1314_SOCIAL_SECURITY,455117235359.92,487217282151.46,114470161660.31,115712420866.38,32208710709.63,24663374065.47,84775564344.24,111626866201.9,107238990704.26,4787578228.94,27152340964.56,24844481215.3,-32100046791.54,GF06_HOUSING,gov_10a_exp,FIRST,2026-01-07
2017,CY,S1313_LOCAL,1052636329287.59,1088577050603.87,372697411193.02,357795189468.96,71908161250.21,35150387697.18,284068392685.61,259186571175.37,110281384976.08,12361022463.81,35129759519.78,40107417665.68,-35940721316.27,GF07_HEALTH,gov_10a_rev,SECOND,2025-04-20
2018,FR,S1312_STATE,918079850506.91,917789152112.83,225758164667.96,362848469010.38,60847437428.59,84617818471.43,144265340216.94,185250241144.98,75954678194.65,17933479489.63,33490338342.12,36350117205.47,290698394.08,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-06-20
2019,IT,S1311_CENTRAL,1177994019857.52,1374849029390.74,271727532309.34,309543398968.68,25071677085.09,82798417300.58,298948794493.07,380509594208.04,193930198945.03,15477124722.96,45221264044.03,31607362252.95,-196855009533.22,GF09_EDUCATION,gov_10a_main,FLASH,2024-01-24
2020,NL,S1314_SOCIAL_SECURITY,726867541084.84,728174763706.87,136383659937.64,162468381530.87,34564715951.69,24817460046.8,212289400904.92,151211384849.07,120484300079.79,10036672679.54,10554378021.93,18170687123.98,-1307222622.04,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-08-13
2021,SI,S1313_LOCAL,742688352744.49,691468962590.57,239024656379.45,254253591245.02,46146216143.73,28796612968.42,220025881148.6,205898273035.2,64999229139.71,9232871093.94,14187276362.21,29154861512.98,51219390153.92,GF01_GENERAL,gov_10a_rev,SECOND,2025-08-11
2022,BG,S1312_STATE,856220347705.87,848370077768.58,203604213778.44,347117804782.1,34405322730.99,53037943135.76,238067366652.58,203905643326.93,130716543571.56,5290671044.97,11632319729.96,49272049524.69,7850269937.29,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-03-08
2023,EE,S1311_CENTRAL,964691350131.97,1035082736511.3,268365128470.63,329142654264.02,13208380155.88,64342965081.57,199075114850.97,264870174737.32,130320875171.05,11550927106.76,26682499144.48,28948550657.55,-70391386379.33,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2025-03-09
2024,HU,S1314_SOCIAL_SECURITY,1517238931094.12,1520689992678.9,359868925514.2,434962906999.72,90089908634.19,83192784375.02,367767614277.21,276251175214.29,143058261870.9,39756680924.39,78487600735.22,67183022114.0,-3451061584.78,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-08-16
2025,LU,S1313_LOCAL,918154828978.15,1077531789516.44,181229313183.18,512962617233.17,48958442306.58,68379571502.37,179329814925.21,235705054953.75,134708426788.36,27044964274.64,16720807442.33,36480904688.93,-159376960538.28,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-05-04
2026,RO,S1312_STATE,1070143148412.17,1109289955449.5,196553902012.34,469416053404.26,31189761043.06,72768046600.9,190224211432.23,244288816632.75,192412286436.33,21749988966.55,22628594276.58,62561503830.26,-39146807037.33,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-02-23
2010,AT,S1311_CENTRAL,239154300374.95,253317987973.27,50241212639.04,64265294133.13,8294300850.0,24197345736.94,36663080243.12,53954161778.23,33353331488.08,5766072120.51,7148932293.54,7806986738.16,-14163687598.32,GF07_HEALTH,gov_10a_main,FLASH,2025-10-23
2011,CZ,S1314_SOCIAL_SECURITY,250390289792.71,259937882424.91,81905756676.66,88099530099.57,7080771983.7,21312475276.56,70630454529.34,45232750940.92,60068391722.63,6706277836.04,19268885369.25,14680658066.77,-9547592632.2,GF08_RECREATION,gov_10a_exp,FIRST,2024-01-25
2012,DE,S1313_LOCAL,188774622640.24,219933864902.57,49897625542.37,81883306152.42,10819046778.41,15970280682.29,29120725730.27,53321007041.11,42087997640.87,3059857226.94,11265797138.06,3995738195.01,-31159242262.33,GF09_EDUCATION,gov_10a_rev,SECOND,2025-09-04
2013,LV,S1312_STATE,450373850655.17,510982608412.88,114150029907.46,146459303970.85,23098433519.93,39698961110.19,102956739602.65,137996457716.42,81858601665.22,3385353493.71,22709502978.5,12518466755.37,-60608757757.7,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-10-02
2014,PL,S1311_CENTRAL,936965088324.12,1091753814192.92,341574256669.11,427642570823.06,54688872208.23,49492184885.08,293604311353.36,223311727168.64,107460791379.07,16239715629.61,59441675544.37,52410288994.87,-154788725868.8,GF01_GENERAL,gov_10a_main,FLASH,2024-02-19
2015,ES,S1314_SOCIAL_SECURITY,623292748749.89,719485515561.02,176576374660.65,318016720863.47,17171724939.38,32814963401.09,149473680080.85,166593209090.4,129986482572.51,3939000953.5,45745610114.26,37749772589.3,-96192766811.13,GF02_DEFENCE,gov_10a_exp,FIRST,2024-09-17
2016,HR,S1313_LOCAL,762578934587.94,744105693284.48,160545900508.73,191454441200.44,25936481854.08,58125250970.72,206852596359.7,198748313283.47,164640196474.44,7209880552.59,20214713295.15,32783452349.24,18473241303.45,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-09-09
2017,FI,S1312_STATE,1294229551626.58,1281872591799.87,481001267759.95,478412316842.87,65738383831.22,114005345041.1,263179073340.01,206363973585.45,356515711937.73,33535626291.14,27348851527.01,52199649659.41,12356959826.7,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2026-02-03
2018,IE,S1311_CENTRAL,118998948747.28,135689755827.99,26397532668.4,55269874705.65,4697073529.22,6676481260.85,23781293619.36,25318742039.89,25428916907.57,1244052919.25,1508550943.1,6423681859.97,-16690807080.71,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-03-27
2019,MT,S1314_SOCIAL_SECURITY,1605004501134.74,1552212098612.98,485456810665.84,695201989860.65,56402261792.75,124313371456.03,269020981838.14,437932583543.37,439594736498.41,9238854338.52,103083843586.93,87606074093.72,52792402521.76,GF06_HOUSING,gov_10a_exp,FIRST,2025-08-09
2020,SK,S1313_LOCAL,470715951846.55,562629673201.57,116398752157.15,199193289905.96,7069907504.31,28623075356.37,109529372541.31,68416538386.31,89679559933.19,10022791585.86,27635734120.75,27753995908.19,-91913721355.02,GF07_HEALTH,gov_10a_rev,SECOND,2025-12-22
2021,BE,S1312_STATE,454030294466.07,462935486549.34,93840333850.03,198209083092.66,19749835956.61,16298211058.07,73457037381.4,132346381765.37,69410931175.81,458603914.23,35234553720.51,8289087172.59,-8905192083.27,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-01-25
2022,DK,S1311_CENTRAL,1012800683794.43,1044263636294.01,311648707046.47,455853243139.06,28911584070.69,58635048235.37,245145823171.4,157783428956.04,256811390838.84,11206811728.6,63629912436.81,41212981388.22,-31462952499.58,GF09_EDUCATION,gov_10a_main,FLASH,2025-06-22
2023,GR,S1314_SOCIAL_SECURITY,193512451014.91,207552451892.28,53500345315.79,61577997467.37,11756586136.2,12873120308.67,33504085336.96,62208943212.24,24869724803.02,71963173.91,5605580201.2,6987206191.34,-14040000877.37,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-11-19
2024,LT,S1313_LOCAL,736935311614.64,711704859338.03,269366234468.26,272873904704.85,26549865993.55,64779972658.54,174305694288.97,210042046499.08,176841039505.66,6531916461.91,44201781208.36,11502381374.72,25230452276.61,GF01_GENERAL,gov_10a_rev,SECOND,2024-11-04
2025,PT,S1312_STATE,229380245183.68,249977848662.07,68763207847.39,96476659343.2,6563574059.75,22036596217.56,71042370073.57,68471306376.15,21623179228.4,5012427358.08,11984267950.76,9772601474.1,-20597603478.4,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2026-01-29
2026,SE,S1311_CENTRAL,843781564656.37,815606722111.7,274345322357.11,235226902192.98,55611676620.51,48307680024.28,195065184996.19,172717717881.18,206117000339.5,15860811660.63,18093587078.65,39550904818.7,28174842544.67,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-05-25
2010,CY,S1314_SOCIAL_SECURITY,494734024034.99,548319835241.09,139858716933.69,168160187938.84,8694160327.98,42222545639.38,155257710726.44,111954203557.27,119996480016.88,10475634566.88,8344704598.34,15068021950.44,-53585811206.1,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-09-10
2011,FR,S1313_LOCAL,578681298383.68,617870735959.38,190112135376.66,139727954539.02,17533793008.27,43336174238.39,144933710297.72,157549221118.02,56673249960.96,13552730854.21,43772139634.42,36530581553.87,-39189437575.7,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-12-27
2012,IT,S1312_STATE,996118123252.24,1197223979231.54,373619285442.78,480937187055.37,53300980909.14,113118635856.61,176833560681.72,274309372696.35,154432972565.84,958247524.85,55452506324.12,61689625576.24,-201105855979.3,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-01-18
2013,NL,S1311_CENTRAL,756206627846.3,784267031798.78,156139354405.07,202152896000.1,35098031552.23,62166819114.8,156865285276.0,215238647608.55,157528781174.76,19385359258.73,57975113630.91,39888567340.66,-28060403952.48,GF07_HEALTH,gov_10a_main,FLASH,2024-07-17
2014,SI,S1314_SOCIAL_SECURITY,199300688542.46,199045473140.63,54863969242.29,50486664125.25,5895813138.22,15810186954.92,38692588542.42,45438879897.8,26496188856.31,1191082814.32,5965481173.08,6625893533.84,255215401.83,GF08_RECREATION,gov_10a_exp,FIRST,2024-04-18
2015,BG,S1313_LOCAL,1563003965471.23,1461866932881.38,514634469637.23,647204232232.32,19875234320.83,65162743440.39,255364016049.27,234610664610.38,266662797339.99,33253401468.31,82027659058.86,75658498980.67,101137032589.85,GF09_EDUCATION,gov_10a_rev,SECOND,2024-06-16
2016,EE,S1312_STATE,1480998955732.0,1397892794579.81,455787880969.98,587692198978.47,67201394599.19,81799671797.75,354785725668.0,341940209998.9,285295486229.65,7701117924.24,68848321181.37,31865787219.95,83106161152.19,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-03-24
2017,HU,S1311_CENTRAL,324857339180.6,333105116076.75,76030459169.68,98685231071.78,12239080346.65,19603343188.33,100539772755.76,103128420504.11,32607555017.84,9416116132.16,21560868539.95,12233795363.04,-8247776896.15,GF01_GENERAL,gov_10a_main,FLASH,2025-07-19
2018,LU,S1314_SOCIAL_SECURITY,1220570956556.24,1283832544934.33,254319457250.74,529920084742.57,81504875847.36,123963214116.11,357948853828.78,209867118149.48,251895961978.43,12199579094.82,79926203530.6,64349978871.29,-63261588378.09,GF02_DEFENCE,gov_10a_exp,FIRST,2024-06-17
2019,RO,S1313_LOCAL,442516801040.03,451299635127.52,164712363596.76,138624296389.75,27253217123.59,15899901569.28,78690289924.58,120779974428.15,108965203823.45,6594002193.59,21584603995.26,26827757526.88,-8782834087.49,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2025-07-16
2020,AT,S1312_STATE,369359122181.09,351362349189.67,133014712821.29,143157014364.22,12612777825.65,11330039072.72,82351412758.44,66514542791.66,31490227645.48,11068796680.41,10397888814.92,20745778603.34,17996772991.42,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-01-28
2021,CZ,S1311_CENTRAL,864656328871.48,959630688077.75,274889196232.39,276396657930.44,62668137000.8,94156824612.32,138878135853.63,243152713036.55,112360568575.31,12954228969.39,8962924320.69,18440973118.27,-94974359206.27,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-12-13
2022,DE,S1314_SOCIAL_SECURITY,652966136005.14,605695152849.86,186261033718.12,278460127114.18,34717205662.35,37772595261.03,199410078282.52,138298543641.14,151089991991.49,9208095682.39,39613900963.53,12759584276.13,47270983155.29,GF06_HOUSING,gov_10a_exp,FIRST,2024-03-12
2023,LV,S1313_LOCAL,63348447608.03,63039961599.89,23076676453.98,24288311556.16,3366251364.42,3237861318.36,10608509769.4,14321871413.87,5389564584.31,1878155713.22,780059262.97,647544809.86,308486008.14,GF07_HEALTH,gov_10a_rev,SECOND,2024-12-05
2024,PL,S1312_STATE,1256410339164.65,1365737820636.36,410317377532.65,582036323285.72,34405151515.49,94755141673.93,367178729004.32,307451496038.1,238991471432.51,31816911679.03,63194136443.8,52229207237.24,-109327481471.71,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-12-27
2025,ES,S1311_CENTRAL,1016472097425.19,1044094449165.0,334298167473.47,243423202392.55,35005534518.94,90149860841.71,226968423968.82,264056942769.38,182108367147.02,19879420243.08,57452177503.05,34664536557.89,-27622351739.82,GF09_EDUCATION,gov_10a_main,FLASH,2025-09-12
2026,HR,S1314_SOCIAL_SECURITY,1698947365317.67,1926210372176.97,445849963978.22,669987014858.21,128509398349.37,82601540484.51,411319642577.27,401403710261.51,407568564405.03,35729556180.57,17309562693.55,73133005638.67,-227263006859.3,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-08-04
2010,FI,S1313_LOCAL,409325318594.29,396775217321.59,91223856353.55,93089420493.98,19408506313.01,27538918151.43,106400073825.89,106676110638.91,74247073774.6,2485589018.16,29048392259.14,10064268583.99,12550101272.7,GF01_GENERAL,gov_10a_rev,SECOND,2024-10-31
2011,IE,S1312_STATE,458250267802.02,452702719386.67,142363381044.8,119378824570.12,14053225474.88,24621820323.15,75272964826.91,150765838252.02,114046369940.17,9122420934.03,14952769090.7,21577302487.0,5547548415.35,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2026-01-07
2012,MT,S1311_CENTRAL,581151221702.62,572325486622.51,196055106288.68,148623549495.94,39576636763.68,54393990157.53,159291392939.69,105185354254.45,125915472952.23,9608585051.29,8910219878.71,19842232607.65,8825735080.11,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-02-06
2013,SK,S1314_SOCIAL_SECURITY,1516161115358.65,1711377634540.28,372340221370.46,461521795854.18,110032735004.23,74785152921.48,241543875793.77,251388025434.87,340990006501.46,29133255746.0,61210086376.52,57444954583.42,-195216519181.63,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-03-03
2014,BE,S1313_LOCAL,944325042788.6,1057832040542.37,304069405555.97,461688174406.39,56386273366.5,43353166925.62,298670082722.59,220373945498.29,137528033156.72,26473744197.77,74932368736.56,40168928781.13,-113506997753.77,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-10-30
2015,DK,S1312_STATE,638507171915.02,670230859438.09,178030241602.18,285520926844.71,30569308374.6,36436591894.49,146429045018.38,175979041132.32,136951171129.22,7253140788.0,40958623448.44,11140679102.25,-31723687523.07,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-07-16
2016,GR,S1311_CENTRAL,530348849026.45,530026523536.25,127378827936.84,137562337532.25,16586559914.86,47768757000.32,80063904319.08,96048138058.34,67094118995.25,1118877992.01,26946728894.13,6579759574.99,322325490.2,GF07_HEALTH,gov_10a_main,FLASH,2026-02-25
2017,LT,S1314_SOCIAL_SECURITY,1541387915793.38,1621341312745.62,299091888327.01,679678648798.06,42099979328.37,116505841069.17,326043223845.39,218779561987.05,301816127200.94,41115712638.81,106358690927.99,50870460208.77,-79953396952.24,GF08_RECREATION,gov_10a_exp,FIRST,2024-05-17
2018,PT,S1313_LOCAL,346493951985.84,343393246504.01,64699542769.21,84878792246.2,20466436130.2,29637184302.01,60260065863.88,51214831627.46,41125126903.28,620725016.07,25776874342.87,13619113675.61,3100705481.83,GF09_EDUCATION,gov_10a_rev,SECOND,2024-03-05
2019,SE,S1312_STATE,1424673030348.96,1362893569095.61,342276448401.07,475201556400.76,61617110787.56,45094918295.92,350167571804.57,389676051328.99,195862376678.38,4004672464.74,62615064675.14,13929241537.47,61779461253.36,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-10-13
2020,CY,S1311_CENTRAL,923181472689.06,882434936237.45,198652494969.67,343906602765.59,13791102637.78,82787856192.35,267587525619.46,143922703258.55,74788401705.38,3365878312.76,61602811456.42,10044569104.68,40746536451.6,GF01_GENERAL,gov_10a_main,FLASH,2024-05-15
2021,FR,S1314_SOCIAL_SECURITY,894775307601.16,981871488844.42,267895793456.14,346007657299.17,15965773921.48,97525687068.25,204130044314.77,239505042309.19,117281877793.92,25230332798.44,18740831999.14,40800799410.44,-87096181243.26,GF02_DEFENCE,gov_10a_exp,FIRST,2025-07-29
2022,IT,S1313_LOCAL,188335167414.07,189742671124.66,33935578926.65,61522934657.18,9404686993.95,12805764421.77,54458463105.32,62518880084.06,47616851213.69,2939404787.67,10035093382.29,6002718079.09,-1407503710.59,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-09-02
2023,NL,S1312_STATE,1066914869903.09,1139931435794.79,376012123182.87,502427401095.07,42705577556.65,72551168635.78,166794165563.98,339549726536.78,259941923117.87,17322607201.08,21586803668.12,13355878496.57,-73016565891.7,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-01-16
2024,SI,S1311_CENTRAL,234166667920.56,261976630681.0,85836247948.84,65196538173.6,7038612992.2,13182670137.15,35827816697.92,47260539407.27,32980423819.34,697437056.29,5771588855.32,5186232194.79,-27809962760.44,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-10-12
2025,BG,S1314_SOCIAL_SECURITY,37466033877.08,43737600505.52,10876730539.39,20719476250.04,2790300491.56,3243430418.38,9101792378.94,5666806822.14,9134547830.97,948893968.39,1115127473.17,1490249914.85,-6271566628.44,GF06_HOUSING,gov_10a_exp,FIRST,2026-02-24
2026,EE,S1313_LOCAL,724921298926.03,878392361836.8,231158573368.2,257678323902.89,61069208751.08,57045135856.26,111540440392.1,213911841953.08,178922046164.61,2766179786.04,33754138650.81,36692926817.05,-153471062910.76,GF07_HEALTH,gov_10a_rev,SECOND,2025-08-06
2010,HU,S1312_STATE,273378368398.59,323351409791.29,88801789832.97,111796962881.46,8163724670.98,32259514961.85,41201152087.99,64102574358.35,30068256905.71,3062561461.41,15064286641.95,13201650894.73,-49973041392.71,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-01-20
2011,LU,S1311_CENTRAL,904212226509.65,1005490396491.3,318830854936.32,428666533072.01,44305064811.6,41154460321.55,193637450882.08,289900649945.21,75498387675.66,2437666235.29,49818742834.59,37882830681.48,-101278169981.65,GF09_EDUCATION,gov_10a_main,FLASH,2024-03-12
2012,RO,S1314_SOCIAL_SECURITY,394548004319.98,402350599114.55,96550128651.13,134853378570.8,11050497613.54,35778681550.35,103328670898.15,58195533847.8,45840294559.37,3128646480.43,10782018745.53,9225492118.2,-7802594794.56,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-10-24
2013,AT,S1313_LOCAL,580606745262.46,626314627526.74,168961978913.97,263319193869.58,42126086780.28,21884330576.55,129429256548.71,127885001468.21,135892634701.57,582598415.09,8016363354.55,15310611112.46,-45707882264.28,GF01_GENERAL,gov_10a_rev,SECOND,2025-05-22
2014,CZ,S1312_STATE,1152471506532.63,1260083586893.21,317399190976.76,550247646398.07,77239146802.04,100337047286.4,197763358346.23,278434317217.57,216016545261.77,679840323.0,58538682853.34,49513619937.01,-107612080360.59,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2024-07-22
2015,DE,S1311_CENTRAL,793311130368.28,898897624528.34,289311609877.15,352345743268.87,34702874304.19,82566285193.94,163431947428.39,129734467292.96,137736176864.67,111609701.64,45022840383.54,30694447236.94,-105586494160.06,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2025-01-26
2016,LV,S1314_SOCIAL_SECURITY,950637481239.13,943173174961.75,351202426942.51,323238999538.32,28919089831.4,38170094495.7,235078346100.22,185321531253.91,87291971191.0,1268770127.28,70174445732.41,55495913006.1,7464306277.38,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-05-04
2017,PL,S1313_LOCAL,649788233030.27,646915169041.82,169943628804.59,148965856366.12,11849044793.69,40986396229.25,104020949019.0,127606390901.41,131622379171.71,3528755630.07,32414111676.24,16748639496.67,2873063988.45,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2024-03-06
2018,ES,S1312_STATE,1287238122310.58,1448725651100.39,284820781164.16,655145094994.78,46455587887.69,94564420210.83,307639941790.22,197836611921.22,210387268523.26,4095028821.74,63468637853.48,51607001063.12,-161487528789.81,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-02-16
2019,HR,S1311_CENTRAL,764213789937.74,837261629778.93,286218610556.98,220831520416.44,16589045556.96,49724018545.62,228586050788.44,173879089859.79,66272493360.01,17367930643.79,52934874932.54,30152079320.77,-73047839841.19,GF07_HEALTH,gov_10a_main,FLASH,2024-01-29
2020,FI,S1314_SOCIAL_SECURITY,402369272611.0,411364843497.83,78215567231.27,122203034279.11,9012039300.6,40509879226.57,71780935118.09,133181052942.61,91545374310.61,10465020904.89,25629431055.24,5541001961.86,-8995570886.83,GF08_RECREATION,gov_10a_exp,FIRST,2024-06-03
2021,IE,S1313_LOCAL,1102994222607.51,1339135320678.13,223784815362.01,601182275304.54,46571647047.7,127432294312.78,318005395413.78,359647140548.49,207531863848.12,9572364673.62,54648372030.12,66050467991.72,-236141098070.62,GF09_EDUCATION,gov_10a_rev,SECOND,2025-11-01
2022,MT,S1312_STATE,1233935046640.69,1304182498314.27,332904069073.92,378974273765.84,55313752191.21,79954213884.67,246821918208.53,379556614003.13,229653714463.65,30023407732.81,37612851941.85,74867388503.55,-70247451673.58,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-04-10
2023,SK,S1311_CENTRAL,248334396228.28,248728225074.21,50055451869.55,83995782647.18,8521008924.25,15252059883.88,47186639242.01,64406537983.22,67326112197.69,7180182446.84,14456356475.54,5467357148.14,-393828845.93,GF01_GENERAL,gov_10a_main,FLASH,2024-12-30
2024,BE,S1314_SOCIAL_SECURITY,468042890891.1,467750274659.25,110256405589.17,214521773531.31,5834872069.94,31938549203.04,92670609620.14,133392498713.66,49493353278.61,10764231782.19,28254761828.9,17485266678.2,292616231.86,GF02_DEFENCE,gov_10a_exp,FIRST,2024-09-01
2025,DK,S1313_LOCAL,1460713308492.34,1563944042521.77,363422080039.06,495319342588.38,28263401602.08,125088468410.29,465843765427.68,370849444074.56,327991695068.83,21345141651.83,59873694740.6,55107888047.03,-103230734029.43,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-02-19
2026,GR,S1312_STATE,1030562305891.01,1162924633424.12,270381872659.61,492511501405.61,65796748572.21,68723277634.95,284936098105.99,295941776775.98,125411985033.46,18398985110.58,62565537268.66,14610600716.99,-132362327533.11,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-07-10
2010,LT,S1311_CENTRAL,384797562213.75,464065237273.89,95296793889.82,103146314339.54,18118536966.39,23100127245.68,106055050004.21,57190611505.62,39335612427.81,4882325600.74,26351698062.83,17480721224.73,-79267675060.15,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-12-07
