trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_miles_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_miles_traveled,trans_transit_farebox_revenue_usd,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2023-03-31,GTFS00112,R0001551,BUS,1136,914,87.52,10.33,71269,199434,0.975,6709.19,4854.89,6035.7,5185839.24,14.21,353,95.03,5.3,4021
2023-04-01,GTFS00113,R0001552,BUS,1051,809,67.01,35.69,124936,213776,1.193,18707.59,3271.23,15772.05,3148144.81,6.92,421,98.31,10.1,5978
2023-04-02,GTFS00114,R0001553,BUS,1372,1054,86.4,9.56,238654,15637,1.038,16291.99,7400.67,12319.81,3568116.75,5.11,155,86.18,15.47,4269
2023-04-03,GTFS00115,R0001554,RAIL,583,578,75.98,34.58,46336,43475,1.623,6035.17,10604.99,4996.93,525782.67,11.95,89,92.02,3.04,4647
2023-04-04,GTFS00116,R0001555,BUS,1336,1094,76.8,11.44,66687,5070,0.91,8036.37,1315.75,5451.35,6033788.58,14.95,255,77.75,0.66,4177
2023-04-05,GTFS00117,R0001556,BUS,554,435,61.96,6.93,49474,56612,1.736,20847.91,14204.13,19218.85,3513876.61,8.77,350,77.46,0.45,4933
2023-04-06,GTFS00118,R0001557,SUBWAY,1119,858,74.43,38.82,206158,131366,0.424,4357.35,7263.55,4084.62,1005577.48,1.0,391,70.11,6.29,1272
2023-04-07,GTFS00119,R0001558,BUS,1441,1104,96.31,35.77,17479,116882,0.195,3277.56,16436.54,2906.6,7137658.86,8.14,67,72.26,14.05,2643
2023-04-08,GTFS00120,R0001559,BUS,463,401,77.03,16.57,71227,21978,0.257,6229.21,5376.16,4844.71,4690612.28,16.34,468,93.46,1.44,4095
2023-04-09,GTFS00121,R0001560,BUS,960,939,90.29,29.67,236769,57122,1.586,12359.78,13296.59,9492.87,259816.89,10.96,368,91.93,10.14,300
2023-04-10,GTFS00122,R0001561,TRAM,574,532,63.01,11.53,144413,219337,0.898,6580.01,17672.48,4296.51,3086943.32,2.82,347,76.17,4.75,3683
2023-04-11,GTFS00123,R0001562,SUBWAY,1190,1180,71.18,37.0,43347,157263,0.372,4905.45,1307.65,3376.15,777599.24,15.77,347,83.44,6.4,2858
2023-04-12,GTFS00124,R0001563,FERRY,819,623,93.62,9.73,137489,191204,1.753,11362.04,214.59,7302.47,1720945.51,8.87,132,83.32,3.29,4778
2023-04-13,GTFS00125,R0001564,BUS,23,23,87.32,25.59,177304,232823,1.34,2096.27,15679.59,1421.56,7147784.56,1.25,447,94.21,9.47,4067
2023-04-14,GTFS00126,R0001565,SUBWAY,942,918,64.11,28.34,157602,57757,1.427,692.26,16162.58,688.86,375575.31,4.92,57,92.22,10.54,2778
2023-04-15,GTFS00127,R0001566,BUS,591,505,88.93,19.37,132395,134396,0.485,9060.24,7666.31,7730.11,2807317.76,11.92,391,92.52,10.08,4507
2023-04-16,GTFS00128,R0001567,BUS,643,595,76.73,7.26,246681,219687,0.697,12909.4,16617.13,8582.66,3674801.81,5.73,168,71.04,12.45,1062
2023-04-17,GTFS00129,R0001568,BUS,885,875,67.59,28.23,200922,51263,0.594,20068.68,11755.92,12792.63,184558.25,10.67,189,97.98,1.86,447
2023-04-18,GTFS00130,R0001569,BUS,808,719,63.35,13.55,34709,118497,0.86,9715.46,1411.44,6748.25,4191077.76,17.66,354,93.75,4.31,165
2023-04-19,GTFS00131,R0001570,BUS,1155,1108,86.18,38.74,158336,111194,0.793,6466.96,10208.5,4819.99,255874.66,10.67,174,73.81,14.81,990
2023-04-20,GTFS00132,R0001571,BUS,1371,1183,88.72,5.57,205544,8594,1.205,20244.21,5671.16,16321.05,5456946.07,8.85,4,85.45,1.52,384
2023-04-21,GTFS00133,R0001572,RAIL,265,206,71.71,23.84,9228,233281,1.114,13683.01,6825.88,11245.61,4442536.15,16.37,243,72.14,15.88,2624
2023-04-22,GTFS00134,R0001573,BUS,326,327,91.43,35.65,85485,188178,1.093,10609.17,10139.3,6494.34,3999047.27,5.08,184,78.11,8.8,2136
2023-04-23,GTFS00135,R0001574,BUS,541,418,59.67,34.05,107156,116931,0.549,19465.03,10749.3,16270.01,5592790.54,17.52,312,83.64,9.44,4106
2023-04-24,GTFS00136,R0001575,SUBWAY,399,357,79.49,8.72,199319,240968,0.397,7613.64,3493.81,6070.27,6402546.65,13.22,217,70.55,9.24,2607
2023-04-25,GTFS00137,R0001576,SUBWAY,316,317,66.85,25.9,182245,81562,0.225,16564.34,13425.8,10189.56,2208044.22,9.91,456,79.42,12.22,2717
2023-04-26,GTFS00138,R0001577,FERRY,1353,1097,61.65,19.38,125787,214667,1.448,11740.67,12168.11,8544.19,1343616.65,8.95,377,92.36,11.83,6474
2023-04-27,GTFS00139,R0001578,BUS,371,282,65.99,20.62,198333,16269,0.363,15884.12,7458.73,12358.13,5444705.47,1.28,353,79.99,1.96,6225
2023-04-28,GTFS00140,R0001579,BUS,110,110,55.0,21.07,62389,244659,0.545,6697.95,4108.16,5957.59,5911324.59,7.72,159,86.6,1.53,809
2023-04-29,GTFS00141,R0001580,RAIL,1417,1085,78.92,20.4,199507,49284,0.915,14711.26,4382.16,14212.88,4949569.74,4.89,379,81.62,15.04,4603
2023-04-30,GTFS00142,R0001581,BUS,829,786,71.73,32.34,39016,216734,0.588,14587.59,17409.48,12565.41,3324998.6,11.86,309,93.75,1.23,5043
2023-05-01,GTFS00143,R0001582,BUS,340,325,63.8,11.66,61659,57585,1.271,12942.56,15364.36,11289.75,7283573.38,1.56,140,95.99,7.48,1380
2023-05-02,GTFS00144,R0001583,BUS,686,610,60.57,19.64,242193,137095,0.205,13465.59,9887.14,10169.49,1295894.18,11.67,354,89.36,3.35,5163
2023-05-03,GTFS00145,R0001584,SUBWAY,37,30,70.24,20.54,207883,21912,0.675,9147.12,16431.67,6050.07,7246442.37,13.63,81,75.0,17.25,407
2023-05-04,GTFS00146,R0001585,BUS,15,13,74.41,4.9,214526,55842,0.613,14048.36,14450.01,9045.76,3784023.9,9.09,348,97.88,11.11,4493
2023-05-05,GTFS00147,R0001586,BUS,970,782,79.11,15.09,64537,181434,1.637,8565.15,7700.82,6007.17,5331076.61,5.0,261,85.58,17.76,1389
2023-05-06,GTFS00148,R0001587,BUS,200,170,61.73,23.79,237463,164722,0.614,3692.46,6272.61,2422.91,1135371.1,4.52,355,81.04,15.38,5457
2023-05-07,GTFS00149,R0001588,BUS,731,719,82.11,35.86,73283,194482,0.408,20032.53,980.16,12391.75,4824439.45,10.05,423,89.01,12.11,6032
2023-05-08,GTFS00150,R0001589,BUS,1288,1088,96.24,19.57,140317,103329,1.114,10645.84,9809.38,10122.74,4857274.53,15.43,4,90.55,0.52,5323
2023-05-09,GTFS00151,R0001590,BUS,1236,1184,88.09,9.56,73550,175577,0.181,891.55,1306.03,586.02,5919251.66,8.65,440,73.93,17.29,4521
2023-05-10,GTFS00152,R0001591,SUBWAY,967,745,91.89,28.51,75602,105725,0.97,14205.47,12542.48,10753.05,2557332.7,6.44,29,79.1,11.03,1437
2023-05-11,GTFS00153,R0001592,BUS,514,493,63.95,17.33,136533,211063,1.016,17359.18,1002.36,11737.66,3032092.09,4.99,316,94.49,11.02,3053
2023-05-12,GTFS00154,R0001593,BUS,36,28,67.15,19.48,223850,143322,0.374,4325.25,8018.13,4159.94,744357.63,8.45,297,80.68,9.68,4442
2023-05-13,GTFS00155,R0001594,TRAM,751,665,78.44,25.31,234120,163376,1.404,1347.9,9606.57,1058.04,2156775.16,13.85,351,72.77,8.6,4204
2023-05-14,GTFS00156,R0001595,BUS,761,740,90.96,12.69,58849,63328,1.503,7765.2,13319.87,6081.04,5012878.73,14.81,228,83.85,10.33,2755
2023-05-15,GTFS00157,R0001596,BUS,504,428,76.16,34.93,160980,36734,1.155,18460.31,17183.24,15967.06,295164.58,12.84,27,80.36,3.94,1192
2023-05-16,GTFS00158,R0001597,CABLE,439,383,66.45,35.78,145131,243735,0.11,7463.38,8518.22,5904.82,4066573.8,1.96,48,70.99,17.94,5713
2023-05-17,GTFS00159,R0001598,BUS,479,437,95.68,31.33,158500,37196,1.261,14580.15,10638.43,10909.34,1399497.6,3.71,169,74.73,8.09,4231
2023-05-18,GTFS00160,R0001599,BUS,130,103,81.46,13.65,24040,200651,1.011,12697.43,16797.26,11257.11,4604173.07,10.49,413,97.96,10.34,4336
2023-05-19,GTFS00161,R0001600,SUBWAY,1045,879,82.59,29.49,134487,127928,1.141,8404.89,10711.15,6250.64,3143334.33,16.7,103,85.64,16.87,5831
2023-05-20,GTFS00162,R0001601,RAIL,1302,1273,74.77,17.84,198097,238310,0.294,16317.41,17450.99,14460.84,3182384.38,13.84,463,93.91,6.97,3448
2023-05-21,GTFS00163,R0001602,BUS,979,815,62.41,33.44,189183,211148,0.213,15660.16,5569.83,12731.01,6744529.11,5.82,383,81.33,7.0,3329
2023-05-22,GTFS00164,R0001603,BUS,122,121,89.54,12.13,49574,207372,0.763,11259.49,4449.77,9551.42,3614282.88,7.38,338,83.03,7.16,2389
2023-05-23,GTFS00165,R0001604,GONDOLA,865,830,67.09,28.76,176320,3545,1.698,18631.11,1436.87,16000.44,7043999.66,16.82,47,85.56,13.96,456
2023-05-24,GTFS00166,R0001605,TRAM,637,489,70.62,4.85,18847,230247,0.295,15511.02,12999.56,9679.51,5688652.98,5.25,333,99.89,0.6,1103
2023-05-25,GTFS00167,R0001606,RAIL,203,161,67.47,25.79,241365,59458,0.986,16354.25,2876.91,10331.25,4659801.29,10.98,75,91.56,10.56,3843
2023-05-26,GTFS00168,R0001607,RAIL,181,159,84.38,24.2,120416,245136,1.322,3600.46,4882.95,2739.57,3681428.38,1.19,80,87.08,1.18,2432
2023-05-27,GTFS00169,R0001608,BUS,166,167,58.63,32.83,190174,77711,1.128,15236.02,1558.95,13148.71,6776745.19,8.4,176,88.22,13.77,5800
2023-05-28,GTFS00170,R0001609,BUS,1254,1047,92.05,33.19,42440,116868,0.527,15125.51,1876.36,13613.03,3096535.01,6.09,188,75.0,12.74,2230
2023-05-29,GTFS00171,R0001610,BUS,405,315,67.08,28.54,60808,50053,1.126,14801.9,17401.91,12045.07,6656109.31,7.7,475,90.63,14.13,2310
2023-05-30,GTFS00172,R0001611,BUS,493,459,94.12,37.38,105936,223192,1.101,16835.63,2493.36,14278.72,133808.61,14.99,29,70.77,6.88,1270
2023-05-31,GTFS00173,R0001612,FERRY,978,773,58.7,20.8,165868,59731,0.341,9864.57,1043.78,6979.48,5438855.5,5.22,439,79.42,9.05,3949
2023-06-01,GTFS00174,R0001613,BUS,606,574,85.92,36.81,145760,70805,1.531,14789.29,7384.51,11190.69,3299562.51,12.6,433,94.94,10.12,2428
2023-06-02,GTFS00175,R0001614,BUS,161,162,57.65,35.4,7889,3518,0.494,13368.32,10021.26,12702.89,3564557.63,0.38,408,92.04,17.99,5163
2023-06-03,GTFS00176,R0001615,BUS,328,292,96.87,19.11,69461,11094,0.643,5627.46,17451.25,3644.09,4496592.41,10.29,49,99.46,5.23,3037
2023-06-04,GTFS00177,R0001616,RAIL,822,623,56.63,39.86,101627,219140,0.612,16171.81,182.15,15683.01,2227379.41,17.54,108,82.9,10.56,2657
2023-06-05,GTFS00178,R0001617,BUS,1002,812,56.61,15.95,40267,154583,1.196,3177.82,15989.15,2677.27,6787255.37,16.31,195,80.32,14.52,3270
2023-06-06,GTFS00179,R0001618,TRAM,510,440,60.8,15.38,83441,221591,0.341,17112.39,9395.57,11072.17,2209444.52,1.15,83,91.24,1.6,333
2023-06-07,GTFS00180,R0001619,BUS,943,860,68.71,18.01,163721,168942,1.076,19119.03,9694.47,16547.41,4263356.97,7.54,187,89.81,5.77,3972
2023-06-08,GTFS00001,R0001620,TRAM,463,442,65.29,14.76,114435,121013,1.177,17505.95,15205.54,16144.31,3387638.65,2.18,380,84.04,0.8,2934
2023-06-09,GTFS00002,R0001621,BUS,856,715,94.73,9.07,90599,5379,0.922,9052.8,11727.84,7146.75,6265474.48,0.14,365,72.58,6.03,3646
2023-06-10,GTFS00003,R0001622,SUBWAY,873,793,93.62,38.42,59355,187050,0.802,9189.56,4015.49,5729.78,5337321.39,4.08,372,88.29,11.28,6049
2023-06-11,GTFS00004,R0001623,CABLE,950,956,70.98,35.95,244506,36830,1.331,7281.58,13634.74,6922.74,2054486.7,9.91,363,81.18,6.89,1769
2023-06-12,GTFS00005,R0001624,SUBWAY,1101,1023,72.95,36.81,37595,111346,1.194,1449.92,8688.51,959.56,2746056.24,15.02,284,76.83,1.42,629
2023-06-13,GTFS00006,R0001625,BUS,593,503,55.16,39.92,106271,122395,0.497,14790.94,7330.82,11734.01,7251189.47,3.49,392,81.69,9.48,4340
2023-06-14,GTFS00007,R0001626,BUS,454,414,88.99,12.23,98954,169137,1.459,567.42,6620.52,391.12,1610012.03,9.77,397,85.61,5.77,2130
2023-06-15,GTFS00008,R0001627,BUS,500,443,94.93,17.39,177835,31992,0.757,1179.68,3776.02,908.35,3709208.72,8.86,73,97.37,11.62,1666
2023-06-16,GTFS00009,R0001628,TRAM,1033,834,98.61,10.9,934,27169,0.42,2905.2,16773.17,2825.29,1516979.05,15.76,368,88.6,13.98,4298
2023-06-17,GTFS00010,R0001629,BUS,689,547,59.5,30.05,139756,152455,1.505,15731.15,17584.8,10586.09,4274396.08,4.37,402,86.87,3.95,4994
2023-06-18,GTFS00011,R0001630,SUBWAY,393,355,60.48,4.89,65382,245240,1.753,16365.85,11372.6,12713.16,4223338.51,2.24,16,97.31,0.95,488
2023-06-19,GTFS00012,R0001631,BUS,634,565,72.12,11.08,66082,18359,0.973,1812.28,16610.79,1121.65,2154007.73,17.39,176,83.53,15.38,5838
2023-06-20,GTFS00013,R0001632,RAIL,421,405,57.51,4.86,114945,146721,0.263,1920.71,7594.26,1556.75,635252.96,15.19,191,74.27,5.66,1273
2023-06-21,GTFS00014,R0001633,BUS,382,289,56.63,9.96,210304,69270,1.152,15360.91,12233.91,15060.1,3617350.72,1.78,280,83.08,10.62,3249
2023-06-22,GTFS00015,R0001634,SUBWAY,795,795,95.33,14.11,93921,182228,1.062,5095.6,9602.25,4548.04,5334529.92,11.12,227,80.51,6.0,4092
2023-06-23,GTFS00016,R0001635,BUS,675,662,74.82,28.45,225610,168794,1.73,14300.16,7547.4,10438.63,3005657.96,1.28,408,85.41,2.88,3858
2023-06-24,GTFS00017,R0001636,BUS,1214,1232,91.08,21.61,26622,155982,1.164,21342.86,7883.5,18416.02,2237641.48,1.98,431,70.77,17.02,409
2023-06-25,GTFS00018,R0001637,SUBWAY,51,39,77.34,18.1,114838,225509,1.208,13245.37,7655.16,10603.64,4562310.06,4.07,295,79.12,9.33,4687
2023-06-26,GTFS00019,R0001638,RAIL,1193,1160,64.98,13.7,31251,170797,0.469,9115.85,7695.42,7128.44,3696018.2,14.34,78,90.43,11.38,5856
2023-06-27,GTFS00020,R0001639,TRAM,208,206,72.0,33.55,80756,13791,1.613,4810.95,3030.76,2999.7,1948170.44,13.6,211,83.09,9.7,5714
2023-06-28,GTFS00021,R0001640,BUS,249,253,64.71,39.54,173710,225401,0.285,8584.79,8967.1,6882.79,5268267.59,17.73,432,78.36,8.39,5182
2023-06-29,GTFS00022,R0001641,BUS,652,607,93.11,30.44,25819,152851,0.855,15411.37,1017.79,12626.96,2172294.34,14.88,230,70.01,6.27,2357
2023-06-30,GTFS00023,R0001642,TRAM,1228,991,84.44,18.29,141679,26766,0.257,4023.25,10903.81,3997.54,4299048.02,3.65,292,90.46,9.67,2736
2023-07-01,GTFS00024,R0001643,RAIL,262,225,72.09,9.93,64140,64282,1.319,5577.75,6809.27,5002.83,4327370.44,11.11,345,79.02,7.85,158
2023-07-02,GTFS00025,R0001644,BUS,935,741,96.62,9.86,91313,178949,1.523,14695.8,7709.42,11377.11,969609.82,10.12,76,97.87,5.88,5891
2023-07-03,GTFS00026,R0001645,RAIL,527,403,90.27,28.25,226305,183031,1.395,8027.33,1705.88,6985.38,3718971.34,7.22,18,90.51,13.23,5199
2023-07-04,GTFS00027,R0001646,BUS,221,187,63.22,22.59,9011,192915,1.577,16679.46,14417.86,14741.83,4700746.62,6.62,213,74.1,17.27,1218
2023-07-05,GTFS00028,R0001647,BUS,1014,955,63.75,32.36,239236,191918,1.278,6858.83,6792.27,5286.62,3858447.65,8.41,11,83.39,4.97,2169
2023-07-06,GTFS00029,R0001648,SUBWAY,274,219,70.06,9.39,135052,87360,0.42,19397.55,16832.55,17567.64,1167513.27,4.26,396,84.23,12.06,4175
2023-07-07,GTFS00030,R0001649,TRAM,431,420,84.23,19.51,236128,111374,1.283,15072.98,2551.73,12561.34,6245013.51,4.41,441,73.88,1.82,5142
2023-07-08,GTFS00031,R0001650,BUS,585,503,81.3,30.37,168033,183516,1.098,8080.61,14563.05,7231.06,5987844.31,10.58,257,91.24,11.22,1502
2023-07-09,GTFS00032,R0001651,BUS,1421,1203,67.91,18.8,152628,12095,1.369,12251.77,7406.42,10560.02,4915431.55,15.5,441,80.05,12.07,4066
2023-07-10,GTFS00033,R0001652,RAIL,1228,971,90.17,15.33,21753,195987,0.667,21636.96,10405.95,18846.28,2274509.44,4.2,288,71.17,2.73,3030
2023-07-11,GTFS00034,R0001653,BUS,645,651,91.45,39.57,248979,45958,0.422,13408.92,3551.61,10387.04,6158997.2,7.76,311,94.85,10.09,3236
2023-07-12,GTFS00035,R0001654,BUS,77,72,68.1,29.03,89297,52359,1.239,18258.1,17734.79,14094.57,290908.74,10.55,68,72.69,10.75,3014
2023-07-13,GTFS00036,R0001655,SUBWAY,346,286,60.9,9.18,179564,107723,1.742,12770.33,8422.29,9481.62,2666532.08,2.26,47,91.77,12.57,214
2023-07-14,GTFS00037,R0001656,SUBWAY,214,168,59.58,37.16,248818,233114,1.517,20794.32,13650.63,12792.3,6319028.69,13.4,23,94.55,5.15,5769
2023-07-15,GTFS00038,R0001657,BUS,343,315,90.96,25.2,55170,80348,1.484,1560.96,7214.8,1010.33,1668020.35,8.03,417,95.6,16.65,1955
2023-07-16,GTFS00039,R0001658,RAIL,133,119,70.08,5.2,110012,237907,1.726,6365.18,2022.9,5567.85,4995658.24,6.09,132,97.59,3.67,5942
2023-07-17,GTFS00040,R0001659,SUBWAY,70,65,62.84,29.85,1321,44810,0.405,3690.19,13618.8,3181.91,2914584.15,0.46,386,74.25,8.75,4647
2023-07-18,GTFS00041,R0001660,BUS,786,797,86.14,34.33,94095,37508,1.155,6250.1,14830.63,4680.19,7022453.15,9.86,151,70.37,8.97,2107
2023-07-19,GTFS00042,R0001661,BUS,963,949,58.64,14.6,127618,132353,1.789,5908.51,14120.04,5078.95,5681097.27,5.05,328,97.19,10.87,4832
2023-07-20,GTFS00043,R0001662,BUS,1286,991,71.13,30.1,205675,151707,1.366,1886.26,10630.33,1327.82,6041361.29,17.45,477,97.12,0.1,3872
2023-07-21,GTFS00044,R0001663,BUS,333,302,76.05,10.67,27686,150015,0.253,13592.21,10930.09,11052.17,6288129.21,14.48,5,91.8,1.42,5611
2023-07-22,GTFS00045,R0001664,BUS,889,872,98.88,35.44,240809,103094,0.184,8845.18,5560.07,5537.24,1100901.6,14.3,306,84.3,10.33,4714
2023-07-23,GTFS00046,R0001665,BUS,716,545,82.1,38.9,21086,125898,0.783,2388.09,4985.78,1623.24,4930236.35,10.38,104,92.3,8.71,3217
2023-07-24,GTFS00047,R0001666,RAIL,907,833,60.6,20.9,116867,41143,0.697,13297.05,10694.29,8411.22,5911359.25,13.36,236,79.66,3.58,4369
2023-07-25,GTFS00048,R0001667,FERRY,957,828,86.34,11.76,223319,145115,0.114,8139.9,5090.57,8075.91,7496712.14,1.75,39,83.24,4.28,290
2023-07-26,GTFS00049,R0001668,BUS,849,825,63.33,14.79,53429,83074,1.061,2228.56,8803.22,1372.85,4880081.96,8.67,218,95.31,16.46,3046
2023-07-27,GTFS00050,R0001669,BUS,358,305,87.27,20.0,216389,197336,0.622,6895.7,5487.36,5284.71,2421674.11,6.8,183,73.33,1.08,331
2023-07-28,GTFS00051,R0001670,BUS,631,622,96.61,29.8,70760,175500,0.812,21406.73,17093.86,17852.53,6953046.47,11.72,26,78.51,7.03,1216
2023-07-29,GTFS00052,R0001671,BUS,495,391,98.1,39.09,72545,220800,1.117,3174.09,15327.05,2212.79,1434124.56,13.87,254,86.08,6.26,397
2023-07-30,GTFS00053,R0001672,SUBWAY,519,405,57.16,27.09,38350,118759,0.597,8395.66,16947.55,7593.05,4062320.33,6.76,469,95.59,2.55,5710
2023-07-31,GTFS00054,R0001673,SUBWAY,1348,1061,93.66,10.14,200943,115116,1.087,14322.27,308.54,9242.91,6024238.99,17.56,387,93.12,5.27,4781
2023-08-01,GTFS00055,R0001674,BUS,244,203,83.35,19.09,194514,127530,0.226,3180.67,8062.49,2502.98,4725944.34,3.21,417,78.06,5.11,5947
2023-08-02,GTFS00056,R0001675,BUS,124,96,96.85,17.09,135211,100518,0.206,16118.64,8400.2,12585.64,6117341.44,2.65,252,78.93,8.12,2581
2023-08-03,GTFS00057,R0001676,BUS,181,164,96.24,26.97,125042,158118,1.287,545.84,9884.21,374.76,1213248.3,0.29,417,79.81,9.89,1436
2023-08-04,GTFS00058,R0001677,BUS,507,434,89.98,39.72,200204,94085,0.148,11795.02,14580.33,10829.43,4850323.23,3.14,377,85.83,3.82,2557
2023-08-05,GTFS00059,R0001678,TRAM,1368,1200,85.64,39.7,223645,178946,1.7,12959.33,8900.02,9297.07,6605605.41,6.57,214,75.75,7.04,4621
2023-08-06,GTFS00060,R0001679,BUS,1018,982,65.92,15.33,244708,100026,1.73,9937.21,14630.65,9647.67,204727.11,5.89,475,94.77,4.86,2784
2023-08-07,GTFS00061,R0001680,SUBWAY,686,608,98.06,15.47,34188,58924,0.189,15325.15,12368.64,10737.36,4383833.29,12.61,475,82.85,15.81,1821
2023-08-08,GTFS00062,R0001681,BUS,499,447,70.6,38.24,92823,246994,0.396,10376.35,6769.43,9493.05,5412829.57,1.17,414,87.26,5.52,5372
2023-08-09,GTFS00063,R0001682,BUS,253,244,60.19,7.85,193,239049,0.911,1099.57,14427.25,979.45,4613077.46,3.09,387,75.25,1.91,764
2023-08-10,GTFS00064,R0001683,FERRY,492,418,95.12,28.13,165153,128271,1.15,19692.77,4657.83,18875.36,1076567.63,7.44,271,90.61,6.9,4575
2023-08-11,GTFS00065,R0001684,BUS,31,31,91.72,9.8,197230,218505,1.707,18115.74,13245.32,16114.08,4795693.63,4.08,257,94.56,7.23,4044
2023-08-12,GTFS00066,R0001685,RAIL,1111,1063,96.98,13.65,170500,244475,0.571,11286.82,7146.8,10986.26,606242.35,9.34,95,80.3,14.37,3811
2023-08-13,GTFS00067,R0001686,BUS,1484,1116,74.17,5.34,62575,92217,0.536,19237.9,3580.03,12690.16,7398814.41,12.96,304,82.61,10.5,3420
2023-08-14,GTFS00068,R0001687,FERRY,176,162,74.56,9.16,5908,183657,0.853,18661.11,9019.73,11893.89,640187.68,10.25,197,89.98,7.9,2316
2023-08-15,GTFS00069,R0001688,TRAM,1008,810,87.29,9.66,207021,136754,1.0,10534.51,2270.58,8511.66,2560379.31,8.77,453,92.16,9.19,48
2023-08-16,GTFS00070,R0001689,TRAM,1322,1024,85.62,34.87,188746,83112,0.567,5574.0,15168.69,4560.56,2397289.17,0.78,68,94.46,16.7,1007
2023-08-17,GTFS00071,R0001690,BUS,669,531,57.65,30.69,186951,177875,1.039,15837.51,14190.2,13484.56,4764809.95,1.4,105,82.23,12.07,4036
2023-08-18,GTFS00072,R0001691,TRAM,1265,983,68.4,19.04,194018,99884,0.439,9968.2,11160.5,8253.73,1290014.41,11.33,269,73.52,8.14,5387
2023-08-19,GTFS00073,R0001692,BUS,1450,1167,93.98,30.45,160673,198092,0.589,10563.34,7112.86,9909.97,2113804.67,10.11,26,77.35,6.43,3377
2023-08-20,GTFS00074,R0001693,BUS,1364,1062,86.08,12.27,203190,86129,0.135,8054.63,12542.82,6757.57,5900624.6,10.42,186,81.05,16.59,5063
2023-08-21,GTFS00075,R0001694,BUS,1440,1315,75.58,21.45,179838,53583,0.484,13169.4,12465.37,8673.47,6050091.58,7.34,336,89.83,1.84,3900
2023-08-22,GTFS00076,R0001695,BUS,444,347,73.52,38.79,44273,17408,0.584,9272.34,4636.9,6537.42,5132566.26,17.51,27,96.92,2.13,1304
2023-08-23,GTFS00077,R0001696,BUS,1475,1128,63.98,26.12,36202,169408,0.717,3545.74,9814.03,2698.02,3517102.26,10.34,272,88.37,9.46,702
2023-08-24,GTFS00078,R0001697,BUS,1401,1218,60.24,28.41,119130,60537,0.399,3045.17,3592.54,2528.72,4340504.47,12.39,423,80.77,14.08,5091
2023-08-25,GTFS00079,R0001698,SUBWAY,1016,880,70.22,33.27,222374,13725,0.529,6916.19,3794.1,6346.25,7180664.69,1.02,273,95.93,0.24,5451
2023-08-26,GTFS00080,R0001699,BUS,542,462,62.36,31.39,218623,46584,1.149,18333.2,11383.48,16675.51,3795217.74,11.37,467,85.43,3.46,5510
2023-08-27,GTFS00081,R0001700,TRAM,750,677,72.98,22.44,234049,230471,0.552,652.81,2949.6,596.64,3607154.22,12.82,478,95.66,1.62,1006
2023-08-28,GTFS00082,R0001701,BUS,10,10,73.86,26.58,28438,23391,0.246,21866.11,10059.22,19094.49,1846636.24,0.42,453,94.14,13.58,405
2023-08-29,GTFS00083,R0001702,TRAM,755,592,97.0,17.94,162347,172665,0.718,6645.76,17572.1,4731.74,250209.44,4.71,319,76.56,4.14,2708
2023-08-30,GTFS00084,R0001703,SUBWAY,1099,904,99.0,21.96,73855,127799,0.615,2389.05,13882.26,2225.59,164301.53,6.76,233,89.69,16.36,2862
2023-08-31,GTFS00085,R0001704,BUS,163,151,78.73,39.57,74638,154964,0.344,5937.84,2803.39,4243.52,6659111.64,15.5,377,91.58,11.67,5956
2023-09-01,GTFS00086,R0001705,SUBWAY,974,880,88.18,28.71,85857,200961,1.155,448.78,17733.58,396.64,6723789.02,6.91,173,86.83,14.98,539
2023-09-02,GTFS00087,R0001706,SUBWAY,998,861,71.63,7.57,28428,92136,1.749,469.48,12302.17,358.81,4414799.29,14.32,330,97.19,13.05,5868
2023-09-03,GTFS00088,R0001707,FERRY,371,377,70.24,10.06,219966,101929,0.545,15893.39,4035.98,9768.8,2892991.26,13.64,134,97.69,17.96,6259
2023-09-04,GTFS00089,R0001708,BUS,1485,1224,97.46,9.95,196423,117888,1.207,4723.78,1379.69,4364.05,7023336.04,12.35,37,77.04,6.75,5602
2023-09-05,GTFS00090,R0001709,BUS,855,803,82.11,15.11,81095,82779,0.946,8253.94,17974.49,6549.2,3237005.51,0.24,74,80.7,2.73,4463
2023-09-06,GTFS00091,R0001710,SUBWAY,1341,1136,72.27,35.62,97986,95832,1.536,3322.17,13022.41,2175.93,2208975.95,1.42,249,79.38,6.14,5726
2023-09-07,GTFS00092,R0001711,BUS,597,512,76.74,16.27,211403,64043,1.422,3866.03,11203.08,2833.15,5831966.03,12.57,380,83.9,0.71,2287
2023-09-08,GTFS00093,R0001712,BUS,1091,930,61.46,18.6,220604,3976,1.436,1564.29,8727.66,1427.22,4696576.98,2.92,14,83.16,14.66,583
2023-09-09,GTFS00094,R0001713,BUS,1296,1146,86.15,23.17,84115,229756,0.456,12955.98,11360.96,8057.44,7328418.53,4.0,272,85.94,0.18,4433
