qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2007,BG,IE41,77.98,63.18,1.5,85.0,41.61,54.16,81.96,14.82,38.09,74.78,28.23,6.17,53.65,1952.8,19.14,NATIONAL_STAT_EXPORT,2024-09-02
2008,FR,GR651,92.05,62.9,2.7,73.76,39.66,73.16,95.61,8.35,23.88,55.45,58.89,5.26,50.04,39.24,9.92,COHESION_POLICY_DASHBOARD,2024-03-20
2009,LT,AT638,127.28,58.2,1.78,81.85,58.05,64.39,40.16,11.49,34.26,67.14,51.16,5.3,57.88,464.02,44.72,JRC_COMPOSITE,2025-03-10
2010,SK,CZ11,55.76,58.12,2.04,71.84,37.27,75.73,48.75,21.07,33.05,85.22,73.03,5.23,57.76,2219.97,21.77,EUROSTAT_REGIO,2024-11-13
2011,HR,PT383,106.78,72.85,0.82,57.37,66.75,64.29,51.83,10.17,33.64,56.85,47.95,6.07,47.65,2242.23,52.09,NATIONAL_STAT_EXPORT,2025-01-23
2012,DE,LT246,129.81,84.0,4.04,83.5,35.16,56.71,96.17,14.57,34.01,56.31,77.62,5.06,49.91,845.43,45.59,COHESION_POLICY_DASHBOARD,2025-05-23
2013,LU,IE11,116.54,83.44,1.41,77.59,73.21,53.01,54.71,10.46,36.79,74.44,66.63,8.54,60.47,676.97,47.79,JRC_COMPOSITE,2024-05-06
2014,SI,LT3,118.48,71.03,1.31,80.04,87.4,56.2,57.31,15.39,34.96,74.96,75.59,6.9,43.46,689.49,30.79,EUROSTAT_REGIO,2024-10-17
2015,CY,BE627,84.04,72.15,1.22,69.46,43.82,78.77,71.44,18.69,31.09,77.59,46.02,5.81,78.73,251.74,12.27,NATIONAL_STAT_EXPORT,2025-01-02
2016,GR,IT855,140.49,72.75,1.09,86.02,49.31,57.77,52.53,29.72,31.52,43.3,74.77,6.18,66.73,2108.54,13.92,COHESION_POLICY_DASHBOARD,2024-12-29
2017,MT,FR77,71.72,68.47,1.53,74.52,58.3,81.65,57.21,24.59,29.99,56.5,53.38,6.19,37.33,1248.08,16.13,JRC_COMPOSITE,2025-10-30
2018,ES,DE7,104.08,59.59,1.16,94.3,86.71,54.55,81.98,27.39,28.43,43.21,70.97,7.83,67.65,1699.2,43.82,EUROSTAT_REGIO,2025-01-14
2019,CZ,GR48,168.38,65.02,1.19,83.86,33.82,45.66,53.6,20.4,28.84,59.27,79.86,6.75,73.47,1947.09,62.33,NATIONAL_STAT_EXPORT,2024-05-18
2020,HU,HU12,160.83,72.9,0.3,91.0,67.42,69.99,43.59,22.67,38.6,84.69,87.92,6.0,54.78,2053.04,30.78,COHESION_POLICY_DASHBOARD,2025-08-29
2021,NL,SI9,114.67,72.07,3.1,100.0,78.38,70.91,67.15,15.81,33.07,38.65,81.23,7.72,65.3,649.67,39.68,JRC_COMPOSITE,2025-06-12
2022,SE,LU61,144.49,72.3,2.25,93.54,51.29,94.59,68.12,14.04,34.99,58.28,64.85,5.46,100.0,616.45,46.68,EUROSTAT_REGIO,2025-07-01
2023,DK,NL323,226.7,81.94,2.31,98.81,74.37,69.55,47.34,7.72,32.91,41.35,61.76,6.46,50.7,610.69,26.4,NATIONAL_STAT_EXPORT,2025-06-16
2024,IE,BE82,180.07,74.8,1.2,100.0,52.9,80.26,63.71,19.55,26.46,37.69,84.08,9.07,64.35,917.63,10.02,COHESION_POLICY_DASHBOARD,2025-06-02
2025,PL,IT3,194.03,59.46,0.26,76.65,74.56,66.25,61.79,10.63,36.86,82.22,51.91,7.75,62.86,1098.45,59.25,JRC_COMPOSITE,2025-04-11
2006,AT,FI692,184.19,69.04,2.01,82.31,64.9,62.13,95.41,23.27,36.17,39.72,33.97,5.94,41.67,1069.61,8.35,EUROSTAT_REGIO,2024-12-28
2007,EE,MT305,68.64,64.06,0.98,64.58,72.78,74.75,72.1,15.59,25.36,55.34,71.53,5.42,83.86,949.1,11.98,NATIONAL_STAT_EXPORT,2026-02-03
2008,IT,IT858,141.02,56.82,1.29,60.96,47.66,61.72,45.91,17.59,31.58,61.08,69.43,5.48,38.28,784.34,39.5,COHESION_POLICY_DASHBOARD,2024-04-27
2009,PT,IE84,116.61,61.32,1.41,59.24,36.55,84.58,71.66,15.23,25.48,72.73,84.66,7.96,49.53,1914.87,36.13,JRC_COMPOSITE,2024-05-12
2010,BE,PL757,92.07,66.54,0.3,84.26,67.16,48.14,83.94,7.25,38.7,55.4,78.22,7.0,40.12,796.26,10.64,EUROSTAT_REGIO,2026-01-14
2011,FI,ES9,119.47,75.24,2.16,70.66,83.72,94.49,74.41,10.96,33.78,64.03,69.57,6.28,79.92,137.26,4.83,NATIONAL_STAT_EXPORT,2024-04-17
2012,LV,DK81,70.58,72.17,2.35,72.78,38.86,54.03,73.75,22.97,27.31,76.72,30.57,5.62,32.32,1029.43,34.76,COHESION_POLICY_DASHBOARD,2025-05-17
2013,RO,CY489,54.62,74.35,1.1,85.01,76.85,72.79,78.65,10.57,34.8,46.02,70.51,5.09,72.39,1188.14,68.51,JRC_COMPOSITE,2025-05-31
2014,BG,DK205,102.03,60.74,2.42,76.54,62.9,58.42,53.85,16.56,29.18,36.49,26.83,7.84,54.64,1456.22,58.29,EUROSTAT_REGIO,2026-01-03
2015,FR,BE46,114.48,76.62,1.88,85.75,78.13,52.89,66.19,13.02,34.22,62.27,77.13,7.51,39.59,532.21,28.29,NATIONAL_STAT_EXPORT,2025-03-11
2016,LT,SE5,105.88,67.76,0.78,66.43,67.15,53.14,66.17,18.44,30.31,68.54,42.85,6.27,80.4,805.72,49.16,COHESION_POLICY_DASHBOARD,2025-03-07
2017,SK,IE380,121.04,59.78,0.88,93.34,58.2,43.03,39.62,29.25,31.31,43.94,45.95,6.17,46.38,529.99,17.86,JRC_COMPOSITE,2024-07-23
2018,HR,EE62,119.82,62.25,2.7,81.55,65.15,51.01,52.19,23.9,27.53,53.74,46.3,7.67,82.56,226.41,32.22,EUROSTAT_REGIO,2025-01-18
2019,DE,SI58,138.57,64.32,4.03,77.71,51.06,60.34,51.37,11.31,34.98,81.47,90.8,7.56,68.81,259.07,36.7,NATIONAL_STAT_EXPORT,2025-06-04
2020,LU,FI585,198.4,64.72,1.45,78.78,80.36,87.23,66.08,16.91,26.53,46.87,66.7,9.2,54.59,606.32,46.19,COHESION_POLICY_DASHBOARD,2024-11-10
2021,SI,LU386,64.02,65.07,0.68,90.37,52.62,57.22,74.59,12.94,37.47,60.86,69.6,6.77,80.21,1716.92,44.66,JRC_COMPOSITE,2024-01-25
2022,CY,BE90,93.17,62.31,0.59,70.0,43.0,83.85,78.24,30.13,29.42,38.3,75.02,6.03,78.62,1236.75,5.74,EUROSTAT_REGIO,2025-02-11
2023,GR,BG551,73.37,74.9,1.84,95.63,55.57,49.42,49.14,19.99,24.8,34.04,69.62,6.92,48.92,408.0,54.5,NATIONAL_STAT_EXPORT,2024-06-29
2024,MT,CY920,163.36,67.64,0.83,78.81,81.95,83.07,40.1,14.87,25.98,60.25,44.8,6.11,50.77,785.18,7.05,COHESION_POLICY_DASHBOARD,2025-10-27
2025,ES,BG78,136.06,58.84,1.73,96.91,75.16,65.15,56.89,15.25,32.89,38.16,67.68,7.92,75.76,2019.68,44.55,JRC_COMPOSITE,2024-01-30
2006,CZ,ES316,55.48,55.35,2.36,79.52,76.21,86.98,46.22,26.12,34.1,43.57,62.7,4.64,59.64,909.44,68.45,EUROSTAT_REGIO,2025-01-10
2007,HU,SI380,86.39,59.87,1.29,59.15,38.4,66.75,45.42,31.41,29.31,71.8,40.48,5.84,45.97,470.99,10.47,NATIONAL_STAT_EXPORT,2024-07-26
2008,NL,RO9,121.58,63.63,2.9,78.38,44.65,87.28,47.21,11.88,24.21,45.58,66.58,9.29,86.49,590.85,51.58,COHESION_POLICY_DASHBOARD,2024-12-23
2009,SE,CY8,99.75,76.61,2.49,88.71,58.9,53.21,92.99,12.71,26.93,71.08,49.92,7.04,92.94,673.08,12.84,JRC_COMPOSITE,2024-02-18
2010,DK,SI415,208.88,81.43,3.29,74.06,58.55,52.5,93.27,21.36,22.27,57.49,55.24,7.25,94.59,415.83,47.12,EUROSTAT_REGIO,2024-12-26
2011,IE,SK30,81.61,72.08,1.75,74.81,95.82,60.6,57.14,16.92,37.12,34.59,39.09,5.31,46.62,462.43,9.87,NATIONAL_STAT_EXPORT,2025-03-06
2012,PL,LV30,151.65,62.46,2.17,65.66,51.39,73.02,75.32,12.54,37.08,85.25,91.82,8.24,45.1,1983.52,68.16,COHESION_POLICY_DASHBOARD,2026-02-21
2013,AT,IT317,117.91,86.35,2.09,79.51,51.06,68.09,45.48,19.77,29.01,45.96,68.53,8.72,71.79,370.75,24.88,JRC_COMPOSITE,2024-03-23
2014,EE,CZ520,58.38,57.5,1.1,62.56,51.05,73.92,43.76,12.49,33.19,47.79,25.72,5.0,45.53,547.57,49.96,EUROSTAT_REGIO,2025-09-18
2015,IT,LU332,83.47,65.98,2.66,65.3,96.46,44.15,64.09,13.43,30.46,65.49,55.89,5.55,39.43,2206.99,8.9,NATIONAL_STAT_EXPORT,2024-12-24
2016,PT,BE25,104.86,67.51,2.45,76.64,59.44,61.81,88.16,27.4,31.3,45.27,27.48,7.98,44.14,1035.04,5.15,COHESION_POLICY_DASHBOARD,2025-10-28
2017,BE,BE342,140.76,69.83,0.53,100.0,47.54,69.32,40.94,21.08,27.27,81.49,59.49,5.27,57.9,333.56,10.57,JRC_COMPOSITE,2025-06-22
2018,FI,CY42,158.43,83.73,1.85,100.0,90.48,96.01,85.31,10.51,23.85,62.26,47.79,7.72,75.32,363.02,47.25,EUROSTAT_REGIO,2024-05-24
2019,LV,LT8,93.15,56.32,2.03,72.87,71.84,44.75,60.65,20.1,26.84,52.22,83.41,6.54,55.39,331.12,52.78,NATIONAL_STAT_EXPORT,2025-06-29
2020,RO,IT72,148.35,57.87,2.51,84.69,86.5,54.23,52.21,10.5,27.11,83.07,35.57,5.63,67.27,1829.43,14.79,COHESION_POLICY_DASHBOARD,2025-02-27
2021,BG,IT665,167.91,59.61,2.29,85.21,75.27,63.97,87.5,30.4,34.17,68.37,48.9,6.98,70.07,303.85,83.16,JRC_COMPOSITE,2025-11-03
2022,FR,LV980,188.2,70.26,2.54,100.0,84.6,87.97,92.66,9.3,27.01,72.19,62.83,8.25,82.56,284.49,41.62,EUROSTAT_REGIO,2024-09-01
2023,LT,BG96,173.33,73.11,1.27,72.76,86.22,75.2,84.92,23.32,34.43,39.58,24.95,5.41,74.99,675.55,35.7,NATIONAL_STAT_EXPORT,2025-01-21
2024,SK,GR22,69.09,73.9,0.95,78.27,55.19,57.53,69.22,16.55,31.65,75.88,27.06,7.4,58.87,738.1,57.56,COHESION_POLICY_DASHBOARD,2025-04-07
2025,HR,IE424,62.79,55.48,0.82,96.06,78.78,66.64,49.5,29.22,35.44,61.83,72.58,5.14,43.84,703.54,47.62,JRC_COMPOSITE,2025-04-26
2006,DE,CZ49,93.14,70.92,2.31,90.13,43.09,84.32,92.23,19.9,31.39,67.28,67.71,5.31,43.4,243.58,32.7,EUROSTAT_REGIO,2024-04-18
2007,LU,FI66,151.97,76.71,0.36,70.77,54.86,77.73,77.34,21.56,27.65,37.36,72.86,7.15,39.43,857.88,29.62,NATIONAL_STAT_EXPORT,2024-02-27
2008,SI,SI43,149.65,68.07,1.62,72.78,54.68,44.67,58.66,26.08,25.78,64.02,33.39,6.36,67.93,382.69,39.43,COHESION_POLICY_DASHBOARD,2025-07-09
2009,CY,SE488,72.7,66.78,0.26,72.19,66.54,57.74,67.75,19.47,28.06,84.03,36.67,7.19,72.17,1543.27,18.48,JRC_COMPOSITE,2025-11-18
2010,GR,LT11,53.54,66.94,0.29,84.09,89.94,59.95,59.0,27.24,36.92,56.74,33.15,5.76,51.24,1025.98,43.29,EUROSTAT_REGIO,2025-07-11
2011,MT,AT127,95.69,73.57,2.39,72.56,59.33,56.04,45.99,25.12,26.85,65.17,78.66,6.43,48.76,963.2,36.29,NATIONAL_STAT_EXPORT,2025-12-07
2012,ES,SE826,93.89,65.42,0.34,73.17,72.76,62.54,78.78,16.5,24.02,53.1,29.46,6.12,46.15,1010.4,50.08,COHESION_POLICY_DASHBOARD,2024-11-20
2013,CZ,PT355,101.11,65.52,2.69,66.48,57.41,79.74,53.38,16.68,31.24,52.93,61.48,8.17,44.95,360.36,45.45,JRC_COMPOSITE,2024-01-28
2014,HU,AT86,109.41,70.59,1.9,60.2,52.28,78.04,55.94,12.93,38.17,52.11,78.65,6.2,54.55,92.59,19.61,EUROSTAT_REGIO,2024-01-01
2015,NL,LU70,136.71,79.67,2.48,92.93,50.37,56.99,96.63,13.45,35.7,74.79,89.07,7.8,96.93,651.06,30.71,NATIONAL_STAT_EXPORT,2024-07-01
2016,SE,LU66,183.47,84.46,0.98,75.1,50.79,62.04,75.82,17.33,32.82,95.72,74.92,6.55,63.62,388.36,14.55,COHESION_POLICY_DASHBOARD,2025-05-15
2017,DK,ES41,223.74,64.64,2.53,89.0,58.21,69.94,82.14,14.02,31.48,75.05,84.52,8.97,45.86,1032.21,21.25,JRC_COMPOSITE,2024-12-07
2018,IE,HR882,100.88,81.39,2.41,87.56,39.39,57.55,49.52,18.01,35.52,72.88,41.74,8.67,47.24,599.73,56.21,EUROSTAT_REGIO,2024-06-22
2019,PL,FR592,133.49,56.83,1.08,68.35,94.86,43.34,61.81,26.2,33.88,64.64,54.3,4.87,65.04,1311.62,82.68,NATIONAL_STAT_EXPORT,2024-10-23
2020,AT,CY12,153.89,69.24,2.6,91.17,89.95,71.62,80.49,13.28,38.37,68.52,71.75,8.81,38.22,696.8,21.56,COHESION_POLICY_DASHBOARD,2024-06-04
2021,EE,LT5,156.45,56.66,0.57,88.81,65.75,75.17,68.49,9.44,32.01,59.76,45.74,7.66,48.8,659.47,10.73,JRC_COMPOSITE,2024-04-20
2022,IT,PL54,118.0,68.56,1.8,88.35,37.19,46.16,60.14,19.69,35.05,79.59,55.0,5.52,34.94,1996.61,27.42,EUROSTAT_REGIO,2024-05-03
2023,PT,FI6,105.98,72.21,2.17,86.0,76.3,58.76,65.22,14.74,26.16,49.28,40.46,8.38,78.55,1955.98,26.92,NATIONAL_STAT_EXPORT,2025-01-02
2024,BE,IT769,129.73,84.24,1.59,100.0,40.66,59.2,59.09,18.53,35.85,47.93,71.61,9.15,48.81,530.05,28.64,COHESION_POLICY_DASHBOARD,2025-02-25
2025,FI,HR717,148.41,79.28,3.31,81.85,81.16,54.21,45.84,6.99,34.91,39.92,79.89,8.57,100.0,713.44,43.98,JRC_COMPOSITE,2024-08-19
2006,LV,CZ118,124.02,70.32,0.98,77.23,40.76,55.45,44.19,21.02,38.67,34.46,49.56,7.98,65.18,1828.04,24.06,EUROSTAT_REGIO,2025-03-04
2007,RO,BG638,130.21,64.81,2.02,60.04,63.93,62.87,49.44,23.78,28.98,35.75,32.97,7.02,66.27,1026.6,9.13,NATIONAL_STAT_EXPORT,2024-01-17
2008,BG,SK55,67.03,59.44,0.69,70.89,81.41,63.05,78.08,10.33,35.06,37.28,38.39,5.49,44.61,1180.0,17.68,COHESION_POLICY_DASHBOARD,2024-08-14
2009,FR,SI377,161.29,69.39,2.35,95.15,67.1,77.69,49.61,19.48,31.42,45.04,25.17,8.85,44.29,978.0,43.76,JRC_COMPOSITE,2026-01-24
2010,LT,IT546,103.54,61.87,2.06,74.46,47.75,66.67,54.06,13.92,38.63,41.76,56.97,6.06,40.6,687.1,34.29,EUROSTAT_REGIO,2024-07-28
2011,SK,LU47,105.95,56.77,1.27,86.26,43.92,74.23,60.38,9.49,32.8,71.37,63.09,5.91,80.61,1480.93,33.77,NATIONAL_STAT_EXPORT,2025-08-05
2012,HR,CZ17,152.31,74.17,0.67,63.77,66.92,48.61,56.62,11.44,26.6,84.64,93.42,5.03,47.18,2094.46,13.11,COHESION_POLICY_DASHBOARD,2025-09-29
2013,DE,GR354,71.22,70.9,3.34,70.77,34.27,58.5,87.52,6.93,29.39,33.81,81.12,7.14,69.0,782.06,10.47,JRC_COMPOSITE,2024-05-27
2014,LU,GR8,116.19,63.1,2.07,78.84,54.19,66.25,85.53,18.22,30.01,79.68,26.58,6.56,51.96,499.6,12.42,EUROSTAT_REGIO,2025-10-30
2015,SI,FR71,75.19,73.98,0.69,58.19,95.72,60.5,53.04,16.03,37.49,53.56,85.03,7.26,42.14,685.42,5.21,NATIONAL_STAT_EXPORT,2025-11-09
2016,CY,CY742,74.61,59.39,0.68,74.31,85.49,49.45,64.68,28.68,33.67,49.77,24.6,7.94,56.15,472.86,42.45,COHESION_POLICY_DASHBOARD,2024-08-10
2017,GR,GR73,100.53,75.39,2.54,92.56,50.17,46.5,46.04,13.67,26.11,68.81,25.67,8.01,68.56,1709.16,30.51,JRC_COMPOSITE,2026-02-15
2018,MT,AT4,154.03,73.34,2.53,93.73,42.97,62.11,83.66,12.45,30.86,41.61,52.49,7.08,38.24,1928.35,33.09,EUROSTAT_REGIO,2024-06-21
2019,ES,HR312,149.55,67.29,1.18,91.81,85.01,47.94,69.62,11.03,28.7,71.58,70.22,6.52,56.88,1927.76,17.85,NATIONAL_STAT_EXPORT,2024-10-07
2020,CZ,SE61,92.3,58.54,2.62,96.01,72.76,72.09,45.52,11.84,35.31,75.56,27.42,6.38,38.0,1760.02,45.84,COHESION_POLICY_DASHBOARD,2025-10-16
2021,HU,HU75,79.62,58.98,1.21,75.6,86.1,87.16,64.29,15.42,37.23,82.13,55.67,4.88,66.38,493.99,6.92,JRC_COMPOSITE,2024-11-20
2022,NL,BG50,173.64,68.3,2.26,100.0,54.66,55.9,68.55,17.54,26.96,38.74,79.0,5.93,41.47,905.93,24.56,EUROSTAT_REGIO,2024-02-02
2023,SE,HR406,230.0,72.72,2.04,79.18,56.81,52.42,93.53,14.07,30.63,61.63,74.24,6.62,72.41,1051.06,46.49,NATIONAL_STAT_EXPORT,2024-06-02
2024,DK,CY993,219.85,63.28,3.4,79.26,46.03,72.29,46.73,23.8,35.0,69.37,49.67,5.58,51.54,715.27,6.02,COHESION_POLICY_DASHBOARD,2025-02-14
2025,IE,EE264,83.11,68.7,1.68,79.32,66.16,72.14,64.26,13.09,35.25,40.16,65.04,9.14,61.25,1066.38,28.93,JRC_COMPOSITE,2025-01-21
2006,PL,FI81,103.9,65.15,1.92,73.6,77.7,71.5,64.59,30.92,26.86,75.22,41.73,6.1,73.81,1587.38,5.99,EUROSTAT_REGIO,2025-08-02
2007,AT,IE612,163.82,78.15,2.09,88.73,94.99,95.55,53.05,8.08,35.09,71.54,68.77,9.23,81.39,729.38,40.91,NATIONAL_STAT_EXPORT,2024-03-03
2008,EE,NL2,85.5,56.5,2.05,74.42,74.73,65.36,91.42,24.0,24.59,44.47,81.88,5.74,45.22,1617.78,25.48,COHESION_POLICY_DASHBOARD,2025-12-23
2009,IT,MT93,101.49,66.43,0.36,86.35,65.51,86.21,61.28,10.5,30.34,43.15,47.85,5.66,34.16,1704.68,49.03,JRC_COMPOSITE,2024-08-05
2010,PT,IT558,145.05,61.47,1.05,61.18,72.13,51.92,72.02,18.05,31.91,67.26,70.94,6.6,68.52,1794.18,10.62,EUROSTAT_REGIO,2025-10-12
2011,BE,SI512,108.99,68.6,0.29,79.22,55.93,74.16,67.03,18.66,31.8,52.34,59.91,8.0,72.41,167.19,12.89,NATIONAL_STAT_EXPORT,2025-01-10
2012,FI,SK38,179.72,73.94,0.94,69.64,49.39,56.0,50.35,11.94,22.65,53.12,43.09,9.08,86.49,613.92,12.37,COHESION_POLICY_DASHBOARD,2026-01-20
2013,LV,MT369,102.67,73.7,2.37,57.35,53.59,51.3,54.05,27.64,30.54,47.26,69.03,5.6,33.12,1475.96,27.25,JRC_COMPOSITE,2024-10-06
2014,RO,SE881,85.9,70.5,2.61,79.74,78.46,55.07,53.19,18.39,29.22,68.19,40.92,8.33,60.44,2159.28,20.21,EUROSTAT_REGIO,2025-09-21
2015,BG,RO8,170.64,59.33,1.85,69.02,41.87,75.39,67.92,9.49,27.64,85.07,87.85,7.5,45.16,1100.36,19.29,NATIONAL_STAT_EXPORT,2025-02-20
2016,FR,FI431,186.42,78.89,2.18,100.0,91.92,68.25,55.39,8.52,35.74,62.31,83.53,7.35,34.47,525.82,35.04,COHESION_POLICY_DASHBOARD,2025-06-15
2017,LT,RO966,129.98,55.79,2.23,98.47,45.03,45.21,48.84,31.04,30.8,79.62,86.77,7.85,72.19,2225.92,30.34,JRC_COMPOSITE,2024-05-28
2018,SK,DE933,57.4,67.15,2.32,71.78,45.92,70.07,54.19,19.57,38.65,68.76,59.36,7.29,69.16,1488.5,14.19,EUROSTAT_REGIO,2024-07-18
2019,HR,FR736,142.35,69.95,1.18,94.69,62.71,56.56,51.22,11.1,37.47,80.7,81.34,8.18,58.18,1387.55,30.34,NATIONAL_STAT_EXPORT,2024-04-13
2020,DE,HR336,78.88,72.44,4.04,100.0,42.31,68.95,68.83,16.38,36.16,65.97,81.34,5.85,33.7,415.99,12.6,COHESION_POLICY_DASHBOARD,2024-12-15
2021,LU,SE73,209.34,68.54,0.95,90.01,50.98,58.36,75.02,18.23,37.9,58.93,29.38,6.0,34.43,677.71,30.87,JRC_COMPOSITE,2024-02-05
2022,SI,DE8,165.95,56.43,2.1,68.15,40.01,65.8,52.48,12.95,35.25,57.91,79.47,7.27,73.33,93.45,11.0,EUROSTAT_REGIO,2024-05-29
2023,CY,SI8,157.3,74.75,1.86,91.37,84.43,65.21,81.66,29.69,31.05,51.81,29.66,6.63,42.91,927.64,26.47,NATIONAL_STAT_EXPORT,2024-05-26
2024,GR,HR666,87.93,73.11,2.69,72.71,38.41,87.16,64.89,17.28,37.06,65.63,33.12,8.31,75.9,668.79,23.45,COHESION_POLICY_DASHBOARD,2024-04-30
2025,MT,HR642,91.99,74.7,0.74,93.85,64.43,81.08,53.97,20.63,34.47,40.22,59.32,6.61,84.09,1461.54,53.74,JRC_COMPOSITE,2025-10-30
2006,ES,HU80,142.58,70.37,0.47,60.28,95.39,46.27,41.27,29.72,35.1,38.91,38.71,6.31,65.49,2093.1,19.45,EUROSTAT_REGIO,2025-04-22
2007,CZ,EE245,153.04,65.91,1.43,75.89,69.61,44.16,39.41,30.05,25.56,57.07,82.58,8.23,84.05,1560.77,46.97,NATIONAL_STAT_EXPORT,2024-10-27
2008,HU,RO605,142.07,62.06,0.67,69.52,61.86,65.7,42.95,28.11,38.38,50.96,82.42,7.41,49.97,2036.59,48.1,COHESION_POLICY_DASHBOARD,2025-03-14
2009,NL,EE701,166.04,85.01,2.84,95.18,72.27,77.76,82.81,13.95,33.8,51.45,56.69,6.05,64.94,1032.44,6.7,JRC_COMPOSITE,2025-09-02
2010,SE,HU3,104.67,80.7,2.35,77.78,42.99,50.4,89.67,15.95,31.55,49.41,25.68,8.13,56.85,586.41,50.79,EUROSTAT_REGIO,2024-07-25
2011,DK,MT17,138.64,74.01,3.84,88.78,36.9,48.61,57.85,22.94,25.26,75.71,41.27,5.36,77.16,163.92,41.21,NATIONAL_STAT_EXPORT,2025-07-30
2012,IE,HU5,86.08,63.8,0.38,69.8,73.62,70.7,65.74,16.81,31.34,67.26,25.54,8.33,33.33,954.54,29.38,COHESION_POLICY_DASHBOARD,2024-01-28
2013,PL,BG54,128.54,64.61,0.36,74.09,75.2,64.2,73.07,19.01,24.32,74.7,48.21,6.49,71.43,1932.69,32.36,JRC_COMPOSITE,2025-07-05
2014,AT,EE41,154.5,80.35,2.15,68.91,57.13,55.73,68.11,23.72,32.97,49.69,29.43,6.47,78.23,451.13,51.49,EUROSTAT_REGIO,2024-01-18
2015,EE,RO20,152.89,74.73,1.31,77.26,56.47,50.95,39.52,16.43,35.7,44.06,55.1,5.75,45.25,1351.42,4.21,NATIONAL_STAT_EXPORT,2024-07-05
2016,IT,DE390,157.21,75.99,0.9,66.9,81.83,78.54,70.44,16.57,37.81,87.19,86.0,5.12,72.01,1734.61,4.75,COHESION_POLICY_DASHBOARD,2024-03-10
2017,PT,SE9,90.93,69.86,2.19,82.03,72.99,46.37,83.37,31.6,28.39,78.87,32.56,5.62,34.03,2194.48,39.2,JRC_COMPOSITE,2024-03-02
2018,BE,IE909,79.62,76.41,2.42,100.0,46.64,71.35,75.09,6.84,37.47,81.82,76.28,6.23,60.4,396.69,14.87,EUROSTAT_REGIO,2024-12-11
2019,FI,EE4,136.59,80.82,3.3,100.0,77.61,86.56,48.87,10.35,32.99,80.35,61.93,5.66,90.67,846.58,57.61,NATIONAL_STAT_EXPORT,2025-05-02
2020,LV,CZ782,165.06,72.87,0.61,78.3,38.21,60.43,52.96,27.08,35.46,38.34,38.25,8.2,33.23,482.6,28.21,COHESION_POLICY_DASHBOARD,2024-04-22
2021,RO,BG24,90.49,75.67,2.19,69.93,43.4,52.92,79.51,22.87,29.64,49.45,47.6,6.66,67.65,810.59,61.8,JRC_COMPOSITE,2025-02-21
2022,BG,PL2,154.83,59.39,0.82,65.44,69.44,72.57,52.82,12.36,36.25,82.15,40.24,6.98,39.19,1941.35,72.11,EUROSTAT_REGIO,2024-08-05
2023,FR,FI96,230.0,76.41,0.36,100.0,67.25,74.0,61.22,16.73,29.33,72.82,86.65,9.02,46.84,525.86,24.18,NATIONAL_STAT_EXPORT,2024-02-17
2024,LT,HR548,114.51,60.66,0.3,74.94,60.24,45.92,42.78,29.65,32.28,79.33,77.4,6.89,61.98,1740.03,48.37,COHESION_POLICY_DASHBOARD,2025-08-31
2025,SK,SI317,155.54,61.61,1.9,83.8,71.78,53.47,65.39,17.38,35.39,48.83,64.48,6.06,54.71,1965.25,21.38,JRC_COMPOSITE,2025-08-26
2006,HR,SK232,143.42,71.5,2.15,74.89,78.33,48.98,77.35,25.26,37.5,79.43,68.52,7.17,36.21,712.29,19.22,EUROSTAT_REGIO,2025-01-15
2007,DE,AT535,87.03,75.45,0.69,66.95,64.59,81.68,60.64,9.49,34.65,52.47,34.38,7.8,71.95,676.26,28.89,NATIONAL_STAT_EXPORT,2025-02-26
2008,LU,IE175,122.27,76.99,1.85,70.51,49.87,59.25,60.15,6.91,32.04,50.12,61.2,8.83,77.38,730.4,33.76,COHESION_POLICY_DASHBOARD,2025-06-16
2009,SI,ES6,82.03,59.42,2.44,84.57,61.06,45.68,62.11,18.59,32.96,74.76,32.83,6.09,82.02,1352.55,39.08,JRC_COMPOSITE,2024-03-30
2010,CY,CY300,102.74,64.98,1.96,84.76,70.07,84.68,54.78,13.92,23.9,80.95,60.26,7.19,53.3,919.81,47.98,EUROSTAT_REGIO,2024-12-15
2011,GR,HU1,57.92,66.67,0.68,71.29,93.78,79.07,60.46,9.45,30.16,45.65,52.71,6.87,42.88,1621.83,12.43,NATIONAL_STAT_EXPORT,2024-09-17
2012,MT,GR9,124.2,56.51,2.46,66.05,77.79,70.73,74.57,15.46,25.83,49.02,83.52,4.68,48.9,2132.77,17.56,COHESION_POLICY_DASHBOARD,2024-11-03
2013,ES,LV4,97.62,74.89,2.04,82.5,41.5,53.62,78.32,27.82,30.12,60.61,79.1,6.26,68.44,2007.34,24.93,JRC_COMPOSITE,2025-06-09
2014,CZ,LU8,67.83,73.31,1.71,67.52,42.61,81.93,60.63,27.96,26.57,73.67,72.23,7.28,32.6,979.92,15.32,EUROSTAT_REGIO,2025-10-30
