ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_usd,ag_econ_operating_expenses_usd,ag_econ_net_farm_income_usd,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_usd,ag_econ_land_rent_paid_usd,ag_econ_machinery_depreciation_usd,ag_econ_labor_hired_cost_usd,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_usd,ag_econ_crop_insurance_indemnities_usd,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2015,FAMILY,227985694.55,166398429.87,61547636.65,0.3466,5694368.79,1272371.96,2136882.91,2899704.41,71.26,138.18,137.18,228.3,450475.49,1922491.09,2.829,8.929,42.08,1
2020,TRUST,52847667.98,49025443.51,4051279.73,1.7742,7011375.09,1534162.47,370679.86,6029400.77,118.91,199.75,88.19,177.36,21348510.28,3182971.6,2.761,-2.92,51.88,0
2010,CORPORATE,18223525.31,12330120.12,5702738.31,1.6396,6719042.85,185998.21,4176783.82,4012309.23,72.37,183.25,200.67,219.42,1848683.36,11379899.52,4.89,-24.808,39.96,1
2020,FAMILY,155999800.19,117872817.27,38330984.56,1.1958,2225984.94,2812560.09,1143325.33,5738498.63,88.46,230.53,204.18,211.4,14281298.8,16250688.47,3.076,28.013,82.22,0
2010,FAMILY,199466839.87,190233043.74,9029291.38,0.7158,7591342.35,2060396.48,973275.71,7408810.07,154.42,114.61,154.02,212.34,20277930.35,323990.27,1.212,14.089,99.23,1
2014,FAMILY,200223178.6,157400408.48,42694298.77,1.0588,7113816.19,4000173.3,611959.55,707709.41,213.87,96.27,74.33,160.62,18216439.12,1458422.27,3.083,-10.835,58.62,0
2004,FAMILY,37744918.71,25216705.09,12464575.63,1.3044,1554076.28,3426584.14,700609.36,3176996.34,70.25,118.7,133.07,107.59,23327513.92,7157419.12,4.396,19.147,46.28,0
2025,FAMILY,207298292.45,163455772.01,43735393.12,0.6623,3378165.25,2864699.04,2280440.18,5698808.4,95.19,248.39,167.21,163.78,21791453.99,7907297.12,0.851,17.259,22.31,0
2012,FAMILY,164019461.78,116837844.61,47257389.16,0.0159,2631257.09,3830703.73,4918036.68,11341421.68,148.33,153.74,95.5,81.0,24744788.89,11987329.59,1.066,-24.444,95.93,1
2004,CORPORATE,774599.97,704490.12,249904.29,1.1333,3136420.37,3239222.91,4295486.96,654228.95,78.46,103.51,134.66,243.04,5001890.01,4341555.3,3.339,-21.554,67.55,1
2004,OTHER,218033338.48,138167179.99,80062957.87,1.2151,4975879.61,5434947.92,1191944.03,3013805.89,164.15,116.82,172.88,166.36,18317802.36,550731.61,4.154,-6.812,8.09,0
2015,FAMILY,82771492.85,49754356.38,33106424.72,0.1424,2674329.29,868373.41,1896775.52,615112.36,163.01,96.06,144.0,106.13,2049480.77,13342017.66,3.41,16.868,7.13,1
2022,FAMILY,240064515.11,170639514.69,69563098.24,1.2006,6982073.03,4843692.04,1489778.14,10870843.61,192.33,105.99,151.37,185.77,20985656.78,6580682.23,0.802,31.736,87.72,1
2010,FAMILY,190451507.68,130273657.9,60169352.62,0.5187,6587759.45,4556846.05,3039927.78,688418.37,97.27,176.94,157.0,159.65,3388368.35,2131812.98,0.375,-2.033,43.2,0
2009,OTHER,135876290.79,121444156.91,14667697.18,1.4858,251681.46,3616343.04,1523752.6,8823538.95,108.62,208.19,164.51,102.46,9485304.42,10806989.9,1.119,-11.381,72.51,1
2023,OTHER,195695976.4,129682733.49,66168327.98,0.5504,821207.38,5470871.81,3656034.47,6866995.85,93.86,180.68,100.03,89.19,24881321.73,15700719.12,2.489,-1.515,82.9,0
2017,CORPORATE,205327006.3,142183228.24,63337513.32,1.3954,2388252.32,1926147.14,4791792.5,8451677.57,65.02,64.24,145.62,159.3,4597991.53,6445332.42,1.839,8.301,64.85,1
2023,FAMILY,207096254.12,179380153.12,27912666.89,1.3212,3026969.88,415228.6,4822950.71,3411886.59,100.91,83.4,147.8,195.12,21212397.48,3142343.68,3.135,2.065,68.86,0
2008,FAMILY,18376843.1,16571894.8,1797783.15,1.3324,1628999.95,1956934.64,4724722.61,6984034.28,166.39,195.58,127.37,215.82,8985640.6,13171004.62,2.253,5.306,3.5,0
2024,FAMILY,16602986.11,14970730.9,1750828.84,1.3797,1141720.66,3533501.5,1126572.44,5358638.1,154.15,253.75,75.87,65.93,6745743.82,4734496.27,2.32,31.097,39.01,0
2013,PARTNERSHIP,262976.99,217681.51,-76542.69,1.5173,2494680.05,2590329.73,4615775.82,4675666.03,137.55,224.99,100.6,245.77,13381113.47,15950615.95,3.205,-24.453,28.91,1
2005,PARTNERSHIP,187892339.38,114288093.64,73542259.35,1.6317,1239962.8,1325613.21,641281.34,10951088.95,131.03,110.84,170.05,148.34,11802516.28,98174.66,0.46,24.162,44.42,1
2020,FAMILY,167433860.21,148736465.52,18833254.23,0.8255,5236828.35,1020295.95,2051373.95,9383272.16,142.25,117.21,190.35,179.76,8881011.15,16169716.08,4.502,16.926,21.57,0
2012,OTHER,132979014.3,101118921.78,32032116.64,0.6982,6465536.98,2414578.4,899189.08,7218936.56,125.15,248.5,121.16,149.71,23931825.75,17147870.48,2.093,-24.969,22.98,0
2010,FAMILY,221899849.91,186656220.21,35229924.46,0.4174,4959833.52,2602705.96,3277840.81,9608525.25,195.12,122.53,73.79,106.48,11892862.96,114653.58,0.749,11.396,40.26,1
2021,FAMILY,73058230.68,41800969.52,31421244.99,0.3043,1446149.96,2523003.7,4726202.06,1023005.51,199.85,158.88,137.74,188.85,298795.89,5376633.87,3.01,-16.73,48.24,1
2011,FAMILY,186439650.02,177713216.72,8735486.55,1.1384,2439241.77,885427.06,408641.53,10747637.0,132.35,188.83,138.97,219.86,13917131.67,9019631.38,2.412,28.272,35.07,0
2011,FAMILY,17707080.95,16769213.33,1132442.9,0.6052,3417428.82,4774211.66,3529364.71,2594919.94,194.43,254.72,85.19,218.59,17947084.55,16277112.41,4.248,-7.528,89.76,1
2017,CORPORATE,205054043.77,195380831.54,9880602.27,1.0744,3342467.02,4679528.02,1653857.23,9501882.84,107.4,70.73,164.68,228.23,606323.76,7681280.33,4.155,-7.743,67.33,1
2025,FAMILY,53157865.65,35642564.67,17265739.83,0.7993,4633184.83,1010021.72,2297216.76,10503886.13,150.09,65.64,127.6,205.83,14174058.07,4087314.25,1.905,3.299,1.58,0
2016,FAMILY,139183812.17,132415494.32,6983463.16,1.541,1003410.12,3358921.89,2423351.25,7825380.66,149.59,98.21,200.74,110.45,20425382.73,3868450.32,4.075,-23.3,15.23,0
2023,FAMILY,237432124.39,202992733.37,34684660.74,0.9689,3733933.31,2311231.0,543558.79,5792301.42,96.11,249.55,146.17,94.29,9090156.45,16694687.57,3.802,-17.307,57.06,0
2007,PARTNERSHIP,160381356.12,134518937.07,25840234.73,0.5876,4635529.23,1051621.37,4514024.91,5499185.46,93.0,121.07,150.18,212.38,20177202.8,13504333.98,2.339,-8.267,23.86,1
2006,FAMILY,138398415.26,117691513.73,20890525.84,1.0061,1393101.11,2427119.07,4996124.4,10523576.68,63.4,255.01,195.1,182.5,13186868.6,13630875.67,0.38,16.526,56.07,0
2009,FAMILY,86716620.87,73633523.99,13040021.41,1.2461,1487363.81,3497641.04,2347239.18,2236806.51,131.41,190.72,79.62,114.7,21110725.94,1018151.49,2.886,-24.575,2.75,0
2005,FAMILY,58258759.21,48318390.59,10078589.46,0.1711,429832.4,4892897.84,3530130.51,7315694.96,133.27,172.13,90.75,129.6,18611631.36,1119084.29,5.622,-17.268,89.56,1
2017,FAMILY,227480544.01,182707617.36,44994821.6,0.7301,3275367.0,4848292.19,1986314.5,8504013.43,201.29,257.26,75.09,208.53,21023447.44,4315193.98,2.548,-19.115,11.43,1
2007,CORPORATE,116108976.79,93074519.53,22818810.39,1.3893,214836.76,2672639.47,4483729.82,8243974.54,119.72,247.94,208.49,87.46,9087060.81,10631529.4,3.909,15.984,35.67,1
2018,FAMILY,241047706.62,141128057.53,100120799.87,0.6514,2563686.55,137541.05,846576.37,8360052.93,109.5,144.23,74.95,106.92,1080627.42,11926872.43,1.758,-6.185,53.53,0
2016,FAMILY,45734265.57,25697726.81,20103329.55,0.9502,6882607.13,767022.4,3628892.74,276656.56,126.77,76.5,128.28,230.47,17137904.89,3213578.25,2.786,22.315,67.62,1
2014,FAMILY,230620263.22,157099449.02,73426224.25,0.9276,1745757.02,3045427.49,622923.31,947938.26,216.4,166.86,155.54,119.28,9187153.13,129226.15,4.186,6.288,45.2,0
2017,CORPORATE,230241754.79,192371188.59,38028448.95,0.0168,7594763.31,2423160.3,155501.81,11539639.1,192.58,254.55,102.38,133.74,9587192.44,275414.04,3.309,4.066,92.03,0
2025,OTHER,103969153.92,85233802.93,18537381.9,0.9149,3981480.1,4864632.1,125944.05,10496354.34,169.15,147.3,70.38,73.35,22417230.94,6856997.2,2.261,23.293,38.62,0
2009,OTHER,113735525.49,87589664.35,26241665.68,1.767,5594556.74,239434.38,2035211.18,8959729.35,200.01,117.73,100.51,70.5,11395049.12,3319342.55,4.355,23.956,13.45,0
2014,OTHER,128321692.41,109348772.8,18853713.83,0.2719,4760759.99,5843852.01,4797924.05,7973107.07,70.2,207.4,115.37,183.69,11726399.65,12129149.47,0.563,-24.055,2.0,0
2011,FAMILY,168455770.9,119928401.07,48464168.5,0.1625,2811610.97,2498393.01,1227.57,11265923.82,95.61,242.7,144.26,108.02,2131012.81,3574300.8,0.494,33.859,5.15,1
2005,FAMILY,87593760.44,76585955.05,10976338.95,0.8558,5907379.2,5453105.01,2342194.69,10439231.67,118.91,129.02,180.48,185.43,5111457.24,9292420.45,0.818,-10.579,43.3,0
2015,FAMILY,101920509.78,79693886.39,22277070.87,1.2211,7516163.78,4287987.47,3531282.95,6542665.13,80.04,196.21,179.87,240.67,12730447.98,13870269.28,1.546,13.466,25.72,0
2014,OTHER,101092258.47,97482173.51,3689167.79,1.7371,1499978.61,1653450.59,2067566.02,2794521.7,123.17,213.39,205.42,244.48,3762449.63,14547417.71,3.312,25.976,45.38,1
2012,PARTNERSHIP,168437696.66,139986119.38,28611757.88,0.6319,6056089.06,3381402.86,3760744.11,6003852.64,154.67,255.51,93.68,247.18,22293320.68,3503241.23,2.714,1.592,24.33,1
2015,FAMILY,92614884.25,53041372.94,39386141.04,1.6305,5877469.86,4409364.66,4293449.55,9554366.32,170.94,253.21,121.58,136.94,9459967.21,9594019.36,1.184,-17.705,83.6,0
2017,FAMILY,172028295.23,110038176.25,62078312.75,0.2465,2810990.05,267394.94,4836228.4,958481.95,77.35,166.83,165.79,104.68,4080847.71,16172815.46,5.134,-14.308,94.82,0
2023,FAMILY,147589809.83,84862912.55,62526318.04,1.4631,1008040.46,4154159.95,107376.76,9480047.06,138.33,97.86,105.5,111.78,18538731.09,2502260.26,0.272,27.785,30.72,0
2009,FAMILY,46883093.27,31464920.14,15576836.96,1.5212,7680501.48,5656441.76,2423849.87,7950875.93,73.51,159.3,177.25,217.6,11224812.44,2146582.99,2.059,6.861,21.07,1
2008,PARTNERSHIP,60906392.14,56109088.67,4651315.67,0.3669,3667054.45,2054684.16,2349744.1,11482067.78,216.78,234.06,118.72,207.44,6534865.73,14643422.05,0.825,-13.182,56.19,0
2021,FAMILY,68123047.71,53895644.45,14166859.91,1.623,7313682.92,5881881.63,4827144.74,39984.89,168.37,133.1,201.27,216.69,18843078.98,13186540.3,1.642,-21.395,59.18,1
2023,FAMILY,223608447.81,149476969.32,74312992.21,1.3144,876177.82,5749558.33,3115183.15,3843886.34,187.45,181.63,149.94,120.81,2049977.1,7325296.09,5.426,21.41,49.0,1
2012,FAMILY,12171307.32,11468788.79,505688.31,0.8523,2881005.27,100182.28,2863944.75,2242174.0,62.51,131.49,165.33,166.16,6410307.08,10352089.71,4.492,20.527,81.07,0
2009,FAMILY,65252110.84,50139532.9,14983506.04,1.7256,7081522.34,5895154.96,3859162.73,7924374.03,169.77,238.25,109.27,118.5,11783880.36,16996228.58,5.491,-4.702,86.88,1
2020,PARTNERSHIP,217913720.91,211070535.91,6918528.87,1.5956,6334033.59,4344710.78,4336051.59,874194.97,73.65,138.47,91.41,171.69,21185374.42,13893893.35,4.292,-19.13,74.9,1
2011,CORPORATE,84733691.41,60621762.04,24305306.47,1.4856,2202283.91,1806519.97,4662451.39,9574055.16,187.91,66.79,177.3,89.11,23599930.91,16794979.25,1.896,-11.117,50.83,0
2004,PARTNERSHIP,135053503.68,84508790.02,50458688.98,0.3647,5756393.25,4630540.32,1034164.83,9106160.69,178.44,258.41,130.64,67.35,1584960.17,1139722.78,4.534,7.943,84.54,0
2008,FAMILY,34522768.43,29993430.9,4362096.62,0.0548,1534775.39,1011097.03,2604313.2,11949275.31,108.69,67.29,98.46,116.44,18311587.67,8714628.62,5.529,-2.227,28.87,1
2004,FAMILY,1268973.12,863446.98,296155.69,0.3973,1300783.01,1155160.78,1034383.61,10149170.73,168.58,105.79,206.75,75.22,21961521.84,8504695.67,4.741,32.965,9.48,1
2012,TRUST,160404481.45,110366009.62,50172456.55,1.301,5471621.48,5916932.98,1412825.39,6327448.28,152.24,234.46,142.72,210.0,1811088.84,11164508.07,5.299,24.438,47.72,0
2023,FAMILY,118132059.14,110725333.75,7392144.6,0.6445,7923421.68,1046235.19,593693.35,11844293.02,189.7,201.2,186.01,118.67,22572752.23,9423639.65,1.561,13.416,79.96,0
2014,COOPERATIVE,240405039.93,188180332.45,52203315.95,0.5377,4296345.51,893166.32,3555241.79,6415421.53,98.54,205.26,112.39,97.02,8569996.49,11003637.19,1.899,14.607,68.6,0
2022,CORPORATE,15317952.32,13261825.01,1968339.07,0.3318,6289456.6,2426058.51,903248.13,7848530.72,90.67,84.14,106.72,235.89,15979309.62,2514286.31,5.087,-6.471,59.96,0
2019,FAMILY,36611828.91,32295694.48,4139408.54,0.0782,6969245.36,502552.42,4854987.79,6907650.46,114.09,166.93,108.85,81.59,15974882.82,9929371.17,0.333,-12.137,42.34,1
2010,PARTNERSHIP,18466328.02,16462728.77,1976934.53,1.6769,2288549.38,3727072.0,3094377.73,10447669.66,195.55,131.29,108.79,125.7,17109433.59,803973.81,4.94,23.218,88.12,0
2017,CORPORATE,29646865.75,20992593.59,8888731.86,0.6072,1917202.36,4685515.51,2023405.64,10730283.11,199.48,133.53,164.63,203.95,14705229.09,14929011.87,1.257,9.228,40.32,0
2005,FAMILY,105201928.49,79063646.46,25907550.41,1.2412,4563115.31,374823.09,2805833.76,2751235.75,65.28,66.08,139.36,166.32,4213866.77,1668864.35,4.602,-10.168,3.38,0
2006,FAMILY,45879697.84,43846771.06,2026839.94,0.0459,2472501.77,3753120.53,2020148.75,5945590.81,199.81,125.77,141.26,167.62,10549432.3,16512123.31,1.437,-7.828,49.53,0
2019,FAMILY,173550543.94,134659148.47,39030968.97,1.0866,3454444.64,2721842.54,2050544.32,3643904.06,127.18,78.79,168.34,72.37,5837487.78,14421993.71,3.851,6.717,92.25,1
2021,FAMILY,241449675.28,188839485.44,52418187.47,1.2389,5053827.98,757209.7,3476150.99,9759730.55,178.19,112.99,130.25,109.76,24431614.87,15726402.35,0.615,-21.165,76.41,1
2013,FAMILY,125065595.33,103402264.17,21891747.55,0.4441,6688283.9,4779510.37,688031.08,787699.6,217.95,71.55,85.54,177.95,864774.16,16924366.41,3.114,-5.213,48.76,0
2018,FAMILY,227928306.08,208281148.41,19830755.23,0.005,3181999.81,1243284.47,579004.3,5069387.7,68.06,69.51,96.6,160.2,23514930.38,14367311.43,5.275,-21.378,0.3,1
2020,FAMILY,210689402.82,168643570.87,42053980.55,0.9673,2716529.97,5891946.44,2618946.94,10077908.36,93.57,236.91,98.51,86.52,2101292.1,3164488.39,1.08,11.451,17.62,0
2016,FAMILY,79135464.83,68664159.04,10501304.3,0.0145,1939813.45,4084536.54,2592989.58,11911567.8,152.5,252.74,137.6,108.92,23206676.06,11661082.38,5.188,17.107,22.07,0
2015,FAMILY,77004521.45,65480601.3,11475909.84,1.1059,5257317.47,795338.01,248675.58,2515239.22,140.41,154.49,191.41,120.56,2244005.48,15487303.2,0.394,1.159,49.53,0
2013,FAMILY,6477324.38,4862467.53,1842025.57,1.416,5337575.34,312226.03,81463.88,10084381.3,195.62,259.05,88.23,172.71,10133989.8,13637206.78,0.658,-21.67,4.84,1
2011,FAMILY,151656410.88,90215195.43,61311903.95,0.7109,7379296.69,4336091.29,2696196.72,8848456.98,212.34,148.42,87.15,109.01,9956393.63,14766133.8,3.983,-4.629,52.07,0
2004,FAMILY,193276685.43,127899600.22,65191985.54,0.6946,5957312.48,2118270.02,2989961.33,4432035.58,101.46,217.62,168.36,129.25,24415199.68,6432310.84,3.071,-5.933,13.84,1
2010,FAMILY,134923723.26,89265058.22,45545128.0,1.4677,7017454.52,3311427.53,3951954.59,4987934.54,196.2,184.55,86.55,231.48,23805360.99,372141.28,2.147,-19.457,75.15,0
2012,PARTNERSHIP,83031249.08,57957154.9,25128564.0,0.0658,2801966.06,4322699.48,4977981.91,5571523.42,128.65,230.1,111.59,149.31,14513814.12,1010556.22,1.71,24.651,75.78,1
2013,CORPORATE,227351908.1,206775528.91,20650278.92,1.1272,7760346.07,1305441.05,861105.42,11691505.5,155.88,110.96,110.96,180.8,13560584.42,13909972.61,4.003,15.426,41.77,1
2024,FAMILY,80302686.68,64790345.09,15549932.43,0.2379,5051720.13,1325896.28,2292769.67,5506245.27,180.04,102.64,165.38,67.44,818106.04,11890750.61,5.494,13.696,82.79,1
2024,CORPORATE,182024538.3,120071085.7,61807773.07,1.7036,5305379.62,5078962.76,1074827.69,9127555.3,63.35,218.28,193.16,174.4,19026675.9,6737929.95,4.581,-12.031,60.22,0
2025,COOPERATIVE,57876561.51,51295553.61,6417615.44,0.6896,5543767.75,2555448.52,1723108.72,9104620.07,107.6,109.77,161.44,218.05,19153959.27,99751.31,2.177,-11.523,55.55,0
2012,FAMILY,22319154.83,19261870.22,3297705.04,0.855,6589633.82,3172414.87,606504.41,5243670.18,152.68,134.54,78.46,106.96,23885433.66,9226406.08,5.777,17.59,97.87,0
2012,CORPORATE,72959868.09,62285057.91,10579284.97,0.4381,5226463.22,5462951.01,4904121.18,8138028.89,60.12,141.09,145.88,196.2,3045515.33,17601544.21,2.343,-0.237,59.95,0
2015,FAMILY,84963141.9,71247349.6,13765201.66,0.5988,3916899.45,2743260.89,1096326.47,8247120.13,141.71,254.7,165.11,130.43,10194623.56,12965308.92,2.609,6.104,71.92,0
2018,FAMILY,120123721.22,70438678.01,49506369.08,1.3872,7596634.79,1638731.21,4116560.56,1328792.52,163.97,101.97,137.09,221.41,12749240.43,630207.94,2.712,11.403,90.51,1
2015,FAMILY,202835407.81,163433886.17,39648123.76,0.2003,1157378.08,2231057.06,424331.21,8518322.37,103.45,242.84,154.54,162.47,330516.95,17825245.09,1.162,31.093,14.36,1
2007,FAMILY,126572671.1,71638828.29,54807991.64,0.767,3929683.57,1864092.34,2394349.92,9474697.91,112.46,252.06,207.28,113.85,7771055.61,4706251.3,3.649,-3.73,90.83,0
2014,FAMILY,47087083.39,41011662.69,6172534.65,1.2875,3693562.41,1582980.2,4233379.19,8537569.54,172.08,159.77,172.07,103.28,3269733.95,5675584.91,5.78,-9.647,20.5,0
2018,FAMILY,24226727.53,22569604.07,1474715.45,1.3215,5419225.6,4230851.39,3155529.75,3264053.34,175.77,170.78,140.36,91.45,17852864.33,14577475.81,4.078,-2.822,67.01,1
2025,CORPORATE,141596127.23,123438570.89,18385664.4,0.287,517542.94,3984183.05,3751559.61,6657547.56,107.64,127.26,113.71,146.07,12464807.35,8415223.23,2.935,-2.919,86.95,1
2020,PARTNERSHIP,149900915.02,127336834.97,22416261.78,0.7439,252872.62,2844240.35,1128783.36,11622894.88,63.68,100.39,87.78,106.68,3734750.0,2699641.07,5.745,-15.755,96.57,0
2019,CORPORATE,53343317.51,35995443.82,17463087.37,1.5615,4260145.95,4844645.82,2702693.3,9263471.72,148.01,253.76,107.49,85.95,21313977.88,8592225.45,1.66,25.814,15.05,0
2022,FAMILY,25470728.98,20150866.31,5228196.16,0.8588,2131362.49,1418113.73,3325336.78,9570694.87,135.6,137.7,179.91,248.43,1353276.89,327660.97,4.102,14.798,33.19,0
2011,FAMILY,229780257.45,222758623.96,7206215.81,0.9977,2515588.57,4644164.02,3627139.61,2214417.26,109.5,89.1,146.94,125.22,334503.87,15691726.12,5.202,30.343,85.44,1
2007,FAMILY,243659376.2,161322712.75,82271282.89,0.4339,4720391.19,4325372.98,3192860.43,9657635.16,209.38,182.08,102.47,95.86,11249800.06,4640434.84,3.122,4.502,17.42,1
2024,TRUST,77802202.46,74909343.96,3057567.05,0.3094,1329793.42,4457356.61,3323196.89,6353426.2,187.22,91.06,135.36,173.08,15145041.83,11336797.11,3.669,-7.665,50.37,0
2007,FAMILY,146570766.98,137197101.69,9601400.88,1.443,2694314.93,5780270.17,1679935.35,2345387.62,173.56,244.89,181.99,127.68,9776623.76,13820311.76,2.752,26.628,79.85,1
2006,OTHER,221280250.75,187105458.34,34294956.05,0.6039,7689638.84,3097123.29,4715905.61,5047904.85,68.24,234.68,166.43,199.75,24580425.04,16274189.91,1.122,8.744,55.62,1
2009,FAMILY,175774176.52,116899371.77,58822539.56,0.0849,7283729.64,606521.41,295642.56,11118612.58,128.05,146.09,152.85,160.16,6142133.76,16764505.29,1.234,-10.928,47.61,1
2008,COOPERATIVE,116574015.62,92823137.94,23669184.79,0.4792,830020.41,4404786.55,4275797.43,8428411.57,204.38,80.81,120.57,124.59,2904156.1,1129415.62,5.817,15.323,69.56,0
2006,FAMILY,244797842.31,159653007.22,85081064.32,0.4165,6372458.64,4800953.95,1958545.19,7082398.68,176.5,162.52,150.0,82.63,752575.47,6258398.62,1.856,23.251,28.8,0
2012,FAMILY,83775372.04,73016524.78,10991742.69,0.3061,1735292.37,5878658.81,1341361.69,10447045.75,181.48,125.39,157.91,99.75,1982799.51,4373616.27,2.992,-3.767,90.54,1
2012,FAMILY,235715916.79,220516155.08,15273868.11,0.8128,6049785.08,5420348.38,956331.61,5839369.75,91.05,178.25,195.92,141.55,3891213.96,1218277.88,1.896,-19.512,24.73,0
2019,FAMILY,164435989.17,129583570.8,34627676.65,1.2738,2713473.83,747588.15,4493172.73,8332207.46,213.14,83.03,160.66,107.92,18505747.4,3282437.65,3.775,-11.162,3.89,0
2024,FAMILY,229414197.26,151578140.7,77875059.29,1.4011,7705803.34,2756337.55,1556865.43,11710934.87,219.28,178.66,82.63,213.8,3124893.0,13945358.05,2.564,1.711,11.64,0
2019,PARTNERSHIP,87638533.0,59457210.38,28255721.6,0.114,6434089.32,3903267.63,2078421.18,938925.08,192.18,151.32,151.01,107.92,14108413.26,14250945.34,5.709,-7.754,73.44,0
2019,FAMILY,241606831.16,224965089.16,16858205.19,0.1658,2896558.86,5862588.87,4965853.22,7309244.98,96.82,146.61,120.44,232.55,13193666.06,11391220.17,1.763,22.23,38.95,1
2024,FAMILY,216191404.36,152292783.42,63995237.91,1.3566,437714.11,1769984.4,1876449.58,1953390.81,64.72,111.68,167.65,62.03,13792214.42,10695389.56,3.346,-24.42,25.13,0
2016,FAMILY,78248968.62,62088460.85,16103477.56,1.4953,1819417.02,4269268.17,1274350.66,11219168.85,139.07,199.35,111.27,246.62,16792303.75,12327053.38,1.961,-22.359,33.35,1
2021,CORPORATE,177219264.03,139223271.34,37989466.45,1.0739,3637265.69,5360798.49,3930674.09,818315.65,163.69,165.61,161.87,124.65,4275981.31,487773.41,4.871,-10.816,47.08,0
2009,FAMILY,243883986.31,188373959.81,55444717.7,0.851,1175376.61,332221.75,257895.61,1455413.21,124.53,188.55,169.72,160.09,583526.31,15006162.99,0.956,25.852,12.61,0
2012,FAMILY,46927987.33,30677116.9,16042796.6,0.4725,1524413.39,4995171.18,4972643.08,10227099.91,117.28,177.96,208.37,193.06,23171282.54,4970415.47,2.181,12.499,64.84,0
2022,CORPORATE,99073094.7,83425986.53,15398229.7,1.118,4212192.63,2267247.41,2083933.35,5023494.94,76.83,193.47,75.99,184.36,23202636.47,10060525.82,3.625,19.658,59.58,0
2005,COOPERATIVE,70665951.96,58771497.67,12136661.06,1.7101,851917.5,3486320.94,4142476.85,9156511.47,72.37,119.38,115.69,88.95,13230853.5,10259542.78,3.323,18.414,37.96,0
2024,FAMILY,59008619.34,33489107.7,25568149.06,1.262,6869579.86,5172883.98,3793115.91,7213749.17,157.74,229.79,197.23,220.33,2615333.81,1282226.03,3.577,15.231,54.23,0
2025,FAMILY,24694258.23,20762079.09,4109301.39,0.6274,7984546.12,4124229.41,608838.7,3557698.18,62.23,257.95,128.77,109.36,9930117.25,12260412.14,3.74,-19.422,42.48,1
2005,FAMILY,212200315.11,139872199.89,72475260.97,1.0919,7520786.52,3254791.27,856860.73,10988063.11,186.72,194.04,136.69,198.45,6316893.25,11436317.14,2.843,13.016,76.94,1
2009,CORPORATE,46308860.36,25562185.25,20601791.46,0.4776,5411382.16,5252451.16,4905996.87,6441619.15,86.48,242.5,117.41,189.01,7011936.2,12954999.32,4.922,22.228,73.22,1
2019,FAMILY,173614360.21,133008747.7,40534086.4,1.3099,6830018.42,4523658.98,3960229.15,4923409.02,112.86,105.32,87.7,208.08,18730902.95,1226291.07,1.026,-12.337,65.86,0
2018,FAMILY,187647939.84,121822913.69,65927296.2,0.6316,3444686.45,803320.46,2207157.84,5034507.68,218.83,85.21,177.03,97.46,16193731.98,14479966.95,4.762,-19.583,43.7,1
2008,COOPERATIVE,236352663.57,142881112.78,93411616.57,0.6143,430021.19,5674253.5,45131.25,6739183.36,72.7,86.92,149.27,148.54,11825663.9,6893022.96,4.871,9.028,62.46,0
2008,FAMILY,27354709.78,18281507.01,9295794.34,1.1835,5202192.76,2866737.38,1164304.99,8249271.93,173.24,121.7,77.9,142.92,21880386.59,77085.31,0.883,-22.384,8.22,0
2009,FAMILY,51441642.55,41912642.27,9304279.71,0.3575,5612924.41,4499291.33,2118113.29,3905259.26,180.48,243.97,161.64,184.14,15182394.86,9924168.17,2.897,30.012,89.78,1
2020,FAMILY,222879377.67,198433050.89,24214607.34,0.2453,586544.17,320639.71,3330112.48,3495534.03,82.08,217.76,127.13,156.0,12671498.81,8526541.49,1.961,-4.628,82.65,0
2004,FAMILY,71964782.02,50111027.69,22047037.54,0.9387,6935685.93,4366945.14,1484323.58,2253621.3,104.24,167.14,152.99,192.8,18095901.69,11258919.12,5.78,-3.177,29.46,0
2020,FAMILY,223606098.01,183480976.37,39913090.03,1.2249,4386923.49,3285743.05,4406332.34,9024439.82,105.51,109.29,173.44,202.54,7393847.56,15118652.27,5.026,7.352,91.12,0
2014,FAMILY,56040334.84,33844392.39,22375647.22,0.2447,7139975.33,1624107.66,1816949.06,11296116.35,182.15,215.45,190.87,113.22,8713165.97,5393890.09,5.982,2.403,16.1,0
2012,FAMILY,163173231.76,157771126.14,5638066.51,0.0329,7716668.17,5615904.91,2095460.59,2005276.53,117.75,217.5,168.4,179.7,18350429.21,1193382.33,4.958,7.166,42.87,1
2022,FAMILY,114779343.92,80459499.84,34469309.88,1.5632,171729.82,4934827.06,900231.14,3329627.37,204.32,65.76,126.09,201.31,12471893.45,14042393.1,2.211,-12.284,37.86,0
2018,FAMILY,162862715.52,154824911.75,7998114.4,0.1438,6171026.82,2264994.05,4708289.47,7411625.28,95.39,101.43,156.62,226.39,3032899.4,17696110.42,3.872,10.719,40.18,0
2015,PARTNERSHIP,212786659.21,133583492.82,79123827.57,1.4466,3601859.22,4267256.05,3307936.11,8866714.45,190.05,148.41,143.52,141.36,19536606.73,14894074.93,3.078,31.509,11.8,0
