mig_asylum_reference_month,mig_asylum_host_country_iso2,mig_asylum_applicant_country_of_origin_iso2,mig_asylum_applicant_age_group,mig_asylum_applicant_sex,mig_asylum_application_type,mig_asylum_dublin_transfer_flag,mig_asylum_first_instance_decision_code,mig_asylum_first_instance_decision_count,mig_asylum_final_decision_code,mig_asylum_final_decision_count,mig_asylum_time_to_decision_days_median,mig_asylum_relocation_mechanism_flag,mig_asylum_resettlement_flag,mig_asylum_temporary_protection_flag,mig_asylum_reception_capacity_beds,mig_asylum_recognition_rate_pct,mig_asylum_eu_agency_support_flag,mig_asylum_eurostat_table_code,mig_asylum_data_extract_date
2024-12,IT,VN,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,154,REFUGEE_STATUS,134,71,0,0,0,2101,30.89,0,migr_asyappctzm,2025-06-10
2025-01,PT,IN,0-13,M,FIRST_TIME,0,REJECTED,153,OTHER,146,75,0,0,0,2020,9.48,0,migr_asyappctza,2025-04-14
2025-02,BE,NO,0-13,M,SUBSEQUENT,0,OTHER,114,WITHDRAWN,99,58,0,0,0,1978,30.42,0,migr_asydec1,2024-04-26
2025-03,FI,BA,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,110,REJECTED,107,62,0,0,0,2002,78.47,0,migr_asytpsm,2024-03-10
2025-04,LV,IR,0-13,M,APPEAL_RELATED,0,WITHDRAWN,162,SUBSIDIARY_PROTECTION,89,82,1,0,0,2009,30.75,0,migr_asydec2,2026-02-08
2025-05,RO,RS,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,108,REFUGEE_STATUS,88,92,0,0,0,2133,7.99,0,migr_asyappctzm,2025-06-23
2025-06,BG,CH,0-13,M,SUBSEQUENT,0,REJECTED,133,OTHER,56,78,0,0,0,1997,52.72,0,migr_asyappctza,2025-06-11
2025-07,FR,JP,0-13,M,FAMILY_UNIT,0,OTHER,109,WITHDRAWN,66,66,0,0,0,2038,43.64,1,migr_asydec1,2025-09-27
2025-08,LT,SY,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,111,REJECTED,68,64,0,0,0,2080,49.43,0,migr_asytpsm,2025-10-01
2025-09,SK,DZ,0-13,M,FIRST_TIME,0,WITHDRAWN,131,SUBSIDIARY_PROTECTION,97,92,0,0,0,2089,29.01,1,migr_asydec2,2024-11-26
2025-10,HR,MA,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,143,REFUGEE_STATUS,73,94,0,0,1,2044,68.16,0,migr_asyappctzm,2025-12-18
2025-11,DE,TR,0-13,M,FAMILY_UNIT,0,REJECTED,132,OTHER,109,101,0,0,0,2060,82.89,0,migr_asyappctza,2024-03-10
2025-12,LU,GB,0-13,M,APPEAL_RELATED,0,OTHER,154,WITHDRAWN,149,94,0,0,0,1961,50.35,0,migr_asydec1,2025-09-03
2026-01,SI,ME,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,120,REJECTED,61,102,0,0,0,2091,48.88,1,migr_asytpsm,2025-03-08
2026-02,CY,US,0-13,M,SUBSEQUENT,0,WITHDRAWN,136,SUBSIDIARY_PROTECTION,113,93,0,0,0,2143,38.63,0,migr_asydec2,2025-03-22
2026-03,GR,GH,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,152,REFUGEE_STATUS,91,70,0,0,0,2121,48.49,1,migr_asyappctzm,2025-08-19
2026-04,MT,NG,0-13,M,APPEAL_RELATED,1,REJECTED,165,OTHER,135,110,0,0,0,1938,74.0,0,migr_asyappctza,2024-04-15
2026-05,ES,AL,0-13,M,FIRST_TIME,0,OTHER,139,WITHDRAWN,113,79,1,0,0,2157,72.99,0,migr_asydec1,2025-10-31
2026-06,CZ,IQ,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,164,REJECTED,82,81,0,0,0,1945,13.38,0,migr_asytpsm,2025-07-08
2026-07,HU,PK,0-13,M,FAMILY_UNIT,0,WITHDRAWN,155,SUBSIDIARY_PROTECTION,113,75,0,0,0,2080,53.84,1,migr_asydec2,2024-02-15
2026-08,NL,BY,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,170,REFUGEE_STATUS,82,88,0,1,0,2164,49.94,0,migr_asyappctzm,2025-06-27
2026-09,SE,IS,0-13,M,FIRST_TIME,0,REJECTED,171,OTHER,145,104,1,1,0,2102,6.5,0,migr_asyappctza,2024-06-18
2026-10,DK,RU,0-13,M,SUBSEQUENT,0,OTHER,140,WITHDRAWN,63,104,1,0,0,2014,32.63,0,migr_asydec1,2025-04-20
2026-11,IE,CN,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,133,REJECTED,75,113,1,0,0,1967,52.47,0,migr_asytpsm,2025-08-15
2026-12,PL,KE,0-13,M,APPEAL_RELATED,0,WITHDRAWN,164,SUBSIDIARY_PROTECTION,125,103,0,0,0,2191,79.84,1,migr_asydec2,2024-10-28
2018-01,AT,TN,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,155,REFUGEE_STATUS,88,119,0,0,0,2200,35.77,0,migr_asyappctzm,2025-09-10
2018-02,EE,EG,0-13,M,SUBSEQUENT,1,REJECTED,176,OTHER,164,117,0,0,0,2153,15.64,1,migr_asyappctza,2024-11-04
2018-03,IT,MD,0-13,M,FAMILY_UNIT,0,OTHER,180,WITHDRAWN,80,101,0,0,0,2104,43.68,0,migr_asydec1,2026-01-28
2018-04,PT,UA,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,170,REJECTED,104,113,0,0,1,1994,71.1,1,migr_asytpsm,2025-04-16
2018-05,BE,GE,0-13,M,FIRST_TIME,0,WITHDRAWN,161,SUBSIDIARY_PROTECTION,160,121,1,0,1,2107,62.09,0,migr_asydec2,2026-01-22
2018-06,FI,MK,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,142,REFUGEE_STATUS,90,110,0,0,0,2049,8.66,0,migr_asyappctzm,2024-05-19
2018-07,LV,VN,0-13,M,FAMILY_UNIT,0,REJECTED,173,OTHER,169,97,0,0,0,2054,78.06,0,migr_asyappctza,2024-11-08
2018-08,RO,IN,0-13,M,APPEAL_RELATED,0,OTHER,187,WITHDRAWN,143,112,0,0,0,2149,71.4,0,migr_asydec1,2025-12-30
2018-09,BG,NO,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,179,REJECTED,145,120,0,0,0,2041,5.1,0,migr_asytpsm,2024-08-24
2018-10,FR,BA,0-13,M,SUBSEQUENT,0,WITHDRAWN,170,SUBSIDIARY_PROTECTION,71,104,0,0,0,2068,35.08,0,migr_asydec2,2025-05-15
2018-11,LT,IR,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,137,REFUGEE_STATUS,106,112,1,0,0,2110,63.7,0,migr_asyappctzm,2024-05-18
2018-12,SK,RS,0-13,M,APPEAL_RELATED,0,REJECTED,157,OTHER,117,131,0,0,0,2213,33.57,1,migr_asyappctza,2025-10-14
2019-01,HR,CH,0-13,M,FIRST_TIME,0,OTHER,164,WITHDRAWN,149,110,1,0,0,2046,28.04,1,migr_asydec1,2024-08-23
2019-02,DE,JP,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,169,REJECTED,105,121,0,1,0,2119,45.22,1,migr_asytpsm,2024-12-28
2019-03,LU,SY,0-13,M,FAMILY_UNIT,1,WITHDRAWN,151,SUBSIDIARY_PROTECTION,90,130,0,0,0,2008,22.01,0,migr_asydec2,2024-12-06
2019-04,SI,DZ,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,143,REFUGEE_STATUS,92,135,0,0,0,2029,13.29,0,migr_asyappctzm,2026-02-11
2019-05,CY,MA,0-13,M,FIRST_TIME,0,REJECTED,192,OTHER,81,119,0,0,0,2239,24.02,0,migr_asyappctza,2025-11-19
2019-06,GR,TR,0-13,M,SUBSEQUENT,0,OTHER,164,WITHDRAWN,112,105,0,0,0,2126,15.76,0,migr_asydec1,2025-03-26
2019-07,MT,GB,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,164,REJECTED,87,99,0,1,0,2078,36.08,0,migr_asytpsm,2025-09-01
2019-08,ES,ME,0-13,M,APPEAL_RELATED,0,WITHDRAWN,201,SUBSIDIARY_PROTECTION,93,112,0,0,0,2222,10.57,1,migr_asydec2,2024-06-06
2019-09,CZ,US,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,182,REFUGEE_STATUS,164,137,0,0,0,2183,39.57,0,migr_asyappctzm,2025-04-22
2019-10,HU,GH,0-13,M,SUBSEQUENT,1,REJECTED,147,OTHER,118,109,0,0,0,2208,52.3,1,migr_asyappctza,2025-08-11
2019-11,NL,NG,0-13,M,FAMILY_UNIT,0,OTHER,158,WITHDRAWN,154,118,0,0,0,2205,47.38,0,migr_asydec1,2024-09-19
2019-12,SE,AL,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,204,REJECTED,185,117,0,0,1,2082,71.43,1,migr_asytpsm,2025-11-27
2020-01,DK,IQ,0-13,M,FIRST_TIME,0,WITHDRAWN,177,SUBSIDIARY_PROTECTION,121,104,0,0,0,2146,76.82,1,migr_asydec2,2025-07-20
2020-02,IE,PK,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,153,REFUGEE_STATUS,97,122,0,0,0,2158,47.5,1,migr_asyappctzm,2025-10-28
2020-03,PL,BY,0-13,M,FAMILY_UNIT,1,REJECTED,195,OTHER,126,117,0,0,0,2158,23.86,0,migr_asyappctza,2025-06-09
2020-04,AT,IS,0-13,M,APPEAL_RELATED,0,OTHER,165,WITHDRAWN,134,130,0,0,1,2193,12.49,1,migr_asydec1,2025-06-10
2020-05,EE,RU,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,169,REJECTED,92,130,0,0,0,2272,41.19,1,migr_asytpsm,2025-11-17
2020-06,IT,CN,0-13,M,SUBSEQUENT,0,WITHDRAWN,176,SUBSIDIARY_PROTECTION,77,118,1,0,0,2087,49.17,1,migr_asydec2,2024-11-29
2020-07,PT,KE,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,196,REFUGEE_STATUS,135,139,0,0,0,2263,41.03,0,migr_asyappctzm,2025-11-12
2020-08,BE,TN,0-13,M,APPEAL_RELATED,1,REJECTED,175,OTHER,175,151,0,0,0,2162,82.73,0,migr_asyappctza,2024-10-17
2020-09,FI,EG,0-13,M,FIRST_TIME,0,OTHER,160,WITHDRAWN,136,147,0,0,0,2092,50.88,0,migr_asydec1,2025-08-20
2020-10,LV,MD,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,195,REJECTED,129,130,0,0,0,2155,70.35,0,migr_asytpsm,2025-03-24
2020-11,RO,UA,0-13,M,FAMILY_UNIT,0,WITHDRAWN,186,SUBSIDIARY_PROTECTION,89,149,0,0,0,2095,49.58,0,migr_asydec2,2024-04-09
2020-12,BG,GE,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,177,REFUGEE_STATUS,157,122,0,0,0,2071,37.94,0,migr_asyappctzm,2025-06-22
2021-01,FR,MK,0-13,M,FIRST_TIME,0,REJECTED,192,OTHER,139,156,0,1,0,2090,83.48,0,migr_asyappctza,2026-02-12
2021-02,LT,VN,0-13,M,SUBSEQUENT,1,OTHER,174,WITHDRAWN,89,127,1,0,0,2083,71.71,0,migr_asydec1,2025-03-14
2021-03,SK,IN,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,211,REJECTED,159,128,1,0,0,2095,54.12,0,migr_asytpsm,2024-11-05
2021-04,HR,NO,0-13,M,APPEAL_RELATED,0,WITHDRAWN,222,SUBSIDIARY_PROTECTION,215,134,0,0,0,2180,41.46,0,migr_asydec2,2024-06-28
2021-05,DE,BA,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,203,REFUGEE_STATUS,185,137,0,0,0,2080,46.73,0,migr_asyappctzm,2025-01-04
2021-06,LU,IR,0-13,M,SUBSEQUENT,1,REJECTED,174,OTHER,78,137,0,0,0,2093,48.77,1,migr_asyappctza,2025-06-21
2021-07,SI,RS,0-13,M,FAMILY_UNIT,1,OTHER,190,WITHDRAWN,111,160,0,0,0,2090,54.93,0,migr_asydec1,2024-04-23
2021-08,CY,CH,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,202,REJECTED,129,150,0,0,0,2119,58.24,0,migr_asytpsm,2026-01-03
2021-09,GR,JP,0-13,M,FIRST_TIME,1,WITHDRAWN,176,SUBSIDIARY_PROTECTION,110,155,1,0,0,2092,9.13,0,migr_asydec2,2025-12-24
2021-10,MT,SY,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,184,REFUGEE_STATUS,123,127,0,0,1,2338,58.49,0,migr_asyappctzm,2025-10-14
2021-11,ES,DZ,0-13,M,FAMILY_UNIT,1,REJECTED,183,OTHER,91,128,0,0,0,2336,56.97,0,migr_asyappctza,2025-09-22
2021-12,CZ,MA,0-13,M,APPEAL_RELATED,0,OTHER,231,WITHDRAWN,108,156,0,0,0,2135,64.33,0,migr_asydec1,2024-12-05
2022-01,HU,TR,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,210,REJECTED,116,137,0,0,0,2270,75.48,0,migr_asytpsm,2024-08-04
2022-02,NL,GB,0-13,M,SUBSEQUENT,1,WITHDRAWN,225,SUBSIDIARY_PROTECTION,120,134,0,0,0,2257,62.4,1,migr_asydec2,2024-01-04
2022-03,SE,ME,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,219,REFUGEE_STATUS,175,164,0,0,0,2265,53.64,0,migr_asyappctzm,2025-06-05
2022-04,DK,US,0-13,M,APPEAL_RELATED,1,REJECTED,208,OTHER,147,167,0,0,0,2269,32.67,0,migr_asyappctza,2024-08-05
2022-05,IE,GH,0-13,M,FIRST_TIME,1,OTHER,203,WITHDRAWN,195,137,1,0,0,2245,47.9,0,migr_asydec1,2024-05-23
2022-06,PL,NG,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,214,REJECTED,189,142,0,0,0,2192,60.87,0,migr_asytpsm,2024-10-18
2022-07,AT,AL,0-13,M,FAMILY_UNIT,0,WITHDRAWN,228,SUBSIDIARY_PROTECTION,105,166,1,0,0,2125,39.74,0,migr_asydec2,2025-12-05
2022-08,EE,IQ,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,239,REFUGEE_STATUS,104,161,0,0,0,2326,23.02,0,migr_asyappctzm,2025-07-30
2022-09,IT,PK,0-13,M,FIRST_TIME,0,REJECTED,183,OTHER,148,143,0,0,0,2335,72.49,1,migr_asyappctza,2024-02-07
2022-10,PT,BY,0-13,M,SUBSEQUENT,0,OTHER,234,WITHDRAWN,100,138,0,0,0,2348,10.74,1,migr_asydec1,2026-01-31
2022-11,BE,IS,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,197,REJECTED,125,174,0,0,0,2282,49.65,0,migr_asytpsm,2025-04-14
2022-12,FI,RU,0-13,M,APPEAL_RELATED,0,WITHDRAWN,197,SUBSIDIARY_PROTECTION,186,172,0,0,0,2354,23.95,0,migr_asydec2,2025-03-15
2023-01,LV,CN,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,230,REFUGEE_STATUS,204,160,0,0,0,2165,48.87,0,migr_asyappctzm,2024-03-30
2023-02,RO,KE,0-13,M,SUBSEQUENT,0,REJECTED,213,OTHER,210,153,0,0,0,2371,9.66,0,migr_asyappctza,2025-11-19
2023-03,BG,TN,0-13,M,FAMILY_UNIT,0,OTHER,201,WITHDRAWN,108,173,0,0,0,2165,23.74,1,migr_asydec1,2024-09-08
2023-04,FR,EG,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,207,REJECTED,123,174,0,0,0,2193,27.12,1,migr_asytpsm,2025-05-08
2023-05,LT,MD,0-13,M,FIRST_TIME,1,WITHDRAWN,205,SUBSIDIARY_PROTECTION,162,183,0,0,0,2158,18.4,0,migr_asydec2,2024-06-10
2023-06,SK,UA,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,227,REFUGEE_STATUS,176,180,0,0,1,2300,31.92,1,migr_asyappctzm,2025-05-18
2023-07,HR,GE,0-13,M,FAMILY_UNIT,0,REJECTED,233,OTHER,107,181,1,0,0,2363,80.56,0,migr_asyappctza,2025-05-10
2023-08,DE,MK,0-13,M,APPEAL_RELATED,0,OTHER,237,WITHDRAWN,210,157,0,0,0,2294,78.8,1,migr_asydec1,2025-06-16
2023-09,LU,VN,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,235,REJECTED,149,186,0,0,0,2313,65.37,0,migr_asytpsm,2025-10-22
2023-10,SI,IN,0-13,M,SUBSEQUENT,0,WITHDRAWN,228,SUBSIDIARY_PROTECTION,169,189,0,0,0,2395,28.27,0,migr_asydec2,2024-07-03
2023-11,CY,NO,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,208,REFUGEE_STATUS,183,164,0,0,0,2258,19.17,0,migr_asyappctzm,2025-03-21
2023-12,GR,BA,0-13,M,APPEAL_RELATED,0,REJECTED,205,OTHER,94,156,0,0,0,2323,44.26,1,migr_asyappctza,2025-09-19
2024-01,MT,IR,0-13,M,FIRST_TIME,0,OTHER,197,WITHDRAWN,185,180,0,1,0,2295,75.17,0,migr_asydec1,2025-08-31
2024-02,ES,RS,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,250,REJECTED,196,164,0,0,0,2280,40.54,1,migr_asytpsm,2025-09-25
2024-03,CZ,CH,0-13,M,FAMILY_UNIT,0,WITHDRAWN,199,SUBSIDIARY_PROTECTION,150,171,0,0,0,2319,55.84,1,migr_asydec2,2024-10-05
2024-04,HU,JP,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,221,REFUGEE_STATUS,129,181,0,0,0,2207,62.52,0,migr_asyappctzm,2025-12-23
2024-05,NL,SY,0-13,M,FIRST_TIME,0,REJECTED,201,OTHER,179,179,0,0,1,2216,76.42,0,migr_asyappctza,2025-11-10
2024-06,SE,DZ,0-13,M,SUBSEQUENT,1,OTHER,214,WITHDRAWN,207,196,0,0,0,2370,83.02,0,migr_asydec1,2024-01-08
2024-07,DK,MA,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,240,REJECTED,173,191,1,0,0,2443,9.77,0,migr_asytpsm,2025-01-24
2024-08,IE,TR,0-13,M,APPEAL_RELATED,0,WITHDRAWN,229,SUBSIDIARY_PROTECTION,111,172,0,0,0,2426,64.01,1,migr_asydec2,2024-11-24
2024-09,PL,GB,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,209,REFUGEE_STATUS,137,181,0,0,0,2363,26.85,1,migr_asyappctzm,2024-12-28
2024-10,AT,ME,0-13,M,SUBSEQUENT,1,REJECTED,265,OTHER,219,172,0,0,0,2436,17.92,0,migr_asyappctza,2025-09-05
2024-11,EE,US,0-13,M,FAMILY_UNIT,0,OTHER,267,WITHDRAWN,263,193,1,0,0,2426,74.08,1,migr_asydec1,2025-01-03
2024-12,IT,GH,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,264,REJECTED,235,166,0,0,0,2444,81.37,0,migr_asytpsm,2024-02-05
2025-01,PT,NG,0-13,M,FIRST_TIME,0,WITHDRAWN,229,SUBSIDIARY_PROTECTION,156,190,0,0,0,2357,46.92,0,migr_asydec2,2025-06-01
2025-02,BE,AL,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,250,REFUGEE_STATUS,185,183,0,0,0,2387,45.99,0,migr_asyappctzm,2025-01-29
2025-03,FI,IQ,0-13,M,FAMILY_UNIT,0,REJECTED,238,OTHER,108,166,0,0,0,2317,37.99,0,migr_asyappctza,2025-10-06
2025-04,LV,PK,0-13,M,APPEAL_RELATED,0,OTHER,252,WITHDRAWN,145,167,0,0,0,2300,48.78,0,migr_asydec1,2025-09-29
2025-05,RO,BY,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,270,REJECTED,115,200,0,0,0,2275,55.79,0,migr_asytpsm,2025-01-05
2025-06,BG,IS,0-13,M,SUBSEQUENT,0,WITHDRAWN,230,SUBSIDIARY_PROTECTION,179,198,0,0,0,2261,10.16,0,migr_asydec2,2024-09-30
2025-07,FR,RU,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,249,REFUGEE_STATUS,243,187,0,0,0,2388,82.12,0,migr_asyappctzm,2025-09-30
2025-08,LT,CN,0-13,M,APPEAL_RELATED,0,REJECTED,274,OTHER,154,177,0,0,0,2266,39.46,0,migr_asyappctza,2024-02-16
2025-09,SK,KE,0-13,M,FIRST_TIME,0,OTHER,247,WITHDRAWN,196,208,0,0,0,2399,79.08,0,migr_asydec1,2025-02-06
2025-10,HR,TN,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,267,REJECTED,131,188,0,1,0,2445,57.7,0,migr_asytpsm,2024-11-09
2025-11,DE,EG,0-13,M,FAMILY_UNIT,0,WITHDRAWN,251,SUBSIDIARY_PROTECTION,183,212,1,0,0,2373,9.85,0,migr_asydec2,2024-10-18
2025-12,LU,MD,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,236,REFUGEE_STATUS,169,212,0,0,0,2375,70.12,0,migr_asyappctzm,2025-03-09
2026-01,SI,UA,0-13,M,FIRST_TIME,0,REJECTED,244,OTHER,160,193,0,0,1,2338,31.14,0,migr_asyappctza,2025-08-06
2026-02,CY,GE,0-13,M,SUBSEQUENT,0,OTHER,265,WITHDRAWN,198,195,0,0,0,2443,35.1,0,migr_asydec1,2025-04-18
2026-03,GR,MK,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,274,REJECTED,141,205,0,0,0,2366,10.76,1,migr_asytpsm,2024-09-23
2026-04,MT,VN,0-13,M,APPEAL_RELATED,0,WITHDRAWN,270,SUBSIDIARY_PROTECTION,166,211,1,0,0,2345,65.38,1,migr_asydec2,2025-04-21
2026-05,ES,IN,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,225,REFUGEE_STATUS,107,186,0,0,0,2412,14.82,0,migr_asyappctzm,2025-09-07
2026-06,CZ,NO,0-13,M,SUBSEQUENT,1,REJECTED,266,OTHER,178,198,0,0,0,2268,46.29,0,migr_asyappctza,2025-12-08
2026-07,HU,BA,0-13,M,FAMILY_UNIT,0,OTHER,260,WITHDRAWN,209,209,0,0,0,2365,67.16,1,migr_asydec1,2025-06-29
2026-08,NL,IR,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,251,REJECTED,214,199,0,0,0,2497,40.93,0,migr_asytpsm,2024-04-28
2026-09,SE,RS,0-13,M,FIRST_TIME,0,WITHDRAWN,246,SUBSIDIARY_PROTECTION,230,186,0,0,0,2432,56.39,0,migr_asydec2,2024-12-15
2026-10,DK,CH,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,280,REFUGEE_STATUS,269,194,1,0,0,2399,45.62,0,migr_asyappctzm,2024-04-28
2026-11,IE,JP,0-13,M,FAMILY_UNIT,0,REJECTED,266,OTHER,250,199,0,0,0,2285,8.48,0,migr_asyappctza,2024-03-23
2026-12,PL,SY,0-13,M,APPEAL_RELATED,1,OTHER,272,WITHDRAWN,166,201,0,0,1,2344,17.19,1,migr_asydec1,2025-01-02
2018-01,AT,DZ,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,240,REJECTED,131,204,0,0,0,2448,25.4,1,migr_asytpsm,2025-06-02
2018-02,EE,MA,0-13,M,SUBSEQUENT,0,WITHDRAWN,258,SUBSIDIARY_PROTECTION,134,202,0,0,1,2307,51.24,0,migr_asydec2,2025-07-22
2018-03,IT,TR,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,262,REFUGEE_STATUS,133,201,0,0,0,2484,50.98,0,migr_asyappctzm,2025-10-31
2018-04,PT,GB,0-13,M,APPEAL_RELATED,0,REJECTED,262,OTHER,156,231,1,0,0,2417,12.49,1,migr_asyappctza,2025-12-31
2018-05,BE,ME,0-13,M,FIRST_TIME,1,OTHER,258,WITHDRAWN,243,215,0,0,0,2389,55.72,0,migr_asydec1,2025-09-22
2018-06,FI,US,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,284,REJECTED,200,200,0,0,0,2428,38.14,0,migr_asytpsm,2024-11-04
2018-07,LV,GH,0-13,M,FAMILY_UNIT,0,WITHDRAWN,243,SUBSIDIARY_PROTECTION,197,234,0,0,0,2335,70.27,0,migr_asydec2,2024-10-31
2018-08,RO,NG,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,257,REFUGEE_STATUS,128,206,0,0,0,2406,43.82,1,migr_asyappctzm,2025-05-11
2018-09,BG,AL,0-13,M,FIRST_TIME,1,REJECTED,243,OTHER,218,233,1,0,0,2485,15.11,0,migr_asyappctza,2024-04-30
2018-10,FR,IQ,0-13,M,SUBSEQUENT,0,OTHER,262,WITHDRAWN,108,234,0,0,0,2317,17.41,0,migr_asydec1,2024-03-21
2018-11,LT,PK,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,264,REJECTED,212,208,0,0,0,2440,25.62,0,migr_asytpsm,2025-09-08
2018-12,SK,BY,0-13,M,APPEAL_RELATED,0,WITHDRAWN,298,SUBSIDIARY_PROTECTION,260,224,0,0,0,2341,46.3,1,migr_asydec2,2026-02-15
2019-01,HR,IS,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,302,REFUGEE_STATUS,272,235,0,0,0,2502,23.01,0,migr_asyappctzm,2024-01-06
2019-02,DE,RU,0-13,M,SUBSEQUENT,0,REJECTED,296,OTHER,123,220,0,0,0,2444,9.69,0,migr_asyappctza,2025-05-20
2019-03,LU,CN,0-13,M,FAMILY_UNIT,0,OTHER,297,WITHDRAWN,189,233,0,0,0,2575,81.77,1,migr_asydec1,2024-03-25
2019-04,SI,KE,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,300,REJECTED,159,227,0,0,0,2354,59.45,1,migr_asytpsm,2025-07-22
2019-05,CY,TN,0-13,M,FIRST_TIME,1,WITHDRAWN,274,SUBSIDIARY_PROTECTION,166,240,0,0,0,2521,28.59,0,migr_asydec2,2026-02-20
2019-06,GR,EG,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,250,REFUGEE_STATUS,243,235,0,0,0,2348,31.52,0,migr_asyappctzm,2024-11-20
2019-07,MT,MD,0-13,M,FAMILY_UNIT,1,REJECTED,311,OTHER,151,242,0,0,0,2484,44.62,0,migr_asyappctza,2025-07-23
2019-08,ES,UA,0-13,M,APPEAL_RELATED,1,OTHER,268,WITHDRAWN,124,217,1,0,0,2468,21.89,0,migr_asydec1,2025-05-25
2019-09,CZ,GE,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,258,REJECTED,166,210,0,0,0,2429,39.72,1,migr_asytpsm,2024-04-07
2019-10,HU,MK,0-13,M,SUBSEQUENT,0,WITHDRAWN,306,SUBSIDIARY_PROTECTION,153,220,0,0,0,2476,34.41,1,migr_asydec2,2026-02-02
2019-11,NL,VN,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,269,REFUGEE_STATUS,143,249,1,1,0,2395,55.74,0,migr_asyappctzm,2024-12-30
2019-12,SE,IN,0-13,M,APPEAL_RELATED,0,REJECTED,291,OTHER,186,243,0,0,0,2594,52.88,0,migr_asyappctza,2024-04-26
2020-01,DK,NO,0-13,M,FIRST_TIME,0,OTHER,273,WITHDRAWN,208,222,0,0,1,2553,67.88,0,migr_asydec1,2025-11-26
2020-02,IE,BA,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,292,REJECTED,120,226,0,0,0,2390,70.93,0,migr_asytpsm,2024-12-02
