ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2022,FSA0001650,SOYBEAN,12754.37,10571.33,34.15,361010.92,93.22,V5,2006-11-24,2007-03-03,4176.2,0.2911,133.55,10.03,21.17,17.682,591.21,12.25,1
2012,FSA0001651,RICE,20419.68,18478.05,176.98,3270245.29,23.07,V2,2024-11-05,2025-05-31,2157.0,0.7725,273.52,22.311,22.42,14.297,2515.28,18.91,1
2011,FSA0001652,SOYBEAN,14725.84,13125.02,109.46,1436664.69,4.91,V6,2020-03-21,2020-06-21,3010.6,0.9316,212.23,0.117,4.86,12.95,1217.02,26.92,0
2005,FSA0001653,SOYBEAN,24166.11,19930.13,152.77,3044725.96,31.21,V3,2019-11-29,2020-04-29,3485.2,0.5646,138.68,18.619,46.68,11.323,1684.82,51.24,1
2008,FSA0001654,CORN,3179.0,2986.2,121.94,364137.23,33.85,V8,2011-12-01,2012-03-20,3083.5,0.013,208.78,15.428,50.17,6.697,778.28,35.91,1
2024,FSA0001655,COTTON,20986.17,15449.68,188.49,2912110.18,64.5,V2,2016-08-27,2017-03-06,805.6,0.4522,241.85,22.661,11.16,15.697,2967.94,51.03,0
2006,FSA0001656,SOYBEAN,3008.88,2656.85,50.38,133852.1,23.72,V1,2007-09-15,2007-12-31,2726.5,0.6312,132.52,9.626,18.9,11.235,620.91,20.66,1
2025,FSA0001657,COTTON,8836.2,8242.9,160.81,1325540.75,7.74,V6,2007-09-27,2008-03-15,1632.6,0.7249,9.25,0.124,67.17,15.565,2294.84,52.79,1
2017,FSA0001658,OAT,15225.73,12143.07,142.12,1725773.11,83.05,V7,2012-03-04,2012-07-17,1016.0,0.4298,61.54,17.913,1.87,12.543,1534.84,46.43,0
2020,FSA0001659,SOYBEAN,4164.25,3417.65,110.77,378573.09,86.12,V8,2014-08-05,2015-02-28,2019.2,0.5821,184.86,14.42,2.18,9.328,980.13,26.63,1
2014,FSA0001660,COTTON,16731.86,14951.12,92.2,1378493.26,65.16,V7,2017-05-21,2017-12-06,1802.8,0.161,48.22,18.75,81.41,11.524,1080.68,9.49,1
2016,FSA0001661,SOYBEAN,15579.58,14996.8,152.78,2291211.1,61.08,V2,2024-04-06,2024-09-08,3688.3,0.0184,184.21,14.937,74.02,5.128,821.36,26.64,1
2020,FSA0001662,WHEAT,11582.06,9418.28,238.48,2246071.41,17.05,V6,2018-09-14,2019-04-03,2267.5,0.7621,307.1,1.284,11.97,17.174,3358.78,28.85,1
2009,FSA0001663,COTTON,1893.28,1642.71,184.84,303638.52,0.04,V7,2021-10-13,2022-04-17,3858.2,0.3771,181.23,23.034,44.62,6.085,927.43,47.43,0
2014,FSA0001664,CORN,13260.41,10670.46,76.38,815009.73,40.86,V5,2014-11-10,2015-04-22,1628.8,0.4332,216.27,6.791,91.04,4.597,311.91,57.37,0
2012,FSA0001665,PEANUT,3031.78,2308.11,172.95,399187.62,16.7,V1,2005-11-11,2006-03-17,3762.8,0.2202,12.33,6.68,34.36,5.34,925.3,34.15,1
2012,FSA0001666,CORN,14976.24,12899.79,114.4,1475735.98,80.02,V3,2010-03-31,2010-10-21,2505.4,0.2817,43.24,11.672,53.41,14.704,1377.13,4.67,1
2016,FSA0001667,WHEAT,11452.17,9570.88,141.27,1352078.22,94.67,V1,2017-10-08,2018-04-25,1798.1,0.5632,25.55,23.652,35.99,11.386,1382.67,21.94,1
2014,FSA0001668,CORN,2787.31,2364.09,217.22,513527.63,18.13,V4,2016-02-23,2016-07-29,2247.2,0.1173,30.68,0.657,83.42,5.022,1061.66,57.84,1
2022,FSA0001669,CORN,11192.28,7965.98,47.78,380614.52,59.07,V2,2022-04-21,2022-09-29,4135.5,0.0804,296.64,22.709,93.36,8.995,397.65,33.85,1
2023,FSA0001670,CORN,5595.61,4227.96,42.11,178039.4,85.11,V5,2019-11-06,2020-03-18,3616.7,0.8453,314.24,10.275,32.95,17.525,805.02,56.54,1
2011,FSA0001671,OAT,4190.01,3700.93,124.93,462357.18,91.43,V2,2007-08-13,2008-01-30,1913.7,0.4231,173.75,11.544,68.35,6.147,676.43,36.6,0
2010,FSA0001672,CORN,24656.72,21395.32,213.13,4559984.55,17.87,V7,2022-07-04,2022-10-19,3260.4,0.3464,19.56,13.617,95.39,13.006,2823.17,58.24,1
2019,FSA0001673,SORGHUM,20612.72,15910.23,184.0,2927482.32,50.81,V6,2019-04-13,2019-08-16,3455.9,0.2712,255.63,13.225,9.33,17.728,3516.24,30.36,1
2009,FSA0001674,CORN,19866.63,16910.98,98.57,1666915.3,11.85,V4,2024-12-31,2025-06-20,4369.0,0.6665,41.1,13.666,29.74,12.071,1195.47,53.51,0
2021,FSA0001675,RICE,19673.59,15915.65,141.56,2253019.41,72.84,V5,2017-09-06,2018-01-01,2476.6,0.1435,176.5,3.793,14.01,9.242,1374.46,40.99,0
2025,FSA0001676,CORN,7652.98,5699.98,131.17,747666.38,55.9,V6,2019-06-26,2019-11-10,2854.2,0.8451,274.15,13.774,42.31,15.38,1517.02,43.75,1
2023,FSA0001677,WHEAT,18384.64,15107.52,166.61,2517063.91,64.64,V8,2019-03-17,2019-10-04,4110.5,0.3589,66.59,17.328,58.87,11.481,1839.54,13.14,1
2005,FSA0001678,SORGHUM,6744.92,4898.81,20.26,99249.89,1.89,V3,2024-07-14,2024-12-16,1807.3,0.1701,99.12,14.63,67.06,13.343,250.52,9.14,1
2021,FSA0001679,COTTON,22914.43,19243.8,114.32,2199951.22,53.79,V7,2009-07-21,2010-02-01,2102.6,0.5109,36.28,11.703,79.77,6.878,631.15,48.31,1
2023,FSA0001680,WHEAT,1026.31,1008.47,114.1,115066.43,56.69,V7,2016-12-31,2017-07-12,4051.8,0.7591,243.7,5.696,14.61,6.583,712.75,5.05,1
2011,FSA0001681,CORN,156.93,137.14,88.32,12112.2,40.12,V8,2022-12-08,2023-06-13,1762.7,0.7538,129.8,6.243,67.04,3.565,323.26,36.91,1
2021,FSA0001682,SORGHUM,5034.89,4706.81,83.71,394007.07,14.67,V1,2023-12-31,2024-04-02,1381.3,0.6655,137.05,13.542,92.93,14.686,931.34,48.65,0
2019,FSA0001683,SOYBEAN,22541.72,18550.93,206.36,3828169.91,88.21,V5,2018-05-22,2018-09-28,3029.0,0.1086,73.74,13.458,13.75,11.43,2303.02,21.04,0
2012,FSA0001684,SOYBEAN,22846.25,21557.61,86.83,1871847.28,34.39,V1,2012-05-01,2012-09-01,2286.1,0.1809,148.01,13.021,39.79,13.198,1042.67,10.87,1
2006,FSA0001685,WHEAT,7809.37,7693.0,40.96,315105.28,37.78,V7,2020-11-03,2021-05-27,3035.2,0.4479,226.8,3.324,9.13,13.536,449.92,12.02,1
2023,FSA0001686,CORN,7712.03,7454.39,109.06,812975.77,93.18,V2,2006-06-24,2006-11-30,3956.7,0.5143,98.33,8.542,14.91,7.935,759.53,9.37,1
2020,FSA0001687,WHEAT,2974.27,2702.03,211.88,572506.12,49.76,V3,2014-02-19,2014-09-21,1464.4,0.3708,208.71,20.316,29.01,13.229,2216.71,32.43,0
2025,FSA0001688,CORN,6468.57,5842.14,223.82,1307587.77,24.09,V3,2007-12-07,2008-04-04,1986.7,0.4085,190.2,16.074,46.59,16.199,2893.58,46.94,1
2025,FSA0001689,RICE,16995.77,16617.72,216.32,3594745.19,54.02,V1,2016-07-03,2017-02-03,3024.1,0.6927,166.29,22.751,30.54,6.703,1563.73,20.72,0
2006,FSA0001690,SOYBEAN,8758.95,7028.2,12.9,90663.78,73.98,V4,2018-09-17,2019-04-02,4032.9,0.578,42.08,23.265,93.8,4.149,53.11,59.63,1
2019,FSA0001691,WHEAT,22264.82,20944.42,208.07,4357905.47,94.19,V1,2017-12-11,2018-06-27,1711.2,0.3237,122.81,12.067,76.33,12.661,2348.22,27.89,1
2024,FSA0001692,CORN,24702.74,22995.14,91.3,2099456.28,4.28,V2,2017-01-20,2017-06-07,4410.4,0.4641,243.16,10.784,41.61,16.461,1159.84,49.48,1
2015,FSA0001693,RICE,16640.07,16298.59,104.7,1706462.37,77.41,V2,2021-06-05,2021-11-20,4202.2,0.1005,256.63,2.898,99.67,17.242,1938.8,58.05,1
2015,FSA0001694,SOYBEAN,24293.48,22449.51,197.38,4431084.28,37.93,V3,2019-12-26,2020-05-17,2641.7,0.8551,122.2,22.652,72.69,10.368,1957.93,7.32,0
2007,FSA0001695,PEANUT,15189.65,11866.8,104.26,1237232.57,10.1,V3,2008-06-07,2009-01-07,3335.4,0.0881,76.05,14.564,40.55,10.138,865.13,46.24,0
2005,FSA0001696,WHEAT,20610.23,16222.81,104.65,1697717.07,23.89,V4,2010-12-23,2011-05-12,1166.4,0.3108,1.94,2.012,88.13,13.896,1581.37,53.72,1
2024,FSA0001697,SOYBEAN,9701.29,6924.7,70.28,486667.92,51.66,V8,2012-07-02,2012-10-18,1928.8,0.7805,180.42,14.274,71.59,4.501,309.12,33.27,0
2009,FSA0001698,WHEAT,12771.58,9960.89,141.37,1408171.02,64.37,V7,2017-01-12,2017-06-21,1724.9,0.1203,57.3,10.47,68.85,7.157,971.18,17.16,1
2024,FSA0001699,OAT,14637.76,13903.88,157.06,2183743.39,30.22,V4,2024-07-30,2024-11-11,935.9,0.3747,280.29,13.283,73.81,8.758,1054.92,7.94,1
2007,FSA0001700,SOYBEAN,16463.78,14319.71,141.88,2031680.45,69.7,V8,2008-12-02,2009-07-01,1939.5,0.0633,87.47,13.685,10.19,15.62,1673.11,3.65,1
2018,FSA0001701,CORN,2678.49,2208.77,186.88,412774.94,80.72,V5,2010-04-14,2010-10-26,1734.1,0.7949,179.27,24.031,25.7,5.295,786.49,21.2,1
2010,FSA0001702,CORN,6341.52,6210.7,116.78,725285.55,95.23,V1,2013-06-24,2013-12-28,3543.6,0.0293,51.84,15.366,95.62,2.293,270.68,44.73,1
2017,FSA0001703,CORN,16727.01,16302.58,159.86,2606130.44,49.46,V1,2019-08-30,2020-02-12,1249.7,0.4645,265.99,3.971,61.19,10.284,1567.61,39.67,1
2011,FSA0001704,WHEAT,3918.66,3749.86,70.07,262752.69,70.78,V5,2017-11-18,2018-05-22,1560.8,0.7729,273.16,21.075,16.35,6.101,455.95,42.29,1
2007,FSA0001705,COTTON,215.9,157.2,17.84,2804.45,83.55,V5,2013-07-26,2014-02-28,2619.1,0.4027,76.72,3.204,89.39,2.475,45.43,46.36,1
2007,FSA0001706,SOYBEAN,3762.35,3473.83,115.12,399907.31,27.45,V8,2019-09-19,2019-12-26,841.8,0.1701,117.28,3.441,4.02,2.415,271.14,51.22,0
2013,FSA0001707,CORN,1672.0,1611.58,205.11,330551.17,89.02,V8,2015-12-29,2016-05-28,1788.0,0.0803,97.21,4.169,58.72,5.156,1008.73,16.06,1
2018,FSA0001708,CORN,4030.36,3628.48,230.0,834550.4,50.93,V2,2023-09-29,2024-02-08,2611.1,0.4052,232.06,15.766,94.58,5.729,998.78,27.41,0
2019,FSA0001709,CORN,16643.22,12751.54,34.02,433807.39,72.08,V6,2017-07-30,2017-12-17,2034.0,0.45,278.96,20.258,76.54,10.949,361.66,49.19,0
2018,FSA0001710,SOYBEAN,8203.82,6023.3,23.43,141125.92,29.2,V8,2016-01-09,2016-06-28,4407.7,0.0162,201.51,15.215,17.8,3.741,85.17,7.77,0
2024,FSA0001711,SOYBEAN,17767.36,12586.99,212.23,2671336.89,12.54,V8,2017-09-18,2018-03-16,3878.9,0.9686,45.0,16.373,68.56,8.188,1657.92,51.62,1
2022,FSA0001712,POTATO,13264.35,11371.25,11.66,132588.78,98.32,V5,2016-02-21,2016-09-18,1374.0,0.0112,235.05,17.537,50.28,4.922,61.91,44.03,1
2019,FSA0001713,SORGHUM,3826.96,3321.72,30.48,101246.03,49.88,V1,2014-02-01,2014-06-20,2966.7,0.1583,68.31,9.356,71.77,4.047,94.2,5.65,1
2022,FSA0001714,SOYBEAN,9646.01,9024.28,148.65,1341459.22,62.28,V6,2012-01-14,2012-05-07,3761.2,0.7044,54.53,8.396,87.69,2.871,336.86,4.67,0
2012,FSA0001715,CORN,2719.26,2139.05,82.24,175915.47,52.44,V3,2024-05-07,2024-09-26,2405.6,0.1357,192.9,15.705,34.91,11.505,913.69,5.2,0
2022,FSA0001716,COTTON,8269.4,7794.02,51.9,404509.64,15.19,V4,2013-06-29,2013-11-25,3828.2,0.3454,65.16,15.49,70.45,5.076,228.28,57.44,0
2020,FSA0001717,SORGHUM,1425.07,1364.28,238.27,325067.0,77.46,V6,2021-10-28,2022-02-01,2309.5,0.3834,122.23,17.783,35.13,13.728,3333.41,45.11,0
2015,FSA0001718,PEANUT,3654.23,3599.54,125.29,450986.37,39.14,V3,2020-11-02,2021-04-23,4289.4,0.9089,185.04,7.474,0.65,13.24,1608.04,8.92,0
2006,FSA0001719,CORN,12009.48,10863.79,44.59,484416.4,8.29,V8,2006-04-21,2006-11-23,3070.0,0.866,245.53,8.228,13.9,4.524,163.2,30.81,1
2017,FSA0001720,CORN,16827.54,14484.67,61.24,887041.19,67.41,V8,2006-04-13,2006-08-22,4478.4,0.6388,67.4,24.232,96.25,4.77,230.84,24.25,0
2010,FSA0001721,OAT,3541.56,2771.58,91.08,252435.51,51.41,V1,2024-04-23,2024-08-26,2856.1,0.7046,8.13,3.981,63.03,6.384,455.71,15.33,0
2008,FSA0001722,WHEAT,1218.66,862.34,117.11,100988.64,38.35,V6,2007-08-20,2008-03-22,2627.3,0.7742,268.11,19.941,61.86,15.927,1681.86,43.57,1
2012,FSA0001723,WHEAT,15864.07,14207.46,155.46,2208691.73,26.76,V4,2025-01-18,2025-08-22,1491.9,0.1198,94.28,6.906,26.06,17.609,2073.04,26.21,1
2015,FSA0001724,CORN,15671.7,15472.53,208.15,3220607.12,58.59,V4,2007-09-28,2008-03-07,4069.0,0.7572,146.26,20.013,47.41,2.093,475.18,48.49,1
2014,FSA0001725,WHEAT,23166.66,17393.79,81.83,1423333.84,85.96,V1,2019-01-02,2019-07-05,1070.2,0.277,156.47,19.246,37.5,12.547,930.72,43.76,1
2019,FSA0001726,CORN,23725.49,22457.58,235.05,5278654.18,30.61,V7,2018-08-13,2018-11-29,819.7,0.3579,232.54,21.674,29.37,12.673,2553.42,18.62,0
2015,FSA0001727,COTTON,10407.91,7720.88,168.24,1298960.85,69.78,V5,2024-07-22,2024-11-13,3085.3,0.1248,57.53,0.761,98.59,5.495,879.59,45.23,1
2014,FSA0001728,WHEAT,2227.47,1672.98,127.37,213087.46,90.15,V4,2006-03-20,2006-08-10,3179.0,0.8396,215.11,6.594,45.52,5.621,703.17,9.1,0
2016,FSA0001729,CORN,1683.4,1484.77,87.0,129174.99,52.95,V3,2014-08-14,2015-01-19,831.4,0.0444,105.03,4.983,30.12,8.492,610.21,23.76,0
2023,FSA0001730,RICE,22536.27,22148.64,140.96,3122072.29,66.84,V2,2015-01-07,2015-04-25,1293.0,0.1003,125.17,23.877,81.96,14.24,2076.43,17.78,1
2022,FSA0001731,POTATO,7535.9,6113.68,244.71,1496078.63,57.43,V8,2008-10-02,2009-01-17,3077.0,0.5451,104.49,11.371,26.09,16.415,4095.95,15.97,0
2021,FSA0001732,SOYBEAN,13856.95,12654.37,214.62,2715880.89,20.4,V2,2019-03-23,2019-07-29,4249.5,0.3837,124.96,15.583,3.37,13.847,2589.45,4.46,0
2011,FSA0001733,PEANUT,10111.32,8306.53,87.52,726987.51,93.91,V1,2010-06-20,2011-01-21,2228.9,0.9153,93.44,21.794,88.82,3.351,320.36,19.28,0
2021,FSA0001734,COTTON,16723.59,15369.68,218.14,3352742.0,67.82,V6,2017-09-09,2018-04-11,2911.9,0.3769,29.63,11.252,56.28,10.064,1716.78,26.9,0
2018,FSA0001735,SOYBEAN,6688.13,5013.76,162.11,812780.63,75.51,V4,2010-02-23,2010-09-10,3294.1,0.0674,130.39,12.48,49.69,4.838,695.1,20.75,1
2014,FSA0001736,WHEAT,7306.16,7089.36,28.64,203039.27,38.52,V6,2005-12-19,2006-06-30,3647.8,0.9637,57.9,7.397,2.89,6.502,151.64,57.63,1
2020,FSA0001737,WHEAT,10502.33,10134.51,132.48,1342619.88,55.19,V4,2020-10-24,2021-01-29,1987.6,0.0716,143.19,22.254,1.32,4.756,669.76,14.05,1
2021,FSA0001738,SOYBEAN,7728.51,7513.36,42.89,322248.01,49.75,V6,2017-10-04,2018-05-04,2119.9,0.4778,238.24,12.253,0.06,4.913,204.12,16.91,0
2006,FSA0001739,SORGHUM,8651.96,6928.83,14.55,100814.48,11.04,V3,2016-01-24,2016-08-29,3035.6,0.3826,214.13,22.963,26.9,14.666,225.92,46.16,0
2021,FSA0001740,BARLEY,2001.61,1467.67,103.24,151522.25,33.81,V5,2021-03-07,2021-10-10,2840.8,0.4079,9.41,11.545,89.18,8.056,650.27,26.37,0
2007,FSA0001741,COTTON,1995.63,1533.35,61.82,94791.7,49.38,V4,2021-06-15,2021-09-26,2261.1,0.2447,284.63,16.193,46.47,15.338,890.3,44.04,0
2015,FSA0001742,CORN,19683.4,19303.86,211.48,4082380.31,82.65,V4,2009-05-19,2009-09-22,3047.6,0.3547,25.28,6.695,11.05,8.459,1424.48,38.03,1
2018,FSA0001743,SOYBEAN,22345.53,21110.31,224.85,4746653.2,56.48,V3,2010-08-03,2011-02-26,3544.6,0.0446,247.29,5.27,62.45,14.519,2697.09,2.15,1
2006,FSA0001744,POTATO,22027.99,19867.11,96.06,1908434.59,24.67,V7,2018-11-24,2019-05-26,3620.3,0.4343,264.22,15.073,45.89,8.816,928.64,59.9,0
2008,FSA0001745,SOYBEAN,11441.02,10580.49,200.72,2123715.95,16.6,V4,2017-01-26,2017-07-03,3794.0,0.211,249.88,7.164,30.78,16.977,2799.45,15.55,0
2005,FSA0001746,SORGHUM,21921.86,16824.94,117.87,1983155.68,9.93,V5,2018-09-23,2019-02-24,1969.2,0.9098,169.57,13.253,0.88,4.473,520.93,13.33,1
2018,FSA0001747,BARLEY,2490.26,2275.96,84.35,191977.23,0.01,V1,2019-01-22,2019-06-18,3508.7,0.3027,219.87,0.88,62.63,10.269,791.28,59.84,0
2021,FSA0001748,BARLEY,14033.92,11603.27,17.82,206770.27,59.37,V7,2021-12-04,2022-04-01,4019.9,0.9235,179.77,8.821,89.82,6.508,87.7,7.92,1
2009,FSA0001749,CORN,19838.06,18636.61,175.76,3275570.57,51.16,V3,2019-07-31,2019-12-01,916.3,0.7193,54.28,12.83,1.72,3.72,491.29,3.53,1
2013,FSA0001750,WHEAT,15257.63,14204.13,209.02,2968947.25,15.19,V6,2007-08-02,2008-02-25,1215.6,0.8947,11.7,5.535,31.57,13.729,3145.11,40.49,1
2010,FSA0001751,WHEAT,14194.69,13981.78,243.24,3400928.17,93.88,V4,2018-07-24,2018-12-16,2496.8,0.7885,17.0,11.637,86.71,14.401,2646.03,28.94,0
2008,FSA0001752,SOYBEAN,7184.06,5423.77,52.19,283066.56,71.78,V4,2021-05-10,2021-11-25,4208.8,0.3248,110.47,2.381,97.76,6.791,384.13,22.94,0
2011,FSA0001753,CORN,23660.6,21317.74,185.19,3947832.27,68.72,V6,2007-10-28,2008-05-02,3422.1,0.2209,207.2,15.977,40.73,3.37,574.71,25.92,0
2006,FSA0001754,WHEAT,21117.45,20110.86,66.04,1328121.19,39.51,V3,2018-02-21,2018-09-06,2809.0,0.8537,225.82,18.336,34.0,2.333,129.1,53.03,0
2017,FSA0001755,SOYBEAN,24366.16,23647.33,134.62,3183403.56,96.48,V4,2021-01-05,2021-05-20,2947.1,0.6766,303.19,1.264,94.53,7.903,1072.53,43.38,1
2014,FSA0001756,SOYBEAN,23437.44,21144.66,50.0,1057233.0,32.49,V7,2007-05-05,2007-09-25,1191.0,0.0967,146.94,3.535,95.73,6.26,298.68,12.04,0
2005,FSA0001757,CORN,824.38,670.4,49.98,33506.59,78.42,V4,2015-05-04,2015-11-28,1479.3,0.3137,204.77,22.459,83.99,15.194,773.0,5.14,1
2012,FSA0001758,WHEAT,11181.77,10480.33,238.8,2502702.8,37.23,V8,2007-10-17,2008-03-03,3859.8,0.829,208.39,12.227,53.1,16.823,3161.69,49.74,0
2007,FSA0001759,CORN,14327.73,10890.86,54.91,598017.12,7.9,V5,2011-02-01,2011-07-24,2738.8,0.3659,296.96,8.383,89.29,2.904,159.55,15.88,0
2008,FSA0001760,BARLEY,8164.7,7149.84,240.33,1718321.05,3.69,V1,2010-05-02,2010-09-21,1893.7,0.019,305.5,21.696,79.21,2.343,454.04,41.75,1
2014,FSA0001761,SORGHUM,9241.32,8729.43,81.67,712932.55,28.48,V8,2006-10-07,2007-05-06,4190.9,0.3064,12.56,17.65,95.3,14.164,956.29,51.31,0
2009,FSA0001762,RICE,2576.35,2163.67,230.01,497665.74,33.83,V1,2016-02-16,2016-05-19,1377.3,0.2015,227.66,18.144,39.66,6.612,1507.12,36.88,0
2015,FSA0001763,SOYBEAN,5286.69,4810.91,150.86,725773.88,34.64,V4,2017-08-14,2018-01-14,1759.9,0.5607,243.3,5.498,56.88,3.471,533.25,18.88,0
2018,FSA0001764,SORGHUM,63.68,62.81,170.58,10714.13,9.96,V4,2016-09-18,2017-01-16,2085.3,0.4388,206.53,23.872,46.77,16.656,2469.13,12.37,1
2025,FSA0001765,CORN,17881.43,13652.56,223.27,3048207.07,99.33,V6,2020-07-05,2021-01-05,4147.5,0.2673,159.29,11.437,89.99,17.796,3638.2,30.66,1
2015,FSA0001766,CORN,20457.77,18662.19,80.53,1502866.16,10.37,V6,2015-08-01,2016-02-08,2555.7,0.2684,85.27,23.244,95.66,7.864,671.45,31.25,0
2025,FSA0001767,SOYBEAN,23122.12,16296.56,168.72,2749555.6,38.08,V5,2023-04-22,2023-11-24,2836.4,0.5976,309.47,12.692,99.92,9.476,1554.11,10.89,1
2024,FSA0001768,SOYBEAN,16468.8,11748.02,162.78,1912342.7,17.09,V6,2013-12-04,2014-04-26,1318.2,0.1673,137.67,5.024,98.29,5.841,1022.15,54.79,0
2024,FSA0001769,CORN,10457.91,7526.7,102.86,774196.36,85.73,V6,2007-12-23,2008-07-07,1175.8,0.5457,252.13,24.399,12.56,17.497,1571.8,18.31,0
2013,FSA0001770,SOYBEAN,18292.9,12924.31,85.14,1100375.75,40.75,V3,2012-06-10,2012-10-31,2983.7,0.9058,160.16,20.735,23.83,12.678,989.91,23.93,1
2010,FSA0001771,WHEAT,479.66,439.03,180.31,79161.5,95.65,V4,2015-11-13,2016-05-25,3988.8,0.4871,162.1,11.186,27.07,12.041,1907.51,17.49,0
2013,FSA0001772,POTATO,23727.56,19014.84,26.33,500660.74,85.83,V5,2010-11-07,2011-04-01,3968.3,0.92,285.0,10.387,44.17,8.419,192.96,41.36,0
2020,FSA0001773,SOYBEAN,17240.66,12773.05,185.7,2371955.38,31.94,V8,2018-05-05,2018-09-06,3475.9,0.1596,193.48,13.383,84.71,2.988,491.74,55.81,1
2017,FSA0001774,SOYBEAN,4007.86,3928.29,229.64,902092.52,55.14,V6,2010-12-23,2011-07-28,2156.0,0.6772,119.91,0.244,0.01,2.098,419.41,15.54,1
2005,FSA0001775,WHEAT,23298.02,17765.71,197.16,3502687.38,1.67,V1,2007-12-22,2008-04-20,4040.4,0.5576,77.31,0.056,81.76,6.11,1118.92,0.54,0
2006,FSA0001776,SOYBEAN,7997.15,7603.4,248.57,1889977.14,36.78,V1,2024-05-28,2024-11-13,4097.2,0.536,43.32,0.756,33.49,7.534,2057.36,51.05,1
2017,FSA0001777,CORN,2012.43,1475.94,76.47,112865.13,47.6,V2,2006-06-09,2006-12-28,3579.1,0.5107,206.87,16.179,47.12,3.557,280.98,4.16,1
2009,FSA0001778,SOYBEAN,18683.89,13080.47,170.71,2232967.03,8.36,V4,2023-07-21,2024-01-03,2176.2,0.7936,221.79,0.208,40.45,2.459,356.61,41.8,1
2020,FSA0001779,OAT,23124.36,18289.0,120.93,2211688.77,52.42,V3,2012-07-13,2013-02-06,1974.5,0.7451,87.57,15.318,17.9,16.112,1683.85,29.71,1
2009,FSA0001780,CORN,10777.66,10617.11,135.56,1439255.43,80.86,V4,2006-11-10,2007-05-19,1472.5,0.4217,246.3,22.63,98.41,14.535,2002.15,37.18,1
2023,FSA0001781,PEANUT,6414.53,6006.54,128.14,769678.04,64.38,V8,2009-11-19,2010-02-26,1523.2,0.2704,254.94,21.661,8.09,12.499,1559.93,30.34,0
2007,FSA0001782,SOYBEAN,1008.16,928.81,92.6,86007.81,19.11,V2,2010-02-12,2010-09-14,3508.9,0.5601,33.84,0.203,87.34,15.378,1350.81,28.54,0
2023,FSA0001783,CORN,20722.92,20030.23,73.61,1474425.23,48.55,V6,2024-10-26,2025-05-26,1903.4,0.2672,61.98,6.419,70.21,12.834,935.9,10.99,0
2014,FSA0001784,PEANUT,13313.77,10685.14,85.27,911121.89,83.5,V7,2017-02-15,2017-08-26,1589.4,0.8703,202.77,16.157,6.6,11.602,955.28,40.9,1
2012,FSA0001785,WHEAT,4906.81,4067.3,237.16,964600.87,74.71,V4,2006-02-23,2006-09-29,2225.9,0.3111,277.91,3.309,86.1,10.594,2519.39,10.91,1
2016,FSA0001786,WHEAT,3076.27,2983.95,38.99,116344.21,29.53,V3,2023-02-12,2023-08-29,1948.0,0.1835,302.66,8.681,14.14,7.447,231.17,47.21,1
2007,FSA0001787,POTATO,7142.49,6653.77,148.57,988550.61,38.27,V3,2020-01-13,2020-08-07,3506.9,0.6482,199.26,13.443,23.51,6.777,1029.07,4.01,1
2009,FSA0001788,CORN,417.98,294.52,178.69,52627.78,97.68,V3,2007-09-21,2008-02-07,4367.0,0.9788,37.3,20.122,54.83,17.674,2375.58,46.44,1
2022,FSA0001789,WHEAT,5273.61,4954.66,33.54,166179.3,17.73,V6,2019-03-17,2019-08-29,4178.1,0.7726,316.36,14.172,59.96,5.779,145.79,33.66,1
2006,FSA0001790,BARLEY,11545.32,9960.37,180.75,1800336.88,78.65,V3,2008-02-10,2008-07-18,4018.0,0.6987,269.58,13.007,10.16,10.738,2037.17,8.17,0
2016,FSA0001791,CORN,13012.43,11934.2,19.34,230807.43,55.34,V2,2006-04-03,2006-07-26,1727.3,0.3101,26.14,17.241,79.89,9.564,180.24,10.13,0
2022,FSA0001792,SOYBEAN,22730.04,22625.07,112.37,2542379.12,43.22,V4,2022-01-18,2022-05-01,3604.7,0.4519,209.31,24.385,84.58,17.735,1968.45,54.13,0
2016,FSA0001793,SOYBEAN,9898.28,7158.27,168.32,1204880.01,69.09,V3,2018-10-29,2019-03-07,2385.5,0.1538,189.06,24.111,40.6,16.168,2601.67,4.25,1
2025,FSA0001794,SOYBEAN,3006.4,2381.36,245.5,584623.88,62.13,V6,2017-05-22,2017-09-23,1294.7,0.085,94.88,21.839,5.31,4.049,971.29,51.47,1
2007,FSA0001795,RICE,23162.24,19402.21,116.4,2258417.24,31.11,V2,2011-09-11,2012-01-20,1493.3,0.2292,284.14,10.878,59.65,11.668,1126.86,17.72,1
2010,FSA0001796,POTATO,17797.14,14140.59,17.23,243642.37,46.01,V7,2006-01-10,2006-07-02,2813.1,0.0146,14.3,11.156,1.29,4.19,64.38,38.75,0
