travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_usd,travel_dom_spend_lodging_usd,travel_dom_spend_food_usd,travel_dom_spend_transport_usd,travel_dom_attraction_ticket_spend_usd,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_usd,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2154-01,600,852,VISITING_FRIENDS_FAMILY,5.73,10.58,HOTEL,2616.87,965.2,810.16,415.37,153.16,OTA,66,3.724,27.95,182.22,50.93,WINTER,1
2154-02,608,757,VISITING_FRIENDS_FAMILY,2.58,15.45,HOTEL,5325.4,2155.32,804.21,1375.69,571.14,WALK_IN,212,38.641,35.47,303.62,107.69,SPRING,0
2154-03,682,740,LEISURE,1.53,16.83,HOTEL,1949.53,1030.48,301.22,231.99,249.46,OTA,268,11.53,73.04,188.45,137.64,SUMMER,0
2154-04,534,500,VISITING_FRIENDS_FAMILY,2.94,19.64,HOTEL,3683.93,1677.59,1042.81,541.03,251.64,WALK_IN,353,52.156,15.09,408.18,61.59,FALL,0
2154-05,528,812,BUSINESS,5.09,16.9,FRIENDS_FAMILY,6640.57,3382.6,1792.56,1594.6,367.61,OTA,11,27.215,32.6,214.99,70.09,FALL,0
2154-06,767,828,BUSINESS,2.35,3.29,VACATION_RENTAL,2462.0,520.58,841.36,629.42,261.87,DIRECT,47,41.535,75.34,194.67,146.66,SUMMER,0
2154-07,545,626,LEISURE,6.38,10.24,FRIENDS_FAMILY,5565.6,2923.6,1433.6,1653.01,237.05,OTA,134,17.917,30.5,103.53,31.58,SHOULDER,0
2154-08,508,869,LEISURE,3.41,9.68,VACATION_RENTAL,8000.1,3992.63,1338.12,1787.32,1273.68,DIRECT,316,50.869,52.7,236.43,124.6,SHOULDER,0
2154-09,588,771,MEDICAL,3.95,19.4,HOTEL,72.42,18.63,17.21,7.41,6.29,OTA,248,13.218,31.61,407.3,128.75,SUMMER,1
2154-10,868,743,LEISURE,2.97,10.38,HOTEL,5859.46,2225.28,1427.68,1355.87,540.92,OTA,103,47.788,59.3,355.27,210.68,FALL,0
2154-11,774,840,LEISURE,2.71,17.1,FRIENDS_FAMILY,7241.62,2597.89,1450.47,975.93,1196.79,OTA,82,41.656,80.0,163.05,130.44,SUMMER,1
2154-12,594,892,LEISURE,2.65,8.22,VACATION_RENTAL,599.66,287.0,163.12,104.09,16.65,WALK_IN,204,25.928,93.85,361.5,339.27,WINTER,0
2155-01,571,743,BUSINESS,4.7,8.07,HOTEL,2253.53,1169.44,637.56,417.27,206.63,DIRECT,116,18.766,98.73,87.8,86.68,WINTER,0
2155-02,835,548,MEDICAL,3.36,7.78,HOTEL,2198.89,943.23,547.39,441.44,265.01,DIRECT,111,38.977,42.23,307.72,129.95,FALL,1
2155-03,611,525,LEISURE,5.36,3.91,FRIENDS_FAMILY,5905.4,2506.93,1546.57,607.72,479.25,DIRECT,85,44.342,29.25,58.68,17.16,FALL,1
2155-04,526,891,VISITING_FRIENDS_FAMILY,5.38,13.22,MOTEL,3440.06,715.0,1070.55,345.48,331.46,OTA,145,41.694,91.1,147.1,134.01,SUMMER,0
2155-05,823,844,BUSINESS,2.14,9.34,VACATION_RENTAL,5256.86,1029.24,1030.28,947.53,223.43,CORPORATE_PORTAL,317,10.573,19.03,65.49,12.46,SHOULDER,0
2155-06,509,756,LEISURE,1.44,15.84,HOTEL,314.55,80.1,45.37,35.38,40.01,OTA,223,19.023,85.46,291.42,249.05,WINTER,1
2155-07,531,865,LEISURE,4.06,10.13,HOTEL,7495.92,3861.79,2316.76,1089.68,1107.42,DIRECT,19,37.919,27.82,274.16,76.27,SUMMER,1
2155-08,652,587,BUSINESS,1.18,20.29,HOTEL,6769.98,3627.08,2310.68,1559.74,435.33,OTA,309,6.25,72.14,130.06,93.83,SUMMER,1
2155-09,518,577,BUSINESS,4.29,2.25,HOTEL,6118.23,1328.19,931.74,1337.08,1117.74,DIRECT,202,7.161,31.89,131.42,41.91,SPRING,0
2155-10,813,662,LEISURE,5.58,15.0,FRIENDS_FAMILY,6443.64,1450.22,1087.34,1903.56,1054.68,OTA,319,45.031,61.39,353.07,216.75,SUMMER,0
2155-11,748,811,BUSINESS,3.06,1.89,VACATION_RENTAL,4476.56,1267.21,1521.15,578.11,728.59,DIRECT,149,4.624,89.42,211.08,188.75,SPRING,0
2155-12,676,732,LEISURE,2.58,9.33,MOTEL,2537.19,1342.2,410.87,559.06,282.46,DIRECT,14,55.936,60.21,380.89,229.33,FALL,1
2156-01,662,580,VISITING_FRIENDS_FAMILY,4.36,10.05,HOTEL,5161.98,1775.14,1354.11,839.91,806.71,OTHER,100,22.451,98.08,414.92,406.95,WINTER,0
2156-02,713,725,LEISURE,6.46,19.98,CAMPING,6660.52,1201.51,1690.83,1809.05,212.96,OTHER,299,3.725,34.58,299.6,103.6,SHOULDER,0
2156-03,892,580,MEDICAL,3.83,8.2,VACATION_RENTAL,5456.23,2595.26,1670.59,1030.01,362.25,OTA,112,25.988,59.28,171.71,101.79,WINTER,0
2156-04,797,861,LEISURE,4.1,15.45,HOTEL,3565.98,1805.57,1072.17,486.13,423.72,OTA,207,10.68,41.85,80.83,33.83,SUMMER,0
2156-05,524,838,VISITING_FRIENDS_FAMILY,4.07,7.04,MOTEL,6463.15,3026.34,1900.07,1135.72,849.25,CORPORATE_PORTAL,29,43.359,25.43,249.0,63.32,SUMMER,0
2156-06,626,749,BUSINESS,1.24,8.25,HOTEL,2471.53,1268.93,550.47,648.62,378.44,DIRECT,62,23.639,44.21,103.84,45.91,SHOULDER,0
2156-07,676,880,LEISURE,5.39,2.24,OTHER,295.7,150.13,74.67,36.86,33.79,OTA,135,52.413,51.28,152.69,78.3,FALL,0
2156-08,882,665,BUSINESS,2.32,16.08,HOTEL,2869.29,1224.09,642.46,324.87,114.4,DIRECT,294,27.889,15.71,69.83,10.97,WINTER,0
2156-09,733,883,LEISURE,1.24,7.48,HOTEL,2375.07,1214.14,568.18,435.7,290.0,WALK_IN,8,6.4,59.99,260.25,156.12,SUMMER,1
2156-10,712,756,LEISURE,3.31,18.65,CAMPING,5300.21,1800.08,1735.9,1304.16,996.63,CORPORATE_PORTAL,307,24.253,67.48,238.17,160.72,SHOULDER,0
2156-11,520,770,EVENT,4.73,17.55,VACATION_RENTAL,5794.44,2468.52,1630.43,815.61,452.82,DIRECT,135,22.091,33.87,395.88,134.08,SHOULDER,1
2156-12,852,579,BUSINESS,5.39,5.05,HOTEL,4973.0,1495.38,1514.87,626.33,613.63,CORPORATE_PORTAL,289,47.473,39.67,244.15,96.85,SUMMER,1
2157-01,788,707,LEISURE,4.11,1.13,CAMPING,7347.3,2647.18,1847.99,902.18,97.34,DIRECT,5,52.992,16.62,389.47,64.73,SUMMER,0
2157-02,633,603,EVENT,5.57,8.69,HOTEL,1796.33,850.08,454.83,403.22,133.84,OTA,46,45.949,26.67,298.96,79.73,SPRING,1
2157-03,776,738,BUSINESS,2.14,15.56,HOTEL,6295.8,2464.53,1464.61,1234.84,882.55,AGENT,41,6.398,37.56,238.03,89.4,SUMMER,1
2157-04,675,829,LEISURE,4.65,9.16,MOTEL,5086.39,2696.72,1557.7,891.45,422.73,WALK_IN,301,1.005,88.72,136.6,121.19,SUMMER,0
2157-05,847,535,BUSINESS,2.91,14.77,CAMPING,5018.9,1981.56,1628.24,1168.71,511.81,WALK_IN,213,50.491,19.53,195.73,38.23,SUMMER,0
2157-06,780,736,LEISURE,1.59,1.02,HOTEL,6376.98,2820.5,1443.37,1651.5,584.69,AGENT,56,24.625,49.99,391.09,195.51,WINTER,0
2157-07,730,741,BUSINESS,4.43,9.7,VACATION_RENTAL,4325.36,1799.18,1287.58,1017.47,243.03,OTA,343,12.185,38.13,248.61,94.79,SPRING,0
2157-08,676,641,LEISURE,1.52,15.37,MOTEL,7109.9,2737.87,2358.71,1966.76,242.42,DIRECT,73,29.91,55.03,201.8,111.05,SUMMER,0
2157-09,777,737,VISITING_FRIENDS_FAMILY,2.31,12.84,HOTEL,5296.01,1352.21,1381.1,655.61,46.62,WALK_IN,122,23.053,84.96,238.42,202.56,SPRING,0
2157-10,608,778,LEISURE,3.35,16.98,VACATION_RENTAL,7000.2,2036.03,1953.05,1999.43,1199.74,DIRECT,312,58.263,63.2,243.07,153.62,SPRING,0
2157-11,724,626,LEISURE,1.49,5.11,FRIENDS_FAMILY,3909.71,1253.12,1163.01,579.75,129.27,OTA,255,25.627,72.8,336.38,244.88,SHOULDER,0
2157-12,722,767,LEISURE,6.49,6.92,HOTEL,4946.18,1470.22,1634.31,505.34,612.86,DIRECT,244,40.543,78.65,100.12,78.74,SUMMER,1
2158-01,596,735,LEISURE,4.04,3.41,MOTEL,302.74,144.21,55.3,31.52,39.8,OTA,297,35.54,63.95,312.97,200.14,SPRING,1
2158-02,730,818,EVENT,2.79,2.09,HOTEL,7644.66,2887.85,1958.96,1774.3,1317.95,DIRECT,341,22.321,38.42,286.64,110.13,FALL,0
2158-03,771,717,BUSINESS,2.0,14.79,HOTEL,2585.97,1254.08,531.42,546.19,167.71,AGENT,246,12.551,79.47,336.64,267.53,SHOULDER,0
2158-04,650,561,LEISURE,1.38,15.52,HOTEL,6441.74,3399.22,1046.03,1514.99,1090.07,DIRECT,50,0.907,97.64,397.2,387.83,SUMMER,0
2158-05,842,661,BUSINESS,1.69,3.8,VACATION_RENTAL,2430.09,1001.06,542.94,387.74,101.09,OTA,50,22.028,22.45,83.5,18.75,FALL,0
2158-06,644,553,BUSINESS,1.62,7.56,HOTEL,3092.44,621.08,724.73,408.86,469.44,CORPORATE_PORTAL,99,44.252,93.05,188.4,175.31,WINTER,1
2158-07,724,838,BUSINESS,2.8,19.27,HOTEL,1847.49,587.33,328.33,367.42,89.11,OTA,49,54.127,65.33,213.05,139.19,FALL,0
2158-08,725,614,LEISURE,2.32,6.45,FRIENDS_FAMILY,6323.01,2414.37,1528.16,1344.36,1047.44,OTA,218,54.24,74.22,318.82,236.63,FALL,1
2158-09,622,522,LEISURE,4.25,3.72,VACATION_RENTAL,6427.66,1474.18,1492.76,1518.18,1066.99,OTA,365,35.93,47.95,255.84,122.68,FALL,0
2158-10,891,848,LEISURE,3.81,4.87,HOTEL,1155.47,213.61,261.92,119.58,18.61,DIRECT,29,4.96,20.35,130.43,26.54,FALL,0
2158-11,610,787,BUSINESS,6.03,18.35,HOTEL,2321.94,1172.7,421.27,498.66,202.41,DIRECT,198,4.406,54.23,337.37,182.96,WINTER,0
2158-12,602,523,VISITING_FRIENDS_FAMILY,3.69,8.51,HOTEL,6461.74,2972.33,1439.32,1689.59,899.58,CORPORATE_PORTAL,347,22.103,96.07,392.9,377.46,FALL,1
2159-01,814,508,LEISURE,5.78,5.35,CAMPING,5482.16,1465.43,1837.14,931.65,133.6,AGENT,361,43.658,51.61,330.98,170.82,FALL,0
2159-02,734,550,LEISURE,3.73,13.17,HOTEL,1880.6,1019.53,521.73,507.74,242.01,OTA,330,0.892,73.99,308.0,227.89,SUMMER,0
2159-03,871,583,EVENT,1.9,7.57,HOTEL,6011.5,3061.34,1675.49,1596.05,696.33,WALK_IN,113,33.956,64.34,219.35,141.13,SUMMER,1
2159-04,892,874,LEISURE,4.71,5.32,FRIENDS_FAMILY,1684.99,406.97,406.73,418.72,216.55,WALK_IN,131,38.079,31.8,107.03,34.04,SHOULDER,0
2159-05,838,794,LEISURE,6.21,19.33,CAMPING,4992.27,2259.73,842.02,1361.54,30.71,DIRECT,192,28.52,88.46,160.16,141.68,SHOULDER,0
2159-06,870,804,LEISURE,3.39,9.1,HOTEL,5612.66,1640.59,1137.21,1196.12,324.26,OTA,265,26.835,61.38,391.9,240.55,SUMMER,0
2159-07,653,645,LEISURE,2.51,6.11,MOTEL,4377.04,1344.12,961.35,851.62,178.71,CORPORATE_PORTAL,282,29.948,49.3,94.76,46.72,FALL,0
2159-08,637,587,BUSINESS,3.6,5.46,HOTEL,234.63,90.72,71.31,46.85,24.16,DIRECT,330,2.825,79.21,106.3,84.2,SPRING,0
2159-09,539,576,LEISURE,2.42,18.55,FRIENDS_FAMILY,1347.96,663.7,323.03,214.7,253.14,OTA,147,3.796,38.84,263.97,102.53,WINTER,1
2159-10,663,721,BUSINESS,3.29,20.82,VACATION_RENTAL,6208.2,1504.59,2045.34,1017.86,521.52,DIRECT,71,50.726,25.6,98.3,25.16,WINTER,1
2159-11,792,735,VISITING_FRIENDS_FAMILY,4.74,15.14,CAMPING,2583.96,580.21,864.17,412.4,310.76,OTHER,244,40.166,74.23,284.82,211.42,WINTER,0
2159-12,880,854,BUSINESS,1.83,11.57,MOTEL,7467.48,2561.1,2476.55,764.49,996.48,DIRECT,352,1.376,73.52,244.69,179.9,SHOULDER,0
2160-01,836,610,LEISURE,2.32,19.01,VACATION_RENTAL,967.8,497.98,315.0,113.06,101.01,WALK_IN,338,39.567,51.08,194.88,99.54,SHOULDER,0
2160-02,791,807,LEISURE,1.75,15.73,HOTEL,7350.29,2098.27,1734.31,1625.79,598.53,DIRECT,23,4.85,98.57,357.39,352.28,SUMMER,0
2160-03,566,619,OUTDOOR,4.84,11.56,HOTEL,716.48,301.59,243.37,131.94,99.11,OTA,236,45.688,76.25,327.18,249.47,SHOULDER,0
2160-04,651,834,LEISURE,3.26,18.66,CAMPING,3327.42,1259.15,808.92,654.74,597.72,OTA,359,6.241,99.72,336.23,335.29,SUMMER,0
2160-05,823,884,OUTDOOR,3.81,17.77,MOTEL,5695.87,2906.77,984.03,1463.17,163.52,OTA,103,31.528,19.4,223.41,43.34,FALL,0
2160-06,773,531,VISITING_FRIENDS_FAMILY,3.11,18.36,MOTEL,6762.65,1454.38,1850.54,1632.17,452.78,OTA,81,14.328,49.4,408.9,202.0,WINTER,0
2160-07,561,893,LEISURE,5.75,16.88,VACATION_RENTAL,3758.44,1935.41,1243.02,977.65,673.23,WALK_IN,19,31.949,76.6,149.97,114.88,SPRING,0
2160-08,770,624,EVENT,3.74,17.05,FRIENDS_FAMILY,3209.62,1664.41,906.61,468.13,450.43,DIRECT,306,25.067,26.88,326.34,87.72,FALL,0
2160-09,637,714,BUSINESS,4.73,2.99,HOTEL,2914.94,1580.56,702.76,296.63,413.37,DIRECT,6,17.759,39.36,177.53,69.88,FALL,1
2160-10,703,720,BUSINESS,2.46,17.93,HOTEL,1495.07,320.22,468.2,304.38,181.51,AGENT,222,22.752,31.79,174.5,55.47,SUMMER,0
2160-11,592,868,LEISURE,6.3,19.87,HOTEL,6849.33,2848.36,2351.94,997.88,192.55,OTA,285,9.051,35.26,316.18,111.49,SPRING,0
2160-12,862,716,BUSINESS,2.22,20.56,HOTEL,4289.5,1878.5,1054.36,1100.81,773.0,OTA,71,10.735,74.83,297.65,222.73,SPRING,0
2161-01,648,786,LEISURE,2.98,18.03,CAMPING,4929.48,1662.31,1713.86,1252.37,692.31,DIRECT,183,30.335,97.64,406.5,396.91,SUMMER,0
2161-02,626,659,VISITING_FRIENDS_FAMILY,3.22,3.68,FRIENDS_FAMILY,2676.47,1002.72,728.4,650.74,277.21,DIRECT,151,4.215,78.33,386.38,302.65,SHOULDER,0
2161-03,500,667,LEISURE,5.32,19.24,HOTEL,6713.36,3599.42,1265.52,1596.07,646.7,WALK_IN,39,53.337,72.16,197.44,142.47,SUMMER,1
2161-04,783,630,LEISURE,4.71,14.8,HOTEL,4139.43,1025.66,626.45,890.02,20.19,AGENT,211,35.93,76.07,313.23,238.27,SPRING,0
2161-05,832,659,LEISURE,6.13,9.2,HOTEL,2297.5,464.27,385.61,399.71,169.39,CORPORATE_PORTAL,229,24.023,38.28,222.28,85.09,SUMMER,0
2161-06,893,891,EVENT,6.37,19.9,VACATION_RENTAL,4841.93,1436.07,1378.94,734.78,934.37,DIRECT,290,56.245,33.72,210.72,71.05,FALL,0
2161-07,825,798,LEISURE,4.44,7.87,HOTEL,7430.18,3216.06,1237.7,878.29,137.23,DIRECT,300,22.509,59.68,327.19,195.27,FALL,0
2161-08,624,787,LEISURE,4.46,9.43,HOTEL,6890.42,1559.18,1361.36,850.87,558.46,DIRECT,248,59.178,34.33,336.86,115.64,SPRING,0
2161-09,565,839,BUSINESS,2.42,3.24,HOTEL,6736.66,2348.56,1590.85,1833.3,921.37,DIRECT,294,3.643,52.68,207.11,109.11,SPRING,0
2161-10,650,815,BUSINESS,3.78,12.85,HOTEL,108.17,22.8,21.72,10.8,6.08,OTA,77,4.206,52.91,227.57,120.41,WINTER,0
2161-11,798,558,BUSINESS,3.28,12.03,CAMPING,3226.85,972.6,902.35,743.3,438.3,OTA,315,31.22,84.74,409.3,346.84,SHOULDER,0
2161-12,786,898,LEISURE,1.74,20.88,HOTEL,986.23,281.88,192.36,138.87,146.37,OTA,315,39.291,42.24,140.04,59.15,FALL,1
2162-01,871,508,OUTDOOR,3.81,19.3,CAMPING,4479.8,904.98,1053.09,1140.19,578.39,AGENT,154,53.798,66.4,338.52,224.78,WINTER,0
2162-02,876,670,LEISURE,4.81,5.39,FRIENDS_FAMILY,5879.02,1929.54,1553.6,1428.26,179.58,DIRECT,228,52.658,29.27,353.68,103.52,WINTER,0
2162-03,521,722,BUSINESS,2.16,7.45,FRIENDS_FAMILY,7071.61,2917.12,1955.79,720.25,826.8,DIRECT,149,56.992,42.9,305.48,131.05,SHOULDER,0
2162-04,658,529,LEISURE,1.5,5.26,HOTEL,105.28,43.86,30.23,12.38,4.87,WALK_IN,360,51.657,81.82,79.37,64.94,SPRING,0
2162-05,611,614,LEISURE,5.39,6.38,FRIENDS_FAMILY,6735.53,2173.66,2165.77,1089.52,342.31,OTA,364,29.498,36.06,314.64,113.46,SPRING,1
2162-06,644,690,LEISURE,2.89,17.9,HOTEL,1507.72,413.48,484.47,332.34,104.36,OTA,284,33.857,36.04,288.69,104.04,SPRING,0
2162-07,898,741,LEISURE,1.63,8.04,VACATION_RENTAL,4678.83,973.65,737.14,1207.05,311.82,OTA,355,53.174,14.12,84.66,11.95,SPRING,0
2162-08,796,535,VISITING_FRIENDS_FAMILY,4.77,7.92,VACATION_RENTAL,7934.44,2225.57,1370.4,1224.47,1415.25,DIRECT,68,21.98,15.94,108.35,17.27,SHOULDER,0
2162-09,551,579,VISITING_FRIENDS_FAMILY,4.67,6.0,CAMPING,1702.22,721.87,542.49,189.92,223.64,WALK_IN,342,10.235,87.9,211.41,185.83,WINTER,0
2162-10,586,847,BUSINESS,3.97,2.77,VACATION_RENTAL,5220.01,1178.48,1232.04,1183.75,212.18,OTHER,284,40.961,67.68,174.3,117.97,SUMMER,0
2162-11,558,656,VISITING_FRIENDS_FAMILY,6.21,2.43,VACATION_RENTAL,2653.45,983.54,683.05,616.6,326.47,WALK_IN,13,2.421,72.68,417.47,303.42,SHOULDER,0
2162-12,584,743,LEISURE,2.89,20.86,HOTEL,2495.44,1286.1,775.74,537.11,492.95,OTA,135,36.489,87.86,120.55,105.92,FALL,0
2163-01,559,874,LEISURE,2.37,2.04,FRIENDS_FAMILY,4998.85,1500.95,1627.32,580.08,487.12,CORPORATE_PORTAL,253,36.193,29.58,132.29,39.13,SUMMER,0
2163-02,619,523,LEISURE,5.89,10.34,VACATION_RENTAL,3450.95,854.38,767.73,877.9,267.11,DIRECT,254,0.087,37.94,296.7,112.57,SUMMER,0
2163-03,699,559,LEISURE,2.01,14.6,HOTEL,3713.87,1293.34,1139.93,674.66,500.53,DIRECT,143,45.288,56.74,370.12,210.01,WINTER,0
2163-04,540,848,VISITING_FRIENDS_FAMILY,1.02,11.64,VACATION_RENTAL,678.44,225.45,188.27,73.61,77.9,WALK_IN,0,27.954,96.78,292.72,283.29,SHOULDER,1
2163-05,632,561,LEISURE,2.81,2.78,HOTEL,5268.62,2031.94,1647.47,935.27,303.3,AGENT,337,20.336,21.78,314.62,68.52,FALL,0
2163-06,660,539,LEISURE,4.21,4.9,MOTEL,6321.2,3210.0,1418.34,1009.78,537.74,DIRECT,166,34.033,42.28,144.34,61.03,SPRING,1
2163-07,664,586,LEISURE,5.62,6.7,VACATION_RENTAL,4824.84,903.0,1567.42,950.43,532.97,OTA,312,11.828,52.47,108.27,56.81,SPRING,0
2163-08,582,775,LEISURE,6.09,11.47,HOTEL,6865.23,3222.15,1595.4,2043.63,1122.51,CORPORATE_PORTAL,230,38.284,85.91,74.62,64.11,SUMMER,1
2163-09,836,637,VISITING_FRIENDS_FAMILY,5.92,1.01,HOTEL,1792.97,587.61,577.25,256.81,72.2,OTA,284,31.95,45.68,164.03,74.93,WINTER,1
2163-10,821,643,LEISURE,3.58,15.31,OTHER,7585.05,3442.6,1535.05,1986.51,949.65,DIRECT,343,35.788,69.97,140.8,98.52,FALL,0
2163-11,737,613,BUSINESS,4.57,12.11,VACATION_RENTAL,3409.28,683.81,652.68,670.29,272.73,OTA,154,22.888,65.87,177.92,117.2,WINTER,0
2163-12,817,812,BUSINESS,3.28,11.28,FRIENDS_FAMILY,1023.61,358.09,186.21,157.25,149.58,WALK_IN,102,46.201,61.82,410.24,253.61,SUMMER,0
2164-01,869,730,VISITING_FRIENDS_FAMILY,5.22,19.6,FRIENDS_FAMILY,2103.41,472.39,561.45,601.78,291.58,OTA,332,16.506,14.14,57.98,8.2,WINTER,0
2164-02,765,717,EVENT,4.02,10.72,VACATION_RENTAL,4879.82,1696.64,1124.02,729.0,568.07,DIRECT,279,15.31,33.27,223.2,74.26,FALL,1
2164-03,662,832,OUTDOOR,6.23,15.28,HOTEL,3906.78,1785.6,975.82,867.83,691.92,OTA,297,36.436,16.11,60.01,9.67,FALL,0
2164-04,650,691,EVENT,4.01,14.13,HOTEL,7931.51,3526.02,1384.02,976.46,125.63,DIRECT,288,14.972,86.92,76.49,66.49,SHOULDER,0
2164-05,680,844,LEISURE,1.67,18.41,HOTEL,364.98,90.79,52.37,36.17,65.71,OTA,137,39.788,20.95,105.64,22.13,FALL,0
2164-06,580,854,LEISURE,4.08,5.18,HOTEL,1659.49,793.07,569.82,484.35,98.22,OTHER,347,4.285,78.67,89.47,70.39,SHOULDER,0
2164-07,701,825,MEDICAL,3.14,19.48,FRIENDS_FAMILY,6883.83,2453.94,1985.85,1996.56,1081.0,CORPORATE_PORTAL,260,29.662,67.92,224.79,152.68,SPRING,1
2164-08,858,797,BUSINESS,5.61,5.0,HOTEL,1988.47,363.48,544.62,466.85,351.05,DIRECT,93,50.302,52.41,113.04,59.24,SHOULDER,0
2164-09,833,747,LEISURE,1.22,1.47,FRIENDS_FAMILY,1986.9,965.6,651.44,385.94,380.55,CORPORATE_PORTAL,128,6.492,32.74,342.31,112.07,FALL,0
2164-10,577,691,LEISURE,1.32,14.15,MOTEL,7831.91,2612.64,2258.4,1627.54,1512.75,OTA,215,56.676,68.19,322.18,219.69,SUMMER,1
2164-11,871,809,BUSINESS,2.4,12.48,HOTEL,3118.7,1278.46,772.62,662.65,478.97,OTA,158,10.372,36.17,197.6,71.47,WINTER,0
2164-12,863,622,LEISURE,6.46,8.03,CAMPING,6678.01,2622.96,2242.88,811.98,688.56,OTA,185,2.809,28.82,215.73,62.17,WINTER,0
2165-01,826,622,LEISURE,3.98,3.71,HOTEL,7077.25,3096.4,1737.91,2076.34,885.11,OTHER,231,47.078,71.34,314.29,224.21,FALL,0
2165-02,733,745,LEISURE,6.31,10.84,MOTEL,2181.89,599.99,501.27,396.36,307.15,WALK_IN,189,6.37,30.12,190.58,57.4,SPRING,0
2165-03,739,733,LEISURE,5.01,11.18,HOTEL,3369.67,1480.7,842.41,744.77,201.83,OTA,47,49.311,60.88,322.57,196.38,SUMMER,0
2165-04,687,607,LEISURE,1.81,2.68,HOTEL,135.27,52.48,37.41,32.16,4.12,DIRECT,111,16.757,28.28,105.97,29.97,SPRING,0
2165-05,801,766,LEISURE,4.4,7.93,HOTEL,532.11,198.22,157.55,116.36,39.56,OTA,137,57.12,78.82,65.97,52.0,FALL,0
2165-06,815,636,BUSINESS,5.2,18.88,VACATION_RENTAL,6439.86,2870.06,1163.16,1066.56,848.68,CORPORATE_PORTAL,36,36.555,64.52,114.49,73.87,FALL,0
2165-07,510,538,LEISURE,1.83,4.34,FRIENDS_FAMILY,4071.51,1158.0,939.94,811.58,324.25,WALK_IN,104,25.784,90.05,280.39,252.49,WINTER,1
2165-08,696,530,LEISURE,1.77,2.87,FRIENDS_FAMILY,2265.43,1150.61,389.97,359.48,190.01,OTA,184,7.705,54.06,296.73,160.41,SUMMER,0
2165-09,848,635,LEISURE,4.2,12.68,HOTEL,724.13,315.03,202.94,188.13,77.41,WALK_IN,80,10.343,14.18,84.84,12.03,SPRING,0
2165-10,546,883,VISITING_FRIENDS_FAMILY,5.2,14.81,HOTEL,5350.11,1630.86,1562.35,883.47,277.63,DIRECT,286,7.921,86.93,165.95,144.26,WINTER,1
2165-11,770,742,VISITING_FRIENDS_FAMILY,5.09,17.1,FRIENDS_FAMILY,7523.73,2063.17,1774.18,2137.42,1226.69,DIRECT,284,11.299,45.83,202.58,92.84,WINTER,1
2165-12,528,794,LEISURE,2.7,8.39,MOTEL,7089.23,3815.0,1957.11,775.65,492.09,OTA,3,9.376,46.87,290.89,136.34,SHOULDER,0
2166-01,869,875,BUSINESS,1.02,17.7,HOTEL,1356.73,561.35,396.58,324.3,67.9,DIRECT,79,54.677,34.56,279.21,96.49,FALL,0
2166-02,800,776,LEISURE,3.71,10.65,VACATION_RENTAL,4741.69,1361.82,874.18,476.93,764.33,DIRECT,230,3.943,45.53,405.69,184.71,SUMMER,0
2166-03,700,827,LEISURE,1.32,10.6,HOTEL,5772.17,2651.88,1217.09,804.3,783.68,DIRECT,352,53.078,99.51,161.72,160.93,SHOULDER,0
2166-04,532,767,LEISURE,5.75,2.64,VACATION_RENTAL,3759.92,1858.5,1183.13,437.86,201.45,WALK_IN,214,47.936,41.01,127.68,52.36,SUMMER,0
2166-05,520,877,BUSINESS,2.2,10.6,VACATION_RENTAL,5041.8,2279.05,1235.99,929.96,957.34,AGENT,354,21.875,83.39,252.8,210.81,SUMMER,0
2166-06,893,501,LEISURE,1.58,20.54,HOTEL,127.04,39.53,21.08,30.37,2.94,OTA,31,0.781,83.55,79.35,66.3,SHOULDER,1
2166-07,781,609,LEISURE,2.43,3.07,HOTEL,6476.21,2938.24,1551.13,1185.52,789.71,DIRECT,144,1.747,83.56,412.97,345.08,WINTER,0
2166-08,803,801,LEISURE,6.06,14.53,VACATION_RENTAL,5392.64,2672.55,1117.86,823.01,350.62,OTA,151,49.981,91.19,305.93,278.98,WINTER,1
2166-09,603,668,LEISURE,4.72,1.78,FRIENDS_FAMILY,4303.04,1252.08,1079.07,663.46,359.86,DIRECT,186,38.279,25.58,367.02,93.88,SPRING,0
2166-10,659,529,LEISURE,4.68,7.45,OTHER,3151.84,1660.11,1067.5,832.69,160.49,DIRECT,91,25.674,15.79,203.87,32.19,FALL,0
2166-11,757,816,LEISURE,5.56,7.09,HOTEL,6811.46,3057.37,1912.67,1964.13,339.47,WALK_IN,289,21.452,90.72,267.39,242.58,WINTER,1
2166-12,565,531,LEISURE,1.82,8.06,HOTEL,3257.65,795.5,629.12,361.71,320.95,CORPORATE_PORTAL,70,40.116,81.23,270.73,219.91,FALL,0
2167-01,742,855,VISITING_FRIENDS_FAMILY,6.48,7.84,VACATION_RENTAL,1707.61,698.08,363.67,462.07,22.28,WALK_IN,252,17.463,37.8,342.21,129.36,FALL,0
2167-02,701,848,LEISURE,4.36,9.77,MOTEL,5299.84,1275.86,1331.29,756.76,990.61,AGENT,40,47.033,26.12,183.59,47.95,WINTER,0
