trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2017,852466,CARPOOL,40.0,33.7,66.1,28.4,6.96,23.07,0.12,3.04,07:27,08:00,31.79,16.21,2.02,5992,1.614,1555175,3.857
2024,573382,WALK,83.6,81.5,107.3,1.3,9.08,23.62,10.16,4.43,06:15,07:48,37.19,23.99,1.05,8000,1.59,594806,0.195
2021,830411,CARPOOL,88.2,83.6,118.1,10.09,15.91,2.05,17.06,8.1,08:51,10:27,15.58,15.64,1.94,5799,1.96,2335473,3.739
2019,489592,AUTO,21.6,18.7,28.4,1.38,8.22,2.33,17.02,10.17,07:23,08:03,42.39,24.95,2.35,8000,1.213,2126092,3.134
2020,122762,TRANSIT,8.4,5.2,17.7,28.91,11.38,24.75,14.66,1.34,10:38,10:46,34.94,12.81,3.06,6297,1.587,792493,2.086
2023,672460,WALK,50.8,45.6,66.9,3.82,2.47,17.01,6.5,3.76,08:18,09:09,19.69,2.96,2.51,4090,1.749,23777,4.345
2017,718476,TRANSIT,59.0,57.5,81.2,33.86,3.47,34.79,1.64,7.58,09:43,10:28,42.28,22.91,1.9,8000,1.761,740149,1.454
2020,629836,TRANSIT,16.1,15.4,48.4,33.88,6.51,4.77,16.59,6.03,09:56,10:23,14.21,15.55,1.45,4091,1.979,1941811,1.255
2017,496797,OTHER,9.3,8.8,16.2,30.19,13.46,24.49,6.48,4.24,09:27,09:33,17.18,6.74,1.49,3395,0.996,630749,3.831
2018,729438,WALK,8.8,3.0,31.2,10.45,11.57,20.4,9.92,4.95,07:16,07:28,7.64,17.27,1.72,2500,1.808,1924623,1.449
2022,286820,WALK,63.9,57.8,93.6,22.48,15.23,21.53,12.81,6.27,06:20,07:26,27.49,9.84,1.21,5828,1.666,1340631,3.312
2019,971637,CARPOOL,45.3,42.1,83.8,31.58,6.61,34.44,7.6,6.3,09:11,09:55,22.84,15.32,3.1,5946,2.269,947674,4.002
2020,398990,TELEWORK,55.6,49.6,60.6,24.56,16.71,29.0,11.62,10.18,07:17,07:44,8.48,14.08,1.63,3863,0.824,557862,1.575
2020,855083,WALK,72.0,62.8,81.5,9.6,0.38,19.1,0.81,1.74,08:17,09:21,23.8,5.54,1.16,5273,1.39,706144,0.701
2023,616253,BIKE,49.5,47.5,59.9,33.7,6.02,0.89,2.77,7.84,06:25,07:25,16.52,4.22,2.59,4427,2.108,984282,4.4
2024,744398,TELEWORK,37.4,27.4,63.4,11.73,19.64,15.57,2.8,1.08,07:50,08:29,23.86,2.53,1.63,4287,2.267,2416856,2.709
2021,549806,TRANSIT,42.7,38.8,76.0,1.53,4.5,22.28,6.43,5.46,08:33,09:17,25.13,2.78,1.87,4163,2.135,1451881,1.102
2020,837624,TRANSIT,72.3,69.3,88.5,18.93,14.7,8.01,1.54,2.58,08:00,09:13,8.54,21.32,1.98,4858,1.099,155114,2.496
2016,333943,CARPOOL,15.9,15.3,41.1,10.21,12.27,4.55,17.7,9.58,06:57,07:02,7.34,1.63,1.81,2391,1.606,1235226,0.586
2023,875410,MIXED,28.5,27.7,38.1,32.07,18.16,26.0,9.54,7.67,08:10,08:31,32.12,2.69,1.28,5815,0.939,1143656,2.041
2018,540193,TRANSIT,51.0,43.3,59.9,33.35,18.09,12.38,5.22,11.72,10:16,11:19,9.2,14.78,2.52,3845,1.417,1044902,2.126
2016,795200,BIKE,47.1,42.2,84.7,5.2,1.25,3.01,2.75,11.51,08:33,08:53,8.83,0.45,1.63,3132,1.161,120709,2.832
2023,629717,AUTO,94.2,92.6,132.9,24.61,0.26,8.5,15.22,2.32,09:22,10:44,31.19,3.63,3.09,6011,2.382,896622,2.956
2021,958459,AUTO,47.8,43.0,83.3,7.55,1.93,9.67,10.01,5.48,10:03,10:40,16.85,1.25,2.99,3385,1.301,1522920,1.512
2019,403656,TRANSIT,39.9,34.6,79.8,4.18,14.25,1.79,7.85,11.44,08:51,09:22,31.5,20.55,3.08,6845,1.658,434801,1.062
2025,406552,BIKE,77.8,71.1,86.7,29.85,16.01,23.53,0.74,6.78,06:32,07:40,25.66,17.72,2.7,6102,1.804,1372139,1.984
2025,712658,BIKE,45.5,43.6,59.7,32.84,4.76,32.46,7.12,1.23,07:34,08:11,0.34,15.47,2.71,3211,2.3,1406876,2.858
2018,302021,TRANSIT,45.3,42.5,51.2,27.59,4.23,33.57,9.87,10.28,10:50,11:31,18.11,17.03,2.66,5468,1.99,1210240,2.638
2020,601962,MIXED,30.7,29.6,37.6,13.98,2.66,32.01,7.85,9.13,08:31,09:07,21.93,14.67,1.58,5473,0.759,1133480,2.202
2016,358287,AUTO,30.5,20.6,45.8,20.53,17.6,34.35,3.69,7.97,06:19,06:47,36.95,7.6,1.84,6770,1.528,625511,2.82
2021,568069,BIKE,64.4,59.3,73.0,30.61,5.0,31.4,5.35,10.36,06:50,07:54,10.14,23.7,2.85,5310,0.892,1827579,3.722
2018,532580,WALK,67.4,55.6,78.6,30.22,10.66,7.02,16.27,10.64,08:26,09:26,38.23,22.66,1.9,8000,2.39,1993084,1.768
2016,824489,WALK,65.7,54.8,100.4,11.83,19.72,2.83,0.25,1.37,06:27,07:32,37.74,14.05,1.58,7601,1.856,2497172,1.395
2021,175713,AUTO,33.8,24.4,43.2,33.29,17.95,12.59,8.61,11.42,06:56,07:22,22.41,11.26,2.64,4498,1.214,2075277,1.238
2018,667774,WALK,70.0,63.1,96.6,3.79,17.94,5.68,4.49,4.72,07:17,08:26,25.32,15.01,2.37,6227,1.097,1543105,2.572
2021,107634,TELEWORK,14.1,7.5,27.7,34.81,19.22,22.31,11.94,3.8,08:49,08:57,20.88,3.74,3.11,3649,1.363,1968899,1.607
2021,200398,WALK,50.5,47.6,77.5,22.91,4.25,28.8,5.43,10.18,10:52,11:35,18.39,21.84,3.14,5169,2.217,1119128,2.953
2024,547188,MIXED,86.0,76.8,103.3,25.92,8.87,9.67,15.7,2.44,08:57,10:36,7.07,9.1,2.23,4433,1.186,217896,4.375
2022,289010,BIKE,41.0,39.9,70.5,9.95,13.07,29.4,12.52,3.1,07:58,08:47,41.94,7.26,3.13,6444,2.003,1683788,2.614
2019,199243,MIXED,40.5,29.8,53.1,0.23,13.14,8.39,12.63,6.96,08:08,08:44,3.4,2.72,1.93,2424,1.233,399754,1.802
2023,167601,AUTO,34.4,32.5,57.7,22.46,6.56,28.21,2.49,3.13,06:52,07:18,15.47,21.26,2.64,5433,0.775,1683751,4.354
2019,375803,AUTO,46.5,46.0,71.7,12.03,11.06,9.62,11.36,0.59,06:01,07:06,12.73,21.8,2.9,5151,1.752,484195,0.833
2019,935834,AUTO,70.4,66.1,98.6,13.37,5.5,4.27,10.22,6.55,09:21,10:29,26.78,9.83,1.67,6484,1.578,365511,1.036
2025,834711,MIXED,46.1,38.9,70.0,22.2,11.74,30.81,12.52,1.83,07:42,08:20,11.94,20.49,2.8,4389,1.591,186682,3.447
2025,217907,MIXED,43.6,39.1,75.5,24.85,11.65,19.4,7.79,11.94,08:13,09:01,9.77,22.99,2.09,4596,2.33,144972,1.702
2020,758384,MIXED,14.9,10.2,40.5,5.23,5.43,24.63,4.96,1.58,08:57,09:10,26.98,4.17,2.91,4603,1.028,1933318,1.49
2021,287984,MIXED,78.0,68.7,90.6,22.69,4.21,14.34,0.94,0.3,09:46,11:04,36.18,9.19,2.25,6895,1.043,1379531,3.452
2022,153866,AUTO,36.7,24.9,64.3,30.86,10.06,10.66,12.98,9.87,08:46,09:20,21.56,11.47,2.05,4856,1.051,1788759,2.51
2016,604532,TELEWORK,83.0,72.1,119.7,13.14,12.43,27.7,10.74,9.48,09:50,11:03,29.1,7.73,2.27,5809,2.171,182547,0.754
2025,168364,MIXED,77.4,72.6,110.1,32.31,1.74,8.47,5.96,3.1,07:28,08:53,10.43,14.05,1.94,4343,2.098,2419375,0.494
2022,985392,TRANSIT,92.9,86.3,116.8,1.49,6.56,18.29,17.94,6.39,07:43,09:08,13.94,23.65,1.81,6086,1.418,1932352,1.717
2016,940916,BIKE,19.1,18.3,27.3,9.3,12.98,20.92,3.56,10.25,08:10,08:19,20.56,17.58,1.2,4340,1.204,98470,2.135
2025,902607,AUTO,50.2,49.6,72.7,7.4,7.28,19.84,4.42,3.41,09:32,10:14,30.5,20.17,1.04,7000,1.111,359208,1.126
2017,829139,WALK,45.2,36.6,63.9,25.68,14.22,7.7,8.57,4.11,09:30,10:13,6.58,15.05,1.05,3552,1.262,908807,1.558
2017,232500,TELEWORK,51.9,48.1,84.8,27.1,5.6,14.93,1.52,4.3,06:43,07:29,41.34,8.73,2.82,7251,1.246,2186226,2.46
2024,238414,AUTO,50.6,39.1,83.3,30.85,11.3,10.03,3.12,5.22,09:50,10:50,17.09,18.61,1.4,5603,1.575,2174081,1.331
2025,211438,CARPOOL,21.7,14.5,54.1,18.82,13.37,31.03,1.88,1.21,09:50,10:15,1.8,5.79,2.7,1813,0.881,2424166,2.701
2017,615880,BIKE,44.5,41.7,74.1,7.39,0.61,31.11,6.67,5.23,07:25,07:57,3.68,22.8,2.24,3863,1.331,2398533,2.603
2020,696372,BIKE,79.2,68.5,87.5,32.5,4.0,16.99,4.31,10.9,09:35,11:02,26.55,11.97,1.12,6163,1.358,1223904,3.244
2020,205585,WALK,25.3,15.9,49.7,26.15,13.2,3.52,12.48,1.1,08:49,09:09,16.67,4.82,2.27,3513,1.843,1248395,0.588
2017,766306,AUTO,92.9,81.4,111.2,26.91,5.84,8.13,12.57,1.54,07:34,08:59,44.31,0.21,1.9,7646,1.878,1115488,0.873
2023,318238,MIXED,54.1,52.5,85.7,11.64,9.11,6.08,16.05,0.62,06:01,07:00,39.32,21.6,3.01,8000,1.159,1492873,0.421
2023,736422,TELEWORK,93.9,89.9,115.6,8.93,2.38,12.61,2.71,8.73,08:39,10:00,13.38,22.79,2.32,6265,1.75,111780,3.907
2018,536709,TELEWORK,11.4,3.0,29.1,9.99,12.26,1.11,7.23,4.8,08:27,08:42,10.56,19.41,1.25,3371,1.906,1432653,3.363
2017,657922,MIXED,9.0,6.5,20.7,27.57,15.33,30.49,11.62,5.21,06:25,06:30,31.18,12.7,1.09,5649,1.361,1338881,3.582
2021,718671,BIKE,15.6,7.9,49.4,5.41,2.15,27.69,9.73,11.98,07:12,07:21,9.83,23.12,1.16,4510,2.102,1515174,0.492
2020,828752,TELEWORK,45.1,37.5,67.9,7.34,8.88,9.54,14.97,1.44,08:15,08:59,32.6,8.63,1.93,6504,2.016,290517,1.207
2017,244216,AUTO,60.3,55.1,74.0,33.74,13.57,12.68,14.63,0.12,06:37,07:39,35.49,0.73,2.03,5671,2.181,2126184,1.718
2025,212360,OTHER,91.1,89.8,110.8,24.11,13.99,1.08,0.27,0.36,06:30,07:43,41.49,6.32,2.61,7802,1.881,775144,3.517
2016,164526,CARPOOL,71.2,68.3,106.7,1.34,0.73,21.35,17.24,9.16,10:25,11:43,20.07,8.76,2.13,5378,1.237,2040439,2.133
2019,572405,AUTO,51.2,47.8,61.5,0.72,1.04,11.99,17.99,6.23,07:51,08:48,12.81,10.34,2.58,3846,2.1,1411409,0.811
2018,564859,TRANSIT,10.8,3.0,46.4,9.84,14.28,24.0,16.47,1.17,10:08,10:13,6.56,23.27,2.43,3777,2.281,898415,0.16
2023,657675,TELEWORK,78.3,68.7,96.0,13.73,0.74,0.85,4.59,4.14,09:00,10:19,8.71,20.47,1.66,4261,2.276,138494,1.816
2018,995494,WALK,83.8,72.2,101.0,29.25,18.53,20.45,3.83,10.82,07:30,08:51,11.18,8.45,1.21,4609,1.17,162042,2.281
2024,751302,MIXED,15.7,6.7,37.2,31.51,9.75,0.85,16.1,0.99,06:56,07:19,10.39,12.7,2.01,3637,1.047,477184,3.049
2019,937017,AUTO,63.7,60.9,83.3,24.14,10.99,1.59,11.46,10.39,10:07,11:21,35.74,3.15,2.95,6927,2.183,672009,2.392
2020,357684,BIKE,24.8,18.1,46.0,7.19,4.05,31.04,0.53,10.29,09:31,09:44,26.14,12.96,1.46,5207,1.372,74456,1.083
2019,167625,MIXED,60.7,58.8,76.5,28.13,2.68,18.45,15.32,11.68,08:55,09:58,26.08,0.15,3.11,4933,1.614,1081393,3.091
2023,209647,AUTO,62.4,51.1,77.2,18.08,15.59,3.96,0.19,7.95,07:18,08:23,8.95,12.61,1.74,4118,1.78,1155897,1.765
2022,844703,TRANSIT,30.2,28.9,69.3,25.87,2.63,14.74,8.14,3.62,07:56,08:17,28.22,10.42,1.6,4999,2.367,1708222,1.825
2024,153086,TELEWORK,35.2,29.3,69.5,9.5,5.45,30.99,4.38,10.64,09:07,09:36,2.05,2.31,2.82,1195,1.977,1611439,1.823
2016,520948,TRANSIT,66.9,60.6,94.0,6.78,8.07,11.08,17.64,3.45,08:31,09:44,9.35,0.76,2.93,3100,1.138,57855,2.221
2016,459130,TELEWORK,82.0,80.3,104.9,19.82,7.42,1.34,0.74,11.84,06:39,07:54,24.07,21.31,2.32,7060,2.278,618150,1.821
2020,479088,CARPOOL,72.3,65.8,99.4,27.98,8.02,13.81,5.56,1.3,07:55,09:04,11.98,22.95,2.17,5534,1.605,544831,3.871
2017,402488,AUTO,90.6,89.4,130.0,29.42,2.23,34.71,7.06,0.84,10:24,12:00,41.51,17.92,2.94,8000,1.528,1756913,1.114
2018,624616,OTHER,28.5,18.6,41.9,2.78,7.35,20.13,2.5,10.04,08:19,08:45,13.57,14.54,1.1,4088,1.637,209010,3.916
2021,466174,AUTO,16.8,12.7,40.8,31.92,7.2,34.41,14.35,3.51,07:50,08:03,38.2,20.89,1.41,6846,1.402,195741,1.962
2016,862008,MIXED,10.9,10.2,21.4,11.24,6.48,29.56,16.7,5.25,06:30,06:40,13.3,14.66,1.43,3505,0.986,2330102,2.223
2019,753791,TELEWORK,56.6,51.2,72.6,30.06,3.88,6.0,12.61,2.56,06:35,07:40,26.78,13.33,2.89,5874,1.1,2334167,0.7
2018,151816,AUTO,66.4,64.9,84.8,28.47,6.05,20.64,1.34,8.17,06:26,07:26,33.21,14.58,1.61,6895,0.799,402638,0.706
2017,356655,WALK,61.7,55.0,76.2,29.83,7.99,28.74,11.21,2.82,08:04,09:03,31.49,7.33,1.42,5791,1.734,2146006,2.269
2024,282258,TELEWORK,13.9,3.5,43.3,17.68,11.18,31.18,14.9,5.5,10:57,11:10,41.0,18.39,3.03,7063,1.582,2223224,3.092
2024,247461,BIKE,68.6,65.1,80.1,22.6,17.48,27.33,9.33,5.44,08:08,09:09,19.68,4.31,2.2,5126,1.79,409200,1.495
2016,945130,OTHER,28.5,27.4,61.5,4.51,6.11,34.53,8.18,4.75,09:39,10:10,31.87,21.76,1.49,6615,1.284,1127192,1.215
2017,169735,TRANSIT,85.1,82.5,121.8,4.94,3.99,30.19,10.84,2.9,07:25,08:51,16.04,1.37,2.19,4687,1.311,1928042,2.889
2020,587193,WALK,61.9,61.3,95.9,18.59,16.02,3.18,9.93,9.56,09:12,10:08,41.34,2.92,1.82,6871,1.925,611758,3.763
2021,306124,CARPOOL,67.6,61.0,80.1,26.25,14.41,14.82,7.84,10.97,08:48,09:46,27.74,10.98,3.07,6617,0.973,2365459,2.626
2024,733929,WALK,8.2,3.0,46.9,11.22,4.26,31.18,0.24,4.82,10:25,10:40,10.69,24.81,1.74,3501,2.165,1213900,1.833
2023,552750,BIKE,27.1,19.6,59.1,8.52,2.65,30.65,15.58,8.54,07:24,08:03,37.06,23.32,1.9,8000,1.733,2277646,2.423
2022,215106,OTHER,63.8,63.5,97.5,10.15,3.37,28.47,10.68,2.15,06:58,08:03,35.83,2.89,1.61,6325,1.507,1416332,2.598
2023,874462,TELEWORK,59.1,54.8,66.7,28.06,14.44,32.93,13.76,5.81,06:48,07:58,15.55,15.03,1.47,5042,1.72,176688,3.532
2023,979178,AUTO,78.3,68.2,106.3,11.5,2.33,21.75,13.04,0.93,07:33,08:52,10.71,13.63,2.27,4064,0.975,324599,2.183
2023,247254,CARPOOL,94.0,90.2,106.6,34.83,16.84,15.53,9.92,2.71,09:28,10:58,28.79,0.16,1.95,6541,0.971,2275536,3.066
2019,201359,TELEWORK,18.3,12.8,24.1,17.4,9.06,29.94,2.0,6.74,10:24,10:42,35.01,2.99,2.62,5795,0.829,5785,3.571
2019,641967,WALK,83.6,77.4,97.3,24.82,10.68,31.34,9.42,4.36,09:32,10:48,9.25,21.48,1.35,5495,1.734,969722,0.933
2017,443615,CARPOOL,74.1,71.2,100.3,13.71,17.46,16.91,13.75,5.94,08:58,10:02,38.51,11.59,1.95,8000,0.975,416630,2.991
2021,902647,AUTO,11.1,5.6,35.2,16.74,6.69,11.6,9.24,4.21,09:43,10:02,39.2,15.11,2.64,6142,0.761,2301645,3.555
2018,880259,BIKE,28.3,21.2,34.4,28.04,11.28,11.21,5.05,5.61,09:25,09:48,4.71,10.72,2.5,3170,0.947,131449,4.276
2019,897231,OTHER,59.8,51.0,93.2,10.69,7.51,5.86,15.74,7.44,10:43,11:45,23.88,14.83,3.08,6183,2.043,805767,1.68
2024,519308,AUTO,70.8,69.7,102.5,20.45,1.33,15.94,17.34,3.92,10:24,11:39,35.78,7.94,2.46,6364,1.971,1703575,3.193
2016,456901,BIKE,89.3,83.0,110.5,9.64,16.86,3.47,4.62,10.43,09:04,10:28,36.82,6.04,1.97,6729,1.178,1704229,2.957
2021,808014,TELEWORK,15.9,10.2,47.0,33.46,19.06,11.86,12.87,10.88,09:42,09:47,33.03,24.39,1.78,7098,1.883,2329654,3.917
2017,221137,OTHER,17.7,8.6,23.2,9.58,16.2,29.3,14.99,7.85,06:48,07:02,2.62,14.6,1.82,2333,1.181,187698,3.58
2023,167813,TELEWORK,56.1,52.5,92.2,17.64,17.61,8.02,10.79,4.7,08:25,09:26,19.44,15.75,1.68,5605,1.516,2151922,4.309
2023,705829,OTHER,83.0,81.9,94.8,1.88,2.18,30.13,17.31,2.27,07:18,08:39,6.61,9.34,1.83,3951,0.76,419302,0.896
2016,826636,BIKE,54.0,51.8,78.2,9.49,15.23,17.6,6.86,7.01,09:06,09:54,33.86,0.34,2.56,5878,1.303,2139138,1.079
2019,942081,TELEWORK,72.0,69.2,104.0,33.92,4.11,16.02,7.11,11.08,09:53,11:18,9.48,7.64,2.57,4319,1.008,1237748,2.425
2023,488251,OTHER,82.4,79.8,120.7,21.29,8.42,2.79,16.41,4.32,07:04,08:32,11.93,6.01,2.99,4336,1.154,1897656,2.721
2022,693351,OTHER,21.9,17.4,41.9,34.03,5.01,23.07,14.75,11.1,08:51,09:03,1.76,15.83,1.78,2697,2.118,2408644,0.861
2020,244203,TELEWORK,46.1,44.9,85.7,12.23,17.3,9.64,8.05,8.87,08:37,09:17,25.93,22.16,1.33,6086,1.085,1243408,2.097
2025,703953,MIXED,91.9,87.9,119.3,33.32,14.71,3.03,4.69,8.52,10:30,12:00,3.51,2.49,1.75,2548,2.164,1118959,3.434
2023,724360,AUTO,48.6,40.7,87.6,18.2,10.2,2.01,12.81,10.94,10:55,11:42,11.72,17.22,2.75,4538,1.561,1806651,1.638
2016,680132,MIXED,92.4,88.2,98.2,27.85,12.53,20.04,13.74,9.75,06:05,07:38,2.91,21.62,3.05,4662,1.329,275815,3.123
2017,497172,OTHER,61.3,58.4,72.8,13.43,4.93,20.36,5.28,8.74,08:16,09:24,8.33,16.01,1.83,4137,1.878,537424,0.721
2019,199968,MIXED,90.7,83.2,123.1,8.01,10.6,27.18,9.65,8.92,06:58,08:41,19.83,3.11,2.47,5119,0.798,133582,3.848
2022,311390,CARPOOL,18.7,9.8,46.6,19.09,10.52,15.57,16.43,8.17,07:41,07:57,10.86,14.94,1.8,3168,1.411,173478,3.418
2017,419217,CARPOOL,26.7,23.1,55.9,28.2,14.21,29.92,15.05,0.34,07:07,07:42,38.12,9.34,2.12,6265,2.276,1308202,3.031
2023,453973,WALK,15.4,4.2,48.0,1.77,8.76,26.2,3.07,4.32,10:33,10:52,12.03,16.91,2.65,4092,0.901,183459,1.02
2018,796927,BIKE,66.9,58.4,77.9,21.26,3.71,17.42,1.06,0.6,08:20,09:26,19.87,12.2,1.73,5242,1.519,1924410,0.618
2024,508836,OTHER,92.8,91.2,113.0,27.37,9.21,5.51,12.91,2.32,06:39,08:03,43.09,0.18,2.64,8000,1.334,217407,0.755
2025,232551,MIXED,29.6,24.9,54.8,8.45,12.22,28.86,6.41,7.12,09:17,09:52,9.47,19.16,1.37,3798,0.79,2325414,3.803
2020,340631,BIKE,21.0,20.7,41.7,22.64,4.04,32.07,13.86,4.09,10:33,10:56,42.08,15.29,2.93,7455,2.312,2012308,0.436
2017,836038,BIKE,28.7,22.2,35.4,1.72,13.4,5.73,3.38,5.44,09:14,09:30,33.64,1.46,2.58,5305,2.37,1075656,3.948
2021,415096,OTHER,36.7,32.9,74.1,2.44,17.51,18.87,9.76,5.2,07:19,07:43,9.63,22.69,2.58,4630,0.816,345901,2.081
2020,739311,TRANSIT,80.0,74.8,96.1,18.51,4.27,25.59,5.06,1.54,06:46,08:28,4.52,24.6,1.67,4667,2.173,472972,1.736
2016,654804,TRANSIT,84.8,73.4,116.5,17.39,0.15,31.0,16.82,5.83,08:55,10:16,21.54,0.11,1.39,4758,1.733,2228983,1.672
2023,774468,AUTO,39.2,32.0,47.0,3.34,16.83,1.49,7.65,2.3,09:04,09:24,19.18,16.36,1.21,4612,1.068,1908612,3.883
2023,447971,WALK,47.0,37.7,86.6,18.09,15.79,8.2,5.01,1.27,06:19,07:08,41.08,17.49,2.75,7704,2.251,1138448,0.739
2020,655746,MIXED,32.6,27.9,59.4,22.73,13.37,28.24,1.53,9.8,08:32,09:18,41.77,21.65,1.38,7827,1.167,2180958,1.975
2024,452559,OTHER,19.9,12.2,53.0,0.18,13.48,25.93,17.5,3.19,08:19,08:41,35.6,5.25,1.52,5243,1.239,95365,3.56
2023,202826,TRANSIT,58.5,57.1,69.1,33.21,11.46,15.04,17.92,6.94,09:07,10:10,11.03,16.89,1.01,4743,1.281,1581702,1.769
2017,504064,AUTO,71.9,71.7,88.1,25.08,10.07,6.39,1.6,1.65,10:55,12:12,41.27,5.32,2.23,7761,2.291,683880,3.894
2019,303670,WALK,13.5,7.1,36.7,15.84,17.58,18.19,6.32,5.36,07:38,07:43,10.38,22.65,2.31,4170,2.066,683803,4.334
2018,839539,OTHER,70.8,70.8,102.0,28.99,11.2,1.67,14.13,5.6,10:54,12:04,34.96,3.2,2.44,6773,2.093,2103172,2.244
2024,296551,TELEWORK,21.7,16.6,37.2,32.17,2.34,5.85,2.36,9.12,07:08,07:24,27.64,13.91,3.12,4911,1.401,1286090,4.125
2018,815743,CARPOOL,57.7,53.5,96.1,28.05,15.86,2.09,15.67,5.55,06:29,07:28,5.63,19.22,3.16,4008,1.832,1918753,3.359
2016,428884,TRANSIT,61.9,52.3,84.4,18.18,1.46,31.19,13.18,2.31,08:44,09:49,37.45,1.57,1.04,5884,2.078,444207,2.57
2016,822723,CARPOOL,52.3,50.2,64.4,7.46,10.53,31.69,13.81,6.45,07:39,08:30,9.85,11.65,1.13,3609,0.881,522936,3.931
2020,112904,TRANSIT,11.1,6.4,40.8,6.23,7.93,12.09,3.03,4.98,06:27,06:32,25.43,21.62,1.41,6024,1.237,700269,2.499
2018,321810,AUTO,71.8,63.3,80.5,10.56,12.14,29.15,7.78,0.66,09:43,10:53,44.12,18.66,3.16,8000,1.571,1430431,1.554
2020,854226,WALK,54.4,53.7,76.9,3.12,12.85,18.38,1.87,8.36,07:46,08:40,0.77,17.82,1.52,3318,0.761,707633,4.403
2017,448483,WALK,37.4,36.5,63.1,3.6,3.29,18.17,2.94,11.98,08:18,08:51,24.43,14.24,2.89,5385,1.732,737968,0.201
2022,768863,TELEWORK,9.5,6.0,21.9,10.26,4.17,21.96,5.04,4.47,07:19,07:24,30.97,15.03,2.31,6300,2.156,1313657,3.41
2024,729904,BIKE,77.8,71.1,95.2,9.1,16.18,14.71,1.95,0.58,07:42,09:04,34.84,13.14,1.87,6852,2.15,1085957,4.088
2019,743274,AUTO,58.4,49.0,80.9,22.29,14.78,11.07,3.22,9.64,07:25,08:24,20.49,12.45,1.53,5402,2.019,2017938,0.534
2021,766616,OTHER,36.7,36.7,51.0,26.78,6.43,19.17,0.61,6.51,09:47,10:25,24.58,8.62,1.58,5118,1.507,1315062,2.589
2022,527978,AUTO,35.1,30.6,59.4,28.85,2.86,23.43,6.21,4.64,10:44,11:10,24.36,21.97,2.76,5975,1.577,672102,1.314
2025,417339,AUTO,11.9,7.0,45.6,20.11,1.34,25.17,5.06,2.34,09:08,09:13,30.86,23.2,2.67,6634,0.913,1621012,2.314
2020,760001,TRANSIT,43.7,37.3,77.0,12.23,3.53,33.68,5.3,1.59,08:10,08:51,7.1,22.06,1.5,3551,1.987,199456,4.039
2020,978582,OTHER,78.5,71.8,103.5,14.34,0.23,1.1,1.97,2.23,07:21,08:31,4.54,23.88,2.56,4176,2.104,24156,4.36
2020,684763,MIXED,81.1,72.0,118.4,29.26,6.82,4.03,12.67,8.73,10:34,12:00,21.71,3.88,3.0,4926,1.156,595581,3.393
2023,478431,WALK,67.4,67.4,106.4,16.65,12.85,27.15,1.11,4.14,10:07,11:15,18.42,4.05,2.82,4151,0.757,2065265,3.86
2025,459557,CARPOOL,91.0,89.7,121.1,3.96,15.17,27.6,14.36,3.62,07:21,09:01,21.78,17.97,1.42,6879,1.537,77024,3.717
2025,491283,TRANSIT,26.3,17.2,41.8,32.26,15.79,0.65,8.78,8.04,07:27,07:50,20.0,12.86,2.13,4253,1.875,2154200,3.252
2023,785511,TRANSIT,54.3,53.2,83.5,9.86,12.34,0.41,11.65,10.09,09:32,10:24,8.23,23.7,2.66,5047,1.59,838524,1.592
2024,449469,TRANSIT,88.6,77.6,102.6,27.33,10.41,17.07,2.87,1.76,08:04,09:17,33.9,22.85,2.5,7810,1.694,1089917,1.987
2024,719086,MIXED,54.6,48.0,61.1,4.66,13.92,33.33,10.66,2.81,07:01,07:51,29.72,22.23,1.79,6486,1.329,2433756,2.698
2020,771856,MIXED,92.3,84.0,128.3,29.81,6.6,16.26,7.34,3.98,09:16,10:44,23.85,0.28,2.87,5917,1.796,1245559,1.513
2022,314948,TRANSIT,42.7,32.2,81.7,33.37,6.55,24.96,16.12,11.52,06:47,07:31,34.54,20.32,1.34,7231,1.768,334987,3.526
2024,172949,OTHER,57.7,51.0,91.7,24.13,7.33,4.52,5.12,10.91,10:44,11:25,17.87,18.2,2.91,5950,2.118,2059924,2.945
2018,710638,WALK,64.2,57.7,70.0,9.67,0.32,18.27,13.14,11.15,10:25,11:24,25.85,3.43,2.65,5779,1.8,290007,2.445
2023,994701,OTHER,21.6,14.8,48.2,11.98,13.06,15.99,10.6,7.86,10:51,11:11,12.44,24.73,2.27,4340,1.318,1857010,2.3
2016,326632,TRANSIT,30.1,23.0,61.9,33.94,3.53,0.66,12.52,10.67,08:05,08:23,20.4,18.11,2.59,5021,2.267,2405252,1.938
2023,837861,AUTO,87.0,76.7,122.3,11.95,11.41,33.62,9.17,4.23,10:49,12:20,37.21,17.28,1.34,7731,1.562,592461,0.819
2016,419126,TELEWORK,59.2,55.6,82.4,7.11,9.08,28.46,8.73,7.7,09:17,10:26,15.64,17.43,3.03,5535,2.101,2453139,2.106
