energy_gas_reference_date,energy_gas_country_iso2,energy_gas_storage_site_id,energy_gas_storage_capacity_twh,energy_gas_storage_filled_twh,energy_gas_storage_fill_rate_pct,energy_gas_lng_imports_twh,energy_gas_pipeline_imports_twh,energy_gas_domestic_production_twh,energy_gas_consumption_twh,energy_gas_price_ttf_eur_mwh,energy_gas_price_spread_eur_mwh,energy_gas_supply_source_country_iso2,energy_gas_repower_eu_policy_flag,energy_gas_security_of_supply_alert_level,energy_gas_demand_response_savings_twh,energy_gas_industrial_curtailment_flag,energy_gas_storage_obligation_compliance_flag,energy_gas_data_source,energy_gas_data_extract_date
2018-06-22,ES,ES_UGS_066,3.1029,2.0221,65.17,0.9513,4.697,0.7781,6.1815,10.49,-6.87,IN,0,NORMAL,0.0621,0,0,AGSI_PLUS,2024-03-14
2018-07-09,CZ,CZ_UGS_067,0.5296,0.4829,91.18,1.7364,6.261,0.2763,7.4869,9.31,22.34,US,0,NORMAL,0.2643,0,1,NATIONAL_GAS_TSO,2025-01-01
2018-07-26,HU,HU_UGS_068,9.7093,2.07,21.32,1.9004,3.8057,1.1252,5.8818,26.59,1.73,IN,0,NORMAL,0.0915,0,0,MARKET_DATA_PROVIDER,2024-12-02
2018-08-12,NL,NL_UGS_069,18.8323,13.3515,70.9,2.8678,0.3061,2.0229,5.1311,10.52,5.66,US,0,NORMAL,0.1946,0,1,ENTSOG_TRANSPARENCY,2024-03-08
2018-08-29,SE,SE_UGS_070,6.4834,6.2122,95.82,0.9703,5.2377,0.1489,6.71,17.11,6.46,IN,1,NORMAL,0.0964,0,1,AGSI_PLUS,2025-08-09
2018-09-15,DK,DK_UGS_071,15.0001,14.6621,97.75,1.3752,5.804,1.219,7.4579,11.97,4.27,US,0,NORMAL,0.1872,0,1,NATIONAL_GAS_TSO,2025-01-13
2018-10-02,IE,IE_UGS_072,2.0429,1.9673,96.3,2.8181,4.7852,1.8001,9.5036,18.16,-2.64,IN,1,NORMAL,0.1299,0,1,MARKET_DATA_PROVIDER,2025-11-27
2018-10-19,PL,PL_UGS_073,6.1827,5.9101,95.59,2.2125,1.9107,1.6555,5.8732,20.56,23.44,US,0,NORMAL,0.274,0,1,ENTSOG_TRANSPARENCY,2025-07-08
2018-11-05,AT,AT_UGS_074,10.3566,6.3657,61.46,1.9378,2.1547,1.0562,5.235,25.65,12.46,IN,0,NORMAL,0.2338,0,1,AGSI_PLUS,2024-07-19
2018-11-22,EE,EE_UGS_075,13.2662,9.7953,73.84,1.1473,5.6804,2.0773,8.5704,19.42,14.85,US,0,NORMAL,0.2705,0,1,NATIONAL_GAS_TSO,2025-04-26
2018-12-09,IT,IT_UGS_076,6.399,2.9588,46.24,0.632,1.8042,0.875,3.016,13.23,23.3,IN,1,NORMAL,0.1466,0,0,MARKET_DATA_PROVIDER,2024-09-28
2018-12-26,PT,PT_UGS_077,10.9887,8.838,80.43,0.8777,4.7452,0.771,6.5545,15.37,4.92,US,0,NORMAL,0.0357,0,1,ENTSOG_TRANSPARENCY,2024-07-04
2019-01-12,BE,BE_UGS_078,13.2196,7.9487,60.13,2.4053,3.7659,1.9772,7.1579,22.95,-1.31,IN,0,NORMAL,0.1559,0,0,AGSI_PLUS,2025-11-28
2019-01-29,FI,FI_UGS_079,14.144,13.4242,94.91,1.9724,5.9012,1.1364,8.8875,9.8,-7.23,US,1,NORMAL,0.1806,0,1,NATIONAL_GAS_TSO,2025-05-09
2019-02-15,LV,LV_UGS_080,0.6446,0.2291,35.55,1.8725,3.2984,0.1873,5.0445,15.96,-5.97,IN,0,NORMAL,0.0204,0,0,MARKET_DATA_PROVIDER,2024-06-29
2019-03-04,RO,RO_UGS_081,0.5694,0.4887,85.83,1.3552,3.1825,0.6113,5.4321,27.02,19.8,US,0,NORMAL,0.0737,0,1,ENTSOG_TRANSPARENCY,2024-11-11
2019-03-21,BG,BG_UGS_082,17.4097,5.7601,33.09,1.7295,5.0035,1.4783,7.9973,19.75,-9.19,IN,0,NORMAL,0.1104,0,0,AGSI_PLUS,2024-11-20
2019-04-07,FR,FR_UGS_083,2.3208,0.6779,29.21,0.9966,3.8124,1.3101,5.1954,22.02,-7.67,US,0,NORMAL,0.0401,0,0,NATIONAL_GAS_TSO,2024-04-16
2019-04-24,LT,LT_UGS_084,0.9097,0.399,43.87,1.9955,1.4803,0.6256,3.714,21.04,-11.57,IN,0,NORMAL,0.1404,0,0,MARKET_DATA_PROVIDER,2025-01-07
2019-05-11,SK,SK_UGS_085,7.615,5.5713,73.16,1.3052,1.0169,0.9498,2.679,14.3,-2.87,US,0,NORMAL,0.2752,0,1,ENTSOG_TRANSPARENCY,2025-01-26
2019-05-28,HR,HR_UGS_086,15.1641,4.215,27.8,2.1203,6.0258,0.8969,8.5865,13.66,6.2,IN,0,NORMAL,0.1942,0,0,AGSI_PLUS,2024-10-05
2019-06-14,DE,DE_UGS_087,12.4098,5.8541,47.17,2.2287,3.0266,1.6538,7.3896,27.71,12.35,US,0,NORMAL,0.2314,0,0,NATIONAL_GAS_TSO,2025-12-25
2019-07-01,LU,LU_UGS_088,4.2139,1.3242,31.43,1.8504,3.8308,1.493,7.0825,13.07,22.83,IN,0,NORMAL,0.3141,0,0,MARKET_DATA_PROVIDER,2024-09-21
2019-07-18,SI,SI_UGS_089,4.6595,2.4278,52.1,2.892,3.0794,0.2654,6.7879,25.28,7.81,US,0,NORMAL,0.2408,0,0,ENTSOG_TRANSPARENCY,2025-08-08
2019-08-04,CY,CY_UGS_090,2.8687,1.4709,51.28,1.2613,3.1491,0.529,4.0973,23.93,13.26,IN,1,NORMAL,0.2488,0,0,AGSI_PLUS,2025-10-02
2019-08-21,GR,GR_UGS_091,7.9643,5.3706,67.43,1.5915,4.7978,0.2583,6.4149,23.7,5.12,US,0,NORMAL,0.0321,0,1,NATIONAL_GAS_TSO,2024-07-18
2019-09-07,MT,MT_UGS_092,3.5819,2.2872,63.86,0.8217,2.8577,2.3011,6.3342,16.79,9.23,IN,0,NORMAL,0.2379,0,1,MARKET_DATA_PROVIDER,2025-10-26
2019-09-24,ES,ES_UGS_093,4.1154,1.1811,28.7,2.2175,3.3368,0.5764,6.5015,26.03,10.0,US,0,NORMAL,0.2925,0,0,ENTSOG_TRANSPARENCY,2025-10-25
2019-10-11,CZ,CZ_UGS_094,5.6593,2.0498,36.22,1.8288,4.9489,0.5323,6.622,27.33,22.89,IN,0,NORMAL,0.1133,0,0,AGSI_PLUS,2024-08-14
2019-10-28,HU,HU_UGS_095,16.5529,15.464,93.42,1.4022,1.8124,0.0245,2.6912,23.21,17.01,US,0,NORMAL,0.0232,0,1,NATIONAL_GAS_TSO,2025-12-10
2019-11-14,NL,NL_UGS_096,12.2719,2.5682,20.93,1.0027,1.7758,1.2635,3.0711,25.69,-1.97,IN,0,NORMAL,0.2957,0,0,MARKET_DATA_PROVIDER,2025-11-30
2019-12-01,SE,SE_UGS_097,9.8087,3.8443,39.19,0.9455,1.879,1.0137,4.1098,16.37,24.03,US,0,NORMAL,0.2617,0,0,ENTSOG_TRANSPARENCY,2025-03-15
2019-12-18,DK,DK_UGS_098,17.5747,14.7111,83.71,2.0175,2.901,2.4443,7.3883,24.7,20.95,IN,0,NORMAL,0.2823,0,0,AGSI_PLUS,2024-07-30
2020-01-04,IE,IE_UGS_099,1.0289,0.5959,57.91,0.5329,2.1833,1.4481,3.2144,16.31,-8.29,US,1,NORMAL,0.01,0,0,NATIONAL_GAS_TSO,2025-03-11
2020-01-21,PL,PL_UGS_100,14.6436,12.1959,83.29,1.3196,5.0432,1.1974,6.615,20.89,10.87,IN,0,NORMAL,0.1916,0,1,MARKET_DATA_PROVIDER,2025-11-05
2020-02-07,AT,AT_UGS_101,1.9182,0.669,34.88,2.3151,5.6193,1.3854,8.7196,11.56,6.49,US,0,NORMAL,0.176,0,0,ENTSOG_TRANSPARENCY,2024-03-14
2020-02-24,EE,EE_UGS_102,3.7285,0.6155,16.51,1.5653,2.3748,1.1455,5.3223,16.03,3.55,IN,1,NORMAL,0.2915,0,0,AGSI_PLUS,2025-09-14
2020-03-12,IT,IT_UGS_103,3.565,2.7304,76.59,1.6594,1.7419,0.9387,4.4941,21.14,1.87,US,0,NORMAL,0.0929,0,1,NATIONAL_GAS_TSO,2024-06-08
2020-03-29,PT,PT_UGS_104,11.3724,8.3944,73.81,1.2885,8.1705,2.2717,11.4521,6.83,24.41,IN,0,NORMAL,0.2254,0,1,MARKET_DATA_PROVIDER,2024-07-04
2020-04-15,BE,BE_UGS_105,0.5829,0.4889,83.88,2.3566,6.6444,1.159,10.0392,13.24,7.51,US,1,NORMAL,0.0619,0,1,ENTSOG_TRANSPARENCY,2026-01-21
2020-05-02,FI,FI_UGS_106,8.2074,5.5101,67.14,0.7057,5.4714,0.5215,6.5508,19.72,-4.98,IN,0,NORMAL,0.0695,0,0,AGSI_PLUS,2025-08-15
2020-05-19,LV,LV_UGS_107,2.4672,1.3048,52.88,0.6458,7.6693,1.4207,9.7106,7.56,-0.35,US,0,NORMAL,0.1256,0,0,NATIONAL_GAS_TSO,2025-10-03
2020-06-05,RO,RO_UGS_108,15.098,6.0262,39.91,0.0002,5.9571,0.383,6.3018,15.15,2.65,IN,0,NORMAL,0.2965,0,0,MARKET_DATA_PROVIDER,2025-07-04
2020-06-22,BG,BG_UGS_109,4.761,3.1762,66.71,2.7294,0.2266,0.9677,4.3703,7.29,10.29,US,1,NORMAL,0.2475,0,0,ENTSOG_TRANSPARENCY,2025-11-07
2020-07-09,FR,FR_UGS_110,15.8824,4.4849,28.24,3.1991,7.1699,1.3248,12.0628,21.86,13.78,IN,0,NORMAL,0.1863,0,0,AGSI_PLUS,2025-05-10
2020-07-26,LT,LT_UGS_111,8.0292,7.2089,89.78,2.8871,3.0699,1.5023,6.713,15.46,-8.27,US,0,NORMAL,0.2957,0,1,NATIONAL_GAS_TSO,2024-06-15
2020-08-12,SK,SK_UGS_112,11.0494,7.2014,65.17,1.5078,6.5856,0.8587,8.1226,6.41,8.01,IN,1,NORMAL,0.1382,0,1,MARKET_DATA_PROVIDER,2024-02-29
2020-08-29,HR,HR_UGS_113,3.7217,3.357,90.2,2.192,6.3086,0.403,8.2308,7.25,20.32,US,1,NORMAL,0.0709,0,1,ENTSOG_TRANSPARENCY,2024-01-22
2020-09-15,DE,DE_UGS_114,8.4763,5.6174,66.27,2.1578,8.4851,0.8412,11.2182,15.47,-10.44,IN,0,NORMAL,0.2447,0,1,AGSI_PLUS,2026-02-10
2020-10-02,LU,LU_UGS_115,4.1807,0.3543,8.47,0.6559,0.3141,1.541,2.1184,10.44,-6.57,US,0,NORMAL,0.3206,0,0,NATIONAL_GAS_TSO,2025-02-22
2020-10-19,SI,SI_UGS_116,4.0147,1.2351,30.76,1.2391,4.3066,1.441,7.4258,21.17,3.94,IN,1,NORMAL,0.3266,0,0,MARKET_DATA_PROVIDER,2025-08-21
2020-11-05,CY,CY_UGS_117,13.115,7.5581,57.63,1.5906,6.6343,0.7489,9.4219,11.27,18.69,US,0,NORMAL,0.0719,0,0,ENTSOG_TRANSPARENCY,2025-12-03
2020-11-22,GR,GR_UGS_118,4.0409,1.1627,28.77,0.9941,2.0358,0.6135,3.6449,18.72,0.47,IN,0,NORMAL,0.0421,0,0,AGSI_PLUS,2025-06-05
2020-12-09,MT,MT_UGS_119,11.7094,10.5824,90.38,0.4614,3.3184,0.1494,4.509,21.55,-11.61,US,0,NORMAL,0.2679,0,1,NATIONAL_GAS_TSO,2025-06-24
2020-12-26,ES,ES_UGS_120,5.1815,3.9023,75.31,2.9837,3.9637,0.1702,7.1228,18.09,16.31,IN,0,NORMAL,0.0367,0,1,MARKET_DATA_PROVIDER,2025-01-22
2021-01-12,CZ,CZ_UGS_121,1.6335,0.3693,22.61,2.1661,4.945,1.2445,8.6468,46.89,3.34,US,0,NORMAL,0.317,0,0,ENTSOG_TRANSPARENCY,2024-08-23
2021-01-29,HU,HU_UGS_122,8.4177,4.5551,54.11,1.0392,1.3013,2.0477,4.7918,38.29,-8.98,IN,1,NORMAL,0.2462,0,0,AGSI_PLUS,2025-02-21
2021-02-15,NL,NL_UGS_123,0.679,0.1275,18.78,2.1484,2.4095,0.648,4.5505,94.42,5.92,US,0,ALERT,0.4749,1,0,NATIONAL_GAS_TSO,2025-10-09
2021-03-04,SE,SE_UGS_124,5.8503,4.314,73.74,3.0662,1.5725,1.1507,6.3542,26.04,-3.81,IN,1,NORMAL,0.2744,0,1,MARKET_DATA_PROVIDER,2025-12-21
2021-03-21,DK,DK_UGS_125,0.9701,0.0793,8.18,1.2782,1.5862,1.222,3.7058,50.84,19.61,US,1,NORMAL,0.112,0,0,ENTSOG_TRANSPARENCY,2025-03-01
2021-04-07,IE,IE_UGS_126,4.9331,2.3634,47.91,2.4343,4.6086,1.4184,7.7469,49.59,10.01,IN,0,NORMAL,0.0511,0,0,AGSI_PLUS,2024-01-29
2021-04-24,PL,PL_UGS_127,5.3009,3.0222,57.01,1.86,6.1572,1.2282,8.5603,29.56,18.73,US,0,NORMAL,0.0047,0,0,NATIONAL_GAS_TSO,2025-08-03
2021-05-11,AT,AT_UGS_128,1.2019,0.8403,69.92,1.0333,0.7153,1.2104,2.1336,50.63,9.14,IN,0,NORMAL,0.2794,0,0,MARKET_DATA_PROVIDER,2026-02-18
2021-05-28,EE,EE_UGS_129,4.1449,3.5963,86.77,2.2281,0.2627,0.2875,2.8469,91.09,20.95,US,1,EARLY_WARNING,0.0612,0,1,ENTSOG_TRANSPARENCY,2025-07-21
2021-06-14,IT,IT_UGS_130,14.6171,4.9088,33.58,1.0327,2.979,1.1453,5.5977,55.68,21.84,IN,0,NORMAL,0.0639,0,0,AGSI_PLUS,2024-12-10
2021-07-01,PT,PT_UGS_131,3.4242,2.3805,69.52,2.8551,0.3086,0.9474,4.5016,88.56,-0.38,US,1,NORMAL,0.0649,0,0,NATIONAL_GAS_TSO,2024-10-28
2021-07-18,BE,BE_UGS_132,8.7255,0.7079,8.11,1.3699,3.3605,2.0591,5.8247,62.57,5.64,IN,0,NORMAL,0.0645,0,0,MARKET_DATA_PROVIDER,2025-11-05
2021-08-04,FI,FI_UGS_133,7.1714,1.6713,23.31,0.5903,2.8342,1.6046,5.3866,65.5,-10.76,US,0,NORMAL,0.1183,0,0,ENTSOG_TRANSPARENCY,2025-09-11
2021-08-21,LV,LV_UGS_134,0.755,0.6813,90.24,1.0072,1.2187,0.1391,2.816,66.46,8.16,IN,0,NORMAL,0.3247,0,1,AGSI_PLUS,2025-06-26
2021-09-07,RO,RO_UGS_135,2.3808,0.8146,34.22,0.2294,0.0897,0.5257,0.05,33.14,9.51,US,1,NORMAL,0.1506,0,0,NATIONAL_GAS_TSO,2024-01-04
2021-09-24,BG,BG_UGS_136,2.2969,1.4148,61.6,0.6357,0.1908,1.5879,2.9238,32.75,-9.87,IN,0,NORMAL,0.2151,0,0,MARKET_DATA_PROVIDER,2024-09-25
2021-10-11,FR,FR_UGS_137,2.0658,1.8707,90.55,2.8189,0.5444,2.1141,4.8273,31.72,-9.11,US,1,NORMAL,0.0916,0,1,ENTSOG_TRANSPARENCY,2025-08-15
2021-10-28,LT,LT_UGS_138,5.3944,4.7511,88.07,1.063,4.426,1.5838,6.8986,89.84,-8.78,IN,0,NORMAL,0.2839,0,1,AGSI_PLUS,2024-05-28
2021-11-14,SK,SK_UGS_139,3.7462,1.0422,27.82,1.3422,8.1326,0.1599,8.9426,55.2,10.48,US,0,NORMAL,0.3285,0,0,NATIONAL_GAS_TSO,2024-11-10
2021-12-01,HR,HR_UGS_140,12.5626,7.8525,62.51,0.1579,2.286,1.1576,3.5555,92.77,13.56,IN,0,NORMAL,0.228,0,0,MARKET_DATA_PROVIDER,2024-06-10
2021-12-18,DE,DE_UGS_141,8.2824,2.3364,28.21,1.5651,3.9095,0.479,6.4747,40.48,14.73,US,0,NORMAL,0.2636,0,0,ENTSOG_TRANSPARENCY,2025-04-02
2022-01-04,LU,LU_UGS_142,2.2038,1.8841,85.5,0.19,1.7558,1.2304,2.3217,123.28,15.39,IN,1,NORMAL,0.1607,0,1,AGSI_PLUS,2025-12-19
2022-01-21,SI,SI_UGS_143,1.9264,1.8228,94.62,1.7565,3.4411,1.1555,6.2142,49.48,8.52,US,1,NORMAL,0.2097,0,1,NATIONAL_GAS_TSO,2024-12-11
2022-02-07,CY,CY_UGS_144,9.2939,7.7628,83.53,1.8649,0.9871,0.7201,3.0107,138.62,14.44,IN,1,EARLY_WARNING,0.1418,0,1,MARKET_DATA_PROVIDER,2025-11-04
2022-02-24,GR,GR_UGS_145,6.8652,3.6659,53.4,0.0999,0.6682,1.291,2.4753,77.83,19.91,US,1,EARLY_WARNING,0.0377,0,0,ENTSOG_TRANSPARENCY,2025-07-31
2022-03-13,MT,MT_UGS_146,8.8516,8.148,92.05,1.4082,0.1463,0.3459,1.8026,169.56,-1.12,IN,0,EARLY_WARNING,0.0349,0,1,AGSI_PLUS,2024-07-24
2022-03-30,ES,ES_UGS_147,9.0038,8.0967,89.93,0.6193,2.0182,0.5869,3.1777,186.01,23.59,US,1,NORMAL,0.1515,0,1,NATIONAL_GAS_TSO,2024-12-30
2022-04-16,CZ,CZ_UGS_148,3.8564,1.7577,45.58,0.7263,0.861,0.942,2.5808,180.16,-9.45,IN,0,NORMAL,0.1717,0,0,MARKET_DATA_PROVIDER,2024-04-12
2022-05-03,HU,HU_UGS_149,14.5295,8.0229,55.22,1.4172,3.5858,0.3375,5.5513,82.4,-0.21,US,1,EARLY_WARNING,0.0131,0,1,ENTSOG_TRANSPARENCY,2024-10-06
2022-05-20,NL,NL_UGS_150,9.5924,6.5754,68.55,1.7406,7.5513,0.1751,9.1635,176.85,3.03,IN,1,NORMAL,0.3241,0,1,AGSI_PLUS,2025-10-17
2022-06-06,SE,SE_UGS_151,2.6042,0.915,35.13,1.2254,2.0574,0.2663,3.7869,207.15,11.3,US,0,NORMAL,0.2904,0,0,NATIONAL_GAS_TSO,2024-08-20
2022-06-23,DK,DK_UGS_152,14.5916,5.7797,39.61,0.433,6.5286,1.417,8.5163,204.88,-5.89,IN,0,NORMAL,0.0728,0,0,MARKET_DATA_PROVIDER,2025-06-19
2022-07-10,IE,IE_UGS_153,13.8977,10.606,76.31,1.2332,2.2765,0.6378,3.7748,51.86,20.1,US,1,NORMAL,0.0128,0,1,ENTSOG_TRANSPARENCY,2024-10-05
2022-07-27,PL,PL_UGS_154,2.5929,0.4489,17.31,1.6587,1.2664,0.9751,3.7431,207.95,16.43,IN,1,EARLY_WARNING,0.1189,0,0,AGSI_PLUS,2024-07-07
2022-08-13,AT,AT_UGS_155,13.2431,12.3252,93.07,0.4727,0.7041,1.5364,2.1527,123.27,-10.08,US,1,NORMAL,0.044,0,1,NATIONAL_GAS_TSO,2026-01-25
2022-08-30,EE,EE_UGS_156,9.7214,1.909,19.64,0.8397,3.2435,0.796,4.6254,90.6,4.18,IN,1,NORMAL,0.254,0,0,MARKET_DATA_PROVIDER,2025-08-23
2022-09-16,IT,IT_UGS_157,4.8159,2.1559,44.77,1.4605,1.9425,0.6054,3.4903,181.79,22.03,US,1,NORMAL,0.1846,0,0,ENTSOG_TRANSPARENCY,2025-09-29
2022-10-03,PT,PT_UGS_158,1.923,0.3482,18.11,0.2193,1.7902,1.2576,3.6977,180.47,8.52,IN,1,EMERGENCY,0.4171,0,0,AGSI_PLUS,2025-04-13
2022-10-20,BE,BE_UGS_159,9.5327,5.733,60.14,0.8978,8.5295,0.5775,10.2499,122.51,17.14,US,1,NORMAL,0.1335,0,0,NATIONAL_GAS_TSO,2025-05-24
2022-11-06,FI,FI_UGS_160,2.0308,0.2741,13.5,0.9616,0.913,2.4423,3.7036,64.31,0.36,IN,1,NORMAL,0.0972,0,0,MARKET_DATA_PROVIDER,2025-10-01
2022-11-23,LV,LV_UGS_161,8.2276,7.1155,86.48,0.679,0.3784,0.6075,1.9905,80.36,12.05,US,1,NORMAL,0.1844,0,1,ENTSOG_TRANSPARENCY,2024-09-06
2022-12-10,RO,RO_UGS_162,2.7348,2.3511,85.97,0.4195,4.8327,0.356,4.9714,214.98,2.06,IN,1,EARLY_WARNING,0.0667,0,1,AGSI_PLUS,2025-01-07
2022-12-27,BG,BG_UGS_163,0.9171,0.8274,90.22,1.6935,3.525,0.5716,6.0957,200.11,6.84,US,0,NORMAL,0.1043,0,1,NATIONAL_GAS_TSO,2024-08-29
2023-01-13,FR,FR_UGS_164,0.4783,0.4201,87.84,0.0274,2.6383,0.6063,2.8678,53.09,-2.27,IN,1,NORMAL,0.0929,0,0,MARKET_DATA_PROVIDER,2026-02-11
2023-01-30,LT,LT_UGS_165,11.6952,3.19,27.28,0.0144,4.3581,1.4475,5.8782,19.69,10.16,US,0,NORMAL,0.0018,0,0,ENTSOG_TRANSPARENCY,2024-03-07
2023-02-16,SK,SK_UGS_166,10.3066,1.4082,13.66,2.5598,5.8484,2.0014,10.4496,39.22,13.46,IN,1,NORMAL,0.134,0,0,AGSI_PLUS,2025-03-14
2023-03-05,HR,HR_UGS_167,6.8443,3.2386,47.32,1.9536,3.1453,1.8695,7.003,118.15,20.06,US,0,EARLY_WARNING,0.2997,0,0,NATIONAL_GAS_TSO,2024-10-19
2023-03-22,DE,DE_UGS_168,9.3827,2.6056,27.77,0.2524,7.0755,1.3426,8.837,106.26,24.4,IN,1,NORMAL,0.0647,0,0,MARKET_DATA_PROVIDER,2025-02-17
2023-04-08,LU,LU_UGS_169,9.9271,3.2135,32.37,1.2285,4.1741,1.481,6.7273,79.12,12.97,US,1,EARLY_WARNING,0.3025,0,0,ENTSOG_TRANSPARENCY,2024-02-02
2023-04-25,SI,SI_UGS_170,17.2296,10.8556,63.01,1.8588,1.7159,1.4233,4.4968,40.69,3.73,IN,1,NORMAL,0.306,0,0,AGSI_PLUS,2025-12-10
2023-05-12,CY,CY_UGS_171,0.5193,0.4599,88.56,0.1609,4.8277,2.0133,6.0656,26.85,-6.41,US,1,NORMAL,0.1876,0,1,NATIONAL_GAS_TSO,2024-08-29
2023-05-29,GR,GR_UGS_172,12.7631,7.4662,58.5,0.5714,1.2883,1.5323,2.7387,110.83,19.53,IN,1,EARLY_WARNING,0.0918,0,0,MARKET_DATA_PROVIDER,2024-05-01
2023-06-15,MT,MT_UGS_173,5.1665,3.3532,64.9,2.3879,0.7087,1.2714,4.2057,83.04,-3.74,US,1,NORMAL,0.093,0,1,ENTSOG_TRANSPARENCY,2024-11-12
2023-07-02,ES,ES_UGS_174,4.1681,0.3613,8.67,0.155,5.4224,1.3901,7.4967,112.86,-3.42,IN,0,EMERGENCY,0.4482,1,0,AGSI_PLUS,2024-08-28
2023-07-19,CZ,CZ_UGS_175,2.7722,1.1389,41.08,0.7831,1.9067,0.3644,2.8418,32.02,22.52,US,1,NORMAL,0.2913,0,0,NATIONAL_GAS_TSO,2025-12-12
2023-08-05,HU,HU_UGS_176,8.6536,4.6925,54.23,0.3539,1.1011,0.632,2.1718,103.84,10.67,IN,0,NORMAL,0.1355,0,1,MARKET_DATA_PROVIDER,2024-03-01
2023-08-22,NL,NL_UGS_177,18.6862,6.041,32.33,0.4273,4.1369,0.6401,5.2093,109.93,15.24,US,1,EARLY_WARNING,0.0738,0,0,ENTSOG_TRANSPARENCY,2024-03-25
2023-09-08,SE,SE_UGS_178,9.0865,2.6842,29.54,0.3209,5.0059,0.247,4.8388,101.25,19.36,IN,1,ALERT,0.2192,0,0,AGSI_PLUS,2026-01-05
2023-09-25,DK,DK_UGS_179,9.1041,1.7261,18.96,1.2209,3.9288,1.4405,6.7775,31.92,5.46,US,1,NORMAL,0.2473,0,0,NATIONAL_GAS_TSO,2024-07-10
2023-10-12,IE,IE_UGS_180,13.2111,4.889,37.01,1.3453,0.7185,0.5974,2.9707,82.29,13.6,IN,1,EARLY_WARNING,0.1952,0,0,MARKET_DATA_PROVIDER,2025-09-22
2023-10-29,PL,PL_UGS_181,3.7659,1.8414,48.9,0.2711,5.7079,0.0483,5.7486,92.28,-0.33,US,1,NORMAL,0.1733,0,1,ENTSOG_TRANSPARENCY,2024-10-22
2023-11-15,AT,AT_UGS_182,4.382,3.8675,88.26,1.5996,2.4395,0.8179,5.4138,38.27,10.16,IN,1,NORMAL,0.3278,0,1,AGSI_PLUS,2024-11-07
2023-12-02,EE,EE_UGS_183,14.3551,11.4947,80.07,1.513,5.3274,1.1827,7.4931,46.74,4.67,US,0,NORMAL,0.0759,0,1,NATIONAL_GAS_TSO,2025-07-25
2023-12-19,IT,IT_UGS_184,14.5592,1.2989,8.92,1.0031,1.0727,0.0763,1.5,62.48,-6.33,IN,1,NORMAL,0.0531,0,0,MARKET_DATA_PROVIDER,2025-11-03
2024-01-05,PT,PT_UGS_185,5.7596,2.1029,36.51,1.1685,2.6746,0.1329,3.3622,80.71,-9.79,US,1,NORMAL,0.29,0,0,ENTSOG_TRANSPARENCY,2026-02-04
2024-01-22,BE,BE_UGS_186,3.4556,2.0468,59.23,0.6555,0.4455,1.1806,1.7927,80.54,22.15,IN,1,EARLY_WARNING,0.1406,0,0,AGSI_PLUS,2025-07-11
2024-02-08,FI,FI_UGS_187,1.1563,0.1404,12.14,1.0008,3.9697,0.2985,5.4795,24.51,18.14,US,1,NORMAL,0.083,0,0,NATIONAL_GAS_TSO,2025-10-09
2024-02-25,LV,LV_UGS_188,8.7982,7.5111,85.37,0.1891,2.3946,1.9058,4.2971,58.52,12.62,IN,1,NORMAL,0.2071,0,1,MARKET_DATA_PROVIDER,2024-06-06
2024-03-13,RO,RO_UGS_189,7.3314,4.9785,67.91,2.3952,5.0546,0.5569,8.2308,80.86,-6.16,US,1,NORMAL,0.0439,0,1,ENTSOG_TRANSPARENCY,2024-09-07
2024-03-30,BG,BG_UGS_190,7.4073,1.0442,14.1,0.7041,2.8396,0.9783,4.9499,89.75,24.65,IN,1,ALERT,0.4828,1,0,AGSI_PLUS,2024-04-20
2024-04-16,FR,FR_UGS_191,0.4212,0.0804,19.08,2.5253,5.9391,2.088,10.9597,101.12,24.59,US,1,ALERT,0.6583,0,0,NATIONAL_GAS_TSO,2024-06-18
2024-05-03,LT,LT_UGS_192,11.4339,9.9776,87.26,0.4317,2.0456,1.0282,4.0784,61.05,24.83,IN,1,NORMAL,0.0643,0,1,MARKET_DATA_PROVIDER,2025-01-03
2024-05-20,SK,SK_UGS_193,10.3964,2.717,26.13,2.2316,3.7071,0.4924,6.8245,78.14,9.67,US,0,NORMAL,0.0487,0,0,ENTSOG_TRANSPARENCY,2024-04-14
2024-06-06,HR,HR_UGS_194,12.7106,4.5854,36.08,2.3685,6.5943,1.7135,9.8756,111.87,-4.17,IN,1,EARLY_WARNING,0.2313,0,0,AGSI_PLUS,2025-01-17
2024-06-23,DE,DE_UGS_195,7.6007,7.5534,99.38,0.6345,6.7935,2.1586,10.1259,20.87,8.51,US,1,NORMAL,0.1772,0,1,NATIONAL_GAS_TSO,2025-05-08
2024-07-10,LU,LU_UGS_196,5.2952,0.7097,13.4,0.6718,2.9651,2.1177,5.8798,45.72,22.04,IN,1,NORMAL,0.1566,0,0,MARKET_DATA_PROVIDER,2024-12-22
2024-07-27,SI,SI_UGS_197,10.8769,4.1971,38.59,2.7097,3.9414,1.1477,7.4962,93.73,8.32,US,1,EARLY_WARNING,0.2917,0,0,ENTSOG_TRANSPARENCY,2024-07-07
2024-08-13,CY,CY_UGS_198,17.628,14.4174,81.79,1.7925,6.0029,0.3096,7.9565,63.2,-2.24,IN,1,NORMAL,0.2437,0,1,AGSI_PLUS,2025-11-13
2024-08-30,GR,GR_UGS_199,2.4096,1.4114,58.57,0.1127,7.3726,2.48,10.1974,89.64,14.43,US,1,NORMAL,0.2126,0,0,NATIONAL_GAS_TSO,2026-01-21
