agri_foodprices_reference_month,agri_foodprices_country_iso2,agri_foodprices_region_nuts_code,agri_foodprices_coicop_food_code,agri_foodprices_food_price_index,agri_foodprices_farmgate_price_index,agri_foodprices_wholesale_price_index,agri_foodprices_retail_price_index,agri_foodprices_price_spread_index,agri_foodprices_energy_cost_index,agri_foodprices_freight_cost_index,agri_foodprices_packaging_cost_index,agri_foodprices_stock_to_use_ratio,agri_foodprices_import_dependency_pct,agri_foodprices_food_waste_kg_per_capita,agri_foodprices_supply_chain_disruption_flag,agri_foodprices_food_insecurity_rate_pct,agri_foodprices_eurostat_table_code,agri_foodprices_methodology_version,agri_foodprices_data_extract_date
2018-12,SK,LU813,CP0115,139.355,114.322,132.623,142.84,20.464,201.868,130.952,93.972,0.2081,21.4,132.05,0,13.24,apri_pi10_out,FOODPR_2023B,2024-04-13
2019-01,HR,LT2,CP011,140.147,124.997,138.865,151.734,19.078,204.341,130.417,94.613,0.2682,45.05,72.69,0,16.98,food_prc_idx,FOODPR_2022A,2025-02-02
2019-02,DE,SI108,CP0115,138.975,117.768,135.135,147.389,21.314,203.541,131.356,95.04,0.1587,21.29,61.28,1,9.08,prc_hicp_manr,FOODPR_2025D,2025-07-02
2019-03,LU,IE261,CP011,141.072,124.491,146.404,163.527,27.671,206.796,131.825,96.127,0.1311,63.9,100.38,1,16.35,apro_fish_a,FOODPR_2024C,2024-01-27
2019-04,SI,FI6,CP0115,140.825,120.18,151.269,155.888,25.356,207.879,131.468,96.488,0.4358,41.41,107.03,0,9.1,prc_hicp_midx,FOODPR_2023B,2026-02-02
2019-05,CY,PL220,CP011,141.704,119.311,152.591,156.84,26.484,207.128,132.753,95.391,0.2689,59.03,46.65,1,5.48,apri_pi10_out,FOODPR_2022A,2024-06-21
2019-06,GR,CY20,CP0115,141.085,125.63,154.913,142.976,12.295,207.295,133.09,96.529,0.1865,8.3,102.65,0,12.75,food_prc_idx,FOODPR_2025D,2024-09-30
2019-07,MT,LT6,CP011,141.072,129.723,139.044,145.08,10.886,209.875,133.597,96.029,0.2805,39.01,106.24,0,5.6,prc_hicp_manr,FOODPR_2024C,2024-12-16
2019-08,ES,LV36,CP0115,142.048,126.518,140.213,141.959,10.87,209.882,132.883,97.276,0.1205,10.48,128.6,0,18.69,apro_fish_a,FOODPR_2023B,2025-08-10
2019-09,CZ,LV851,CP011,144.009,146.371,134.738,162.52,11.214,208.532,136.715,98.899,0.4047,26.94,99.75,0,15.89,prc_hicp_midx,FOODPR_2022A,2025-11-27
2019-10,HU,BE3,CP0115,144.231,119.03,134.639,153.899,24.176,210.046,135.703,99.595,0.48,42.16,56.34,1,3.58,apri_pi10_out,FOODPR_2025D,2024-12-22
2019-11,NL,BG916,CP011,143.801,122.038,145.454,157.968,24.986,213.17,135.395,98.212,0.3978,13.59,157.5,0,16.02,food_prc_idx,FOODPR_2024C,2024-03-11
2019-12,SE,IT9,CP0115,145.14,136.224,160.938,169.49,22.92,211.541,137.526,98.899,0.138,27.49,136.52,0,17.9,prc_hicp_manr,FOODPR_2023B,2024-09-19
2020-01,DK,BG709,CP011,145.385,138.705,157.962,149.524,7.442,214.753,138.03,99.7,0.2095,21.61,71.27,1,8.76,apro_fish_a,FOODPR_2022A,2025-07-02
2020-02,IE,PL283,CP0115,144.256,136.17,147.562,149.498,9.239,213.616,136.934,100.427,0.4394,59.67,104.47,0,7.21,prc_hicp_midx,FOODPR_2025D,2025-09-10
2020-03,PL,HR7,CP011,144.628,119.531,134.095,168.562,33.901,212.544,138.58,101.394,0.1393,16.06,47.69,0,12.99,apri_pi10_out,FOODPR_2024C,2025-11-05
2020-04,AT,EE540,CP0115,146.898,115.451,147.442,152.215,25.027,213.944,139.521,100.823,0.4768,55.16,117.28,0,12.46,food_prc_idx,FOODPR_2023B,2026-01-25
2020-05,EE,SI5,CP011,146.856,143.605,154.596,171.921,19.281,214.598,139.666,102.785,0.3236,35.06,98.77,0,3.98,prc_hicp_manr,FOODPR_2022A,2024-08-08
2020-06,IT,PT715,CP0115,146.499,114.484,157.142,169.824,37.775,215.081,141.661,102.006,0.1265,14.72,95.55,0,15.7,apro_fish_a,FOODPR_2025D,2024-02-18
2020-07,PT,SI4,CP011,146.574,128.973,161.335,171.314,28.887,218.896,142.649,104.147,0.4208,17.87,61.24,0,9.6,prc_hicp_midx,FOODPR_2024C,2025-02-19
2020-08,BE,DE31,CP0115,147.534,120.842,164.214,154.013,22.484,216.523,140.009,102.712,0.4509,15.91,110.88,0,14.55,apri_pi10_out,FOODPR_2023B,2025-03-25
2020-09,FI,LU9,CP011,149.534,148.108,161.065,150.805,1.804,216.76,143.711,103.347,0.1523,49.94,65.61,0,11.96,food_prc_idx,FOODPR_2022A,2024-09-15
2020-10,LV,CY62,CP0115,147.907,124.608,144.455,168.796,29.876,218.429,141.623,105.357,0.4616,27.12,53.39,0,13.45,prc_hicp_manr,FOODPR_2025D,2024-12-15
2020-11,RO,LT966,CP011,149.8,122.787,155.795,175.176,34.973,219.884,142.13,104.185,0.2823,46.52,148.77,0,12.4,apro_fish_a,FOODPR_2024C,2024-04-27
2020-12,BG,CZ3,CP0115,150.496,149.549,156.131,165.892,10.859,221.155,145.344,106.087,0.1512,38.57,52.71,1,13.7,prc_hicp_midx,FOODPR_2023B,2025-07-31
2021-01,FR,LV56,CP011,151.269,122.915,156.928,152.055,19.264,223.044,145.298,105.742,0.2654,56.15,158.33,0,15.63,apri_pi10_out,FOODPR_2022A,2024-10-02
2021-02,LT,LV4,CP0115,151.407,121.292,160.738,157.851,24.146,223.448,145.7,107.465,0.4126,47.94,147.56,0,3.28,food_prc_idx,FOODPR_2025D,2025-05-29
2021-03,SK,SK589,CP011,151.952,126.086,159.269,169.447,28.536,223.383,146.204,106.632,0.1836,17.06,131.78,0,15.98,prc_hicp_manr,FOODPR_2024C,2025-11-14
2021-04,HR,IE66,CP0115,151.822,128.501,149.818,175.041,30.654,221.525,147.679,107.63,0.236,58.07,100.3,0,3.72,apro_fish_a,FOODPR_2023B,2025-12-14
2021-05,DE,CY67,CP011,151.454,132.229,143.684,152.917,13.66,224.791,145.546,108.594,0.1511,68.76,40.68,0,12.57,prc_hicp_midx,FOODPR_2022A,2024-06-04
2021-06,LU,MT2,CP0115,151.979,153.085,155.7,162.106,5.936,223.749,147.896,109.397,0.4647,21.4,63.35,0,6.98,apri_pi10_out,FOODPR_2025D,2025-12-26
2021-07,SI,HR894,CP011,152.524,143.192,148.782,177.433,22.45,226.242,148.179,108.286,0.2832,23.82,163.13,0,7.71,food_prc_idx,FOODPR_2024C,2026-01-05
2021-08,CY,DE895,CP0115,153.586,134.746,160.189,162.829,18.285,224.823,147.359,108.777,0.4362,71.65,164.55,0,10.28,prc_hicp_manr,FOODPR_2023B,2024-12-18
2021-09,GR,BE36,CP011,154.528,132.59,150.101,174.799,27.315,226.918,148.093,110.797,0.1334,50.02,52.54,0,18.86,apro_fish_a,FOODPR_2022A,2024-07-13
2021-10,MT,MT12,CP0115,153.421,129.342,151.637,159.071,19.377,228.818,151.595,111.114,0.3748,36.45,113.58,0,12.6,prc_hicp_midx,FOODPR_2025D,2025-05-08
2021-11,ES,IT4,CP011,154.353,146.023,146.236,154.632,5.577,230.027,150.214,110.188,0.4139,57.92,59.01,1,12.24,apri_pi10_out,FOODPR_2024C,2024-01-05
2021-12,CZ,PT4,CP0115,154.236,124.067,150.014,161.246,24.105,229.568,152.097,111.999,0.4459,16.64,109.3,0,15.86,food_prc_idx,FOODPR_2023B,2025-06-13
2022-01,HU,PT3,CP011,154.93,122.724,168.8,181.92,38.208,230.091,152.416,111.837,0.4324,47.86,87.19,0,9.76,prc_hicp_manr,FOODPR_2022A,2025-07-15
2022-02,NL,LV645,CP0115,156.985,131.525,149.511,174.284,27.238,231.914,153.25,112.562,0.239,69.6,94.54,0,14.03,apro_fish_a,FOODPR_2025D,2024-07-23
2022-03,SE,CY7,CP011,157.674,144.171,154.053,155.447,7.151,232.466,151.759,113.905,0.1561,5.1,158.0,0,5.29,prc_hicp_midx,FOODPR_2024C,2025-01-15
2022-04,DK,LT1,CP0115,157.842,134.497,156.706,181.443,29.742,229.91,155.3,114.064,0.2916,61.25,143.32,0,6.14,apri_pi10_out,FOODPR_2023B,2024-08-10
2022-05,IE,SK19,CP011,157.171,156.963,166.582,166.826,6.275,230.66,154.434,114.083,0.1898,28.5,60.65,0,5.13,food_prc_idx,FOODPR_2022A,2024-04-28
2022-06,PL,IT41,CP0115,157.846,128.292,152.015,168.468,25.453,233.524,155.779,113.778,0.1296,70.81,118.01,0,11.58,prc_hicp_manr,FOODPR_2025D,2025-02-08
2022-07,AT,HU974,CP011,157.655,145.881,151.321,158.624,8.083,235.721,156.54,116.132,0.4175,14.94,146.32,0,4.88,apro_fish_a,FOODPR_2024C,2024-07-11
2022-08,EE,BE299,CP0115,159.343,155.701,148.347,184.922,18.338,233.118,154.715,114.639,0.132,44.84,153.2,0,5.07,prc_hicp_midx,FOODPR_2023B,2025-06-08
2022-09,IT,MT34,CP011,159.444,128.916,172.52,158.565,18.595,237.188,156.712,115.108,0.457,52.45,125.33,0,17.66,apri_pi10_out,FOODPR_2022A,2024-02-16
2022-10,PT,BG957,CP0115,159.567,161.959,173.623,178.09,10.109,234.065,155.712,115.81,0.1466,35.31,130.88,0,2.98,food_prc_idx,FOODPR_2025D,2024-09-03
2022-11,BE,AT914,CP011,160.005,126.269,170.185,181.987,34.823,237.482,157.127,117.371,0.2403,15.14,129.63,0,2.74,prc_hicp_manr,FOODPR_2024C,2024-03-29
2022-12,FI,IE8,CP0115,160.379,135.529,169.652,174.536,24.322,236.811,157.58,116.492,0.4407,26.71,157.43,0,16.59,apro_fish_a,FOODPR_2023B,2024-04-22
2023-01,LV,SE98,CP011,161.461,137.67,170.143,162.601,15.441,69.613,159.921,119.19,0.2116,68.44,142.9,1,16.66,prc_hicp_midx,FOODPR_2022A,2025-10-08
2023-02,RO,SI86,CP0115,160.877,143.679,168.577,181.231,23.342,68.982,159.434,118.118,0.1671,19.94,59.48,0,13.6,apri_pi10_out,FOODPR_2025D,2026-01-19
2023-03,BG,PL1,CP011,161.833,140.256,168.156,178.923,23.893,70.697,160.544,119.834,0.1845,47.38,135.18,0,11.49,food_prc_idx,FOODPR_2024C,2025-11-06
2023-04,FR,SK6,CP0115,162.712,150.169,158.185,180.35,18.549,73.279,160.267,120.568,0.2751,21.53,98.98,0,5.4,prc_hicp_manr,FOODPR_2023B,2024-06-10
2023-05,LT,BE110,CP011,162.556,158.603,155.927,175.699,10.517,70.94,160.677,119.824,0.4316,43.41,90.81,0,5.79,apro_fish_a,FOODPR_2022A,2024-12-23
2023-06,SK,PT979,CP0115,162.331,146.924,151.197,173.07,16.107,72.937,161.498,120.373,0.3438,71.51,95.32,1,6.24,prc_hicp_midx,FOODPR_2025D,2024-07-19
2023-07,HR,NL7,CP011,164.24,137.387,151.845,187.148,30.298,74.715,161.774,120.656,0.3048,13.24,43.36,0,2.0,apri_pi10_out,FOODPR_2024C,2025-04-19
2023-08,DE,HR942,CP0115,164.473,145.142,183.478,171.612,16.094,75.093,164.551,120.619,0.2781,66.5,68.86,0,16.08,food_prc_idx,FOODPR_2023B,2026-02-08
2023-09,LU,IT66,CP011,165.353,159.689,166.199,176.116,9.935,75.306,163.571,121.75,0.1332,76.22,57.18,0,13.13,prc_hicp_manr,FOODPR_2022A,2025-08-19
2023-10,SI,SE947,CP0115,165.145,156.038,155.553,179.606,14.271,78.264,165.668,121.307,0.4266,41.47,102.98,0,2.13,apro_fish_a,FOODPR_2025D,2024-01-19
2023-11,CY,SK8,CP011,164.451,155.973,183.09,180.784,15.087,76.244,164.413,122.94,0.3611,7.19,144.99,0,8.88,prc_hicp_midx,FOODPR_2024C,2024-09-28
2023-12,GR,PT25,CP0115,165.88,136.062,174.43,169.234,19.998,79.419,165.258,123.731,0.4087,74.53,43.08,0,9.24,apri_pi10_out,FOODPR_2023B,2025-07-22
2024-01,MT,DK2,CP011,165.262,155.951,152.892,162.778,4.131,77.546,165.204,123.585,0.3856,34.23,159.18,0,6.75,food_prc_idx,FOODPR_2022A,2025-02-15
2024-02,ES,AT13,CP0115,167.648,142.029,155.135,187.889,27.355,79.685,166.873,123.787,0.261,37.62,41.92,1,9.27,prc_hicp_manr,FOODPR_2025D,2024-03-06
2024-03,CZ,FR323,CP011,166.664,134.859,179.4,166.395,18.922,80.225,166.224,124.54,0.3258,16.23,76.15,0,4.23,apro_fish_a,FOODPR_2024C,2025-12-03
2024-04,HU,LT475,CP0115,166.805,165.537,167.51,176.719,6.704,80.596,168.674,125.328,0.4349,31.71,144.95,0,18.51,prc_hicp_midx,FOODPR_2023B,2025-10-15
2024-05,NL,FI460,CP011,168.656,148.412,183.965,173.717,15.004,80.242,169.7,126.233,0.1652,73.9,99.94,0,13.7,apri_pi10_out,FOODPR_2022A,2024-01-04
2024-06,SE,LT7,CP0115,168.136,140.446,160.567,170.378,17.802,81.369,167.683,126.789,0.3716,53.73,75.56,0,12.92,food_prc_idx,FOODPR_2025D,2025-06-13
2024-07,DK,FR68,CP011,169.669,159.446,172.783,191.925,19.143,84.048,168.235,127.967,0.1696,23.61,109.5,0,4.76,prc_hicp_manr,FOODPR_2024C,2025-08-13
2024-08,IE,CY56,CP0115,168.62,143.218,176.172,181.637,22.784,82.704,170.352,127.888,0.247,34.18,64.8,0,15.9,apro_fish_a,FOODPR_2023B,2025-07-22
2024-09,PL,LV85,CP011,170.857,151.35,161.33,181.517,17.656,83.622,171.337,128.305,0.2689,7.38,62.34,0,9.34,prc_hicp_midx,FOODPR_2022A,2024-08-03
2024-10,AT,BE500,CP0115,170.15,134.76,169.823,182.007,27.768,82.875,171.811,128.834,0.2457,10.49,45.87,0,14.1,apri_pi10_out,FOODPR_2025D,2025-06-12
2024-11,EE,GR28,CP011,170.323,170.245,174.482,185.851,9.163,83.953,172.549,129.074,0.1643,21.75,95.72,0,17.15,food_prc_idx,FOODPR_2024C,2025-12-03
2024-12,IT,PT309,CP0115,171.894,165.097,187.519,197.836,19.046,87.513,172.217,129.142,0.356,45.27,150.19,0,7.02,prc_hicp_manr,FOODPR_2023B,2024-03-16
2025-01,PT,SE3,CP011,171.638,141.905,175.932,186.621,26.053,86.777,174.777,131.154,0.1414,75.25,116.7,0,10.62,apro_fish_a,FOODPR_2022A,2025-07-08
2025-02,BE,PT35,CP0115,172.347,154.589,182.385,169.478,8.639,89.373,175.374,129.665,0.3681,25.07,99.51,0,5.26,prc_hicp_midx,FOODPR_2025D,2025-01-17
2025-03,FI,MT522,CP011,173.636,141.013,184.073,198.696,33.221,86.224,175.677,131.825,0.2705,14.67,84.88,0,9.21,apri_pi10_out,FOODPR_2024C,2025-04-23
2025-04,LV,LV799,CP0115,173.048,143.518,173.598,203.083,34.421,88.146,174.312,131.845,0.4327,43.48,86.45,0,11.66,food_prc_idx,FOODPR_2023B,2025-05-17
2025-05,RO,NL37,CP011,173.887,160.193,184.71,178.898,10.757,88.148,174.988,132.02,0.4314,32.6,50.78,0,6.36,prc_hicp_manr,FOODPR_2022A,2024-11-19
2025-06,BG,FR43,CP0115,173.168,153.177,190.281,183.888,17.735,91.754,176.098,131.711,0.2286,10.32,79.27,1,2.8,apro_fish_a,FOODPR_2025D,2026-02-04
2025-07,FR,CZ269,CP011,173.9,148.316,162.41,175.109,15.407,92.493,176.009,133.057,0.4655,23.08,95.93,0,3.92,prc_hicp_midx,FOODPR_2024C,2025-12-30
2025-08,LT,DE907,CP0115,174.301,143.167,189.121,190.503,27.158,92.968,178.761,133.781,0.4197,13.7,148.58,0,2.55,apri_pi10_out,FOODPR_2023B,2024-10-05
2025-09,SK,GR31,CP011,175.444,140.376,171.616,199.697,33.812,92.252,176.458,132.814,0.1574,7.39,72.14,1,3.22,food_prc_idx,FOODPR_2022A,2025-10-19
2025-10,HR,BE168,CP0115,176.513,168.166,191.975,183.145,8.486,91.492,179.981,133.486,0.2151,21.05,56.65,0,18.33,prc_hicp_manr,FOODPR_2025D,2025-04-03
2025-11,DE,ES21,CP011,176.366,178.597,196.792,184.753,3.49,93.942,180.64,133.821,0.4562,45.74,137.9,0,14.23,apro_fish_a,FOODPR_2024C,2025-06-16
2025-12,LU,CY97,CP0115,177.622,170.951,174.343,203.205,18.159,94.5,178.766,136.343,0.224,19.25,46.2,1,2.01,prc_hicp_midx,FOODPR_2023B,2025-08-21
2026-01,SI,HR73,CP011,178.216,149.878,179.384,177.024,15.232,96.095,179.667,136.322,0.2969,12.16,119.04,0,10.76,apri_pi10_out,FOODPR_2022A,2025-10-16
2026-02,CY,NL64,CP0115,177.075,175.532,177.114,179.463,2.22,97.805,182.268,137.287,0.2341,38.02,59.79,0,10.72,food_prc_idx,FOODPR_2025D,2025-07-28
2026-03,GR,AT84,CP011,178.111,150.551,171.131,189.98,22.137,98.497,180.39,137.409,0.3336,40.91,47.65,0,14.37,prc_hicp_manr,FOODPR_2024C,2024-02-17
2026-04,MT,RO15,CP0115,178.056,150.749,190.462,190.92,22.561,95.634,183.973,138.531,0.1556,20.07,111.16,0,16.01,apro_fish_a,FOODPR_2023B,2024-02-09
2026-05,ES,AT283,CP011,179.329,147.938,191.914,182.696,19.382,99.25,181.355,138.181,0.4453,35.26,149.56,0,18.38,prc_hicp_midx,FOODPR_2022A,2025-04-24
2026-06,CZ,FI52,CP0115,178.289,154.029,173.913,209.963,31.373,100.429,182.825,138.001,0.2591,32.91,114.89,0,1.89,apri_pi10_out,FOODPR_2025D,2025-04-23
2026-07,HU,FI44,CP011,178.758,152.282,168.791,187.371,19.629,100.407,185.335,138.121,0.317,17.14,130.19,1,13.42,food_prc_idx,FOODPR_2024C,2025-11-14
2026-08,NL,PT50,CP0115,181.441,157.316,198.817,181.57,13.367,101.229,183.11,138.996,0.361,77.07,159.71,1,12.87,prc_hicp_manr,FOODPR_2023B,2024-03-14
2026-09,SE,EE997,CP011,179.779,174.491,177.921,189.589,8.398,99.649,186.899,140.863,0.4193,53.14,63.11,1,6.96,apro_fish_a,FOODPR_2022A,2024-01-03
2026-10,DK,BE89,CP0115,180.357,147.706,199.246,204.35,31.407,101.26,186.051,141.284,0.2937,24.8,55.52,0,9.77,prc_hicp_midx,FOODPR_2025D,2025-11-06
2026-11,IE,MT259,CP011,182.114,167.828,180.91,183.138,8.407,100.745,185.031,141.549,0.4622,63.41,65.12,0,2.35,apri_pi10_out,FOODPR_2024C,2025-04-20
2026-12,PL,PL647,CP0115,182.333,173.118,193.716,205.309,17.655,103.972,188.753,141.211,0.2784,17.43,83.5,0,12.34,food_prc_idx,FOODPR_2023B,2024-03-07
2018-01,AT,CZ63,CP011,181.49,173.312,189.31,201.748,15.668,103.341,187.379,141.6,0.137,77.42,91.81,1,14.21,prc_hicp_manr,FOODPR_2022A,2025-09-13
2018-02,EE,NL15,CP0115,183.093,186.39,201.471,190.689,2.348,102.926,187.405,141.423,0.2161,63.95,127.25,1,12.66,apro_fish_a,FOODPR_2025D,2024-01-29
2018-03,IT,RO29,CP011,182.787,151.163,181.6,209.542,31.938,104.095,188.581,143.093,0.2594,8.34,104.5,0,14.32,prc_hicp_midx,FOODPR_2024C,2025-02-07
2018-04,PT,HU6,CP0115,183.844,185.052,172.116,182.992,-1.121,106.233,190.451,144.177,0.2711,6.34,101.06,0,9.17,apri_pi10_out,FOODPR_2023B,2025-11-17
2018-05,BE,CY44,CP011,184.388,183.126,182.98,198.872,8.54,106.713,191.125,143.413,0.4144,54.23,56.62,0,2.39,food_prc_idx,FOODPR_2022A,2025-05-11
2018-06,FI,MT510,CP0115,184.814,151.552,190.833,186.494,18.907,106.838,190.554,145.594,0.1928,11.81,132.47,0,13.66,prc_hicp_manr,FOODPR_2025D,2024-05-15
2018-07,LV,CY462,CP011,185.327,165.945,179.431,212.563,25.154,107.161,192.633,144.901,0.1569,11.82,114.32,0,4.96,apro_fish_a,FOODPR_2024C,2025-04-03
2018-08,RO,BE432,CP0115,185.376,177.893,206.221,197.871,10.777,109.661,191.312,144.356,0.3915,20.12,67.21,0,9.19,prc_hicp_midx,FOODPR_2023B,2025-02-17
2018-09,BG,IE45,CP011,185.589,149.211,172.852,192.405,23.274,107.213,193.311,146.969,0.1264,5.37,45.11,0,17.89,apri_pi10_out,FOODPR_2022A,2024-07-26
2018-10,FR,IT170,CP0115,187.232,153.675,188.146,194.066,21.573,109.042,194.952,147.258,0.4505,42.75,81.37,0,7.42,food_prc_idx,FOODPR_2025D,2025-03-07
2018-11,LT,LV449,CP011,186.395,170.834,177.679,215.643,24.04,111.575,193.254,146.758,0.4616,74.44,104.51,0,4.25,prc_hicp_manr,FOODPR_2024C,2024-03-15
2018-12,SK,SI41,CP0115,188.381,187.594,192.479,207.381,10.504,110.963,193.57,146.307,0.34,49.89,39.59,1,11.38,apro_fish_a,FOODPR_2023B,2024-06-30
2019-01,HR,SK663,CP011,188.04,179.811,203.75,190.368,5.614,110.441,193.728,149.189,0.1288,17.79,126.94,1,6.51,prc_hicp_midx,FOODPR_2022A,2025-07-01
2019-02,DE,SK427,CP0115,188.748,161.914,210.488,191.872,15.872,113.798,194.909,147.968,0.2886,18.9,83.99,0,3.66,apri_pi10_out,FOODPR_2025D,2024-11-03
2019-03,LU,FI550,CP011,188.233,189.166,198.884,187.474,-0.899,114.53,195.723,149.135,0.4125,23.52,162.96,0,6.03,food_prc_idx,FOODPR_2024C,2025-02-21
2019-04,SI,AT128,CP0115,188.918,154.737,182.796,198.24,23.027,112.99,198.07,150.136,0.381,48.44,144.36,0,2.99,prc_hicp_manr,FOODPR_2023B,2025-12-05
2019-05,CY,DE126,CP011,188.626,158.583,175.583,200.885,22.426,114.114,197.354,149.368,0.4722,73.86,144.11,1,15.45,apro_fish_a,FOODPR_2022A,2024-09-20
2019-06,GR,GR99,CP0115,189.247,154.764,210.482,221.806,35.426,117.184,199.521,149.363,0.1636,23.6,97.23,0,4.31,prc_hicp_midx,FOODPR_2025D,2024-04-21
2019-07,MT,FR34,CP011,189.669,165.826,191.156,196.034,15.927,115.505,199.013,150.523,0.4745,40.56,52.87,0,9.97,apri_pi10_out,FOODPR_2024C,2024-10-27
2019-08,ES,DK4,CP0115,190.7,175.351,213.121,198.427,12.101,118.031,197.755,152.247,0.4515,14.05,97.66,0,6.69,food_prc_idx,FOODPR_2023B,2024-09-05
2019-09,CZ,HU3,CP011,192.026,152.221,210.298,204.169,27.053,118.188,199.038,152.381,0.3644,42.96,38.53,0,3.27,prc_hicp_manr,FOODPR_2022A,2025-04-10
2019-10,HU,HR168,CP0115,191.213,178.743,177.762,215.424,19.183,119.831,199.608,152.291,0.3321,60.11,41.88,0,9.36,apro_fish_a,FOODPR_2025D,2024-10-07
2019-11,NL,SK44,CP011,193.57,159.196,216.582,198.204,20.152,118.209,199.753,152.809,0.4449,65.65,155.68,1,16.2,prc_hicp_midx,FOODPR_2024C,2024-01-13
2019-12,SE,MT68,CP0115,193.672,154.726,196.597,217.782,32.558,118.731,201.936,153.412,0.1683,48.58,58.14,0,5.93,apri_pi10_out,FOODPR_2023B,2024-12-24
2020-01,DK,GR9,CP011,194.257,197.776,189.5,208.036,5.282,121.425,202.677,154.236,0.3332,45.39,141.46,0,14.97,food_prc_idx,FOODPR_2022A,2024-04-02
2020-02,IE,CZ602,CP0115,193.464,197.327,198.442,208.556,5.804,121.273,203.766,153.637,0.2292,33.02,110.9,0,17.62,prc_hicp_manr,FOODPR_2025D,2025-11-21
2020-03,PL,ES259,CP011,193.804,153.178,194.668,219.666,34.307,123.698,204.939,155.224,0.31,29.41,125.66,0,18.57,apro_fish_a,FOODPR_2024C,2025-07-24
2020-04,AT,SI52,CP0115,195.308,193.792,179.905,208.113,7.333,121.073,205.301,156.545,0.4477,20.15,135.43,0,6.96,prc_hicp_midx,FOODPR_2023B,2025-09-05
2020-05,EE,SE91,CP011,195.591,173.63,201.991,211.564,19.395,123.1,203.515,155.042,0.1396,8.79,53.06,0,12.62,apri_pi10_out,FOODPR_2022A,2024-11-27
2020-06,IT,CY12,CP0115,195.598,163.293,218.522,228.831,33.506,125.807,206.764,157.27,0.1459,68.71,86.36,0,13.68,food_prc_idx,FOODPR_2025D,2026-01-12
2020-07,PT,BE50,CP011,195.487,176.606,181.175,223.438,23.957,126.056,204.99,158.104,0.2297,63.17,50.46,1,3.77,prc_hicp_manr,FOODPR_2024C,2024-02-12
2020-08,BE,LV35,CP0115,196.31,159.681,200.403,216.028,28.703,126.598,207.307,158.269,0.3593,14.09,149.69,0,1.92,apro_fish_a,FOODPR_2023B,2025-12-29
2020-09,FI,NL55,CP011,196.997,155.148,215.055,193.171,19.301,125.913,76.266,158.718,0.4505,48.55,83.79,0,5.75,prc_hicp_midx,FOODPR_2022A,2024-05-22
2020-10,LV,CY333,CP0115,197.645,180.933,199.699,215.381,17.429,127.958,75.045,158.934,0.3824,10.26,133.07,0,12.65,apri_pi10_out,FOODPR_2025D,2025-05-21
2020-11,RO,AT94,CP011,198.485,168.594,211.711,227.618,29.737,127.487,75.822,159.98,0.3697,39.03,151.39,0,8.03,food_prc_idx,FOODPR_2024C,2025-01-04
2020-12,BG,LV75,CP0115,198.511,177.463,195.103,199.542,11.122,126.761,77.833,159.287,0.4317,9.17,101.49,0,5.51,prc_hicp_manr,FOODPR_2023B,2025-07-22
2021-01,FR,LT991,CP011,199.052,187.803,206.426,223.188,17.777,129.298,77.793,160.788,0.4458,76.63,123.1,0,11.54,apro_fish_a,FOODPR_2022A,2025-01-03
2021-02,LT,LU924,CP0115,199.412,180.52,208.521,206.78,13.169,129.669,77.696,159.596,0.2016,59.52,129.23,0,17.96,prc_hicp_midx,FOODPR_2025D,2026-01-05
2021-03,SK,LT773,CP011,200.59,158.641,203.61,224.243,32.705,129.019,78.963,159.867,0.1714,55.95,65.96,1,3.62,apri_pi10_out,FOODPR_2024C,2024-05-10
2021-04,HR,BG555,CP0115,201.057,192.376,194.656,232.149,19.782,130.24,78.895,161.284,0.21,13.44,97.78,0,12.17,food_prc_idx,FOODPR_2023B,2024-08-16
2021-05,DE,CZ184,CP011,200.138,166.971,215.28,209.463,21.231,131.49,80.932,163.114,0.1996,22.75,109.56,0,16.09,prc_hicp_manr,FOODPR_2022A,2024-08-22
2021-06,LU,DK506,CP0115,201.655,190.978,195.323,231.43,20.06,130.636,79.891,162.448,0.3174,24.03,101.63,0,11.91,apro_fish_a,FOODPR_2025D,2025-01-25
2021-07,SI,BG157,CP011,200.855,177.123,222.068,228.863,25.76,132.388,81.435,163.713,0.413,62.76,77.14,0,17.74,prc_hicp_midx,FOODPR_2024C,2024-07-27
2021-08,CY,AT972,CP0115,201.923,201.787,199.85,210.209,4.171,133.579,81.375,163.343,0.3834,24.23,38.85,0,1.29,apri_pi10_out,FOODPR_2023B,2024-12-12
2021-09,GR,NL22,CP011,202.448,188.357,194.352,219.39,15.329,133.575,80.718,163.513,0.4284,46.23,73.62,1,15.29,food_prc_idx,FOODPR_2022A,2025-12-07
2021-10,MT,DK29,CP0115,203.919,163.498,223.401,227.984,31.623,135.034,84.158,163.725,0.1572,67.68,163.7,0,16.11,prc_hicp_manr,FOODPR_2025D,2024-06-28
2021-11,ES,FR11,CP011,204.498,194.89,188.531,225.051,14.749,134.818,81.69,165.378,0.2789,56.94,130.17,0,13.98,apro_fish_a,FOODPR_2024C,2024-05-01
2021-12,CZ,HU125,CP0115,204.864,162.441,196.411,205.957,21.241,135.209,85.229,164.422,0.2731,76.47,146.3,1,14.81,prc_hicp_midx,FOODPR_2023B,2025-06-04
2022-01,HU,LV814,CP011,203.508,165.961,212.833,220.945,27.018,135.645,84.315,165.871,0.415,20.74,131.29,0,12.04,apri_pi10_out,FOODPR_2022A,2025-07-25
