qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_social_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2014,REG000001455,1.7224,0.22,4.997,1.542,3.0,0.212,8.454,7.94,5.091,3.537,0.0119,0.7581,0.9405,3.876,9.81,0.554,4.607,3.207
2012,REG000001456,1.1185,2.784,0.713,5.81,7.894,3.719,4.491,4.096,2.078,9.86,0.4708,0.5314,0.4023,8.878,2.324,4.284,2.477,4.511
2014,REG000001457,6.5166,5.206,3.08,1.429,7.429,7.748,5.099,5.398,6.467,5.637,0.5962,0.2057,0.5074,1.227,8.924,5.556,2.161,5.87
2022,REG000001458,6.8107,2.462,0.056,4.629,6.216,6.987,0.616,0.903,1.649,5.816,0.8193,0.0318,0.8637,8.863,2.297,9.048,8.689,4.886
2022,REG000001459,7.0778,1.516,6.806,5.819,5.348,5.051,9.182,4.314,6.78,5.204,0.1129,0.4125,0.9768,7.01,0.584,6.993,7.18,5.353
2014,REG000001460,1.4409,0.24,4.935,7.917,2.4,7.41,8.972,9.948,3.038,1.406,0.1682,0.5509,0.9903,9.255,1.583,0.147,4.371,4.641
2015,REG000001461,0.381,4.796,6.624,2.824,7.902,0.071,4.894,6.694,6.357,9.007,0.2147,0.348,0.4686,5.614,0.083,2.843,0.774,3.781
2021,REG000001462,1.4921,0.356,5.234,9.93,7.753,6.834,5.346,1.244,0.873,1.072,0.5405,0.5336,0.9031,6.71,7.676,7.458,0.068,4.213
2013,REG000001463,9.3842,7.884,5.908,9.836,0.52,6.962,5.302,2.467,7.168,3.246,0.5483,0.9579,0.6074,8.639,6.694,1.84,0.632,6.122
2017,REG000001464,2.1363,7.399,7.041,0.807,7.778,8.679,7.638,9.278,5.974,6.472,0.6845,0.9358,0.0436,6.332,1.024,4.182,5.705,5.591
2012,REG000001465,6.6204,3.163,8.743,0.624,4.774,0.389,1.824,0.765,0.101,8.803,0.4873,0.8201,0.1225,8.396,2.151,8.691,7.597,2.778
2010,REG000001466,7.0805,0.009,0.118,6.24,3.626,9.635,1.763,9.942,4.397,5.367,0.5599,0.1367,0.6135,0.721,4.766,3.515,6.234,5.796
2023,REG000001467,5.0376,1.089,4.547,4.939,4.397,7.144,5.896,5.553,8.97,7.844,0.3574,0.2436,0.9252,7.108,1.539,5.971,2.62,5.164
2008,REG000001468,6.6427,1.783,7.393,0.511,2.852,3.964,3.336,2.871,7.417,9.383,0.3271,0.4882,0.8687,6.562,6.334,0.777,9.578,3.709
2020,REG000001469,5.3688,3.834,1.541,0.068,9.864,7.436,4.474,4.453,6.117,9.213,0.6244,0.4595,0.9666,1.803,8.6,6.482,4.622,5.684
2017,REG000001470,10.0919,6.503,0.427,1.18,1.529,0.093,7.379,2.119,2.502,4.273,0.5259,0.5543,0.0477,9.937,4.425,9.025,7.086,4.983
2008,REG000001471,6.689,4.259,5.078,0.26,2.716,8.567,8.467,9.563,9.189,4.123,0.9086,0.6135,0.4025,2.505,0.352,7.805,1.089,5.806
2019,REG000001472,5.5471,1.865,5.745,4.591,1.573,8.063,7.786,3.67,2.242,7.999,0.868,0.4454,0.3993,3.639,7.961,3.024,9.499,4.603
2013,REG000001473,4.4942,4.598,8.221,9.018,2.69,2.358,0.594,5.565,5.77,8.287,0.7433,0.6653,0.9208,7.806,5.01,7.791,9.749,4.036
2008,REG000001474,6.6673,5.595,8.716,4.929,8.838,1.928,7.143,3.949,9.848,8.075,0.0536,0.9333,0.1782,4.794,3.755,8.87,6.784,5.541
2014,REG000001475,0.8524,9.796,6.44,7.0,3.215,7.35,7.106,5.023,2.233,6.661,0.6648,0.7054,0.4486,1.831,2.06,8.252,8.112,5.006
2024,REG000001476,1.3555,3.241,3.291,5.762,9.384,3.328,2.479,6.059,0.134,0.531,0.8877,0.9858,0.5096,3.941,4.845,9.638,9.381,4.13
2013,REG000001477,1.3966,9.013,5.706,8.622,6.751,4.017,2.31,3.329,6.306,8.987,0.4073,0.5558,0.0825,2.183,0.576,8.43,5.927,4.946
2023,REG000001478,0.8697,9.316,3.379,0.36,4.121,6.243,3.021,4.936,7.247,5.737,0.1199,0.4369,0.114,4.565,3.531,7.401,8.057,4.436
2019,REG000001479,9.9658,4.925,7.304,5.936,9.796,0.015,8.511,1.22,4.448,5.109,0.3568,0.3907,0.705,1.515,1.189,9.31,5.513,5.717
2020,REG000001480,5.8859,5.068,9.21,4.12,2.266,4.44,1.786,9.977,2.78,9.961,0.1651,0.8931,0.4229,3.266,6.412,7.33,6.967,4.28
2011,REG000001481,3.664,1.454,2.568,4.822,5.003,0.695,0.027,3.424,9.996,8.447,0.9206,0.4878,0.2279,4.946,2.787,6.502,1.515,3.762
2023,REG000001482,5.4131,1.226,2.238,9.364,0.746,3.258,7.52,0.369,3.227,6.619,0.5491,0.6996,0.4939,8.117,6.226,8.071,7.952,4.395
2014,REG000001483,4.0982,2.719,3.578,7.855,0.882,0.741,2.054,0.518,9.954,7.304,0.0112,0.0708,0.2921,7.618,9.976,4.562,6.171,3.65
2025,REG000001484,5.9273,2.191,1.778,7.151,4.556,9.389,6.732,1.737,9.351,5.805,0.1938,0.6072,0.8793,9.777,4.161,3.492,0.294,6.003
2018,REG000001485,2.2904,9.442,3.897,9.856,4.18,5.716,7.78,5.992,1.197,8.865,0.7661,0.2023,0.2362,8.977,5.575,1.791,2.026,5.808
2020,REG000001486,3.0425,8.519,5.054,1.448,2.928,8.605,6.13,3.294,5.085,5.044,0.009,0.1734,0.8231,2.672,2.018,3.892,2.084,4.849
2020,REG000001487,3.6316,4.087,6.531,4.572,9.297,1.905,2.571,3.739,7.886,2.673,0.6254,0.1034,0.1394,2.379,0.009,3.469,6.796,4.349
2022,REG000001488,4.5437,3.805,7.291,5.892,5.791,0.614,6.526,8.239,7.968,9.312,0.036,0.6432,0.8985,8.59,7.074,6.06,2.602,4.852
2019,REG000001489,1.8868,2.206,9.102,3.736,4.059,3.589,4.222,2.076,3.638,9.516,0.5226,0.9662,0.8829,5.171,9.913,6.977,7.4,2.956
2015,REG000001490,3.2209,3.276,8.585,3.253,5.783,5.514,6.865,4.155,0.662,9.176,0.4268,0.1839,0.2731,9.572,7.449,0.834,3.398,4.011
2008,REG000001491,1.811,3.362,2.563,7.669,1.681,8.427,0.693,2.11,1.177,7.32,0.8575,0.8627,0.6668,3.907,8.302,7.675,1.74,3.881
2008,REG000001492,3.5151,3.702,6.454,4.665,4.246,7.523,2.89,1.475,7.441,2.28,0.7884,0.5464,0.5662,6.326,1.831,8.149,0.029,4.183
2025,REG000001493,8.3812,5.389,7.255,9.082,6.657,1.143,3.866,3.332,8.839,6.961,0.0918,0.2689,0.837,4.619,1.325,0.516,9.885,5.57
2010,REG000001494,3.2913,6.822,0.59,0.276,3.117,2.68,9.343,2.323,8.349,2.914,0.156,0.9435,0.7722,8.738,3.428,0.289,6.169,4.728
2023,REG000001495,5.9704,9.872,0.238,7.523,1.775,3.157,6.143,0.257,6.729,1.286,0.6559,0.8758,0.4763,7.88,6.708,5.848,7.611,5.617
2012,REG000001496,1.7925,2.661,5.421,6.352,0.171,9.112,9.813,7.239,2.05,6.409,0.2508,0.3105,0.354,6.149,0.129,0.366,1.146,4.634
2008,REG000001497,2.9256,1.079,0.543,8.654,1.362,1.893,9.362,9.005,1.437,2.209,0.6411,0.7148,0.9543,1.399,3.34,5.038,3.412,4.618
2015,REG000001498,1.0387,7.114,7.558,7.742,2.347,3.862,3.718,5.319,8.574,1.001,0.4851,0.5357,0.2564,9.79,8.981,0.614,5.997,4.109
2019,REG000001499,1.5498,5.5,9.78,5.164,9.254,7.221,8.904,0.684,4.848,1.233,0.6942,0.7227,0.4937,6.624,0.204,6.793,0.714,4.688
2012,REG000001500,7.8569,8.647,6.207,5.962,9.528,6.46,0.714,6.517,9.537,4.048,0.6945,0.4127,0.7809,5.228,8.366,8.686,1.297,6.565
2025,REG000001501,1.705,3.358,3.369,6.043,9.914,9.708,7.799,8.679,7.345,5.643,0.4351,0.9844,0.8455,7.409,5.147,9.05,7.672,6.333
2023,REG000001502,1.1321,0.015,6.977,0.18,6.23,5.795,5.304,8.349,1.827,5.571,0.1671,0.1105,0.1515,6.326,9.529,1.024,0.269,3.361
2011,REG000001503,1.4572,4.651,8.898,7.44,8.968,1.309,7.347,4.585,6.505,2.413,0.8725,0.7833,0.3948,3.808,0.845,3.64,9.941,4.421
2019,REG000001504,4.1923,8.69,5.453,6.913,2.405,6.304,6.744,5.639,4.19,7.701,0.7727,0.1482,0.3071,1.89,6.734,0.922,2.724,5.492
2016,REG000001505,3.8464,3.789,5.593,9.137,1.036,5.036,4.607,7.195,6.458,7.022,0.3183,0.1964,0.6738,9.404,9.541,7.223,3.311,4.767
2008,REG000001506,2.1235,6.887,2.938,6.532,1.372,3.667,8.671,6.9,0.984,6.105,0.1125,0.9956,0.6149,7.343,0.27,5.397,1.984,4.746
2016,REG000001507,4.7036,5.026,0.199,8.517,8.711,5.327,4.435,3.59,8.112,7.562,0.4138,0.1383,0.9285,2.132,5.142,0.759,8.037,6.308
2010,REG000001508,4.9327,2.509,4.836,4.578,5.093,3.423,0.28,6.534,1.19,0.731,0.061,0.5571,0.6322,6.636,7.437,2.864,7.342,3.795
2009,REG000001509,2.5388,5.8,9.274,0.89,7.829,3.002,0.746,5.843,0.152,2.072,0.3274,0.9962,0.7707,7.078,0.231,3.184,7.676,3.18
2019,REG000001510,6.1539,2.749,3.806,1.625,8.85,4.977,10.0,9.71,4.736,2.681,0.1439,0.7235,0.6134,1.639,4.184,7.641,1.688,5.966
2012,REG000001511,4.969,5.229,9.769,7.414,5.545,8.79,0.997,3.432,3.322,2.248,0.361,0.4703,0.6162,2.421,0.058,5.104,6.754,4.598
2014,REG000001512,8.4911,3.459,4.174,0.306,4.703,2.574,4.746,7.464,1.527,7.063,0.1715,0.1855,0.3107,1.522,4.258,1.005,9.875,4.707
2018,REG000001513,5.7372,5.924,8.485,0.394,3.075,7.894,6.253,5.961,1.11,8.031,0.1599,0.4243,0.5937,9.372,4.042,2.308,8.03,4.553
2022,REG000001514,6.0863,8.512,9.569,1.917,8.78,8.355,6.121,0.265,2.003,5.093,0.8928,0.8073,0.391,1.959,9.805,9.107,1.311,5.236
2015,REG000001515,8.0974,2.215,8.095,2.359,4.2,3.571,5.985,8.978,9.511,6.907,0.3443,0.1783,0.4664,6.426,3.422,0.017,9.663,5.081
2015,REG000001516,6.2635,5.667,7.505,7.856,9.904,6.763,0.602,9.614,8.371,8.664,0.9467,0.2308,0.7265,6.073,2.236,6.54,0.267,6.32
2019,REG000001517,8.6476,6.961,7.208,2.885,5.234,9.903,3.316,8.681,8.688,6.491,0.8329,0.3648,0.8048,2.318,7.221,0.837,5.645,6.426
2008,REG000001518,0.7827,2.242,2.123,7.175,7.159,3.72,2.919,3.87,0.715,3.354,0.3736,0.5202,0.3669,1.934,0.587,1.49,2.045,3.905
2021,REG000001519,8.6038,1.279,4.027,9.954,6.319,0.577,4.659,6.772,9.375,3.556,0.2335,0.5018,0.4038,6.523,9.561,2.81,6.61,5.736
2013,REG000001520,8.1839,0.382,1.023,3.848,8.79,5.242,7.324,4.836,7.925,0.08,0.8361,0.4321,0.3853,7.268,5.221,8.706,4.876,6.054
2012,REG000001521,9.708,4.265,6.535,7.192,3.221,4.731,6.947,9.752,2.553,5.762,0.3973,0.2826,0.4497,1.219,2.349,5.392,5.281,5.995
2010,REG000001522,4.5801,5.522,7.523,3.204,6.396,4.78,3.991,8.094,8.368,9.98,0.1384,0.5725,0.3304,6.831,2.935,7.517,1.921,5.117
2016,REG000001523,1.8332,7.321,7.977,7.522,6.922,2.338,6.21,3.409,7.664,5.964,0.4444,0.8559,0.5939,5.346,2.025,4.672,3.096,4.72
2016,REG000001524,7.9373,7.769,9.261,0.12,0.958,3.255,7.315,0.227,6.3,6.589,0.3865,0.6995,0.6884,1.78,1.489,2.078,2.869,4.184
2015,REG000001525,8.1034,3.349,7.553,1.418,0.154,4.845,1.882,8.903,3.659,2.689,0.5124,0.6335,0.0922,6.039,2.144,6.846,5.887,3.993
2011,REG000001526,6.6365,3.563,9.749,4.639,0.72,1.566,9.541,1.597,0.11,8.763,0.8402,0.5685,0.8752,6.115,9.939,3.091,2.887,3.622
2018,REG000001527,8.1596,8.615,8.841,3.01,7.29,4.107,0.756,9.008,8.705,8.043,0.0297,0.404,0.9563,6.663,3.639,3.913,9.96,5.739
2016,REG000001528,8.7897,8.226,0.892,7.319,5.148,0.406,2.653,9.532,2.661,2.722,0.8639,0.8111,0.156,2.673,0.971,3.893,6.218,6.093
2015,REG000001529,2.7208,1.778,9.928,0.448,0.385,0.953,1.647,2.041,1.861,8.448,0.6706,0.1008,0.5389,2.816,7.107,1.124,7.043,1.497
2021,REG000001530,9.1959,1.625,6.281,0.755,5.979,3.278,8.468,9.89,4.777,1.938,0.2066,0.1033,0.9946,0.155,5.576,4.699,1.503,5.344
2009,REG000001531,1.889,3.638,4.283,4.345,1.856,0.27,6.575,0.643,8.324,7.262,0.5517,0.317,0.4195,8.407,5.156,4.573,5.232,3.364
2020,REG000001532,7.4621,4.849,2.871,6.033,9.772,3.534,0.075,6.64,1.006,0.501,0.552,0.2091,0.871,7.735,8.51,6.194,3.26,5.42
2014,REG000001533,2.7022,9.675,3.941,8.768,0.481,0.489,8.914,0.193,5.09,3.083,0.4552,0.9485,0.3662,7.252,1.334,8.731,8.461,4.493
2024,REG000001534,4.8483,1.951,7.021,6.33,1.144,9.921,8.635,1.604,1.755,7.842,0.0192,0.4479,0.606,6.537,2.548,4.573,4.642,4.592
2009,REG000001535,1.0974,1.585,6.033,1.226,8.984,1.816,6.204,6.572,1.528,6.152,0.7975,0.8147,0.7465,0.296,5.921,9.717,2.846,3.536
2008,REG000001536,10.0085,8.597,0.33,9.176,3.379,2.809,1.142,0.659,5.069,7.017,0.6263,0.1987,0.0852,1.073,1.491,4.312,8.527,6.044
2018,REG000001537,0.9576,2.299,4.397,5.026,9.962,4.775,7.821,3.6,7.945,8.78,0.2916,0.4248,0.1138,4.208,0.748,5.475,2.578,4.974
2018,REG000001538,0.6867,3.849,1.609,0.963,7.148,8.399,8.013,1.201,8.087,4.519,0.0067,0.8048,0.4262,5.522,3.623,0.141,8.39,4.832
2023,REG000001539,4.1318,5.905,9.002,5.112,9.878,6.815,9.034,6.579,2.413,9.508,0.7647,0.8558,0.7193,6.001,9.133,8.891,5.82,5.803
2012,REG000001540,1.3489,4.232,8.182,9.585,7.649,1.255,6.006,0.633,4.448,4.455,0.6258,0.7833,0.7551,0.886,8.572,6.416,7.553,3.939
2021,REG000001541,4.338,0.397,4.553,0.292,6.213,5.825,3.632,5.411,5.653,7.02,0.1823,0.5486,0.2865,3.954,7.589,5.971,7.332,4.095
2025,REG000001542,9.5171,6.747,2.062,4.721,0.089,1.287,6.506,7.201,0.154,4.091,0.9649,0.994,0.763,1.481,2.047,2.632,7.144,5.244
2024,REG000001543,6.4322,7.726,6.408,6.207,2.215,9.215,6.834,9.03,1.926,8.506,0.1061,0.5094,0.5842,6.043,5.941,7.656,3.286,6.1
2012,REG000001544,0.9253,3.98,0.817,9.624,3.128,3.977,3.761,3.2,3.399,7.283,0.8541,0.2937,0.3155,0.723,8.769,1.634,7.147,4.331
2017,REG000001545,3.7744,9.148,0.357,3.565,5.949,5.398,5.744,3.327,6.535,2.495,0.7108,0.8425,0.6604,6.929,1.929,4.032,5.75,5.714
2013,REG000001546,6.0835,1.146,4.107,1.957,0.899,3.277,1.2,5.898,6.786,4.199,0.063,0.2501,0.7452,2.652,4.513,8.895,8.559,3.574
2008,REG000001547,6.3376,2.838,3.9,1.383,2.821,6.457,5.843,7.753,6.226,9.81,0.9035,0.1971,0.2149,1.048,7.185,5.751,8.565,5.089
2008,REG000001548,8.9497,4.679,1.527,6.765,1.223,8.589,2.365,2.524,6.097,2.679,0.8143,0.8988,0.7475,7.997,5.233,0.377,1.405,5.704
2016,REG000001549,2.5638,1.319,7.121,2.104,6.033,2.298,6.814,2.823,9.676,2.736,0.0222,0.5354,0.2298,0.077,0.511,6.112,3.952,3.632
2020,REG000001550,1.1949,7.044,3.885,5.898,7.058,6.693,9.202,7.901,0.729,6.443,0.6408,0.3403,0.5487,5.846,1.77,0.735,4.772,5.609
2024,REG000001551,1.922,2.726,5.601,3.57,1.783,7.631,0.004,5.152,8.753,1.712,0.4448,0.578,0.645,4.211,2.952,2.604,3.79,3.544
2019,REG000001552,2.0111,7.414,2.693,4.647,4.771,5.199,2.52,1.792,7.459,6.828,0.3591,0.7762,0.4224,8.008,0.232,0.085,0.115,4.595
2008,REG000001553,9.4052,2.019,5.317,5.401,1.044,1.357,9.469,3.664,1.098,1.508,0.1756,0.1824,0.1012,3.593,8.9,0.069,9.813,4.54
2008,REG000001554,6.3073,1.517,4.38,5.435,1.146,4.508,8.964,2.266,8.19,5.212,0.8114,0.436,0.8168,7.962,0.224,7.729,1.569,4.747
2024,REG000001555,6.6654,9.424,0.031,9.711,8.91,7.55,2.679,8.411,1.27,3.812,0.0185,0.9583,0.6966,0.163,4.945,2.315,1.493,7.339
2013,REG000001556,9.9235,5.254,2.516,3.112,5.704,1.414,0.208,5.863,9.438,0.177,0.0675,0.563,0.6996,4.629,5.24,2.358,8.31,5.362
2013,REG000001557,7.0906,2.895,2.189,4.138,0.2,9.116,5.479,4.75,2.817,8.049,0.0502,0.4687,0.3689,6.781,1.135,6.058,6.48,5.166
2016,REG000001558,5.4427,9.561,2.296,2.062,2.286,0.007,3.181,9.726,3.486,1.389,0.0376,0.1768,0.9734,0.767,8.007,4.345,5.178,4.684
2023,REG000001559,4.8418,5.177,5.864,5.87,8.442,4.389,8.746,8.821,2.186,6.769,0.6059,0.0932,0.945,9.686,3.587,3.348,1.415,5.852
2025,REG000001560,1.1469,1.628,9.406,3.106,4.934,8.283,9.984,1.066,4.524,6.106,0.3434,0.6248,0.3302,3.882,1.88,9.713,2.31,3.807
2014,REG000001561,9.093,6.858,7.826,6.197,4.295,8.466,2.099,2.799,2.521,9.956,0.7685,0.5353,0.258,7.8,3.993,9.965,3.331,5.584
2019,REG000001562,2.6211,1.685,0.15,8.842,1.087,5.06,0.436,2.764,0.606,0.989,0.3191,0.6566,0.3202,3.009,0.698,1.216,1.969,3.574
2018,REG000001563,4.4532,6.428,8.827,2.85,8.313,7.282,2.438,9.014,0.008,8.26,0.8388,0.9659,0.7902,6.721,7.359,4.18,3.733,4.949
2019,REG000001564,6.5453,4.119,5.252,8.341,3.512,4.51,7.882,5.728,3.974,9.005,0.2744,0.9482,0.7786,5.429,4.315,9.445,9.354,5.581
2008,REG000001565,9.1694,1.525,8.352,6.827,8.839,5.263,8.508,1.921,9.244,6.121,0.4981,0.5177,0.4635,7.756,4.28,0.739,0.807,6.027
2020,REG000001566,6.7895,4.011,9.003,7.79,9.893,6.61,0.466,9.577,3.289,1.149,0.312,0.7698,0.4141,6.461,1.071,0.941,9.971,5.567
2017,REG000001567,2.9846,3.145,7.717,4.891,6.298,7.587,7.692,0.141,9.48,2.782,0.724,0.5743,0.9337,3.929,6.242,4.112,5.394,4.675
2014,REG000001568,2.9477,1.818,2.911,9.184,4.072,9.428,9.119,4.399,0.394,2.742,0.9054,0.5813,0.8065,8.326,1.391,0.517,7.22,5.31
2020,REG000001569,10.0048,7.33,2.957,9.171,7.27,5.253,7.831,6.825,0.803,3.961,0.3074,0.8735,0.7262,7.298,6.281,6.632,0.278,7.233
2011,REG000001570,4.0319,0.073,8.583,6.329,6.402,7.369,0.673,5.686,4.276,6.633,0.2425,0.4418,0.7657,0.954,0.884,1.4,7.268,4.045
2017,REG000001571,8.124,5.945,1.009,8.941,6.933,1.13,3.534,8.195,0.678,7.43,0.3868,0.934,0.5807,3.456,8.533,6.748,2.414,6.106
2019,REG000001572,4.2241,6.385,1.359,4.991,9.982,5.582,0.095,0.09,8.85,3.063,0.1208,0.6807,0.8175,3.714,9.036,0.141,2.974,5.338
2013,REG000001573,1.1082,5.444,2.997,5.05,8.03,0.275,7.338,5.497,0.405,8.09,0.1849,0.6323,0.515,9.673,0.131,7.938,8.414,4.386
2024,REG000001574,7.8063,7.28,6.767,4.403,2.415,1.959,5.932,7.898,9.634,0.499,0.4501,0.2187,0.6288,9.057,1.919,3.03,2.581,5.352
2019,REG000001575,3.0274,3.282,9.729,8.326,1.403,6.114,5.14,6.664,1.902,6.273,0.2251,0.7496,0.1161,2.618,2.554,9.811,9.455,3.959
2025,REG000001576,6.8365,3.438,2.073,2.333,6.125,2.644,4.447,2.768,8.528,4.032,0.8326,0.5873,0.1204,6.689,2.73,2.6,4.416,4.952
2023,REG000001577,9.4606,8.271,9.196,0.239,7.203,4.937,6.185,6.393,9.673,6.349,0.6309,0.9721,0.9608,3.765,6.096,9.397,4.245,6.065
2019,REG000001578,7.2347,2.47,7.186,0.724,9.975,6.766,1.179,3.189,3.556,9.973,0.8965,0.4522,0.7982,8.93,3.836,3.538,6.94,4.719
2016,REG000001579,2.9588,5.361,6.075,7.409,0.237,6.675,9.037,9.894,4.268,2.393,0.3257,0.172,0.453,7.865,4.98,5.526,7.41,5.11
2013,REG000001580,6.7889,2.016,3.403,7.557,5.754,5.395,7.003,4.952,2.823,7.374,0.5829,0.1595,0.2511,0.914,3.706,1.184,5.891,5.602
2012,REG000001581,3.017,0.516,6.931,7.649,7.536,9.536,0.427,8.601,7.356,3.582,0.774,0.0814,0.6205,7.456,4.97,7.619,3.786,4.941
2016,REG000001582,2.4461,5.144,2.413,8.294,2.065,8.102,5.794,7.499,9.981,3.829,0.3313,0.218,0.6183,8.83,0.04,9.839,2.937,5.692
2025,REG000001583,6.6542,1.208,9.24,5.096,0.319,7.682,0.515,2.805,8.317,2.714,0.0472,0.845,0.9447,8.246,9.523,6.29,2.839,3.689
2009,REG000001584,4.7893,0.484,3.726,0.775,7.085,1.061,4.175,1.21,7.815,9.56,0.5784,0.4564,0.2801,8.512,0.31,5.758,9.967,3.748
2010,REG000001585,2.8544,5.667,3.124,5.73,7.367,4.62,6.859,9.161,0.508,2.907,0.3461,0.3712,0.6126,0.393,5.64,5.909,8.604,5.372
2011,REG000001586,9.8545,2.208,1.412,6.961,3.657,1.892,9.361,0.969,2.665,8.601,0.8948,0.8129,0.3921,8.405,6.191,6.161,5.839,5.577
2015,REG000001587,6.7546,1.342,8.853,4.929,8.824,1.247,5.317,6.224,6.824,2.193,0.2893,0.0362,0.5913,0.918,9.09,7.94,3.013,4.647
2012,REG000001588,9.1037,2.663,3.192,2.607,8.054,6.133,0.145,7.056,1.132,5.222,0.3709,0.3415,0.1112,3.203,1.821,5.397,4.427,5.325
2019,REG000001589,7.6278,0.462,9.27,4.472,3.16,2.532,9.044,8.035,8.534,3.542,0.5103,0.9206,0.7664,7.356,5.488,1.681,6.14,4.733
2012,REG000001590,9.1429,1.247,6.473,2.246,3.874,0.906,1.91,5.994,8.981,0.847,0.5848,0.783,0.4442,2.817,4.165,9.795,9.785,4.144
2010,REG000001591,3.969,9.032,4.969,1.882,0.435,8.0,3.841,1.68,0.595,8.758,0.4882,0.2409,0.6475,0.877,5.515,3.773,9.226,4.202
2008,REG000001592,8.3431,7.377,7.262,9.992,3.672,3.094,1.048,5.136,9.049,2.398,0.9568,0.1431,0.4473,9.335,1.458,5.28,3.787,5.55
2012,REG000001593,9.7422,9.101,9.772,5.002,5.596,3.285,2.605,9.286,2.516,7.434,0.2621,0.9696,0.4159,9.531,4.394,0.908,5.264,5.709
2011,REG000001594,6.8633,0.137,7.701,8.514,1.265,3.79,7.313,8.516,0.921,4.517,0.5182,0.3611,0.6619,8.341,5.733,8.243,1.163,4.469
2011,REG000001595,6.1384,6.647,7.887,5.575,7.794,0.877,3.511,7.709,6.033,8.979,0.4482,0.6667,0.2298,4.559,7.457,2.872,7.644,5.193
2014,REG000001596,3.3625,9.77,3.136,5.854,7.807,3.259,4.605,3.919,3.98,7.078,0.2504,0.0009,0.6676,4.819,3.755,8.41,2.162,5.503
2021,REG000001597,0.4676,3.641,3.979,9.214,9.163,7.312,2.113,4.549,9.162,2.166,0.1697,0.2269,0.501,4.498,5.946,4.547,6.843,5.161
2015,REG000001598,4.3267,9.87,7.054,2.718,9.384,6.232,2.111,0.403,1.739,1.117,0.1619,0.5035,0.8341,9.827,0.032,4.514,2.153,4.745
2011,REG000001599,1.3018,6.52,5.515,4.317,2.314,5.99,5.083,8.238,5.034,8.561,0.6883,0.2126,0.2725,1.968,8.38,3.008,0.505,4.505
2018,REG000001600,5.7699,0.838,3.042,8.474,7.528,0.989,7.291,2.985,6.052,2.539,0.4778,0.9617,0.4683,1.614,5.561,1.519,3.422,5.057
2018,REG000001601,4.521,5.787,8.488,9.635,5.692,3.988,0.593,2.111,0.634,5.164,0.1955,0.7959,0.4925,1.967,2.505,2.019,7.855,4.125
2013,REG000001602,9.6321,2.236,1.972,7.533,6.149,0.598,5.603,5.876,4.178,9.915,0.4323,0.5714,0.7578,4.651,6.42,5.712,4.913,5.818
2022,REG000001603,6.3602,9.363,0.081,8.32,2.27,2.469,8.104,5.877,6.783,1.017,0.5488,0.1207,0.4368,3.121,0.121,6.019,3.552,6.34
2017,REG000001604,1.1473,5.417,5.317,0.628,5.833,3.367,5.573,0.439,2.986,2.119,0.9648,0.7548,0.4746,0.884,5.149,5.752,4.71,3.277
2008,REG000001605,6.8464,4.132,4.421,2.425,0.053,6.198,9.663,9.413,3.851,4.991,0.2528,0.3772,0.3441,5.919,3.272,5.341,9.346,5.3
2010,REG000001606,3.2845,0.118,4.39,2.414,8.102,1.667,9.305,6.749,6.832,1.571,0.6582,0.9282,0.1581,7.893,7.311,7.294,4.905,4.463
2011,REG000001607,6.7146,7.516,5.59,3.049,5.706,1.338,0.711,7.615,1.521,4.577,0.9092,0.3907,0.0819,2.945,7.303,9.517,2.629,4.536
2011,REG000001608,2.4137,3.731,9.621,3.507,3.713,0.634,6.431,5.933,8.645,6.275,0.236,0.5035,0.517,1.944,8.065,4.949,1.389,3.525
2014,REG000001609,2.9548,3.553,3.432,5.806,2.521,7.449,9.341,7.792,5.031,0.853,0.1225,0.2369,0.7817,7.675,8.577,5.886,1.907,5.239
2013,REG000001610,2.0329,0.466,7.236,7.154,3.603,2.01,1.746,3.075,9.403,5.729,0.481,0.1005,0.2157,2.905,1.102,3.888,5.857,3.158
2008,REG000001611,5.21,0.825,8.33,0.321,3.969,3.905,9.526,2.019,9.47,5.032,0.142,0.7714,0.4691,5.483,7.12,6.092,9.867,3.935
2022,REG000001612,9.0601,8.505,3.94,8.994,2.471,6.673,3.268,7.364,2.683,6.09,0.4163,0.2751,0.8485,9.497,5.174,1.895,9.544,6.424
2017,REG000001613,5.7762,9.482,2.362,2.041,9.617,3.086,5.874,0.612,9.885,4.92,0.0808,0.943,0.5333,5.357,4.433,7.008,3.361,5.969
2014,REG000001614,1.3853,1.51,9.344,3.613,4.104,3.434,1.105,7.894,3.679,5.987,0.1026,0.4486,0.2143,7.55,5.999,3.276,4.724,2.815
2012,REG000001615,3.4724,6.383,8.321,3.355,8.382,6.629,5.811,7.163,4.047,5.058,0.2078,0.0128,0.471,1.369,9.957,8.973,6.109,5.165
2018,REG000001616,9.0725,2.767,8.808,0.316,2.52,8.677,5.61,7.277,7.918,6.517,0.2058,0.1846,0.0645,3.387,5.44,6.851,7.441,5.179
