house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2024-11-09,SRV-0478b16aa049,3726,2604,1164,763,65,501,451,21.15,75.13,173,45211,48.94,67.45,7766,8712,50640,4922,28.11
2018-04-18,SRV-89e55b47abec,3513,5768,2402,1466,296,1390,67,20.69,82.28,66,131,14.11,84.55,9057,2156,1539,15670,79.48
2020-02-07,SRV-5318ef23a897,30,1981,2314,1584,586,1302,505,9.64,54.44,211,51152,75.46,5.01,3865,1731,28043,16577,27.73
2021-12-12,SRV-0cd9f09932ae,3157,7006,439,749,577,905,65,17.05,34.22,53,45385,29.78,13.47,4530,427,63714,14354,97.88
2019-08-09,SRV-e3013c92f415,480,6611,1200,1177,741,747,400,7.54,59.84,100,22096,90.07,66.71,6956,486,60426,14495,28.91
2019-09-29,SRV-2889cf28c7df,846,6685,2028,558,719,378,532,25.3,98.65,0,24227,43.14,65.87,11808,5376,30213,8563,15.21
2018-06-17,SRV-28b2da73b053,541,8425,237,1996,651,1235,369,14.7,70.58,91,16948,57.51,16.91,9729,6367,20967,17171,43.25
2019-10-17,SRV-62e474cb5e8f,2460,5003,1610,226,797,1087,244,31.66,60.72,118,13762,99.21,22.9,9539,7220,62404,4568,11.83
2024-05-13,SRV-35c7be1ed46c,3723,2383,2,1808,66,1501,524,1.97,45.4,27,39562,27.91,38.42,4654,7125,50700,1987,22.93
2022-08-29,SRV-3b9af4107221,1112,1903,854,822,394,705,154,0.69,34.99,174,11321,91.1,4.63,7733,2652,2034,3974,72.74
2020-07-16,SRV-941f0d0e27b4,3314,4305,594,83,457,431,203,1.56,34.54,188,23715,25.58,64.81,2007,1670,23194,11469,3.3
2024-06-23,SRV-d19e0e826dbc,2795,7850,1108,197,142,1282,258,5.63,70.72,246,47583,55.13,61.6,10428,4760,53793,2927,19.94
2020-02-02,SRV-2dc68f792b06,295,4883,558,1174,278,857,378,29.61,31.21,103,32759,18.32,20.52,395,8365,30152,16307,71.44
2023-07-15,SRV-2ebaca552538,2617,7295,2288,1947,360,490,474,25.42,71.39,5,52950,84.36,62.24,9146,5584,54499,5348,96.31
2022-03-04,SRV-7eb59001f90d,2691,4140,1915,1020,726,699,218,23.4,88.51,230,33866,58.94,48.02,9527,6258,7019,1772,33.12
2024-09-18,SRV-c5a15c07e88e,2057,1209,1522,1719,717,332,406,3.64,70.34,166,19110,17.25,45.34,9175,3597,46292,8841,62.61
2023-08-31,SRV-3a6ba9704525,3055,1566,1423,1451,360,604,393,15.55,50.86,190,28705,79.75,28.77,2052,6121,11296,12388,85.73
2020-09-05,SRV-51f912f7461b,499,1057,1897,1529,221,420,115,12.09,25.75,176,184,67.48,33.4,3034,593,18729,3136,92.02
2025-09-21,SRV-2fe0bae21c6a,1657,4528,1355,1625,722,636,516,34.5,29.34,16,53407,43.02,45.23,6200,6353,60462,3143,94.09
2018-03-23,SRV-46aa43a9d859,1737,7719,1540,1575,170,450,78,19.61,73.12,218,41912,11.95,36.83,5143,4342,62330,15716,39.23
2023-01-14,SRV-4bb3f213d082,2282,7637,2455,225,101,60,379,13.57,63.81,52,11222,20.16,62.17,6014,1332,48543,14987,0.18
2021-09-19,SRV-d796f900a5c9,3740,8004,2243,819,482,1125,510,33.18,28.55,204,41184,18.47,26.83,746,2380,59880,12786,26.9
2020-11-10,SRV-4146fe92ab2d,457,615,23,949,339,1074,538,7.19,41.12,166,2318,54.92,16.25,2258,4425,20422,16915,71.24
2020-08-22,SRV-64d4292b73ea,974,3833,1520,1512,93,266,240,31.33,29.6,239,17755,71.07,12.2,4039,667,17857,11485,42.73
2025-05-27,SRV-05807a09396b,743,6119,115,569,260,361,21,13.59,92.42,84,4259,49.26,31.25,8437,8567,22598,1114,12.27
2023-06-20,SRV-cde96c8ae8f5,1227,7821,1932,1634,572,46,326,30.04,88.52,175,53338,77.88,32.69,2327,3228,34488,6024,64.9
2024-10-03,SRV-6ec228f865f6,2251,62,1166,1933,474,162,81,29.95,58.76,159,10857,91.46,72.67,252,2537,46388,2787,23.76
2019-01-29,SRV-5bd30d4d95ce,137,7633,2298,1380,354,1765,356,6.23,30.91,139,25066,81.92,76.82,5643,2140,64154,17429,45.46
2024-03-16,SRV-87994f7c95b6,2931,5632,1836,802,529,1197,455,18.19,96.64,70,30938,99.37,72.26,1784,2292,27373,11892,0.4
2020-10-16,SRV-ef27bb2bc869,17,1800,127,1554,632,674,442,24.12,72.27,202,38857,30.87,5.28,1999,4126,54657,944,69.45
2018-11-15,SRV-a6d05da3c6d1,3186,3947,277,1346,179,248,363,17.98,40.93,65,27545,28.49,51.01,10940,2200,3138,17830,49.52
2023-03-18,SRV-25c781779578,3732,4452,721,800,328,1352,35,12.55,44.09,151,11536,28.12,79.65,3810,4886,40678,5045,25.17
2024-05-30,SRV-d314946a5e14,171,4765,1126,1021,289,892,149,28.7,26.47,7,30624,23.8,46.12,6723,7076,57860,3578,70.35
2019-11-11,SRV-0f0fa56588ae,329,706,490,1465,319,1461,507,26.34,30.72,26,23901,23.31,19.8,250,8384,57369,6433,27.52
2021-09-17,SRV-9bffdb79fa89,1929,6572,1321,862,580,31,101,8.37,44.57,79,43753,27.75,39.65,5808,6040,547,11247,46.39
2020-04-01,SRV-64106c450f79,2359,8153,161,1420,443,312,409,24.68,87.85,168,979,39.26,0.78,10311,2112,58023,11361,86.17
2019-03-27,SRV-e84ecacf7388,3458,6675,1887,320,636,253,476,13.29,71.17,51,36083,23.63,37.18,2975,2798,6947,10581,36.41
2025-07-29,SRV-7b956e6757f2,1555,7819,2364,232,501,1027,68,10.6,47.28,194,15891,30.93,32.51,2059,2353,52728,9597,78.4
2020-11-23,SRV-540d4da74117,509,1232,72,557,254,585,142,0.67,41.43,80,26122,30.75,61.49,1000,7350,61992,8983,60.96
2022-08-26,SRV-349811b73943,2179,6883,578,1676,330,1260,64,34.57,84.37,1,47710,10.55,42.42,8917,8585,38588,17308,47.14
2024-11-19,SRV-fc1d8b5b031b,3956,5820,1,1943,690,1708,60,29.54,78.3,249,18494,26.87,77.12,288,5996,2860,17306,23.54
2021-06-24,SRV-4641787a6fc0,3247,4334,1082,934,329,996,389,24.84,41.12,196,5986,76.15,42.4,2432,533,9563,3179,21.7
2024-12-24,SRV-486d2ce2b115,2089,44,1506,804,436,788,152,17.17,93.58,234,10501,94.86,72.47,11903,8202,24743,11303,18.75
2021-01-20,SRV-f75cd52ce91d,3616,8369,1791,137,567,364,335,24.4,52.77,129,34658,34.57,28.15,7318,7621,20104,13814,71.06
2025-02-03,SRV-1ef403170ff2,3105,1253,2464,1076,438,236,86,21.87,83.02,5,5801,44.24,74.49,3549,3353,60913,16655,78.18
2020-10-22,SRV-ba32c1c8e110,1303,4908,1262,1270,569,234,209,25.36,64.99,126,28778,92.29,57.02,5038,5912,29064,1214,63.12
2025-11-03,SRV-92c5092182af,1288,2726,912,1687,159,1217,83,24.18,80.74,247,36059,51.15,62.57,5312,4986,56911,6210,86.16
2023-09-30,SRV-a5687d00a3ba,680,8686,862,139,77,410,135,4.9,97.22,223,36107,61.88,66.73,159,6752,64923,6766,40.97
2020-12-29,SRV-5d51ab760e95,3578,7282,2398,1177,279,1584,175,28.67,40.21,12,13800,88.52,26.15,131,7704,19668,567,17.95
2023-04-25,SRV-538ecc6b1ef2,666,2723,2020,441,320,552,473,24.05,50.26,181,39035,58.02,24.23,11088,7228,14597,17217,25.12
2018-10-10,SRV-98b3800b5bf0,2173,8713,1586,1418,211,1203,389,6.79,30.51,93,19852,19.37,78.36,11349,2982,62763,7049,17.85
2018-02-03,SRV-73dc71a217c6,207,8966,874,1132,534,712,518,13.15,40.41,105,17846,76.55,35.35,8485,3250,30288,10553,94.4
2023-09-01,SRV-ad2cbdd50604,1859,5441,1642,674,277,1122,86,29.64,30.42,8,549,68.41,66.74,1,2255,61649,3276,98.58
2019-08-23,SRV-31b1a5da3041,3630,5984,2411,1862,771,1792,167,26.01,62.69,62,45173,49.71,64.59,4435,1145,24228,7162,79.28
2023-10-13,SRV-8de59371fc33,257,8759,2127,104,256,1379,199,31.01,62.6,225,27755,59.61,45.23,11337,5617,61025,17031,13.6
2025-06-21,SRV-8ba7534b84cc,1808,8970,1104,1081,52,1419,72,7.09,87.21,193,43542,64.41,42.38,5197,615,20635,14162,87.98
2018-10-24,SRV-f544fc1488a2,1202,3473,94,1841,636,648,360,25.42,34.49,57,8745,20.13,16.33,4792,8239,48726,6406,0.08
2022-05-07,SRV-a3d102d8dfd9,853,5894,2007,990,596,118,142,34.56,58.49,64,31054,18.72,38.03,11734,8135,10534,2336,73.71
2018-12-14,SRV-f62a1632a3ca,1518,8880,1406,10,605,1212,54,26.72,95.69,104,6924,53.45,18.56,4883,2805,39837,11325,73.55
2024-12-03,SRV-c96729bae188,548,542,1057,1627,363,945,391,22.89,61.21,158,32522,63.72,33.86,1444,2240,44399,14181,14.2
2020-06-12,SRV-560feaa14671,1063,2387,699,1783,281,1609,276,17.47,72.32,115,51185,59.31,35.43,8139,4491,41159,11112,50.49
2023-10-27,SRV-4ce3cddd9a21,3785,4276,326,1512,627,1036,496,24.4,90.38,219,46433,84.33,71.27,1800,6686,44737,1959,22.98
2022-01-04,SRV-574bf56a0b59,617,1669,1240,125,733,26,322,13.82,87.2,0,28554,97.64,83.76,1828,2202,5747,13398,99.95
2021-01-13,SRV-faf682324bd6,3709,3910,2306,1845,223,900,131,25.02,77.27,162,52334,28.73,81.58,10869,1799,26963,3474,20.78
2019-01-07,SRV-668c6ed95357,2496,7087,1839,1175,252,484,479,28.55,97.2,31,29899,43.87,59.9,1075,4152,50816,770,32.29
2022-01-13,SRV-2ca03b449b12,391,3979,1386,997,23,650,158,27.56,77.77,65,43776,55.56,47.25,14,5503,61075,12917,38.29
2022-10-21,SRV-e905ec9ae60b,674,4268,322,1520,454,1030,87,6.85,28.27,215,17710,59.47,45.08,8417,6763,1447,5577,18.44
2024-11-04,SRV-15729f4cc23f,1596,3211,136,1426,657,4,358,4.89,82.86,118,44509,40.98,78.95,313,1548,3078,16411,83.14
2022-11-20,SRV-07a6f3d4f70b,1984,320,1624,517,125,1407,314,19.94,39.63,97,13521,29.66,64.4,853,41,48894,6155,82.7
2023-10-23,SRV-11882473f7a8,1378,1660,1788,1350,82,483,92,9.91,59.08,36,50364,16.45,33.49,182,8457,14943,3788,26.88
2018-11-11,SRV-c69b01deb223,1042,4704,332,3,360,1437,408,2.26,60.12,223,54098,16.52,10.98,9471,3978,25935,9693,79.89
2021-09-24,SRV-bad63bd137db,1663,392,632,343,656,435,51,32.22,49.49,86,33456,29.2,77.67,8680,5484,3774,13372,64.98
2023-07-28,SRV-d1bdb80bb932,2224,3237,223,1859,57,1681,28,30.97,66.91,55,38044,51.24,82.54,1753,4367,34003,10613,43.96
2020-12-03,SRV-e732a96b4564,2584,3023,431,713,46,1025,291,12.67,84.04,73,33778,97.98,24.65,222,7386,37519,11840,17.28
2025-05-18,SRV-e7dc02ad943a,3115,6493,750,734,380,497,407,11.88,96.43,234,26961,87.93,48.86,5162,8030,22996,17574,55.34
2025-11-08,SRV-05faff28bb06,614,2427,1813,676,293,1300,400,34.9,95.42,90,48058,58.23,12.74,5478,6031,56114,11449,63.35
2023-08-14,SRV-69f0d75d6a6f,365,5610,1245,594,74,1462,246,20.47,52.79,13,10686,38.11,44.13,4378,3351,59774,17558,53.27
2018-06-13,SRV-5a434bc11655,1392,3570,2129,641,46,524,473,13.02,86.74,185,15651,52.78,15.82,5543,588,13929,3776,23.27
2018-10-08,SRV-5b18e2e55062,2767,6639,1526,953,794,1097,427,4.18,62.13,108,27117,21.36,16.54,681,6865,10148,10193,12.54
2018-09-23,SRV-9f7eed8ae60c,3694,1885,12,1970,560,19,416,17.42,29.11,65,39907,61.27,21.93,1406,1409,46692,6757,98.03
2022-11-28,SRV-a23eb22a21cb,920,8063,869,1893,635,581,342,34.49,75.32,109,26687,87.32,8.13,9430,6067,47198,17546,45.07
2024-11-02,SRV-e2032abea05d,3078,7120,2396,29,244,1042,492,34.13,29.74,88,42898,58.11,71.87,2097,205,27556,3889,94.8
2019-03-01,SRV-50dfe7d8bdfa,1933,1876,239,1071,218,1475,300,25.31,94.47,187,10444,52.36,20.88,8169,3262,47922,6995,98.99
2024-06-27,SRV-d48879dd981b,561,1467,178,918,263,426,35,27.72,75.81,223,53542,52.61,40.96,3559,1132,22678,4840,51.07
2022-05-27,SRV-e4752a1a6570,2192,4040,1034,1576,61,167,137,34.28,71.37,114,32496,98.28,38.55,2558,4729,50345,1392,59.11
2024-11-27,SRV-082e195ab024,3665,6926,2001,626,192,423,290,19.73,57.08,221,10008,97.6,57.28,11720,2332,49948,12430,34.14
2023-03-15,SRV-e5fafe7e8edc,3755,6589,1496,952,639,540,92,24.07,60.75,110,31952,35.89,77.07,11990,3499,22519,4636,66.91
2023-04-07,SRV-9929087b6c03,3910,1964,2361,476,529,1765,463,4.04,89.47,191,35591,37.2,23.26,4356,4693,8964,10198,84.41
2022-06-05,SRV-26e18133d1f6,859,3706,2133,1900,96,991,6,12.27,81.85,156,13658,55.99,15.53,11484,3635,8754,12939,22.34
2019-02-24,SRV-b28ef7e1f56a,372,1136,942,496,518,1392,448,9.44,87.51,52,34967,69.75,55.28,1787,5370,38748,2476,86.27
2020-12-12,SRV-8f2b20fa4818,3180,3742,2285,1996,728,1756,355,18.69,91.93,33,4571,79.42,9.71,8026,3332,23312,10328,4.41
2021-11-24,SRV-3b88eaacc471,1952,3942,1679,529,298,1293,201,6.78,48.05,159,16667,42.92,4.39,5126,2516,43561,14454,58.66
2018-11-08,SRV-7a2f8cbdac4e,3947,3654,2384,778,592,1683,88,10.29,85.72,66,38952,57.8,3.56,1333,2861,18116,13800,92.1
2021-06-15,SRV-72b12f5fdc73,2215,7352,909,1168,363,386,82,0.21,91.78,18,6149,71.49,58.47,6173,2549,31367,1877,87.67
2023-07-30,SRV-5785bd8d3041,752,7650,2411,892,595,677,231,4.83,34.42,138,34849,16.66,64.48,9961,1036,3158,11019,81.24
2018-11-15,SRV-f5684fef8212,2465,3852,541,655,330,1747,393,22.03,53.96,209,45116,40.76,74.01,4642,5966,33870,12540,73.29
2020-01-04,SRV-2e9cdf0055ab,1418,577,554,984,409,173,250,21.0,75.68,115,18047,46.1,35.83,5044,701,12156,14512,84.78
2023-08-19,SRV-34cb9a6409c4,2751,8407,1222,910,521,652,445,1.91,93.34,249,52889,51.43,61.62,8688,6936,48194,16956,24.28
2018-07-31,SRV-ea7d56044a24,3483,4091,454,1439,789,1775,349,6.72,69.03,223,15969,77.02,50.1,3993,2557,40522,3876,24.8
2018-12-18,SRV-cd1d538ab7bd,1614,3688,1546,196,163,1450,80,30.7,50.53,195,36553,91.42,24.79,6663,3529,35192,11439,45.5
2024-09-24,SRV-2e1f852a9f27,3123,8925,1098,1575,505,1096,537,19.62,55.03,34,5465,43.07,11.64,5115,8134,63974,2251,41.31
2018-10-01,SRV-fd76d1c27f7a,2133,2258,1977,337,315,1115,517,11.62,85.02,246,4196,20.56,82.67,7802,1317,24992,4050,50.53
2019-01-11,SRV-b019a625a616,1255,4567,64,459,714,82,308,21.0,91.48,124,12492,64.14,53.82,3479,764,46415,9003,76.67
2024-02-19,SRV-4612e7b74df2,3605,5454,102,1201,356,903,443,10.35,53.74,243,26104,15.64,74.26,10863,3274,31304,197,72.37
2024-05-27,SRV-42dd5790735d,632,6710,457,742,476,296,10,24.74,44.89,64,21973,11.07,0.13,8062,3330,45474,3300,27.11
2020-09-17,SRV-3660fb165589,3494,2347,1169,376,700,1028,223,17.61,73.6,177,32879,40.98,41.9,3477,3990,42621,11791,23.43
2020-05-23,SRV-cbba8f7b8d1f,3391,1870,1904,80,88,1665,176,0.81,80.56,178,36262,53.53,73.98,8332,4689,54553,12695,88.75
2025-03-03,SRV-431012e2fa57,2552,7405,2345,1693,435,1306,125,15.77,67.07,77,22945,76.62,67.74,9247,2779,60255,6247,30.49
2018-03-23,SRV-78287d74d5ea,1835,3971,2119,1448,254,399,176,18.26,26.44,165,1011,34.24,55.75,5339,6557,21432,17320,72.12
2021-05-25,SRV-8149c5b5272b,1704,1868,1669,1097,93,41,532,8.46,71.72,193,4859,36.33,48.51,5996,8375,34113,12458,98.82
2025-04-12,SRV-b7e1198bb119,3312,8295,1977,151,622,277,462,9.89,68.37,21,18626,77.39,11.61,2201,4715,34464,8408,66.08
2023-07-17,SRV-9b4c916ec56f,2790,2481,544,1564,246,184,153,30.59,61.64,92,52496,40.63,72.42,10805,4695,23009,4594,6.86
2022-04-08,SRV-393054be6386,3211,7322,1861,809,776,1678,328,33.84,97.49,150,24526,25.04,43.2,8369,6429,33402,6294,35.39
2019-12-06,SRV-64c9ccac9e1a,1765,2867,720,682,775,810,231,17.61,41.16,75,27820,20.89,29.06,803,8363,53854,61,37.92
2021-08-30,SRV-b1270902195f,2555,6483,1343,1249,269,630,415,13.23,84.85,40,18354,12.56,79.4,5318,6708,13224,5432,60.24
2022-04-06,SRV-be5b65bd1200,1918,3972,2056,406,640,787,500,14.51,97.44,76,49317,40.39,29.95,2917,4463,15822,11324,7.29
2025-09-06,SRV-5c9e80836a2e,284,6125,2367,394,103,217,51,5.73,78.26,31,25111,58.6,32.7,9779,120,10824,3397,42.03
2021-03-10,SRV-40303ec9a897,3108,7507,1851,762,203,707,301,26.74,49.29,193,19006,30.84,25.92,2483,7631,34672,17841,64.25
2019-08-12,SRV-008bf8b1c806,3947,1658,601,1003,445,509,437,12.99,52.54,210,17562,53.51,73.46,5044,1503,29456,1071,29.21
2025-07-13,SRV-1cd7ee5c1e34,715,1836,708,1136,81,1453,204,14.81,42.33,225,29525,57.74,71.13,1433,1471,29450,14743,72.38
2024-03-13,SRV-b78899a7da4a,3590,6535,1026,1064,143,1189,103,22.15,26.8,163,39130,41.98,48.94,78,4393,61777,510,50.83
2021-10-09,SRV-5d994242c007,559,3706,2209,1182,536,916,278,8.76,70.65,42,14829,35.31,26.51,5274,758,49353,14211,3.31
2020-02-28,SRV-b4ead512f13c,2469,573,1103,347,160,864,482,21.11,54.21,232,15483,47.41,34.68,8973,2728,24061,10943,23.63
2020-11-13,SRV-ee054b39e39f,3980,519,2003,1838,634,1742,155,20.99,51.18,169,2994,68.63,35.66,4369,6853,19579,1525,77.25
2019-08-07,SRV-7a8df4659903,1822,2924,421,945,776,307,413,15.21,61.64,242,21411,69.37,1.84,82,3316,28369,2304,6.83
2018-01-17,SRV-2f9ce2b396ab,5,611,565,255,351,1317,126,20.06,61.56,76,45118,63.32,19.86,2712,1480,7539,15827,84.86
2024-05-04,SRV-421bd1e08d1a,1789,1289,491,1528,637,904,359,9.23,30.83,241,48888,59.03,23.72,9535,519,21607,15637,47.99
2022-02-01,SRV-517d72932433,1733,8723,2087,1079,223,1508,96,5.46,91.89,63,33318,63.01,20.1,10531,7984,42744,4681,97.5
2020-04-10,SRV-21aa1fa09793,488,1872,448,76,526,155,85,9.19,85.46,153,8667,29.76,56.49,3990,1539,2870,11624,78.77
2018-04-07,SRV-c2bcf7aefcbc,2241,2088,1088,279,632,1624,202,8.28,32.36,43,5554,29.37,9.13,8239,5467,11880,17040,82.87
2018-04-28,SRV-b52e48871af3,1168,6601,1305,1019,90,1538,22,10.39,93.8,133,39008,68.88,21.36,10204,8690,3192,1095,77.7
2025-12-01,SRV-1e068dff46fa,2716,7541,2096,1292,254,812,237,32.78,33.56,62,2803,97.3,12.99,1150,3064,1796,1314,2.82
2022-07-07,SRV-00437a55a672,1855,6654,762,1693,620,1505,337,1.82,41.75,124,48635,77.05,74.45,1880,7397,54229,5120,18.97
2018-12-03,SRV-7d8eed8f8160,1471,5508,441,189,792,1072,462,31.78,50.17,73,41926,57.69,81.7,11949,2928,2413,14800,80.55
2020-06-16,SRV-9ec212a09127,3309,2153,1031,1675,562,1774,169,10.16,74.86,26,48630,21.73,48.12,2942,3260,19064,3282,31.47
2022-04-04,SRV-a3161cfee8b6,1925,4153,841,1416,365,754,150,8.07,65.76,39,11690,15.69,18.77,6936,5814,38637,8690,11.76
2019-12-02,SRV-d4ed4eeed125,3247,583,2265,439,331,1277,297,13.64,86.87,114,15961,71.09,15.63,3332,3309,28912,1562,44.47
2022-11-07,SRV-d501d44e6d55,522,5902,1914,675,779,822,332,15.28,85.14,164,52009,46.4,18.84,7210,5129,2082,6780,67.25
2021-11-07,SRV-c5aa4a6c97a1,3245,4233,631,95,651,956,129,13.67,29.52,188,41044,70.8,46.66,10035,3645,53880,6602,6.7
2022-07-06,SRV-2c04c33b979d,942,8329,812,330,287,1287,405,31.27,66.54,245,20614,33.17,12.34,3786,4548,56592,3145,38.65
2018-09-06,SRV-4b1905f3d74a,2205,1178,2133,1265,340,120,184,21.75,95.49,145,30930,10.53,57.28,2196,7915,18262,16777,64.2
2020-01-25,SRV-9f4c63e6cee4,1007,3272,599,1840,790,1324,385,8.71,38.9,76,50998,30.58,44.98,5120,7118,57373,551,4.3
2024-07-02,SRV-7a307fa7ef8d,3893,1373,749,221,21,1626,233,20.99,45.24,122,37438,31.84,38.76,5441,7776,11984,14985,38.85
2025-11-29,SRV-6b78f64bd65f,1119,6087,1470,165,268,1695,375,25.87,97.41,95,3602,72.25,59.86,10007,1618,2448,6619,60.96
2021-08-22,SRV-c26c2a71beca,3770,5933,812,1205,538,1641,236,29.08,67.54,219,40279,31.63,84.1,11542,7004,57118,6710,84.26
2020-01-23,SRV-8fb4cedf1bab,2697,8899,471,189,301,1301,300,1.46,71.75,76,17374,21.24,54.45,6471,5614,8417,15956,22.73
2018-01-03,SRV-070eb6918fb7,2835,2902,873,994,601,391,531,32.34,92.79,64,14633,77.42,34.45,7747,1329,50609,17472,96.05
2025-11-07,SRV-787057cca60a,3012,3565,1883,663,551,115,376,19.44,86.77,146,13170,95.84,19.41,5563,334,28229,5222,85.85
2023-03-02,SRV-88348bf00f45,5,8057,1721,1522,799,1593,89,24.84,25.77,178,5409,89.5,17.9,4131,6442,24617,403,0.26
2018-03-22,SRV-953395c1d4f0,3624,8699,143,1575,253,1366,415,13.84,99.25,222,43865,69.27,64.92,5433,928,15643,14830,91.64
2021-08-20,SRV-ff9afc1b54e5,3145,8201,2199,1707,251,333,286,28.27,88.17,220,14935,31.74,26.55,6312,7235,63166,1424,67.77
2020-08-27,SRV-bd8cae8880bf,2098,3855,289,682,191,380,504,7.1,53.76,69,41164,97.8,21.99,6145,3065,2653,11184,10.28
2025-12-16,SRV-2d77aec4bbe3,3074,3140,1140,1647,410,446,268,18.97,61.03,30,17273,96.37,77.16,7028,939,54073,12737,36.03
2021-09-10,SRV-8b2757b012bf,3443,2132,1268,265,352,859,54,29.82,45.89,109,8277,39.8,16.23,9546,5453,19166,9705,4.89
2021-02-13,SRV-36aa3904a80b,1006,8601,286,887,363,498,535,25.12,29.77,71,33327,24.59,64.94,6690,603,32284,13265,61.5
2022-01-03,SRV-54488ed6e060,3432,5629,1761,1767,254,1497,122,1.81,97.38,238,3847,53.02,53.98,10725,5164,21778,10373,64.35
2020-11-29,SRV-467fc208be46,506,6555,894,1371,357,1509,298,28.07,30.92,4,28890,78.85,39.09,906,3074,9780,15515,68.11
2022-09-02,SRV-9f999143918e,2031,3794,2326,1600,736,309,460,0.52,86.99,12,6407,26.31,60.17,3066,1945,32319,14865,36.87
2025-08-10,SRV-f40233501375,3658,4912,1897,606,704,629,404,28.51,81.37,19,34784,21.0,41.91,1899,7926,42241,8926,99.26
2023-08-22,SRV-d173c6bc084b,1611,6642,1671,1311,165,1093,32,31.6,89.19,192,45966,71.08,52.84,9269,3684,28352,3421,32.31
2025-07-21,SRV-368e1012fb74,2940,604,2492,1020,239,1332,410,9.2,29.99,201,5631,17.58,48.5,9829,4071,30931,14264,63.09
2023-08-14,SRV-fdad89341d20,3174,5889,2408,1302,401,1352,495,10.16,64.88,181,19462,88.96,19.6,8340,8044,57092,11411,9.08
2021-11-24,SRV-f6f11b0d5fa3,2939,5102,313,7,264,96,233,27.1,87.05,144,45129,26.62,80.41,5179,4546,21321,9687,0.89
2021-09-28,SRV-13e4531cfdaf,142,5894,2003,1648,460,1756,531,19.94,33.89,64,3871,73.11,53.59,6130,5314,12643,14423,63.03
2021-06-14,SRV-47cba4d8e4e0,817,2743,2364,957,783,1712,107,13.71,30.39,223,43445,87.59,28.2,1231,7439,20420,7892,45.9
2023-08-07,SRV-94c8d11633b2,3969,8262,1075,43,179,1582,538,25.48,87.9,47,30630,71.17,79.14,8958,3487,54113,10044,12.3
2025-02-14,SRV-53697b452954,77,3641,538,1703,552,30,494,4.65,51.78,176,39934,26.52,65.81,2537,743,56043,17066,44.11
2019-01-17,SRV-694acff94d4a,3710,917,298,1681,324,1791,483,17.38,34.52,87,48672,30.61,6.58,5492,5013,19640,13053,81.91
2019-07-14,SRV-51d8a0e6107e,466,5844,270,883,248,609,13,20.7,85.46,169,53513,33.88,26.39,6703,6376,58652,11770,44.39
2025-01-17,SRV-2e830f8da316,2057,3271,1730,201,534,1023,410,11.45,42.96,184,6957,13.77,35.02,490,6822,2774,8484,58.24
2018-06-26,SRV-319a609970d7,2284,2575,62,1043,451,1253,331,13.47,66.3,246,47356,59.16,36.78,7971,8818,27721,17093,27.19
2023-11-19,SRV-586e0b0b3e0e,2235,1343,704,849,267,594,342,2.61,57.91,200,3663,38.43,10.59,1978,4030,23942,13391,97.48
2020-12-11,SRV-fe6fc6c1e4d8,1776,3092,775,1605,152,80,470,16.46,31.26,185,34821,20.78,71.09,666,3004,27783,11396,72.82
2019-12-14,SRV-953753ed4bab,445,3660,2476,1700,303,1130,272,15.89,63.02,197,7085,81.83,12.96,4275,1648,49131,3656,88.13
2021-01-27,SRV-fc95680e9fca,2362,457,962,275,179,119,119,16.6,95.86,131,30941,81.53,46.9,221,8333,20656,12189,70.49
2025-03-01,SRV-d817b40b9a66,3999,2438,381,1962,473,1578,111,13.51,64.45,194,13985,72.22,70.62,8533,834,64534,17547,15.12
2022-02-04,SRV-0cdaba9dcbb4,865,1934,149,1083,221,1345,142,27.37,64.31,174,22213,90.94,5.73,4385,8262,27119,3546,92.37
2018-03-19,SRV-54fb4574200c,2354,516,681,532,705,846,505,17.43,36.31,169,30188,92.53,31.74,10422,989,6593,6507,27.65
2018-12-13,SRV-d2597dc46dd4,166,7546,207,168,267,1631,357,5.92,56.88,226,17186,29.4,83.04,3671,4104,987,582,92.98
2023-08-31,SRV-a9ecbae59531,1048,7459,2354,528,373,1722,304,24.4,61.69,145,19009,57.85,4.55,5657,7330,39665,80,54.11
2018-12-23,SRV-d36e0f00cd81,2842,806,1657,1208,689,1701,149,11.36,40.31,160,54817,12.39,76.02,10123,2579,4353,10931,27.07
2018-02-10,SRV-7782b7cb5aec,1607,8333,1503,1062,273,1618,353,19.58,45.11,241,35657,49.13,39.61,9519,0,6148,5305,17.52
2019-02-01,SRV-dd3b3a4c99dd,2743,1086,105,1492,741,803,114,25.01,71.56,231,10046,37.2,22.81,1913,4457,33436,16298,10.4
2025-03-25,SRV-919eb38803cb,2335,1616,1675,765,796,96,461,20.42,76.32,231,15449,72.76,3.01,689,7409,18755,14305,55.27
