mig_border_crossing_date,mig_border_border_section_id,mig_border_border_type_code,mig_border_host_country_iso2,mig_border_neighbor_country_iso2,mig_border_crossing_point_code,mig_border_transport_mode_code,mig_border_direction_code,mig_border_entry_exit_system_flag,mig_border_etias_flag,mig_border_visa_required_flag,mig_border_refusal_of_entry_count,mig_border_refusal_reason_code,mig_border_irregular_crossing_count,mig_border_apprehension_count,mig_border_returns_decision_count,mig_border_returns_effected_count,mig_border_frontex_operation_code,mig_border_data_source,mig_border_data_extract_date
2022-05-13,CY-NL-LAND-01502,LAND,CY,NL,CYNL47,SEA,IN,0,0,0,15,NO_VISA,25,11,6,4,THEMIS,EU_LISA,2026-01-27
2022-05-20,FR-SE-LAND-01503,LAND,FR,SE,FRSE48,RAIL,OUT,1,1,0,8,PUBLIC_HEALTH,24,15,12,5,MINERVA,PORT_AUTHORITY,2025-10-16
2022-05-27,IT-EG-LAND-01504,LAND,IT,EG,ITEG49,FOOT,IN,0,1,0,11,OVERSTAY_RISK,42,42,6,3,TRITON,NATIONAL_BORDER_GUARD,2025-06-26
2022-06-03,NL-IS-LAND-01505,LAND,NL,IS,NLIS50,ROAD,OUT,0,0,1,14,SECURITY_ALERT,36,21,10,9,JOINT_OPS_OTHER,FRONTEX,2026-01-01
2022-06-10,SI-NG-LAND-01506,LAND,SI,NG,SING51,AIR,IN,0,1,1,21,DOCS_INVALID,33,12,10,8,POSEIDON,AIRPORT_AUTHORITY,2024-07-24
2022-06-17,BG-TR-LAND-01507,LAND,BG,TR,BGTR52,SEA,OUT,1,0,1,10,OTHER,36,13,10,10,INDALO,EU_LISA,2024-08-29
2022-06-24,EE-HR-LAND-01508,LAND,EE,HR,EEHR53,RAIL,IN,1,1,0,18,NO_VISA,45,22,15,12,THEMIS,PORT_AUTHORITY,2025-11-02
2022-07-01,HU-DE-LAND-01509,LAND,HU,DE,HUDE54,FOOT,OUT,0,1,0,9,PUBLIC_HEALTH,36,34,15,10,MINERVA,NATIONAL_BORDER_GUARD,2025-01-28
2022-07-08,LU-SK-LAND-01510,LAND,LU,SK,LUSK55,ROAD,IN,1,1,0,16,OVERSTAY_RISK,31,25,17,15,TRITON,FRONTEX,2024-03-03
2022-07-15,RO-SI-LAND-01511,LAND,RO,SI,ROSI56,AIR,OUT,1,1,0,19,SECURITY_ALERT,35,27,11,8,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-10-25
2022-07-22,AT-CN-LAND-01512,LAND,AT,CN,ATCN57,SEA,IN,0,0,0,17,DOCS_INVALID,47,32,20,13,POSEIDON,EU_LISA,2025-10-05
2022-07-29,CZ-IQ-LAND-01513,LAND,CZ,IQ,CZIQ58,RAIL,OUT,1,0,1,18,OTHER,47,47,17,11,INDALO,PORT_AUTHORITY,2024-09-16
2022-08-05,DE-ME-LAND-01514,LAND,DE,ME,DEME59,FOOT,IN,1,1,1,14,NO_VISA,48,44,26,19,THEMIS,NATIONAL_BORDER_GUARD,2024-01-02
2022-08-12,LV-SY-LAND-01515,LAND,LV,SY,LVSY60,ROAD,OUT,0,1,0,24,PUBLIC_HEALTH,37,29,21,11,MINERVA,FRONTEX,2024-08-10
2022-08-19,PL-BE-LAND-01516,LAND,PL,BE,PLBE61,AIR,IN,1,0,0,20,OVERSTAY_RISK,53,46,27,27,TRITON,AIRPORT_AUTHORITY,2024-05-07
2022-08-26,ES-FI-LAND-01517,LAND,ES,FI,ESFI62,SEA,OUT,0,0,0,28,SECURITY_ALERT,40,35,19,12,JOINT_OPS_OTHER,EU_LISA,2025-12-22
2022-09-02,HR-LV-LAND-01518,LAND,HR,LV,HRLV63,RAIL,IN,1,0,0,23,DOCS_INVALID,39,21,25,14,POSEIDON,PORT_AUTHORITY,2024-08-05
2022-09-09,FI-RO-LAND-01519,LAND,FI,RO,FIRO64,FOOT,OUT,1,0,0,27,OTHER,48,18,20,17,INDALO,NATIONAL_BORDER_GUARD,2024-02-24
2022-09-16,IE-BY-LAND-01520,LAND,IE,BY,IEBY65,ROAD,IN,0,0,1,28,NO_VISA,8,8,27,24,THEMIS,FRONTEX,2026-01-23
2022-09-23,MT-GH-LAND-01521,LAND,MT,GH,MTGH66,AIR,OUT,0,0,0,28,PUBLIC_HEALTH,7,4,24,20,MINERVA,AIRPORT_AUTHORITY,2024-05-19
2022-09-30,SK-MA-LAND-01522,LAND,SK,MA,SKMA67,SEA,IN,0,0,1,34,OVERSTAY_RISK,16,5,26,23,TRITON,EU_LISA,2025-10-12
2022-10-07,BE-RS-LAND-01523,LAND,BE,RS,BERS68,RAIL,OUT,1,0,1,38,SECURITY_ALERT,17,7,29,23,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-12-23
2022-10-14,DK-VN-LAND-01524,LAND,DK,VN,DKVN69,FOOT,IN,0,1,0,35,DOCS_INVALID,14,6,34,22,POSEIDON,NATIONAL_BORDER_GUARD,2026-01-24
2022-10-21,GR-DK-LAND-01525,LAND,GR,DK,GRDK70,ROAD,OUT,1,0,0,33,OTHER,12,4,33,17,INDALO,FRONTEX,2024-05-05
2022-10-28,LT-IE-LAND-01526,LAND,LT,IE,LTIE71,AIR,IN,1,0,0,37,NO_VISA,9,9,36,23,THEMIS,AIRPORT_AUTHORITY,2024-05-22
2022-11-04,PT-PL-LAND-01527,LAND,PT,PL,PTPL72,SEA,OUT,0,0,0,35,PUBLIC_HEALTH,18,8,36,18,MINERVA,EU_LISA,2024-09-13
2022-11-11,SE-AL-LAND-01528,LAND,SE,AL,SEAL73,RAIL,IN,1,0,1,42,OVERSTAY_RISK,14,13,32,23,TRITON,PORT_AUTHORITY,2024-08-01
2022-11-18,CY-GB-LAND-01529,LAND,CY,GB,CYGB74,FOOT,OUT,0,1,0,31,SECURITY_ALERT,19,13,33,17,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-11-15
2022-11-25,FR-JP-LAND-01530,LAND,FR,JP,FRJP75,ROAD,IN,0,1,1,36,DOCS_INVALID,19,8,40,31,POSEIDON,FRONTEX,2024-12-27
2022-12-02,IT-NO-LAND-01531,LAND,IT,NO,ITNO76,AIR,OUT,1,0,1,38,OTHER,12,8,40,24,INDALO,AIRPORT_AUTHORITY,2024-11-18
2022-12-09,NL-UA-LAND-01532,LAND,NL,UA,NLUA77,SEA,IN,0,0,1,42,NO_VISA,14,7,41,22,THEMIS,EU_LISA,2025-04-27
2022-12-16,SI-CY-LAND-01533,LAND,SI,CY,SICY78,RAIL,OUT,0,1,0,41,PUBLIC_HEALTH,25,9,34,18,MINERVA,PORT_AUTHORITY,2024-10-26
2022-12-23,BG-GR-LAND-01534,LAND,BG,GR,BGGR79,FOOT,IN,1,0,0,37,OVERSTAY_RISK,26,12,46,24,TRITON,NATIONAL_BORDER_GUARD,2025-11-24
2022-12-30,EE-MT-LAND-01535,LAND,EE,MT,EEMT80,ROAD,OUT,0,0,0,46,SECURITY_ALERT,17,10,46,46,JOINT_OPS_OTHER,FRONTEX,2025-04-29
2023-01-06,HU-ES-LAND-01536,LAND,HU,ES,HUES81,AIR,IN,1,0,0,48,DOCS_INVALID,20,14,45,23,POSEIDON,AIRPORT_AUTHORITY,2024-10-15
2023-01-13,LU-DZ-LAND-01537,LAND,LU,DZ,LUDZ82,SEA,OUT,0,0,1,37,OTHER,26,10,43,24,INDALO,EU_LISA,2024-05-09
2023-01-20,RO-IR-LAND-01538,LAND,RO,IR,ROIR83,RAIL,IN,0,0,1,47,NO_VISA,19,14,44,36,THEMIS,PORT_AUTHORITY,2025-04-16
2023-01-27,AT-MK-LAND-01539,LAND,AT,MK,ATMK84,FOOT,OUT,1,1,1,43,PUBLIC_HEALTH,27,9,47,28,MINERVA,NATIONAL_BORDER_GUARD,2026-01-21
2023-02-03,CZ-TN-LAND-01540,LAND,CZ,TN,CZTN85,ROAD,IN,1,1,1,42,OVERSTAY_RISK,22,14,48,44,TRITON,FRONTEX,2024-12-16
2023-02-10,DE-BG-LAND-01541,LAND,DE,BG,DEBG86,AIR,OUT,0,1,0,43,SECURITY_ALERT,21,7,49,42,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-10-29
2023-02-17,LV-FR-LAND-01542,LAND,LV,FR,LVFR87,SEA,IN,1,0,0,57,DOCS_INVALID,26,18,43,24,POSEIDON,EU_LISA,2024-03-09
2023-02-24,PL-LT-LAND-01543,LAND,PL,LT,PLLT88,RAIL,OUT,1,1,0,57,OTHER,28,21,46,39,INDALO,PORT_AUTHORITY,2024-07-09
2023-03-03,ES-SK-LAND-01544,LAND,ES,SK,ESSK89,FOOT,IN,1,0,0,49,NO_VISA,31,30,49,45,THEMIS,NATIONAL_BORDER_GUARD,2024-05-23
2023-03-10,HR-CH-LAND-01545,LAND,HR,CH,HRCH90,ROAD,OUT,1,0,1,47,PUBLIC_HEALTH,31,27,45,37,MINERVA,FRONTEX,2025-12-24
2023-03-17,FI-IN-LAND-01546,LAND,FI,IN,FIIN91,AIR,IN,1,0,0,57,OVERSTAY_RISK,44,35,52,37,TRITON,AIRPORT_AUTHORITY,2025-07-22
2023-03-24,IE-MD-LAND-01547,LAND,IE,MD,IEMD92,SEA,OUT,0,0,1,53,SECURITY_ALERT,37,34,55,42,JOINT_OPS_OTHER,EU_LISA,2025-07-14
2023-03-31,MT-RU-LAND-01548,LAND,MT,RU,MTRU93,RAIL,IN,0,0,1,54,DOCS_INVALID,39,16,54,41,POSEIDON,PORT_AUTHORITY,2024-08-03
2023-04-07,SK-AT-LAND-01549,LAND,SK,AT,SKAT94,FOOT,OUT,1,0,0,61,OTHER,45,39,55,28,INDALO,NATIONAL_BORDER_GUARD,2025-08-19
2023-04-14,BE-EE-LAND-01550,LAND,BE,EE,BEEE95,ROAD,IN,1,0,0,61,NO_VISA,34,23,9,5,THEMIS,FRONTEX,2025-08-10
2023-04-21,DK-IT-LAND-01551,LAND,DK,IT,DKIT96,AIR,OUT,1,0,0,61,PUBLIC_HEALTH,31,21,4,3,MINERVA,AIRPORT_AUTHORITY,2025-03-29
2023-04-28,GR-PT-LAND-01552,LAND,GR,PT,GRPT00,SEA,IN,1,0,0,56,OVERSTAY_RISK,36,31,9,7,TRITON,EU_LISA,2025-10-09
2023-05-05,LT-BA-LAND-01553,LAND,LT,BA,LTBA01,RAIL,OUT,1,0,1,60,SECURITY_ALERT,51,35,4,2,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-05-31
2023-05-12,PT-GE-LAND-01554,LAND,PT,GE,PTGE02,FOOT,IN,1,0,1,65,DOCS_INVALID,42,33,5,4,POSEIDON,NATIONAL_BORDER_GUARD,2024-10-30
2023-05-19,SE-KE-LAND-01555,LAND,SE,KE,SEKE03,ROAD,OUT,1,1,0,63,OTHER,53,44,5,5,INDALO,FRONTEX,2025-02-13
2023-05-26,CY-PK-LAND-01556,LAND,CY,PK,CYPK04,AIR,IN,0,0,1,64,NO_VISA,46,28,11,9,THEMIS,AIRPORT_AUTHORITY,2024-03-17
2023-06-02,FR-US-LAND-01557,LAND,FR,US,FRUS05,SEA,OUT,0,0,1,72,PUBLIC_HEALTH,43,33,9,9,MINERVA,EU_LISA,2025-12-10
2023-06-09,IT-CZ-LAND-01558,LAND,IT,CZ,ITCZ06,RAIL,IN,0,0,0,71,OVERSTAY_RISK,42,40,18,15,TRITON,PORT_AUTHORITY,2025-03-13
2023-06-16,NL-HU-LAND-01559,LAND,NL,HU,NLHU07,FOOT,OUT,1,0,0,62,SECURITY_ALERT,53,35,18,15,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-11-08
2023-06-23,SI-NL-LAND-01560,LAND,SI,NL,SINL08,ROAD,IN,1,1,0,7,DOCS_INVALID,4,2,18,8,POSEIDON,FRONTEX,2024-03-12
2023-06-30,BG-SE-LAND-01561,LAND,BG,SE,BGSE09,AIR,OUT,0,0,0,11,OTHER,19,17,22,15,INDALO,AIRPORT_AUTHORITY,2025-08-23
2023-07-07,EE-EG-LAND-01562,LAND,EE,EG,EEEG10,SEA,IN,1,0,1,14,NO_VISA,14,14,13,9,THEMIS,EU_LISA,2025-01-10
2023-07-14,HU-IS-LAND-01563,LAND,HU,IS,HUIS11,RAIL,OUT,0,0,0,12,PUBLIC_HEALTH,5,4,25,10,MINERVA,PORT_AUTHORITY,2025-04-12
2023-07-21,LU-NG-LAND-01564,LAND,LU,NG,LUNG12,FOOT,IN,1,1,1,7,OVERSTAY_RISK,8,3,24,13,TRITON,NATIONAL_BORDER_GUARD,2024-10-02
2023-07-28,RO-TR-LAND-01565,LAND,RO,TR,ROTR13,ROAD,OUT,1,0,1,10,SECURITY_ALERT,14,11,22,12,JOINT_OPS_OTHER,FRONTEX,2025-08-09
2023-08-04,AT-HR-LAND-01566,LAND,AT,HR,ATHR14,AIR,IN,1,0,0,20,DOCS_INVALID,13,10,23,15,POSEIDON,AIRPORT_AUTHORITY,2024-06-21
2023-08-11,CZ-DE-LAND-01567,LAND,CZ,DE,CZDE15,SEA,OUT,0,0,0,20,OTHER,25,8,21,20,INDALO,EU_LISA,2025-08-11
2023-08-18,DE-LU-LAND-01568,LAND,DE,LU,DELU16,RAIL,IN,1,0,0,11,NO_VISA,22,13,24,13,THEMIS,PORT_AUTHORITY,2024-09-11
2023-08-25,LV-SI-LAND-01569,LAND,LV,SI,LVSI17,FOOT,OUT,1,0,0,24,PUBLIC_HEALTH,10,10,20,18,MINERVA,NATIONAL_BORDER_GUARD,2024-08-02
2023-09-01,PL-CN-LAND-01570,LAND,PL,CN,PLCN18,ROAD,IN,1,0,1,14,OVERSTAY_RISK,13,11,22,15,TRITON,FRONTEX,2025-03-01
2023-09-08,ES-IQ-LAND-01571,LAND,ES,IQ,ESIQ19,AIR,OUT,1,1,1,24,SECURITY_ALERT,20,11,33,30,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-06-19
2023-09-15,HR-ME-LAND-01572,LAND,HR,ME,HRME20,SEA,IN,1,0,1,14,DOCS_INVALID,16,16,22,15,POSEIDON,EU_LISA,2025-02-18
2023-09-22,FI-SY-LAND-01573,LAND,FI,SY,FISY21,RAIL,OUT,0,1,0,23,OTHER,29,15,25,18,INDALO,PORT_AUTHORITY,2025-06-16
2023-09-29,IE-BE-LAND-01574,LAND,IE,BE,IEBE22,FOOT,IN,1,1,0,23,NO_VISA,29,21,27,16,THEMIS,NATIONAL_BORDER_GUARD,2024-04-18
2023-10-06,MT-FI-LAND-01575,LAND,MT,FI,MTFI23,ROAD,OUT,0,0,0,26,PUBLIC_HEALTH,19,18,36,19,MINERVA,FRONTEX,2025-04-04
2023-10-13,SK-LV-LAND-01576,LAND,SK,LV,SKLV24,AIR,IN,1,0,0,31,OVERSTAY_RISK,26,15,29,16,TRITON,AIRPORT_AUTHORITY,2024-10-16
2023-10-20,BE-RO-LAND-01577,LAND,BE,RO,BERO25,SEA,OUT,1,1,0,24,SECURITY_ALERT,18,10,32,26,JOINT_OPS_OTHER,EU_LISA,2024-08-01
2023-10-27,DK-BY-LAND-01578,LAND,DK,BY,DKBY26,RAIL,IN,0,1,0,27,DOCS_INVALID,23,17,40,27,POSEIDON,PORT_AUTHORITY,2024-05-08
2023-11-03,GR-GH-LAND-01579,LAND,GR,GH,GRGH27,FOOT,OUT,0,0,0,25,OTHER,28,23,38,28,INDALO,NATIONAL_BORDER_GUARD,2024-07-17
2023-11-10,LT-MA-LAND-01580,LAND,LT,MA,LTMA28,ROAD,IN,1,1,1,28,NO_VISA,20,16,38,38,THEMIS,FRONTEX,2025-07-10
2023-11-17,PT-RS-LAND-01581,LAND,PT,RS,PTRS29,AIR,OUT,0,0,1,27,PUBLIC_HEALTH,21,20,37,16,MINERVA,AIRPORT_AUTHORITY,2024-10-25
2023-11-24,SE-VN-LAND-01582,LAND,SE,VN,SEVN30,SEA,IN,1,0,0,26,OVERSTAY_RISK,36,18,40,39,TRITON,EU_LISA,2024-06-21
2023-12-01,CY-DK-LAND-01583,LAND,CY,DK,CYDK31,RAIL,OUT,0,1,0,24,SECURITY_ALERT,33,18,41,37,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-05-12
2023-12-08,FR-IE-LAND-01584,LAND,FR,IE,FRIE32,FOOT,IN,1,1,0,29,DOCS_INVALID,32,13,34,25,POSEIDON,NATIONAL_BORDER_GUARD,2025-06-23
2023-12-15,IT-PL-LAND-01585,LAND,IT,PL,ITPL33,ROAD,OUT,1,1,0,25,OTHER,43,22,35,26,INDALO,FRONTEX,2026-01-09
2023-12-22,NL-AL-LAND-01586,LAND,NL,AL,NLAL34,AIR,IN,1,0,0,31,NO_VISA,35,28,39,33,THEMIS,AIRPORT_AUTHORITY,2024-09-29
2023-12-29,SI-GB-LAND-01587,LAND,SI,GB,SIGB35,SEA,OUT,0,0,1,40,PUBLIC_HEALTH,37,22,39,35,MINERVA,EU_LISA,2025-07-10
2024-01-05,BG-JP-LAND-01588,LAND,BG,JP,BGJP36,RAIL,IN,0,0,1,43,OVERSTAY_RISK,39,34,43,41,TRITON,PORT_AUTHORITY,2025-08-30
2024-01-12,EE-NO-LAND-01589,LAND,EE,NO,EENO37,FOOT,OUT,0,0,0,39,SECURITY_ALERT,43,22,49,21,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-04-20
2024-01-19,HU-UA-LAND-01590,LAND,HU,UA,HUUA38,ROAD,IN,0,1,1,31,DOCS_INVALID,48,28,43,22,POSEIDON,FRONTEX,2024-03-08
2024-01-26,LU-CY-LAND-01591,LAND,LU,CY,LUCY39,AIR,OUT,1,0,0,33,OTHER,44,36,42,23,INDALO,AIRPORT_AUTHORITY,2024-06-04
2024-02-02,RO-GR-LAND-01592,LAND,RO,GR,ROGR40,SEA,IN,1,0,0,32,NO_VISA,34,18,52,40,THEMIS,EU_LISA,2025-11-19
2024-02-09,AT-MT-LAND-01593,LAND,AT,MT,ATMT41,RAIL,OUT,1,0,0,37,PUBLIC_HEALTH,41,34,54,35,MINERVA,PORT_AUTHORITY,2026-02-01
2024-02-16,CZ-ES-LAND-01594,LAND,CZ,ES,CZES42,FOOT,IN,1,1,0,43,OVERSTAY_RISK,43,41,46,28,TRITON,NATIONAL_BORDER_GUARD,2024-03-23
2024-02-23,DE-DZ-LAND-01595,LAND,DE,DZ,DEDZ43,ROAD,OUT,0,0,1,35,SECURITY_ALERT,50,50,45,35,JOINT_OPS_OTHER,FRONTEX,2024-12-21
2024-03-01,LV-IR-LAND-01596,LAND,LV,IR,LVIR44,AIR,IN,0,1,0,48,DOCS_INVALID,49,17,52,26,POSEIDON,AIRPORT_AUTHORITY,2024-04-18
2024-03-08,PL-MK-LAND-01597,LAND,PL,MK,PLMK45,SEA,OUT,0,0,1,41,OTHER,45,16,49,26,INDALO,EU_LISA,2024-09-01
2024-03-15,ES-TN-LAND-01598,LAND,ES,TN,ESTN46,RAIL,IN,0,1,1,43,NO_VISA,51,23,59,53,THEMIS,PORT_AUTHORITY,2024-12-05
2024-03-22,HR-BG-LAND-01599,LAND,HR,BG,HRBG47,FOOT,OUT,1,1,0,49,PUBLIC_HEALTH,39,37,57,26,MINERVA,NATIONAL_BORDER_GUARD,2025-08-30
2024-03-29,FI-FR-LAND-01600,LAND,FI,FR,FIFR48,ROAD,IN,1,1,0,48,OVERSTAY_RISK,9,4,7,6,TRITON,FRONTEX,2025-02-21
2024-04-05,IE-LT-LAND-01601,LAND,IE,LT,IELT49,AIR,OUT,1,1,0,47,SECURITY_ALERT,3,3,9,9,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2026-01-23
2024-04-12,MT-SK-LAND-01602,LAND,MT,SK,MTSK50,SEA,IN,1,1,0,42,DOCS_INVALID,10,7,11,5,POSEIDON,EU_LISA,2024-04-08
2024-04-19,SK-CH-LAND-01603,LAND,SK,CH,SKCH51,RAIL,OUT,0,1,1,56,OTHER,7,7,8,6,INDALO,PORT_AUTHORITY,2024-08-12
2024-04-26,BE-IN-LAND-01604,LAND,BE,IN,BEIN52,FOOT,IN,1,0,0,53,NO_VISA,21,17,15,6,THEMIS,NATIONAL_BORDER_GUARD,2025-11-27
2024-05-03,DK-MD-LAND-01605,LAND,DK,MD,DKMD53,ROAD,OUT,1,0,0,59,PUBLIC_HEALTH,8,4,15,11,MINERVA,FRONTEX,2024-10-05
2024-05-10,GR-RU-LAND-01606,LAND,GR,RU,GRRU54,AIR,IN,0,1,1,55,OVERSTAY_RISK,14,12,8,7,TRITON,AIRPORT_AUTHORITY,2024-10-26
2024-05-17,LT-AT-LAND-01607,LAND,LT,AT,LTAT55,SEA,OUT,1,1,0,51,SECURITY_ALERT,11,6,14,14,JOINT_OPS_OTHER,EU_LISA,2025-08-20
2024-05-24,PT-EE-LAND-01608,LAND,PT,EE,PTEE56,RAIL,IN,0,1,0,58,DOCS_INVALID,19,12,10,6,POSEIDON,PORT_AUTHORITY,2025-10-16
2024-05-31,SE-IT-LAND-01609,LAND,SE,IT,SEIT57,FOOT,OUT,0,1,0,56,OTHER,27,27,12,11,INDALO,NATIONAL_BORDER_GUARD,2024-10-14
2024-06-07,CY-PT-LAND-01610,LAND,CY,PT,CYPT58,ROAD,IN,0,0,0,63,NO_VISA,15,5,12,11,THEMIS,FRONTEX,2024-10-02
2024-06-14,FR-BA-LAND-01611,LAND,FR,BA,FRBA59,AIR,OUT,0,0,0,62,PUBLIC_HEALTH,14,6,19,10,MINERVA,AIRPORT_AUTHORITY,2025-06-10
2024-06-21,IT-GE-LAND-01612,LAND,IT,GE,ITGE60,SEA,IN,0,1,1,65,OVERSTAY_RISK,22,9,17,11,TRITON,EU_LISA,2025-01-04
2024-06-28,NL-KE-LAND-01613,LAND,NL,KE,NLKE61,RAIL,OUT,0,0,1,67,SECURITY_ALERT,13,5,25,11,JOINT_OPS_OTHER,PORT_AUTHORITY,2026-01-02
2024-07-05,SI-PK-LAND-01614,LAND,SI,PK,SIPK62,FOOT,IN,0,0,0,58,DOCS_INVALID,20,10,20,19,POSEIDON,NATIONAL_BORDER_GUARD,2025-03-09
2024-07-12,BG-US-LAND-01615,LAND,BG,US,BGUS63,ROAD,OUT,1,0,0,58,OTHER,22,10,18,18,INDALO,FRONTEX,2026-01-28
2024-07-19,EE-CZ-LAND-01616,LAND,EE,CZ,EECZ64,AIR,IN,1,1,0,66,NO_VISA,24,19,28,27,THEMIS,AIRPORT_AUTHORITY,2024-05-18
2024-07-26,HU-MT-LAND-01617,LAND,HU,MT,HUMT65,SEA,OUT,0,0,0,57,PUBLIC_HEALTH,32,20,23,17,MINERVA,EU_LISA,2024-10-14
2024-08-02,LU-NL-LAND-01618,LAND,LU,NL,LUNL66,RAIL,IN,1,1,0,66,OVERSTAY_RISK,18,9,19,14,TRITON,PORT_AUTHORITY,2024-08-22
2024-08-09,RO-SE-LAND-01619,LAND,RO,SE,ROSE67,FOOT,OUT,1,1,0,64,SECURITY_ALERT,30,15,21,15,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-04-05
2024-08-16,AT-EG-LAND-01620,LAND,AT,EG,ATEG68,ROAD,IN,1,0,0,8,DOCS_INVALID,30,22,31,19,POSEIDON,FRONTEX,2024-02-15
2024-08-23,CZ-IS-LAND-01621,LAND,CZ,IS,CZIS69,AIR,OUT,0,0,1,4,OTHER,22,9,33,21,INDALO,AIRPORT_AUTHORITY,2024-11-23
2024-08-30,DE-NG-LAND-01622,LAND,DE,NG,DENG70,SEA,IN,1,0,0,8,NO_VISA,26,15,30,18,THEMIS,EU_LISA,2025-01-06
2024-09-06,LV-TR-LAND-01623,LAND,LV,TR,LVTR71,RAIL,OUT,0,1,1,16,PUBLIC_HEALTH,28,23,30,30,MINERVA,PORT_AUTHORITY,2024-05-14
2024-09-13,PL-HR-LAND-01624,LAND,PL,HR,PLHR72,FOOT,IN,1,0,0,6,OVERSTAY_RISK,25,15,29,25,TRITON,NATIONAL_BORDER_GUARD,2024-02-04
2024-09-20,ES-DE-LAND-01625,LAND,ES,DE,ESDE73,ROAD,OUT,1,0,0,8,SECURITY_ALERT,30,14,27,25,JOINT_OPS_OTHER,FRONTEX,2024-07-09
2024-09-27,HR-LU-LAND-01626,LAND,HR,LU,HRLU74,AIR,IN,1,0,0,14,DOCS_INVALID,39,39,28,25,POSEIDON,AIRPORT_AUTHORITY,2024-05-19
2024-10-04,FI-SI-LAND-01627,LAND,FI,SI,FISI75,SEA,OUT,0,0,0,17,OTHER,39,32,30,29,INDALO,EU_LISA,2025-02-24
2024-10-11,IE-CN-LAND-01628,LAND,IE,CN,IECN76,RAIL,IN,1,1,0,13,NO_VISA,43,15,33,23,THEMIS,PORT_AUTHORITY,2024-03-17
2024-10-18,MT-IQ-LAND-01629,LAND,MT,IQ,MTIQ77,FOOT,OUT,1,1,1,20,PUBLIC_HEALTH,38,38,31,26,MINERVA,NATIONAL_BORDER_GUARD,2024-03-24
2024-10-25,SK-ME-LAND-01630,LAND,SK,ME,SKME78,ROAD,IN,1,0,1,23,OVERSTAY_RISK,32,16,33,31,TRITON,FRONTEX,2024-12-21
2024-11-01,BE-SY-LAND-01631,LAND,BE,SY,BESY79,AIR,OUT,1,0,1,26,SECURITY_ALERT,42,33,38,32,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2025-08-23
2024-11-08,DK-BE-LAND-01632,LAND,DK,BE,DKBE80,SEA,IN,1,0,0,18,DOCS_INVALID,49,48,32,30,POSEIDON,EU_LISA,2024-09-14
2024-11-15,GR-FI-LAND-01633,LAND,GR,FI,GRFI81,RAIL,OUT,1,1,0,16,OTHER,44,31,40,20,INDALO,PORT_AUTHORITY,2024-07-16
2024-11-22,LT-LV-LAND-01634,LAND,LT,LV,LTLV82,FOOT,IN,1,0,0,21,NO_VISA,39,24,39,23,THEMIS,NATIONAL_BORDER_GUARD,2025-12-06
2024-11-29,PT-RO-LAND-01635,LAND,PT,RO,PTRO83,ROAD,OUT,0,0,0,22,PUBLIC_HEALTH,38,29,46,25,MINERVA,FRONTEX,2025-04-14
2024-12-06,SE-BY-LAND-01636,LAND,SE,BY,SEBY84,AIR,IN,1,0,1,18,OVERSTAY_RISK,47,22,43,38,TRITON,AIRPORT_AUTHORITY,2024-02-27
2024-12-13,CY-GH-LAND-01637,LAND,CY,GH,CYGH85,SEA,OUT,1,1,0,17,SECURITY_ALERT,53,33,40,29,JOINT_OPS_OTHER,EU_LISA,2024-02-08
2024-12-20,FR-MA-LAND-01638,LAND,FR,MA,FRMA86,RAIL,IN,0,0,1,31,DOCS_INVALID,39,34,50,21,POSEIDON,PORT_AUTHORITY,2026-01-08
2024-12-27,IT-RS-LAND-01639,LAND,IT,RS,ITRS87,FOOT,OUT,0,0,0,29,OTHER,45,37,49,49,INDALO,NATIONAL_BORDER_GUARD,2025-01-09
2025-01-03,NL-VN-LAND-01640,LAND,NL,VN,NLVN88,ROAD,IN,1,1,1,26,NO_VISA,17,16,40,33,THEMIS,FRONTEX,2026-02-23
2025-01-10,SI-DK-LAND-01641,LAND,SI,DK,SIDK89,AIR,OUT,0,0,0,24,PUBLIC_HEALTH,13,9,53,33,MINERVA,AIRPORT_AUTHORITY,2025-09-06
2025-01-17,BG-IE-LAND-01642,LAND,BG,IE,BGIE90,SEA,IN,0,0,0,36,OVERSTAY_RISK,16,7,47,30,TRITON,EU_LISA,2025-03-29
2025-01-24,EE-PL-LAND-01643,LAND,EE,PL,EEPL91,RAIL,OUT,1,0,0,35,SECURITY_ALERT,14,10,50,37,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-03-01
2025-01-31,HU-AL-LAND-01644,LAND,HU,AL,HUAL92,FOOT,IN,0,0,0,25,DOCS_INVALID,12,4,47,26,POSEIDON,NATIONAL_BORDER_GUARD,2025-09-08
