qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2009,CITY_HU_4794,HU,422792,16.23,20.8,52.27,50.08,37.59,31.94,36.82,14.6,24.4,6.71,64.12,78.59,0,EEA_CITY_ENV_EXPORT,2019-04-15,2024-10-09
2010,CITY_LU_4831,LU,838740,48.63,21.03,80.06,61.95,87.17,31.51,31.46,14.07,37.84,24.48,90.32,46.81,0,URBAN_AUDIT,2019-05-22,2024-11-03
2011,CITY_RO_4868,RO,5603627,50.69,9.22,50.8,55.91,42.7,85.99,35.25,11.03,56.07,19.12,73.4,67.83,0,COPERNICUS_URBAN_ATLAS,2019-06-28,2025-06-11
2012,CITY_AT_4905,AT,4482001,45.58,20.02,65.69,33.71,51.22,66.63,64.99,9.42,40.19,20.42,83.32,73.22,0,CITY_ADMIN_DATA,2019-08-04,2025-09-12
2013,CITY_CZ_4942,CZ,2684226,27.7,19.31,48.39,34.03,40.73,83.32,19.96,15.64,46.34,16.98,54.46,69.64,0,EEA_CITY_ENV_EXPORT,2019-09-10,2025-05-22
2014,CITY_DE_4979,DE,4692117,13.08,15.14,62.18,67.44,36.53,76.7,22.95,3.07,44.46,26.03,65.01,83.1,0,URBAN_AUDIT,2019-10-17,2024-09-07
2015,CITY_LV_5016,LV,3182689,8.64,16.28,47.84,30.6,83.03,52.23,21.98,2.14,53.5,12.17,81.57,76.24,0,COPERNICUS_URBAN_ATLAS,2019-11-23,2024-04-07
2016,CITY_PL_5053,PL,5900168,10.7,8.75,45.72,41.36,37.67,79.99,44.39,2.68,40.75,8.81,77.75,76.3,0,CITY_ADMIN_DATA,2019-12-30,2024-07-23
2017,CITY_ES_5090,ES,5402466,60.94,36.03,80.52,33.8,37.5,30.63,60.93,13.71,22.92,7.27,84.04,42.71,0,EEA_CITY_ENV_EXPORT,2020-02-05,2024-04-02
2018,CITY_HR_5127,HR,4290697,19.71,30.76,96.63,70.62,70.29,50.14,72.4,5.66,20.86,17.46,70.26,66.33,0,URBAN_AUDIT,2020-03-13,2025-12-05
2019,CITY_FI_5164,FI,4672135,44.18,20.09,74.43,26.13,54.47,72.19,29.18,14.62,20.17,19.64,95.6,44.27,0,COPERNICUS_URBAN_ATLAS,2020-04-19,2025-11-17
2020,CITY_IE_5201,IE,3946097,13.67,31.79,68.93,60.53,34.4,40.78,52.29,2.69,38.31,22.86,89.59,89.72,0,CITY_ADMIN_DATA,2020-05-26,2026-02-01
2021,CITY_MT_5238,MT,2955520,23.92,19.49,67.82,31.51,44.91,81.12,56.85,5.12,38.91,10.99,53.42,87.56,0,EEA_CITY_ENV_EXPORT,2020-07-02,2025-06-24
2022,CITY_SK_5275,SK,1988367,35.02,11.44,77.6,69.18,37.52,25.76,25.93,6.81,21.71,23.01,41.29,38.94,1,URBAN_AUDIT,2020-08-08,2024-06-27
2023,CITY_BE_5312,BE,4909536,13.84,7.93,49.03,27.09,76.12,67.98,44.29,15.2,44.84,25.66,48.53,41.2,0,COPERNICUS_URBAN_ATLAS,2020-09-14,2024-11-01
2024,CITY_DK_5349,DK,2406575,20.69,9.4,74.42,49.96,58.6,53.49,55.6,18.98,47.98,18.83,95.11,46.7,0,CITY_ADMIN_DATA,2020-10-21,2025-12-24
2025,CITY_GR_5386,GR,788375,31.96,19.52,60.77,32.27,75.57,48.07,89.19,12.21,28.33,12.1,47.09,84.19,1,EEA_CITY_ENV_EXPORT,2020-11-27,2025-06-16
2006,CITY_LT_5423,LT,3237337,54.86,30.21,96.2,48.46,36.73,63.7,75.28,18.41,20.55,6.44,41.76,56.38,0,URBAN_AUDIT,2021-01-03,2024-08-05
2007,CITY_PT_5460,PT,3982244,57.41,28.62,94.86,69.05,45.67,40.81,36.35,17.19,57.04,16.44,50.63,34.32,0,COPERNICUS_URBAN_ATLAS,2021-02-09,2024-01-25
2008,CITY_SE_5497,SE,2667532,40.47,21.27,49.01,61.43,65.65,77.19,23.61,11.67,34.92,15.9,57.34,38.77,0,CITY_ADMIN_DATA,2021-03-18,2024-09-13
2009,CITY_CY_5534,CY,3063169,44.38,12.22,77.72,76.48,36.85,82.97,28.84,11.47,29.91,11.68,88.23,50.56,0,EEA_CITY_ENV_EXPORT,2021-04-24,2024-06-02
2010,CITY_FR_5571,FR,5154595,47.36,29.52,61.1,78.7,48.63,83.04,74.83,11.57,55.05,8.57,97.03,71.59,0,URBAN_AUDIT,2021-05-31,2025-06-08
2011,CITY_IT_5608,IT,4473835,12.71,21.48,67.04,24.89,48.94,38.51,74.68,2.07,27.13,15.64,88.31,54.1,0,COPERNICUS_URBAN_ATLAS,2021-07-07,2024-02-25
2012,CITY_NL_5645,NL,4308668,36.14,18.38,77.11,50.07,77.35,57.07,51.13,21.45,34.14,23.09,51.27,65.13,0,CITY_ADMIN_DATA,2021-08-13,2025-06-13
2013,CITY_SI_5682,SI,4332335,38.9,19.41,91.23,67.75,33.41,32.01,37.65,11.01,47.16,25.27,84.01,32.64,0,EEA_CITY_ENV_EXPORT,2021-09-19,2025-07-01
2014,CITY_BG_5719,BG,1072040,13.56,27.73,92.17,70.86,67.59,33.92,61.82,8.24,35.12,14.37,45.45,41.11,0,URBAN_AUDIT,2021-10-26,2024-03-10
2015,CITY_EE_5756,EE,5921963,56.09,13.1,82.65,34.88,44.56,62.37,47.45,12.93,26.14,7.46,45.18,39.66,0,COPERNICUS_URBAN_ATLAS,2021-12-02,2025-06-26
2016,CITY_HU_5793,HU,4976488,54.64,23.06,94.43,46.68,53.0,51.98,45.64,2.65,21.89,21.86,62.99,69.93,0,CITY_ADMIN_DATA,2022-01-08,2025-06-29
2017,CITY_LU_5830,LU,5366394,23.4,22.28,75.54,52.69,37.94,28.54,49.94,8.14,42.9,11.96,81.43,72.67,0,EEA_CITY_ENV_EXPORT,2022-02-14,2024-01-08
2018,CITY_RO_5867,RO,1353616,61.09,16.34,59.57,52.14,46.55,63.23,60.53,2.69,55.08,23.2,62.33,68.42,0,URBAN_AUDIT,2022-03-23,2024-09-27
2019,CITY_AT_5904,AT,3091154,54.28,10.6,85.58,53.27,48.56,87.13,35.26,16.44,50.67,8.46,81.94,61.89,0,COPERNICUS_URBAN_ATLAS,2022-04-29,2024-11-15
2020,CITY_CZ_5941,CZ,2201402,59.47,15.53,62.79,69.39,65.73,45.79,27.0,9.65,37.13,9.94,78.8,87.22,0,CITY_ADMIN_DATA,2022-06-05,2024-04-15
2021,CITY_DE_5978,DE,1639422,29.36,29.85,92.76,78.34,50.64,35.61,46.42,10.87,60.22,6.29,83.78,97.41,0,EEA_CITY_ENV_EXPORT,2022-07-12,2025-08-16
2022,CITY_LV_0015,LV,339069,44.97,20.93,60.5,72.2,49.1,58.55,55.31,2.54,56.29,23.04,60.03,66.3,0,URBAN_AUDIT,2022-08-18,2024-04-28
2023,CITY_PL_0052,PL,4265609,9.0,16.55,74.28,34.42,43.02,36.31,36.74,8.26,32.6,20.25,61.46,64.23,0,COPERNICUS_URBAN_ATLAS,2022-09-24,2024-05-27
2024,CITY_ES_0089,ES,446179,10.14,31.85,60.51,39.4,50.23,69.48,48.79,10.42,31.0,15.56,59.25,53.34,0,CITY_ADMIN_DATA,2022-10-31,2024-05-11
2025,CITY_HR_0126,HR,2422789,31.88,27.95,86.68,75.89,86.65,29.05,43.44,3.26,44.55,12.93,68.82,66.88,0,EEA_CITY_ENV_EXPORT,2022-12-07,2025-01-18
2006,CITY_FI_0163,FI,1946696,45.27,20.83,65.29,41.49,70.95,23.6,27.22,6.51,39.55,12.91,99.98,67.97,0,URBAN_AUDIT,2023-01-13,2025-10-05
2007,CITY_IE_0200,IE,2625386,22.91,7.99,74.49,73.9,50.16,36.5,40.81,1.65,39.89,8.13,84.07,46.65,0,COPERNICUS_URBAN_ATLAS,2023-02-19,2025-11-06
2008,CITY_MT_0237,MT,999595,37.91,33.47,85.0,32.36,79.95,48.15,75.02,14.34,52.56,10.24,75.01,71.23,0,CITY_ADMIN_DATA,2023-03-28,2024-01-01
2009,CITY_SK_0274,SK,5353915,47.33,31.38,94.29,68.34,40.52,25.24,15.34,7.54,38.79,25.86,72.23,74.22,0,EEA_CITY_ENV_EXPORT,2023-05-04,2024-05-05
2010,CITY_BE_0311,BE,3055819,14.1,10.84,85.2,23.46,75.57,69.97,35.62,18.96,38.58,14.06,96.89,51.37,0,URBAN_AUDIT,2023-06-10,2025-04-09
2011,CITY_DK_0348,DK,3996670,19.12,31.84,84.48,92.91,91.44,49.09,48.01,1.49,30.61,5.75,96.53,44.28,0,COPERNICUS_URBAN_ATLAS,2023-07-17,2024-07-11
2012,CITY_GR_0385,GR,5757425,12.18,22.94,83.06,58.06,72.64,84.38,67.96,9.45,41.45,15.77,57.44,69.26,0,CITY_ADMIN_DATA,2023-08-23,2024-04-27
2013,CITY_LT_0422,LT,1135584,42.37,33.58,60.99,44.93,44.83,82.88,58.93,2.04,22.05,18.84,64.76,53.03,0,EEA_CITY_ENV_EXPORT,2023-09-29,2024-09-23
2014,CITY_PT_0459,PT,4934514,17.16,15.96,71.32,33.51,69.12,28.11,46.3,7.69,36.08,13.57,49.85,55.99,0,URBAN_AUDIT,2023-11-05,2024-06-11
2015,CITY_SE_0496,SE,4659330,43.29,22.79,59.74,79.02,85.1,23.44,35.18,13.98,35.0,20.51,70.32,40.24,0,COPERNICUS_URBAN_ATLAS,2023-12-12,2024-01-27
2016,CITY_CY_0533,CY,3475906,8.1,8.47,52.17,32.57,63.55,62.17,80.69,16.82,18.42,24.23,71.12,34.68,0,CITY_ADMIN_DATA,2024-01-18,2025-11-30
2017,CITY_FR_0570,FR,858116,9.65,25.26,85.32,31.98,82.22,36.98,63.16,7.31,56.7,13.6,77.5,45.8,0,EEA_CITY_ENV_EXPORT,2024-02-24,2024-11-01
2018,CITY_IT_0607,IT,4910207,11.85,19.34,55.32,55.36,84.48,78.76,87.82,15.5,44.52,25.76,66.52,59.22,0,URBAN_AUDIT,2024-04-01,2025-11-13
2019,CITY_NL_0644,NL,2721031,24.89,27.0,89.96,57.49,72.83,52.34,65.19,7.03,51.62,19.48,68.56,97.6,0,COPERNICUS_URBAN_ATLAS,2024-05-08,2024-05-24
2020,CITY_SI_0681,SI,4206259,37.36,26.39,86.35,78.96,44.09,67.97,20.99,11.09,54.83,24.64,58.57,40.02,0,CITY_ADMIN_DATA,2024-06-14,2025-07-31
2021,CITY_BG_0718,BG,1987491,61.43,34.57,48.81,43.06,82.0,46.55,23.99,18.7,20.9,17.08,47.88,51.42,0,EEA_CITY_ENV_EXPORT,2024-07-21,2025-06-19
2022,CITY_EE_0755,EE,3267895,38.07,20.16,85.62,68.74,76.16,39.95,55.62,15.9,20.31,22.48,67.19,68.42,1,URBAN_AUDIT,2024-08-27,2025-11-16
2023,CITY_HU_0792,HU,2860929,25.96,8.06,71.9,28.87,51.22,85.65,44.4,16.76,44.81,20.58,100.0,55.67,0,COPERNICUS_URBAN_ATLAS,2024-10-03,2025-03-03
2024,CITY_LU_0829,LU,662174,29.62,8.94,50.04,35.53,82.07,27.69,26.66,10.56,49.88,12.54,91.01,88.4,0,CITY_ADMIN_DATA,2024-11-09,2025-08-14
2025,CITY_RO_0866,RO,2217849,22.86,24.96,61.66,54.48,69.44,73.51,72.65,1.28,31.45,10.28,96.84,42.32,0,EEA_CITY_ENV_EXPORT,2024-12-16,2025-01-05
2006,CITY_AT_0903,AT,1465389,27.49,14.79,68.88,32.14,64.76,74.81,50.13,6.5,41.45,18.02,77.13,73.62,0,URBAN_AUDIT,2025-01-22,2024-12-04
2007,CITY_CZ_0940,CZ,3532225,41.16,14.56,57.67,66.89,38.98,58.25,71.15,17.84,57.65,10.04,40.59,52.06,0,COPERNICUS_URBAN_ATLAS,2025-02-28,2025-12-15
2008,CITY_DE_0977,DE,1869517,20.91,16.01,73.39,45.62,47.57,29.84,67.82,4.76,64.5,8.55,46.16,38.5,0,CITY_ADMIN_DATA,2025-04-06,2024-10-15
2009,CITY_LV_1014,LV,3613445,34.85,18.49,85.5,44.82,66.28,59.24,43.16,9.58,22.5,11.74,38.86,49.41,0,EEA_CITY_ENV_EXPORT,2025-05-13,2025-05-18
2010,CITY_PL_1051,PL,6957052,21.26,9.01,67.19,58.72,46.63,31.74,46.58,4.89,30.91,11.56,40.35,36.35,0,URBAN_AUDIT,2025-06-19,2024-08-23
2011,CITY_ES_1088,ES,1196623,54.07,35.78,79.8,27.19,53.7,28.59,74.11,5.16,17.99,17.55,72.16,48.72,0,COPERNICUS_URBAN_ATLAS,2025-07-26,2025-01-07
2012,CITY_HR_1125,HR,1532409,42.66,10.28,87.33,27.11,73.49,55.96,30.89,15.87,50.08,11.1,99.76,68.4,0,CITY_ADMIN_DATA,2025-09-01,2025-09-27
2013,CITY_FI_1162,FI,4454470,32.94,32.55,53.41,31.6,74.79,86.83,44.03,14.7,20.97,6.64,50.49,78.82,0,EEA_CITY_ENV_EXPORT,2025-10-08,2025-11-18
2014,CITY_IE_1199,IE,4747971,25.13,27.14,66.93,38.48,67.77,81.55,43.22,2.63,25.8,22.56,54.14,63.64,0,URBAN_AUDIT,2025-11-14,2026-02-15
2015,CITY_MT_1236,MT,521981,53.98,18.26,77.99,39.53,45.9,71.74,26.8,18.31,47.46,8.62,39.65,36.15,0,COPERNICUS_URBAN_ATLAS,2025-12-21,2025-12-15
2016,CITY_SK_1273,SK,1708732,59.22,18.37,71.45,61.79,69.1,51.94,34.03,4.6,18.64,25.86,51.74,68.78,0,CITY_ADMIN_DATA,2026-01-27,2024-12-28
2017,CITY_BE_1310,BE,1585188,31.2,26.96,69.58,55.85,86.49,43.19,26.09,22.08,54.12,20.77,85.29,73.8,0,EEA_CITY_ENV_EXPORT,2010-01-08,2025-02-17
2018,CITY_DK_1347,DK,2764905,70.9,24.97,74.18,42.67,50.73,79.94,19.97,14.86,39.4,6.77,74.63,83.31,0,URBAN_AUDIT,2010-02-14,2025-09-02
2019,CITY_GR_1384,GR,3744017,15.01,18.08,58.73,69.59,82.88,45.79,63.55,10.17,20.93,8.95,39.56,69.62,0,COPERNICUS_URBAN_ATLAS,2010-03-23,2025-04-22
2020,CITY_LT_1421,LT,1665671,31.17,26.83,73.7,66.46,52.69,29.35,22.99,6.49,26.56,21.43,75.97,71.02,0,CITY_ADMIN_DATA,2010-04-29,2025-08-25
2021,CITY_PT_1458,PT,4653073,41.89,38.34,66.06,31.53,58.8,78.85,23.0,13.47,55.16,22.87,61.0,41.33,0,EEA_CITY_ENV_EXPORT,2010-06-05,2024-03-28
2022,CITY_SE_1495,SE,5363891,68.97,37.43,53.94,75.56,42.52,42.64,38.23,2.22,32.44,8.3,93.99,70.13,0,URBAN_AUDIT,2010-07-12,2024-07-10
2023,CITY_CY_1532,CY,1211091,36.93,31.11,92.81,78.07,62.3,23.33,26.02,7.24,50.1,18.3,51.88,74.12,0,COPERNICUS_URBAN_ATLAS,2010-08-18,2024-06-02
2024,CITY_FR_1569,FR,4505355,48.37,29.85,90.19,54.63,58.65,82.2,26.45,15.15,20.4,10.91,51.42,63.8,0,CITY_ADMIN_DATA,2010-09-24,2024-11-06
2025,CITY_IT_1606,IT,898460,46.65,23.81,85.29,62.1,49.1,34.91,64.8,4.52,55.8,18.49,94.57,75.47,0,EEA_CITY_ENV_EXPORT,2010-10-31,2024-02-10
2006,CITY_NL_1643,NL,3194334,66.89,9.82,64.68,62.57,57.68,68.98,40.09,4.19,27.71,20.8,69.89,61.85,0,URBAN_AUDIT,2010-12-07,2025-11-14
2007,CITY_SI_1680,SI,5240038,28.0,17.19,65.34,72.84,87.39,81.24,21.39,3.08,35.82,12.94,55.22,38.78,0,COPERNICUS_URBAN_ATLAS,2011-01-13,2025-03-11
2008,CITY_BG_1717,BG,843719,38.87,26.31,95.41,54.41,48.91,30.3,75.03,18.64,32.37,30.53,81.38,68.05,0,CITY_ADMIN_DATA,2011-02-19,2024-12-17
2009,CITY_EE_1754,EE,5036865,58.67,12.94,55.69,57.34,49.47,58.19,46.01,9.43,20.58,9.44,78.13,38.58,0,EEA_CITY_ENV_EXPORT,2011-03-28,2025-12-10
2010,CITY_HU_1791,HU,3350297,30.4,34.17,54.37,37.83,52.23,40.61,22.03,5.33,49.9,16.09,83.69,42.75,0,URBAN_AUDIT,2011-05-04,2025-01-09
2011,CITY_LU_1828,LU,2881570,59.59,19.36,50.29,30.57,51.41,24.45,25.61,2.1,49.3,6.42,60.51,65.6,0,COPERNICUS_URBAN_ATLAS,2011-06-10,2025-03-03
2012,CITY_RO_1865,RO,5065076,8.27,8.13,59.73,23.28,54.86,77.42,21.87,4.1,51.79,30.33,90.85,34.9,0,CITY_ADMIN_DATA,2011-07-17,2024-02-10
2013,CITY_AT_1902,AT,2284430,29.2,15.01,80.18,37.18,86.19,66.57,30.92,15.61,72.71,23.2,70.0,55.14,0,EEA_CITY_ENV_EXPORT,2011-08-23,2025-10-17
2014,CITY_CZ_1939,CZ,4566789,35.09,29.75,75.0,43.33,45.75,44.5,21.58,12.56,17.28,8.32,65.69,56.51,0,URBAN_AUDIT,2011-09-29,2025-02-28
2015,CITY_DE_1976,DE,6029371,45.22,23.19,93.48,59.24,75.03,25.82,32.14,15.3,22.83,14.95,89.56,35.54,0,COPERNICUS_URBAN_ATLAS,2011-11-05,2025-11-24
2016,CITY_LV_2013,LV,5013239,46.58,28.99,91.57,37.36,80.88,44.42,66.68,13.52,50.12,15.51,50.7,55.39,0,CITY_ADMIN_DATA,2011-12-12,2025-06-26
2017,CITY_PL_2050,PL,3395663,34.03,26.17,77.78,59.22,65.59,78.64,48.49,10.88,23.44,18.79,48.63,74.37,0,EEA_CITY_ENV_EXPORT,2012-01-18,2024-12-18
2018,CITY_ES_2087,ES,6169550,53.74,12.01,70.91,72.23,80.34,32.77,84.44,6.68,18.42,18.68,61.51,75.72,0,URBAN_AUDIT,2012-02-24,2024-12-12
2019,CITY_HR_2124,HR,2153759,49.46,33.89,75.99,77.3,63.02,54.41,66.73,15.0,42.14,13.97,43.47,39.97,0,COPERNICUS_URBAN_ATLAS,2012-04-01,2024-12-04
2020,CITY_FI_2161,FI,1208756,45.41,25.61,86.96,30.03,73.01,71.89,44.9,17.18,34.31,9.93,56.46,46.4,0,CITY_ADMIN_DATA,2012-05-08,2024-09-29
2021,CITY_IE_2198,IE,5872936,32.94,23.05,55.3,53.01,66.79,85.7,41.36,7.87,47.92,17.62,45.5,77.8,0,EEA_CITY_ENV_EXPORT,2012-06-14,2024-12-10
2022,CITY_MT_2235,MT,889503,27.26,25.97,59.62,29.06,83.59,40.06,90.83,9.35,56.05,18.95,95.98,51.61,1,URBAN_AUDIT,2012-07-21,2025-01-11
2023,CITY_SK_2272,SK,3653548,45.24,10.83,77.78,72.57,70.73,80.29,73.2,11.96,23.1,18.78,73.29,62.11,0,COPERNICUS_URBAN_ATLAS,2012-08-27,2024-12-01
2024,CITY_BE_2309,BE,2906891,53.33,21.33,86.5,77.33,34.13,86.32,35.25,2.61,31.24,5.91,79.54,37.46,0,CITY_ADMIN_DATA,2012-10-03,2026-01-03
2025,CITY_DK_2346,DK,5234334,17.51,27.48,78.32,53.32,86.56,24.47,19.14,15.04,50.27,13.07,63.11,61.0,0,EEA_CITY_ENV_EXPORT,2012-11-09,2025-10-28
2006,CITY_GR_2383,GR,1904076,48.26,37.69,73.66,65.66,36.41,49.32,28.25,10.47,41.37,12.01,43.96,53.76,0,URBAN_AUDIT,2012-12-16,2024-10-24
2007,CITY_LT_2420,LT,884951,42.59,32.8,61.03,41.84,47.87,73.82,73.66,14.72,27.57,22.92,92.3,50.31,0,COPERNICUS_URBAN_ATLAS,2013-01-22,2025-03-28
2008,CITY_PT_2457,PT,4402381,20.9,27.23,76.5,32.6,33.33,68.3,40.52,15.67,50.65,7.48,83.95,73.96,0,CITY_ADMIN_DATA,2013-02-28,2025-11-21
2009,CITY_SE_2494,SE,3302614,46.47,21.7,53.12,63.03,72.89,29.6,53.13,5.25,46.39,11.66,65.15,69.83,0,EEA_CITY_ENV_EXPORT,2013-04-06,2025-06-30
2010,CITY_CY_2531,CY,3187089,9.27,10.88,77.56,73.03,64.28,48.0,91.94,3.63,36.99,7.0,63.88,51.61,0,URBAN_AUDIT,2013-05-13,2024-07-15
2011,CITY_FR_2568,FR,3033267,52.7,19.5,63.06,51.51,62.53,87.01,60.57,9.84,23.1,9.2,79.58,50.72,0,COPERNICUS_URBAN_ATLAS,2013-06-19,2024-10-31
2012,CITY_IT_2605,IT,6020659,22.08,29.76,47.7,66.85,55.16,52.74,33.17,17.55,54.26,10.0,81.12,35.09,0,CITY_ADMIN_DATA,2013-07-26,2025-11-02
2013,CITY_NL_2642,NL,5352908,13.24,23.43,90.91,64.26,78.02,77.19,74.18,20.87,63.66,6.46,41.89,43.48,0,EEA_CITY_ENV_EXPORT,2013-09-01,2024-02-29
2014,CITY_SI_2679,SI,714797,13.36,15.23,44.55,76.03,80.46,29.97,32.48,14.2,25.29,20.0,47.93,50.37,0,URBAN_AUDIT,2013-10-08,2026-01-21
2015,CITY_BG_2716,BG,3457660,36.23,28.16,57.34,79.98,82.47,62.78,61.11,4.56,47.02,7.28,53.39,72.43,0,COPERNICUS_URBAN_ATLAS,2013-11-14,2024-01-04
2016,CITY_EE_2753,EE,1985959,36.51,24.66,61.19,35.02,72.34,66.35,57.08,13.24,33.73,18.79,97.4,66.32,0,CITY_ADMIN_DATA,2013-12-21,2025-11-30
2017,CITY_HU_2790,HU,5406802,57.22,35.0,54.71,39.15,41.2,30.55,51.17,13.76,45.18,12.09,47.09,71.75,0,EEA_CITY_ENV_EXPORT,2014-01-27,2024-09-07
2018,CITY_LU_2827,LU,4008788,33.69,35.11,93.74,42.05,69.63,37.65,66.57,6.4,38.11,8.57,50.55,39.74,0,URBAN_AUDIT,2014-03-05,2026-01-12
2019,CITY_RO_2864,RO,5556018,52.76,10.3,43.37,48.91,61.31,77.58,35.3,15.49,36.86,30.12,77.28,60.97,0,COPERNICUS_URBAN_ATLAS,2014-04-11,2024-06-22
2020,CITY_AT_2901,AT,5879036,28.16,20.5,70.63,44.11,51.35,31.85,23.31,17.76,59.44,10.74,68.23,51.33,0,CITY_ADMIN_DATA,2014-05-18,2025-01-26
2021,CITY_CZ_2938,CZ,87063,23.63,15.54,58.22,31.37,65.17,53.88,13.26,8.6,31.03,20.16,82.28,44.78,0,EEA_CITY_ENV_EXPORT,2014-06-24,2025-07-23
2022,CITY_DE_2975,DE,464179,40.52,23.74,87.67,68.23,78.65,44.4,43.6,9.17,72.08,9.62,52.11,64.43,0,URBAN_AUDIT,2014-07-31,2024-03-22
2023,CITY_LV_3012,LV,1761796,16.87,8.33,85.78,73.03,43.18,86.94,19.73,11.09,34.8,11.62,56.06,78.93,1,COPERNICUS_URBAN_ATLAS,2014-09-06,2025-02-03
2024,CITY_PL_3049,PL,6469509,35.26,14.11,54.15,73.43,53.73,44.18,21.16,6.61,20.41,6.36,49.93,77.07,0,CITY_ADMIN_DATA,2014-10-13,2025-09-09
2025,CITY_ES_3086,ES,5086817,39.24,17.01,46.38,45.75,51.34,83.09,78.81,5.25,44.82,6.34,100.0,45.41,0,EEA_CITY_ENV_EXPORT,2014-11-19,2024-11-26
2006,CITY_HR_3123,HR,2535340,54.99,29.71,77.93,77.15,44.98,25.84,66.67,15.71,32.9,25.51,50.35,54.84,0,URBAN_AUDIT,2014-12-26,2024-06-14
2007,CITY_FI_3160,FI,4657916,35.22,18.55,80.02,70.95,96.36,75.64,42.98,6.63,52.25,17.56,53.17,54.22,0,COPERNICUS_URBAN_ATLAS,2015-02-01,2025-05-17
2008,CITY_IE_3197,IE,5915518,20.7,15.7,61.87,78.37,53.48,34.85,46.18,13.46,43.44,14.75,89.02,54.13,0,CITY_ADMIN_DATA,2015-03-10,2024-11-06
2009,CITY_MT_3234,MT,4316694,15.78,12.41,73.7,47.42,41.07,75.02,44.35,15.66,55.39,18.02,73.04,60.39,0,EEA_CITY_ENV_EXPORT,2015-04-16,2024-12-28
2010,CITY_SK_3271,SK,2062172,46.33,10.81,62.63,41.28,41.89,54.41,43.44,16.76,26.55,7.75,57.12,47.59,0,URBAN_AUDIT,2015-05-23,2025-02-05
2011,CITY_BE_3308,BE,5107918,16.27,10.25,53.0,54.98,63.32,30.57,75.77,16.36,47.0,14.99,60.68,51.49,0,COPERNICUS_URBAN_ATLAS,2015-06-29,2024-11-10
2012,CITY_DK_3345,DK,67525,59.58,31.37,59.22,39.41,96.93,33.4,64.46,10.88,32.52,10.95,84.83,75.02,0,CITY_ADMIN_DATA,2015-08-05,2024-06-22
2013,CITY_GR_3382,GR,5823381,18.49,23.91,66.99,30.3,85.39,23.47,25.88,5.27,26.14,14.07,67.48,72.68,0,EEA_CITY_ENV_EXPORT,2015-09-11,2025-11-15
2014,CITY_LT_3419,LT,501426,39.72,20.54,56.12,46.09,48.26,36.72,39.02,15.9,57.5,10.57,44.35,66.76,0,URBAN_AUDIT,2015-10-18,2025-11-09
2015,CITY_PT_3456,PT,4881583,14.45,10.18,79.91,45.07,72.35,23.03,50.92,12.26,19.92,24.71,38.67,50.06,0,COPERNICUS_URBAN_ATLAS,2015-11-24,2024-03-25
2016,CITY_SE_3493,SE,3765489,54.25,27.09,62.24,65.81,39.81,78.06,66.22,6.86,32.21,17.89,45.2,50.51,0,CITY_ADMIN_DATA,2015-12-31,2024-01-28
2017,CITY_CY_3530,CY,5061465,50.61,30.29,54.49,78.89,61.08,80.75,47.06,17.22,22.48,19.83,89.02,38.16,0,EEA_CITY_ENV_EXPORT,2016-02-06,2024-12-11
2018,CITY_FR_3567,FR,434294,11.61,10.24,71.55,33.46,68.67,45.5,44.03,15.82,34.59,25.19,83.55,53.13,0,URBAN_AUDIT,2016-03-14,2024-05-28
2019,CITY_IT_3604,IT,5953033,18.63,19.47,49.66,72.16,53.78,35.81,89.66,7.31,18.78,8.26,53.6,82.45,0,COPERNICUS_URBAN_ATLAS,2016-04-20,2025-01-22
2020,CITY_NL_3641,NL,2729940,67.6,24.29,95.82,88.46,51.53,70.31,47.99,15.74,71.91,24.05,81.01,57.44,0,CITY_ADMIN_DATA,2016-05-27,2024-07-14
2021,CITY_SI_3678,SI,4399936,19.67,17.83,83.35,32.96,47.72,72.23,60.82,15.26,41.26,10.58,94.19,88.07,1,EEA_CITY_ENV_EXPORT,2016-07-03,2026-02-24
2022,CITY_BG_3715,BG,5668872,34.83,19.42,90.62,37.46,49.94,82.17,59.5,15.67,47.49,18.38,55.25,69.36,1,URBAN_AUDIT,2016-08-09,2024-11-21
2023,CITY_EE_3752,EE,2752216,17.05,21.04,48.11,28.96,86.06,29.91,74.33,11.92,38.89,13.88,69.86,81.08,0,COPERNICUS_URBAN_ATLAS,2016-09-15,2024-09-04
2024,CITY_HU_3789,HU,1794947,59.89,11.68,47.87,43.0,58.81,81.38,72.24,15.92,54.65,6.0,76.37,62.87,0,CITY_ADMIN_DATA,2016-10-22,2024-01-15
2025,CITY_LU_3826,LU,5668880,8.97,17.61,84.25,63.67,60.16,85.06,30.87,2.26,19.16,11.0,82.84,70.73,0,EEA_CITY_ENV_EXPORT,2016-11-28,2024-08-25
