trans_air_reference_month,trans_air_airport_code,trans_air_country_iso2,trans_air_route_pair_code,trans_air_flights_count,trans_air_passengers_count,trans_air_cargo_tonnes,trans_air_delay_minutes_avg,trans_air_cancellation_rate_pct,trans_air_saf_blend_pct,trans_air_co2e_emissions_tonnes,trans_air_ets_covered_flag,trans_air_eu261_claims_count,trans_air_noise_exposure_index,trans_air_ultra_fine_particles_index,trans_air_air_traffic_management_flow_delay_min,trans_air_eurocontrol_network_manager_flag,trans_air_data_source,trans_air_revision_round,trans_air_data_extract_date
2025-11,DUB,BE,DUB-MAD,84502,7285854,15789.32,13.09,2.769,1.094,1536665.82,1,4205,0.1144,1.877,6363.36,1,EASA_ENV_REPORT,SECOND,2025-11-20
2025-12,PRG,LV,PRG-BRU,42293,6050091,45982.59,24.02,8.141,1.95,471104.04,0,59086,0.4149,1.8133,8727.77,1,CORSIA_REPORTING,BENCHMARK,2025-01-26
2026-01,HEL,LV,HEL-BER,41938,7134192,63047.23,23.36,7.258,0.661,659696.0,1,38221,0.4746,2.0859,10791.64,1,EUROCONTROL_STATFOR,FLASH,2025-12-13
2026-02,MAN,RO,MAN-FCO,76096,6349502,269865.48,20.27,0.836,1.204,1062468.52,1,35344,0.7624,1.2301,4633.18,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-06
2026-03,HAM,BG,HAM-LIS,93314,5202535,141824.04,22.94,5.308,0.603,1098189.78,0,2290,0.9839,1.9433,12264.12,1,EASA_ENV_REPORT,SECOND,2025-03-02
2026-04,CDG,AT,CDG-HAM,70650,5212794,161269.07,18.68,6.393,2.286,734005.13,0,51711,1.4642,0.4409,4637.51,1,CORSIA_REPORTING,BENCHMARK,2025-10-02
2026-05,MXP,HR,MXP-DUB,36510,4090555,47687.61,26.06,1.82,0.104,682227.9,1,8897,0.178,1.1158,4707.49,0,EUROCONTROL_STATFOR,FLASH,2025-10-06
2026-06,WAW,SK,WAW-ZRH,34218,3607581,8443.81,23.11,3.349,1.61,494058.3,1,13664,0.3462,1.4116,12580.33,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-09-02
2026-07,LIS,FR,LIS-SOF,56805,6970909,15136.94,6.78,4.687,0.67,702830.54,1,3052,1.2088,1.8855,4101.77,1,EASA_ENV_REPORT,SECOND,2024-06-04
2026-08,LGW,HU,LGW-ARN,40713,5574541,77479.79,20.04,3.657,0.914,882269.2,0,19553,0.9582,1.1808,5441.07,0,CORSIA_REPORTING,BENCHMARK,2025-08-01
2026-09,MUC,LV,MUC-LHR,100617,11739286,212337.16,3.24,3.2,0.845,1874678.23,0,23282,1.5946,1.0308,3869.98,1,EUROCONTROL_STATFOR,FLASH,2025-01-20
2026-10,AMS,MT,AMS-AMS,66375,5733901,141374.28,24.56,7.932,1.683,952745.91,1,54755,0.4776,0.6479,2692.03,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-25
2026-11,FCO,PT,FCO-WAW,108945,14704347,43953.3,19.42,4.684,0.157,1525939.03,1,52797,0.6825,2.1629,11983.79,1,EASA_ENV_REPORT,SECOND,2024-03-23
2026-12,OSL,GR,OSL-MAN,60706,6535251,251890.91,8.26,4.012,0.101,1106115.76,1,35238,0.9323,0.3271,3428.54,1,CORSIA_REPORTING,BENCHMARK,2025-05-13
2016-01,ATH,MT,ATH-FRA,31284,2130855,261584.4,14.57,5.785,0.428,658575.83,1,1299,0.2684,1.7466,7017.86,1,EUROCONTROL_STATFOR,FLASH,2024-06-15
2016-02,LHR,ES,LHR-VIE,69881,4123008,91022.85,4.8,0.589,0.351,1034263.31,1,28856,1.5622,2.1186,1244.11,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-07-29
2016-03,BER,CZ,BER-SXF,51318,6853009,188002.35,27.68,6.139,0.067,1062197.78,1,78321,0.1473,1.5295,5215.53,1,EASA_ENV_REPORT,SECOND,2026-01-20
2016-04,OTP,HU,OTP-BCN,87050,8261297,42945.57,8.67,1.162,0.374,1479401.38,1,6858,0.459,1.3187,7877.37,1,CORSIA_REPORTING,BENCHMARK,2024-08-22
2016-05,BCN,NL,BCN-ATH,57920,8767876,220501.28,7.29,5.86,0.331,962596.0,1,34701,0.8374,1.9401,6810.87,1,EUROCONTROL_STATFOR,FLASH,2025-09-24
2016-06,ARN,SE,ARN-MUC,7504,556545,149448.58,19.94,0.49,0.308,74645.78,1,1639,1.5574,0.8447,14790.3,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-07
2016-07,BRU,DK,BRU-MXP,29337,1848715,207598.54,27.03,7.127,0.647,310942.76,1,2439,0.4282,0.6917,8130.02,1,EASA_ENV_REPORT,SECOND,2025-07-24
2016-08,GVA,IE,GVA-HEL,27376,1709749,32387.57,2.84,6.657,0.707,265989.17,1,8674,1.3646,0.1157,6785.99,1,CORSIA_REPORTING,BENCHMARK,2025-04-09
2016-09,SXF,PL,SXF-BUD,12512,1894183,78805.1,17.39,0.536,0.336,204658.83,1,7089,0.6168,0.4614,8748.76,1,EUROCONTROL_STATFOR,FLASH,2024-10-25
2016-10,SOF,AT,SOF-CPH,54391,5237103,166759.05,13.04,3.531,0.543,1124952.05,1,49074,1.1122,1.7793,313.38,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-10-06
2016-11,MAD,EE,MAD-GVA,27490,3409610,40174.64,21.22,5.688,0.331,481577.0,0,25652,0.3559,0.4719,8228.62,1,EASA_ENV_REPORT,SECOND,2024-09-03
2016-12,CPH,IT,CPH-OTP,14632,1958372,26158.43,26.14,8.382,0.396,287274.41,0,15012,0.0815,1.2858,10819.49,1,CORSIA_REPORTING,BENCHMARK,2025-10-05
2017-01,VIE,FR,VIE-OSL,6876,1101136,127011.61,24.04,0.456,0.17,65460.71,1,5694,0.9059,1.1016,4261.8,1,EUROCONTROL_STATFOR,FLASH,2025-05-20
2017-02,ZRH,HU,ZRH-LGW,48850,3706225,172855.59,23.46,4.335,0.313,902308.4,1,8562,1.6954,1.9178,6583.46,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-13
2017-03,STN,LV,STN-CDG,63710,3297973,161931.22,24.67,6.371,0.216,1156182.6,1,16669,1.2878,1.3337,7672.58,1,EASA_ENV_REPORT,SECOND,2024-10-05
2017-04,BUD,LV,BUD-PRG,51382,2435228,109467.51,12.63,5.589,0.405,1092070.62,1,9995,0.9328,1.1198,2322.41,1,CORSIA_REPORTING,BENCHMARK,2024-08-22
2017-05,FRA,RO,FRA-STN,27995,2506817,52602.39,4.41,0.341,0.428,282918.99,0,12966,0.9947,0.6115,2402.18,1,EUROCONTROL_STATFOR,FLASH,2024-07-08
2017-06,DUB,BG,DUB-MAD,98149,12956157,234283.7,5.42,4.547,0.656,1565027.13,1,97220,1.4264,0.7194,2769.35,0,AIRPORT_OPERATOR_REPORT,FIRST,2026-02-06
2017-07,PRG,AT,PRG-BRU,2604,185159,189981.5,4.66,2.454,0.671,45420.34,1,656,0.4288,1.5245,2331.34,1,EASA_ENV_REPORT,SECOND,2024-07-20
2017-08,HEL,HR,HEL-BER,60079,8234115,163689.09,27.36,0.446,0.243,861062.33,1,56106,1.3455,0.2945,9682.29,0,CORSIA_REPORTING,BENCHMARK,2024-04-30
2017-09,MAN,SK,MAN-FCO,68015,8765279,33065.41,5.28,5.053,0.35,655031.82,1,14021,0.0721,1.2843,791.75,1,EUROCONTROL_STATFOR,FLASH,2024-10-21
2017-10,HAM,FR,HAM-LIS,76407,6247658,112804.55,25.36,8.897,0.437,1545419.49,1,41521,1.161,1.6369,12611.27,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-05
2017-11,CDG,DE,CDG-HAM,36088,4565732,69716.71,19.95,4.19,0.097,785558.28,0,46099,0.8836,1.6645,4316.05,1,EASA_ENV_REPORT,SECOND,2025-02-09
2017-12,MXP,LU,MXP-DUB,92776,8394532,312399.01,18.5,5.737,0.206,1593480.89,0,75120,1.5063,0.927,6106.62,1,CORSIA_REPORTING,BENCHMARK,2024-12-07
2018-01,WAW,SI,WAW-ZRH,8371,783238,135003.23,20.51,1.861,0.347,98573.34,1,4206,0.4726,1.2851,3445.92,1,EUROCONTROL_STATFOR,FLASH,2024-10-20
2018-02,LIS,PT,LIS-SOF,58535,6007463,32704.5,5.61,0.21,0.355,815665.53,0,25747,0.8998,1.0714,7907.84,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-09-09
2018-03,LGW,GR,LGW-ARN,77642,5121868,86399.46,14.75,3.567,0.107,808392.27,1,31801,0.5244,0.1769,4101.83,1,EASA_ENV_REPORT,SECOND,2025-01-03
2018-04,MUC,MT,MUC-LHR,10956,675068,119057.42,18.45,5.07,0.338,174227.8,0,676,1.1113,0.4784,8222.13,1,CORSIA_REPORTING,BENCHMARK,2025-11-18
2018-05,AMS,ES,AMS-AMS,33102,4266250,244268.6,15.16,5.954,0.511,321248.9,1,38949,1.5562,2.1861,4900.91,1,EUROCONTROL_STATFOR,FLASH,2025-01-27
2018-06,FCO,CZ,FCO-WAW,14667,1163443,141839.81,19.6,8.025,0.176,151565.13,1,1790,1.5054,0.9704,3013.16,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-11-16
2018-07,OSL,HU,OSL-MAN,67334,4360501,44147.54,5.89,4.446,0.528,1139326.1,1,16729,1.7129,1.9519,3456.61,1,EASA_ENV_REPORT,SECOND,2025-01-17
2018-08,ATH,NL,ATH-FRA,72057,6176694,152349.0,3.77,1.663,0.28,1134698.79,1,18033,0.076,0.643,3854.39,1,CORSIA_REPORTING,BENCHMARK,2025-09-03
2018-09,LHR,LV,LHR-VIE,45324,4845400,70340.85,11.73,3.876,0.463,510298.3,0,56689,1.0557,1.5405,6951.7,1,EUROCONTROL_STATFOR,FLASH,2025-12-03
2018-10,BER,DK,BER-SXF,74559,10179767,274819.9,9.55,0.621,0.471,862531.68,0,66418,0.2077,0.0725,3052.33,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-02-14
2018-11,OTP,IE,OTP-BCN,8403,402534,106976.45,22.87,2.392,0.615,104716.89,1,2605,0.662,0.6276,4205.51,1,EASA_ENV_REPORT,SECOND,2025-12-15
2018-12,BCN,SI,BCN-ATH,84559,14466487,95205.42,2.9,4.253,0.806,1376372.67,1,54671,0.7331,0.104,4286.26,1,CORSIA_REPORTING,BENCHMARK,2024-03-30
2019-01,ARN,AT,ARN-MUC,3733,583253,175547.83,8.09,7.012,0.62,61822.67,1,2811,0.5768,0.7543,22.91,1,EUROCONTROL_STATFOR,FLASH,2024-07-20
2019-02,BRU,HR,BRU-MXP,32563,4877384,42551.02,8.64,3.69,0.538,453210.23,1,51349,0.7395,0.8197,7210.99,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-04-25
2019-03,GVA,DK,GVA-HEL,2185,195180,237263.3,7.48,1.141,0.165,22444.59,0,555,0.7091,1.7745,991.6,1,EASA_ENV_REPORT,SECOND,2025-04-14
2019-04,SXF,PT,SXF-BUD,33808,5248127,162829.02,27.04,3.553,0.509,661076.51,0,44232,1.7115,1.1582,14831.79,1,CORSIA_REPORTING,BENCHMARK,2024-04-30
2019-05,SOF,BE,SOF-CPH,9819,725144,148506.26,19.41,6.738,0.694,183598.39,1,8097,1.2889,0.0698,1308.93,1,EUROCONTROL_STATFOR,FLASH,2024-11-16
2019-06,MAD,LV,MAD-GVA,18619,2412332,91696.54,20.57,9.341,0.113,177712.75,1,1572,0.7424,0.6843,5085.07,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-23
2019-07,CPH,MT,CPH-OTP,73043,10573699,146311.33,25.83,0.123,0.184,1169948.61,1,32863,0.4303,2.1889,200.03,1,EASA_ENV_REPORT,SECOND,2025-01-05
2019-08,VIE,RO,VIE-OSL,43766,2307473,230755.15,13.89,1.078,0.487,789474.0,1,13902,0.7569,0.4712,1936.45,1,CORSIA_REPORTING,BENCHMARK,2024-06-26
2019-09,ZRH,BG,ZRH-LGW,19179,1874703,158926.96,16.96,0.105,0.458,332353.01,1,13729,1.2238,1.4828,7931.4,1,EUROCONTROL_STATFOR,FLASH,2025-10-08
2019-10,STN,AT,STN-CDG,56251,7046446,5991.31,3.21,6.86,0.391,887463.06,1,53103,0.6568,1.5197,1640.32,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-02-21
2019-11,BUD,LT,BUD-PRG,7226,884339,70827.57,19.54,6.227,0.386,129876.45,1,8082,1.093,0.426,14530.88,1,EASA_ENV_REPORT,SECOND,2024-06-29
2019-12,FRA,DK,FRA-STN,53152,7017293,18661.16,19.48,2.01,0.272,1116250.69,1,4067,0.4084,0.1679,8636.95,1,CORSIA_REPORTING,BENCHMARK,2025-01-10
2020-01,DUB,HR,DUB-MAD,109824,14443931,150538.16,5.91,4.434,0.124,1696046.29,1,88238,0.797,0.0729,5662.87,1,EUROCONTROL_STATFOR,FLASH,2025-01-17
2020-02,PRG,DE,PRG-BRU,36550,3558791,76779.87,7.22,2.781,0.354,674841.19,1,26160,0.414,1.2603,6485.46,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-07
2020-03,HEL,LV,HEL-BER,21953,1802057,110353.61,22.81,9.283,0.322,481528.67,1,20322,1.4642,1.8761,7140.91,1,EASA_ENV_REPORT,SECOND,2024-12-02
2020-04,MAN,SI,MAN-FCO,60381,2571751,181617.18,19.2,8.642,0.295,1220079.03,1,19693,0.2052,1.376,3983.83,1,CORSIA_REPORTING,BENCHMARK,2025-10-01
2020-05,HAM,PT,HAM-LIS,56044,3578082,136801.77,11.12,5.53,0.011,884273.98,1,20418,1.2398,1.9469,5708.05,1,EUROCONTROL_STATFOR,FLASH,2024-08-11
2020-06,CDG,SI,CDG-HAM,16138,2323921,62811.44,4.68,4.406,0.271,215806.44,1,19769,1.3132,1.7407,101.64,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-29
2020-07,MXP,MT,MXP-DUB,17880,2662594,185882.91,15.56,1.589,0.161,339092.74,1,4948,1.7972,0.5712,7877.53,1,EASA_ENV_REPORT,SECOND,2024-03-28
2020-08,WAW,HR,WAW-ZRH,53389,2526698,159878.98,20.83,1.517,0.477,1156529.46,1,536,0.1154,0.6452,11390.59,1,CORSIA_REPORTING,BENCHMARK,2026-02-05
2020-09,LIS,DK,LIS-SOF,7870,466559,37842.96,21.67,0.786,0.055,97953.57,1,3512,0.3848,2.1542,3036.86,1,EUROCONTROL_STATFOR,FLASH,2024-06-23
2020-10,LGW,HU,LGW-ARN,34967,3017416,223160.73,5.33,5.562,0.328,735321.48,1,9749,0.1564,1.0239,526.6,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-10-27
2020-11,MUC,HU,MUC-LHR,23336,2975997,95377.75,26.65,9.841,0.03,247385.22,1,31091,1.3394,0.2547,2881.68,1,EASA_ENV_REPORT,SECOND,2024-09-04
2020-12,AMS,LV,AMS-AMS,33620,3663865,121986.5,9.48,6.783,0.663,544234.93,1,35370,1.4242,1.8778,2795.45,1,CORSIA_REPORTING,BENCHMARK,2025-12-11
2021-01,FCO,MT,FCO-WAW,24290,1457731,156551.02,6.86,0.88,0.471,450634.86,0,11583,0.357,1.8662,1059.44,1,EUROCONTROL_STATFOR,FLASH,2025-09-03
2021-02,OSL,PT,OSL-MAN,42752,3653030,164215.39,24.57,8.331,0.657,485515.62,1,8790,0.7616,1.4193,1331.22,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-04-29
2021-03,ATH,SI,ATH-FRA,55818,5689755,236668.08,24.98,8.952,0.417,874719.77,1,40470,1.7597,0.663,7698.45,1,EASA_ENV_REPORT,SECOND,2025-08-14
2021-04,LHR,AT,LHR-VIE,46507,4250274,91083.35,10.28,4.922,0.522,885450.67,0,48189,0.7456,2.0047,6388.05,0,CORSIA_REPORTING,BENCHMARK,2024-04-03
2021-05,BER,EE,BER-SXF,29897,3892539,247776.79,15.56,3.259,0.58,314143.91,1,13006,1.2274,1.974,4397.43,0,EUROCONTROL_STATFOR,FLASH,2025-05-09
2021-06,OTP,DK,OTP-BCN,17565,2699357,156797.49,18.77,8.174,0.585,198062.15,1,2238,0.323,2.174,5218.94,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-02-25
2021-07,BCN,FR,BCN-ATH,43387,4417593,63413.95,23.49,9.928,0.666,938850.93,1,36378,1.7588,1.5202,13107.29,1,EASA_ENV_REPORT,SECOND,2025-07-20
2021-08,ARN,BE,ARN-MUC,30545,4639140,117357.83,4.55,6.375,0.33,445593.82,1,31239,1.6306,2.04,2272.23,1,CORSIA_REPORTING,BENCHMARK,2025-07-12
2021-09,BRU,LV,BRU-MXP,50308,6455348,98907.73,11.47,2.437,0.309,1062531.12,1,47191,0.809,1.9656,5440.16,1,EUROCONTROL_STATFOR,FLASH,2026-01-02
2021-10,GVA,MT,GVA-HEL,73853,9046833,53513.57,7.68,3.24,0.618,773787.19,1,43524,1.6344,0.6046,7981.93,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-10-31
2021-11,SXF,PT,SXF-BUD,10317,1304950,88538.69,10.25,6.111,0.381,168019.84,1,10793,0.1615,1.1296,2779.15,1,EASA_ENV_REPORT,SECOND,2024-10-29
2021-12,SOF,SI,SOF-CPH,89889,11682690,247903.26,18.47,2.541,0.533,893188.94,1,70613,1.3652,1.7784,318.29,1,CORSIA_REPORTING,BENCHMARK,2026-01-09
2022-01,MAD,AT,MAD-GVA,63765,7612706,120280.12,12.83,1.239,1.599,727613.52,0,32916,0.2344,1.1052,3882.59,1,EUROCONTROL_STATFOR,FLASH,2025-01-23
2022-02,CPH,LT,CPH-OTP,24885,1416296,187572.41,27.08,0.795,0.767,294988.76,1,10098,0.3579,1.795,11889.96,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-05-28
2022-03,VIE,SK,VIE-OSL,24976,2372501,65879.63,20.26,8.116,0.17,439397.63,1,28060,0.2828,2.1488,2711.35,1,EASA_ENV_REPORT,SECOND,2024-09-28
2022-04,ZRH,HR,ZRH-LGW,23535,3250527,187049.39,21.17,3.359,0.46,271693.52,1,11617,1.4067,1.9711,6248.97,0,CORSIA_REPORTING,BENCHMARK,2026-02-19
2022-05,STN,DE,STN-CDG,49764,4881446,197827.61,10.42,4.724,2.096,642428.73,1,15482,1.3226,1.3997,6589.98,1,EUROCONTROL_STATFOR,FLASH,2024-10-27
2022-06,BUD,LU,BUD-PRG,6989,566646,37230.06,11.97,0.142,1.084,68296.6,1,1169,0.2978,0.5902,7032.3,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-25
2022-07,FRA,MT,FRA-STN,69788,10136716,9471.93,16.39,6.893,0.327,740592.31,1,9024,0.2091,1.7335,13129.7,1,EASA_ENV_REPORT,SECOND,2024-05-08
2022-08,DUB,PT,DUB-MAD,95412,7335292,21594.35,15.51,2.169,2.207,1603646.98,0,74337,1.5184,1.9813,3845.39,0,CORSIA_REPORTING,BENCHMARK,2025-09-01
2022-09,PRG,SI,PRG-BRU,63020,3735371,32531.32,21.62,9.825,2.013,1194004.1,1,21574,0.2885,1.1014,3416.47,1,EUROCONTROL_STATFOR,FLASH,2024-08-02
2022-10,HEL,MT,HEL-BER,25383,3048094,34402.02,14.43,6.972,0.196,299429.1,1,12030,0.4857,1.7333,4181.43,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-25
2022-11,MAN,ES,MAN-FCO,138,13195,35685.46,7.11,1.436,0.185,2381.57,1,95,0.1995,0.7351,2089.1,1,EASA_ENV_REPORT,SECOND,2024-02-03
2022-12,HAM,DK,HAM-LIS,48900,2304831,69402.9,19.79,9.664,1.921,779354.49,1,12335,0.5628,1.0298,4079.13,1,CORSIA_REPORTING,BENCHMARK,2025-08-04
2023-01,CDG,HU,CDG-HAM,55341,2150606,64729.2,26.11,7.28,0.797,1153695.25,1,25149,1.2435,1.821,10630.74,1,EUROCONTROL_STATFOR,FLASH,2024-03-10
2023-02,MXP,HU,MXP-DUB,24279,1647670,25546.24,16.17,0.279,0.917,481957.03,1,10736,0.6803,1.1135,10934.41,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-17
2023-03,WAW,SE,WAW-ZRH,797,40821,116526.49,24.82,8.854,1.918,15822.27,1,152,0.9803,0.3565,770.91,1,EASA_ENV_REPORT,SECOND,2024-10-24
2023-04,LIS,DK,LIS-SOF,67584,8570324,138987.79,4.34,1.355,0.368,1269547.73,1,51507,1.0496,1.9085,8252.61,0,CORSIA_REPORTING,BENCHMARK,2024-03-09
2023-05,LGW,IE,LGW-ARN,19224,2783632,237402.28,25.6,5.758,0.046,387084.21,0,31951,1.7126,0.3729,14034.1,1,EUROCONTROL_STATFOR,FLASH,2025-02-14
2023-06,MUC,PL,MUC-LHR,73479,4265646,120361.42,5.2,2.982,1.951,761708.09,1,35809,1.0707,1.9564,3858.09,0,AIRPORT_OPERATOR_REPORT,FIRST,2026-02-15
2023-07,AMS,AT,AMS-AMS,42153,3803768,237118.73,16.75,5.312,2.166,739074.19,1,20182,1.77,1.5443,3698.89,1,EASA_ENV_REPORT,SECOND,2025-01-02
2023-08,FCO,EE,FCO-WAW,27798,3475909,153925.74,21.76,6.378,0.764,387864.67,1,11915,1.2419,1.4243,6193.04,1,CORSIA_REPORTING,BENCHMARK,2024-07-18
2023-09,OSL,DK,OSL-MAN,92243,10065476,159424.78,9.07,6.776,1.836,1397199.38,1,28970,0.2941,0.776,8955.7,1,EUROCONTROL_STATFOR,FLASH,2026-01-25
2023-10,ATH,PT,ATH-FRA,24415,3803287,116817.49,20.21,2.801,2.046,486709.99,1,27487,0.5703,1.7956,3490.24,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-26
2023-11,LHR,BE,LHR-VIE,33373,3979357,142110.94,20.97,0.205,0.94,479743.84,1,722,1.3759,0.8436,1850.54,1,EASA_ENV_REPORT,SECOND,2024-03-22
2023-12,BER,LV,BER-SXF,13531,2236782,36144.99,8.46,3.555,1.793,241084.76,1,7329,1.1928,0.238,1261.91,1,CORSIA_REPORTING,BENCHMARK,2024-02-24
2024-01,OTP,LV,OTP-BCN,44920,4751581,57230.05,12.53,6.576,2.225,482313.75,1,43704,0.3037,0.0923,7772.95,1,EUROCONTROL_STATFOR,FLASH,2025-10-18
2024-02,BCN,PT,BCN-ATH,54895,3456364,227204.8,10.21,2.648,2.143,601253.05,1,26454,0.5734,0.5469,4627.86,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-21
2024-03,ARN,SI,ARN-MUC,9240,630921,216886.22,8.15,0.841,1.059,127771.49,1,3503,1.0131,1.9249,7777.18,1,EASA_ENV_REPORT,SECOND,2024-02-08
2024-04,BRU,AT,BRU-MXP,66896,3767686,94810.1,25.43,8.851,1.731,1079847.25,1,37903,0.6523,0.7743,7670.61,1,CORSIA_REPORTING,BENCHMARK,2024-04-01
2024-05,GVA,HR,GVA-HEL,74640,7454386,270148.06,12.41,2.56,2.035,1238599.59,1,26458,1.0969,2.0295,8468.13,1,EUROCONTROL_STATFOR,FLASH,2026-02-11
2024-06,SXF,DK,SXF-BUD,46059,4738420,206127.13,25.61,4.347,1.564,739152.09,1,8929,0.316,1.822,6384.51,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-22
2024-07,SOF,FR,SOF-CPH,48520,5588474,27203.48,11.21,1.428,0.548,935387.07,1,22040,1.4355,1.8586,4822.32,1,EASA_ENV_REPORT,SECOND,2025-11-26
2024-08,MAD,HU,MAD-GVA,25522,2277624,229242.94,17.73,5.411,0.75,359174.08,1,4071,1.7367,2.1708,7582.17,1,CORSIA_REPORTING,BENCHMARK,2025-01-21
2024-09,CPH,LV,CPH-OTP,33297,5938319,171379.53,19.26,5.979,0.581,702986.7,1,65017,1.3157,0.44,12131.26,1,EUROCONTROL_STATFOR,FLASH,2026-02-25
2024-10,VIE,MT,VIE-OSL,43173,5538161,120921.79,25.78,3.552,1.051,676346.46,1,64792,1.0076,1.9044,3112.81,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-19
2024-11,ZRH,PT,ZRH-LGW,39129,1912499,102574.96,7.72,5.276,0.341,750975.14,1,14274,1.2231,1.6402,1016.66,1,EASA_ENV_REPORT,SECOND,2024-12-06
2024-12,STN,SI,STN-CDG,47570,5870903,135001.23,10.14,0.912,0.314,793173.27,1,29056,1.3162,0.237,3080.88,1,CORSIA_REPORTING,BENCHMARK,2025-08-02
2025-01,BUD,MT,BUD-PRG,12434,699879,18647.98,20.97,2.45,0.905,198446.32,1,3541,0.437,0.0981,13152.56,1,EUROCONTROL_STATFOR,FLASH,2025-06-08
2025-02,FRA,HR,FRA-STN,2548,384437,157136.91,27.06,0.863,0.329,49459.25,1,980,0.6544,1.8045,5158.67,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-04
2025-03,DUB,CZ,DUB-MAD,41689,7031531,136581.51,2.74,0.161,1.194,776272.83,1,52755,0.7486,1.9466,1822.92,1,EASA_ENV_REPORT,SECOND,2025-10-07
2025-04,PRG,HU,PRG-BRU,23450,3653532,162840.01,20.53,9.926,2.105,435597.25,1,29795,0.6906,1.3176,6026.76,1,CORSIA_REPORTING,BENCHMARK,2025-11-11
2025-05,HEL,HU,HEL-BER,15034,1054860,7136.46,19.6,9.1,0.111,288541.77,1,6582,1.0251,1.5667,14454.45,1,EUROCONTROL_STATFOR,FLASH,2025-09-20
2025-06,MAN,SE,MAN-FCO,77511,11063828,18811.87,6.9,3.765,1.535,992269.94,1,21583,1.7872,0.6159,6130.62,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-18
2025-07,HAM,MT,HAM-LIS,29405,4606654,147263.49,21.18,8.497,1.365,286769.54,1,26813,0.4092,0.2069,14154.34,1,EASA_ENV_REPORT,SECOND,2025-11-13
2025-08,CDG,PT,CDG-HAM,4177,485336,285009.38,22.99,6.284,1.117,84794.16,1,2314,1.0754,1.3144,9274.3,1,CORSIA_REPORTING,BENCHMARK,2024-05-31
2025-09,MXP,PL,MXP-DUB,79573,5994772,283536.58,16.64,2.221,2.274,938750.06,1,55641,0.5336,1.604,14912.21,1,EUROCONTROL_STATFOR,FLASH,2025-03-19
2025-10,WAW,AT,WAW-ZRH,55783,6494296,158501.86,6.84,7.21,0.327,609425.17,1,51437,0.2586,1.4303,3412.33,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-05
2025-11,LIS,HR,LIS-SOF,97950,11800349,219164.19,15.89,1.697,0.562,1608803.53,1,9138,1.0981,0.8433,7067.84,1,EASA_ENV_REPORT,SECOND,2025-11-30
2025-12,LGW,IT,LGW-ARN,61086,8936170,144924.96,19.39,0.322,2.123,771283.24,1,42696,0.3159,1.3242,5460.78,1,CORSIA_REPORTING,BENCHMARK,2024-09-10
2026-01,MUC,FR,MUC-LHR,81164,10753010,150702.69,6.67,1.388,2.113,1104160.72,1,75704,0.1329,0.6831,1805.68,1,EUROCONTROL_STATFOR,FLASH,2025-03-28
2026-02,AMS,HU,AMS-AMS,11910,818803,94040.63,16.37,5.431,0.827,183313.16,1,8071,0.5396,0.6049,10001.07,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-04-21
2026-03,FCO,FI,FCO-WAW,19854,2238296,88869.94,21.28,0.792,2.039,421246.27,1,5406,1.4383,1.1819,10503.48,1,EASA_ENV_REPORT,SECOND,2025-02-21
2026-04,OSL,LV,OSL-MAN,75410,9367462,30704.29,2.87,0.273,1.067,795354.53,1,3637,1.1882,1.3759,2236.37,0,CORSIA_REPORTING,BENCHMARK,2024-10-10
2026-05,ATH,PT,ATH-FRA,64563,6409827,35899.38,15.56,7.219,0.242,1323656.6,1,67951,0.7317,1.3438,567.22,1,EUROCONTROL_STATFOR,FLASH,2024-09-02
