travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_usd_total,travel_intl_visitor_spend_retail_usd,travel_intl_visitor_spend_lodging_usd,travel_intl_visitor_spend_food_usd,travel_intl_visitor_spend_entertainment_usd,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2016,5,DFW,ZA,LATAM,BUSINESS,54.5,12526.36,1904.58,5040.48,3706.4,1167.15,0.9347,0.0545,0,1,0,1,3.667,117.765
2016,4,SEA,ES,EAP,LEISURE,51.36,24061.96,3745.43,8223.39,5122.54,2824.85,0.057,0.9214,0,0,0,1,6.168,134.683
2024,4,JFK,MX,EU,BUSINESS,55.7,3295.13,361.47,815.9,623.03,389.38,0.7446,0.2813,1,1,1,1,5.862,81.839
2023,12,HOU,BR,LATAM,MEDICAL,31.67,23272.53,4073.33,4672.25,4077.05,2334.85,0.0276,1.0,0,0,0,0,2.218,103.802
2013,11,EWR,SA,EU,LEISURE,7.85,14109.54,2330.98,4415.02,2395.21,1071.76,0.0844,0.8927,0,0,1,0,3.409,80.471
2021,8,SEA,CN,NA,LEISURE,22.18,16334.8,1893.73,3476.46,1970.0,2807.63,0.7,0.3455,0,0,1,0,1.751,89.069
2025,11,MIA,AU,NA,LEISURE,37.45,11456.69,2635.98,3224.51,1407.11,1062.0,0.0536,0.9757,0,0,0,0,7.658,90.649
2021,8,LAX,SA,NA,BUSINESS,11.57,1144.95,222.33,485.36,250.01,96.7,0.9812,0.0611,0,1,0,0,5.843,83.502
2015,4,HOU,GB,LATAM,LEISURE,59.62,1167.36,137.23,336.39,219.58,127.76,0.5498,0.467,1,0,0,1,3.835,81.009
2012,7,ORD,CO,EU,BUSINESS,15.35,15406.64,2239.51,6472.04,2537.95,836.41,0.0619,0.8942,0,1,1,0,7.179,89.021
2017,6,LAX,AR,SSA,BUSINESS,16.57,6661.13,1543.22,1964.81,809.73,932.33,0.538,0.4661,0,1,0,0,6.731,76.194
2015,4,ATL,ZA,SAS,BUSINESS,22.78,14202.38,2313.95,5862.37,2270.48,2025.86,0.8502,0.1149,0,1,0,0,3.996,96.501
2022,10,HOU,MX,EU,BUSINESS,1.77,17881.89,3114.0,6888.36,2982.03,1171.49,0.1768,0.8074,1,1,0,1,1.799,86.172
2015,12,BOS,GB,EU,LEISURE,8.68,2608.49,539.2,872.94,765.37,212.48,0.5543,0.4195,0,0,0,0,1.902,123.399
2015,11,EWR,MX,LATAM,LEISURE,32.31,18610.98,3219.66,6013.75,2296.65,3232.74,0.6101,0.4353,0,0,1,0,1.801,122.167
2012,1,DFW,AR,EAP,LEISURE,28.44,9231.91,1492.85,4046.07,1576.64,1558.82,0.157,0.8877,0,0,1,1,2.716,72.277
2017,11,ORD,MX,LATAM,BUSINESS,59.75,14007.9,1574.94,2912.79,2716.19,1550.69,0.4975,0.5485,0,1,1,0,9.367,131.792
2013,9,ORD,IN,NA,TRANSIT,56.3,14819.32,2904.77,4868.24,4350.41,2189.13,0.2182,0.7902,0,0,0,1,2.492,115.263
2018,9,LAX,CA,NA,MEDICAL,14.84,4215.95,417.71,1499.4,704.68,749.56,0.796,0.2448,0,1,1,1,5.3,109.135
2021,4,MIA,GB,LATAM,OTHER,59.04,8706.59,700.43,2255.89,2555.14,1479.71,0.8408,0.1283,0,0,0,1,2.528,93.272
2024,11,HOU,CO,EU,LEISURE,33.28,24311.79,4555.3,5887.43,6206.93,3348.67,0.5229,0.4772,0,0,0,0,1.192,75.905
2021,1,ATL,IN,MENA,LEISURE,21.72,22918.46,3610.54,9136.95,6407.23,1743.41,0.5176,0.435,0,0,0,0,7.754,132.828
2025,5,ORD,TR,EU,LEISURE,53.96,7360.06,1274.35,1555.23,1915.8,826.73,0.5907,0.4051,1,0,1,0,7.391,131.636
2025,5,DFW,ZA,LATAM,LEISURE,42.77,5521.8,1071.95,1982.09,1636.74,879.46,0.8467,0.1879,0,0,1,0,4.824,83.957
2022,12,SFO,IT,EAP,BUSINESS,54.29,15500.16,1306.84,4759.12,4520.24,2192.01,0.5723,0.4099,1,1,0,0,7.892,72.492
2025,8,DFW,IN,EU,OTHER,39.41,16745.13,2405.59,3422.09,4828.38,2344.51,0.5524,0.4124,0,0,0,0,1.848,135.667
2018,7,MIA,AU,EU,BUSINESS,1.12,23340.04,2018.7,5634.93,4708.03,2726.77,0.2231,0.7846,1,1,1,1,4.643,98.78
2020,6,EWR,ZA,NA,LEISURE,31.33,20721.66,1856.87,8126.41,3242.82,2024.64,0.2366,0.8086,0,1,1,0,4.678,108.335
2014,1,DFW,TR,EU,LEISURE,41.91,6545.58,867.88,2000.63,969.31,744.86,0.635,0.3219,0,0,0,0,1.825,138.634
2015,12,ORD,MX,LATAM,VISITING_FRIENDS_FAMILY,18.96,24741.34,6069.45,9143.17,6463.55,3045.47,0.7331,0.3084,1,0,1,0,9.154,96.192
2024,6,FLL,DE,SAS,STUDY,38.59,12988.11,1175.48,3148.52,2430.82,1960.04,0.8483,0.162,0,0,1,0,1.815,70.107
2022,8,MIA,KR,EAP,LEISURE,36.89,17515.51,1643.9,4654.82,3246.94,1050.99,0.9276,0.1183,0,0,0,0,5.369,71.639
2018,1,HOU,AR,LATAM,LEISURE,27.05,6990.08,646.83,2929.9,1372.46,1063.73,0.2819,0.6689,1,0,1,0,2.421,99.581
2014,3,HOU,MX,EU,BUSINESS,8.84,279.8,54.34,84.52,71.96,16.42,0.8096,0.1949,1,1,0,0,7.837,119.212
2015,12,SEA,IN,NA,BUSINESS,30.11,15229.68,3131.57,5897.87,1997.3,1691.23,0.8117,0.2254,1,1,0,0,7.138,105.783
2017,12,MIA,BR,EAP,LEISURE,18.8,13067.51,2370.4,2937.35,3686.8,859.46,0.575,0.4502,0,0,0,1,7.219,79.334
2020,5,EWR,IN,NA,LEISURE,20.44,13723.43,1515.45,3678.48,3029.67,2455.88,0.1513,0.8239,1,0,0,1,7.693,85.56
2012,9,BOS,CN,SSA,LEISURE,49.11,22741.94,3299.37,4807.4,3042.44,1583.02,0.589,0.4546,0,0,1,1,6.109,139.452
2023,9,EWR,DE,EU,BUSINESS,12.66,2948.76,685.52,824.74,668.31,490.07,0.5717,0.4749,0,1,1,0,4.241,99.118
2020,1,JFK,AU,EU,LEISURE,7.29,20231.86,2132.15,5851.52,5721.92,1420.0,0.3354,0.7108,0,0,0,0,5.283,102.576
2021,3,HOU,MX,EU,LEISURE,22.43,17439.52,2160.03,5232.59,2159.53,1895.35,0.1396,0.8173,1,0,1,1,3.148,75.525
2012,10,JFK,AR,EAP,LEISURE,18.87,1547.3,272.92,681.29,394.98,240.08,0.5682,0.3834,0,0,0,0,7.549,115.05
2014,9,FLL,CO,EU,LEISURE,6.37,12198.51,3037.24,3262.25,2594.87,1375.47,0.3898,0.5916,0,0,1,0,1.695,119.007
2018,3,FLL,TR,LATAM,LEISURE,50.66,4516.1,642.23,1402.77,719.34,588.37,0.5917,0.4272,0,0,1,0,5.041,127.557
2021,2,LAX,BR,NA,LEISURE,31.59,17402.19,3062.14,6568.7,2540.93,2688.38,0.5954,0.4136,0,0,1,0,2.186,127.047
2022,5,ORD,ES,EAP,LEISURE,53.83,7634.03,973.86,2250.63,930.16,861.43,0.3793,0.6086,1,0,1,1,9.355,84.316
2015,11,SFO,SA,NA,STUDY,23.35,12172.51,2379.8,3398.12,3395.92,1084.81,0.7459,0.2383,0,0,0,1,6.641,131.053
2020,7,BOS,AE,MENA,BUSINESS,45.73,9105.09,1203.17,3888.17,1736.77,1407.01,0.8893,0.067,1,1,0,0,5.388,105.88
2019,6,DFW,AU,NA,BUSINESS,51.87,21268.23,2700.72,4576.5,3524.67,1426.13,0.9668,0.0443,0,1,0,1,2.498,84.722
2018,1,EWR,GB,NA,BUSINESS,42.91,21134.22,2490.5,7222.78,6096.24,2548.55,0.4921,0.5528,0,1,1,0,7.588,111.522
2017,6,HOU,BR,LATAM,LEISURE,52.69,11036.67,1713.79,4323.69,3294.59,1712.41,0.1947,0.8516,0,0,0,1,2.604,137.436
2021,4,ATL,SA,NA,LEISURE,13.9,15814.44,1732.99,3873.48,3927.61,2650.0,0.1131,0.8807,1,0,1,1,9.726,120.106
2014,7,SFO,ZA,NA,STUDY,39.64,11330.68,2055.31,4323.8,1906.96,1730.57,0.4307,0.5701,0,0,1,0,4.446,72.255
2024,9,HOU,JP,EU,BUSINESS,19.77,23015.99,4984.36,10347.96,6820.78,3390.42,0.8244,0.2033,0,1,0,0,5.448,79.431
2025,9,JFK,AE,NA,LEISURE,18.29,1433.81,304.08,503.2,210.63,186.85,0.9529,0.0415,0,0,0,1,8.829,85.726
2022,3,EWR,KR,LATAM,TRANSIT,6.49,6777.04,1268.59,1625.65,1704.54,431.7,0.1253,0.8368,1,1,1,0,4.014,78.161
2024,4,JFK,BR,EU,LEISURE,15.82,14229.07,3083.4,5251.37,3604.73,888.53,0.6873,0.3514,0,1,0,0,5.848,92.44
2012,4,JFK,IN,EU,BUSINESS,59.99,24546.04,3471.71,6056.9,4737.84,2536.56,0.3495,0.6197,0,1,1,1,2.779,105.86
2013,2,MIA,IT,EU,LEISURE,17.62,308.33,65.61,91.81,62.7,26.88,0.4512,0.5347,0,0,0,1,7.021,95.276
2020,10,FLL,DE,NA,LEISURE,41.67,22241.29,1862.38,6173.12,2859.55,2698.44,0.2617,0.7868,1,0,1,0,7.293,97.136
2018,10,SFO,MX,SAS,LEISURE,59.95,7141.37,777.13,3131.19,1105.85,428.6,0.7446,0.2278,0,0,1,1,4.723,75.438
2015,3,FLL,TR,NA,LEISURE,32.11,11650.8,1920.15,5074.82,2565.15,974.46,0.9476,0.0463,0,0,1,1,6.959,103.461
2021,2,SEA,FR,SSA,LEISURE,53.58,16074.13,1578.68,3572.52,2401.59,2787.93,0.3716,0.5931,0,0,0,0,5.104,118.804
2013,3,HOU,ZA,EU,LEISURE,59.76,17199.26,3592.27,5760.2,4590.31,999.01,0.6737,0.3142,0,0,1,0,5.274,110.974
2014,8,SEA,JP,EAP,BUSINESS,42.77,22985.55,3116.31,6232.96,2806.84,3620.86,0.0884,0.8991,0,1,0,0,1.724,128.749
2023,10,ORD,CN,NA,LEISURE,14.05,4681.27,475.74,1047.55,1177.19,442.12,0.5732,0.4363,0,0,0,1,4.746,110.689
2012,6,ORD,DE,NA,LEISURE,8.23,24623.78,2596.34,5520.63,4888.38,2885.18,0.9501,0.031,0,0,0,0,3.358,98.611
2014,9,SEA,CO,SSA,LEISURE,30.71,2853.4,238.25,1047.55,346.95,255.17,0.1897,0.8187,0,0,1,0,1.721,70.286
2023,7,SFO,KR,MENA,LEISURE,3.54,13162.13,2900.22,4918.24,3046.03,1072.47,0.6328,0.3718,0,0,1,0,9.728,111.25
2024,9,HOU,CN,NA,LEISURE,15.14,13770.47,2578.15,6176.12,3912.64,1621.23,0.0095,0.9627,0,0,1,0,6.283,120.186
2025,4,BOS,IT,EAP,BUSINESS,56.92,17325.93,4242.21,6615.11,2160.61,2788.88,0.6833,0.3185,0,1,0,0,4.97,126.317
2025,2,EWR,BR,EU,LEISURE,9.32,16063.06,2835.01,5369.91,1967.89,1935.19,0.2301,0.7983,0,0,0,0,7.328,76.875
2021,8,ORD,ZA,SAS,VISITING_FRIENDS_FAMILY,13.85,16624.35,1800.58,4885.71,4697.02,848.87,0.7297,0.2367,1,0,0,0,1.274,106.668
2012,6,JFK,IT,EU,TRANSIT,21.55,13295.78,3083.55,3479.45,2190.03,1630.48,0.9786,0.0411,1,0,0,0,9.257,90.519
2019,3,FLL,CN,SSA,STUDY,31.48,24543.51,4022.79,7335.33,4432.94,3497.26,0.4044,0.5913,0,0,1,0,1.413,116.626
2025,5,MIA,ES,NA,OTHER,24.23,8600.56,1119.5,2167.66,1371.82,599.08,0.7612,0.2073,1,0,1,0,9.47,124.831
2016,11,SEA,JP,NA,LEISURE,13.5,23616.12,3087.35,9794.89,6931.78,2634.05,0.0289,0.9398,0,0,0,0,9.466,90.908
2025,11,BOS,ES,EU,BUSINESS,31.22,1793.02,316.48,691.21,380.45,213.64,0.8536,0.1629,0,1,1,0,3.457,82.22
2012,3,DFW,JP,LATAM,STUDY,53.13,18071.14,3892.9,7039.92,4401.66,1974.38,0.6998,0.3106,0,0,1,0,1.548,118.524
2022,5,ORD,AU,NA,LEISURE,5.79,8133.65,980.08,2510.0,1433.93,823.33,0.1834,0.7871,1,0,1,1,3.849,113.349
2012,9,BOS,CN,SSA,LEISURE,44.84,6261.3,1241.45,2181.7,1273.5,479.0,0.7183,0.2757,0,1,0,0,6.231,93.37
2020,9,HOU,MX,EAP,BUSINESS,55.92,22264.48,5012.31,5403.63,5283.06,3803.97,0.7318,0.291,0,1,0,1,9.422,113.584
2013,8,BOS,AR,LATAM,LEISURE,20.67,9536.18,2243.96,4138.41,2562.75,641.16,0.1689,0.8246,0,0,0,0,2.089,76.52
2021,3,ORD,DE,LATAM,BUSINESS,42.95,14334.53,2038.83,4694.12,1877.42,1604.95,0.7383,0.2717,1,1,1,0,2.892,131.292
2012,9,BOS,ZA,SSA,BUSINESS,4.14,5620.29,1275.98,2365.57,1669.06,663.34,0.1208,0.9264,0,1,0,0,9.719,139.875
2016,9,EWR,MX,NA,MEDICAL,47.04,21707.33,2836.71,4782.01,3607.98,2722.18,0.3329,0.7116,1,0,1,0,7.061,132.641
2025,5,SEA,ZA,NA,BUSINESS,15.95,18604.12,2620.44,5169.22,4823.38,2815.85,0.7462,0.2957,0,1,0,0,8.394,81.842
2012,9,ATL,GB,LATAM,TRANSIT,56.72,19986.39,3212.0,8435.25,2435.42,2204.65,0.8028,0.2083,0,0,0,0,1.869,73.6
2021,8,ORD,BR,EAP,BUSINESS,25.13,10883.9,1100.72,3433.26,2694.78,1861.98,0.3186,0.6395,0,1,1,1,1.651,92.046
2019,11,BOS,IN,EU,LEISURE,45.62,24516.64,3006.75,7528.91,6784.03,3914.03,0.1337,0.8704,0,0,1,0,2.543,99.058
2017,5,EWR,NZ,SAS,VISITING_FRIENDS_FAMILY,47.65,22032.26,5041.16,8261.66,4040.39,2969.86,0.4488,0.5151,0,0,0,1,1.192,90.474
2022,5,BOS,SA,NA,LEISURE,59.64,17500.08,3649.94,5355.57,2517.97,2710.84,0.2927,0.7425,1,0,1,0,9.327,131.501
2022,11,DFW,JP,LATAM,BUSINESS,26.72,10348.84,999.15,3356.14,1693.68,1747.36,0.8973,0.0676,0,1,0,0,7.881,137.435
2016,8,MIA,BR,NA,LEISURE,14.49,3246.6,596.89,1343.45,390.99,254.35,0.6703,0.2924,0,0,1,1,4.562,105.732
2021,4,ORD,IT,EAP,LEISURE,46.61,1178.63,111.7,354.97,187.71,142.15,0.7065,0.3239,1,0,1,0,7.289,130.781
2014,7,MIA,FR,EAP,BUSINESS,29.22,14199.52,2531.66,3363.26,3448.95,2070.38,0.27,0.7763,1,1,0,0,8.93,120.746
2017,5,DFW,AR,EU,LEISURE,53.11,4178.26,811.89,1580.97,620.8,506.66,0.8419,0.1899,0,0,1,0,3.34,139.618
2020,3,DFW,SA,EU,LEISURE,27.56,18629.58,3831.81,8147.78,4529.72,2426.49,0.7771,0.2479,0,0,1,0,1.255,114.416
2024,7,FLL,BR,SAS,BUSINESS,3.72,18287.34,2116.94,3910.15,3042.64,2841.77,0.4589,0.585,0,1,0,0,2.184,84.756
2024,6,SFO,JP,EU,LEISURE,8.32,17026.5,1876.78,6552.24,3589.43,1006.14,0.0795,0.951,0,0,1,0,8.839,112.895
2012,11,MIA,NZ,EU,OTHER,18.58,24922.42,2384.41,7766.4,4636.36,2961.89,0.6891,0.3388,0,0,0,0,5.263,86.906
2022,3,HOU,AR,LATAM,LEISURE,48.11,2606.65,303.19,933.53,521.65,201.45,0.8525,0.1368,0,0,0,0,2.693,104.996
2012,9,LAX,TR,MENA,LEISURE,1.43,1260.04,161.85,514.91,198.13,213.9,0.4209,0.5871,1,0,1,1,7.355,138.474
2022,12,HOU,MX,SAS,LEISURE,25.18,11169.93,1083.41,3056.63,2290.6,1338.91,0.1435,0.8281,0,0,0,0,4.474,105.162
2012,7,MIA,SA,LATAM,LEISURE,27.94,15639.9,2590.64,3768.33,3521.23,2330.76,0.3321,0.7137,0,0,1,1,8.854,94.891
2024,6,BOS,AR,EAP,MEDICAL,1.07,2486.7,531.23,737.98,610.93,224.79,0.3201,0.669,0,0,1,0,9.662,87.315
2016,1,MIA,FR,EU,BUSINESS,7.3,9531.23,2376.0,4177.69,1965.21,884.41,0.3385,0.6801,0,1,1,1,5.868,73.017
2015,1,DFW,CO,NA,BUSINESS,31.13,1544.1,251.71,600.73,365.3,161.04,0.9249,0.0525,0,1,0,1,6.936,120.447
2024,10,LAX,DE,LATAM,LEISURE,32.24,13854.12,2898.26,2811.19,3359.11,2117.4,0.7458,0.2439,0,0,1,1,2.013,83.705
2018,6,SFO,ZA,EU,BUSINESS,21.52,7182.31,929.75,2194.45,1184.15,868.18,0.5363,0.5054,1,1,1,0,6.692,87.957
2022,7,LAX,FR,NA,LEISURE,25.48,24412.9,5247.48,5301.92,4233.78,3107.37,0.1656,0.8778,1,1,0,0,4.754,118.628
2017,10,ORD,CA,LATAM,LEISURE,10.45,13402.45,2890.09,5243.48,3004.81,2143.05,0.4924,0.5104,0,0,0,0,6.488,111.545
2021,8,HOU,GB,EU,LEISURE,14.43,24311.47,5721.8,10280.65,6708.54,1618.25,0.1909,0.7609,0,0,1,1,5.823,90.777
2015,10,MIA,ES,LATAM,LEISURE,11.12,18004.13,2383.95,5835.21,3733.83,1891.32,0.4771,0.5669,1,1,1,0,7.751,73.822
2022,8,LAX,AU,LATAM,TRANSIT,27.64,20476.9,4053.7,9045.4,4512.22,1853.52,0.6875,0.2787,1,0,0,0,8.498,105.13
2022,5,HOU,SA,EU,VISITING_FRIENDS_FAMILY,18.3,12750.72,1138.75,2853.33,1788.02,1818.84,0.2967,0.6633,0,0,0,0,1.169,75.619
2019,9,LAX,KR,LATAM,BUSINESS,9.62,9395.66,2121.57,3859.61,2406.44,704.73,0.3939,0.5699,0,1,0,0,1.354,71.548
2018,4,ORD,IN,NA,LEISURE,49.08,4234.56,748.74,1633.17,572.29,542.96,0.3416,0.6096,0,0,0,1,1.862,92.64
2023,4,ATL,IN,NA,LEISURE,45.07,19528.59,3361.22,4361.45,5586.22,3481.02,0.5044,0.5079,1,0,0,1,9.115,81.746
2017,12,ATL,ES,EU,STUDY,25.81,22819.13,3791.76,9195.53,6623.18,2334.27,0.3866,0.6602,1,0,0,0,4.965,96.543
2014,8,SEA,ZA,EU,BUSINESS,6.22,7971.16,1415.45,2803.55,1077.1,542.71,0.0726,0.9226,0,1,0,1,6.366,89.614
2019,5,DFW,ES,SAS,LEISURE,2.51,15968.55,3783.6,5477.99,4768.75,1203.31,0.9864,0.0,1,0,0,1,8.632,104.101
2024,8,DFW,GB,SSA,LEISURE,53.71,13311.53,2607.47,4883.5,1690.11,2016.65,0.6665,0.3647,0,0,0,0,5.948,81.251
2024,11,ATL,AU,MENA,LEISURE,38.47,20714.7,2115.76,7576.21,5880.03,2782.44,0.9824,0.0144,0,1,1,0,3.474,71.29
2015,10,ORD,CA,MENA,LEISURE,40.85,4524.19,808.86,1996.35,1004.37,431.2,0.1011,0.918,1,0,0,0,7.084,86.849
2015,12,LAX,JP,NA,MEDICAL,53.89,9412.71,1631.56,3495.65,1927.17,1255.46,0.5,0.5497,0,0,0,0,8.393,116.939
2018,2,SFO,FR,LATAM,LEISURE,33.17,13864.72,2277.76,5435.42,3519.3,1361.24,0.7096,0.3356,0,0,1,0,4.192,111.365
2015,11,ORD,FR,EAP,BUSINESS,56.35,20322.94,2773.79,5385.59,4748.16,2927.25,0.362,0.6234,1,1,0,0,1.544,121.371
2013,10,MIA,CA,LATAM,LEISURE,32.92,16206.55,2766.74,4266.88,2095.7,2794.73,0.7736,0.2205,0,1,0,1,1.278,92.03
2012,12,JFK,BR,EAP,LEISURE,7.74,6741.56,1322.98,1831.59,1763.92,766.53,0.5087,0.442,0,0,0,1,8.088,86.532
2023,9,FLL,FR,NA,LEISURE,21.92,6067.48,791.77,1404.07,1694.87,758.1,0.2356,0.7319,0,0,0,1,3.838,83.104
2021,6,EWR,AU,EU,BUSINESS,3.98,9218.65,1585.09,3357.9,1478.08,1231.81,0.3234,0.6705,0,1,1,1,2.687,111.928
2025,10,BOS,IT,SAS,LEISURE,24.93,12081.37,2376.43,4911.78,2001.88,1553.05,0.7651,0.1992,0,0,1,1,7.149,87.366
2014,9,SEA,SA,NA,LEISURE,24.92,8510.24,1309.24,2202.83,1116.07,522.22,0.1599,0.8346,0,0,1,0,1.235,109.814
2021,3,ORD,NZ,SSA,STUDY,2.53,21323.48,1937.93,5128.77,6199.36,3740.43,0.4063,0.6388,0,0,0,1,7.836,71.563
2020,8,HOU,JP,EU,LEISURE,17.25,10108.51,1491.77,2698.5,2809.88,1477.37,0.5285,0.4567,1,0,1,0,4.972,84.737
2020,9,ATL,ZA,EAP,LEISURE,36.77,22971.33,2953.99,6593.55,4737.04,3308.96,0.0566,0.9308,1,0,1,0,7.087,113.271
2013,3,HOU,SA,NA,LEISURE,46.95,15613.01,3169.59,5797.41,4429.11,2387.91,0.4912,0.51,0,0,0,1,9.133,79.991
2012,4,ORD,AR,LATAM,TRANSIT,58.79,8222.37,1310.02,3506.88,2293.39,638.21,0.8765,0.1091,0,0,1,1,3.747,99.13
2017,6,HOU,BR,LATAM,LEISURE,3.49,24699.66,5339.91,9726.9,5110.63,3257.09,0.9531,0.0802,1,0,0,0,8.979,134.279
2024,6,LAX,CN,EU,MEDICAL,22.51,8771.87,1166.62,2925.06,1495.21,872.33,0.7674,0.2404,0,1,1,1,8.239,103.678
2025,9,LAX,NZ,LATAM,BUSINESS,43.18,2742.53,566.99,870.69,813.8,185.91,0.4629,0.5078,1,1,0,0,2.503,70.078
2021,1,EWR,GB,MENA,VISITING_FRIENDS_FAMILY,25.14,14792.97,2404.05,4429.98,4024.82,953.16,0.5236,0.4769,0,0,1,0,7.959,114.302
2014,7,FLL,CA,NA,LEISURE,58.66,8800.54,1208.3,1789.42,1260.23,619.42,0.0285,0.9289,0,0,0,0,9.388,77.852
2022,8,SEA,NZ,NA,VISITING_FRIENDS_FAMILY,26.39,1833.18,224.93,798.53,291.59,126.75,0.7278,0.3205,0,0,1,1,9.66,113.446
2018,7,MIA,IT,LATAM,BUSINESS,45.92,9521.04,1517.17,3214.69,1464.85,577.07,0.6308,0.3999,1,1,0,0,1.387,103.018
2014,2,ORD,IN,NA,BUSINESS,53.91,18813.65,3254.36,4961.09,4331.9,3211.34,0.7027,0.3019,0,1,1,0,7.093,134.785
2019,9,FLL,BR,NA,BUSINESS,2.1,11872.97,1365.83,4741.23,2231.51,2074.25,0.5709,0.4107,0,1,0,0,5.542,80.51
2019,6,BOS,CA,EU,LEISURE,17.05,5525.28,953.68,1739.84,677.63,667.65,0.1156,0.9086,0,0,0,0,3.006,125.375
2013,11,JFK,NZ,NA,LEISURE,53.65,13170.88,1915.98,3434.92,3342.12,1389.62,0.1709,0.8091,0,0,0,0,5.297,134.582
2022,5,FLL,AE,EU,LEISURE,50.11,18814.03,1697.55,6058.76,2542.47,2149.11,0.87,0.1175,0,1,0,1,9.024,108.906
2016,1,SEA,NZ,EAP,LEISURE,27.66,19080.3,2843.89,7844.83,3773.38,1642.64,0.2314,0.8153,1,0,1,1,2.904,83.165
2024,5,JFK,CN,LATAM,LEISURE,13.47,10873.82,1824.82,3554.27,1910.07,1733.68,0.9013,0.0574,0,0,1,0,9.221,102.478
2015,3,EWR,DE,EU,LEISURE,22.26,13707.49,2689.56,5807.34,2309.17,1722.01,0.3721,0.5888,0,0,0,1,2.839,104.801
2014,12,FLL,BR,LATAM,BUSINESS,14.11,6338.03,1079.24,2549.44,1606.58,712.0,0.2041,0.7518,1,1,1,0,2.474,97.325
2016,9,SEA,JP,LATAM,LEISURE,51.54,2461.58,362.66,1023.8,568.44,236.73,0.2931,0.6824,1,0,1,0,8.533,111.131
2023,10,ATL,BR,SSA,BUSINESS,4.53,16663.44,2254.2,4763.04,4379.04,2065.41,0.986,0.0034,0,1,0,0,2.467,105.835
2015,9,EWR,ES,LATAM,LEISURE,11.38,22558.98,4797.92,6910.93,3322.61,3777.65,0.6795,0.3354,1,0,0,0,3.308,70.952
2015,3,ORD,KR,MENA,LEISURE,23.41,15381.85,2366.21,5088.65,4509.55,1440.49,0.7667,0.2605,0,0,0,0,6.487,126.519
2015,8,LAX,IN,EU,LEISURE,48.84,14265.93,3068.72,5588.9,1824.92,1816.83,0.7453,0.2996,0,0,1,0,8.423,133.687
2020,7,SEA,MX,LATAM,LEISURE,53.33,23498.13,4837.11,5987.89,4648.59,1763.03,0.6188,0.4128,0,0,1,0,6.905,116.87
2025,4,SEA,IT,LATAM,LEISURE,10.01,13253.97,1473.32,5386.29,1627.6,714.07,0.627,0.3894,0,0,1,0,4.23,138.258
2013,11,EWR,AR,NA,BUSINESS,30.85,5182.3,711.37,2199.79,1290.52,505.01,0.8132,0.144,0,1,0,0,6.617,105.555
2025,11,BOS,JP,EAP,VISITING_FRIENDS_FAMILY,58.1,13166.69,2532.22,4923.89,1775.17,1944.49,0.551,0.4009,1,0,0,1,9.986,119.068
2025,2,DFW,NZ,EU,BUSINESS,33.97,5222.58,1197.53,2197.45,846.27,341.63,0.5402,0.4247,0,1,0,0,3.087,106.574
2017,8,MIA,NZ,EU,VISITING_FRIENDS_FAMILY,36.92,17771.17,1612.27,3742.02,4164.61,1577.05,0.2983,0.6617,0,0,0,1,6.844,79.954
2024,3,DFW,IT,EU,BUSINESS,55.95,13867.24,2869.05,5447.96,2221.86,1152.59,0.0265,1.0,0,1,1,0,3.122,87.641
2014,11,DFW,IT,EU,LEISURE,2.28,10791.14,1340.33,4291.88,2788.71,1854.56,0.7037,0.3153,0,1,0,1,2.989,104.099
2016,12,ATL,JP,MENA,LEISURE,10.34,21013.57,5195.23,5699.23,5992.27,3511.37,0.15,0.8986,0,0,0,0,6.485,81.083
2014,11,DFW,GB,SAS,LEISURE,35.91,17327.54,2399.15,5084.39,3683.87,2758.86,0.4109,0.5637,1,0,0,0,6.476,87.034
2015,2,DFW,TR,EU,LEISURE,5.84,8185.06,2012.81,3625.92,1946.74,1422.24,0.4136,0.6079,0,0,1,0,4.799,118.433
2024,8,LAX,IN,EU,LEISURE,18.94,12471.5,1830.3,5013.79,1513.37,1440.5,0.4921,0.5268,1,0,0,0,2.41,114.498
2024,6,FLL,BR,LATAM,OTHER,15.79,6638.53,1044.09,1646.54,845.67,947.37,0.2246,0.7628,0,0,1,0,4.302,119.853
2021,3,ORD,IT,NA,LEISURE,49.15,18510.27,3675.83,7657.6,3572.2,1549.84,0.1419,0.8806,1,0,0,1,3.433,79.094
2023,4,DFW,AE,SSA,BUSINESS,12.98,10450.68,1237.55,2979.28,2586.74,1332.88,0.2389,0.7927,0,1,0,1,9.234,113.95
2013,5,SEA,MX,EU,LEISURE,45.4,16282.5,3306.18,3407.19,3417.95,1645.24,0.6801,0.3264,0,0,0,0,7.923,128.778
2020,11,JFK,KR,EAP,LEISURE,35.37,21809.06,4700.47,6013.91,2875.24,2952.42,0.7657,0.2433,0,0,0,0,6.261,125.143
2012,11,MIA,CN,EU,LEISURE,36.39,12996.82,2169.86,3739.39,3048.52,1726.65,0.257,0.7271,0,0,0,0,2.762,117.642
