qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2021_1,NBH7314,4.85,4.67,24.8,24.44,7.54,0.87,7.65,4.6,2.2,2.15,8.54,8.17,0.22,9.52,1.58,8.31,8.62,2.7222
CYC2023_3,NBH1876,8.5,9.33,97.33,18.52,5.91,0.0,9.58,8.34,3.06,4.42,0.25,9.55,0.45,9.77,6.83,5.31,1.81,2.4795
CYC2019_2,NBH7093,1.55,6.16,93.95,77.75,3.45,6.14,9.87,1.42,31.64,7.5,3.38,5.17,5.54,7.9,8.43,8.58,7.44,1.8024
CYC2026_3,NBH8246,2.72,4.9,14.21,52.85,5.75,8.86,2.55,7.34,97.52,8.18,6.45,6.38,8.0,4.8,5.79,6.25,3.89,0.6392
CYC2024_2,NBH2078,0.07,0.08,42.66,38.84,1.83,5.96,2.89,7.25,47.97,4.92,7.16,3.85,6.53,9.82,8.12,8.7,1.26,0.8049
CYC2021_3,NBH1231,6.9,4.95,18.01,13.21,7.32,6.71,0.97,0.39,21.16,2.13,7.75,4.93,6.34,3.55,1.89,5.65,6.86,1.1077
CYC2025_4,NBH9800,7.45,3.1,64.21,57.02,2.32,7.13,3.84,3.93,63.25,2.48,7.58,0.19,2.01,7.8,8.8,6.22,8.78,0.714
CYC2021_4,NBH2864,8.44,2.31,9.08,23.03,6.05,9.56,3.55,3.89,56.49,4.99,1.43,4.19,9.26,2.62,8.34,3.49,7.96,2.7907
CYC2019_4,NBH1543,1.26,5.06,77.47,75.72,5.14,7.94,3.99,9.58,46.55,9.77,8.28,0.01,3.05,3.1,1.81,3.03,3.82,3.0915
CYC2022_2,NBH9715,1.31,1.86,3.18,14.34,6.65,5.6,9.24,7.78,84.58,4.9,1.52,6.38,9.06,6.78,9.56,7.47,1.86,3.6689
CYC2024_2,NBH4365,1.66,5.93,20.78,91.19,5.96,0.24,4.61,7.88,53.96,5.4,7.24,5.56,6.41,0.59,6.34,2.27,7.88,1.864
CYC2020_3,NBH9348,6.62,4.53,33.19,32.49,4.08,0.23,6.45,3.45,55.16,5.06,3.87,6.46,9.05,9.54,2.51,8.38,0.33,1.2752
CYC2018_1,NBH9254,1.89,2.64,70.82,40.63,8.99,8.18,2.44,8.56,86.39,5.25,1.89,5.17,0.26,0.12,5.05,9.15,1.34,1.5958
CYC2025_3,NBH3202,4.46,5.49,47.5,22.28,9.13,7.34,7.51,1.62,22.59,8.35,8.03,4.81,4.05,6.27,1.56,0.75,4.47,0.8098
CYC2020_4,NBH9539,0.91,4.71,47.24,22.69,5.31,0.8,4.5,6.84,75.86,0.29,7.62,9.0,1.95,4.81,7.18,4.59,9.74,3.9887
CYC2023_2,NBH3334,7.87,4.75,90.1,34.62,4.42,1.45,6.53,5.89,43.49,9.77,4.42,3.68,3.47,2.58,5.35,0.02,2.07,1.191
CYC2025_1,NBH4171,2.1,9.54,67.53,82.87,9.32,0.89,5.87,4.81,70.12,6.83,8.78,4.34,1.31,7.65,0.71,3.4,8.65,3.9825
CYC2026_1,NBH7272,4.4,0.7,19.66,60.12,9.01,7.35,6.35,4.68,52.27,0.43,5.56,1.22,9.79,3.61,4.5,8.14,4.87,1.465
CYC2019_4,NBH3387,6.28,9.87,1.44,19.36,8.39,5.5,5.06,8.48,91.51,4.63,2.37,0.94,8.11,4.28,1.05,2.41,6.27,2.1989
CYC2023_2,NBH8202,1.04,4.36,13.13,26.76,6.53,7.77,4.53,9.31,52.25,1.67,4.26,4.43,2.82,4.89,6.53,6.56,0.73,2.1786
CYC2025_3,NBH5561,5.54,5.17,81.1,39.76,7.31,2.67,1.71,7.42,34.66,9.07,6.06,9.1,6.97,9.71,3.41,9.11,7.2,1.3034
CYC2021_3,NBH7062,8.36,3.66,7.23,85.66,0.55,7.54,8.68,3.26,2.34,7.54,0.48,8.9,0.63,8.24,4.7,9.33,8.19,0.7831
CYC2019_2,NBH8214,6.93,1.62,56.17,4.8,3.42,1.66,2.0,7.33,37.29,0.83,9.66,7.54,9.94,1.35,9.6,0.61,3.83,2.5159
CYC2026_3,NBH4156,7.21,3.74,90.29,51.06,6.61,1.47,9.62,7.31,50.74,0.5,8.32,1.06,0.86,6.2,6.03,8.07,6.22,3.4856
CYC2026_3,NBH5724,4.94,1.4,20.38,12.93,6.31,1.84,6.5,4.88,21.37,0.28,0.99,3.35,5.96,0.88,5.16,7.33,8.76,3.3614
CYC2022_1,NBH6402,9.85,5.64,58.81,27.23,2.72,2.31,4.85,8.54,45.64,5.31,9.31,3.18,7.85,4.78,6.64,1.74,3.55,3.063
CYC2023_2,NBH6659,9.94,2.58,83.76,52.74,0.03,3.63,6.2,1.04,13.48,8.0,2.16,8.45,6.95,0.9,0.36,3.65,7.94,2.9315
CYC2023_4,NBH9644,2.1,0.02,14.58,66.08,5.7,4.92,1.86,6.51,52.98,0.77,2.49,1.0,8.48,6.13,6.74,7.13,7.48,1.0751
CYC2023_4,NBH5762,4.93,5.11,13.93,44.45,9.9,3.71,6.91,1.8,88.77,3.57,2.42,6.04,6.08,2.86,4.06,3.18,8.9,2.4943
CYC2018_2,NBH6098,1.92,7.6,64.53,38.06,7.46,2.56,9.58,9.58,50.98,8.45,5.02,0.28,0.22,7.55,0.95,9.6,3.98,1.7836
CYC2026_2,NBH5322,8.69,6.98,5.69,7.79,3.9,9.0,6.36,9.03,41.02,0.75,2.95,7.7,5.24,7.66,6.0,8.55,1.86,1.363
CYC2018_3,NBH3176,3.53,6.39,56.27,21.85,2.5,4.78,5.23,6.27,80.07,9.37,7.37,7.7,9.12,2.93,5.55,9.0,6.11,2.8495
CYC2021_2,NBH9445,0.46,0.83,60.89,28.48,3.06,3.49,3.37,9.37,37.2,5.07,6.42,9.82,7.36,5.99,3.05,8.88,7.37,0.6794
CYC2023_4,NBH9548,8.42,8.1,78.48,57.3,1.34,9.55,4.74,4.92,61.83,3.54,6.63,6.79,9.48,1.62,5.23,5.93,7.21,0.3883
CYC2020_2,NBH4776,8.41,7.97,57.55,89.37,8.76,2.74,6.05,1.27,26.62,8.19,9.68,0.42,6.3,3.7,7.31,3.83,6.98,3.4342
CYC2019_3,NBH5772,8.39,9.71,61.81,28.1,5.82,4.48,2.45,2.48,32.77,8.69,5.71,4.82,3.3,9.63,8.35,8.34,3.32,1.9772
CYC2025_1,NBH5384,6.88,6.06,38.21,73.67,6.62,0.1,0.42,8.86,2.76,3.73,3.83,1.18,5.3,1.84,5.15,4.31,3.09,1.42
CYC2019_1,NBH4942,8.2,8.26,17.49,80.0,9.61,8.81,3.43,8.1,1.69,4.43,2.9,5.25,3.69,1.77,0.38,4.27,4.2,1.3156
CYC2018_4,NBH5100,3.06,2.37,69.03,3.41,4.39,9.85,3.26,5.97,46.95,8.89,0.49,7.86,4.2,0.19,6.08,6.14,6.01,3.3059
CYC2021_3,NBH3356,0.23,7.42,5.24,86.72,6.4,4.16,6.76,2.23,53.82,7.32,0.86,0.8,8.97,8.49,3.37,6.82,6.01,2.9385
CYC2025_3,NBH1747,2.09,0.34,71.3,55.05,0.5,7.67,3.82,9.51,19.95,6.01,7.36,1.32,2.67,1.93,5.91,0.12,4.08,2.3381
CYC2024_4,NBH8398,6.21,9.65,39.68,59.96,6.12,6.45,5.71,9.76,27.13,1.07,2.2,3.56,7.85,7.05,4.79,7.8,1.91,3.8942
CYC2024_1,NBH4227,2.93,5.67,62.79,99.88,0.47,0.8,0.27,5.03,2.21,4.34,8.77,9.9,8.47,3.81,4.61,1.52,1.85,3.4601
CYC2018_2,NBH4824,7.33,3.21,45.7,21.92,6.35,9.4,2.82,8.32,89.71,8.68,1.92,4.99,2.67,4.36,7.65,3.24,8.62,0.8531
CYC2024_3,NBH1310,0.58,7.95,41.54,7.25,5.85,4.51,3.71,1.94,43.95,9.67,9.34,5.09,9.7,7.61,8.22,2.95,6.44,0.7241
CYC2021_3,NBH4968,8.34,2.91,43.07,76.65,4.76,8.93,6.47,4.17,27.51,7.33,5.92,3.24,5.32,6.84,0.04,0.82,7.65,1.9309
CYC2024_1,NBH7779,9.19,3.83,78.43,99.09,5.18,4.64,2.1,3.89,20.46,4.42,4.25,6.42,6.59,9.59,3.18,0.85,8.42,0.3259
CYC2022_1,NBH4535,4.19,6.72,82.46,93.21,0.14,2.24,2.91,6.9,95.79,0.49,0.41,9.28,7.7,7.29,9.72,2.29,8.0,1.087
CYC2020_3,NBH8631,8.02,2.21,52.3,43.83,6.89,8.35,1.21,5.19,61.76,0.06,8.08,4.35,5.31,0.53,2.14,2.95,5.36,1.3644
CYC2026_2,NBH4853,1.2,8.85,77.06,62.7,5.38,2.04,7.77,7.5,18.32,5.84,0.41,3.18,8.12,3.26,3.39,8.9,3.02,0.7482
CYC2020_3,NBH6558,8.31,0.66,12.41,15.74,3.09,7.25,7.73,7.95,95.38,5.23,1.96,8.16,2.44,4.17,0.13,7.12,8.3,0.2568
CYC2022_1,NBH8482,6.72,0.73,17.39,55.05,4.4,1.89,5.99,6.0,45.63,6.06,9.13,1.56,4.74,7.22,7.04,5.31,7.78,3.6792
CYC2019_3,NBH3050,8.77,9.84,73.76,0.98,3.43,0.87,4.95,2.2,27.11,1.08,6.49,9.18,6.69,6.58,9.18,3.8,8.94,2.8678
CYC2019_3,NBH5230,3.56,3.91,69.92,43.18,5.28,8.73,6.2,8.7,64.26,5.71,4.02,4.77,3.63,3.31,2.65,5.78,2.97,2.6467
CYC2024_4,NBH6688,8.27,6.95,68.51,81.12,9.29,5.38,2.09,8.72,92.85,9.29,6.72,6.65,1.62,1.01,2.93,2.0,3.29,1.7543
CYC2025_3,NBH4771,9.57,8.8,36.23,88.69,0.28,8.53,0.43,2.28,20.73,3.1,3.46,6.83,4.97,9.53,8.25,7.26,9.86,3.0377
CYC2019_4,NBH2146,7.7,1.62,63.0,19.25,4.62,6.72,9.56,1.92,47.17,6.75,2.13,1.65,7.48,8.95,8.97,3.21,8.63,3.1701
CYC2020_1,NBH5206,7.72,9.77,50.56,74.22,5.39,9.71,5.65,4.3,35.34,2.06,3.64,6.03,0.54,4.65,3.08,9.37,6.74,2.8356
CYC2023_4,NBH5818,5.52,9.15,22.6,49.75,8.14,2.33,2.14,9.17,68.02,2.77,6.18,9.2,2.83,5.65,3.2,3.03,7.65,1.4095
CYC2026_4,NBH7908,1.57,0.04,94.59,29.63,4.99,5.55,3.79,0.55,55.69,9.97,7.1,4.19,7.86,8.7,5.49,7.1,7.72,1.1565
CYC2023_2,NBH6066,7.04,4.42,25.72,12.63,9.74,9.96,5.31,0.02,19.33,2.76,4.59,7.22,3.0,3.26,1.81,5.56,3.56,0.6538
CYC2018_3,NBH8278,7.25,5.38,46.41,17.48,3.99,1.53,0.9,0.37,14.16,0.18,8.39,4.35,1.75,1.11,8.69,0.55,6.93,3.39
CYC2022_3,NBH8032,3.6,3.66,56.46,1.12,6.78,8.33,9.99,9.34,17.98,3.21,7.72,6.53,0.45,7.21,9.41,6.38,5.28,1.6016
CYC2020_4,NBH5147,0.88,0.01,10.69,92.35,3.25,1.54,8.12,7.17,96.72,0.44,1.41,7.15,3.28,5.87,6.22,1.5,4.01,0.4054
CYC2021_1,NBH2373,1.49,3.81,87.78,71.92,3.72,6.3,8.89,9.06,30.53,3.23,6.67,3.23,3.58,2.82,0.77,4.43,6.01,3.5152
CYC2021_2,NBH1616,7.39,6.36,49.39,28.14,3.58,0.36,8.41,8.43,23.25,8.88,9.94,6.02,6.61,0.45,6.63,1.61,6.49,2.6447
CYC2020_2,NBH3794,4.84,4.91,53.66,13.4,0.54,2.09,5.5,7.01,61.54,8.24,0.2,6.05,6.54,7.62,8.58,3.93,4.95,0.2828
CYC2021_4,NBH4108,9.92,8.96,39.62,78.5,4.49,6.85,3.46,4.65,89.86,7.09,9.65,6.78,7.59,7.46,1.8,0.35,9.4,0.3368
CYC2018_3,NBH2886,2.66,7.49,38.5,63.3,6.38,2.06,9.16,8.25,11.98,8.42,5.08,7.4,2.13,9.97,4.54,7.58,8.54,1.0305
CYC2021_3,NBH9159,5.41,0.44,58.16,10.47,4.3,0.89,2.22,3.99,29.31,5.74,4.97,0.9,7.42,4.38,4.99,8.88,1.56,1.3541
CYC2022_1,NBH3636,5.0,0.63,77.09,26.89,9.46,7.11,0.48,1.43,40.5,4.86,0.22,4.74,5.58,9.67,0.66,3.2,0.93,3.7847
CYC2026_3,NBH7683,4.82,7.89,3.05,53.13,7.58,0.02,2.36,2.88,49.65,6.11,0.56,8.36,8.2,9.2,8.48,1.23,5.75,0.4186
CYC2025_1,NBH9413,9.89,1.87,66.6,78.68,0.39,3.84,9.91,1.38,60.28,1.45,4.82,9.48,8.17,9.67,1.3,4.14,5.5,1.3243
CYC2026_1,NBH6049,1.2,0.74,82.18,31.75,8.41,9.87,1.59,2.74,76.24,3.63,0.37,5.0,3.68,1.26,1.7,3.2,8.19,0.7779
CYC2019_3,NBH4610,7.56,1.3,56.27,20.12,7.43,6.47,4.91,1.67,52.98,3.35,7.29,7.79,1.03,2.97,8.24,8.0,8.04,1.5852
CYC2023_4,NBH1807,1.08,3.48,39.59,98.53,9.26,9.45,3.23,2.18,10.8,4.16,3.53,3.1,0.68,3.72,8.42,6.34,8.63,0.4181
CYC2018_2,NBH4898,2.53,8.4,33.64,91.84,0.13,7.51,2.88,4.97,52.73,8.61,5.54,5.77,6.05,0.28,1.32,4.88,6.61,0.9623
CYC2018_4,NBH3537,0.07,0.93,6.22,87.04,3.15,6.48,4.62,4.9,32.04,4.53,2.31,8.22,3.84,5.3,4.8,9.39,3.28,1.9051
CYC2018_4,NBH8615,5.6,8.94,98.55,74.8,4.5,4.75,6.47,2.09,31.57,4.27,1.76,0.41,5.51,4.58,8.3,5.94,8.08,1.5602
CYC2020_3,NBH6287,9.27,2.41,60.88,22.95,6.11,9.51,9.88,8.97,94.52,7.07,1.33,9.59,2.71,0.78,0.21,9.37,1.99,0.5425
CYC2021_1,NBH3926,1.06,0.65,68.31,7.54,4.81,0.84,8.08,3.93,0.71,9.33,7.5,8.46,5.24,9.85,7.3,2.0,0.23,2.7363
CYC2021_3,NBH5268,0.37,9.36,90.6,46.87,2.61,8.07,6.98,8.61,88.07,5.73,9.18,6.36,2.23,2.62,3.69,8.91,9.89,2.1973
CYC2018_1,NBH1314,2.44,9.25,4.2,5.75,6.48,7.19,2.47,7.35,19.92,2.14,3.34,0.02,3.64,6.26,9.94,4.42,1.39,3.649
CYC2019_3,NBH2065,5.93,2.82,65.13,21.21,5.61,3.76,9.26,4.79,0.89,7.06,5.0,7.8,2.06,6.35,3.51,9.86,8.71,2.8662
CYC2021_1,NBH4326,9.97,4.5,11.17,41.53,8.85,4.14,3.87,0.18,53.44,9.96,2.33,7.58,1.53,3.61,5.83,2.19,3.6,3.5692
CYC2026_3,NBH1079,0.96,4.82,27.42,96.8,2.55,8.7,9.7,3.64,36.9,8.84,4.75,7.07,4.64,3.92,9.3,4.41,5.61,3.1048
CYC2023_4,NBH2748,5.63,9.72,22.0,88.42,0.94,3.94,9.24,1.85,39.12,6.13,7.14,1.41,6.63,4.7,9.24,3.58,5.46,3.9609
CYC2019_1,NBH9013,1.71,8.87,35.13,7.79,5.19,8.42,2.85,0.57,89.23,3.11,6.18,1.78,5.59,4.6,9.73,1.82,6.27,3.3335
CYC2018_1,NBH7360,6.86,8.09,50.69,45.3,6.95,9.06,3.87,4.41,30.5,6.4,0.92,3.15,2.76,5.72,5.69,4.04,5.85,0.7825
CYC2021_3,NBH3229,4.96,0.64,25.17,44.26,0.29,4.82,7.26,4.25,40.83,2.99,7.38,8.13,4.14,7.45,9.04,7.93,2.81,3.0165
CYC2023_1,NBH2393,9.01,3.02,31.55,6.51,8.18,6.89,5.71,7.18,65.56,3.36,7.98,6.18,0.92,9.69,5.93,5.45,3.22,3.5783
CYC2022_3,NBH7084,6.9,0.15,27.94,25.38,8.74,9.56,8.79,2.34,30.62,8.05,0.16,9.73,8.49,0.66,3.95,6.82,0.79,2.7669
CYC2019_3,NBH8034,6.27,4.7,63.53,82.24,2.13,5.63,9.65,7.08,58.61,7.31,6.78,2.11,3.85,4.77,8.12,8.73,0.78,1.4021
CYC2018_4,NBH7497,0.45,2.93,12.74,47.83,0.25,0.97,1.14,7.74,7.79,8.35,9.54,5.79,4.79,8.25,5.1,3.24,1.33,3.0487
CYC2021_4,NBH9609,1.8,2.25,97.92,2.28,0.35,6.79,4.53,1.74,1.45,8.08,9.76,6.74,8.21,2.25,9.57,5.05,2.14,2.3139
CYC2026_3,NBH1117,2.45,5.95,26.99,90.89,3.94,1.46,8.86,3.6,64.44,8.55,5.03,9.27,7.52,3.78,1.24,8.44,6.62,2.8806
CYC2018_4,NBH7330,8.63,8.28,98.67,81.05,7.64,0.1,5.5,3.36,72.95,2.25,6.42,5.65,5.37,2.53,9.98,7.09,1.31,1.2963
CYC2022_1,NBH6668,7.31,0.58,70.71,57.04,1.76,5.56,5.8,1.02,54.17,0.79,0.78,6.77,8.46,4.39,4.13,4.61,5.8,3.6722
CYC2018_3,NBH2736,7.7,1.28,20.83,50.07,0.39,6.81,9.58,4.35,4.27,7.11,4.52,4.3,7.42,2.9,1.38,5.48,2.21,0.5509
CYC2020_4,NBH5136,5.67,0.39,74.34,57.35,5.59,9.21,2.32,7.09,68.41,5.13,0.11,3.54,0.36,0.49,6.52,2.65,1.34,2.4233
CYC2023_3,NBH1465,2.48,4.99,85.91,23.08,8.01,2.36,0.23,0.84,55.4,0.38,3.16,7.36,6.76,4.7,8.88,4.78,1.09,1.2727
CYC2019_2,NBH6731,6.59,7.18,37.81,14.2,5.42,0.22,3.48,9.15,80.14,3.8,6.45,3.83,6.49,8.99,6.5,4.06,0.42,1.1393
CYC2024_4,NBH3498,8.52,8.69,55.04,78.01,5.9,5.95,5.69,6.22,43.28,6.15,3.16,7.15,4.31,5.89,8.65,0.55,9.71,3.6078
CYC2021_3,NBH7357,7.87,1.46,31.88,69.43,7.6,8.16,3.29,5.18,23.76,5.84,7.29,0.09,0.06,4.19,4.15,5.58,3.98,2.813
CYC2026_4,NBH7125,7.75,2.54,65.05,6.32,7.88,2.36,3.95,6.72,11.54,2.07,3.92,3.05,3.23,0.25,5.38,1.8,9.8,0.7195
CYC2024_4,NBH6899,6.86,8.57,78.26,2.03,9.13,7.92,8.85,5.92,30.55,3.48,9.84,4.18,7.0,7.39,5.15,8.29,5.56,3.3061
CYC2024_4,NBH6409,1.16,2.85,74.74,78.88,9.19,1.62,9.82,5.82,13.94,5.44,8.75,3.08,3.71,0.98,2.64,5.82,6.95,2.719
CYC2020_3,NBH3682,1.81,7.17,19.54,23.12,1.14,9.18,9.04,1.39,68.14,6.12,2.24,2.87,5.31,4.44,3.58,4.21,6.01,0.2152
CYC2026_4,NBH6728,9.25,9.12,7.23,43.14,4.45,5.03,0.79,5.21,52.16,8.07,8.47,0.95,5.22,2.35,3.34,6.45,1.31,3.5759
CYC2024_1,NBH4434,7.41,5.02,60.98,64.44,4.48,9.89,7.61,7.93,27.17,8.56,4.52,8.49,2.55,8.29,0.04,4.21,4.74,0.4218
CYC2025_2,NBH1629,1.82,0.02,96.37,55.62,8.31,3.74,6.82,2.64,88.54,4.81,4.85,7.95,7.59,4.24,4.88,9.37,2.16,2.46
CYC2024_3,NBH7944,2.46,0.26,61.92,31.11,2.9,0.29,6.47,3.71,91.7,8.43,1.59,6.09,5.98,3.39,1.37,4.25,5.23,2.4733
CYC2018_2,NBH1153,9.4,4.31,12.08,86.48,4.31,2.74,3.05,9.77,43.62,3.85,7.67,4.93,7.27,6.3,9.46,8.57,0.81,3.8339
CYC2019_2,NBH3918,7.18,9.24,10.76,0.31,2.69,2.31,1.68,2.56,4.59,8.53,6.31,3.92,5.84,0.12,0.18,2.42,9.24,3.0627
CYC2026_4,NBH9015,8.87,3.91,72.02,61.1,6.64,3.5,4.12,2.59,45.98,0.1,8.97,9.84,1.89,3.58,1.59,4.39,4.54,3.1065
CYC2025_1,NBH7361,6.87,2.79,23.69,20.59,8.48,2.07,1.18,0.83,88.68,7.52,3.59,6.08,9.71,3.23,9.56,2.75,3.64,2.6408
CYC2023_1,NBH1403,4.94,7.8,86.08,3.16,1.97,4.51,0.46,2.74,34.37,1.22,9.78,1.69,0.88,1.25,5.61,5.98,5.09,3.9277
CYC2025_1,NBH7174,5.71,5.33,36.33,51.93,0.2,9.53,7.98,1.13,29.36,6.77,5.99,3.1,1.55,9.15,1.12,2.13,6.04,1.889
CYC2020_3,NBH1728,2.9,7.47,13.05,47.12,4.66,5.58,7.8,0.11,89.24,8.89,2.02,2.38,8.56,7.17,5.87,7.15,4.3,0.5626
CYC2022_2,NBH3295,4.63,7.89,51.26,23.52,4.11,0.87,7.03,6.11,57.68,4.87,3.48,1.85,3.26,7.12,5.67,8.54,7.94,1.7179
CYC2020_3,NBH2088,1.22,9.67,69.93,55.94,0.03,4.11,5.88,7.33,48.88,1.26,4.6,0.51,2.63,7.78,0.7,5.61,6.35,3.5864
CYC2024_2,NBH4985,1.46,4.52,68.6,85.13,6.25,0.26,6.92,0.87,50.14,0.44,8.14,2.53,1.12,7.81,2.04,5.22,4.01,1.0637
CYC2024_3,NBH2671,4.53,2.16,14.93,35.53,9.04,4.96,1.43,0.73,67.31,3.22,6.93,9.74,5.02,2.71,6.92,7.45,8.92,2.9799
CYC2022_1,NBH5032,1.59,0.08,14.82,77.35,8.91,3.17,4.25,0.46,58.67,0.14,4.69,1.96,5.23,9.8,2.14,0.66,3.25,0.3945
CYC2020_4,NBH3616,4.83,6.08,15.72,41.54,8.9,8.56,1.51,5.6,97.04,6.3,2.58,0.68,5.27,1.86,9.64,6.78,9.22,3.0919
CYC2023_2,NBH3219,5.7,7.18,78.7,23.56,1.23,8.46,3.09,1.18,54.75,5.37,7.35,3.05,9.84,2.86,7.26,7.55,7.46,1.5489
CYC2021_2,NBH6857,8.63,8.57,0.46,64.03,2.19,7.96,3.4,4.73,65.83,1.4,3.01,9.35,4.2,7.09,4.72,6.07,8.25,1.365
CYC2022_3,NBH7065,7.82,4.23,88.07,47.14,3.18,2.61,6.11,1.45,9.58,6.74,9.22,4.08,2.2,5.22,1.32,6.16,4.1,3.2056
CYC2025_1,NBH6712,5.42,8.62,95.27,8.67,7.24,7.95,4.69,4.89,27.3,0.1,4.3,8.35,1.19,9.23,2.48,0.63,9.01,2.8864
CYC2019_4,NBH4877,8.67,6.66,9.97,62.45,4.85,6.11,6.95,8.36,86.33,5.79,3.71,9.21,2.98,0.78,7.98,2.56,9.92,1.1912
CYC2024_2,NBH6858,1.04,2.25,95.18,70.98,1.5,1.16,2.82,2.76,85.27,3.74,7.42,4.48,5.06,1.86,0.2,4.65,3.27,3.9434
CYC2026_2,NBH8760,3.46,3.11,53.11,27.67,5.1,2.52,9.89,4.58,70.15,7.64,9.59,4.67,7.08,0.2,5.76,7.4,7.86,0.2163
CYC2018_3,NBH5075,1.25,4.0,66.8,88.11,0.61,0.13,7.53,3.15,26.41,6.27,5.79,5.63,6.59,7.63,4.65,1.12,8.26,2.6336
CYC2020_3,NBH4761,1.17,1.83,38.34,32.33,5.61,0.67,8.58,4.23,87.79,7.35,7.88,1.98,7.62,6.87,9.22,6.19,8.83,3.1858
CYC2020_4,NBH4180,8.5,1.93,55.53,69.07,9.84,1.78,0.29,7.79,96.62,6.81,5.77,2.18,7.12,1.26,9.28,8.96,0.94,1.809
CYC2020_3,NBH9054,1.76,5.09,64.89,57.3,1.61,9.65,8.35,5.71,14.25,9.35,5.7,2.75,4.6,2.5,1.68,6.35,1.72,1.132
CYC2025_2,NBH3370,2.41,6.78,46.18,58.79,2.77,0.82,8.89,1.66,74.51,3.41,0.96,4.6,1.07,3.69,8.65,0.6,0.23,1.0859
CYC2025_2,NBH6957,8.02,5.87,60.62,34.1,5.09,1.33,5.0,3.6,25.82,7.64,3.96,5.97,3.12,4.27,2.21,4.63,6.59,1.7533
CYC2020_1,NBH4518,3.49,8.95,93.87,97.98,3.19,7.85,1.47,1.52,84.01,4.68,4.36,6.94,1.97,5.14,8.55,4.76,0.45,0.8839
CYC2020_3,NBH6272,0.08,1.93,63.33,10.85,7.27,0.78,6.3,0.96,4.97,1.03,9.29,4.11,4.66,6.76,9.09,6.02,0.09,3.717
CYC2018_4,NBH8084,2.21,9.83,87.66,47.07,5.98,1.34,8.63,2.44,45.9,9.17,1.48,9.59,4.95,5.85,9.12,0.72,6.42,1.9002
CYC2021_1,NBH7172,3.92,8.31,45.56,66.7,1.8,9.37,8.26,0.31,3.87,6.65,4.47,6.21,6.23,1.99,7.9,7.54,7.22,1.1587
CYC2019_2,NBH1076,6.38,9.91,72.39,69.1,2.36,9.56,1.98,2.15,25.39,6.11,0.83,5.47,7.84,7.15,3.4,3.62,4.96,3.1442
CYC2025_1,NBH1745,2.47,5.63,76.21,55.65,0.19,9.36,5.78,0.4,59.81,4.56,6.11,3.21,7.01,9.06,2.91,0.07,8.88,3.1876
CYC2020_4,NBH4965,0.4,9.61,32.26,81.02,2.03,3.44,9.65,2.5,73.65,1.26,9.6,2.8,7.0,1.99,7.42,5.91,0.9,1.1801
CYC2020_4,NBH3561,3.69,0.72,38.28,2.68,6.49,9.46,2.33,5.15,60.37,2.42,3.01,2.82,6.85,7.25,6.05,6.89,9.92,3.1485
CYC2023_1,NBH3539,5.9,1.44,51.07,34.44,7.09,2.04,8.19,1.53,5.37,4.94,2.92,9.56,0.7,10.0,3.9,7.87,9.18,1.4633
CYC2022_3,NBH1668,8.01,5.7,22.29,36.12,9.33,2.66,3.74,9.27,74.08,7.72,0.65,5.83,4.19,4.77,6.39,0.48,8.77,1.2046
CYC2022_2,NBH2525,9.32,9.15,12.63,65.11,4.37,3.36,4.45,8.4,5.76,5.9,3.84,7.57,8.22,3.55,4.6,4.1,4.42,3.3797
CYC2021_1,NBH1918,5.34,1.23,29.49,61.62,6.75,9.19,7.56,4.15,77.51,7.61,8.49,4.47,4.68,3.09,1.37,2.37,7.84,1.201
CYC2024_2,NBH5152,9.61,9.53,11.11,62.69,1.82,7.35,3.69,2.68,14.2,6.74,4.28,4.25,5.09,4.79,3.92,4.39,7.56,3.7163
CYC2019_1,NBH9975,7.7,7.63,53.27,76.53,7.11,7.32,5.95,2.01,96.47,6.47,9.73,0.62,4.97,8.0,4.62,4.7,0.52,1.9984
CYC2024_2,NBH2714,3.6,2.82,62.3,87.92,9.91,5.78,8.86,5.88,25.0,4.83,8.78,7.84,8.63,6.55,7.58,2.06,4.41,3.0031
CYC2023_4,NBH6775,8.27,3.92,51.53,95.73,4.66,3.5,0.48,4.7,82.99,9.5,4.47,4.14,5.33,7.39,9.17,5.34,2.42,0.5983
CYC2018_2,NBH6555,4.35,8.83,57.12,52.85,3.0,3.1,3.67,4.38,97.88,1.57,4.92,9.86,5.94,5.32,3.28,6.76,4.49,1.1436
CYC2018_3,NBH3842,0.21,9.0,68.51,60.55,2.46,1.69,3.83,4.54,43.89,6.47,5.14,7.21,7.02,6.09,5.29,3.25,3.08,1.7065
CYC2025_4,NBH3136,8.46,2.1,12.33,52.52,9.8,0.19,1.49,1.8,41.49,8.62,4.39,3.28,1.34,8.32,9.3,0.37,7.68,1.7127
