tax_excise_reference_month,tax_excise_country_iso2,tax_excise_product_category_code,tax_excise_excise_rate_unit,tax_excise_excise_rate_value,tax_excise_clearances_quantity,tax_excise_excise_revenue_eur,tax_excise_illicit_trade_seizures_count,tax_excise_illicit_trade_seizures_value_eur,tax_excise_track_and_trace_flag,tax_excise_energy_tax_component_eur,tax_excise_carbon_price_component_eur,tax_excise_minimum_excise_compliance_flag,tax_excise_cross_border_purchases_estimate,tax_excise_health_policy_link_flag,tax_excise_retail_price_index,tax_excise_eu_directive_reference,tax_excise_data_source,tax_excise_revision_round,tax_excise_data_extract_date
2018-06,ES,ALCOHOL_BEER,EUR_PER_1000_L,92.4281,1717673.94,172274827.61,174,513792.48,1,5210971.12,2931591.68,0,97558.9,1,126.908,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-08-30
2018-07,HR,ALCOHOL_SPIRITS,EUR_PER_HLPA,1712.2889,83286.92,132069745.95,161,5171403.33,0,2446285.9,2392422.16,1,14064.26,1,127.09,2003_96_EC,EUROSTAT_TAX,SECOND,2026-02-01
2018-08,FI,ELECTRICITY,EUR_PER_MWH,6.8163,4000338.28,27089264.42,439,2033737.14,0,13839842.83,3453969.91,1,442676.37,0,127.055,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-21
2018-09,IE,ENERGY_FUELS,EUR_PER_1000_L,212.393,11551462.08,2258337122.2,408,9509344.49,0,1283497344.89,582558488.39,0,948051.51,0,126.456,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-07-05
2018-10,MT,VAPING_LIQUIDS,EUR_PER_L,0.7207,7277300.03,4884681.16,530,12112948.68,0,54269.03,196123.57,1,1072576.0,1,128.326,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-12-29
2018-11,SK,TOBACCO_FINECUT,EUR_PER_KG,137.4522,1815862.17,233275358.76,453,7624226.05,1,4444036.7,3176314.7,1,408651.98,1,129.537,92_83_EEC,EUROSTAT_TAX,SECOND,2026-01-19
2018-12,BE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,123.7529,10840062.95,1269230090.54,832,12420041.29,1,38793270.45,91666680.96,1,961813.66,1,129.534,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-25
2019-01,DK,ALCOHOL_WINE,EUR_PER_1000_L,103.9652,5415169.26,497731623.09,124,5064523.28,0,18162806.31,11290687.07,1,754509.19,1,128.342,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-01-11
2019-02,GR,ALCOHOL_BEER,EUR_PER_1000_L,116.8723,5682528.83,703668573.1,213,3877299.13,0,38718950.22,15178450.75,0,1281879.37,1,130.051,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-03-12
2019-03,LT,ALCOHOL_SPIRITS,EUR_PER_HLPA,1987.5108,73805.64,144238006.43,390,16512262.51,0,2118810.13,6089482.82,1,15833.73,1,131.653,2020_262_EU,EUROSTAT_TAX,SECOND,2025-05-15
2019-04,PT,ELECTRICITY,EUR_PER_MWH,12.4403,22363588.76,291877599.97,335,11526311.0,0,235691210.25,14722466.77,1,928483.77,0,131.218,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-01-28
2019-05,SE,ENERGY_FUELS,EUR_PER_1000_L,458.726,4418018.85,2152800094.91,98,2957736.89,0,945645480.31,562836480.58,1,549777.91,0,131.115,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-11-04
2019-06,CY,VAPING_LIQUIDS,EUR_PER_L,0.3169,1926464.14,531692.47,106,4196011.58,0,54233.8,25560.82,0,422047.77,1,131.637,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-03-20
2019-07,FR,TOBACCO_FINECUT,EUR_PER_KG,91.7122,1604750.17,163918177.89,797,11023833.28,1,18075854.35,841498.57,1,29570.89,1,132.808,2003_96_EC,EUROSTAT_TAX,SECOND,2025-01-21
2019-08,IT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,246.0153,28825422.14,7722510914.53,492,9081175.5,1,517891783.47,553913208.0,1,471575.16,1,132.582,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-29
2019-09,NL,ALCOHOL_WINE,EUR_PER_1000_L,27.1901,5836604.79,139989905.4,621,6604207.56,0,14917439.38,3421733.52,1,677345.99,1,134.36,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-04
2019-10,SI,ALCOHOL_BEER,EUR_PER_1000_L,5.1204,3851292.07,17807858.25,640,21839714.56,0,1297348.13,266541.6,1,662573.99,1,132.992,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-08-09
2019-11,BG,ALCOHOL_SPIRITS,EUR_PER_HLPA,1593.687,63168.43,86338358.77,144,1526805.09,1,8552501.27,1488857.82,1,14581.71,1,134.876,92_83_EEC,EUROSTAT_TAX,SECOND,2024-03-19
2019-12,EE,ELECTRICITY,EUR_PER_MWH,3.0596,10237381.1,27367231.29,672,26419966.76,1,12756952.16,7625178.86,1,1314987.55,0,134.273,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-03-10
2020-01,HU,ENERGY_FUELS,EUR_PER_1000_L,740.4796,4197945.67,3262751358.6,502,1770879.29,0,1819659393.71,417729821.64,1,17179.02,0,135.837,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-10-29
2020-02,LU,VAPING_LIQUIDS,EUR_PER_L,0.4285,15699472.32,6307980.08,250,5247106.37,0,547968.02,364963.07,0,2392611.51,1,135.875,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-11-11
2020-03,RO,TOBACCO_FINECUT,EUR_PER_KG,129.3874,1540548.29,181082232.83,871,34421448.43,1,2549214.01,9224153.65,1,172338.0,1,137.181,2020_262_EU,EUROSTAT_TAX,SECOND,2026-02-24
2020-04,AT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,247.5462,1717882.71,368377720.76,862,7894654.78,1,1105750.56,5652669.99,1,171589.9,1,136.398,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-05-07
2020-05,CZ,ALCOHOL_WINE,EUR_PER_1000_L,132.1174,3375492.97,490744364.66,378,738248.23,1,47505028.16,19543011.71,1,206691.4,1,136.466,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-27
2020-06,DE,ALCOHOL_BEER,EUR_PER_1000_L,87.5415,3805399.58,310348970.52,155,741037.27,0,21122172.34,15536088.88,1,849270.48,1,136.595,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-02-06
2020-07,LV,ALCOHOL_SPIRITS,EUR_PER_HLPA,1587.9009,66730.58,116273918.29,565,17820517.02,0,2791819.38,544742.3,1,1394.26,1,137.617,2003_96_EC,EUROSTAT_TAX,SECOND,2026-01-29
2020-08,PL,ELECTRICITY,EUR_PER_MWH,13.9242,23587679.61,356242582.89,565,15758708.26,0,121418278.33,97587552.65,1,1475052.05,0,138.926,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-29
2020-09,ES,ENERGY_FUELS,EUR_PER_1000_L,690.9323,7460858.26,5197465290.52,526,16559199.96,0,2144394325.45,974260881.1,1,145310.85,0,138.661,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-23
2020-10,HR,VAPING_LIQUIDS,EUR_PER_L,0.7242,2842302.07,2013464.71,329,3658816.43,1,6813.58,7656.22,1,513339.07,1,140.655,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-07-02
2020-11,FI,TOBACCO_FINECUT,EUR_PER_KG,120.4224,455868.62,51437468.88,2,47726.94,1,3093338.08,2615667.95,1,102237.7,1,138.977,92_83_EEC,EUROSTAT_TAX,SECOND,2026-02-19
2020-12,IE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,226.9098,17296552.58,3644072562.2,320,3109850.1,0,134658229.91,108733687.57,1,715042.76,1,141.42,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-04-16
2021-01,MT,ALCOHOL_WINE,EUR_PER_1000_L,124.5841,5251208.37,691816136.17,627,25749723.54,1,17015028.71,23016373.68,1,1147034.2,1,142.199,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-28
2021-02,SK,ALCOHOL_BEER,EUR_PER_1000_L,105.8788,5775026.05,637305321.36,551,24021347.03,1,12472928.67,6227774.38,1,1148324.23,1,141.663,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-12-18
2021-03,BE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1015.715,14434.26,15394883.19,153,1126899.1,0,1595860.55,946185.65,1,2713.51,1,142.394,2020_262_EU,EUROSTAT_TAX,SECOND,2024-11-22
2021-04,DK,ELECTRICITY,EUR_PER_MWH,5.4521,16781005.0,105187422.44,21,335800.59,0,40788706.04,4470857.05,1,3868841.19,0,141.291,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-04-09
2021-05,GR,ENERGY_FUELS,EUR_PER_1000_L,489.6407,14432040.28,6265011193.47,643,6544825.41,0,2931386710.34,2094021328.42,1,2673346.93,0,143.186,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-16
2021-06,LT,VAPING_LIQUIDS,EUR_PER_L,0.7502,15561927.97,12730208.93,576,9118444.83,0,1300320.59,594722.36,1,2046030.22,1,144.022,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-12-01
2021-07,PT,TOBACCO_FINECUT,EUR_PER_KG,88.6529,1354180.7,106683191.35,748,26980475.78,1,6862845.78,7374707.65,1,154946.59,1,142.989,2003_96_EC,EUROSTAT_TAX,SECOND,2025-11-16
2021-08,SE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,281.7508,12139654.84,3769545952.86,230,1513991.56,1,217069805.1,242530.01,1,42062.65,1,143.745,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-11-11
2021-09,CY,ALCOHOL_WINE,EUR_PER_1000_L,27.7983,4362248.18,117214625.62,94,1951783.86,0,6804916.69,5511430.2,1,316196.64,1,145.797,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-05-06
2021-10,FR,ALCOHOL_BEER,EUR_PER_1000_L,130.709,2354889.11,284828993.43,312,11494192.6,0,1571498.13,8347033.39,1,70445.03,1,144.818,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-03-10
2021-11,IT,ALCOHOL_SPIRITS,EUR_PER_HLPA,468.6355,16756.41,6888984.1,510,1494451.54,0,335672.46,122051.18,1,911.94,1,146.516,92_83_EEC,EUROSTAT_TAX,SECOND,2024-04-18
2021-12,NL,ELECTRICITY,EUR_PER_MWH,6.1452,20145537.84,134221849.6,697,24403248.46,0,58834345.55,44273315.94,1,1595376.93,1,145.253,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-02-23
2022-01,SI,ENERGY_FUELS,EUR_PER_1000_L,877.755,14903740.91,11959312615.59,227,3400071.16,0,7206337853.34,2415950365.85,1,2701847.0,0,146.233,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-10-02
2022-02,BG,VAPING_LIQUIDS,EUR_PER_L,0.2964,9827708.2,2980874.6,274,11017906.83,0,22822.62,227613.42,0,1402531.56,1,146.265,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-06-04
2022-03,EE,TOBACCO_FINECUT,EUR_PER_KG,107.6579,1008608.63,121251041.35,47,1315248.26,1,13727591.56,1408245.96,1,56036.51,1,148.907,2020_262_EU,EUROSTAT_TAX,SECOND,2025-04-05
2022-04,HU,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,266.8462,31239824.37,9482419849.41,339,3304921.59,1,752829765.53,425085480.42,1,4692822.39,1,148.142,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-02-24
2022-05,LU,ALCOHOL_WINE,EUR_PER_1000_L,133.6705,756364.84,102200232.1,386,5053185.05,0,208132.71,541634.66,1,156553.96,1,147.957,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-05-22
2022-06,RO,ALCOHOL_BEER,EUR_PER_1000_L,90.7702,3876509.19,341264046.04,377,8933017.55,0,816855.22,25470208.95,1,463819.51,1,148.723,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-11-18
2022-07,AT,ALCOHOL_SPIRITS,EUR_PER_HLPA,1458.0014,90152.89,136377346.91,743,10854147.37,0,1418204.7,5259402.88,1,8676.36,1,149.665,2003_96_EC,EUROSTAT_TAX,SECOND,2025-04-16
2022-08,CZ,ELECTRICITY,EUR_PER_MWH,12.7981,1467677.19,18970059.71,33,57866.51,0,14269951.08,3149554.65,1,56543.3,0,149.69,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-24
2022-09,DE,ENERGY_FUELS,EUR_PER_1000_L,710.6034,6697951.12,4902770098.39,544,14087609.86,0,2433085455.17,1610114361.66,1,606199.62,0,150.114,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-26
2022-10,LV,VAPING_LIQUIDS,EUR_PER_L,0.5162,17257858.83,7594405.87,253,5789595.17,0,62582.15,551903.83,0,2255894.4,1,152.283,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-10-14
2022-11,PL,TOBACCO_FINECUT,EUR_PER_KG,137.3384,116604.31,14088193.43,320,9218987.91,1,592470.62,439520.22,1,12086.99,1,151.624,92_83_EEC,EUROSTAT_TAX,SECOND,2024-11-21
2022-12,ES,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,118.8938,2643223.19,350576926.89,628,26669917.1,1,27263352.99,27400472.83,1,10028.96,1,152.434,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-02-14
2023-01,HR,ALCOHOL_WINE,EUR_PER_1000_L,127.9996,2444642.51,351352121.15,29,885202.13,0,32979613.42,24610263.27,1,109225.92,1,153.727,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-09-06
2023-02,FI,ALCOHOL_BEER,EUR_PER_1000_L,113.4769,4459696.81,440461402.15,518,13516041.48,0,31322744.37,27266205.59,1,928398.71,1,153.899,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-05-03
2023-03,IE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1749.1922,33520.74,54296953.74,539,7551332.28,0,5513979.86,1273849.73,1,904.43,1,153.854,2020_262_EU,EUROSTAT_TAX,SECOND,2024-05-08
2023-04,MT,ELECTRICITY,EUR_PER_MWH,4.5745,4416625.93,18771477.56,75,2868410.09,1,13602322.22,5606168.0,1,871597.42,0,154.298,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-12-29
2023-05,SK,ENERGY_FUELS,EUR_PER_1000_L,768.2731,11656738.73,7820615557.49,182,964399.66,1,3607148595.22,1318714784.83,1,2371749.72,0,154.302,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-10-27
2023-06,BE,VAPING_LIQUIDS,EUR_PER_L,0.5591,10181647.91,5174829.34,151,2684204.31,0,565807.12,293594.85,1,1061221.29,1,154.733,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-08-02
2023-07,DK,TOBACCO_FINECUT,EUR_PER_KG,162.808,950024.46,146700104.88,484,12067183.95,1,3673112.94,11283143.26,1,148395.14,1,155.748,2003_96_EC,EUROSTAT_TAX,SECOND,2025-09-07
2023-08,GR,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,142.4694,10155476.29,1242998045.85,166,5641990.99,1,82526618.92,93597960.01,1,306205.8,1,156.731,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-06
2023-09,LT,ALCOHOL_WINE,EUR_PER_1000_L,40.0634,2313125.21,94399266.07,333,3717809.29,0,8572733.26,5055486.1,0,503360.03,1,156.907,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-02-20
2023-10,PT,ALCOHOL_BEER,EUR_PER_1000_L,103.1229,5201441.12,573624323.31,319,1963431.58,0,15529928.84,37206196.04,1,1137388.83,1,157.628,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-02-15
2023-11,SE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1215.7161,11270.39,15430317.56,533,17594330.22,0,1786215.18,23460.67,1,1862.63,1,157.737,92_83_EEC,EUROSTAT_TAX,SECOND,2025-07-30
2023-12,CY,ELECTRICITY,EUR_PER_MWH,13.337,8254121.53,102345547.78,74,2601647.31,1,44901717.2,32029807.54,1,982409.59,0,158.583,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-03-23
2024-01,FR,ENERGY_FUELS,EUR_PER_1000_L,892.5925,1451602.11,1218911281.29,240,4998066.73,0,718219911.26,44453569.9,1,5779.53,0,157.985,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-25
2024-02,IT,VAPING_LIQUIDS,EUR_PER_L,0.8435,13654640.85,10007310.9,419,17921058.22,0,800458.33,544267.18,1,2183608.0,1,158.852,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-02-23
2024-03,NL,TOBACCO_FINECUT,EUR_PER_KG,120.0589,994436.89,133388373.01,431,3194746.71,1,5782892.0,1702692.88,1,49499.08,1,158.613,2020_262_EU,EUROSTAT_TAX,SECOND,2025-08-03
2024-04,SI,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,222.77,3889059.11,859880225.49,401,619801.08,1,59713257.9,43850277.27,0,460842.02,1,160.386,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-11-21
2024-05,BG,ALCOHOL_WINE,EUR_PER_1000_L,100.5406,5838174.54,604338285.14,646,9227531.05,0,17932317.87,10418044.29,1,1104829.71,1,159.399,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-04-21
2024-06,EE,ALCOHOL_BEER,EUR_PER_1000_L,80.0355,3096159.98,240062275.21,613,17286449.6,0,23181215.32,18790058.59,1,131147.48,1,161.374,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-07-28
2024-07,HU,ALCOHOL_SPIRITS,EUR_PER_HLPA,1738.3329,16535.35,29884010.09,356,10171995.14,0,346323.39,876767.85,1,3305.5,1,160.909,2003_96_EC,EUROSTAT_TAX,SECOND,2025-04-23
2024-08,LU,ELECTRICITY,EUR_PER_MWH,10.782,1897268.83,20091205.24,692,12269966.96,0,5137870.71,2179541.1,1,31405.3,0,161.175,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-06-01
2024-09,RO,ENERGY_FUELS,EUR_PER_1000_L,608.8129,6976766.95,4521534102.61,660,6832722.75,0,3744222043.52,133389511.69,0,1546868.72,0,161.729,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-05
2024-10,AT,VAPING_LIQUIDS,EUR_PER_L,0.6636,7509933.02,5184902.16,808,19603182.6,0,292401.65,83185.99,1,748748.35,1,163.221,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-07-20
2024-11,CZ,TOBACCO_FINECUT,EUR_PER_KG,172.0768,2091503.17,314996371.58,504,4385800.47,1,28700633.25,1630491.89,1,137644.4,1,162.508,92_83_EEC,EUROSTAT_TAX,SECOND,2025-07-06
2024-12,DE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,129.1727,38539656.78,5150620290.35,116,1282122.18,1,20660976.55,271736506.27,1,6226939.45,1,162.726,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-09-04
2025-01,LV,ALCOHOL_WINE,EUR_PER_1000_L,122.3725,4854873.81,530930530.36,459,16435192.89,0,13300641.48,23875912.64,1,1042772.88,1,164.352,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-11-10
2025-02,PL,ALCOHOL_BEER,EUR_PER_1000_L,74.633,2335206.59,166730753.39,259,8002589.27,1,8077482.43,11105967.62,1,72727.62,1,164.526,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-07-28
2025-03,ES,ALCOHOL_SPIRITS,EUR_PER_HLPA,805.3477,95283.32,87244162.88,299,3416118.81,1,8632227.63,522682.65,1,8764.72,1,165.394,2020_262_EU,EUROSTAT_TAX,SECOND,2024-07-01
2025-04,HR,ELECTRICITY,EUR_PER_MWH,16.3344,12311457.13,224845231.53,534,14999194.51,0,71296588.72,68104127.25,1,2346026.61,0,166.437,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-25
2025-05,FI,ENERGY_FUELS,EUR_PER_1000_L,433.9575,1783613.4,765773708.36,28,913758.64,0,335383473.04,196874299.23,1,49361.19,0,166.361,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-09-25
2025-06,IE,VAPING_LIQUIDS,EUR_PER_L,0.6531,17973598.96,12682512.73,106,787346.48,0,581936.04,712772.68,1,2498246.87,1,167.358,2011_64_EU,EMCS_AGGREGATE,FIRST,2026-02-10
2025-07,MT,TOBACCO_FINECUT,EUR_PER_KG,87.4419,1193678.28,99895842.95,803,5482081.83,1,8298325.11,1225257.61,1,78535.13,1,166.408,2003_96_EC,EUROSTAT_TAX,SECOND,2025-08-17
2025-08,SK,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,270.084,2799587.13,669923908.28,199,4779536.52,1,465737.15,2024558.35,1,382717.76,1,168.639,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-02
2025-09,BE,ALCOHOL_WINE,EUR_PER_1000_L,26.729,4690896.95,132326196.52,201,7917323.35,0,8611557.9,1982638.43,0,653623.42,1,166.971,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-08-06
2025-10,DK,ALCOHOL_BEER,EUR_PER_1000_L,14.9332,5489512.79,76225847.38,700,26313099.01,0,4720715.88,1650370.28,1,644743.88,1,168.614,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-04-12
2025-11,GR,ALCOHOL_SPIRITS,EUR_PER_HLPA,766.0224,3819.48,2647414.71,501,16672642.26,0,218883.03,186310.4,1,718.08,1,169.036,92_83_EEC,EUROSTAT_TAX,SECOND,2025-12-28
2025-12,LT,ELECTRICITY,EUR_PER_MWH,1.7409,7631872.33,14442234.67,222,7938145.19,0,8112296.26,2851319.97,1,1812429.01,0,169.094,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-13
2026-01,PT,ENERGY_FUELS,EUR_PER_1000_L,479.1173,7429606.22,3925986378.64,90,2544705.46,0,2856540444.05,841009878.82,1,263844.02,0,170.869,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-09-24
2026-02,SE,VAPING_LIQUIDS,EUR_PER_L,0.3542,1747929.27,668838.23,776,23400742.1,0,3436.49,19351.7,1,89262.09,1,169.896,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-07-31
2026-03,CY,TOBACCO_FINECUT,EUR_PER_KG,163.2866,1671848.2,238454138.61,400,13255730.36,1,2723805.69,664675.88,1,113907.89,1,170.625,2020_262_EU,EUROSTAT_TAX,SECOND,2024-01-11
2026-04,FR,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,220.9369,32192065.89,6214365341.85,217,6489286.54,1,639040924.86,187945894.97,1,5129842.16,1,172.064,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-13
2026-05,IT,ALCOHOL_WINE,EUR_PER_1000_L,107.2507,3762736.85,374325409.96,178,1983200.96,0,23364248.82,28937932.73,1,646468.59,1,170.654,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2026-02-15
2026-06,NL,ALCOHOL_BEER,EUR_PER_1000_L,48.5157,5434726.59,250113548.85,347,11600819.6,0,28991611.65,1699079.04,0,282188.89,1,171.05,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-12-06
2026-07,SI,ALCOHOL_SPIRITS,EUR_PER_HLPA,1214.1815,33618.38,45317226.85,779,26036120.28,0,2835834.35,3078127.96,1,5009.75,1,171.611,2003_96_EC,EUROSTAT_TAX,SECOND,2024-11-18
2026-08,BG,ELECTRICITY,EUR_PER_MWH,13.3266,9451333.03,119219192.41,838,27094047.92,0,89389430.71,14064714.48,1,1875217.55,0,173.971,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-07-21
2026-09,EE,ENERGY_FUELS,EUR_PER_1000_L,870.0108,15287506.28,11735160495.61,862,9047727.05,0,9537118729.56,592834849.57,1,1572936.23,0,174.036,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-07-27
2026-10,HU,VAPING_LIQUIDS,EUR_PER_L,0.4617,3516515.34,1498948.27,300,7784147.77,0,73691.06,86211.8,0,236051.92,1,174.96,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-11-27
2026-11,LU,TOBACCO_FINECUT,EUR_PER_KG,150.7963,1134500.55,191485208.14,301,4978475.85,1,2646152.12,12578555.32,1,172507.32,1,174.263,92_83_EEC,EUROSTAT_TAX,SECOND,2025-07-14
2026-12,RO,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,242.8328,10436970.45,2207108926.46,59,133516.57,1,135648989.46,103597129.98,1,1692943.0,1,175.018,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-02-21
2018-01,AT,ALCOHOL_WINE,EUR_PER_1000_L,77.5896,1221914.75,95568865.03,644,22096394.15,0,695051.58,3846418.57,0,137342.39,1,176.618,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-07-29
2018-02,CZ,ALCOHOL_BEER,EUR_PER_1000_L,8.8106,4225993.9,38076582.7,204,4209088.68,0,1364279.76,1226392.91,1,484100.38,1,176.77,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-09-23
2018-03,DE,ALCOHOL_SPIRITS,EUR_PER_HLPA,790.9878,73026.35,54984422.72,493,7215921.53,0,76758.9,990490.17,0,6276.97,1,177.65,2020_262_EU,EUROSTAT_TAX,SECOND,2024-10-12
2018-04,LV,ELECTRICITY,EUR_PER_MWH,2.5287,1223604.78,2848977.15,35,1404367.85,0,1814925.64,595480.23,0,59431.68,0,177.511,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-18
2018-05,PL,ENERGY_FUELS,EUR_PER_1000_L,387.5941,5407200.96,2135939384.09,564,17723264.25,0,1365467306.18,283494442.21,1,32047.32,1,177.959,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-03-11
2018-06,ES,VAPING_LIQUIDS,EUR_PER_L,0.2459,11327361.33,2417697.41,873,31340945.84,0,251214.24,36161.33,0,2568851.3,1,178.63,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-01-17
2018-07,HR,TOBACCO_FINECUT,EUR_PER_KG,66.9609,1550803.81,99221664.82,595,8969531.6,1,5107052.44,5630143.61,1,234792.77,1,178.307,2003_96_EC,EUROSTAT_TAX,SECOND,2025-08-30
2018-08,FI,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,202.0065,24717763.66,4822363152.38,693,2846784.61,0,242476691.14,134208928.43,1,3760743.99,1,179.965,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-01-15
2018-09,IE,ALCOHOL_WINE,EUR_PER_1000_L,70.1823,3703400.41,286635604.47,560,11045836.44,0,5100873.06,12315521.48,1,303406.67,1,180.228,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-22
