soc_case_report_month,soc_case_state_ut_code,soc_case_district_lgd_code,soc_case_program_code,soc_case_household_id_hash,soc_case_ration_card_type_code,soc_case_aadhaar_seeded_flag,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_inr,soc_case_benefit_duration_months,soc_case_dbt_payment_channel,soc_case_benefit_upi_vpa_hash,soc_case_data_latency_days
2022-07,UP,424508,PDS,7a9655f6868b4671929066,AAY,1,1,3,2,96,58,38,33,17.86,5857.48,5,NEFT,f398a48cb3964892ba6f0d3b,9
2020-12,BR,526449,PMAYG,bd696a10aaac4d4e954d90,AAY,1,3,4,2,4,0,4,15,3.79,4686.81,55,UPI,c8a6231536624ffeac241236,9
2022-06,TN,804484,PMSBY,0a4111fc91ca453fbe0fe3,AAY,0,1,2,1,95,70,25,72,14.11,668.47,35,IMPS,4746447c035442f2b351fbd4,19
2019-03,MH,259234,PMKISAN,da0d08bd60964373a16f9d,SPHH,0,3,2,0,29,24,5,79,14.91,5851.9,56,IMPS,6c2a533e0bb9427f98bc0d27,4
2021-04,UK,285645,PMKISAN,dfc5af9f5e4541799dbfa3,PHH,0,5,6,4,79,55,24,23,7.52,2866.17,7,AEPS,aea129d0a7954e14942c1509,8
2021-11,LA,796987,JJM,235e21d0a35f4037bb83ce,SPHH,1,1,3,1,118,103,15,12,11.34,2149.01,14,IMPS,026fcf8e6dff4b6baf7208f2,11
2022-01,PB,267995,JJM,eec5dcf89ffd4f5da1d313,SPHH,1,5,6,4,107,66,41,12,8.07,4471.25,57,IMPS,7d9c5150cf52466391718938,7
2022-11,BR,793729,PMSBY,c14123265bf24ae5b75fc7,PHH,0,7,6,6,49,11,38,47,5.09,4751.44,41,IMPS,3fd621ad512b4e1c9bad0564,6
2024-06,NL,547322,MGNREGA,419d3dba14a34ee987f516,NPHH,1,4,4,2,100,79,21,24,7.96,2180.15,39,IMPS,b6e1464ec927483c990860bf,2
2022-04,CG,991029,NSAP,92ef11f824894785b25b70,NPHH,0,1,2,0,74,55,19,49,2.17,2480.27,24,NEFT,a63004e510c94c438a89bbba,5
2024-11,MZ,129642,PMKISAN,1993aedeef0546a28cd003,AAY,1,6,8,7,15,8,7,60,12.87,1269.25,33,NEFT,1f39c437f67c474eab860fd9,7
2022-09,AS,951358,JJM,56c00e5f44594186b66a1c,NPHH,0,2,2,1,28,26,2,0,15.01,3979.35,33,NEFT,4dc24085a39d46298a24690e,17
2020-10,TS,302767,PDS,7493451991b747469b9be4,AAY,0,1,3,1,114,99,15,68,5.88,6232.84,12,NEFT,1a94ec06f6c14582af0f355e,7
2020-08,KL,131572,PMSBY,2ef57bdf55fd4bc4aa0b8b,AAY,1,4,6,5,109,97,12,2,10.41,2883.07,34,AEPS,30468c9a73b7425c8dca12b9,3
2021-04,HR,751610,NSAP,4f6703557c6047e38f9c94,SPHH,0,3,3,2,107,94,13,9,4.56,6476.48,31,NEFT,4a5e78662d5947288a29956a,17
2023-03,AP,579274,PMSBY,0f4fcb34f8804d258e369b,AAY,0,1,1,0,46,0,46,57,2.73,1393.77,19,NEFT,226cda90708f44cca7bd4a2f,7
2020-09,DL,853644,ICDS,36a40300f3b7418e8aa0ca,PHH,1,7,9,7,38,4,34,49,12.11,5235.82,21,AEPS,812022947cbe437aaa687a99,19
2025-05,DN,197518,PMAYG,c278cb647b2b4f43ada2b4,AAY,0,5,6,6,96,69,27,78,2.85,6054.27,46,UPI,00218e01020b48af9c60b9d0,2
2022-05,CH,172706,PMSBY,11b49da828d64c6f80641a,PHH,1,8,10,8,2,0,2,45,14.18,4565.94,40,NEFT,1b031af841ce47aa84343b0e,0
2025-01,AS,610523,PMJJBY,db623d39342d4c0db4799a,NPHH,0,4,6,6,107,65,42,33,5.26,977.82,28,NEFT,ce7f23984c6048fdb1dc1c8f,19
2023-10,MP,893869,ICDS,ee5a8276a81243039cc184,NPHH,0,4,4,4,72,40,32,53,14.82,2324.56,36,NEFT,8b07298fc76342fa834a232f,2
2021-05,LD,465186,MGNREGA,e3863109481047fc8d4b2d,AAY,0,7,6,4,75,50,25,60,6.95,831.13,15,NEFT,81838326b0db49bb80847fbf,0
2020-08,RJ,817764,MGNREGA,1bde183b3c7c4b2599d606,SPHH,1,1,3,3,52,29,23,53,6.95,4030.84,30,AEPS,a77570ee70ad48da849c5d03,13
2024-03,CG,915587,ICDS,9abff80a327145b48bc150,PHH,0,3,4,4,117,90,27,29,13.64,6488.52,34,NEFT,660b559a752f43158f4a0bea,6
2021-04,GA,882714,PMKISAN,f3c2c1eeda774288bafa18,PHH,0,7,6,6,89,48,41,76,9.43,2623.48,15,NEFT,43485c5b49db4b5c9330ccc3,10
2020-09,JH,557801,PMKISAN,0d92283f29184202a1e676,SPHH,1,3,4,3,6,0,6,24,4.02,1310.26,10,NEFT,c4e26976e3e24ff89d6dca76,8
2025-07,PY,728585,PMKISAN,d93f623be10a49b891d9f0,NPHH,0,8,7,7,62,38,24,27,15.38,1965.57,32,AEPS,3f1a36c8b402468aa9fbabc7,6
2022-05,GJ,573098,PDS,62aeff0a1eb34c8193388f,PHH,0,3,3,3,103,70,33,22,6.45,3838.97,56,AEPS,2aa9705240cd4c6bbb246959,10
2019-05,JK,706737,PMUY,bc9f77c2fc714e338db232,AAY,0,4,4,3,9,0,9,23,2.3,3827.56,28,UPI,324a2f56e49b4e5db44d46d7,5
2022-06,TR,610377,PMKISAN,2dd6638bbb244061a1d210,NPHH,0,8,8,8,88,72,16,17,7.78,1724.89,54,UPI,da27b67287ec48148d8589ae,4
2022-03,LA,572583,PMAYG,e527060902b44a7d9689a2,NPHH,0,2,3,3,29,0,29,46,10.54,4954.37,51,UPI,74509b6501ea4707a85bcb71,4
2025-01,CH,493127,PMAYG,a47c8f07207f49eab9d12b,PHH,1,8,10,8,60,30,30,58,11.17,845.68,44,NEFT,8f91bf120d104301947a1450,2
2023-12,KL,687507,PMUY,b3e0cc9d5cce456aad69dc,SPHH,0,1,1,0,105,96,9,34,15.12,4162.85,53,IMPS,08cb05a0fe504295be4c63f2,11
2020-05,CH,775988,ICDS,f231a5a8904343b98610a2,NPHH,0,3,4,4,59,11,48,73,9.97,2939.33,25,UPI,72940c9725ef495e98adb984,11
2020-01,GJ,927197,MGNREGA,641da88a4c4b4212b47cf1,SPHH,1,5,7,7,4,0,4,37,4.41,1088.49,45,IMPS,e8b4f9db67174feb92d2e36c,0
2023-03,KA,651905,ICDS,bb3649a346374f36ae990c,PHH,0,5,6,4,2,0,2,37,5.08,4233.19,9,NEFT,2b7dbaf5d55142bfbf9c3446,9
2019-04,HR,190469,PDS,4b8426df98994092bb0c14,NPHH,1,8,8,8,88,78,10,5,2.26,4472.91,19,AEPS,7159b9ea488c4ebabf081acb,15
2021-03,CG,628730,MGNREGA,caf15101a5d442049bc8d5,NPHH,0,8,9,9,111,66,45,72,13.38,3028.13,34,IMPS,1016a19ecbc848ba97ba94e4,0
2019-12,BR,384187,PMKISAN,1d24df0aebea4a8a863a1f,SPHH,1,6,6,5,35,0,35,11,2.35,5247.56,3,NEFT,d8962e675d034125acc68b19,6
2019-02,GJ,124131,JJM,d521673f6bbb4f90a82276,AAY,1,6,6,4,112,110,2,13,11.1,3457.76,46,IMPS,ba16821c510a40f68201654d,20
2025-06,CG,165209,PDS,ecc9733008f04f389bae76,PHH,0,3,4,3,54,23,31,74,10.95,2071.68,55,UPI,b3270908f48d4e469170560b,8
2019-08,MH,632171,ICDS,098cf268e7ab4874b26cdb,SPHH,1,7,7,5,7,2,5,41,14.25,6212.33,7,NEFT,e80338423b9043a9825360ea,0
2019-01,AS,950323,PMSBY,5d557a7325504e0a82c820,PHH,0,6,5,4,63,49,14,5,1.81,6153.07,59,NEFT,ae80c7ea6bff40449328e4b5,11
2025-07,AS,555013,JJM,e05d21092a264d2b94184d,SPHH,1,1,3,3,116,88,28,35,4.05,892.85,6,UPI,50fe33ca43c048e583db280f,8
2020-04,PY,500738,NSAP,03d94d6d87974b7cb877fc,SPHH,0,7,8,6,30,18,12,47,16.42,6165.7,8,NEFT,83d5fa6caea441b98e41b9d5,4
2024-09,BR,179794,PMKISAN,fe4f1e6ecb294090a71d82,AAY,1,3,2,0,115,90,25,0,10.51,5107.99,45,IMPS,fd673fc1c9f44d05abe691fc,1
2019-03,AS,707809,MGNREGA,75acd3238b474e12a21490,SPHH,1,4,4,2,78,57,21,60,8.51,961.19,41,IMPS,9b6f509c759c4905980dc5c1,18
2020-01,AR,149923,PMKISAN,70ebc6fccfa447fe9d6e2e,SPHH,1,4,4,4,47,18,29,53,13.58,3519.82,56,AEPS,ad63ddbec0484c2d9c585495,17
2019-10,CG,857007,PMJJBY,1f7c604f24014fa1896299,AAY,0,7,9,8,83,43,40,0,16.29,516.7,26,NEFT,b04fc91605cd451dbe06d747,14
2023-12,PB,834764,PMKISAN,96c016a05a0e4f5c8004b8,SPHH,1,3,5,4,48,41,7,49,5.1,3950.91,34,IMPS,02b5f1efadac472fa8e22a25,0
2023-05,CH,991899,PMJJBY,24db38c3c3184930919ae5,SPHH,1,4,5,5,10,0,10,17,16.28,6085.76,9,IMPS,1a20e703f2d54c47a9386c02,18
2022-04,UK,355853,PMJJBY,3a58667902494e929f4d6e,AAY,1,1,1,0,104,93,11,58,2.4,2582.9,41,AEPS,4d4cb31ced7b4d7682cf770e,9
2020-09,RJ,245604,PMUY,1921b3fb394c46259eb755,SPHH,1,3,2,2,44,43,1,30,17.61,3453.48,59,AEPS,227298134e7e4ffeb7f1bd8a,9
2019-08,BR,369581,MGNREGA,1df31ff3edfd4a32980889,PHH,0,1,1,1,67,45,22,16,3.38,1710.87,36,IMPS,12c4481007a447f4a44028e3,18
2022-12,WB,819560,PMUY,775e6bf88ccf4197b81ab9,PHH,1,5,4,2,89,74,15,40,5.16,3653.87,56,NEFT,ffe901dc7f494bbbac0f70a3,9
2020-08,AR,296939,ICDS,ecd0218d02904bec8ed186,SPHH,1,8,10,9,9,0,9,35,2.19,5275.96,24,IMPS,ae0878be1c814d3891801af2,4
2023-02,TN,898679,PMJJBY,3ef704d9c4064c19b750fe,AAY,0,4,3,1,86,65,21,27,14.56,1634.6,58,IMPS,6d79c9211f76403ca76d037f,4
2023-10,MN,238767,PMJJBY,08c48b1af6464ec58e8a68,AAY,1,8,9,8,43,0,43,70,17.72,3731.62,32,AEPS,38a031620b384fe2bbfa7998,19
2024-12,DL,143987,JJM,896cd4d833ff412a953067,PHH,1,8,10,8,65,36,29,51,5.7,2498.79,9,UPI,c8e29f0ff72b4599aa35e6a3,11
2022-06,KL,297421,ICDS,69c16c07b847487683d2ca,NPHH,0,1,1,1,54,18,36,38,6.2,4936.81,22,AEPS,4d6b0de141b443b090079463,12
2019-01,TN,778680,PMSBY,25e44abe75c44e6b83a183,AAY,0,5,6,4,93,86,7,18,5.38,4652.64,30,AEPS,df6f43dafe3c4fe8aa166ef7,12
2020-12,ML,642051,MGNREGA,eec9b2b48ce14d3484f21c,NPHH,0,5,7,7,22,19,3,45,3.21,4632.5,4,UPI,becc3091050c46219068e1c2,4
2024-12,OD,419252,ICDS,18c232d9fb264645b0faf4,AAY,0,4,4,4,12,0,12,2,14.28,2642.38,53,NEFT,6cd616fda8324f9d8c69c283,8
2022-09,LA,690433,ICDS,d314169a343a4b87a673c8,PHH,1,7,7,6,49,11,38,70,1.56,4015.53,15,UPI,5dd73b726fcc42968705b3a8,19
2023-05,UP,683736,PMSBY,3f30136863b24dc2a34b0d,PHH,1,4,3,2,14,0,14,0,17.44,4336.73,40,IMPS,6b8dd1585a2e4a6dbebad111,3
2022-03,MN,599248,PMJJBY,584d01b7930341438feade,PHH,1,1,1,1,29,24,5,55,16.73,4521.05,55,UPI,1854f598387b48f5b1260301,19
2020-02,MZ,562642,PDS,c5a732ac24494f1abe9e00,AAY,1,5,7,5,78,55,23,27,2.57,3866.59,26,NEFT,54b119b2e9e94efdb7804c45,5
2025-04,UP,191343,JJM,53392271e8774623992705,NPHH,0,2,3,3,98,79,19,57,9.77,5674.19,36,UPI,908406e511c74645b84142b2,6
2024-05,MP,333767,PMSBY,9165f1768c13458886472f,PHH,1,3,2,0,83,46,37,28,17.87,1842.55,31,UPI,4f2377cfbacb48a3a9c6bd30,0
2025-12,GJ,574926,PMAYG,fd8c3a16896f4431985b40,NPHH,1,5,6,6,38,28,10,2,15.42,646.0,46,NEFT,2cfd62c761c44ce395a30fe6,13
2024-12,MZ,221699,PMUY,0bc0f34979504d7985d974,SPHH,0,6,7,7,97,73,24,75,13.01,6267.52,3,NEFT,64281be0ecc84cdb98f994d9,6
2021-01,AS,528254,PMJJBY,fa650df9b2fc4a278b05b3,SPHH,0,3,2,2,48,6,42,61,0.89,676.55,22,IMPS,a2ce7bcb5bf14f86b43089bd,9
2020-10,GJ,205252,PDS,9c9bce8d68d44751ac4a83,PHH,1,4,6,5,21,0,21,3,1.7,5898.33,37,UPI,251ce5905edd4a3c83f0152c,12
2020-09,ML,808509,ICDS,38f994b0103f4b678defd0,SPHH,1,1,1,0,90,51,39,2,14.4,4096.17,6,NEFT,9880bc19341547b4aa1e7fa7,13
2025-06,AN,192990,JJM,851b56b9b4564b1a9c272f,NPHH,1,4,4,4,62,31,31,42,7.09,5996.19,51,AEPS,7e97133367b648958400dba2,20
2022-11,AN,183284,PMKISAN,6415c1c5286349a68d6a61,NPHH,0,5,5,4,44,15,29,76,12.2,3802.71,38,AEPS,cf9c18bf79724b42a29535ee,11
2022-03,JH,674010,PMUY,666b4ce37bb24d78a3a316,NPHH,0,5,6,4,79,67,12,46,13.44,5390.25,1,NEFT,2f1c75cbf32c4092b162d6eb,3
2025-10,ML,298478,ICDS,7589a208097f454098d43f,AAY,0,3,5,5,86,37,49,0,7.89,4772.0,1,UPI,e5418d5eb6db44419d3cbab4,14
2023-03,GA,416269,PMKISAN,65649b5eac16449fb59e3d,SPHH,1,1,1,1,26,14,12,55,3.01,3555.7,10,AEPS,a418daebd2294a8cb7b8f282,1
2025-05,WB,382833,MGNREGA,6ca7f77a768341349d2b14,PHH,1,5,5,4,14,0,14,34,7.27,2552.61,40,IMPS,72e2c4d7d9a64fb79f21cdc9,17
2025-11,HP,294969,NSAP,7d76c22fdfd74a27b134f1,NPHH,0,6,6,4,62,13,49,51,15.74,317.73,31,NEFT,d9e910cab2794533a47893b2,6
2019-07,AN,785602,PMJJBY,654ba89222434fa09e9f0c,NPHH,0,1,3,3,6,0,6,28,6.29,1855.61,29,IMPS,5801f7484fda4419851f1e51,15
2021-07,DN,722695,PMUY,35f34dc36f754b9586887b,NPHH,1,5,7,7,76,33,43,0,1.6,6200.95,34,UPI,14798ed0f7484a44b856e599,3
2024-02,TR,314898,PMAYG,6173d76bb710433290d517,AAY,1,1,1,1,52,17,35,1,17.28,2007.86,30,NEFT,a212e1a1b8704b40b16c0e6e,8
2024-09,KL,718163,PMUY,da226a73e96840f397260f,PHH,1,4,5,4,25,0,25,50,12.41,4961.49,21,NEFT,756d924e55c74886b619389f,14
2020-01,LD,742124,NSAP,7f0b0499e5b64ec7852763,SPHH,1,6,8,8,71,68,3,50,9.96,3452.69,1,IMPS,1024b973937f4bd68589e723,13
2021-03,TR,585250,PMAYG,85ab296a78d94a37a91e6f,SPHH,1,6,8,7,45,39,6,25,15.01,2212.79,2,UPI,1c5be5a64c6441f1920462e6,0
2022-11,TS,620547,PMUY,1ba2669d8e204cb98f424a,PHH,1,6,7,6,46,43,3,6,7.7,6444.78,41,NEFT,c6604a86ad9a4a56a893b666,0
2024-08,DN,941461,MGNREGA,e2d96bf50b684a19a77b45,AAY,1,7,8,8,25,24,1,61,17.74,591.24,44,AEPS,0f9c21b6f52f469a99735f9b,20
2019-10,DL,508491,PMJJBY,ac30e58eecac42e6b3098d,AAY,1,2,4,2,81,40,41,12,15.51,3908.88,15,UPI,01149f7925e4430b8f7d121f,11
2023-03,AS,446872,PMJJBY,39469bdf3828425b934ae3,SPHH,0,7,6,4,108,100,8,15,5.41,3161.41,15,UPI,6730fbc9ff044bd38d391029,17
2021-01,DL,585100,PDS,93f9a750d29647c5845905,PHH,1,3,3,1,74,74,0,36,6.99,774.46,25,AEPS,87ae4bc691bc4e898699e329,1
2020-07,WB,852275,PMKISAN,1087f0b9658f4e87bc6ce4,PHH,1,3,4,2,28,0,28,57,5.33,1627.4,39,AEPS,ac898ab9032f469cb0bcc821,10
2022-08,HR,738627,PMJJBY,c43404c00b18465b97e524,NPHH,0,7,6,6,100,87,13,79,12.04,4604.3,36,NEFT,01d958ba105b432f8b38eb63,12
2021-11,KL,167625,MGNREGA,9470c461926341ca998226,AAY,1,3,4,2,14,0,14,50,11.69,971.64,33,UPI,871f6ddb902243cb82ca0285,19
2023-06,WB,513349,PDS,47befaa282934d0c80db7e,NPHH,0,1,3,3,34,0,34,76,9.64,5266.36,3,IMPS,c7e78d643d2e48a48fa8ac9d,14
2021-03,HR,765847,PDS,4e9e5694ef9e41ccab8900,PHH,0,6,5,5,4,0,4,52,17.4,4175.38,26,NEFT,741837c890e44419b04c32e3,13
2024-10,MZ,301525,JJM,5e4d9a39eeeb4b2b8e63af,NPHH,0,6,8,7,101,55,46,67,8.76,925.32,45,IMPS,27cae12365aa422288fa2f88,6
2019-07,TR,989601,PMAYG,cb3526326821441fa1827c,NPHH,0,5,5,3,5,0,5,14,14.22,2078.25,35,UPI,55ff461b804c4197b877985a,20
2025-01,TS,827296,PMAYG,748a400955e843b8a1cd74,SPHH,1,2,4,3,65,58,7,4,12.02,1150.5,48,AEPS,1444ca6a1fa345cfaa78c656,6
2019-03,JK,861937,NSAP,08f2697bedba49489a1982,PHH,1,6,7,6,22,15,7,53,9.57,5245.13,42,IMPS,4150aa6be15f44d6b145c3de,5
2024-02,CG,173552,PMAYG,4c184b7ba98147e283a36f,AAY,0,2,1,0,25,7,18,78,1.24,3604.35,54,IMPS,f29e331338f242d58c1eaa5a,15
2021-06,KA,621697,PMJJBY,c166c58c2a664b75a2db65,AAY,1,5,6,5,72,45,27,58,12.01,317.55,34,IMPS,d2842f3f96094c6a9791882f,20
2021-09,PY,575008,NSAP,90fe9007d43440a183544d,NPHH,1,5,4,3,96,57,39,27,11.75,3666.0,34,UPI,2ecafea894aa4a618dc2d3a2,17
2019-02,RJ,664088,PMJJBY,957cbd5152bb4824b1d918,AAY,1,7,6,5,2,0,2,39,2.69,3293.38,33,AEPS,57eda5ef723c4d1bba6db2f0,3
2023-11,HP,865234,ICDS,e770c5c7e8b3459faf0f38,PHH,1,8,10,9,19,10,9,8,14.43,4287.07,16,NEFT,fea1491d45004b5db214bf97,17
2020-02,KA,417960,PMSBY,592ec29be2bd4ebf8a5797,PHH,1,2,4,3,34,19,15,27,8.67,516.03,26,NEFT,2c82bb05ea884e1b8d2f9a92,7
2023-08,MP,580580,PMJJBY,6446f2ad54734e19be3645,SPHH,1,1,1,1,113,100,13,54,6.17,519.64,10,AEPS,dec07727968f4115b37b0f7a,4
2024-01,PB,711536,ICDS,c8f91c000b5c4de78304e4,NPHH,1,5,5,5,6,0,6,13,14.92,2466.08,26,UPI,9cbc88da466949d5b2a1e743,19
2024-12,KA,777868,PDS,dd62ff3a5d574b789529e3,SPHH,1,8,7,7,21,2,19,38,6.51,4568.94,9,UPI,eee6034cc99242b3948e22b0,19
2023-12,TN,793355,PMKISAN,4118da233dc749d983605a,NPHH,0,2,2,1,48,5,43,23,11.38,4432.66,29,AEPS,949555490d0b4cf1968bbc7f,7
2021-02,MZ,403242,PMAYG,883cffebe4924850a552b7,SPHH,1,4,6,6,39,37,2,39,11.31,2025.23,57,NEFT,304d2291ed3647ac8277d6d1,0
2024-03,SK,998404,PDS,b660c07b51f24eaa8b4c2f,PHH,0,4,3,3,5,0,5,61,1.42,1639.62,27,IMPS,27757ea1e3324aff9f694738,4
2024-10,GA,108659,PMKISAN,2b9081ade1cd4108b4ed41,AAY,1,3,4,2,64,24,40,70,7.9,4535.38,44,IMPS,187d3e490df143c39e37ae2a,11
2021-03,TN,543216,PMKISAN,665cc1127615493ea8b847,AAY,1,6,8,8,72,60,12,32,4.4,468.1,26,AEPS,c2fb0bb10b644c4db9ac3d8d,1
2019-11,LA,647890,PDS,7c48ddbe84b04b4a9eec04,PHH,1,3,5,3,21,17,4,66,3.99,3752.06,54,IMPS,705c64b26f2e4bc59eb98aaa,4
2025-03,CG,155173,MGNREGA,3594272b11404c54b88724,AAY,1,4,4,4,82,53,29,56,11.96,2929.41,13,NEFT,e0d8f44a17b0453b94c26cfd,3
2020-01,KL,506044,NSAP,b42ea0d30eeb4ee18a2aa5,PHH,1,7,8,6,6,0,6,73,0.7,1782.34,50,IMPS,b45db576e80341c8b2dd402e,19
2023-02,TR,636271,PMAYG,1a1acc9752774ad7aeba1a,PHH,1,4,4,4,87,84,3,59,17.46,3525.85,43,IMPS,2787429a333b4564a4b798e3,7
2020-08,TN,646851,PMKISAN,caad5dc339754f3fac301f,PHH,1,1,1,0,31,11,20,44,7.42,1646.44,53,NEFT,bac8f738791d4146a1d450d4,7
2019-11,TR,207121,PDS,da71f9fa882a49cd950384,NPHH,1,8,7,5,26,0,26,53,5.73,3798.79,8,UPI,35d0fddefc5343a98f9a2cd6,8
2024-06,RJ,349757,PDS,dfc9e252f70a4cccbba894,NPHH,0,3,4,4,23,0,23,25,16.6,1223.64,53,NEFT,8ee0d1c66d9e4d118ab4db7b,0
2020-01,TR,320288,PMAYG,d5eee64d504b4bbf8a0feb,SPHH,1,7,8,7,104,75,29,53,9.02,2815.3,54,AEPS,35038b932bb544dcb3fcb5ab,11
2023-09,SK,675929,ICDS,a8af450efd744cf6a0daeb,AAY,1,7,8,6,60,59,1,56,11.25,3464.64,18,UPI,fe1dbc121cb549d08e708f57,19
2023-11,AS,395901,PMJJBY,e29cb235baba4c0e8bfd43,PHH,1,5,7,7,82,68,14,48,12.68,496.55,37,UPI,ca8505bc1e3841ecb27869a2,17
2019-06,WB,614306,PMSBY,cad2ae18a1054fde838759,SPHH,1,1,2,2,24,7,17,8,15.75,4086.45,35,AEPS,dcfe3b42b5954210a48998a5,5
2020-03,MZ,757926,PMJJBY,9b9fec48a64e4e58931e81,SPHH,1,8,8,6,6,0,6,41,2.77,4951.95,3,AEPS,b022adfe82ea4ad68d18a2f4,0
2024-07,AR,817548,PMJJBY,2f1c26575f3e4e57b889e2,PHH,0,6,6,6,4,0,4,56,1.93,6227.66,31,UPI,8a1149b9bf5f456ca2a6c10f,16
2022-07,MN,265427,PMUY,b7e159f27a8a4216b20dbb,PHH,0,4,6,4,52,41,11,15,17.89,1559.38,39,UPI,165ab86562714c0e86faed6b,17
2019-11,ML,913176,PMKISAN,251b5c348ac249a9b859c9,PHH,0,7,9,7,39,8,31,62,0.66,1593.91,13,IMPS,a719381b9edb4a9791473dca,19
2025-12,BR,249177,PMSBY,70d5379863424f80b91ea5,SPHH,1,7,6,4,92,46,46,67,12.89,2189.95,22,AEPS,df2c99ae82b64e3096584e68,12
2020-11,PY,119689,PMUY,1d2c1eb9a1c24cf0b7120a,AAY,1,7,9,7,94,61,33,43,11.19,5822.74,35,IMPS,e065316eb0054edbb13c2f3c,9
2019-01,HP,140467,NSAP,e9cab203c4ea42dcb0791e,SPHH,1,2,1,0,37,18,19,77,10.17,2822.51,55,AEPS,1debf8e8948b430cb492e0c0,15
2025-06,KL,280935,JJM,7cc09a128d4e4407a32b03,AAY,1,6,8,7,52,31,21,68,14.25,2171.12,4,IMPS,29a2edcbd5d442d08eb80b73,14
2019-02,ML,885915,PMAYG,b5853bb96dd2434fa38f10,SPHH,0,3,4,2,45,16,29,37,17.87,4895.32,56,AEPS,6532ddb8773e48859335a0d7,15
2022-11,CH,287094,JJM,3fd85eecaebb41829ce842,NPHH,1,1,2,1,81,45,36,70,1.32,535.54,49,IMPS,f487bbf395fe43518b3feab8,5
2025-12,UK,724154,NSAP,ddfc852e3de849b987cca2,SPHH,1,3,4,3,75,60,15,74,11.25,3702.65,50,NEFT,0fabc52c823a41f0ba113680,18
2023-01,WB,476644,PMKISAN,5b81a5ded815496eae3e2d,PHH,1,1,2,2,78,77,1,8,13.04,3091.18,3,IMPS,ba5ce08133724525a5519f1a,0
2023-02,HP,135951,PDS,3599fa1b59d241779189d1,NPHH,1,1,1,0,6,0,6,79,5.85,4174.12,34,NEFT,ad2445126a5742f8832441ce,1
2021-09,DN,499724,PMSBY,b761b6ac1f364fad87e109,SPHH,0,6,8,7,40,7,33,0,16.13,4832.82,22,IMPS,022a576068cd460bab2809f1,13
2019-11,CH,125463,ICDS,ae47c78cefee4085b453fb,PHH,1,5,6,4,116,111,5,38,8.5,2314.93,55,AEPS,7f616f859b4e4abdbf047550,12
2023-01,MZ,528556,MGNREGA,ce1ac5b94c06443b91a829,AAY,1,4,5,4,41,10,31,75,3.38,4245.79,44,AEPS,c3c5a4174ed84399abfd531f,11
2025-04,PB,602806,MGNREGA,3f3a95e920a4427e8a2968,AAY,1,2,2,2,20,17,3,57,15.45,3550.84,39,IMPS,cd7d28fb869445abacc41798,19
2019-08,AR,569227,PMUY,1852ef46e5424310938114,AAY,0,7,6,5,23,0,23,21,17.0,1130.6,2,UPI,7604814e8fcd43629ba1f4e9,18
2025-02,WB,354280,ICDS,12e5346437f44a429961ed,AAY,0,6,7,5,3,0,3,51,2.24,5766.7,52,IMPS,e24327c9172a452fb0593bd0,15
2021-11,LD,789912,PDS,d85314149d2b4fd4ad558e,SPHH,0,5,5,4,93,93,0,17,13.65,4978.46,29,NEFT,ebb9bcbd6ef44a40a913c5be,3
2022-10,NL,637053,PMKISAN,373af7f8f5b043949ee403,SPHH,0,2,3,1,0,0,0,18,4.26,6014.26,10,UPI,6ef90c41d0c140588ea566f2,2
2020-02,PB,329306,PMAYG,19ce9305854a499daa78cc,NPHH,0,1,1,1,71,65,6,72,0.62,4766.51,52,AEPS,0557b5dd471c4ef5bca939c6,2
2023-05,NL,491143,PMJJBY,e2ba034962a04ee5afda07,SPHH,0,1,3,1,47,34,13,3,5.06,1817.8,54,NEFT,5299aa03b3ae4455a817cb62,12
2020-04,AS,197655,JJM,c6b7fc0c93fc45ee9ba578,NPHH,0,1,2,0,11,0,11,76,15.46,2969.26,30,AEPS,2616f905503941458d62aba0,14
2020-11,TN,930980,JJM,45dec0dbb74b493a8a24a4,SPHH,0,8,8,6,106,89,17,36,2.97,2698.58,40,NEFT,16b648f7028f4b20806bd6a3,16
2024-01,UP,777744,PMJJBY,ad4e50e76ccb4fa0b1dc59,PHH,1,3,4,4,89,41,48,5,2.79,522.1,37,IMPS,1b6d5f4d27c34089831c1553,2
2019-05,LA,359027,PMSBY,67822ad59d844ec3b3565e,SPHH,1,6,7,6,98,51,47,62,13.43,2845.4,18,IMPS,fee5163b584e434b954fee4f,5
2022-02,LA,707425,ICDS,23d898d5b520460ab844be,PHH,0,8,9,9,112,63,49,3,7.61,2442.53,45,AEPS,82f583c6279f469da5d1cecd,7
2023-02,NL,711230,PMJJBY,ed4f770d4a15401c914253,PHH,1,8,9,8,109,104,5,26,3.1,324.33,59,UPI,099ec34058224c6580800cdc,13
2019-12,LD,648708,PMAYG,56e80565aacb4a7399eb66,PHH,0,3,5,3,84,76,8,19,4.53,5552.16,56,IMPS,f7276190c20b4f1d8bdf6ff2,0
2021-01,PB,148648,NSAP,507078ba19084283906477,SPHH,1,4,4,3,64,55,9,62,14.41,1192.02,41,NEFT,6b4b4521c6724d0985f2e038,17
2021-05,TS,890671,NSAP,ccfa91a0bd9242f2aeb5d5,PHH,0,4,4,2,83,54,29,31,11.41,3405.9,22,NEFT,4ed9c3ed533c4a76b2c91aa7,1
