econ_output_release_quarter,econ_output_country_iso2,econ_output_region_nuts_code,econ_output_nace_section,econ_output_gdp_current_eur,econ_output_gdp_chain_linked_eur,econ_output_gva_current_eur,econ_output_gva_chain_linked_eur,econ_output_gdp_per_capita_eur,econ_output_household_income_disposable_eur,econ_output_productivity_gva_per_hour_eur,econ_output_investment_gfcf_eur,econ_output_government_consumption_eur,econ_output_export_goods_services_eur,econ_output_import_goods_services_eur,econ_output_eurostat_table_code,econ_output_revision_round,econ_output_seasonal_adjustment_flag,econ_output_reference_base_year,econ_output_data_extract_date
2022Q2,DE,IE517,U,2489229093.53,2297965747.0,2390285476.02,2206624598.64,944.28,852659968.03,160.563117,453886860.43,475041571.98,1283459489.23,1145493361.96,nama_10r_3gva,BENCHMARK,1,2020,2025-11-24
2023Q1,LU,CZ66,E,2514062123.37,2252539147.39,2266369574.81,2030612586.0,953.98,913183879.85,127.7107,633368019.94,625589541.23,1358080086.41,1068814304.83,namq_10_gdp,FLASH,0,2015,2025-08-24
2024Q4,SI,ES621,J,2522360695.24,2434973597.65,2416801848.4,2333071833.35,953.27,1039723398.03,183.717653,480519891.47,508414773.71,1112330217.03,1300657135.01,nama_10_gdp,FIRST,1,2020,2024-02-26
2025Q3,CY,DE48,O,2558989622.82,2441383403.42,2463558655.65,2350338259.15,963.32,1187588079.93,115.727516,484785029.83,591813413.86,1242450092.7,1004668656.64,nama_10r_3gdp,SECOND,0,2015,2024-10-15
2026Q2,GR,MT539,T,2578086138.74,2578945507.26,2379190988.4,2379984058.03,968.52,986813430.28,125.104704,600975177.77,425933792.02,1167478127.36,709046609.83,nama_10_gdp,BENCHMARK,1,2020,2025-12-24
2018Q1,MT,PT4,D,2593243357.94,2351003065.16,2389147546.78,2165972271.13,971.64,1025718050.26,67.344388,499773870.3,672812157.22,821332848.43,893246432.04,nama_10r_3gva,FLASH,0,2015,2025-04-18
2019Q4,ES,IT1,I,2635414922.0,2824527096.67,2316939950.81,2483198989.96,981.89,1308432384.64,201.684218,561859504.91,516332458.6,1220155544.89,819121161.27,namq_10_gdp,FIRST,1,2020,2024-10-30
2020Q3,CZ,LT11,N,2652157397.0,2537790999.51,2552251147.87,2442192910.16,987.33,1102541871.9,76.097485,733521206.37,639222867.45,907716624.94,787352323.54,nama_10_gdp,SECOND,0,2015,2025-08-25
2021Q2,HU,PT851,S,2671037891.56,2622839030.83,2414064123.02,2370502352.21,992.24,1305379362.11,205.705123,435900402.13,601685608.62,604879489.81,1237451192.84,nama_10r_3gdp,BENCHMARK,1,2020,2025-11-17
2022Q1,NL,SK5,C,2698515904.45,2484858458.83,2551244405.5,2349247314.45,996.31,1320620412.01,108.868616,711867629.31,481303861.89,1279973593.39,597217752.81,nama_10_gdp,FLASH,0,2015,2024-11-19
2023Q4,SE,IE820,H,2736088321.52,2973025167.02,2595510432.64,2820273664.72,1009.09,1368044260.79,93.673817,454605358.43,619349722.48,642989637.56,643546391.97,nama_10r_3gva,FIRST,1,2020,2024-10-21
2024Q3,DK,NL689,M,2760546897.67,2532842777.63,2449539429.37,2247488806.46,1013.12,1028957347.88,162.981736,499893229.15,532011833.96,614245688.18,586576290.46,namq_10_gdp,SECOND,0,2015,2025-01-30
2025Q2,IE,DK29,R,2787484204.16,2524511840.12,2486202274.58,2251652967.12,1022.51,967906369.39,75.725892,649484229.39,453001542.6,1470300959.04,1071546635.05,nama_10_gdp,BENCHMARK,1,2020,2025-01-24
2026Q1,PL,EE69,B,2806767915.29,2636247847.8,2521601904.91,2368406578.47,1024.35,1152836747.28,72.332,596218620.21,729699854.89,751335917.74,760506254.99,nama_10r_3gdp,FLASH,0,2015,2024-06-17
2018Q4,AT,LV6,G,2812059777.3,3045603702.71,2664242564.64,2885510146.43,1025.07,1196483874.22,108.269997,762905213.64,461778338.51,1009398785.13,906681233.14,nama_10_gdp,FIRST,1,2020,2024-08-21
2019Q3,EE,CZ62,L,2838796978.85,2926814428.9,2613753971.83,2694793919.86,1030.69,1470263770.09,69.347014,782737805.21,623971308.16,738676871.79,671040024.24,nama_10r_3gva,SECOND,0,2015,2025-01-09
2020Q2,IT,HR28,Q,2863908828.19,3011663246.73,2727139935.32,2867838190.59,1039.37,989205469.94,86.23981,567779714.11,463707585.38,1001550925.39,1312555769.71,namq_10_gdp,BENCHMARK,1,2020,2024-05-30
2021Q1,PT,SI27,A,2899565649.06,2810978949.52,2566669190.43,2488253048.18,1045.72,1442392554.51,74.198608,699078259.77,443285862.38,854277133.32,597139055.8,nama_10_gdp,FLASH,0,2015,2025-11-10
2022Q4,BE,IT5,F,2936904501.93,3106980504.96,2854412227.18,3019711106.41,1059.27,1053654494.88,233.367118,747618060.3,642563885.53,1085823619.4,1088066334.99,nama_10r_3gdp,FIRST,1,2020,2025-04-25
2023Q3,FI,MT79,K,2941806154.48,2735764880.94,2530342360.32,2353119615.16,1055.54,1104800066.76,113.680511,508092197.41,476226215.42,1261664186.35,1105966490.89,nama_10_gdp,SECOND,0,2015,2024-10-31
2024Q2,LV,ES488,P,2987441835.09,2830965835.55,2619846095.88,2482623997.8,1071.25,1316469812.52,82.721628,574909379.95,513156498.79,1552288898.14,989961349.49,nama_10r_3gva,BENCHMARK,1,2020,2024-10-27
2025Q1,RO,AT88,U,2995316092.1,2925219039.36,2846073836.18,2779469383.87,1070.64,1448184699.61,101.158359,715529600.58,678310269.39,709637904.89,1462194319.71,namq_10_gdp,FLASH,0,2015,2025-11-12
2026Q4,BG,SK718,E,3031256385.94,3185048785.07,2867752461.43,3013249402.3,1080.49,1262098443.92,82.778756,737821424.75,779841130.58,1338970963.82,862272707.5,nama_10_gdp,FIRST,1,2020,2024-03-14
2018Q3,FR,BG8,J,3056399428.95,3043021118.5,2688357488.95,2676590152.28,1084.79,1399167051.91,78.486099,514778243.36,586668686.19,1384880287.27,1177260416.83,nama_10r_3gdp,SECOND,0,2015,2025-02-02
2019Q2,LT,ES256,O,3081182418.85,3002523122.79,2739889185.36,2669942741.0,1090.23,1214526987.94,76.069723,574796786.6,768951157.63,766451780.02,1518511889.8,nama_10_gdp,BENCHMARK,1,2020,2025-01-02
2020Q1,SK,FR4,T,3110046388.09,3255242792.39,3003361033.45,3143576698.58,1096.94,1176640873.96,195.689558,533940641.27,577335730.6,1343905852.94,716275645.23,nama_10r_3gva,FLASH,0,2015,2024-08-18
2021Q4,HR,EE67,D,3115825394.81,3121638230.43,2729080758.34,2734172089.15,1097.44,1232673970.23,91.334295,506446495.92,472220110.24,947042416.77,924851614.04,namq_10_gdp,FIRST,1,2020,2024-12-17
2022Q3,DE,PL890,I,3155687471.62,2868164866.01,2755504537.65,2504443603.52,1108.32,1514464591.33,76.492732,768530341.06,472119188.37,1217373903.87,670552243.33,nama_10_gdp,SECOND,0,2015,2025-10-18
2023Q2,LU,CZ605,N,3177569479.47,3062315830.84,3019772670.79,2910242471.5,1110.92,1258965595.61,106.216079,620283212.77,601437186.31,1186145449.16,1341007885.0,nama_10r_3gdp,BENCHMARK,1,2020,2024-02-20
2024Q1,SI,PL95,S,3185821656.26,2967200115.18,3005379485.64,2799140478.7,1112.08,1250868862.41,128.096947,578431034.04,798278398.0,1085765223.53,1058804878.68,nama_10_gdp,FLASH,0,2015,2026-02-19
2025Q4,CY,FR32,C,3237692610.51,2951912330.68,2853271994.74,2601423234.78,1128.94,1563164922.04,239.21884,665820637.76,725838529.58,726267887.63,671267826.38,nama_10r_3gva,FIRST,1,2020,2024-12-10
2026Q3,GR,HR49,H,3250080568.63,3078037557.14,2928977867.05,2773932426.73,1129.92,1310182783.53,101.712614,720182203.51,708783890.67,1574189002.19,1029614377.88,namq_10_gdp,SECOND,0,2015,2025-02-19
2018Q2,MT,PT1,M,3273477406.14,3040990272.96,3016658703.22,2802411208.37,1132.56,1236050638.55,86.537481,855254403.14,565156538.91,1162524345.97,1346466520.06,nama_10_gdp,BENCHMARK,1,2020,2024-06-30
2019Q1,ES,IE204,R,3289518810.73,3019052277.83,3136758082.23,2878851643.06,1137.67,1158913575.07,120.247894,712137818.63,722968953.34,1477855085.43,837237018.95,nama_10r_3gdp,FLASH,0,2015,2025-01-25
2020Q4,CZ,IT102,B,3315540285.65,2980780880.84,3144726307.73,2827213439.13,1140.33,1242922599.8,113.863159,888401116.27,687487248.09,1175674046.05,1019227039.78,nama_10_gdp,FIRST,1,2020,2024-07-08
2021Q3,HU,LV208,G,3348203547.02,3521734660.1,3265613847.17,3434864490.94,1151.77,1339621421.07,105.388772,803177101.71,749204337.15,990878743.02,958497458.13,nama_10r_3gva,SECOND,0,2015,2024-11-07
2022Q2,NL,DK70,L,3372261472.69,3222854574.35,3094517018.95,2957415494.23,1155.7,1162414800.0,94.657284,880594387.47,830606770.74,1700200030.97,802179531.95,namq_10_gdp,BENCHMARK,1,2020,2024-07-20
2023Q1,SE,LT63,Q,3407126061.05,3317488153.94,3180411025.6,3096737752.88,1162.34,1322559860.32,159.200248,702332576.56,477517446.01,1024474062.62,1490667731.07,nama_10_gdp,FLASH,0,2015,2025-03-03
2024Q4,DK,FI29,A,3436238189.96,3231669830.68,3032442816.89,2851913465.5,1169.99,1250608634.84,131.282065,954183065.96,654051486.48,1654185704.25,790271207.29,nama_10r_3gdp,FIRST,1,2020,2025-03-29
2025Q3,IE,MT8,F,3435262253.63,3136679689.75,3093216253.29,2824363289.14,1165.32,1561324279.75,128.390807,632516885.15,568424561.81,1473783152.75,1750475796.39,nama_10_gdp,SECOND,0,2015,2025-10-15
2026Q2,PL,IE23,K,3475459464.68,3196749012.7,3037787917.92,2794176029.41,1178.01,1316403591.76,80.874266,600374002.25,669723992.57,1551575139.62,1279270148.05,nama_10r_3gva,BENCHMARK,1,2020,2024-04-23
2018Q1,AT,DE228,P,3494905323.23,3295903027.1,3420344469.65,3225587719.45,1180.07,1749439564.51,119.097841,630766938.91,610502647.26,1071700688.95,1411960442.77,namq_10_gdp,FLASH,0,2015,2024-06-06
2019Q4,EE,PL576,U,3516465807.77,3689516895.6,3418014008.37,3586220120.62,1185.97,1217366080.08,122.79408,971307220.23,638129549.58,1621201903.11,1286335156.11,nama_10_gdp,FIRST,1,2020,2024-06-26
2020Q3,IT,NL64,E,3551078933.18,3828514837.62,3194979294.61,3444594126.32,1195.0,1813973112.4,97.130268,673102949.92,811987263.47,1837728519.01,763759679.79,nama_10r_3gdp,SECOND,0,2015,2024-11-10
2021Q2,PT,ES900,J,3567835011.47,3519328712.04,3240020844.0,3195971323.57,1197.65,1759253753.41,85.336718,791392666.98,511013400.83,1731366352.26,1515366929.61,nama_10_gdp,BENCHMARK,1,2020,2026-01-18
2022Q1,BE,IT217,O,3614447605.84,3854743956.12,3425006291.26,3652708170.28,1208.47,1396833404.81,92.434757,845183708.36,650119293.73,1172383103.72,1330912075.49,nama_10r_3gva,FLASH,0,2015,2024-08-13
2023Q4,FI,LU1,T,3613846881.25,3412783640.16,3364873618.6,3177662478.27,1202.79,1236969913.74,132.035054,882483422.4,916754699.13,1838136878.35,1185649755.18,namq_10_gdp,FIRST,1,2020,2025-11-05
2024Q3,LV,SK80,D,3662909642.09,3824286874.24,3238477304.49,3381155272.24,1218.84,1268698390.46,98.206518,708465394.53,732791021.56,1525243190.31,1573015984.53,nama_10_gdp,SECOND,0,2015,2024-06-20
2025Q2,RO,CZ86,I,3674805107.55,3945007129.64,3493885312.36,3750784616.86,1216.57,1537556065.14,149.763481,848845378.37,841525723.9,2019502357.43,1821086243.19,nama_10r_3gdp,BENCHMARK,1,2020,2024-05-19
2026Q1,BG,BE78,N,3709412610.17,3494646794.78,3387163812.74,3191055405.68,1227.08,1395774396.18,234.343309,770024683.97,547203767.77,1436166649.57,1058085032.91,nama_10_gdp,FLASH,0,2015,2025-01-06
2018Q4,FR,HR499,S,3730451415.35,3518078681.92,3251765627.99,3066644237.03,1229.13,1872343311.64,208.884775,715355227.08,841995700.67,1740826239.22,1459102644.54,nama_10r_3gva,FIRST,1,2020,2024-03-28
2019Q3,LT,SI2,C,3759704927.68,3853518256.22,3609943299.63,3700019729.38,1236.49,1444218631.55,141.688007,991336228.75,948006698.86,1490154081.9,934445577.29,namq_10_gdp,SECOND,0,2015,2026-02-13
2020Q2,SK,BG5,H,3783919447.42,3602191674.42,3448695950.59,3283067732.66,1241.1,1365558332.35,128.265934,655729788.97,807271812.66,1091307729.44,1721504724.38,nama_10_gdp,BENCHMARK,1,2020,2025-08-20
2021Q1,HR,IT946,M,3805664345.64,3922846981.26,3602142302.8,3713058161.53,1244.44,1601542651.61,185.645122,1017545864.01,886816312.73,1162781365.77,1267922828.44,nama_10r_3gdp,FLASH,0,2015,2026-02-17
2022Q4,DE,LU64,R,3817470867.62,3551901670.93,3672623121.63,3417130517.76,1244.82,1492985304.26,98.256811,885955208.5,619094522.63,1135083890.41,1630304910.73,nama_10_gdp,FIRST,1,2020,2025-02-03
2023Q3,LU,MT879,B,3845629003.09,3700264897.77,3320084691.11,3194586069.09,1250.17,1503766242.78,93.880511,1016246876.54,538880919.39,1088453699.72,947739281.62,nama_10r_3gva,SECOND,0,2015,2024-12-12
2024Q2,SI,BE1,G,3881424930.87,3814418351.3,3759057862.6,3694163754.31,1260.51,1633639174.87,195.67803,1041008926.84,831852372.88,939347205.75,2011518819.31,namq_10_gdp,BENCHMARK,1,2020,2024-12-28
2025Q1,CY,FR495,L,3889500607.34,3692627547.5,3634917091.52,3450930168.18,1259.27,1467633630.21,101.013041,837507424.25,940480994.31,1357013666.34,1042832462.91,nama_10_gdp,FLASH,0,2015,2024-12-21
2026Q4,GR,DE810,Q,3913295801.99,4151589856.18,3620663787.92,3841138471.29,1262.62,1358027861.75,120.40562,680600832.75,552417655.31,1657784141.97,1785664132.37,nama_10r_3gdp,FIRST,1,2020,2024-08-21
2018Q3,MT,HU603,A,3962249974.5,3871514801.98,3589469530.06,3507270996.61,1276.58,1977971043.91,153.668514,890749384.42,643971094.32,1563890787.03,1954578699.53,nama_10_gdp,SECOND,0,2015,2024-04-21
2019Q2,ES,NL9,F,3961763598.67,3851068017.61,3605297653.94,3504562082.84,1275.02,1887580473.06,175.139908,634143764.3,724199888.22,1304369917.48,2007895977.93,nama_10r_3gva,BENCHMARK,1,2020,2025-12-14
2020Q1,CZ,CY681,K,4004597740.05,4071650700.58,3809704552.25,3873494222.42,1284.99,1784508053.27,115.452525,688471912.16,661119894.32,1320892318.64,1857787077.04,namq_10_gdp,FLASH,0,2015,2025-08-01
2021Q4,HU,LT4,P,4031359125.68,4238393670.5,3527463536.0,3708620010.72,1288.22,1913399924.85,181.626212,908475306.72,644719976.05,1809781692.51,837284617.88,nama_10_gdp,FIRST,1,2020,2026-01-10
2022Q3,NL,HR157,U,4057749312.23,4349478664.39,3852617603.35,4129599139.42,1293.25,2037423810.47,179.188543,985637114.37,747892319.54,1258925994.66,1737338305.39,nama_10r_3gdp,SECOND,0,2015,2024-03-25
2023Q2,SE,FI63,E,4064839911.43,3765817189.6,3965337094.22,3673634120.24,1293.19,1462259671.49,115.659101,897605653.94,943469623.0,1446612061.94,1419974958.2,nama_10_gdp,BENCHMARK,1,2020,2025-08-10
2024Q1,DK,AT33,J,4108795088.83,3911061052.19,3693908294.66,3516140510.61,1303.9,1411854343.62,156.223779,929684354.44,963076209.02,1215591807.91,1765923517.65,nama_10r_3gva,FLASH,0,2015,2025-01-17
2025Q4,IE,EE2,O,4111602475.97,4444834152.55,4021720224.49,4347667244.17,1302.94,1683623555.4,240.222475,1042916397.3,872862635.09,963025216.67,2106395120.96,namq_10_gdp,FIRST,1,2020,2025-10-20
2026Q3,PL,SK221,T,4137597460.62,4421255672.23,3749815745.58,4006889092.7,1306.66,1847407638.45,110.847287,977605901.11,696984580.24,1553491814.4,1142135030.72,nama_10_gdp,SECOND,0,2015,2024-10-17
2018Q2,AT,PT10,D,4160853967.45,4186682566.55,3912894263.46,3937183646.86,1310.84,1449048692.74,345.414196,1037154396.12,778172862.51,2171378439.51,883708723.81,nama_10r_3gdp,BENCHMARK,1,2020,2024-12-04
2019Q1,EE,LU9,I,4185397287.5,4390792072.5,3953422637.43,4147433465.29,1312.49,2079521919.27,107.730755,755703262.69,948148770.69,941063570.51,1405655248.26,nama_10_gdp,FLASH,0,2015,2024-04-04
2020Q4,IT,LU7,N,4234319861.68,3800292518.57,4030842790.9,3617672306.81,1325.27,1907282868.23,153.670361,1092885989.59,853139537.93,1416522978.22,1012320084.02,nama_10r_3gva,FIRST,1,2020,2025-12-07
2021Q3,PT,SI75,S,4252265774.28,4363799840.9,3966528800.89,4070568179.19,1328.62,2102870200.07,209.696562,774449429.44,848299191.23,1651676027.34,1521357049.3,namq_10_gdp,SECOND,0,2015,2024-10-25
2022Q2,BE,CZ183,C,4269103862.49,3897883932.67,3910883202.19,3570812350.17,1329.95,1798633708.47,114.580172,780871554.93,799216615.25,2016591491.53,1643810862.65,nama_10_gdp,BENCHMARK,1,2020,2026-02-09
2023Q1,FI,DK3,H,4301214069.98,4518142764.98,3779637770.67,3970261133.24,1338.11,2131796926.97,231.029861,1127389672.5,653265062.89,2283933271.62,1581922778.47,nama_10r_3gdp,FLASH,0,2015,2025-10-05
2024Q4,LV,PT2,M,4334112276.83,4206866945.3,4093110556.44,3972940801.61,1345.41,2128883635.78,141.497869,711234758.22,618597439.08,1215974553.67,1030698152.79,nama_10_gdp,FIRST,1,2020,2025-06-29
2025Q3,RO,SI482,R,4344948307.81,4183776342.27,3874359488.95,3730643594.12,1345.87,1609809661.54,145.672088,796258247.48,782117029.16,1563650686.12,1933685863.93,nama_10r_3gva,SECOND,0,2015,2024-01-07
2026Q2,BG,GR345,B,4378092126.86,4010593497.05,3967008711.52,3634016571.64,1351.27,1618832880.31,145.474789,1073993415.87,701525754.76,2131742911.91,1215740347.97,namq_10_gdp,BENCHMARK,1,2020,2024-06-02
2018Q1,FR,BG7,G,4389359536.8,4461241556.71,3866354246.22,3929671308.91,1349.78,2277518124.64,148.74118,1226255219.56,1024466443.56,1839798319.21,1681244457.97,nama_10_gdp,FLASH,0,2015,2026-01-16
2019Q4,LT,EE197,L,4420703640.05,3988443375.71,4317921724.05,3895711565.26,1359.15,1787138993.86,147.114242,1221172306.68,882006078.4,2248327983.73,2277522270.1,nama_10r_3gdp,FIRST,1,2020,2025-08-29
2020Q3,SK,RO97,Q,4456512965.29,4369328081.35,4148587496.56,4067426705.09,1363.49,2036726853.87,125.991728,1172054764.17,886925901.71,981675422.24,2198819999.56,nama_10_gdp,SECOND,0,2015,2025-10-06
2021Q2,HR,CZ35,A,4481966453.83,4837150413.95,4354847022.45,4699957104.62,1371.79,2065467305.21,169.898938,1058694137.95,1001694720.65,1936182655.91,1959093470.0,nama_10r_3gva,BENCHMARK,1,2020,2024-04-13
2022Q1,DE,SK2,F,4501156822.64,4284638449.62,4019201894.8,3825866916.84,1371.99,1830952673.26,284.103791,829024694.77,951018656.99,1626608160.68,1042259631.3,namq_10_gdp,FLASH,0,2015,2024-09-19
2023Q4,LU,FI37,K,4527386937.79,4433240262.98,4112375245.62,4026858708.1,1376.8,1575663018.12,126.658869,1026341255.96,746053909.32,2241486907.97,1102837117.28,nama_10_gdp,FIRST,1,2020,2025-03-24
2024Q3,SI,LV4,P,4543277862.69,4457723752.24,4281898727.35,4201266626.97,1378.85,2096692872.05,252.533857,933871790.98,950866683.14,2131090448.73,1710135135.21,nama_10r_3gdp,SECOND,0,2015,2025-07-05
2025Q2,CY,GR7,U,4577371325.28,4664250619.84,3961860099.46,4037056885.15,1386.1,1785914359.05,257.743721,791291092.18,905068404.15,2169438979.92,1033375481.27,nama_10_gdp,BENCHMARK,1,2020,2024-01-02
2026Q1,GR,BE934,E,4596485051.38,4111656251.35,4106746072.4,3673574040.28,1387.0,2265159450.94,316.339513,1041622296.43,1103221224.66,2404978039.15,1399036082.8,nama_10r_3gva,FLASH,0,2015,2025-09-16
2018Q4,MT,RO575,J,4637571359.67,4465279953.83,4032756249.73,3882934459.45,1398.79,2210608457.77,153.900924,745836294.13,888287980.7,1673078829.71,1415274813.61,namq_10_gdp,FIRST,1,2020,2025-08-28
2019Q3,ES,DK768,O,4650802484.39,4923333678.7,4163253478.56,4407214912.42,1397.9,2376202988.22,155.332966,876421447.14,779625883.28,1661914049.45,1884250593.29,nama_10_gdp,SECOND,0,2015,2024-10-10
2020Q2,CZ,LU3,T,4665867938.23,4781168732.87,4468847558.78,4579279675.91,1399.79,2207700583.18,121.805664,1057304234.61,967658335.59,1584952933.97,1698871519.16,nama_10r_3gdp,BENCHMARK,1,2020,2026-02-13
2021Q1,HU,PL735,D,4713886009.85,4263832446.74,4199505606.03,3798561998.71,1407.84,2266836841.44,195.743285,1007993002.86,704622725.46,1110481753.31,1095145013.67,nama_10_gdp,FLASH,0,2015,2025-05-05
2022Q4,NL,LU588,I,4724401521.23,4529977618.02,4559936292.11,4372280647.62,1408.03,1960834206.72,211.37666,876045292.72,898793304.63,2539342097.04,1072576808.33,nama_10r_3gva,FIRST,1,2020,2024-07-17
2023Q3,SE,HR552,N,4757101446.63,4694648321.22,4106690554.83,4052776283.06,1417.91,1891330303.03,234.822844,848943436.52,750782260.31,1102628612.63,967230313.95,namq_10_gdp,SECOND,0,2015,2024-07-31
2024Q2,DK,FR13,S,4779137363.49,4699184663.03,4125775352.77,4056753088.73,1417.35,2263987470.9,135.159751,975015194.1,765413804.44,1401602452.51,1796728751.05,nama_10_gdp,BENCHMARK,1,2020,2024-05-04
2025Q1,IE,FR8,C,4785582414.62,5125678274.7,4345872695.11,4654719807.96,1417.68,2301573070.6,254.493303,916624237.3,1229340798.99,2297433566.08,1994315881.86,nama_10r_3gdp,FLASH,0,2015,2025-01-21
2026Q4,PL,PL4,H,4817872794.82,4587299855.22,4275232689.2,4070629327.8,1423.88,2446100665.52,235.432024,896114288.53,881159262.58,1887573543.74,2375028206.29,nama_10_gdp,FIRST,1,2020,2026-01-27
2018Q3,AT,LV144,M,4851628558.71,4840061452.29,4358590408.34,4348198788.6,1428.82,2350799341.6,309.443759,1275259564.49,749277174.85,2566668934.98,1666123729.36,nama_10r_3gva,SECOND,0,2015,2024-06-21
2019Q2,EE,DE690,R,4884606245.51,4383445260.18,4463336337.16,4005397677.59,1435.65,2080217367.87,315.31803,1361520979.06,708934133.69,2340962586.94,1180964679.49,namq_10_gdp,BENCHMARK,1,2020,2024-12-12
2020Q1,IT,HR707,B,4888928836.22,4784018424.57,4240606384.63,4149608176.97,1436.25,1935391951.64,202.279506,1261620423.78,734112223.4,1158317947.62,1924368145.92,nama_10_gdp,FLASH,0,2015,2025-11-06
2021Q4,PT,SK252,G,4930293879.03,4517629358.0,4572791081.62,4190049466.67,1441.48,2554008187.52,303.661688,1042770877.88,1112718408.37,1213144674.87,2334775699.06,nama_10r_3gdp,FIRST,1,2020,2024-08-21
2022Q3,BE,DE891,L,4948824731.86,4765962492.91,4464387336.08,4299425368.74,1444.88,1797641564.07,128.74661,1012626166.99,1239414747.27,2353611327.12,1098142933.35,nama_10_gdp,SECOND,0,2015,2025-01-25
2023Q2,FI,PL2,Q,4962222960.12,4637641958.49,4509717575.08,4214735132.87,1445.81,1835356812.37,127.152902,1118566797.53,1081326595.43,2117330989.67,2412824897.71,nama_10r_3gva,BENCHMARK,1,2020,2024-04-07
2024Q1,LV,DK562,A,4997106428.5,5121664941.4,4819022102.33,4939141662.57,1453.14,1904250738.14,437.671977,840324391.17,840513300.05,1766016597.48,1590662811.23,namq_10_gdp,FLASH,0,2015,2025-11-16
2025Q4,RO,PT493,F,5011034072.96,5240681914.4,4509654550.21,4716324953.57,1451.32,2382923604.09,252.770919,909479697.39,1194969548.33,1272093678.93,2326765034.52,nama_10_gdp,FIRST,1,2020,2024-08-17
2026Q3,BG,GR69,K,5044974697.94,4574465805.89,4710257251.69,4270965074.14,1461.09,2356086177.29,167.219213,1005226525.58,1203528201.65,1778558004.93,2078823696.11,nama_10r_3gdp,SECOND,0,2015,2024-06-07
2018Q2,FR,MT5,P,5076094281.09,5366083922.36,4526448346.56,4785037541.23,1465.05,1744736783.69,400.512335,1094295505.04,1058632292.01,2565558089.86,1989470943.97,nama_10_gdp,BENCHMARK,1,2020,2024-11-10
2019Q1,LT,BG23,U,5089735804.04,5456790350.98,4752475951.69,5095208457.75,1464.57,1914954042.63,233.211359,1375571601.63,934229761.98,2668608058.78,1971448855.3,nama_10r_3gva,FLASH,0,2015,2024-08-07
2020Q4,SK,AT243,E,5118432055.94,4791511391.59,4702753010.1,4402382286.89,1472.78,2084420929.37,169.344711,977840102.73,1153047503.0,1493774504.91,1350733055.34,namq_10_gdp,FIRST,1,2020,2025-02-07
2021Q3,HR,IE66,J,5146195741.98,5166542480.38,4639355047.59,4657697867.84,1474.66,1810520499.53,398.229197,1226027688.77,998850915.85,1185627492.96,1173756274.74,nama_10_gdp,SECOND,0,2015,2024-04-08
2022Q2,DE,LT409,O,5183521788.1,4858484508.75,4984983787.97,4672396008.03,1482.81,2453264793.7,304.307488,885639207.55,1052153616.5,2651759098.61,1275803192.74,nama_10r_3gdp,BENCHMARK,1,2020,2025-12-21
2023Q1,LU,IE60,T,5187098044.43,4891619009.99,4752823205.24,4482082301.65,1479.67,1848922825.34,168.025854,1439717158.85,894696741.02,2734601588.58,1251749630.72,nama_10_gdp,FLASH,0,2015,2024-12-06
2024Q4,SI,ES5,D,5213063143.57,5284847181.11,4519300678.5,4581531585.86,1482.69,2109975249.96,155.404482,1145461729.46,749949691.15,2822657435.37,2369866990.87,nama_10r_3gva,FIRST,1,2020,2025-02-21
2025Q3,CY,CY633,I,5248999941.6,5181551581.9,4522106324.6,4463998369.3,1491.38,2676067480.37,192.705106,1453222675.55,1157983086.0,2579592461.18,2596980543.27,namq_10_gdp,SECOND,0,2015,2025-04-19
2026Q2,GR,CY386,N,5262931915.35,5080264147.72,5108410938.44,4931106341.44,1491.94,2669482167.92,394.28445,1428408524.83,1329613888.41,1799890546.17,2255761187.35,nama_10_gdp,BENCHMARK,1,2020,2026-02-06
2018Q1,MT,IE100,S,5292549264.71,5042286888.11,4822163220.99,4594143420.39,1498.58,1949516670.67,179.902526,878686670.2,911455688.75,2700599933.29,1240471216.05,nama_10r_3gdp,FLASH,0,2015,2025-10-29
2019Q4,ES,RO95,C,5322764037.54,5763946584.88,4717782625.63,5108820691.92,1502.45,2633308768.85,298.958232,1281961329.47,920561842.13,1726816599.72,1138682375.23,nama_10_gdp,FIRST,1,2020,2025-06-19
2020Q3,CZ,NL85,H,5363274724.36,5526764896.93,4639939027.41,4781379559.79,1508.4,1969925537.21,132.432175,911708808.26,1333307272.79,1226491007.99,2465493009.53,nama_10r_3gva,SECOND,0,2015,2026-01-16
2021Q2,HU,PL20,M,5376224769.54,5618897270.62,4775875973.42,4991449878.34,1509.22,1981587320.63,163.401793,947001526.37,771983457.75,1312891864.55,1983869077.88,namq_10_gdp,BENCHMARK,1,2020,2025-02-08
2022Q1,NL,BG73,R,5406885883.07,5220860318.7,4774977277.25,4610692721.95,1513.96,2189271803.09,297.132864,1307059040.06,952736543.29,1745052183.67,1889335958.58,nama_10_gdp,FLASH,0,2015,2024-07-06
2023Q4,SE,PT195,B,5434226145.09,5387168294.48,4838024198.44,4796129177.17,1519.46,2458372848.55,220.156413,1262148308.58,897283036.0,1542846538.07,1176329137.83,nama_10r_3gdp,FIRST,1,2020,2024-08-15
2024Q3,DK,LU260,G,5451197766.51,5324684838.22,5049538599.28,4932347489.72,1522.59,2330405874.89,268.343194,916959585.8,1105873307.61,1636848929.49,2832330453.38,nama_10_gdp,SECOND,0,2015,2025-08-12
