qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2019-02,CITY44973,163.5,121.8,81.6,162.4,97.0,81.8,45.4,17.53,30167,83.2,1.47,13.96,17.25,12571,2.8,104.8,86.5,rel_2.4.5
2026-07,CITY13762,158.8,84.4,86.8,167.5,111.9,111.4,217.4,11.76,55921,52.0,9.11,52.86,13.04,32146,63.5,82.0,87.9,rel_4.3.5
2019-10,CITY81679,174.6,67.0,101.9,127.2,184.8,125.6,195.1,13.99,43288,75.3,4.65,11.39,23.01,34497,37.9,141.6,71.6,rel_8.0.6
2024-01,CITY37682,99.0,55.9,152.2,137.5,56.7,142.3,64.6,9.93,54262,88.4,7.16,29.31,17.25,44945,99.6,148.2,178.2,rel_3.9.3
2023-03,CITY90168,103.9,79.3,112.5,108.0,75.0,117.5,124.4,4.1,80407,78.6,2.38,36.92,22.22,36749,5.2,129.8,143.4,rel_1.0.2
2026-09,CITY93432,76.5,59.9,90.2,52.9,180.6,95.6,150.5,7.09,41813,55.2,3.45,37.69,24.35,19868,67.3,130.5,75.9,rel_4.3.5
2019-10,CITY21093,114.2,219.1,93.6,90.4,66.5,139.6,57.8,14.26,27228,101.8,3.72,22.4,12.21,50013,57.2,172.2,130.7,rel_9.4.1
2019-09,CITY37737,107.5,90.5,163.1,110.8,141.6,159.8,194.6,13.77,59283,90.3,6.66,26.19,21.28,32257,25.8,189.6,93.5,rel_1.9.0
2024-02,CITY97106,165.0,150.9,121.2,170.2,128.7,176.7,49.9,9.92,48119,89.0,7.07,45.19,14.97,29608,18.1,76.2,54.9,rel_2.5.4
2023-10,CITY87006,122.3,52.1,145.9,79.7,151.9,52.4,199.3,2.37,55657,66.8,0.68,31.65,8.52,19931,35.2,163.5,146.2,rel_1.3.5
2025-06,CITY65153,104.6,218.1,78.8,50.2,133.3,192.9,169.4,3.37,72420,136.3,1.64,39.21,24.6,19544,89.4,156.1,198.7,rel_8.6.5
2023-02,CITY33903,170.1,111.5,64.7,104.4,144.0,82.0,202.0,5.52,16226,112.6,3.94,43.7,12.08,44035,79.9,180.1,173.0,rel_1.8.7
2020-02,CITY47111,72.7,89.3,142.1,77.4,69.5,93.1,114.2,7.26,21081,105.3,11.31,24.65,5.32,38084,33.6,168.7,128.8,rel_9.1.8
2022-08,CITY72468,144.6,161.8,81.4,187.7,77.9,160.5,109.5,7.87,32287,49.9,9.09,52.18,19.36,31843,5.6,153.1,164.0,rel_1.1.9
2021-05,CITY53418,126.2,155.5,65.6,50.7,173.5,67.3,156.8,17.26,47472,109.8,0.9,11.16,7.98,20057,60.7,55.1,71.5,rel_3.1.5
2020-01,CITY84111,78.2,218.9,96.7,74.0,51.2,92.8,217.8,10.54,39103,132.2,6.72,47.72,9.45,34795,5.5,55.7,65.3,rel_5.7.9
2021-08,CITY54895,72.0,186.4,65.9,186.2,171.9,81.3,54.3,3.69,38628,127.7,3.78,34.44,14.71,63980,30.6,190.1,107.4,rel_6.3.9
2020-12,CITY66246,118.5,60.8,85.2,136.8,62.3,113.6,105.8,15.04,57040,108.3,4.91,36.45,6.73,47444,32.2,94.5,56.4,rel_6.2.1
2021-09,CITY84536,123.5,175.0,155.7,73.5,188.0,186.0,232.6,15.64,72977,112.2,7.43,15.72,16.12,28315,75.3,86.9,88.7,rel_2.2.3
2020-11,CITY72038,106.4,109.2,107.5,110.2,86.1,198.6,202.1,6.29,32767,71.5,12.35,50.43,8.42,51793,16.1,88.7,158.0,rel_2.0.9
2026-08,CITY78525,128.0,63.4,166.9,190.5,180.8,181.9,172.1,5.54,74248,61.8,9.18,23.57,21.78,27239,43.5,128.7,154.3,rel_7.5.2
2021-09,CITY36156,172.2,156.3,113.2,137.0,154.8,73.2,213.0,17.35,70295,43.5,13.94,21.59,10.72,32229,68.1,113.6,151.6,rel_5.7.3
2023-10,CITY45017,134.0,165.0,108.2,56.9,138.8,62.9,68.3,10.2,58075,56.9,1.37,14.96,21.72,49140,55.9,53.3,144.3,rel_2.1.7
2022-07,CITY77330,126.0,145.5,62.5,179.8,54.0,144.9,59.7,6.57,53775,119.0,1.24,25.89,11.07,28894,46.4,116.0,128.6,rel_9.6.4
2024-03,CITY49356,160.5,103.5,101.4,99.4,51.3,193.3,67.8,6.6,13383,83.0,13.39,12.98,14.14,60822,2.2,165.6,146.2,rel_7.4.1
2021-08,CITY59602,125.0,175.2,138.8,130.1,119.0,195.4,204.1,13.18,44225,103.1,13.18,25.2,7.11,14961,97.9,119.4,160.0,rel_7.4.2
2026-05,CITY54808,178.9,116.3,147.0,86.9,89.5,190.2,45.2,5.48,57272,126.5,11.38,48.37,18.9,58952,36.9,128.7,134.3,rel_7.1.5
2021-09,CITY60293,95.3,59.1,115.4,77.3,72.6,107.7,112.4,15.87,15423,75.7,8.66,49.98,16.67,13401,15.3,69.2,149.2,rel_7.8.2
2024-01,CITY91715,149.5,69.9,161.6,191.6,171.9,81.6,43.4,16.99,47243,56.3,6.75,22.48,14.89,63303,90.8,167.9,151.1,rel_9.9.8
2026-10,CITY10743,132.5,56.5,167.1,199.3,70.9,114.1,193.6,17.28,43898,65.5,-0.55,22.99,12.06,20897,77.4,88.7,178.8,rel_9.5.6
2023-03,CITY15642,87.0,217.7,112.3,129.9,80.6,127.1,91.1,5.24,53264,40.3,7.69,27.44,22.67,63465,35.6,84.5,168.4,rel_7.9.6
2023-12,CITY25164,100.8,163.6,115.8,185.7,57.9,172.0,74.1,8.27,18794,113.9,10.17,41.02,8.36,23736,64.0,166.5,85.9,rel_6.8.4
2022-12,CITY75659,77.1,79.7,61.3,129.8,125.9,125.0,103.2,8.84,18089,83.8,4.13,29.35,9.45,51021,34.0,189.9,58.7,rel_3.7.6
2022-01,CITY12397,63.4,128.5,86.7,127.5,123.6,163.0,148.0,11.83,72162,124.3,-0.2,18.92,21.16,24949,52.8,101.7,167.6,rel_5.8.3
2022-05,CITY76592,152.5,152.4,94.5,145.7,116.8,93.7,229.0,4.59,54262,135.2,7.34,34.07,23.17,41357,18.5,95.4,124.5,rel_9.6.2
2022-10,CITY58175,112.6,89.9,139.1,186.4,157.8,68.0,147.6,15.37,50171,48.3,-0.7,36.17,22.61,19715,19.6,138.3,126.4,rel_2.3.7
2022-10,CITY22287,141.6,213.7,98.4,94.7,112.9,158.6,232.3,10.58,17478,60.2,11.96,21.58,8.51,43521,13.9,199.4,102.1,rel_4.3.1
2020-05,CITY33306,97.4,89.7,106.6,155.1,56.1,106.1,109.2,5.92,63775,113.6,4.05,10.3,2.16,27317,17.1,58.5,142.9,rel_3.3.9
2020-09,CITY71980,106.1,147.3,170.0,69.0,161.0,199.8,201.1,14.27,72736,89.3,-0.78,33.49,2.45,30311,29.6,134.4,137.0,rel_8.9.9
2023-03,CITY92304,83.9,154.8,90.8,148.5,125.7,113.5,174.6,8.65,79266,113.0,7.19,49.47,21.06,53067,20.7,190.3,117.3,rel_6.5.4
2025-02,CITY45942,126.6,174.5,106.6,56.1,140.7,145.1,54.3,4.73,78998,84.7,10.79,27.43,17.26,18632,9.5,136.5,179.6,rel_2.1.5
2021-02,CITY94655,97.1,106.2,70.3,153.8,133.3,138.5,135.7,10.69,12558,129.8,1.49,15.31,18.16,52411,32.9,88.2,54.4,rel_5.7.1
2025-01,CITY97904,62.8,184.6,128.2,78.8,80.2,89.4,155.3,10.77,16351,132.0,4.63,34.46,21.73,16455,58.6,52.9,81.6,rel_4.8.4
2024-10,CITY24206,160.4,70.7,99.1,51.5,133.3,148.8,89.8,13.79,37877,122.3,10.62,41.7,3.55,38685,98.3,108.1,147.2,rel_5.3.9
2022-08,CITY20818,115.9,102.8,120.2,150.5,136.0,166.5,48.3,3.26,33366,138.6,11.6,51.59,8.26,29016,7.0,148.3,151.6,rel_7.9.5
2025-09,CITY76204,148.1,213.4,109.3,129.2,86.9,197.8,51.0,7.74,31752,78.7,13.6,26.56,23.09,23509,85.5,128.3,96.7,rel_5.0.5
2025-07,CITY75436,82.4,107.1,128.7,108.0,149.7,198.0,115.4,9.4,52727,79.2,10.36,19.78,6.19,18797,41.7,50.2,58.1,rel_5.5.7
2023-06,CITY58393,147.3,131.7,113.1,139.7,160.4,73.8,74.6,3.94,14879,51.6,1.62,14.04,22.18,18576,72.6,186.7,58.5,rel_4.0.8
2019-04,CITY71481,105.3,170.5,162.2,157.4,158.6,162.6,104.2,14.11,35118,40.6,0.59,47.97,4.33,57689,33.7,170.2,172.1,rel_1.7.8
2026-10,CITY50160,64.3,190.5,115.7,179.1,168.1,181.3,193.8,15.49,64659,64.2,10.62,16.91,6.19,30559,70.6,181.3,70.9,rel_5.4.1
2023-03,CITY42558,97.7,163.4,80.6,192.8,76.4,162.5,200.5,7.99,37474,56.6,14.75,42.64,12.35,56311,0.3,156.6,134.7,rel_9.2.1
2021-07,CITY44907,162.5,212.1,96.0,72.4,161.6,167.9,82.3,14.24,25472,127.3,-0.17,28.61,23.32,36131,78.9,54.3,159.2,rel_3.6.0
2026-02,CITY68144,129.1,142.5,156.1,151.4,109.1,147.5,190.0,17.0,43937,96.7,13.05,24.46,17.51,35534,7.7,154.9,130.8,rel_6.9.4
2025-07,CITY91274,162.8,83.2,163.3,169.2,163.2,108.5,137.1,11.49,16842,132.2,1.48,14.6,16.37,17773,59.3,78.0,172.8,rel_3.3.4
2023-01,CITY53293,70.4,153.2,113.1,191.9,91.5,80.9,219.4,4.38,28504,70.0,7.65,37.73,11.6,31975,52.7,94.3,120.8,rel_6.1.9
2020-02,CITY60617,155.4,51.0,72.4,133.1,99.0,171.9,219.1,5.85,57854,82.0,8.61,38.3,2.0,19420,6.2,137.9,95.1,rel_4.3.3
2023-10,CITY98683,82.6,189.0,63.7,159.4,57.9,138.8,194.7,5.7,60809,68.9,9.89,21.47,13.54,36275,46.1,68.9,115.9,rel_6.2.0
2020-09,CITY32659,117.9,167.9,85.1,61.4,128.9,58.1,157.6,14.06,15464,59.6,0.67,45.08,10.98,40250,15.7,156.3,147.9,rel_5.8.2
2020-06,CITY42611,104.4,104.3,165.4,67.7,174.6,118.5,49.5,13.66,75211,63.7,11.6,16.96,9.49,37168,27.4,54.0,104.8,rel_8.0.2
2024-03,CITY83978,88.9,62.6,148.2,133.9,145.4,166.9,121.9,4.31,47828,85.4,12.06,29.7,6.99,55001,97.5,187.0,56.4,rel_4.9.4
2019-03,CITY99083,106.6,135.1,79.1,109.0,104.0,92.9,239.7,3.18,41234,53.0,5.56,29.95,2.2,64943,82.3,87.5,71.0,rel_7.8.4
2022-10,CITY25535,159.2,108.0,77.9,121.3,86.4,57.8,95.9,9.51,27503,91.0,1.99,49.49,5.99,61588,92.8,89.4,71.5,rel_5.8.6
2019-10,CITY72629,146.0,160.7,107.7,105.0,61.9,103.6,160.4,16.37,45984,69.2,9.16,47.15,9.38,55704,36.6,104.6,146.4,rel_2.2.3
2026-06,CITY61754,114.3,194.2,92.4,55.5,173.2,173.8,113.3,4.97,27941,82.4,-0.54,36.91,2.63,62234,14.8,128.6,138.8,rel_4.4.1
2020-05,CITY24584,137.1,50.2,138.2,156.9,112.2,101.5,208.5,14.55,59683,77.2,13.42,13.93,11.46,61666,88.8,58.2,144.2,rel_9.6.7
2025-05,CITY96820,60.3,157.1,105.4,125.8,154.1,84.1,81.0,13.25,26835,102.2,13.53,30.47,4.45,40039,0.3,138.0,140.9,rel_5.9.3
2021-12,CITY67272,157.3,61.0,164.9,146.9,105.7,125.9,117.1,8.6,33640,66.6,8.57,21.64,7.18,53042,57.7,72.5,51.9,rel_2.8.0
2021-02,CITY82352,163.0,168.5,169.6,53.0,168.9,154.4,168.1,7.7,50690,124.6,10.13,40.16,2.7,49462,72.1,195.5,172.3,rel_8.3.6
2022-08,CITY99229,131.0,105.0,138.8,124.4,180.0,62.7,53.3,16.48,51679,55.4,12.49,24.81,10.44,29793,76.4,186.8,136.7,rel_2.7.8
2026-07,CITY14857,152.2,153.6,84.0,172.8,140.6,83.2,136.1,17.96,57940,132.2,13.11,32.77,13.35,14002,85.8,73.4,179.4,rel_3.5.4
2020-04,CITY54934,141.2,199.6,157.6,111.2,69.2,144.5,214.7,3.2,15911,51.2,1.22,40.53,3.71,59561,10.4,137.8,199.7,rel_4.1.4
2020-10,CITY44797,167.3,167.2,147.1,92.4,90.4,179.6,163.0,5.75,80346,108.6,1.72,39.47,2.97,60099,65.2,95.9,87.3,rel_8.2.4
2020-06,CITY13849,101.0,147.6,77.1,122.3,107.3,121.5,61.1,3.7,26687,137.9,5.24,45.5,17.08,29235,59.2,100.0,117.8,rel_8.7.6
2026-10,CITY40657,118.8,144.0,115.3,58.1,152.9,126.8,74.6,12.89,84183,42.4,0.19,48.05,18.84,61060,88.9,102.7,145.1,rel_1.8.2
2019-07,CITY92802,82.0,79.5,112.8,63.8,175.2,65.0,163.3,7.44,66259,78.0,2.2,11.09,16.4,50859,57.8,198.4,153.6,rel_2.4.7
2020-10,CITY91547,177.5,106.9,92.0,71.9,96.1,105.5,189.7,15.86,14160,58.9,2.72,26.02,20.07,46012,33.6,92.4,151.9,rel_3.5.6
2022-07,CITY45132,161.1,78.5,100.3,96.6,70.7,143.3,151.5,8.83,58270,65.9,4.35,16.76,15.6,33233,36.6,91.1,79.7,rel_4.9.9
2025-04,CITY75506,71.0,101.1,78.6,126.7,167.3,84.6,186.2,8.49,42412,102.7,14.6,21.06,23.25,12418,50.0,152.0,188.9,rel_5.1.7
2019-11,CITY19905,112.5,195.7,103.2,120.2,110.6,171.7,230.7,7.24,76140,89.4,-0.15,26.59,14.66,19612,79.5,53.7,105.3,rel_4.3.5
2020-07,CITY99454,172.5,192.7,70.8,50.3,161.1,176.5,232.4,5.49,72816,91.9,3.58,37.28,14.61,64814,17.8,158.1,76.2,rel_1.6.4
2026-07,CITY30517,160.9,187.4,123.7,147.0,55.7,105.1,92.7,4.4,58783,125.3,13.15,54.85,23.71,17752,14.5,59.0,130.2,rel_7.3.9
2025-05,CITY51739,118.6,111.6,101.2,114.7,52.2,62.5,141.0,4.4,76631,134.4,5.22,50.37,21.73,22146,3.5,71.3,98.6,rel_7.8.4
2022-05,CITY44359,135.3,190.8,119.5,129.6,175.7,126.1,134.4,11.73,77674,108.1,2.91,13.36,13.25,60324,40.0,139.0,141.3,rel_1.8.9
2021-04,CITY36798,116.1,168.0,102.0,130.4,123.4,74.7,164.6,9.03,67138,109.1,-0.11,31.99,18.16,38265,14.7,73.5,134.2,rel_3.6.4
2025-09,CITY96008,146.1,106.6,162.7,197.9,97.0,138.7,194.6,3.97,23018,130.6,1.03,47.74,4.66,26417,52.8,148.5,60.1,rel_1.2.3
2020-12,CITY48197,109.0,96.7,86.2,144.1,56.4,168.3,149.2,15.25,26143,71.9,-1.47,38.37,9.28,21299,76.2,90.6,187.4,rel_5.3.6
2020-07,CITY77659,95.1,86.9,103.9,53.9,106.2,83.2,92.9,3.32,26860,92.5,0.04,20.57,20.02,54646,49.0,129.6,153.3,rel_1.3.1
2022-03,CITY57792,176.7,129.2,134.6,123.8,87.8,65.8,211.8,4.44,13310,138.7,4.01,32.68,22.81,31679,24.4,100.8,175.3,rel_3.1.4
2021-07,CITY61015,151.4,137.8,122.8,149.8,120.0,128.3,139.9,9.95,63907,40.3,8.41,52.87,7.91,15033,51.9,182.3,135.2,rel_5.0.3
2020-03,CITY34836,110.8,194.1,152.2,77.8,69.9,175.2,148.3,12.03,20450,122.5,2.33,43.74,6.65,15582,8.8,91.6,97.5,rel_7.0.8
2020-09,CITY37400,125.9,136.8,163.8,190.2,100.4,102.8,151.0,3.53,20975,55.1,10.63,10.05,16.53,20732,88.8,181.1,179.4,rel_9.7.1
2022-04,CITY88824,164.9,217.7,149.8,159.5,132.4,165.5,229.4,11.62,60070,73.1,-1.02,50.48,19.7,39692,61.2,151.5,50.9,rel_1.4.3
2023-09,CITY49806,136.2,50.2,96.0,101.0,148.9,155.1,132.8,17.22,38939,85.7,-0.3,38.05,12.78,39151,44.0,183.4,87.4,rel_5.4.2
2021-12,CITY23998,83.5,68.4,152.2,154.9,78.7,191.3,44.9,7.33,81030,103.1,9.41,42.77,21.92,40603,86.7,145.3,158.4,rel_3.8.4
2026-07,CITY62369,163.6,167.3,132.4,83.1,107.1,115.1,186.7,11.89,74885,79.9,-1.79,22.82,5.12,18193,49.1,67.5,93.9,rel_8.2.9
2025-07,CITY25121,108.4,61.7,140.7,154.2,102.6,153.8,113.5,3.17,17306,86.0,9.22,44.9,22.02,26914,92.9,95.5,165.2,rel_2.6.0
2021-03,CITY11345,64.1,133.1,168.7,79.4,125.2,150.6,136.7,10.11,25473,71.5,3.83,21.35,11.99,64563,53.0,195.1,185.7,rel_9.5.7
2021-08,CITY45162,70.8,170.8,102.9,175.7,182.0,112.6,132.1,11.44,42762,132.7,5.36,17.51,19.54,31945,29.8,80.2,69.1,rel_6.1.2
2023-04,CITY54939,81.4,169.0,83.1,167.0,78.5,141.9,168.8,10.09,16459,128.3,0.88,25.17,5.34,20955,82.1,155.7,116.0,rel_6.9.8
2021-08,CITY66584,84.5,111.4,86.2,199.4,159.7,179.0,224.4,12.64,64476,48.3,9.45,36.17,8.7,22587,13.5,162.8,182.8,rel_3.6.8
2024-03,CITY91726,133.3,118.9,129.9,121.1,118.0,160.4,162.7,3.28,33137,49.7,12.89,16.14,15.51,39533,19.5,155.6,166.0,rel_2.7.3
2020-01,CITY14617,66.8,187.8,111.3,117.9,81.8,123.5,112.8,5.92,24696,112.8,0.41,17.56,15.27,26141,38.5,100.1,179.8,rel_7.7.8
2020-02,CITY18346,179.1,111.7,131.9,145.4,160.1,156.8,42.4,6.95,80696,50.4,2.69,22.75,22.08,58248,27.5,91.8,170.2,rel_4.0.2
2023-09,CITY72323,162.7,180.9,125.0,187.8,73.6,153.0,232.6,6.96,24917,105.0,11.56,23.01,24.93,63406,65.3,106.6,80.5,rel_6.6.6
2023-06,CITY95302,168.3,61.6,159.6,159.3,157.8,59.7,77.6,16.8,47305,114.2,12.56,32.83,16.37,26299,33.4,146.9,183.4,rel_5.8.5
2025-12,CITY72166,117.6,199.7,167.1,50.4,153.5,142.3,238.9,3.44,37632,61.9,4.15,45.55,19.0,60360,14.5,170.5,96.1,rel_7.7.0
2026-03,CITY99168,75.7,91.1,77.4,142.6,133.8,137.9,168.4,15.04,50719,75.2,2.83,39.11,16.63,58228,65.4,123.0,163.7,rel_6.0.7
2024-03,CITY15128,179.4,120.9,115.2,165.5,139.1,176.2,137.3,17.55,38314,80.1,4.48,51.83,17.74,30015,52.9,104.8,79.2,rel_6.1.7
2026-04,CITY91234,173.6,154.1,149.1,76.8,120.0,135.3,118.6,6.05,30809,48.5,0.62,24.42,23.15,17976,1.6,60.0,74.2,rel_7.7.5
2019-09,CITY82966,116.3,148.8,128.7,159.7,76.6,89.3,88.7,4.39,58403,139.8,10.84,37.97,15.52,60934,21.2,120.1,139.0,rel_1.8.0
2025-12,CITY62603,95.7,157.6,160.4,143.7,92.5,146.6,220.6,4.19,37910,47.3,-1.19,37.54,2.83,43600,63.4,53.9,198.4,rel_3.6.0
2026-12,CITY67104,133.4,181.0,147.1,127.8,60.6,133.7,135.5,5.45,14209,98.8,1.06,11.37,9.7,38035,43.9,192.7,83.2,rel_2.7.1
2024-02,CITY59639,132.9,217.6,99.0,58.3,77.3,184.7,179.9,14.64,47331,53.5,-0.09,48.57,6.83,50855,2.4,190.9,67.7,rel_5.9.3
2021-06,CITY64153,63.2,58.5,95.7,174.7,86.0,120.8,43.6,3.26,30663,59.4,9.8,45.34,21.56,56146,15.4,130.3,115.6,rel_9.5.3
2024-12,CITY91174,160.5,134.3,71.7,72.2,56.5,79.3,218.7,12.4,27650,97.4,7.1,31.13,15.51,28590,99.6,107.6,178.1,rel_1.5.4
2024-01,CITY14979,111.1,50.4,114.9,142.9,158.7,191.4,223.0,17.04,47781,111.2,1.84,18.44,20.41,12744,16.2,148.4,121.1,rel_1.4.6
2023-07,CITY69500,118.3,209.8,132.3,93.5,74.2,113.0,130.3,11.62,61349,91.1,4.19,30.1,4.59,34680,20.7,173.9,142.3,rel_2.3.0
2023-03,CITY91132,106.1,218.3,76.0,131.4,171.3,118.0,161.1,15.24,76303,82.5,14.33,14.1,15.66,38745,95.0,176.9,178.4,rel_9.9.2
2022-11,CITY69024,177.4,139.4,88.7,136.0,146.7,81.2,183.8,11.4,75144,94.7,10.33,31.91,12.8,16962,33.8,94.4,102.1,rel_7.1.8
2023-05,CITY63434,120.7,139.4,82.5,158.2,109.0,161.4,121.8,3.74,62570,121.2,2.4,21.9,23.38,64962,15.3,76.3,159.7,rel_7.5.9
2019-11,CITY90759,126.3,163.8,150.1,118.9,180.7,122.0,90.4,11.49,81024,133.2,5.16,30.1,4.59,34544,94.6,164.5,78.4,rel_4.7.4
2024-10,CITY91242,72.6,65.3,65.2,148.9,132.4,149.4,141.1,15.08,41737,93.1,1.33,38.76,5.02,64286,43.5,177.3,66.1,rel_9.4.5
2025-05,CITY17852,101.2,60.4,73.0,63.9,72.1,171.9,165.5,10.11,30201,136.1,5.1,26.53,24.49,41317,77.7,140.0,126.1,rel_5.6.2
2022-02,CITY56136,95.9,118.1,103.6,131.9,131.8,87.2,198.7,9.94,33716,99.1,11.57,21.27,2.87,29057,25.2,157.6,111.2,rel_3.4.9
2019-12,CITY78889,177.8,85.7,107.4,196.5,107.0,102.4,62.0,14.05,74658,88.9,4.53,38.34,6.46,36964,94.0,183.4,141.6,rel_1.8.9
2024-09,CITY48381,113.9,207.3,64.5,148.2,93.9,133.9,171.2,9.05,14940,133.3,7.11,15.53,20.96,29886,95.1,105.7,95.8,rel_4.7.5
2021-02,CITY98529,94.1,76.8,89.9,65.1,179.7,180.9,101.7,5.95,19773,83.1,2.77,23.27,16.57,63942,0.3,82.8,188.4,rel_8.0.8
2020-11,CITY11833,117.3,89.5,126.0,89.6,85.7,171.1,70.9,2.09,71015,87.3,10.69,21.59,6.18,43518,62.7,149.9,90.7,rel_2.9.6
2026-04,CITY15993,79.5,65.3,142.4,86.9,162.1,163.8,79.7,16.53,65696,82.1,1.11,52.22,24.15,33960,38.3,168.7,149.3,rel_5.9.0
2025-11,CITY91478,172.7,99.0,134.8,60.3,151.6,134.5,90.0,12.47,42249,73.4,4.82,44.97,9.1,47044,59.7,103.5,115.0,rel_9.9.2
2019-11,CITY93042,62.0,155.6,156.8,165.4,187.4,70.9,84.5,10.63,60734,56.5,0.49,29.25,17.85,63140,95.3,85.8,69.4,rel_8.4.4
2024-11,CITY14732,93.0,216.9,119.5,78.8,170.2,97.9,97.8,7.24,49666,71.2,7.71,10.42,18.35,30868,34.1,87.2,137.0,rel_5.0.2
2025-02,CITY72159,127.1,162.2,99.0,127.9,81.9,70.4,87.7,16.66,56568,54.0,-1.21,14.19,8.75,26688,68.7,114.4,144.1,rel_5.9.2
2019-04,CITY10013,104.3,79.5,109.9,164.4,60.7,60.6,103.6,8.64,57759,136.7,11.24,23.42,2.98,57018,73.4,194.5,88.1,rel_8.8.2
2022-06,CITY29343,75.2,168.2,118.6,193.3,55.2,93.8,53.9,16.07,53573,53.1,6.31,27.94,9.26,23489,19.4,177.1,58.5,rel_1.8.7
2023-09,CITY77315,106.6,212.7,104.4,152.3,140.1,63.0,188.7,5.34,68746,61.5,-0.02,34.55,21.83,22051,50.5,172.5,199.0,rel_5.3.7
2021-05,CITY73159,83.9,195.5,169.2,154.7,183.8,102.5,165.5,10.19,75712,71.0,8.89,40.28,21.23,12443,32.0,117.6,68.1,rel_9.9.7
2026-03,CITY97482,63.2,135.2,126.5,159.9,188.8,89.0,104.5,7.46,77853,83.0,-0.44,10.24,18.93,34062,99.1,106.4,192.2,rel_9.9.0
2020-04,CITY12366,85.7,182.4,129.5,83.7,153.9,71.2,204.4,14.71,60424,49.6,10.4,22.85,14.41,13046,3.3,154.2,115.2,rel_1.7.4
2026-07,CITY81359,147.1,131.4,142.6,120.1,52.4,131.5,165.0,17.7,63544,54.5,5.44,27.56,10.82,12480,74.9,127.1,82.7,rel_1.2.0
2023-04,CITY83239,60.8,154.0,167.1,178.4,85.3,79.5,165.2,15.16,18480,83.2,-0.04,16.88,15.07,56123,64.8,173.2,196.5,rel_8.2.6
2025-07,CITY19003,62.9,157.3,151.9,96.9,68.4,56.5,168.8,10.84,82530,78.4,8.13,33.2,12.92,20666,24.5,151.3,67.8,rel_1.9.1
2019-01,CITY17005,67.3,78.1,80.3,56.2,154.3,197.1,195.7,15.77,59565,113.7,12.38,54.95,12.71,43289,14.6,72.9,104.4,rel_7.6.9
2019-01,CITY66173,169.6,52.6,167.6,105.0,171.7,78.0,129.3,2.71,39577,64.4,0.07,47.59,23.08,24595,74.9,101.3,164.3,rel_1.7.7
2026-01,CITY13048,110.2,204.0,159.3,198.9,127.1,101.6,88.1,2.55,70134,121.4,7.88,24.71,19.97,17876,0.4,97.6,175.6,rel_3.3.3
2026-05,CITY36901,113.1,111.0,110.1,147.9,101.4,166.2,220.8,6.52,12613,102.3,12.93,14.68,7.78,32083,48.6,67.8,195.5,rel_4.9.2
2026-06,CITY10056,76.6,142.8,169.3,134.8,50.3,190.0,87.0,13.02,31219,53.6,5.78,41.99,15.88,29018,51.3,88.8,65.4,rel_5.8.5
2021-07,CITY27151,119.1,140.6,153.1,131.4,110.4,194.2,233.7,2.61,50998,103.7,3.61,54.4,10.21,47726,95.9,104.2,94.2,rel_4.4.9
2021-04,CITY54305,132.3,121.1,102.1,86.8,96.3,124.8,89.5,14.53,49062,49.7,-2.0,36.85,6.86,51630,55.0,76.6,192.8,rel_5.2.8
2026-02,CITY28616,96.2,63.4,100.2,110.3,87.8,82.3,111.1,12.23,20612,110.4,11.25,23.77,4.41,53393,75.4,112.3,187.1,rel_6.4.5
2024-05,CITY27999,109.4,79.8,110.7,134.5,156.9,102.5,69.4,3.51,60149,133.6,-0.45,13.94,17.7,49759,98.1,198.2,61.8,rel_6.3.7
2026-05,CITY78269,166.6,50.4,117.4,100.3,109.8,115.1,170.7,2.37,28401,42.2,1.15,37.3,3.99,64064,78.4,155.8,90.2,rel_4.6.3
2026-10,CITY14017,121.9,131.9,83.0,198.2,171.2,183.1,177.1,4.56,43582,51.1,-1.21,32.61,19.66,27507,21.2,106.7,197.5,rel_1.1.4
2020-06,CITY70837,133.3,202.3,121.3,160.0,113.5,128.6,179.0,15.0,71970,95.8,-0.34,52.95,21.78,57977,43.2,134.7,119.4,rel_3.8.0
2022-03,CITY87766,84.4,116.8,93.3,108.4,93.3,101.8,198.2,6.8,75810,96.8,11.27,51.35,5.18,24565,16.0,179.1,107.9,rel_1.3.3
2020-01,CITY28863,132.2,189.2,157.4,143.6,54.9,122.2,217.0,13.43,28699,107.4,-1.25,53.56,23.11,45876,25.8,106.9,132.2,rel_7.7.9
2025-05,CITY60261,166.3,145.0,135.6,149.0,127.2,96.6,115.6,7.05,72639,122.7,7.85,51.05,22.39,36920,61.3,95.6,134.3,rel_9.2.1
2022-04,CITY74168,160.1,185.2,83.2,77.6,150.5,132.6,151.4,14.04,51866,63.9,7.44,47.3,22.07,55374,10.9,199.2,74.2,rel_1.8.1
2023-03,CITY83588,66.1,163.7,124.9,136.3,65.4,102.8,202.5,4.8,49422,52.1,0.88,31.5,23.74,27507,62.8,143.6,127.7,rel_6.0.4
