care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2143-09,MEAS001581,14321,22440,CUSTOM_GLM,4.0,2.658,6.083,17.56,80.76,91.88,2.87,0.239,0.622,42.92,52.96,0.934,1,1,PASS
2143-10,MEAS001582,150628,158654,APR_DRG,3.5,1.706,5.065,8.61,72.51,67.27,1.659,6.357,0.596,61.38,95.48,1.242,1,1,PASS
2143-11,MEAS001583,152259,217747,CUSTOM_GLM,1.4,0.284,6.049,8.39,80.04,58.06,1.777,1.172,2.914,84.56,56.8,1.057,0,0,PASS
2143-12,MEAS001584,17927,88827,CUSTOM_GLM,2.0,3.007,6.45,7.42,71.79,42.55,1.896,1.021,4.04,38.72,76.23,0.983,1,1,PASS
2144-01,MEAS001585,194475,242464,CUSTOM_GLM,4.9,1.528,5.716,13.79,88.21,63.36,8.76,2.331,4.571,87.07,92.74,1.173,1,0,PASS
2144-02,MEAS001586,23157,79095,CUSTOM_GLM,4.2,1.478,5.525,7.66,91.1,87.97,8.643,3.865,3.975,78.9,85.13,0.685,0,1,PASS
2144-03,MEAS001587,92329,227317,CUSTOM_GLM,3.5,1.418,1.584,16.45,53.24,60.45,8.01,0.536,5.179,85.43,96.65,1.373,1,1,PASS
2144-04,MEAS001588,12510,15191,CUSTOM_GLM,2.0,3.035,2.205,2.24,84.23,53.22,1.673,0.341,1.004,87.58,38.78,1.134,0,0,PASS
2144-05,MEAS001589,90900,202276,CUSTOM_GLM,4.3,1.089,4.458,6.93,47.86,67.3,4.711,0.582,0.484,83.37,30.11,0.96,0,1,PASS
2144-06,MEAS001590,48399,187228,APR_DRG,1.4,2.323,4.832,9.72,65.08,56.01,1.526,6.164,4.774,71.94,32.48,0.619,1,1,PASS
2144-07,MEAS001591,75586,82806,HCC,1.5,1.023,6.611,10.66,45.49,78.45,7.783,1.37,5.065,84.54,38.15,1.384,1,1,PASS
2144-08,MEAS001592,62962,77929,APR_DRG,4.7,1.646,5.976,8.48,86.43,83.53,3.797,2.984,0.935,81.88,75.27,0.735,1,0,PASS
2144-09,MEAS001593,67733,139250,CUSTOM_GLM,2.0,0.407,4.12,12.21,58.38,89.55,5.828,0.287,1.236,53.33,70.83,1.352,0,1,PASS
2144-10,MEAS001594,50169,76848,CUSTOM_GLM,4.9,3.12,5.145,7.24,50.52,89.25,1.392,4.473,0.552,81.62,60.93,0.619,0,1,PASS
2144-11,MEAS001595,177041,186463,HCC,4.1,0.565,3.258,5.13,55.44,84.68,6.9,1.517,1.401,90.39,79.77,1.036,1,1,PASS
2144-12,MEAS001596,45945,215526,CMS_READM,2.8,3.211,0.785,4.34,45.21,78.63,8.327,6.199,0.186,94.26,97.76,1.327,0,1,PASS
2145-01,MEAS001597,195520,218655,CMS_READM,3.3,1.602,3.992,11.15,54.37,71.86,6.192,3.858,3.125,86.18,62.88,0.702,1,0,PASS
2145-02,MEAS001598,50394,73989,APR_DRG,1.7,1.957,1.152,6.28,49.67,69.81,5.664,0.653,1.253,46.16,36.06,1.178,0,1,PASS
2145-03,MEAS001599,33540,164883,CUSTOM_GLM,1.4,2.067,0.368,15.93,84.87,61.97,1.4,0.604,1.406,45.99,43.86,0.85,0,1,PASS
2145-04,MEAS001600,71206,108918,CUSTOM_XGB,3.5,0.907,7.012,14.2,72.79,80.77,7.367,6.141,0.016,72.42,37.6,1.381,0,0,PASS
2145-05,MEAS001601,111124,134513,HCC,1.7,3.081,0.936,3.25,63.8,81.03,1.284,4.566,4.275,82.74,92.68,0.896,0,1,PASS
2145-06,MEAS001602,60585,93987,HCC,4.9,1.444,5.422,6.21,91.92,79.84,7.47,0.041,5.158,35.91,41.11,1.4,1,1,PASS
2145-07,MEAS001603,51118,66748,CUSTOM_XGB,1.5,2.657,6.79,11.77,62.19,58.99,6.721,4.683,1.983,46.66,48.23,1.176,1,1,PASS
2145-08,MEAS001604,14526,44431,CUSTOM_GLM,3.9,3.176,0.605,17.5,66.74,75.71,5.63,3.624,3.172,65.97,97.31,1.029,1,1,PASS
2145-09,MEAS001605,7208,28847,CMS_READM,4.4,1.264,3.837,16.38,75.18,47.9,3.978,4.013,1.544,83.47,83.62,0.798,0,0,PASS
2145-10,MEAS001606,19701,31592,CMS_READM,2.3,2.268,5.815,13.76,75.42,94.97,5.596,3.798,0.201,92.22,50.69,0.695,1,1,PASS
2145-11,MEAS001607,78185,106120,CMS_READM,2.9,2.507,1.094,8.15,72.0,78.88,3.05,5.713,1.927,86.38,53.54,0.997,1,1,WARN
2145-12,MEAS001608,951,4082,CUSTOM_XGB,2.4,2.32,2.015,4.31,82.17,95.33,1.661,4.8,0.768,51.34,86.75,1.005,0,1,PASS
2146-01,MEAS001609,56630,111278,CUSTOM_GLM,1.5,2.443,0.765,14.66,59.37,71.93,5.519,0.209,0.803,87.15,42.56,0.716,1,1,WARN
2146-02,MEAS001610,97639,150804,CUSTOM_XGB,2.9,1.339,1.303,16.68,92.03,76.05,5.821,2.825,0.115,59.13,80.77,0.871,0,1,PASS
2146-03,MEAS001611,46658,151355,CUSTOM_GLM,2.5,3.349,4.398,15.36,92.92,60.81,1.472,0.773,5.084,66.71,59.28,0.965,0,1,PASS
2146-04,MEAS001612,17750,46187,CUSTOM_GLM,2.4,2.462,7.409,8.55,49.15,94.15,2.68,2.842,1.825,88.82,84.9,1.052,0,1,PASS
2146-05,MEAS001613,110872,143874,CMS_READM,1.5,1.785,2.611,13.09,53.84,57.34,2.221,4.641,1.598,48.56,97.31,1.139,1,0,PASS
2146-06,MEAS001614,76118,183587,APR_DRG,2.6,0.379,4.287,4.74,55.56,46.74,5.892,5.368,3.638,64.57,93.69,1.244,0,1,PASS
2146-07,MEAS001615,10769,20919,CMS_READM,2.8,2.885,3.017,15.77,83.11,91.41,5.639,6.497,1.243,79.81,37.77,0.842,0,1,PASS
2146-08,MEAS001616,98583,218085,APR_DRG,4.9,0.642,6.415,4.92,77.9,68.07,1.874,1.266,2.018,65.89,42.92,1.157,0,0,PASS
2146-09,MEAS001617,139906,166660,CUSTOM_GLM,4.5,1.445,4.888,8.49,73.53,86.14,8.052,3.141,4.701,72.49,69.47,0.826,0,1,PASS
2146-10,MEAS001618,26331,50265,APR_DRG,1.1,1.306,2.621,8.38,84.5,97.27,8.983,5.605,4.221,79.31,30.39,1.265,0,0,PASS
2146-11,MEAS001619,127360,203565,HCC,1.4,1.818,1.146,12.59,48.74,68.07,1.651,1.472,4.174,36.27,59.95,0.948,0,1,PASS
2146-12,MEAS001620,138142,218220,CUSTOM_GLM,3.7,2.151,4.697,2.37,91.8,54.66,3.391,6.379,1.739,43.01,70.73,0.966,1,1,PASS
2147-01,MEAS001621,84375,204672,CUSTOM_GLM,3.7,1.216,5.469,3.75,62.34,52.93,4.144,2.774,2.386,36.36,85.12,0.701,0,1,PASS
2147-02,MEAS001622,58947,70644,HCC,1.6,0.301,5.641,8.45,76.86,86.11,2.125,2.156,2.199,46.47,45.37,0.997,0,1,PASS
2147-03,MEAS001623,118064,129344,APR_DRG,3.5,1.172,1.124,13.02,71.18,85.46,0.35,4.605,3.664,88.12,63.69,0.931,0,1,PASS
2147-04,MEAS001624,46356,164721,CUSTOM_GLM,3.5,1.524,4.837,8.11,81.67,72.11,3.187,5.822,4.572,35.91,62.76,0.64,1,1,PASS
2147-05,MEAS001625,9005,31053,HCC,2.5,2.23,5.089,9.28,85.41,95.91,3.53,0.731,3.848,81.56,41.7,0.674,0,1,PASS
2147-06,MEAS001626,69158,204168,APR_DRG,2.6,0.337,2.539,10.49,69.27,83.52,8.643,6.291,3.777,47.81,46.88,0.826,0,0,PASS
2147-07,MEAS001627,105772,158205,CMS_READM,2.1,2.385,1.024,7.89,88.54,85.21,8.251,0.806,3.242,96.07,40.71,1.236,0,0,PASS
2147-08,MEAS001628,30651,140100,CUSTOM_XGB,1.5,3.355,4.031,16.92,69.82,69.84,2.882,3.823,0.668,97.24,45.1,0.685,1,0,PASS
2147-09,MEAS001629,48945,136107,CUSTOM_GLM,3.4,1.714,2.974,8.85,90.06,85.35,0.162,5.345,4.655,35.07,49.83,1.352,1,1,PASS
2147-10,MEAS001630,52170,184738,CUSTOM_GLM,4.2,1.466,1.007,3.75,60.87,95.04,5.025,1.632,4.416,87.54,47.87,1.244,1,1,PASS
2147-11,MEAS001631,108369,142773,CUSTOM_GLM,3.1,3.462,1.455,11.74,62.78,69.47,1.222,3.576,0.147,54.45,66.51,0.698,1,1,PASS
2147-12,MEAS001632,12912,42664,APR_DRG,3.2,1.483,7.45,13.55,73.15,44.36,1.264,5.366,0.667,56.49,89.03,1.062,1,1,PASS
2148-01,MEAS001633,13810,19771,APR_DRG,2.1,3.052,5.527,16.16,66.81,94.87,1.559,3.071,1.585,71.57,52.04,1.077,0,0,PASS
2148-02,MEAS001634,101213,143691,CUSTOM_XGB,3.8,1.722,5.812,7.52,65.37,90.69,5.076,6.13,1.863,51.37,40.87,0.844,1,1,WARN
2148-03,MEAS001635,196416,222378,HCC,1.8,1.773,3.599,17.44,76.0,44.47,4.037,0.382,0.949,92.67,66.81,0.719,0,0,PASS
2148-04,MEAS001636,9691,22844,CMS_READM,1.6,3.454,3.504,2.76,56.47,97.9,7.827,4.098,2.827,85.34,83.43,0.837,0,1,PASS
2148-05,MEAS001637,13688,65650,HCC,2.1,1.994,4.378,15.52,90.47,54.98,5.132,1.456,1.415,46.72,70.33,0.644,1,1,WARN
2148-06,MEAS001638,14303,19628,CUSTOM_XGB,3.3,3.165,3.79,10.62,71.47,68.42,5.776,3.696,3.244,70.95,56.53,1.27,0,1,PASS
2148-07,MEAS001639,37017,114427,APR_DRG,2.7,2.469,0.575,15.62,90.28,90.68,7.97,1.057,3.638,68.17,64.68,1.146,1,0,PASS
2148-08,MEAS001640,135437,214256,CUSTOM_GLM,1.7,1.583,1.582,10.34,94.02,95.18,5.011,3.952,3.099,43.84,32.14,1.022,1,1,PASS
2148-09,MEAS001641,929,4376,APR_DRG,1.9,1.13,6.109,12.5,65.04,58.2,2.058,6.342,1.676,48.98,84.9,1.265,0,1,PASS
2148-10,MEAS001642,41540,61396,HCC,3.7,3.187,5.711,8.04,64.62,71.42,3.477,4.494,1.3,91.68,58.63,1.176,1,1,PASS
2148-11,MEAS001643,128827,192978,CUSTOM_XGB,1.4,1.237,6.136,14.47,68.02,59.36,5.096,2.689,2.989,67.35,78.62,1.248,0,1,PASS
2148-12,MEAS001644,16473,18848,CUSTOM_XGB,1.9,2.331,2.846,15.14,71.79,76.42,3.388,3.954,2.749,65.78,78.15,1.266,1,1,PASS
2149-01,MEAS001645,9170,31392,HCC,2.3,3.477,6.354,3.04,69.73,70.74,7.599,2.869,0.478,85.07,62.44,1.212,0,0,PASS
2149-02,MEAS001646,24036,50491,CUSTOM_GLM,2.9,2.622,4.786,11.08,68.53,63.5,2.446,4.832,3.361,59.63,64.99,1.088,1,1,PASS
2149-03,MEAS001647,47413,165611,CUSTOM_XGB,3.2,2.456,7.036,17.09,48.37,89.28,0.196,3.599,5.003,84.57,40.07,1.093,1,1,PASS
2149-04,MEAS001648,14159,19882,APR_DRG,4.3,0.642,4.498,11.33,92.5,74.91,8.437,0.688,3.978,48.85,91.34,0.939,1,0,PASS
2149-05,MEAS001649,17003,50773,CUSTOM_GLM,4.8,2.02,2.518,14.68,90.54,65.09,5.173,1.127,1.25,95.39,91.53,0.811,1,1,WARN
2149-06,MEAS001650,103640,135261,APR_DRG,2.9,2.752,0.904,3.52,58.91,71.31,3.694,0.875,4.349,83.39,90.44,0.647,0,1,WARN
2149-07,MEAS001651,17761,31092,CUSTOM_GLM,4.0,0.376,0.714,4.03,80.36,71.0,2.245,6.151,2.401,51.91,62.74,0.689,0,1,WARN
2149-08,MEAS001652,154273,162818,HCC,2.7,1.102,2.407,10.19,47.5,71.37,7.633,5.422,2.695,58.23,81.21,1.329,1,1,PASS
2149-09,MEAS001653,11665,40139,CMS_READM,1.4,0.471,3.969,9.46,66.99,58.51,3.198,5.01,0.035,53.49,93.93,0.828,0,1,PASS
2149-10,MEAS001654,81388,148652,HCC,2.7,2.806,4.643,16.45,86.3,44.4,3.127,6.255,0.886,93.58,36.71,0.781,0,1,PASS
2149-11,MEAS001655,28568,69653,CUSTOM_GLM,3.0,2.977,5.676,8.57,68.86,65.68,8.961,1.795,2.859,42.69,70.12,1.282,1,0,PASS
2149-12,MEAS001656,1851,2508,CMS_READM,2.8,0.82,5.346,17.04,75.88,86.19,5.589,0.808,3.26,77.4,46.48,0.721,1,0,PASS
2150-01,MEAS001657,51349,59232,CMS_READM,4.7,2.356,6.677,4.62,61.67,48.24,7.254,2.189,0.493,93.85,83.66,1.349,0,1,PASS
2150-02,MEAS001658,154381,194347,CUSTOM_XGB,1.1,2.225,6.645,17.18,89.46,89.54,4.48,1.389,4.2,56.47,74.2,0.896,1,1,PASS
2150-03,MEAS001659,68452,149363,CUSTOM_GLM,2.1,3.032,6.677,17.81,50.43,73.02,8.066,1.598,4.232,93.31,58.98,0.968,1,0,WARN
2150-04,MEAS001660,169212,236231,CUSTOM_XGB,3.3,2.607,6.324,13.82,48.34,83.24,4.74,1.983,1.017,54.75,81.96,0.657,0,1,WARN
2150-05,MEAS001661,78384,231601,HCC,4.9,2.569,4.323,15.8,48.16,47.46,0.864,5.039,4.139,82.61,49.78,0.749,0,1,PASS
2150-06,MEAS001662,53945,158406,CUSTOM_GLM,3.4,1.902,2.626,16.58,78.19,59.55,0.74,1.76,4.012,42.25,63.93,0.855,0,1,PASS
2150-07,MEAS001663,731,2149,CUSTOM_XGB,4.0,2.952,5.395,3.04,61.04,84.13,3.269,5.327,5.178,58.33,58.6,1.335,0,0,PASS
2150-08,MEAS001664,39689,77260,APR_DRG,4.5,1.958,6.458,9.82,81.23,53.32,4.872,3.959,2.974,61.88,44.43,1.255,0,0,PASS
2150-09,MEAS001665,25197,46801,APR_DRG,1.5,0.878,2.651,15.18,57.78,72.56,3.995,4.541,4.217,36.45,40.44,0.805,0,1,PASS
2150-10,MEAS001666,20859,36990,CUSTOM_XGB,4.4,3.437,3.962,15.0,86.57,42.36,3.358,4.854,3.953,41.42,88.48,0.791,1,0,FAIL
2150-11,MEAS001667,78016,112546,CMS_READM,4.9,0.158,0.831,3.88,75.23,83.18,8.39,3.323,2.581,64.75,66.93,1.223,0,1,PASS
2150-12,MEAS001668,58603,90916,HCC,2.1,3.146,0.623,16.67,73.0,56.71,4.748,2.512,4.149,55.33,36.92,0.684,0,1,PASS
2151-01,MEAS001669,45798,112197,APR_DRG,2.6,2.825,2.403,2.84,52.56,94.98,6.769,2.288,1.72,66.42,32.7,1.277,0,1,PASS
2151-02,MEAS001670,101378,133476,HCC,1.7,0.809,4.581,15.04,51.66,95.38,3.748,6.132,4.883,42.62,44.72,0.852,1,1,PASS
2151-03,MEAS001671,22598,65862,APR_DRG,2.0,1.482,5.369,9.08,67.31,97.24,5.421,1.363,0.305,88.93,58.84,0.706,1,1,PASS
2151-04,MEAS001672,25284,65254,CUSTOM_GLM,4.9,0.457,5.207,2.22,48.97,86.24,7.301,2.908,3.37,94.97,58.88,1.097,0,0,PASS
2151-05,MEAS001673,5810,26803,CUSTOM_XGB,2.9,2.842,2.575,13.49,87.09,74.38,2.847,1.164,5.044,38.86,57.12,1.079,1,0,PASS
2151-06,MEAS001674,45217,62469,CUSTOM_XGB,3.3,2.837,5.213,5.42,48.76,63.43,3.633,0.207,2.212,47.18,89.99,0.985,0,1,PASS
2151-07,MEAS001675,155644,247827,APR_DRG,2.7,3.268,3.916,10.89,92.02,93.32,1.982,5.871,1.459,36.92,52.28,0.811,0,1,PASS
2151-08,MEAS001676,120037,136952,CUSTOM_XGB,2.9,1.586,6.132,9.26,92.48,49.56,1.394,0.858,2.428,96.13,74.89,0.926,1,1,PASS
2151-09,MEAS001677,81574,90814,HCC,3.6,2.632,7.439,5.4,60.12,50.12,1.649,2.371,1.889,77.98,40.19,1.154,0,0,PASS
2151-10,MEAS001678,38400,59178,CUSTOM_GLM,2.4,2.825,0.44,16.94,56.18,89.57,7.019,6.485,2.613,71.28,44.81,0.957,0,1,PASS
2151-11,MEAS001679,61970,189850,CMS_READM,3.9,3.138,2.625,7.58,84.88,80.02,7.927,1.898,3.564,44.67,58.18,0.863,1,1,PASS
2151-12,MEAS001680,117470,142191,CUSTOM_GLM,2.4,2.533,6.802,3.39,61.44,95.51,1.045,2.503,0.052,49.93,39.83,0.688,0,1,PASS
2152-01,MEAS001681,1123,4912,CUSTOM_XGB,1.7,2.76,5.91,4.84,77.26,42.32,5.067,1.761,0.535,74.19,63.56,0.732,1,1,PASS
2152-02,MEAS001682,187873,202839,CUSTOM_XGB,1.8,3.374,1.368,6.28,61.22,52.68,3.912,0.222,3.475,82.15,85.98,0.826,0,0,WARN
2152-03,MEAS001683,71221,138989,CUSTOM_GLM,1.6,0.764,4.57,12.98,55.12,67.86,5.053,6.1,4.927,80.24,53.26,1.299,1,1,PASS
2152-04,MEAS001684,54204,94591,CMS_READM,1.2,1.94,3.965,5.1,75.97,93.76,0.234,1.097,3.774,50.71,67.72,0.745,1,1,PASS
2152-05,MEAS001685,54290,92550,APR_DRG,2.9,0.642,6.829,12.44,53.79,50.73,8.809,5.308,2.06,82.23,46.7,1.073,0,1,PASS
2152-06,MEAS001686,14805,38582,CUSTOM_GLM,1.8,0.498,5.36,17.71,78.23,77.2,3.458,2.858,3.065,86.85,75.72,1.114,0,1,PASS
2152-07,MEAS001687,49584,63186,CUSTOM_XGB,3.6,0.323,5.045,8.97,81.03,75.45,1.635,0.303,4.279,97.46,38.18,1.275,1,1,WARN
2152-08,MEAS001688,20264,40236,APR_DRG,2.1,2.826,1.312,8.26,55.11,55.27,4.728,0.306,3.868,37.31,48.15,0.669,0,1,PASS
2152-09,MEAS001689,109723,122813,HCC,2.7,1.824,5.39,11.55,64.6,82.45,2.023,5.254,2.598,81.54,81.9,1.357,1,0,PASS
2152-10,MEAS001690,19376,35686,CMS_READM,5.0,1.107,6.708,5.81,78.2,84.08,6.529,1.238,0.226,73.15,38.15,1.282,1,0,WARN
2152-11,MEAS001691,29758,103798,CUSTOM_GLM,1.6,2.566,1.144,4.18,50.13,60.25,5.951,3.762,3.221,35.36,57.53,0.702,1,1,PASS
2152-12,MEAS001692,39189,47649,CMS_READM,2.1,0.911,7.255,6.71,58.52,79.28,4.515,1.062,3.033,44.31,70.28,1.053,0,1,PASS
2153-01,MEAS001693,151686,190045,HCC,1.2,1.11,5.359,11.12,76.99,81.42,1.099,3.821,3.794,44.83,86.6,0.896,1,1,PASS
2153-02,MEAS001694,25986,124700,APR_DRG,2.9,1.901,7.378,4.39,86.41,71.4,2.521,2.105,4.158,71.24,53.59,1.298,1,1,PASS
2153-03,MEAS001695,31069,60238,CUSTOM_GLM,4.6,1.635,0.988,17.85,61.7,58.74,8.956,1.983,3.933,67.55,60.82,1.239,0,1,PASS
2153-04,MEAS001696,124369,181115,CUSTOM_GLM,1.6,3.189,4.226,14.49,69.56,81.72,5.602,5.578,4.726,94.43,42.15,0.769,1,0,PASS
2153-05,MEAS001697,6725,18372,CMS_READM,3.0,2.09,5.331,2.65,94.39,78.15,2.866,1.045,3.006,42.71,69.85,1.092,0,0,PASS
2153-06,MEAS001698,86089,197224,CMS_READM,1.5,2.717,5.729,12.99,52.65,66.6,6.248,3.898,5.071,60.86,86.95,1.287,1,1,PASS
2153-07,MEAS001699,78833,165644,CMS_READM,1.2,0.436,4.209,14.92,55.51,85.48,5.403,5.756,2.748,76.98,66.04,1.189,1,1,PASS
2153-08,MEAS001700,124469,202529,CUSTOM_GLM,1.9,2.102,6.348,12.55,46.08,93.15,0.11,3.299,3.718,81.45,84.58,1.229,0,1,PASS
2153-09,MEAS001701,16148,37906,CUSTOM_GLM,2.0,2.323,6.177,15.14,50.47,40.23,2.372,4.208,1.955,66.31,38.99,1.048,0,1,PASS
2153-10,MEAS001702,86670,130029,CUSTOM_GLM,3.2,0.77,6.717,3.78,75.32,63.52,2.228,0.69,5.18,97.51,40.33,1.332,1,1,PASS
2153-11,MEAS001703,57804,77322,CUSTOM_XGB,3.6,3.108,5.016,8.91,63.83,46.95,1.008,6.174,3.09,78.14,65.35,0.683,1,1,WARN
2153-12,MEAS001704,144013,226355,HCC,4.0,1.463,3.492,10.04,90.46,49.12,4.428,4.147,0.773,57.78,76.23,1.21,0,1,WARN
2154-01,MEAS001705,74967,86065,CUSTOM_GLM,2.2,2.511,4.957,2.04,64.15,95.9,2.351,3.048,1.474,62.08,92.57,0.707,1,1,WARN
2154-02,MEAS001706,47362,71442,CUSTOM_XGB,3.1,3.497,0.445,16.93,70.38,55.6,6.465,0.682,4.376,53.62,79.7,0.912,0,1,PASS
2154-03,MEAS001707,16478,29688,APR_DRG,3.7,0.236,6.85,11.94,45.53,97.58,1.939,1.223,2.431,87.04,61.9,0.634,1,1,PASS
2154-04,MEAS001708,114590,121861,CUSTOM_GLM,4.5,2.039,5.979,3.61,48.51,87.1,8.212,3.425,0.776,68.82,45.7,1.159,0,1,PASS
2154-05,MEAS001709,164622,200137,CUSTOM_XGB,1.3,0.627,1.515,8.32,56.16,65.71,3.623,3.238,0.256,54.33,63.27,0.816,1,1,PASS
2154-06,MEAS001710,114298,122330,CUSTOM_GLM,4.7,0.216,0.589,4.11,71.52,55.77,3.582,3.85,2.815,36.47,93.07,1.192,0,1,PASS
2154-07,MEAS001711,19087,25447,HCC,1.0,1.513,6.874,16.91,76.21,66.33,8.896,3.032,4.72,78.74,66.42,1.274,0,0,PASS
2154-08,MEAS001712,74141,101964,APR_DRG,2.3,1.512,2.05,11.17,72.92,90.83,4.301,2.636,2.946,64.61,40.03,1.068,1,1,PASS
2154-09,MEAS001713,131964,149486,CUSTOM_XGB,1.3,1.602,2.851,6.37,89.75,93.18,1.519,2.854,3.425,92.01,70.51,0.818,1,1,PASS
2154-10,MEAS001714,87408,220231,CUSTOM_GLM,4.3,1.132,0.935,5.01,49.28,85.98,8.342,1.797,5.095,70.56,61.02,0.891,0,1,WARN
2154-11,MEAS001715,136730,169987,CMS_READM,4.2,2.046,0.677,12.51,54.58,43.1,3.309,4.28,1.201,77.36,94.06,0.782,1,1,PASS
2154-12,MEAS001716,157822,174600,APR_DRG,3.6,1.952,4.92,9.26,55.8,68.89,1.549,0.73,4.233,47.96,97.66,1.172,0,1,WARN
2155-01,MEAS001717,79505,92087,CUSTOM_XGB,2.5,0.452,7.062,9.46,80.21,95.27,6.686,3.397,2.779,50.95,66.87,1.218,0,1,PASS
2155-02,MEAS001718,114897,125346,CUSTOM_GLM,2.0,1.43,6.615,5.29,45.98,70.71,8.075,0.742,3.804,91.13,81.18,1.341,1,1,PASS
2155-03,MEAS001719,48311,112027,CUSTOM_GLM,3.2,0.645,3.997,14.38,86.54,71.63,5.229,1.52,2.282,66.97,91.41,0.814,0,0,PASS
2155-04,MEAS001720,35403,80238,APR_DRG,4.6,3.482,3.81,17.71,59.84,40.83,3.963,1.684,4.113,44.25,74.38,0.867,1,1,PASS
2155-05,MEAS001721,9922,49506,CUSTOM_GLM,3.3,2.548,6.325,10.49,70.62,94.28,8.25,2.584,4.916,50.41,56.92,1.178,1,1,PASS
2155-06,MEAS001722,133385,210163,APR_DRG,1.0,0.471,4.827,8.88,69.57,40.59,7.323,4.045,3.459,66.74,78.72,0.636,1,1,WARN
2155-07,MEAS001723,123877,174273,CUSTOM_GLM,2.0,1.635,2.975,13.09,72.48,43.37,3.249,2.405,5.127,41.09,51.8,1.232,0,1,PASS
2155-08,MEAS001724,93507,103354,APR_DRG,4.4,2.691,2.752,12.46,66.34,53.4,1.258,2.247,3.912,91.98,80.27,0.974,0,1,PASS
2155-09,MEAS001725,97348,168223,CUSTOM_XGB,1.4,3.498,3.563,2.24,49.61,77.7,5.023,4.509,4.918,35.69,58.44,1.395,1,1,PASS
2155-10,MEAS001726,18867,81730,CUSTOM_GLM,1.4,1.829,1.989,11.56,50.37,68.98,7.301,2.9,1.476,58.94,34.91,0.941,0,1,PASS
2155-11,MEAS001727,151788,249510,CMS_READM,1.3,2.501,2.623,5.86,75.87,90.59,8.851,2.806,0.473,41.55,51.76,0.988,0,1,WARN
2155-12,MEAS001728,66056,147122,CUSTOM_XGB,1.8,0.563,1.392,14.62,63.15,46.38,6.987,3.469,2.496,68.88,85.22,1.381,0,1,PASS
2156-01,MEAS001729,179712,198330,CUSTOM_GLM,3.7,0.912,2.839,6.51,92.73,63.74,0.806,1.517,0.133,60.38,74.26,0.828,1,1,PASS
2156-02,MEAS001730,88617,189738,CUSTOM_GLM,1.7,1.553,5.003,10.62,61.25,81.1,4.46,0.35,3.287,66.62,76.68,1.0,0,1,PASS
2156-03,MEAS001731,163744,181602,APR_DRG,2.6,3.139,0.589,15.0,69.61,90.12,1.757,3.042,4.413,87.39,39.85,0.928,1,1,PASS
2156-04,MEAS001732,29866,71742,CMS_READM,4.1,0.763,0.317,5.42,62.02,46.28,1.477,1.327,1.26,89.26,49.69,1.23,0,0,PASS
2156-05,MEAS001733,13569,45486,CUSTOM_GLM,1.1,1.922,3.096,8.14,71.85,61.12,4.237,3.878,2.706,46.35,79.83,1.369,0,1,PASS
2156-06,MEAS001734,6301,15729,CUSTOM_XGB,3.2,0.595,1.503,8.27,92.59,93.97,8.654,1.429,3.033,85.7,46.89,1.054,0,1,PASS
2156-07,MEAS001735,22970,59760,CUSTOM_GLM,1.5,2.893,1.485,7.69,68.37,60.2,5.827,6.369,0.961,43.29,77.97,0.686,0,1,PASS
2156-08,MEAS001736,68712,105277,CUSTOM_GLM,3.9,1.792,3.134,14.03,89.6,91.03,2.987,4.55,3.486,64.36,60.28,1.117,0,1,PASS
2156-09,MEAS001737,5594,14364,CUSTOM_XGB,3.8,0.899,4.31,9.39,65.84,40.5,1.392,5.823,1.605,78.33,83.43,0.643,0,1,FAIL
2156-10,MEAS001738,219940,246123,HCC,2.2,3.26,0.837,6.0,48.92,80.12,1.718,0.839,3.58,60.05,56.21,1.361,0,0,PASS
2156-11,MEAS001739,122845,202754,CUSTOM_XGB,4.4,2.385,5.769,3.22,87.8,65.82,4.305,0.579,3.197,68.12,45.75,0.726,0,1,PASS
2156-12,MEAS001740,82946,196139,CUSTOM_XGB,4.8,3.032,1.481,13.2,88.31,91.11,5.729,2.476,2.134,91.49,86.18,0.959,0,1,PASS
2157-01,MEAS001741,10575,12210,CUSTOM_GLM,4.5,3.251,1.002,2.2,53.55,69.13,8.653,4.144,1.567,54.77,46.76,1.071,0,1,PASS
2157-02,MEAS001742,71539,107252,HCC,2.5,0.999,3.714,6.01,68.38,89.42,5.065,2.029,1.891,84.06,74.56,1.355,0,1,PASS
2157-03,MEAS001743,3828,7616,CMS_READM,1.9,0.76,2.038,6.39,62.45,48.12,8.577,6.393,3.662,68.49,64.56,1.082,0,0,WARN
2157-04,MEAS001744,108836,227442,CMS_READM,3.8,2.365,3.393,15.71,81.81,60.17,3.74,2.754,1.361,82.04,35.32,0.877,1,1,PASS
2157-05,MEAS001745,135921,165936,CUSTOM_GLM,1.4,2.632,6.271,15.02,92.61,91.4,8.793,1.43,2.171,38.12,72.45,0.833,1,0,PASS
