house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_inr,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_inr,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2024-08-13,JUR-a2352cc91caa,NewBuild,16804989,209,983959,258.7,24,RCC,GreenRatingAligned,Y,Y,Y,C2,N,3386763,85.52,83,LIC-6783f9a9b326,N
2023-06-20,JUR-95b768c9e5a1,Occupancy,591677131,122,1056540,41.4,57,Composite,ECBC2017,Y,Y,Y,M1,Y,7273029,61.12,184,LIC-cac238789664,Y
2024-01-10,JUR-153e639264bb,NewBuild,1011790457,139,1117327,468.2,15,LoadBearing,GreenRatingAligned,Y,N,N,R2,N,7910944,69.76,24,LIC-147868f07785,N
2025-09-02,JUR-d3ccad5a10a8,ChangeOfUse,88801183,455,598814,408.2,66,SteelFrame,LegacyCode,N,N,N,C2,Y,1185002,57.13,120,LIC-ba3c5966b172,Y
2019-08-06,JUR-0350a2659558,ChangeOfUse,916562732,165,2224886,10.8,41,SteelFrame,ECBC2017,Y,Y,N,C1,N,3535944,80.06,61,LIC-ca35e5f5ceb4,Y
2022-05-13,JUR-95f8f748c2d4,Demolition,586674066,130,913098,454.5,12,LoadBearing,StateECBC,Y,Y,N,C2,Y,6065119,65.55,100,LIC-ce975b16732e,Y
2023-01-02,JUR-e8e44f0bfedb,ChangeOfUse,648758159,228,832712,291.9,58,RCC,ECBC2017,Y,N,N,C1,Y,34971,62.38,47,LIC-10bcc1962d93,Y
2025-10-23,JUR-cec9ea685627,Occupancy,756025992,440,2137239,374.4,25,Precast,GreenRatingAligned,N,Y,N,R1,N,4986267,68.2,177,LIC-5cf8b66182f8,Y
2021-07-07,JUR-b8bb12e8d87e,ChangeOfUse,317722203,510,1140007,113.9,41,Modular,ECBC2017,Y,Y,N,C2,N,6025187,78.82,64,LIC-01a67c0c777a,N
2025-02-27,JUR-4a795a12eba7,Occupancy,747402428,377,1509,244.9,4,SteelFrame,LegacyCode,Y,N,Y,M1,Y,4077128,73.95,174,LIC-669c425cf17e,Y
2022-11-01,JUR-938241b67438,Addition,800946987,159,2051399,30.4,49,Composite,StateECBC,N,N,Y,R3,N,1225016,63.7,55,LIC-e072a06acd4a,N
2020-04-22,JUR-90706f4d23c3,Renovation,607339447,501,105139,358.7,45,Composite,GreenRatingAligned,N,Y,Y,R1,N,8453534,79.37,20,LIC-70dfda6c0e5a,N
2021-02-22,JUR-e2fe26a4f3b4,NewBuild,74776944,168,2255979,110.7,37,Modular,ECBC2017,N,N,N,R2,Y,4615266,87.24,66,LIC-07002181470b,N
2021-12-24,JUR-e105cf2b6536,ChangeOfUse,838131507,1,2031312,58.5,17,LoadBearing,ECBC2021,Y,Y,N,R3,N,3249504,59.47,40,LIC-075ee0d287af,Y
2022-02-06,JUR-c26167668853,Occupancy,861335880,479,360073,45.9,69,Composite,GreenRatingAligned,Y,N,Y,C1,Y,3718096,99.24,7,LIC-f61f6d8226e4,Y
2020-03-03,JUR-a503264feae5,ChangeOfUse,902875194,71,2026266,458.8,61,Modular,LegacyCode,N,N,N,R2,N,3795739,57.79,191,LIC-f73233290fe9,N
2025-06-22,JUR-4f76d64a2f0f,Renovation,210126112,47,2337009,289.2,16,Precast,StateECBC,N,N,N,C2,N,3306508,87.79,55,LIC-bef9b529e113,Y
2022-08-04,JUR-3e73230a63f2,ChangeOfUse,933787124,137,1094085,148.4,6,LoadBearing,ECBC2021,N,Y,Y,M1,N,4289820,87.53,143,LIC-7e187dab7c9c,N
2021-05-29,JUR-d6581f3e0bf7,Addition,1028905051,39,754224,46.0,17,RCC,ECBC2021,Y,Y,N,C1,N,2144814,98.88,48,LIC-720521f3b40f,Y
2025-09-18,JUR-2f6c75b563f5,Addition,1038786981,409,550595,11.0,66,Precast,StateECBC,Y,Y,N,R2,N,5570529,89.2,104,LIC-90465f856461,N
2019-07-08,JUR-eee719b3b4e9,Renovation,981384565,268,136078,467.0,27,Modular,StateECBC,Y,Y,N,M1,Y,3087927,99.08,217,LIC-1d3920158e0e,Y
2022-03-11,JUR-b8a691a93499,Demolition,448709863,309,1503739,447.6,4,LoadBearing,LegacyCode,N,Y,Y,R1,N,4270746,94.56,181,LIC-502843fd9a81,Y
2023-08-25,JUR-a49847d5537f,NewBuild,281902042,568,1502241,505.4,21,RCC,StateECBC,N,Y,Y,R3,Y,8373809,64.47,177,LIC-3d292b10b438,Y
2019-01-27,JUR-228619c114ad,ChangeOfUse,918031529,56,1865208,81.6,12,LoadBearing,LegacyCode,N,N,N,C1,Y,5741438,60.6,159,LIC-5455c65991ce,N
2023-07-25,JUR-799ed1b38122,Occupancy,543007580,33,839845,253.7,55,Modular,ECBC2021,N,N,N,R3,Y,4021767,64.67,160,LIC-d15bb8fab158,N
2019-12-25,JUR-d87580605428,Occupancy,731473150,540,1475190,91.7,49,Precast,ECBC2021,Y,N,Y,M2,N,7149146,89.13,188,LIC-78c51c3455cd,N
2024-06-24,JUR-7dd27be6f042,Addition,968255608,323,522165,389.4,18,RCC,LegacyCode,N,Y,Y,R2,Y,7519203,57.82,173,LIC-ef810ed6a38f,Y
2020-04-26,JUR-e58d0911a319,ChangeOfUse,64397238,77,2196546,329.5,31,Precast,ECBC2021,Y,N,N,MixedUse,N,620789,74.6,219,LIC-96892642e4d4,N
2025-04-06,JUR-196ca2930a85,Renovation,903087054,155,1018,230.1,16,RCC,LegacyCode,N,N,N,R1,N,7859808,69.76,72,LIC-e37a8f19a6e8,Y
2025-02-26,JUR-07c5c624ac67,ChangeOfUse,992942788,560,1463011,430.1,11,LoadBearing,LegacyCode,Y,N,N,C2,Y,5485560,99.07,63,LIC-60dad887a239,N
2020-04-23,JUR-366373f07b1f,Addition,194754086,302,241184,352.3,35,Composite,ECBC2021,Y,N,N,R1,N,388489,90.45,157,LIC-ad287e201831,N
2019-03-16,JUR-8a57e1d9499d,NewBuild,1012880434,398,585095,424.7,67,Composite,ECBC2021,Y,N,Y,M1,Y,2075472,86.97,152,LIC-0f4dc08db609,Y
2023-10-01,JUR-6373d1e13dc4,ChangeOfUse,1008586795,36,788135,515.1,11,RCC,StateECBC,N,Y,N,M2,N,6911651,68.62,148,LIC-63f143acad0b,N
2020-11-17,JUR-f7b73bc0d484,NewBuild,115292049,132,2499137,340.5,42,Modular,ECBC2017,Y,N,Y,R3,Y,5350699,81.33,116,LIC-a4e73a3bb33d,Y
2022-10-07,JUR-991d24edf82d,Addition,184864196,135,687909,472.3,13,Modular,StateECBC,N,N,Y,M2,N,3366603,83.29,178,LIC-f1e9e0ed43aa,Y
2021-01-14,JUR-0de138e49a33,Renovation,805130017,212,119689,470.2,20,RCC,GreenRatingAligned,Y,N,N,R2,N,2817007,76.05,99,LIC-0ae1fc9c397d,Y
2025-03-25,JUR-037118f8d888,NewBuild,856049984,19,1835095,187.0,26,Precast,ECBC2017,N,Y,Y,M2,N,414922,82.44,91,LIC-2bec89c98662,N
2019-04-04,JUR-b941dbaa430f,Demolition,793774829,175,1428744,434.8,32,SteelFrame,ECBC2021,Y,Y,Y,M1,Y,6707046,57.98,100,LIC-056e15e01ec0,Y
2019-10-19,JUR-cca1fbb66b77,Addition,263976025,376,2439558,326.9,27,Precast,StateECBC,N,N,Y,C2,Y,2559439,83.02,28,LIC-5e2bbd2494b4,Y
2023-11-16,JUR-13c25e0d0538,Renovation,104472911,104,1339794,489.5,32,RCC,ECBC2017,Y,Y,Y,R2,N,5573462,86.34,161,LIC-db5ec0b71c55,N
2020-04-21,JUR-30e20a9d8935,Occupancy,689424930,104,351316,516.4,37,Composite,StateECBC,Y,Y,N,M1,N,2716796,59.42,81,LIC-4a4f09082c46,Y
2022-04-10,JUR-ca33194ad22e,Demolition,432037530,173,1438941,440.9,23,LoadBearing,ECBC2021,N,Y,Y,MixedUse,Y,2580403,64.5,92,LIC-f42b800d02a1,Y
2024-05-28,JUR-0673aa96b014,Occupancy,436090665,114,534771,471.0,56,RCC,GreenRatingAligned,N,N,Y,R2,Y,2198486,83.37,115,LIC-c4810fb4e138,Y
2019-08-30,JUR-e4f316cedc66,NewBuild,827789704,517,537544,270.3,60,Precast,StateECBC,Y,Y,N,MixedUse,Y,7309710,68.2,62,LIC-c2f76d1e4bea,N
2019-11-22,JUR-18914aa2af46,Occupancy,215908163,366,1141437,346.5,57,RCC,GreenRatingAligned,N,Y,N,C1,Y,7619090,62.78,49,LIC-8f8ace93ebb4,Y
2021-04-15,JUR-f4305deb860a,Demolition,262773133,455,2424702,378.0,17,RCC,StateECBC,Y,N,Y,M1,Y,835418,91.51,30,LIC-964b06778631,Y
2024-04-03,JUR-c2efaf6d840b,Renovation,1132764471,584,1794971,116.2,24,Precast,LegacyCode,N,Y,Y,C2,Y,850082,65.61,34,LIC-4f0743739a9e,N
2024-03-03,JUR-8357bda9a89a,Occupancy,1150880403,208,2272173,508.9,33,SteelFrame,GreenRatingAligned,N,Y,N,M1,Y,5385308,78.25,151,LIC-2a316688cfa7,N
2020-09-01,JUR-1cd2ee8e8ba4,Addition,56467465,592,587155,130.6,45,Composite,StateECBC,Y,N,N,C2,N,87588,81.0,24,LIC-5a534b745725,Y
2020-06-23,JUR-42ce04447d09,Renovation,1092322809,505,79804,427.6,30,Precast,StateECBC,N,N,Y,R3,N,7862731,93.78,59,LIC-8ecbbbffa576,N
2022-08-27,JUR-7da4046b4432,Renovation,818812690,175,1364198,11.0,63,Composite,GreenRatingAligned,N,N,Y,M2,N,6748010,85.38,177,LIC-d30ea95ea7dd,Y
2020-01-17,JUR-84e48476863d,Addition,424653624,175,1348447,281.3,38,Precast,ECBC2021,Y,N,N,C1,N,3196553,59.12,210,LIC-82c194d09347,N
2022-07-06,JUR-b48437a0b85b,Addition,152539542,75,655998,134.5,47,LoadBearing,ECBC2017,Y,Y,Y,M2,N,6589760,86.71,173,LIC-e1a94034272e,N
2024-06-24,JUR-2dad101ed7c3,NewBuild,602771834,253,2139460,283.3,32,Precast,StateECBC,N,Y,Y,C2,Y,7944411,70.44,98,LIC-c0d5962620a2,Y
2023-01-11,JUR-f737ce86308b,Occupancy,33417391,76,1036197,267.2,5,Modular,StateECBC,N,N,N,R3,Y,4753756,71.22,110,LIC-bbfafc6f7066,N
2020-01-09,JUR-f705770b4e4d,ChangeOfUse,1045937792,572,2172349,73.4,28,LoadBearing,ECBC2021,N,Y,Y,R2,Y,8090897,71.59,108,LIC-e73c658433b2,Y
2022-01-20,JUR-cb2493c6c8f6,Occupancy,1096964363,102,500117,429.8,51,SteelFrame,LegacyCode,N,Y,Y,R1,N,5335505,61.87,177,LIC-a9f8eb185529,N
2019-12-16,JUR-1a0c41aca212,Occupancy,448423726,121,1230801,362.5,15,SteelFrame,ECBC2017,Y,Y,N,R2,N,5365410,78.65,105,LIC-783d14e74380,N
2023-02-22,JUR-db82d84d0d3a,Occupancy,55591483,405,1905634,280.6,67,Composite,ECBC2021,N,Y,N,M1,N,7806366,82.88,142,LIC-2399b62830c8,N
2023-04-04,JUR-ede447b11c74,ChangeOfUse,826299443,189,1605579,456.3,38,SteelFrame,ECBC2017,Y,Y,N,R2,Y,4392008,93.11,44,LIC-47ea978f0115,Y
2021-10-15,JUR-394e926922c5,NewBuild,943243258,504,283519,496.3,60,RCC,StateECBC,Y,N,N,R1,Y,3086960,97.37,71,LIC-88e7de3cc453,Y
2021-10-11,JUR-86591db72d2f,ChangeOfUse,90379786,492,1115624,141.3,67,SteelFrame,StateECBC,N,Y,Y,R1,N,1035594,94.47,55,LIC-c3c221b94c23,Y
2019-03-11,JUR-27d383b1ff1d,Renovation,1142273089,321,529359,254.2,20,Precast,StateECBC,N,N,N,R1,Y,142659,60.29,38,LIC-026b77be536e,N
2021-04-25,JUR-d794bf35a326,ChangeOfUse,58573531,416,725561,377.7,65,LoadBearing,ECBC2017,N,Y,N,M2,Y,4522111,57.8,215,LIC-eb528a1165a1,N
2023-04-19,JUR-5bed2b39e6c9,Occupancy,273061185,75,407184,367.8,42,RCC,GreenRatingAligned,N,N,N,R3,N,5679608,74.85,59,LIC-609f25aeb745,N
2020-06-21,JUR-0f076b336e21,NewBuild,1067332998,128,804086,210.5,13,Precast,GreenRatingAligned,Y,Y,Y,R2,N,7024497,77.01,75,LIC-bcc8812f77b7,Y
2021-10-29,JUR-dce47905f088,ChangeOfUse,39610212,326,1610658,157.8,7,SteelFrame,StateECBC,Y,N,Y,R2,Y,3161558,61.4,143,LIC-16575db98dd7,N
2023-03-27,JUR-dc6ad8395fd4,ChangeOfUse,511343612,208,1851323,318.2,59,LoadBearing,LegacyCode,Y,N,Y,MixedUse,Y,4953820,62.91,160,LIC-328d0e90ee4c,Y
2020-05-22,JUR-8f560d48fcb3,NewBuild,205132385,65,1773831,447.2,3,RCC,LegacyCode,Y,N,N,C1,Y,1793188,74.07,205,LIC-373578cfb938,N
2019-05-12,JUR-28626f019202,ChangeOfUse,839993392,268,1369757,40.0,64,LoadBearing,GreenRatingAligned,Y,Y,Y,C1,N,2243318,84.3,43,LIC-52f877e77b36,N
2025-01-09,JUR-32b741732eaf,Renovation,482679820,433,331093,474.6,43,LoadBearing,ECBC2021,N,Y,N,C2,N,6824307,59.16,3,LIC-504000e15f26,N
2023-09-09,JUR-fd0618303d55,Renovation,693680418,535,652978,460.7,38,Composite,LegacyCode,Y,N,N,C2,Y,297726,56.31,21,LIC-62f7d5bc413f,Y
2025-04-30,JUR-d76a909c9fdb,Addition,772976322,141,1441747,173.4,34,Composite,StateECBC,N,Y,N,R2,N,522920,86.81,64,LIC-fab4db76748a,N
2024-04-23,JUR-c7180cbdc07e,Demolition,703123018,175,1813976,115.4,68,LoadBearing,GreenRatingAligned,N,Y,N,MixedUse,Y,1380081,61.44,137,LIC-0ba049e74bd3,N
2020-04-17,JUR-e85f8c7d94ee,Renovation,125642366,53,2001892,286.1,37,LoadBearing,ECBC2021,N,Y,N,C1,N,2211213,90.51,111,LIC-305dc9a5f906,N
2020-01-26,JUR-e9ca9daf1bc5,Occupancy,840637115,285,2191458,412.0,25,Modular,LegacyCode,N,Y,N,R2,N,5536964,94.31,205,LIC-f32c4a7b0200,N
2020-06-23,JUR-333400a321da,Renovation,1030752138,507,58949,240.6,44,SteelFrame,ECBC2017,N,Y,Y,M1,N,1637182,85.72,62,LIC-ee402a3d6ca3,Y
2020-05-18,JUR-5dee06cc4647,ChangeOfUse,75088882,579,1010146,361.3,29,SteelFrame,ECBC2017,N,N,Y,R3,Y,8023676,67.33,200,LIC-4dc94fbfc333,N
2023-12-15,JUR-0a6de7b3e8ea,Occupancy,1077467194,67,781393,124.3,58,SteelFrame,GreenRatingAligned,N,N,N,C2,Y,7607059,55.27,175,LIC-06ce532cfd26,Y
2025-11-23,JUR-b47da1a94c23,NewBuild,1025333556,271,707324,76.3,46,RCC,GreenRatingAligned,N,Y,Y,C2,N,5583197,65.84,47,LIC-9b55f09e8ded,N
2024-02-09,JUR-8875fcc55d12,Demolition,988611566,555,801549,202.9,13,RCC,GreenRatingAligned,N,Y,N,R1,Y,8043522,93.39,52,LIC-ac2f01d7c5e0,N
2021-04-30,JUR-e064348a368d,Occupancy,691287215,131,590909,518.0,58,Modular,GreenRatingAligned,Y,Y,Y,C1,N,7917786,77.68,30,LIC-1ecb234bd61b,Y
2024-05-28,JUR-0432e0761718,NewBuild,80927585,215,2318106,298.9,38,RCC,GreenRatingAligned,Y,N,N,MixedUse,Y,5780824,80.55,208,LIC-04a7337201c9,Y
2024-03-29,JUR-e9189e0b4bc8,Occupancy,906441121,493,1904539,237.5,27,Precast,GreenRatingAligned,Y,Y,Y,C1,N,7440398,90.47,51,LIC-ae26cdfe7489,Y
2023-05-28,JUR-b3601e522ab4,Occupancy,207818621,578,2397843,255.6,67,SteelFrame,LegacyCode,Y,Y,Y,R2,Y,8116982,95.3,167,LIC-3b37790e9731,Y
2023-10-31,JUR-86455652b404,Occupancy,663581132,575,841740,160.9,20,Modular,LegacyCode,Y,Y,Y,R2,Y,6108642,75.03,139,LIC-07bee8fa2f5b,N
2021-09-21,JUR-18a05abd6f93,Addition,204133901,210,1128458,183.4,26,LoadBearing,ECBC2021,N,Y,N,R3,Y,3029360,70.12,201,LIC-e3f5a12395d9,N
2020-09-14,JUR-74d15356ff4b,Occupancy,259107877,405,229577,329.4,66,SteelFrame,ECBC2017,Y,Y,Y,C1,N,3148807,65.77,48,LIC-ee5745226f18,N
2022-07-14,JUR-9819f45febf5,Addition,1029841006,64,1728948,27.4,38,RCC,GreenRatingAligned,Y,Y,Y,C1,N,640062,83.03,188,LIC-a9fee6f1d94f,N
2024-01-02,JUR-65f1cb8a9cd7,NewBuild,1179045307,257,132940,98.7,36,Precast,StateECBC,N,N,Y,M1,Y,6518222,90.67,16,LIC-ab1ecc08b363,N
2023-05-23,JUR-d05952f4a254,Demolition,16936294,92,764320,98.4,36,SteelFrame,GreenRatingAligned,N,Y,N,C1,Y,4455555,71.83,41,LIC-c70c442f5542,Y
2025-07-28,JUR-e4998364750a,Addition,736389666,576,2402031,11.9,14,Precast,StateECBC,Y,N,N,C1,N,2516844,74.94,217,LIC-375ca062eecf,Y
2024-09-16,JUR-35cc840a9b50,Renovation,296677590,410,528936,301.8,67,Composite,ECBC2017,N,Y,Y,MixedUse,N,698464,70.1,21,LIC-1394cbd2aa87,N
2024-05-05,JUR-96bf5270d27f,Demolition,180105578,331,639798,327.5,33,Composite,StateECBC,N,Y,Y,C2,Y,3157088,68.45,25,LIC-0635f5d47ac2,Y
2022-02-02,JUR-5fe072903f73,Renovation,969891408,553,319723,510.9,40,Modular,ECBC2021,Y,N,Y,M2,Y,1267952,73.89,142,LIC-9c43c97b1ceb,Y
2025-09-23,JUR-8a5a07c6f1af,Demolition,860594930,436,1905097,428.9,64,Composite,ECBC2017,N,Y,N,C1,Y,6943590,84.86,153,LIC-ca82a2d50f67,Y
2024-10-04,JUR-f65e5fa04013,Demolition,12725741,88,273617,375.7,34,RCC,StateECBC,Y,N,Y,R1,Y,4913105,81.92,163,LIC-a9cfb6744a31,Y
2023-01-06,JUR-eab73c7d42bb,NewBuild,187862770,108,2465512,351.5,39,Precast,ECBC2021,Y,Y,Y,M2,N,3849454,79.78,133,LIC-8242b0cb16ea,Y
2025-11-02,JUR-49e231947941,NewBuild,1181276031,337,1848582,491.8,58,Modular,ECBC2021,Y,N,N,C1,Y,7188469,73.98,72,LIC-ea07d78a8d1a,N
2025-04-06,JUR-8b956e74df8e,ChangeOfUse,264836723,349,601629,244.3,15,Modular,LegacyCode,N,Y,N,M1,N,8411756,60.66,194,LIC-500ffd489a12,N
2020-07-14,JUR-5ca3fb77f1ef,NewBuild,33375795,562,1840702,368.6,54,RCC,GreenRatingAligned,Y,N,N,M1,Y,7436665,61.15,109,LIC-3aeba015a8fa,Y
2024-03-17,JUR-b13cd3bb1cb9,Addition,1066839919,392,1820190,384.9,61,Composite,GreenRatingAligned,N,N,Y,C2,Y,1585903,96.38,166,LIC-bd1c0752c1ff,Y
2025-10-09,JUR-4601bfc5f53a,Demolition,414296789,56,1895619,206.7,48,SteelFrame,StateECBC,N,N,Y,M2,Y,3707178,65.26,59,LIC-f93d6afec1f8,N
2024-03-16,JUR-de42776e5dec,Demolition,569211021,54,510549,75.0,36,Precast,ECBC2017,N,Y,Y,C1,N,5996027,58.19,52,LIC-0891f5a5729f,N
2023-06-08,JUR-0289ab96ba6f,Demolition,234035646,100,1554252,165.6,23,RCC,ECBC2017,N,N,Y,C1,N,7037777,75.88,119,LIC-2a52de4655f9,N
2022-08-04,JUR-9410cc326013,Demolition,801417988,509,51532,291.0,60,Modular,StateECBC,N,N,N,C1,Y,471201,97.69,95,LIC-ce56de9523a3,Y
2023-10-14,JUR-e85c182cd615,Addition,637074301,66,2248161,183.3,6,RCC,ECBC2017,Y,N,N,C2,N,1415089,94.83,144,LIC-277e49055600,N
2024-06-02,JUR-fc59d3c47305,NewBuild,213728707,509,968614,10.5,30,Modular,StateECBC,Y,Y,Y,C2,Y,4149948,63.14,88,LIC-720c2d0edae4,N
2020-02-24,JUR-e84d7f7d7628,Demolition,137658915,302,1850519,256.8,6,Precast,LegacyCode,Y,Y,N,C1,N,1477152,60.38,186,LIC-95bfc5e95280,Y
2019-02-15,JUR-453671e01fb8,Renovation,871173786,70,1077191,102.4,33,LoadBearing,ECBC2017,Y,N,Y,C2,N,7314344,95.12,151,LIC-e14448743ab2,Y
2023-10-12,JUR-4b0ad4f8a55e,Addition,1071494192,357,2446174,208.0,65,Modular,GreenRatingAligned,Y,N,Y,R2,Y,3329034,57.47,156,LIC-1c5873ef3507,N
2025-04-18,JUR-c4207d10ce35,ChangeOfUse,947295488,261,2340683,344.6,37,RCC,GreenRatingAligned,Y,Y,Y,R1,Y,350864,65.95,91,LIC-7316481072c8,N
2021-06-03,JUR-fb6aad341d6f,NewBuild,783594400,123,1612789,172.6,4,Composite,ECBC2017,Y,Y,N,R1,N,7770208,59.1,43,LIC-02b469b4a6a4,Y
2024-10-09,JUR-cf4d9cbcf2e8,Occupancy,995577719,52,2099961,110.6,51,LoadBearing,ECBC2021,N,N,N,C1,N,6388902,70.5,211,LIC-2c27437085f3,N
2020-03-05,JUR-3da148ff53ec,NewBuild,238580909,468,2221170,12.2,69,SteelFrame,StateECBC,N,Y,Y,C1,N,330870,96.74,121,LIC-8031777c6b4c,N
2024-06-11,JUR-d55cffee767f,ChangeOfUse,502614393,497,1071199,288.2,10,Modular,ECBC2021,Y,Y,Y,R2,Y,8461711,86.12,105,LIC-0838e383446c,Y
2020-03-24,JUR-76476f09c123,NewBuild,1150059800,521,1201403,85.5,45,LoadBearing,StateECBC,Y,N,N,M2,N,400562,73.32,92,LIC-6df9f6c112a9,Y
2025-08-24,JUR-bdf0f1ba3ad3,Demolition,530902540,519,1424226,384.4,22,Modular,LegacyCode,N,N,N,MixedUse,N,5299775,98.59,155,LIC-d19bb9dcdd1d,N
2021-03-04,JUR-25b673e3c3de,Occupancy,50194009,439,1939931,63.4,17,Composite,ECBC2021,N,Y,Y,M1,N,7439113,68.52,152,LIC-5181caa6a7c6,Y
2025-08-10,JUR-352b84b8aab8,Renovation,535373811,568,1060657,15.8,17,Composite,GreenRatingAligned,Y,Y,Y,R3,N,869270,78.77,20,LIC-3568894474f8,N
2025-07-20,JUR-e490295b1084,Occupancy,735621819,593,661028,274.3,32,Composite,ECBC2017,N,Y,N,R2,N,1247540,60.33,130,LIC-a65ce1f6f19f,N
2020-05-13,JUR-4473a86c3862,Addition,947503507,180,987833,97.6,48,Precast,ECBC2021,N,N,N,R3,N,4483624,82.72,83,LIC-2f3b69058849,N
2020-01-11,JUR-4d139829b425,Demolition,896493213,225,1095599,370.4,68,Modular,StateECBC,Y,Y,N,C2,Y,1511790,95.26,31,LIC-da32fc71ae4b,Y
2019-08-13,JUR-e58f673ef070,ChangeOfUse,437799863,68,734298,224.2,27,SteelFrame,LegacyCode,Y,N,N,R3,N,1362939,65.74,183,LIC-c01a69584513,N
2022-08-29,JUR-a0d8e26bfb57,Addition,193738329,106,1388735,99.9,6,RCC,ECBC2017,N,N,N,R2,N,844676,77.36,15,LIC-5360409298cc,Y
2021-02-16,JUR-ab845d6be672,Occupancy,1030558287,179,110294,124.6,23,RCC,LegacyCode,N,N,N,MixedUse,Y,4287233,61.97,36,LIC-fd7a3166212d,Y
2024-11-15,JUR-3d8bf6aea6f7,ChangeOfUse,996605861,183,2263948,345.5,60,LoadBearing,LegacyCode,Y,Y,Y,MixedUse,N,7369423,67.08,113,LIC-e2b948cd3121,Y
2022-12-31,JUR-53a04b3a03a7,Occupancy,395759894,382,42107,389.0,60,SteelFrame,StateECBC,Y,Y,N,R2,Y,4221158,62.14,164,LIC-14a91fdf3706,Y
2019-11-06,JUR-426b40a8a117,Renovation,837894814,324,404000,505.2,5,Composite,ECBC2021,Y,N,Y,R3,N,5210633,91.08,40,LIC-fb8759ca3a89,Y
2024-11-02,JUR-faa72e4b955c,NewBuild,844044538,154,1122515,196.3,45,LoadBearing,StateECBC,N,Y,N,M2,N,437094,57.18,155,LIC-fdab34c6ad3a,Y
2019-10-13,JUR-ca8ec9d58d1e,Renovation,889811669,522,219535,284.1,52,SteelFrame,ECBC2017,Y,N,Y,C1,N,7826322,71.36,131,LIC-6ce2b9cd2b01,Y
2022-01-14,JUR-d79bf8f56a6e,Addition,359214283,112,213606,311.7,55,Precast,StateECBC,N,Y,N,R3,Y,8021317,81.41,181,LIC-d50ada0cdbfe,N
2023-08-03,JUR-5531521cfa10,Addition,892825104,569,2475156,428.2,29,Composite,ECBC2021,Y,Y,Y,R3,N,6915950,66.43,156,LIC-083b7a8278e9,Y
2021-02-19,JUR-7bb48b710695,Demolition,1123518909,364,630563,187.3,24,LoadBearing,StateECBC,N,Y,Y,R2,Y,4933035,84.35,174,LIC-a87eba1c6243,Y
2021-04-11,JUR-7b752a12afd1,NewBuild,340000173,130,1235768,362.9,27,SteelFrame,StateECBC,Y,N,Y,C1,Y,3172318,63.92,183,LIC-d59a45530d59,N
2020-06-01,JUR-818adc757ff6,Occupancy,118037375,44,1778252,499.2,37,Composite,GreenRatingAligned,Y,N,N,C2,N,7455041,55.74,151,LIC-f15eee30b2e8,N
2023-11-05,JUR-c09481d75b69,NewBuild,323803898,278,1406474,485.0,65,SteelFrame,ECBC2017,N,N,Y,M1,Y,346102,85.77,54,LIC-06b14c166e02,N
2025-02-08,JUR-1bf1529014c0,NewBuild,277520307,106,1334084,325.8,68,Precast,StateECBC,N,N,N,MixedUse,N,1195106,67.42,104,LIC-85306c173ab9,Y
2019-01-23,JUR-1c0819bc503a,ChangeOfUse,592379239,59,976818,280.9,63,SteelFrame,LegacyCode,Y,Y,N,M2,Y,8041768,98.28,122,LIC-642298541327,Y
2025-05-03,JUR-b5fc953df085,NewBuild,349671387,579,2421056,223.4,12,Modular,LegacyCode,Y,N,N,M2,N,3193694,96.28,82,LIC-af2981431cd9,Y
2020-12-10,JUR-963f8d34dd07,NewBuild,526961363,13,600729,291.3,22,LoadBearing,ECBC2021,Y,N,Y,M1,Y,2566945,93.05,92,LIC-61d3560ec685,N
2019-04-14,JUR-798ac2bed8d9,Demolition,1152369120,284,1720653,421.9,50,LoadBearing,ECBC2021,N,Y,Y,C2,Y,2097301,83.24,201,LIC-81c1940959a1,N
2019-11-09,JUR-5ff01d635cf6,Occupancy,551239800,133,250278,349.9,31,SteelFrame,StateECBC,N,Y,N,C2,N,2938188,68.81,74,LIC-592b4967d9c9,N
2022-05-12,JUR-a86d815470a4,NewBuild,382143564,315,1110784,410.2,68,Modular,GreenRatingAligned,Y,Y,Y,R1,Y,5371185,85.33,92,LIC-2675dfe90304,N
2021-11-27,JUR-bbd83084b61d,Demolition,7656588,87,1331788,36.6,64,Precast,ECBC2021,Y,N,N,M2,Y,2355576,94.91,133,LIC-2c161c573d96,Y
2025-03-28,JUR-2d3dc5b7ebc1,NewBuild,1070736135,237,1730601,156.0,13,Precast,StateECBC,Y,N,N,R1,N,1212112,83.67,50,LIC-8de1895406da,N
2020-10-19,JUR-5f6038bfcbd5,NewBuild,211620819,83,1974201,109.4,61,Precast,StateECBC,N,N,N,M1,Y,5237773,96.56,128,LIC-a168a474a0ac,Y
2020-12-03,JUR-ed631df0c334,Demolition,159594810,14,465495,50.9,48,RCC,StateECBC,N,N,N,R1,Y,3796797,67.89,79,LIC-c4171bbc1bb6,Y
