care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2021-08,QMEAS-216,11543,77467,HCC,4.13,3.786,0.319,1.201,89.16,84.51,9.615,8.255,12.079,89.43,42.42,1.88,Y,N,FailedChecks
2021-07,QMEAS-785,30687,113177,None,3.95,7.807,6.164,13.767,81.12,95.08,2.072,3.686,13.883,44.33,92.52,1.352,N,N,Provisional
2025-01,QMEAS-700,16006,59141,HCC,2.29,0.586,15.507,20.923,68.92,50.69,15.275,5.265,14.977,68.55,77.72,1.377,Y,N,Validated
2023-07,QMEAS-229,34630,86126,None,4.33,5.586,10.955,10.863,55.38,89.46,1.729,9.882,10.941,60.62,31.76,0.351,Y,Y,Provisional
2023-04,QMEAS-111,24010,94828,HCC,1.54,2.058,13.348,16.065,49.11,6.49,21.313,3.046,14.981,65.96,53.95,2.149,Y,N,Validated
2022-02,QMEAS-532,2267,2006,HCC,2.8,6.741,14.53,14.374,16.71,98.73,6.461,5.888,6.759,92.7,62.66,2.118,N,Y,Validated
2025-10,QMEAS-919,16737,11818,CustomRA,3.04,3.253,10.398,7.4,52.32,64.13,10.416,1.199,14.369,61.4,44.87,1.059,Y,N,FailedChecks
2022-07,QMEAS-402,33693,21080,None,1.67,7.638,14.977,9.923,45.29,83.05,13.726,4.82,5.157,70.34,97.35,1.257,N,N,NotSubmitted
2022-10,QMEAS-383,18005,95011,CustomRA,3.48,8.85,2.416,9.052,19.13,64.95,14.794,9.302,0.263,56.97,43.36,0.549,Y,N,FailedChecks
2020-09,QMEAS-691,35182,98904,DRG,4.14,5.533,11.074,18.816,25.46,76.98,18.884,3.494,9.818,55.05,63.05,0.725,Y,Y,NotSubmitted
2020-07,QMEAS-396,14145,82310,CustomRA,2.8,2.266,6.67,2.503,35.87,73.19,0.975,9.767,1.808,56.85,95.39,1.976,N,N,Validated
2022-04,QMEAS-887,35253,77481,HCC,2.71,1.151,14.559,20.857,61.15,72.89,7.523,2.125,9.091,66.45,91.05,0.625,Y,Y,Validated
2022-10,QMEAS-809,7255,35065,None,3.15,6.558,8.04,14.226,33.84,46.0,8.279,9.515,8.95,24.05,35.08,1.955,Y,Y,Validated
2022-06,QMEAS-272,32111,12448,None,4.54,9.389,5.714,3.762,58.18,22.35,9.271,3.191,9.637,36.55,51.25,0.361,N,Y,NotSubmitted
2021-05,QMEAS-914,40689,93369,None,4.05,4.845,11.006,0.881,91.1,46.9,24.361,0.432,9.443,72.78,22.85,1.099,Y,N,NotSubmitted
2021-02,QMEAS-211,14012,43794,CustomRA,2.61,5.186,3.66,9.854,71.88,47.88,14.659,8.117,8.913,90.5,56.27,1.479,N,Y,Validated
2023-01,QMEAS-263,35371,34888,None,3.28,9.358,9.739,0.206,16.92,83.26,7.169,7.313,11.987,52.86,95.74,0.368,Y,N,FailedChecks
2024-07,QMEAS-326,36831,3658,APRDRG,1.29,2.373,7.824,8.227,9.59,99.47,19.919,4.365,13.228,95.34,51.73,1.43,N,Y,Provisional
2025-02,QMEAS-317,43549,99612,CustomRA,1.26,1.878,3.756,11.105,67.16,66.8,16.328,5.317,13.769,24.36,70.38,1.558,N,Y,Provisional
2025-07,QMEAS-417,44189,111851,None,3.06,1.482,17.682,16.75,44.51,13.84,11.212,6.213,13.886,85.29,75.34,1.097,Y,Y,Provisional
2022-06,QMEAS-919,10532,100001,None,4.2,5.856,17.112,7.62,92.02,57.98,0.185,8.37,0.185,77.85,44.88,1.954,N,N,FailedChecks
2024-02,QMEAS-321,23826,74118,CustomRA,2.48,7.6,17.95,15.813,62.05,59.43,13.338,7.658,12.86,37.73,68.08,1.357,N,Y,Provisional
2024-07,QMEAS-737,34066,58693,CustomRA,4.69,4.875,17.094,12.194,92.47,35.39,13.654,7.306,11.477,37.0,95.42,1.871,Y,N,NotSubmitted
2022-03,QMEAS-127,45772,70548,CustomRA,4.76,1.29,0.306,16.849,76.88,27.5,7.357,5.699,13.092,33.38,43.2,1.819,Y,Y,NotSubmitted
2022-06,QMEAS-939,310,30485,APRDRG,1.29,9.82,9.461,20.426,71.96,9.96,24.541,3.131,3.902,61.9,81.5,1.975,Y,N,FailedChecks
2025-10,QMEAS-241,49382,112374,None,3.51,8.002,17.634,11.466,24.32,9.99,12.733,9.157,13.186,76.79,52.08,0.433,Y,N,NotSubmitted
2024-03,QMEAS-410,6327,44564,HCC,1.16,2.17,15.471,8.404,57.97,82.81,4.824,1.694,3.123,75.97,26.16,1.694,N,N,Provisional
2021-05,QMEAS-417,20930,35552,APRDRG,1.66,0.202,3.638,12.687,26.51,75.89,15.754,6.752,5.762,28.32,91.01,1.43,N,Y,FailedChecks
2024-03,QMEAS-189,32555,119010,DRG,2.18,9.008,16.171,3.503,18.81,38.27,23.314,8.08,7.274,50.98,45.16,0.505,N,N,Provisional
2022-03,QMEAS-974,28172,3498,CustomRA,3.92,1.506,15.11,12.475,68.52,17.34,5.488,7.389,2.56,54.53,48.85,0.331,Y,N,Provisional
2025-10,QMEAS-802,24575,8059,HCC,4.84,3.865,11.414,13.571,20.15,9.32,3.689,5.466,6.746,33.07,38.15,2.133,Y,N,FailedChecks
2023-06,QMEAS-816,25899,114539,CustomRA,3.61,7.828,13.259,0.858,96.21,57.44,2.916,2.74,2.028,61.3,44.48,1.132,Y,Y,FailedChecks
2021-06,QMEAS-934,8720,59550,CustomRA,2.83,0.458,3.171,20.69,91.71,46.0,8.828,6.36,4.918,46.09,57.96,1.35,Y,Y,Provisional
2020-05,QMEAS-584,3047,66572,DRG,1.46,9.081,9.618,15.455,13.81,39.45,16.805,4.244,13.85,20.99,40.09,1.161,Y,N,NotSubmitted
2024-06,QMEAS-798,8638,16493,APRDRG,4.26,2.286,8.821,14.816,27.81,23.09,22.963,7.136,4.938,49.64,75.72,1.044,Y,N,Validated
2020-11,QMEAS-431,27735,23287,CustomRA,2.68,10.27,1.651,11.381,65.95,94.76,15.488,4.605,6.708,69.37,76.89,0.541,N,N,Provisional
2020-08,QMEAS-485,28406,7976,APRDRG,2.76,2.379,1.046,10.885,89.17,71.66,22.817,8.339,10.591,35.15,76.73,1.251,Y,Y,NotSubmitted
2025-05,QMEAS-172,17295,77136,None,4.87,8.831,9.127,17.177,60.82,58.76,17.618,2.673,9.441,83.27,70.52,0.507,N,N,Validated
2020-01,QMEAS-397,30934,95701,DRG,3.44,0.605,5.874,14.389,76.09,74.31,3.467,3.566,12.321,98.53,33.38,0.587,Y,Y,Validated
2020-03,QMEAS-437,36567,4526,CustomRA,1.35,6.588,6.867,12.866,85.06,41.55,16.541,3.125,9.747,49.77,52.19,1.695,Y,N,NotSubmitted
2025-10,QMEAS-774,10957,27540,CustomRA,1.93,8.866,3.78,0.467,38.24,81.25,11.219,9.848,3.353,99.34,30.35,0.676,Y,N,Validated
2022-08,QMEAS-696,31491,9291,HCC,3.49,9.148,8.705,6.956,35.25,59.13,23.725,2.03,6.826,84.29,54.96,1.976,Y,N,FailedChecks
2022-05,QMEAS-576,37353,6652,CustomRA,1.78,4.407,16.819,16.365,54.59,56.07,13.464,5.021,11.753,87.16,90.39,2.087,Y,N,Validated
2025-11,QMEAS-736,29415,61562,None,2.99,2.808,9.875,2.116,82.51,51.99,16.233,8.127,1.528,80.79,49.97,0.394,N,Y,FailedChecks
2020-08,QMEAS-497,37953,113674,APRDRG,2.81,2.819,9.272,7.963,64.4,76.72,8.117,5.741,13.279,87.25,61.53,0.393,Y,Y,Provisional
2020-03,QMEAS-893,45407,19344,CustomRA,4.1,0.957,8.795,14.847,71.44,96.92,9.807,6.412,13.819,80.78,23.03,0.342,Y,Y,Validated
2021-01,QMEAS-428,34846,65738,DRG,2.63,6.49,2.443,16.782,84.79,40.23,6.5,0.522,1.123,84.16,20.89,1.991,N,Y,NotSubmitted
2023-09,QMEAS-558,1295,77755,CustomRA,3.74,4.45,2.35,7.33,83.29,61.35,11.365,6.698,13.228,41.44,21.11,0.946,N,N,NotSubmitted
2022-01,QMEAS-129,23771,87996,HCC,3.57,1.163,5.016,9.651,74.63,2.18,0.26,4.874,10.592,96.56,61.71,2.051,Y,Y,Validated
2025-09,QMEAS-230,28444,75874,APRDRG,1.16,10.486,12.952,18.193,7.77,26.21,5.611,7.894,0.768,29.24,73.72,0.472,Y,N,NotSubmitted
2022-12,QMEAS-985,20303,63157,DRG,1.15,11.23,16.547,13.683,76.57,78.38,20.739,4.581,10.812,86.64,67.29,0.922,N,Y,NotSubmitted
2025-09,QMEAS-420,20380,10237,DRG,4.49,11.501,1.748,8.174,76.89,93.16,1.301,2.031,4.955,82.25,76.5,2.042,N,N,Provisional
2025-07,QMEAS-348,39269,61004,DRG,1.8,6.245,11.298,13.46,19.3,31.97,17.157,4.818,2.235,72.11,28.47,1.555,N,N,FailedChecks
2024-10,QMEAS-918,43154,58502,HCC,1.53,3.296,16.779,20.783,19.86,82.06,2.929,1.98,9.23,22.21,47.97,2.016,N,N,Validated
2020-06,QMEAS-834,45301,50223,HCC,2.7,0.081,14.232,7.701,38.11,46.98,23.804,6.034,12.726,44.54,86.79,0.958,Y,Y,Validated
2025-07,QMEAS-560,42692,8865,HCC,3.01,0.801,6.953,2.562,94.77,34.74,13.226,4.11,6.248,92.23,28.97,2.031,Y,N,FailedChecks
2020-08,QMEAS-976,48715,111813,None,1.15,8.29,17.573,3.684,49.74,36.25,6.959,8.353,1.567,54.26,52.33,1.31,N,Y,NotSubmitted
2025-03,QMEAS-931,47071,113286,DRG,1.82,2.712,13.47,15.128,96.73,28.85,17.648,1.368,7.359,60.03,43.4,1.139,Y,Y,Validated
2022-02,QMEAS-291,24151,107809,CustomRA,3.98,10.148,3.406,20.53,62.34,61.83,16.497,8.593,3.054,33.03,55.59,1.075,Y,Y,FailedChecks
2022-07,QMEAS-113,10480,14769,APRDRG,4.54,1.124,8.77,6.62,24.23,56.16,14.947,9.514,3.244,68.82,25.97,1.503,Y,Y,Provisional
2024-08,QMEAS-467,44017,79265,CustomRA,3.99,1.213,10.024,15.299,75.79,96.97,16.204,9.002,13.669,96.99,68.35,1.988,Y,N,Provisional
2020-09,QMEAS-386,45123,32656,DRG,1.0,4.955,9.821,10.061,81.95,79.86,1.847,7.118,3.62,68.43,56.16,1.733,N,N,NotSubmitted
2024-08,QMEAS-886,22806,85523,APRDRG,2.65,8.415,13.157,20.814,27.59,72.7,18.315,8.134,1.337,43.14,70.81,0.704,Y,N,FailedChecks
2025-05,QMEAS-407,20603,98343,DRG,4.77,7.136,6.948,11.609,49.87,81.17,9.303,2.0,5.445,65.53,22.27,2.051,N,Y,Validated
2025-03,QMEAS-459,41680,72906,APRDRG,2.92,2.357,4.02,10.445,24.26,24.4,11.23,7.476,12.677,72.23,52.98,1.981,Y,Y,NotSubmitted
2023-04,QMEAS-532,43675,87173,CustomRA,2.2,10.268,3.987,2.992,56.56,45.35,7.242,4.571,2.867,59.07,30.47,1.314,N,N,FailedChecks
2025-10,QMEAS-595,37546,62303,DRG,4.16,0.457,4.3,3.621,28.63,82.38,18.461,4.345,6.785,66.78,35.64,1.56,N,N,Validated
2023-10,QMEAS-760,17207,80214,CustomRA,4.24,4.079,13.659,6.85,48.44,6.14,17.996,0.579,6.884,33.25,25.16,1.85,Y,Y,FailedChecks
2023-11,QMEAS-208,29390,53068,None,1.99,11.106,13.931,15.545,57.03,48.34,3.591,7.305,12.595,89.79,35.28,2.075,N,N,FailedChecks
2022-11,QMEAS-311,44590,80373,DRG,3.12,8.669,12.309,16.398,49.19,54.72,16.748,9.084,9.416,59.61,26.44,1.173,Y,N,FailedChecks
2020-12,QMEAS-894,28418,107523,CustomRA,1.88,10.996,6.811,1.34,56.21,45.72,13.192,8.463,2.53,67.49,58.74,1.793,N,Y,Validated
2020-04,QMEAS-462,26673,91103,HCC,3.59,8.406,4.428,7.922,42.56,59.55,14.66,2.066,11.847,20.35,65.31,0.358,N,Y,Validated
2023-04,QMEAS-647,29479,32552,DRG,1.83,3.643,16.913,18.086,60.64,43.79,2.845,7.629,6.258,33.31,42.11,0.966,N,Y,Validated
2022-07,QMEAS-519,18438,60861,DRG,3.49,6.315,3.111,11.474,73.3,75.22,12.642,9.107,6.001,36.63,44.33,1.118,Y,N,Provisional
2021-01,QMEAS-865,18637,107445,HCC,1.2,9.906,15.66,0.425,53.99,68.91,21.604,7.39,3.677,78.22,84.46,1.783,N,N,Validated
2024-07,QMEAS-269,44699,99262,DRG,1.83,10.119,13.4,0.415,27.25,90.84,10.678,2.077,11.686,25.74,37.02,0.705,Y,N,Provisional
2020-01,QMEAS-100,5477,24724,HCC,3.03,9.367,9.207,13.607,24.48,31.29,9.22,1.967,3.149,78.99,68.29,0.698,Y,Y,Validated
2024-01,QMEAS-956,42721,20754,DRG,2.24,1.046,8.229,21.931,68.36,41.41,5.401,6.431,13.329,48.62,45.03,0.971,Y,Y,NotSubmitted
2023-10,QMEAS-170,20973,108502,APRDRG,1.24,3.946,11.287,16.241,18.72,41.15,24.156,9.746,13.781,63.13,81.88,1.303,Y,Y,NotSubmitted
2025-08,QMEAS-672,34424,101097,DRG,3.99,4.493,2.793,10.568,36.34,97.32,13.122,7.145,9.876,54.87,68.25,0.34,N,N,Validated
2022-01,QMEAS-888,29173,49668,CustomRA,2.42,11.586,7.342,4.631,5.43,46.36,15.5,7.285,11.973,47.46,86.2,2.141,N,N,Validated
2021-12,QMEAS-540,33343,59690,CustomRA,4.61,4.428,5.148,2.378,28.27,34.2,0.18,7.533,5.168,54.58,56.23,2.069,N,Y,FailedChecks
2024-11,QMEAS-132,48019,102185,HCC,2.12,10.469,2.27,19.177,16.24,50.98,18.433,8.555,13.939,25.91,38.68,2.025,Y,Y,NotSubmitted
2024-08,QMEAS-261,2897,6083,APRDRG,1.56,5.804,1.768,3.8,62.27,63.91,10.121,7.597,0.253,86.1,72.68,0.698,Y,N,FailedChecks
2025-01,QMEAS-789,19606,37058,CustomRA,2.32,3.409,6.642,13.58,90.33,4.35,9.737,9.441,13.796,49.82,70.95,1.775,N,Y,Validated
2023-06,QMEAS-324,3024,62152,CustomRA,2.4,10.19,8.831,9.582,67.69,25.06,13.246,2.939,13.728,57.39,26.11,0.508,Y,Y,Provisional
2021-07,QMEAS-127,42624,5193,APRDRG,3.07,0.37,17.693,18.442,47.62,60.66,24.114,8.673,0.781,62.25,46.22,0.729,Y,N,FailedChecks
2021-10,QMEAS-638,36067,67032,CustomRA,4.13,6.2,12.225,16.522,58.03,68.9,5.862,5.996,11.696,52.23,92.56,0.764,N,Y,NotSubmitted
2021-12,QMEAS-486,9509,98017,DRG,2.4,11.006,9.206,8.98,77.06,31.9,8.864,3.465,13.269,22.2,72.85,0.567,N,Y,NotSubmitted
2024-02,QMEAS-966,47673,25057,CustomRA,4.06,0.271,14.7,15.922,16.79,24.7,0.006,7.698,11.261,61.35,63.29,1.742,Y,N,Validated
2022-02,QMEAS-923,28255,114160,None,3.55,7.589,15.366,12.467,37.86,99.57,6.843,5.554,6.475,59.27,38.93,1.486,N,N,NotSubmitted
2023-08,QMEAS-552,30481,101290,HCC,1.44,5.426,15.356,11.22,32.57,81.45,7.191,9.696,9.354,72.63,76.48,1.116,N,Y,Validated
2020-01,QMEAS-509,9154,91695,DRG,4.29,8.778,7.685,18.885,17.32,28.2,5.669,7.103,0.333,92.99,35.15,1.872,Y,Y,Validated
2022-07,QMEAS-312,41538,21968,DRG,3.26,2.125,8.169,6.402,87.58,73.17,22.527,5.709,5.249,66.86,38.0,1.048,Y,Y,FailedChecks
2020-05,QMEAS-860,17354,18045,DRG,2.74,3.974,9.686,19.347,94.9,89.13,15.974,9.784,14.037,28.22,82.75,1.432,N,Y,FailedChecks
2024-07,QMEAS-809,18687,87408,CustomRA,2.26,7.31,11.129,5.209,98.62,12.43,7.281,5.881,11.703,75.83,72.73,0.441,N,Y,NotSubmitted
2024-03,QMEAS-390,19827,27093,CustomRA,4.71,3.255,12.526,6.38,31.86,48.8,0.811,3.992,6.853,66.7,54.57,0.682,N,N,Validated
2023-07,QMEAS-766,44901,54421,CustomRA,4.96,8.237,4.241,2.205,7.53,68.24,14.244,6.679,12.964,89.82,37.17,1.05,N,Y,Validated
2025-11,QMEAS-562,15421,58530,DRG,1.7,6.405,13.182,3.272,90.89,28.34,10.815,2.433,2.662,94.05,97.04,0.492,N,Y,Provisional
2021-06,QMEAS-149,12201,100288,CustomRA,1.6,9.548,16.765,1.59,90.02,79.19,6.191,1.021,4.471,60.58,94.75,0.732,Y,Y,FailedChecks
2021-01,QMEAS-107,24374,82281,None,2.36,4.092,0.274,15.613,95.1,30.3,8.464,9.911,5.47,76.09,37.93,1.922,N,Y,NotSubmitted
2023-01,QMEAS-164,32023,78122,CustomRA,1.7,10.877,8.632,1.783,5.7,76.3,14.04,8.617,7.024,73.29,63.15,1.982,N,Y,Validated
2024-12,QMEAS-909,42125,36590,APRDRG,4.5,10.058,1.201,16.18,65.03,46.63,2.036,3.919,3.056,20.73,98.91,1.309,Y,Y,Provisional
2020-05,QMEAS-626,1616,47369,DRG,3.08,6.295,4.977,10.971,28.65,75.95,18.348,5.71,13.95,72.39,57.91,1.109,Y,Y,Validated
2024-09,QMEAS-992,20969,118755,APRDRG,2.43,3.9,15.337,16.207,30.49,42.63,7.822,4.679,13.297,44.5,43.37,1.175,Y,Y,Provisional
2021-10,QMEAS-259,19624,20225,APRDRG,2.84,8.47,17.729,18.368,35.87,84.13,5.804,6.724,2.667,97.2,70.99,1.015,N,Y,Provisional
2021-10,QMEAS-863,13191,47620,DRG,3.15,6.519,6.598,8.133,82.25,95.88,1.956,9.633,0.514,77.23,32.01,2.087,N,Y,Validated
2022-03,QMEAS-492,5213,100173,DRG,1.87,4.567,2.656,16.141,11.75,78.65,0.921,3.4,3.145,63.86,64.98,0.762,Y,Y,Validated
2025-08,QMEAS-286,4637,556,None,2.01,6.276,12.7,2.128,4.74,1.98,1.164,3.098,5.655,48.95,77.12,1.932,Y,N,Provisional
2020-05,QMEAS-621,13339,48430,HCC,3.26,6.929,8.881,19.616,70.08,66.93,5.967,3.755,9.053,21.83,66.68,2.07,Y,N,NotSubmitted
2023-03,QMEAS-426,2966,112795,DRG,1.57,2.086,5.603,5.695,49.96,69.0,21.109,9.471,8.768,78.71,96.85,2.022,Y,N,Validated
2024-03,QMEAS-352,35047,119444,CustomRA,3.6,9.877,2.969,15.485,71.83,65.49,19.309,2.517,2.888,73.87,68.41,1.275,N,N,FailedChecks
2023-06,QMEAS-327,17429,114890,APRDRG,2.45,7.163,7.332,6.252,83.34,26.52,13.817,3.249,13.79,25.71,94.77,0.446,N,N,Validated
2021-12,QMEAS-723,25524,29519,CustomRA,1.04,10.93,6.355,18.963,49.33,91.35,2.744,1.198,4.701,27.96,35.8,0.684,Y,N,FailedChecks
2025-05,QMEAS-338,4369,12787,APRDRG,3.19,5.224,7.427,21.573,20.46,9.53,10.236,2.844,13.233,97.5,97.1,1.468,Y,Y,NotSubmitted
2020-12,QMEAS-570,12189,84076,CustomRA,4.23,3.908,13.964,14.297,44.57,75.91,1.059,7.939,13.884,85.96,80.18,0.695,N,Y,FailedChecks
2020-08,QMEAS-592,2186,109457,HCC,3.13,4.619,12.213,18.527,42.82,13.88,24.951,4.258,5.853,62.82,72.74,1.658,Y,Y,FailedChecks
2023-07,QMEAS-197,19375,101634,HCC,3.77,7.764,15.061,6.905,13.75,80.98,1.802,3.882,12.264,58.05,36.11,0.6,Y,N,Validated
2020-06,QMEAS-141,45076,55466,HCC,2.79,11.189,6.557,10.857,29.96,96.67,23.348,6.626,0.732,77.74,74.38,2.115,Y,N,FailedChecks
2024-01,QMEAS-232,49906,57467,HCC,3.83,10.217,0.591,19.258,4.13,76.57,0.876,0.139,13.191,36.15,32.28,1.034,Y,Y,FailedChecks
2020-12,QMEAS-136,14264,67930,CustomRA,3.93,4.564,10.57,12.137,99.9,72.78,0.474,9.949,12.438,41.72,93.71,0.677,Y,Y,Validated
2020-09,QMEAS-947,48032,69487,HCC,2.95,8.956,16.638,10.286,11.88,80.8,12.421,7.687,5.468,81.06,50.1,0.84,N,N,Provisional
2023-03,QMEAS-292,47005,71512,DRG,3.45,1.886,5.849,5.055,61.38,64.12,7.283,8.285,1.271,58.32,77.98,0.673,Y,N,Validated
2022-06,QMEAS-278,37143,108634,APRDRG,4.29,7.896,1.964,18.148,28.57,40.18,17.145,0.358,8.114,42.8,74.55,1.243,N,Y,Provisional
2020-09,QMEAS-969,12497,85184,DRG,2.41,2.834,10.356,8.54,28.63,9.74,18.483,4.616,3.956,53.69,26.69,0.625,Y,Y,FailedChecks
2025-06,QMEAS-141,8416,62955,APRDRG,1.59,11.775,5.074,6.543,90.76,94.03,9.812,1.368,0.131,69.1,52.86,1.448,Y,N,Provisional
2021-08,QMEAS-522,9946,112091,CustomRA,3.75,3.763,2.478,2.043,48.57,19.8,22.632,3.937,2.484,52.64,60.07,1.699,N,N,Provisional
2023-05,QMEAS-607,20138,68591,None,2.83,9.235,14.023,15.653,89.6,16.48,18.465,7.374,8.171,71.08,89.8,1.384,Y,Y,NotSubmitted
2021-12,QMEAS-912,28661,51590,DRG,2.32,3.878,8.119,3.633,40.33,10.22,16.459,7.641,13.74,63.96,96.44,1.072,N,N,FailedChecks
2023-07,QMEAS-183,9186,65521,HCC,4.0,4.41,1.621,3.503,61.13,94.69,18.513,9.644,8.345,83.26,34.16,1.226,Y,Y,Provisional
2023-04,QMEAS-911,4708,62911,CustomRA,3.14,11.751,14.906,4.362,87.02,27.94,6.254,2.389,11.663,89.0,77.38,1.144,N,Y,Provisional
2024-10,QMEAS-789,39063,75528,HCC,3.28,1.879,13.64,8.484,33.58,47.71,24.567,0.777,9.183,47.98,74.31,0.763,Y,Y,NotSubmitted
2021-08,QMEAS-429,17016,16491,DRG,1.1,4.143,7.433,12.846,43.03,11.55,13.839,2.786,3.509,63.28,33.04,1.86,Y,N,NotSubmitted
2024-06,QMEAS-554,18533,34914,HCC,3.29,7.016,14.406,11.261,67.97,12.55,17.817,5.401,2.78,98.81,24.54,1.336,Y,N,Validated
2020-11,QMEAS-171,25562,43149,None,2.27,2.856,3.127,17.186,40.6,32.07,23.595,1.721,1.879,63.01,87.84,1.146,Y,N,NotSubmitted
2023-05,QMEAS-780,28913,15569,None,3.09,3.556,1.559,1.029,90.84,85.41,23.497,9.502,10.784,23.77,88.05,1.117,Y,N,Provisional
2020-03,QMEAS-760,32629,47917,HCC,2.07,4.408,5.972,20.86,80.74,23.65,2.935,5.929,12.908,81.73,29.11,1.317,N,Y,NotSubmitted
2022-02,QMEAS-557,14719,30080,None,3.17,5.096,12.444,13.105,46.77,5.54,11.047,3.54,5.509,29.4,73.31,1.542,Y,N,Provisional
2021-01,QMEAS-465,28163,107503,None,1.13,2.732,9.857,21.237,35.4,42.37,1.107,7.504,4.91,80.04,27.39,2.097,N,Y,FailedChecks
2020-04,QMEAS-309,33036,55719,None,3.39,10.574,0.088,4.479,96.62,30.16,11.874,7.908,7.296,46.27,93.34,0.581,N,Y,Provisional
2020-09,QMEAS-468,29808,34139,APRDRG,4.58,2.876,3.014,21.583,98.3,12.73,20.928,6.313,12.316,27.9,94.49,1.695,N,Y,Validated
2020-01,QMEAS-740,6285,27404,None,4.38,3.876,4.874,16.33,54.35,75.49,11.026,1.089,9.935,23.45,45.03,1.357,N,N,Provisional
2022-05,QMEAS-116,21861,5616,APRDRG,3.6,10.911,10.323,14.044,28.33,17.12,19.048,9.56,12.634,38.01,83.96,0.921,N,Y,Validated
2020-06,QMEAS-914,9201,118757,HCC,3.59,9.718,4.175,12.053,28.39,76.45,7.323,4.322,3.457,21.16,63.29,1.263,N,N,Provisional
2021-03,QMEAS-900,26608,34283,CustomRA,2.65,4.709,8.293,10.249,23.57,50.83,15.366,1.665,2.096,63.27,74.52,0.577,Y,N,FailedChecks
2021-10,QMEAS-970,1536,85100,APRDRG,4.24,1.853,12.889,11.321,19.51,25.14,12.402,4.468,1.754,78.13,24.88,1.918,N,Y,NotSubmitted
2023-08,QMEAS-570,17158,86722,DRG,4.95,1.91,10.782,15.32,72.86,16.6,8.314,2.287,5.751,90.36,32.04,0.822,Y,Y,Validated
2023-05,QMEAS-282,34317,42776,CustomRA,4.96,7.945,16.838,15.387,82.29,39.06,7.193,7.575,12.018,63.39,94.87,0.881,N,N,Provisional
2021-12,QMEAS-197,45799,65648,None,3.76,10.955,10.843,13.594,32.78,86.64,11.535,4.219,8.747,31.54,86.07,0.542,Y,N,Validated
2022-12,QMEAS-503,22044,47868,APRDRG,4.42,10.586,8.482,0.682,19.03,6.46,2.438,7.998,13.457,37.26,44.7,1.066,N,N,FailedChecks
2020-01,QMEAS-409,36798,37388,CustomRA,1.65,0.127,16.855,7.275,91.09,97.72,24.43,5.509,12.641,48.68,83.77,1.897,Y,N,FailedChecks
2024-06,QMEAS-533,6823,46030,DRG,4.3,11.593,6.989,18.213,36.79,41.15,4.71,4.883,9.708,84.35,72.79,1.527,N,N,FailedChecks
2025-08,QMEAS-150,6788,81688,DRG,4.01,8.763,10.715,10.387,80.03,13.42,11.551,5.981,8.685,92.57,49.41,2.17,N,N,NotSubmitted
2021-09,QMEAS-585,23698,100267,CustomRA,2.44,6.323,4.788,5.261,77.17,57.25,13.967,2.34,4.215,40.07,44.27,0.554,N,Y,Provisional
2025-11,QMEAS-256,35558,87690,None,4.01,10.677,4.507,7.856,31.53,47.63,4.758,3.263,11.688,78.19,44.52,1.751,N,N,Validated
2023-02,QMEAS-808,36898,109132,None,2.16,8.732,16.134,6.023,94.01,53.45,15.532,2.448,8.191,58.92,38.87,0.671,Y,N,Provisional
2020-03,QMEAS-548,4853,102694,CustomRA,2.91,2.785,7.932,20.932,27.4,48.52,19.271,9.224,5.765,33.97,74.42,0.741,N,Y,Validated
2025-10,QMEAS-387,34487,104504,HCC,1.49,9.111,1.405,7.441,58.65,46.54,3.137,5.455,6.427,87.79,85.3,0.618,Y,N,NotSubmitted
2021-08,QMEAS-510,3353,81613,DRG,3.65,8.361,7.99,20.372,55.91,43.84,23.163,4.939,7.242,87.39,37.08,1.351,N,N,Provisional
2022-08,QMEAS-421,32162,118347,DRG,3.02,3.623,2.783,0.755,50.98,2.08,21.722,5.422,6.106,34.05,43.1,1.743,Y,N,Validated
2020-07,QMEAS-357,40745,36946,CustomRA,3.82,8.373,15.729,3.183,26.63,39.7,20.083,8.862,14.414,51.51,92.68,0.718,Y,Y,Provisional
2023-04,QMEAS-907,35729,89403,CustomRA,1.99,11.141,12.487,15.564,99.59,83.77,19.368,4.068,9.814,47.12,59.97,1.965,Y,Y,Validated
2023-01,QMEAS-433,16415,97557,CustomRA,1.71,8.491,7.395,5.542,87.02,53.16,10.538,0.535,4.235,40.1,80.33,1.76,N,N,NotSubmitted
2020-01,QMEAS-796,38790,96119,APRDRG,4.67,8.146,9.804,16.707,98.64,75.95,11.614,2.55,13.963,92.44,66.69,1.196,Y,Y,FailedChecks
2020-06,QMEAS-659,27806,91876,HCC,1.81,3.015,14.119,14.059,15.21,61.96,15.744,0.137,14.918,43.75,82.27,1.554,Y,Y,Provisional
2020-05,QMEAS-900,31819,101511,APRDRG,4.92,9.287,17.661,9.257,58.01,14.53,9.718,2.882,5.615,53.09,61.6,2.08,N,N,Provisional
