gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_usd,gov_grants_award_max_usd,gov_grants_award_median_usd,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_usd,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2022,HEALTH_MCH,1,COMPETITIVE,NONPROFIT,24.9,382129.75,127025803.7,63703966.72,1727,210,12644971257.59,ACCESS_E,46.78,54.09,18.85,1,0.3098,27,GRANTS_GOV
2017,JUSTICE_ASSIST,0,COMPETITIVE,LOCAL,9.97,575781.69,161673436.54,81124609.11,3785,1420,108304365009.81,QUALITY_C,70.57,73.89,6.08,1,0.4075,16,GRANTS_GOV
2018,BROADBAND,0,POPULATION,TRIBAL,41.96,589638.94,280692804.59,140641221.76,2881,782,99153870530.45,NONE,93.71,41.51,12.98,0,0.3378,44,CUSTOM_PORTAL_B
2015,BROADBAND,0,COMPETITIVE,NONPROFIT,27.42,638387.68,47467003.17,24052695.42,1832,183,4546819723.19,QUALITY_C,47.84,32.07,14.51,1,0.1909,38,GRANTS_GOV
2024,EDU_BLOCK,1,EQUAL_SHARE,STATE,58.8,955570.03,391358534.97,196157052.5,860,68,12364843001.01,QUALITY_C,61.17,77.36,3.42,0,0.0839,39,STATE_PORTAL
2013,TRANS_FORMULA,1,NEED_BASED,SCHOOL_DISTRICT,53.85,747279.55,221270591.14,111008935.34,430,98,10308699915.96,QUALITY_C,87.62,33.89,7.42,1,0.6341,1,GRANTS_GOV
2024,HOUSING_CDBG,0,POPULATION,LOCAL,50.07,169054.61,57780005.37,28974529.99,454,58,1643825863.01,EQUITY_D,93.54,57.39,14.65,1,0.3451,19,CUSTOM_PORTAL_A
2022,HOUSING_CDBG,1,NEED_BASED,SCHOOL_DISTRICT,57.16,290213.61,142001886.25,71146049.93,2338,588,43166256276.49,EQUITY_D,79.6,81.45,2.28,1,0.7909,5,CUSTOM_PORTAL_A
2020,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,45.89,743194.45,223352516.8,112047855.62,5825,821,105183848473.09,QUALITY_C,60.21,36.89,19.82,1,0.1314,35,CUSTOM_PORTAL_A
2009,WATER_SR,1,MATCHING,SCHOOL_DISTRICT,21.66,546250.97,243554339.06,122050295.02,4929,1189,155249171401.28,NONE,86.52,71.94,0.25,0,0.0016,44,STATE_PORTAL
2025,BROADBAND,0,OTHER,LOCAL,10.6,533597.34,218338634.4,109436115.87,3391,554,60557906341.43,QUALITY_C,63.99,83.46,17.43,1,0.2299,34,GRANTS_GOV
2019,EDU_BLOCK,0,COMPETITIVE,UNIVERSITY,6.57,87789.03,949085.84,518437.44,3089,881,449079081.12,OUTPUT_A,71.16,60.54,13.35,0,0.8286,37,STATE_PORTAL
2009,TRANS_FORMULA,1,POPULATION,NONPROFIT,52.2,151247.42,26852353.07,13501800.24,948,123,1508552676.4,NONE,89.47,62.3,6.12,0,0.0995,23,GRANTS_GOV
2023,JUSTICE_ASSIST,1,NEED_BASED,NONPROFIT,17.13,789996.78,240853267.71,120821632.24,998,251,30870371563.33,EQUITY_D,48.25,65.09,17.09,1,0.9014,0,GRANTS_GOV
2015,WATER_SR,1,OTHER,UNIVERSITY,58.17,341047.99,143784629.73,72062838.86,3773,1530,102787594396.37,EQUITY_D,83.87,41.41,19.68,0,0.5629,40,STATE_PORTAL
2018,BROADBAND,1,NEED_BASED,LOCAL,7.28,872575.08,101369683.48,51121129.28,2142,664,29155242666.39,NONE,66.98,94.22,6.0,1,0.404,46,CUSTOM_PORTAL_A
2024,BROADBAND,0,POPULATION,STATE,4.54,480891.04,73956183.88,37218537.46,3145,333,12825882005.9,NONE,83.99,51.27,8.21,1,0.3484,39,GRANTS_GOV
2016,WATER_SR,1,POPULATION,LOCAL,13.22,954648.81,260609195.33,130781922.07,5812,853,107214951096.1,ACCESS_E,55.24,44.69,18.39,1,0.0277,21,CUSTOM_PORTAL_B
2019,HOUSING_CDBG,1,NEED_BASED,STATE,8.74,314004.9,155214763.7,77764384.3,621,116,8372496595.07,ACCESS_E,63.58,70.58,8.2,1,0.0501,44,STATE_PORTAL
2019,WATER_SR,0,NEED_BASED,LOCAL,26.53,974310.58,345687031.75,173330671.16,1212,148,22451895246.31,ACCESS_E,43.11,55.48,10.12,1,0.3495,2,STATE_PORTAL
2025,BROADBAND,1,MATCHING,UNIVERSITY,2.45,794312.73,366535294.49,183664803.61,3352,1132,238472691225.65,OUTCOME_B,80.4,77.51,0.13,1,0.8158,19,CUSTOM_PORTAL_A
2017,EDU_BLOCK,1,POPULATION,NONPROFIT,5.91,756167.68,243545581.51,122150874.6,2541,177,21698822298.4,ACCESS_E,41.74,40.3,3.74,1,0.7302,19,CUSTOM_PORTAL_A
2015,WATER_SR,1,POPULATION,STATE,53.91,512373.5,192166531.73,96339452.62,3620,971,85558105810.03,EQUITY_D,45.78,90.79,17.9,0,0.1032,8,CUSTOM_PORTAL_A
2024,ENERGY_EFF,0,COMPETITIVE,HOSPITAL,41.77,910826.93,12157379.2,6534103.06,5041,1874,12887586968.57,QUALITY_C,45.33,51.48,12.93,1,0.422,28,CUSTOM_PORTAL_A
2021,HOUSING_CDBG,1,NEED_BASED,UNIVERSITY,43.94,412648.94,170094152.18,85253400.56,4639,1851,144404102502.81,NONE,83.99,56.2,17.69,0,0.5547,13,GRANTS_GOV
2013,EDU_BLOCK,1,MATCHING,SCHOOL_DISTRICT,21.94,956983.92,118076835.76,59516909.84,3565,887,46380043973.3,OUTCOME_B,72.17,50.53,5.63,1,0.9693,11,GRANTS_GOV
2013,HOUSING_CDBG,0,OTHER,STATE,58.33,881222.85,190438973.91,95660098.38,3910,333,30909250409.92,NONE,42.2,46.92,1.91,0,0.3792,38,CUSTOM_PORTAL_A
2017,EDU_BLOCK,0,POPULATION,UNIVERSITY,22.54,846942.38,423434500.42,212140721.4,5263,1009,193035432169.06,OUTCOME_B,45.66,91.57,7.91,1,0.1419,29,CUSTOM_PORTAL_B
2021,ENERGY_EFF,1,OTHER,STATE,47.59,8530.25,2869175.39,1438852.82,4384,807,1325837405.79,OUTPUT_A,80.4,89.59,18.26,1,0.4101,36,CUSTOM_PORTAL_A
2016,TRANS_FORMULA,0,EQUAL_SHARE,SCHOOL_DISTRICT,35.78,991002.56,15353326.08,8172164.32,567,68,551411954.38,QUALITY_C,55.12,98.3,13.24,0,0.1499,6,CUSTOM_PORTAL_A
2020,HOUSING_CDBG,0,EQUAL_SHARE,TRIBAL,7.73,865408.51,431989781.1,216427594.8,2377,840,200329150518.28,OUTCOME_B,55.82,61.43,6.67,1,0.203,32,CUSTOM_PORTAL_A
2009,EDU_BLOCK,0,NEED_BASED,STATE,32.32,217502.03,68682667.22,34450084.62,5827,789,28958761043.73,OUTCOME_B,92.75,54.27,7.85,1,0.6126,8,GRANTS_GOV
2023,JUSTICE_ASSIST,0,POPULATION,NONPROFIT,0.55,355774.38,154988125.3,77671949.84,1839,98,8191581885.45,QUALITY_C,83.85,71.04,3.22,1,0.5064,37,GRANTS_GOV
2021,HOUSING_CDBG,1,COMPETITIVE,STATE,19.96,93964.1,16417759.62,8255861.86,2251,502,4099153641.36,OUTCOME_B,46.32,85.82,0.08,1,0.0017,1,STATE_PORTAL
2011,BROADBAND,0,OTHER,STATE,10.87,223765.78,8931070.6,4577418.19,2623,369,1795759787.04,OUTCOME_B,78.14,71.23,1.99,0,0.6089,31,STATE_PORTAL
2021,BROADBAND,0,EQUAL_SHARE,SCHOOL_DISTRICT,51.14,575980.87,142975572.24,71775776.56,5566,1569,120776780471.59,EQUITY_D,96.56,46.06,15.23,1,0.9583,10,STATE_PORTAL
2016,TRANS_FORMULA,1,POPULATION,STATE,1.03,138055.03,47955108.18,24046581.6,1431,506,10419703456.21,EQUITY_D,86.46,55.55,12.94,0,0.1483,25,GRANTS_GOV
2022,HOUSING_CDBG,0,POPULATION,UNIVERSITY,28.8,742780.03,118046358.76,59394569.4,1753,406,23733077518.25,QUALITY_C,74.1,36.51,8.49,0,0.3379,44,CUSTOM_PORTAL_B
2010,TRANS_FORMULA,0,OTHER,STATE,48.75,610898.69,2187893.56,1399396.12,1593,143,202653180.89,OUTCOME_B,77.99,74.27,1.87,1,0.3994,5,CUSTOM_PORTAL_B
2010,EDU_BLOCK,1,POPULATION,SCHOOL_DISTRICT,48.8,848451.04,400815549.66,200832000.35,5045,823,166794742262.4,EQUITY_D,99.16,34.76,9.36,1,0.4863,47,CUSTOM_PORTAL_A
2018,WATER_SR,0,COMPETITIVE,HOSPITAL,26.29,436120.03,68920281.28,34678200.66,217,19,741375829.09,OUTPUT_A,72.95,97.2,8.05,1,0.598,16,CUSTOM_PORTAL_A
2024,BROADBAND,1,MATCHING,LOCAL,25.86,322421.41,133017548.88,66669985.14,812,202,14854849061.99,QUALITY_C,40.53,74.48,13.6,1,0.224,36,STATE_PORTAL
2015,TRANS_FORMULA,1,POPULATION,NONPROFIT,10.27,977200.11,105197953.22,53087576.66,1802,439,20869306782.05,NONE,85.3,61.02,17.17,1,0.0271,37,CUSTOM_PORTAL_B
2009,HOUSING_CDBG,0,COMPETITIVE,SCHOOL_DISTRICT,23.59,307075.72,138725782.12,69516428.92,2187,963,60259766937.03,OUTPUT_A,84.53,53.64,6.33,1,0.4732,25,GRANTS_GOV
2018,EDU_BLOCK,0,POPULATION,LOCAL,24.5,944401.34,448733664.62,224839032.98,236,94,21598793968.3,OUTCOME_B,85.58,68.98,10.34,1,0.4312,29,GRANTS_GOV
2016,BROADBAND,1,OTHER,NONPROFIT,44.07,915024.8,90704285.98,45809655.39,5756,321,16512653080.23,EQUITY_D,47.05,85.34,17.11,1,0.6908,18,GRANTS_GOV
2014,BROADBAND,0,MATCHING,UNIVERSITY,40.84,86945.12,14090240.85,7088592.98,4361,1507,12117869565.16,OUTPUT_A,67.36,96.8,1.6,1,0.377,43,GRANTS_GOV
2021,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,14.99,459171.02,2595846.98,1527509.0,4049,1194,1630580764.86,OUTPUT_A,49.74,74.79,17.6,1,0.2493,20,GRANTS_GOV
2016,HEALTH_MCH,0,NEED_BASED,HOSPITAL,23.05,972395.69,197525833.58,99249114.64,5841,1014,103418324655.83,OUTCOME_B,60.91,25.66,6.62,1,0.2381,44,STATE_PORTAL
2018,EDU_BLOCK,1,NEED_BASED,NONPROFIT,54.05,373656.26,130735640.21,65554648.24,219,42,2403069747.09,OUTPUT_A,54.05,31.17,3.4,0,0.2425,35,GRANTS_GOV
2009,TRANS_FORMULA,1,COMPETITIVE,SCHOOL_DISTRICT,2.88,439119.33,34663933.17,17551526.25,4840,1126,22015018477.66,OUTPUT_A,55.72,90.91,16.68,0,0.694,37,STATE_PORTAL
2021,WATER_SR,0,NEED_BASED,LOCAL,36.33,610987.36,128573460.56,64592223.96,4638,1913,110947477745.64,OUTPUT_A,56.57,33.41,13.09,1,0.0363,13,STATE_PORTAL
2013,JUSTICE_ASSIST,1,EQUAL_SHARE,NONPROFIT,24.21,194610.77,91967626.78,46081118.78,3916,1461,63295340180.83,QUALITY_C,47.88,75.11,7.29,1,0.895,12,GRANTS_GOV
2018,HOUSING_CDBG,0,POPULATION,LOCAL,49.31,10059.77,4203040.42,2106550.09,4290,739,1590506952.87,OUTPUT_A,49.85,73.16,5.05,0,0.7007,38,GRANTS_GOV
2022,BROADBAND,0,NEED_BASED,SCHOOL_DISTRICT,15.11,211433.91,74200838.86,37206136.38,5635,424,16627180959.89,OUTPUT_A,83.62,58.31,6.28,1,0.1377,23,STATE_PORTAL
2012,TRANS_FORMULA,1,MATCHING,STATE,52.46,534206.85,161800114.25,81167160.55,970,387,27438055188.07,QUALITY_C,83.27,96.29,1.67,0,0.4279,33,GRANTS_GOV
2014,HOUSING_CDBG,1,NEED_BASED,NONPROFIT,29.86,513633.33,139777627.06,70145630.2,5422,1304,86373502728.37,OUTCOME_B,41.26,88.12,14.86,1,0.3977,33,GRANTS_GOV
2021,WATER_SR,0,EQUAL_SHARE,LOCAL,1.36,881081.91,298011779.5,149446430.71,940,269,41243733219.56,ACCESS_E,65.15,61.27,19.56,0,0.5343,49,GRANTS_GOV
2015,BROADBAND,0,POPULATION,STATE,16.96,996500.33,130341553.38,65669026.86,5650,1504,108748138609.06,NONE,60.29,71.11,5.05,1,0.0083,46,GRANTS_GOV
2022,BROADBAND,1,OTHER,LOCAL,29.13,454391.07,57240371.72,28847381.4,1282,444,11261947727.92,NONE,90.12,96.62,2.53,1,0.1398,50,CUSTOM_PORTAL_B
2011,HOUSING_CDBG,0,MATCHING,LOCAL,27.35,560749.13,113853237.85,57206993.49,700,113,5536616538.15,OUTCOME_B,59.41,65.57,0.42,1,0.4526,45,STATE_PORTAL
2010,BROADBAND,0,COMPETITIVE,STATE,44.0,661411.72,327766276.03,164213843.88,5304,660,121927071213.61,OUTPUT_A,87.55,41.98,10.29,0,0.757,28,CUSTOM_PORTAL_A
2016,ENERGY_EFF,1,COMPETITIVE,UNIVERSITY,25.87,733402.88,150304560.57,75518981.72,5506,1514,129972906220.48,ACCESS_E,50.98,39.33,12.58,1,0.6288,3,CUSTOM_PORTAL_B
2011,JUSTICE_ASSIST,1,COMPETITIVE,STATE,43.84,789410.83,280344824.19,140567117.51,1490,587,76970700626.77,ACCESS_E,61.55,63.96,16.86,0,0.2608,35,STATE_PORTAL
2020,ENERGY_EFF,1,POPULATION,TRIBAL,13.07,950669.64,392637519.43,196794094.54,188,80,14766380455.5,OUTCOME_B,71.05,96.12,8.15,1,0.0891,8,GRANTS_GOV
2020,HOUSING_CDBG,0,OTHER,LOCAL,12.45,484716.64,198420940.41,99452828.52,1939,635,58511137789.66,QUALITY_C,78.66,32.46,0.39,1,0.8463,28,GRANTS_GOV
2019,HEALTH_MCH,0,COMPETITIVE,STATE,29.97,640807.55,300937673.7,150789240.62,1378,594,89276064459.2,ACCESS_E,51.08,80.99,11.7,0,0.7601,16,CUSTOM_PORTAL_A
2022,EDU_BLOCK,1,EQUAL_SHARE,SCHOOL_DISTRICT,10.36,748975.41,212485517.9,106617246.66,5743,1048,128259496974.03,OUTCOME_B,63.01,83.68,3.9,1,0.4666,31,CUSTOM_PORTAL_A
2013,WATER_SR,0,COMPETITIVE,NONPROFIT,50.71,65174.26,17537421.28,8801297.77,1468,654,5558132675.5,OUTPUT_A,97.55,33.5,13.27,1,0.196,10,GRANTS_GOV
2012,HEALTH_MCH,1,POPULATION,TRIBAL,26.78,940933.62,108745134.5,54843034.06,2564,813,41715421850.99,NONE,48.62,60.59,19.49,1,0.7762,3,GRANTS_GOV
2015,ENERGY_EFF,0,COMPETITIVE,STATE,53.54,661368.76,287136171.12,143898769.94,4536,1473,191634931879.87,ACCESS_E,65.73,29.87,2.01,1,0.5928,5,STATE_PORTAL
2018,TRANS_FORMULA,1,MATCHING,SCHOOL_DISTRICT,46.21,408404.51,91318713.76,45863559.14,585,250,12857495648.38,EQUITY_D,45.01,32.76,8.75,1,0.4199,13,STATE_PORTAL
2025,ENERGY_EFF,0,COMPETITIVE,LOCAL,57.29,496022.77,112905424.64,56700723.7,1541,113,6770587569.65,QUALITY_C,65.99,35.6,12.42,0,0.6619,18,STATE_PORTAL
2018,EDU_BLOCK,0,MATCHING,STATE,52.79,990789.13,58872162.78,29931475.96,4324,1696,46757187074.97,ACCESS_E,92.69,61.49,5.98,1,0.2875,45,CUSTOM_PORTAL_B
2009,BROADBAND,0,COMPETITIVE,TRIBAL,45.68,780152.14,365535509.07,183157830.6,5106,1873,378636517702.3,EQUITY_D,70.21,54.59,3.01,1,0.0666,46,CUSTOM_PORTAL_B
2012,JUSTICE_ASSIST,0,POPULATION,SCHOOL_DISTRICT,1.56,261894.83,110214445.29,55238170.06,4581,1475,84706433160.6,OUTCOME_B,67.64,34.25,5.4,0,0.4263,20,GRANTS_GOV
2023,TRANS_FORMULA,1,EQUAL_SHARE,TRIBAL,55.52,228123.72,30637804.69,15432964.2,3733,1501,25530622060.85,ACCESS_E,84.65,54.99,10.7,1,0.7583,10,CUSTOM_PORTAL_A
2020,BROADBAND,0,POPULATION,TRIBAL,11.29,655357.43,100184610.09,50419983.76,2959,320,15822654205.13,OUTCOME_B,79.75,27.82,0.83,0,0.8592,27,GRANTS_GOV
2021,ENERGY_EFF,1,COMPETITIVE,STATE,31.03,790665.52,174329157.39,87559911.46,3683,308,24561830604.69,QUALITY_C,87.78,28.98,6.44,1,0.6999,28,STATE_PORTAL
2009,JUSTICE_ASSIST,1,POPULATION,LOCAL,58.27,702083.08,138378138.0,69540110.54,1500,315,21513958510.71,EQUITY_D,62.48,91.54,5.71,0,0.2653,26,GRANTS_GOV
2019,EDU_BLOCK,1,NEED_BASED,LOCAL,20.42,305334.71,36180581.36,18242958.04,3927,628,12141012326.63,ACCESS_E,98.99,70.57,15.12,1,0.413,7,CUSTOM_PORTAL_A
2016,JUSTICE_ASSIST,0,POPULATION,UNIVERSITY,51.18,540788.26,173008682.63,86774735.44,4966,1986,192191468899.18,NONE,81.31,94.67,1.38,1,0.0468,16,STATE_PORTAL
2024,EDU_BLOCK,0,OTHER,LOCAL,37.22,862583.49,94240168.2,47551375.84,1386,207,8971797842.69,OUTPUT_A,72.03,52.41,4.78,1,0.6709,44,CUSTOM_PORTAL_A
2021,BROADBAND,0,NEED_BASED,LOCAL,5.28,56200.29,27150682.0,13603441.14,5003,655,9059378436.37,OUTPUT_A,91.89,82.21,0.6,1,0.3901,36,CUSTOM_PORTAL_B
2020,EDU_BLOCK,0,NEED_BASED,STATE,24.07,16448.61,6678590.39,3347519.5,3431,616,2291623869.35,OUTCOME_B,68.04,70.77,6.25,1,0.3628,14,GRANTS_GOV
2025,HOUSING_CDBG,1,NEED_BASED,LOCAL,7.0,236256.78,47734789.38,23985523.08,4935,870,23193213836.8,OUTPUT_A,94.72,48.27,19.66,0,0.6523,30,CUSTOM_PORTAL_A
2019,EDU_BLOCK,0,NEED_BASED,UNIVERSITY,4.91,934593.56,195994937.67,98464765.62,279,31,2667470272.31,ACCESS_E,53.13,58.03,17.02,0,0.1428,49,CUSTOM_PORTAL_A
2009,EDU_BLOCK,1,NEED_BASED,UNIVERSITY,12.18,487410.19,101455482.93,50971446.56,3177,204,10682054047.78,QUALITY_C,58.66,58.34,0.32,1,0.3289,39,GRANTS_GOV
2020,EDU_BLOCK,0,NEED_BASED,HOSPITAL,51.93,568534.05,2097671.65,1333102.85,3569,1020,1302361243.51,OUTPUT_A,60.32,72.25,1.96,1,0.7382,16,CUSTOM_PORTAL_A
2024,TRANS_FORMULA,1,POPULATION,SCHOOL_DISTRICT,29.42,73425.76,12509326.3,6291376.03,77,25,179227914.91,QUALITY_C,98.24,94.2,4.82,1,0.3193,37,STATE_PORTAL
2016,EDU_BLOCK,1,POPULATION,SCHOOL_DISTRICT,54.88,140735.4,17678980.42,8909857.91,2299,993,9842580915.06,OUTPUT_A,59.65,49.79,4.37,1,0.3749,29,STATE_PORTAL
2009,HEALTH_MCH,1,POPULATION,LOCAL,23.93,543537.33,183249549.7,91896543.52,187,73,6063502830.63,QUALITY_C,85.77,98.71,4.83,1,0.033,36,STATE_PORTAL
2014,HEALTH_MCH,0,POPULATION,TRIBAL,35.65,454054.46,119904113.43,60179083.94,1759,141,8577105632.9,NONE,74.6,85.82,5.65,1,0.9663,14,CUSTOM_PORTAL_B
2022,ENERGY_EFF,1,POPULATION,LOCAL,2.19,470830.2,1147444.69,809137.44,5115,602,529305209.09,EQUITY_D,82.97,81.94,0.94,1,0.9426,5,GRANTS_GOV
2015,ENERGY_EFF,0,OTHER,LOCAL,24.89,121450.82,16927602.01,8524526.42,2125,939,8585731968.24,OUTCOME_B,52.54,54.25,19.49,1,0.6111,27,GRANTS_GOV
2022,HOUSING_CDBG,1,POPULATION,UNIVERSITY,29.47,20765.62,6922106.74,3471436.18,5676,2542,7686392773.43,ACCESS_E,77.45,53.49,6.59,0,0.1574,38,CUSTOM_PORTAL_B
2016,HOUSING_CDBG,0,POPULATION,NONPROFIT,16.93,799062.09,241007088.81,120903075.45,5399,1614,176743153183.08,OUTPUT_A,50.14,56.96,16.02,1,0.8996,40,GRANTS_GOV
2021,HOUSING_CDBG,1,COMPETITIVE,UNIVERSITY,50.84,867507.83,349139327.42,175003417.62,3423,1525,283352544518.47,EQUITY_D,63.8,59.41,3.44,1,0.7763,31,CUSTOM_PORTAL_A
2024,JUSTICE_ASSIST,1,POPULATION,UNIVERSITY,18.62,254944.91,118950465.45,59602705.18,5685,1776,118055284849.61,OUTPUT_A,79.68,66.02,11.79,1,0.5519,47,GRANTS_GOV
2015,EDU_BLOCK,1,COMPETITIVE,UNIVERSITY,56.82,507921.39,162118068.58,81312994.98,3733,1098,84217986300.03,OUTCOME_B,88.23,96.77,19.14,1,0.3001,19,CUSTOM_PORTAL_A
2019,HEALTH_MCH,1,COMPETITIVE,LOCAL,57.31,123879.85,13867705.41,6995792.63,4129,1110,8004546674.38,OUTPUT_A,68.38,85.56,13.35,1,0.4121,31,CUSTOM_PORTAL_A
2020,TRANS_FORMULA,0,MATCHING,STATE,34.49,252431.12,12596460.43,6424445.78,2399,996,6100823984.99,EQUITY_D,97.49,80.59,13.48,0,0.3253,10,CUSTOM_PORTAL_B
2023,WATER_SR,0,COMPETITIVE,NONPROFIT,29.7,545403.26,132903929.59,66724666.42,2575,249,18699368337.76,OUTPUT_A,46.53,88.19,6.15,0,0.9743,6,STATE_PORTAL
2017,HEALTH_MCH,1,MATCHING,NONPROFIT,11.91,587603.09,281346165.11,140966884.1,1576,198,26944449430.07,OUTPUT_A,99.55,28.28,0.85,1,0.6003,25,GRANTS_GOV
2010,BROADBAND,0,NEED_BASED,STATE,27.67,205781.56,54677528.66,27441655.11,1486,549,16802427564.34,QUALITY_C,90.89,67.39,11.83,1,0.2676,31,GRANTS_GOV
2025,TRANS_FORMULA,1,NEED_BASED,LOCAL,56.83,577002.01,131935597.86,66256299.94,3425,1273,88528254463.14,OUTPUT_A,41.14,74.84,12.47,0,0.4559,14,GRANTS_GOV
2023,HOUSING_CDBG,1,EQUAL_SHARE,STATE,54.67,781016.4,250210800.23,125495908.32,1890,271,33882560250.45,ACCESS_E,53.55,38.46,11.01,1,0.5277,5,CUSTOM_PORTAL_B
2017,JUSTICE_ASSIST,0,POPULATION,UNIVERSITY,51.5,280001.9,132050546.1,66165274.0,153,24,1725688556.0,OUTCOME_B,48.99,40.97,0.51,1,0.3857,28,GRANTS_GOV
2025,HEALTH_MCH,0,POPULATION,NONPROFIT,33.44,365665.32,117241695.58,58803680.45,727,146,8451327645.64,QUALITY_C,98.1,64.73,0.07,1,0.6548,1,CUSTOM_PORTAL_B
2010,WATER_SR,1,POPULATION,STATE,30.97,751099.78,59617058.24,30184079.01,2654,1134,30062300523.95,ACCESS_E,70.46,95.11,9.44,1,0.9486,25,STATE_PORTAL
2022,TRANS_FORMULA,0,NEED_BASED,STATE,31.96,660246.31,127300907.58,63980576.94,4624,1984,118334044636.42,OUTCOME_B,80.87,91.95,14.89,0,0.6695,31,CUSTOM_PORTAL_A
2020,HEALTH_MCH,1,COMPETITIVE,UNIVERSITY,22.04,922829.16,409952065.41,205437447.29,2195,565,133146024668.09,OUTPUT_A,51.36,32.17,9.16,1,0.6115,17,STATE_PORTAL
2023,WATER_SR,1,POPULATION,LOCAL,19.06,273921.68,87186735.88,43730328.78,580,108,5270528397.21,OUTCOME_B,70.33,54.95,5.2,0,0.1315,5,CUSTOM_PORTAL_A
2023,WATER_SR,0,EQUAL_SHARE,STATE,13.24,151187.22,64672890.53,32412038.88,4020,1795,50722124794.76,QUALITY_C,62.63,91.81,13.15,1,0.807,13,STATE_PORTAL
2013,HOUSING_CDBG,1,NEED_BASED,SCHOOL_DISTRICT,0.52,279613.89,139728173.64,70003893.76,2639,589,36710519554.58,ACCESS_E,53.01,46.22,1.32,1,0.7549,14,STATE_PORTAL
2019,HOUSING_CDBG,0,EQUAL_SHARE,LOCAL,42.21,713934.96,240531107.61,120622521.29,4969,1518,192014518575.47,QUALITY_C,55.27,44.47,9.46,1,0.1905,32,STATE_PORTAL
2015,ENERGY_EFF,0,POPULATION,HOSPITAL,35.84,190723.12,19947326.38,10069024.75,4423,847,8664878308.78,OUTCOME_B,79.88,79.15,1.47,1,0.0531,9,GRANTS_GOV
2011,HEALTH_MCH,0,POPULATION,STATE,0.08,428679.72,98713756.53,49571218.12,4345,454,19227811477.67,OUTPUT_A,52.26,27.91,18.28,0,0.9332,18,GRANTS_GOV
2013,TRANS_FORMULA,0,COMPETITIVE,HOSPITAL,42.53,485119.26,6282741.13,3383930.2,5900,1214,3647661830.63,OUTCOME_B,84.99,43.11,9.16,1,0.7244,14,GRANTS_GOV
2023,BROADBAND,1,COMPETITIVE,LOCAL,49.25,490564.4,139934817.57,70212690.98,3744,328,22938671821.01,NONE,60.88,48.34,8.31,0,0.0117,14,GRANTS_GOV
2017,WATER_SR,0,COMPETITIVE,STATE,49.5,421266.76,128596420.74,64508843.75,2873,1287,81711198063.81,QUALITY_C,85.0,53.55,13.42,1,0.9906,27,GRANTS_GOV
2016,JUSTICE_ASSIST,0,NEED_BASED,UNIVERSITY,17.9,565265.68,9640193.55,5102729.62,1545,252,1446873775.3,NONE,72.33,62.68,0.23,1,0.7728,24,GRANTS_GOV
2013,BROADBAND,0,COMPETITIVE,NONPROFIT,31.55,189945.32,89247150.86,44718548.09,777,90,4309942045.63,QUALITY_C,69.05,83.89,11.39,1,0.3404,24,GRANTS_GOV
2016,TRANS_FORMULA,1,POPULATION,STATE,56.28,975443.12,59009868.43,29992655.78,4726,1960,57846261834.09,NONE,86.86,92.86,11.05,0,0.182,8,GRANTS_GOV
2011,ENERGY_EFF,0,COMPETITIVE,NONPROFIT,22.55,55886.61,24768571.72,12412229.16,1397,609,7987833248.07,ACCESS_E,74.79,44.52,3.42,1,0.03,36,CUSTOM_PORTAL_B
2015,WATER_SR,0,MATCHING,UNIVERSITY,29.51,73920.22,11132625.55,5603272.89,1890,409,1950226969.69,OUTCOME_B,60.14,73.67,17.38,0,0.9812,3,CUSTOM_PORTAL_A
2025,ENERGY_EFF,0,OTHER,UNIVERSITY,32.19,487534.64,117485586.35,58986560.5,725,294,18482580247.96,EQUITY_D,83.56,98.08,9.17,0,0.6558,37,GRANTS_GOV
2024,ENERGY_EFF,1,EQUAL_SHARE,STATE,29.32,22914.37,377234.68,200074.52,2805,559,114818923.67,QUALITY_C,71.52,88.91,5.14,1,0.4784,38,STATE_PORTAL
2025,ENERGY_EFF,0,NEED_BASED,UNIVERSITY,26.28,406502.68,111464037.65,55935270.17,646,161,8482655139.79,QUALITY_C,81.29,85.24,10.5,1,0.1691,27,STATE_PORTAL
2018,TRANS_FORMULA,1,OTHER,HOSPITAL,41.63,257885.14,84874535.15,42566210.15,1522,246,9384889151.63,QUALITY_C,69.11,70.18,3.25,1,0.4857,8,STATE_PORTAL
2021,HEALTH_MCH,1,POPULATION,STATE,30.6,681647.18,99814425.2,50248036.19,1687,128,5963171275.45,NONE,79.42,75.36,18.28,0,0.6464,21,CUSTOM_PORTAL_A
2011,WATER_SR,1,POPULATION,NONPROFIT,42.25,471438.44,99013899.56,49742669.0,5727,2332,123659795482.26,EQUITY_D,40.52,80.07,7.85,1,0.4631,13,GRANTS_GOV
