civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_usd,civic_ballot_campaign_spend_oppose_usd,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2023,MEAS000001654,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001654,7881,0,QUALIFIED,24592698.55,49454859.57,1839,747,63046,28.65,75.56,743062,682118,1,2012-03-27,0
2018,MEAS000001655,RECALL,HEALTH,HEALTH_TITLE001655,1361358,1352688,FAILED,37210995.56,211783023.36,621,1018,91148,57.93,46.51,772099,1083919,0,2016-05-27,0
2002,MEAS000001656,AMENDMENT,LABOR,LABOR_TITLE001656,26970,19873,QUALIFIED,181800574.47,217289676.89,2057,1182,49123,45.17,53.37,407251,603882,0,2004-12-06,1
2000,MEAS000001657,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001657,43041,25770,QUALIFIED,64429409.96,106628563.3,2,394,98297,49.1,47.15,1519537,964480,1,2004-05-01,0
2018,MEAS000001658,INITIATIVE,OTHER,OTHER_TITLE001658,862051,845613,QUALIFIED,2623535.64,165444706.35,1271,1354,6093,35.06,60.17,1711526,2066063,0,2008-12-09,0
2025,MEAS000001659,BOND,ENVIRONMENT,ENVIRONMENT_TITLE001659,317249,330029,FAILED,123181864.48,75100129.9,1235,618,63973,32.18,63.32,2343186,1315109,1,2016-02-23,0
2009,MEAS000001660,REFERENDUM,HEALTH,HEALTH_TITLE001660,1054465,1057634,QUALIFIED,159127464.67,76250431.7,1726,377,40857,76.07,21.21,1432220,3073696,0,2007-04-11,0
2004,MEAS000001661,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001661,1223421,1240059,QUALIFIED,197896735.69,71714702.44,1855,218,5890,45.75,51.11,2369624,1281245,1,2016-06-22,0
2002,MEAS000001662,REFERENDUM,TAX,TAX_TITLE001662,909646,894921,PENDING,190912911.44,53832143.21,649,1383,3614,65.27,31.83,1264328,775652,1,2018-10-08,0
2016,MEAS000001663,REFERENDUM,OTHER,OTHER_TITLE001663,1216617,1220922,QUALIFIED,21069185.22,233961641.7,1027,1680,118649,56.48,43.11,1250617,2309390,0,2010-11-08,0
2000,MEAS000001664,REFERENDUM,OTHER,OTHER_TITLE001664,687064,680166,PENDING,135969606.66,165697085.45,2480,1961,96419,50.28,51.56,1878431,1870651,1,2022-10-13,0
2019,MEAS000001665,INITIATIVE,HOUSING,HOUSING_TITLE001665,37526,25604,FAILED,101844052.47,174204489.35,523,1207,113084,26.68,69.18,939704,1640775,0,2024-05-26,0
2004,MEAS000001666,BOND,HOUSING,HOUSING_TITLE001666,695693,693538,QUALIFIED,107371299.28,40389005.0,607,560,138307,64.43,32.02,1928211,1047334,1,2010-05-29,0
2022,MEAS000001667,INITIATIVE,OTHER,OTHER_TITLE001667,1418144,1403671,FAILED,11877676.46,210181638.29,1067,165,143331,77.97,21.71,896964,621479,1,2015-07-16,0
2007,MEAS000001668,BOND,HEALTH,HEALTH_TITLE001668,699073,713688,QUALIFIED,243187418.15,71726971.06,378,813,95159,32.09,69.13,2633711,2325989,1,2009-01-29,0
2020,MEAS000001669,REFERENDUM,OTHER,OTHER_TITLE001669,1189066,1184111,QUALIFIED,128417266.12,239775082.6,2212,813,113216,42.06,60.82,73902,99180,0,2003-12-21,0
2013,MEAS000001670,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001670,538405,539438,LITIGATED,95268092.23,156394275.09,1519,1146,42866,27.1,71.2,1396138,994560,1,2025-11-13,0
2001,MEAS000001671,REFERENDUM,TAX,TAX_TITLE001671,1287327,1277008,FAILED,198394591.47,217733263.38,501,704,24228,71.09,30.87,2275035,2692087,0,2020-11-27,0
2006,MEAS000001672,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001672,231087,233684,QUALIFIED,132982652.64,168221507.76,391,433,88883,27.34,68.1,1453609,1554085,0,2015-05-09,0
2019,MEAS000001673,BOND,OTHER,OTHER_TITLE001673,688223,695796,FAILED,59995409.23,178440316.85,320,306,26939,76.43,24.08,1721920,2301639,0,2015-01-29,0
2019,MEAS000001674,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001674,1410948,1402605,QUALIFIED,217569073.83,225252268.74,607,1321,29285,50.36,51.01,845313,1335793,0,2013-07-12,0
2008,MEAS000001675,INITIATIVE,OTHER,OTHER_TITLE001675,283440,273361,QUALIFIED,65848585.38,151839953.77,686,2094,130426,37.94,65.36,2205519,1116932,1,2022-04-05,1
2017,MEAS000001676,BOND,EDU,EDU_TITLE001676,561624,554335,PENDING,82117586.52,165541137.72,2060,432,148992,36.55,63.01,337219,688288,0,2023-12-22,0
2008,MEAS000001677,AMENDMENT,EDU,EDU_TITLE001677,20878,6989,LITIGATED,141283038.46,242703547.51,672,656,37533,64.19,34.73,139365,312854,0,2003-03-09,0
2005,MEAS000001678,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001678,252360,244431,QUALIFIED,33805796.0,165760022.59,1930,473,87954,54.0,47.72,171074,80250,1,2010-08-03,0
2000,MEAS000001679,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001679,615973,596864,PENDING,46487809.01,68300009.28,776,838,14741,70.08,33.1,1942390,1237057,1,2009-12-02,0
2011,MEAS000001680,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001680,127985,132558,QUALIFIED,247619208.41,41856300.43,55,1064,17165,44.71,57.98,3310617,1515469,1,2011-05-06,0
2005,MEAS000001681,REFERENDUM,EDU,EDU_TITLE001681,875334,867446,LITIGATED,207462696.93,11731532.5,184,1125,19394,71.44,27.04,539741,303268,1,2004-12-02,0
2002,MEAS000001682,AMENDMENT,EDU,EDU_TITLE001682,1197777,1211317,QUALIFIED,62398605.48,64996750.44,878,972,1015,45.52,52.82,1457447,3156836,0,2016-04-19,0
2015,MEAS000001683,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001683,757115,747140,QUALIFIED,123325656.84,110198717.72,966,316,23752,44.41,56.97,1671855,1784243,0,2008-05-20,0
2025,MEAS000001684,CHARTER,TAX,TAX_TITLE001684,534253,519283,QUALIFIED,112756416.06,71449351.05,837,1805,8126,33.46,65.8,1123536,1218842,0,2005-08-06,1
2016,MEAS000001685,REFERENDUM,ELECTIONS,ELECTIONS_TITLE001685,1079549,1087357,FAILED,67430425.72,142931759.58,2440,338,139233,27.86,74.66,1006081,1048201,0,2004-05-02,1
2000,MEAS000001686,CHARTER,TAX,TAX_TITLE001686,1228103,1217326,QUALIFIED,117492732.07,105892304.23,961,2327,109376,52.63,47.69,1801858,905814,1,2023-08-05,0
2020,MEAS000001687,CHARTER,TRANSPORT,TRANSPORT_TITLE001687,584068,571545,QUALIFIED,45927534.58,229215848.8,9,392,129083,62.53,40.01,2807250,1924339,1,2019-02-25,0
2004,MEAS000001688,CHARTER,EDU,EDU_TITLE001688,1368581,1379824,WITHDRAWN,93447532.73,115509988.75,1988,2280,82184,37.47,64.93,1479024,1367119,1,2019-11-21,0
2020,MEAS000001689,INITIATIVE,OTHER,OTHER_TITLE001689,509318,489492,QUALIFIED,205820746.45,71419562.4,291,1154,63065,26.37,72.46,772573,761824,1,2017-05-06,0
2017,MEAS000001690,BOND,LABOR,LABOR_TITLE001690,680407,698864,QUALIFIED,34728543.58,163857547.87,617,1922,5149,34.52,68.27,236680,532742,0,2007-11-19,0
2013,MEAS000001691,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001691,1015932,999814,QUALIFIED,12576472.03,59485702.93,881,887,42076,50.66,51.85,1901870,1126214,1,2009-01-11,0
2002,MEAS000001692,BOND,EDU,EDU_TITLE001692,188812,171675,WITHDRAWN,117804341.03,237114518.45,2480,507,57160,31.96,71.65,887084,1582454,0,2017-05-27,0
2011,MEAS000001693,INITIATIVE,HOUSING,HOUSING_TITLE001693,827043,846634,QUALIFIED,31268828.9,80469935.57,1377,2277,61276,74.62,23.09,1758666,1075025,1,2000-04-08,0
2004,MEAS000001694,INITIATIVE,TAX,TAX_TITLE001694,345141,334952,WITHDRAWN,4143037.53,50674773.4,1745,705,35877,63.14,33.71,16213,23234,0,2015-08-28,0
2000,MEAS000001695,BOND,EDU,EDU_TITLE001695,16692,26593,FAILED,192634584.19,77887844.88,1011,2427,49147,69.65,30.63,568051,245802,1,2006-11-25,0
2022,MEAS000001696,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001696,462245,445489,WITHDRAWN,45277357.63,143572750.89,2325,423,86525,64.53,35.62,1963320,1141011,1,2012-05-09,0
2017,MEAS000001697,CHARTER,LABOR,LABOR_TITLE001697,557698,553881,QUALIFIED,115493342.38,27186920.7,1707,1962,103154,48.89,54.06,36833,66511,0,2000-02-09,0
2008,MEAS000001698,AMENDMENT,TAX,TAX_TITLE001698,1000723,991929,FAILED,101550081.86,6552668.37,1000,1548,2181,58.71,39.62,341529,253873,1,2014-05-26,0
2020,MEAS000001699,CHARTER,EDU,EDU_TITLE001699,259106,264023,QUALIFIED,95111370.06,224939022.49,1260,1042,114344,41.79,55.62,867884,481441,1,2006-05-05,0
2016,MEAS000001700,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001700,461334,478697,FAILED,220117213.51,131679644.16,683,1229,91166,59.86,39.48,991142,2273841,0,2006-06-12,1
2003,MEAS000001701,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001701,479533,483331,FAILED,191923423.82,60398349.74,2271,830,9957,31.59,71.12,2566992,1697970,1,2024-08-10,0
2014,MEAS000001702,BOND,LABOR,LABOR_TITLE001702,1478585,1488162,QUALIFIED,233127085.26,43161743.93,2307,680,59411,70.61,28.75,2626310,2228491,1,2020-10-26,0
2006,MEAS000001703,BOND,HEALTH,HEALTH_TITLE001703,1292161,1273307,LITIGATED,18716923.5,193004869.84,2420,1429,112582,46.6,56.6,1982181,2635487,0,2025-08-30,0
2013,MEAS000001704,INITIATIVE,TAX,TAX_TITLE001704,1472912,1477623,QUALIFIED,190113122.17,195834912.55,1575,1909,108188,49.47,54.02,385322,674638,0,2016-02-10,0
2002,MEAS000001705,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001705,587643,586490,QUALIFIED,126840845.76,159812530.45,2365,1662,144032,59.1,36.14,1236134,2772355,0,2003-11-16,0
2025,MEAS000001706,BOND,EDU,EDU_TITLE001706,1069308,1073297,QUALIFIED,156313354.06,199052459.8,1732,2262,118314,75.57,20.68,1473175,978188,1,2000-02-11,0
2001,MEAS000001707,CHARTER,ELECTIONS,ELECTIONS_TITLE001707,838888,857524,PENDING,30862014.27,68929643.13,471,1725,83642,27.27,72.9,1559490,3050215,0,2004-05-18,0
2024,MEAS000001708,AMENDMENT,TAX,TAX_TITLE001708,1324600,1321297,QUALIFIED,28071493.17,66393462.54,2118,1612,133127,70.57,30.98,89247,153621,0,2004-10-02,0
2020,MEAS000001709,INITIATIVE,TAX,TAX_TITLE001709,251612,233696,QUALIFIED,196972177.71,70293787.5,1120,87,79887,66.77,32.37,995958,881412,1,2004-01-11,0
2002,MEAS000001710,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001710,122470,113998,QUALIFIED,36332813.7,247521260.37,418,1512,136257,59.42,43.36,811506,922805,0,2017-03-02,1
2014,MEAS000001711,AMENDMENT,LABOR,LABOR_TITLE001711,900965,904493,LITIGATED,182742308.98,178729112.43,774,1027,90026,39.04,63.44,2261116,971066,1,2013-06-13,0
2006,MEAS000001712,INITIATIVE,OTHER,OTHER_TITLE001712,990516,1006944,PENDING,237163944.92,101817379.39,270,2472,133251,62.05,35.15,2499205,2106096,1,2020-03-29,0
2021,MEAS000001713,INITIATIVE,OTHER,OTHER_TITLE001713,405965,422218,QUALIFIED,137151653.68,178379002.52,28,2149,15465,47.3,52.75,2104178,1427992,1,2010-04-17,0
2008,MEAS000001714,INITIATIVE,TAX,TAX_TITLE001714,1361045,1369360,LITIGATED,238196672.4,235751341.37,2203,1825,54413,45.39,58.57,632649,1414580,0,2023-08-12,0
2007,MEAS000001715,BOND,HOUSING,HOUSING_TITLE001715,702520,720365,QUALIFIED,96092466.84,209882118.27,894,492,92644,22.85,80.94,231954,253158,0,2019-06-27,0
2018,MEAS000001716,AMENDMENT,TAX,TAX_TITLE001716,119514,104209,FAILED,239879004.88,226105595.06,1283,1824,31785,30.9,71.8,658864,299829,1,2009-07-01,0
2019,MEAS000001717,INITIATIVE,OTHER,OTHER_TITLE001717,1035918,1053342,FAILED,20502087.7,171219915.61,1768,1069,109022,59.16,38.54,3027129,1684547,1,2006-03-25,0
2000,MEAS000001718,REFERENDUM,LABOR,LABOR_TITLE001718,1410421,1422301,QUALIFIED,73898324.98,127047630.45,1649,865,124646,55.34,42.71,836961,939686,0,2008-04-14,0
2006,MEAS000001719,REFERENDUM,EDU,EDU_TITLE001719,7683,27494,QUALIFIED,193977807.49,155089245.16,2264,1968,86251,60.1,43.22,2445023,2128366,1,2023-01-18,0
2010,MEAS000001720,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001720,871770,865314,FAILED,27988600.65,234938879.51,2268,1661,30643,52.66,42.73,1126508,621422,1,2025-02-13,0
2007,MEAS000001721,BOND,TAX,TAX_TITLE001721,1434352,1427044,QUALIFIED,171602159.12,116011441.1,1257,2240,49615,43.69,53.0,26179,46910,0,2020-03-13,0
2011,MEAS000001722,REFERENDUM,EDU,EDU_TITLE001722,111002,101130,QUALIFIED,105395491.88,199905562.42,460,502,72440,31.09,64.66,1609796,2094223,0,2020-03-01,0
2005,MEAS000001723,BOND,LABOR,LABOR_TITLE001723,161319,169666,QUALIFIED,15258935.35,142115858.38,1991,377,19103,40.81,63.64,916296,746260,1,2012-11-08,0
2025,MEAS000001724,CHARTER,LABOR,LABOR_TITLE001724,1081810,1097934,FAILED,4979062.52,100626533.87,377,47,136120,47.23,54.56,1846012,3044108,0,2012-07-16,1
2005,MEAS000001725,RECALL,EDU,EDU_TITLE001725,1013403,1002887,QUALIFIED,36470089.34,23021090.85,2078,1900,8737,68.88,30.66,581898,513920,1,2006-11-04,0
2010,MEAS000001726,BOND,TRANSPORT,TRANSPORT_TITLE001726,962632,943098,QUALIFIED,185676056.75,249832453.13,459,725,92892,32.51,62.75,1518358,2244827,0,2009-07-01,0
2009,MEAS000001727,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001727,1268711,1264983,LITIGATED,167494106.18,190362375.37,1908,1859,69554,35.22,66.06,2324888,1494981,1,2011-06-24,0
2005,MEAS000001728,AMENDMENT,LABOR,LABOR_TITLE001728,1365186,1347790,QUALIFIED,159392142.38,55076729.47,1555,260,98981,53.93,41.93,1258849,756717,1,2022-04-09,1
2001,MEAS000001729,REFERENDUM,HOUSING,HOUSING_TITLE001729,248250,235080,QUALIFIED,64391555.03,23504743.61,313,1562,84652,64.53,33.0,1059370,825262,1,2021-03-09,0
2004,MEAS000001730,BOND,HEALTH,HEALTH_TITLE001730,66895,63023,QUALIFIED,199056694.99,229241042.84,1528,1947,121515,49.46,47.62,1680949,1522206,1,2022-03-04,0
2002,MEAS000001731,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001731,1385442,1379974,QUALIFIED,83089238.04,103022263.72,870,2087,9037,26.0,70.57,1972594,2789413,0,2007-02-05,0
2022,MEAS000001732,INITIATIVE,EDU,EDU_TITLE001732,1250960,1233019,QUALIFIED,78101130.57,190270133.8,1396,1428,7562,76.78,27.9,1917547,2428131,0,2020-01-25,1
2024,MEAS000001733,REFERENDUM,LABOR,LABOR_TITLE001733,933621,951697,FAILED,160322650.36,26401451.42,72,2137,25631,48.74,50.69,2024041,1697089,1,2022-12-15,0
2014,MEAS000001734,AMENDMENT,TAX,TAX_TITLE001734,239034,230759,QUALIFIED,208335172.36,195861704.17,820,1104,44069,79.15,23.69,2162174,1636330,1,2021-11-25,0
2017,MEAS000001735,BOND,HOUSING,HOUSING_TITLE001735,972897,991445,QUALIFIED,13751361.76,220891075.5,2256,292,63703,36.09,68.31,401025,552347,0,2010-07-27,0
2019,MEAS000001736,INITIATIVE,HEALTH,HEALTH_TITLE001736,234051,235887,FAILED,44622906.66,243355374.88,1473,1240,81881,69.64,32.46,1253898,1548489,0,2008-11-17,0
2010,MEAS000001737,REFERENDUM,HEALTH,HEALTH_TITLE001737,1471088,1473234,QUALIFIED,85400573.83,77900146.5,606,227,54823,58.25,37.98,1533724,1548051,0,2009-02-16,0
2016,MEAS000001738,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001738,163439,154728,PENDING,125050338.24,50656815.09,756,1172,102660,38.38,57.89,256607,110355,1,2022-08-12,0
2019,MEAS000001739,BOND,OTHER,OTHER_TITLE001739,889039,908732,LITIGATED,146515358.85,176512709.8,2468,236,125506,37.66,65.3,2276893,1494072,1,2017-02-27,0
2018,MEAS000001740,BOND,TRANSPORT,TRANSPORT_TITLE001740,499380,491348,QUALIFIED,213572999.68,197294549.08,1476,572,81086,39.79,59.96,2413964,2231475,1,2000-01-04,0
2015,MEAS000001741,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001741,1497028,1488745,FAILED,247139170.4,142841655.74,2303,596,21768,24.04,80.56,1380023,1976606,0,2024-09-12,0
2010,MEAS000001742,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001742,1352089,1363392,QUALIFIED,138620627.64,227535732.99,409,2478,18516,67.08,28.68,2777750,1952680,1,2005-10-22,0
2025,MEAS000001743,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001743,1218022,1204292,FAILED,112344002.64,189760337.96,195,1569,84930,60.65,38.65,702627,866459,0,2019-08-21,0
2006,MEAS000001744,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001744,930469,921101,PENDING,158876594.5,210544928.31,2031,1881,124334,52.93,50.67,1288758,2131006,0,2004-11-30,0
2025,MEAS000001745,BOND,OTHER,OTHER_TITLE001745,1241645,1225643,QUALIFIED,224052301.78,3631129.85,2189,1783,104204,63.02,34.92,1414412,1732210,0,2016-12-05,0
2007,MEAS000001746,INITIATIVE,TAX,TAX_TITLE001746,87159,74436,QUALIFIED,31210036.64,205308169.43,485,1067,25475,29.88,65.27,152040,203184,0,2007-12-17,0
2007,MEAS000001747,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001747,1066522,1078974,PENDING,224732262.91,234465575.66,493,582,30080,61.63,42.13,2493325,1884152,1,2014-10-12,0
2008,MEAS000001748,AMENDMENT,TAX,TAX_TITLE001748,1109885,1090417,FAILED,189131743.6,15266079.62,42,344,111560,35.16,64.73,493248,913533,0,2002-01-04,0
2008,MEAS000001749,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001749,579172,568800,FAILED,193026441.2,231366153.45,1612,959,28609,24.66,72.17,1263161,2669769,0,2010-08-05,0
2019,MEAS000001750,INITIATIVE,HOUSING,HOUSING_TITLE001750,662027,669938,QUALIFIED,238004036.3,68400004.17,220,1900,33141,39.16,56.56,241095,181277,1,2007-11-12,0
2014,MEAS000001751,REFERENDUM,TAX,TAX_TITLE001751,561047,577224,QUALIFIED,12380273.03,147822773.24,2292,598,5082,25.87,74.01,1234595,554882,1,2015-06-21,0
2022,MEAS000001752,INITIATIVE,LABOR,LABOR_TITLE001752,423317,411297,QUALIFIED,138811961.4,149882696.24,1095,1420,83538,24.3,77.37,254140,413455,0,2002-02-19,0
2024,MEAS000001753,INITIATIVE,EDU,EDU_TITLE001753,249999,244864,QUALIFIED,228512176.37,220201763.45,416,2427,113849,78.63,17.37,453090,317901,1,2015-10-09,0
2021,MEAS000001754,BOND,OTHER,OTHER_TITLE001754,1496484,1499678,QUALIFIED,126425146.99,9960215.66,584,1173,42137,27.29,75.04,678012,1108656,0,2017-12-05,1
2000,MEAS000001755,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001755,1381863,1373611,FAILED,131383008.99,48609048.46,2070,496,36307,47.46,47.93,1655805,2007963,0,2012-01-15,0
2008,MEAS000001756,BOND,HEALTH,HEALTH_TITLE001756,337206,353668,QUALIFIED,7556827.03,17897933.3,1937,1237,137246,34.14,62.76,671779,753132,0,2001-05-13,0
2004,MEAS000001757,REFERENDUM,HOUSING,HOUSING_TITLE001757,854039,857583,FAILED,12624029.23,112725849.15,31,2351,99129,42.0,55.07,1817224,1418928,1,2012-10-09,0
2000,MEAS000001758,INITIATIVE,EDU,EDU_TITLE001758,534364,526856,LITIGATED,129881866.33,176533163.75,1388,1199,38305,49.32,48.95,834686,428073,1,2012-03-05,0
2009,MEAS000001759,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001759,184240,164286,QUALIFIED,58960404.35,100620444.9,1484,928,44276,34.35,61.02,1126066,2226331,0,2007-05-24,0
2010,MEAS000001760,INITIATIVE,LABOR,LABOR_TITLE001760,68468,70487,QUALIFIED,136367618.16,104048379.32,1934,1468,52911,67.29,28.08,588339,314597,1,2011-02-25,0
2012,MEAS000001761,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001761,870914,875523,WITHDRAWN,120698489.47,237513563.04,1849,1610,58086,60.02,44.85,621630,762418,0,2024-01-01,0
2003,MEAS000001762,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001762,713471,717504,QUALIFIED,141442404.69,103968609.22,1698,2216,75329,31.4,70.78,779849,441748,1,2023-06-05,1
2009,MEAS000001763,REFERENDUM,LABOR,LABOR_TITLE001763,958740,966628,QUALIFIED,134494703.51,101439274.11,1102,582,54729,53.81,44.23,783065,907930,0,2018-05-09,1
2024,MEAS000001764,REFERENDUM,OTHER,OTHER_TITLE001764,862699,853807,QUALIFIED,219412013.11,14254955.32,688,2488,52795,52.34,51.42,2244288,1465681,1,2025-07-25,0
2008,MEAS000001765,BOND,LABOR,LABOR_TITLE001765,255614,240868,QUALIFIED,213934446.34,204103046.15,2172,2435,75512,75.82,21.77,52322,73628,0,2009-09-25,0
2007,MEAS000001766,INITIATIVE,TAX,TAX_TITLE001766,123721,135485,QUALIFIED,137787761.22,13015011.67,924,919,11255,49.74,50.64,1510749,1288779,1,2007-12-08,0
2014,MEAS000001767,BOND,OTHER,OTHER_TITLE001767,1404035,1404487,PENDING,220542134.29,226619774.86,1640,1765,135434,64.4,30.98,1735895,1404064,1,2006-08-09,0
2007,MEAS000001768,INITIATIVE,OTHER,OTHER_TITLE001768,1306904,1305908,QUALIFIED,209610382.6,143138682.09,72,767,44083,75.11,20.42,1826869,1221727,1,2023-06-19,0
2002,MEAS000001769,INITIATIVE,HEALTH,HEALTH_TITLE001769,845783,865772,PENDING,105845847.77,107103888.78,2438,2446,146189,65.11,34.43,2236077,1423491,1,2016-09-05,0
2015,MEAS000001770,INITIATIVE,HEALTH,HEALTH_TITLE001770,1003649,999353,PENDING,233381791.12,93793984.69,872,2075,55581,49.57,46.57,440096,561796,0,2004-01-12,0
2022,MEAS000001771,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001771,1468942,1473282,QUALIFIED,127739451.85,89914136.36,1599,528,74320,26.94,69.78,2364358,2502728,0,2009-12-11,0
2014,MEAS000001772,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001772,323971,317724,FAILED,207494573.34,36761675.51,291,1733,74404,26.15,73.95,1073409,1258924,0,2000-01-26,0
2006,MEAS000001773,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001773,635088,638618,QUALIFIED,60804113.33,196677851.82,2346,1905,52138,38.96,64.56,2220772,1908166,1,2000-01-05,0
2024,MEAS000001774,INITIATIVE,TAX,TAX_TITLE001774,1327786,1313850,QUALIFIED,29569989.97,124368289.06,322,1958,35344,25.35,77.46,684764,1041228,0,2015-10-22,0
2020,MEAS000001775,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001775,626377,622738,QUALIFIED,227607968.91,5921570.74,1009,801,22092,38.93,57.87,375296,802326,0,2017-07-21,0
2009,MEAS000001776,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001776,251444,270632,QUALIFIED,161211406.55,135459631.42,1590,819,148458,60.84,42.81,40575,30364,1,2008-10-28,0
2019,MEAS000001777,INITIATIVE,OTHER,OTHER_TITLE001777,859303,844103,QUALIFIED,76799416.01,112969550.35,2468,826,133621,36.1,67.79,1323810,692138,1,2013-03-14,0
2000,MEAS000001778,INITIATIVE,EDU,EDU_TITLE001778,474848,491687,QUALIFIED,77087003.81,13635097.67,271,1540,6647,75.09,26.21,563534,658183,0,2010-03-09,0
2025,MEAS000001779,INITIATIVE,HEALTH,HEALTH_TITLE001779,84297,71924,QUALIFIED,147072907.05,167072692.4,189,1473,27601,61.51,38.14,2912499,1748947,1,2019-04-06,0
2020,MEAS000001780,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001780,1484801,1479786,PENDING,125979252.1,94264138.9,2136,1977,148803,62.37,36.3,234830,166784,1,2008-09-02,0
2018,MEAS000001781,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001781,926504,919171,QUALIFIED,184803935.57,95539861.23,1584,402,26740,79.89,18.76,226744,257966,0,2010-01-03,0
2022,MEAS000001782,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001782,88696,96144,LITIGATED,169804349.23,157519743.92,1615,528,85184,76.22,28.12,1106687,1316867,0,2003-10-23,0
2014,MEAS000001783,AMENDMENT,HEALTH,HEALTH_TITLE001783,481746,493486,QUALIFIED,191265990.29,62026100.29,1930,851,123499,66.63,37.8,964842,1747801,0,2003-12-08,0
2003,MEAS000001784,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001784,1361964,1380063,QUALIFIED,225463276.51,61692250.74,2161,1302,86323,73.1,25.17,1427518,2282500,0,2012-02-06,0
2016,MEAS000001785,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001785,1079800,1099527,QUALIFIED,97067966.53,115119397.77,2226,2423,113949,36.69,64.8,685042,971564,0,2008-08-26,0
2017,MEAS000001786,AMENDMENT,OTHER,OTHER_TITLE001786,1359180,1378969,QUALIFIED,238474287.62,105436416.16,1589,291,134311,74.85,27.98,610281,1199418,0,2004-08-02,1
2013,MEAS000001787,INITIATIVE,LABOR,LABOR_TITLE001787,1422695,1436616,QUALIFIED,129151239.43,96960226.25,629,1316,108092,36.15,60.35,503453,998032,0,2001-05-10,0
2004,MEAS000001788,AMENDMENT,HEALTH,HEALTH_TITLE001788,606071,613362,FAILED,248283232.28,217464562.64,233,772,26833,45.81,52.73,113087,61718,1,2005-02-10,0
2000,MEAS000001789,REFERENDUM,EDU,EDU_TITLE001789,1478405,1497374,QUALIFIED,210359683.49,164132626.71,1644,2442,17164,31.74,72.83,255844,335831,0,2019-05-29,0
2012,MEAS000001790,RECALL,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001790,11212,16000,QUALIFIED,125510000.28,229855955.95,266,97,122182,62.32,42.53,139483,156708,0,2023-04-12,0
2024,MEAS000001791,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001791,1039318,1050226,FAILED,246248895.14,179595639.07,29,2256,84866,79.74,16.42,1311778,1781876,0,2009-05-06,1
2000,MEAS000001792,REFERENDUM,LABOR,LABOR_TITLE001792,979055,971335,PENDING,134762401.31,187540947.86,1482,1424,17771,29.25,73.35,1177983,2511987,0,2013-10-06,0
