energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_usd,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2015,PROG0001637,OTHER,7394.67,200621,238388.32,2049.12,90873.17,2265.111,2.053,0.234,0.358,0.14,0.251,METERED,RPT00001637,0,3715,3.34,3
2010,PROG0001638,APPLIANCE,6712.64,174763,106679.5,2270.64,2481.39,636.62,2.567,2.46,0.517,0.114,0.154,INSPECTION,RPT00001638,1,3365,60.43,156
2020,PROG0001639,HVAC,5034.55,226865,119135.5,2829.91,77509.43,1011.606,1.653,2.223,1.018,0.347,0.299,EQUIPMENT_TRACKING,RPT00001639,0,3978,90.96,135
2025,PROG0001640,HVAC,3282.37,37794,182838.74,186.17,42205.46,3099.247,2.223,2.827,0.552,0.599,0.161,METERED,RPT00001640,0,6800,81.68,109
2015,PROG0001641,LED,5843.65,67160,92881.34,943.91,45599.78,452.546,3.222,2.385,0.503,0.128,0.166,INSPECTION,RPT00001641,0,4646,20.65,157
2022,PROG0001642,LED,5017.29,133975,249678.07,2586.27,48603.13,2649.54,2.706,0.868,0.73,0.247,0.443,METERED,RPT00001642,1,2056,42.8,54
2023,PROG0001643,INSULATION,966.76,232110,206447.0,1416.86,87163.13,1031.487,1.496,0.241,0.938,0.201,0.035,EQUIPMENT_TRACKING,RPT00001643,0,5477,1.38,73
2012,PROG0001644,HVAC,3466.71,183339,205589.04,2770.21,43978.12,2933.018,3.488,1.121,0.365,0.488,0.264,METERED,RPT00001644,0,1135,76.88,97
2009,PROG0001645,INSULATION,6979.31,139190,64244.4,614.72,18989.6,927.1,2.063,1.516,1.025,0.373,0.41,EQUIPMENT_TRACKING,RPT00001645,1,10499,23.83,39
2012,PROG0001646,APPLIANCE,6798.28,50718,246320.79,2842.31,9115.69,2438.912,0.229,0.323,0.854,0.269,0.192,METERED,RPT00001646,1,11722,72.32,43
2015,PROG0001647,OTHER,182.78,217086,19837.19,2435.42,33635.82,158.0,2.914,1.698,0.812,0.377,0.145,BILLING_ANALYSIS,RPT00001647,1,11411,30.16,103
2012,PROG0001648,WEATHERIZATION,5748.01,146969,193821.67,3484.86,83462.99,2819.254,3.239,1.938,0.72,0.186,0.203,METERED,RPT00001648,0,4232,19.09,116
2015,PROG0001649,HVAC,3587.11,75045,38033.63,4689.67,81003.98,563.041,3.191,1.793,0.407,0.43,0.17,DEEMED,RPT00001649,0,8067,47.13,92
2019,PROG0001650,INSULATION,7123.89,90789,203782.66,2660.48,32016.73,2962.602,2.435,2.682,0.784,0.382,0.38,BILLING_ANALYSIS,RPT00001650,1,10941,64.03,128
2019,PROG0001651,WEATHERIZATION,6180.75,48256,187172.2,1400.07,14360.97,1104.51,1.743,1.237,1.063,0.427,0.121,METERED,RPT00001651,1,1196,93.13,137
2010,PROG0001652,APPLIANCE,4532.6,211498,85396.11,2795.89,43136.91,625.873,2.249,1.271,1.03,0.001,0.182,EQUIPMENT_TRACKING,RPT00001652,0,1779,95.87,129
2012,PROG0001653,INSULATION,7266.39,51074,93282.45,777.45,11958.05,281.285,1.434,1.086,0.348,0.123,0.217,METERED,RPT00001653,0,6360,76.46,146
2025,PROG0001654,BUILDING_CONTROLS,4578.2,149466,83844.56,1755.78,78019.12,759.177,0.845,2.68,0.938,0.081,0.083,METERED,RPT00001654,0,766,83.62,31
2017,PROG0001655,INDUSTRIAL_PROCESS,4449.12,35385,224396.91,2756.14,35872.44,3991.518,0.294,2.219,0.655,0.211,0.046,METERED,RPT00001655,1,9567,91.25,22
2011,PROG0001656,SOLAR_WATER_HEAT,5422.18,79441,65488.2,1225.64,49313.81,744.023,1.187,1.912,0.375,0.071,0.251,INSPECTION,RPT00001656,0,4653,41.73,63
2020,PROG0001657,HVAC,4234.27,139535,162371.1,207.81,61261.89,1681.606,3.348,0.373,0.922,0.394,0.081,INSPECTION,RPT00001657,0,214,46.01,152
2025,PROG0001658,BUILDING_CONTROLS,5730.93,170346,151018.42,4503.55,37435.8,2519.237,0.441,0.463,0.783,0.214,0.414,INSPECTION,RPT00001658,1,7084,55.92,178
2022,PROG0001659,OTHER,6868.17,104453,123501.73,2360.26,87871.87,1058.096,2.787,2.422,0.691,0.009,0.299,METERED,RPT00001659,0,347,16.57,85
2013,PROG0001660,INDUSTRIAL_PROCESS,4043.06,116874,45388.74,1096.71,13760.34,436.31,1.84,2.308,0.408,0.417,0.236,DEEMED,RPT00001660,0,2038,19.87,156
2015,PROG0001661,SOLAR_WATER_HEAT,6680.64,31670,202293.78,2485.65,2703.18,2668.784,1.726,0.499,0.862,0.362,0.383,METERED,RPT00001661,1,4349,56.07,32
2022,PROG0001662,OTHER,4398.27,152529,240036.2,852.34,93428.85,3015.317,1.07,0.145,0.39,0.391,0.107,BILLING_ANALYSIS,RPT00001662,0,4408,91.08,21
2025,PROG0001663,LED,5736.42,160766,123297.79,4243.83,61119.53,1136.126,1.21,0.985,0.704,0.025,0.293,DEEMED,RPT00001663,0,1483,35.12,150
2014,PROG0001664,BUILDING_CONTROLS,1761.69,158417,189381.79,453.25,35523.9,2654.717,3.07,2.054,0.808,0.394,0.009,INSPECTION,RPT00001664,0,6187,23.29,34
2023,PROG0001665,INSULATION,2614.26,141585,211064.72,2877.31,40125.68,3125.004,1.556,2.196,0.397,0.487,0.291,DEEMED,RPT00001665,1,10479,28.13,171
2024,PROG0001666,INSULATION,2312.09,240369,46097.29,55.9,81712.27,451.662,1.269,2.663,0.975,0.429,0.374,DEEMED,RPT00001666,1,6758,53.28,105
2024,PROG0001667,SOLAR_WATER_HEAT,1979.17,126566,198672.9,808.02,67568.01,2356.794,1.325,2.109,0.547,0.483,0.426,INSPECTION,RPT00001667,0,4897,27.65,48
2009,PROG0001668,HEAT_PUMP,7111.97,67772,39606.85,3653.93,63629.86,357.149,1.837,0.929,0.445,0.192,0.483,METERED,RPT00001668,0,10978,16.45,4
2017,PROG0001669,LED,6814.39,137132,96792.62,4757.0,51606.49,1463.044,1.651,2.401,0.849,0.492,0.399,METERED,RPT00001669,1,11384,59.31,150
2020,PROG0001670,APPLIANCE,4760.55,113021,101549.31,1821.74,85964.22,1398.786,2.177,0.859,0.334,0.08,0.064,METERED,RPT00001670,1,248,99.83,143
2009,PROG0001671,INSULATION,2020.61,104102,169579.54,4274.13,62025.25,1799.525,1.333,1.416,0.729,0.461,0.415,DEEMED,RPT00001671,1,11488,99.04,127
2010,PROG0001672,INSULATION,4500.73,3876,81548.26,1388.9,33373.72,379.797,0.391,1.311,0.809,0.154,0.306,METERED,RPT00001672,1,7429,21.41,116
2016,PROG0001673,APPLIANCE,5945.75,153021,158363.41,754.38,10831.15,1597.466,0.972,2.99,0.909,0.39,0.349,BILLING_ANALYSIS,RPT00001673,0,6464,87.65,123
2019,PROG0001674,WEATHERIZATION,264.6,197480,192450.03,2043.9,46945.72,2516.325,2.168,0.385,0.787,0.133,0.486,METERED,RPT00001674,0,286,41.79,138
2023,PROG0001675,LED,3181.42,16913,191885.7,244.22,71442.21,2775.535,2.205,1.669,0.434,0.323,0.362,DEEMED,RPT00001675,0,4202,28.47,103
2020,PROG0001676,HVAC,992.73,230466,204799.4,3408.5,18655.79,2958.622,1.305,1.833,0.521,0.286,0.418,EQUIPMENT_TRACKING,RPT00001676,1,9149,48.83,54
2020,PROG0001677,INDUSTRIAL_PROCESS,2524.42,59698,8635.49,2339.03,51893.31,64.844,1.039,1.504,0.602,0.337,0.17,EQUIPMENT_TRACKING,RPT00001677,0,6000,27.97,7
2016,PROG0001678,SOLAR_WATER_HEAT,6805.97,33973,34288.35,2024.72,72672.3,364.501,0.505,1.704,0.499,0.443,0.023,INSPECTION,RPT00001678,1,9486,45.39,176
2020,PROG0001679,OTHER,5472.26,147952,189328.81,2441.31,38772.22,2898.441,1.145,1.302,0.733,0.5,0.244,METERED,RPT00001679,1,673,72.15,145
2025,PROG0001680,INSULATION,3786.05,45148,157448.22,1701.91,78931.88,1049.28,2.226,1.77,0.563,0.353,0.364,DEEMED,RPT00001680,1,2126,14.41,0
2009,PROG0001681,OTHER,10.83,135528,46121.73,1785.89,78218.02,787.041,0.436,1.23,0.898,0.406,0.031,BILLING_ANALYSIS,RPT00001681,0,6770,30.92,56
2018,PROG0001682,APPLIANCE,7140.95,7738,66345.61,1222.71,73146.21,589.595,1.855,2.674,0.829,0.035,0.085,METERED,RPT00001682,1,7064,49.35,35
2022,PROG0001683,HVAC,2113.61,120661,102354.07,2945.53,47501.68,716.039,0.475,0.7,0.904,0.598,0.479,EQUIPMENT_TRACKING,RPT00001683,0,4853,48.42,13
2016,PROG0001684,HEAT_PUMP,2939.16,181030,45725.2,2662.22,27783.83,398.37,0.621,1.615,0.598,0.222,0.266,INSPECTION,RPT00001684,1,6731,85.63,44
2023,PROG0001685,INDUSTRIAL_PROCESS,5616.66,86502,215214.18,4137.58,44140.65,1182.978,0.757,2.368,0.722,0.257,0.285,BILLING_ANALYSIS,RPT00001685,1,6189,11.71,20
2023,PROG0001686,LED,1583.17,187342,231464.81,1488.86,72657.21,1425.694,3.34,1.677,0.953,0.547,0.231,BILLING_ANALYSIS,RPT00001686,0,9494,23.08,155
2023,PROG0001687,HVAC,4296.51,100742,88384.98,2496.14,89870.85,414.27,1.745,0.775,0.891,0.254,0.41,METERED,RPT00001687,0,10914,91.55,88
2015,PROG0001688,BUILDING_CONTROLS,5881.35,117544,81464.4,4808.59,52979.95,588.686,0.928,0.463,0.926,0.535,0.141,BILLING_ANALYSIS,RPT00001688,1,11051,39.97,63
2021,PROG0001689,WEATHERIZATION,6.31,233276,26007.13,3538.1,92620.98,300.774,2.53,0.777,0.647,0.149,0.061,INSPECTION,RPT00001689,1,732,79.59,168
2010,PROG0001690,INSULATION,4226.31,28194,198967.21,4460.82,78319.07,3551.955,1.477,1.807,0.856,0.59,0.263,DEEMED,RPT00001690,1,11637,62.39,4
2011,PROG0001691,APPLIANCE,223.09,207409,195775.72,1251.52,41799.29,972.06,3.466,0.404,0.771,0.336,0.053,DEEMED,RPT00001691,0,9412,75.74,172
2016,PROG0001692,HVAC,5986.64,115662,241077.85,527.24,82343.56,3078.753,3.429,2.403,0.74,0.23,0.424,DEEMED,RPT00001692,0,7990,18.11,114
2017,PROG0001693,HEAT_PUMP,6719.96,33613,78558.82,4778.28,76965.79,377.813,1.331,2.366,0.684,0.089,0.303,METERED,RPT00001693,0,3918,10.19,67
2014,PROG0001694,HEAT_PUMP,2221.41,45907,136297.0,969.1,21588.6,1846.695,1.266,2.757,0.488,0.55,0.302,DEEMED,RPT00001694,1,9,65.12,90
2013,PROG0001695,WEATHERIZATION,6609.37,219726,161957.49,3716.21,43994.27,2423.668,1.668,2.248,0.984,0.301,0.24,DEEMED,RPT00001695,1,2972,15.42,105
2016,PROG0001696,LED,6748.52,26190,24461.07,1997.73,70037.42,172.145,2.841,2.494,0.877,0.323,0.337,METERED,RPT00001696,0,9149,34.53,94
2013,PROG0001697,WEATHERIZATION,4570.35,67824,207270.78,2054.83,37174.01,1267.636,1.741,2.514,0.415,0.204,0.251,METERED,RPT00001697,0,7627,17.74,66
2015,PROG0001698,HEAT_PUMP,6105.8,64352,55493.18,2211.16,29188.06,402.924,0.745,2.757,0.512,0.285,0.317,INSPECTION,RPT00001698,0,2593,93.71,67
2014,PROG0001699,HVAC,2809.8,246720,197335.62,128.91,31803.93,3096.62,3.289,0.855,0.864,0.116,0.455,METERED,RPT00001699,0,3453,87.75,59
2021,PROG0001700,LED,3039.44,238422,111419.58,2347.56,78289.52,1888.566,0.843,1.678,0.339,0.494,0.073,BILLING_ANALYSIS,RPT00001700,0,11198,5.85,129
2022,PROG0001701,INDUSTRIAL_PROCESS,6293.65,50703,74005.71,498.13,29945.23,890.509,1.325,1.243,0.322,0.078,0.463,INSPECTION,RPT00001701,0,10712,56.1,24
2014,PROG0001702,HEAT_PUMP,1709.0,204741,47312.94,2751.1,66075.01,747.194,2.728,0.415,0.375,0.498,0.105,BILLING_ANALYSIS,RPT00001702,0,10341,46.98,76
2025,PROG0001703,LED,3461.41,207659,44918.03,2345.59,51371.43,577.368,1.033,1.653,1.057,0.435,0.3,BILLING_ANALYSIS,RPT00001703,0,4025,5.5,117
2010,PROG0001704,HVAC,852.4,19900,53301.65,1188.15,81796.96,167.509,1.384,1.742,0.662,0.068,0.494,DEEMED,RPT00001704,0,11338,88.35,39
2024,PROG0001705,INDUSTRIAL_PROCESS,2342.95,108131,73895.75,4690.38,91851.29,1120.172,2.582,2.536,0.462,0.55,0.209,INSPECTION,RPT00001705,0,1536,94.17,57
2010,PROG0001706,HVAC,4687.9,141113,172599.81,3987.64,26113.62,2213.903,1.421,1.616,0.304,0.28,0.318,METERED,RPT00001706,0,10042,42.07,115
2017,PROG0001707,LED,5539.93,174138,114689.26,1664.09,13776.31,584.042,2.512,2.606,0.618,0.053,0.158,BILLING_ANALYSIS,RPT00001707,1,8442,53.62,78
2015,PROG0001708,INSULATION,6428.3,227105,205250.71,4118.63,28186.29,2040.824,0.542,2.307,0.54,0.438,0.34,BILLING_ANALYSIS,RPT00001708,0,4490,24.08,152
2019,PROG0001709,WEATHERIZATION,6378.73,76514,58131.31,3.37,21343.19,258.15,2.451,0.643,0.389,0.392,0.44,BILLING_ANALYSIS,RPT00001709,0,6071,63.09,123
2025,PROG0001710,SOLAR_WATER_HEAT,5056.21,143041,102726.06,3900.51,50389.43,671.889,2.392,1.89,0.455,0.402,0.143,EQUIPMENT_TRACKING,RPT00001710,0,3978,72.1,99
2023,PROG0001711,LED,2961.68,136742,137070.4,1622.03,13005.76,1155.255,2.389,2.693,0.316,0.178,0.43,INSPECTION,RPT00001711,0,11333,83.29,135
2012,PROG0001712,WEATHERIZATION,5671.87,18456,71829.01,1269.19,59400.26,622.927,1.837,1.57,0.656,0.213,0.057,METERED,RPT00001712,1,4706,10.75,25
2011,PROG0001713,HEAT_PUMP,3516.0,197937,73492.81,4425.07,69717.29,1229.368,2.204,2.838,1.079,0.052,0.229,INSPECTION,RPT00001713,1,11207,67.38,61
2019,PROG0001714,WEATHERIZATION,5248.78,10722,33660.07,4076.11,58710.99,239.917,0.452,2.949,0.705,0.46,0.231,DEEMED,RPT00001714,0,5532,47.75,52
2025,PROG0001715,BUILDING_CONTROLS,2220.76,112549,180398.09,1562.19,9890.46,2735.301,1.973,0.268,0.49,0.411,0.165,METERED,RPT00001715,1,8461,69.15,89
2013,PROG0001716,BUILDING_CONTROLS,6763.52,126587,144203.19,4439.4,71547.35,1320.011,1.497,0.194,0.599,0.419,0.191,METERED,RPT00001716,0,2933,59.94,102
2019,PROG0001717,INSULATION,4562.25,135462,168126.49,4107.42,72422.25,1177.776,2.822,0.784,0.395,0.498,0.047,DEEMED,RPT00001717,1,1437,10.29,148
2021,PROG0001718,BUILDING_CONTROLS,6336.97,2668,11314.42,4819.0,76174.31,96.038,2.829,2.527,0.533,0.579,0.124,EQUIPMENT_TRACKING,RPT00001718,0,4029,9.39,133
2018,PROG0001719,HVAC,1174.93,215052,3442.74,3806.21,80668.93,47.018,0.938,1.037,0.885,0.247,0.211,INSPECTION,RPT00001719,1,146,37.85,146
2018,PROG0001720,LED,5046.19,78941,231308.37,3112.96,9611.85,713.915,0.639,1.512,1.024,0.41,0.463,EQUIPMENT_TRACKING,RPT00001720,0,8275,39.05,60
2013,PROG0001721,LED,1684.02,20824,234143.8,3330.63,34899.66,1710.354,0.477,2.058,0.959,0.207,0.468,INSPECTION,RPT00001721,1,9616,7.34,160
2019,PROG0001722,WEATHERIZATION,2880.09,133631,87417.92,4135.45,87675.01,1013.468,0.636,0.845,1.01,0.148,0.155,INSPECTION,RPT00001722,1,5031,98.3,163
2011,PROG0001723,OTHER,5923.65,102853,66442.44,1628.97,783.64,698.124,1.513,0.523,0.438,0.28,0.374,INSPECTION,RPT00001723,0,4647,33.39,171
2018,PROG0001724,SOLAR_WATER_HEAT,3544.88,195846,84600.07,454.49,43052.11,357.432,3.461,2.598,0.804,0.381,0.332,INSPECTION,RPT00001724,0,2271,43.16,108
2017,PROG0001725,OTHER,2056.31,114829,189019.2,3376.53,43882.12,2641.918,0.723,0.398,0.794,0.17,0.359,INSPECTION,RPT00001725,0,4615,51.43,2
2016,PROG0001726,LED,3385.46,213688,112955.04,4397.08,49327.21,742.086,3.266,1.328,0.485,0.544,0.353,BILLING_ANALYSIS,RPT00001726,1,6938,8.74,133
2012,PROG0001727,INDUSTRIAL_PROCESS,3.05,140638,233882.51,643.93,52041.08,2734.238,2.406,1.82,0.625,0.561,0.086,DEEMED,RPT00001727,0,2961,12.18,175
2010,PROG0001728,SOLAR_WATER_HEAT,2887.0,146508,185879.78,4509.47,80533.83,920.231,2.266,0.602,0.945,0.304,0.199,BILLING_ANALYSIS,RPT00001728,0,1686,96.12,15
2022,PROG0001729,HEAT_PUMP,2308.55,48348,34525.75,1759.03,32307.47,614.516,0.225,1.543,0.807,0.327,0.087,EQUIPMENT_TRACKING,RPT00001729,0,10717,80.18,18
2023,PROG0001730,LED,6979.1,214998,68160.15,1407.34,73075.94,310.99,1.684,2.114,0.311,0.476,0.429,INSPECTION,RPT00001730,0,3562,61.88,170
2020,PROG0001731,SOLAR_WATER_HEAT,6832.67,209912,79871.53,4312.14,64259.35,598.908,2.605,0.468,0.745,0.572,0.055,DEEMED,RPT00001731,0,301,7.75,97
2017,PROG0001732,BUILDING_CONTROLS,3010.54,183444,176151.89,1563.39,85426.73,2684.346,2.365,2.305,0.961,0.552,0.063,BILLING_ANALYSIS,RPT00001732,0,8917,80.81,160
2013,PROG0001733,WEATHERIZATION,3068.28,133409,245503.8,9.32,4731.17,1172.599,1.361,1.124,0.514,0.112,0.221,EQUIPMENT_TRACKING,RPT00001733,0,11231,40.18,0
2016,PROG0001734,INSULATION,2038.42,21774,192714.49,1171.1,17475.16,2100.567,1.673,0.14,0.686,0.235,0.417,BILLING_ANALYSIS,RPT00001734,0,4212,81.59,120
2011,PROG0001735,INSULATION,4417.55,42248,100631.11,2937.05,51201.3,375.81,3.127,1.472,0.917,0.074,0.312,METERED,RPT00001735,0,10528,70.28,76
2015,PROG0001736,HVAC,829.0,61592,186271.92,3736.07,76912.9,2857.957,0.587,1.486,0.496,0.428,0.221,BILLING_ANALYSIS,RPT00001736,0,6497,80.3,64
2015,PROG0001737,HVAC,1976.31,225549,200682.11,588.31,84055.04,1366.422,0.386,1.195,0.992,0.366,0.073,INSPECTION,RPT00001737,0,7949,21.18,103
2012,PROG0001738,INDUSTRIAL_PROCESS,908.93,40775,108953.02,1589.44,86958.48,1479.22,2.713,2.048,0.437,0.026,0.299,EQUIPMENT_TRACKING,RPT00001738,0,3914,99.27,121
2022,PROG0001739,INSULATION,3399.42,218233,46707.6,1364.67,56876.43,779.232,0.767,0.473,0.52,0.431,0.425,INSPECTION,RPT00001739,1,10143,76.96,79
2022,PROG0001740,HEAT_PUMP,2755.77,142199,17128.36,4308.01,7205.28,244.202,0.915,0.854,0.545,0.092,0.398,EQUIPMENT_TRACKING,RPT00001740,1,2497,6.25,20
2019,PROG0001741,HVAC,921.51,101124,188791.61,1038.58,50620.57,910.376,0.964,0.612,0.316,0.107,0.025,BILLING_ANALYSIS,RPT00001741,0,11176,65.53,106
2014,PROG0001742,OTHER,5707.13,197447,220814.38,1467.75,72299.96,2990.86,2.368,0.332,0.651,0.184,0.446,BILLING_ANALYSIS,RPT00001742,1,6775,47.11,31
2021,PROG0001743,APPLIANCE,3477.87,33499,115758.23,1182.95,45520.22,1976.062,3.379,2.309,0.39,0.03,0.13,BILLING_ANALYSIS,RPT00001743,0,410,71.24,40
2019,PROG0001744,LED,76.53,243811,180669.88,4886.83,6357.35,2082.428,0.88,1.94,0.688,0.369,0.358,BILLING_ANALYSIS,RPT00001744,0,8926,22.74,85
2022,PROG0001745,HEAT_PUMP,4659.55,53396,225935.12,1860.79,65781.28,2576.175,0.751,2.803,0.622,0.463,0.266,BILLING_ANALYSIS,RPT00001745,1,5622,9.93,6
2025,PROG0001746,OTHER,4136.9,172307,50025.69,2901.03,25091.0,624.923,1.839,1.876,0.504,0.107,0.036,EQUIPMENT_TRACKING,RPT00001746,0,1403,25.7,155
2022,PROG0001747,INSULATION,4683.87,89080,5448.43,2133.82,75778.2,81.584,1.334,2.81,0.682,0.422,0.214,BILLING_ANALYSIS,RPT00001747,0,9109,36.5,135
2022,PROG0001748,SOLAR_WATER_HEAT,5559.33,23422,100428.92,668.4,12407.32,1203.14,1.267,2.177,0.96,0.552,0.212,EQUIPMENT_TRACKING,RPT00001748,1,6455,71.29,170
2023,PROG0001749,BUILDING_CONTROLS,1387.33,38823,207913.44,2203.11,15996.38,1672.632,1.891,2.084,1.046,0.071,0.494,BILLING_ANALYSIS,RPT00001749,1,11954,59.64,43
2017,PROG0001750,HEAT_PUMP,23.31,157697,26560.88,1729.49,92246.47,284.507,2.677,2.77,0.429,0.209,0.112,METERED,RPT00001750,1,10365,75.07,176
2015,PROG0001751,OTHER,2637.71,115095,162971.56,3127.66,80439.91,1203.631,1.196,1.45,0.453,0.45,0.05,METERED,RPT00001751,0,11046,24.84,0
2010,PROG0001752,HEAT_PUMP,2813.94,117977,217874.48,1177.01,58475.27,1842.8,3.183,0.251,0.818,0.406,0.362,BILLING_ANALYSIS,RPT00001752,0,11713,23.9,84
2019,PROG0001753,OTHER,2399.16,53988,118946.83,4807.2,94745.61,1827.007,1.144,2.677,0.929,0.094,0.235,METERED,RPT00001753,0,659,18.09,14
2014,PROG0001754,OTHER,7289.19,161847,123865.46,1367.26,82085.45,1864.777,2.185,0.761,1.085,0.203,0.057,INSPECTION,RPT00001754,0,1731,1.3,61
2021,PROG0001755,LED,4463.15,128246,177890.08,3597.4,74073.62,2801.296,1.009,2.497,1.085,0.212,0.131,DEEMED,RPT00001755,1,1544,27.83,77
2023,PROG0001756,LED,6382.03,245901,137637.67,4913.71,9563.93,1119.675,2.408,1.137,1.034,0.559,0.258,EQUIPMENT_TRACKING,RPT00001756,1,9664,66.95,54
2010,PROG0001757,APPLIANCE,5526.02,140381,73732.47,206.79,72636.89,884.126,1.198,2.636,0.916,0.527,0.395,EQUIPMENT_TRACKING,RPT00001757,1,5787,46.23,147
2020,PROG0001758,BUILDING_CONTROLS,6107.09,200565,95736.4,3986.55,83719.75,1188.537,1.653,0.689,0.628,0.258,0.191,DEEMED,RPT00001758,0,6639,10.62,162
2018,PROG0001759,HVAC,3749.84,218860,129253.59,2046.23,41549.67,2030.658,1.039,2.553,1.035,0.437,0.236,METERED,RPT00001759,1,6143,87.68,165
2022,PROG0001760,OTHER,5636.9,228654,208047.08,1762.0,85696.65,1156.82,2.983,0.405,0.368,0.225,0.452,METERED,RPT00001760,1,1161,73.49,63
2023,PROG0001761,WEATHERIZATION,885.54,184977,171354.88,3737.62,76072.39,2892.309,0.565,1.211,0.837,0.004,0.282,INSPECTION,RPT00001761,0,6913,82.65,99
2022,PROG0001762,SOLAR_WATER_HEAT,6.48,174533,75881.76,3368.57,79472.38,1040.503,1.331,2.532,0.425,0.025,0.391,METERED,RPT00001762,0,2614,60.03,42
2015,PROG0001763,HVAC,2944.38,72232,95010.49,1568.28,70581.23,1671.45,2.502,1.7,0.819,0.324,0.161,DEEMED,RPT00001763,1,2199,35.9,25
2023,PROG0001764,WEATHERIZATION,1717.1,195843,104047.73,1424.76,12157.61,831.391,1.99,2.183,1.012,0.218,0.092,METERED,RPT00001764,0,3627,33.14,127
2012,PROG0001765,HEAT_PUMP,832.22,209433,32499.43,298.29,61418.27,561.35,3.052,1.553,0.703,0.32,0.207,DEEMED,RPT00001765,1,7511,46.21,105
2015,PROG0001766,APPLIANCE,1812.9,190638,206676.76,1903.37,76356.52,1097.131,1.357,0.142,0.462,0.211,0.201,DEEMED,RPT00001766,1,9095,85.65,140
2020,PROG0001767,INDUSTRIAL_PROCESS,5661.42,225308,121815.72,2010.49,63108.05,1314.82,2.139,1.184,0.304,0.487,0.412,EQUIPMENT_TRACKING,RPT00001767,0,5288,84.7,102
2019,PROG0001768,SOLAR_WATER_HEAT,2021.47,129931,236631.82,667.45,73901.66,843.941,2.127,2.045,0.842,0.218,0.183,BILLING_ANALYSIS,RPT00001768,0,10472,84.05,22
2018,PROG0001769,LED,3493.02,219025,156797.19,563.91,52358.58,2502.178,3.392,0.772,0.576,0.416,0.321,METERED,RPT00001769,1,1047,58.91,100
2024,PROG0001770,INDUSTRIAL_PROCESS,2853.46,113147,177986.88,3099.05,47140.36,2406.608,3.103,2.336,0.783,0.115,0.045,INSPECTION,RPT00001770,1,6825,50.59,94
2022,PROG0001771,LED,4213.65,100127,65450.89,906.93,83075.24,732.221,1.227,1.568,0.601,0.569,0.483,METERED,RPT00001771,0,11874,1.09,86
2025,PROG0001772,INSULATION,3426.98,193148,121418.57,80.61,90185.46,802.497,3.14,2.512,0.897,0.338,0.178,BILLING_ANALYSIS,RPT00001772,0,9444,45.16,96
2023,PROG0001773,OTHER,5603.75,85200,84478.58,2217.39,16750.85,1130.937,1.149,1.205,0.379,0.009,0.348,INSPECTION,RPT00001773,1,2859,60.96,142
2017,PROG0001774,WEATHERIZATION,245.17,72241,249813.82,3436.0,39389.82,4000.765,0.576,0.336,1.019,0.302,0.244,EQUIPMENT_TRACKING,RPT00001774,1,2211,19.8,132
2017,PROG0001775,INSULATION,4352.76,164887,150228.52,4558.56,4283.05,2666.257,2.106,1.453,0.459,0.024,0.031,METERED,RPT00001775,1,1343,16.77,20
2017,PROG0001776,SOLAR_WATER_HEAT,110.4,198099,3474.86,1258.13,21424.02,38.447,1.252,1.071,0.407,0.178,0.375,EQUIPMENT_TRACKING,RPT00001776,0,7967,13.14,162
2023,PROG0001777,HVAC,1522.65,96081,142297.9,4553.77,74864.03,550.323,2.009,0.112,0.715,0.513,0.015,DEEMED,RPT00001777,0,5518,24.25,43
2022,PROG0001778,INSULATION,5088.77,189401,104760.17,4493.28,6082.17,1387.332,2.85,0.954,0.557,0.126,0.392,BILLING_ANALYSIS,RPT00001778,0,10621,8.03,50
2014,PROG0001779,INSULATION,4629.78,77615,49847.04,865.33,28687.58,487.185,0.905,1.309,0.99,0.221,0.26,METERED,RPT00001779,0,10468,15.03,3
2009,PROG0001780,LED,2614.78,124978,218186.56,4995.54,63933.57,2891.043,2.152,2.619,1.027,0.564,0.341,METERED,RPT00001780,1,586,17.97,101
2024,PROG0001781,BUILDING_CONTROLS,3223.25,184094,43780.15,1409.79,76028.42,248.116,3.28,1.142,1.077,0.128,0.131,EQUIPMENT_TRACKING,RPT00001781,1,4384,6.04,11
2018,PROG0001782,HEAT_PUMP,285.17,78895,192266.93,663.71,93206.2,2281.742,1.945,0.895,0.502,0.201,0.277,EQUIPMENT_TRACKING,RPT00001782,0,2458,90.21,139
2010,PROG0001783,APPLIANCE,5117.08,138747,49340.0,4633.75,1674.46,159.39,0.897,0.855,0.581,0.463,0.154,DEEMED,RPT00001783,0,7064,34.6,101
2011,PROG0001784,APPLIANCE,5285.89,30081,16541.77,1432.01,54415.3,87.102,2.695,2.814,0.692,0.322,0.489,EQUIPMENT_TRACKING,RPT00001784,0,2256,73.87,20
2012,PROG0001785,INSULATION,6681.0,219316,93505.6,4319.7,60518.98,484.105,2.101,1.627,1.02,0.247,0.286,METERED,RPT00001785,1,8940,47.25,110
