trans_rail_reference_month,trans_rail_country_iso2,trans_rail_operator_code,trans_rail_origin_station_code,trans_rail_destination_station_code,trans_rail_passenger_km_million,trans_rail_freight_tonne_km_million,trans_rail_on_time_performance_pct,trans_rail_delay_minutes_avg,trans_rail_cancelled_services_count,trans_rail_ticket_price_index,trans_rail_capacity_train_km_million,trans_rail_electrified_network_share_pct,trans_rail_ertms_equipped_km,trans_rail_cross_border_service_flag,trans_rail_night_train_service_flag,trans_rail_rail_freight_corridor_code,trans_rail_data_source,trans_rail_data_quality_flag,trans_rail_data_extract_date
2020-10,HU,HU_RAIL_OP010,HUST160,DKST100,2963.4,1010.98,88.41,11.57,414,97.16,62.075,46.55,2342.86,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-10-20
2020-11,LU,LU_RAIL_OP011,LUST161,IEST101,3857.0,2614.1,90.17,4.1,387,99.73,75.204,64.71,500.85,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-02-16
2020-12,RO,RO_RAIL_OP012,ROST162,PLST102,4677.71,4327.57,98.09,10.68,133,118.7,109.717,63.66,5673.21,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-12-17
2021-01,AT,AT_RAIL_OP013,ATST163,ATST103,3970.38,1896.26,80.46,3.48,495,129.73,124.551,60.48,9505.51,0,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2026-02-14
2021-02,CZ,CZ_RAIL_OP014,CZST164,EEST104,1885.64,4458.76,88.52,4.54,458,106.96,60.738,98.3,4827.54,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,0,2025-12-20
2021-03,DE,DE_RAIL_OP015,DEST165,ITST105,1184.88,3158.65,74.19,10.1,34,132.31,104.277,79.62,6250.64,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-06-13
2021-04,LV,LV_RAIL_OP016,LVST166,PTST106,3312.69,3287.1,96.84,9.98,216,106.19,30.007,75.77,3782.85,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2026-01-05
2021-05,PL,PL_RAIL_OP017,PLST167,BEST107,1839.59,1820.87,78.78,1.94,296,101.15,8.034,51.5,6603.02,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,0,2024-03-29
2021-06,ES,ES_RAIL_OP018,ESST168,FIST108,933.06,21.21,70.48,10.29,557,119.61,17.39,96.08,8328.83,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-03-02
2021-07,HR,HR_RAIL_OP019,HRST169,LVST109,4453.57,749.49,71.36,7.79,573,108.56,61.605,87.86,390.02,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-11-07
2021-08,FI,FI_RAIL_OP020,FIST170,ROST110,711.4,4087.89,86.45,4.15,401,86.84,66.167,84.61,5210.92,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-10-15
2021-09,IE,IE_RAIL_OP021,IEST171,BGST111,489.14,4182.34,78.48,6.14,571,142.4,130.081,90.05,9187.01,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,0,2025-06-17
2021-10,MT,MT_RAIL_OP022,MTST172,FRST112,3364.51,168.14,90.91,2.27,376,129.14,54.681,30.32,4011.34,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2026-02-04
2021-11,SK,SK_RAIL_OP023,SKST173,LTST113,666.64,4418.55,81.23,11.58,128,111.21,5.566,70.49,7892.96,0,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-11-15
2021-12,BE,BE_RAIL_OP024,BEST174,SKST114,695.59,2062.35,83.03,10.03,216,94.39,70.453,37.66,5069.84,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-05-24
2022-01,DK,DK_RAIL_OP025,DKST175,HRST115,5384.33,1342.63,92.81,4.84,539,110.12,83.471,59.37,2471.47,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-04-04
2022-02,GR,GR_RAIL_OP026,GRST176,DEST116,4078.24,3940.27,76.5,14.6,172,108.83,56.331,92.77,5410.03,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-06-01
2022-03,LT,LT_RAIL_OP027,LTST177,LUST117,4364.73,1638.85,76.99,20.65,545,101.87,101.333,72.56,2016.55,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-09-05
2022-04,PT,PT_RAIL_OP028,PTST178,SIST118,1718.08,3261.89,95.65,12.26,335,95.76,144.571,56.42,2904.58,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-07-21
2022-05,SE,SE_RAIL_OP029,SEST179,CYST119,5460.54,44.81,68.22,22.41,1055,120.6,23.452,37.56,558.78,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-08-24
2022-06,CY,CY_RAIL_OP030,CYST180,GRST120,1744.27,3758.83,69.53,5.33,39,86.13,35.764,73.81,9018.1,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-06-17
2022-07,FR,FR_RAIL_OP031,FRST181,MTST121,3325.31,4311.14,97.45,9.45,499,116.81,31.595,99.98,4377.67,0,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-12-26
2022-08,IT,IT_RAIL_OP032,ITST182,ESST122,6674.59,3840.59,87.87,6.53,368,142.92,131.805,37.11,2144.9,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,0,2026-01-26
2022-09,NL,NL_RAIL_OP033,NLST183,CZST123,5087.75,2019.91,87.23,8.24,70,109.06,70.015,37.35,5202.68,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-02-10
2022-10,SI,SI_RAIL_OP034,SIST184,HUST124,3711.0,5685.43,73.63,17.98,505,102.91,153.305,74.8,5916.04,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-05-29
2022-11,BG,BG_RAIL_OP035,BGST185,NLST125,7065.01,1586.3,92.79,0.67,265,144.28,45.099,44.54,5185.49,0,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-07-10
2022-12,EE,EE_RAIL_OP036,EEST186,SEST126,3225.2,1727.78,96.92,13.52,612,126.25,92.345,51.44,3740.44,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-12-12
2023-01,HU,HU_RAIL_OP037,HUST187,DKST127,1990.29,2525.52,93.65,11.51,336,114.06,68.558,71.46,6273.75,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-04-21
2023-02,LU,LU_RAIL_OP038,LUST188,IEST128,4918.07,5421.75,93.32,9.91,115,141.89,69.128,99.28,66.8,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2026-01-24
2023-03,RO,RO_RAIL_OP039,ROST189,PLST129,2060.32,2643.74,95.95,10.14,239,118.1,59.911,57.83,3267.45,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-12-14
2023-04,AT,AT_RAIL_OP040,ATST190,ATST130,4780.03,3327.42,95.5,0.52,594,124.61,138.563,48.09,4920.79,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-01-31
2023-05,CZ,CZ_RAIL_OP041,CZST191,EEST131,6361.79,3511.78,68.57,4.09,305,119.13,19.898,48.65,53.97,0,1,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-02-06
2023-06,DE,DE_RAIL_OP042,DEST192,ITST132,3516.1,5467.18,82.53,12.21,429,108.19,26.469,42.39,3746.14,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-02-16
2023-07,LV,LV_RAIL_OP043,LVST193,PTST133,3689.36,2003.08,73.56,20.67,481,111.73,23.845,63.81,8811.02,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-09-15
2023-08,PL,PL_RAIL_OP044,PLST194,BEST134,3474.75,1561.7,94.69,1.76,79,141.15,103.615,63.82,4296.97,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,0,2025-02-07
2023-09,ES,ES_RAIL_OP045,ESST195,FIST135,5595.97,264.55,83.55,3.02,41,95.57,42.064,45.32,1606.42,0,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-08-26
2023-10,HR,HR_RAIL_OP046,HRST196,LVST136,2410.98,4506.07,86.71,13.72,54,102.01,19.616,52.45,4533.08,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-10-19
2023-11,FI,FI_RAIL_OP047,FIST197,ROST137,434.87,40.88,89.05,10.01,248,114.08,117.659,88.87,6799.24,0,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-05-28
2023-12,IE,IE_RAIL_OP048,IEST198,BGST138,3922.98,3077.44,81.14,6.44,326,108.74,10.694,91.31,1295.94,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-07-08
2024-01,MT,MT_RAIL_OP049,MTST199,FRST139,6741.79,4966.37,97.11,1.23,608,89.59,33.292,74.62,4791.65,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-03-13
2024-02,SK,SK_RAIL_OP050,SKST200,LTST140,3127.75,3263.08,92.52,5.44,105,92.81,20.859,32.13,3038.39,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-02-15
2024-03,BE,BE_RAIL_OP051,BEST201,SKST141,1794.54,3743.89,78.35,5.26,563,98.46,105.279,74.81,3780.63,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-09-10
2024-04,DK,DK_RAIL_OP052,DKST202,HRST142,900.56,4281.75,82.44,2.84,243,93.62,77.659,94.96,203.56,0,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2026-01-16
2024-05,GR,GR_RAIL_OP053,GRST203,DEST143,3452.38,4721.61,85.18,1.9,387,96.12,66.141,53.34,2148.28,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2026-01-03
2024-06,LT,LT_RAIL_OP054,LTST204,LUST144,674.1,2231.55,93.7,0.85,329,118.84,43.252,31.91,2211.32,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-02-22
2024-07,PT,PT_RAIL_OP055,PTST205,SIST145,1403.91,3790.76,87.36,0.62,341,114.91,98.887,58.43,2738.62,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-08-08
2024-08,SE,SE_RAIL_OP056,SEST206,CYST146,3421.97,223.4,92.98,14.4,174,95.08,14.676,96.73,4043.76,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-07-30
2024-09,CY,CY_RAIL_OP057,CYST207,GRST147,1375.04,424.76,72.84,17.9,687,119.21,65.071,59.04,4688.43,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2026-02-15
2024-10,FR,FR_RAIL_OP058,FRST208,MTST148,1251.64,2526.4,89.94,8.84,175,86.19,3.135,84.02,10112.66,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-07-31
2024-11,IT,IT_RAIL_OP059,ITST209,ESST149,2503.7,4909.12,85.34,10.8,477,92.18,143.847,80.91,1752.46,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-11-08
2024-12,NL,NL_RAIL_OP060,NLST210,CZST150,2072.37,3526.25,89.24,7.04,559,144.27,11.065,31.04,1165.52,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-12-15
2025-01,SI,SI_RAIL_OP001,SIST211,HUST151,3102.31,810.67,78.7,1.89,82,89.94,71.264,47.24,3097.62,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-02-05
2025-02,BG,BG_RAIL_OP002,BGST212,NLST152,4949.62,2768.97,73.24,18.48,479,136.71,57.562,75.15,1748.84,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-01-02
2025-03,EE,EE_RAIL_OP003,EEST213,SEST153,3863.19,5826.61,68.23,6.47,827,134.74,38.179,99.18,5577.61,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-04-24
2025-04,HU,HU_RAIL_OP004,HUST214,DKST154,80.71,2597.2,91.83,14.19,350,129.94,2.241,38.36,3992.76,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-12-18
2025-05,LU,LU_RAIL_OP005,LUST215,IEST155,968.28,1272.44,95.35,13.44,400,113.29,11.178,49.89,1107.04,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-10-27
2025-06,RO,RO_RAIL_OP006,ROST216,PLST156,1173.56,1331.81,89.92,0.83,320,105.49,103.596,88.28,6248.02,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-05-22
2025-07,AT,AT_RAIL_OP007,ATST217,ATST157,2829.04,1630.5,73.51,18.19,563,88.76,72.614,38.84,4158.74,0,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-11-26
2025-08,CZ,CZ_RAIL_OP008,CZST218,EEST158,2309.72,422.76,81.9,9.67,603,109.8,69.222,63.08,2568.66,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-05-09
2025-09,DE,DE_RAIL_OP009,DEST219,ITST159,175.1,3470.25,94.7,8.77,492,135.44,103.746,65.15,2130.53,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-08-16
2025-10,LV,LV_RAIL_OP010,LVST220,PTST160,2877.19,1868.19,73.13,7.71,1120,89.13,2.297,41.25,3464.42,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-05-23
2025-11,PL,PL_RAIL_OP011,PLST221,BEST161,6374.61,2253.18,72.59,14.99,575,108.5,61.833,35.62,244.71,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-05-14
2025-12,ES,ES_RAIL_OP012,ESST222,FIST162,6019.13,1131.3,94.3,6.16,167,128.68,91.663,75.21,8457.44,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2026-01-03
2026-01,HR,HR_RAIL_OP013,HRST223,LVST163,5696.46,4567.43,78.59,4.41,94,128.42,53.725,44.19,4397.68,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-01-17
2026-02,FI,FI_RAIL_OP014,FIST224,ROST164,1276.15,2831.22,73.34,3.43,1070,134.32,33.171,86.56,1229.07,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2026-02-11
2026-03,IE,IE_RAIL_OP015,IEST225,BGST165,1677.77,239.86,85.43,13.07,541,88.65,23.618,89.18,9109.82,1,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-06-20
2026-04,MT,MT_RAIL_OP016,MTST226,FRST166,3466.21,2094.05,80.39,12.89,511,131.31,37.33,42.61,4463.86,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-04-14
2026-05,SK,SK_RAIL_OP017,SKST227,LTST167,1366.52,3856.87,71.62,14.59,912,114.31,106.694,48.2,6336.9,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-06-06
2026-06,BE,BE_RAIL_OP018,BEST228,SKST168,5521.64,3628.23,68.35,11.97,562,119.01,43.469,56.21,4553.73,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-02-13
2026-07,DK,DK_RAIL_OP019,DKST229,HRST169,1343.22,224.24,81.55,13.87,535,94.94,89.857,46.69,5397.68,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-04-21
2026-08,GR,GR_RAIL_OP020,GRST230,DEST170,1417.84,2190.94,70.19,18.4,113,134.96,141.987,37.1,6185.79,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,0,2025-10-08
2026-09,LT,LT_RAIL_OP021,LTST231,LUST171,3046.13,29.19,79.26,5.8,615,124.6,42.169,37.42,6000.15,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-03-24
2026-10,PT,PT_RAIL_OP022,PTST232,SIST172,378.66,4603.23,68.71,8.22,1008,127.14,107.585,54.46,4027.64,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-10-13
2026-11,SE,SE_RAIL_OP023,SEST233,CYST173,828.78,1536.47,85.66,3.36,42,130.51,54.235,54.66,3388.0,0,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-11-08
2026-12,CY,CY_RAIL_OP024,CYST234,GRST174,2312.63,1743.48,72.76,3.63,271,106.9,29.007,87.76,10095.68,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-12-05
2016-01,FR,FR_RAIL_OP025,FRST235,MTST175,2835.54,1210.24,89.77,4.89,206,137.41,48.148,51.91,2952.25,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-05-12
2016-02,IT,IT_RAIL_OP026,ITST236,ESST176,747.39,3736.1,91.59,7.93,383,113.16,17.777,60.02,5542.83,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-09-01
2016-03,NL,NL_RAIL_OP027,NLST237,CZST177,3495.05,2983.98,96.36,9.26,475,90.26,76.963,41.92,6110.17,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-10-31
2016-04,SI,SI_RAIL_OP028,SIST238,HUST178,5708.72,5054.02,89.78,3.48,195,140.39,32.111,98.37,984.84,1,1,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-02-20
2016-05,BG,BG_RAIL_OP029,BGST239,NLST179,3234.01,551.35,86.09,12.1,454,110.54,94.264,75.73,204.02,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-01-05
2016-06,EE,EE_RAIL_OP030,EEST240,SEST180,1306.6,6032.18,91.27,4.39,268,113.45,79.29,49.07,1125.7,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-07-21
2016-07,HU,HU_RAIL_OP031,HUST241,DKST181,3357.25,2245.66,73.93,13.87,377,102.4,32.692,53.4,6137.35,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-01-27
2016-08,LU,LU_RAIL_OP032,LUST242,IEST182,5787.26,5018.21,71.79,3.59,252,115.79,109.124,80.14,7686.57,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-12-18
2016-09,RO,RO_RAIL_OP033,ROST243,PLST183,626.05,4748.28,82.47,0.82,208,132.6,17.796,44.16,6234.54,1,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2026-02-22
2016-10,AT,AT_RAIL_OP034,ATST244,ATST184,406.19,3120.32,76.39,7.55,408,140.56,68.428,64.98,327.01,0,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-08-24
2016-11,CZ,CZ_RAIL_OP035,CZST245,EEST185,1310.37,5051.61,95.45,1.33,665,134.66,10.928,61.91,2973.47,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-02-08
2016-12,DE,DE_RAIL_OP036,DEST246,ITST186,2722.5,829.17,97.95,7.57,310,136.29,5.771,51.04,5851.15,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-11-04
2017-01,LV,LV_RAIL_OP037,LVST247,PTST187,1485.73,883.17,76.53,2.29,0,107.21,54.403,45.56,6116.59,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-01-09
2017-02,PL,PL_RAIL_OP038,PLST248,BEST188,4588.18,1629.64,89.38,0.6,127,124.1,64.343,50.05,304.92,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2026-02-13
2017-03,ES,ES_RAIL_OP039,ESST249,FIST189,3549.71,3026.13,69.21,18.0,214,141.78,72.01,97.78,7052.96,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,0,2024-11-30
2017-04,HR,HR_RAIL_OP040,HRST250,LVST190,2122.12,2356.43,92.05,2.26,413,135.3,35.954,72.26,122.01,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,0,2025-04-01
2017-05,FI,FI_RAIL_OP041,FIST251,ROST191,3898.69,702.47,83.97,2.69,309,104.61,104.115,96.51,1344.11,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,0,2024-10-19
2017-06,IE,IE_RAIL_OP042,IEST252,BGST192,6681.65,3060.22,78.2,12.98,634,123.88,58.883,36.27,2334.04,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-03-25
2017-07,MT,MT_RAIL_OP043,MTST253,FRST193,1460.66,4418.61,73.22,7.9,76,143.69,18.372,88.02,7504.75,1,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-12-25
2017-08,SK,SK_RAIL_OP044,SKST254,LTST194,4602.34,624.17,93.98,9.91,641,114.57,92.782,30.57,649.83,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-10-28
2017-09,BE,BE_RAIL_OP045,BEST255,SKST195,1372.77,427.72,73.44,16.06,580,118.41,51.248,78.37,7039.94,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-07-09
2017-10,DK,DK_RAIL_OP046,DKST256,HRST196,1260.56,3387.04,69.95,2.21,39,133.97,71.085,99.0,8825.05,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-08-29
2017-11,GR,GR_RAIL_OP047,GRST257,DEST197,888.43,1385.55,74.55,18.09,1013,134.63,97.477,67.38,9817.66,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-06-07
2017-12,LT,LT_RAIL_OP048,LTST258,LUST198,1298.56,4057.05,97.16,9.13,433,141.65,85.686,35.94,1747.49,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-08-21
2018-01,PT,PT_RAIL_OP049,PTST259,SIST199,4239.72,2580.53,77.59,12.68,550,105.39,42.006,66.33,2008.5,1,1,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-05-12
2018-02,SE,SE_RAIL_OP050,SEST260,CYST200,4575.64,556.84,77.25,2.83,39,88.26,11.924,80.26,1729.02,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-12-19
2018-03,CY,CY_RAIL_OP051,CYST261,GRST201,5595.63,2484.68,68.17,8.46,628,114.73,71.734,31.6,6261.16,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-11-05
2018-04,FR,FR_RAIL_OP052,FRST262,MTST202,2857.86,4076.23,76.16,6.07,378,91.53,40.022,94.69,6171.17,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-02-26
2018-05,IT,IT_RAIL_OP053,ITST263,ESST203,4485.43,2836.21,93.84,9.13,605,91.52,81.647,51.37,3966.31,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-02-16
2018-06,NL,NL_RAIL_OP054,NLST264,CZST204,1479.16,3788.28,79.5,9.87,74,105.74,48.286,86.89,5188.76,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-07-14
2018-07,SI,SI_RAIL_OP055,SIST265,HUST205,4596.86,2913.46,89.52,13.86,609,87.16,41.906,63.3,5886.22,0,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2026-01-24
2018-08,BG,BG_RAIL_OP056,BGST266,NLST206,2292.59,2735.89,96.84,1.9,20,132.04,59.636,67.52,5288.73,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-07-28
2018-09,EE,EE_RAIL_OP057,EEST267,SEST207,3656.79,2121.82,93.47,7.89,658,92.16,54.206,39.12,4083.63,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-10-31
2018-10,HU,HU_RAIL_OP058,HUST268,DKST208,5899.94,107.0,85.09,10.86,127,89.18,36.939,97.7,924.19,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-10-05
2018-11,LU,LU_RAIL_OP059,LUST269,IEST209,669.37,5254.32,88.38,13.74,430,102.78,54.443,58.38,4020.42,0,1,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-10-07
2018-12,RO,RO_RAIL_OP060,ROST270,PLST210,6453.14,1559.31,97.75,12.28,211,135.82,22.773,97.7,6718.86,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,0,2024-05-05
2019-01,AT,AT_RAIL_OP001,ATST271,ATST211,2104.98,5780.64,95.5,6.35,393,100.65,19.221,44.61,4101.75,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-01-21
2019-02,CZ,CZ_RAIL_OP002,CZST272,EEST212,6204.93,2774.46,71.94,12.45,109,139.89,141.848,69.34,4877.36,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,0,2025-04-15
2019-03,DE,DE_RAIL_OP003,DEST273,ITST213,6766.7,3226.3,69.7,4.82,951,142.27,16.431,56.97,6575.41,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-06-24
2019-04,LV,LV_RAIL_OP004,LVST274,PTST214,3958.45,3953.51,74.21,23.32,1073,113.76,69.558,62.17,2862.87,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-09-23
2019-05,PL,PL_RAIL_OP005,PLST275,BEST215,1214.8,163.4,74.63,12.45,192,87.67,58.04,86.04,7055.0,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-10-04
2019-06,ES,ES_RAIL_OP006,ESST276,FIST216,748.09,3218.25,84.24,4.74,603,113.94,22.658,86.44,8509.03,0,1,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-04-11
2019-07,HR,HR_RAIL_OP007,HRST277,LVST217,1774.5,3873.94,84.94,2.33,103,104.65,19.102,73.75,8553.29,1,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-04-12
2019-08,FI,FI_RAIL_OP008,FIST278,ROST218,5211.4,5850.74,95.84,2.59,335,122.55,87.237,43.56,3896.26,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,0,2025-01-08
2019-09,IE,IE_RAIL_OP009,IEST279,BGST219,162.58,4306.42,88.47,11.35,509,94.28,102.784,61.47,6106.96,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-06-10
2019-10,MT,MT_RAIL_OP010,MTST280,FRST220,3192.45,328.8,89.34,2.7,331,110.21,134.811,84.38,1531.23,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-11-18
2019-11,SK,SK_RAIL_OP011,SKST281,LTST221,1975.77,3058.62,87.22,1.64,513,141.29,105.192,77.27,6104.36,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-01-27
2019-12,BE,BE_RAIL_OP012,BEST282,SKST222,466.47,2796.02,73.75,6.38,1034,122.83,138.203,96.64,2868.82,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-10-28
