gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2012,GOV0001578,CAPITAL,46778475404.91,35057652090.04,81028702641.13,33381662038.32,51238965586.3,90258124817.64,130660241252.07,35244041006.38,7927632387.13,9734766240.44,15124522131.77,7352418324.15,16540981366.5,2174199768.88,44753209814.19,UNQUALIFIED,0.6658
2016,GOV0001579,ENTERPRISE,230260974906.48,28611625232.34,34607941433.86,2157631764.0,72066571337.13,22985146514.48,11585024430.35,36437239290.8,23556401177.71,28011007321.86,3818482076.93,30892209764.11,10648213894.39,26725280009.94,64877283296.31,UNQUALIFIED,0.2359
2015,GOV0001580,DEBT_SERVICE,229150116698.66,35314227506.04,29840991117.93,16855004304.63,46406652918.24,43403032495.61,106930072821.23,55259840225.91,31665960839.6,20542075048.87,31782209896.96,510455569.19,1329411971.4,20865661933.41,20347283983.34,UNQUALIFIED,0.2836
2009,GOV0001581,CAPITAL,144314733496.12,5226942113.85,4769504471.27,34558275958.39,70660092199.81,90730161820.07,32239893459.75,970831430.11,15218226847.44,8183712261.77,56368637665.5,13606171100.93,9932081530.9,21197409258.9,14438947069.58,ADVERSE,0.3533
2019,GOV0001582,GENERAL,182698729835.6,14232708667.56,86158559403.41,33820335975.17,71140760454.26,125848282733.09,33496126883.81,12132893706.5,16139325380.24,26275681106.73,5333730623.12,17471364739.89,5757661615.1,32653902628.35,34807704878.14,QUALIFIED,0.2596
2015,GOV0001583,CAPITAL,139708901267.62,31819902300.09,56308974552.44,19212971888.9,51597935732.13,55576562806.64,37461023719.64,25118697505.74,21377966786.52,14370367754.35,4147519863.61,22988907060.78,8649484218.09,11587644186.58,61521581085.37,UNQUALIFIED,0.3114
2019,GOV0001584,ENTERPRISE,184200340550.11,18452876716.7,74091645984.78,25182721835.42,63946563253.07,11394529011.39,92841975852.82,36293934769.6,10996934822.16,53456909227.33,44640880454.44,23282701984.69,21381888347.83,27504988627.78,63133584148.33,UNQUALIFIED,0.082
2018,GOV0001585,EDUCATION,244739889685.11,28536224032.75,8753439743.69,32815490260.21,22434704883.75,126512441184.08,140039978608.79,43052999603.16,14492642125.86,8698288221.64,17387353379.21,26779141404.09,3509594452.65,31842717331.6,36511415861.24,UNQUALIFIED,0.1805
2010,GOV0001586,SPECIAL_REVENUE,162521045503.33,29494842785.41,113109316669.04,6365705910.05,74003658948.47,98114532046.48,42401240153.09,51103979254.83,12692845330.4,24022230363.62,21737126952.37,25115212855.18,24352359729.15,26287533637.43,7205623258.66,UNQUALIFIED,0.6828
2022,GOV0001587,ENTERPRISE,34137882101.9,4249011139.64,98013532096.93,23180709556.77,22184693281.16,111520243155.88,78097997406.13,47061279274.32,32197469093.91,37553395861.6,20786447401.82,5958120730.37,19084821521.89,22952872997.89,61811492468.86,UNQUALIFIED,0.8264
2021,GOV0001588,GENERAL,84434928746.82,36911859686.88,115938090172.98,1272261139.9,39239153409.5,68889312214.3,128195449311.12,50269393803.71,33699832119.61,176057539.41,19154680983.74,6501170178.04,2391979299.79,15056076495.58,-3114059344.62,UNQUALIFIED,0.0425
2022,GOV0001589,SPECIAL_REVENUE,209012266938.39,34196084934.72,56361765605.96,371057192.93,72445250676.6,75352075677.32,143141171477.8,32674861293.84,35123024627.68,35233328651.35,12394559368.47,26017967599.08,3098114762.67,26266795137.97,27378660622.82,UNQUALIFIED,0.3367
2025,GOV0001590,ENTERPRISE,206093011945.33,16037056836.72,88755279538.8,5124773558.94,74827965105.4,56159089166.85,29222830296.32,9947684288.31,13647561518.96,41992273125.5,61515878949.6,25981438724.03,13622900983.06,28239520328.86,61732280913.53,QUALIFIED,0.3885
2023,GOV0001591,EDUCATION,28611861588.29,3604799943.76,68220813717.86,6769688808.88,20918251167.98,815079194.22,144832661300.77,30503853943.15,3549255709.44,22833853517.59,31644650277.19,12326196672.21,6514860032.41,2690941243.24,57780818617.99,UNQUALIFIED,0.3423
2024,GOV0001592,TRANSPORT,154748006354.88,29538332084.06,90833410700.48,28671059413.5,67404539306.95,110427225268.07,18168101355.32,42428298813.41,3943541757.2,9955638442.69,41501821398.35,25996489401.49,9688269729.31,32115226199.23,47702198810.22,DISCLAIMER,0.1148
2022,GOV0001593,GENERAL,183880588945.5,44719317696.63,99189747964.14,15492925922.57,68827647596.25,36753192639.48,71281429200.33,28354048456.74,20109781755.46,42692618419.24,37796244708.35,32382799372.55,13839738699.45,31268010022.85,5651115896.54,UNQUALIFIED,0.0196
2017,GOV0001594,SPECIAL_REVENUE,200224491582.81,39100029669.42,106300401939.22,14701057518.75,17195669993.21,78219720615.09,46035327898.44,17518562267.54,18636785002.07,22596260571.92,24265705357.0,7055755459.44,23018666872.82,18435599340.15,40401108808.25,UNQUALIFIED,0.8748
2012,GOV0001595,SPECIAL_REVENUE,90706412489.0,16630408135.96,108307232359.81,20388095929.41,69787019417.89,102916941760.61,64097116627.27,4229607617.5,27127533363.95,42363223979.95,46791411837.59,34251091792.55,14911755076.14,31716367878.28,26203573460.36,UNQUALIFIED,0.198
2012,GOV0001596,SPECIAL_REVENUE,237801804306.71,16025975303.82,103680335872.32,17714883080.99,32011776710.13,18607965555.13,156721640467.36,27869225357.04,39473641171.26,36343197710.91,29805315217.34,14676240111.06,18570153540.99,31670307257.3,21420899001.55,UNQUALIFIED,0.6761
2017,GOV0001597,HEALTH,71430659216.12,32578858261.02,111222364392.34,7337592481.65,20093692087.21,47661860306.96,112322982684.87,39864553047.51,34532037700.31,18536888205.23,34516858218.03,25366100524.77,13031198451.31,36117072100.13,36834591153.13,UNQUALIFIED,0.2227
2023,GOV0001598,SPECIAL_REVENUE,108281197903.75,43067158145.82,83815293547.61,3957822275.42,24148557356.01,112496221445.91,143508769548.55,10671417279.83,38650983148.18,13753950209.95,30090263812.49,13092724594.65,22222107631.32,13013503949.73,65372877341.47,UNQUALIFIED,0.593
2024,GOV0001599,ENTERPRISE,192648978613.9,21412970003.58,87648627290.97,32498114695.65,43624737155.4,126184213079.31,101435229710.85,24638802931.76,37965242479.99,50187028033.97,35895247691.14,30695110176.23,2242363537.34,16523309654.53,37856331717.77,UNQUALIFIED,0.2739
2022,GOV0001600,CAPITAL,149308633515.89,27223905244.05,64520678664.38,30061726291.64,35096339589.25,98237974544.63,104967520185.11,35411437783.05,38176033806.58,29741773011.59,58876767142.75,33577509256.7,3632883282.73,23229111994.11,53542911537.57,UNQUALIFIED,0.3415
2019,GOV0001601,DEBT_SERVICE,64576070230.91,38878196464.01,96498931055.59,30388947988.61,15923268063.71,92290504293.63,155196285187.42,12253811908.84,38332255758.4,4943056926.21,25583215939.92,14796319545.03,22646339963.41,37111859967.55,15916111341.71,UNQUALIFIED,0.3422
2019,GOV0001602,CAPITAL,123967955873.19,25738941076.63,28697462269.53,8433621414.73,51612006242.25,12352443999.93,122912713904.17,5820280525.74,27508545601.11,38595389764.9,13439253381.27,7194542606.0,12936339377.38,422110852.6,19054166462.65,UNQUALIFIED,0.7376
2018,GOV0001603,DEBT_SERVICE,107247590772.27,42033726532.23,37394503317.92,25749053474.13,3713122196.36,112211687634.61,62356039656.43,57952947819.8,12063443198.29,38534224935.89,53325766080.5,33597573977.3,6441266616.85,34494559973.42,53230793284.03,UNQUALIFIED,0.0043
2019,GOV0001604,SPECIAL_REVENUE,188658693563.55,16459946140.02,75570494992.52,33286945200.66,58356546707.34,129356188712.28,58943117724.66,43103063771.56,38423640346.54,44413962892.06,60872737490.0,22686312720.47,22152904825.39,16811821066.69,-4585208970.21,DISCLAIMER,0.0817
2012,GOV0001605,EDUCATION,178901266367.71,25109410470.42,9378627155.85,12468330999.57,6142486857.63,84805912930.81,22529209348.46,36678730475.07,6577576841.07,27516982190.25,14311389854.8,24530342412.95,19890562354.39,17249524766.92,12300314226.98,UNQUALIFIED,0.5601
2008,GOV0001606,CAPITAL,241075697133.52,31322470895.09,438181711.55,25423963259.5,1458918482.11,77762392149.25,157808103674.46,19122718539.78,5988084971.68,43746611192.82,38350855957.32,17289819685.77,16031971892.77,12994536309.8,1785989252.83,UNQUALIFIED,0.405
2008,GOV0001607,DEBT_SERVICE,59295755049.02,17441958543.19,45122799474.51,10123142782.73,33089858017.06,53274074497.43,77752721438.22,17899779556.04,6900718597.01,35676223239.02,30179033535.05,14821805728.04,14090048540.58,3152190679.44,29386145440.07,UNQUALIFIED,0.1698
2012,GOV0001608,HEALTH,223136816655.79,8683249954.71,14716376021.97,13070448374.33,62196041215.78,15404979613.93,102777096694.01,43132626219.68,6170021182.51,8049417497.13,20072879603.73,20398254167.15,13774633210.06,3311318662.29,47705417662.13,QUALIFIED,0.0433
2022,GOV0001609,GENERAL,213290471090.07,17177716746.28,28839236191.22,32767261756.47,67522466012.96,14444369075.83,114230380327.22,48847607560.41,13993411543.82,6698641350.39,12996710983.15,32285940756.25,21535813051.36,3306518898.23,63667876773.54,UNQUALIFIED,0.556
2020,GOV0001610,TRANSPORT,87460086215.46,14247295059.4,26846898228.0,10023656702.85,61021570039.28,84803813233.53,96606437079.78,39149763594.48,16517143027.02,16515368966.41,49478239765.78,3632697103.42,13451212638.07,27230987381.91,20723080507.01,UNQUALIFIED,0.3787
2016,GOV0001611,ENTERPRISE,21069393094.11,1732227208.86,85654767835.52,5453254407.41,39416974575.23,90231208325.66,41312714649.58,5156932430.7,29855585836.88,5953951441.18,8340534896.68,6741066968.03,23136882290.23,4366402993.83,46111107241.54,UNQUALIFIED,0.6802
2022,GOV0001612,GENERAL,235372342307.84,29214787730.61,22832265613.77,11572833534.68,39786742250.53,104089062759.13,147414104054.17,40537229722.43,25913237622.38,33306128880.17,44429076092.26,13111976694.87,3275624869.38,22666651430.18,18204964371.76,UNQUALIFIED,0.609
2021,GOV0001613,ENTERPRISE,114887600101.05,6197793246.0,88434370986.89,821152439.69,76649491426.99,94427304222.72,69466444926.45,48075365012.57,9860255742.99,52332186557.01,39893919975.09,26714533113.47,4611087866.53,13748764087.89,19661677076.36,UNQUALIFIED,0.7172
2016,GOV0001614,GENERAL,14733184185.0,31121383071.75,57563038503.18,26836173500.37,19956167370.54,129525050112.55,65642040902.47,32493224745.78,4730167535.09,5337964607.34,19651134394.69,28936172686.47,13635520709.45,1457719429.06,69171172802.73,QUALIFIED,0.47
2021,GOV0001615,CAPITAL,90839402412.89,21455325789.1,117063634881.39,34506914579.98,70004987229.78,29547705982.61,23841311579.53,11711062096.86,7398857224.47,21592672686.96,43157979476.08,17503338267.15,18770078708.84,12871587206.03,26708452302.3,UNQUALIFIED,0.0844
2016,GOV0001616,EDUCATION,111330754096.4,21739974850.41,87892666888.39,26448907030.25,31838641620.22,37742280846.85,98564282970.29,10074688.9,65832042.09,5231607195.62,31403565761.2,22792135690.43,2611649652.61,19212179617.33,34398880717.14,UNQUALIFIED,0.0254
2008,GOV0001617,CAPITAL,93676869042.02,33491704449.72,46001140652.45,27115940203.18,58625948614.11,95906478222.34,159441131653.08,25005418658.16,36162740913.14,38987623358.58,10212726998.98,27634290451.9,2047301798.51,2846770007.59,69873784730.28,QUALIFIED,0.155
2008,GOV0001618,SPECIAL_REVENUE,10500955127.59,40857463014.64,2097024504.08,16384820145.36,74754016674.74,57971740767.71,150535500985.74,32602445740.46,14189079949.49,3175567343.69,60598357906.39,33291956547.47,15543200694.27,39207038668.88,47239235934.43,DISCLAIMER,0.8419
2023,GOV0001619,GENERAL,247474744594.77,42534151199.13,19534854524.68,32078070.3,7124410782.95,84990015784.45,99456733085.33,36861242353.94,7777149244.48,5967484377.56,41593114179.03,5407851410.09,12752622729.13,34880015006.17,53557029598.67,UNQUALIFIED,0.4955
2022,GOV0001620,DEBT_SERVICE,1321938986.48,6882082749.4,62022944572.69,12337855324.06,68906034246.46,119281223698.96,152952651587.52,31392762768.3,12300461037.96,9860112278.76,46656951436.53,30222790383.19,4696969771.76,34855888637.31,58047474943.83,UNQUALIFIED,0.2121
2010,GOV0001621,DEBT_SERVICE,27691035413.19,319012349.06,110847466959.02,26933308621.57,44646406896.54,48855870972.76,152426153721.12,15119222117.23,39630632636.94,33511621650.76,51510651374.03,31509643631.64,11352988180.57,30769226362.63,37601852398.85,QUALIFIED,0.6255
2017,GOV0001622,GENERAL,203644336664.0,8054555008.17,15624856924.37,34112293815.01,71453741041.41,94487189543.55,76540743734.26,40811044956.65,27504459820.74,14417313847.4,48048424700.56,28955521848.99,13518438015.51,27033105885.44,57792716593.24,UNQUALIFIED,0.3331
2022,GOV0001623,CAPITAL,116595639362.4,27361170072.87,63671231574.08,22063303299.51,10886373266.46,55856290448.03,3954038520.53,22141342450.82,14907410972.7,45881166772.84,6809368362.88,30790611152.87,3188220651.13,15432508510.35,46761395478.31,QUALIFIED,0.0671
2014,GOV0001624,EDUCATION,241105074219.21,11218310119.23,77083545123.99,16097577549.18,37124553866.57,108819816494.35,5265078310.0,20456473978.87,12968150025.65,117685641.58,378455678.12,33671808125.76,2243035470.16,16536306173.48,14488701113.14,UNQUALIFIED,0.3266
2010,GOV0001625,EDUCATION,102480209330.05,8975882007.81,96990659048.01,20740097383.55,44184233007.04,18604549325.79,66328764871.39,29853591628.58,14647385334.18,41923184377.89,50909802098.76,796608303.9,10694959163.28,21325789990.09,36257977271.46,UNQUALIFIED,0.2771
2008,GOV0001626,HEALTH,31010428110.98,21669920299.04,103766713992.08,9707940089.39,18117096526.77,81000719834.51,88479093526.56,42900076516.6,11366866321.89,34768721018.67,34123774799.07,28759014723.72,5588144506.36,38929574760.1,23889175058.39,DISCLAIMER,0.2144
2024,GOV0001627,SPECIAL_REVENUE,212977156507.14,23672615092.89,115361341568.41,2582909039.15,61380017950.86,42918713728.84,102938777014.08,31181284566.91,17208952041.64,30673454195.33,47367802922.39,21259594305.67,17735010763.58,15742710623.79,32853719844.27,QUALIFIED,0.9091
2023,GOV0001628,CAPITAL,243600862371.08,17193978511.14,74522129323.88,6353374933.13,45770337682.98,105130962919.21,114886950930.64,33768389878.76,25677412215.31,46635496698.69,45150756676.24,33843589570.49,4846072864.53,1718531303.64,40185553846.55,UNQUALIFIED,0.0132
2011,GOV0001629,HEALTH,126144333195.93,7826782739.0,87424430416.22,6305059864.65,73722973096.4,33533772406.43,60580043392.05,54333985496.54,35720235580.64,8178696089.7,23762453907.54,19779963141.82,21661445061.62,13374018347.6,44979750478.83,UNQUALIFIED,0.9474
2024,GOV0001630,ENTERPRISE,221300428512.73,5420684178.66,1041978994.5,28953444819.75,77297073585.96,65340347674.88,26562900755.19,46797655553.24,1919252667.55,49603439688.47,13284501665.01,7806567202.51,760229784.37,15923105855.89,66687301043.17,QUALIFIED,0.903
2020,GOV0001631,ENTERPRISE,14558075735.1,3121380492.25,41453654519.88,31800328884.32,48163401435.75,23626760742.24,60734701098.79,33053242911.65,26701651769.18,4018756864.73,10988479151.16,33910931456.54,9118610440.99,7896076726.68,51695524940.51,UNQUALIFIED,0.3793
2017,GOV0001632,GENERAL,55213532323.84,40290429671.53,9294494687.22,32517601555.5,55331380217.39,42466509979.56,22584233204.08,12046109923.46,8502849520.55,32385289918.1,6091932341.06,34052924832.69,162031659.24,19649335542.41,41814241604.95,UNQUALIFIED,0.3232
2025,GOV0001633,HEALTH,178212292421.43,15328949692.58,114721912650.68,15724711837.93,44638418825.41,82975858182.47,126250821583.15,27999847800.05,8935517809.12,11859309365.83,58646976360.52,28072029896.86,17647926486.64,22489183225.81,54831698946.24,UNQUALIFIED,0.706
2025,GOV0001634,GENERAL,194565385569.72,9166185744.49,47003811832.01,32645544483.77,28344639785.96,100405954250.11,157190522024.65,26112593458.04,21765627915.1,24128373845.19,20242368251.57,23888441216.97,18299997036.15,16073100525.6,12398214935.84,UNQUALIFIED,0.4815
2013,GOV0001635,CAPITAL,196848195330.05,1366193269.63,66571115056.51,1528233499.16,31318414363.42,85585790741.58,115699305492.36,3562404994.76,11813443510.4,41901209463.95,50367847935.35,27887413838.28,9965026685.03,13703843905.0,14744402380.76,UNQUALIFIED,0.4105
2011,GOV0001636,DEBT_SERVICE,88126610026.7,18574093631.67,34351432605.01,16164481963.49,62942533154.36,108423266237.57,50658672269.31,12089367499.28,9389753796.59,9748437504.09,36433489221.72,3012244613.81,6012260417.59,10775248852.77,66347840730.02,UNQUALIFIED,0.4427
2014,GOV0001637,DEBT_SERVICE,83526775903.01,44043661500.87,111897793223.17,17940138530.86,25718541566.85,53460561199.62,3135423468.39,17797276870.56,31776455588.71,36123515874.25,4970452915.34,25673538980.85,15008543425.5,33125451009.12,54050313011.05,UNQUALIFIED,0.1376
2020,GOV0001638,CAPITAL,150374691235.76,38897757374.77,49595767552.56,24938114254.72,7339779781.3,46327086248.14,131206533941.76,37120158437.22,13447449554.31,5100062424.85,11875444101.16,12998089755.81,10707769185.17,210601002.24,44503023304.53,UNQUALIFIED,0.4349
2018,GOV0001639,EDUCATION,78014529219.66,13837609032.24,19834140695.77,26885785291.17,8371637446.16,20759257596.84,65368621406.86,6661702782.1,22520199187.86,45837193144.61,32790494669.08,32281062084.98,17234496800.72,23082073190.13,38652606212.35,UNQUALIFIED,0.169
2023,GOV0001640,ENTERPRISE,191342473413.96,5026874362.79,65707629401.31,21663141679.67,46098703312.56,51097109377.31,122459093545.15,16266017155.35,36558594331.25,6752135852.53,39042237623.92,11905843500.28,8891659312.93,19708922314.41,22067391171.07,DISCLAIMER,0.7243
2019,GOV0001641,SPECIAL_REVENUE,49570371956.92,39540202517.58,10824991403.77,24364872082.86,54527854376.4,77934991638.25,125119982425.95,29667936348.51,39897627481.33,28987883245.19,35112665890.47,31402727334.33,16768756856.87,36447912832.08,46317042894.02,UNQUALIFIED,0.3146
2011,GOV0001642,CAPITAL,184187819272.78,3431142884.12,70905567871.51,18003522799.88,75443124572.84,30471599521.19,43341529984.27,33592298954.73,22155980985.41,36629262930.28,48618181849.47,30324536742.53,17870276106.29,3504771510.7,29062602024.92,UNQUALIFIED,0.348
2021,GOV0001643,ENTERPRISE,80496326803.74,21409047404.07,11954747582.38,13107989645.69,48494178226.59,129197104254.13,3668691997.32,4383131863.56,6186730851.67,37031635111.12,35613685951.44,16637979794.83,2768390395.84,1754097680.91,24690667598.14,DISCLAIMER,0.9201
2012,GOV0001644,SPECIAL_REVENUE,195028470211.1,33340703235.81,31239861435.42,24659345060.9,43051694100.18,115036523942.87,60053014702.3,14424752318.08,35773586279.76,49190911135.62,48392517074.73,26261332458.59,20925001573.28,39778747689.16,67909687204.84,UNQUALIFIED,0.0985
2013,GOV0001645,HEALTH,15799341275.75,9836337454.06,61426619533.61,8159265069.26,54906562777.3,95875111474.67,112016866032.81,40125648751.65,17935404454.21,32069654733.72,31616413406.0,19371791072.81,14610076629.75,39330796242.8,10444924270.58,UNQUALIFIED,0.4607
2013,GOV0001646,CAPITAL,116397330027.92,13837203518.98,74542172939.58,12639126720.44,13232320233.46,87884640022.18,154796503138.65,51729960587.16,23578701630.0,1277860151.33,32537464137.48,11545390559.88,3768953415.89,19366416266.7,11809797803.47,UNQUALIFIED,0.9718
2021,GOV0001647,HEALTH,36834435475.74,39000997861.27,40567950505.53,5848031036.41,30545690669.93,80910423680.56,24102960609.21,28325593258.68,35997748251.77,41698223284.63,33332025923.29,11704519109.13,23578059286.62,10320005887.11,-3853208529.27,UNQUALIFIED,0.7449
2016,GOV0001648,EDUCATION,225028532849.69,40761350403.16,88680335625.41,1039475411.96,9888088861.7,110521334904.55,118665472537.8,22239971479.77,29366115900.31,6555944097.2,46646052116.0,18272256688.28,6369537975.31,38216611156.25,56667385539.39,UNQUALIFIED,0.5397
2010,GOV0001649,EDUCATION,189427386451.91,19394611735.71,115858123422.11,2532847520.02,51621398951.82,45012482369.95,149183614220.96,53246471234.97,11239180094.5,46235179491.3,18869028274.38,30416336783.34,14538976199.08,6015389488.39,35974722735.96,QUALIFIED,0.325
2015,GOV0001650,GENERAL,191148444428.44,20255440503.11,60049235128.08,31271255485.3,14244281223.62,8988285478.08,95506519647.41,19427276775.23,37926028592.07,28019688203.46,27149597385.24,3408139243.04,17328219993.81,30145646727.36,66232834842.74,UNQUALIFIED,0.5215
2018,GOV0001651,GENERAL,210584154045.84,30047326434.66,21222088109.93,34500786783.2,24534814731.46,89438048523.5,31099639217.28,47008579400.81,1644607826.69,14893162031.56,5093798465.5,16508706538.58,11849050786.93,23765484878.87,7142556150.65,UNQUALIFIED,0.5658
2021,GOV0001652,CAPITAL,12387112189.72,24254472110.47,38568848729.66,34794095237.7,68168517927.02,61996067564.01,31067872079.85,33015139853.13,3435524459.5,43148934564.74,19788151174.96,3459427543.87,17183174896.86,12108584229.74,699641282.76,DISCLAIMER,0.3858
2018,GOV0001653,SPECIAL_REVENUE,126603436883.01,4219165168.44,13099831823.9,30928863635.44,42685595477.3,122337185208.75,132961250575.96,19226791722.73,6872106104.59,36250879030.24,21791237437.64,32512269209.76,3030877199.86,28990899829.75,19217786259.86,ADVERSE,0.2607
2011,GOV0001654,EDUCATION,81465650610.62,35062958457.05,62978796804.29,10426505595.92,77342407325.88,104533973523.45,104830620346.99,40575586483.07,27916597257.51,905540824.63,6146060674.23,30292343699.02,11695740100.8,5152458469.0,17389688905.8,QUALIFIED,0.2467
2019,GOV0001655,DEBT_SERVICE,93007787364.11,32937497170.42,64803276081.7,10003679911.12,66656900090.65,42954575800.49,36120390376.56,12243314493.44,22510563279.1,22382493091.23,33157059885.52,10109844280.6,1388663475.68,35975570610.57,66785474029.72,UNQUALIFIED,0.7341
2018,GOV0001656,SPECIAL_REVENUE,201993205499.43,44730241842.58,79416392946.88,8542863427.26,4151934939.67,130415155402.69,139937666046.7,2422407774.99,31512765160.13,26577971837.7,49533743753.73,9381548909.17,1565720251.49,11252189017.4,48313451417.58,UNQUALIFIED,0.0819
2014,GOV0001657,EDUCATION,165821885292.47,30588646825.32,60126555602.31,20865298920.12,76290646877.87,130840010938.51,57599609562.56,28444320077.61,17355116883.29,15588214088.59,30525749722.13,4828375490.65,3316638507.92,22856300681.58,31115744737.42,UNQUALIFIED,0.9458
2010,GOV0001658,GENERAL,18167743292.29,40032872273.37,95035459474.99,10374661452.33,76916005372.64,100825384421.92,56646593286.32,9200765226.6,9147115664.95,36190817013.37,64231277249.68,653773939.8,13035589668.63,25366539107.81,8270935786.19,QUALIFIED,0.7321
2015,GOV0001659,SPECIAL_REVENUE,194030936082.17,36895998431.77,50353545828.74,13623633485.81,8803420678.36,115644275443.18,25589077965.44,26233394617.31,35755024035.07,53777089432.61,63226655.02,27934388967.75,4564358454.63,4378305276.71,8176093654.95,UNQUALIFIED,0.2266
2016,GOV0001660,HEALTH,169687183239.67,13741507768.99,18061408912.08,20256505957.77,45944041730.99,134142970298.56,82748608740.61,23032912392.9,15620375829.85,20245352139.21,18208668647.82,10484234554.45,21998883044.03,27345774491.56,58191780675.57,UNQUALIFIED,0.2724
2012,GOV0001661,TRANSPORT,140244352280.41,20759261959.38,64374244730.36,9452729418.68,12195920910.62,90050589781.27,85005227552.64,35839987009.51,35964817439.64,7378357617.63,51823790951.91,19420741295.02,11028999252.12,7428151739.82,45014556206.8,UNQUALIFIED,0.8156
2014,GOV0001662,HEALTH,227383381796.94,23376829137.02,41056705685.0,18129401380.19,6751665415.18,28023100024.73,104587995060.72,5827063852.29,11039834464.01,48531668744.19,25824933589.62,32795866737.9,17085561155.63,18424589661.13,27345616993.62,QUALIFIED,0.1525
2017,GOV0001663,CAPITAL,194003018031.21,36975010950.7,14921966296.11,33608614195.68,44428596543.13,139110659862.71,120677329425.69,11006353811.6,34631112682.94,42783382174.79,24482590680.91,6399316551.3,1835390542.5,19932233683.59,21118425504.28,UNQUALIFIED,0.2549
2018,GOV0001664,ENTERPRISE,22942343208.06,12492442474.46,97084364159.05,30852098950.82,21474615384.32,108384065747.64,136735687267.12,39288023407.7,21432134435.12,3621261572.67,20241672355.97,34616715653.47,3100390551.86,8903138354.14,20045217426.72,UNQUALIFIED,0.7665
2024,GOV0001665,CAPITAL,72853756520.9,30352217730.62,9913996134.56,32214997746.56,32340377087.92,95480441681.01,56119008335.52,57661729986.6,99894367.39,34483692274.91,3208175168.95,7744972373.87,6013868213.13,32414582930.23,16631355055.61,UNQUALIFIED,0.5608
2018,GOV0001666,DEBT_SERVICE,21505466252.22,16068203663.54,9825962154.78,18778601466.98,18698827687.62,51779387283.55,21124860592.72,37552354877.41,33771955437.27,45146590694.07,39832680997.96,11792230056.24,983423338.83,6274300846.09,14873947606.94,UNQUALIFIED,0.6736
2017,GOV0001667,EDUCATION,68071078420.86,29675497587.72,32586440443.04,502897207.83,73419798201.22,73700505460.01,57399245736.38,92365654.86,3251875714.81,54295025027.88,16059681235.38,3096430640.6,23725871360.13,5479774660.56,46582195727.31,UNQUALIFIED,0.522
2020,GOV0001668,CAPITAL,211621401915.35,38075308967.53,47648993279.92,11207150760.47,69358007678.7,107080351859.84,34623562909.46,14334486915.19,33542185589.91,957588458.29,31403175771.75,18028536776.92,16876470873.89,4910523355.37,25705357135.53,DISCLAIMER,0.2785
2008,GOV0001669,DEBT_SERVICE,44615616162.67,28660802377.47,47792223663.61,21084842217.15,8670610313.5,77630580027.12,100477397808.53,41997534497.42,24301270136.32,46466366101.52,36654367213.87,27096374210.3,14247375867.3,19116779786.4,11377089352.26,UNQUALIFIED,0.3723
2018,GOV0001670,GENERAL,54816817934.93,16475505924.83,92305825466.86,5228736109.41,42063077628.74,27106228399.8,92411515525.47,44633740918.68,20963349132.43,15595030975.23,16382541968.7,21607144624.32,15668394942.79,120999865.1,30461714623.97,UNQUALIFIED,0.1545
2014,GOV0001671,TRANSPORT,36575884421.48,25588107233.6,108592774237.18,31889905774.46,51918507431.34,108705987685.73,152629643560.99,11801151693.32,19597238083.74,41844186763.5,35006405851.74,9808105662.2,20003969541.56,6974415804.91,52658996074.23,UNQUALIFIED,0.1284
2020,GOV0001672,GENERAL,197140802000.42,24461234795.75,41961748731.48,7127587347.6,38347364937.91,62344404061.82,123736226563.31,30412566445.78,35651459686.72,36201717689.35,34869352023.24,33451452662.8,5347133008.97,2337094873.82,2125863230.07,UNQUALIFIED,0.8138
2010,GOV0001673,CAPITAL,231423156712.01,19437119168.58,48478118806.98,27143667889.32,6989999822.69,121979293667.22,42898144745.61,43474534374.35,29659040335.76,42468992528.33,36885945161.79,23833515854.13,17703261540.67,31265666302.19,45059222522.9,UNQUALIFIED,0.2001
2008,GOV0001674,DEBT_SERVICE,213128767726.78,771501669.43,24570982808.96,1605230461.49,14710089421.57,70221455829.36,74296313510.15,37537264450.25,17869628590.86,31623695406.07,49288842367.51,34872468139.2,12925137175.72,14578949380.58,20131603647.59,UNQUALIFIED,0.8215
2008,GOV0001675,ENTERPRISE,12684366943.03,10943915012.4,25682706217.67,32735051446.66,38202807429.79,113720055995.62,110020738881.8,28131672439.47,28642683678.3,27436554332.2,28343642029.33,23035530877.76,16182687293.42,11467991889.63,49840410228.11,UNQUALIFIED,0.358
2021,GOV0001676,HEALTH,9657074454.34,17772301455.36,52009913804.85,32498069739.47,57962328081.77,127035598846.86,26495967337.54,42391205406.57,23052849777.69,15904336464.39,10754225861.83,9244983754.53,20898875956.47,14475686235.07,57494948219.01,UNQUALIFIED,0.388
