biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_naics_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2009,66e92314b33ad3aa,1aaba10608188df0,42,10_19,593944,1279,2960,20792,5238,40793,3483,153.861,42.56,26.15,1,0,LLC,1931478.5,0
2015,cc50838eb41fa8bb,9a5959fcc8760152,31,1_4,511460,1308,4401,11597,13188,9905,18024,32.689,24.32,5.1,0,0,LLC,1478938.59,0
2011,c214fccdff969dc9,ded5afe08ed3c222,44,10_19,972621,21,1536,8652,9644,35698,42525,55.685,32.59,25.69,0,0,LLC,1040688.59,0
2018,630ea73042d9420f,38004721ff8c832c,10,1_4,460552,156,3203,17004,884,46517,30610,192.244,17.26,12.41,0,0,COOP,1575435.85,0
2015,c1d1ebc789f16305,e483495b4858f80b,43,20_49,351219,4407,2139,13515,19558,31583,17461,145.672,16.1,13.07,0,0,LLC,439720.52,0
2024,5c22a79380acfd93,012097d75d6c229e,35,100_249,122594,70,1186,23605,10095,48868,204,158.291,30.95,20.26,0,0,CORPORATION,2022846.55,0
2022,11506c6c7b74f0e9,b90111ec50144f2a,61,5_9,434103,2090,1183,12519,8416,49752,49118,159.762,45.76,37.33,0,0,CORPORATION,996032.84,1
2022,82a073f92131c977,214f263f3ae9d3d3,89,500_999,126524,1085,4636,8827,24045,437,34858,28.37,72.8,52.23,1,0,SOLE_PROP,2361933.44,0
2019,b0d390c9ed146a37,0ed34539ecb479b7,91,5_9,709191,4711,4808,539,1664,44286,36646,100.933,10.26,9.14,1,0,SOLE_PROP,1132376.05,0
2007,340aa191b946e281,9ecd66b6fa719f20,98,50_99,953481,301,4706,4114,6281,24114,48018,47.104,70.32,31.01,0,0,PARTNERSHIP,199265.6,0
2016,ff3e4164b82b3a7d,d7c8e7610fb4ba5f,53,10_19,593935,1832,131,4063,4081,17920,43818,133.448,66.51,31.31,0,0,PARTNERSHIP,2039787.73,0
2024,f821ac7c44bed8f0,2963d9561efcb4fd,9,10_19,750505,3803,2593,9219,22629,1600,30000,88.013,6.89,4.2,0,0,SOLE_PROP,1609002.53,0
2018,db95b1d4ab99a7e7,0becb2a608e9c844,5,100_249,289512,2063,2772,10123,14155,45230,10549,26.662,44.63,8.59,0,0,PARTNERSHIP,1303756.02,0
2014,d78088f3233152f9,63076a6c39bb8685,1,1_4,396410,2984,3588,12503,9577,22935,23223,33.029,6.31,2.85,0,0,LLC,1825158.53,0
2012,35902e8dfc56eaec,21a7f2d24ca13f8a,86,50_99,946529,727,4390,24777,1560,36988,34608,163.547,34.1,10.67,0,1,LLC,1706226.51,0
2012,a29d31bf429a319c,8d44ed819f17e263,42,10_19,279586,4442,2122,3438,21477,10236,18261,55.675,9.56,2.42,1,0,NONPROFIT,1013255.22,0
2020,91af0e56056eb76e,c102ca5652e22e93,3,5_9,640773,3499,4852,22247,20169,1745,29464,25.943,20.76,11.15,0,0,LLC,1230509.57,0
2008,bf97538d3d0fb6c8,7f22b83a7cf0f365,69,20_49,457475,858,3541,9243,9654,7768,3998,198.031,17.03,10.68,0,1,OTHER,397480.0,0
2024,a9a4efe8395cfbfd,45f3514e7e261469,10,10_19,347480,4059,3340,6639,10328,35345,38378,33.604,56.35,36.17,0,0,SOLE_PROP,2286748.55,0
2008,ea653d5b197a9bf9,621aaec268c3a074,46,10_19,837393,630,2982,4790,23603,44419,5162,157.767,87.73,34.51,0,0,LLC,1094472.57,1
2020,35f7c68b796c3951,218253fa7d038e4c,97,100_249,591824,2050,1320,14631,4119,15494,32967,56.375,36.95,11.51,0,0,LLC,2233927.76,0
2018,25620d18a2383f3d,d86b1495484b8782,55,50_99,574813,548,3250,7877,12795,14102,27293,137.212,82.55,59.08,0,0,OTHER,365016.25,0
2019,866c9c493e7f4ae3,c17eb897070ebafb,59,1000_PLUS,593242,1641,3680,73,7478,42514,9435,152.231,30.51,24.26,0,0,LLC,1187642.06,0
2017,fbb1e08b6d855fca,64bd480492c9ab54,48,20_49,265002,3854,3726,24320,10229,27570,40570,18.214,63.81,47.02,0,1,PARTNERSHIP,265409.45,0
2012,efefd129fede3863,055499c4fb156975,97,10_19,439724,1139,2339,2420,2449,8432,27231,168.386,86.66,52.17,0,0,LLC,1230045.18,0
2023,24f77829086d7e3f,e0add6a3aa6270bf,9,20_49,850876,2660,2608,18071,18980,18894,20896,41.138,17.6,9.66,0,0,LLC,1617788.99,0
2019,05ce2828da02ceae,01fcef0b157f8002,33,10_19,276374,4981,1022,6786,9477,44066,31555,22.838,17.99,9.12,0,0,PARTNERSHIP,973764.69,0
2017,22ea34687fc48db1,0984bd4bea27d45a,27,500_999,839315,2403,4388,7265,14065,10572,21947,160.029,85.46,74.44,0,0,SOLE_PROP,1909190.7,0
2007,e34e56ecea220fad,2586343f28a6b71e,79,1_4,359064,2427,1953,24839,17669,27537,12539,178.691,67.09,22.72,0,1,SOLE_PROP,786944.78,0
2010,77b260b8e88750e5,58bc25d2323ce945,18,20_49,735966,451,1573,8783,639,23097,21552,42.385,46.35,9.99,1,0,LLC,2431567.72,0
2018,b5e64f469b734a20,ff3b8cc23ae7520b,4,1000_PLUS,276155,3330,684,6479,1182,10839,25493,178.71,84.02,63.6,0,0,OTHER,261990.2,0
2019,8ad5942df9ba654c,c0775c4cf156d8fd,79,10_19,562632,1420,671,2137,14921,11384,38389,94.687,81.34,25.79,1,0,LLC,773928.1,0
2016,5aed38b24819091a,08fac3f604d67443,1,100_249,520276,1024,3358,12437,2069,34923,23910,174.598,21.19,19.5,0,0,SOLE_PROP,752696.31,0
2007,94d603a297419789,d0ce6f40fd6ce374,96,5_9,298230,4940,275,16145,5751,17317,28792,4.832,65.93,59.1,1,0,LLC,623185.43,0
2025,7de21d64354f3646,3b0a946dc5a97f18,18,1_4,594540,4035,741,3226,10258,21393,453,40.074,74.69,17.13,0,0,SOLE_PROP,1159771.22,0
2015,91566c2708171f02,847a90b2998300bf,57,5_9,693900,4507,399,9751,17960,1273,30623,168.883,40.04,31.16,0,1,SOLE_PROP,2085335.41,0
2023,cbe27be422936467,843f54b427174b8b,89,500_999,907294,4243,434,1326,4186,17092,31538,70.534,58.37,42.03,0,0,PARTNERSHIP,1625166.72,0
2009,99f74c5825cf7969,aff8ee3c5e924b9f,13,1_4,871726,3675,372,22227,1371,7184,18373,192.692,64.26,19.35,0,0,SOLE_PROP,527211.5,0
2013,a904147231c627b2,17504c3761712c42,20,20_49,223067,132,170,1713,20556,34860,17062,130.957,95.65,20.09,0,0,LLC,1866115.1,0
2018,b9f489ba4f423c1e,09c4e1963beee346,67,1000_PLUS,301993,3162,318,14556,8971,20005,17958,96.564,40.37,30.36,1,0,PARTNERSHIP,1611887.9,0
2018,d64f685041625e0f,df17d739f67a4b83,69,1_4,112139,225,609,8926,17189,44594,27504,153.898,42.3,15.59,0,0,SOLE_PROP,1509677.05,0
2014,1fc0e476c6878cd6,293b3925f4ddcdb5,26,1000_PLUS,420429,1045,2831,12595,22541,34802,42908,165.876,1.96,1.6,1,0,LLC,233525.61,0
2021,1007ee405f97226b,525605616db31b00,33,5_9,933367,4144,1082,14922,16464,33530,39403,146.611,16.87,7.72,0,0,LLC,1181846.62,0
2019,a1ee3558e68d8a32,0d55c7b1692c1182,79,100_249,274891,1672,3996,21768,11178,24923,12256,39.993,27.68,12.86,0,0,SOLE_PROP,333671.85,0
2016,a14f5b3226661fb5,144fc43d62d4a4db,87,5_9,777503,4827,4227,5461,117,49546,4056,39.034,92.11,50.72,0,1,SOLE_PROP,1238112.54,0
2008,5c40ad3b8defd77c,f04668e29f15207c,45,1_4,943952,2289,603,11787,5886,13865,39937,24.065,15.37,3.62,0,0,CORPORATION,316814.85,0
2015,70afa93ba25d1cd5,c0c57bdb5890b64d,66,10_19,510105,2088,4325,6736,2908,30063,41054,86.115,29.35,17.93,0,0,PARTNERSHIP,1629757.64,0
2012,e097626b99a6ffc7,b79d45c437feb239,9,10_19,620454,4801,1136,11509,23581,13476,3248,124.527,32.52,18.33,0,0,LLC,494275.53,0
2008,d3c63dcd1c77e619,8074089b05f4904f,71,5_9,892788,539,3410,16108,12314,5637,49860,52.22,69.3,61.35,0,1,LLC,165991.66,0
2017,7aa993bf15147b09,f305f775dcc34c87,44,20_49,425108,1290,2621,9491,20535,42956,10871,145.313,12.57,7.93,0,0,LLC,1029606.58,0
2007,ba62227627a4dbe2,0bb853e076f0094e,37,20_49,926683,1757,953,16639,859,45608,831,105.11,30.2,14.75,0,0,LLC,566854.33,0
2013,e562275c5cdaa03f,72ce0e6505c10313,100,50_99,725123,4007,3590,263,4646,41105,21101,161.115,23.72,17.65,0,0,SOLE_PROP,155259.01,1
2021,585c4948ce0b9831,618c5aabfb98cc05,13,1_4,555738,4727,166,15395,13534,13413,39921,25.449,44.25,26.86,1,0,NONPROFIT,1200226.41,0
2019,18848ea0e085c6bf,a6c9ee726d7992e7,54,1_4,139783,250,787,21569,9519,25547,12121,7.304,60.09,42.64,0,0,NONPROFIT,1267376.69,0
2019,0df95423b897b548,a72718c3294faded,2,50_99,754536,1125,4747,23015,22441,39571,36924,167.649,66.52,14.14,0,1,SOLE_PROP,1263989.26,0
2025,6d97ed01eda0dd5e,8c81d873a12eb8f0,99,20_49,824380,3727,4798,8882,1674,14653,34890,91.262,75.52,8.34,0,0,NONPROFIT,1470199.29,0
2017,d02d217f667e54c4,91574bf2a212f3dc,81,5_9,804741,1778,1455,17301,12158,16790,19200,63.401,41.88,6.9,0,0,LLC,1989625.05,1
2007,a86073a4ff574d19,4b4fbd55e9c30fbb,99,50_99,757597,4899,4592,22633,6501,9840,44530,186.589,58.29,19.22,0,1,PARTNERSHIP,541312.76,0
2016,b6822285deb1525d,e26c553a75b7b649,60,10_19,879334,3423,3560,9238,10082,27552,2053,22.383,82.39,57.12,0,0,PARTNERSHIP,1223250.39,0
2013,62442f872296545f,ef6a173bbf3fe61f,57,1_4,614122,2699,758,5751,7029,48347,21056,165.474,31.13,27.27,0,0,SOLE_PROP,1073476.88,0
2009,0d9726899e38afef,38430da26637375e,23,5_9,607524,4903,65,18900,4148,42881,34495,62.534,31.18,12.99,1,0,NONPROFIT,2196305.4,0
2023,c5efa2b00d1bc781,8a8433bac1195da5,8,250_499,344290,1525,400,4878,18913,1845,36390,59.745,34.74,4.4,0,0,SOLE_PROP,2122322.42,1
2013,7a7f93b47efed614,360a2354eecc3427,61,10_19,266845,2261,4622,17046,22668,19948,6480,139.917,18.35,13.44,0,0,PARTNERSHIP,2288753.33,0
2012,12a125294c536946,9db51899490471d8,38,20_49,810673,4964,3258,1091,23135,12425,45190,190.608,31.25,25.35,0,0,CORPORATION,1869400.12,0
2018,1f6ba7749872e33d,c2e10fd82babc48e,87,20_49,721886,2133,3547,3590,11469,46491,17974,160.424,26.32,20.08,0,1,CORPORATION,953680.02,1
2024,0ac444567e9e5e56,a5d1229f21abb7d4,69,50_99,760303,748,1677,10493,17750,17029,16335,141.243,16.89,6.93,1,1,SOLE_PROP,1474552.82,0
2013,715ea24f16067e11,7870855923fa6fac,18,10_19,701084,658,4514,7548,6340,49038,5416,0.815,4.21,2.08,0,0,SOLE_PROP,1497812.87,0
2013,73c4c19151c51d29,32578dd62e578940,58,1_4,649523,2169,3660,12560,5037,315,44641,178.748,88.39,29.08,0,1,CORPORATION,1117359.88,0
2011,4b12aa54fd3d51e7,1f6cf9e83646231c,19,50_99,466582,331,713,23151,15508,15348,48099,161.1,42.6,5.65,0,1,PARTNERSHIP,95380.05,0
2008,f11a7467258a6c53,66ccff3bfd6183c0,54,20_49,968705,523,1503,9467,20332,1651,45022,165.862,12.91,6.25,0,0,OTHER,615369.61,0
2011,17caa5c7b10429c5,fcae627af2527b47,76,1000_PLUS,998021,5000,3184,5125,23398,36413,37842,2.963,57.28,34.73,0,0,PARTNERSHIP,86583.78,0
2011,7b65e1ae801e2382,269e70aeff1350a2,35,5_9,151994,1530,4490,21254,13467,48059,39327,35.71,27.92,25.26,1,0,CORPORATION,1956029.58,0
2019,599e0e8b1e3ae7c2,85b5e6eeaa269e38,54,20_49,203356,2564,1000,1829,9938,8221,37481,150.641,15.53,13.89,0,0,PARTNERSHIP,866974.8,0
2016,0d467c06b3921285,e978f126dd5a9704,3,100_249,258597,3059,2086,20842,775,6981,2925,87.045,78.88,23.27,0,0,LLC,93450.91,0
2025,dcd7e5b4dfac0f1a,a811b64a57147d1f,17,1_4,126858,2741,3356,19113,23094,38352,10707,164.863,30.88,10.01,0,0,PARTNERSHIP,1693521.06,0
2016,731212144dc4a360,a199dd76ec6b7c74,96,50_99,896334,4392,3394,14336,12347,37631,6158,183.456,72.63,10.14,0,0,LLC,309564.8,0
2019,50147248361f68a3,02974d6281dbe0d1,67,5_9,860857,1911,2165,4390,18512,13211,39124,147.828,88.53,62.14,0,0,CORPORATION,179920.38,0
2014,82d64ced4e78647c,1d79d9385af35ff6,16,50_99,580655,43,3598,8963,773,7375,22577,73.605,60.61,44.61,1,0,PARTNERSHIP,116269.4,0
2021,b0c777310b6482ac,66c8198cf4ee9bd4,79,500_999,318274,402,1903,11435,1548,44488,6606,65.334,96.55,52.66,0,1,PARTNERSHIP,1840565.01,0
2008,41e2c4aa5b797ea1,5340bf692f08b4c2,40,5_9,466762,1792,4517,21937,11012,44084,49633,102.226,33.53,22.11,0,1,PARTNERSHIP,1252193.38,0
2011,7aa532ddc7b81c67,c40b22c4dc66e7eb,33,20_49,440831,1458,1417,18839,9310,17357,47580,181.848,35.82,21.06,0,0,CORPORATION,643671.15,0
2022,2a946f99a268a7a6,e07e0a793e710bf1,11,20_49,939822,2644,3430,6502,14257,28103,12160,141.187,22.54,19.15,0,0,SOLE_PROP,1983661.93,0
2023,57052e2ddbed6df6,a11089c8c8b7784e,5,10_19,137139,1571,4383,863,16363,16273,28627,140.528,24.31,18.35,0,0,SOLE_PROP,1762596.29,0
2015,5cbf144a0c30a024,5d51b0e85fb6302c,74,10_19,885022,785,1837,24241,184,18450,28553,63.056,22.14,19.66,0,1,LLC,64712.58,0
2016,3184e441533ce415,d4aea44afc992fd9,98,50_99,988053,1676,2369,23576,9128,48460,38266,81.362,54.95,28.1,0,0,CORPORATION,1167155.18,0
2013,1359703bf0d22a7d,e08cf6e17418b678,77,250_499,762937,4914,497,2695,22255,37600,42216,90.115,51.73,41.77,0,0,LLC,1368687.91,0
2010,4c91196900eaed84,a570de82abaf8185,67,20_49,907532,4935,4009,5217,11275,36443,20117,104.331,67.23,11.05,0,0,CORPORATION,434688.81,0
2025,7778cfe946b19b1f,d7ce6ab81d1a8a45,1,250_499,221885,2324,2237,22312,22100,45311,35220,152.415,87.34,52.34,0,1,SOLE_PROP,1768807.03,0
2013,236f9fa137b93f4d,e314fb619af340c9,51,50_99,798536,3801,1532,6629,4570,18947,18212,85.473,64.97,43.73,1,0,LLC,1374333.72,0
2007,a2b0919f4ec60f77,3507c96fdd57b726,29,5_9,932933,636,3250,9815,2345,38495,47145,155.003,65.33,17.24,0,0,LLC,1232319.57,0
2012,d5360aa8c4b0e142,4b7e500d7c3228ad,41,50_99,226064,188,365,16196,16589,8810,2621,29.343,66.14,22.9,0,0,LLC,1894091.09,0
2021,70727745d97fae1b,6ce4a4a6d110bfb4,98,10_19,992726,3465,4795,15964,10258,30529,24603,141.301,66.27,42.61,0,0,LLC,1066986.34,0
2022,0e6f1544cb0f3cbc,fb422db610b84d33,81,500_999,630384,3551,3057,5982,12328,525,49648,111.215,5.25,2.96,0,0,LLC,1118170.2,0
2012,f18b6fc94a8b1dcd,0c484cf85dd2958d,3,100_249,184974,9,2952,21502,19801,1647,11167,91.836,48.39,27.02,0,1,SOLE_PROP,825019.2,0
2014,53745e30269f7d37,837c066c5cd4bbfa,79,5_9,162026,682,794,3586,6613,18633,26590,161.319,88.55,67.94,0,0,CORPORATION,914268.92,0
2009,822b14da0b0004ea,b563fc39f6888e88,46,10_19,359958,661,4112,2647,18652,10176,14254,173.003,25.23,9.1,0,0,PARTNERSHIP,1276167.98,0
2018,5f97060100abf4e7,780a7b11309067f0,89,250_499,350955,3778,2500,4851,13862,29956,15130,23.144,68.05,17.9,0,0,SOLE_PROP,1019201.53,0
2010,51a771b2de964dcd,c8fa73788d109309,76,50_99,381016,33,4648,9361,9511,34387,33803,142.668,93.2,44.24,0,1,PARTNERSHIP,1844369.59,0
2009,f19a56d0cde1d189,4a3c384ecd078d32,22,50_99,825207,3026,130,20521,16702,27252,49612,33.29,10.2,8.13,0,0,LLC,2166325.73,0
2017,0a50656efa41b795,3e2618ab4a574e09,75,10_19,419943,439,4790,10452,12124,22955,10538,123.916,78.52,38.57,0,0,LLC,65477.92,0
2012,08bcf04ca98b2d71,8fd11b87cd9894f3,62,20_49,935779,1706,944,4220,9289,44358,12841,40.328,86.59,79.46,0,0,COOP,789355.04,0
2014,7e98c052cab84850,655a0c1bad152a50,87,10_19,364298,4212,4908,11217,12707,3024,27852,30.472,29.24,3.4,0,0,CORPORATION,67586.26,0
2024,78d973cde3bc7874,128ee592539ac481,21,1_4,245167,2845,3021,21864,13867,31716,4487,51.634,1.01,0.39,0,0,LLC,1366743.61,0
2008,9de842a778c416c2,e0556bf5dc08d291,21,100_249,834747,653,402,24611,1980,31276,14859,40.981,34.06,6.51,0,0,CORPORATION,1884086.4,0
2007,43d6b198afe165ea,dd2e7cd9be329eb0,48,20_49,958079,4694,2354,3291,11441,18110,17292,76.502,96.29,81.02,0,1,CORPORATION,15530.56,0
2022,56a7b0978716da71,d729fe60196098c0,33,10_19,838936,2746,3380,10376,15868,33156,48639,2.156,81.69,73.96,0,0,LLC,1171360.95,0
2006,b8f330e814a80a6a,5bc1875a055ad370,92,100_249,265136,1135,3950,4989,22599,26601,1699,72.847,29.95,13.18,1,0,LLC,2433822.36,0
2014,8af9e18f936ca44a,19502f3c2754cbb2,31,100_249,193407,3424,1971,10209,19471,36378,25823,165.236,32.96,3.95,0,1,LLC,826580.58,0
2006,31d6c06feb5c8312,23f4ec630bba6860,84,10_19,798426,4340,3605,20584,23882,30742,41914,151.775,92.63,21.69,1,0,OTHER,1497851.65,0
2015,a7779e0b8d67a51f,dc44dee77c2a2fcf,42,1_4,556410,1799,3067,2005,24751,38265,25051,18.847,80.3,26.93,0,0,CORPORATION,1383380.22,1
2016,bd35a689f68290a9,095451c49fa6142b,99,1_4,413453,1996,4518,19478,23713,18692,3503,93.798,33.41,14.1,0,0,SOLE_PROP,1603570.87,0
2016,61449ba7337b1492,7202e03c67f797b5,83,100_249,791565,2645,4127,9935,19658,27035,5987,142.78,95.44,71.94,0,0,NONPROFIT,1512089.99,0
2012,f0113e563ef22b01,a93fdc7e6c8d8586,74,10_19,311541,3711,303,10147,8620,48459,42569,123.167,58.06,32.29,0,0,SOLE_PROP,2394770.97,0
2006,26ede6dd26979398,818c63edfaa4c4d9,35,100_249,999320,1689,3986,19354,8330,36585,32316,44.937,15.08,9.75,0,1,LLC,1222973.59,0
2017,5aba44fbd198606c,3757dd1593b8d0bf,27,1000_PLUS,326148,1052,887,21501,24339,9361,29530,90.679,44.37,5.6,0,1,SOLE_PROP,1858647.52,0
2012,6d5453e9d9c3825d,6c2b7d986da815f0,41,5_9,446743,534,1498,3052,19101,45190,3167,71.039,4.21,3.1,0,0,PARTNERSHIP,2248591.82,0
2013,32a215067d4aa38b,6245a50e720018fd,46,1_4,217596,1305,4953,13183,15885,37479,3688,21.195,81.76,37.02,0,0,LLC,1543135.12,0
2018,99978f97abd713f0,217ff444998f8cb7,5,5_9,821124,3894,165,11661,24055,6639,1084,121.481,86.95,61.88,0,0,PARTNERSHIP,1458431.27,1
2023,c7cb0576cd67d899,e2f3e20340c3d1bc,39,10_19,428287,4043,4234,13096,20070,25680,48942,146.187,74.07,54.95,0,0,CORPORATION,2378520.83,0
2021,f89d7beb506b2c9a,84fba00f6b908c12,13,50_99,927233,1980,1470,66,8622,45297,14960,88.531,12.87,7.1,0,0,OTHER,1883954.2,1
2021,c2f90069b66e345b,63e0d5f207e13cc6,10,5_9,410939,1726,1413,17975,10037,26038,40014,29.12,91.94,49.81,0,1,CORPORATION,1627787.85,0
2014,a90897be6296d8b6,c348c634dcd16668,27,10_19,188536,3295,133,13381,904,37458,31995,103.247,96.74,65.73,0,1,LLC,418664.53,0
2012,7450cbadb1848345,dd9997807de9c1a4,11,1000_PLUS,697602,4763,4493,10450,15162,44532,19186,146.789,25.28,14.5,1,1,PARTNERSHIP,814404.71,0
2009,ef54c8d32f810b85,9f5f64931c31aba9,80,20_49,626886,1420,3911,12966,2376,37530,31120,72.099,71.42,22.81,0,0,CORPORATION,1514318.1,1
2007,4bb051e363eb260f,fce87ccd9d3a4ac1,60,100_249,893276,659,2303,5272,11835,28117,3623,157.887,21.31,19.89,0,0,CORPORATION,2460983.57,0
2006,868557afdb889ce1,41ef19f18ec3ebcd,23,5_9,276934,37,1872,17342,4798,46978,12721,163.78,30.54,26.77,0,0,CORPORATION,1043220.2,0
2014,6a8bc3f4203f1acf,3875270d090faea8,40,20_49,631835,452,1875,12868,7214,27110,42951,74.103,38.14,23.05,0,0,LLC,409792.0,0
2008,9f010687927b74dc,e24968357205f43a,53,100_249,299075,4220,4581,11941,12249,37635,29951,43.364,54.17,14.1,0,0,SOLE_PROP,889640.93,0
2025,243c9dd55791cf4f,f8089373a186fb95,43,20_49,584909,3539,471,5473,198,2473,14804,123.794,6.44,5.19,0,0,SOLE_PROP,776717.02,0
2013,470f4cc8451bdd87,dab4bb7de5e9ba8c,16,50_99,983198,372,2583,18289,12931,8114,44339,76.324,68.88,30.86,1,1,OTHER,195222.28,0
2011,2eb1b2ba4c1b9ca0,27332ac3b43d1cfc,56,10_19,789007,4013,4331,6657,20924,2000,16878,147.434,20.2,2.83,0,0,LLC,2424140.13,0
2013,cc006826f320dc87,0f2eda1e1abab5f6,16,100_249,586651,1688,1582,5274,1889,8115,22685,34.382,51.68,22.12,0,1,PARTNERSHIP,1422488.4,0
2020,b2a58c16c30a74ce,9a4c351c4f638f36,81,100_249,972221,981,4783,24474,6295,42766,30463,121.057,63.54,47.12,0,1,PARTNERSHIP,1304905.64,0
2011,c4ac75925351b601,e0a144958cf32a19,29,20_49,717986,1283,1513,5576,7669,34470,35391,152.161,51.62,39.2,0,1,OTHER,630405.34,0
2009,f2079b3697a191a3,ea510e43cb0bb6cc,49,1_4,750895,48,1213,20879,914,12402,31295,172.689,47.61,41.36,0,0,CORPORATION,2312477.13,0
2025,35a4880dee0bc6e8,d54cda7f205c825f,51,1_4,835005,885,4500,1101,10962,32934,16348,167.604,64.93,30.56,0,1,OTHER,666501.29,0
2016,b92cd4d55e832e1f,10e3cb9e19d50104,97,1_4,829839,400,1964,18426,17713,42168,35447,35.595,5.22,3.84,0,0,LLC,948042.46,0
2022,72c2977bf35811ca,075b6a8182481102,31,20_49,650585,4444,2871,9882,1320,2964,46497,78.652,78.41,63.97,0,0,SOLE_PROP,1855415.85,1
2021,7110132e92d9fbcb,1199daa691530c19,16,10_19,796353,3993,2603,1608,16743,12167,6903,26.844,35.17,12.43,0,0,PARTNERSHIP,1458384.41,0
2025,71d240bd3bba42ba,724e68ddb7b58236,98,100_249,996405,4827,1012,21659,8869,41317,38119,46.595,79.17,18.3,0,0,SOLE_PROP,2125584.39,0
2010,aa78b60eb3c9d0e6,65f11baa8644734b,25,100_249,495031,768,901,293,11166,18817,11737,24.596,25.76,16.79,1,0,LLC,1696773.25,0
2020,301d0785e825e10a,f7f00c505cc26847,17,100_249,731550,1071,2957,17358,14737,17579,12106,11.279,15.77,8.08,1,0,PARTNERSHIP,1346773.65,0
2025,56222860ad94b006,923efd2b9b4b3b95,91,100_249,965676,3806,634,9717,3724,38556,32343,148.636,34.73,22.07,0,0,CORPORATION,795582.87,0
2017,7977316d4a4c3f83,db45fc1aa25b0f0a,32,5_9,667540,2361,838,745,13134,35713,47797,45.811,21.11,2.71,0,1,LLC,1556438.65,0
2016,8cdede2da73e617b,09d6272056300039,74,250_499,834301,3096,1176,7009,16327,49849,24779,175.991,44.17,31.23,0,0,OTHER,2107096.92,0
2008,fdedd1798ef49118,f5a4c6c058269e97,97,50_99,883194,624,2425,14448,764,12292,46381,184.431,4.79,3.24,0,0,LLC,1056631.53,0
2020,6da86d28f487a68d,e13b9819b86e33dc,43,1000_PLUS,912082,4231,3834,16370,21721,45723,19664,146.219,89.9,80.67,0,0,CORPORATION,1710269.34,0
2021,bcb9ab0ce3ca0f7f,db2b1887e7c490dc,51,1_4,524459,1292,2612,17811,3830,26013,2487,153.241,56.91,25.51,0,0,PARTNERSHIP,2462457.43,0
2008,dc0a6fc19d9a82d4,3c596bd2674fa505,35,1_4,508470,3975,2379,11556,6071,20524,46175,32.318,3.17,0.69,1,1,SOLE_PROP,1209097.97,0
2015,aa92e2ba22338959,302145e3c62b8d62,69,100_249,763362,3713,3345,1352,19334,43881,3934,77.762,51.74,6.01,0,0,LLC,78413.95,0
2023,951a355a0b9251ea,5680fad5748f0028,22,20_49,379110,3871,2030,7956,5452,45379,17477,60.472,38.94,28.11,0,1,SOLE_PROP,1242323.29,0
2022,ba3635cdb13eebb1,0948bac56b5393e5,95,5_9,236648,2809,360,10721,10439,47112,38923,67.403,39.69,12.48,0,0,SOLE_PROP,769627.08,0
2024,0da8fb4d670715a3,5b19ccf7f4a10591,39,50_99,753239,3095,1980,15553,2816,42842,46655,185.71,69.56,25.87,1,1,CORPORATION,2045018.1,0
2019,7b586367d99c38fa,d79ca33843bfb13e,88,1_4,814694,4442,3828,3619,13211,26836,7616,44.17,15.52,6.28,0,0,LLC,277574.7,0
2009,dcb45007ae08421a,b428f95812af7f87,80,20_49,855638,3767,29,19480,15685,45561,15089,87.876,66.31,46.08,1,0,CORPORATION,1566914.67,0
2016,6961ef9547bf5068,70c23b6b1c1047c2,25,5_9,521518,2965,1328,3081,8575,37260,9276,39.442,16.55,4.3,0,0,SOLE_PROP,823875.08,0
2019,85859a7dac6c93a2,fa1a31aebf5b9e86,23,10_19,962130,2461,295,19801,19122,21364,16997,110.717,64.08,35.49,0,0,SOLE_PROP,1772788.53,0
2006,785be47ad52c311d,2d762ea34911b05a,21,250_499,609886,3681,2189,4276,14048,45819,7470,155.011,32.59,8.39,0,1,SOLE_PROP,205993.02,0
2013,abe5806fd393897f,3e2e3fccd5748855,90,1_4,567067,601,2904,20575,16133,5187,14397,60.467,85.03,34.27,0,0,CORPORATION,2140640.77,0
2021,675d99cf94fb1202,37473c103850dd1c,0,50_99,457369,54,1213,22884,98,12068,40822,179.13,42.85,22.28,0,1,OTHER,298491.13,0
2025,ef8783dd2e16f815,93cfec70e1e52c3b,15,50_99,115377,2304,71,24346,2437,13132,34333,33.969,4.64,0.69,0,1,LLC,810088.09,0
2019,aa36983a101f8343,f4f160816d5f2af3,75,100_249,258195,4650,13,14373,12786,22027,27905,184.849,49.12,24.82,0,0,NONPROFIT,909694.03,0
2013,9fd34a77a3ac17e0,a6a6bf2018a9f79f,71,5_9,634049,212,1622,23915,24876,16153,36831,3.561,20.09,16.44,0,0,SOLE_PROP,1538962.64,0
2014,0940be80f11aa43c,15f6ad09e5c3a38f,16,100_249,730791,2014,605,222,4614,2398,36885,144.664,65.59,34.28,0,0,LLC,170324.88,0
