civ_part_reference_year,civ_part_instrument_type_code,civ_part_topic_policy_area_code,civ_part_submission_date,civ_part_member_state_iso2,civ_part_petition_id_hash,civ_part_signatures_count,civ_part_signature_threshold_reached_flag,civ_part_eci_registration_decision_code,civ_part_response_publication_date,civ_part_consultation_id_hash,civ_part_responses_count,civ_part_stakeholder_group_code,civ_part_ngos_participation_count,civ_part_business_participation_count,civ_part_citizen_participation_count,civ_part_feedback_summary_published_flag,civ_part_follow_up_action_code,civ_part_source_portal,civ_part_data_extract_date
2015,PETITION,CLIMATE,2015-07-09,SK,1b1a0da018eb29049461fffa,135856,0,,2016-04-12,,49043,MIXED,1170,1972,112496,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-03-08
2016,PETITION,SECURITY,2016-09-15,EE,33790d6eb7b85512ba5ea761,1578201,1,,2017-08-15,,134204,PUBLIC_AUTHORITY,760,1122,134590,1,COMMUNICATION,EUROPA_FORUMS,2025-01-21
2017,PETITION,ENERGY,2017-08-27,MT,f2c87d90c80f235567134188,980705,0,,2018-06-04,,121176,ACADEMIA,669,682,122526,1,IMPLEMENTATION,ECI_REGISTER,2024-02-25
2018,PETITION,CONSUMER,2018-04-28,BG,41d0e105494066f3334ef0dd,197606,1,,2018-07-30,,67306,NGO,1128,874,86563,0,REVIEW,EU_PETITIONS_PORTAL,2025-03-08
2019,PETITION,HEALTH,2019-02-17,IE,3c943d3c0b836446661d802f,1125869,1,,2020-04-16,,43117,BUSINESS,593,240,149397,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-12-13
2020,PETITION,COMPETITION,2020-07-03,SI,4c820e26e58c4ebd0f3a8b35,714108,1,,,,146478,CITIZENS,263,591,262358,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-09-01
2021,PETITION,TRANSPORT,2021-12-06,FI,e59b8584a438dfde781995d3,1435086,0,,2023-04-25,,53509,MIXED,546,56,85864,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-12-12
2022,PETITION,DATA_GOV,2022-07-04,NL,861b17bb344bbdc332a44006,768023,0,,2023-06-24,,133328,PUBLIC_AUTHORITY,717,1039,34194,1,COMMUNICATION,ECI_REGISTER,2024-07-14
2023,PETITION,FINANCE,2023-09-15,HR,f1903f60ecabc749cdaf0cf8,899130,0,,,,38327,ACADEMIA,704,1176,119185,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-07-17
2024,PETITION,SPACE,2024-12-08,IT,2a8208a2f6a0d36e1221cfad,209545,0,,2025-06-09,,62231,NGO,44,564,37119,1,REVIEW,OPEN_DATA_PORTAL,2024-02-14
2025,PETITION,AGRICULTURE,2025-03-08,ES,461e9f7ef33acc1fa9e5f450,1435077,1,,,,127995,BUSINESS,224,758,46581,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-01-21
2012,PETITION,DIGITAL,2012-02-27,FR,c719860f1fe1e0b74a72feb1,202055,1,,,,56125,CITIZENS,22,1154,166136,1,NO_ACTION,EUROPA_FORUMS,2024-06-04
2013,PETITION,MIGRATION,2013-07-12,PL,52e510bbb6a251a26ae8a82a,1689802,0,,2013-10-31,,125707,MIXED,1336,60,257728,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-03-20
2014,PETITION,CLIMATE,2014-09-27,CY,0d7e683fa5d737de62799502,1486574,0,,2015-02-24,,81515,PUBLIC_AUTHORITY,41,847,99622,0,COMMUNICATION,EU_PETITIONS_PORTAL,2025-01-08
2015,PETITION,SECURITY,2015-03-09,LV,e6d26751a3dde90987f28764,718539,0,,2016-05-24,,131624,ACADEMIA,393,1019,54956,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-08-02
2016,PETITION,ENERGY,2016-12-22,SE,e4ab41d157e7ef5321e407e6,1660356,0,,,,49159,NGO,68,104,102622,0,REVIEW,YOUR_VOICE_EUROPE,2025-08-03
2017,PETITION,CONSUMER,2017-08-08,DE,b1616025f842a9b64fb56255,1236239,1,,,,34408,BUSINESS,468,1430,143528,0,FUNDING_CALL,EUROPA_FORUMS,2025-09-07
2018,PETITION,HEALTH,2018-08-15,PT,28c249f66357d22134f7df94,1095248,1,,,,45178,CITIZENS,324,304,11566,1,NO_ACTION,ECI_REGISTER,2025-10-26
2019,PETITION,COMPETITION,2019-04-23,CZ,904f2ad0a3b57fee3db4d2fd,1366976,0,,,,149874,MIXED,968,1590,162842,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-08-23
2020,PETITION,TRANSPORT,2020-06-02,LT,7e0418017336e1c3012a9ebe,520205,1,,,,19523,PUBLIC_AUTHORITY,5,271,135650,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-06-24
2021,PETITION,DATA_GOV,2021-09-06,AT,a509e3e6ec38c05ce7fdcabf,861250,0,,2021-11-09,,35889,ACADEMIA,732,660,74143,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-08-13
2022,PETITION,FINANCE,2022-12-13,GR,ad9ace6be0f0a1bcadde5ad8,810259,1,,2023-07-08,,84587,NGO,1180,940,37541,1,REVIEW,EUROPA_FORUMS,2024-11-29
2023,PETITION,SPACE,2023-06-04,RO,66bc201a76e7075e0e0dac6d,1257180,0,,2024-03-22,,14258,BUSINESS,335,1878,34779,0,FUNDING_CALL,ECI_REGISTER,2025-02-11
2024,PETITION,AGRICULTURE,2024-09-21,DK,73b75805c3a3eafb7132bd65,265956,0,,,,131007,CITIZENS,544,625,236724,1,NO_ACTION,EU_PETITIONS_PORTAL,2025-10-01
2025,PETITION,DIGITAL,2025-07-07,LU,c74f1febb8843daa58b8d81b,485267,1,,2025-11-02,,20856,MIXED,1194,116,47374,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-01-14
2012,PETITION,MIGRATION,2012-02-20,BE,79edebefc3c69f88f5190e88,1017419,0,,2012-05-01,,77562,PUBLIC_AUTHORITY,293,843,129360,0,COMMUNICATION,YOUR_VOICE_EUROPE,2025-03-19
2013,PETITION,CLIMATE,2013-12-25,HU,bb3be02e66a5551aa6c96051,1630729,1,,2014-07-23,,74873,ACADEMIA,218,830,18883,1,IMPLEMENTATION,EUROPA_FORUMS,2024-11-30
2014,PETITION,SECURITY,2014-06-08,SK,bcc3733e63d4b47588c5d030,73850,0,,2014-12-19,,85122,NGO,224,25,52189,0,REVIEW,ECI_REGISTER,2024-11-12
2015,PETITION,ENERGY,2015-10-23,EE,28ccc72673afd426af92e88e,1527129,0,,,,20134,BUSINESS,215,464,11539,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-10-24
2016,PETITION,CONSUMER,2016-12-12,MT,df9d0e2552817569287db1f2,1344224,0,,2017-07-06,,1310,CITIZENS,105,676,146878,0,NO_ACTION,OPEN_DATA_PORTAL,2024-05-04
2017,PETITION,HEALTH,2017-09-24,BG,5f0666b40b16ce5a842f6da9,1180910,0,,,,80731,MIXED,1134,1864,20610,0,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-06-25
2018,PETITION,COMPETITION,2018-12-17,IE,315cd8db68ac71e7bc71b4b5,1243132,1,,2020-02-06,,118980,PUBLIC_AUTHORITY,239,576,111362,0,COMMUNICATION,EUROPA_FORUMS,2025-02-03
2019,PETITION,TRANSPORT,2019-04-23,SI,99defb26926bb095adaa9f80,179326,0,,2020-03-23,,141522,ACADEMIA,726,919,141950,1,IMPLEMENTATION,ECI_REGISTER,2025-10-26
2020,PETITION,DATA_GOV,2020-02-03,FI,c4a2d2b9f78a78f8404b6cac,1468750,0,,2020-07-13,,74280,NGO,302,1171,74728,1,REVIEW,EU_PETITIONS_PORTAL,2024-09-18
2021,PETITION,FINANCE,2021-02-06,NL,242c7ea1db071c2a1c2e7af9,1098391,1,,2021-08-02,,3359,BUSINESS,664,604,57099,0,FUNDING_CALL,OPEN_DATA_PORTAL,2024-10-04
2022,PETITION,SPACE,2022-01-23,HR,5169a8d5a86814ba7e26b3db,963263,0,,2022-11-22,,128647,CITIZENS,287,807,268394,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-10-27
2023,PETITION,AGRICULTURE,2023-08-20,IT,bd7ddf3e6155ebe642e7dc77,456228,0,,2024-07-18,,149760,MIXED,890,2138,101606,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-05-15
2024,PETITION,DIGITAL,2024-09-19,ES,c8b135473f5db53a09115881,1367844,1,,2026-01-20,,93980,PUBLIC_AUTHORITY,392,1026,39376,0,COMMUNICATION,ECI_REGISTER,2026-01-06
2025,PETITION,MIGRATION,2025-12-02,FR,841f4be2ef0793f17075c1ea,477203,1,,,,67493,ACADEMIA,375,686,8797,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-10-14
2012,PETITION,CLIMATE,2012-10-11,PL,9d3d9c060a7538d82edf462d,994080,1,,2013-05-31,,20666,NGO,628,1169,75054,1,REVIEW,OPEN_DATA_PORTAL,2025-06-03
2013,PETITION,SECURITY,2013-10-02,CY,64945cc8cbd5eae2e225fa0f,152404,1,,2014-06-30,,41605,BUSINESS,534,92,117742,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-10-05
2014,PETITION,ENERGY,2014-07-06,LV,b8670f8c716e3e3db9c832d1,1122269,0,,2015-08-22,,114187,CITIZENS,135,579,143794,0,NO_ACTION,EUROPA_FORUMS,2024-10-19
2015,PETITION,CONSUMER,2015-05-26,SE,57c0e4eb4bd26b4bf04b394e,380692,1,,2015-12-28,,97816,MIXED,46,2240,131568,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-04-19
2016,PETITION,HEALTH,2016-02-19,DE,68866fcac30036257fe0c96c,1162881,1,,,,90986,PUBLIC_AUTHORITY,481,101,49913,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-08-12
2017,PETITION,COMPETITION,2017-01-10,PT,e6edfef338afdae0185f89fe,952520,1,,2018-05-06,,15057,ACADEMIA,379,1041,92359,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-12-25
2018,PETITION,TRANSPORT,2018-12-06,CZ,6bc8d146b8c16903fe6cd110,802519,0,,2019-11-24,,27114,NGO,274,413,93635,1,REVIEW,YOUR_VOICE_EUROPE,2025-05-30
2019,PETITION,DATA_GOV,2019-05-27,LT,e734124e7892016507c3c22b,580217,0,,2020-06-16,,9060,BUSINESS,749,1516,47869,1,FUNDING_CALL,EUROPA_FORUMS,2025-01-10
2020,PETITION,FINANCE,2020-12-09,AT,e6b78aa33e8e77ddc94106d6,468352,1,,2021-09-14,,142051,CITIZENS,322,1012,244444,1,NO_ACTION,ECI_REGISTER,2025-07-02
2021,PETITION,SPACE,2021-02-18,GR,576a009fc2396ee0efe3e4b0,304213,1,,2021-08-08,,91603,MIXED,1518,346,122294,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-11-25
2022,PETITION,AGRICULTURE,2022-05-18,RO,3229c75598f5414f6db61042,199267,0,,2022-10-16,,78655,PUBLIC_AUTHORITY,784,618,7170,0,COMMUNICATION,OPEN_DATA_PORTAL,2025-01-11
2023,PETITION,DIGITAL,2023-06-24,DK,8a0e64f495a53b61d1a92adf,1532982,0,,2024-07-07,,108349,ACADEMIA,415,1196,18708,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-03-18
2024,PETITION,MIGRATION,2024-07-15,LU,d3fe5557500bff45c159c03c,1185065,1,,2025-04-03,,57724,NGO,686,35,69304,0,REVIEW,EUROPA_FORUMS,2024-02-14
2025,PETITION,CLIMATE,2025-06-18,BE,f96600d92583b81e4554ca2a,756943,1,,2026-01-04,,124854,BUSINESS,468,1172,57899,1,FUNDING_CALL,ECI_REGISTER,2026-01-12
2012,PETITION,SECURITY,2012-09-09,HU,50e792b180f42d7ba53afe8d,147199,0,,,,119016,CITIZENS,234,853,154646,1,NO_ACTION,EU_PETITIONS_PORTAL,2024-03-31
2013,PETITION,ENERGY,2013-01-18,SK,142adfca929420794c17d4f5,1011598,0,,2013-09-28,,66473,MIXED,594,778,120078,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2026-02-12
2014,PETITION,CONSUMER,2014-08-15,EE,0aa88ec821565f9c454ae4ab,1361340,0,,,,43666,PUBLIC_AUTHORITY,651,825,61984,1,COMMUNICATION,YOUR_VOICE_EUROPE,2024-12-05
2015,PETITION,HEALTH,2015-11-23,MT,cfdc23c05d499aed5719aba4,823259,0,,2016-09-04,,6955,ACADEMIA,62,411,141973,1,IMPLEMENTATION,EUROPA_FORUMS,2024-10-23
2016,PETITION,COMPETITION,2016-07-16,BG,26490e7c00e555c8fbb7abc1,1416959,1,,,,11513,NGO,834,803,20318,1,REVIEW,ECI_REGISTER,2024-11-17
2017,PETITION,TRANSPORT,2017-09-20,IE,118db9c67ebe611a41906fcc,517884,1,,2018-02-09,,53834,BUSINESS,615,924,56481,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-06-18
2018,PETITION,DATA_GOV,2018-09-05,SI,50d927ccc121b828a5e06958,1230667,0,,2020-01-22,,73324,CITIZENS,314,1083,194282,0,NO_ACTION,OPEN_DATA_PORTAL,2025-11-11
2019,PETITION,FINANCE,2019-03-03,FI,496dd3464c77d3df3a76ab9a,1595677,1,,2020-07-19,,132880,MIXED,870,716,51080,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-11-26
2020,PETITION,SPACE,2020-04-14,NL,7979da7bc20d85e8f9423970,1404825,0,,2021-05-18,,143205,PUBLIC_AUTHORITY,244,301,85648,1,COMMUNICATION,EUROPA_FORUMS,2025-04-25
2021,PETITION,AGRICULTURE,2021-01-01,HR,507432808cfb1a9765735912,401724,1,,2021-09-28,,146350,ACADEMIA,89,663,57973,0,IMPLEMENTATION,ECI_REGISTER,2025-11-30
2022,PETITION,DIGITAL,2022-06-28,IT,bc663822bcaa2eb47dd14278,1075344,0,,2022-08-29,,42795,NGO,934,619,3336,1,REVIEW,EU_PETITIONS_PORTAL,2025-04-19
2023,PETITION,MIGRATION,2023-04-20,ES,2eec7687e91e9c26951c9a82,24898,0,,2023-12-30,,118820,BUSINESS,133,2356,109658,1,FUNDING_CALL,OPEN_DATA_PORTAL,2025-06-07
2024,PETITION,CLIMATE,2024-09-13,FR,40c53f51abfbcc233ba090bd,373988,1,,2025-10-29,,61051,CITIZENS,166,999,121932,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-03-18
2025,PETITION,SECURITY,2025-07-09,PL,728f232bc90be3c329166239,21644,0,,,,127437,MIXED,980,1194,167190,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2026-01-14
2012,PETITION,ENERGY,2012-09-08,CY,51eba486433f66ddf432af66,311963,1,,2013-08-16,,146450,PUBLIC_AUTHORITY,675,598,149190,0,COMMUNICATION,ECI_REGISTER,2024-04-03
2013,PETITION,CONSUMER,2013-07-09,LV,05e8355cd3e02c966d8e93a1,717143,1,,,,75854,ACADEMIA,732,781,106913,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-08-30
2014,PETITION,HEALTH,2014-06-22,SE,8d29bedecc231bb5943d5195,1686746,1,,,,124682,NGO,78,172,140602,1,REVIEW,OPEN_DATA_PORTAL,2024-08-23
2015,PETITION,COMPETITION,2015-06-20,DE,3a06ccb95a614b16aaa1cc8e,1039210,0,,,,141297,BUSINESS,412,1370,143264,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-07-28
2016,PETITION,TRANSPORT,2016-03-13,PT,faab936dbb4349fdd40e7f17,1297808,0,,,,59902,CITIZENS,622,24,5118,1,NO_ACTION,EUROPA_FORUMS,2024-11-13
2017,PETITION,DATA_GOV,2017-11-13,CZ,98029bc780d18172869230e7,1098367,0,,2018-04-01,,41478,MIXED,1438,320,179182,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-04-09
2018,PETITION,FINANCE,2018-03-26,LT,5a581527d08391cef3420a4a,1439123,0,,,,46932,PUBLIC_AUTHORITY,23,1098,147425,1,COMMUNICATION,EU_PETITIONS_PORTAL,2025-12-24
2019,PETITION,SPACE,2019-04-01,AT,78dee0155f9aa2c1a5a01951,1228885,0,,2019-09-22,,135811,ACADEMIA,627,601,40824,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-12-18
2020,PETITION,AGRICULTURE,2020-10-20,GR,b1427d79d7ec4f354c918fea,296320,0,,2021-07-17,,12041,NGO,246,784,60029,1,REVIEW,YOUR_VOICE_EUROPE,2025-12-02
2021,PETITION,DIGITAL,2021-04-01,RO,ab22dbe4a39dac216c8fa115,418075,0,,,,68790,BUSINESS,650,1684,6625,0,FUNDING_CALL,EUROPA_FORUMS,2024-05-20
2022,PETITION,MIGRATION,2022-11-19,DK,640fcd0c85353a6afa38246f,1215404,0,,2023-09-23,,16272,CITIZENS,710,351,37150,1,NO_ACTION,ECI_REGISTER,2025-08-06
2023,PETITION,CLIMATE,2023-06-23,LU,cb451d6af278eef0259f031c,168235,1,,,,12561,MIXED,604,1848,233164,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-07-23
2024,PETITION,SECURITY,2024-02-23,BE,83e20bc6da24d53b72d4f282,362385,1,,2024-09-28,,135614,PUBLIC_AUTHORITY,12,345,124011,0,COMMUNICATION,OPEN_DATA_PORTAL,2024-01-21
2025,PETITION,ENERGY,2025-11-25,HU,6de34245ddd80e37c924a4a0,1306562,0,,,,65408,ACADEMIA,374,197,94090,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-11-05
2012,PETITION,CONSUMER,2012-03-12,SK,e57461f5fe7a5961436da80d,471231,0,,2012-12-13,,24827,NGO,788,289,142548,0,REVIEW,EUROPA_FORUMS,2025-06-15
2013,PETITION,HEALTH,2013-02-05,EE,7a040304a5977b9f745533f9,1121091,0,,2013-08-09,,60824,BUSINESS,57,306,118213,1,FUNDING_CALL,ECI_REGISTER,2025-03-12
2014,PETITION,COMPETITION,2014-03-14,MT,f9324ba7c1d679214ed8b403,894446,0,,2015-04-04,,30682,CITIZENS,23,1197,11438,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-12-10
2015,PETITION,TRANSPORT,2015-05-09,BG,6912e1cc3fa98e9e4e8c55ed,382640,1,,2016-05-30,,136183,MIXED,770,792,173314,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2026-01-29
2016,PETITION,DATA_GOV,2016-04-18,IE,4325b911b2bce22257ba7d15,1705407,0,,2017-08-24,,48704,PUBLIC_AUTHORITY,795,722,138834,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-09-12
2017,PETITION,FINANCE,2017-10-03,SI,cd3debbf2f8f39a0d97d20c2,1195929,0,,2018-04-30,,65478,ACADEMIA,777,759,1817,1,IMPLEMENTATION,EUROPA_FORUMS,2024-04-02
2018,PETITION,SPACE,2018-08-14,FI,4a33dc446c34ca08d5830084,907070,1,,,,112273,NGO,812,1081,139828,1,REVIEW,ECI_REGISTER,2024-11-18
2019,PETITION,AGRICULTURE,2019-12-13,NL,90bf93820c9d79ea45fe7bc3,712073,1,,2021-04-26,,76524,BUSINESS,596,1766,143756,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-09-08
2020,PETITION,DIGITAL,2020-09-18,HR,f0c3950ac1ba848075382cc0,1216337,1,,,,127310,CITIZENS,499,40,8692,1,NO_ACTION,OPEN_DATA_PORTAL,2024-10-22
2021,PETITION,MIGRATION,2021-12-24,IT,d84c992ed2f6330b772af934,1203571,0,,2022-11-22,,54840,MIXED,738,608,219020,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-01-17
2022,PETITION,CLIMATE,2022-08-17,ES,edac931c0d936a94bce7b00f,716665,0,,2022-12-19,,57890,PUBLIC_AUTHORITY,667,317,99699,1,COMMUNICATION,EUROPA_FORUMS,2025-12-01
2023,PETITION,SECURITY,2023-10-28,FR,d15cb03e3a5ad833436cf598,515969,0,,,,143530,ACADEMIA,149,1038,129692,1,IMPLEMENTATION,ECI_REGISTER,2024-07-21
2024,PETITION,ENERGY,2024-10-12,PL,8e5f426fa813514778483f53,495275,1,,,,3675,NGO,1184,543,109603,1,REVIEW,EU_PETITIONS_PORTAL,2025-02-12
2025,PETITION,CONSUMER,2025-04-17,CY,4e45ee6d554e566f3a7b4877,1019878,0,,,,75448,BUSINESS,742,170,22973,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-04-19
2012,PETITION,HEALTH,2012-12-21,LV,23382f99415c1f1deca647c5,338128,0,,2014-02-09,,110614,CITIZENS,150,1049,164566,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-11-11
2013,PETITION,COMPETITION,2013-12-16,SE,8ed71df0927c7b76eff054ef,1186048,0,,2014-04-29,,103765,MIXED,848,2382,262172,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-01-13
2014,PETITION,TRANSPORT,2014-08-24,DE,dc6197383c47cbaa9cf5f48a,1206632,0,,,,40467,PUBLIC_AUTHORITY,341,986,66541,0,COMMUNICATION,ECI_REGISTER,2025-09-07
2015,PETITION,DATA_GOV,2015-10-22,PT,a0315497286bd96b254abde4,609638,0,,2017-02-02,,84651,ACADEMIA,603,880,94050,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-04-02
2016,PETITION,FINANCE,2016-06-19,CZ,7e7d80d7ae42be6c21d27098,224353,0,,2016-11-22,,82248,NGO,504,658,50810,1,REVIEW,OPEN_DATA_PORTAL,2024-05-18
2017,PETITION,SPACE,2017-08-06,LT,15d0a94d899b21b7a20e51fd,607047,0,,2018-10-14,,75970,BUSINESS,131,1884,6494,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-09-08
2018,PETITION,AGRICULTURE,2018-06-24,AT,fbcad26269c57d9d553e0144,738121,1,,2019-04-26,,38801,CITIZENS,13,381,230852,1,NO_ACTION,EUROPA_FORUMS,2025-09-20
2019,PETITION,DIGITAL,2019-01-05,GR,684120c59d4710716578d16e,1490705,0,,2019-11-07,,90657,MIXED,404,418,57474,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-10-22
2020,PETITION,MIGRATION,2020-01-17,RO,70527604873b0425b9f63cea,1316042,0,,2021-05-07,,112353,PUBLIC_AUTHORITY,768,616,104969,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-11-16
2021,PETITION,CLIMATE,2021-09-18,DK,6ab6901b7493b30fbb05a53f,1122096,0,,2022-05-30,,86237,ACADEMIA,607,279,11604,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-04-28
2022,PETITION,SECURITY,2022-09-22,LU,5a9247b8aa333e6becd566df,1535034,0,,2023-11-15,,128537,NGO,122,432,113950,1,REVIEW,YOUR_VOICE_EUROPE,2024-04-04
2023,PETITION,ENERGY,2023-04-28,BE,fd978d2a6c54257711dda6fa,153849,0,,2024-05-26,,64860,BUSINESS,13,1182,52749,0,FUNDING_CALL,EUROPA_FORUMS,2024-09-02
2024,PETITION,CONSUMER,2024-04-20,HU,06b1f6cd7dceb12f785e352e,1709124,1,,2025-04-28,,60184,CITIZENS,483,970,176514,1,NO_ACTION,ECI_REGISTER,2025-02-02
2025,PETITION,HEALTH,2025-06-02,SK,6ae416b3de0d6ee5b32183d9,924828,0,,,,126209,MIXED,276,2112,246274,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-03-22
2012,PETITION,COMPETITION,2012-10-01,EE,08dbc0b69d28fd2bc2246b47,286990,0,,2013-06-25,,141315,PUBLIC_AUTHORITY,200,1024,142810,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-10-08
2013,PETITION,TRANSPORT,2013-02-17,MT,f760fbd62f3ffb57955412d5,1284974,0,,2013-06-28,,18008,ACADEMIA,733,931,66879,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-03-28
2014,PETITION,DATA_GOV,2014-05-02,BG,b03618fa1dc006702a023828,1427694,0,,2015-05-21,,122085,NGO,686,1122,41530,0,REVIEW,EUROPA_FORUMS,2024-03-25
2015,PETITION,FINANCE,2015-02-09,IE,9ab7bc6ad6e859f9913af234,1267936,0,,2015-04-07,,138479,BUSINESS,514,2308,54085,1,FUNDING_CALL,ECI_REGISTER,2025-09-18
2016,PETITION,SPACE,2016-11-01,SI,2fc18b0edc59668530a280d2,1093952,1,,2017-09-05,,93507,CITIZENS,224,466,155106,1,NO_ACTION,EU_PETITIONS_PORTAL,2025-11-13
2017,PETITION,AGRICULTURE,2017-12-12,FI,4b39404e5a4a175ed72507ee,1148905,0,,2019-02-07,,74598,MIXED,1544,420,154510,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-04-02
2018,PETITION,DIGITAL,2018-07-15,NL,45e750223bae79edb8cbe580,563613,0,,2019-01-25,,29134,PUBLIC_AUTHORITY,289,33,146388,0,COMMUNICATION,YOUR_VOICE_EUROPE,2025-10-12
2019,PETITION,MIGRATION,2019-06-03,HR,4c480c51963bb1b2a38b7a28,904980,0,,2020-02-21,,52174,ACADEMIA,486,913,145492,0,IMPLEMENTATION,EUROPA_FORUMS,2024-09-28
2020,PETITION,CLIMATE,2020-06-17,IT,0d263e4ac27c31aecc97c006,686910,1,,2021-07-30,,13076,NGO,610,602,75619,1,REVIEW,ECI_REGISTER,2025-02-12
2021,PETITION,SECURITY,2021-05-16,ES,60962f26c679c2f751c6d546,436055,1,,2022-02-25,,78650,BUSINESS,641,1286,9915,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-05-11
2022,PETITION,ENERGY,2022-10-28,FR,a8b1a450f164da90764dc7cf,1697541,0,,,,14762,CITIZENS,31,820,47562,1,NO_ACTION,OPEN_DATA_PORTAL,2026-01-26
2023,PETITION,CONSUMER,2023-03-23,PL,0dd483c6325de0ed3c56cc77,251803,0,,2024-03-07,,77498,MIXED,1430,386,28136,0,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-03-20
2024,PETITION,HEALTH,2024-05-17,CY,ec5af645ac2667aeb182840a,1582372,1,,,,68514,PUBLIC_AUTHORITY,115,869,56915,0,COMMUNICATION,EUROPA_FORUMS,2024-03-04
2025,PETITION,COMPETITION,2025-06-19,LV,07c92f8c647054a2e3598f61,622651,0,,,,91538,ACADEMIA,456,404,13600,1,IMPLEMENTATION,ECI_REGISTER,2024-05-07
2012,PETITION,TRANSPORT,2012-05-24,SE,4232da97d465b5610ae019c8,459811,0,,2012-11-05,,68298,NGO,298,621,88778,0,REVIEW,EU_PETITIONS_PORTAL,2025-04-12
2013,PETITION,DATA_GOV,2013-09-22,DE,c0909e4dfcbdc8f8727d6b66,383308,0,,,,132784,BUSINESS,445,1950,75376,0,FUNDING_CALL,OPEN_DATA_PORTAL,2025-12-17
2014,PETITION,FINANCE,2014-11-07,PT,79ae19d68f8cc533922b1083,1609463,1,,2015-07-15,,112318,CITIZENS,464,24,189378,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-03-13
2015,PETITION,SPACE,2015-05-19,CZ,e77e42e4f970f19f86b29a87,1446792,1,,,,136464,MIXED,1182,1840,105356,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-12-25
2016,PETITION,AGRICULTURE,2016-01-25,LT,a191a86b267be87f56be067f,129352,0,,,,107059,PUBLIC_AUTHORITY,710,822,70962,0,COMMUNICATION,ECI_REGISTER,2026-01-05
2017,PETITION,DIGITAL,2017-04-22,AT,f97d5f4e8c1e97858920f11e,29075,0,,2017-07-09,,29663,ACADEMIA,96,741,124021,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-02-27
2018,PETITION,MIGRATION,2018-01-03,GR,02e00f704039b24fe4d68081,1698290,1,,,,120704,NGO,1022,1136,29115,1,REVIEW,OPEN_DATA_PORTAL,2025-08-03
