env_ets_reference_date,env_ets_phase_code,env_ets_allowance_type_code,env_ets_auction_platform_code,env_ets_allowances_auctioned_count,env_ets_allowances_surrendered_count,env_ets_allowances_in_circulation_count,env_ets_msr_intake_count,env_ets_msr_release_count,env_ets_allowance_price_eur_per_t,env_ets_price_change_pct,env_ets_verified_emissions_tco2,env_ets_covered_installations_count,env_ets_sector_coverage_code,env_ets_free_allocation_tco2,env_ets_innovation_fund_disbursed_eur,env_ets_modernisation_fund_disbursed_eur,env_ets_cbam_transition_flag,env_ets_data_source,env_ets_data_extract_date
2017-02-19,PHASE_3,EUAA,NATIONAL_PLATFORM,32007863,30180084,14790474942,12182125,2720092,13.06,3.516,88367443,2255,MULTI_SECTOR,13665310,236243311.72,181287360.52,0,EC_ETS_REPORTING,2025-10-26
2017-03-04,PHASE_3,EUA,EXCH_CENTRAL,32034412,26611599,14812298601,8799300,5253045,14.14,-6.889,78901366,2674,AVIATION,33990409,160095334.28,125376347.13,0,EUTL_AGGREGATE,2025-10-31
2017-03-17,PHASE_3,EUAA,ICE,32109197,33153010,14839027138,43680834,10029750,15.73,-4.336,34323358,2499,POWER,6468958,72009272.55,86884992.72,0,MARKET_DATA_PROVIDER,2025-01-23
2017-03-30,PHASE_3,EUA,EEX,32180887,28417514,14908309269,17168326,10367933,27.58,6.845,91746913,2606,MARITIME_PILOT,40545844,332708172.54,21187255.97,0,EEX_AUCTION_DATA,2025-09-22
2017-04-12,PHASE_3,EUAA,NATIONAL_PLATFORM,32116724,26736573,14920312500,19509498,3160498,20.14,-5.739,55985555,2301,INDUSTRY,3500772,119330278.14,161138491.0,0,EC_ETS_REPORTING,2025-04-10
2017-04-25,PHASE_3,EUA,EXCH_CENTRAL,32026902,23952545,14940849228,12405446,3219703,13.1,0.296,40931580,2216,MULTI_SECTOR,12097538,306634870.38,134725410.9,0,EUTL_AGGREGATE,2024-03-14
2017-05-08,PHASE_3,EUAA,ICE,32046147,32118429,14996782000,60635777,14951764,20.57,2.533,76675510,2424,AVIATION,16468704,352310105.63,199131328.48,0,MARKET_DATA_PROVIDER,2024-07-16
2017-05-21,PHASE_3,EUA,EEX,32096441,21434717,15020229851,32817879,11033779,8.34,6.537,46899004,2547,POWER,20675021,58296820.67,77585485.57,0,EEX_AUCTION_DATA,2025-08-28
2017-06-03,PHASE_3,EUAA,NATIONAL_PLATFORM,32234645,28710498,15045106061,5498401,8167015,17.1,1.095,89257980,2591,MARITIME_PILOT,17287803,44535271.48,36220406.04,0,EC_ETS_REPORTING,2025-05-30
2017-06-16,PHASE_3,EUA,EXCH_CENTRAL,32221116,23722814,15072391733,4296175,514261,15.88,4.154,102135004,2226,INDUSTRY,28399453,162765711.5,138924694.61,0,EUTL_AGGREGATE,2025-01-02
2017-06-29,PHASE_3,EUAA,ICE,32255330,25442866,15133066612,29823437,8330488,21.23,1.713,84628544,2415,MULTI_SECTOR,37268883,203587990.38,215407788.74,0,MARKET_DATA_PROVIDER,2025-02-08
2017-07-12,PHASE_3,EUA,EEX,32187638,32453667,15164916353,20803305,7295866,26.98,4.076,46774957,2541,AVIATION,7965287,276181230.5,235061096.71,0,EEX_AUCTION_DATA,2024-02-21
2017-07-25,PHASE_3,EUAA,NATIONAL_PLATFORM,32368977,29270145,15217314067,43513781,7840234,27.06,1.148,89595792,2539,POWER,6125043,151916308.06,123896098.52,0,EC_ETS_REPORTING,2026-01-27
2017-08-07,PHASE_3,EUA,EXCH_CENTRAL,32367351,22923450,15229105815,35883204,14173632,22.79,-0.985,72053784,2245,MARITIME_PILOT,31347279,339413201.06,81962500.11,0,EUTL_AGGREGATE,2025-11-22
2017-08-20,PHASE_3,EUAA,ICE,32387868,30778611,15246220352,1979151,7618524,15.81,-0.728,59314903,2213,INDUSTRY,7679258,131476567.15,82917750.09,0,MARKET_DATA_PROVIDER,2024-03-21
2017-09-02,PHASE_3,EUA,EEX,32315662,25978072,15329330316,6783540,13847087,26.74,5.292,101119305,2208,MULTI_SECTOR,42308901,113130420.54,121909591.02,0,EEX_AUCTION_DATA,2024-04-22
2017-09-15,PHASE_3,EUAA,NATIONAL_PLATFORM,32233295,24377387,15320935858,26845546,16536709,17.61,1.853,95590110,2423,AVIATION,16641611,278031558.84,133900457.94,0,EC_ETS_REPORTING,2025-05-20
2017-09-28,PHASE_3,EUA,EXCH_CENTRAL,32464703,21796810,15360272739,25116383,4962518,13.83,5.942,40061716,2568,POWER,4742366,91119234.41,90511849.98,0,EUTL_AGGREGATE,2025-03-30
2017-10-11,PHASE_3,EUAA,ICE,32412510,30636999,15388345184,46721004,4584907,17.07,3.288,98859962,2664,MARITIME_PILOT,31784043,178015683.89,227452724.38,0,MARKET_DATA_PROVIDER,2024-06-02
2017-10-24,PHASE_3,EUA,EEX,32329125,21998517,15441408170,52235117,4673772,13.96,2.316,74405902,2348,INDUSTRY,22236590,119575081.23,73266442.46,0,EEX_AUCTION_DATA,2025-03-07
2017-11-06,PHASE_3,EUAA,NATIONAL_PLATFORM,32442384,26814247,15458967274,37580506,11623944,7.08,1.375,49614587,2647,MULTI_SECTOR,12021520,147169987.61,173182369.44,0,EC_ETS_REPORTING,2026-02-06
2017-11-19,PHASE_3,EUA,EXCH_CENTRAL,32392979,22016129,15490587473,43338970,11830347,22.44,4.736,52155153,2490,AVIATION,13546163,215494947.4,127913987.24,0,EUTL_AGGREGATE,2025-06-24
2017-12-02,PHASE_3,EUAA,ICE,32354643,25691698,15545440716,34379740,16896457,8.27,-1.025,83789716,2473,POWER,16040152,287141874.04,169843952.83,0,MARKET_DATA_PROVIDER,2025-08-11
2017-12-15,PHASE_3,EUA,EEX,32505190,27943391,15599653332,10769514,3715346,16.35,-3.826,79237126,2462,MARITIME_PILOT,5099409,160857376.47,182081719.8,0,EEX_AUCTION_DATA,2025-11-29
2017-12-28,PHASE_3,EUAA,NATIONAL_PLATFORM,32401757,32174838,15608499285,55883062,13275598,9.36,5.721,74311475,2659,INDUSTRY,24586096,237209460.15,130382362.77,0,EC_ETS_REPORTING,2024-04-12
2018-01-10,PHASE_3,EUA,EXCH_CENTRAL,32415453,29774534,15661888292,47432996,1522529,24.32,-5.237,100309599,2158,MULTI_SECTOR,22610619,106014536.19,111476969.6,0,EUTL_AGGREGATE,2025-01-18
2018-01-23,PHASE_3,EUAA,ICE,32591864,27743127,15701044463,30042221,16902108,11.39,6.735,49670507,2353,AVIATION,11643309,252330444.02,131016013.71,0,MARKET_DATA_PROVIDER,2025-02-14
2018-02-05,PHASE_3,EUA,EEX,32552636,26070878,15746038175,53442795,10303743,26.39,4.588,93840379,2248,POWER,31523679,271758548.88,205048744.43,0,EEX_AUCTION_DATA,2024-09-26
2018-02-18,PHASE_3,EUAA,NATIONAL_PLATFORM,32598838,31437678,15741064237,18057861,17563729,8.71,3.586,71214654,2638,MARITIME_PILOT,32006735,298621476.94,177433369.38,0,EC_ETS_REPORTING,2024-10-14
2018-03-03,PHASE_3,EUA,EXCH_CENTRAL,32566368,22576265,15782686435,19123410,17474965,24.98,-2.854,98280037,2146,INDUSTRY,23519846,76736512.97,109864307.99,0,EUTL_AGGREGATE,2025-05-10
2018-03-16,PHASE_3,EUAA,ICE,32658253,26226529,15843776327,44992997,2105635,18.35,-0.276,35030358,2717,MULTI_SECTOR,3984116,94084353.11,107434671.99,0,MARKET_DATA_PROVIDER,2024-12-08
2018-03-29,PHASE_3,EUA,EEX,32651032,31901282,15857718643,41031062,9369403,16.02,-5.314,61935849,2655,AVIATION,9712037,18167936.06,34149329.26,0,EEX_AUCTION_DATA,2025-06-17
2018-04-11,PHASE_3,EUAA,NATIONAL_PLATFORM,32571956,26469160,15915743217,3818313,17175858,16.92,-6.987,67489793,2502,POWER,10009547,21613579.92,44631840.4,0,EC_ETS_REPORTING,2024-05-01
2018-04-24,PHASE_3,EUA,EXCH_CENTRAL,32683199,30913086,15935378046,4691918,3676124,20.1,-5.13,73114696,2183,MARITIME_PILOT,24674817,307764457.77,104988592.03,0,EUTL_AGGREGATE,2025-05-19
2018-05-07,PHASE_3,EUAA,ICE,32729586,31314065,15955413893,55541702,12664080,20.26,-0.352,37763403,2180,INDUSTRY,2487279,289264608.52,136218859.65,0,MARKET_DATA_PROVIDER,2024-05-09
2018-05-20,PHASE_3,EUA,EEX,32626864,31617227,16019392931,21939380,6612213,19.02,5.051,44400514,2478,MULTI_SECTOR,7786423,230398314.21,43526404.77,0,EEX_AUCTION_DATA,2025-07-24
2018-06-02,PHASE_3,EUAA,NATIONAL_PLATFORM,32751465,31236697,16019296814,5139222,11518523,18.61,-0.006,59892133,2203,AVIATION,19975899,51874088.47,38302014.44,0,EC_ETS_REPORTING,2025-01-29
2018-06-15,PHASE_3,EUA,EXCH_CENTRAL,32775774,22551296,16096660067,56645775,12035181,24.31,-4.461,90801408,2514,POWER,32156338,30813948.31,206760068.58,0,EUTL_AGGREGATE,2026-02-07
2018-06-28,PHASE_3,EUAA,ICE,32802539,24848249,16119221155,42560890,4300068,18.59,-7.277,91725854,2136,MARITIME_PILOT,40078113,95400286.81,122667897.62,0,MARKET_DATA_PROVIDER,2024-04-27
2018-07-11,PHASE_3,EUA,EEX,32719645,28303588,16155656572,21392054,15660834,22.1,-1.053,37847922,2297,INDUSTRY,14782241,121192363.71,215014096.6,0,EEX_AUCTION_DATA,2025-03-21
2018-07-24,PHASE_3,EUAA,NATIONAL_PLATFORM,32865754,22098068,16204408942,53078416,5525579,21.46,-3.425,65653233,2613,MULTI_SECTOR,8537749,70740298.99,71570107.9,0,EC_ETS_REPORTING,2025-05-11
2018-08-06,PHASE_3,EUA,EXCH_CENTRAL,32917825,34010634,16219703147,37824389,2004449,21.11,4.976,29931605,2581,AVIATION,11931386,297265926.41,63848661.87,0,EUTL_AGGREGATE,2024-08-08
2018-08-19,PHASE_3,EUAA,ICE,32791151,27348088,16270389382,1907237,5130451,23.82,-5.904,59163879,2349,POWER,23863073,218741533.74,31269826.84,0,MARKET_DATA_PROVIDER,2025-05-19
2018-09-01,PHASE_3,EUA,EEX,32948698,32167458,16304096983,57797166,14766679,23.27,-0.308,101005506,2644,MARITIME_PILOT,20473061,138594957.25,198092773.29,0,EEX_AUCTION_DATA,2025-11-18
2018-09-14,PHASE_3,EUAA,NATIONAL_PLATFORM,32999148,27990430,16307430139,30773301,12781777,20.92,-0.019,90150223,2545,INDUSTRY,21302870,254811213.83,23419196.44,0,EC_ETS_REPORTING,2025-12-02
2018-09-27,PHASE_3,EUA,EXCH_CENTRAL,32928596,28977012,16368545057,45099535,14358029,17.89,6.059,69610128,2432,MULTI_SECTOR,6457168,279556732.99,147880424.97,0,EUTL_AGGREGATE,2025-06-03
2018-10-10,PHASE_3,EUAA,ICE,32968876,24519466,16384648356,34614162,2245888,13.52,6.898,99276240,2420,AVIATION,25087890,52612115.0,181346707.13,0,MARKET_DATA_PROVIDER,2025-10-22
2018-10-23,PHASE_3,EUA,EEX,32972950,26928833,16417732722,13482808,2041119,21.0,0.718,92575089,2674,POWER,36567610,306546306.48,169251252.62,0,EEX_AUCTION_DATA,2025-10-16
2018-11-05,PHASE_3,EUAA,NATIONAL_PLATFORM,33097815,22312524,16477862911,8780751,6250948,10.81,6.041,69282341,2152,MARITIME_PILOT,15548958,38708946.18,26004704.41,0,EC_ETS_REPORTING,2025-01-20
2018-11-18,PHASE_3,EUA,EXCH_CENTRAL,33089904,24553504,16495524697,15924254,6404150,26.22,6.92,103387516,2307,INDUSTRY,21671818,89312709.99,219575164.99,0,EUTL_AGGREGATE,2024-06-05
2018-12-01,PHASE_3,EUAA,ICE,33030120,26814741,16515009128,48730067,11412517,11.24,-1.902,58038025,2482,MULTI_SECTOR,5210479,247925814.54,5226220.58,0,MARKET_DATA_PROVIDER,2024-07-20
2018-12-14,PHASE_3,EUA,EEX,33057956,23565253,16557960338,57695567,9318463,22.71,-0.276,40035006,2216,AVIATION,11682564,234286554.28,213765802.74,0,EEX_AUCTION_DATA,2025-05-04
2018-12-27,PHASE_3,EUAA,NATIONAL_PLATFORM,33027149,28532980,16605579523,1816518,3313625,16.24,-4.357,33516603,2562,POWER,12580064,23080032.88,97108805.58,0,EC_ETS_REPORTING,2025-10-07
2019-01-09,PHASE_3,EUA,EXCH_CENTRAL,33184930,31353699,16631444220,48060801,465598,22.84,1.483,65896268,2167,MARITIME_PILOT,3334813,221553956.93,96674442.88,0,EUTL_AGGREGATE,2024-12-15
2019-01-22,PHASE_3,EUAA,ICE,33121652,25699416,16669261548,117907038,7308706,29.65,-6.895,102670235,2607,INDUSTRY,13618750,352281517.24,234960459.94,0,MARKET_DATA_PROVIDER,2025-08-02
2019-02-04,PHASE_3,EUA,EEX,33178665,23177061,16694350998,8357958,10261641,45.66,-0.389,71197346,2219,MULTI_SECTOR,10441207,173545966.68,40548453.41,0,EEX_AUCTION_DATA,2026-02-08
2019-02-17,PHASE_3,EUAA,NATIONAL_PLATFORM,33135977,32775430,16725238047,203442456,5701243,61.0,1.879,100620139,2276,AVIATION,28558267,3558891.23,156041640.04,0,EC_ETS_REPORTING,2024-03-31
2019-03-02,PHASE_3,EUA,EXCH_CENTRAL,33062947,30799153,16782321206,148797778,1825242,43.5,-7.273,95001464,2218,POWER,9998172,321330862.31,150042589.62,0,EUTL_AGGREGATE,2025-02-05
2019-03-15,PHASE_3,EUAA,ICE,33212885,33238170,16799971125,233529710,5124297,46.38,-3.619,51635224,2477,MARITIME_PILOT,21733497,77707818.83,92222891.74,0,MARKET_DATA_PROVIDER,2026-02-18
2019-03-28,PHASE_3,EUA,EEX,33210391,22228607,16867032314,33558328,12096945,26.0,0.753,72503155,2185,INDUSTRY,13541683,86260607.65,239952639.68,0,EEX_AUCTION_DATA,2025-12-25
2019-04-10,PHASE_3,EUAA,NATIONAL_PLATFORM,33129456,33781977,16896898739,13930181,11147621,24.08,0.85,40272013,2747,MULTI_SECTOR,13209190,283036853.75,200012230.9,0,EC_ETS_REPORTING,2024-03-14
2019-04-23,PHASE_3,EUA,EXCH_CENTRAL,33265304,26502190,16909928463,20367315,1534527,43.27,-2.922,98030808,2584,AVIATION,10895710,155587121.88,32328327.9,0,EUTL_AGGREGATE,2024-01-30
2019-05-06,PHASE_3,EUAA,ICE,33343593,23432062,16948694426,140751032,2553602,32.51,-5.229,40038123,2581,POWER,16424163,218461752.91,23947708.26,0,MARKET_DATA_PROVIDER,2024-11-14
2019-05-19,PHASE_3,EUA,EEX,33172848,24960451,16962243189,71763703,6707628,64.08,5.374,105634577,2163,MARITIME_PILOT,16224314,207681792.93,137622991.32,0,EEX_AUCTION_DATA,2025-02-16
2019-06-01,PHASE_3,EUAA,NATIONAL_PLATFORM,33245146,25308470,17020234451,15194146,4851289,58.91,1.744,87229375,2320,INDUSTRY,9566447,350695488.68,132747207.81,0,EC_ETS_REPORTING,2024-08-29
2019-06-14,PHASE_3,EUA,EXCH_CENTRAL,33320047,29371330,17061321316,14019573,6174082,31.0,3.513,71632387,2242,MULTI_SECTOR,10301139,167099205.14,97013058.81,0,EUTL_AGGREGATE,2026-02-05
2019-06-27,PHASE_3,EUAA,ICE,33451560,26380879,17073009443,98952154,12457753,56.44,-4.939,97916513,2456,AVIATION,6919688,306683599.94,14773673.8,0,MARKET_DATA_PROVIDER,2024-11-25
2019-07-10,PHASE_3,EUA,EEX,33270716,25048827,17105208076,156106104,13278356,26.72,3.851,40994834,2561,POWER,7169917,37734101.32,62108948.83,0,EEX_AUCTION_DATA,2024-02-15
2019-07-23,PHASE_3,EUAA,NATIONAL_PLATFORM,33485671,25922953,17181383721,199881189,8408981,62.39,5.364,70284496,2206,MARITIME_PILOT,12868795,31956871.45,26652887.46,0,EC_ETS_REPORTING,2025-07-29
2019-08-05,PHASE_3,EUA,EXCH_CENTRAL,33409567,26612594,17192606617,51779818,15061224,38.1,1.642,52380680,2328,INDUSTRY,3155994,307186676.1,128554675.97,0,EUTL_AGGREGATE,2024-11-26
2019-08-18,PHASE_3,EUAA,ICE,33352386,27774147,17253875551,207218197,11473334,26.28,2.076,37482303,2416,MULTI_SECTOR,2130128,87444463.94,127427648.97,0,MARKET_DATA_PROVIDER,2024-10-23
2019-08-31,PHASE_3,EUA,EEX,33400858,27438290,17243055203,52867888,13292284,29.03,-4.521,51004390,2335,AVIATION,12633623,246129102.42,238220808.4,0,EEX_AUCTION_DATA,2024-02-07
2019-09-13,PHASE_3,EUAA,NATIONAL_PLATFORM,33396062,26501604,17306653667,40845898,1448753,18.31,-1.748,99199018,2628,POWER,12681215,36408822.85,156603380.64,0,EC_ETS_REPORTING,2024-08-19
2019-09-26,PHASE_3,EUA,EXCH_CENTRAL,33404972,26337600,17332941512,24213306,13401461,33.13,-3.799,63191194,2735,MARITIME_PILOT,26493248,170770637.98,70924836.07,0,EUTL_AGGREGATE,2024-09-15
2019-10-09,PHASE_3,EUAA,ICE,33626995,31963859,17352874481,227980124,2864549,29.02,2.007,88291673,2640,INDUSTRY,11607024,40119158.71,144915767.05,0,MARKET_DATA_PROVIDER,2024-03-03
2019-10-22,PHASE_3,EUA,EEX,33617266,32660287,17426719020,158998970,12185321,63.33,-1.156,92747012,2376,MULTI_SECTOR,9963287,213108967.06,133165769.33,0,EEX_AUCTION_DATA,2026-02-14
2019-11-04,PHASE_3,EUAA,NATIONAL_PLATFORM,33540053,25264206,17434499362,67664764,6829810,25.61,-4.659,86529940,2480,AVIATION,17474943,218032434.71,41550558.35,0,EC_ETS_REPORTING,2025-11-13
2019-11-17,PHASE_3,EUA,EXCH_CENTRAL,33574956,34667120,17454055742,8813193,2106313,49.4,6.186,96884209,2215,POWER,19091667,183939495.41,52674488.63,0,EUTL_AGGREGATE,2024-05-24
2019-11-30,PHASE_3,EUAA,ICE,33549856,34224788,17528797350,129883247,656775,57.66,6.009,66641841,2289,MARITIME_PILOT,17564715,72690557.72,161389806.11,0,MARKET_DATA_PROVIDER,2024-08-03
2019-12-13,PHASE_3,EUA,EEX,33521536,27748877,17526608533,117324193,17759237,51.64,1.083,57362034,2291,INDUSTRY,3945161,67673874.94,75266825.22,0,EEX_AUCTION_DATA,2024-11-16
2019-12-26,PHASE_3,EUAA,NATIONAL_PLATFORM,33670629,26746559,17597850448,110462735,2053834,20.27,5.185,100485495,2444,MULTI_SECTOR,32588758,44316890.45,146917845.38,0,EC_ETS_REPORTING,2025-11-22
2020-01-08,PHASE_3,EUA,EXCH_CENTRAL,33567406,25586010,17614555885,246230864,1426241,25.0,-5.479,96093250,2377,AVIATION,16416478,934110174.27,218901638.06,0,EUTL_AGGREGATE,2025-04-22
2020-01-21,PHASE_3,EUAA,ICE,33797860,26494957,17629678994,45094970,13010560,25.11,4.147,82105513,2735,POWER,24301860,301178449.49,207602933.24,0,MARKET_DATA_PROVIDER,2025-11-12
2020-02-03,PHASE_3,EUA,EEX,33677467,22439534,17673365296,24014401,9466691,42.87,0.399,87597387,2550,MARITIME_PILOT,22130642,1188324658.04,136387445.98,0,EEX_AUCTION_DATA,2025-10-15
2020-02-16,PHASE_3,EUAA,NATIONAL_PLATFORM,33642393,26135149,17720649100,175587538,3797667,31.38,-3.991,82507044,2609,INDUSTRY,23177416,1278382086.24,68716719.35,0,EC_ETS_REPORTING,2024-03-30
2020-02-29,PHASE_3,EUA,EXCH_CENTRAL,33734278,24130102,17773578963,55604240,11485076,49.67,-1.597,41224688,2317,MULTI_SECTOR,13922179,570068149.9,42505574.99,0,EUTL_AGGREGATE,2024-09-16
2020-03-13,PHASE_3,EUAA,ICE,33836141,31697194,17782661555,192934693,10812021,45.83,5.587,78566690,2304,AVIATION,32454652,984322717.13,184015450.51,0,MARKET_DATA_PROVIDER,2024-10-25
2020-03-26,PHASE_3,EUA,EEX,33761441,31850611,17823928371,89050581,7242942,50.05,7.498,47359673,2488,POWER,16362973,809297901.32,177826581.27,0,EEX_AUCTION_DATA,2024-07-07
2020-04-08,PHASE_3,EUAA,NATIONAL_PLATFORM,33706825,33669345,17869563017,163887530,921141,37.18,7.026,44716508,2661,MARITIME_PILOT,15817312,1544170819.46,31716400.64,0,EC_ETS_REPORTING,2024-01-23
2020-04-21,PHASE_3,EUA,EXCH_CENTRAL,33730743,22883912,17873835849,190801028,8583473,63.22,4.575,55459987,2228,INDUSTRY,24911440,790393033.03,211511924.31,0,EUTL_AGGREGATE,2025-11-28
2020-05-04,PHASE_3,EUAA,ICE,33772712,31391763,17911832880,19634837,7306890,36.39,6.095,49213650,2522,MULTI_SECTOR,6862278,568764479.69,29326567.96,0,MARKET_DATA_PROVIDER,2025-12-13
2020-05-17,PHASE_3,EUA,EEX,33838106,32032168,17989299391,114707810,7395054,44.46,0.157,75990267,2319,AVIATION,8264467,1650668983.41,85487602.41,0,EEX_AUCTION_DATA,2025-12-23
2020-05-30,PHASE_3,EUAA,NATIONAL_PLATFORM,33857511,34578207,17994633629,238821886,12930180,49.18,-5.112,33569130,2445,POWER,9752407,1487082411.58,50312892.56,0,EC_ETS_REPORTING,2024-02-01
2020-06-12,PHASE_3,EUA,EXCH_CENTRAL,33959767,22720326,18015191950,247814963,2812435,33.36,1.746,95379919,2686,MARITIME_PILOT,40739946,1641380598.06,179225174.29,0,EUTL_AGGREGATE,2025-06-18
2020-06-25,PHASE_3,EUAA,ICE,33989651,34142006,18052884690,66611371,9200924,52.36,5.258,68309557,2206,INDUSTRY,14866539,171545901.7,6464995.12,0,MARKET_DATA_PROVIDER,2025-02-19
2020-07-08,PHASE_3,EUA,EEX,33881044,24818071,18105401033,236458834,10315214,25.54,4.693,36896929,2230,MULTI_SECTOR,16429542,1767265033.38,155635441.71,0,EEX_AUCTION_DATA,2025-05-30
2020-07-21,PHASE_3,EUAA,NATIONAL_PLATFORM,33863556,30076202,18151213138,160077142,9232967,61.46,3.451,31029215,2439,AVIATION,6464342,813449921.16,171507180.82,0,EC_ETS_REPORTING,2025-06-14
2020-08-03,PHASE_3,EUA,EXCH_CENTRAL,33989350,30234904,18188319800,137189607,4133304,48.75,1.667,85553800,2776,POWER,16591157,1036181538.47,116526552.75,0,EUTL_AGGREGATE,2026-02-16
2020-08-16,PHASE_3,EUAA,ICE,33911989,32202787,18202589035,60072095,8437437,52.74,-4.664,78581046,2568,MARITIME_PILOT,18014891,107766048.72,188809997.48,0,MARKET_DATA_PROVIDER,2025-09-17
2020-08-29,PHASE_3,EUA,EEX,34112057,33472032,18266102188,22542456,6123923,34.46,-1.608,43585977,2340,INDUSTRY,19389493,917618131.4,207944684.53,0,EEX_AUCTION_DATA,2026-01-14
2020-09-11,PHASE_3,EUAA,NATIONAL_PLATFORM,34133869,23488140,18301242922,59028954,12081486,43.63,3.783,80182066,2267,MULTI_SECTOR,18939461,60332776.78,221324506.66,0,EC_ETS_REPORTING,2025-08-27
2020-09-24,PHASE_3,EUA,EXCH_CENTRAL,34118784,31344806,18312200173,87794891,7305185,24.52,4.728,102888955,2446,AVIATION,38403855,765850888.29,142707555.35,0,EUTL_AGGREGATE,2024-11-16
2020-10-07,PHASE_3,EUAA,ICE,34085494,32136925,18350059547,38553831,9576938,19.03,-3.047,43123216,2217,POWER,12020333,820873689.12,145547867.71,0,MARKET_DATA_PROVIDER,2025-03-08
2020-10-20,PHASE_3,EUA,EEX,34040836,24490570,18381643329,245677775,5495233,26.35,-3.362,83343672,2356,MARITIME_PILOT,30218553,942717007.14,136163297.94,0,EEX_AUCTION_DATA,2025-12-02
2020-11-02,PHASE_3,EUAA,NATIONAL_PLATFORM,34088631,31625101,18425448643,22278544,10417697,42.68,-1.701,85556985,2395,INDUSTRY,38343072,1776818936.45,75077748.18,0,EC_ETS_REPORTING,2024-09-28
2020-11-15,PHASE_3,EUA,EXCH_CENTRAL,34067236,26108865,18475164734,52060773,2438463,46.83,1.415,90644293,2553,MULTI_SECTOR,11909404,1579520718.76,145184732.74,0,EUTL_AGGREGATE,2024-09-12
2020-11-28,PHASE_3,EUAA,ICE,34126211,29674521,18472140221,86589238,10597920,36.93,7.3,102418631,2738,AVIATION,23172132,707151747.83,166626663.73,0,MARKET_DATA_PROVIDER,2024-04-09
2020-12-11,PHASE_3,EUA,EEX,34255781,27356467,18533169756,45902672,15498569,29.94,4.092,106711022,2776,POWER,13603264,1065989641.2,82333449.67,0,EEX_AUCTION_DATA,2026-02-25
2020-12-24,PHASE_3,EUAA,NATIONAL_PLATFORM,34135420,33946939,18572681984,126916163,2918132,56.75,5.471,100193905,2570,MARITIME_PILOT,31121553,791487314.02,223262469.27,0,EC_ETS_REPORTING,2025-07-17
2021-01-06,PHASE_4,EUA,EXCH_CENTRAL,34338158,30895301,18619144552,100102672,1952796,21.66,-0.118,58088562,2673,INDUSTRY,20260701,1599600808.64,976424721.57,0,EUTL_AGGREGATE,2025-12-30
2021-01-19,PHASE_4,EUAA,ICE,34267844,31654529,18624437517,96894985,14595500,23.09,7.031,73088934,2444,MULTI_SECTOR,17275171,1359927184.44,518000560.25,0,MARKET_DATA_PROVIDER,2025-11-04
2021-02-01,PHASE_4,EUA,EEX,34254877,22600780,18643842351,192246215,3043527,36.78,-2.306,95991175,2611,AVIATION,31343521,1316665299.32,1024028070.93,0,EEX_AUCTION_DATA,2024-12-20
2021-02-14,PHASE_4,EUAA,NATIONAL_PLATFORM,34341371,32288972,18693947177,64925067,10995487,20.31,-5.428,71079309,2233,POWER,3981637,721311556.83,473537364.49,0,EC_ETS_REPORTING,2025-07-08
2021-02-27,PHASE_4,EUA,EXCH_CENTRAL,34418079,28860268,18757922249,65693489,17066954,54.1,4.612,73424845,2218,MARITIME_PILOT,30601530,1317678600.73,1483467611.1,0,EUTL_AGGREGATE,2025-12-26
2021-03-12,PHASE_4,EUAA,ICE,34412734,30658498,18769620736,52441136,17389243,23.74,1.491,71968084,2689,INDUSTRY,29598648,1716766323.84,179277254.82,0,MARKET_DATA_PROVIDER,2024-08-31
2021-03-25,PHASE_4,EUA,EEX,34261257,22824333,18829272886,146845637,1922606,39.7,5.042,57131622,2641,MULTI_SECTOR,21214727,1110374710.53,387468625.22,0,EEX_AUCTION_DATA,2024-02-01
2021-04-07,PHASE_4,EUAA,NATIONAL_PLATFORM,34359221,25538407,18860489277,54060878,15994860,39.23,0.913,86632686,2407,AVIATION,5511491,218759595.63,1261001103.65,0,EC_ETS_REPORTING,2026-02-14
2021-04-20,PHASE_4,EUA,EXCH_CENTRAL,34368094,26757548,18874045296,181947237,4920184,60.65,-1.73,41796848,2480,POWER,12632215,1193711237.68,1348254111.78,0,EUTL_AGGREGATE,2025-11-17
2021-05-03,PHASE_4,EUAA,ICE,34302590,28962768,18917484607,229637670,9726822,32.81,-3.84,56424292,2507,MARITIME_PILOT,25235270,780003529.11,1552535329.22,0,MARKET_DATA_PROVIDER,2024-05-07
2021-05-16,PHASE_4,EUA,EEX,34464287,31226653,18939102698,135513761,17076966,62.73,2.317,61117901,2757,INDUSTRY,6441195,402936375.17,678212506.28,0,EEX_AUCTION_DATA,2024-12-03
2021-05-29,PHASE_4,EUAA,NATIONAL_PLATFORM,34337830,25350419,19001088147,131141868,5391949,31.47,2.924,81773671,2650,MULTI_SECTOR,16224951,1416485939.91,1160229306.56,0,EC_ETS_REPORTING,2025-10-02
2021-06-11,PHASE_4,EUA,EXCH_CENTRAL,34356102,30639152,19021174353,179832582,8453501,47.3,3.624,52270153,2358,AVIATION,20898232,1480423008.56,813557456.96,0,EUTL_AGGREGATE,2024-12-13
2021-06-24,PHASE_4,EUAA,ICE,34395167,32104859,19063719990,1975689,153910,41.78,2.259,57335179,2472,POWER,18215815,1411785342.72,1209027331.91,0,MARKET_DATA_PROVIDER,2024-09-21
2021-07-07,PHASE_4,EUA,EEX,34408041,28065572,19085677076,162414711,16108465,43.56,3.653,70075190,2317,MARITIME_PILOT,21605566,1120621902.89,357295021.53,0,EEX_AUCTION_DATA,2025-02-10
