econ_output_mospi_release_quarter,econ_output_district_cluster_code,econ_output_industry_nic_2,econ_output_gross_output_current_inr,econ_output_gross_output_real_chain,econ_output_value_added_current_inr,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_ncoial_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2023-Q1,DCL101574,50,40068408558.16,116981910140.83,49387347902.59,19585564944.69,40509418464.48,329489.51,7457341373.27,27170628669.08,5171203638.75,12087209421.41,9402246532.07,2754913631.64,154.686,75695,153.204,R1,2012
2016-Q1,DCL101575,47,102207087285.59,95497805663.08,29418098512.38,69523331928.56,142440428747.21,338626.91,44844445754.32,17542470768.92,8932633606.68,1024695618.0,881775005.77,319155414.03,109.094,370232,90.22,R2,2022
2020-Q1,DCL101576,80,55659400611.5,17049078427.08,102505088262.28,51897531397.1,6880349686.65,88848.27,43845477398.56,2787570284.08,6540973015.66,418825685.22,4114629306.12,989587879.71,120.195,2240710,127.533,R3,2022
2021-Q4,DCL101577,16,71328553354.04,80762065448.01,59114064875.33,52956728122.31,158883382572.84,196981.35,1846390886.7,13803320342.78,5905823658.79,1960273237.12,14516218008.96,7597572254.61,105.59,2578979,100.921,R0,2020
2017-Q2,DCL101578,28,21944850022.31,145084571242.74,33646305524.79,47473681119.15,93599504701.01,249872.39,60120601085.97,10798662517.15,9636357179.1,7065588971.79,7532568196.81,5753200223.82,106.061,823735,126.27,R3,2020
2022-Q3,DCL101579,67,44148613875.26,124090122411.81,44193485033.51,84491871487.05,70026205944.77,197420.34,1563816543.89,9138482708.04,4474888967.43,2000637712.89,11135843409.63,2088188189.14,148.713,164223,152.891,R2,2017
2018-Q2,DCL101580,07,181813662735.23,138182098525.3,42913538203.64,51979635633.22,5537965068.61,103724.64,22896983361.3,27773324810.61,756507650.78,16351958795.75,12944537963.09,1867901146.35,166.241,2805001,100.877,R0,2021
2016-Q3,DCL101581,08,102595375393.43,130466018903.22,88713102140.69,77570740706.11,21068525185.75,337501.43,55802449908.69,27661779447.95,9052491509.27,2345917231.91,10101350082.5,6475543759.12,94.1,2573482,134.903,R3,2012
2020-Q1,DCL101582,33,166580077276.26,10900394351.79,112786238032.59,30125025197.62,1612112615.56,295855.79,64583795385.7,24578406902.63,2624837067.11,12600276453.51,2857158381.63,2942365460.14,127.575,362620,80.026,R2,2023
2017-Q1,DCL101583,76,112722893059.14,105241120148.35,26035270207.41,85338089346.46,91357961550.73,281371.39,51146354317.5,12708839034.38,4232232853.41,8300338335.56,5141695366.36,5371588472.06,156.32,2051352,143.849,R3,2011
2020-Q2,DCL101584,54,145030041479.74,59281786336.75,94031195838.89,55540203781.28,5025655737.27,142242.42,33306491963.99,3213479513.74,7291478725.46,277852159.24,5850615724.85,2581109578.4,151.191,378692,146.282,R0,2022
2020-Q1,DCL101585,40,9858001377.0,97178905100.14,793078706.58,52609304888.39,160743446584.04,68958.39,59128934152.89,25446910949.9,5234380159.66,1134081671.81,13987197044.79,7083198961.15,140.141,18028,104.458,R3,2023
2019-Q1,DCL101586,78,86918358737.18,101998947265.04,5456198213.15,81916047125.95,5422879021.83,141284.64,24588767565.18,14253008582.83,4114831569.06,19628544847.84,7430093393.51,4723876327.75,107.471,2271097,133.55,R0,2022
2019-Q1,DCL101587,22,108654242140.26,122821520059.41,30005189403.03,7963300682.22,152616292530.48,98533.11,3531878500.29,23707921385.84,718003155.22,8915112260.81,13662707471.52,1533090771.37,98.401,2058425,115.579,R3,2016
2019-Q2,DCL101588,98,56735672884.62,104158168771.98,45622468603.95,51966590360.74,94968421948.75,195518.22,33311601858.05,14248542646.71,8376471963.19,6103587918.53,8101304976.97,2781728648.3,149.041,2292046,64.785,R3,2013
2024-Q3,DCL101589,07,182516913839.68,24885066805.52,78820695785.29,83896648394.95,14815906669.32,405014.15,53645803290.37,2926228599.86,7401190540.92,1397260924.75,7147893571.01,2544676223.5,111.67,1144046,60.309,R2,2016
2020-Q3,DCL101590,81,63970037868.53,8143831946.24,32803755064.48,13548213944.64,166576317531.83,51638.46,62279027534.74,12327002506.59,3802197927.41,10176510217.64,1271113663.59,6078233834.89,141.302,2771858,103.126,R0,2015
2024-Q2,DCL101591,41,19285860666.9,53053374150.26,53652917122.17,45410777264.56,138509600871.36,151616.07,18799905569.28,25435711658.99,8805123096.03,7498945646.34,8542763179.83,4143619796.19,142.463,2825802,65.225,R0,2016
2020-Q3,DCL101592,43,29436878517.13,131638305807.3,10010488099.87,72298751257.42,142172610609.63,71419.85,59833182084.33,7512895260.93,8493213493.67,18409685020.3,14799317934.46,6372174314.39,156.354,2025458,99.668,R1,2018
2019-Q4,DCL101593,32,26290728418.59,82413211111.57,56765200431.68,44070858868.68,148774516169.26,332784.12,36680694988.21,24269419469.91,4010160450.91,7137422945.34,4071387205.02,6523644487.9,128.564,1329518,109.338,R0,2011
2025-Q3,DCL101594,90,2863510481.78,22658845032.64,50604184983.6,31071037482.77,163722615527.09,412579.46,66878151422.63,25296418338.84,5838384568.33,6299532078.41,11212888628.43,4170044351.77,181.749,1156914,136.397,R3,2013
2019-Q4,DCL101595,71,100586486712.29,130777612568.42,11162222458.6,19844155838.83,8586227605.56,102121.55,18723631978.57,10798059610.03,1143311417.59,956767300.41,9719549848.73,1521976932.12,169.375,2448104,73.556,R2,2016
2024-Q4,DCL101596,86,69206583954.84,130668297768.3,80607209962.59,26323609259.71,23187447498.17,141546.93,54932155366.51,25102255206.78,9468632994.43,15847406276.54,3271898215.63,2150720200.92,138.546,158692,96.532,R0,2014
2020-Q4,DCL101597,15,162892286459.2,101291049527.87,115380013316.53,20165421617.87,88556942986.75,275368.77,54853287676.65,10238113035.01,3460556959.55,9955204916.83,686078721.24,4246602007.05,144.156,2751222,147.309,R2,2022
2025-Q4,DCL101598,61,165482072224.64,143400977461.67,56427306406.99,3500710059.79,25560158706.74,117594.31,42755971980.85,158977562.58,6350850463.13,6539041435.74,11028291156.39,7293872547.27,163.46,10221,146.069,R0,2011
2021-Q3,DCL101599,92,134264411565.7,5382699292.5,25484385989.67,47628063465.6,85502288118.73,331039.42,15081570022.08,29112644268.99,8260885405.45,14987373680.86,6687043935.67,1760240001.29,110.834,667745,127.651,R1,2012
2024-Q2,DCL101600,06,139926276509.48,64380895993.2,94167016934.4,74233677043.3,32888961880.05,320327.84,14266597119.54,5882677269.79,774883011.99,15911897660.01,8080460259.82,4329239302.37,137.158,1005438,130.854,R0,2023
2021-Q4,DCL101601,25,171197155678.51,16525154807.19,87648132910.68,55976362221.86,131121111779.27,65168.83,21482502551.07,13543032259.57,174670799.95,17772014222.51,9247375311.92,6007679422.75,135.477,2266064,155.484,R2,2017
2016-Q4,DCL101602,02,114569238672.94,29893521171.8,74392944729.42,40307847565.25,54072918961.27,120533.42,13603228026.75,20327215711.76,1252352862.01,14401464792.6,11256381521.45,1953714334.45,114.341,1483065,72.126,R1,2020
2022-Q3,DCL101603,99,193559791893.98,137950936145.57,94411688504.9,30864850720.64,172554374191.37,136167.17,58324057965.96,5165619362.31,37607056.72,12863421077.23,9343583552.26,2895150757.9,113.804,680607,60.462,R0,2023
2020-Q2,DCL101604,58,129830232485.18,30950538366.33,70177154027.86,28654590392.55,165247985040.69,112023.13,4743611727.44,15421721923.56,5527377357.35,19656297917.74,5406374414.15,1165159610.68,110.594,1771087,126.981,R1,2023
2025-Q1,DCL101605,81,164510668029.91,109851764195.71,882738102.99,21129667931.42,12890194592.34,273633.18,21548417997.07,27783663839.27,6342062446.95,10259611276.39,3944330905.37,1346865878.44,172.598,2725775,101.365,R3,2018
2016-Q3,DCL101606,88,119110030556.45,73948499716.74,84760744816.0,53440271154.84,28614599250.48,297591.1,43411368123.98,11659028008.1,8972820258.63,7289210928.02,947700333.38,5354263972.74,171.441,2158642,115.445,R2,2020
2016-Q2,DCL101607,53,154791984912.58,42234028227.97,17397999693.52,31850190811.19,35056048073.01,219591.45,21546220367.37,4502643132.31,746934343.37,16625416874.31,8451693585.02,4641971955.96,182.797,2792625,73.067,R3,2018
2020-Q3,DCL101608,83,108521308572.97,121911475582.21,63017434289.43,9797163169.99,117338181130.79,114742.87,37185103206.22,4526053941.39,2252789345.6,8785167797.01,6714174314.7,7923098931.36,156.94,2989411,94.679,R3,2015
2019-Q3,DCL101609,87,28370959330.09,120145630171.41,7730024819.4,81892898991.81,66292527297.69,281594.93,19686055002.28,4701927712.45,3518772675.81,1559587396.98,9938234342.78,31019948.56,99.595,2348334,159.712,R2,2011
2024-Q1,DCL101610,09,102330339383.66,45653490513.48,10325818214.0,58998605456.62,106042767064.72,319275.52,10176477692.41,20457514734.48,1424809902.27,7508033541.86,11653163091.12,5322849998.37,189.761,2638362,133.087,R1,2023
2018-Q3,DCL101611,20,13226619378.63,57174842289.64,23525105923.12,72313911380.05,91592634003.16,255921.87,25670407184.28,29275562775.24,1779435710.66,5188921580.82,3001399981.93,2315261372.79,184.975,582622,84.724,R3,2016
2023-Q4,DCL101612,51,199060241933.75,18763273985.11,32809132798.78,33191810652.42,10629406987.99,257554.25,21062970593.58,24605368564.01,8502668201.85,9760021525.71,11991115985.71,4475054254.22,163.651,160323,107.668,R0,2016
2023-Q3,DCL101613,45,64881133854.09,32755534926.71,73143602878.93,33451207537.41,51326921608.14,281630.11,17899820949.28,19671977849.43,6191354999.68,4412379737.05,7612851585.31,4877680670.04,186.257,62643,120.528,R2,2013
2021-Q4,DCL101614,40,149508130487.86,146645634344.88,101569492758.51,83599689714.1,44457333561.06,195347.32,62461788275.07,3585413432.29,7530540053.66,1406199742.69,6314214365.01,3556936738.87,91.057,845045,79.935,R1,2023
2019-Q4,DCL101615,45,153020656555.26,115562036496.03,25535536538.68,19996733095.48,107486330122.98,302423.88,8521718647.5,2412353803.66,2069402665.62,4049251267.35,11981636011.48,996337700.65,112.81,2965240,136.778,R1,2019
2021-Q1,DCL101616,65,105272157037.37,90982748408.2,91389344883.63,48985673998.18,65324171549.4,82360.31,27038596387.32,909886660.01,7472306652.8,383299449.07,10992301632.97,4262186147.63,145.928,2847355,65.068,R0,2012
2021-Q3,DCL101617,86,179219804639.05,87165511339.9,53568318380.52,33742650916.43,58470817671.92,208691.88,40332414909.23,3645721557.23,4821854274.25,6252676356.86,3968727576.76,4484184286.78,184.423,858881,125.045,R3,2015
2023-Q3,DCL101618,72,194650414937.02,68101880054.35,58444066046.38,82063939438.16,135176790787.69,163689.4,19654108248.04,14651104531.47,1625956465.56,14535412451.22,1361386388.68,7276239286.92,95.512,1146622,100.72,R3,2017
2022-Q3,DCL101619,98,99280383906.46,119337730172.0,6417522490.78,11516464123.68,52727033442.54,189337.2,10994886712.2,9832195401.6,6058788051.52,7754660747.76,11944139961.16,6069043709.75,124.075,2486083,113.331,R0,2016
2016-Q2,DCL101620,24,90465690571.39,55825624978.2,7916352843.5,55589856540.31,96115552982.83,114082.05,44049566992.38,1698185955.48,3736268052.52,18885507330.43,4563799124.97,7074444020.34,136.283,2030070,104.854,R2,2022
2019-Q1,DCL101621,43,50176886378.57,39741418440.67,80978469294.44,78119645867.3,161749453679.45,286937.55,43369941205.22,23756111560.14,3721578570.07,3928736600.77,6337564662.97,2293595706.02,147.846,326350,77.569,R3,2017
2019-Q4,DCL101622,91,47577956135.94,125089310516.62,28543201779.14,4000634720.66,171162355329.04,123708.37,43859292207.27,29200262813.98,3552568054.98,19369958380.97,10691839985.25,5116386321.2,167.138,1495586,122.177,R1,2020
2021-Q2,DCL101623,29,76928360882.88,54011545284.24,101459825682.27,13810605605.12,88697546219.28,189238.28,824303910.23,29997022058.37,958333360.42,4944643547.12,2817011688.49,289148562.13,164.532,625242,152.133,R1,2012
2020-Q3,DCL101624,40,26662958442.4,50612850328.73,92060130446.33,86549366525.6,84142061956.11,364203.28,18707901986.68,6088228377.66,2167139178.17,3739019707.05,8604256807.6,6932121540.48,95.352,1631379,75.485,R3,2023
2019-Q2,DCL101625,03,184109208951.43,2134500839.06,50691321359.58,66069420522.3,62571407955.24,223649.44,31540006581.25,21744340024.45,854255941.16,12646984739.95,4616652934.79,5761920457.3,164.025,2235880,131.425,R2,2015
2020-Q2,DCL101626,97,150130703694.48,39392827941.62,61806887858.12,37399855462.88,33379362448.37,186392.5,49388947004.6,2483493854.24,8085664736.37,7493706696.48,4873152437.83,6701604384.88,182.769,2215853,86.235,R2,2019
2022-Q4,DCL101627,51,151710777508.56,66836510355.89,115170856709.93,24035644367.99,45453171366.74,321584.57,13905300985.79,28268997659.91,3022765947.32,15463466560.29,13998328868.75,7382441749.97,186.529,2386546,92.079,R0,2013
2025-Q3,DCL101628,50,170032627871.94,89623544261.75,41869893787.67,56048321904.83,66613684895.5,205453.43,19347949342.9,28180160575.74,2183080947.0,7194738512.96,1243064343.44,3676382792.11,121.562,159071,112.293,R3,2022
2017-Q2,DCL101629,50,5345237276.25,29404298607.8,41599834646.2,20215281565.51,61728639338.67,164549.18,57806821937.06,4422423795.85,2623075918.02,3253569744.21,3535538572.91,2756733053.23,116.793,708969,156.499,R1,2022
2023-Q3,DCL101630,89,52355405080.06,127801892527.47,96009480857.42,6719616880.18,134418501420.85,233504.67,41501645316.46,5423871468.32,5223045158.22,11938831480.82,14935469633.38,3424999932.92,121.625,1617555,85.175,R1,2016
2020-Q3,DCL101631,91,26332940080.6,137962334490.29,26789849399.99,41900775154.6,81494697046.33,146590.48,22201006115.73,4028282702.15,9027972873.47,11317641882.34,11493396716.63,2028654122.1,168.072,2615482,69.646,R0,2017
2018-Q2,DCL101632,39,124772155299.58,114538135047.19,94206066344.75,55711847211.37,77939153029.79,100157.36,46305778737.62,17209975914.33,4968582425.94,17133841452.29,2992081534.35,6147452267.24,163.174,1733340,143.747,R0,2022
2018-Q3,DCL101633,06,122186336690.38,59440025499.85,98410969984.38,42423280565.09,60003470607.47,381197.25,37160343210.79,18266300468.49,1393792972.7,4610280933.89,4770941719.07,7925655142.41,176.282,1494383,87.673,R2,2014
2024-Q4,DCL101634,96,123632101324.84,9493788268.14,23169854228.25,16903693702.13,36878342443.78,388969.6,48490020217.64,8151750442.9,167865006.62,3728713815.05,8407016702.5,6747547804.07,130.866,297922,68.919,R0,2012
2018-Q1,DCL101635,70,9061826496.21,47944053850.71,62586685642.53,55863584077.29,2945223017.78,379915.12,57628764553.34,7627033259.35,1889223523.98,2701245108.79,11584977647.95,5901595312.32,103.657,913697,143.717,R2,2011
2025-Q2,DCL101636,20,3975236795.83,76360875395.45,99652515209.43,36968584094.29,36813925695.47,368590.04,11667391392.31,10989137472.5,4008526786.21,8787332178.94,12918854500.52,2555728557.17,137.032,817968,129.284,R3,2016
2017-Q2,DCL101637,70,116267986837.99,40678601146.48,115665729102.95,51533199212.47,140920099618.91,172846.28,45819610351.5,6782144450.06,2112807368.02,16664277473.73,13380360236.51,1882788187.91,162.497,248469,131.098,R2,2011
2022-Q2,DCL101638,38,10783823945.6,57148238322.99,63006546535.07,39174345714.63,177536376900.9,260951.32,9872530657.46,18557180762.11,9134627517.43,17834845178.82,3028383977.28,1795984288.65,119.287,2079832,142.964,R2,2021
2022-Q3,DCL101639,13,159351841277.95,143985867209.06,73014033342.0,56338606485.37,131150552515.27,365634.4,7353443972.59,616816210.25,4193971217.65,16286583929.29,195329758.91,4244351464.16,157.079,2229200,115.82,R0,2014
2020-Q1,DCL101640,52,190203232567.04,128858811034.33,1589627031.99,70124612363.05,91278242452.62,361728.23,45775462485.66,10461324114.01,9420420376.12,6696137124.98,14072883241.9,2665210236.14,170.394,2153326,102.221,R3,2015
2024-Q3,DCL101641,08,14910619883.82,22281877413.56,69988530554.17,51359604123.17,87023894833.13,293101.82,16519016579.74,28905192232.73,9220201676.69,15994952721.57,11440226410.45,5660474263.7,152.469,2256014,74.175,R3,2019
2021-Q2,DCL101642,07,96721685814.01,99315772124.8,66116039026.27,47868463952.18,45104040111.84,207841.61,18922135775.72,5700828584.15,4228024171.98,10045166961.93,14575714510.13,4279407452.18,157.016,203137,93.181,R0,2023
2025-Q3,DCL101643,64,82392461087.58,114775758714.71,15954779563.49,38344457094.53,129937395100.74,324155.03,64765887024.81,2080433465.11,4843612260.98,1380318603.27,8630677521.82,1702242232.77,128.619,2645423,153.817,R3,2015
2018-Q4,DCL101644,14,173435211448.87,21166682735.11,72646662759.09,40785134876.66,4726476743.11,389438.6,44722167407.47,20564617094.13,4367772042.15,4073609109.55,4945060642.16,7227218472.52,117.473,1289133,128.109,R3,2015
2023-Q2,DCL101645,36,51091764637.68,55185905752.45,11887172381.03,21754395334.27,13500445277.79,211441.27,8625662794.08,22042348413.23,7789812673.78,19724030745.52,6819727509.28,5405346564.95,107.688,452184,110.565,R2,2011
2018-Q3,DCL101646,73,165587294668.33,34001352971.09,1734769229.3,35000951217.32,135016602529.52,284694.01,24357847868.03,26083299743.57,7321518272.66,1050385537.8,9321986170.64,5235237835.81,114.403,2718115,69.938,R1,2019
2023-Q2,DCL101647,42,43985729663.17,141060745646.91,70517361360.11,8233471120.65,142260411675.67,193246.94,18889135845.39,3594496119.89,1986740694.06,16462360206.17,13990134416.53,7952204380.0,175.346,925230,151.154,R2,2017
2017-Q4,DCL101648,91,46474722332.46,35347501504.7,24303070815.59,7116114310.88,27406018011.31,291521.71,67596949968.33,20087898968.37,4822519724.92,10632269199.57,1262627759.64,2092008955.66,136.29,2279165,153.967,R3,2023
2016-Q3,DCL101649,79,183959136526.61,45413306668.51,50248589470.35,16625032426.82,177306447546.83,106863.7,47658514532.74,26256362484.44,2747470745.2,15910788299.65,10276596684.84,794582702.66,147.042,251973,69.556,R2,2016
2022-Q4,DCL101650,27,166850025823.71,54459278203.48,15530550384.27,40972491322.16,48493917065.49,331498.04,34228778654.14,8719039833.7,6923480449.37,19728134090.45,14364259683.7,7366005095.19,168.34,2402328,132.579,R3,2014
2017-Q1,DCL101651,01,112452612321.92,2713999182.69,77264077547.9,12002739094.82,97766235408.58,191790.69,25278350295.45,29984122728.83,8923947799.75,4993959784.37,9758674030.62,7808821186.46,173.099,1628184,152.27,R3,2013
2022-Q1,DCL101652,80,40478028569.36,61509609876.03,68436266201.92,20082293867.1,90268512648.9,230999.22,27355734873.12,25016987960.31,887076202.35,14670789672.03,9275601431.17,432435067.93,175.013,2582947,85.532,R0,2013
2022-Q3,DCL101653,85,180201678461.44,38124973708.13,97009709077.76,13447168483.98,29288491592.45,397624.28,55568119358.95,6299995794.16,532608225.81,15004250878.5,11170680066.57,371819775.57,139.548,2307452,64.418,R2,2023
2023-Q2,DCL101654,60,180104530781.45,24182339556.95,105804123875.14,946911929.21,79089974863.34,70045.38,38020284890.71,18417705405.33,2578024058.04,18806368970.16,14608307776.58,1248511122.98,126.314,2631574,138.137,R0,2014
2020-Q2,DCL101655,11,65058404623.76,148373846361.75,94460140912.29,41850639785.43,160780157231.84,413673.3,3362350894.09,10456355933.01,610610543.2,5549226710.91,1490758943.1,5669941239.82,139.606,366484,95.638,R0,2023
2022-Q1,DCL101656,84,5805832377.73,78758082354.54,5377625495.26,42316142318.45,30949709198.22,231318.63,19681798766.18,2914180333.32,5411779898.02,11135420333.99,10821399105.1,7042812611.7,93.645,2489047,103.829,R3,2015
2018-Q3,DCL101657,77,14418651422.87,149903559252.25,2741046594.69,21973008876.9,171433120829.0,127298.84,21587732132.11,14104293965.89,8762155995.87,6470466713.28,477931579.46,4281284550.41,140.231,290916,110.788,R1,2018
2022-Q3,DCL101658,04,143444150599.81,22362961947.22,52882817657.52,31147263065.42,123108048456.57,273344.49,56167626203.62,7008852996.25,956019109.47,3582773263.98,13356807417.6,660843472.52,149.301,1820538,91.306,R2,2017
2016-Q4,DCL101659,32,67526569561.82,112532038627.76,100420544863.89,35647364248.68,7824840332.36,410461.59,48140913199.08,21374694279.27,2246364440.3,19395468766.29,813621468.87,7930912358.25,124.349,869046,78.498,R1,2013
2016-Q1,DCL101660,88,136691184470.0,48857399624.91,41161229869.57,58179396605.12,55228589779.67,368620.44,49014255066.72,659281544.59,5402295345.8,9641468975.23,13790023584.63,7985585287.48,95.652,300244,64.551,R0,2014
2016-Q1,DCL101661,88,129747557621.23,71430734297.93,93511612410.01,35528820882.56,87666772485.75,144443.76,43068114639.41,1078506953.71,7737751347.61,4278848289.31,5229448220.8,7864436515.41,92.849,497828,64.577,R2,2011
2018-Q1,DCL101662,29,156796132486.52,76752730991.99,9963606897.01,79004750487.64,173910045276.66,260377.47,41772630427.49,1484286034.22,7591321877.9,9085313706.09,9654351806.46,3006157471.81,134.707,1416710,80.199,R0,2019
2024-Q2,DCL101663,20,196488274106.53,52444668346.1,45368269335.46,76420924920.55,102440120317.89,232909.56,29944748103.48,19409414442.46,2413397178.2,14167007391.32,8236304970.11,2145750583.07,95.337,1140003,142.274,R0,2013
2020-Q3,DCL101664,66,139969443750.42,27452444258.83,688379659.72,14252804775.51,154569500955.15,75661.19,62219893749.93,28114895899.69,5607193530.33,9775445155.19,2830392925.72,6997994689.31,121.384,1799289,155.534,R1,2019
2018-Q4,DCL101665,53,183342022594.95,111381678806.57,45209627382.48,31498422465.75,84303588749.89,271119.08,33656507711.15,3137395834.87,3605223326.46,16935186430.4,1701067384.49,5115184808.92,108.927,2367983,141.819,R3,2018
2024-Q1,DCL101666,84,162917432084.56,81802878001.52,46766558675.49,61556782341.84,62498316441.82,233498.93,2563813203.14,25144661702.23,6807352848.44,7254005171.59,10664810672.49,964987194.97,189.873,1026670,63.35,R2,2015
2022-Q3,DCL101667,12,169115545576.18,97884651870.96,43765334834.41,67508930887.26,32744115593.67,167182.92,57276037597.07,26001194313.18,2163123066.62,15867050098.81,3346819906.39,363574572.04,159.971,225517,142.863,R3,2016
2024-Q2,DCL101668,92,151323122742.36,17070700249.58,6930147691.88,30064570857.41,2315051062.51,267133.18,31106536656.88,29175273077.41,4678675982.09,17443883023.54,1244408777.04,7872915103.42,152.595,2942944,140.968,R0,2019
2021-Q1,DCL101669,99,137780903013.13,32946063381.91,88435860867.38,87522579283.21,63727926271.14,381038.26,45658642051.61,12207100807.06,4305764429.48,6433920968.55,2310531777.49,4171165652.41,91.566,2753297,140.883,R1,2020
2020-Q2,DCL101670,05,168739296499.36,124885442506.91,21887356108.35,54125349525.02,132491020828.83,259692.93,58598269321.23,7191669752.57,9137305931.93,3555695055.96,12653340104.19,7760059920.03,131.995,368447,106.761,R0,2017
2024-Q3,DCL101671,07,4203497234.4,87750794626.25,81615382225.95,80591878462.39,66454826111.53,57900.49,20327591903.28,5117074783.62,4039709880.47,10714227511.71,8296854051.67,98068205.35,161.872,21329,143.828,R1,2017
2024-Q2,DCL101672,63,54302722240.12,130315161406.91,109204522207.95,13663045289.9,114886986457.03,78254.64,22273393544.87,22868172715.21,6180458237.33,15697929015.77,8647980186.76,2539584425.72,156.723,272302,104.433,R0,2013
2023-Q3,DCL101673,21,61533673987.53,16849477694.05,102053530242.47,21903390858.48,19836787018.14,159486.34,6897670346.06,26803033394.2,4086264445.3,3250836438.31,5098848258.33,2460891463.41,107.654,2570087,87.106,R3,2022
2022-Q2,DCL101674,42,3097869760.24,94812321436.03,104744615341.59,70873002196.78,99073256115.38,243031.89,2403910691.01,28921381720.96,7395765746.57,18041540869.3,13936542222.59,1249952075.96,108.324,2944083,82.562,R3,2023
2025-Q2,DCL101675,40,75115486283.62,22034241510.12,76604140509.73,39896780478.25,35357339032.05,52631.39,30802721221.42,28554446308.34,9335514852.31,3204261840.86,1942289202.52,2130638850.66,163.536,1420419,126.669,R0,2022
2017-Q2,DCL101676,62,119353407520.4,108442673973.84,14629137438.43,26689028814.96,63029459238.11,172348.44,65397367211.97,171158849.83,1712327789.0,13955775693.05,2964445634.25,6023464413.34,133.324,2589116,139.377,R1,2012
2025-Q3,DCL101677,21,97103127520.6,146980561460.12,36916111233.58,46508857189.91,60268659367.38,255908.52,11872879520.07,25016598478.54,7126738939.84,12850470497.84,5814254404.75,2784848596.54,164.771,1374158,77.259,R0,2021
2016-Q2,DCL101678,02,112297288451.73,62163652530.28,13200542670.83,11867115681.03,47387541896.42,119393.78,30959708736.4,7164271435.66,4564719021.78,7769073445.7,2350440791.97,2030881698.18,164.756,241434,89.976,R3,2018
2017-Q1,DCL101679,13,119118335735.92,120666166133.34,23382257589.99,72049115614.67,2584203582.65,122924.31,66267997627.94,5859757628.22,1666713235.07,1771267693.13,5707526458.05,4050545140.54,156.431,1807138,100.879,R2,2020
2023-Q4,DCL101680,06,152367095275.65,135492511968.47,99292505770.12,11127535385.83,22238628101.91,164258.19,36956238585.19,1064019278.34,9414894901.48,1841525100.53,11654942625.27,4272910436.05,168.45,461698,146.5,R3,2014
2016-Q1,DCL101681,02,3523216092.35,81883457041.99,48816950461.67,60629585393.5,3376445462.51,211941.77,24733494788.71,28490605219.5,207454143.91,14178838311.75,9145526111.29,5257211965.84,103.185,2285895,72.658,R0,2015
2023-Q1,DCL101682,34,17242339422.55,124745290729.79,38922340854.82,75955132283.58,89028979227.71,90267.86,60238156682.35,14958606108.0,555047771.01,19264119742.58,13539040189.3,5920046200.24,181.067,2500212,105.333,R3,2014
2017-Q2,DCL101683,01,19162098926.71,20320370402.56,104116374791.2,67120438636.67,178480285432.09,321602.09,14978553204.27,632128261.2,9583061201.07,9778013082.4,9189240565.07,7021565251.54,172.077,1827746,68.487,R2,2011
2020-Q4,DCL101684,16,121799772104.4,74062173503.47,9225993662.64,81697227671.24,81710456844.66,350820.25,30834398257.15,4971922579.72,6472347133.64,19746751381.63,3534532416.28,5584301763.53,118.994,1585523,132.993,R1,2014
2025-Q3,DCL101685,59,43163339128.22,63110955464.46,106169802326.29,33916112924.86,128565725978.67,298113.95,61148813125.7,11574079165.87,2511123184.31,14320244803.05,14819208992.54,5230693886.36,125.012,2397431,126.279,R3,2011
2019-Q1,DCL101686,61,45900954202.33,45918296236.12,101057840370.39,70710764960.21,67119311588.82,300161.75,34431942691.58,18349355972.49,5486615608.25,12738076205.6,545837712.63,3092495039.68,142.141,2034358,97.071,R3,2014
2016-Q1,DCL101687,81,61265257900.64,104155123986.7,68754451621.12,47203100609.94,130021381343.51,400485.79,37014609077.92,22763694621.2,5770279740.96,14275475032.06,14104460119.39,6511579297.81,114.207,576078,87.306,R3,2018
2018-Q1,DCL101688,26,27077688983.94,54397503704.04,95006713278.63,18823680487.22,43293934795.65,63137.31,33822618408.79,3990156357.51,2007232476.41,19230917660.96,847312558.28,1840900550.77,141.523,508902,137.637,R0,2016
2021-Q1,DCL101689,39,165912770924.73,118329719579.3,107239164115.32,36960857097.09,4458501781.75,285586.77,13699184135.56,9392250649.81,7672852498.78,11783767794.98,14640141551.96,3992242438.56,100.596,1980033,128.001,R0,2012
2024-Q3,DCL101690,81,134347990931.44,58596006759.8,83381814080.28,82048573663.82,133726735335.42,285142.45,11793814184.79,4225768040.47,5183786292.69,13924578886.38,2132888386.92,1124704491.0,156.577,186777,78.276,R3,2012
2021-Q3,DCL101691,25,82296551997.93,4798837040.76,34348488195.03,74865347254.93,108980217072.23,324550.16,69685082060.65,7941369233.99,6975120251.15,10157525298.32,9814345516.07,1745426570.86,111.464,1320383,148.206,R1,2016
2017-Q4,DCL101692,86,186357782730.04,132848025240.73,86010481767.57,86026986538.15,38531626823.88,153106.05,41002007268.8,23419950806.77,9626260733.28,8005218810.99,11840108929.55,3282195735.78,176.323,2844071,62.694,R0,2016
2019-Q3,DCL101693,78,66087789918.87,105092839730.21,7044270345.88,69426043950.93,44735250480.58,157527.14,44486734830.99,13540876736.27,2520210867.34,7025357274.26,2028806305.49,1663469674.56,111.45,631179,97.366,R0,2021
