lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2019,SI,EE1,M,PLATFORM,37.85,2.52,22.26,13.41,0,580.77,1423.66,5.52,7.9,50.29,15.24,17.96,0,1.7946,2025-01-27
2020,CY,LT285,C,SELF_EMPLOYED,37.55,2.22,38.49,13.64,1,781.65,1635.27,6.76,7.56,62.34,26.65,53.53,1,1.2531,2025-02-21
2021,GR,FR89,N,PERMANENT,35.78,13.15,15.89,43.25,0,330.46,872.2,5.88,6.43,47.91,25.69,14.62,1,4.0616,2025-04-17
2022,MT,FI837,D,APPRENTICE,29.91,11.64,35.99,21.85,1,952.46,785.77,5.96,8.55,39.95,22.11,13.34,0,1.1791,2024-11-24
2023,ES,EE163,O,TEMPORARY,24.98,8.45,16.22,6.52,0,324.76,1394.92,7.05,5.57,30.09,64.24,21.43,1,4.5407,2024-11-01
2024,CZ,BG52,E,PLATFORM,36.39,14.29,35.3,22.61,0,1152.03,1369.4,6.6,8.72,50.92,40.5,34.82,0,3.6568,2024-03-23
2025,HU,IT27,P,SELF_EMPLOYED,36.53,3.04,22.77,7.04,0,515.63,1351.57,7.72,7.3,42.34,54.15,49.82,1,0.8905,2025-11-17
2006,NL,EE692,F,PERMANENT,34.08,18.46,26.43,21.53,0,965.76,219.96,8.59,6.2,67.99,80.55,29.85,0,0.8617,2024-04-22
2007,SE,RO59,Q,APPRENTICE,35.47,1.85,5.27,2.92,0,288.95,150.01,6.04,7.35,18.69,64.04,52.83,1,2.3384,2024-09-20
2008,DK,LU99,G,TEMPORARY,34.42,15.77,22.12,23.31,0,456.64,720.09,6.65,7.89,52.69,34.44,50.93,1,1.971,2026-01-03
2009,IE,CZ3,R,PLATFORM,44.84,22.32,16.62,15.5,0,150.08,1189.72,7.22,7.88,44.83,61.2,15.8,1,2.802,2025-11-25
2010,PL,AT97,H,SELF_EMPLOYED,36.59,7.36,27.76,4.62,0,564.73,1285.76,8.16,6.43,39.98,34.94,29.83,0,0.7829,2024-03-16
2011,AT,FI64,S,PERMANENT,28.77,19.95,23.38,11.11,0,173.42,1433.96,6.13,6.15,49.92,13.04,28.75,0,0.6845,2024-04-25
2012,EE,ES934,I,APPRENTICE,25.51,16.09,13.21,4.62,0,84.19,442.65,5.68,7.95,59.01,47.39,13.84,0,4.5481,2025-04-23
2013,IT,IE252,T,TEMPORARY,38.18,13.54,15.03,2.54,0,212.76,1373.35,6.21,5.52,29.6,50.41,57.7,1,0.6426,2025-07-20
2014,PT,SI96,J,PLATFORM,43.44,19.34,35.18,24.48,0,116.82,825.73,5.58,5.5,34.56,21.57,50.24,0,1.0093,2025-01-07
2015,BE,ES73,U,SELF_EMPLOYED,30.35,16.36,15.53,17.13,0,309.95,884.53,8.66,5.66,41.75,51.96,55.1,1,2.1247,2025-04-09
2016,FI,RO77,K,PERMANENT,37.35,20.11,33.75,8.74,0,278.85,248.98,7.04,5.99,30.0,28.36,5.67,1,0.3668,2024-05-01
2017,LV,GR4,A,APPRENTICE,30.38,9.57,12.74,16.7,0,290.41,267.51,8.36,7.16,38.13,64.56,30.96,1,3.9632,2024-09-06
2018,RO,SE43,L,TEMPORARY,32.7,2.74,15.72,23.0,1,527.62,1300.65,6.45,5.91,36.62,51.82,28.8,1,3.6529,2024-05-13
2019,BG,EE96,B,PLATFORM,33.03,14.35,18.68,16.21,0,941.87,1131.31,5.92,6.64,51.72,18.37,34.64,1,3.3483,2025-06-07
2020,FR,CY783,M,SELF_EMPLOYED,30.82,20.75,15.97,30.03,1,557.19,519.06,8.45,5.51,84.14,13.26,6.38,1,4.6457,2025-02-10
2021,LT,HR76,C,PERMANENT,30.76,11.23,22.38,34.58,1,249.92,1102.4,6.28,7.13,66.58,43.92,47.98,1,2.8983,2024-08-13
2022,SK,LU595,N,APPRENTICE,31.7,2.23,4.9,16.89,0,164.23,1155.66,8.64,6.16,32.6,34.89,6.6,0,4.3586,2024-01-17
2023,HR,RO9,D,TEMPORARY,24.94,7.51,17.76,3.68,0,1269.01,1012.99,5.81,5.14,20.81,63.31,30.13,0,3.2034,2024-12-07
2024,DE,LT13,O,PLATFORM,29.29,9.13,17.5,2.32,0,280.69,1070.48,5.25,5.09,21.35,33.51,42.59,1,2.6013,2024-06-26
2025,LU,RO486,E,SELF_EMPLOYED,37.89,20.26,32.96,14.74,1,1085.18,711.33,6.8,7.5,37.55,27.79,34.22,1,2.3629,2025-07-30
2006,SI,PL168,P,PERMANENT,31.25,16.27,20.1,8.36,0,237.96,1324.47,5.4,6.94,37.55,69.27,7.93,0,1.3965,2025-05-15
2007,CY,FR794,F,APPRENTICE,28.85,11.24,17.26,7.35,0,221.68,749.21,5.85,8.03,34.66,47.16,45.49,1,2.7718,2026-02-19
2008,GR,SE66,Q,TEMPORARY,32.08,3.18,27.24,14.26,0,569.14,1509.71,5.49,8.35,32.93,36.76,15.83,0,0.97,2025-10-06
2009,MT,DK642,G,PLATFORM,43.66,14.0,25.64,12.8,0,86.68,1187.99,7.21,6.77,77.98,60.18,34.72,1,4.567,2024-08-29
2010,ES,RO534,R,SELF_EMPLOYED,30.63,12.01,25.36,17.8,0,217.16,978.63,6.74,7.71,49.0,30.26,13.38,1,2.7615,2025-06-21
2011,CZ,BG32,H,PERMANENT,35.5,5.57,37.98,7.48,0,805.08,1131.17,8.18,7.97,29.22,29.01,21.29,1,4.0033,2024-09-15
2012,HU,CY31,S,APPRENTICE,32.23,16.43,26.76,10.78,0,622.57,602.99,5.63,4.84,60.22,38.72,39.34,0,3.9072,2024-10-22
2013,NL,GR778,I,TEMPORARY,27.15,17.19,22.54,10.97,0,583.63,378.64,7.48,7.64,77.08,32.14,45.14,1,2.8443,2025-12-25
2014,SE,LU468,T,PLATFORM,37.0,9.3,4.97,7.3,0,282.55,153.01,5.88,7.36,46.33,11.91,55.67,1,3.0553,2025-10-24
2015,DK,DK727,J,SELF_EMPLOYED,33.99,20.32,10.65,15.5,0,472.75,969.81,5.9,8.72,49.51,50.27,64.85,1,0.8965,2024-03-03
2016,IE,CZ453,U,PERMANENT,25.76,17.07,8.53,5.67,0,301.19,236.71,6.68,7.42,78.03,33.91,7.27,1,1.8952,2024-04-10
2017,PL,PT76,K,APPRENTICE,28.17,14.44,17.94,19.78,0,305.84,896.83,5.97,6.41,70.92,46.82,55.87,1,4.0192,2025-06-03
2018,AT,DK936,A,TEMPORARY,40.0,16.85,4.27,18.85,0,409.42,416.57,6.24,7.18,30.31,12.61,43.55,1,0.8877,2025-12-31
2019,EE,CY653,L,PLATFORM,29.18,15.32,20.49,2.81,0,496.34,439.1,4.88,6.08,67.87,25.98,38.62,0,2.7793,2025-03-08
2020,IT,BG93,B,SELF_EMPLOYED,40.86,17.91,19.38,12.07,0,488.69,1194.34,5.64,5.28,86.89,32.2,21.29,1,1.0995,2025-12-13
2021,PT,PT22,M,PERMANENT,38.83,25.94,18.33,27.68,1,593.61,661.12,5.95,5.92,32.49,59.01,48.39,1,2.6485,2024-04-10
2022,BE,ES916,C,APPRENTICE,26.87,6.85,37.13,21.23,0,870.32,561.21,7.04,8.05,27.42,30.34,71.63,0,2.2628,2025-02-28
2023,FI,DE330,N,TEMPORARY,41.55,3.89,6.4,23.36,1,574.42,943.82,7.9,5.12,17.04,18.34,70.44,1,3.1258,2024-01-03
2024,LV,LU762,D,PLATFORM,47.97,17.84,31.61,18.48,1,1246.47,946.0,6.82,7.8,55.16,20.67,21.8,1,3.9612,2024-12-08
2025,RO,BE281,O,SELF_EMPLOYED,31.66,13.39,27.8,10.02,0,268.29,1008.93,6.12,6.28,27.65,23.48,4.34,1,1.1695,2025-09-04
2006,BG,FI898,E,PERMANENT,32.84,9.12,30.0,6.13,0,482.13,846.21,7.01,6.44,56.87,48.73,12.46,0,4.2969,2025-06-01
2007,FR,LV377,P,APPRENTICE,34.85,9.21,3.51,20.85,1,415.95,509.76,8.15,7.29,62.7,82.56,49.87,1,0.2976,2025-11-09
2008,LT,NL849,F,TEMPORARY,36.47,2.86,20.56,20.12,0,1259.06,127.96,8.06,8.44,31.0,40.52,10.78,1,4.0686,2024-11-17
2009,SK,AT47,Q,PLATFORM,42.59,22.71,22.19,13.95,0,116.7,148.47,6.33,5.77,71.22,46.65,23.46,1,4.77,2024-10-27
2010,HR,CY19,G,SELF_EMPLOYED,37.4,11.58,7.22,9.77,0,129.2,356.75,6.68,7.54,23.8,49.59,29.1,1,3.9724,2025-04-16
2011,DE,AT3,R,PERMANENT,38.05,8.96,28.41,13.94,0,129.05,145.99,7.33,5.73,37.08,45.02,7.03,1,3.5615,2024-03-03
2012,LU,AT5,H,APPRENTICE,22.3,15.59,21.86,16.64,0,1102.25,1306.66,7.62,5.9,24.61,20.77,14.25,1,3.5289,2024-09-22
2013,SI,ES121,S,TEMPORARY,42.56,2.63,25.71,10.17,0,478.37,302.08,7.52,5.96,42.43,54.08,18.6,0,4.591,2025-03-08
2014,CY,GR5,I,PLATFORM,34.37,6.95,24.23,21.01,1,255.39,737.7,5.6,6.95,59.95,52.76,29.4,1,2.4481,2025-11-21
2015,GR,BE505,T,SELF_EMPLOYED,29.66,20.08,25.48,10.31,0,566.91,570.75,7.68,5.95,31.67,45.88,10.9,1,3.2706,2025-12-30
2016,MT,CY531,J,PERMANENT,27.43,10.01,20.17,5.98,0,540.37,1361.02,8.1,7.02,24.77,79.28,22.19,1,3.1835,2024-03-05
2017,ES,IT454,U,APPRENTICE,28.98,4.13,3.86,17.14,1,427.72,556.83,6.64,6.54,32.09,16.27,5.64,1,2.6933,2024-06-04
2018,CZ,FR8,K,TEMPORARY,42.46,3.21,25.61,5.57,0,483.24,399.99,8.11,6.39,20.72,36.54,13.83,1,0.9426,2025-11-04
2019,HU,NL6,A,PLATFORM,39.51,22.76,4.58,22.22,1,605.48,1174.98,5.12,6.6,72.22,37.13,12.67,1,2.3303,2024-04-30
2020,NL,RO893,L,SELF_EMPLOYED,48.53,13.43,23.37,49.08,0,433.93,635.11,8.05,7.87,36.56,63.48,31.65,1,2.2776,2025-03-02
2021,SE,AT149,B,PERMANENT,28.87,11.63,19.12,23.96,1,643.37,1405.12,7.84,6.46,62.71,45.99,9.63,1,1.6035,2024-05-18
2022,DK,PL4,M,APPRENTICE,22.68,7.7,4.37,12.01,0,43.08,693.17,6.56,6.73,17.07,28.25,33.63,1,1.3502,2025-05-14
2023,IE,RO40,C,TEMPORARY,26.06,4.31,21.08,24.07,1,1088.74,1306.72,7.93,6.12,23.89,62.04,15.69,1,4.5647,2024-02-10
2024,PL,SI163,N,PLATFORM,37.3,3.44,12.39,22.84,0,134.78,310.65,7.66,5.38,21.05,11.02,41.73,1,4.4033,2024-09-18
2025,AT,AT463,D,SELF_EMPLOYED,37.5,3.15,19.45,19.01,1,207.22,286.4,6.3,6.15,34.45,25.58,56.97,0,4.6922,2025-09-27
2006,EE,DK531,O,PERMANENT,31.08,6.11,10.37,15.09,0,153.87,383.33,7.88,5.93,59.87,67.63,3.94,1,4.1155,2025-04-05
2007,IT,LU955,E,APPRENTICE,25.78,18.4,15.37,14.2,0,999.3,1374.41,5.68,5.21,67.89,49.8,26.18,0,1.077,2024-06-13
2008,PT,HU2,P,TEMPORARY,37.07,2.12,24.56,16.19,0,139.81,238.7,6.78,8.44,30.09,29.15,38.97,1,2.4379,2025-02-22
2009,BE,RO30,F,PLATFORM,39.22,10.35,30.19,24.42,0,360.52,407.52,5.3,7.47,41.48,46.05,17.59,0,4.1238,2025-01-22
2010,FI,RO2,Q,SELF_EMPLOYED,32.81,2.14,3.93,4.26,0,373.03,759.83,6.18,6.86,35.4,63.67,48.96,1,4.4754,2024-07-17
2011,LV,NL33,G,PERMANENT,36.84,13.29,27.98,5.53,0,275.73,546.59,7.38,7.25,25.58,38.12,7.14,1,0.4309,2024-09-02
2012,RO,LU1,R,APPRENTICE,34.32,7.85,28.71,19.04,1,295.97,1724.51,8.36,6.83,36.17,21.38,41.62,1,2.2296,2025-06-06
2013,BG,HR32,H,TEMPORARY,34.2,10.83,36.8,21.26,0,603.45,801.61,8.26,5.16,31.72,52.03,31.16,1,4.3374,2024-01-25
2014,FR,IT76,S,PLATFORM,32.65,17.08,4.46,18.08,0,563.18,348.68,6.49,8.63,52.42,58.16,51.34,1,1.2146,2024-06-28
2015,LT,PT671,I,SELF_EMPLOYED,43.94,22.31,19.0,21.47,0,618.44,568.44,7.95,6.24,24.34,39.34,39.37,1,1.7656,2025-06-19
2016,SK,AT58,T,PERMANENT,28.54,12.31,26.8,20.2,0,207.0,327.64,8.78,7.58,76.76,15.47,47.21,1,1.7846,2024-06-13
2017,HR,GR254,J,APPRENTICE,26.66,1.83,14.46,6.7,0,285.16,683.05,5.43,7.33,32.63,64.7,39.07,1,0.6833,2024-10-10
2018,DE,DE819,U,TEMPORARY,35.46,13.49,10.11,19.67,0,639.39,1741.5,7.12,7.97,71.41,46.5,18.57,1,0.95,2025-11-06
2019,LU,DK51,K,PLATFORM,36.5,3.58,31.88,15.79,0,720.16,1143.58,7.24,8.26,33.45,26.55,22.65,1,2.2341,2025-05-14
2020,SI,LU59,A,SELF_EMPLOYED,44.27,14.59,26.47,33.33,0,546.0,707.19,5.61,7.45,77.04,47.45,40.33,0,2.3783,2024-12-20
2021,CY,MT232,L,PERMANENT,41.03,15.29,11.23,33.39,1,261.84,1293.43,8.15,7.31,68.41,49.51,22.2,0,1.7028,2024-12-21
2022,GR,ES2,B,APPRENTICE,29.56,14.67,14.91,3.93,0,1000.98,1272.4,5.76,6.39,43.26,26.9,49.77,0,3.0486,2025-09-30
2023,MT,LV66,M,TEMPORARY,42.88,8.86,4.45,14.57,0,658.61,417.64,6.78,6.6,47.52,34.75,13.6,1,4.1445,2025-08-22
2024,ES,PT17,C,PLATFORM,28.58,11.89,33.25,10.53,0,242.96,1539.64,5.4,5.35,54.3,45.2,9.54,1,3.7314,2024-10-08
2025,CZ,EE601,N,SELF_EMPLOYED,37.54,18.92,6.09,21.76,0,532.74,697.84,7.85,6.78,79.74,10.49,23.3,1,1.714,2025-10-13
2006,HU,AT83,D,PERMANENT,38.96,3.53,20.47,8.56,0,584.59,1278.01,5.66,5.45,43.94,15.18,31.64,1,1.3546,2025-10-04
2007,NL,SE3,O,APPRENTICE,35.34,12.49,5.15,26.55,0,182.65,1065.97,8.51,6.28,49.74,74.23,6.34,0,1.825,2024-06-22
2008,SE,FI207,E,TEMPORARY,35.22,7.77,18.74,7.19,0,236.78,1397.25,6.23,7.45,56.34,62.69,6.63,1,3.6064,2025-06-01
2009,DK,LT5,P,PLATFORM,40.14,16.92,7.85,25.5,0,720.04,449.71,7.4,4.74,47.31,54.37,69.92,0,3.369,2025-08-30
2010,IE,CZ4,F,SELF_EMPLOYED,47.49,24.95,16.81,3.16,0,310.6,809.05,5.43,4.95,36.32,16.24,21.58,1,3.1306,2024-10-15
2011,PL,MT109,Q,PERMANENT,37.06,16.96,27.5,13.22,0,622.43,271.82,7.93,7.79,28.98,54.96,55.09,1,3.8372,2024-02-13
2012,AT,SK9,G,APPRENTICE,26.52,10.77,8.57,16.04,1,328.13,811.18,8.28,7.19,32.1,45.35,12.37,0,3.6146,2025-06-19
2013,EE,SE90,R,TEMPORARY,37.71,14.74,27.75,14.09,0,264.72,719.97,6.96,6.2,56.86,11.51,21.27,1,3.6385,2024-02-14
2014,IT,SI88,H,PLATFORM,45.69,6.97,31.46,22.31,0,740.53,775.59,5.68,7.02,38.72,47.38,16.62,1,0.5799,2026-02-06
2015,PT,GR828,S,SELF_EMPLOYED,41.41,10.07,13.84,15.32,0,162.95,907.17,5.84,5.88,55.31,60.96,29.62,0,3.053,2024-10-09
2016,BE,CY5,I,PERMANENT,34.38,11.7,18.6,9.31,0,638.45,1055.98,6.14,4.74,18.47,36.66,81.88,1,0.3875,2024-11-03
2017,FI,SK4,T,APPRENTICE,22.68,10.74,7.31,7.39,0,455.17,555.27,6.32,5.51,18.2,88.3,37.23,1,0.2299,2025-02-25
2018,LV,IE89,J,TEMPORARY,29.01,5.8,38.47,27.33,1,625.6,564.82,7.94,8.57,55.44,16.57,5.81,1,1.446,2025-04-27
2019,RO,NL970,U,PLATFORM,38.34,20.99,28.7,9.78,0,689.52,459.15,4.8,6.92,49.67,27.41,13.82,1,0.9837,2024-12-11
2020,BG,SK45,K,SELF_EMPLOYED,35.1,7.11,12.81,11.31,1,325.35,1211.39,7.56,5.43,50.94,49.65,33.89,1,0.8613,2025-11-06
2021,FR,NL8,A,PERMANENT,39.72,8.18,6.33,38.07,1,499.23,312.02,6.35,5.19,25.48,31.26,44.78,0,2.0436,2024-10-04
2022,LT,FR22,L,APPRENTICE,27.85,17.91,5.95,5.16,1,597.91,532.96,6.49,5.46,33.72,55.08,17.71,0,1.6951,2025-10-02
2023,SK,BG3,B,TEMPORARY,28.85,18.19,5.75,18.31,0,506.19,938.22,5.71,8.39,37.06,29.16,8.29,1,4.1138,2024-03-19
2024,HR,BG96,M,PLATFORM,29.75,17.96,15.83,22.84,1,382.14,1217.55,6.46,6.41,32.35,26.59,8.12,1,0.4995,2024-11-06
2025,DE,HU465,C,SELF_EMPLOYED,45.06,20.15,34.78,15.09,1,936.78,1179.52,7.51,6.94,30.66,40.65,43.14,0,1.0051,2024-07-28
2006,LU,HR29,N,PERMANENT,25.91,16.52,6.97,2.14,0,404.85,174.48,7.41,5.59,77.31,45.9,33.1,1,4.1676,2024-04-18
2007,SI,BE7,D,APPRENTICE,33.67,16.17,33.33,11.71,0,98.27,174.33,7.78,7.51,36.88,45.37,17.1,1,0.9835,2025-12-14
2008,CY,BE87,O,TEMPORARY,30.57,3.87,8.0,12.06,0,273.51,1041.58,5.82,5.17,53.97,64.46,56.78,1,4.1058,2024-08-15
2009,GR,HR81,E,PLATFORM,33.49,10.44,6.37,13.86,0,732.06,718.21,7.26,5.63,48.13,25.73,13.97,0,1.4572,2026-01-11
2010,MT,AT816,P,SELF_EMPLOYED,41.16,17.57,24.2,15.42,0,334.26,1248.46,8.03,6.11,71.05,44.17,3.42,1,1.1863,2025-03-17
2011,ES,MT937,F,PERMANENT,42.16,4.59,33.06,12.74,0,420.71,195.69,7.4,5.59,53.58,53.34,32.55,1,3.6276,2026-01-28
2012,CZ,AT431,Q,APPRENTICE,22.97,8.9,17.25,21.09,0,551.54,744.35,6.04,8.69,45.57,18.93,13.78,0,4.0528,2024-02-08
2013,HU,GR848,G,TEMPORARY,33.32,15.79,25.06,5.54,0,410.84,902.88,7.34,7.96,31.95,45.47,50.54,1,1.1656,2026-01-20
2014,NL,SK69,R,PLATFORM,27.67,9.87,6.38,4.54,0,666.94,1369.5,7.37,6.41,60.74,37.81,32.79,1,1.4537,2024-10-25
2015,SE,HU326,H,SELF_EMPLOYED,35.72,14.43,4.8,27.62,0,153.86,1121.5,6.32,5.35,41.22,23.81,9.77,1,4.7782,2025-09-08
2016,DK,SE619,S,PERMANENT,37.28,21.16,21.85,17.08,0,395.32,1198.77,8.19,5.56,21.24,77.93,40.94,1,4.0698,2024-09-06
2017,IE,HR8,I,APPRENTICE,32.84,11.44,8.38,16.11,0,306.72,986.52,6.13,6.84,35.33,16.05,13.87,0,2.2239,2024-05-13
2018,PL,PL42,T,TEMPORARY,40.83,23.52,11.26,9.73,0,690.3,1344.65,7.38,4.34,31.09,39.85,43.0,0,2.7006,2025-03-07
2019,AT,BG365,J,PLATFORM,44.14,13.11,26.81,13.13,1,369.96,476.22,5.37,6.78,76.32,65.11,15.22,1,1.7515,2024-05-30
2020,EE,CZ5,U,SELF_EMPLOYED,28.24,18.41,17.35,32.14,0,411.39,1102.38,8.54,5.34,76.19,64.07,23.77,1,4.6416,2025-04-25
2021,IT,LV533,K,PERMANENT,34.51,8.1,36.2,37.34,1,450.54,702.97,6.22,8.17,60.79,59.75,10.28,1,0.7558,2024-09-16
2022,PT,IT885,A,APPRENTICE,30.18,16.65,24.21,19.18,0,398.8,623.87,7.78,7.14,55.05,31.56,53.65,1,3.7419,2024-11-29
2023,BE,PT359,L,TEMPORARY,38.79,16.61,4.62,6.76,0,675.48,934.92,7.12,7.96,73.74,36.73,69.95,1,2.5215,2025-03-07
2024,FI,HR19,B,PLATFORM,45.92,15.92,21.66,8.39,0,735.94,1582.28,6.07,7.1,63.45,67.92,77.75,1,3.8796,2025-10-17
2025,LV,CZ1,M,SELF_EMPLOYED,48.37,19.34,6.76,13.04,1,338.84,370.76,6.73,6.08,63.43,57.68,48.9,1,1.0095,2025-04-11
2006,RO,FR28,C,PERMANENT,39.28,20.2,38.9,6.48,0,417.37,1241.39,6.92,5.58,39.98,16.67,28.74,1,2.991,2025-01-24
2007,BG,LU3,N,APPRENTICE,34.6,15.25,4.94,24.27,0,540.33,1024.08,8.19,5.26,77.64,32.57,12.5,1,3.802,2024-10-16
2008,FR,CY864,D,TEMPORARY,39.75,5.06,15.3,17.86,0,820.59,109.19,8.18,5.54,25.39,40.99,22.45,0,2.2497,2024-05-28
2009,LT,AT662,O,PLATFORM,47.31,7.44,4.12,13.49,0,382.88,1299.89,4.94,7.74,28.3,16.18,29.96,1,1.3741,2024-01-03
2010,SK,EE73,E,SELF_EMPLOYED,35.42,5.14,10.61,10.71,0,171.24,329.78,7.59,7.31,58.0,36.36,12.31,1,4.1311,2024-02-07
2011,HR,PL73,P,PERMANENT,38.39,27.32,22.52,18.06,0,133.04,962.68,7.79,6.41,39.27,15.95,10.46,1,0.3523,2024-08-29
2012,DE,LV61,F,APPRENTICE,25.72,16.48,20.79,17.54,0,503.92,288.84,8.23,6.13,43.23,75.63,5.96,1,2.7935,2025-06-04
2013,LU,LV729,Q,TEMPORARY,31.22,16.34,27.21,1.83,0,103.33,1714.18,6.5,4.96,48.97,64.54,9.29,0,2.0503,2024-05-15
2014,SI,SK36,G,PLATFORM,29.6,12.71,16.59,12.58,0,354.93,1129.57,7.4,8.74,43.59,29.97,36.23,0,3.6174,2025-12-06
2015,CY,MT37,R,SELF_EMPLOYED,29.68,6.85,19.73,17.34,0,627.45,286.18,5.88,6.88,50.37,66.47,16.44,1,1.1631,2025-01-03
2016,GR,ES67,H,PERMANENT,29.49,9.84,24.27,12.08,0,332.17,550.58,8.14,5.45,46.54,76.79,55.67,1,2.1754,2025-02-27
2017,MT,FR4,S,APPRENTICE,23.49,9.43,25.84,3.14,0,406.55,518.43,8.1,6.92,34.64,53.37,48.55,1,3.735,2025-09-08
2018,ES,MT773,I,TEMPORARY,32.86,10.7,37.75,12.92,1,489.12,929.94,7.49,8.12,57.43,15.28,5.36,1,3.6326,2025-06-25
2019,CZ,BG1,T,PLATFORM,41.57,12.75,17.2,9.46,0,294.23,1503.73,5.79,5.19,53.88,49.14,41.52,0,3.4757,2024-12-21
2020,HU,DE7,J,SELF_EMPLOYED,29.3,3.07,9.64,18.05,1,451.6,425.47,8.41,8.58,35.66,19.76,33.76,1,1.9521,2025-06-14
2021,NL,IE8,U,PERMANENT,36.77,19.66,25.31,38.45,1,579.46,1495.06,6.92,5.53,25.02,85.25,17.14,0,4.7277,2024-08-31
2022,SE,SE59,K,APPRENTICE,35.85,11.53,28.53,12.1,1,253.17,795.31,8.18,8.14,16.95,66.24,10.47,0,1.5494,2025-12-03
2023,DK,HR51,A,TEMPORARY,28.21,16.11,12.32,15.94,1,118.18,1401.87,8.67,5.73,51.46,33.62,71.19,1,3.0397,2024-12-04
2024,IE,PT53,L,PLATFORM,46.96,22.53,14.46,30.86,0,511.18,341.16,7.48,6.9,62.42,17.36,34.77,1,1.3891,2025-06-25
2025,PL,PT125,B,SELF_EMPLOYED,36.46,19.61,25.85,22.43,0,429.69,1280.75,6.76,6.46,22.59,52.96,17.59,0,2.0221,2025-10-25
2006,AT,IE80,M,PERMANENT,32.5,16.31,16.81,10.87,0,195.84,324.8,5.25,7.23,67.55,20.01,8.73,0,4.1966,2025-03-08
2007,EE,BG9,C,APPRENTICE,27.69,15.16,24.4,19.19,0,156.94,597.44,7.79,7.34,33.06,60.53,25.92,1,2.9059,2025-05-07
2008,IT,HR844,N,TEMPORARY,35.94,3.61,27.58,22.73,0,391.95,961.51,5.84,5.85,19.26,49.9,55.71,1,0.6546,2026-02-02
2009,PT,DK95,D,PLATFORM,31.63,11.57,7.03,11.35,0,1137.8,990.91,6.79,5.99,54.78,15.51,10.81,1,0.7423,2025-12-15
2010,BE,EE6,O,SELF_EMPLOYED,48.21,15.57,23.82,7.24,0,212.8,1100.24,5.14,5.38,47.48,15.34,27.05,0,2.8416,2025-07-05
2011,FI,BE6,E,PERMANENT,30.24,18.88,4.77,3.11,0,637.0,639.67,7.37,7.1,41.14,53.62,33.92,1,4.7709,2025-04-12
2012,LV,NL89,P,APPRENTICE,28.5,13.16,17.67,16.79,0,452.16,522.57,7.51,5.44,82.95,66.87,32.88,1,0.623,2024-08-06
2013,RO,BE542,F,TEMPORARY,30.5,3.23,6.33,11.64,0,824.69,243.21,6.31,5.79,50.34,52.27,8.22,0,2.1526,2025-06-18
2014,BG,BG76,Q,PLATFORM,43.12,10.72,10.06,20.01,0,414.84,1025.93,6.77,5.74,43.25,34.62,35.06,1,0.9325,2024-01-11
2015,FR,FI7,G,SELF_EMPLOYED,47.1,23.37,28.57,6.28,0,330.42,825.61,5.76,5.2,39.3,64.52,55.98,1,0.7295,2025-02-10
2016,LT,PL21,R,PERMANENT,31.66,16.55,28.23,6.92,0,228.08,993.88,8.2,5.93,70.94,30.99,28.13,0,1.3657,2025-07-19
2017,SK,BE423,H,APPRENTICE,32.19,13.34,37.55,4.16,0,368.14,1268.6,5.98,7.86,28.91,39.4,11.7,1,4.3527,2025-12-11
2018,HR,PT607,S,TEMPORARY,37.88,16.82,19.65,11.63,0,683.37,777.49,5.98,6.7,44.38,26.41,41.32,1,3.1056,2025-05-08
2019,DE,DK32,I,PLATFORM,38.35,8.11,37.15,12.65,1,344.57,1243.4,5.59,7.38,62.4,62.07,46.25,1,3.5257,2025-11-14
2020,LU,IT23,T,SELF_EMPLOYED,47.9,25.08,25.61,26.01,0,152.36,356.44,7.86,7.26,87.45,11.31,18.68,1,0.3103,2025-10-12
2021,SI,DK195,J,PERMANENT,34.4,14.04,20.94,15.08,0,321.56,746.01,7.29,5.9,60.65,43.5,28.76,1,0.8462,2025-05-10
2022,CY,RO478,U,APPRENTICE,25.04,11.41,5.7,8.48,0,406.4,1402.3,5.92,6.42,60.4,21.38,28.44,1,0.3384,2025-04-12
2023,GR,RO375,K,TEMPORARY,30.19,7.72,27.48,13.0,0,740.88,1579.38,5.77,5.88,24.87,53.66,39.62,1,1.9933,2026-01-16
2024,MT,AT677,A,PLATFORM,40.87,16.64,8.59,11.53,0,376.44,1636.25,7.25,5.59,55.24,15.31,13.51,1,1.1255,2024-01-07
2025,ES,LV58,L,SELF_EMPLOYED,30.08,5.92,23.53,23.57,0,135.24,776.38,5.52,7.79,24.22,39.59,29.34,0,2.0553,2025-10-03
2006,CZ,FR90,B,PERMANENT,31.78,11.76,27.09,5.74,0,287.42,140.2,6.49,8.03,28.42,76.8,42.25,1,3.9042,2024-10-28
2007,HU,SI409,M,APPRENTICE,30.89,16.43,21.93,2.87,0,331.45,479.86,5.24,5.18,66.8,47.2,12.45,1,0.4096,2024-08-11
