house_permits_reference_month,house_permits_country_iso2,house_permits_region_nuts_code,house_permits_building_type_code,house_permits_dwellings_authorised_count,house_permits_floor_area_authorised_m2,house_permits_construction_cost_index,house_permits_construction_time_months_median,house_permits_material_cost_index,house_permits_labor_shortage_index,house_permits_green_building_standard_flag,house_permits_social_housing_quota_flag,house_permits_renovation_permits_count,house_permits_demolition_permits_count,house_permits_land_use_planning_code,house_permits_flood_risk_zone_flag,house_permits_epbd_compliance_flag,house_permits_data_source,house_permits_revision_round,house_permits_data_extract_date
2026-09,GR,AT677,INDUSTRIAL,4303,660580.85,121.36,28.32,115.05,1.9695,0,0,2380,729,ZONING_PLAN_B,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-12
2026-10,MT,LV58,PUBLIC,5564,373869.21,134.12,22.23,151.89,2.7852,0,0,12134,608,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-11-28
2026-11,ES,FR90,COMMERCIAL,3142,242795.69,127.63,7.31,108.52,0.4239,0,0,2912,278,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-31
2026-12,CZ,SI409,RESIDENTIAL_MULTI_FAMILY,4881,597386.42,130.29,13.55,117.26,2.4163,0,0,31,1056,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-11-01
2016-01,HU,ES706,RESIDENTIAL_SINGLE_FAMILY,624,57521.89,99.59,9.63,110.11,1.7548,1,0,8325,55,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-09-03
2016-02,NL,RO189,MIXED_USE,4329,563396.14,102.36,9.52,94.22,0.232,1,0,816,2429,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-02
2016-03,SE,NL1,INDUSTRIAL,74,9225.96,101.81,18.94,94.78,0.9168,0,1,403,954,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-19
2016-04,DK,FI71,PUBLIC,2874,373931.93,108.84,12.04,98.96,0.1598,1,0,22,1470,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-05
2016-05,IE,IT917,COMMERCIAL,6137,811298.97,108.61,28.22,94.13,1.3138,0,0,4036,1790,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-04
2016-06,PL,LU33,RESIDENTIAL_MULTI_FAMILY,3757,239480.18,107.1,12.15,91.2,1.2481,1,0,3452,1541,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-04
2016-07,AT,DK71,RESIDENTIAL_SINGLE_FAMILY,1381,179435.5,99.12,17.19,114.9,1.2568,0,1,1453,1876,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-20
2016-08,EE,SK85,MIXED_USE,3750,545562.98,112.29,11.07,117.22,0.7718,1,1,6075,1916,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-03-03
2016-09,IT,HU78,INDUSTRIAL,1579,110174.26,100.14,29.11,106.24,1.7411,1,1,7984,2560,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-27
2016-10,PT,FI81,PUBLIC,5674,673822.85,98.78,34.76,117.6,1.3343,1,0,1088,896,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-08-31
2016-11,BE,BG950,COMMERCIAL,5946,714333.94,107.5,7.09,108.09,0.5824,0,0,1308,924,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-05
2016-12,FI,MT485,RESIDENTIAL_MULTI_FAMILY,3325,342768.23,110.25,14.83,102.26,0.9772,1,1,390,676,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-11-11
2017-01,LV,PT697,RESIDENTIAL_SINGLE_FAMILY,9425,1006556.96,95.82,6.58,100.8,1.0694,0,0,7603,1435,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-10
2017-02,RO,IT5,MIXED_USE,786,69664.38,110.85,8.38,115.32,0.3371,0,0,6896,219,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-06-26
2017-03,BG,DE77,INDUSTRIAL,804,71966.33,116.81,22.83,120.65,0.5379,0,0,7718,849,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-12
2017-04,FR,LU709,PUBLIC,139,14055.33,99.22,21.76,109.17,0.7764,0,1,4145,925,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-03
2017-05,LT,LV9,COMMERCIAL,4907,291424.31,102.45,26.53,109.18,0.6132,1,0,87,1145,FAST_TRACK,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-01-31
2017-06,SK,CZ23,RESIDENTIAL_MULTI_FAMILY,6461,716227.56,99.6,12.35,109.78,0.6775,0,0,3610,882,ZONING_PLAN_B,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-13
2017-07,HR,IT950,RESIDENTIAL_SINGLE_FAMILY,3023,333399.15,98.91,29.64,110.83,1.2225,1,0,1890,1779,ZONING_PLAN_A,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-12-06
2017-08,DE,HU100,MIXED_USE,172,14225.25,99.83,9.63,103.27,0.1202,1,0,2130,1957,FLOODPLAIN_CONTROL,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-18
2017-09,LU,CY555,INDUSTRIAL,4806,521897.34,97.75,16.85,108.94,0.9849,1,0,5253,347,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2026-01-01
2017-10,SI,EE1,PUBLIC,4764,348790.18,103.03,22.15,97.36,1.285,0,0,5671,891,BROWNFIELD_REUSE,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-10
2017-11,CY,LT285,COMMERCIAL,587,30287.29,103.92,18.74,105.11,0.3024,1,1,5322,769,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-12-11
2017-12,GR,FR89,RESIDENTIAL_MULTI_FAMILY,3462,218533.6,108.66,21.11,100.01,0.5998,0,0,4561,299,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-04
2018-01,MT,FI837,RESIDENTIAL_SINGLE_FAMILY,6024,706352.34,103.42,26.56,115.3,1.1624,0,0,5502,379,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-28
2018-02,ES,EE163,MIXED_USE,3546,324657.88,102.89,33.86,100.45,1.4386,0,0,7343,1363,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-08-01
2018-03,CZ,BG52,INDUSTRIAL,4125,304620.29,111.21,33.34,99.04,1.5005,1,1,3906,1777,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-01
2018-04,HU,IT27,PUBLIC,2558,238643.66,102.63,20.14,96.33,0.4133,0,0,5693,205,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-02-28
2018-05,NL,EE692,COMMERCIAL,118,13170.6,116.0,18.48,120.89,0.9116,1,0,3038,1102,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-22
2018-06,SE,RO59,RESIDENTIAL_MULTI_FAMILY,239,22303.02,118.99,12.52,102.36,0.1924,1,1,6311,11,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-02
2018-07,DK,LU99,RESIDENTIAL_SINGLE_FAMILY,8890,567798.07,115.72,22.11,118.59,0.6949,0,0,4405,1853,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-01-26
2018-08,IE,CZ3,MIXED_USE,1509,183174.65,107.38,17.85,114.02,1.8352,1,0,2994,1034,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-03-22
2018-09,PL,AT97,INDUSTRIAL,2688,328238.99,108.87,15.6,104.15,0.1454,0,0,7874,318,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2026-02-08
2018-10,AT,FI64,PUBLIC,1236,71816.51,102.65,34.19,103.94,1.8122,1,0,2745,1640,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-30
2018-11,EE,ES934,COMMERCIAL,3181,305149.14,107.95,9.63,101.46,0.9489,1,1,996,1133,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-11-11
2018-12,IT,IE252,RESIDENTIAL_MULTI_FAMILY,3913,427772.97,110.05,20.34,113.58,0.4782,0,0,8705,277,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-08
2019-01,PT,SI96,RESIDENTIAL_SINGLE_FAMILY,2876,175330.45,113.43,17.78,128.14,1.0421,1,0,6747,1617,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-31
2019-02,BE,ES73,MIXED_USE,4639,457579.67,113.5,11.84,130.68,1.3671,1,0,261,25,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-25
2019-03,FI,RO77,INDUSTRIAL,5026,566428.6,118.22,30.89,120.9,1.2033,0,0,2397,1115,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-27
2019-04,LV,GR4,PUBLIC,4125,515982.77,113.05,12.47,109.05,0.2201,0,0,866,1967,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-01-24
2019-05,RO,SE43,COMMERCIAL,5968,485099.19,116.69,10.15,115.18,1.3558,0,1,2764,43,FLOODPLAIN_CONTROL,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-04
2019-06,BG,EE96,RESIDENTIAL_MULTI_FAMILY,5488,254861.43,114.09,26.69,124.57,1.4638,1,0,8755,1304,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-11
2019-07,FR,CY783,RESIDENTIAL_SINGLE_FAMILY,1071,118130.79,98.36,16.97,118.69,0.5008,0,0,702,127,BROWNFIELD_REUSE,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-13
2019-08,LT,HR76,MIXED_USE,4018,241526.07,120.53,19.67,110.25,1.1512,0,0,1684,2316,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-04
2019-09,SK,LU595,INDUSTRIAL,184,21976.03,103.85,19.5,109.48,0.2507,1,1,8861,1738,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-28
2019-10,HR,RO9,PUBLIC,4731,579335.45,104.33,29.3,109.24,1.4973,0,1,8635,1078,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-05
2019-11,DE,LT13,COMMERCIAL,4997,348804.49,125.33,24.05,113.18,1.3921,0,0,278,1105,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-07
2019-12,LU,RO486,RESIDENTIAL_MULTI_FAMILY,2368,228681.46,112.07,23.1,99.35,0.5228,0,0,5335,1908,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-11-23
2020-01,SI,PL168,RESIDENTIAL_SINGLE_FAMILY,5615,309940.98,114.68,26.56,101.33,1.0129,0,1,849,679,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-25
2020-02,CY,FR794,MIXED_USE,5756,582794.58,114.48,35.98,106.38,2.8883,0,0,9478,398,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-08-18
2020-03,GR,SE66,INDUSTRIAL,1432,158771.85,123.44,35.77,112.48,2.4968,0,1,14607,1269,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-11
2020-04,MT,DK642,PUBLIC,3910,404804.16,117.15,22.2,119.29,1.8432,0,1,4624,889,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-26
2020-05,ES,RO534,COMMERCIAL,3246,187190.46,126.22,10.02,126.35,2.3067,0,0,2784,1834,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-09-27
2020-06,CZ,BG32,RESIDENTIAL_MULTI_FAMILY,6965,1014068.47,126.68,21.53,116.6,0.9661,0,1,6352,1752,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-07
2020-07,HU,CY31,RESIDENTIAL_SINGLE_FAMILY,3476,352557.5,117.6,21.94,119.24,0.4803,1,1,14394,914,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-30
2020-08,NL,GR778,MIXED_USE,5038,545320.69,125.17,17.89,120.71,0.2146,1,0,1315,1075,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-12
2020-09,SE,LU468,INDUSTRIAL,3746,395785.99,120.91,18.7,100.43,0.4677,0,0,7370,1920,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-22
2020-10,DK,DK727,PUBLIC,2443,237889.86,118.72,26.7,117.53,0.9159,0,0,11705,2030,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-15
2020-11,IE,CZ453,COMMERCIAL,5315,420540.66,122.99,29.36,115.09,1.7246,1,0,11492,1345,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-17
2020-12,PL,PT76,RESIDENTIAL_MULTI_FAMILY,1458,170495.4,111.88,14.46,108.77,1.2709,1,1,3501,327,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-01-07
2021-01,AT,DK936,RESIDENTIAL_SINGLE_FAMILY,1447,150853.93,110.96,19.03,126.27,2.4732,0,0,10482,858,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-20
2021-02,EE,CY653,MIXED_USE,4982,619049.99,120.93,14.13,117.5,0.4349,1,0,6637,920,FLOODPLAIN_CONTROL,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-09
2021-03,IT,BG93,INDUSTRIAL,3498,317471.88,125.8,17.24,129.87,1.5396,0,0,13355,442,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-01-27
2021-04,PT,PT22,PUBLIC,1453,133221.92,126.24,22.87,98.14,2.1534,1,1,7264,148,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-04
2021-05,BE,ES916,COMMERCIAL,3583,235932.96,125.55,32.77,129.26,2.7455,1,0,1187,1144,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-23
2021-06,FI,DE330,RESIDENTIAL_MULTI_FAMILY,1544,182903.81,128.84,16.08,113.24,0.4248,0,1,10361,960,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-02-21
2021-07,LV,LU762,RESIDENTIAL_SINGLE_FAMILY,2938,245812.05,122.4,29.99,137.76,2.5686,0,0,8220,1370,ZONING_PLAN_B,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-24
2021-08,RO,BE281,MIXED_USE,273,24079.08,123.17,10.3,129.91,0.7482,0,1,5698,125,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-14
2021-09,BG,FI898,INDUSTRIAL,4135,406374.21,122.31,9.71,120.66,2.3437,0,0,13494,1758,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-02-03
2021-10,FR,LV377,PUBLIC,5049,314412.17,125.63,18.69,132.02,0.1786,1,0,13298,649,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-19
2021-11,LT,NL849,COMMERCIAL,1202,162962.52,120.13,18.4,131.51,2.5556,1,0,11525,339,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-06
2021-12,SK,AT47,RESIDENTIAL_MULTI_FAMILY,786,107944.83,102.15,20.39,112.54,1.298,0,1,9252,2161,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-07
2022-01,HR,CY19,RESIDENTIAL_SINGLE_FAMILY,5559,342685.83,125.31,24.08,132.57,1.7659,0,0,201,126,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-11
2022-02,DE,AT3,MIXED_USE,4770,497114.67,128.4,32.11,134.25,2.5915,0,0,7956,1229,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-08
2022-03,LU,AT5,INDUSTRIAL,4858,559977.18,117.61,25.9,116.87,0.6187,1,0,1471,1870,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-21
2022-04,SI,ES121,PUBLIC,860,80177.6,133.23,34.8,133.32,1.2571,1,0,1866,827,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-16
2022-05,CY,GR5,COMMERCIAL,3139,352465.69,124.41,33.35,113.68,1.5426,1,0,6192,606,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-08
2022-06,GR,BE505,RESIDENTIAL_MULTI_FAMILY,8205,633570.28,128.45,9.68,121.57,3.0307,0,0,8449,1090,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-15
2022-07,MT,CY531,RESIDENTIAL_SINGLE_FAMILY,4844,287698.75,136.25,20.68,122.22,0.7554,0,0,12435,1905,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-12
2022-08,ES,IT454,MIXED_USE,3457,354949.93,130.47,32.54,137.38,2.0258,1,1,9946,1712,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-30
2022-09,CZ,FR8,INDUSTRIAL,5569,602626.14,124.63,18.31,125.87,2.4014,0,0,7726,988,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-21
2022-10,HU,NL6,PUBLIC,444,38968.11,136.1,17.91,111.56,2.9643,0,0,5716,1945,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-03-28
2022-11,NL,RO893,COMMERCIAL,4942,551127.15,132.53,31.1,131.65,1.6242,0,1,13048,1669,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-14
2022-12,SE,AT149,RESIDENTIAL_MULTI_FAMILY,8589,788038.9,117.36,21.15,137.56,2.9861,1,1,10825,1135,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-12-27
2023-01,DK,PL4,RESIDENTIAL_SINGLE_FAMILY,2797,167287.11,126.43,11.65,125.93,0.6383,0,0,10375,1186,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-16
2023-02,IE,RO40,MIXED_USE,4003,458462.32,135.66,23.52,148.81,0.9806,1,1,10155,756,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-19
2023-03,PL,SI163,INDUSTRIAL,5966,482617.34,133.89,15.52,143.19,2.1071,0,0,4793,1789,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-11
2023-04,AT,AT463,PUBLIC,993,130713.76,111.92,15.69,142.07,0.6076,1,0,84,1395,ZONING_PLAN_B,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-12
2023-05,EE,DK531,COMMERCIAL,4365,282820.91,133.07,30.82,128.58,3.0811,1,0,2636,570,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-13
2023-06,IT,LU955,RESIDENTIAL_MULTI_FAMILY,8225,486497.99,124.18,16.87,148.14,2.917,0,0,8335,523,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-06
2023-07,PT,HU2,RESIDENTIAL_SINGLE_FAMILY,6665,418426.46,120.68,11.57,144.32,2.0859,1,0,8368,1161,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-18
2023-08,BE,RO30,MIXED_USE,657,80165.42,142.34,9.21,105.88,3.0909,0,0,904,1722,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-04
2023-09,FI,RO2,INDUSTRIAL,2737,275209.5,125.05,9.29,107.08,1.6105,1,0,9907,1452,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-01
2023-10,LV,NL33,PUBLIC,3948,311282.39,116.48,37.32,121.31,1.2971,0,1,2467,236,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-02
2023-11,RO,LU1,COMMERCIAL,5635,486291.96,136.2,17.61,106.11,0.4955,1,0,12389,794,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-10
2023-12,BG,HR32,RESIDENTIAL_MULTI_FAMILY,1754,251199.29,134.14,34.85,137.22,1.48,1,0,7350,724,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-02
2024-01,FR,IT76,RESIDENTIAL_SINGLE_FAMILY,1221,129995.33,120.73,17.94,147.19,0.8008,0,0,9465,223,FLOODPLAIN_CONTROL,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-02
2024-02,LT,PT671,MIXED_USE,1814,154933.33,118.75,22.09,141.82,0.3106,1,1,14212,1153,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-03-08
2024-03,SK,AT58,INDUSTRIAL,1785,165449.34,150.88,28.92,124.74,1.3133,1,1,6797,712,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-20
2024-04,HR,GR254,PUBLIC,4102,251058.01,138.51,35.99,118.36,2.5968,1,0,799,106,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-08
2024-05,DE,DE819,COMMERCIAL,4564,435874.95,110.26,22.91,114.93,0.3413,1,0,8069,1401,FAST_TRACK,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-09-20
2024-06,LU,DK51,RESIDENTIAL_MULTI_FAMILY,4151,338152.9,118.25,23.72,150.84,0.6545,1,0,12978,1783,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-26
2024-07,SI,LU59,RESIDENTIAL_SINGLE_FAMILY,5169,598049.49,112.01,15.92,138.01,1.261,0,0,628,1184,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-12-04
2024-08,CY,MT232,MIXED_USE,3159,332388.08,110.89,11.77,161.03,2.824,1,0,10918,194,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-19
2024-09,GR,ES2,INDUSTRIAL,5678,675926.07,111.43,16.98,137.59,2.9891,0,0,4031,146,COASTAL_CONTROL,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-23
2024-10,MT,LV66,PUBLIC,294,29785.67,143.04,23.45,132.52,0.2553,0,0,2894,63,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-25
2024-11,ES,PT17,COMMERCIAL,3720,509551.32,118.35,20.03,135.12,1.0158,0,0,1775,2304,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-26
2024-12,CZ,EE601,RESIDENTIAL_MULTI_FAMILY,3127,244540.15,130.73,15.91,132.52,0.7211,0,0,1396,815,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-18
2025-01,HU,AT83,RESIDENTIAL_SINGLE_FAMILY,5350,608193.41,151.47,32.28,154.92,1.7516,0,1,11752,1586,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-25
2025-02,NL,SE3,MIXED_USE,2836,343979.1,125.31,21.74,134.05,2.2008,0,1,14743,1290,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-24
2025-03,SE,FI207,INDUSTRIAL,489,47543.73,137.18,23.73,130.75,1.6364,0,1,9650,1025,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-07
2025-04,DK,LT5,PUBLIC,3486,374768.52,145.13,14.86,141.78,0.3657,1,0,10550,1558,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-16
2025-05,IE,CZ4,COMMERCIAL,103,7896.3,128.52,24.82,163.44,0.4587,0,0,12860,1182,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-23
2025-06,PL,MT109,RESIDENTIAL_MULTI_FAMILY,5160,755996.14,143.12,29.1,106.08,2.2649,1,0,11841,2044,URBAN_REGEN,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-02-07
2025-07,AT,SK9,RESIDENTIAL_SINGLE_FAMILY,740,36265.55,110.92,23.27,127.26,2.923,0,0,11922,722,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-11-27
2025-08,EE,SE90,MIXED_USE,4756,352761.59,140.53,15.83,164.39,0.7262,1,0,1777,1224,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-18
2025-09,IT,SI88,INDUSTRIAL,2036,155836.44,130.47,22.15,145.32,0.5616,0,1,12383,1086,ZONING_PLAN_A,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-08
2025-10,PT,GR828,PUBLIC,1151,109557.58,122.74,11.16,125.52,1.2055,1,1,4867,1569,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-11
2025-11,BE,CY5,COMMERCIAL,5441,307577.81,139.67,15.57,126.22,0.991,0,1,3593,1144,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-19
2025-12,FI,SK4,RESIDENTIAL_MULTI_FAMILY,6615,780234.64,120.22,19.11,133.68,1.052,1,1,8404,166,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-26
2026-01,LV,IE89,RESIDENTIAL_SINGLE_FAMILY,7611,666824.64,134.62,25.5,153.28,1.0989,0,1,923,318,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-06
2026-02,RO,NL970,MIXED_USE,4376,303963.41,145.91,22.57,131.93,1.6564,0,1,7305,850,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-17
