civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_ncoial_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2020,TN-CA1736,31.32,2.82,6.82,1.53,4.79,3.7,MONTHLY,22.6,37.39,4.03,63.4,4.26,87.5,9.29,11.52,13.76,68.15,29.78
2024,BR-CA1524,19.66,7.64,6.17,15.98,4.92,5.83,MONTHLY,51.1,27.39,7.92,50.82,4.07,84.5,6.33,21.66,13.52,96.68,17.35
2020,AN-CA1941,33.58,10.8,3.24,13.47,22.09,1.55,3X_WEEK,28.7,52.18,8.19,71.06,4.09,62.9,4.96,26.82,4.3,65.02,28.92
2014,TN-CA1614,25.0,10.43,14.65,12.43,6.19,1.8,RARE,39.4,22.26,5.45,58.49,4.44,52.0,8.76,8.61,7.29,55.29,32.66
2020,HP-CA1936,4.52,18.11,9.87,1.82,33.02,1.08,DAILY,60.7,5.61,3.54,35.86,4.35,44.2,5.7,17.3,10.35,93.84,13.63
2023,OD-CA0200,12.05,16.06,1.96,11.87,20.82,1.09,DAILY,84.6,7.45,8.74,72.65,4.21,65.0,7.16,7.8,2.55,64.61,3.64
2020,UK-CA1770,15.1,19.83,1.9,16.58,9.24,3.41,RARE,36.9,51.98,0.69,72.63,3.76,42.4,6.83,25.16,1.12,61.25,10.67
2022,DD-CA0266,22.12,11.84,6.12,15.36,16.77,2.03,DAILY,47.9,37.62,9.68,71.41,5.53,59.1,5.35,5.19,4.23,92.96,39.22
2021,AN-CA0326,8.85,21.95,15.54,12.88,31.4,3.78,WEEKLY,54.5,15.11,10.4,25.75,3.78,44.5,8.27,15.95,13.86,51.52,12.29
2021,MP-CA1659,23.28,19.58,5.48,5.37,12.42,4.59,RARE,62.7,44.5,9.92,25.08,6.86,30.6,8.84,21.75,9.81,88.25,15.81
2014,DD-CA0327,32.92,11.32,13.16,15.05,17.32,5.78,DAILY,31.3,54.0,11.49,74.4,6.29,83.9,5.29,7.22,2.28,77.48,39.71
2022,SK-CA0652,23.82,18.15,5.23,11.69,6.26,7.1,3X_WEEK,60.3,8.87,9.31,53.43,7.36,59.6,6.84,8.16,3.82,88.0,25.92
2016,CG-CA0513,6.11,2.59,16.23,2.65,10.78,1.86,MONTHLY,52.9,49.49,3.64,47.23,8.6,49.9,7.62,9.89,10.32,49.95,39.24
2014,GJ-CA1586,21.55,9.63,2.1,18.35,24.52,8.78,WEEKLY,53.0,51.06,9.72,60.9,3.94,55.4,6.75,7.51,11.12,37.29,14.29
2015,PY-CA0484,31.52,4.27,1.45,13.74,18.82,6.68,WEEKLY,68.2,54.94,8.0,55.83,6.31,67.4,5.66,27.26,13.85,42.13,33.66
2018,DD-CA0488,24.79,16.18,12.87,1.11,21.95,7.46,WEEKLY,42.8,30.31,5.01,50.31,8.36,53.5,5.07,22.28,10.45,60.17,32.12
2019,PB-CA0168,12.54,10.14,15.75,19.15,27.51,7.14,RARE,88.3,9.79,7.45,33.58,5.36,39.4,3.89,25.74,3.47,95.76,2.62
2019,KL-CA1861,36.21,11.38,14.3,3.9,26.88,0.86,MONTHLY,88.3,45.63,10.76,50.0,7.16,89.8,8.52,11.4,8.58,59.07,33.06
2020,JK-CA1199,37.03,14.08,5.11,2.83,32.68,5.4,3X_WEEK,90.2,51.64,6.08,45.08,8.26,40.0,5.46,23.84,6.06,49.52,6.85
2014,MP-CA0778,16.41,5.99,8.36,9.03,11.52,5.29,WEEKLY,43.4,51.94,8.87,26.37,8.66,67.4,6.36,6.73,8.48,71.27,6.21
2017,AS-CA1622,37.48,10.12,8.07,16.21,25.5,5.69,MONTHLY,92.8,17.46,3.92,30.37,3.34,65.1,3.66,14.69,2.27,79.07,8.49
2018,ML-CA0399,28.65,3.51,14.3,13.56,17.68,1.35,3X_WEEK,43.0,47.28,1.31,72.03,2.16,34.7,4.31,4.24,13.41,58.17,33.64
2023,WB-CA0958,27.55,8.28,4.45,4.97,16.89,8.61,RARE,69.7,42.19,11.97,49.6,4.78,67.0,6.0,23.36,1.33,86.98,19.93
2017,AP-CA1589,27.29,8.24,4.91,14.13,30.58,2.3,WEEKLY,72.0,45.43,8.12,49.15,4.22,71.1,9.18,9.24,1.16,81.65,27.61
2019,JH-CA0476,7.26,14.56,9.77,15.85,5.72,9.99,MONTHLY,54.0,18.0,5.65,36.03,6.51,77.7,4.08,9.12,1.33,62.63,5.72
2014,PY-CA1342,34.82,12.92,4.28,3.57,22.65,6.0,RARE,41.9,49.4,8.63,32.66,2.66,62.8,8.57,13.27,14.16,35.48,10.02
2018,DN-CA1201,30.66,4.96,8.76,4.78,20.46,4.82,3X_WEEK,46.3,52.18,11.58,68.04,8.57,53.9,5.42,19.9,9.11,81.12,29.02
2020,AP-CA1321,23.15,13.54,14.55,10.63,10.42,9.11,MONTHLY,54.4,43.31,0.68,45.02,4.43,30.3,5.24,26.78,14.03,93.59,38.46
2020,GA-CA1781,16.36,12.02,11.85,10.09,16.59,8.16,DAILY,33.1,24.66,7.49,60.52,2.36,29.2,4.67,12.53,6.08,43.77,30.38
2016,MN-CA0736,15.28,8.91,7.31,6.74,5.79,3.62,MONTHLY,76.2,45.49,8.13,72.7,6.11,31.6,7.87,4.16,7.75,87.25,6.83
2015,UP-CA0580,21.86,11.89,11.83,9.15,12.6,7.79,RARE,52.2,29.74,3.5,38.52,6.82,40.3,9.2,7.42,8.63,84.1,23.99
2014,AP-CA0454,24.15,3.98,8.82,15.34,18.01,8.66,3X_WEEK,43.9,40.48,2.16,68.59,7.95,20.4,6.99,12.65,4.06,36.96,5.5
2025,MH-CA1009,20.12,9.94,5.08,3.63,26.99,0.38,WEEKLY,32.6,12.91,11.9,33.96,6.59,62.4,3.2,20.66,11.7,39.38,26.68
2021,AN-CA1639,21.71,11.07,6.08,10.14,34.74,9.81,RARE,86.7,8.95,0.62,31.98,6.55,72.4,3.51,18.41,7.31,73.93,5.48
2021,CG-CA0120,28.8,5.42,15.29,2.21,3.17,7.99,RARE,59.1,20.47,2.29,71.14,4.98,44.0,3.17,16.17,1.18,71.31,23.12
2022,OD-CA1766,17.6,12.63,8.45,9.73,20.49,8.97,RARE,36.6,53.98,1.3,68.61,4.98,38.2,7.03,18.55,12.65,36.15,24.89
2023,KA-CA0678,32.92,16.3,5.16,12.85,17.8,5.8,WEEKLY,37.0,9.47,5.41,48.98,2.07,25.7,9.24,17.66,13.19,65.27,30.48
2017,MH-CA0473,24.61,16.02,6.62,11.8,22.69,5.22,MONTHLY,91.7,37.12,1.51,68.13,3.79,45.4,7.78,21.65,8.27,36.09,9.9
2021,MH-CA0400,13.73,16.48,2.24,19.45,19.13,6.95,MONTHLY,70.9,52.61,5.44,30.23,2.35,69.5,7.49,7.0,6.82,43.42,31.82
2023,UK-CA1481,31.53,17.22,15.81,7.29,34.52,4.96,DAILY,34.3,6.21,2.22,51.14,2.76,56.7,5.47,17.59,11.43,71.89,30.12
2019,PY-CA0667,37.1,8.72,8.88,8.89,34.48,7.89,WEEKLY,39.0,15.67,10.52,49.33,2.77,27.1,5.99,17.38,5.28,81.44,14.29
2021,LA-CA0372,4.52,10.67,1.63,15.2,15.35,3.1,3X_WEEK,27.8,13.61,9.86,59.74,4.03,47.1,5.13,4.9,1.15,76.27,34.27
2022,AR-CA0379,7.56,4.78,5.08,1.92,5.34,3.13,WEEKLY,31.2,21.76,7.64,54.91,3.72,32.2,3.45,26.76,2.68,50.17,35.17
2024,KA-CA0886,23.59,10.64,16.04,1.72,7.41,6.35,DAILY,42.1,15.61,7.45,50.35,5.55,74.4,3.8,16.65,14.2,62.7,10.9
2019,MP-CA0254,8.55,19.92,1.81,2.61,9.56,8.69,DAILY,84.9,32.47,4.2,47.86,7.6,62.7,7.76,6.6,6.28,62.58,11.81
2022,MP-CA1604,10.38,7.69,11.27,15.66,9.35,0.49,WEEKLY,20.6,16.26,3.3,74.14,5.41,91.8,5.85,26.58,3.62,48.91,35.78
2020,OD-CA1585,33.19,14.8,16.53,4.0,17.17,9.67,MONTHLY,43.5,38.37,2.94,35.25,2.1,85.8,6.71,4.97,7.38,53.8,36.84
2024,KL-CA1898,32.41,2.03,8.55,12.31,16.7,6.06,DAILY,66.7,9.45,11.36,42.08,7.22,63.8,5.6,16.89,3.77,89.11,35.7
2021,WB-CA0408,4.0,20.11,8.69,3.09,12.22,5.07,3X_WEEK,31.9,14.14,11.83,57.82,4.15,24.4,9.3,6.12,3.55,41.02,15.48
2022,AS-CA0023,20.1,3.74,6.17,14.07,16.25,7.24,DAILY,49.9,46.25,4.14,72.18,4.79,44.3,9.11,16.66,13.97,58.03,10.0
2015,NL-CA1153,23.4,19.87,6.45,3.06,16.65,0.88,MONTHLY,73.5,37.99,5.89,60.93,6.45,86.3,8.62,17.24,8.2,90.38,24.44
2018,MH-CA0235,5.58,17.37,8.3,16.89,26.08,7.47,RARE,28.7,27.59,11.93,56.91,4.81,68.7,8.3,24.48,5.55,37.75,29.41
2014,JK-CA0328,31.03,3.95,6.68,3.41,17.97,2.58,DAILY,50.4,53.79,5.34,54.21,2.65,43.9,4.96,12.68,13.64,35.12,4.39
2025,AP-CA1579,5.37,17.31,17.53,17.12,33.58,6.47,DAILY,66.2,54.22,4.56,48.89,2.75,53.5,8.59,18.61,9.04,54.18,3.28
2017,JH-CA1581,16.78,20.71,5.12,1.76,33.75,7.03,WEEKLY,37.8,26.55,11.15,44.79,6.74,27.0,5.24,10.94,4.65,60.16,37.17
2025,CH-CA1574,8.07,18.57,8.34,19.19,6.04,3.94,WEEKLY,54.1,38.43,0.79,65.64,4.46,90.4,4.57,10.54,10.46,94.77,26.09
2024,AR-CA0807,37.58,4.25,2.47,13.49,6.92,1.18,WEEKLY,55.7,53.06,8.04,32.83,5.07,63.8,7.96,23.27,6.24,71.9,18.05
2021,UK-CA0701,15.64,16.4,5.33,19.69,15.96,0.91,DAILY,51.8,11.79,11.74,64.65,7.59,20.8,4.2,12.96,11.72,74.38,15.37
2025,MZ-CA1992,29.9,17.0,7.67,7.34,16.97,2.65,MONTHLY,47.1,40.01,9.75,30.19,2.1,34.8,5.19,16.22,10.45,77.8,35.66
2022,AP-CA0491,21.01,4.93,5.8,13.38,11.28,7.96,RARE,36.2,42.11,0.76,38.53,3.45,87.9,6.75,12.54,7.97,96.96,15.67
2024,BR-CA0895,7.93,9.46,17.14,3.96,22.52,5.37,WEEKLY,93.8,6.45,7.67,33.71,3.58,84.6,6.24,26.38,2.58,40.73,14.16
2025,KL-CA1120,22.21,12.16,8.87,14.86,8.94,3.9,MONTHLY,52.1,24.59,3.07,29.77,2.26,85.4,7.95,21.89,10.32,51.25,2.24
2017,MN-CA0448,33.41,20.27,6.29,16.28,16.2,3.18,WEEKLY,77.0,22.2,2.61,51.95,6.35,68.9,5.46,16.9,9.98,66.66,13.46
2021,TR-CA0417,9.55,18.83,3.69,5.24,8.42,2.9,WEEKLY,54.4,53.5,0.52,54.62,2.49,83.8,5.55,21.49,14.13,59.18,19.1
2025,AN-CA1821,7.7,10.77,16.19,12.24,10.39,2.23,DAILY,25.8,8.9,6.33,34.75,3.74,73.4,3.93,15.83,4.01,79.48,29.68
2025,AN-CA0237,27.02,13.72,9.08,11.72,17.71,5.3,DAILY,33.7,19.61,9.82,31.92,6.16,28.8,7.73,17.76,12.29,46.11,6.62
2014,LA-CA0256,36.09,13.95,16.69,4.71,31.13,8.82,DAILY,73.8,52.7,7.0,45.25,4.86,33.4,8.35,16.9,1.33,58.41,33.3
2025,AP-CA0403,26.29,13.35,3.14,8.58,15.27,3.92,WEEKLY,31.5,46.67,1.62,71.08,4.2,82.9,8.45,4.23,7.13,55.07,28.68
2014,OD-CA0634,13.94,3.55,6.41,8.98,12.67,6.79,WEEKLY,66.1,27.37,2.39,39.87,2.02,59.9,5.42,17.61,7.32,61.41,29.88
2016,MN-CA1228,23.21,10.88,11.14,15.02,18.55,1.42,WEEKLY,53.4,38.28,10.16,68.12,5.34,74.8,6.27,10.28,11.58,49.44,22.38
2025,RJ-CA1442,11.04,5.97,11.48,7.13,32.47,6.31,MONTHLY,76.6,24.0,7.37,37.11,6.86,66.4,3.54,16.65,10.29,91.61,32.04
2025,TR-CA1637,7.85,18.59,7.13,12.76,9.23,8.81,3X_WEEK,65.3,19.82,7.94,58.67,2.93,28.4,7.92,9.06,12.71,80.9,16.98
2020,LA-CA0023,8.71,9.38,4.96,16.26,22.15,7.17,RARE,57.2,10.69,9.26,55.49,6.16,38.8,6.67,25.68,5.85,71.16,6.78
2023,PY-CA0704,4.53,12.07,5.95,5.33,18.71,3.02,WEEKLY,57.5,18.71,2.91,55.23,5.44,59.2,8.05,22.76,13.35,37.73,23.64
2025,GA-CA1324,36.07,6.71,1.69,5.58,22.55,6.11,WEEKLY,49.7,34.82,11.53,55.69,3.99,74.7,4.24,25.88,10.48,96.74,21.2
2025,OD-CA0410,9.01,15.97,12.76,2.62,8.93,9.82,DAILY,75.8,28.76,11.46,54.24,2.66,62.5,9.16,12.33,10.59,49.89,12.02
2019,LA-CA1100,10.85,15.96,10.39,7.56,8.11,7.35,RARE,59.9,29.61,8.94,74.0,7.29,77.0,6.6,18.05,7.05,62.19,19.39
2022,DL-CA1569,37.09,6.18,4.09,6.12,28.74,0.57,WEEKLY,28.4,44.99,7.93,54.49,4.69,26.1,3.88,8.64,10.56,38.56,9.9
2016,NL-CA1738,25.48,5.12,4.35,4.93,32.04,7.01,MONTHLY,37.3,52.75,6.1,54.18,6.3,67.8,6.7,13.56,3.46,64.28,25.31
2024,DD-CA1777,23.36,3.84,4.73,13.57,25.7,2.64,WEEKLY,78.4,34.41,6.71,67.57,8.5,63.0,4.96,9.36,4.88,58.23,35.59
2020,PY-CA0764,34.73,19.16,9.57,6.02,18.16,9.66,MONTHLY,39.9,33.57,1.1,40.57,8.16,73.6,8.95,13.61,12.81,76.66,34.62
2022,AS-CA1942,28.58,19.44,11.12,9.01,7.71,0.28,DAILY,38.6,23.43,4.2,69.91,3.58,72.2,4.23,25.32,3.03,94.93,16.13
2020,HR-CA0510,26.56,15.12,11.8,10.31,32.98,4.74,RARE,69.5,38.31,7.9,57.45,3.64,24.1,9.15,13.86,7.86,64.27,18.69
2022,AR-CA1009,27.37,9.36,4.68,1.38,17.76,3.02,MONTHLY,65.7,14.04,9.29,50.35,4.24,51.4,4.6,21.9,10.71,48.45,7.73
2015,ML-CA0867,10.28,5.5,3.83,6.94,20.25,8.67,DAILY,91.2,47.2,3.21,48.47,2.92,67.1,3.16,12.77,9.47,81.71,38.23
2023,CH-CA1348,14.43,14.8,13.62,15.66,6.2,7.72,RARE,29.1,37.24,9.2,69.34,2.21,83.5,6.14,24.51,6.76,48.12,20.5
2020,DN-CA0374,35.71,13.32,10.67,5.57,27.35,2.52,3X_WEEK,59.2,14.91,6.5,56.37,7.39,76.1,6.6,20.3,13.64,76.24,13.26
2014,CG-CA1582,15.51,13.77,1.74,9.77,17.87,6.33,MONTHLY,64.0,8.58,10.14,51.43,2.51,79.1,6.84,24.28,13.05,87.22,39.65
2015,MN-CA0117,4.64,21.87,13.85,7.54,4.41,5.95,3X_WEEK,71.5,37.6,2.35,25.34,2.54,58.7,8.85,11.59,2.71,64.3,7.28
2016,MP-CA0215,31.54,3.69,12.09,6.52,26.02,6.96,DAILY,92.7,17.82,4.08,38.78,2.91,85.2,6.93,16.73,14.09,68.71,30.43
2020,UP-CA0621,32.32,15.68,5.51,3.72,3.26,7.72,DAILY,91.1,52.65,0.95,73.23,7.0,40.3,8.27,22.49,8.08,45.73,35.88
2017,MP-CA1125,9.81,11.2,11.91,8.29,29.22,7.73,RARE,90.0,7.0,9.99,48.26,4.75,53.5,9.28,24.87,3.57,37.25,3.55
2014,ML-CA0570,25.16,17.8,4.64,14.6,11.84,0.92,RARE,35.2,11.57,7.75,50.03,3.44,32.9,4.54,19.96,13.64,52.54,8.96
2022,AP-CA0404,14.78,10.17,7.86,17.65,17.09,6.93,WEEKLY,32.2,12.39,5.39,30.39,7.23,59.0,6.75,12.38,7.72,48.05,23.27
2014,JK-CA1654,9.43,12.09,3.01,9.27,13.34,8.19,DAILY,36.2,9.79,5.51,56.56,5.62,25.5,3.82,21.68,10.89,96.33,17.21
2024,ML-CA0768,18.56,11.36,11.5,7.69,20.0,5.99,DAILY,21.9,29.66,7.44,32.74,3.35,81.2,3.68,5.57,14.03,56.61,6.65
2019,PY-CA1014,34.07,2.3,6.82,17.25,14.9,8.19,DAILY,26.7,15.38,6.72,65.75,3.0,76.3,8.96,4.34,3.81,42.55,6.68
2022,TN-CA0841,4.44,3.38,6.42,1.41,32.27,8.66,WEEKLY,42.5,17.32,1.21,45.47,7.46,84.7,6.22,19.36,3.66,44.19,3.03
2016,BR-CA0600,14.61,15.99,15.26,12.17,18.5,2.54,MONTHLY,46.0,39.48,8.93,63.37,3.21,83.6,4.44,8.32,4.2,79.36,2.83
2024,KL-CA1105,37.07,18.73,3.34,2.27,22.95,6.59,MONTHLY,50.9,11.24,3.63,49.41,5.76,24.7,5.65,6.29,1.01,56.89,32.3
2023,SK-CA0350,26.83,5.54,11.98,13.4,30.47,9.85,MONTHLY,65.2,34.26,5.51,25.17,4.72,64.7,7.2,5.4,2.12,70.78,2.39
2025,HR-CA0166,19.07,9.15,5.95,16.86,17.7,2.77,DAILY,79.8,19.49,1.34,47.52,7.96,20.9,4.07,16.09,9.3,46.46,26.55
2014,AR-CA1748,34.2,18.72,4.52,12.43,27.69,1.61,3X_WEEK,23.8,16.44,11.31,50.2,5.79,71.6,4.25,15.97,6.76,61.69,38.33
2015,GA-CA0465,32.49,6.8,16.94,12.37,8.14,1.73,3X_WEEK,35.8,17.6,11.26,60.9,8.39,48.6,5.31,24.13,6.97,38.89,6.56
2025,DN-CA0318,16.28,10.06,4.5,19.82,6.77,6.32,RARE,61.7,8.38,8.4,59.33,8.05,87.4,9.16,11.08,2.08,39.84,12.92
2019,RJ-CA0258,23.33,7.08,14.87,6.04,24.0,4.19,MONTHLY,64.2,5.6,0.57,50.18,5.39,31.6,8.65,13.54,3.6,53.35,5.3
2024,SK-CA0116,19.35,9.63,9.06,6.77,20.43,2.07,DAILY,41.7,6.3,1.91,29.54,8.51,77.3,8.99,25.14,12.35,84.5,22.57
2017,GA-CA1243,30.36,4.51,10.84,12.6,30.64,7.49,WEEKLY,37.9,33.39,10.06,47.33,6.59,56.5,8.85,16.4,3.79,45.55,33.51
2015,LD-CA1151,11.49,6.64,15.3,1.96,3.73,4.47,MONTHLY,25.3,29.78,3.03,47.7,2.11,51.1,4.8,26.9,10.27,36.95,23.77
2023,CG-CA1661,9.59,11.8,15.77,11.96,28.71,8.46,MONTHLY,30.3,40.47,2.18,49.52,5.63,54.2,4.94,26.35,6.51,80.26,18.21
2017,TS-CA1475,25.08,8.38,14.89,17.65,22.16,8.97,WEEKLY,42.2,22.64,1.26,43.6,7.65,36.3,7.79,19.18,2.38,64.33,7.57
2018,LA-CA1484,12.82,18.47,14.54,17.26,10.66,7.06,WEEKLY,71.1,16.61,1.39,39.94,4.8,81.7,8.96,12.25,13.42,93.4,29.8
2016,MZ-CA0583,19.35,19.6,14.31,18.18,19.67,1.23,RARE,32.6,20.9,2.75,68.61,5.48,24.5,6.55,13.11,10.76,37.89,28.1
2019,OD-CA1436,20.89,19.15,13.87,7.04,32.57,5.57,WEEKLY,81.6,33.72,10.42,63.81,7.79,75.3,5.18,26.28,9.96,38.6,35.79
2021,MP-CA0886,18.17,12.01,8.16,15.27,4.66,7.3,RARE,75.6,6.3,2.15,43.74,5.73,29.8,8.62,25.42,1.35,47.67,23.18
2023,GJ-CA1962,34.14,12.66,13.19,11.79,30.15,9.42,WEEKLY,23.6,48.35,7.81,73.19,7.21,91.7,6.26,21.2,8.82,52.17,13.77
2017,LD-CA1002,36.03,14.49,16.67,16.07,12.15,2.28,DAILY,70.0,48.61,5.24,32.17,7.3,18.6,4.61,18.37,8.86,41.36,39.12
2023,UK-CA1168,28.59,9.86,7.95,5.6,33.36,5.14,3X_WEEK,23.8,12.08,1.99,52.38,4.72,51.1,7.47,24.18,12.87,84.63,27.42
2014,GJ-CA1730,31.32,15.5,12.32,19.07,13.75,4.48,RARE,73.8,15.17,7.71,74.67,8.5,38.1,4.64,6.66,4.93,70.5,39.81
2014,BR-CA1153,37.31,18.75,14.06,15.29,10.45,0.97,DAILY,89.6,24.06,4.37,30.69,4.59,78.2,6.75,27.33,13.2,55.36,34.27
2023,JK-CA1562,8.35,3.1,8.97,10.8,33.36,6.79,MONTHLY,47.9,24.95,6.34,49.81,8.41,34.5,5.9,14.65,11.89,63.56,17.6
2025,DD-CA1267,29.84,17.1,3.96,10.04,7.82,1.23,WEEKLY,62.6,40.34,8.26,73.32,6.48,68.7,8.45,25.89,7.11,64.08,30.09
2021,KL-CA0972,26.0,10.63,4.46,15.85,27.66,2.81,MONTHLY,70.0,17.75,9.48,26.46,8.0,58.2,4.26,18.2,10.67,80.82,38.11
2014,GA-CA0595,35.37,3.77,8.46,9.7,7.16,9.76,RARE,68.3,27.5,1.8,55.04,2.7,67.4,6.54,16.45,3.12,42.34,34.61
2014,RJ-CA1610,35.03,10.48,8.22,3.39,14.55,1.15,WEEKLY,93.1,14.05,4.89,59.54,4.79,77.7,3.09,25.49,3.67,42.7,22.83
2014,WB-CA0982,25.6,7.48,14.18,3.04,26.09,9.93,DAILY,45.3,22.74,1.34,58.83,6.48,20.3,6.96,14.85,9.01,75.64,28.05
2023,KL-CA0993,10.28,4.68,11.55,19.47,20.51,1.84,WEEKLY,60.0,10.38,11.39,32.56,2.32,49.3,5.23,6.09,11.21,83.08,12.39
2020,TR-CA0715,17.68,16.83,9.87,17.65,32.04,0.89,RARE,42.2,8.08,1.13,62.08,4.32,44.9,9.27,22.63,6.73,39.99,27.71
2022,LD-CA1557,25.52,9.48,16.03,9.28,31.99,4.04,DAILY,72.5,10.68,7.14,40.74,6.69,77.3,8.72,22.5,3.54,65.9,10.79
2019,AN-CA1122,34.62,20.04,13.11,13.36,16.42,6.8,RARE,72.3,50.57,11.28,49.77,4.61,66.4,8.15,23.83,1.67,88.12,2.53
2023,LD-CA1908,30.9,2.96,9.1,1.55,17.99,0.47,MONTHLY,85.8,9.52,8.82,43.68,4.02,28.7,4.8,14.29,11.24,69.14,15.01
2025,ML-CA1997,14.24,6.38,11.53,8.28,27.94,5.3,RARE,67.1,11.91,2.84,74.02,6.1,83.5,4.84,12.07,1.29,90.81,7.56
2015,KA-CA1345,23.58,15.79,11.7,16.81,27.26,7.6,MONTHLY,26.3,35.44,7.89,64.9,8.5,39.9,5.31,25.67,8.88,78.19,13.27
2014,JK-CA1645,8.62,16.0,10.25,11.77,3.54,4.52,RARE,80.1,6.32,11.43,37.0,6.48,64.2,7.04,5.08,11.98,91.39,28.18
2016,DL-CA0200,6.88,19.16,5.84,19.56,20.85,5.33,WEEKLY,77.3,34.5,9.07,42.18,7.05,67.2,9.05,20.14,4.01,58.77,26.89
2020,UP-CA1588,17.67,11.81,6.69,11.31,34.29,2.81,RARE,41.7,27.03,1.37,49.72,2.26,56.4,6.66,19.4,13.53,56.69,31.81
2023,TN-CA1887,12.89,4.76,3.65,13.25,22.51,3.25,RARE,51.2,19.11,2.68,33.23,5.09,76.5,8.03,27.82,14.07,68.15,5.31
2022,AP-CA0242,34.61,11.16,14.52,12.61,25.14,9.39,MONTHLY,52.7,23.75,3.83,64.64,3.21,88.8,9.29,13.04,13.32,47.78,29.97
2023,JK-CA0148,31.49,21.07,10.31,8.69,5.51,6.84,MONTHLY,41.3,39.29,3.67,62.53,7.71,36.8,8.95,14.79,1.96,83.38,4.65
2018,NL-CA1138,36.09,14.59,16.07,6.07,10.15,1.08,MONTHLY,30.8,40.66,3.76,73.9,5.83,35.4,6.58,11.81,8.43,77.42,34.94
2024,OD-CA0767,18.46,15.57,2.32,18.57,19.71,2.77,WEEKLY,53.1,48.22,6.61,50.83,5.56,48.4,6.94,18.28,4.82,53.54,29.8
2020,WB-CA0355,30.86,11.47,13.76,16.81,33.94,5.52,MONTHLY,26.4,43.7,9.03,30.98,4.54,73.9,8.45,27.37,9.4,39.35,6.01
2014,HP-CA0072,34.23,9.3,11.12,6.72,30.46,3.82,MONTHLY,68.5,38.55,8.6,48.63,5.93,21.4,3.75,17.69,13.91,96.5,3.31
2022,TR-CA1882,10.0,12.33,12.45,13.54,5.44,7.1,DAILY,47.3,22.98,11.23,69.02,4.17,40.6,3.77,6.54,1.9,44.63,4.32
2023,MH-CA1621,23.0,11.69,3.75,17.93,12.12,8.09,3X_WEEK,70.1,27.54,3.44,57.57,8.33,77.9,7.61,10.64,10.61,84.06,4.63
2022,KL-CA0456,5.29,3.14,8.84,8.64,25.52,9.19,3X_WEEK,72.1,42.9,6.91,40.82,5.3,30.5,5.63,20.71,5.6,59.21,35.1
2018,MN-CA0923,4.83,2.55,13.55,19.09,32.84,0.4,DAILY,52.2,24.88,2.35,56.56,3.02,61.7,7.79,11.61,3.99,46.6,13.0
2016,WB-CA1545,21.45,17.21,5.98,11.88,21.92,1.84,DAILY,60.9,8.83,6.64,74.7,4.73,41.2,4.31,23.13,6.89,84.36,36.81
2016,UK-CA1620,33.0,6.34,10.24,12.46,8.31,7.52,MONTHLY,24.0,41.69,3.6,32.3,3.27,49.8,5.91,15.37,7.08,77.08,7.6
2023,DN-CA0953,14.94,4.24,17.06,3.23,34.63,2.72,MONTHLY,47.6,51.43,8.1,50.9,6.39,24.0,3.42,26.55,8.81,82.61,36.7
2024,DD-CA1595,14.91,6.27,13.22,3.19,30.69,7.05,RARE,65.3,33.23,5.77,31.51,6.36,42.8,8.14,15.43,8.81,85.35,14.16
2015,WB-CA1232,35.86,9.34,11.83,3.72,13.69,5.25,MONTHLY,42.9,9.7,3.43,42.83,7.37,18.6,9.18,7.27,8.37,92.79,19.51
2015,LD-CA1625,16.38,8.47,6.73,14.73,30.31,6.61,MONTHLY,83.3,21.6,7.38,28.21,2.02,25.0,8.77,9.69,3.98,75.64,4.92
2020,PB-CA0133,27.14,8.86,10.66,19.41,34.84,2.61,MONTHLY,38.1,30.23,1.3,73.35,3.67,70.9,7.45,5.57,5.72,65.51,30.79
2024,PB-CA0816,31.49,16.59,7.18,16.82,26.36,3.25,MONTHLY,51.4,16.01,0.81,30.27,2.84,45.0,3.95,21.31,10.57,50.3,13.04
2020,NL-CA1781,15.86,8.01,1.49,6.24,5.08,7.31,DAILY,68.1,27.62,3.64,62.02,3.65,23.6,3.65,9.01,0.91,85.0,20.12
2014,CH-CA1108,37.15,8.0,16.32,16.37,17.98,0.7,RARE,30.4,44.8,10.04,25.16,4.14,46.3,6.87,8.14,3.75,96.89,30.82
2024,DN-CA1016,35.28,21.14,10.36,1.33,31.97,2.73,RARE,74.9,24.56,10.04,50.52,4.63,22.0,9.31,20.71,5.41,70.79,13.71
2024,HR-CA1695,10.32,16.27,13.36,7.69,28.92,7.08,WEEKLY,42.0,5.82,11.09,64.51,2.29,30.9,6.73,12.43,2.15,80.62,39.91
2016,GA-CA0263,25.54,11.73,9.69,9.38,29.84,6.98,MONTHLY,86.5,21.17,9.73,25.9,8.47,43.0,4.78,15.32,1.13,80.87,31.14
