gov_cohesion_programme_period_code,gov_cohesion_fund_code,gov_cohesion_programme_id,gov_cohesion_region_nuts_code,gov_cohesion_thematic_objective_code,gov_cohesion_priority_axis_code,gov_cohesion_allocated_eur,gov_cohesion_committed_eur,gov_cohesion_spent_eur,gov_cohesion_absorption_rate_pct,gov_cohesion_project_count,gov_cohesion_beneficiary_type_code,gov_cohesion_state_aid_flag,gov_cohesion_green_spending_share_pct,gov_cohesion_digital_spending_share_pct,gov_cohesion_urban_dimension_flag,gov_cohesion_audit_irregularities_eur,gov_cohesion_anti_fraud_cases_count,gov_cohesion_data_source,gov_cohesion_data_extract_date
2021_2027,ERDF,2021_2027_ERDF_PRG_028,HR70,TO1_RDI,PA_04,1692378100.3,1578324461.62,491577206.21,29.05,2368,REGIONAL_AUTHORITY,0,22.77,24.17,0,43406070.46,51,OLAF_CASES_DB,2025-08-02
2014_2020,ERDF,2014_2020_ERDF_PRG_029,DE5,TO1_RDI,PA_05,4137469529.14,2112328636.03,1474417027.35,35.64,1663,NGO,1,33.79,5.41,0,157432357.0,49,COHESION_OPEN_DATA,2024-06-30
2021_2027,ERDF,2021_2027_ERDF_PRG_030,DE512,TO1_RDI,PA_06,5409279546.57,4488867993.37,1241396754.39,22.95,1638,TRANSPORT_OPERATOR,0,19.49,40.12,0,72504421.73,6,MANAGING_AUTHORITY_REPORTING,2025-04-26
2014_2020,ERDF,2014_2020_ERDF_PRG_031,GR6,TO1_RDI,PA_07,3392413193.08,2752530798.88,1898403896.87,55.96,2229,MUNICIPALITY,0,57.06,16.47,0,2247052.98,29,ECA_AUDIT_SUMMARY,2024-05-01
2021_2027,ERDF,2021_2027_ERDF_PRG_032,DE305,TO1_RDI,PA_08,3644049152.0,3355963622.75,902953955.91,24.78,1891,UNIVERSITY,0,44.52,32.39,0,85263724.19,27,OLAF_CASES_DB,2025-02-12
2014_2020,ERDF,2014_2020_ERDF_PRG_033,FR121,TO1_RDI,PA_09,3680860569.23,2837256438.44,1799352428.89,48.88,1864,HEALTH_PROVIDER,0,22.25,10.78,0,12839436.49,50,COHESION_OPEN_DATA,2024-02-12
2021_2027,ERDF,2021_2027_ERDF_PRG_034,SE624,TO1_RDI,PA_10,9303456903.5,6393621441.87,2810225208.86,30.21,2292,OTHER,0,7.1,46.02,0,103577669.86,39,MANAGING_AUTHORITY_REPORTING,2024-07-08
2014_2020,ERDF,2014_2020_ERDF_PRG_035,FR616,TO1_RDI,PA_11,4401348613.25,2370349066.88,1915310078.49,43.52,1611,SME,0,13.72,18.37,0,98019432.33,26,ECA_AUDIT_SUMMARY,2024-09-30
2021_2027,ERDF,2021_2027_ERDF_PRG_036,ES68,TO1_RDI,PA_12,6762290213.94,2650522639.32,1173935019.59,17.36,1879,UTILITY,1,29.86,47.95,0,100246785.59,43,OLAF_CASES_DB,2025-11-30
2014_2020,ERDF,2014_2020_ERDF_PRG_037,LV34,TO1_RDI,PA_01,2045988617.25,932857845.79,502137282.24,24.54,1636,MINISTRY,0,32.39,44.39,0,87208747.82,52,COHESION_OPEN_DATA,2024-11-19
2021_2027,ERDF,2021_2027_ERDF_PRG_038,SK750,TO1_RDI,PA_02,7587355053.48,3119872786.85,635598019.67,8.38,1917,REGIONAL_AUTHORITY,0,38.06,42.87,0,124194978.34,54,MANAGING_AUTHORITY_REPORTING,2025-11-17
2014_2020,ERDF,2014_2020_ERDF_PRG_039,SE534,TO1_RDI,PA_03,4671822305.78,4587488350.2,4078786149.04,87.31,1487,NGO,1,29.32,9.8,0,40976898.05,1,ECA_AUDIT_SUMMARY,2024-11-16
2021_2027,ERDF,2021_2027_ERDF_PRG_040,EE963,TO1_RDI,PA_04,9133468616.17,9032339299.23,7704136884.16,84.35,1590,TRANSPORT_OPERATOR,1,10.85,38.64,0,89465732.8,32,OLAF_CASES_DB,2025-07-12
2014_2020,ERDF,2014_2020_ERDF_PRG_041,DE726,TO1_RDI,PA_05,7356927434.49,4368319105.85,3463253186.82,47.07,2211,MUNICIPALITY,0,24.67,7.36,0,44334713.32,21,COHESION_OPEN_DATA,2025-07-20
2021_2027,ERDF,2021_2027_ERDF_PRG_042,DK149,TO1_RDI,PA_06,9238188906.13,7631995521.32,7139207454.26,77.28,2232,UNIVERSITY,0,45.56,28.29,0,114268177.09,4,MANAGING_AUTHORITY_REPORTING,2024-09-17
2014_2020,ERDF,2014_2020_ERDF_PRG_043,LU4,TO1_RDI,PA_07,5586108188.1,4036102658.94,2566702838.07,45.95,2272,HEALTH_PROVIDER,0,40.07,41.84,0,117114429.82,28,ECA_AUDIT_SUMMARY,2025-01-23
2021_2027,ERDF,2021_2027_ERDF_PRG_044,CY303,TO1_RDI,PA_08,1373705841.36,1310339633.95,608565793.23,44.3,2046,OTHER,0,35.87,24.68,1,22114893.69,57,OLAF_CASES_DB,2024-10-18
2014_2020,ERDF,2014_2020_ERDF_PRG_045,HR23,TO1_RDI,PA_09,4241369243.55,3388071896.16,666085583.71,15.7,2352,SME,1,53.25,20.45,1,27984261.97,6,COHESION_OPEN_DATA,2024-06-28
2021_2027,ERDF,2021_2027_ERDF_PRG_046,PT381,TO1_RDI,PA_10,2403358721.76,1537874600.99,882938089.15,36.74,1631,UTILITY,0,35.5,19.75,1,7198439.96,22,MANAGING_AUTHORITY_REPORTING,2024-01-09
2014_2020,ERDF,2014_2020_ERDF_PRG_047,ES52,TO1_RDI,PA_11,5460184637.42,3072890894.61,964455529.45,17.66,2154,MINISTRY,0,34.18,31.66,0,411674.74,26,ECA_AUDIT_SUMMARY,2024-06-10
2021_2027,ERDF,2021_2027_ERDF_PRG_048,NL54,TO1_RDI,PA_12,6910972402.16,4772005541.15,3708735361.82,53.66,2170,REGIONAL_AUTHORITY,0,37.24,44.33,1,89334427.53,39,OLAF_CASES_DB,2025-01-02
2014_2020,ERDF,2014_2020_ERDF_PRG_049,PL395,TO1_RDI,PA_01,5926887188.04,2948046795.62,1076447645.83,18.16,1832,NGO,0,45.53,47.85,0,80694171.07,11,COHESION_OPEN_DATA,2025-11-18
2021_2027,ERDF,2021_2027_ERDF_PRG_050,NL901,TO1_RDI,PA_02,9991563285.14,5803629880.64,2371728864.55,23.74,1964,TRANSPORT_OPERATOR,0,10.25,6.89,1,70985846.8,46,MANAGING_AUTHORITY_REPORTING,2025-03-05
2014_2020,ERDF,2014_2020_ERDF_PRG_051,RO825,TO1_RDI,PA_03,5697028854.39,3663869506.34,756850219.37,13.28,1511,MUNICIPALITY,0,57.32,53.14,0,75707694.0,46,ECA_AUDIT_SUMMARY,2025-12-22
2021_2027,ERDF,2021_2027_ERDF_PRG_052,NL51,TO1_RDI,PA_04,7068136066.95,5225097586.82,3676159742.67,52.01,2112,UNIVERSITY,0,17.38,15.38,0,48062439.89,27,OLAF_CASES_DB,2024-03-12
2014_2020,ERDF,2014_2020_ERDF_PRG_053,EE765,TO1_RDI,PA_05,4381738815.16,3527433704.92,1852419937.23,42.28,1731,HEALTH_PROVIDER,0,16.45,12.78,0,103710978.11,4,COHESION_OPEN_DATA,2024-07-27
2021_2027,ERDF,2021_2027_ERDF_PRG_054,PT274,TO1_RDI,PA_06,1899609842.79,1600922425.45,416286167.94,21.91,2009,OTHER,1,34.08,43.54,0,20623519.97,31,MANAGING_AUTHORITY_REPORTING,2025-09-04
2014_2020,ERDF,2014_2020_ERDF_PRG_055,LV619,TO1_RDI,PA_07,5866627204.08,3202804003.87,803169858.32,13.69,2097,SME,1,37.84,32.28,0,104882518.91,59,ECA_AUDIT_SUMMARY,2024-05-15
2021_2027,ERDF,2021_2027_ERDF_PRG_056,HR381,TO1_RDI,PA_08,5236111903.69,3573032298.4,661617230.82,12.64,2107,UTILITY,0,5.79,34.14,0,14493149.19,28,OLAF_CASES_DB,2025-10-21
2014_2020,ERDF,2014_2020_ERDF_PRG_057,AT64,TO1_RDI,PA_09,4235436016.41,4164360378.13,3055675198.95,72.15,1818,MINISTRY,0,37.2,54.81,0,118822169.47,25,COHESION_OPEN_DATA,2024-05-14
2021_2027,ERDF,2021_2027_ERDF_PRG_058,AT2,TO1_RDI,PA_10,1704014781.69,1402428721.07,333847397.85,19.59,2296,REGIONAL_AUTHORITY,0,12.22,18.96,0,57889478.39,18,MANAGING_AUTHORITY_REPORTING,2024-01-03
2014_2020,ERDF,2014_2020_ERDF_PRG_059,PT864,TO1_RDI,PA_11,4494050596.42,3364602259.95,1367355094.38,30.43,1619,NGO,0,57.19,32.46,0,94219974.73,6,ECA_AUDIT_SUMMARY,2024-01-08
2021_2027,ERDF,2021_2027_ERDF_PRG_060,CZ89,TO1_RDI,PA_12,5117624580.61,4193572013.34,2947706011.43,57.6,2000,TRANSPORT_OPERATOR,0,12.38,48.16,0,102144616.8,0,OLAF_CASES_DB,2024-09-10
2014_2020,ERDF,2014_2020_ERDF_PRG_061,CY52,TO1_RDI,PA_01,5992801883.61,3497654418.95,1239987649.87,20.69,1610,MUNICIPALITY,0,53.41,35.42,1,2720039.62,8,COHESION_OPEN_DATA,2024-12-11
2021_2027,ERDF,2021_2027_ERDF_PRG_062,RO954,TO1_RDI,PA_02,7955456572.55,3229037782.23,1543769138.24,19.41,1639,UNIVERSITY,0,8.77,47.05,1,2704288.61,29,MANAGING_AUTHORITY_REPORTING,2024-07-18
2014_2020,ERDF,2014_2020_ERDF_PRG_063,BE20,TO1_RDI,PA_03,9938530840.23,3536362594.89,2521818311.6,25.37,2276,HEALTH_PROVIDER,0,10.52,32.48,0,43792625.61,0,ECA_AUDIT_SUMMARY,2025-03-09
2021_2027,ERDF,2021_2027_ERDF_PRG_064,CZ1,TO1_RDI,PA_04,33910206.59,24685226.63,14569703.3,42.97,1698,OTHER,1,31.88,17.43,0,41360078.4,57,OLAF_CASES_DB,2025-12-18
2014_2020,ERDF,2014_2020_ERDF_PRG_065,RO3,TO1_RDI,PA_05,940311971.89,825621762.79,647908343.54,68.9,1692,SME,1,9.24,11.48,1,205182770.75,33,COHESION_OPEN_DATA,2026-01-04
2021_2027,ERDF,2021_2027_ERDF_PRG_066,HR9,TO1_RDI,PA_06,5997207689.42,3718975775.05,2126701915.95,35.46,2122,UTILITY,0,46.48,41.12,0,47850011.36,34,MANAGING_AUTHORITY_REPORTING,2025-09-25
2014_2020,ERDF,2014_2020_ERDF_PRG_067,LT22,TO1_RDI,PA_07,9317118782.2,7934527641.71,7257934064.79,77.9,2041,MINISTRY,1,5.81,13.52,0,185284642.21,20,ECA_AUDIT_SUMMARY,2024-08-17
2021_2027,ERDF,2021_2027_ERDF_PRG_068,CY54,TO1_RDI,PA_08,1452887060.04,1291331326.55,543650446.94,37.42,2310,REGIONAL_AUTHORITY,0,63.78,37.84,0,4130300.12,21,OLAF_CASES_DB,2025-05-27
2014_2020,ERDF,2014_2020_ERDF_PRG_069,CZ727,TO1_RDI,PA_09,1470364297.95,1469035410.81,672892417.6,45.76,2119,NGO,0,48.9,17.04,0,68290888.01,16,COHESION_OPEN_DATA,2024-10-18
2021_2027,ERDF,2021_2027_ERDF_PRG_070,ES569,TO1_RDI,PA_10,2193968545.05,1879765989.15,1217653611.3,55.5,2002,TRANSPORT_OPERATOR,1,36.41,15.07,1,89600387.77,54,MANAGING_AUTHORITY_REPORTING,2024-12-01
2014_2020,ERDF,2014_2020_ERDF_PRG_071,DK112,TO1_RDI,PA_11,11821039126.75,9887966980.32,4550075591.32,38.49,2209,MUNICIPALITY,0,24.4,54.18,1,79642752.54,19,ECA_AUDIT_SUMMARY,2024-07-23
2021_2027,ERDF,2021_2027_ERDF_PRG_072,MT67,TO1_RDI,PA_12,5891761380.9,5666227972.47,2060739949.74,34.98,1592,UNIVERSITY,0,8.88,18.51,0,52138448.14,59,OLAF_CASES_DB,2024-04-07
2014_2020,ERDF,2014_2020_ERDF_PRG_073,RO312,TO1_RDI,PA_01,7194024851.92,3878935560.0,3377959342.16,46.96,1806,HEALTH_PROVIDER,0,9.61,3.96,0,100746082.59,16,COHESION_OPEN_DATA,2024-05-14
2021_2027,ERDF,2021_2027_ERDF_PRG_074,CZ24,TO1_RDI,PA_02,2074802387.45,1577290527.68,518034228.98,24.97,1514,OTHER,0,33.46,8.75,1,123369465.07,35,MANAGING_AUTHORITY_REPORTING,2024-12-18
2014_2020,ERDF,2014_2020_ERDF_PRG_075,BE201,TO1_RDI,PA_03,3155768793.27,1959099096.82,607359635.57,19.25,2318,SME,1,60.01,48.18,0,170839668.91,41,ECA_AUDIT_SUMMARY,2025-10-23
2021_2027,ERDF,2021_2027_ERDF_PRG_076,CZ40,TO1_RDI,PA_04,3410889448.34,2433578046.18,1060024431.58,31.08,1799,UTILITY,1,52.53,33.8,0,211145520.52,6,OLAF_CASES_DB,2025-08-05
2014_2020,ERDF,2014_2020_ERDF_PRG_077,DK22,TO1_RDI,PA_05,7034961368.03,7094509125.01,3349020508.05,47.61,2099,MINISTRY,0,5.11,41.75,0,4336204.04,16,COHESION_OPEN_DATA,2024-01-05
2021_2027,ERDF,2021_2027_ERDF_PRG_078,CY582,TO1_RDI,PA_06,4602894960.64,3509268400.45,2168240909.13,47.11,2113,REGIONAL_AUTHORITY,0,54.53,53.46,0,30550048.68,56,MANAGING_AUTHORITY_REPORTING,2024-07-31
2014_2020,ERDF,2014_2020_ERDF_PRG_079,IE2,TO1_RDI,PA_07,1356862346.19,1310737043.53,786919805.55,58.0,2241,NGO,0,58.16,44.78,1,112613404.72,57,ECA_AUDIT_SUMMARY,2025-06-28
2021_2027,ERDF,2021_2027_ERDF_PRG_080,DE544,TO1_RDI,PA_08,4655740416.8,3609093965.75,1990682471.94,42.76,2344,TRANSPORT_OPERATOR,1,12.32,17.46,0,152324507.91,12,OLAF_CASES_DB,2024-06-05
2014_2020,ERDF,2014_2020_ERDF_PRG_081,CY27,TO1_RDI,PA_09,3750695659.83,3104681532.82,1834388412.62,48.91,2421,MUNICIPALITY,1,35.37,52.09,0,147214496.81,33,COHESION_OPEN_DATA,2024-04-10
2021_2027,ERDF,2021_2027_ERDF_PRG_082,LT86,TO1_RDI,PA_10,5738791101.35,3722965025.3,992846596.57,17.3,2134,UNIVERSITY,0,26.3,4.93,0,83486058.86,8,MANAGING_AUTHORITY_REPORTING,2025-11-10
2014_2020,ERDF,2014_2020_ERDF_PRG_083,HU700,TO1_RDI,PA_11,2340373822.65,1961567975.95,1845921303.73,78.87,1880,HEALTH_PROVIDER,0,41.58,15.84,0,125979643.53,18,ECA_AUDIT_SUMMARY,2026-02-23
2021_2027,ERDF,2021_2027_ERDF_PRG_084,LU872,TO1_RDI,PA_12,5263901065.13,4282895663.1,1409830580.91,26.78,2038,OTHER,0,23.0,6.73,0,36747857.59,23,OLAF_CASES_DB,2025-10-01
2014_2020,ERDF,2014_2020_ERDF_PRG_085,BE53,TO1_RDI,PA_01,3121299830.39,2986917414.57,965632454.09,30.94,2232,SME,1,8.77,3.31,0,115998739.7,51,COHESION_OPEN_DATA,2025-05-23
2021_2027,ERDF,2021_2027_ERDF_PRG_086,FI7,TO1_RDI,PA_02,2378464448.44,885607250.43,249075818.93,10.47,2083,UTILITY,1,19.89,25.22,0,207274470.72,3,MANAGING_AUTHORITY_REPORTING,2024-10-05
2014_2020,ERDF,2014_2020_ERDF_PRG_087,RO63,TO1_RDI,PA_03,4296027112.17,3936713955.12,710538942.28,16.54,2025,MINISTRY,0,11.13,37.69,0,44388455.89,11,ECA_AUDIT_SUMMARY,2024-10-13
2021_2027,ERDF,2021_2027_ERDF_PRG_088,CY154,TO1_RDI,PA_04,2610841223.06,1185083280.24,246568421.53,9.44,2382,REGIONAL_AUTHORITY,0,8.33,21.35,0,107728182.62,1,OLAF_CASES_DB,2025-10-05
2014_2020,ERDF,2014_2020_ERDF_PRG_089,FI2,TO1_RDI,PA_05,5433518967.25,2577553219.98,1874687884.11,34.5,1822,NGO,0,14.79,39.74,0,102431728.77,30,COHESION_OPEN_DATA,2024-09-28
2021_2027,ERDF,2021_2027_ERDF_PRG_090,ES583,TO1_RDI,PA_06,6759108010.63,6630439579.77,2197542624.79,32.51,2021,TRANSPORT_OPERATOR,1,12.74,48.53,0,89817961.07,7,MANAGING_AUTHORITY_REPORTING,2025-02-14
2014_2020,ERDF,2014_2020_ERDF_PRG_091,SI5,TO1_RDI,PA_07,3446597536.45,2076253963.0,883789715.0,25.64,1636,MUNICIPALITY,0,5.98,47.13,1,43287461.98,26,ECA_AUDIT_SUMMARY,2024-12-11
2021_2027,ERDF,2021_2027_ERDF_PRG_092,IE580,TO1_RDI,PA_08,6719800230.45,4263145277.04,1306544450.57,19.44,1540,UNIVERSITY,0,6.48,24.95,0,39978628.97,29,OLAF_CASES_DB,2024-01-28
2014_2020,ERDF,2014_2020_ERDF_PRG_093,MT7,TO1_RDI,PA_09,5500840825.82,5346237303.27,5059386954.33,91.97,1904,HEALTH_PROVIDER,0,57.86,16.13,1,39027819.35,36,COHESION_OPEN_DATA,2024-12-04
2021_2027,ERDF,2021_2027_ERDF_PRG_094,CZ788,TO1_RDI,PA_10,2019243630.44,844439837.27,217664990.99,10.78,2040,OTHER,0,59.16,27.11,0,59970644.37,38,MANAGING_AUTHORITY_REPORTING,2024-12-15
2014_2020,ERDF,2014_2020_ERDF_PRG_095,BG28,TO1_RDI,PA_11,8299160588.86,2985001827.72,874439532.57,10.54,1847,SME,1,28.95,45.78,0,340701.67,1,ECA_AUDIT_SUMMARY,2025-11-15
2021_2027,ERDF,2021_2027_ERDF_PRG_096,PL3,TO1_RDI,PA_12,1965843444.24,1069939307.59,324923185.22,16.53,1606,UTILITY,1,41.7,26.71,1,85818349.08,43,OLAF_CASES_DB,2025-03-01
2014_2020,ERDF,2014_2020_ERDF_PRG_097,HR1,TO1_RDI,PA_01,6454109315.57,3101732653.19,869617753.41,13.47,2054,MINISTRY,0,38.17,37.76,1,77586325.06,12,COHESION_OPEN_DATA,2026-02-07
2021_2027,ERDF,2021_2027_ERDF_PRG_098,CZ190,TO1_RDI,PA_02,908700405.05,470233475.3,216061239.61,23.78,2302,REGIONAL_AUTHORITY,0,9.77,47.57,1,95431842.07,49,MANAGING_AUTHORITY_REPORTING,2024-12-21
2014_2020,ERDF,2014_2020_ERDF_PRG_099,CZ5,TO1_RDI,PA_03,2395156947.12,2305664645.77,1646053003.26,68.72,1820,NGO,0,36.5,24.67,0,85948040.66,33,ECA_AUDIT_SUMMARY,2024-06-12
2021_2027,ERDF,2021_2027_ERDF_PRG_100,IT80,TO1_RDI,PA_04,9026007085.6,3186790305.09,1512449986.81,16.76,2077,TRANSPORT_OPERATOR,0,49.23,15.29,1,96765351.35,34,OLAF_CASES_DB,2024-12-12
2014_2020,ERDF,2014_2020_ERDF_PRG_101,LU7,TO1_RDI,PA_05,2472877989.44,1822878305.93,747020253.71,30.21,1795,MUNICIPALITY,1,22.62,48.27,1,184158023.44,30,COHESION_OPEN_DATA,2024-09-09
2021_2027,ERDF,2021_2027_ERDF_PRG_102,CY34,TO1_RDI,PA_06,9200740268.8,7750978047.59,4507483003.99,48.99,2008,UNIVERSITY,0,31.93,5.9,0,63270445.76,14,MANAGING_AUTHORITY_REPORTING,2025-06-15
2014_2020,ERDF,2014_2020_ERDF_PRG_103,HU237,TO1_RDI,PA_07,322315847.64,174886443.3,120489851.8,37.38,2128,HEALTH_PROVIDER,0,7.38,45.77,0,5228622.14,12,ECA_AUDIT_SUMMARY,2024-02-02
2021_2027,ERDF,2021_2027_ERDF_PRG_104,HU64,TO1_RDI,PA_08,449878632.31,248704423.6,183401621.94,40.77,2221,OTHER,0,23.8,36.22,0,51893641.7,59,OLAF_CASES_DB,2024-12-16
2014_2020,ERDF,2014_2020_ERDF_PRG_105,DE6,TO1_RDI,PA_09,9058703979.54,5757814511.6,1460152168.76,16.12,2033,SME,1,28.24,8.55,0,61261810.28,25,COHESION_OPEN_DATA,2025-03-11
2021_2027,ERDF,2021_2027_ERDF_PRG_106,ES530,TO1_RDI,PA_10,4915796973.6,2233928814.76,1092768177.14,22.23,1849,UTILITY,1,30.15,23.9,0,25895533.56,60,MANAGING_AUTHORITY_REPORTING,2024-02-20
2014_2020,ERDF,2014_2020_ERDF_PRG_107,PL1,TO1_RDI,PA_11,9933228910.99,5988998824.08,4617567298.77,46.49,1589,MINISTRY,0,44.23,11.19,0,7532749.97,4,ECA_AUDIT_SUMMARY,2025-12-27
2021_2027,ERDF,2021_2027_ERDF_PRG_108,SE510,TO1_RDI,PA_12,2911663197.27,1974690005.78,1473072967.96,50.59,2349,REGIONAL_AUTHORITY,0,38.04,36.43,0,64608320.55,58,OLAF_CASES_DB,2025-09-08
2014_2020,ERDF,2014_2020_ERDF_PRG_109,DK226,TO1_RDI,PA_01,9196748663.73,3338132440.98,3144329370.09,34.19,1762,NGO,0,17.55,44.55,0,48844275.72,10,COHESION_OPEN_DATA,2025-04-29
2021_2027,ERDF,2021_2027_ERDF_PRG_110,SE49,TO1_RDI,PA_02,6822111941.83,3478069693.08,2114322184.92,30.99,2302,TRANSPORT_OPERATOR,0,33.42,10.58,1,101761949.49,33,MANAGING_AUTHORITY_REPORTING,2025-12-12
2014_2020,ERDF,2014_2020_ERDF_PRG_111,MT20,TO1_RDI,PA_03,6421644047.36,5624343626.63,4687073110.1,72.99,2422,MUNICIPALITY,0,8.54,6.96,0,77445602.3,51,ECA_AUDIT_SUMMARY,2024-05-25
2021_2027,ERDF,2021_2027_ERDF_PRG_112,LU6,TO1_RDI,PA_04,3722105399.0,1562441672.75,1155734966.71,31.05,2407,UNIVERSITY,0,45.09,6.89,0,12848677.12,22,OLAF_CASES_DB,2025-04-21
2014_2020,ERDF,2014_2020_ERDF_PRG_113,CZ37,TO1_RDI,PA_05,3052208931.78,2098527366.26,948818811.04,31.09,2221,HEALTH_PROVIDER,0,15.3,11.42,0,87851910.19,20,COHESION_OPEN_DATA,2025-06-23
2021_2027,ERDF,2021_2027_ERDF_PRG_114,IE70,TO1_RDI,PA_06,1875979828.67,836902918.73,160090988.59,8.53,1765,OTHER,1,50.54,32.52,0,99088595.97,43,MANAGING_AUTHORITY_REPORTING,2024-03-08
2014_2020,ERDF,2014_2020_ERDF_PRG_115,DE34,TO1_RDI,PA_07,3310207160.81,1770951725.29,662560546.46,20.02,2311,SME,0,39.42,35.03,1,91873381.81,11,ECA_AUDIT_SUMMARY,2024-12-03
2021_2027,ERDF,2021_2027_ERDF_PRG_116,FI1,TO1_RDI,PA_08,869008378.04,881027714.88,506405375.32,58.27,1907,UTILITY,1,5.39,6.87,1,64614028.74,50,OLAF_CASES_DB,2024-08-11
2014_2020,ERDF,2014_2020_ERDF_PRG_117,FI61,TO1_RDI,PA_09,5175263537.94,4026362922.71,3113166356.61,60.15,1892,MINISTRY,0,45.41,47.8,1,99067379.56,27,COHESION_OPEN_DATA,2024-01-02
2021_2027,ERDF,2021_2027_ERDF_PRG_118,LT136,TO1_RDI,PA_10,5431016696.46,1947131118.12,1800621090.61,33.15,2362,REGIONAL_AUTHORITY,0,45.57,34.38,0,113141868.11,52,MANAGING_AUTHORITY_REPORTING,2026-02-11
2014_2020,ERDF,2014_2020_ERDF_PRG_119,LV87,TO1_RDI,PA_11,3776263103.56,3539613473.07,1472617497.33,39.0,1708,NGO,0,14.48,7.62,0,104258406.62,23,ECA_AUDIT_SUMMARY,2025-12-22
2021_2027,ERDF,2021_2027_ERDF_PRG_120,CY461,TO1_RDI,PA_12,5411736796.39,4284237593.18,2567864871.26,47.45,2084,TRANSPORT_OPERATOR,0,13.55,35.86,1,84047627.56,28,OLAF_CASES_DB,2025-08-13
2014_2020,ERDF,2014_2020_ERDF_PRG_121,PT6,TO1_RDI,PA_01,2163053583.85,2174819275.55,1920028917.94,88.76,1762,MUNICIPALITY,0,6.59,39.88,0,75457874.82,34,COHESION_OPEN_DATA,2025-06-20
2021_2027,ERDF,2021_2027_ERDF_PRG_122,DK44,TO1_RDI,PA_02,8309155993.18,4593643368.9,3568430866.9,42.95,2177,UNIVERSITY,0,47.72,45.81,0,50120829.5,4,MANAGING_AUTHORITY_REPORTING,2025-06-20
2014_2020,ERDF,2014_2020_ERDF_PRG_123,SE65,TO1_RDI,PA_03,6253707990.28,3335542257.0,690575039.71,11.04,1778,HEALTH_PROVIDER,0,58.26,23.82,0,93018747.38,41,ECA_AUDIT_SUMMARY,2025-07-14
2021_2027,ERDF,2021_2027_ERDF_PRG_124,NL985,TO1_RDI,PA_04,9461874859.46,4775802390.73,3136135615.96,33.14,2332,OTHER,0,52.95,8.7,0,83525762.73,35,OLAF_CASES_DB,2025-06-14
2014_2020,ERDF,2014_2020_ERDF_PRG_125,MT38,TO1_RDI,PA_05,2124555876.22,1920978731.19,409837482.07,19.29,2424,SME,1,61.77,36.72,1,94813344.96,44,COHESION_OPEN_DATA,2024-01-28
2021_2027,ERDF,2021_2027_ERDF_PRG_126,SE440,TO1_RDI,PA_06,771791708.88,462198804.4,187269843.83,24.26,1917,UTILITY,0,46.23,38.69,1,7614061.36,14,MANAGING_AUTHORITY_REPORTING,2025-03-07
2014_2020,ERDF,2014_2020_ERDF_PRG_127,EE408,TO1_RDI,PA_07,8054219844.65,5733963309.33,5064247615.29,62.88,2385,MINISTRY,0,30.3,35.42,0,78290322.14,1,ECA_AUDIT_SUMMARY,2025-02-16
2021_2027,ERDF,2021_2027_ERDF_PRG_128,PT3,TO1_RDI,PA_08,4042911829.56,2802572246.26,1572596270.18,38.9,1858,REGIONAL_AUTHORITY,0,8.23,43.53,0,2777189.23,1,OLAF_CASES_DB,2025-05-21
2014_2020,ERDF,2014_2020_ERDF_PRG_129,BE6,TO1_RDI,PA_09,1409389322.64,584789240.23,215651021.2,15.3,1631,NGO,0,15.5,9.68,0,46185970.67,41,COHESION_OPEN_DATA,2024-11-19
2021_2027,ERDF,2021_2027_ERDF_PRG_130,HR912,TO1_RDI,PA_10,8212143341.46,7694711099.49,6747475636.06,82.16,1693,TRANSPORT_OPERATOR,0,35.66,6.47,1,7988504.85,19,MANAGING_AUTHORITY_REPORTING,2025-10-17
2014_2020,ERDF,2014_2020_ERDF_PRG_131,NL57,TO1_RDI,PA_11,244176072.8,208898096.95,165410977.48,67.74,2146,MUNICIPALITY,0,44.14,46.79,1,105641914.01,37,ECA_AUDIT_SUMMARY,2024-07-07
2021_2027,ERDF,2021_2027_ERDF_PRG_132,HR2,TO1_RDI,PA_12,1161911248.13,646705191.39,152099865.43,13.09,1985,UNIVERSITY,0,58.22,21.5,0,22499308.0,26,OLAF_CASES_DB,2025-04-11
2014_2020,ERDF,2014_2020_ERDF_PRG_133,FI10,TO1_RDI,PA_01,939721287.91,648215274.1,525462496.31,55.92,1855,HEALTH_PROVIDER,0,14.29,31.53,1,102488362.03,11,COHESION_OPEN_DATA,2025-03-02
2021_2027,ERDF,2021_2027_ERDF_PRG_134,PL455,TO1_RDI,PA_02,243875018.26,127737405.93,101532199.58,41.63,1805,OTHER,1,15.18,18.35,0,143141992.28,39,MANAGING_AUTHORITY_REPORTING,2024-09-28
2014_2020,ERDF,2014_2020_ERDF_PRG_135,GR9,TO1_RDI,PA_03,1375362496.36,1237027699.17,1000798269.18,72.77,2248,SME,1,57.44,41.8,1,25375507.14,2,ECA_AUDIT_SUMMARY,2024-11-27
2021_2027,ERDF,2021_2027_ERDF_PRG_136,EE558,TO1_RDI,PA_04,4471455316.69,4303472648.19,3286523723.21,73.5,2424,UTILITY,0,15.37,41.63,1,108172947.4,18,OLAF_CASES_DB,2024-12-24
2014_2020,ERDF,2014_2020_ERDF_PRG_137,SI84,TO1_RDI,PA_05,2266110044.77,2241730453.53,410898172.9,18.13,2184,MINISTRY,0,53.01,35.71,1,85167005.41,24,COHESION_OPEN_DATA,2025-10-06
