soc_outcome_cohort_start_date,soc_outcome_participant_id_hash,soc_outcome_baseline_employment_flag,soc_outcome_employment_6mo_flag,soc_outcome_employment_12mo_flag,soc_outcome_earnings_change_usd,soc_outcome_housing_stability_score,soc_outcome_food_security_improvement_flag,soc_outcome_healthcare_utilization_change,soc_outcome_school_attendance_change,soc_outcome_recidivism_change_flag,soc_outcome_benefit_exit_reason_code,soc_outcome_program_completion_flag,soc_outcome_case_management_contacts_count,soc_outcome_barrier_resolution_index,soc_outcome_cost_per_participant_usd,soc_outcome_return_on_investment_ratio,soc_outcome_impact_estimate_method,soc_outcome_confidence_level_pct,soc_outcome_evidence_rating_code
2020-01-16,4733992bbc8ba77d,1,0,1,38159.61,12.48,1,4.1411,-11.467,0,VOLUNTARY_EXIT,1,14,0.9028,9550.22,2.05,DIFF_IN_DIFF,66.38,LOW
2020-01-17,69640731757b3e8e,1,1,0,27528.87,70.02,1,-4.5209,6.297,0,VOLUNTARY_EXIT,1,236,0.6119,11944.44,4.4931,OTHER,92.85,LOW
2020-01-18,469f1228c2b2158d,0,0,0,22741.08,20.27,0,-2.0514,3.256,0,VOLUNTARY_EXIT,0,60,0.0442,18929.44,3.4915,QUASI_EXPERIMENT,83.01,MODERATE
2020-01-19,ceea767639bf7e44,0,0,1,-4861.35,80.67,1,0.2014,-1.283,0,OTHER,1,70,0.9201,24647.25,0.3731,DIFF_IN_DIFF,72.56,LOW
2020-01-20,bba419e81aae6784,0,1,1,30022.33,25.65,1,3.4038,12.035,0,OTHER,1,258,0.8084,13800.6,3.8964,REGRESSION,72.13,LOW
2020-01-21,1cfb9936b8fb658d,0,1,1,34511.47,6.4,0,4.6479,3.658,0,EARNINGS_UP,1,126,0.0506,2645.19,4.6561,MATCHING,85.54,MODERATE
2020-01-22,2716cdd9ca434800,1,0,1,9201.74,46.93,0,-2.841,10.756,1,OTHER,1,133,0.8632,22425.22,2.8127,QUASI_EXPERIMENT,94.52,MODERATE
2020-01-23,cfedcf97ab595ab9,0,0,0,55665.17,72.59,0,-4.4684,11.291,0,TIME_LIMIT,1,148,0.2282,24122.51,2.6311,DIFF_IN_DIFF,88.38,MODERATE
2020-01-24,67ce7a7029fd9248,0,1,1,61792.24,50.82,1,3.1182,-0.335,0,SANCTION,1,286,0.342,19592.3,0.3025,OTHER,76.16,LOW
2020-01-25,64525491733f2804,1,0,0,9232.72,24.36,0,1.3011,-0.686,0,INELIGIBLE,0,95,0.9835,24384.09,2.2421,QUASI_EXPERIMENT,93.94,LOW
2020-01-26,395e1e173ff63df2,0,0,1,-16238.4,25.6,0,-1.6909,-14.477,0,TIME_LIMIT,0,102,0.8273,20195.75,2.5163,OTHER,73.46,LOW
2020-01-27,162b15929e8407b7,0,0,1,22892.32,2.39,1,-2.412,-0.178,1,SANCTION,0,33,0.2043,8092.45,-0.5243,DIFF_IN_DIFF,71.66,MODERATE
2020-01-28,548910dcfb6c70dd,1,1,1,21454.58,31.38,0,-1.2647,-4.605,0,EARNINGS_UP,1,91,0.7315,3754.26,0.5155,MATCHING,97.19,HIGH
2020-01-29,38bf227d078b64b4,1,1,0,13875.35,10.55,0,1.9921,-7.537,0,EARNINGS_UP,1,190,0.3931,12094.61,5.8469,QUASI_EXPERIMENT,86.7,VERY_HIGH
2020-01-30,55ad9413150049f5,1,0,1,27741.05,44.2,1,1.5761,10.183,0,EARNINGS_UP,1,141,0.0913,10774.39,3.9123,MATCHING,61.16,HIGH
2020-01-31,5732d3adf3015b2d,1,1,0,2702.9,93.42,0,-1.9171,-6.184,1,SANCTION,1,164,0.3449,15793.8,4.432,QUASI_EXPERIMENT,91.6,LOW
2020-02-01,a82524a875e8a4a5,1,1,1,19092.37,18.29,1,3.4206,-2.71,0,TIME_LIMIT,1,197,0.7862,22690.01,2.0215,MATCHING,99.56,MODERATE
2020-02-02,f04ef82d53bbb187,1,1,1,14253.78,78.2,1,-0.9321,10.591,0,EARNINGS_UP,0,154,0.7372,10331.02,5.4073,DIFF_IN_DIFF,50.8,HIGH
2020-02-03,0eca5fab798e7d68,1,1,1,13804.59,79.05,0,0.773,2.182,1,MOVED_OUT,0,210,0.4084,19190.49,2.7569,OTHER,81.83,MODERATE
2020-02-04,fddaee44029e7466,1,0,1,54409.84,36.91,1,4.4936,-14.931,1,EARNINGS_UP,0,227,0.0757,23829.57,0.3191,RCT,73.85,MODERATE
2020-02-05,bba2373d3f05a688,1,1,0,25745.42,0.96,0,-4.2732,-9.423,0,VOLUNTARY_EXIT,1,72,0.7072,22985.81,2.5685,SYNTH_CONTROL,94.11,MODERATE
2020-02-06,c780e594e3959368,0,1,1,59946.72,52.1,0,4.8142,1.905,0,EARNINGS_UP,0,76,0.0655,2316.91,3.323,QUASI_EXPERIMENT,59.28,VERY_HIGH
2020-02-07,a25f87f49716de1e,0,1,1,64860.88,77.12,0,-1.8655,9.289,0,TIME_LIMIT,1,174,0.6444,10542.57,0.7071,REGRESSION,71.61,LOW
2020-02-08,0bafdc8519564d0e,1,0,1,59344.94,81.6,0,-2.515,6.658,0,VOLUNTARY_EXIT,0,250,0.7152,16267.14,4.8529,OTHER,84.98,MODERATE
2020-02-09,7a1df858c9854a89,1,1,0,3618.52,45.66,0,2.5079,-12.21,0,TIME_LIMIT,1,29,0.1251,3377.89,6.4065,MATCHING,84.83,MODERATE
2020-02-10,9c852821e841fd3d,0,1,1,-13784.29,26.33,0,-4.2671,6.862,0,TIME_LIMIT,1,213,0.4002,19583.99,-0.2946,OTHER,59.29,MODERATE
2020-02-11,5796c8f1aed7970b,0,0,1,-15366.88,60.27,1,1.0092,-13.732,0,OTHER,0,95,0.1031,10210.42,6.2261,OTHER,99.6,MODERATE
2020-02-12,765f8be94ccde3cf,0,1,1,76468.56,71.71,0,-0.9567,-9.578,1,EARNINGS_UP,1,143,0.8244,3815.2,1.485,SYNTH_CONTROL,94.01,HIGH
2020-02-13,ca8feaf4259b2b20,0,0,1,-15879.41,80.98,0,-4.9345,-1.844,0,VOLUNTARY_EXIT,1,249,0.5913,1598.8,7.7499,REGRESSION,55.03,HIGH
2020-02-14,129b00c99763c285,1,0,0,-1925.22,40.55,0,1.3174,8.456,0,OTHER,1,257,0.7193,14010.73,-0.6341,REGRESSION,51.92,HIGH
2020-02-15,051d6abfdd809a4c,0,1,0,24422.2,25.37,0,3.0401,4.445,0,VOLUNTARY_EXIT,1,92,0.3847,21014.5,5.3915,REGRESSION,91.05,MODERATE
2020-02-16,d5ffb417de7aad09,0,0,1,62445.38,97.19,0,-3.4879,9.882,0,MOVED_OUT,1,91,0.3626,11506.33,3.983,SYNTH_CONTROL,94.44,MODERATE
2020-02-17,79eef4af2a41376b,0,1,1,38247.42,56.25,1,1.6054,-1.397,0,EARNINGS_UP,0,142,0.9678,18601.75,-0.4606,OTHER,93.86,HIGH
2020-02-18,e2ba3f6abdd4124c,1,1,1,-13852.92,68.16,1,4.3388,-7.433,0,INELIGIBLE,1,119,0.1734,5230.91,4.1035,DIFF_IN_DIFF,88.87,MODERATE
2020-02-19,ff189fa2dc1da1e3,1,1,0,33651.12,67.6,1,-2.514,10.248,0,INELIGIBLE,1,164,0.6863,17937.01,1.8137,RCT,83.53,LOW
2020-02-20,c96f8bfc683680bb,0,1,1,54528.65,85.13,1,2.4778,14.345,0,OTHER,0,110,0.6718,20333.74,-0.3846,RCT,83.93,MODERATE
2020-02-21,534ecb6187de964f,1,1,1,33466.33,35.02,0,-2.5929,-8.576,0,INELIGIBLE,1,182,0.1622,23677.86,0.6291,REGRESSION,86.85,MODERATE
2020-02-22,40493f98715ba333,0,0,1,59943.65,44.36,1,3.622,1.259,0,TIME_LIMIT,1,173,0.3041,15460.87,7.3588,RCT,91.4,HIGH
2020-02-23,cf8e6c8c8dabee7f,1,1,0,65621.89,8.58,0,1.4263,3.419,0,OTHER,1,120,0.3958,19857.59,5.7407,DIFF_IN_DIFF,60.73,HIGH
2020-02-24,2d3ba635100e24ab,1,0,1,46454.87,22.63,0,1.4819,-11.236,0,SANCTION,1,208,0.7594,5968.29,1.3164,MATCHING,91.51,MODERATE
2020-02-25,af65069f06a68723,0,1,0,4826.61,47.09,0,3.7933,-13.77,0,EARNINGS_UP,1,6,0.7734,22580.62,7.9275,REGRESSION,72.74,LOW
2020-02-26,e1389b6b19bdf406,0,0,0,71069.84,28.02,1,-0.0089,-4.636,0,INELIGIBLE,1,34,0.7247,23849.4,2.3304,OTHER,66.89,HIGH
2020-02-27,4c98f83c540684d4,1,1,1,-6068.57,70.95,1,3.046,8.913,0,VOLUNTARY_EXIT,0,292,0.3564,16176.66,7.3952,MATCHING,92.03,HIGH
2020-02-28,0eaf056e72ea3d52,1,0,0,-6613.31,1.32,1,1.8883,-7.508,0,MOVED_OUT,1,68,0.5549,5168.26,1.8786,OTHER,91.58,MODERATE
2020-02-29,ea3c4d70e5043e53,1,0,0,9980.31,48.4,1,4.6395,1.785,0,EARNINGS_UP,0,233,0.8534,6957.46,0.6848,DIFF_IN_DIFF,75.47,HIGH
2020-03-01,6ca153cf63801134,0,1,1,-2516.39,76.89,1,2.0861,-1.386,0,TIME_LIMIT,1,83,0.704,5548.82,3.6367,RCT,74.03,MODERATE
2020-03-02,c318ba958d5db73d,0,0,0,12679.57,83.03,1,-2.4539,-3.528,0,TIME_LIMIT,0,47,0.5055,8500.52,7.5973,RCT,71.73,MODERATE
2020-03-03,7afd5dac0c2caea7,0,0,0,617.43,46.39,1,-4.1086,3.896,0,INELIGIBLE,0,58,0.7663,9951.58,4.5001,OTHER,50.02,HIGH
2020-03-04,1218a88d2a3b2d5d,0,0,1,54302.08,55.15,1,4.2126,-6.893,0,EARNINGS_UP,0,52,0.8838,4640.5,3.8336,SYNTH_CONTROL,93.09,HIGH
2020-03-05,cc5634b7e8c57a7d,0,0,0,52938.92,45.84,1,4.5009,-6.78,0,OTHER,1,75,0.9568,23081.21,0.1419,OTHER,98.18,HIGH
2020-03-06,1094d98279b59da1,0,0,1,49005.69,10.47,1,-1.4416,-11.533,0,MOVED_OUT,1,54,0.2318,1889.02,7.3956,OTHER,74.82,LOW
2020-03-07,ef3cc7327d28fca1,0,1,0,6060.25,60.49,1,2.8022,10.011,0,MOVED_OUT,1,41,0.1506,2623.06,7.6916,MATCHING,91.36,MODERATE
2020-03-08,b947dede040ae795,1,1,0,49656.95,67.61,0,2.9784,-4.559,0,TIME_LIMIT,1,276,0.8581,23514.92,6.4736,RCT,51.21,HIGH
2020-03-09,61dc0f1f6e946182,0,0,1,-8422.99,76.29,1,1.6242,-9.906,0,VOLUNTARY_EXIT,1,151,0.6136,5636.28,-0.4716,OTHER,88.94,LOW
2020-03-10,918057537311fd04,0,1,0,66437.39,96.08,1,2.9943,10.362,0,OTHER,1,291,0.5564,10933.55,3.3395,REGRESSION,95.9,MODERATE
2020-03-11,1300ce0a78776d73,0,0,1,53155.25,57.85,0,-0.8662,11.156,0,VOLUNTARY_EXIT,1,154,0.7198,13363.22,6.9361,SYNTH_CONTROL,67.16,LOW
2020-03-12,078472cca20eb505,0,0,1,44172.57,36.34,1,0.3733,-7.554,0,OTHER,0,159,0.6453,13246.84,1.098,OTHER,91.64,LOW
2020-03-13,d851ce87b233caea,0,1,0,57042.86,45.59,1,0.2033,7.931,0,TIME_LIMIT,0,226,0.4031,16175.84,2.3446,QUASI_EXPERIMENT,51.07,HIGH
2020-03-14,441717ea953416fc,0,0,1,-7560.93,92.57,1,2.4778,-1.767,0,EARNINGS_UP,0,255,0.3251,22366.0,7.3984,REGRESSION,72.09,MODERATE
2020-03-15,9b3fcbe559f31be2,1,1,0,74797.8,19.55,0,0.8679,-6.038,0,TIME_LIMIT,1,220,0.5296,19441.18,6.1315,RCT,92.52,MODERATE
2020-03-16,435c4a7074b4aee6,0,0,0,-18345.91,60.84,0,4.2686,-4.239,0,EARNINGS_UP,0,42,0.678,1809.26,6.0736,SYNTH_CONTROL,55.18,LOW
2020-03-17,89fc278b60920d65,0,0,0,8366.38,56.66,0,-4.9863,-12.887,0,EARNINGS_UP,1,151,0.3999,1513.05,7.7694,QUASI_EXPERIMENT,77.43,MODERATE
2020-03-18,261dae548e954498,1,1,1,69593.41,90.89,0,4.0456,9.301,1,OTHER,1,16,0.476,17996.58,1.6858,OTHER,66.91,MODERATE
2020-03-19,8a255191a9de09c7,1,0,0,9237.85,15.97,1,-1.8539,13.439,0,VOLUNTARY_EXIT,0,53,0.0071,10177.28,-0.2185,DIFF_IN_DIFF,63.6,MODERATE
2020-03-20,a6f63362340bcbe6,0,0,0,39094.57,54.7,1,-3.841,8.372,0,VOLUNTARY_EXIT,0,251,0.994,9121.79,3.4037,QUASI_EXPERIMENT,85.4,LOW
2020-03-21,92d6bd1846106569,0,0,1,-241.17,32.31,1,0.5986,9.625,0,EARNINGS_UP,0,86,0.6854,4365.27,2.505,REGRESSION,91.12,LOW
2020-03-22,739e57c060cfff90,1,0,1,15714.93,15.53,0,4.0507,0.684,0,SANCTION,1,284,0.7071,22510.58,0.67,DIFF_IN_DIFF,64.39,HIGH
2020-03-23,572acc51643ce5be,0,0,1,76443.28,36.81,1,-2.2715,-14.741,0,OTHER,1,122,0.0556,8645.85,-0.9993,MATCHING,99.19,VERY_HIGH
2020-03-24,0f166bc23e571370,0,0,1,22728.67,53.64,1,1.5929,-11.433,0,INELIGIBLE,1,41,0.5382,15841.58,7.7641,MATCHING,83.99,HIGH
2020-03-25,dae249b32aa33264,0,0,0,63393.26,70.32,1,1.2029,-7.214,0,INELIGIBLE,0,252,0.2856,24085.15,6.7874,OTHER,82.83,MODERATE
2020-03-26,da3cc984827fdd98,0,1,0,12548.29,79.14,1,2.0932,0.072,0,SANCTION,1,153,0.7047,19317.7,0.3621,OTHER,93.7,MODERATE
2020-03-27,a3a71e2e4655345f,0,1,0,-16635.31,99.6,1,-0.2651,0.584,0,OTHER,1,261,0.0224,21304.28,6.2768,OTHER,58.42,MODERATE
2020-03-28,cf71523efab863dd,0,1,0,-8960.75,9.94,0,0.0821,-13.42,1,OTHER,1,122,0.1005,568.74,-0.9449,OTHER,96.7,HIGH
2020-03-29,7bee269c6888d373,0,1,0,-1473.71,79.65,1,1.273,9.128,0,VOLUNTARY_EXIT,1,219,0.895,10664.88,6.9179,DIFF_IN_DIFF,51.0,MODERATE
2020-03-30,92f4408aa6c031c8,0,0,1,5609.19,79.18,0,-3.6735,4.031,0,INELIGIBLE,1,74,0.0029,11316.13,6.4235,OTHER,61.99,MODERATE
2020-03-31,2fbb4c771ce2d1a1,0,1,0,13953.06,46.61,0,-2.1571,2.975,0,VOLUNTARY_EXIT,1,131,0.7819,11635.73,0.7583,MATCHING,70.7,HIGH
2020-04-01,8a0080b95220197f,0,0,0,-17448.65,73.24,1,4.4413,14.895,1,MOVED_OUT,1,36,0.5977,17923.06,6.129,REGRESSION,57.63,MODERATE
2020-04-02,253b528b6edadd79,1,1,1,78688.46,87.77,0,0.5232,7.889,0,EARNINGS_UP,1,289,0.2969,11438.25,-0.1128,DIFF_IN_DIFF,64.21,MODERATE
2020-04-03,cdb0c949444215ff,0,0,0,45163.01,71.09,1,-2.5038,3.388,0,INELIGIBLE,0,166,0.2078,16169.41,5.4289,MATCHING,59.42,MODERATE
2020-04-04,08444a7844a7da30,1,0,1,-15217.89,68.61,1,-3.3844,-11.539,0,TIME_LIMIT,1,224,0.1064,2701.56,1.9759,MATCHING,80.07,LOW
2020-04-05,6a9cc35d0484935c,1,1,1,-5993.71,19.55,0,2.647,-4.503,0,EARNINGS_UP,1,10,0.7597,20587.29,6.8987,OTHER,94.84,LOW
2020-04-06,21fbb442e0cd9630,0,0,1,56783.97,28.11,0,-0.3258,-7.51,0,EARNINGS_UP,1,27,0.1745,17556.59,5.9986,QUASI_EXPERIMENT,84.33,HIGH
2020-04-07,0bb0a408a800f3a4,0,0,1,66775.91,82.41,0,-3.776,10.386,0,TIME_LIMIT,1,186,0.1538,14303.88,1.7222,MATCHING,57.19,HIGH
2020-04-08,6a29229606875ec8,1,1,0,5111.03,23.03,0,-0.0485,9.924,0,TIME_LIMIT,1,250,0.3876,14342.0,1.1451,RCT,90.78,MODERATE
2020-04-09,86587bb541410ba6,1,1,0,56347.8,68.03,0,-2.0545,3.51,0,INELIGIBLE,1,141,0.849,4923.05,7.4661,DIFF_IN_DIFF,93.06,MODERATE
2020-04-10,81bf4f7fc0ec61d1,0,0,1,-10192.02,89.37,1,-2.8017,4.41,0,INELIGIBLE,0,99,0.8889,14223.57,0.9332,MATCHING,88.97,VERY_HIGH
2020-04-11,5fd87fc186bb7602,0,1,1,-3673.62,27.49,0,-4.6329,12.285,0,MOVED_OUT,1,129,0.919,18876.33,1.3728,REGRESSION,68.71,MODERATE
2020-04-12,5f9ea61cc97001c5,0,1,1,63607.48,51.65,0,-1.1461,-9.442,0,OTHER,0,261,0.6987,1405.59,6.0408,MATCHING,96.03,MODERATE
2020-04-13,75b8eb4ceb88bb7c,1,1,0,78184.67,76.54,1,-0.3762,4.033,0,VOLUNTARY_EXIT,0,27,0.9229,12302.26,7.8975,DIFF_IN_DIFF,50.16,MODERATE
2020-04-14,bbc1b99c9d4775e7,0,0,0,45557.09,42.74,0,-3.5272,-9.353,0,VOLUNTARY_EXIT,0,191,0.7484,19643.31,-0.3593,QUASI_EXPERIMENT,54.62,LOW
2020-04-15,06de2dd2ef4ef8f5,0,1,0,-18713.5,0.55,1,4.3543,-8.999,0,OTHER,1,211,0.4848,8393.32,3.8941,MATCHING,86.22,MODERATE
2020-04-16,d402b0ae41c5ea16,0,1,1,8871.2,66.99,0,-1.7144,-12.477,0,TIME_LIMIT,1,237,0.7356,11077.32,7.0084,DIFF_IN_DIFF,67.3,HIGH
2020-04-17,a64426a0aecf3de6,1,1,1,69147.66,53.16,1,-1.1363,12.563,0,TIME_LIMIT,1,165,0.0319,9121.65,2.1938,MATCHING,78.37,LOW
2020-04-18,62a9a98d7fd845c1,0,1,1,-652.53,68.69,1,-0.4909,4.545,1,VOLUNTARY_EXIT,0,208,0.6915,3116.57,3.664,MATCHING,62.4,VERY_HIGH
2020-04-19,5e700255eae63cd5,1,1,1,25334.78,58.36,0,4.761,-9.845,0,OTHER,1,144,0.9951,6731.46,1.7671,MATCHING,60.25,HIGH
2020-04-20,04d687672ee8ab02,1,1,1,-7711.82,3.94,0,-0.026,-1.259,0,OTHER,1,240,0.9038,8453.63,2.1912,MATCHING,56.55,LOW
2020-04-21,3b7caf53ad6924bd,1,1,1,18225.28,12.51,0,2.5,2.692,0,INELIGIBLE,1,248,0.1553,14316.69,6.9508,MATCHING,68.18,MODERATE
2020-04-22,c586d3569a87d861,1,1,0,35174.74,40.49,0,1.7435,12.685,0,MOVED_OUT,0,60,0.1315,24909.13,4.0924,RCT,93.07,MODERATE
2020-04-23,b3407ec40754e148,1,1,1,-19226.58,5.24,0,2.4798,-9.994,0,EARNINGS_UP,1,257,0.0548,6944.23,4.982,OTHER,56.88,VERY_HIGH
2020-04-24,d8a0b699968fbad2,1,0,1,46354.66,45.53,0,2.0347,8.432,0,EARNINGS_UP,1,137,0.6234,19882.47,2.3577,REGRESSION,90.31,HIGH
2020-04-25,54e1897a0b13fcb2,1,0,1,-14521.0,98.8,1,-4.5254,9.868,0,INELIGIBLE,1,73,0.0515,10157.49,0.7627,RCT,72.88,MODERATE
2020-04-26,0bf00beb14e184e8,1,0,1,33998.97,67.68,0,-0.6894,-6.242,0,OTHER,0,260,0.0832,19920.15,1.2821,MATCHING,64.43,VERY_HIGH
2020-04-27,b22e6326de87aa0e,1,0,0,79725.71,77.0,0,-3.3842,1.788,0,EARNINGS_UP,1,276,0.9,1262.11,-0.0408,OTHER,69.74,VERY_HIGH
2020-04-28,93fc37880e2d032a,1,0,0,-12123.98,59.21,0,-0.5221,-2.958,0,EARNINGS_UP,1,249,0.868,9676.77,6.3446,MATCHING,55.93,HIGH
2020-04-29,841c43ab79c747bf,1,0,1,30810.45,78.5,0,2.1778,11.444,0,INELIGIBLE,0,250,0.0034,22056.11,5.2413,OTHER,78.7,MODERATE
2020-04-30,205e3e71db22d27e,0,1,1,74636.57,84.14,1,3.3594,-10.062,0,MOVED_OUT,1,210,0.6063,566.69,2.4339,SYNTH_CONTROL,87.75,MODERATE
2020-05-01,bd2570460245056d,0,0,1,29796.69,53.91,0,4.3129,7.49,0,VOLUNTARY_EXIT,1,141,0.7859,12880.0,3.7248,MATCHING,56.35,MODERATE
2020-05-02,0582cee2ab72229d,0,1,0,-17207.22,10.06,1,-1.9607,8.449,0,EARNINGS_UP,1,75,0.8349,24099.37,6.5286,SYNTH_CONTROL,96.49,HIGH
2020-05-03,e8e02428594fd305,1,0,0,12179.08,14.22,0,-1.3285,-8.833,0,VOLUNTARY_EXIT,0,42,0.562,3650.43,7.377,REGRESSION,95.54,MODERATE
2020-05-04,aa26d01a58f767e7,1,1,1,69023.44,27.16,0,-4.0633,12.867,0,EARNINGS_UP,0,21,0.5522,20092.16,4.8347,QUASI_EXPERIMENT,60.03,MODERATE
2020-05-05,8f8e6a0639678152,0,0,1,39584.37,90.84,0,4.5352,13.338,0,TIME_LIMIT,0,203,0.8262,14121.29,3.1144,QUASI_EXPERIMENT,82.27,HIGH
2020-05-06,59ea5814c7c62a34,1,1,0,61590.33,92.17,1,4.7896,-3.856,0,MOVED_OUT,1,205,0.1201,24617.57,1.0943,SYNTH_CONTROL,89.97,MODERATE
2020-05-07,cdc804b03170bf25,0,1,0,-939.73,53.34,1,-1.4978,-0.011,0,TIME_LIMIT,1,131,0.3626,5019.53,1.3526,OTHER,77.75,HIGH
2020-05-08,94f5375d21440f50,0,1,0,15713.04,5.62,1,-4.4919,3.607,0,OTHER,1,231,0.5704,15445.83,3.6813,QUASI_EXPERIMENT,99.5,LOW
2020-05-09,4bf066497e0208cf,0,0,0,19249.33,70.65,0,-0.2919,-2.514,1,OTHER,1,68,0.1546,6787.17,7.1061,QUASI_EXPERIMENT,62.34,MODERATE
2020-05-10,72a00924a2d464be,1,0,0,26950.21,95.62,1,3.4042,0.978,0,SANCTION,1,17,0.7785,2815.71,4.7977,REGRESSION,68.59,LOW
2020-05-11,f76c718b32eee172,1,1,1,49649.15,0.43,1,0.1593,-5.195,0,VOLUNTARY_EXIT,0,273,0.9058,22514.98,4.3647,OTHER,79.31,MODERATE
2020-05-12,98fa66447ba1a941,0,1,1,44692.05,62.58,1,0.7962,-10.693,0,EARNINGS_UP,1,243,0.5825,10980.69,-0.8011,MATCHING,71.08,MODERATE
2020-05-13,94e7173bfd81b278,0,1,0,58114.18,84.04,1,4.9603,-3.654,0,SANCTION,1,42,0.7367,24021.3,6.8852,QUASI_EXPERIMENT,77.8,MODERATE
2020-05-14,ddb53b3397d19a5a,0,1,0,71455.53,80.15,0,-2.9367,0.286,1,SANCTION,0,137,0.7424,21250.86,5.583,QUASI_EXPERIMENT,72.53,VERY_HIGH
2020-05-15,2e909932081ae397,0,1,0,23258.3,34.64,1,-2.14,-12.962,1,MOVED_OUT,1,141,0.0193,16931.5,7.6436,REGRESSION,88.39,HIGH
2020-05-16,3bf9ea89daa2a001,0,1,0,25291.31,32.33,1,3.9166,8.623,1,OTHER,1,73,0.1163,22097.39,-0.3733,OTHER,84.78,HIGH
2020-05-17,858374067114f8b0,0,0,0,11727.5,6.25,0,-0.4881,-13.239,0,INELIGIBLE,1,80,0.4346,8376.14,1.0459,SYNTH_CONTROL,62.87,HIGH
2020-05-18,92c6fdd77c3144b9,1,1,1,-5005.74,69.14,1,-4.1634,-1.138,0,TIME_LIMIT,0,176,0.2371,3312.44,2.2186,OTHER,67.16,HIGH
2020-05-19,84a6bc27d74abac8,0,1,1,63418.25,9.99,1,0.4993,-10.461,0,INELIGIBLE,0,289,0.9772,22585.42,7.0078,RCT,99.64,HIGH
2020-05-20,36e28d8eb1a528c0,1,1,1,59167.17,19.4,1,1.9559,-11.663,0,VOLUNTARY_EXIT,1,238,0.3974,4405.11,6.3156,MATCHING,84.64,MODERATE
2020-05-21,cbc859f0a7683572,1,1,0,-434.99,12.29,0,2.3238,5.23,1,VOLUNTARY_EXIT,0,281,0.0254,4816.78,2.4423,MATCHING,61.66,VERY_HIGH
2020-05-22,31139115ec05f4db,1,0,1,-7841.53,29.45,1,-4.401,10.783,0,OTHER,0,200,0.5325,18605.26,1.0573,MATCHING,79.08,MODERATE
2020-05-23,ea12d0ab2e4d8a49,0,1,0,46406.39,93.1,0,-3.4484,12.961,0,TIME_LIMIT,1,267,0.5905,24437.32,5.6676,QUASI_EXPERIMENT,52.07,HIGH
2020-05-24,e90992b014848dd8,0,1,1,-17777.03,83.03,1,4.3521,1.581,1,SANCTION,1,89,0.5304,14013.13,4.6513,RCT,84.02,VERY_HIGH
2020-05-25,c04295ddd4d17085,0,1,1,17379.43,20.23,1,-0.0639,-11.786,0,MOVED_OUT,0,285,0.6165,5064.54,0.3333,QUASI_EXPERIMENT,95.33,LOW
2020-05-26,8825f753ffa23775,1,0,1,34892.14,88.84,0,-1.3268,6.878,0,SANCTION,1,26,0.4156,11486.7,2.1403,DIFF_IN_DIFF,60.52,MODERATE
2020-05-27,2b21dcceadb76a2b,0,1,0,61116.63,68.42,1,2.8916,-5.163,0,EARNINGS_UP,1,0,0.2824,21243.36,7.5585,QUASI_EXPERIMENT,91.94,HIGH
2020-05-28,d26e1934bc3f057d,0,0,1,63710.59,64.72,1,4.6394,8.781,0,VOLUNTARY_EXIT,0,259,0.4412,22994.08,7.8233,DIFF_IN_DIFF,77.27,MODERATE
2020-05-29,0d3cd8edfc3e59b8,0,0,1,56692.91,51.23,0,4.2639,5.104,0,TIME_LIMIT,0,195,0.3688,13057.75,4.8184,QUASI_EXPERIMENT,75.35,HIGH
2020-05-30,d617520c0168b104,0,0,0,38935.8,85.84,1,-4.2356,8.879,0,VOLUNTARY_EXIT,0,222,0.7242,24359.53,4.4918,OTHER,92.11,LOW
2020-05-31,731fb48a34340256,0,1,1,27673.26,18.14,0,-1.2887,11.436,0,OTHER,0,233,0.9723,468.88,7.3365,DIFF_IN_DIFF,53.37,HIGH
2020-06-01,0556db485eb33130,1,1,1,59008.39,90.85,0,-0.981,0.868,0,VOLUNTARY_EXIT,0,58,0.9442,23954.89,5.1368,RCT,94.42,HIGH
2020-06-02,bb9455c40c4f8a0a,1,0,0,52052.97,29.23,0,-4.0161,-10.323,0,VOLUNTARY_EXIT,1,210,0.5738,10880.73,2.916,DIFF_IN_DIFF,89.68,LOW
2020-06-03,23c86ff6f19e00e9,1,0,1,-3973.62,60.48,0,-0.4096,3.805,1,VOLUNTARY_EXIT,0,260,0.1626,11431.13,1.0362,MATCHING,80.22,LOW
2020-06-04,5bbef2a749c796c5,0,1,0,21787.16,15.04,0,0.2953,0.456,0,MOVED_OUT,0,205,0.9394,8604.51,-0.3067,MATCHING,97.9,MODERATE
2020-06-05,eaf5d4094b26ef0a,0,0,1,46164.51,80.53,0,1.6661,-13.915,0,EARNINGS_UP,1,144,0.0752,22763.57,5.9814,DIFF_IN_DIFF,53.75,MODERATE
2020-06-06,295eef18fa916b26,1,0,1,-13888.66,60.88,1,-0.0568,1.379,0,OTHER,1,234,0.2355,11354.92,-0.0096,MATCHING,82.11,HIGH
2020-06-07,a06c86e2240ba890,0,0,0,24315.65,75.65,0,-2.9109,11.068,0,VOLUNTARY_EXIT,0,297,0.6467,14945.53,-0.9613,DIFF_IN_DIFF,77.16,MODERATE
2020-06-08,1fbeca5b17629d37,0,0,1,57963.54,0.68,0,-1.1025,-13.341,0,VOLUNTARY_EXIT,0,300,0.3169,11165.5,0.0704,REGRESSION,87.5,MODERATE
