soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2145-06,SNAP,e32f79cd463e045d,4,7,7,8715,7712,740,7507,30.142,318.209,14,8.524,0.42,2.3888,687,53.48,1.65,28
2145-07,TANF,1d905b5d922a6a75,4,5,4,10905,10247,0,6776,11.881,912.85,70,14.784,3.457,4.7685,1467,23.58,58.41,50
2145-08,LIHEAP,3069f6753cb200cb,1,8,5,10262,7940,1976,4303,40.553,516.891,27,4.781,11.743,0.3666,1142,77.69,18.71,55
2145-09,MEDICAID,82cf7f68e997a6dc,7,12,8,7834,6221,0,6775,29.331,442.562,56,14.879,13.288,1.3808,1492,99.78,63.18,34
2145-10,MEDICAID,9dbc2ef4d9416fb3,8,1,1,10468,4552,5511,6158,56.532,215.973,44,11.714,9.911,0.2063,474,106.47,66.93,19
2145-11,MEDICAID,5d71ca375e89ba95,4,11,3,463,463,0,1247,10.885,979.104,57,9.789,7.55,4.343,1143,154.23,61.22,11
2145-12,SNAP,b293f0ebb741c023,3,5,4,9954,1631,8231,143,21.053,600.655,2,13.627,3.279,3.5687,1089,32.4,2.54,6
2146-01,SECTION8,088f135ccb9497f4,3,1,1,6520,5929,135,859,15.749,1114.356,5,7.6,14.364,0.9042,1305,160.3,66.57,50
2146-02,CHILD_CARE,491bc08400d5774d,8,2,2,3687,3687,0,5056,41.888,1115.557,8,12.883,2.354,4.4269,1379,0.13,27.63,33
2146-03,MEDICAID,6de54d9e59e721bd,4,9,7,11081,2145,7874,801,28.96,595.818,32,12.818,11.806,3.4479,1626,12.69,56.87,23
2146-04,WIC,159d605ff8508aaa,3,1,1,5204,2829,1708,225,50.836,1121.409,51,11.643,6.576,1.8774,850,104.64,39.91,3
2146-05,SNAP,6b5f05093a31cbaf,8,12,1,6160,2635,2417,583,23.723,1043.61,47,7.267,8.08,4.4763,1871,46.6,82.58,28
2146-06,LIHEAP,65c48e4b134b7083,7,6,4,8439,8439,0,8731,23.749,511.951,25,2.932,4.435,1.0593,2032,18.05,44.33,20
2146-07,LIHEAP,c1e851fe80940b2d,7,8,0,10876,5754,3210,1792,43.248,491.062,10,14.112,12.436,1.2296,927,153.4,84.5,28
2146-08,WIC,c128c5020fc208d3,1,2,2,2039,2039,0,4863,6.95,1158.043,3,3.572,0.42,2.1038,2143,168.53,57.3,37
2146-09,WIC,15c8f825128e8454,1,2,2,2920,2920,0,8148,51.438,1093.054,44,10.875,7.9,2.4976,2022,62.85,46.75,53
2146-10,LIHEAP,6d83490a99f29cc4,2,7,7,301,301,0,7502,35.331,1100.455,7,13.311,1.809,1.7123,700,2.42,97.96,5
2146-11,SECTION8,5077bf3215fe5b45,1,5,4,5169,5169,0,2750,27.68,453.156,65,0.002,11.124,3.7988,1288,31.86,54.53,52
2146-12,MEDICAID,f0e99c8967fe60fe,4,12,8,7584,7584,0,5503,20.582,807.037,3,14.131,9.182,0.133,1193,19.79,32.0,0
2147-01,SECTION8,ebe69bfd85d36531,7,10,9,9266,9071,0,2630,11.481,75.788,29,10.875,4.399,4.0791,769,80.56,72.34,26
2147-02,UI,524e8d4d365dc217,7,12,10,341,341,0,4993,28.166,261.839,4,13.058,13.83,4.9309,855,127.6,65.08,3
2147-03,SNAP,e158f414c74c972e,3,5,5,930,368,0,8305,47.356,503.01,37,0.727,5.718,3.5047,1617,178.91,71.07,37
2147-04,SSI,8e4482f4f8a0b143,3,1,1,6038,6038,0,2375,57.807,630.421,53,1.825,4.929,2.3208,1017,52.12,69.79,35
2147-05,MEDICAID,689c968a565c0963,8,11,2,10473,6936,1576,6642,35.621,278.142,38,13.529,7.807,0.8543,1358,46.46,97.67,57
2147-06,MEDICAID,255c958be47c2aa7,2,4,4,9072,6074,1495,7163,25.092,93.883,11,0.997,2.723,3.1839,1943,164.99,9.95,52
2147-07,CHIP,b367c188358a9b93,2,3,3,6842,155,5543,8013,42.828,266.364,62,9.27,9.554,4.428,1373,64.82,5.29,46
2147-08,SNAP,2b26e0eefa63befc,2,12,0,8168,1115,6842,8818,16.891,399.655,27,7.066,8.458,0.5179,1847,89.12,93.82,47
2147-09,SSI,72b66feb80c8a750,5,2,2,6709,6709,0,5919,14.402,942.936,11,3.938,14.766,4.7543,2405,51.94,13.26,41
2147-10,LIHEAP,cdcbf116ba59809d,5,4,4,2243,2243,0,6156,10.663,157.097,8,7.994,11.687,0.7683,810,48.63,84.26,48
2147-11,SNAP,b9df4645032b3a3d,5,4,3,2851,2851,0,7564,43.776,1105.978,21,8.25,10.078,2.9518,2005,61.13,52.38,51
2147-12,SNAP,815dbc179cf1e45d,4,8,7,7468,7468,0,7207,42.186,307.969,27,3.936,7.671,0.6585,1240,67.66,71.52,54
2148-01,WIC,c9c5d3c60fbe417a,8,5,5,8494,8494,0,8856,30.974,387.35,67,7.577,10.123,3.8323,1706,31.54,89.74,18
2148-02,SSI,a5276095a22f662b,1,3,3,6277,6277,0,5768,1.124,499.631,8,1.697,9.845,4.214,1795,24.99,51.07,14
2148-03,CHILD_CARE,7bc2fc19cadb974c,6,8,3,4199,820,1742,4138,14.206,782.892,42,2.576,7.44,4.9946,1150,87.45,97.77,13
2148-04,UI,a0edc33d37f27cbb,2,8,1,5093,5093,0,578,6.595,24.723,53,14.139,12.626,3.4614,1133,16.19,10.23,33
2148-05,MEDICAID,c474bac59b2df362,4,4,4,5221,5221,0,7609,10.239,623.804,25,11.574,3.3,3.4662,987,78.0,30.24,46
2148-06,SNAP,8e8f1d9709cf626e,2,3,3,1749,436,894,8695,23.446,1156.865,61,13.254,4.657,0.6918,574,3.36,79.92,19
2148-07,SNAP,17d29af821ddf562,2,12,2,4348,833,1899,4523,25.074,399.046,11,4.016,4.46,4.7669,1843,144.27,55.12,2
2148-08,LIHEAP,75818678d0ee9842,8,4,2,8710,6469,2144,2860,47.294,1050.627,57,0.548,13.921,2.9708,2129,164.85,15.29,56
2148-09,UI,f661106f320340b1,4,8,6,6312,6312,0,1128,19.97,534.418,14,2.53,8.815,2.0929,1113,159.1,96.15,33
2148-10,UI,55f0281f36444adc,7,5,5,11976,4820,5691,3469,25.575,1128.219,23,11.986,10.447,0.7204,666,72.29,43.83,19
2148-11,SNAP,a5ab4ba4493cb758,4,5,5,1403,1403,0,6172,19.413,870.93,68,13.013,11.134,4.7663,1432,176.17,59.02,23
2148-12,CHILD_CARE,de242ddacc120ecd,5,1,0,8482,913,7216,3293,21.493,460.241,4,12.049,8.78,3.1414,2256,0.88,40.05,0
2149-01,SECTION8,6a0c81b2ea64495d,3,7,2,10581,5645,3227,6154,27.226,475.532,28,4.347,3.499,2.5261,1851,12.64,14.21,16
2149-02,SNAP,4b8a88ce2163b7c0,7,7,5,4459,1633,912,7106,40.194,983.613,65,0.953,11.398,2.9466,1170,105.69,38.28,2
2149-03,MEDICAID,17aaca1a2502a08d,7,4,2,4660,2305,1650,244,59.069,248.104,24,4.133,0.81,1.9892,834,88.85,30.82,26
2149-04,SNAP,59887d60dc2ea3c9,2,1,1,11394,2083,8926,8993,15.487,1006.765,21,14.008,0.777,3.5108,1874,46.42,75.09,59
2149-05,MEDICAID,dd35c7113b78c41e,2,3,3,11519,7781,3006,8176,47.007,115.906,27,9.481,0.645,0.4278,750,7.11,60.31,41
2149-06,CHIP,2e8c7f0c64acbd24,1,6,4,3756,671,2674,7716,29.493,101.537,5,1.623,4.342,2.311,1796,170.29,84.3,53
2149-07,SNAP,f94b63245468268f,3,2,0,8347,8347,0,3630,55.341,661.388,33,0.83,0.101,1.1135,2319,173.3,97.64,20
2149-08,MEDICAID,ff824e3f1e012c04,3,11,11,9156,8671,0,8716,37.365,711.909,43,4.571,6.173,4.9755,2032,93.83,62.16,30
2149-09,MEDICAID,ef496558c2aad10b,5,9,8,4056,345,3328,1969,30.454,651.0,3,8.651,3.49,1.5189,2232,15.66,46.93,60
2149-10,MEDICAID,09aebbb763565271,1,3,3,2046,2046,0,5082,17.746,569.501,33,3.877,12.195,3.6917,1437,84.25,6.64,43
2149-11,MEDICAID,d48793dbdb8ed6e2,7,1,1,10262,6427,2270,5668,44.358,318.132,71,1.032,9.511,1.4424,554,94.7,39.49,45
2149-12,MEDICAID,f9ded7de367b9cb2,4,6,5,4537,2204,1585,3002,1.276,567.273,52,7.976,13.573,0.7479,2045,134.56,75.52,46
2150-01,SECTION8,b23bd8122ff65f18,6,4,4,5626,5626,0,3878,7.135,101.604,40,12.484,0.559,3.7857,1735,5.06,61.54,46
2150-02,UI,7f229b6c64d81dd9,2,11,9,6522,6522,0,7692,34.377,805.675,37,2.332,12.417,0.9966,474,99.1,25.83,46
2150-03,CHILD_CARE,3a29636444dbaa56,8,5,5,9250,3509,4044,5311,3.206,1088.866,41,11.951,3.879,2.7889,2309,88.31,18.11,31
2150-04,SNAP,f65e430f5d56aa5a,4,5,5,10052,2562,6072,443,53.284,144.817,10,10.671,1.479,4.4273,1628,69.07,12.26,48
2150-05,SECTION8,1df3ccf9e3681033,7,3,3,4171,3853,0,2699,43.587,120.308,22,10.164,10.183,1.241,480,76.22,33.06,9
2150-06,MEDICAID,b662f53061060bbb,8,10,3,7630,5847,0,1431,51.844,1107.489,14,0.528,3.677,1.5044,1990,175.45,34.9,30
2150-07,MEDICAID,deb9d70fb635578d,1,9,4,9642,2971,5063,1259,30.48,130.66,37,12.626,0.718,3.7216,461,79.74,79.34,16
2150-08,CHILD_CARE,7a4687cfeb15e110,6,10,6,1631,1631,0,4835,1.717,534.191,65,6.051,10.756,2.9685,1733,37.31,96.28,9
2150-09,UI,641a7a118724d912,6,2,2,3239,453,968,4390,56.661,559.912,59,3.734,5.96,3.1595,1537,132.78,46.11,54
2150-10,MEDICAID,48e6fcf521d399b5,2,9,8,2055,2055,0,1023,6.881,849.343,53,10.226,9.628,4.9658,1049,89.9,9.88,0
2150-11,TANF,8dcc3b08ae8e2726,8,6,3,6647,6647,0,5983,56.657,26.174,59,7.913,0.103,1.2513,1960,177.7,88.17,15
2150-12,SNAP,80655d11c7512f5c,7,2,2,5565,5565,0,6,33.981,196.015,48,9.318,10.803,4.0329,261,78.54,10.9,8
2151-01,MEDICAID,233cc4ddfd80db75,4,4,4,6001,723,5176,8510,53.496,813.196,44,3.696,14.951,4.6776,724,167.71,16.43,5
2151-02,SECTION8,b66fb91eccde055a,2,6,6,1636,1245,0,357,27.01,342.127,35,14.138,0.825,1.7334,2219,69.02,40.1,39
2151-03,SNAP,77b9e3d26e6d866c,3,8,8,2158,597,0,2327,6.088,310.708,26,9.511,4.328,3.0733,409,4.91,22.45,3
2151-04,WIC,1dafb90b37bf8010,7,1,1,2408,283,2084,3688,26.396,233.339,70,5.216,5.757,2.1431,1801,38.56,20.21,29
2151-05,UI,4e4f91abdfa5363a,5,4,4,2851,2851,0,2634,19.987,882.44,56,1.976,13.439,3.8092,370,88.75,62.95,55
2151-06,SNAP,33fbc441c0788cbd,6,3,3,2553,2553,0,5748,42.44,23.241,9,1.838,9.495,0.123,2090,57.12,70.6,34
2151-07,WIC,4728ea6449931a98,1,5,5,2640,2640,0,1082,43.988,691.232,7,11.71,5.375,3.4548,2364,14.63,29.38,32
2151-08,SSI,9e5dcf36159c2eae,6,9,4,3555,634,1137,6236,52.795,97.843,59,12.35,5.814,3.1663,2418,74.62,63.21,39
2151-09,WIC,131d435c8c72c5b7,3,6,6,6531,6531,0,7571,3.006,819.894,34,0.24,0.481,2.8624,2311,102.57,7.54,36
2151-10,LIHEAP,9af80d418885b16f,8,10,6,7124,7124,0,3137,44.347,99.625,24,0.788,1.068,1.6961,811,41.33,82.27,33
2151-11,TANF,a7ba1f941c5a0f9c,3,12,11,10265,7911,1342,708,58.007,117.856,41,3.99,3.301,4.3404,1427,60.85,8.83,44
2151-12,SNAP,5e569beda561f28c,1,1,1,9969,6156,3717,4666,7.583,59.817,67,5.055,10.994,0.4858,59,166.8,81.02,19
2152-01,WIC,ac23580885acf97b,6,3,2,7634,7634,0,76,6.127,972.408,10,2.938,0.243,2.5428,2415,98.1,29.89,57
2152-02,LIHEAP,d60964139624ac7b,1,10,2,2403,2403,0,1747,7.396,1020.319,33,0.394,11.661,4.0204,2133,22.35,17.45,59
2152-03,SNAP,e27f45a16bf56321,2,2,1,4725,4725,0,8830,55.54,559.07,43,7.843,10.222,0.0234,1704,35.06,31.13,55
2152-04,UI,794fd1d8712aa1f6,2,9,9,4963,4963,0,6968,23.706,359.391,15,12.32,13.119,1.5223,621,79.0,28.03,37
2152-05,SNAP,509d266f609702f5,2,12,9,11035,10062,99,514,59.302,786.332,18,3.372,11.902,1.8707,1671,123.28,18.6,13
2152-06,MEDICAID,132bc2e01e650c24,1,1,1,1675,1675,0,965,58.886,95.643,60,1.496,0.677,1.59,716,21.71,1.67,36
2152-07,MEDICAID,7f03c3727c140bc9,8,12,7,10878,3586,6289,7096,33.947,441.664,24,1.21,13.829,3.0658,1751,160.0,64.27,54
2152-08,SNAP,e8a6787873152d75,8,5,5,8829,8829,0,6724,47.091,650.025,25,6.981,14.132,0.3862,117,37.91,93.24,19
2152-09,SECTION8,dea358dd665e8a9c,2,3,3,478,478,0,8766,21.428,900.776,58,6.476,6.441,0.6732,901,30.59,64.07,27
2152-10,SNAP,198e20ee7f855084,1,12,5,10967,6681,3025,6674,32.15,1066.397,64,11.19,12.399,0.9439,20,107.89,9.83,23
2152-11,WIC,2888bb3c9827e8ba,7,6,5,782,782,0,3233,49.343,735.048,65,12.556,2.98,2.6844,247,179.61,98.24,2
2152-12,WIC,f122485d97047497,2,10,10,5644,1794,3592,1961,33.955,88.969,30,2.894,10.11,4.1739,1447,8.05,28.81,21
2153-01,MEDICAID,e8caa5ed3d3ceafe,4,3,0,9965,4325,3984,7572,1.135,638.73,34,11.88,10.327,1.3051,2397,77.49,87.83,57
2153-02,SSI,3bd8ae3659bdcccc,3,1,1,2432,2432,0,4967,33.21,604.241,68,8.61,0.991,3.2811,782,179.68,21.7,58
2153-03,CHIP,f49db88ab339491c,5,7,2,2037,2037,0,6215,2.09,685.932,71,14.853,14.505,2.9883,2453,45.19,98.0,23
2153-04,WIC,80263c0ca8fd5639,2,2,1,9732,2803,6818,2993,49.718,830.293,4,7.485,13.925,0.8954,967,116.1,76.95,3
2153-05,TANF,c66cdfa246d83fd2,2,10,0,678,678,0,6952,9.451,953.544,47,4.351,11.07,0.1752,2319,162.75,72.15,37
2153-06,UI,90049d164fba0b31,7,11,8,10144,9284,464,1287,25.009,1002.045,53,1.87,2.148,0.5693,587,54.42,20.33,1
2153-07,SNAP,946dc8fb6d476081,2,11,2,5072,3957,0,2840,1.178,1143.166,17,7.903,14.818,0.7864,1479,19.89,94.0,41
2153-08,SNAP,fbca81bdb2cb6319,8,5,5,11477,5202,4314,8729,6.841,147.967,56,12.115,5.013,2.7669,2233,83.2,37.8,57
2153-09,TANF,c7946b3fa10d204f,3,4,4,8345,8345,0,4233,19.745,79.278,12,7.905,12.954,3.9539,2245,176.42,25.27,26
2153-10,WIC,17b5ee6607b90035,4,10,6,6999,2061,3795,7233,36.446,254.869,11,9.438,4.143,1.4219,54,159.77,76.24,50
2153-11,WIC,c6e1352a6d0d6291,2,5,5,5543,5543,0,7849,6.598,606.23,70,0.924,14.284,4.1156,1576,165.35,27.27,32
2153-12,SNAP,3088a752652704e2,7,2,2,6539,4871,1522,6505,13.367,851.221,52,12.616,6.676,1.3519,2094,143.66,73.14,49
2154-01,CHIP,1eb76aa1dbc1a009,7,12,9,2272,1480,206,546,6.63,155.562,3,3.807,5.305,0.1863,1906,4.9,62.48,22
2154-02,UI,99b522f097d3818f,8,7,7,1764,1764,0,1516,0.995,161.513,45,6.709,13.61,3.9281,1525,83.46,7.4,56
2154-03,TANF,c9bb8d2548361a46,7,11,11,3637,3637,0,8810,33.08,269.884,10,0.622,14.233,4.2013,1000,23.24,96.36,53
2154-04,LIHEAP,24984cb17bcc38fc,6,12,12,5246,4708,0,6599,42.851,1051.145,39,0.957,9.846,0.7308,2497,102.23,92.91,57
2154-05,MEDICAID,c8278f93837ed6c6,6,1,1,1619,1619,0,3870,30.345,269.356,55,1.763,10.135,1.2009,1017,19.96,91.88,13
2154-06,WIC,c3ec95a90a746d12,2,11,9,8766,5563,1263,6979,36.444,850.827,26,11.576,7.848,1.1329,1138,7.91,4.36,39
2154-07,MEDICAID,7da36fa2405e6f44,7,2,2,1801,1801,0,6810,12.032,974.348,15,12.358,12.433,0.0832,1855,52.78,90.2,35
2154-08,SSI,5ec57af033272b4f,2,12,7,9665,9624,0,2049,5.933,921.959,21,9.819,12.193,3.8713,1348,56.85,74.64,29
2154-09,MEDICAID,657870a2744eb27c,2,12,5,5257,5257,0,7525,38.736,698.64,49,0.247,8.815,1.2941,1795,162.61,21.58,34
2154-10,MEDICAID,7c4febf2982e81db,7,11,11,9873,4606,3560,7388,1.747,796.011,63,13.434,10.515,1.8345,218,157.68,3.24,35
2154-11,SNAP,c419024af9da932b,3,4,4,9630,9630,0,2770,9.996,626.402,23,3.323,2.463,1.5715,1818,177.42,1.5,45
2154-12,SNAP,0f895827172e8058,3,12,3,6363,6363,0,6297,22.495,1107.593,45,7.156,4.173,2.6646,709,111.07,52.15,60
2155-01,UI,d663e90173e1d826,4,9,2,2529,2529,0,3865,52.629,368.214,44,4.046,3.581,0.2548,742,36.35,91.53,55
2155-02,SNAP,d74341a0fc4fa733,1,1,1,10962,416,10149,2433,5.186,118.025,3,7.123,2.585,0.9065,141,167.73,92.53,37
2155-03,MEDICAID,fb94e2fd2cc61a6f,7,12,0,11139,11139,0,5746,26.329,1114.906,68,10.324,7.658,0.6075,2290,90.38,92.26,20
2155-04,SNAP,0f72c1d538191fa4,5,10,10,4152,1038,2611,1374,7.727,459.337,68,12.1,0.933,3.3754,602,0.06,91.08,24
2155-05,TANF,cabd6f95f8c14b07,1,12,10,9022,8664,184,5422,56.258,307.808,18,1.442,13.736,4.9489,747,123.53,68.25,29
2155-06,SECTION8,9797a8709ea1a45c,1,10,1,3208,3208,0,4770,48.67,214.489,67,8.496,1.928,3.4511,1796,37.47,33.31,31
2155-07,WIC,65f2c1294a18f448,8,4,4,7853,7853,0,5035,48.752,338.0,65,8.421,14.417,1.9387,2272,69.89,47.15,2
2155-08,UI,df8d71fc926479d6,1,11,7,6485,3740,929,5108,24.27,1090.551,24,2.546,11.987,0.3458,1635,113.1,93.46,6
2155-09,WIC,7da444a8c7b33dc2,4,7,6,2892,2892,0,4557,4.591,513.162,19,9.42,12.071,3.336,628,128.57,42.26,38
2155-10,TANF,c2e4f9dc66df1d38,3,6,6,185,185,0,4573,13.299,346.913,62,11.468,6.339,0.472,1042,11.8,42.71,39
2155-11,LIHEAP,04878ba7873f1343,1,2,2,9618,2410,6469,3505,3.147,346.674,31,8.77,9.698,0.9765,520,75.29,8.98,42
2155-12,CHILD_CARE,3f537fa6a669ed15,1,1,1,6295,6295,0,1538,38.369,677.885,28,10.561,0.611,3.5188,472,176.16,74.19,6
2156-01,SECTION8,c64d335a58a65072,5,9,5,3541,3541,0,2321,16.599,792.506,5,5.138,8.998,2.9961,2204,70.58,2.59,1
2156-02,SNAP,4f9ae97dca127296,2,6,4,590,590,0,5802,16.852,1130.797,16,11.44,0.156,1.111,9,6.57,10.34,20
2156-03,SNAP,afce47e7f8d923a7,3,10,10,9363,1075,6519,8259,41.145,837.048,34,6.935,10.593,3.2189,722,64.26,38.71,29
2156-04,MEDICAID,dbd083a25237b8c2,8,1,1,7617,2357,4119,4630,13.845,335.529,13,11.05,4.79,1.9646,1525,106.37,71.4,52
2156-05,SSI,703764df243dd909,2,3,3,2507,1773,102,7494,14.317,116.19,57,7.029,9.775,0.0629,1496,56.35,23.6,32
2156-06,SNAP,a58d18023c376e12,6,4,3,5925,5925,0,2713,54.162,362.841,71,13.732,6.418,4.0801,298,82.75,52.2,15
2156-07,MEDICAID,7be0263847a6042f,6,8,7,3764,3764,0,1315,37.601,801.732,25,3.227,3.555,3.2568,1574,10.29,65.86,51
2156-08,UI,3c4a5691e334593b,4,9,7,322,322,0,3439,26.908,1075.953,32,9.553,12.391,0.9621,32,142.56,89.56,20
2156-09,WIC,32000e7b0b1a6df6,2,10,10,6374,1673,3562,6296,26.431,1173.364,36,12.674,12.162,1.5612,35,107.95,81.17,14
2156-10,SSI,40644f66272ac5ff,7,5,5,4282,4282,0,402,12.817,550.585,62,0.356,3.397,1.2789,586,94.06,15.57,7
2156-11,SNAP,1a2390c7bed259ce,4,6,4,11443,8667,946,2257,23.534,167.386,59,6.673,8.893,4.8278,211,74.16,6.85,51
2156-12,SECTION8,77075ccc2702e755,4,4,4,6897,6897,0,487,11.062,1122.997,58,7.436,12.309,3.9351,2313,3.74,76.52,60
2157-01,SNAP,40e8338efa42ee12,2,1,1,1661,723,0,2913,46.172,792.118,20,9.072,12.358,4.6107,2184,83.46,71.49,2
2157-02,SNAP,7f6bd1bd140e9ee9,7,12,1,60,60,0,5604,10.294,711.689,49,8.001,9.149,1.0549,962,68.47,33.39,51
2157-03,SNAP,c6f4515b0c77a31e,5,10,10,2895,2895,0,8683,41.234,314.48,65,10.496,0.2,1.1132,1219,125.51,86.76,46
2157-04,SNAP,d5f33fee9014b5f9,8,6,3,10578,8816,0,2989,30.627,223.021,4,0.94,10.478,0.7032,659,6.05,26.22,44
2157-05,UI,91dac89f51ae729c,8,7,5,11416,7261,3724,3716,29.025,696.752,6,0.175,10.832,4.7484,972,136.55,87.79,43
2157-06,SNAP,1cdd72b88c3b6fb9,7,6,6,9276,6033,2937,8662,44.398,631.253,65,7.188,11.897,2.1477,485,169.59,70.31,50
2157-07,SECTION8,a413620ff20d4394,2,8,4,3372,2409,846,8515,38.41,98.234,51,4.804,0.019,3.7345,509,35.16,86.88,47
2157-08,TANF,a7a4ab3498770325,8,12,11,8025,8025,0,5992,59.083,327.435,53,4.475,14.59,4.4206,742,113.94,37.51,13
2157-09,SECTION8,2ae8f18f69dc080d,7,8,6,103,103,0,7118,1.613,948.166,59,10.093,11.964,3.9174,2416,77.16,60.42,17
2157-10,MEDICAID,9613ac52b74a1032,7,2,2,9547,6268,2261,1107,3.861,197.627,70,7.709,3.443,3.4383,1934,71.05,68.59,55
2157-11,WIC,3b7a0e095ba9013c,4,12,0,3013,3013,0,4277,33.814,875.808,51,2.156,4.006,0.055,788,22.54,14.2,7
2157-12,SECTION8,24b1766f6f157ddd,4,9,9,11874,520,10831,3208,13.344,942.759,70,10.12,8.944,0.2064,2370,78.59,40.38,28
2158-01,UI,3d37527878f1c927,2,1,1,8960,7412,1332,3518,47.477,1096.25,27,13.448,5.919,4.181,1183,77.22,62.22,47
2158-02,UI,fd55d242b2a57d3e,5,12,9,9468,9468,0,3011,24.141,185.291,30,7.915,2.746,1.3023,847,147.16,0.69,21
2158-03,SSI,a6595557e411695c,8,2,0,3166,1974,559,6273,24.974,256.262,40,7.609,0.049,0.9276,1277,136.69,98.17,10
2158-04,SSI,35ebc978b723394f,2,10,1,6767,6767,0,2607,50.428,641.013,36,11.779,0.76,2.7757,1758,127.66,76.31,32
2158-05,SECTION8,bc4c20d035d57012,5,5,5,594,594,0,1866,8.275,771.484,37,0.647,10.868,4.3301,1306,8.36,93.72,45
2158-06,SNAP,47d04282de8dd546,7,3,3,656,656,0,930,33.774,149.465,52,12.246,0.192,0.0626,1320,136.36,83.98,50
2158-07,LIHEAP,0652af5385bd91c2,5,1,1,3488,3488,0,3285,13.286,494.976,3,0.366,13.017,0.9507,1875,39.17,20.1,42
2158-08,SSI,9c5bba2b35639205,8,1,1,1142,1142,0,8189,59.714,1035.897,29,13.853,9.835,4.1703,1795,51.42,63.18,4
2158-09,LIHEAP,b4fcf9979552327f,4,2,2,2912,2912,0,8582,16.371,107.198,9,2.695,13.17,3.683,715,124.91,55.12,44
2158-10,LIHEAP,222121a9f103d22d,7,9,1,5016,5016,0,3728,13.206,689.659,40,11.744,0.574,2.4669,1341,175.07,39.56,52
2158-11,WIC,31659314957287d0,8,7,2,7448,7448,0,4039,31.866,383.35,14,4.343,11.046,4.7058,1,61.0,10.32,49
2158-12,WIC,5e8d447846873fff,6,11,3,9078,9078,0,855,10.31,126.051,11,14.432,4.153,0.4423,1592,31.55,10.42,30
2159-01,SNAP,4de43401bed82149,5,3,3,11572,5014,5406,5184,56.885,1136.822,10,3.21,6.981,4.2861,816,1.04,34.07,38
2159-02,TANF,93e4cfa7bd14a1a4,6,10,1,10438,6722,2917,8686,30.95,1099.073,25,14.586,11.082,4.2186,1294,2.77,24.46,55
2159-03,MEDICAID,5781e059afe1ab4d,7,5,5,8097,8097,0,4981,15.544,1075.764,1,1.691,4.319,2.6082,2295,67.28,93.28,49
2159-04,CHIP,942a40f6996767a2,2,5,5,9451,8298,0,3015,26.5,906.645,4,2.152,14.858,4.8632,179,135.84,76.3,57
2159-05,LIHEAP,02bd33187b693775,6,2,1,3060,3060,0,4603,21.008,687.196,1,0.254,14.714,4.8981,1130,73.46,47.88,1
2159-06,SNAP,a4e8c01d9e1c16a8,6,5,5,5626,5626,0,6168,57.619,28.707,35,10.321,4.0,1.3478,740,37.36,94.97,35
2159-07,UI,8407e721ea089e71,3,5,5,6662,6662,0,183,30.696,441.438,11,5.851,1.597,4.0491,60,136.03,55.26,22
2159-08,CHIP,5bb2fb5a8c5e589e,7,5,2,4640,4640,0,1484,10.495,1126.209,4,2.803,10.85,2.5221,315,162.31,80.71,33
2159-09,LIHEAP,6c1ef131559c6f3c,2,6,5,2639,2639,0,7741,32.177,188.09,52,10.067,2.756,4.4057,1439,174.74,91.66,1
2159-10,SNAP,0a01bfe62f17b140,7,3,3,7612,3974,3433,6903,18.559,581.351,6,12.621,10.473,1.4219,726,52.65,27.85,30
2159-11,SNAP,e32a403fe5aa9b5f,6,6,6,124,124,0,504,34.844,457.652,47,6.332,5.128,4.0225,1343,31.8,91.57,10
2159-12,LIHEAP,dd2c7759e4435a02,8,9,0,2497,2497,0,8502,11.603,1155.573,70,0.362,12.344,1.9117,357,21.08,6.53,54
2160-01,MEDICAID,8085e873514daeaa,8,10,0,4816,4058,302,270,3.049,242.694,21,0.978,9.313,0.3774,2092,102.43,20.54,8
2160-02,LIHEAP,6f8efaea91cf83f4,7,4,4,2952,2952,0,8445,58.529,1021.845,67,12.381,0.516,3.8033,1390,148.54,6.98,46
2160-03,SNAP,4727d6a1afa1f788,4,4,4,8102,8102,0,7322,27.372,998.176,71,6.83,4.041,1.3386,941,170.78,58.77,0
2160-04,CHIP,cf4778f749bb7209,7,8,8,2744,2744,0,7154,31.749,948.167,3,3.884,5.096,1.7681,2013,70.86,76.82,3
2160-05,SNAP,62e0a0958d2e76e7,4,7,3,2653,2653,0,3422,5.84,417.388,27,7.576,5.152,3.2029,1125,76.74,85.16,1
2160-06,SECTION8,f4d58a5a1aaecaf3,2,10,5,8390,8390,0,5858,40.693,910.359,48,7.64,12.586,3.1227,1066,170.49,1.55,20
2160-07,MEDICAID,eed5872d783045dc,6,12,7,9919,9201,0,5051,28.461,283.05,18,3.47,10.795,2.4253,782,167.27,67.28,18
2160-08,MEDICAID,3148a90a33d3079b,4,12,0,2451,1582,0,4098,54.771,861.611,44,1.566,6.129,2.0697,927,28.26,97.78,37
2160-09,TANF,ef9c46d274c7c07d,2,1,1,6422,5488,0,4574,48.608,1149.072,59,12.321,6.078,1.5966,1855,49.09,46.99,23
