safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-03,HH-bb8baf4c2bfbb6,9.36,1.02,Y,N,Y,Y,FearRetaliation,9.01,7.36,70.0,2.5,9.44,Never,Sometimes,4.66,2.89,Phone,1.256512
WAVE-52,HH-a4856852ecafd6,9.9,1.71,N,Y,N,Y,Other,2.59,99.7,63.79,0.37,9.8,Never,Rarely,8.21,6.23,IVR,0.232239
WAVE-20,HH-0cad22598b229a,5.25,3.6,Y,N,Y,Y,FearRetaliation,4.4,33.86,3.66,2.17,4.12,Never,VeryOften,7.59,3.47,Web,0.89179
WAVE-13,HH-cbf620d48d7bdd,0.48,0.03,N,N,Y,N,Other,2.25,53.65,99.64,0.29,2.27,Monthly,Often,6.19,0.81,Web,3.064759
WAVE-47,HH-616042ac8cdb38,2.45,4.76,Y,N,N,N,NotWorthIt,3.43,72.46,71.79,9.13,8.01,Never,Rarely,9.36,3.29,Web,3.536135
WAVE-39,HH-38990358e9f5d1,6.29,9.71,N,N,N,N,Other,8.54,64.37,6.19,6.15,5.02,Rarely,VeryOften,4.95,3.92,IVR,1.546851
WAVE-56,HH-f4c54d163bdab9,5.27,8.96,N,Y,N,Y,TooMinor,5.29,12.34,33.61,1.9,4.01,Rarely,Never,5.46,6.89,IVR,0.959272
WAVE-08,HH-a450b3e6642bf0,7.17,7.86,Y,N,Y,N,FearRetaliation,4.32,78.4,96.2,3.2,0.24,Never,Often,8.08,5.38,InPerson,3.439922
WAVE-01,HH-43af26b2e476d7,5.15,8.61,N,Y,Y,Y,FearRetaliation,9.7,64.96,98.44,8.65,0.74,Never,Sometimes,3.51,9.12,Phone,4.430423
WAVE-26,HH-b778ff01f050c2,2.96,3.74,N,Y,N,Y,NotWorthIt,3.45,0.32,19.72,9.1,3.88,Never,Sometimes,6.64,3.34,Phone,3.471866
WAVE-13,HH-6feccdda83b832,1.79,0.02,N,Y,Y,N,NotWorthIt,0.09,13.01,45.58,10.0,6.98,Never,Often,4.05,3.2,Web,2.949081
WAVE-30,HH-9ce47db2cc0016,0.95,3.41,Y,Y,Y,Y,TooMinor,8.48,32.94,49.96,5.74,4.49,Never,VeryOften,1.0,0.08,Paper,1.404157
WAVE-09,HH-68a5e4b5a44cc9,0.8,6.92,Y,Y,N,Y,NoEvidence,2.35,50.24,93.55,7.33,3.42,Monthly,Rarely,5.22,0.32,Web,1.622797
WAVE-52,HH-7502954b46859c,1.56,3.38,Y,N,Y,Y,FearRetaliation,7.02,57.91,82.53,9.96,6.59,Never,Sometimes,5.12,3.93,IVR,1.289126
WAVE-45,HH-6e639d20dc13c0,2.12,3.58,Y,N,N,N,DistrustPolice,9.69,9.95,66.29,2.4,1.76,Never,Never,6.24,1.16,Paper,3.145438
WAVE-31,HH-febd82e0adaecc,5.17,2.88,N,Y,N,Y,NoEvidence,6.72,83.29,8.53,8.69,8.67,Never,Rarely,6.78,5.35,Web,4.476871
WAVE-12,HH-c9865eda88abcc,0.01,0.89,Y,Y,Y,N,NoEvidence,4.92,77.77,97.55,7.07,6.14,Never,VeryOften,5.81,8.9,Web,0.667168
WAVE-46,HH-d4b649c6f6df6a,4.02,1.04,N,N,N,N,DistrustPolice,2.62,6.29,44.15,2.6,1.28,Never,Never,9.02,0.18,InPerson,3.753212
WAVE-43,HH-5cd99f6263d0bb,2.28,3.3,Y,N,Y,Y,DistrustPolice,5.18,96.64,92.47,9.63,8.16,Never,Never,1.77,8.6,Phone,3.230766
WAVE-12,HH-3ffe63314305c4,6.43,9.66,N,Y,Y,Y,FearRetaliation,3.06,98.49,96.33,0.47,3.32,Monthly,Sometimes,5.58,5.92,InPerson,2.185992
WAVE-37,HH-d28d8ec1510b5b,5.23,3.43,Y,N,Y,Y,TooMinor,5.32,19.37,19.6,0.97,2.01,Never,Never,8.58,8.75,Paper,0.809322
WAVE-09,HH-a5aede1c9fc2a9,2.83,0.17,N,N,N,Y,FearRetaliation,3.45,94.17,47.22,7.6,8.97,Never,Never,8.11,8.49,Paper,1.636438
WAVE-21,HH-23c4ef7493eb43,6.36,2.25,Y,Y,N,Y,Other,5.78,84.24,82.27,9.14,4.82,Rarely,Often,6.42,8.99,Web,0.469333
WAVE-17,HH-e032c5d3d90351,1.46,9.23,N,N,Y,Y,TooMinor,0.68,19.66,63.15,6.22,7.96,Never,Often,6.17,5.92,Paper,2.613795
WAVE-53,HH-114871faba5672,8.64,4.35,Y,N,N,Y,FearRetaliation,6.04,17.6,47.48,0.25,7.15,Monthly,VeryOften,2.4,6.12,Web,1.603534
WAVE-43,HH-52a0f41e3c8291,9.37,4.05,N,N,N,Y,FearRetaliation,0.54,88.4,82.97,5.48,9.8,Never,VeryOften,9.34,3.9,IVR,3.708485
WAVE-16,HH-fdc613f5435329,5.47,6.79,N,Y,Y,Y,NoEvidence,3.17,78.6,87.32,8.47,4.24,Never,Often,9.78,1.94,Paper,4.463223
WAVE-27,HH-76b5b676afaf4e,5.09,0.53,N,N,Y,Y,Other,3.33,68.09,61.07,5.55,3.44,Monthly,Often,3.7,7.99,InPerson,2.628161
WAVE-52,HH-52d2ca098a8f5f,1.79,1.83,N,N,N,Y,DistrustPolice,9.79,43.41,58.88,8.08,8.67,Never,Often,3.01,3.98,Paper,4.341923
WAVE-37,HH-bc99649e267465,5.37,4.09,Y,N,N,N,NotWorthIt,6.89,97.81,93.9,2.0,9.23,Monthly,Sometimes,0.7,5.76,Web,2.874302
WAVE-14,HH-010bcc2d2c3101,0.19,2.69,Y,N,N,N,Other,1.35,79.45,98.03,9.0,8.23,Never,Rarely,7.71,1.79,IVR,0.925322
WAVE-33,HH-6069256256e146,0.53,2.37,N,N,Y,Y,NoEvidence,8.45,7.68,80.82,0.86,2.7,Rarely,Never,0.71,7.78,Phone,3.738817
WAVE-10,HH-ae892309c2c292,9.71,3.63,N,N,Y,N,Other,5.65,51.86,74.16,4.72,2.92,Rarely,Sometimes,5.68,8.94,InPerson,2.887826
WAVE-25,HH-83dff10cebf38f,9.7,7.69,Y,N,Y,Y,FearRetaliation,9.67,34.91,21.01,9.38,1.32,Never,Never,1.25,9.93,IVR,4.026364
WAVE-17,HH-b075fbeef1b687,8.09,7.98,N,Y,N,Y,FearRetaliation,1.68,96.62,20.89,4.1,8.6,Never,Never,4.4,4.67,InPerson,1.372465
WAVE-22,HH-f0d1b50953ce11,1.59,8.75,N,Y,N,N,FearRetaliation,6.75,35.85,50.94,3.06,8.31,Monthly,Sometimes,7.9,1.31,Web,4.499249
WAVE-32,HH-a23abdfbdd2588,5.39,2.77,N,Y,Y,Y,NotWorthIt,6.88,3.97,56.73,4.37,3.14,Never,Never,5.1,3.05,IVR,4.446314
WAVE-56,HH-50dc8a1dbdfb41,8.14,0.3,Y,Y,N,Y,FearRetaliation,1.4,27.14,88.03,2.15,9.34,Never,Rarely,7.46,7.16,IVR,3.564581
WAVE-20,HH-47073ff44650cf,6.27,0.4,N,Y,N,Y,TooMinor,2.38,16.66,19.48,3.92,8.63,Monthly,VeryOften,6.77,0.74,Phone,4.131887
WAVE-55,HH-68d02d3ddb8beb,4.32,9.31,Y,Y,Y,Y,NoEvidence,6.8,71.25,57.88,9.47,9.96,Rarely,Sometimes,4.44,5.33,IVR,2.976332
WAVE-42,HH-8a02fff91538e0,1.92,4.58,N,N,Y,N,FearRetaliation,3.92,44.36,8.59,8.55,4.01,Never,VeryOften,6.34,3.0,IVR,1.162489
WAVE-27,HH-3049c16e6668c7,3.63,0.69,N,N,Y,N,TooMinor,7.29,75.67,55.57,4.72,1.18,Never,Rarely,8.42,0.7,Web,3.806248
WAVE-57,HH-eaa3457898aaae,8.65,1.52,N,Y,N,N,Other,5.41,43.17,79.71,6.07,8.91,Never,Often,9.15,4.15,Paper,1.583488
WAVE-21,HH-88258b5bc9a111,7.36,8.04,N,Y,Y,Y,DistrustPolice,4.05,20.36,99.08,3.34,7.9,Daily,Sometimes,3.14,4.9,InPerson,3.39062
WAVE-26,HH-58ff132f05fe45,5.98,1.86,N,N,Y,N,Other,5.4,6.76,88.4,6.2,1.34,Never,Rarely,4.88,4.58,IVR,1.189245
WAVE-43,HH-52a74c84a28235,4.68,5.91,N,Y,Y,Y,TooMinor,6.73,65.66,51.82,1.75,8.15,Never,Rarely,5.37,1.63,Phone,2.907534
WAVE-51,HH-1fafc242568d23,2.5,1.62,Y,Y,N,N,FearRetaliation,7.38,72.26,60.04,9.69,2.87,Rarely,Never,2.7,1.2,Phone,0.373742
WAVE-50,HH-8419b013f3da72,8.71,5.56,Y,N,N,N,DistrustPolice,8.8,18.37,14.83,7.5,5.56,Never,Sometimes,6.02,9.93,IVR,1.860662
WAVE-24,HH-bb3d120562acee,7.56,7.3,N,Y,Y,N,NotWorthIt,9.99,56.0,40.16,0.06,6.62,Rarely,Never,7.08,1.63,InPerson,4.276626
WAVE-26,HH-ca86ee4c05bdeb,4.65,7.82,Y,Y,N,N,TooMinor,9.52,15.48,31.27,2.72,6.12,Never,VeryOften,4.89,6.79,Web,1.856808
WAVE-02,HH-8a6c68acf15c4e,4.74,4.27,N,Y,N,Y,FearRetaliation,3.09,2.29,46.78,9.69,0.45,Monthly,Rarely,0.25,3.27,IVR,0.890228
WAVE-50,HH-636e9ca14a8806,7.47,8.09,Y,Y,N,Y,Other,6.05,16.07,71.99,7.01,7.22,Rarely,Never,4.31,2.88,Paper,4.148704
WAVE-46,HH-69827301820e81,0.59,8.46,Y,Y,Y,Y,NotWorthIt,6.36,48.49,1.92,6.32,2.76,Never,VeryOften,5.26,0.71,IVR,3.949584
WAVE-53,HH-d61f793b1fec07,0.27,8.16,Y,Y,N,Y,NoEvidence,2.39,20.59,30.67,8.69,5.49,Rarely,Rarely,3.95,1.37,IVR,4.211328
WAVE-23,HH-0b60540fb5b730,1.28,9.34,N,N,N,N,Other,4.65,66.47,23.32,2.52,5.41,Never,Never,0.1,8.98,Web,3.239145
WAVE-16,HH-77ba8b69599014,6.11,6.66,N,Y,N,N,NoEvidence,8.78,7.89,63.31,7.89,7.78,Never,Often,2.99,5.4,Web,1.522054
WAVE-20,HH-e2570dcae22a66,3.75,0.72,Y,N,N,N,FearRetaliation,5.3,92.0,23.89,0.99,1.34,Daily,Often,1.11,6.42,Paper,1.34626
WAVE-44,HH-d08982d28af5ec,3.41,9.52,N,Y,N,N,Other,8.0,13.26,69.73,5.88,2.67,Never,Never,5.29,2.12,Web,0.312003
WAVE-07,HH-a2f9ca82a0714a,3.3,1.09,Y,N,Y,Y,Other,3.63,66.54,12.31,1.92,2.59,Never,Often,9.44,7.44,Web,3.03908
WAVE-24,HH-7627fdefd80b8d,7.13,5.76,N,Y,Y,Y,Other,2.31,47.89,55.76,5.5,9.99,Rarely,Rarely,0.46,4.69,Web,3.616368
WAVE-34,HH-81e53b6352debb,6.49,7.06,N,N,Y,N,DistrustPolice,1.91,33.05,48.14,5.72,3.93,Rarely,Often,3.64,8.48,IVR,0.676169
WAVE-17,HH-5a927defbf41b2,8.58,3.55,N,N,N,N,NoEvidence,1.72,74.01,93.05,1.83,2.25,Never,VeryOften,7.37,0.05,Paper,1.759108
WAVE-47,HH-3346b538e361cf,7.24,3.86,Y,Y,Y,N,Other,4.59,75.19,68.87,0.61,6.06,Never,Often,1.96,8.42,Paper,2.042368
WAVE-18,HH-7d50904c8cd508,9.01,2.79,N,N,N,Y,NoEvidence,3.42,21.61,14.39,6.12,5.13,Never,Sometimes,2.87,7.54,IVR,4.475284
WAVE-35,HH-b1e030720b8db8,0.19,4.24,N,N,Y,N,DistrustPolice,5.58,81.99,99.4,8.25,3.33,Never,Sometimes,2.93,5.78,InPerson,2.909496
WAVE-14,HH-cffabb494a8117,4.12,7.58,Y,Y,N,N,FearRetaliation,2.93,8.68,47.69,7.64,5.75,Never,Often,7.59,5.02,InPerson,3.75739
WAVE-40,HH-2143f550436860,9.5,3.51,Y,Y,Y,Y,NotWorthIt,4.31,18.14,63.82,9.3,8.97,Rarely,VeryOften,6.84,8.62,InPerson,3.047338
WAVE-40,HH-0258bab87c3d73,3.38,3.74,Y,Y,N,N,DistrustPolice,6.95,31.36,50.41,0.04,3.99,Weekly,Never,2.59,0.15,IVR,4.089568
WAVE-56,HH-d39f97bca93be4,6.19,5.98,Y,Y,N,N,FearRetaliation,6.46,27.58,12.3,8.66,2.59,Monthly,Never,2.54,4.96,Paper,3.08137
WAVE-28,HH-b1ed49447da9ba,9.29,5.07,N,Y,N,N,TooMinor,8.9,91.98,82.56,8.69,6.57,Daily,Sometimes,5.95,2.71,IVR,4.22924
WAVE-15,HH-dcb277d7ed269d,9.73,9.53,Y,N,Y,Y,DistrustPolice,9.44,59.43,88.25,0.17,5.5,Weekly,VeryOften,0.92,1.36,Web,2.476257
WAVE-49,HH-52d4979d41f6f2,9.72,9.29,N,N,Y,N,NotWorthIt,6.9,40.91,10.57,5.53,5.5,Rarely,Often,1.8,9.09,InPerson,2.715108
WAVE-50,HH-c674482483be33,7.34,6.25,Y,N,Y,Y,TooMinor,5.58,6.21,69.36,2.95,5.29,Monthly,Often,2.36,8.32,IVR,3.206334
WAVE-41,HH-d480f404f02770,3.65,3.66,Y,N,Y,N,NoEvidence,7.76,71.65,68.12,1.95,9.58,Monthly,Never,8.49,8.56,InPerson,2.412482
WAVE-23,HH-65cba638712ec3,8.84,8.43,N,N,N,N,Other,0.41,2.24,99.14,4.92,5.22,Never,Never,1.21,8.63,Phone,3.219592
WAVE-28,HH-89e68c4304b528,7.96,7.54,N,N,Y,Y,Other,2.27,85.6,60.06,8.78,0.19,Never,Rarely,1.48,0.54,Phone,3.371379
WAVE-35,HH-200bab177f5f29,4.25,0.44,Y,N,N,Y,TooMinor,6.14,1.75,24.76,7.29,9.93,Rarely,Often,9.97,9.15,Web,3.743979
WAVE-04,HH-97b5efe8fb894b,7.24,8.67,N,Y,Y,N,NotWorthIt,1.52,40.94,13.83,2.18,1.37,Weekly,Rarely,9.79,6.99,Web,1.438538
WAVE-43,HH-75c7403d69f7f8,6.06,3.55,N,N,N,Y,FearRetaliation,6.76,24.09,67.54,8.46,4.31,Monthly,VeryOften,2.93,6.51,IVR,4.270866
WAVE-07,HH-56c5ec2fad044b,3.55,5.25,Y,Y,Y,Y,NotWorthIt,5.18,75.16,44.38,0.07,5.66,Never,Sometimes,9.95,4.71,Web,3.590979
WAVE-20,HH-38e0eb2abe9318,7.82,2.19,N,Y,Y,Y,Other,0.44,7.49,20.52,6.24,9.15,Never,VeryOften,0.39,7.28,Web,0.965186
WAVE-18,HH-e8f59f48bc36e4,8.33,2.63,Y,Y,N,Y,DistrustPolice,0.64,33.22,32.72,7.54,1.02,Never,Sometimes,0.44,7.95,InPerson,2.207587
WAVE-46,HH-109bf00766e0af,4.07,9.37,Y,N,N,Y,NotWorthIt,7.73,10.03,80.33,1.98,0.45,Monthly,Rarely,0.02,7.63,IVR,3.410205
WAVE-45,HH-492c89bb7756ba,1.59,0.7,Y,Y,Y,N,DistrustPolice,1.59,96.57,68.95,0.45,4.63,Rarely,Often,6.66,0.47,Paper,3.735513
WAVE-54,HH-d37de24a152f14,4.51,5.94,Y,Y,N,Y,DistrustPolice,2.18,15.6,3.23,6.26,2.47,Never,VeryOften,5.39,9.48,Phone,3.78116
WAVE-01,HH-2c435aa6f98fae,8.82,2.94,Y,Y,Y,N,FearRetaliation,0.55,40.62,14.51,5.67,8.74,Monthly,Rarely,3.41,5.98,IVR,4.067235
WAVE-08,HH-48f3d9bd7f2514,6.15,2.33,N,N,N,Y,DistrustPolice,6.82,51.15,33.18,2.34,4.2,Never,Never,2.42,8.43,IVR,4.282473
WAVE-56,HH-f1c9c8b248ac2b,5.66,5.1,N,N,Y,N,FearRetaliation,8.52,90.54,0.69,6.74,6.53,Never,Sometimes,6.64,4.15,InPerson,4.346234
WAVE-22,HH-daa8f190e96acc,5.58,6.24,Y,N,N,N,FearRetaliation,0.11,72.81,31.93,2.93,1.06,Never,Rarely,3.88,1.99,Paper,0.33072
WAVE-39,HH-a813e4155c894d,8.24,5.92,Y,Y,Y,Y,DistrustPolice,0.38,24.46,48.93,8.06,8.38,Never,Never,9.52,2.75,Phone,3.056783
WAVE-10,HH-80ae1e51276381,6.02,3.0,Y,Y,Y,Y,DistrustPolice,4.28,51.65,77.26,0.74,7.13,Never,Often,7.85,9.68,InPerson,3.753766
WAVE-35,HH-3e1da07c0ac1df,4.94,0.87,N,Y,Y,N,Other,9.61,52.78,27.33,9.57,3.33,Daily,Sometimes,7.2,0.34,Phone,1.460239
WAVE-15,HH-a80b9020e188b3,4.74,1.46,Y,Y,N,N,NotWorthIt,6.38,79.38,53.82,5.91,9.03,Never,Often,5.82,8.63,InPerson,0.612401
WAVE-07,HH-e4545572af944f,4.22,8.33,Y,Y,N,N,Other,8.76,69.89,88.38,3.08,9.62,Never,Often,2.43,9.73,InPerson,2.812839
WAVE-40,HH-8827a3226b52a5,2.79,6.92,Y,Y,Y,N,Other,1.92,33.0,9.09,1.37,9.32,Monthly,Often,0.77,4.54,Paper,1.32723
WAVE-30,HH-98fe08f75920c5,9.84,6.91,Y,Y,N,N,Other,3.54,55.36,74.61,2.93,9.43,Rarely,Never,9.12,0.18,IVR,4.018361
WAVE-21,HH-c690f939980060,6.35,5.62,N,Y,N,Y,Other,6.52,17.75,52.42,3.97,5.28,Never,Rarely,1.65,8.93,Web,0.30854
WAVE-03,HH-2ab334e48bfd62,0.57,5.14,N,N,N,N,TooMinor,7.29,76.23,99.4,3.36,7.14,Never,Often,6.68,6.59,Paper,2.546338
WAVE-55,HH-66749ad414684a,3.89,7.03,Y,N,Y,Y,TooMinor,5.79,73.19,22.44,4.83,4.78,Never,Rarely,6.21,6.88,IVR,3.478253
WAVE-07,HH-4a264f234c3d63,5.6,4.71,N,Y,Y,Y,NotWorthIt,1.95,78.37,15.86,5.85,3.25,Never,VeryOften,1.55,2.76,IVR,0.583034
WAVE-29,HH-e9a473d154b3c5,1.3,3.57,N,Y,N,N,FearRetaliation,4.7,18.41,95.84,5.76,5.63,Weekly,Often,6.87,0.73,Paper,3.813038
WAVE-19,HH-84e9c7d5a2cbda,4.58,2.93,Y,N,N,Y,DistrustPolice,8.31,35.52,84.1,3.33,3.03,Never,VeryOften,1.95,7.13,Paper,0.522495
WAVE-25,HH-8436ce747ff848,6.21,3.75,N,Y,N,Y,NoEvidence,0.18,12.45,70.75,2.11,1.39,Monthly,Never,4.81,0.47,InPerson,1.200726
WAVE-49,HH-4f0d1ae5f01cf8,5.9,8.52,N,Y,Y,N,NotWorthIt,5.43,19.77,28.6,4.45,0.2,Never,Often,1.88,3.46,InPerson,3.469329
WAVE-02,HH-cae52644223ed3,0.58,3.06,Y,N,N,N,Other,1.96,72.76,44.49,2.68,0.85,Never,VeryOften,0.25,6.03,IVR,1.017381
WAVE-40,HH-47c46374a5bd43,2.09,2.0,N,Y,Y,Y,NoEvidence,0.24,67.83,34.37,5.94,0.27,Never,Never,3.42,5.2,IVR,1.495132
WAVE-47,HH-683bc51a62b784,0.54,3.5,Y,Y,Y,Y,Other,7.89,33.15,2.12,8.37,5.1,Never,VeryOften,5.42,9.03,Web,2.280639
WAVE-57,HH-852c5e66328e5e,0.77,1.01,N,N,N,N,DistrustPolice,8.96,59.01,90.11,9.16,9.09,Never,VeryOften,7.2,8.9,Paper,2.124976
WAVE-58,HH-b735987af9401f,3.06,4.51,Y,N,N,N,DistrustPolice,0.29,72.44,64.72,9.66,7.57,Never,Never,0.37,6.13,IVR,0.337846
WAVE-14,HH-5b70476ba6dc47,5.76,2.09,N,N,Y,N,NotWorthIt,2.68,82.47,56.32,8.5,6.33,Never,Rarely,0.21,0.91,Web,2.073636
WAVE-09,HH-a26b1eb7a39862,5.67,7.65,N,Y,N,N,NotWorthIt,1.66,87.4,67.94,1.07,8.96,Never,Never,7.31,4.46,InPerson,1.367877
WAVE-59,HH-56ddfb1d422664,5.13,3.0,N,N,N,Y,FearRetaliation,5.83,37.61,55.83,0.1,0.01,Never,Sometimes,5.15,8.79,IVR,3.494094
WAVE-30,HH-83572dee8af3db,4.19,0.24,N,N,Y,Y,DistrustPolice,9.25,57.84,52.64,9.34,9.22,Rarely,Rarely,4.04,9.76,Paper,3.151704
WAVE-13,HH-51369a7913b842,8.42,9.38,Y,Y,N,N,NoEvidence,2.86,6.66,27.11,6.29,2.21,Never,Often,8.52,7.87,Paper,3.145462
WAVE-40,HH-b5251735dc5f4a,3.94,7.4,Y,N,N,Y,NoEvidence,3.73,60.09,75.03,4.26,2.56,Never,Often,2.13,3.58,InPerson,2.366254
WAVE-18,HH-f149b9aa3ce224,8.97,0.81,Y,N,N,N,Other,2.87,91.47,19.53,2.16,8.27,Monthly,Rarely,2.78,2.96,InPerson,3.098288
WAVE-50,HH-1533e2a3bbeaf6,7.83,9.09,N,N,Y,N,NotWorthIt,0.87,20.25,17.08,3.13,3.73,Never,VeryOften,7.71,5.54,Phone,3.576726
WAVE-28,HH-1213105347af80,5.43,3.32,N,Y,N,Y,NotWorthIt,8.59,81.17,5.28,5.98,8.93,Rarely,Often,9.91,8.79,IVR,1.842024
WAVE-20,HH-c3b64d9e4ab60b,3.38,6.03,N,N,N,Y,Other,0.51,97.69,8.09,4.26,2.55,Rarely,Never,2.57,6.6,Web,0.299059
WAVE-10,HH-d536d471d9bb3b,1.01,1.53,Y,Y,Y,N,NoEvidence,8.73,63.43,47.59,4.5,6.46,Monthly,Sometimes,9.9,5.91,InPerson,2.737548
WAVE-06,HH-07329c69080627,1.75,4.09,N,Y,N,Y,NotWorthIt,3.53,86.81,20.38,5.47,3.89,Rarely,VeryOften,2.33,2.26,InPerson,1.316647
WAVE-54,HH-0ecd0bb5f444eb,8.85,0.74,Y,Y,N,Y,TooMinor,4.1,2.28,62.02,3.21,0.14,Never,Sometimes,5.62,5.69,IVR,2.644371
WAVE-44,HH-9dd5baf4e0469f,4.95,0.89,N,N,N,Y,NotWorthIt,9.08,73.27,36.65,7.02,6.59,Never,Often,5.44,9.77,Paper,1.285591
WAVE-44,HH-f9760fd42a4fd4,7.05,1.0,N,Y,N,Y,DistrustPolice,5.81,23.47,12.35,9.69,4.72,Never,Often,2.33,3.04,Phone,3.292762
WAVE-32,HH-e23e2bcd466631,9.25,1.29,N,N,N,Y,DistrustPolice,2.45,11.48,90.41,5.53,1.9,Weekly,Often,8.3,7.25,Paper,3.051551
WAVE-17,HH-ae73971413e0ed,0.04,5.68,N,Y,N,Y,NotWorthIt,3.26,57.82,66.23,4.12,6.43,Never,Sometimes,5.14,9.68,IVR,1.296742
WAVE-51,HH-f4e52d6e53c377,6.58,0.44,Y,N,N,N,NotWorthIt,3.19,60.66,97.39,6.5,6.89,Never,Often,7.3,6.06,Phone,1.367799
WAVE-05,HH-d55a8cf028e8f0,4.8,3.73,Y,Y,N,N,FearRetaliation,3.9,69.25,7.26,5.57,2.67,Never,Sometimes,3.32,4.78,InPerson,2.787355
WAVE-25,HH-3b4ef1231c3fd1,4.18,7.26,Y,Y,Y,N,TooMinor,8.6,49.6,28.02,5.95,3.79,Rarely,Rarely,5.7,0.03,Paper,4.220494
WAVE-53,HH-af0e627f5fd41b,5.43,9.52,N,Y,Y,Y,DistrustPolice,9.9,99.82,0.39,4.99,1.24,Never,Sometimes,2.3,2.66,Paper,0.540244
WAVE-08,HH-56b2dda0d0a3c8,0.25,4.1,N,Y,N,N,Other,3.0,13.04,17.51,9.19,6.6,Never,VeryOften,0.72,7.39,Phone,1.493007
WAVE-20,HH-ad4024091dae99,5.15,9.57,N,N,N,N,TooMinor,3.99,90.62,69.53,9.77,0.62,Rarely,Often,7.9,9.68,Phone,3.040525
WAVE-13,HH-40cbbb56c72f47,3.12,8.41,N,Y,N,Y,DistrustPolice,8.86,74.03,0.81,0.92,5.41,Never,Never,7.64,1.34,Web,2.312156
WAVE-31,HH-fc9b3d4260748d,0.13,7.78,Y,N,N,Y,Other,6.16,71.11,21.62,5.5,1.22,Never,Rarely,3.48,0.75,Paper,2.181403
WAVE-12,HH-863da71407440b,3.53,1.01,Y,N,N,Y,FearRetaliation,1.02,42.58,79.88,2.0,6.86,Never,Rarely,1.06,4.51,Web,3.403189
WAVE-46,HH-eae45f2f937bb3,3.78,7.11,Y,N,Y,N,TooMinor,8.1,55.62,66.88,7.64,9.92,Never,Rarely,3.85,9.67,Paper,1.861886
WAVE-37,HH-edc04e0c16ffd2,3.16,7.28,Y,N,N,N,TooMinor,9.08,91.98,43.42,5.63,8.01,Never,Often,3.85,5.33,Web,2.792779
WAVE-43,HH-5749229b7c5b96,1.52,2.94,N,N,Y,N,FearRetaliation,7.63,45.07,37.05,4.44,1.87,Rarely,Rarely,3.65,9.72,Paper,4.49114
WAVE-02,HH-cb6aa5ef6bb9fa,5.16,4.27,Y,Y,Y,Y,NotWorthIt,5.76,70.91,69.86,2.89,5.51,Daily,Often,9.85,6.74,InPerson,4.100492
WAVE-32,HH-c0108db515f2f3,9.5,4.39,N,Y,N,N,NoEvidence,4.47,16.06,41.62,6.43,2.22,Rarely,Rarely,5.73,8.58,Paper,4.381914
WAVE-06,HH-03d526e96b40f8,1.99,1.97,N,Y,Y,N,TooMinor,7.3,73.72,86.68,4.63,6.03,Rarely,Often,5.45,7.77,Web,3.507543
WAVE-57,HH-6fdb53ee04b9b5,0.23,4.23,Y,N,N,Y,TooMinor,4.01,26.72,63.51,2.0,2.33,Rarely,Rarely,9.91,1.65,Phone,2.115256
WAVE-16,HH-16770d335b4f9b,0.09,4.9,Y,Y,Y,N,NotWorthIt,9.85,62.4,56.87,3.06,7.06,Rarely,VeryOften,2.01,1.72,InPerson,0.86307
WAVE-42,HH-d1764cb3979b58,8.0,3.58,Y,N,Y,N,NotWorthIt,5.18,43.75,29.03,3.63,8.96,Daily,Never,6.72,2.39,Paper,4.004592
WAVE-08,HH-d18b6ff8eb89d5,0.24,9.02,Y,N,Y,N,NoEvidence,5.47,16.62,99.4,7.12,1.64,Rarely,Often,6.42,1.03,Phone,0.68495
WAVE-48,HH-0fd2077abefeaa,7.5,8.98,Y,N,N,N,NoEvidence,6.68,2.09,2.31,5.01,7.83,Never,VeryOften,0.35,0.65,Phone,2.4541
WAVE-15,HH-4f0ba6a6e01518,2.38,0.26,N,Y,N,Y,DistrustPolice,6.63,60.13,92.52,3.27,4.3,Monthly,Rarely,3.45,3.03,Paper,1.011081
WAVE-25,HH-cc459ca893b623,9.16,8.43,N,N,Y,N,DistrustPolice,1.2,49.64,94.1,5.27,2.94,Daily,Often,2.56,7.39,Phone,2.583429
WAVE-40,HH-e1bdb9504b9f21,6.77,6.98,Y,Y,Y,Y,TooMinor,2.25,48.46,92.72,5.67,9.88,Rarely,VeryOften,3.5,1.01,Phone,4.258972
WAVE-45,HH-9930ca01ada32e,3.24,8.47,Y,Y,N,Y,FearRetaliation,2.81,11.88,34.18,9.81,2.74,Monthly,Never,5.2,5.13,IVR,2.627457
WAVE-45,HH-f5e0aec00148ea,0.24,7.1,N,Y,N,Y,FearRetaliation,0.19,34.08,68.34,4.61,4.79,Weekly,VeryOften,0.9,0.83,Paper,4.234077
