gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,23289464013.79,14909500904.98,64.02,29473671974.34,40001406353.28,7971669491.23,10931592109.22,764274189.98,2236165623.12,9934876444.38,74,249605631.55,37,710784d121d32239f0b240b4b78e,EU_BUDGET_FINANCIAL_REPORT,2024-05-22
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,50779709388.26,42313498486.76,83.33,22276615657.41,54751818596.96,5979157538.74,11248426143.7,1626015837.74,8301089719.94,12130859103.59,86,288546616.05,59,41395c85427917c69b80e41efb74,OLAF_ANNUAL_REPORT,2026-02-20
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,65917047754.64,62460628825.71,94.76,30808919057.68,10482747241.59,4291575034.5,9296627422.87,1552373363.22,1053359884.03,3668664333.77,73,17774118.83,0,736dffe57741c9d6f7f414f05161,ECA_AUDIT_SUMMARY,2025-10-19
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,50808241436.6,43578960493.87,85.77,7198018280.42,44242748097.79,3974023702.99,3521907476.05,2034882051.75,8528265871.11,6095981323.95,86,408969350.08,69,d2b22afaa648cde7c57daa351cb3,OPEN_DATA_PORTAL_BUDGET,2026-01-30
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,55232821678.59,19922163052.99,36.07,30593823544.87,31436941245.54,7393091826.13,2278035094.33,1773364853.05,129193066.26,36324002418.56,6,260054877.17,39,099dfdcde4f3b228989ad4768409,EU_BUDGET_FINANCIAL_REPORT,2024-09-11
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,19534541128.16,15877044978.24,81.28,30181915106.16,22834680016.14,9249966858.29,7458048293.26,508445201.36,4724083792.96,5661872559.08,112,218589759.16,78,9ab73d19b6d6f02c91f1cea017a8,OLAF_ANNUAL_REPORT,2025-02-26
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,48436214742.56,24580193984.59,50.75,26604622636.26,60132661609.04,8635121694.06,9554150785.99,161769256.42,4861927014.2,25902837626.76,64,529041217.82,39,8dbe6332f52aba34de00974b3fe8,ECA_AUDIT_SUMMARY,2024-01-08
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,43793682373.6,34648151798.45,79.12,37674458129.28,78407797054.14,7203702864.31,2199957611.22,538224928.96,8736283694.08,8731472013.21,126,167546389.41,74,3ff6952b380782a4e2b9378e2533,OPEN_DATA_PORTAL_BUDGET,2025-03-30
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,45916221002.33,45537544264.01,99.18,16933907780.25,19571420064.94,8396770785.1,13073780090.96,485607795.07,1212058234.67,556411115.35,116,341931476.29,96,e0791f8b31af877eb62ff885d0ff,EU_BUDGET_FINANCIAL_REPORT,2024-09-06
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,236680416.76,104945958.17,44.34,27139303634.73,84416731159.3,15857343586.47,10258965604.24,302464588.83,6429822326.38,117268032.99,130,590985274.07,58,9bfe0bdfa7091ca0b838fe18a957,OLAF_ANNUAL_REPORT,2026-02-04
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,50209250120.96,42221501210.99,84.09,6496241296.76,8528716495.65,16920616374.79,8073994875.38,533572678.07,6389058245.78,12731973852.0,7,252063566.62,27,e6d22f0b9ea19f2a20e71c30cce0,ECA_AUDIT_SUMMARY,2025-11-15
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,31043628761.32,19396833892.6,62.48,12646056589.27,13418563473.85,2636613976.63,6793244307.89,109250837.7,3214025019.33,17248290304.37,4,264768278.62,9,ca5df53806076005e3d8d52fd679,OPEN_DATA_PORTAL_BUDGET,2025-10-31
2021,2021_2027,H1_SINGLE_MARKET,NDICI,23745284969.66,14014727505.47,59.02,7127214395.85,35595698379.05,15416643192.68,5417093252.43,1750913581.72,1973372426.76,7816992133.95,122,462906828.82,51,2c3f4fcfaf3433be56743d301389,EU_BUDGET_FINANCIAL_REPORT,2026-02-15
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,39703394801.78,19806833587.94,49.89,31579970863.25,45781115587.85,3278382704.94,9400491437.71,1633052023.5,3425179136.76,26869375861.46,87,407078643.0,67,d3b1b632f8ff5119cfe1082af218,OLAF_ANNUAL_REPORT,2024-03-14
2023,2021_2027,H4_MIGRATION_BORDER,IPA,23923186769.78,10403739397.09,43.49,24823232947.68,73531982428.17,16194007061.16,8402679771.27,929424728.97,136270825.13,14864371566.46,4,17971834.75,39,a9417afdf54b7880c0727e5e7207,ECA_AUDIT_SUMMARY,2025-08-15
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,28006124173.71,21766082307.65,77.72,3057193216.95,35722584392.78,7527102419.26,3831290940.83,983470337.09,8307316838.53,6113060639.22,46,205752973.33,70,a19b79822b578e5ffafe2e5f97ae,OPEN_DATA_PORTAL_BUDGET,2025-06-21
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,10722829244.42,9270249707.64,86.45,9609405138.5,31038313581.09,6419736076.47,8314052157.68,1802467330.47,6017480596.89,2089824786.7,127,567462785.71,17,a0a3b9ffdb7d4cb05c6a029e1017,EU_BUDGET_FINANCIAL_REPORT,2024-04-24
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,20086648242.36,10680677780.76,53.17,23670123272.52,51490684678.27,19159602464.07,14519087599.53,195720310.67,2963781161.9,10834464414.19,101,185363357.03,31,e9e2225e13c0d6aa35a5afe513f9,OLAF_ANNUAL_REPORT,2024-10-09
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,25874223878.9,11431170759.29,44.18,2755942785.04,34301742898.98,13133935344.53,7433021787.69,709257130.84,1347264124.58,19902037589.13,134,615901081.33,10,d4439cc97e052ba8abbd2375d6cf,ECA_AUDIT_SUMMARY,2025-12-24
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,27062342141.31,21926583989.86,81.02,40022512476.53,52649133569.08,9142440505.39,10622632394.71,289234629.25,58243341.43,4732374811.9,24,182538412.45,54,4d4bd3a1352fab02493ef0321ab6,OPEN_DATA_PORTAL_BUDGET,2025-10-19
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,3476009576.85,1385753129.06,39.87,24164240453.76,5618824833.5,17680446647.09,9815325093.28,407454920.67,2213646851.15,1709789127.83,2,268142584.58,82,47e33f4a551a18337a35365d4bcb,EU_BUDGET_FINANCIAL_REPORT,2024-08-25
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,42980227538.16,33298496172.75,77.47,5553647229.76,23044215583.59,2952432200.66,6920715015.83,592283171.57,4359758758.97,15262939290.85,101,450887084.74,26,ea33df0e54fd9a2b89aedeff6593,OLAF_ANNUAL_REPORT,2026-02-18
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,66076862902.96,59278594222.24,89.71,2015959816.19,13705010909.04,4231477665.79,11797456658.63,3146551.3,3464771314.13,7350248676.27,109,207509845.1,90,3304a15963a17a0f89380c37e7c4,ECA_AUDIT_SUMMARY,2024-08-17
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,25238229604.17,13229967641.01,52.42,19833088247.0,20030147047.8,14241177145.12,9510528762.53,436081154.03,2272811243.51,17658241888.12,132,408359657.86,17,57eaaeb5e5618533fc6b188828f1,OPEN_DATA_PORTAL_BUDGET,2024-12-22
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,16112245746.69,7134896215.76,44.28,17536484795.66,50835442034.46,5796263588.06,5972416324.8,489650167.22,6010343561.55,11815774349.03,41,246906846.88,52,14644aefcf6327ed9837d885e85f,EU_BUDGET_FINANCIAL_REPORT,2025-11-17
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,15756788165.62,12260266610.27,77.81,3654638135.52,23069799955.76,548622763.05,4295432929.75,1054669625.87,2308906910.59,3882200996.29,117,146038679.43,16,6383b967ff826e06ca13b04ef020,OLAF_ANNUAL_REPORT,2024-06-11
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,11576685509.98,10758763696.63,92.93,36907534539.68,34929523063.37,5723919267.76,8030223964.1,1846320811.86,42449046.78,854698329.93,51,176889029.35,10,ecf383eb93363874639081e82eab,ECA_AUDIT_SUMMARY,2025-02-27
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,35137683775.04,27800159837.91,79.12,27458050507.08,13263726570.74,19480721855.43,8579205816.85,3165599437.09,2364254247.39,9197340630.85,66,10832945.01,43,2c7711f2cd02dbd5577186fb5779,OPEN_DATA_PORTAL_BUDGET,2025-05-20
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,48940194759.17,33452733798.75,68.35,14874573766.62,10455770664.52,7336884587.42,5361853172.65,811984555.36,3873898834.39,16020732515.92,17,172435267.61,75,383c742ea107ee2f3988418ebac1,EU_BUDGET_FINANCIAL_REPORT,2025-10-04
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,2551873629.96,1930472268.34,75.65,4428314930.91,55436690813.84,13409267758.96,5767150877.56,652523536.07,265099728.95,731376410.48,16,48433823.05,77,d9fe283bf59d9d37f85f47c69283,OLAF_ANNUAL_REPORT,2025-08-27
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,12228277266.44,4644126858.5,37.98,14400496176.27,84940552970.45,1412098727.07,12713506542.63,2762779705.77,7398351667.48,8000468238.23,73,250875474.96,51,6d5b90929eda06639c850b7663ee,ECA_AUDIT_SUMMARY,2026-02-20
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,48956002797.24,23531283779.77,48.07,39074566056.65,24706729759.45,5788473576.71,6176218017.39,189685349.17,2426276553.68,21138638912.06,27,86261044.91,32,7aaef9bd597d18e4d3f95b10d67c,OPEN_DATA_PORTAL_BUDGET,2024-03-06
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,64337425090.13,55430846874.13,86.16,4275209066.42,41578055918.71,10290553121.79,11241628058.66,205792640.68,6376111040.97,10359579637.43,31,9285088.3,59,dfc3ac56c3dee82d3ae7443910af,EU_BUDGET_FINANCIAL_REPORT,2025-10-01
2016,2014_2020,H1_SINGLE_MARKET,ERDF,49437387702.68,45955471493.12,92.96,16268543738.49,15605047055.01,20710749055.84,9607387710.88,88033228.1,396130416.5,4579252989.04,12,230519812.74,74,6f024b5dcf3d3220d9a98af4dc1c,OLAF_ANNUAL_REPORT,2024-12-13
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,45808522371.93,30840097627.83,67.32,19239910517.45,66873579674.63,14966253980.12,7612825355.75,548586134.18,2370724341.46,12000476421.22,105,99496832.37,63,7ca764553574269756eee3ab28dc,ECA_AUDIT_SUMMARY,2025-05-12
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,18791301465.85,10603262969.54,56.43,1866095121.61,49460226477.19,6363955598.13,7317591442.25,50946404.81,3946397040.53,10993625848.35,52,169874075.14,80,fe7b9aced86994bcee79aa06ae5f,OPEN_DATA_PORTAL_BUDGET,2024-10-21
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,52265400090.13,42166431269.74,80.68,14757791087.03,5627194515.33,18076081909.04,5234468307.29,500148371.13,4229238401.8,11444726354.38,116,550226650.63,31,265cc9ef64c609d3dea4fd7cf7fd,EU_BUDGET_FINANCIAL_REPORT,2024-02-19
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,62639072735.53,31258488581.02,49.9,2289896482.22,6745060149.81,20029514400.29,2207867472.85,16514786.07,184861551.36,35227402606.58,101,423138692.94,66,7eba4e310918bea3757de30f8776,OLAF_ANNUAL_REPORT,2024-04-17
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,3316577251.04,1201715699.16,36.23,18177198050.5,16268418331.46,6076385476.45,12692657633.32,433333635.6,5001397019.46,2079638811.55,0,187638747.87,11,f5b6ffa214c638e723c139190cfe,ECA_AUDIT_SUMMARY,2025-12-08
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,2216476798.6,1438583810.11,64.9,20421515075.5,31418154657.09,556226510.17,11497811902.97,470992548.21,2585469196.58,1006282686.94,46,143127593.57,45,30e067943a80425c695d7c8974cc,OPEN_DATA_PORTAL_BUDGET,2024-06-08
2023,2021_2027,H1_SINGLE_MARKET,IPA,45473531827.32,27298469528.75,60.03,9858391668.93,29608305886.82,5262135997.78,10028680331.54,1146389150.13,327300452.17,16221899414.77,66,174543125.65,0,50e3b927144210acc6ab7b089d98,EU_BUDGET_FINANCIAL_REPORT,2025-02-28
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,44329437335.67,20460290298.21,46.16,20660853523.35,10153038738.51,6415444646.58,2752524182.81,1279536623.16,6845373112.27,21971351668.03,61,82112607.32,52,b231c04c9c8ba9e1d9f7b94f58fb,OLAF_ANNUAL_REPORT,2024-01-18
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,3719597337.81,1840905013.13,49.49,15708029781.28,4946435082.21,13000091866.22,3287180612.7,828603953.35,3089512202.33,2468562221.78,81,362420012.38,35,7784f9ced8ae3fd4e510cf341685,ECA_AUDIT_SUMMARY,2025-01-06
2026,2021_2027,H2_COHESION_RESILIENCE,LIFE,3754014764.25,2216996088.41,59.06,30919190876.13,61986508169.5,11141343731.6,6039687993.84,1299157102.48,7338794594.57,1506045088.87,81,520097884.21,89,16e60244cd4644d1538fa2454a9d,OPEN_DATA_PORTAL_BUDGET,2025-08-08
2014,2014_2020,H7_PUBLIC_ADMIN,HORIZON_EUROPE,44302443785.78,28860530521.0,65.14,15457125530.02,16758081163.07,14180728282.25,13300233085.37,374863331.83,9502605007.77,14131710324.61,21,202999373.59,7,cf166aa7445f66a1043709099ac7,EU_BUDGET_FINANCIAL_REPORT,2025-06-26
2015,2014_2020,H5_SECURITY_DEFENCE,EU4HEALTH,17857530639.69,16680916976.93,93.41,36541232190.64,3565704645.81,10105118399.34,10646478331.78,750697809.67,5136733157.71,1395106010.05,22,47109368.99,33,6d16ee2203d4fa4ab806575d77fd,OLAF_ANNUAL_REPORT,2025-08-05
2016,2014_2020,H3_NATURAL_RESOURCES,ERDF,60487401815.68,42794796364.12,70.75,16594118625.41,32212112931.45,11346729174.96,8546314271.23,607834609.41,6757910807.64,22228436859.9,84,382062806.64,85,a3c3eac3b9c3d3bc117f9ede60b9,ECA_AUDIT_SUMMARY,2024-03-06
2017,2014_2020,H1_SINGLE_MARKET,AMIF,60244271635.68,39959326181.29,66.33,25999678952.49,60297318856.81,5832491557.73,6818458274.3,48379310.07,847975494.56,22870793168.06,113,118131627.4,2,b75f0e460f18495d5aebdedfaa0e,OPEN_DATA_PORTAL_BUDGET,2024-01-05
2018,2014_2020,H6_NEIGHBOURHOOD_WORLD,ESF_PLUS,812441811.26,400774629.82,49.33,3053560175.31,4119396859.88,4932902803.7,7128849684.85,679522248.15,6255751276.69,414360616.66,109,447397556.59,22,5ff3851c9b9390d4084b86e6d828,EU_BUDGET_FINANCIAL_REPORT,2025-02-27
2019,2014_2020,H4_MIGRATION_BORDER,ISF,26583323988.02,17915195247.11,67.39,21245996581.42,4626530154.77,13446100786.4,10684827491.3,449541515.98,8230441928.24,12379237943.13,50,207711408.27,80,5c1cc729ae1c8e8130a3c6ed1901,OLAF_ANNUAL_REPORT,2024-09-27
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,54097791241.12,51057137785.49,94.38,5148684392.44,3524624424.62,3789860280.95,1651190811.01,123237761.71,2256927610.4,2472186482.13,30,200707101.7,36,57e9ff0e36b05156b8f84c28c0d8,ECA_AUDIT_SUMMARY,2024-02-28
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,44477693899.15,19307490947.12,43.41,16763450149.32,44661762890.21,12813989236.48,9174776376.15,563955092.82,5023635242.52,23254736472.97,7,119167428.5,16,4b3f42131d296463c08954699e50,OPEN_DATA_PORTAL_BUDGET,2024-09-05
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,35304560872.6,26710625408.67,75.66,5082297368.31,50024764412.66,10296578578.56,10609663185.88,655082136.88,1438412127.78,12752513725.6,112,495086584.21,76,8d136ea1fd1d4b00fa2cbc14a06f,EU_BUDGET_FINANCIAL_REPORT,2025-02-19
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,30139075483.81,23238810262.01,77.11,7171074460.77,64760165786.19,19141280438.58,7919381434.37,1450580100.15,8627134067.67,10522139727.31,115,312053626.02,34,c618a1f086893c71d74a0e7cb4ea,OLAF_ANNUAL_REPORT,2024-06-14
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,24334452047.42,16927218623.77,69.56,13741051551.06,19672725127.37,23487904437.39,1188272476.78,1179640775.92,970980245.19,7353402824.2,120,610271812.96,75,80a50dea8ea0ec9f18239845e0ff,ECA_AUDIT_SUMMARY,2025-01-08
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,25175779437.27,11317059721.35,44.95,31406788056.6,70998028803.31,3574469299.52,4265953552.9,1471414480.42,4577628591.81,20850742794.89,47,63461204.96,64,7e68315ca77988c8c421df9e1908,OPEN_DATA_PORTAL_BUDGET,2024-02-16
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,59285569085.78,44017843683.06,74.25,24395748284.08,25147915823.68,12094712531.98,5921670853.46,1908752054.39,5866120839.4,22072640956.49,8,203063773.71,43,d54c1b4923c487d646bececc80b1,EU_BUDGET_FINANCIAL_REPORT,2025-01-25
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,7338972598.51,3337680138.57,45.48,36725442417.07,27395935756.17,5844143625.92,5155208046.55,111044183.72,531270139.83,4931944756.1,39,25758930.44,6,849e69b574cd6d07af26491b4aaa,OLAF_ANNUAL_REPORT,2024-04-03
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,59913158318.87,57718362144.4,96.34,8154581169.15,10464595307.9,8307494961.0,7783556625.29,256225805.67,8674997545.54,2602108120.16,131,479621215.37,75,6afed93bea2a36ab05d1c3b8d890,ECA_AUDIT_SUMMARY,2026-02-10
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,9667584485.85,7508007202.07,77.66,24088124267.26,59706326026.8,6770443159.01,7182698823.91,439891844.14,7750758945.93,3401719041.19,72,325183405.06,40,1db934e351b77ada6a7366c00b54,OPEN_DATA_PORTAL_BUDGET,2024-11-20
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,35024181366.36,31699738400.71,90.51,31292983764.2,17583302229.6,10992639720.73,8336130712.84,740572062.5,3667996465.8,4231816566.12,62,287952081.26,14,bbf01bea88aac094078d7b2ccb56,EU_BUDGET_FINANCIAL_REPORT,2026-02-24
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,25059060117.94,12734954623.88,50.82,1151723768.75,14370015613.26,15705177570.06,5398523644.06,594847621.11,1603027866.76,16757889875.6,110,593860399.4,46,3e6916087910ca26b8bad5e688e3,OLAF_ANNUAL_REPORT,2025-10-24
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,80776016856.45,41056630567.95,50.83,18733081534.36,55973349564.18,4679486837.55,5628317971.29,201765740.86,7387610004.61,32674219153.74,116,608102439.66,81,c90eae8c5409f1ea90de06a0bbbc,ECA_AUDIT_SUMMARY,2024-03-10
2020,2014_2020,H4_MIGRATION_BORDER,CAP,48139263596.73,34862382929.92,72.42,31874556933.49,23596228675.67,7454764050.09,6337593814.21,68897588.12,750307047.05,20386475505.03,79,27409390.98,72,3f01fd062d3265a43d530af6eaf0,OPEN_DATA_PORTAL_BUDGET,2024-04-19
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,39765777573.26,36611689985.55,92.07,3988391938.59,37136023624.79,18743072000.37,9692593267.37,1306357415.93,1570091483.68,4788864033.1,16,266589534.25,73,bb73d00a0a4c5091f7a4030620bb,EU_BUDGET_FINANCIAL_REPORT,2024-02-09
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,18391769383.44,14435621011.8,78.49,9073896873.98,37303962553.12,9138642408.43,6253073152.02,1813539601.66,2681794881.47,5351603091.54,52,103662247.53,53,45c1d04880947179f13d3a5bb967,OLAF_ANNUAL_REPORT,2024-08-04
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,36983945803.47,34253876978.47,92.62,10850663451.18,54408671764.92,11058038475.56,4005396610.93,1404403918.14,5794273283.02,3465170809.42,56,202193173.36,58,06e2f3a60d7d6aa65fbc6ed82218,ECA_AUDIT_SUMMARY,2025-06-11
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,31311539180.92,27841754327.44,88.92,17168011816.76,21649157209.48,16821014492.34,5663972205.97,159638632.0,3885558026.99,5149791030.03,52,27514251.6,78,a2f5b43826243c0709f259cee459,OPEN_DATA_PORTAL_BUDGET,2024-11-06
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,35444318745.98,23907892355.68,67.45,3661170251.13,40243609631.75,7665818540.54,8439932951.74,1078889292.52,6174248205.8,15929803230.05,54,268328759.55,85,a81c0fe4022dd4e91ca00cd95ebc,EU_BUDGET_FINANCIAL_REPORT,2025-09-13
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,72227136291.02,47286179038.74,65.47,1613336428.59,39463316472.01,18868461845.36,5344873895.9,2780779878.68,2293860431.17,28854418636.08,97,612104986.86,2,011c251c64dbf3fe1d0f31652ec8,OLAF_ANNUAL_REPORT,2024-01-13
2014,2014_2020,H4_MIGRATION_BORDER,HORIZON_EUROPE,39020474806.81,33173140084.35,85.01,5201062296.5,35155067204.94,4348672145.69,895508819.05,332774450.71,5553795167.89,6046685155.12,122,79372237.58,35,c8f62f57fe120cbbe9c5aad1d605,ECA_AUDIT_SUMMARY,2024-08-01
2015,2014_2020,H2_COHESION_RESILIENCE,EU4HEALTH,33308045349.88,26493931984.32,79.54,5838356619.14,42295500633.39,13104659329.9,5216061788.16,338505429.56,6923008714.74,8039582321.33,132,138789173.33,48,1d2ee321da3dc06f66199275855a,OPEN_DATA_PORTAL_BUDGET,2024-06-11
2016,2014_2020,H7_PUBLIC_ADMIN,ERDF,35194066714.61,14211577083.39,40.38,8496690434.06,13516821315.11,11941108782.63,7399301513.6,89050292.0,2300416227.17,26383720261.37,90,254369888.71,23,0396a54f260f05d7798eaf7a9504,EU_BUDGET_FINANCIAL_REPORT,2025-03-06
2017,2014_2020,H5_SECURITY_DEFENCE,AMIF,10090180030.91,9270102418.15,91.87,18814977096.29,36941120955.8,489190425.03,1944068127.44,255544552.26,132315304.71,773175862.34,60,12758568.59,32,242c211f391fd86fa3edc93a4109,OLAF_ANNUAL_REPORT,2025-05-08
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,25460222922.35,24547296561.91,96.41,18186736326.01,3108846037.71,16639138438.88,1675065073.11,485692666.74,119002731.83,1303290531.31,31,225678973.0,43,ca5cd5bc5ef6d458a865bf70b330,ECA_AUDIT_SUMMARY,2024-03-28
2019,2014_2020,H1_SINGLE_MARKET,ISF,14682451515.59,9619943984.3,65.52,16521339854.12,17256769723.72,11064978557.88,4427280136.66,8809640.27,748261724.89,7279503343.54,92,419918908.26,65,f38cdf88a9d152ee9368720fbe00,OPEN_DATA_PORTAL_BUDGET,2025-11-03
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,17080640542.03,14744359981.42,86.32,7179680236.59,65237662493.43,15497324047.77,7159486801.27,553985809.85,2170153995.56,2190005459.18,74,142869323.44,5,7ee57a99f987be2c0123e1e92028,EU_BUDGET_FINANCIAL_REPORT,2025-10-03
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,1434289363.69,1104536888.04,77.01,7513483376.62,31382841827.13,15324312580.71,6360603460.85,479972354.3,2744279846.01,353669249.24,7,41070083.35,70,5546304378aa74bedd9fefbc71a6,OLAF_ANNUAL_REPORT,2024-05-07
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,52618940013.63,23624541049.07,44.9,2789812742.95,43159801619.79,5832808396.55,12574005053.43,217138140.65,690920218.21,28540071284.62,115,54738744.1,78,16105dad277e436c5092ba8dcd24,ECA_AUDIT_SUMMARY,2025-11-09
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,15470927633.13,10518700733.07,67.99,9102681723.97,22726909100.65,12658682150.14,2491304695.69,1520416335.77,2358252887.75,5535214305.66,59,246714398.08,59,e9c11560598021dc92da44f205e6,OPEN_DATA_PORTAL_BUDGET,2024-08-02
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,66168003449.7,46944260678.66,70.95,25369978873.19,22796776967.7,3906766314.35,1483714817.27,1122174008.31,5231759441.74,26951354865.95,26,218533322.11,22,adf9ce3c3abc81b2ff05d7f78e5c,EU_BUDGET_FINANCIAL_REPORT,2024-09-22
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,8554361278.52,4669301641.12,54.58,13160897986.62,50071115834.94,18935271812.72,12314728714.44,1790313040.33,6828525226.26,3236813433.65,122,383989328.68,17,1d7a30a1f58090187a3590cacdfe,OLAF_ANNUAL_REPORT,2025-11-14
2026,2021_2027,H1_SINGLE_MARKET,LIFE,22195701826.91,15796299847.53,71.17,29217739325.18,15285271035.4,11291035014.43,5167634920.69,1027144201.9,6412261010.42,8524263804.52,70,371088841.06,47,4940a4f4c82aeaaefb17ff9c1edb,ECA_AUDIT_SUMMARY,2025-06-27
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,33570245844.92,22690094245.91,67.59,11832593735.61,17274235159.61,20373392874.33,11670266873.81,343131210.75,1880010741.84,14775581632.05,77,207182553.92,85,37f1eaa23c4ef506c807df7c1898,OPEN_DATA_PORTAL_BUDGET,2024-02-11
2015,2014_2020,H4_MIGRATION_BORDER,EU4HEALTH,33658550229.02,28707746858.48,85.29,25858519738.0,31189484054.1,7885387699.07,8139693765.09,211363823.65,1886465627.39,5159946446.65,133,150712186.57,28,cf61172d7ed21f3a55e400434387,EU_BUDGET_FINANCIAL_REPORT,2024-05-29
2016,2014_2020,H2_COHESION_RESILIENCE,ERDF,47846802085.63,34797943637.39,72.73,11899157645.93,43703137884.19,3888442802.98,1380446690.32,250868655.68,515638137.87,16616737721.76,134,573604571.08,73,0d76bbd50bf89a7baf1fb8bc3d95,OLAF_ANNUAL_REPORT,2024-06-08
2017,2014_2020,H7_PUBLIC_ADMIN,AMIF,11116576105.43,8594341928.56,77.31,2593097393.16,22472104900.07,13245727098.55,10343705434.37,236770268.77,1491764553.94,2174959022.85,131,528441095.28,62,811f32b61481168dd97b5a1e5ffe,ECA_AUDIT_SUMMARY,2025-09-22
2018,2014_2020,H5_SECURITY_DEFENCE,ESF_PLUS,14381533117.36,11083758399.28,77.07,16345097345.52,14577216602.1,12346851749.17,7482646618.73,130768198.45,3825263.09,2766888976.29,77,543219328.49,87,6414619113a3acee646fbdae6dc7,OPEN_DATA_PORTAL_BUDGET,2025-11-23
