ag_crops_crop_year,ag_crops_district_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_inr_unit,ag_crops_revenue_per_acre_inr,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2023,101493,COTTON,2608.08,1899.92,77.42,147092,66.29,HYB_56,2023-01-20,2023-07-25,1307,0.801,257.71,10.38,31.34,7003.31,542196.26,5.68,1
2013,101494,MAIZE,3002.07,2985.02,49.05,146415,35.24,ORG_23,2013-04-17,2013-07-12,1805,0.305,129.05,5.86,56.06,1311.42,64325.15,34.44,0
2026,101495,COFFEE,3258.94,3148.52,14.0,44079,53.04,OPV_90,2026-01-13,2026-04-12,2633,0.643,13.76,0.92,99.11,3306.02,46284.28,47.72,0
2013,101496,SUGARCANE,1147.93,1142.31,29.78,34018,92.09,ORG_31,2013-01-20,2013-07-19,2273,0.527,87.65,0.44,84.79,3035.4,90394.21,36.12,1
2025,101497,SPICES,858.54,692.99,41.14,28510,51.59,IR_65,2025-02-27,2025-07-24,2468,0.904,247.9,2.81,59.77,5019.18,206489.07,45.51,1
2025,101498,PULSES,4995.99,3823.67,78.8,301305,14.55,IR_44,2025-01-28,2025-07-19,2741,0.07,184.06,8.88,32.27,7140.21,562648.55,4.01,0
2018,101499,OILSEEDS,4344.85,4211.94,109.32,460449,10.63,BT_24,2018-06-30,2018-10-16,1774,0.037,211.9,4.74,57.14,2680.07,292985.25,15.49,0
2018,101500,COTTON,1207.08,958.65,32.37,31032,5.27,OPV_02,2018-05-01,2018-11-30,1760,0.661,107.93,11.5,4.61,5027.43,162737.91,41.75,1
2024,101501,MAIZE,3166.71,3085.64,11.6,35793,98.53,HT_78,2024-02-15,2024-05-12,1906,0.636,268.69,3.94,94.57,7465.25,86596.9,25.11,0
2012,101502,MILLET,1118.17,991.27,29.52,29262,42.88,HYB_62,2012-06-26,2012-09-28,1090,0.657,214.92,11.7,70.63,2097.87,61929.12,7.96,1
2015,101503,PULSES,515.59,456.31,106.51,48602,83.95,OPV_08,2015-04-16,2015-08-16,1244,0.235,100.67,10.82,9.41,4718.8,502599.39,38.93,1
2018,101504,MAIZE,1517.83,1505.09,105.73,159133,27.08,BT_86,2018-01-08,2018-04-18,2464,0.245,252.67,4.41,69.77,3015.08,318784.41,24.68,0
2012,101505,WHEAT,3358.12,2869.27,81.63,234219,97.99,DT_36,2012-01-03,2012-08-06,2726,0.285,99.59,4.22,62.1,5264.3,429724.81,3.9,1
2011,101506,COTTON,1589.68,1416.22,41.61,58929,32.48,HYB_88,2011-06-12,2012-01-17,934,0.909,61.93,10.32,66.74,6717.03,279495.62,4.24,0
2020,101507,SUGARCANE,1631.65,1272.93,91.93,117020,59.36,OPV_05,2020-06-11,2020-09-23,1380,0.382,120.67,7.0,93.65,3848.67,353808.23,10.4,1
2021,101508,MILLET,1196.98,975.68,71.69,69946,9.29,HYB_81,2021-05-19,2021-09-05,2261,0.016,190.12,2.77,79.4,1713.08,122810.71,39.22,0
2019,101509,RICE,1923.81,1735.28,65.39,113470,18.78,DT_25,2019-02-21,2019-07-07,2419,0.539,76.72,2.86,20.87,3470.67,226947.11,56.34,0
2022,101510,SUGARCANE,4517.52,3507.04,12.18,42716,43.47,ORG_47,2022-03-15,2022-06-27,1482,0.727,61.21,11.33,94.47,4792.29,58370.09,20.61,1
2016,101511,COTTON,4114.9,2907.23,104.54,303922,16.31,ORG_72,2016-06-11,2016-12-21,2737,0.989,186.55,10.55,92.12,6873.4,718545.24,51.94,1
2023,101512,COFFEE,4374.44,3615.85,44.6,161267,32.27,HYB_61,2023-04-14,2023-09-05,908,0.458,242.74,6.28,0.45,6286.56,280380.58,47.89,1
2014,101513,TEA,2567.86,2148.27,112.67,242046,98.6,BT_94,2014-06-06,2014-11-15,2401,0.516,135.76,5.4,53.89,4971.61,560151.3,27.42,1
2013,101514,OILSEEDS,3516.39,3363.57,10.49,35284,86.33,ORG_56,2013-05-30,2013-08-11,1004,0.261,137.69,0.98,2.63,6262.77,65696.46,47.91,1
2024,101515,WHEAT,1716.78,1449.19,48.15,69778,43.21,IR_01,2024-06-16,2024-11-09,984,0.728,132.49,0.24,9.59,4338.04,208876.63,17.55,0
2015,101516,MILLET,1456.23,1110.01,116.14,128917,61.07,BT_56,2015-05-28,2015-12-06,1586,0.883,297.74,3.34,75.95,919.8,106825.57,20.11,1
2017,101517,OILSEEDS,1748.62,1247.93,100.38,125267,74.94,IR_23,2017-05-24,2017-11-11,973,0.831,165.75,2.01,33.11,4009.06,402429.44,18.04,1
2014,101518,COTTON,325.7,312.24,104.24,32548,53.89,ORG_91,2014-05-06,2014-10-22,2587,0.756,263.62,3.61,99.27,1313.68,136938.0,24.68,0
2026,101519,SPICES,1473.23,1139.32,91.85,104647,85.95,ORG_07,2026-06-21,2026-11-26,1270,0.512,74.01,8.64,8.46,6342.42,582551.28,51.01,1
2022,101520,COFFEE,1700.64,1683.72,76.36,128569,20.84,ORG_38,2022-06-14,2022-12-19,2863,0.147,261.79,8.5,45.97,4574.1,349278.28,45.54,1
2016,101521,SUGARCANE,1671.36,1243.5,113.88,141610,74.74,OPV_33,2016-03-18,2016-07-28,1307,0.595,126.86,9.37,37.75,6119.0,696831.72,14.68,1
2012,101522,SPICES,4816.87,3655.3,49.53,181047,67.96,HYB_62,2012-01-13,2012-07-05,2919,0.838,266.91,3.62,86.64,4119.09,204018.53,53.17,1
2023,101523,MAIZE,1971.21,1937.62,57.78,111956,31.32,HYB_66,2023-06-07,2023-12-25,2996,0.605,245.98,3.18,49.58,6368.36,367963.84,22.46,1
2019,101524,SPICES,1235.16,970.31,64.27,62362,33.43,HT_46,2019-02-18,2019-08-11,2600,0.787,264.67,10.43,96.23,6444.86,414211.15,28.57,0
2025,101525,PULSES,173.86,167.19,10.52,1759,86.66,DT_60,2025-04-01,2025-06-20,1540,0.445,67.92,1.06,31.71,4192.53,44105.42,12.46,0
2011,101526,COFFEE,2962.38,2774.65,80.06,222138,4.65,ORG_36,2011-01-09,2011-06-22,1694,0.357,156.81,2.91,29.05,2696.42,215875.39,14.65,0
2020,101527,SPICES,3303.26,2674.44,46.3,123827,18.03,OPV_87,2020-02-03,2020-07-17,1832,0.032,208.23,10.99,76.27,7004.25,324296.77,2.21,0
2012,101528,WHEAT,346.65,268.19,42.46,11387,98.96,BT_47,2012-04-17,2012-07-05,989,0.689,183.38,6.81,73.56,6801.55,288793.81,59.62,1
2013,101529,SPICES,4439.32,3776.59,91.87,346955,44.78,IR_52,2013-04-20,2013-07-08,1549,0.306,140.12,11.08,51.07,6301.63,578930.75,24.5,0
2010,101530,PULSES,3616.71,3327.1,54.1,179996,67.12,ORG_50,2010-05-21,2010-08-26,2500,0.016,118.13,1.6,40.41,7841.25,424211.62,35.17,1
2012,101531,PULSES,3605.73,3282.71,85.47,280573,0.36,OPV_74,2012-06-29,2012-10-14,1991,0.908,258.06,3.79,83.82,5698.95,487089.26,37.39,1
2014,101532,WHEAT,1304.22,1051.68,32.22,33885,8.82,DT_49,2014-01-09,2014-05-27,1963,0.451,80.65,6.62,83.8,2623.98,84544.64,43.99,0
2015,101533,PULSES,2303.28,2209.82,100.69,222507,0.27,IR_78,2015-03-09,2015-07-19,1047,0.93,226.43,8.07,91.63,2426.7,244344.42,30.27,0
2021,101534,WHEAT,2709.49,2504.42,86.36,216282,85.94,DT_40,2021-05-08,2021-11-06,1526,0.204,291.12,11.02,7.64,5655.08,488372.71,0.52,1
2021,101535,MILLET,1374.3,1351.49,54.86,74143,31.83,ORG_11,2021-03-31,2021-07-22,3082,0.936,234.99,4.38,16.78,1656.28,90863.52,33.02,1
2011,101536,COFFEE,2636.45,2403.82,83.87,201608,97.35,OPV_71,2011-04-07,2011-08-29,1666,0.519,267.26,10.38,37.68,3285.17,275527.21,37.25,1
2016,101537,WHEAT,2958.6,2347.1,93.37,219149,57.19,HT_92,2016-01-11,2016-03-25,3183,0.961,28.86,3.1,38.52,2665.63,248889.87,42.21,0
2015,101538,PULSES,4577.9,3345.71,76.13,254709,37.0,DT_96,2015-03-03,2015-05-15,2817,0.736,39.47,0.76,31.44,4199.71,319723.92,11.59,1
2012,101539,PULSES,3632.46,2638.75,35.94,94837,33.23,BT_46,2012-04-02,2012-07-21,2838,0.952,103.01,0.47,5.89,3012.65,108274.64,0.62,1
2012,101540,SPICES,3575.44,3461.42,77.06,266737,88.8,DT_47,2012-06-06,2012-12-23,1527,0.768,102.73,4.88,83.94,3911.54,301423.27,44.96,1
2019,101541,WHEAT,3926.27,3622.36,28.58,103527,59.1,OPV_53,2019-06-07,2020-01-06,1441,0.153,130.92,8.21,93.49,7405.0,211634.9,48.22,1
2013,101542,SUGARCANE,4911.9,3999.08,76.98,307849,1.73,ORG_90,2013-05-15,2013-08-16,1184,0.25,242.02,1.48,53.55,3805.3,292931.99,30.21,1
2012,101543,SPICES,4062.23,3277.21,79.46,260407,17.05,ORG_49,2012-06-07,2012-12-29,2670,0.955,18.84,2.32,27.1,4925.13,391350.83,55.94,1
2010,101544,RICE,1759.05,1352.92,82.15,111142,63.41,BT_46,2010-05-07,2010-08-08,2624,0.551,142.2,8.44,15.79,1019.64,83763.43,57.61,0
2018,101545,TEA,1731.02,1467.91,22.43,32925,80.51,HT_60,2018-02-01,2018-05-09,2264,0.088,107.06,10.81,81.14,3184.52,71428.78,59.75,0
2010,101546,MAIZE,4571.96,4500.26,52.74,237344,80.6,HYB_37,2010-05-22,2010-07-28,1216,0.935,62.76,0.15,78.32,6899.83,363897.03,53.18,1
2022,101547,COFFEE,4831.89,3442.71,72.91,251008,25.72,HYB_82,2022-05-09,2022-12-04,2012,0.436,289.25,3.12,3.53,7284.18,531089.56,19.75,0
2023,101548,MAIZE,1141.76,990.66,67.45,66820,92.67,DT_94,2023-04-08,2023-09-03,1821,0.983,293.23,7.48,23.77,2283.23,154003.86,39.54,1
2014,101549,MAIZE,4224.56,2986.38,17.88,53396,9.77,BT_25,2014-05-23,2014-10-27,822,0.279,250.91,3.33,75.32,7298.37,130494.86,4.78,0
2010,101550,MILLET,2569.25,1958.27,21.58,42259,72.1,IR_67,2010-05-31,2010-10-20,2552,0.56,285.71,6.83,30.8,5041.67,108799.24,45.21,1
2011,101551,COTTON,1205.12,1002.84,70.81,71011,58.85,HYB_95,2011-04-15,2011-10-13,1316,0.056,173.68,8.74,12.61,6057.11,428903.96,29.61,0
2018,101552,TEA,3807.74,3126.93,78.2,244526,74.82,DT_43,2018-04-08,2018-07-15,2223,0.167,234.55,11.27,53.48,2136.11,167043.8,53.15,0
2015,101553,TEA,4510.3,4185.74,20.41,85431,21.83,OPV_48,2015-02-23,2015-05-04,1848,0.51,109.43,6.42,29.8,7583.28,154774.74,25.34,0
2025,101554,TEA,141.44,139.28,39.2,5460,80.17,OPV_62,2025-03-10,2025-07-19,2179,0.831,147.73,1.76,23.11,5380.48,210914.82,4.87,0
2021,101555,SPICES,3947.09,3153.43,78.39,247197,92.38,BT_80,2021-05-06,2021-09-13,2090,0.457,90.17,11.6,6.44,5380.02,421739.77,58.24,1
2015,101556,SUGARCANE,2246.63,2085.29,101.97,212637,65.19,ORG_79,2015-06-08,2015-12-11,1819,0.335,87.78,4.88,78.71,1317.98,134394.42,21.49,0
2019,101557,WHEAT,3076.32,2560.05,75.07,192183,23.76,BT_02,2019-01-13,2019-08-05,3093,0.351,156.25,2.2,83.51,3651.22,274097.09,11.5,1
2020,101558,COFFEE,2403.23,2143.18,27.33,58573,28.08,OPV_68,2020-03-12,2020-09-26,2701,0.215,233.97,7.2,47.96,3753.51,102583.43,2.93,0
2018,101559,SUGARCANE,3291.79,2352.95,17.28,40659,63.38,HT_05,2018-03-12,2018-05-13,2705,0.197,97.0,0.06,83.85,3202.24,55334.71,13.15,0
2021,101560,TEA,2025.7,2017.66,62.43,125963,92.85,IR_34,2021-03-11,2021-08-24,2914,0.345,179.87,10.71,4.09,7211.82,450233.92,29.07,1
2022,101561,SPICES,3517.55,2985.46,13.38,39945,33.28,OPV_51,2022-06-28,2022-11-11,2298,0.063,183.8,1.84,53.07,7866.57,105254.71,24.53,0
2014,101562,TEA,1853.93,1321.43,117.88,155770,87.95,IR_42,2014-06-16,2014-10-09,2137,0.861,205.34,5.45,87.48,4752.96,560278.92,5.36,1
2015,101563,SUGARCANE,1336.12,1313.03,49.53,65034,47.77,HT_35,2015-03-15,2015-08-23,806,0.561,235.26,0.27,48.05,3272.44,162083.95,39.98,0
2013,101564,COFFEE,2549.12,2133.17,49.96,106573,6.85,HT_87,2013-06-26,2013-11-03,1517,0.793,185.16,1.98,20.6,1522.23,76050.61,55.06,0
2015,101565,TEA,3808.71,3534.43,65.94,233060,64.41,BT_74,2015-05-02,2015-09-08,1856,0.434,119.98,3.83,89.79,4266.14,281309.27,21.7,1
2018,101566,SPICES,3979.27,3036.48,101.56,308385,22.27,ORG_56,2018-05-18,2018-11-14,2377,0.102,259.35,9.61,17.47,1814.22,184252.18,0.16,0
2011,101567,OILSEEDS,2054.33,2023.18,34.99,70791,86.51,IR_27,2011-04-03,2011-10-31,1913,0.125,24.78,0.57,12.31,3197.79,111890.67,15.14,0
2017,101568,PULSES,3092.08,2408.26,82.28,198152,81.86,BT_34,2017-06-27,2018-01-10,1961,0.173,283.35,5.62,50.05,3689.29,303554.78,6.23,1
2025,101569,PULSES,521.39,448.49,106.06,47567,37.41,OPV_80,2025-06-20,2025-11-07,1164,0.861,165.56,11.6,34.95,927.1,98328.23,46.51,0
2021,101570,OILSEEDS,3746.84,2961.59,62.63,185484,92.8,HYB_84,2021-04-15,2021-09-25,906,0.787,273.89,9.28,26.25,5409.98,338827.05,46.6,1
2017,101571,MILLET,3721.23,3336.31,115.78,386278,30.2,HYB_39,2017-01-05,2017-07-03,1044,0.4,181.94,11.71,63.36,1491.32,172665.03,43.77,0
2025,101572,MILLET,4872.26,3592.54,47.12,169280,31.93,IR_06,2025-05-13,2025-09-05,1998,0.283,217.03,4.83,12.27,982.87,46312.83,36.51,1
2010,101573,WHEAT,2327.58,2059.29,11.5,23682,84.64,ORG_14,2010-04-23,2010-07-01,3056,0.46,239.27,3.24,3.34,4709.57,54160.05,42.04,1
2026,101574,COTTON,1603.39,1169.45,109.23,127739,15.61,BT_47,2026-05-29,2026-09-26,2395,0.771,277.77,5.09,40.18,2599.9,283987.08,59.89,0
2025,101575,MILLET,1871.67,1688.51,47.88,80846,52.72,DT_06,2025-05-06,2025-07-19,1891,0.133,166.12,3.24,8.54,2338.14,111950.14,48.05,0
2016,101576,COFFEE,86.14,67.33,13.28,894,46.81,ORG_40,2016-02-12,2016-08-16,2325,0.976,75.75,4.86,67.24,2420.11,32139.06,28.79,0
2023,101577,OILSEEDS,3854.7,3721.06,114.48,425987,26.8,HYB_26,2023-06-30,2023-08-31,2394,0.914,205.33,2.74,36.42,5328.01,609950.58,50.61,0
2014,101578,SUGARCANE,4130.59,3527.94,117.12,413192,34.27,BT_54,2014-03-02,2014-08-29,2743,0.946,215.19,9.6,14.15,4447.38,520877.15,45.82,1
2013,101579,WHEAT,4060.73,3661.42,115.17,421686,79.68,OPV_10,2013-03-09,2013-10-15,2378,0.322,56.13,4.53,92.33,5016.18,577713.45,47.38,0
2014,101580,COTTON,4059.56,3895.33,52.16,203180,75.82,IR_58,2014-03-09,2014-07-16,1706,0.372,72.28,4.5,81.9,2817.18,146944.11,55.47,1
2013,101581,TEA,3345.38,3109.04,85.98,267315,8.53,DT_58,2013-02-18,2013-08-27,3119,0.687,51.87,2.47,82.55,5432.97,467126.76,6.02,0
2024,101582,SUGARCANE,2589.31,2418.67,68.15,164832,89.78,ORG_64,2024-01-21,2024-05-26,1717,0.135,18.09,0.89,66.19,2555.58,174162.78,14.58,1
2011,101583,WHEAT,600.9,500.47,68.67,34367,91.14,HYB_26,2011-01-01,2011-07-10,1956,0.778,276.84,5.62,48.29,6072.66,417009.56,0.63,1
2025,101584,SUGARCANE,586.62,506.28,94.85,48021,37.72,BT_78,2025-04-06,2025-06-05,1960,0.654,209.82,0.79,41.6,7700.92,730432.26,29.94,1
2026,101585,TEA,2004.02,1432.47,41.58,59562,50.1,ORG_74,2026-02-26,2026-05-08,1343,0.827,56.93,10.14,65.43,6530.09,271521.14,15.4,1
2019,101586,WHEAT,2964.67,2149.37,12.14,26093,71.79,BT_97,2019-03-01,2019-10-02,2436,0.387,274.4,9.55,56.91,7749.84,94083.06,43.16,0
2010,101587,MILLET,1526.92,1222.89,82.14,100448,11.45,HT_58,2010-06-24,2010-09-05,1096,0.069,260.38,6.7,9.98,3659.16,300563.4,32.69,0
2024,101588,RICE,2338.74,1760.01,115.6,203457,92.23,HYB_77,2024-03-04,2024-08-12,2549,0.781,108.87,2.06,79.59,1812.29,209500.72,6.78,0
2010,101589,TEA,3553.8,2973.28,96.78,287754,51.44,OPV_78,2010-03-01,2010-06-19,2654,0.368,76.93,6.04,29.8,5713.59,552961.24,37.29,1
2023,101590,COTTON,2270.74,2192.66,44.54,97661,8.45,IR_44,2023-03-06,2023-08-09,2177,0.771,214.75,1.47,87.61,6087.71,271146.6,18.26,0
2012,101591,MAIZE,4558.87,3525.66,17.72,62475,33.04,HT_82,2012-05-29,2012-11-28,2159,0.012,73.96,9.7,86.23,4067.33,72073.09,29.57,0
2025,101592,RICE,1001.62,804.92,64.04,51547,90.76,HT_39,2025-01-19,2025-04-22,1409,0.933,120.78,3.96,96.32,2624.26,168057.61,48.55,0
2020,101593,MILLET,1233.39,1005.9,36.99,37208,75.61,DT_98,2020-04-13,2020-10-07,1915,0.667,258.74,0.11,27.98,3033.18,112197.33,56.5,0
2024,101594,SPICES,3193.36,3042.03,102.39,311473,63.91,DT_98,2024-03-01,2024-05-11,1346,0.177,178.24,5.04,82.87,6022.12,616604.87,20.0,0
2025,101595,PULSES,4973.0,3988.77,95.3,380130,30.22,IR_69,2025-01-12,2025-08-10,1528,0.873,137.25,9.62,84.37,4698.09,447727.98,59.45,1
2020,101596,PULSES,852.88,610.18,74.57,45501,84.87,IR_75,2020-03-17,2020-09-15,1793,0.117,41.18,5.81,99.32,4203.13,313427.4,18.4,1
2019,101597,SPICES,3728.74,3078.07,59.67,183668,51.17,ORG_59,2019-02-08,2019-05-21,1730,0.577,95.85,4.05,94.33,5698.16,340009.21,45.49,0
2026,101598,PULSES,4785.36,3895.61,104.13,405650,74.16,HYB_56,2026-04-08,2026-11-05,2549,0.182,261.0,7.8,86.29,1287.29,134045.51,31.16,0
2025,101599,RICE,3142.74,3012.92,106.91,322111,89.04,DT_77,2025-04-06,2025-10-02,898,0.654,175.16,10.72,40.63,3508.99,375146.12,29.82,0
2024,101600,WHEAT,3366.9,2443.09,113.99,278488,75.93,IR_16,2024-02-03,2024-08-22,2233,0.172,201.6,0.39,53.96,7287.24,830672.49,54.98,1
2015,101601,MILLET,1003.33,985.76,35.09,34590,78.78,OPV_79,2015-05-31,2015-09-26,1405,0.379,238.37,9.77,88.96,6808.53,238911.32,57.12,1
2018,101602,MILLET,3416.25,2393.74,76.54,183217,65.44,OPV_44,2018-04-23,2018-11-06,2912,0.323,50.77,3.67,13.65,3274.17,250604.97,28.94,0
2011,101603,SUGARCANE,4314.36,3362.92,67.48,226930,82.8,IR_37,2011-05-17,2011-11-15,2672,0.341,40.92,11.54,63.18,6305.61,425502.56,31.22,1
2015,101604,COTTON,1782.81,1414.31,24.04,34000,80.22,IR_32,2015-04-24,2015-10-06,2624,0.303,48.28,4.0,2.99,4811.34,115664.61,58.26,1
2026,101605,SPICES,4804.9,4148.1,11.07,45919,18.04,OPV_93,2026-06-01,2026-09-02,1205,0.249,31.8,5.77,90.2,1469.82,16270.91,58.13,0
2022,101606,SUGARCANE,4616.39,4549.11,94.88,431620,66.18,HT_61,2022-05-25,2022-12-05,2664,0.159,266.81,5.96,82.64,5837.61,553872.44,15.1,1
2019,101607,COFFEE,1843.35,1516.35,72.54,109996,11.31,BT_74,2019-04-11,2019-08-28,1521,0.427,77.99,9.12,54.19,4447.22,322601.34,28.26,1
2012,101608,RICE,935.05,791.33,45.91,36330,7.93,HYB_19,2012-06-23,2012-10-01,2553,0.656,11.05,8.68,48.91,2942.41,135086.04,56.83,1
2018,101609,TEA,2516.53,1865.37,104.87,195621,6.82,ORG_35,2018-04-14,2018-09-27,1116,0.466,198.57,0.21,9.77,2032.04,213100.03,40.86,0
2018,101610,PULSES,895.51,640.5,105.18,67368,39.82,DT_69,2018-03-29,2018-08-10,2564,0.932,243.45,2.42,57.29,3481.73,366208.36,57.14,1
2017,101611,TEA,1120.03,963.76,80.16,77255,42.62,ORG_12,2017-03-08,2017-07-31,1869,0.594,76.44,4.82,7.55,6138.99,492101.44,31.89,0
2013,101612,COFFEE,3189.63,2239.41,48.88,109462,72.24,HT_56,2013-05-08,2013-12-09,3155,0.975,204.1,0.33,12.91,1330.02,65011.38,7.84,1
2014,101613,TEA,3632.92,2927.59,34.69,101558,70.5,HT_58,2014-01-01,2014-05-09,2181,0.851,228.65,7.03,50.55,5072.41,175961.9,6.19,0
2021,101614,COTTON,4062.24,2937.8,102.34,300654,80.21,BT_57,2021-01-22,2021-06-03,2244,0.974,272.17,5.6,83.05,4108.33,420446.49,41.76,1
2019,101615,MAIZE,1530.18,1443.28,100.59,145180,58.28,OPV_50,2019-02-03,2019-07-01,2243,0.517,168.17,8.32,17.78,5502.57,553503.52,57.15,0
2025,101616,OILSEEDS,1216.39,1188.66,56.64,67326,78.94,DT_22,2025-03-08,2025-07-22,1259,0.306,192.6,4.11,30.43,7256.5,411008.16,31.13,1
2022,101617,COTTON,2408.94,1930.21,53.48,103228,71.1,IR_29,2022-05-13,2022-07-23,2804,0.613,175.69,9.15,22.64,7482.29,400152.87,38.84,0
2014,101618,PULSES,2380.96,2283.92,115.63,264090,62.65,BT_07,2014-05-26,2014-10-06,823,0.066,212.71,5.8,47.79,1717.6,198606.09,52.74,1
2014,101619,MAIZE,1861.54,1634.75,111.36,182046,22.08,ORG_77,2014-03-01,2014-05-13,2229,0.085,287.66,11.08,62.95,1222.26,136110.87,6.02,1
2024,101620,MILLET,588.23,537.19,92.24,49550,18.43,OPV_51,2024-03-20,2024-06-04,1421,0.96,105.2,6.86,78.8,7127.37,657428.61,38.05,0
2014,101621,COFFEE,3996.07,3057.91,44.96,137484,52.75,BT_35,2014-04-25,2014-09-10,1193,0.575,194.84,10.01,96.28,5461.14,245532.85,19.38,1
2023,101622,OILSEEDS,3948.21,3708.06,17.23,63890,35.29,ORG_77,2023-01-06,2023-04-19,1199,0.769,57.42,3.61,72.86,2501.2,43095.68,19.47,1
2016,101623,MAIZE,3045.31,2146.24,12.25,26291,97.14,HYB_56,2016-03-17,2016-09-09,1776,0.865,197.03,3.61,45.16,4320.01,52920.12,50.52,0
2020,101624,PULSES,3310.36,2369.39,111.16,263381,17.6,OPV_16,2020-04-12,2020-11-16,1983,0.144,214.55,0.73,43.29,7642.63,849554.75,48.69,1
2017,101625,COFFEE,1022.44,1008.93,84.6,85355,40.02,HYB_36,2017-03-23,2017-07-15,2574,0.672,260.89,9.49,68.89,2056.53,173982.44,28.13,0
2020,101626,OILSEEDS,1030.73,977.31,100.51,98229,9.86,OPV_32,2020-01-06,2020-07-07,1358,0.34,192.43,10.06,20.82,2101.68,211239.86,13.8,1
2015,101627,MAIZE,1500.95,1264.84,36.39,46028,63.35,HT_48,2015-02-18,2015-08-14,1177,0.242,110.58,3.89,7.26,1147.02,41740.06,14.91,1
2013,101628,RICE,2462.99,1790.43,114.09,204270,32.43,ORG_64,2013-01-14,2013-08-12,3094,0.267,299.32,0.63,15.19,7246.6,826764.59,49.07,0
2020,101629,SUGARCANE,1562.46,1130.61,77.51,87634,37.13,IR_12,2020-02-03,2020-06-24,1358,0.801,20.32,5.84,51.69,5021.95,389251.34,50.67,0
2021,101630,RICE,1779.02,1641.82,89.67,147222,31.01,IR_98,2021-01-18,2021-08-23,2511,0.47,106.62,5.97,75.65,3377.18,302831.73,56.96,0
2022,101631,SUGARCANE,3997.83,3006.78,65.67,197455,64.96,IR_53,2022-03-04,2022-05-07,2816,0.431,226.04,1.61,85.21,5633.73,369967.05,52.36,0
2023,101632,MILLET,1613.92,1134.23,95.26,108047,45.82,HYB_41,2023-01-11,2023-05-25,1169,0.314,173.09,4.62,80.87,5607.04,534126.63,25.2,1
2012,101633,PULSES,989.74,756.89,116.01,87807,2.4,HT_06,2012-05-31,2012-08-08,1062,0.079,92.51,9.05,73.27,6916.97,802437.69,43.96,0
2025,101634,TEA,2646.0,2294.56,68.25,156604,20.71,IR_51,2025-06-18,2025-09-15,1726,0.243,161.67,4.89,50.83,5895.6,402374.7,44.03,1
2021,101635,SUGARCANE,4658.27,3324.72,47.26,157126,3.52,HT_49,2021-03-27,2021-09-05,2621,0.536,56.49,5.74,52.4,886.63,41902.13,56.95,0
2015,101636,RICE,3633.81,3615.84,20.57,74378,66.88,ORG_38,2015-04-25,2015-08-02,2317,0.458,111.99,3.39,46.61,2407.59,49524.13,43.47,0
2017,101637,RICE,3854.8,3396.46,114.66,389438,52.04,HT_75,2017-06-10,2018-01-01,1691,0.642,110.54,3.41,54.86,3763.92,431571.07,53.5,1
2025,101638,PULSES,2843.28,2795.36,50.44,140998,51.51,DT_58,2025-04-06,2025-06-22,2884,0.338,152.51,1.21,42.5,3351.13,169031.0,2.73,0
2021,101639,SUGARCANE,1075.78,851.05,111.73,95088,8.94,HYB_81,2021-06-17,2021-12-06,1303,0.932,14.71,0.39,34.95,6811.24,761019.85,20.77,1
2016,101640,MILLET,3864.13,3520.42,62.0,218266,24.2,BT_26,2016-01-26,2016-06-30,1988,0.557,41.4,9.39,83.96,1575.66,97690.92,16.99,0
2014,101641,RICE,4267.96,3171.41,82.46,261514,13.85,IR_38,2014-03-28,2014-08-17,857,0.058,109.21,7.08,3.14,7953.4,655837.36,43.2,0
2016,101642,COFFEE,4240.85,3479.36,59.32,206396,52.04,DT_18,2016-03-20,2016-08-23,1034,0.215,68.64,9.52,28.21,4588.29,272177.36,46.35,1
2010,101643,COFFEE,443.37,340.07,25.63,8716,30.72,OPV_03,2010-05-06,2010-09-14,1055,0.992,174.25,7.73,31.41,2754.58,70599.89,45.28,1
2025,101644,MILLET,1828.17,1565.94,97.43,152570,15.68,IR_20,2025-04-26,2025-09-16,2316,0.056,58.12,3.0,12.96,7255.81,706933.57,17.22,1
2024,101645,OILSEEDS,4272.92,4241.63,19.43,82415,35.94,BT_48,2024-05-12,2024-12-02,2568,0.826,39.66,6.2,62.9,6359.86,123572.08,30.41,0
2020,101646,WHEAT,2093.45,1736.32,87.48,151893,80.1,ORG_24,2020-02-25,2020-09-20,1105,0.527,95.23,3.3,63.49,1042.25,91176.03,33.41,0
2023,101647,WHEAT,1665.61,1402.59,76.49,107284,82.91,ORG_37,2023-03-19,2023-08-03,1173,0.145,241.78,3.11,55.53,2607.65,199459.15,32.65,1
2012,101648,MILLET,4348.12,3349.84,16.6,55607,36.7,OPV_10,2012-01-29,2012-08-12,876,0.152,206.92,7.58,81.22,7424.62,123248.69,47.28,0
2017,101649,SPICES,2890.08,2028.61,17.55,35602,26.37,ORG_12,2017-05-09,2017-11-30,2800,0.124,39.56,6.96,79.96,1701.4,29859.57,18.92,0
