biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_usd,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2143-03,OAK,814480,IMPORT,6673352307.19,31533279.07,TH,OCEAN,0,208.82,126.18,34.524,23.2,1,9.49,27.08,1.0889,0,1,REL0001515
2143-04,MIA,962370,EXPORT,503786276.57,6412177.86,GB,PIPELINE,0,130.57,185.08,32.645,2.266,0,55.0,65.52,0.7606,0,1,REL0001516
2143-05,CHI,324877,EXPORT,978256511.82,74803350.72,ES,PIPELINE,0,178.28,127.57,20.624,7.994,0,66.55,64.87,0.8033,1,0,REL0001517
2143-06,OAK,171169,IMPORT,189097521.85,42360456.37,TW,OCEAN,1,231.41,238.59,4.711,22.561,0,30.38,5.94,0.7572,0,0,REL0001518
2143-07,SAV,985373,IMPORT,2737544795.09,66951100.13,AU,OCEAN,1,119.47,209.85,14.968,1.698,0,86.04,15.32,1.109,0,1,REL0001519
2143-08,LGB,357602,EXPORT,2340154099.16,57387483.87,CA,OCEAN,0,94.68,118.38,12.839,19.734,0,93.81,38.21,0.7713,0,0,REL0001520
2143-09,NOR,919109,EXPORT,2629170472.56,24269895.24,GB,TRUCK,1,103.97,131.49,17.568,4.287,0,51.64,5.13,1.3766,0,0,REL0001521
2143-10,NYC,237337,IMPORT,5148392473.03,40373969.6,NL,OCEAN,1,125.51,113.19,21.012,31.98,0,27.1,54.8,0.6571,0,1,REL0001522
2143-11,HOU,262528,IMPORT,3810900925.36,61994435.19,DE,OCEAN,1,101.44,23.92,31.313,36.678,0,36.11,20.24,1.2345,0,0,REL0001523
2143-12,LAX,251832,EXPORT,1567996077.11,19378191.85,IT,TRUCK,1,197.09,6.04,3.215,14.598,0,75.96,87.52,1.4066,0,0,REL0001524
2144-01,CHI,711027,IMPORT,3516389215.51,31724323.46,GB,OCEAN,0,190.82,180.26,26.22,25.591,0,71.95,88.06,0.7004,0,0,REL0001525
2144-02,NOR,267933,EXPORT,4727872368.29,32293688.11,KR,AIR,0,117.12,52.75,10.507,6.74,0,67.84,78.51,0.557,0,0,REL0001526
2144-03,SEA,201959,EXPORT,5195468803.88,12628492.21,CN,OCEAN,1,58.1,4.16,29.528,35.358,0,14.51,12.55,1.1785,0,0,REL0001527
2144-04,HOU,940727,EXPORT,3219841106.97,66991309.11,IT,OCEAN,0,217.62,193.73,33.878,26.44,0,23.56,62.3,0.7941,0,0,REL0001528
2144-05,SAV,803645,IMPORT,5932937124.4,14261588.07,IT,TRUCK,0,172.08,113.46,11.121,27.968,0,31.38,94.24,1.0191,0,1,REL0001529
2144-06,NOR,435765,IMPORT,1271147187.81,70025046.38,ES,POSTAL,1,216.19,172.82,21.73,35.256,0,5.67,8.46,1.2622,0,0,REL0001530
2144-07,MIA,402579,IMPORT,7361263867.76,68399934.4,TW,OCEAN,0,214.07,26.97,25.351,8.012,0,39.29,97.75,0.5978,0,0,REL0001531
2144-08,OAK,434213,IMPORT,5691623278.68,47466463.67,FR,PIPELINE,1,151.2,168.24,29.955,6.342,0,88.42,55.49,0.5113,0,1,REL0001532
2144-09,CHI,731635,IMPORT,6801461282.85,72020613.49,CN,OCEAN,1,142.88,176.8,22.047,39.066,0,10.89,93.62,0.8706,0,0,REL0001533
2144-10,LGB,888401,EXPORT,4512202351.46,1398252.3,IT,OCEAN,1,197.93,207.28,32.867,27.0,0,20.17,22.65,0.538,0,0,REL0001534
2144-11,SAV,341526,EXPORT,5661864060.68,53460002.63,TH,POSTAL,0,186.07,55.52,1.17,46.948,1,19.03,46.32,1.0412,0,0,REL0001535
2144-12,NYC,271242,EXPORT,954587237.48,20135753.86,JP,OCEAN,1,233.44,128.95,18.374,43.132,0,86.95,30.54,1.4404,0,1,REL0001536
2145-01,LGB,866094,IMPORT,2471374880.67,25072021.65,CN,OCEAN,1,195.0,78.47,10.527,1.77,0,96.28,33.28,1.3762,0,0,REL0001537
2145-02,SAV,548026,IMPORT,6090408879.11,65432150.67,AU,OCEAN,1,207.07,117.91,28.311,31.77,0,89.59,12.92,1.3692,0,1,REL0001538
2145-03,OAK,657876,EXPORT,944321082.75,11018474.0,TH,TRUCK,0,224.86,238.84,9.699,21.517,0,75.99,0.73,1.4349,0,1,REL0001539
2145-04,NOR,626802,IMPORT,7992740935.92,58784284.22,ES,OCEAN,1,140.69,191.21,13.076,44.569,0,3.2,90.61,1.4363,0,1,REL0001540
2145-05,SEA,553691,EXPORT,1949498394.06,31384002.17,NL,OCEAN,1,54.79,222.8,10.716,19.928,0,39.31,24.89,0.6835,0,1,REL0001541
2145-06,CHI,959623,EXPORT,3695669554.93,24793724.33,CA,OCEAN,1,170.67,126.72,9.934,41.002,0,60.05,90.14,1.1611,0,0,REL0001542
2145-07,CHI,230882,IMPORT,643249265.42,76958681.15,CA,TRUCK,0,131.95,134.81,3.037,34.711,0,33.31,8.01,1.2234,0,1,REL0001543
2145-08,NOR,930656,EXPORT,144322898.9,42830576.51,SG,AIR,1,228.06,239.04,1.623,14.268,0,74.63,63.61,1.0131,0,0,REL0001544
2145-09,NOR,636014,IMPORT,7312646546.79,46239479.21,MX,RAIL,1,128.5,103.41,6.118,14.526,0,32.02,14.82,0.5431,0,0,REL0001545
2145-10,CHI,406775,IMPORT,4085380427.11,77741686.78,IT,OCEAN,1,99.05,173.78,31.908,31.372,0,39.17,23.74,1.2697,0,1,REL0001546
2145-11,HOU,457078,IMPORT,6138124249.07,52476423.2,SG,AIR,0,174.36,38.08,15.526,24.506,0,0.14,47.25,1.2654,0,0,REL0001547
2145-12,LGB,791936,IMPORT,1877799613.94,47139738.82,VN,POSTAL,0,164.66,31.11,6.635,22.19,0,27.19,77.47,0.9505,0,0,REL0001548
2146-01,LAX,588830,EXPORT,5246377825.86,42308899.01,CA,AIR,0,86.0,215.38,24.171,7.859,0,16.87,22.49,1.3062,0,0,REL0001549
2146-02,HOU,391166,IMPORT,6325688352.34,80493766.56,ES,AIR,1,247.25,6.26,1.706,11.54,0,6.12,88.69,0.9559,1,0,REL0001550
2146-03,MIA,515452,IMPORT,5252701022.71,42505971.91,GB,OCEAN,0,102.78,38.07,31.997,5.137,0,58.24,85.73,0.5117,0,0,REL0001551
2146-04,MIA,739175,EXPORT,540289681.53,44150787.01,DE,TRUCK,0,70.99,71.6,4.914,39.99,0,67.65,0.51,1.1761,0,1,REL0001552
2146-05,OAK,532384,EXPORT,3910436009.1,18028302.27,ES,OCEAN,0,128.06,24.88,9.982,22.051,0,10.47,42.22,0.7543,0,1,REL0001553
2146-06,NOR,372383,IMPORT,4633739911.89,64465892.93,GB,OCEAN,0,62.45,8.56,28.594,45.176,0,8.51,25.65,0.7279,0,0,REL0001554
2146-07,LGB,910896,IMPORT,894426151.35,71907357.4,CN,POSTAL,1,103.8,108.83,25.714,18.682,0,60.18,6.97,0.7495,0,0,REL0001555
2146-08,CHI,130170,REEXPORT,2708263853.36,41185980.66,DE,OCEAN,0,151.26,88.18,12.984,37.198,0,14.57,17.46,0.9621,1,0,REL0001556
2146-09,NOR,868945,EXPORT,4389331674.74,83014585.47,AU,OCEAN,0,60.65,140.82,7.821,6.435,0,71.88,51.25,1.4446,0,0,REL0001557
2146-10,NOR,329664,EXPORT,5511423636.25,41674027.38,GB,OCEAN,0,212.69,118.09,15.69,27.578,0,7.96,19.05,1.4123,0,0,REL0001558
2146-11,SAV,722158,IMPORT,5693756018.26,13727147.32,ES,AIR,0,149.02,198.18,10.009,16.934,0,95.68,40.75,1.3199,0,0,REL0001559
2146-12,HOU,968037,IMPORT,2074516161.71,77197053.18,MY,OCEAN,1,101.72,192.8,17.279,7.356,0,27.1,69.08,1.451,0,0,REL0001560
2147-01,NYC,517379,EXPORT,1073419338.11,83544129.78,JP,OCEAN,1,155.46,78.2,10.164,29.781,0,29.68,24.14,1.1354,0,0,REL0001561
2147-02,HOU,786486,EXPORT,4141560201.5,24968518.48,MX,TRUCK,1,249.71,42.32,16.802,29.165,0,85.34,69.09,1.0933,0,0,REL0001562
2147-03,NYC,441262,EXPORT,7269619323.25,25123705.9,NL,OCEAN,1,189.93,167.73,32.154,0.52,0,53.79,14.35,1.1504,0,0,REL0001563
2147-04,MIA,264455,IMPORT,4592728376.44,9846917.39,ID,OCEAN,1,171.71,57.99,27.625,12.003,0,7.1,53.5,0.8427,0,0,REL0001564
2147-05,NYC,352366,IMPORT,7542334930.87,7656217.93,AU,OCEAN,1,118.26,213.36,11.835,44.946,1,91.88,69.34,1.4749,0,0,REL0001565
2147-06,SAV,601454,EXPORT,6651448092.1,29446863.3,MY,AIR,0,138.77,5.75,29.972,17.156,0,82.04,47.23,1.0263,0,1,REL0001566
2147-07,LAX,580455,IMPORT,545630044.48,47888985.25,BR,OCEAN,1,139.33,157.73,14.599,17.123,0,87.97,79.41,0.8098,0,0,REL0001567
2147-08,LAX,628574,EXPORT,3191823353.43,23469731.46,NL,TRUCK,1,232.13,211.31,4.646,26.027,0,25.79,68.0,1.3423,0,0,REL0001568
2147-09,LAX,543513,IMPORT,5728433043.73,30509985.23,MX,OCEAN,1,208.29,35.82,25.217,43.721,0,8.43,65.23,1.088,0,0,REL0001569
2147-10,LAX,879475,EXPORT,6369222994.67,1466521.3,FR,TRUCK,0,58.57,69.72,3.122,38.373,0,3.95,52.35,0.8568,0,0,REL0001570
2147-11,NYC,300869,IMPORT,327490323.48,1972958.66,MY,TRUCK,1,166.62,83.37,26.37,44.454,0,34.72,29.87,0.7281,0,0,REL0001571
2147-12,NOR,544816,EXPORT,7724555903.75,50112495.83,ID,TRUCK,1,73.39,116.82,22.815,37.085,0,26.44,42.63,1.0716,0,0,REL0001572
2148-01,HOU,185872,IMPORT,5633841493.23,80218084.45,ID,OCEAN,1,141.37,119.49,15.091,27.999,0,19.72,87.42,0.6933,0,0,REL0001573
2148-02,OAK,560124,REEXPORT,7793144770.57,62382466.22,TH,AIR,1,197.19,1.52,34.455,2.819,0,3.66,82.78,0.5209,1,0,REL0001574
2148-03,NOR,742254,EXPORT,2233309854.73,76790856.45,ID,TRUCK,1,83.87,215.46,12.527,24.815,0,79.57,73.78,0.7631,0,0,REL0001575
2148-04,MIA,249722,IMPORT,7402014954.51,25357567.44,GB,AIR,0,72.33,83.78,12.74,25.174,0,99.85,62.28,0.7256,0,1,REL0001576
2148-05,LGB,793312,EXPORT,3068852346.0,83872301.64,BR,PIPELINE,1,185.79,28.77,31.238,42.774,0,30.4,46.28,1.0518,0,0,REL0001577
2148-06,LGB,907754,IMPORT,452607508.74,17524690.33,CA,OCEAN,1,152.85,124.16,2.055,26.962,0,33.28,33.9,1.1222,0,0,REL0001578
2148-07,LAX,476678,IMPORT,2602168840.27,75139586.08,CA,POSTAL,1,112.42,166.47,22.973,4.075,1,74.12,59.94,1.1239,0,0,REL0001579
2148-08,MIA,932850,IMPORT,3306341629.34,72720231.66,FR,RAIL,0,63.82,171.15,3.772,5.307,0,29.51,32.85,0.8535,0,0,REL0001580
2148-09,MIA,598891,IMPORT,3193834157.93,51776550.55,ES,OCEAN,1,155.33,29.07,26.218,29.942,0,5.09,20.69,1.3378,0,0,REL0001581
2148-10,SEA,359198,IMPORT,4887417522.83,13401997.3,VN,OCEAN,1,229.37,104.94,8.142,13.132,0,36.09,71.83,0.6525,0,1,REL0001582
2148-11,LGB,280523,IMPORT,1030805645.28,64172816.14,BR,OCEAN,1,212.74,212.94,31.049,44.294,0,40.83,73.76,1.1307,0,0,REL0001583
2148-12,OAK,848769,IMPORT,7491919377.61,45363313.95,KR,OCEAN,0,61.87,116.47,33.533,4.706,0,13.27,21.44,0.9095,0,0,REL0001584
2149-01,LGB,141967,EXPORT,508583283.91,76267038.58,TW,AIR,1,227.71,76.16,6.089,1.443,0,45.66,89.56,0.6566,0,0,REL0001585
2149-02,LAX,368917,EXPORT,1774103633.23,12430296.21,CA,OCEAN,0,154.62,214.73,13.461,24.068,0,34.56,20.9,0.6022,0,0,REL0001586
2149-03,NYC,963641,EXPORT,537612533.58,40018828.22,CN,OCEAN,1,75.81,69.38,13.965,11.302,0,18.14,71.42,1.067,0,1,REL0001587
2149-04,NYC,689546,IMPORT,105978779.62,50816830.77,GB,RAIL,0,113.73,76.66,34.018,29.111,0,15.14,98.17,0.5153,0,0,REL0001588
2149-05,SAV,449642,IMPORT,577594659.37,43681970.47,JP,OCEAN,0,84.22,27.41,32.083,38.588,1,99.74,20.13,1.4706,0,0,REL0001589
2149-06,HOU,746399,EXPORT,6199423472.89,28649296.65,CN,AIR,1,72.39,208.48,2.024,13.815,0,42.36,67.46,0.5112,0,1,REL0001590
2149-07,LGB,871184,IMPORT,1018909045.15,29769630.6,GB,AIR,0,120.85,194.22,9.334,46.265,0,64.18,67.94,1.1479,0,0,REL0001591
2149-08,LGB,557662,EXPORT,4425402711.85,64816054.63,ES,RAIL,1,66.65,140.57,17.32,23.081,0,55.95,9.07,1.1812,0,1,REL0001592
2149-09,CHI,699298,IMPORT,7386466887.57,2268961.92,DE,AIR,0,141.46,160.53,29.639,43.775,0,65.91,75.11,0.963,0,1,REL0001593
2149-10,LAX,534955,EXPORT,3131027197.27,65181175.61,CN,OCEAN,0,72.62,44.04,27.536,48.79,0,98.22,64.11,0.6006,0,0,REL0001594
2149-11,LAX,592710,EXPORT,4524306666.31,4600588.23,MX,AIR,1,135.29,200.25,0.004,36.011,0,83.99,8.3,1.0766,0,0,REL0001595
2149-12,SEA,619593,EXPORT,7935184840.42,29997221.86,DE,AIR,1,176.51,32.69,9.397,6.998,0,71.99,20.53,1.4451,0,1,REL0001596
2150-01,HOU,705660,REEXPORT,1054900677.6,81815633.24,DE,OCEAN,0,90.95,32.01,34.857,25.318,0,3.24,73.55,1.4761,1,0,REL0001597
2150-02,LGB,119889,EXPORT,6385811466.85,52797122.78,MY,OCEAN,0,117.06,68.51,3.358,26.447,0,8.46,27.65,1.4853,0,0,REL0001598
2150-03,NOR,554451,IMPORT,1365964185.05,30824997.69,TH,AIR,1,144.56,221.04,13.973,27.245,0,47.92,5.14,1.0885,0,0,REL0001599
2150-04,HOU,450490,IMPORT,7262818247.71,31694839.74,SG,OCEAN,1,158.23,88.48,17.634,5.819,0,41.57,29.48,1.2918,0,0,REL0001600
2150-05,SAV,787611,IMPORT,481969681.8,56903343.27,IN,AIR,0,248.79,2.99,13.298,39.602,0,79.78,91.6,1.4879,0,0,REL0001601
2150-06,SEA,491265,IMPORT,6137830678.98,49849271.17,IT,TRUCK,0,85.97,22.53,18.458,25.358,0,59.17,15.41,0.7496,0,0,REL0001602
2150-07,SAV,584611,IMPORT,1475055169.63,76817529.91,TH,TRUCK,0,157.18,145.36,9.096,4.723,0,51.72,26.51,1.2847,0,0,REL0001603
2150-08,CHI,208593,EXPORT,4126934660.77,11699997.64,IN,OCEAN,0,164.41,217.3,10.674,10.777,1,27.94,39.41,0.9704,0,0,REL0001604
2150-09,NOR,393984,IMPORT,5722262702.81,20268552.2,MX,TRUCK,1,200.67,101.49,3.962,24.196,0,23.04,0.83,1.0952,0,0,REL0001605
2150-10,HOU,282831,IMPORT,2440980479.41,36005297.61,AU,TRUCK,0,148.99,94.68,12.525,9.814,0,57.16,71.14,1.4084,0,0,REL0001606
2150-11,SEA,645499,EXPORT,2703351737.63,4397862.92,BR,TRUCK,0,173.15,219.7,10.8,2.392,0,69.35,57.18,1.4016,0,0,REL0001607
2150-12,NYC,872119,IMPORT,3127598840.47,69888584.87,ES,AIR,0,95.05,76.54,9.535,34.14,0,69.59,11.05,1.2089,0,0,REL0001608
2151-01,CHI,391406,IMPORT,5087308357.17,55931346.41,VN,TRUCK,1,208.48,21.47,21.276,37.673,0,65.75,69.95,0.6134,0,1,REL0001609
2151-02,SEA,191550,IMPORT,2952430017.73,3577435.4,GB,RAIL,0,249.02,61.21,4.403,34.351,0,64.3,31.64,0.99,0,0,REL0001610
2151-03,NOR,826168,EXPORT,3115091354.22,31165817.18,NL,AIR,1,235.0,170.11,28.059,48.813,1,0.88,37.51,0.9178,0,0,REL0001611
2151-04,NYC,297554,IMPORT,6397962184.63,13123013.47,NL,OCEAN,1,54.19,5.13,20.774,6.652,0,53.83,22.4,1.2908,0,0,REL0001612
2151-05,SEA,872394,IMPORT,4036915068.1,63900002.99,AU,AIR,1,78.27,213.59,16.644,15.792,0,47.25,43.96,1.3023,0,1,REL0001613
2151-06,SAV,412110,EXPORT,5846173542.59,47642754.63,CA,AIR,1,178.04,1.29,22.475,7.318,0,82.42,19.93,0.6531,0,0,REL0001614
2151-07,LAX,970366,IMPORT,1584106710.3,33486564.47,ID,AIR,1,146.34,26.03,28.895,45.468,0,45.86,5.22,0.9654,0,1,REL0001615
2151-08,LAX,645883,EXPORT,150451880.92,42472684.26,KR,AIR,1,132.43,75.57,19.268,46.946,0,18.41,56.69,1.4621,1,0,REL0001616
2151-09,MIA,126040,EXPORT,6446150933.33,82010006.67,MY,AIR,0,114.22,220.82,14.217,22.069,0,1.19,82.46,0.6461,0,1,REL0001617
2151-10,CHI,102342,IMPORT,5530550533.55,75241169.0,AU,AIR,1,247.33,56.16,23.039,35.623,0,45.74,72.93,0.5457,0,0,REL0001618
2151-11,HOU,338810,IMPORT,4257520510.01,13124931.07,AU,TRUCK,0,226.99,209.41,1.811,32.591,0,9.58,94.2,1.0266,0,1,REL0001619
2151-12,LGB,632338,EXPORT,5456593375.11,17597501.05,GB,OCEAN,1,235.28,135.32,11.455,7.117,1,30.47,52.11,0.8515,0,0,REL0001620
2152-01,CHI,958542,REEXPORT,6673487540.52,78990356.92,NL,AIR,1,147.59,102.99,8.198,29.08,0,79.39,51.06,0.559,1,0,REL0001621
2152-02,NYC,229937,EXPORT,6335613032.12,67632456.97,IT,TRUCK,0,208.15,47.99,30.743,19.717,0,88.52,73.07,0.6759,0,0,REL0001622
2152-03,OAK,160420,IMPORT,344452313.04,55896231.76,GB,RAIL,1,78.76,192.68,13.296,37.453,0,51.93,18.07,0.6002,0,0,REL0001623
2152-04,SAV,320030,EXPORT,5913673211.56,46726620.62,IT,TRUCK,1,152.4,189.02,5.461,21.859,1,31.28,49.3,1.4806,0,1,REL0001624
2152-05,NOR,915955,EXPORT,696776078.13,44295842.23,CN,AIR,0,88.97,97.95,22.975,29.958,0,7.62,56.65,1.3538,0,0,REL0001625
2152-06,SEA,417366,IMPORT,3443430114.35,10199017.25,CN,OCEAN,0,233.17,52.38,15.008,16.565,0,90.65,39.01,0.5825,0,0,REL0001626
2152-07,CHI,855503,IMPORT,4750573413.06,32516542.99,BR,OCEAN,1,197.73,20.71,18.131,21.263,0,20.7,89.02,0.9119,0,0,REL0001627
2152-08,OAK,685215,EXPORT,3335993870.13,79283266.7,NL,OCEAN,1,149.05,132.68,31.762,27.274,0,33.43,3.18,1.4861,0,1,REL0001628
2152-09,SEA,691301,IMPORT,2564078044.92,26069604.49,DE,OCEAN,1,172.61,110.25,1.77,42.11,1,69.64,18.71,1.0128,0,0,REL0001629
2152-10,LGB,654636,IMPORT,7993813740.25,59235287.85,CA,RAIL,1,148.89,224.44,4.197,23.88,0,52.7,11.71,1.2822,0,0,REL0001630
2152-11,NOR,217805,IMPORT,4246842919.53,20287487.23,KR,AIR,0,137.64,74.9,17.968,23.944,0,14.79,42.45,1.4939,0,0,REL0001631
2152-12,MIA,557948,IMPORT,6097891903.86,35287431.48,CN,OCEAN,1,52.35,90.11,8.497,24.914,0,35.53,51.74,0.6772,0,1,REL0001632
2153-01,LGB,885876,IMPORT,6426058506.99,66415380.83,GB,OCEAN,0,67.79,234.37,0.455,5.483,0,60.45,80.07,0.9148,1,0,REL0001633
2153-02,SAV,723783,EXPORT,4159313551.87,56110733.67,VN,AIR,1,239.19,51.38,13.181,46.184,0,56.16,21.77,0.6973,0,0,REL0001634
2153-03,NOR,797578,EXPORT,430403297.7,65671691.72,MX,OCEAN,1,51.31,219.74,29.957,39.433,0,14.64,11.24,0.9804,0,0,REL0001635
2153-04,SAV,317997,IMPORT,349181828.24,39939210.86,GB,PIPELINE,0,214.57,153.99,26.787,34.659,0,0.05,42.88,1.3934,0,0,REL0001636
2153-05,HOU,694613,EXPORT,5740910023.2,70843152.23,MX,OCEAN,1,195.37,25.86,6.866,38.98,0,3.81,14.44,1.0559,1,1,REL0001637
2153-06,LAX,759988,IMPORT,3142759175.32,75737856.38,VN,OCEAN,1,117.38,54.23,20.006,2.236,0,55.9,30.34,0.8463,0,0,REL0001638
2153-07,NYC,399770,EXPORT,1357466315.02,10785003.31,TW,PIPELINE,1,241.72,233.81,20.524,26.407,0,22.18,9.04,0.9286,0,0,REL0001639
2153-08,LAX,949311,IMPORT,4367781697.01,18822525.03,KR,AIR,1,89.15,128.29,25.778,9.254,0,85.78,8.72,0.994,0,0,REL0001640
2153-09,NOR,112969,IMPORT,5496781995.44,27666250.92,SG,OCEAN,1,120.69,22.44,21.889,8.702,0,61.82,70.43,0.6426,0,0,REL0001641
2153-10,SAV,467007,EXPORT,1502419400.07,14459165.31,JP,AIR,1,145.58,73.6,23.901,4.607,0,70.23,23.46,1.2344,0,0,REL0001642
2153-11,NYC,450970,IMPORT,3102622224.8,63546450.74,KR,OCEAN,0,96.64,167.79,33.871,34.739,1,11.49,38.13,0.9043,0,1,REL0001643
2153-12,SEA,114054,IMPORT,6622062328.06,46814750.88,ES,AIR,1,197.15,4.25,11.019,11.811,0,47.47,52.15,1.138,0,0,REL0001644
2154-01,NYC,444758,REEXPORT,5577997913.01,15576946.24,ID,OCEAN,1,100.6,59.35,4.909,20.481,0,81.0,56.44,0.8325,1,0,REL0001645
2154-02,MIA,737224,REEXPORT,4038608026.79,62995170.33,CN,OCEAN,1,64.18,212.88,31.096,49.372,0,18.19,31.34,1.1964,1,0,REL0001646
2154-03,NYC,218290,IMPORT,1369141845.14,69480114.4,IN,OCEAN,0,164.53,2.25,21.658,6.691,0,4.97,18.22,1.2986,0,0,REL0001647
2154-04,NYC,314429,EXPORT,714121641.43,17955095.9,MY,AIR,1,208.74,60.28,28.603,46.804,0,97.1,83.78,1.3458,0,1,REL0001648
2154-05,SAV,422144,EXPORT,3441264692.66,14468039.6,ES,TRUCK,0,59.64,123.44,0.092,12.183,0,65.21,20.62,1.4912,0,1,REL0001649
2154-06,NOR,241015,EXPORT,6622294614.05,82019168.36,CN,OCEAN,1,189.53,169.02,22.692,36.383,0,73.45,37.24,1.4879,0,0,REL0001650
2154-07,LGB,765118,EXPORT,5515460986.92,57508754.71,KR,AIR,1,160.54,80.19,27.003,30.461,0,8.69,91.61,1.4524,0,0,REL0001651
2154-08,LGB,384637,IMPORT,2186166686.77,70356962.05,GB,PIPELINE,1,230.35,89.83,23.32,44.862,0,79.53,4.04,0.6915,0,0,REL0001652
2154-09,OAK,722128,REEXPORT,98237227.86,13551800.26,ES,OCEAN,1,51.75,86.72,31.235,10.73,0,87.51,8.24,1.3755,1,0,REL0001653
2154-10,SEA,734501,IMPORT,3525060761.14,79214382.16,IT,AIR,1,118.24,45.25,9.453,0.628,0,75.96,24.47,1.4505,0,0,REL0001654
2154-11,CHI,652432,IMPORT,3198531340.68,31059091.82,ES,OCEAN,1,203.13,46.92,0.724,32.369,0,18.92,30.28,0.7909,0,0,REL0001655
2154-12,LGB,224501,IMPORT,7362344382.29,59070849.17,CN,OCEAN,0,146.46,58.62,17.975,20.862,0,70.59,91.86,0.577,0,0,REL0001656
2155-01,NOR,563661,IMPORT,6886327549.14,41555603.39,ES,AIR,1,246.9,38.86,27.004,1.856,0,27.83,41.68,0.8619,0,1,REL0001657
2155-02,MIA,545371,EXPORT,2175891222.45,24416150.58,KR,TRUCK,1,193.12,64.29,3.857,28.008,0,5.58,70.96,0.6774,0,0,REL0001658
2155-03,SAV,375299,EXPORT,1771602489.67,63876889.87,VN,OCEAN,1,242.45,77.5,26.318,21.455,0,17.02,62.5,1.2355,0,0,REL0001659
2155-04,LAX,340641,EXPORT,1934395927.59,61303912.4,MX,OCEAN,1,195.8,8.91,11.331,37.17,0,59.83,21.68,0.5009,0,0,REL0001660
2155-05,LAX,908578,IMPORT,3295527225.9,21382380.3,NL,AIR,0,155.17,32.05,1.636,35.826,0,45.12,75.33,0.5666,0,0,REL0001661
2155-06,HOU,417642,REEXPORT,116732371.74,33959115.12,JP,TRUCK,1,187.47,102.22,17.849,11.536,0,2.03,78.24,1.4037,1,0,REL0001662
2155-07,MIA,479880,EXPORT,6353519053.48,9169618.48,VN,TRUCK,0,243.1,51.29,18.758,28.982,0,7.52,94.92,0.7666,0,0,REL0001663
2155-08,LGB,548038,IMPORT,5785022765.82,53289973.52,TH,OCEAN,0,249.17,146.55,19.232,22.748,0,96.15,45.6,1.0732,0,1,REL0001664
2155-09,LGB,784045,IMPORT,2911774662.0,55113122.46,TH,OCEAN,1,121.44,33.25,23.064,22.205,0,6.04,52.63,0.7329,0,0,REL0001665
2155-10,NYC,327329,REEXPORT,912755818.47,58637339.04,IN,OCEAN,1,243.46,72.19,3.775,40.74,0,62.65,39.57,1.024,1,0,REL0001666
2155-11,MIA,980347,IMPORT,4203741020.28,56869185.43,SG,POSTAL,0,126.14,137.79,10.979,38.411,0,82.52,55.5,1.0385,0,0,REL0001667
2155-12,NYC,791409,IMPORT,4315162042.95,20890840.75,ES,OCEAN,0,218.1,29.75,15.581,18.722,0,83.4,94.37,1.3393,0,0,REL0001668
2156-01,LGB,567723,IMPORT,1995741778.04,33236356.68,MX,AIR,1,174.37,182.84,19.844,17.711,0,92.87,75.76,0.9692,0,0,REL0001669
2156-02,NOR,409486,EXPORT,1922565142.6,26320409.78,IT,TRUCK,1,99.63,2.44,33.868,33.087,0,34.61,91.03,1.01,0,0,REL0001670
2156-03,NYC,526092,IMPORT,1768575436.79,799705.85,NL,RAIL,1,138.44,162.92,19.789,36.324,0,4.82,94.88,0.9563,0,0,REL0001671
2156-04,CHI,667356,IMPORT,7619443629.38,37895299.73,GB,AIR,0,97.85,232.74,19.731,41.781,0,27.04,17.09,1.0975,0,0,REL0001672
2156-05,OAK,376122,IMPORT,474170012.95,62945535.81,MX,AIR,0,166.05,180.16,22.639,42.955,0,58.94,53.07,1.3314,0,0,REL0001673
2156-06,SAV,917311,EXPORT,1580280560.16,19759239.34,CA,AIR,1,103.52,149.83,3.122,5.228,0,1.85,12.34,0.8883,0,0,REL0001674
2156-07,NOR,245902,IMPORT,3995976532.54,67370608.46,MX,AIR,1,70.56,162.99,19.819,34.849,0,26.11,66.51,1.033,0,0,REL0001675
2156-08,HOU,153527,REEXPORT,5826230679.65,17758521.9,GB,OCEAN,0,207.21,80.15,29.415,9.381,0,12.13,6.76,0.6445,1,0,REL0001676
2156-09,LAX,308908,IMPORT,7475828185.11,55276543.31,MX,TRUCK,0,166.87,211.43,32.289,12.273,0,48.05,3.87,0.5914,0,0,REL0001677
2156-10,SAV,525424,IMPORT,6849775729.88,48401919.28,MY,AIR,1,63.64,217.38,7.288,32.062,0,72.83,10.01,1.068,0,0,REL0001678
2156-11,HOU,924990,IMPORT,5299343369.3,60055395.99,IN,AIR,0,89.81,205.69,28.582,31.557,0,34.67,47.59,0.9791,0,0,REL0001679
2156-12,NYC,802134,IMPORT,2229681025.81,42711736.26,DE,OCEAN,0,89.82,49.68,2.325,13.462,0,44.62,52.16,1.482,0,0,REL0001680
