energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2044-09-20,UTIL001656,EV_TOU,RES,63.75,28.282,2.951,1.001,28.63,187.79,278.15,16.83,3.69,22.39,76452,16.71,12.16,1,0,DOCKET0001656
2044-09-27,UTIL001657,R_TOU,RES,65.24,34.35,40.404,5.885,100.74,393.9,517.34,23.21,9.42,13.56,373875,16.4,14.812,1,0,DOCKET0001657
2044-10-04,UTIL001658,EV_TOU,RES,40.82,11.968,18.759,6.838,57.34,50.44,62.67,24.48,1.69,20.9,227295,19.3,22.213,1,0,DOCKET0001658
2044-10-11,UTIL001659,R_STD,COM,10.77,17.207,30.291,3.264,29.04,104.22,211.19,24.66,11.76,4.84,61884,14.39,25.485,1,0,DOCKET0001659
2044-10-18,UTIL001660,R_LI,RES,31.72,36.851,4.24,11.529,77.37,67.39,86.58,3.15,5.33,24.75,459426,12.22,6.548,1,0,DOCKET0001660
2044-10-25,UTIL001661,C_GEN,IND,74.35,7.649,33.571,-2.225,77.41,351.97,429.66,25.25,11.66,18.25,719469,2.66,1.409,0,0,DOCKET0001661
2044-11-01,UTIL001662,C_GEN,RES,61.24,28.168,33.499,1.751,117.06,71.58,111.38,12.87,11.52,14.35,641626,3.04,6.772,1,1,DOCKET0001662
2044-11-08,UTIL001663,C_DEM,IND,66.67,6.217,15.454,-0.157,-15.6,321.89,433.98,4.83,0.44,4.26,586406,74.49,13.677,0,0,DOCKET0001663
2044-11-15,UTIL001664,C_DEM,COM,2.54,15.812,28.607,0.225,100.44,135.06,244.37,5.12,0.4,13.1,73120,17.98,10.057,1,1,DOCKET0001664
2044-11-22,UTIL001665,I_LARGE,RES,52.98,7.034,29.946,2.694,113.07,289.39,427.56,26.9,9.88,16.46,442981,35.94,17.274,1,0,DOCKET0001665
2044-11-29,UTIL001666,C_GEN,OTHER,29.17,24.005,41.701,-0.68,7.31,72.93,117.17,25.53,0.4,12.15,143878,43.98,3.195,0,0,DOCKET0001666
2044-12-06,UTIL001667,EV_TOU,RES,14.79,32.437,19.272,-1.834,98.29,198.11,457.52,15.0,3.63,18.59,795886,5.51,3.705,0,0,DOCKET0001667
2044-12-13,UTIL001668,C_DEM,RES,21.82,36.741,40.409,2.236,20.74,73.67,123.08,21.92,8.17,20.22,269335,21.06,2.17,1,0,DOCKET0001668
2044-12-20,UTIL001669,R_LI,COM,21.22,20.138,4.374,8.345,60.01,305.56,513.32,9.74,3.0,12.85,467482,7.86,22.25,0,1,DOCKET0001669
2044-12-27,UTIL001670,SOLAR_RIDER,COM,78.47,28.653,42.638,5.01,100.89,326.63,843.75,0.58,9.81,12.8,74565,18.74,10.555,0,0,DOCKET0001670
2045-01-03,UTIL001671,C_GEN,RES,64.13,35.074,0.261,5.375,9.95,307.99,448.97,6.53,6.15,14.6,218525,31.15,6.917,1,0,DOCKET0001671
2045-01-10,UTIL001672,C_DEM,RES,76.22,10.818,6.124,-0.366,84.19,189.15,250.52,6.22,1.18,2.71,369409,12.23,18.082,1,1,DOCKET0001672
2045-01-17,UTIL001673,R_TOU,COM,4.99,7.741,38.158,4.898,49.96,70.52,161.91,21.45,8.45,22.79,246540,24.09,6.371,0,0,DOCKET0001673
2045-01-24,UTIL001674,C_GEN,RES,80.33,8.2,15.188,3.311,108.22,366.82,850.17,13.29,8.91,7.69,313955,22.84,12.418,1,0,DOCKET0001674
2045-01-31,UTIL001675,I_LARGE,RES,47.29,26.49,2.072,3.659,93.9,242.33,348.75,11.33,9.56,21.73,454122,55.73,25.767,1,1,DOCKET0001675
2045-02-07,UTIL001676,SOLAR_RIDER,RES,22.33,21.744,1.237,8.034,-4.56,131.22,253.69,16.87,8.12,7.99,570957,16.56,2.356,0,0,DOCKET0001676
2045-02-14,UTIL001677,C_DEM,RES,41.44,8.464,13.375,7.596,37.46,217.54,371.47,23.72,11.39,2.08,99419,43.92,2.863,0,0,DOCKET0001677
2045-02-21,UTIL001678,SOLAR_RIDER,RES,18.44,19.269,15.753,6.281,6.34,330.51,646.03,10.85,11.76,21.39,69854,8.43,21.968,0,0,DOCKET0001678
2045-02-28,UTIL001679,I_LARGE,COM,40.75,13.488,21.109,-3.142,104.81,65.6,123.14,1.49,4.64,6.29,42075,67.26,15.82,0,1,DOCKET0001679
2045-03-07,UTIL001680,C_GEN,COM,72.36,31.33,22.838,1.994,117.27,130.6,192.73,18.07,1.86,1.09,544124,8.75,5.445,0,1,DOCKET0001680
2045-03-14,UTIL001681,R_STD,RES,44.39,29.301,22.733,7.523,97.4,246.07,555.27,4.01,8.27,0.59,600032,20.46,3.681,0,0,DOCKET0001681
2045-03-21,UTIL001682,EV_TOU,RES,38.44,18.466,15.653,5.492,109.82,57.21,89.46,18.87,3.96,14.77,766319,46.1,16.561,0,0,DOCKET0001682
2045-03-28,UTIL001683,SOLAR_RIDER,RES,50.93,18.722,44.008,10.985,-15.58,246.77,573.16,13.94,8.91,18.11,117415,48.51,14.302,0,0,DOCKET0001683
2045-04-04,UTIL001684,EV_TOU,IND,64.99,23.234,29.983,8.987,59.39,283.1,641.38,15.02,3.14,17.99,162721,11.72,14.745,0,0,DOCKET0001684
2045-04-11,UTIL001685,EV_TOU,COM,36.76,27.187,32.353,-2.058,-1.53,284.04,697.96,20.1,10.07,13.58,837355,24.19,15.413,1,0,DOCKET0001685
2045-04-18,UTIL001686,R_TOU,RES,48.48,19.973,34.255,6.652,5.6,370.9,842.82,25.77,2.71,23.33,840649,62.46,6.401,1,0,DOCKET0001686
2045-04-25,UTIL001687,R_LI,RES,71.18,36.15,3.995,3.486,-6.25,147.24,315.96,16.15,7.24,1.41,776879,49.56,23.576,1,0,DOCKET0001687
2045-05-02,UTIL001688,I_LARGE,RES,51.85,23.945,30.841,-2.726,70.65,97.3,200.76,17.82,4.73,17.42,312833,21.23,3.07,0,0,DOCKET0001688
2045-05-09,UTIL001689,EV_TOU,IND,9.87,8.709,40.393,-2.035,10.29,408.6,821.71,6.81,11.26,2.06,397958,45.43,26.698,0,0,DOCKET0001689
2045-05-16,UTIL001690,SOLAR_RIDER,RES,60.83,6.101,25.267,-2.571,6.31,274.52,411.85,14.46,9.79,11.92,335331,48.7,1.274,0,0,DOCKET0001690
2045-05-23,UTIL001691,I_LARGE,COM,16.36,32.637,1.272,5.595,38.35,113.76,217.52,10.17,0.81,14.69,630693,52.83,19.848,1,0,DOCKET0001691
2045-05-30,UTIL001692,C_DEM,RES,75.65,12.706,2.254,-0.978,99.92,353.74,706.69,23.42,1.84,10.04,576533,28.03,6.5,1,1,DOCKET0001692
2045-06-06,UTIL001693,I_LARGE,COM,56.75,23.955,37.525,8.251,23.73,154.27,226.68,15.92,8.04,3.39,194507,10.62,25.94,1,0,DOCKET0001693
2045-06-13,UTIL001694,C_GEN,RES,40.22,31.747,36.496,10.716,22.11,251.77,433.46,0.28,9.22,16.05,625353,15.43,15.408,1,0,DOCKET0001694
2045-06-20,UTIL001695,C_DEM,RES,6.46,29.149,23.534,3.152,31.84,265.48,547.26,8.77,4.61,7.82,34318,70.86,11.201,1,1,DOCKET0001695
2045-06-27,UTIL001696,SOLAR_RIDER,COM,53.01,19.021,33.313,3.466,0.6,226.26,330.78,8.54,1.97,3.91,596818,70.61,10.877,1,0,DOCKET0001696
2045-07-04,UTIL001697,I_LARGE,RES,68.88,8.459,8.212,6.52,102.2,140.05,261.16,12.13,9.74,17.88,398410,31.1,25.458,0,1,DOCKET0001697
2045-07-11,UTIL001698,C_GEN,RES,14.91,27.433,40.698,0.892,-1.88,400.69,884.57,15.54,11.49,8.79,371177,15.65,14.775,1,0,DOCKET0001698
2045-07-18,UTIL001699,EV_TOU,IND,69.81,36.908,9.983,3.565,110.84,112.69,253.44,6.96,7.23,1.03,146021,31.24,12.696,0,0,DOCKET0001699
2045-07-25,UTIL001700,C_GEN,RES,9.84,21.696,40.18,8.099,105.62,405.03,707.34,10.73,10.83,5.15,769291,71.52,26.229,0,0,DOCKET0001700
2045-08-01,UTIL001701,R_LI,RES,46.3,8.46,34.422,7.343,12.18,410.5,511.63,19.53,5.26,18.39,334159,71.26,21.49,1,1,DOCKET0001701
2045-08-08,UTIL001702,C_GEN,COM,49.13,8.043,4.722,-1.645,18.35,384.54,716.7,25.9,2.38,16.69,107573,60.54,17.986,1,0,DOCKET0001702
2045-08-15,UTIL001703,C_DEM,COM,56.71,22.119,27.917,3.712,-18.47,288.3,550.42,14.15,2.43,16.97,137685,16.21,27.711,0,0,DOCKET0001703
2045-08-22,UTIL001704,R_STD,COM,43.83,11.703,21.188,11.436,15.92,267.07,475.09,16.86,1.3,11.66,359072,22.15,29.35,1,0,DOCKET0001704
2045-08-29,UTIL001705,SOLAR_RIDER,RES,19.51,16.617,1.549,2.028,-12.32,341.02,617.58,11.6,10.99,0.11,312381,13.21,17.214,0,1,DOCKET0001705
2045-09-05,UTIL001706,SOLAR_RIDER,COM,15.75,31.049,2.714,-2.046,2.19,396.33,520.63,6.85,4.11,23.42,772642,4.85,9.225,0,1,DOCKET0001706
2045-09-12,UTIL001707,R_STD,IND,18.05,17.54,39.987,3.072,86.66,125.32,255.21,23.79,2.64,7.19,544904,67.48,13.749,0,1,DOCKET0001707
2045-09-19,UTIL001708,SOLAR_RIDER,COM,2.94,23.57,5.57,9.08,77.18,28.01,42.79,25.2,10.14,6.11,792138,72.78,25.765,1,0,DOCKET0001708
2045-09-26,UTIL001709,I_LARGE,RES,22.41,21.458,4.27,10.602,48.66,332.65,588.08,9.17,1.55,12.92,36027,66.83,25.178,0,0,DOCKET0001709
2045-10-03,UTIL001710,R_STD,RES,78.58,36.863,29.096,-0.772,31.62,293.07,577.25,14.98,9.67,8.65,785378,7.9,17.099,1,1,DOCKET0001710
2045-10-10,UTIL001711,C_DEM,COM,70.13,22.317,19.518,-3.457,84.6,47.65,62.53,13.63,4.44,16.49,532365,70.72,6.191,0,0,DOCKET0001711
2045-10-17,UTIL001712,R_LI,COM,30.09,7.808,13.606,2.112,116.65,91.89,194.1,11.07,2.98,18.66,746604,21.16,15.652,0,0,DOCKET0001712
2045-10-24,UTIL001713,R_TOU,COM,32.39,14.519,20.664,-4.629,116.19,293.97,499.51,11.53,4.84,12.17,504687,25.09,10.126,0,0,DOCKET0001713
2045-10-31,UTIL001714,C_GEN,RES,66.47,35.595,8.144,7.849,-0.0,378.66,748.64,26.86,1.26,3.23,303118,37.95,28.924,0,1,DOCKET0001714
2045-11-07,UTIL001715,R_TOU,RES,17.19,13.737,21.67,4.169,-19.51,139.2,317.3,24.89,3.02,18.43,451776,70.52,25.263,0,0,DOCKET0001715
2045-11-14,UTIL001716,C_DEM,RES,83.23,26.675,6.786,9.833,61.27,371.34,644.72,1.42,1.99,24.54,320609,13.34,28.604,0,0,DOCKET0001716
2045-11-21,UTIL001717,R_TOU,COM,11.53,32.539,13.918,3.667,-22.53,211.49,423.47,0.34,3.29,18.8,293978,67.27,9.397,1,0,DOCKET0001717
2045-11-28,UTIL001718,C_DEM,RES,84.06,17.081,39.76,6.698,64.4,395.89,942.8,10.35,1.31,15.24,84537,38.25,11.516,0,1,DOCKET0001718
2045-12-05,UTIL001719,C_DEM,RES,22.71,19.977,37.936,11.138,-24.56,114.03,203.08,16.71,2.04,13.83,288085,13.84,25.38,0,1,DOCKET0001719
2045-12-12,UTIL001720,R_TOU,IND,32.33,29.296,33.986,5.321,-22.47,49.63,118.01,9.85,11.24,22.42,622543,52.0,8.593,0,1,DOCKET0001720
2045-12-19,UTIL001721,C_DEM,IND,63.15,19.42,34.258,10.793,65.91,417.49,751.67,24.75,1.96,0.02,213311,10.53,26.164,0,0,DOCKET0001721
2045-12-26,UTIL001722,I_LARGE,IND,59.02,29.336,41.277,10.767,57.02,372.9,581.08,15.57,1.74,9.43,615926,62.17,25.289,0,1,DOCKET0001722
2046-01-02,UTIL001723,C_GEN,RES,65.38,24.551,15.388,6.129,-22.54,322.1,443.84,4.91,7.6,2.24,788556,53.7,11.194,0,1,DOCKET0001723
2046-01-09,UTIL001724,R_STD,RES,58.24,25.07,18.629,4.154,-24.27,110.7,249.54,13.82,3.09,18.7,702950,58.84,27.698,0,1,DOCKET0001724
2046-01-16,UTIL001725,R_STD,RES,24.46,37.414,28.293,-3.144,100.39,118.12,181.03,17.37,7.18,24.68,490819,3.77,9.831,1,0,DOCKET0001725
2046-01-23,UTIL001726,C_DEM,COM,37.23,30.178,30.646,-4.982,72.85,261.84,348.56,24.13,9.75,9.97,744646,50.44,28.412,0,1,DOCKET0001726
2046-01-30,UTIL001727,R_TOU,RES,1.1,13.72,10.412,-0.896,87.62,130.76,227.29,12.02,10.9,14.24,454615,46.44,21.946,0,0,DOCKET0001727
2046-02-06,UTIL001728,C_DEM,GOV,53.88,35.071,33.432,8.459,118.63,174.82,449.01,27.63,1.64,23.96,96258,30.33,24.14,0,1,DOCKET0001728
2046-02-13,UTIL001729,I_LARGE,IND,53.24,16.99,10.8,9.048,112.07,105.9,245.28,17.8,2.59,10.63,557503,70.88,29.543,1,0,DOCKET0001729
2046-02-20,UTIL001730,C_GEN,RES,14.01,29.275,9.39,-1.877,115.48,201.48,428.06,12.68,11.28,6.11,12540,2.15,28.403,0,0,DOCKET0001730
2046-02-27,UTIL001731,EV_TOU,IND,29.07,20.749,1.873,2.432,58.33,100.65,197.83,2.18,11.1,0.67,807762,36.71,17.724,0,0,DOCKET0001731
2046-03-06,UTIL001732,C_GEN,COM,19.25,17.677,2.704,11.864,42.06,255.69,405.94,20.94,9.11,0.31,337963,54.41,7.436,0,0,DOCKET0001732
2046-03-13,UTIL001733,C_DEM,COM,53.09,13.865,35.617,10.995,14.94,30.14,49.75,3.77,4.54,16.48,411026,11.46,28.267,0,0,DOCKET0001733
2046-03-20,UTIL001734,R_STD,COM,73.25,34.01,2.467,-3.602,51.56,261.24,634.18,23.39,5.98,18.73,3504,36.35,8.434,0,0,DOCKET0001734
2046-03-27,UTIL001735,SOLAR_RIDER,RES,38.61,34.329,40.455,9.63,84.36,60.83,78.28,17.56,7.62,6.59,727370,42.58,6.641,1,0,DOCKET0001735
2046-04-03,UTIL001736,EV_TOU,RES,21.81,31.406,8.814,-3.807,103.41,176.74,415.29,7.73,0.06,4.79,56236,15.15,8.445,1,0,DOCKET0001736
2046-04-10,UTIL001737,EV_TOU,RES,9.38,12.297,25.921,-4.266,-6.59,229.04,278.38,24.93,9.24,2.83,432055,55.1,23.296,0,1,DOCKET0001737
2046-04-17,UTIL001738,R_STD,IND,49.82,14.387,26.142,-2.696,44.49,337.24,540.31,26.2,8.82,6.17,205246,5.69,29.899,1,0,DOCKET0001738
2046-04-24,UTIL001739,EV_TOU,RES,58.6,18.248,0.639,9.994,56.51,269.8,597.81,11.36,5.76,10.56,165895,56.6,25.803,0,1,DOCKET0001739
2046-05-01,UTIL001740,R_LI,COM,73.72,11.566,7.239,0.195,81.03,299.23,660.08,19.65,4.12,24.77,555381,67.02,17.2,0,1,DOCKET0001740
2046-05-08,UTIL001741,R_LI,IND,75.51,20.685,26.546,5.33,13.55,40.79,56.16,20.58,4.68,16.3,716432,34.2,3.975,0,1,DOCKET0001741
2046-05-15,UTIL001742,R_STD,RES,38.93,14.949,44.661,5.83,94.19,256.29,465.12,23.96,10.33,14.54,468539,67.27,4.822,0,0,DOCKET0001742
2046-05-22,UTIL001743,EV_TOU,RES,37.74,22.914,34.736,-1.842,42.54,368.42,480.35,2.32,0.18,6.42,327186,44.15,21.415,1,0,DOCKET0001743
2046-05-29,UTIL001744,SOLAR_RIDER,RES,0.87,29.159,7.335,3.351,39.73,115.61,211.78,6.96,9.14,6.87,548229,20.07,18.907,0,1,DOCKET0001744
2046-06-05,UTIL001745,SOLAR_RIDER,IND,9.35,13.169,18.317,5.908,115.22,261.77,419.23,19.78,1.63,6.69,354907,2.25,9.157,1,0,DOCKET0001745
2046-06-12,UTIL001746,SOLAR_RIDER,RES,40.04,7.136,11.398,5.838,2.8,49.1,68.62,8.3,7.35,23.12,168636,35.07,27.352,0,1,DOCKET0001746
2046-06-19,UTIL001747,R_STD,RES,53.64,16.251,39.031,2.425,65.38,62.25,108.15,11.79,3.98,16.68,23399,6.93,28.366,0,0,DOCKET0001747
2046-06-26,UTIL001748,R_TOU,RES,24.16,11.906,38.115,-4.874,101.44,165.27,429.12,14.62,5.17,18.83,36691,58.72,5.163,0,0,DOCKET0001748
2046-07-03,UTIL001749,R_TOU,COM,25.38,27.981,37.225,-0.771,8.58,47.39,92.75,8.12,5.48,22.2,22102,72.4,11.594,0,0,DOCKET0001749
2046-07-10,UTIL001750,R_LI,RES,73.26,35.352,2.529,4.551,83.6,246.94,447.23,24.93,3.93,19.54,172509,27.52,12.834,0,0,DOCKET0001750
2046-07-17,UTIL001751,R_LI,RES,75.58,8.106,4.807,11.629,83.09,358.09,792.2,14.04,5.55,18.01,267827,14.82,16.793,1,0,DOCKET0001751
2046-07-24,UTIL001752,R_STD,COM,40.73,27.168,9.001,1.184,62.69,331.31,424.48,16.46,0.79,3.04,377829,4.84,25.007,0,0,DOCKET0001752
2046-07-31,UTIL001753,R_LI,RES,51.45,32.552,8.605,-0.231,69.94,320.5,821.43,24.94,3.8,7.41,26361,35.11,26.915,0,0,DOCKET0001753
2046-08-07,UTIL001754,R_LI,COM,44.05,36.928,44.355,6.044,-0.95,215.85,388.34,18.55,4.98,13.3,380589,46.43,10.105,0,0,DOCKET0001754
2046-08-14,UTIL001755,C_GEN,OTHER,24.76,31.771,4.28,3.178,24.51,291.09,458.7,25.13,6.3,4.33,276449,65.87,19.41,0,1,DOCKET0001755
2046-08-21,UTIL001756,R_STD,RES,66.59,12.607,2.366,0.243,-7.17,264.23,482.86,14.68,9.14,19.82,48505,13.88,18.162,1,0,DOCKET0001756
2046-08-28,UTIL001757,EV_TOU,COM,42.63,12.399,2.3,8.245,106.82,200.96,408.44,21.29,1.44,17.9,265365,48.75,1.82,0,1,DOCKET0001757
2046-09-04,UTIL001758,C_GEN,COM,69.17,34.269,4.331,10.844,100.95,138.15,174.53,3.41,6.11,24.82,765940,41.33,20.8,0,0,DOCKET0001758
2046-09-11,UTIL001759,R_STD,IND,19.24,20.914,37.173,11.328,86.74,222.7,439.79,8.7,0.17,20.47,411713,64.02,26.95,0,1,DOCKET0001759
2046-09-18,UTIL001760,R_LI,RES,67.83,23.924,13.833,5.696,-0.89,163.72,351.93,1.42,5.64,15.27,737269,48.5,11.112,0,0,DOCKET0001760
2046-09-25,UTIL001761,SOLAR_RIDER,COM,34.31,16.285,7.156,-3.358,7.51,50.2,91.87,10.99,0.45,12.63,671070,25.96,21.892,0,0,DOCKET0001761
2046-10-02,UTIL001762,R_LI,RES,64.44,6.719,5.956,11.072,89.8,295.12,563.78,17.96,1.49,10.7,424743,74.53,25.808,1,0,DOCKET0001762
2046-10-09,UTIL001763,R_TOU,COM,0.55,21.437,32.265,9.159,-11.23,272.41,533.46,25.35,8.05,2.43,123312,38.12,8.126,1,0,DOCKET0001763
2046-10-16,UTIL001764,R_STD,COM,61.0,23.752,8.525,-4.817,117.49,303.23,523.59,7.88,9.82,11.15,822363,51.23,26.714,0,1,DOCKET0001764
2046-10-23,UTIL001765,I_LARGE,COM,11.46,19.752,33.395,8.265,85.46,69.48,89.99,22.95,7.2,10.37,499333,36.76,18.675,1,0,DOCKET0001765
2046-10-30,UTIL001766,I_LARGE,RES,71.23,20.446,43.988,-1.586,115.39,223.5,288.54,14.74,11.97,21.89,123465,64.1,13.554,0,0,DOCKET0001766
2046-11-06,UTIL001767,EV_TOU,RES,8.44,26.643,38.004,8.274,50.58,326.79,653.51,7.15,1.32,15.86,557411,47.03,28.994,1,0,DOCKET0001767
2046-11-13,UTIL001768,C_GEN,COM,40.78,30.959,34.039,11.574,88.86,397.49,878.24,24.68,3.65,3.0,573409,64.46,28.805,0,0,DOCKET0001768
2046-11-20,UTIL001769,I_LARGE,RES,38.04,37.404,9.283,6.262,-2.33,280.77,688.15,9.89,9.48,9.41,843768,52.29,8.899,0,0,DOCKET0001769
2046-11-27,UTIL001770,C_DEM,RES,61.07,31.542,34.933,3.346,12.43,132.6,229.1,20.93,7.25,21.78,162911,56.28,15.418,1,0,DOCKET0001770
2046-12-04,UTIL001771,R_LI,RES,80.21,30.604,9.447,1.373,14.73,319.03,452.77,14.69,4.53,11.26,544200,59.74,1.099,0,0,DOCKET0001771
2046-12-11,UTIL001772,C_DEM,COM,80.39,11.753,34.495,5.08,9.24,345.62,657.44,7.05,9.18,20.71,249231,35.67,4.531,0,1,DOCKET0001772
2046-12-18,UTIL001773,EV_TOU,COM,69.28,11.536,39.07,4.659,103.25,158.14,271.66,27.74,5.11,5.38,663940,65.37,27.694,0,0,DOCKET0001773
2046-12-25,UTIL001774,EV_TOU,RES,11.94,13.049,11.509,-2.917,72.68,92.11,150.72,14.7,6.31,13.3,849325,42.5,11.077,0,0,DOCKET0001774
2047-01-01,UTIL001775,R_TOU,IND,59.5,31.399,14.201,5.552,100.35,138.1,319.52,15.62,1.18,19.62,419650,49.33,0.888,0,0,DOCKET0001775
2047-01-08,UTIL001776,R_TOU,RES,2.54,29.245,2.431,10.575,67.76,280.55,614.49,8.49,1.33,6.62,841546,18.26,7.833,0,0,DOCKET0001776
2047-01-15,UTIL001777,C_DEM,IND,45.75,21.7,20.793,-0.181,-10.3,234.02,341.69,12.02,3.68,19.28,301161,71.56,22.132,0,0,DOCKET0001777
2047-01-22,UTIL001778,I_LARGE,COM,46.2,34.196,36.608,7.853,84.68,66.74,114.1,4.64,0.22,5.03,507862,18.02,3.093,0,0,DOCKET0001778
2047-01-29,UTIL001779,SOLAR_RIDER,IND,46.22,28.438,6.417,5.594,107.96,181.87,292.31,16.17,8.71,6.43,679469,50.46,17.389,0,0,DOCKET0001779
2047-02-05,UTIL001780,EV_TOU,RES,21.37,7.85,8.567,4.065,113.96,371.73,798.59,27.82,3.79,7.51,791084,48.82,3.389,1,0,DOCKET0001780
2047-02-12,UTIL001781,SOLAR_RIDER,IND,14.18,21.762,18.807,11.147,23.17,85.25,181.56,6.54,3.41,12.08,508332,4.91,15.065,0,0,DOCKET0001781
2047-02-19,UTIL001782,EV_TOU,RES,51.28,9.758,18.406,8.414,92.34,111.83,147.88,4.16,10.05,12.27,173279,3.34,17.337,1,0,DOCKET0001782
2047-02-26,UTIL001783,R_STD,RES,9.51,32.916,44.635,-1.298,-4.37,111.58,222.21,16.32,7.36,3.01,133467,41.49,0.384,0,1,DOCKET0001783
2047-03-05,UTIL001784,R_STD,RES,36.51,36.329,13.963,-1.898,105.34,65.88,162.89,12.4,1.54,7.74,46013,19.38,4.35,0,1,DOCKET0001784
2047-03-12,UTIL001785,EV_TOU,RES,53.31,17.762,7.601,9.211,32.82,366.31,918.1,2.9,7.24,11.8,838052,3.08,14.554,1,1,DOCKET0001785
2047-03-19,UTIL001786,C_GEN,COM,6.27,14.545,17.282,3.181,45.39,131.53,232.41,4.11,11.44,20.14,177490,43.62,5.923,1,1,DOCKET0001786
2047-03-26,UTIL001787,C_GEN,RES,35.7,25.144,26.865,0.997,90.15,63.45,105.66,15.93,0.58,8.9,24628,59.1,7.61,0,0,DOCKET0001787
2047-04-02,UTIL001788,R_TOU,COM,81.42,21.048,43.29,3.536,91.13,42.73,54.56,21.6,1.52,10.04,790760,43.44,14.609,0,0,DOCKET0001788
2047-04-09,UTIL001789,SOLAR_RIDER,GOV,33.11,14.391,8.729,0.248,17.86,293.18,585.81,19.93,10.39,4.93,804938,63.27,14.936,0,0,DOCKET0001789
2047-04-16,UTIL001790,R_STD,RES,40.6,7.607,14.351,3.839,101.69,26.51,56.72,15.81,11.81,2.45,204629,36.27,14.517,0,1,DOCKET0001790
2047-04-23,UTIL001791,SOLAR_RIDER,GOV,14.46,20.702,8.591,-2.158,-1.83,353.24,629.62,27.8,6.05,4.6,510970,71.73,13.465,1,0,DOCKET0001791
2047-04-30,UTIL001792,C_GEN,IND,70.0,11.094,19.631,10.607,102.39,158.74,251.66,13.15,3.05,13.95,212767,26.91,22.442,1,1,DOCKET0001792
2047-05-07,UTIL001793,C_DEM,RES,31.22,37.429,23.292,-3.508,107.6,227.7,371.88,26.87,4.47,1.42,26462,28.44,13.95,0,1,DOCKET0001793
2047-05-14,UTIL001794,EV_TOU,RES,77.62,34.95,5.421,-0.663,-17.25,28.07,57.85,14.15,7.86,1.18,297127,73.56,15.202,0,0,DOCKET0001794
2047-05-21,UTIL001795,EV_TOU,RES,82.36,29.632,11.627,10.551,114.86,314.91,414.64,1.17,3.52,22.13,540034,60.34,6.214,0,0,DOCKET0001795
2047-05-28,UTIL001796,EV_TOU,RES,26.47,15.477,37.394,8.936,115.66,219.81,317.23,15.43,6.57,20.74,115181,73.12,28.683,0,0,DOCKET0001796
2047-06-04,UTIL001797,C_GEN,RES,20.47,26.417,36.275,-2.28,31.1,416.64,882.39,15.56,6.08,24.73,561473,6.4,13.14,1,0,DOCKET0001797
2047-06-11,UTIL001798,C_DEM,RES,29.33,25.6,37.637,-0.895,16.53,396.39,547.28,13.79,7.44,13.24,273361,41.57,18.89,0,1,DOCKET0001798
2047-06-18,UTIL001799,R_STD,COM,70.39,12.48,28.477,2.701,56.58,329.36,581.3,1.63,11.66,12.21,502547,22.27,17.978,0,0,DOCKET0001799
2047-06-25,UTIL001800,EV_TOU,COM,43.56,27.999,4.092,10.658,-10.34,251.6,306.16,8.06,3.71,3.35,176151,71.78,11.255,1,0,DOCKET0001800
2047-07-02,UTIL001801,C_DEM,RES,3.77,22.396,21.25,-2.715,-20.68,167.87,289.09,1.63,3.16,22.62,623698,73.32,17.622,1,1,DOCKET0001801
2047-07-09,UTIL001802,R_STD,RES,63.43,14.803,22.944,5.801,64.15,300.42,634.34,21.42,6.48,17.76,695412,46.57,26.437,0,0,DOCKET0001802
2047-07-16,UTIL001803,EV_TOU,IND,64.03,21.284,32.541,10.893,102.88,398.15,918.27,24.77,10.9,11.6,93126,28.09,19.914,1,0,DOCKET0001803
2047-07-23,UTIL001804,SOLAR_RIDER,RES,9.42,27.015,15.834,0.847,-18.41,127.51,271.81,12.55,6.46,0.84,65526,65.75,7.619,0,1,DOCKET0001804
2047-07-30,UTIL001805,R_TOU,IND,68.34,11.709,41.206,-1.918,7.59,408.2,936.26,7.99,7.19,14.92,551830,13.81,20.421,1,0,DOCKET0001805
2047-08-06,UTIL001806,R_LI,RES,53.79,12.474,3.137,-1.221,10.34,58.33,113.43,25.39,8.85,13.82,201598,74.07,4.632,1,0,DOCKET0001806
2047-08-13,UTIL001807,R_STD,IND,41.64,30.96,3.38,3.043,35.08,57.29,134.55,18.32,0.4,3.36,302818,21.41,29.973,1,1,DOCKET0001807
2047-08-20,UTIL001808,SOLAR_RIDER,IND,49.4,25.506,17.62,5.934,78.34,82.11,177.38,22.64,6.41,21.8,761627,14.53,25.616,1,0,DOCKET0001808
2047-08-27,UTIL001809,C_GEN,IND,30.36,30.236,19.725,8.736,104.83,269.78,594.51,21.95,2.91,20.17,822633,16.28,25.987,0,1,DOCKET0001809
2047-09-03,UTIL001810,EV_TOU,RES,78.35,7.78,15.294,11.534,-15.8,235.05,284.79,8.54,4.67,17.34,374974,14.55,9.804,1,1,DOCKET0001810
