imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_usd,imm_refugee_initial_cash_assistance_usd,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2144-04,AGY0001540,4,VE,P3,0,1,1,1523.889,593.61,35,0.477,0.3985,0.6376,0.6109,1,0,0.9276,23.69,5
2144-05,AGY0001541,4,GT,FAMILY_REUNION,1,1,1,4443.96,277.06,17,0.5611,0.2917,0.216,0.1176,0,0,0.6708,3.29,18
2144-06,AGY0001542,8,ER,P3,0,1,1,430.451,781.49,90,0.3242,0.6893,0.0266,0.1072,0,1,0.0111,79.95,7
2144-07,AGY0001543,8,UA,P2,1,1,1,4671.152,908.34,83,0.7731,0.8661,0.0706,0.8496,0,0,0.2278,24.52,11
2144-08,AGY0001544,6,ET,P2,0,1,1,1576.123,735.81,63,0.1315,0.8166,0.1437,0.0758,0,0,0.1891,53.75,13
2144-09,AGY0001545,8,YE,SIV_REF,0,1,0,4134.834,2033.76,11,0.0221,0.3488,0.0026,0.6791,1,0,0.321,34.56,1
2144-10,AGY0001546,1,ER,P1,0,1,1,4472.705,1966.71,70,0.2699,0.3036,0.1952,0.6194,0,0,0.612,51.0,2
2144-11,AGY0001547,7,GT,P3,1,1,1,130.076,1363.42,49,0.3499,0.5905,0.9793,0.7154,0,0,0.9137,51.69,12
2144-12,AGY0001548,5,IQ,OTHER,0,1,1,4992.117,1607.43,61,0.4222,0.0745,0.2871,0.8923,0,0,0.3026,96.07,3
2145-01,AGY0001549,5,HN,P3,0,1,1,3096.248,111.24,35,0.3777,0.0447,0.6431,0.6944,0,0,0.2613,97.78,14
2145-02,AGY0001550,5,ER,P2,0,1,1,2980.899,1022.2,3,0.7865,0.9223,0.4818,0.1153,1,0,0.812,12.15,12
2145-03,AGY0001551,2,SY,FAMILY_REUNION,0,1,1,3364.61,898.0,76,0.5287,0.6441,0.3444,0.2465,0,0,0.9327,13.64,14
2145-04,AGY0001552,6,CM,MEDICAL,0,1,1,2493.021,822.17,11,0.423,0.7747,0.2957,0.652,1,0,0.9657,54.96,5
2145-05,AGY0001553,8,ER,FAMILY_REUNION,1,1,1,2300.512,1228.98,77,0.8592,0.0675,0.598,0.3407,0,0,0.3192,74.73,11
2145-06,AGY0001554,2,YE,P3,1,1,1,4151.183,592.12,71,0.1065,0.6312,0.0861,0.9677,0,0,0.5595,65.41,18
2145-07,AGY0001555,6,GT,P1,0,1,1,276.344,2057.28,64,0.6796,0.683,0.3248,0.7923,0,0,0.6443,37.61,15
2145-08,AGY0001556,4,ER,MEDICAL,0,1,1,3097.865,1793.88,34,0.0506,0.6957,0.0795,0.8046,0,1,0.4251,20.84,12
2145-09,AGY0001557,8,IR,SIV_REF,0,1,1,3739.396,1369.4,87,0.3918,0.7908,0.968,0.206,0,0,0.0353,82.09,9
2145-10,AGY0001558,3,SO,P1,0,1,0,2148.857,399.6,49,0.0522,0.0801,0.574,0.5992,0,0,0.8732,87.55,13
2145-11,AGY0001559,2,CD,P1,0,0,1,239.618,2270.19,84,0.4297,0.4788,0.4087,0.3478,0,1,0.5841,16.26,13
2145-12,AGY0001560,3,MM,FAMILY_REUNION,0,0,1,2597.429,2102.67,33,0.6096,0.6735,0.5565,0.2495,0,1,0.7682,23.95,7
2146-01,AGY0001561,3,HT,P1,0,1,0,4126.13,2110.6,60,0.2133,0.2869,0.7043,0.9993,1,0,0.5985,83.25,0
2146-02,AGY0001562,7,VE,P1,1,0,1,1304.831,2404.04,43,0.702,0.4619,0.2686,0.5779,0,0,0.4724,1.55,19
2146-03,AGY0001563,8,IR,USRAP_SPECIAL,0,1,1,3859.122,2082.56,41,0.5264,0.9948,0.6482,0.5271,0,0,0.5734,42.06,19
2146-04,AGY0001564,5,AF,USRAP_SPECIAL,0,1,1,49.743,261.78,13,0.17,0.0907,0.0887,0.516,0,1,0.4712,74.49,10
2146-05,AGY0001565,7,UA,P2,0,1,1,4286.794,1925.88,68,0.1582,0.0364,0.7999,0.139,0,0,0.0814,79.12,9
2146-06,AGY0001566,6,BY,P3,1,0,1,5331.975,1504.54,78,0.5406,0.6251,0.3762,0.2914,0,0,0.275,20.32,16
2146-07,AGY0001567,3,SO,P1,1,1,1,5482.586,346.88,22,0.9185,0.8722,0.6843,0.3142,0,0,0.1564,84.27,14
2146-08,AGY0001568,5,CD,USRAP_SPECIAL,0,1,1,2962.197,2294.59,6,0.5175,0.8261,0.8726,0.4066,0,1,0.6199,91.87,10
2146-09,AGY0001569,3,SO,OTHER,0,1,1,441.448,1075.93,23,0.0225,0.6648,0.0306,0.5454,1,0,0.2835,72.25,2
2146-10,AGY0001570,4,GT,P1,0,1,1,586.269,1435.19,46,0.0757,0.1708,0.9138,0.2676,0,0,0.549,11.45,6
2146-11,AGY0001571,8,MM,FAMILY_REUNION,0,1,1,1591.1,355.92,18,0.5826,0.828,0.0438,0.6002,0,0,0.3665,8.93,1
2146-12,AGY0001572,4,MM,FAMILY_REUNION,0,1,0,3937.481,389.03,32,0.9597,0.3366,0.8319,0.2303,0,0,0.2879,14.65,4
2147-01,AGY0001573,6,SO,P3,0,1,1,5826.812,1548.44,33,0.4504,0.2765,0.1915,0.0316,1,1,0.8271,77.61,8
2147-02,AGY0001574,6,HT,P2,1,1,1,1697.903,7.35,5,0.6291,0.4947,0.9404,0.3215,0,1,0.4071,70.59,8
2147-03,AGY0001575,5,BY,USRAP_SPECIAL,0,1,1,5428.084,277.48,44,0.1791,0.3228,0.1355,0.654,1,0,0.0639,63.48,3
2147-04,AGY0001576,7,HN,P2,0,1,1,4820.325,1446.97,73,0.6365,0.4105,0.4681,0.5141,0,0,0.324,85.67,4
2147-05,AGY0001577,3,IQ,P3,1,1,1,6.856,1318.92,85,0.6567,0.3351,0.971,0.2882,0,0,0.2308,97.53,11
2147-06,AGY0001578,3,AF,USRAP_SPECIAL,1,1,1,56.097,1146.18,86,0.4957,0.7805,0.4066,0.6667,1,0,0.1332,45.12,15
2147-07,AGY0001579,7,UA,USRAP_SPECIAL,0,1,1,4581.858,886.45,13,0.9151,0.142,0.612,0.3727,0,0,0.5965,25.68,7
2147-08,AGY0001580,4,VE,P1,0,1,1,4853.709,1631.55,57,0.4695,0.6538,0.4156,0.2594,0,0,0.9961,85.32,5
2147-09,AGY0001581,3,AF,MEDICAL,0,1,1,460.61,2383.89,27,0.9845,0.411,0.7134,0.6392,0,0,0.9257,15.98,15
2147-10,AGY0001582,4,MM,USRAP_SPECIAL,0,1,1,786.541,2140.72,63,0.8983,0.0038,0.5635,0.5206,1,0,0.383,80.17,20
2147-11,AGY0001583,4,GT,OTHER,0,1,1,3338.102,104.88,10,0.7858,0.478,0.6272,0.5517,0,0,0.4434,72.97,17
2147-12,AGY0001584,3,HN,FAMILY_REUNION,0,1,1,3398.143,1256.29,52,0.7932,0.6905,0.5981,0.3071,0,1,0.875,20.71,3
2148-01,AGY0001585,4,SY,P1,0,1,1,4079.894,1773.62,38,0.5594,0.5927,0.2025,0.4672,1,0,0.7645,62.32,4
2148-02,AGY0001586,2,VE,P2,1,1,1,2857.825,389.09,5,0.1824,0.5119,0.7377,0.862,0,0,0.8508,12.48,7
2148-03,AGY0001587,2,SV,USRAP_SPECIAL,0,1,0,2879.226,577.53,1,0.1671,0.1976,0.7654,0.744,0,1,0.8155,76.51,16
2148-04,AGY0001588,2,HT,P1,0,1,1,1849.457,1113.21,41,0.6795,0.4266,0.4823,0.7732,1,0,0.4978,41.45,12
2148-05,AGY0001589,1,SD,P3,0,1,0,3841.168,761.8,27,0.6007,0.0404,0.3831,0.8758,1,0,0.2366,82.15,19
2148-06,AGY0001590,2,CM,OTHER,0,1,1,5241.809,337.27,11,0.7158,0.639,0.3924,0.9159,0,1,0.1289,30.83,4
2148-07,AGY0001591,8,SO,P2,0,0,1,204.18,2435.88,22,0.2399,0.43,0.2571,0.8269,0,0,0.1611,63.5,3
2148-08,AGY0001592,5,MM,P1,0,1,1,4028.301,892.96,21,0.9838,0.3022,0.5946,0.7193,0,0,0.1875,13.84,19
2148-09,AGY0001593,1,IR,P1,0,0,1,5721.922,228.8,42,0.9892,0.4524,0.8077,0.7145,0,0,0.3375,77.92,17
2148-10,AGY0001594,3,IQ,FAMILY_REUNION,1,1,1,5928.573,761.0,27,0.202,0.437,0.8885,0.2227,0,0,0.2727,69.12,14
2148-11,AGY0001595,2,CM,P1,0,0,1,3879.354,2217.39,64,0.623,0.9828,0.8679,0.7058,0,0,0.1461,14.37,7
2148-12,AGY0001596,4,MM,USRAP_SPECIAL,0,1,1,5581.535,1103.51,80,0.1654,0.8893,0.3146,0.9866,0,0,0.0861,14.94,15
2149-01,AGY0001597,1,GT,USRAP_SPECIAL,0,1,1,3866.916,2323.49,58,0.6156,0.9395,0.7822,0.8018,0,0,0.6881,98.68,17
2149-02,AGY0001598,5,VE,USRAP_SPECIAL,0,0,0,148.357,649.76,76,0.4894,0.3392,0.4765,0.0109,0,0,0.7722,94.35,7
2149-03,AGY0001599,7,SV,P1,0,1,1,4663.048,2099.29,13,0.0299,0.5342,0.9447,0.5356,0,0,0.0992,40.78,15
2149-04,AGY0001600,6,CD,P1,0,1,1,195.129,1940.51,74,0.2003,0.7946,0.0136,0.9028,0,0,0.8633,75.01,1
2149-05,AGY0001601,6,IQ,USRAP_SPECIAL,0,1,1,4115.36,1925.64,29,0.978,0.5346,0.6445,0.9719,0,0,0.5654,58.11,16
2149-06,AGY0001602,6,VE,P3,0,1,1,2100.761,1161.18,24,0.4145,0.8431,0.7875,0.071,1,0,0.206,5.84,20
2149-07,AGY0001603,8,YE,USRAP_SPECIAL,0,1,0,5713.302,1782.96,44,0.454,0.0036,0.915,0.2251,0,1,0.3263,0.57,5
2149-08,AGY0001604,5,IQ,P2,0,1,1,5905.333,1561.28,30,0.544,0.5016,0.2186,0.4866,0,0,0.6115,77.38,18
2149-09,AGY0001605,1,UA,SIV_REF,0,1,1,1211.384,85.85,89,0.2176,0.5508,0.4356,0.6499,1,1,0.2003,59.92,10
2149-10,AGY0001606,1,SV,USRAP_SPECIAL,0,1,1,3188.355,2486.18,34,0.8704,0.817,0.2297,0.1834,0,0,0.1621,94.55,9
2149-11,AGY0001607,4,CD,P2,0,1,1,3787.386,228.88,32,0.9134,0.3366,0.2227,0.4478,0,0,0.4723,16.89,3
2149-12,AGY0001608,8,AF,MEDICAL,0,1,1,1863.037,1065.04,43,0.0136,0.5101,0.5154,0.6205,0,1,0.7319,57.55,20
2150-01,AGY0001609,2,VE,P1,0,1,1,3976.298,2054.91,87,0.9792,0.5703,0.4038,0.5576,0,0,0.9828,23.93,19
2150-02,AGY0001610,8,YE,P1,0,1,1,4761.009,187.96,61,0.0597,0.8202,0.3109,0.7204,0,0,0.0241,5.53,20
2150-03,AGY0001611,8,UA,P2,0,1,1,878.93,1709.43,7,0.2482,0.2862,0.1118,0.7323,0,0,0.0361,91.73,0
2150-04,AGY0001612,2,VE,SIV_REF,0,1,1,647.151,1997.1,75,0.8433,0.5947,0.6093,0.4786,0,0,0.49,48.23,1
2150-05,AGY0001613,8,CM,OTHER,0,1,1,3898.852,1654.28,67,0.1683,0.9667,0.9407,0.6434,0,0,0.9301,93.83,14
2150-06,AGY0001614,2,IQ,P2,0,1,1,3992.503,1812.23,83,0.7015,0.9565,0.3571,0.4029,0,0,0.7814,55.44,5
2150-07,AGY0001615,5,SD,P1,0,1,1,5069.184,305.16,61,0.6945,0.7878,0.7066,0.1424,0,0,0.3705,60.37,7
2150-08,AGY0001616,8,GT,FAMILY_REUNION,0,1,0,4001.975,2305.76,42,0.7991,0.8223,0.9784,0.7204,0,0,0.5249,69.59,9
2150-09,AGY0001617,7,UA,P1,0,1,1,5622.926,220.35,35,0.8408,0.097,0.9213,0.8492,1,0,0.2945,83.57,1
2150-10,AGY0001618,3,SD,P1,0,1,1,5370.497,1045.31,18,0.3697,0.058,0.3149,0.7738,1,0,0.8373,39.74,5
2150-11,AGY0001619,2,ER,FAMILY_REUNION,1,1,1,4601.808,1509.57,28,0.3376,0.9433,0.7935,0.1318,0,0,0.2213,69.36,20
2150-12,AGY0001620,4,AF,P2,0,1,1,3831.989,508.55,80,0.9957,0.0379,0.9433,0.8371,0,0,0.4639,69.73,2
2151-01,AGY0001621,3,CM,P1,0,1,1,3411.71,741.63,85,0.9293,0.8527,0.6166,0.2547,1,0,0.3147,48.01,9
2151-02,AGY0001622,3,SO,MEDICAL,0,1,1,808.121,1786.6,65,0.788,0.4327,0.2977,0.574,0,1,0.154,57.05,2
2151-03,AGY0001623,4,SS,P3,0,1,1,2409.612,1121.6,19,0.8655,0.7732,0.6117,0.9295,0,0,0.8893,57.71,11
2151-04,AGY0001624,8,MM,SIV_REF,0,1,1,3703.893,728.81,48,0.14,0.846,0.0461,0.1801,0,1,0.8701,41.51,14
2151-05,AGY0001625,2,BY,P2,0,1,1,3581.464,2074.3,61,0.9956,0.9922,0.1459,0.7306,1,1,0.7965,30.16,8
2151-06,AGY0001626,6,SV,P2,0,1,1,4410.875,1182.19,69,0.1958,0.931,0.9035,0.2495,1,1,0.5941,42.01,0
2151-07,AGY0001627,2,SY,P2,1,1,1,1379.606,494.08,63,0.8806,0.0525,0.0089,0.8323,0,0,0.7489,50.83,4
2151-08,AGY0001628,8,SV,SIV_REF,0,1,1,3985.407,673.27,28,0.7165,0.4837,0.4534,0.2409,0,0,0.3552,12.09,6
2151-09,AGY0001629,5,SS,FAMILY_REUNION,0,1,1,5932.538,2442.97,51,0.4385,0.6631,0.0507,0.9312,0,0,0.663,33.6,9
2151-10,AGY0001630,5,IQ,FAMILY_REUNION,1,1,1,3428.289,2438.08,63,0.8589,0.4186,0.8667,0.6963,0,1,0.6654,9.39,17
2151-11,AGY0001631,5,IR,FAMILY_REUNION,0,1,1,609.35,500.4,9,0.2778,0.9614,0.6395,0.351,1,0,0.2607,62.91,10
2151-12,AGY0001632,4,SD,P2,0,1,0,1265.051,5.49,37,0.903,0.9987,0.0446,0.8579,0,1,0.3612,85.03,0
2152-01,AGY0001633,4,CM,P3,0,1,1,2543.092,458.11,24,0.935,0.312,0.0631,0.9188,1,0,0.0344,41.7,3
2152-02,AGY0001634,2,CD,P3,0,1,1,1850.853,165.58,1,0.4747,0.1814,0.3596,0.9406,0,0,0.3439,13.92,7
2152-03,AGY0001635,4,VE,P1,0,1,1,4972.394,495.56,19,0.6643,0.8817,0.7184,0.3464,0,0,0.7214,29.86,14
2152-04,AGY0001636,4,HN,P1,0,1,1,4347.335,2427.7,37,0.651,0.0902,0.4931,0.2676,0,0,0.8559,28.08,15
2152-05,AGY0001637,3,ER,P1,0,1,1,3905.246,2114.36,15,0.4542,0.5211,0.4917,0.0935,1,0,0.6575,49.49,7
2152-06,AGY0001638,7,MM,MEDICAL,0,1,1,785.837,2069.0,15,0.4387,0.3701,0.8027,0.9284,0,0,0.8763,98.27,15
2152-07,AGY0001639,6,SY,P1,0,0,1,2795.998,358.84,7,0.3721,0.5942,0.5462,0.9226,0,0,0.6743,52.13,1
2152-08,AGY0001640,8,YE,FAMILY_REUNION,0,1,1,1373.629,1982.31,48,0.937,0.484,0.9394,0.418,1,0,0.7532,8.7,14
2152-09,AGY0001641,4,GT,USRAP_SPECIAL,0,1,0,1918.51,2066.0,64,0.2234,0.7762,0.0576,0.3147,1,1,0.3294,41.9,10
2152-10,AGY0001642,6,CD,FAMILY_REUNION,0,0,1,2595.341,824.17,28,0.2744,0.4095,0.4846,0.9027,1,0,0.5376,41.57,8
2152-11,AGY0001643,5,UA,P3,0,1,1,3696.042,236.72,87,0.3721,0.8313,0.1128,0.633,0,0,0.1195,90.99,7
2152-12,AGY0001644,3,SY,MEDICAL,0,1,1,4815.913,1739.4,73,0.735,0.5318,0.3332,0.7201,1,1,0.8787,93.09,15
2153-01,AGY0001645,2,IR,USRAP_SPECIAL,0,0,0,534.284,218.51,23,0.9985,0.1634,0.4486,0.127,0,1,0.2743,4.04,17
2153-02,AGY0001646,1,AF,MEDICAL,0,1,1,30.845,700.31,3,0.7312,0.7088,0.2522,0.9981,1,0,0.1972,13.02,20
2153-03,AGY0001647,7,IQ,P1,0,1,1,3127.826,633.27,71,0.4705,0.5724,0.8743,0.8002,0,0,0.5291,33.12,18
2153-04,AGY0001648,7,SY,P2,0,1,1,2573.077,923.78,26,0.0287,0.8306,0.7473,0.4034,0,0,0.0608,78.58,6
2153-05,AGY0001649,3,SD,P3,0,1,1,5619.378,1861.34,18,0.6514,0.7445,0.1401,0.2152,1,0,0.1368,60.34,3
2153-06,AGY0001650,5,ET,P3,0,1,1,3727.259,850.96,0,0.4031,0.635,0.1206,0.7299,1,0,0.4587,16.66,11
2153-07,AGY0001651,4,CM,P1,1,1,1,4662.15,15.52,40,0.8973,0.4209,0.9214,0.6001,0,0,0.8593,99.5,18
2153-08,AGY0001652,8,AF,P1,0,1,1,4943.091,861.11,66,0.4573,0.042,0.5561,0.7402,1,0,0.8234,74.26,19
2153-09,AGY0001653,3,HT,FAMILY_REUNION,0,1,1,3688.502,1751.2,18,0.3267,0.577,0.3464,0.5698,0,0,0.051,52.73,8
2153-10,AGY0001654,8,CD,FAMILY_REUNION,0,1,1,1248.333,70.47,74,0.7962,0.2308,0.5369,0.189,0,0,0.7133,82.62,20
2153-11,AGY0001655,4,AF,P3,0,1,1,5353.074,1706.38,74,0.4858,0.7428,0.5012,0.2714,0,0,0.631,31.31,4
2153-12,AGY0001656,4,SY,P3,1,1,1,1817.405,1275.99,64,0.4494,0.648,0.5437,0.5093,1,0,0.968,38.91,8
2154-01,AGY0001657,8,IQ,MEDICAL,0,1,1,4758.386,421.03,8,0.91,0.4266,0.3296,0.5443,0,0,0.8103,54.0,19
2154-02,AGY0001658,3,HT,P2,0,1,1,2511.307,139.7,24,0.2931,0.6867,0.5212,0.4513,0,1,0.1489,92.24,9
2154-03,AGY0001659,3,SO,USRAP_SPECIAL,0,1,1,5509.748,58.01,27,0.7785,0.4068,0.1614,0.637,1,1,0.0952,38.72,8
2154-04,AGY0001660,1,GT,P2,1,1,1,699.719,159.69,57,0.1737,0.3785,0.7699,0.3975,0,0,0.4656,9.5,19
2154-05,AGY0001661,7,VE,MEDICAL,0,1,1,5392.01,2419.21,29,0.5669,0.263,0.7967,0.1227,0,0,0.8886,52.5,19
2154-06,AGY0001662,2,MM,P3,1,0,1,919.941,150.24,66,0.2755,0.2906,0.8902,0.8731,0,1,0.4335,78.35,9
2154-07,AGY0001663,2,CD,USRAP_SPECIAL,0,1,1,4384.152,2120.79,26,0.4983,0.5217,0.6671,0.9221,0,0,0.4398,81.3,8
2154-08,AGY0001664,2,ET,SIV_REF,0,1,1,2344.253,1239.46,23,0.2979,0.3944,0.7908,0.6325,0,0,0.9974,89.86,12
2154-09,AGY0001665,8,BY,P1,0,1,1,1949.524,510.01,47,0.0582,0.1797,0.2157,0.1287,0,0,0.416,48.65,18
2154-10,AGY0001666,2,SS,P3,0,1,1,4486.145,1571.31,80,0.7978,0.6733,0.7068,0.3972,0,0,0.7744,36.64,14
2154-11,AGY0001667,3,BY,USRAP_SPECIAL,0,1,1,2768.406,920.89,44,0.0642,0.7967,0.4757,0.7697,0,0,0.601,87.4,1
2154-12,AGY0001668,5,ET,FAMILY_REUNION,1,1,1,2425.827,2174.73,5,0.9301,0.5704,0.1365,0.3043,0,1,0.5796,78.37,9
2155-01,AGY0001669,2,GT,SIV_REF,1,1,1,593.688,2409.32,12,0.7927,0.3434,0.7175,0.8571,0,0,0.1584,63.19,12
2155-02,AGY0001670,7,ER,FAMILY_REUNION,0,1,1,507.479,2034.42,10,0.3456,0.1027,0.083,0.5323,1,0,0.6354,95.52,12
2155-03,AGY0001671,6,ER,P2,0,1,1,893.41,1670.94,82,0.4081,0.9031,0.0669,0.8253,1,0,0.6219,23.47,11
2155-04,AGY0001672,3,ET,USRAP_SPECIAL,0,1,1,936.981,551.99,19,0.7944,0.64,0.6933,0.2661,0,0,0.6859,60.46,4
2155-05,AGY0001673,3,BY,USRAP_SPECIAL,1,0,0,158.662,534.17,60,0.8174,0.8284,0.9061,0.3913,0,0,0.6319,53.38,19
2155-06,AGY0001674,1,YE,SIV_REF,0,0,1,3460.733,605.21,24,0.2557,0.1997,0.1825,0.254,1,0,0.4202,51.35,17
2155-07,AGY0001675,1,AF,FAMILY_REUNION,0,1,1,4286.574,922.58,82,0.0994,0.681,0.9962,0.2551,0,1,0.4452,68.25,8
2155-08,AGY0001676,8,HT,P1,0,1,1,2384.875,208.76,37,0.4529,0.8586,0.88,0.8344,0,0,0.1071,92.23,17
2155-09,AGY0001677,7,SY,P2,0,1,1,754.746,1533.32,82,0.5093,0.2682,0.3539,0.3838,1,0,0.709,98.56,12
2155-10,AGY0001678,6,SV,SIV_REF,0,0,1,3777.937,914.89,42,0.0381,0.3796,0.0087,0.8524,0,0,0.3229,96.65,7
2155-11,AGY0001679,2,BY,P1,0,1,1,3649.588,2494.56,79,0.9392,0.0182,0.0688,0.8188,1,0,0.8354,90.63,5
2155-12,AGY0001680,5,IR,SIV_REF,0,1,1,2635.029,1068.51,86,0.6186,0.8703,0.5955,0.2861,0,0,0.5845,98.64,14
2156-01,AGY0001681,4,BY,FAMILY_REUNION,0,0,1,3908.44,2454.95,6,0.0435,0.4792,0.4818,0.8826,0,0,0.7484,41.73,3
2156-02,AGY0001682,3,YE,P3,0,1,1,5995.311,188.8,14,0.9668,0.8084,0.8188,0.0489,1,0,0.4499,2.65,20
2156-03,AGY0001683,7,VE,FAMILY_REUNION,0,1,1,3077.752,1117.38,78,0.2335,0.5491,0.5282,0.8034,0,0,0.7851,31.64,2
2156-04,AGY0001684,6,HT,P1,0,1,1,2160.553,136.94,76,0.7986,0.4423,0.9554,0.5247,0,0,0.3887,37.18,11
2156-05,AGY0001685,1,AF,SIV_REF,0,1,1,4089.234,97.8,85,0.559,0.5752,0.3124,0.0376,0,0,0.8304,54.49,15
2156-06,AGY0001686,6,ER,P2,0,1,1,4425.435,62.91,44,0.4256,0.3214,0.6951,0.4202,0,1,0.3382,64.64,19
2156-07,AGY0001687,3,SS,SIV_REF,0,0,1,601.696,401.84,59,0.6439,0.103,0.7391,0.394,0,0,0.7801,21.55,13
2156-08,AGY0001688,8,SO,USRAP_SPECIAL,0,1,1,4005.047,852.1,37,0.7735,0.1178,0.3617,0.391,0,0,0.9101,30.51,15
2156-09,AGY0001689,7,CM,MEDICAL,0,1,1,3627.448,2378.92,3,0.9717,0.5041,0.7677,0.2554,0,0,0.2607,71.41,9
2156-10,AGY0001690,3,YE,P1,0,1,0,5054.129,1819.3,12,0.6738,0.407,0.5981,0.3007,0,0,0.0456,84.36,16
2156-11,AGY0001691,2,UA,P2,0,1,1,1955.8,2214.95,18,0.4521,0.5581,0.8895,0.601,1,0,0.7453,31.61,16
2156-12,AGY0001692,3,SS,OTHER,0,1,1,97.961,2193.91,84,0.3481,0.2803,0.9702,0.9855,0,1,0.3554,77.22,18
2157-01,AGY0001693,7,SS,OTHER,1,1,1,4018.092,1133.24,45,0.7474,0.9335,0.6935,0.0418,0,0,0.6112,78.24,4
2157-02,AGY0001694,6,SV,P1,0,1,1,4268.203,1413.54,38,0.3212,0.3258,0.0245,0.5099,0,0,0.7289,63.96,13
2157-03,AGY0001695,1,HT,P2,0,1,1,2711.364,313.84,56,0.9481,0.1017,0.2512,0.8792,0,0,0.2859,25.07,14
2157-04,AGY0001696,6,CM,P1,0,1,1,3720.645,701.15,50,0.1704,0.4311,0.0254,0.9835,1,0,0.8763,54.07,2
2157-05,AGY0001697,4,CM,P3,0,1,1,4690.106,1942.2,5,0.2982,0.3326,0.6763,0.9491,0,0,0.5267,83.66,9
2157-06,AGY0001698,2,IQ,SIV_REF,0,1,1,2991.477,2098.1,89,0.7725,0.4269,0.4575,0.1986,0,0,0.3427,49.54,9
2157-07,AGY0001699,1,SD,P2,0,1,1,61.628,2487.31,28,0.8633,0.7953,0.1438,0.3874,1,0,0.3695,63.75,11
2157-08,AGY0001700,4,IQ,P3,0,1,1,727.289,1269.69,27,0.772,0.6829,0.0071,0.2478,0,0,0.1854,40.56,6
2157-09,AGY0001701,2,GT,FAMILY_REUNION,0,1,1,4853.93,1907.06,46,0.3308,0.1941,0.1258,0.0173,0,0,0.4472,25.42,2
2157-10,AGY0001702,5,MM,P1,0,1,1,4570.231,204.21,27,0.9653,0.2226,0.7206,0.2871,0,1,0.4553,78.38,12
2157-11,AGY0001703,1,ER,P1,0,1,1,2210.862,1095.84,25,0.9887,0.576,0.8007,0.8581,1,1,0.6908,9.46,5
2157-12,AGY0001704,1,MM,SIV_REF,0,1,1,4519.433,1771.8,37,0.3975,0.3944,0.5472,0.7346,0,0,0.8792,1.81,5
2158-01,AGY0001705,3,CD,MEDICAL,0,1,1,5975.364,2127.7,28,0.8689,0.286,0.8094,0.6003,0,1,0.7584,72.16,16
2158-02,AGY0001706,1,ET,P1,1,1,1,3230.465,1142.38,68,0.9205,0.7114,0.8744,0.5633,0,1,0.2362,80.97,17
2158-03,AGY0001707,8,SD,P3,0,1,1,5239.196,1782.28,72,0.0278,0.2189,0.655,0.4705,0,0,0.0037,59.98,9
2158-04,AGY0001708,5,MM,FAMILY_REUNION,0,1,1,3105.677,2014.93,70,0.5499,0.9014,0.9345,0.5647,0,0,0.3364,66.58,8
2158-05,AGY0001709,4,BY,FAMILY_REUNION,0,1,1,5289.068,756.91,32,0.1661,0.801,0.5011,0.5413,1,0,0.2985,94.46,16
2158-06,AGY0001710,1,YE,USRAP_SPECIAL,0,1,1,2377.259,715.91,63,0.3109,0.0067,0.9626,0.9362,0,0,0.2913,4.1,11
2158-07,AGY0001711,1,GT,P1,0,1,1,5367.41,1583.43,88,0.734,0.8273,0.1399,0.1756,1,0,0.5031,95.35,18
2158-08,AGY0001712,3,SD,P1,0,0,1,2737.091,2398.68,57,0.7859,0.0563,0.2996,0.4806,0,0,0.3663,74.19,10
2158-09,AGY0001713,3,SO,FAMILY_REUNION,0,0,1,2073.082,704.65,87,0.7985,0.76,0.5451,0.7581,0,0,0.1161,6.07,13
2158-10,AGY0001714,3,HN,FAMILY_REUNION,0,1,1,2947.733,1704.46,35,0.331,0.0351,0.1483,0.1996,0,0,0.3632,9.78,11
2158-11,AGY0001715,6,ET,P2,0,1,1,361.524,2212.57,41,0.5023,0.4591,0.1825,0.0426,0,0,0.8512,70.74,17
2158-12,AGY0001716,2,HN,P3,1,1,1,4977.475,2141.3,69,0.8301,0.9515,0.5398,0.7928,0,0,0.0033,16.33,5
2159-01,AGY0001717,7,CM,P2,0,1,1,1777.936,765.27,48,0.1461,0.568,0.6509,0.0092,1,0,0.3419,86.33,9
2159-02,AGY0001718,3,SV,P2,0,1,1,3568.487,2232.25,47,0.0094,0.9463,0.2322,0.0741,1,0,0.876,91.84,20
2159-03,AGY0001719,3,HN,FAMILY_REUNION,0,1,1,2966.328,1965.52,86,0.8822,0.4188,0.1109,0.2591,1,0,0.702,62.26,6
2159-04,AGY0001720,8,HN,P3,0,1,1,3864.529,1671.21,16,0.8472,0.9178,0.9531,0.5159,0,0,0.0433,87.97,20
2159-05,AGY0001721,7,SS,SIV_REF,1,1,1,906.82,637.55,3,0.9412,0.4682,0.8983,0.5124,0,0,0.3143,5.51,16
