tech_cyber_incident_date,tech_cyber_reporting_country_iso2,tech_cyber_sector_nis2_code,tech_cyber_entity_size_class,tech_cyber_incident_type_code,tech_cyber_attack_vector_code,tech_cyber_ransomware_flag,tech_cyber_service_disruption_hours,tech_cyber_records_exposed_count,tech_cyber_data_breach_gdpr_notification_flag,tech_cyber_time_to_detect_hours_median,tech_cyber_time_to_recover_hours_median,tech_cyber_financial_loss_eur_estimate,tech_cyber_incident_severity_level,tech_cyber_csirt_involved_flag,tech_cyber_cross_border_impact_flag,tech_cyber_enisa_reporting_flag,tech_cyber_sanctions_imposed_flag,tech_cyber_data_source,tech_cyber_data_extract_date
2018-07-12,ES,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,1,31.8,21974,0,151.92,239.53,18417243.15,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2025-02-13
2018-07-23,CZ,POSTAL,MICRO,MALWARE,USB,0,108.84,56711,0,8.72,15.76,15601550.4,LOW,0,1,1,0,CSIRT_REPORTING,2026-01-01
2018-08-03,HU,TRANSPORT,LARGE,PHISHING,WEB_APP,0,170.39,65095,0,26.5,180.37,16432065.85,CRITICAL,0,1,0,0,SECTORAL_REGULATOR,2025-03-21
2018-08-14,NL,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,61.32,233904,1,144.26,162.02,7670016.79,HIGH,1,0,0,0,ENISA_PORTAL,2025-07-03
2018-08-25,SE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,29.69,257937,1,166.99,12.6,10626825.45,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-05-28
2018-09-05,DK,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,165.72,158702,0,125.56,123.47,4453882.6,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-07-10
2018-09-16,IE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,136.91,119746,1,58.44,475.81,32404631.88,CRITICAL,1,1,0,0,CSIRT_REPORTING,2024-12-26
2018-09-27,PL,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,89.8,208046,0,26.53,232.14,11084923.38,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-02-01
2018-10-08,AT,FIN_MARKETS,SMALL,MALWARE,USB,0,94.47,101938,0,37.42,12.17,19330654.97,MEDIUM,0,0,0,0,ENISA_PORTAL,2024-12-26
2018-10-19,EE,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,1,216.26,86128,0,73.18,250.43,3200304.23,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2025-10-07
2018-10-30,IT,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,180.04,217428,0,104.39,288.81,13742098.47,CRITICAL,1,0,1,0,NATIONAL_AUTHORITY,2025-01-29
2018-11-10,PT,HEALTH,MEDIUM,DATA_BREACH,RDP,1,163.04,139905,1,96.39,302.95,10710595.92,HIGH,1,0,0,0,CSIRT_REPORTING,2025-12-14
2018-11-21,BE,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,48.42,106451,1,125.13,357.25,2543112.6,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2025-04-20
2018-12-02,FI,ENERGY,MICRO,RANSOMWARE,EMAIL,1,144.7,115837,1,38.27,435.65,27894589.15,LOW,0,0,1,0,ENISA_PORTAL,2024-09-07
2018-12-13,LV,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,190.6,57785,0,86.06,34.64,1509506.46,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2024-05-05
2018-12-24,RO,POSTAL,MEDIUM,MALWARE,USB,0,140.92,51003,0,153.81,331.06,14745256.58,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2025-11-23
2019-01-04,BG,TRANSPORT,SMALL,PHISHING,WEB_APP,0,15.2,142903,0,67.46,278.75,1553484.78,MEDIUM,1,1,1,0,CSIRT_REPORTING,2024-07-23
2019-01-15,FR,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,187.88,212119,0,148.09,113.63,3595285.67,LOW,1,0,0,0,SECTORAL_REGULATOR,2025-06-22
2019-01-26,LT,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,60.93,144273,0,42.14,124.11,13402263.37,CRITICAL,1,1,1,0,ENISA_PORTAL,2025-09-30
2019-02-06,SK,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,138.64,20798,0,10.86,341.42,16622816.99,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2026-01-04
2019-02-17,HR,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,67.46,143836,1,133.38,201.28,1234672.58,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2025-01-28
2019-02-28,DE,FOOD,MICRO,INSIDER,THIRD_PARTY,0,172.23,173033,1,86.57,217.12,5325943.78,LOW,1,0,1,0,CSIRT_REPORTING,2024-06-25
2019-03-11,LU,FIN_MARKETS,LARGE,MALWARE,USB,0,10.43,241394,0,131.05,37.59,12810064.06,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-04-19
2019-03-22,SI,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,191.51,73969,0,18.05,52.67,74304.24,HIGH,1,0,0,0,ENISA_PORTAL,2025-02-21
2019-04-02,CY,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,1,26.45,16765,0,126.48,127.54,8015741.73,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2024-07-01
2019-04-13,GR,HEALTH,MICRO,DATA_BREACH,RDP,0,115.68,230951,1,0.59,130.04,8186625.48,LOW,0,1,1,0,NATIONAL_AUTHORITY,2024-09-15
2019-04-24,MT,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,69.89,230537,0,119.25,233.99,15971165.32,CRITICAL,1,0,1,0,CSIRT_REPORTING,2025-11-11
2019-05-05,ES,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,22.24,205537,1,19.9,52.84,23223115.99,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-08-29
2019-05-16,CZ,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,234.54,206106,0,49.32,38.77,13033906.6,MEDIUM,0,1,1,0,ENISA_PORTAL,2026-01-14
2019-05-27,HU,POSTAL,MICRO,MALWARE,USB,0,81.95,257711,0,158.06,323.13,2788347.59,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-11-07
2019-06-07,NL,TRANSPORT,LARGE,PHISHING,WEB_APP,0,116.38,81376,0,160.43,166.67,15601619.82,CRITICAL,0,0,0,0,NATIONAL_AUTHORITY,2024-09-21
2019-06-18,SE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,227.64,154201,0,1.2,328.67,7966100.57,HIGH,1,0,0,0,CSIRT_REPORTING,2024-10-11
2019-06-29,DK,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,195.56,84244,1,65.53,222.37,9914429.02,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-09-06
2019-07-10,IE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,38.11,54580,0,80.16,5.15,1689286.93,LOW,0,1,0,0,ENISA_PORTAL,2024-10-03
2019-07-21,PL,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,307.3,40198,1,159.83,4.43,18065150.93,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2025-11-07
2019-08-01,AT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,117.62,69789,0,52.69,253.6,952257.13,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2025-12-14
2019-08-12,EE,FIN_MARKETS,SMALL,MALWARE,USB,0,62.29,164225,0,124.99,334.35,14374230.3,MEDIUM,0,0,0,0,CSIRT_REPORTING,2025-07-16
2019-08-23,IT,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,62.63,128953,0,93.9,98.5,2615127.04,LOW,0,0,1,0,SECTORAL_REGULATOR,2025-10-09
2019-09-03,PT,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,229.23,96031,0,67.62,462.25,8131901.62,CRITICAL,1,0,0,0,ENISA_PORTAL,2025-02-24
2019-09-14,BE,HEALTH,MEDIUM,DATA_BREACH,RDP,0,199.62,40295,1,148.67,175.3,970138.52,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2026-01-14
2019-09-25,FI,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,112.1,49583,0,34.16,251.87,5764386.86,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2024-03-15
2019-10-06,LV,ENERGY,MICRO,RANSOMWARE,EMAIL,1,140.31,123641,0,142.23,97.34,31901931.23,LOW,0,0,1,0,CSIRT_REPORTING,2025-03-16
2019-10-17,RO,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,219.0,100558,0,55.74,206.07,7339611.05,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-05-08
2019-10-28,BG,POSTAL,MEDIUM,MALWARE,USB,0,100.26,186725,0,154.75,169.38,16764595.73,HIGH,1,0,1,0,ENISA_PORTAL,2025-06-10
2019-11-08,FR,TRANSPORT,SMALL,PHISHING,WEB_APP,0,111.64,103171,0,124.29,118.87,10085229.52,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2024-06-28
2019-11-19,LT,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,113.76,156722,0,137.1,221.64,14144198.18,LOW,0,0,1,0,NATIONAL_AUTHORITY,2025-10-07
2019-11-30,SK,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,29.62,238670,1,128.34,4.73,857889.46,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-07-03
2019-12-11,HR,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,108.36,174905,0,165.37,84.77,1117137.91,HIGH,1,0,0,0,SECTORAL_REGULATOR,2025-05-14
2019-12-22,DE,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,284.14,49191,1,19.26,377.51,4563337.34,MEDIUM,0,1,0,0,ENISA_PORTAL,2025-01-31
2020-01-02,LU,FOOD,MICRO,INSIDER,THIRD_PARTY,0,190.68,199225,0,131.11,252.57,5120065.98,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2025-07-16
2020-01-13,SI,FIN_MARKETS,LARGE,MALWARE,USB,0,59.86,193548,0,83.08,79.55,11132059.15,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2025-11-12
2020-01-24,CY,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,7.7,83283,0,33.65,94.12,2375686.32,HIGH,1,1,0,0,CSIRT_REPORTING,2025-06-26
2020-02-04,GR,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,201.46,151565,0,121.48,207.35,9167109.99,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-05-12
2020-02-15,MT,HEALTH,MICRO,DATA_BREACH,RDP,0,162.77,186094,1,10.69,86.75,14691850.75,LOW,0,0,1,0,ENISA_PORTAL,2024-01-30
2020-02-26,ES,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,84.69,43840,0,74.23,50.74,14257054.85,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2026-01-23
2020-03-08,CZ,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,8.75,59438,0,154.88,186.75,26636212.39,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-11-16
2020-03-19,HU,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,187.37,94427,0,116.42,349.91,16772165.33,MEDIUM,1,1,0,0,CSIRT_REPORTING,2024-05-29
2020-03-30,NL,POSTAL,MICRO,MALWARE,USB,0,63.21,184656,0,156.21,223.04,3340858.65,LOW,0,0,0,0,SECTORAL_REGULATOR,2025-12-31
2020-04-10,SE,TRANSPORT,LARGE,PHISHING,WEB_APP,0,25.37,217311,0,12.49,13.69,11543830.64,CRITICAL,1,0,1,0,ENISA_PORTAL,2024-03-02
2020-04-21,DK,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,29.62,147771,0,59.48,423.38,9676506.39,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-05-29
2020-05-02,IE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,8.38,249544,1,41.2,342.57,18666735.63,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2025-12-26
2020-05-13,PL,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,1,305.23,94165,0,82.04,80.42,28025433.19,LOW,0,0,1,0,CSIRT_REPORTING,2025-02-27
2020-05-24,AT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,147.64,26170,1,28.61,465.49,21943923.05,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-10-18
2020-06-04,EE,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,213.11,18636,0,165.62,54.87,9388785.73,HIGH,1,1,0,0,ENISA_PORTAL,2025-01-21
2020-06-15,IT,FIN_MARKETS,SMALL,MALWARE,USB,0,81.22,255419,0,90.18,91.59,2111083.48,MEDIUM,0,1,0,0,INSURANCE_CLAIMS_DB,2024-05-10
2020-06-26,PT,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,226.18,46541,0,157.69,282.49,12319090.99,LOW,0,0,1,0,NATIONAL_AUTHORITY,2025-06-24
2020-07-07,BE,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,186.12,55924,0,113.17,261.6,20747191.87,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-10-23
2020-07-18,FI,HEALTH,MEDIUM,DATA_BREACH,RDP,0,233.78,168872,0,26.1,138.35,18318022.09,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-02-22
2020-07-29,LV,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,6.55,150723,0,148.68,115.09,10732865.28,MEDIUM,0,0,0,0,ENISA_PORTAL,2024-01-25
2020-08-09,RO,ENERGY,MICRO,RANSOMWARE,EMAIL,1,177.48,161791,0,67.52,429.4,34521324.22,LOW,1,0,0,0,INSURANCE_CLAIMS_DB,2024-01-01
2020-08-20,BG,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,91.64,41119,0,118.79,32.63,10904799.76,CRITICAL,1,0,1,0,NATIONAL_AUTHORITY,2025-12-20
2020-08-31,FR,POSTAL,MEDIUM,MALWARE,USB,0,7.5,76463,0,68.06,5.07,18679653.42,HIGH,1,0,1,0,CSIRT_REPORTING,2024-01-14
2020-09-11,LT,TRANSPORT,SMALL,PHISHING,WEB_APP,0,150.72,80249,0,161.75,246.4,9586870.06,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2024-10-16
2020-09-22,SK,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,76.09,23641,0,56.01,182.65,7450719.17,LOW,0,0,0,0,ENISA_PORTAL,2024-12-29
2020-10-03,HR,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,14.42,242667,1,120.75,327.67,20469518.3,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2024-12-22
2020-10-14,DE,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,1,184.5,39145,0,21.42,173.64,27040506.48,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2025-01-14
2020-10-25,LU,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,211.67,238362,1,165.35,393.09,27134204.03,MEDIUM,0,1,1,0,CSIRT_REPORTING,2024-08-26
2020-11-05,SI,FOOD,MICRO,INSIDER,THIRD_PARTY,0,59.32,137253,0,51.99,197.35,5462766.83,LOW,0,0,0,0,SECTORAL_REGULATOR,2025-11-22
2020-11-16,CY,FIN_MARKETS,LARGE,MALWARE,USB,0,47.84,16343,0,152.31,16.01,6640104.81,CRITICAL,0,0,0,0,ENISA_PORTAL,2025-06-01
2020-11-27,GR,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,177.44,151203,0,154.3,106.33,8837829.42,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2026-02-19
2020-12-08,MT,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,63.15,243517,0,40.95,398.25,231960.87,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2026-01-04
2020-12-19,ES,HEALTH,MICRO,DATA_BREACH,RDP,0,108.41,97331,1,100.13,260.65,20122322.05,LOW,0,0,1,0,CSIRT_REPORTING,2025-10-19
2020-12-30,CZ,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,1,272.16,83078,0,84.13,354.09,2021470.21,CRITICAL,1,1,0,0,SECTORAL_REGULATOR,2024-03-23
2021-01-10,HU,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,131.78,224188,0,98.08,457.92,25434828.47,HIGH,0,0,0,0,ENISA_PORTAL,2025-05-05
2021-01-21,NL,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,197.76,17820,0,107.42,258.4,17821982.13,MEDIUM,0,1,0,0,INSURANCE_CLAIMS_DB,2026-01-10
2021-02-01,SE,POSTAL,MICRO,MALWARE,USB,0,157.83,213051,0,153.46,310.85,2037538.64,LOW,0,1,0,0,NATIONAL_AUTHORITY,2025-03-22
2021-02-12,DK,TRANSPORT,LARGE,PHISHING,WEB_APP,0,9.45,71903,0,148.12,214.15,13554086.44,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-03-08
2021-02-23,IE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,72.56,58776,0,156.9,234.79,7146251.98,HIGH,1,0,1,0,SECTORAL_REGULATOR,2025-04-22
2021-03-06,PL,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,159.05,152182,0,30.2,206.96,2157045.14,MEDIUM,1,0,0,0,ENISA_PORTAL,2024-05-25
2021-03-17,AT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,127.07,216586,0,116.91,298.59,20918098.6,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-02-05
2021-03-28,EE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,88.77,122730,0,30.2,132.34,24938825.91,CRITICAL,0,0,1,0,NATIONAL_AUTHORITY,2024-04-17
2021-04-08,IT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,134.79,155409,0,86.24,262.37,1288887.23,HIGH,1,0,0,0,CSIRT_REPORTING,2025-06-03
2021-04-19,PT,FIN_MARKETS,SMALL,MALWARE,USB,0,210.02,126536,0,101.75,26.44,18687606.54,MEDIUM,0,0,1,0,SECTORAL_REGULATOR,2024-07-21
2021-04-30,BE,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,36.59,220788,0,54.91,332.16,5007982.58,LOW,1,1,1,0,ENISA_PORTAL,2024-01-27
2021-05-11,FI,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,171.0,52433,0,126.41,141.15,19191665.76,CRITICAL,1,1,0,0,INSURANCE_CLAIMS_DB,2024-10-17
2021-05-22,LV,HEALTH,MEDIUM,DATA_BREACH,RDP,0,165.22,73671,1,22.2,212.85,19574166.94,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2025-01-27
2021-06-02,RO,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,46.71,237034,0,78.11,13.08,9383474.15,MEDIUM,0,1,1,0,CSIRT_REPORTING,2025-06-20
2021-06-13,BG,ENERGY,MICRO,RANSOMWARE,EMAIL,1,196.82,21755,1,150.8,293.04,33709280.58,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-03-18
2021-06-24,FR,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,189.69,214131,0,129.95,152.19,20181399.57,CRITICAL,0,0,1,0,ENISA_PORTAL,2025-10-19
2021-07-05,LT,POSTAL,MEDIUM,MALWARE,USB,0,214.4,20245,0,36.67,268.24,6142351.62,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-12-16
2021-07-16,SK,TRANSPORT,SMALL,PHISHING,WEB_APP,0,16.97,81955,0,87.92,275.44,5787829.36,MEDIUM,1,0,1,0,NATIONAL_AUTHORITY,2026-02-02
2021-07-27,HR,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,198.03,218233,0,115.48,2.95,19458817.65,LOW,1,1,0,0,CSIRT_REPORTING,2025-09-18
2021-08-07,DE,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,70.62,77090,1,68.82,14.12,2589634.12,CRITICAL,1,1,0,0,SECTORAL_REGULATOR,2025-04-06
2021-08-18,LU,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,3.86,31990,0,105.93,39.64,255783.37,HIGH,1,0,0,0,ENISA_PORTAL,2024-09-29
2021-08-29,SI,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,52.27,101703,1,131.36,348.22,34110406.49,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2024-08-02
2021-09-09,CY,FOOD,MICRO,INSIDER,THIRD_PARTY,0,232.59,111726,0,99.62,309.75,8491319.25,LOW,0,0,0,0,NATIONAL_AUTHORITY,2025-07-18
2021-09-20,GR,FIN_MARKETS,LARGE,MALWARE,USB,0,202.07,77269,0,164.96,232.08,21918621.87,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-08-22
2021-10-01,MT,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,177.6,28234,0,132.58,347.19,21324832.5,HIGH,1,0,1,0,SECTORAL_REGULATOR,2025-03-13
2021-10-12,ES,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,228.42,80490,0,110.47,257.97,7530738.14,MEDIUM,0,1,1,0,ENISA_PORTAL,2024-01-26
2021-10-23,CZ,HEALTH,MICRO,DATA_BREACH,RDP,0,16.18,49971,1,46.62,206.27,10583671.72,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-12-05
2021-11-03,HU,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,221.01,132953,1,125.3,358.46,19107548.59,CRITICAL,1,1,0,0,NATIONAL_AUTHORITY,2025-02-01
2021-11-14,NL,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,83.42,169381,1,79.07,91.06,14272964.28,HIGH,1,0,0,0,CSIRT_REPORTING,2024-08-20
2021-11-25,SE,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,70.37,92678,0,66.27,49.72,21723317.33,MEDIUM,1,0,1,0,SECTORAL_REGULATOR,2024-03-09
2021-12-06,DK,POSTAL,MICRO,MALWARE,USB,0,117.51,159091,0,117.4,51.35,1004547.81,LOW,1,0,1,0,ENISA_PORTAL,2024-07-27
2021-12-17,IE,TRANSPORT,LARGE,PHISHING,WEB_APP,0,8.29,222441,0,38.99,250.84,2775696.29,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2026-02-08
2021-12-28,PL,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,165.53,86663,0,145.44,320.96,7074528.01,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2024-06-17
2022-01-08,AT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,166.29,135224,1,89.0,47.9,19970606.79,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-12-27
2022-01-19,EE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,139.94,97828,0,49.57,249.72,19267337.15,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-07-25
2022-01-30,IT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,174.93,179674,1,47.03,171.38,7042089.35,CRITICAL,1,1,0,0,ENISA_PORTAL,2025-04-11
2022-02-10,PT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,205.82,102429,0,80.97,182.71,18557429.6,HIGH,1,1,1,0,INSURANCE_CLAIMS_DB,2024-11-28
2022-02-21,BE,FIN_MARKETS,SMALL,MALWARE,USB,0,209.78,254732,0,5.41,240.1,9780159.18,MEDIUM,1,0,0,0,NATIONAL_AUTHORITY,2024-01-21
2022-03-04,FI,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,223.19,232565,0,152.52,238.59,2072302.05,LOW,1,0,1,0,CSIRT_REPORTING,2025-01-12
2022-03-15,LV,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,218.39,236505,0,7.22,37.33,21415998.03,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-10-09
2022-03-26,RO,HEALTH,MEDIUM,DATA_BREACH,RDP,1,333.8,202856,1,71.45,115.39,9776702.63,HIGH,1,1,1,0,ENISA_PORTAL,2024-02-13
2022-04-06,BG,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,194.31,222261,0,167.86,275.47,6924651.88,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2025-10-10
2022-04-17,FR,ENERGY,MICRO,RANSOMWARE,EMAIL,1,161.99,245174,0,112.07,181.63,19165325.27,LOW,0,1,1,0,NATIONAL_AUTHORITY,2026-02-24
2022-04-28,LT,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,177.02,237442,0,72.01,35.13,13132145.76,CRITICAL,0,0,1,0,CSIRT_REPORTING,2025-11-22
2022-05-09,SK,POSTAL,MEDIUM,MALWARE,USB,0,50.45,39123,0,69.46,306.39,764784.39,HIGH,1,1,0,0,SECTORAL_REGULATOR,2025-05-14
2022-05-20,HR,TRANSPORT,SMALL,PHISHING,WEB_APP,0,80.09,185166,1,87.77,266.0,7781313.45,MEDIUM,0,0,0,0,ENISA_PORTAL,2025-09-03
2022-05-31,DE,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,208.38,93207,0,121.27,344.34,5698368.96,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-05-13
2022-06-11,LU,WASTE_WATER,LARGE,DATA_BREACH,RDP,1,52.5,145480,1,119.91,323.38,10112298.33,CRITICAL,1,1,0,1,NATIONAL_AUTHORITY,2024-08-22
2022-06-22,SI,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,1,178.2,150289,0,150.33,262.9,17920137.25,HIGH,1,1,1,0,CSIRT_REPORTING,2024-11-25
2022-07-03,CY,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,283.7,25141,1,136.07,35.42,15337951.31,MEDIUM,0,0,1,0,SECTORAL_REGULATOR,2025-12-21
2022-07-14,GR,FOOD,MICRO,INSIDER,THIRD_PARTY,0,11.12,132438,1,138.52,152.99,11681472.87,LOW,0,0,0,0,ENISA_PORTAL,2025-08-28
2022-07-25,MT,FIN_MARKETS,LARGE,MALWARE,USB,1,268.88,176022,0,118.77,222.87,16970613.6,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2024-05-21
2022-08-05,ES,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,230.28,29011,0,94.26,229.97,8861553.06,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-03-18
2022-08-16,CZ,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,150.26,175205,0,27.21,301.2,10837418.13,MEDIUM,0,1,1,0,CSIRT_REPORTING,2025-09-20
2022-08-27,HU,HEALTH,MICRO,DATA_BREACH,RDP,0,214.61,176920,1,107.13,59.55,161154.13,LOW,0,0,0,0,SECTORAL_REGULATOR,2025-11-27
