civ_leg_act_id,civ_leg_act_type_code,civ_leg_policy_area_code,civ_leg_proposal_date,civ_leg_adoption_date,civ_leg_entry_into_force_date,civ_leg_celex_number,civ_leg_legal_basis_tfeu_article,civ_leg_ordinary_legislative_procedure_flag,civ_leg_council_voting_rule_code,civ_leg_parliament_committee_code,civ_leg_trilogue_rounds_count,civ_leg_amendments_count,civ_leg_impact_assessment_published_flag,civ_leg_delegated_act_flag,civ_leg_implementing_act_flag,civ_leg_transposition_deadline_date,civ_leg_infringement_cases_count,civ_leg_eurlex_url_hash,civ_leg_data_extract_date
ACT_2019_1450,DIRECTIVE,HEALTH,2019-11-09,2021-07-05,2021-10-03,32019L1450,TFEU_352,1,QMV,CULT,1,3945,1,0,0,2023-05-10,46,bedac3d2c724b7c92ea5788f7bf9,2025-05-08
ACT_2020_1451,DECISION,COMPETITION,2020-01-28,2020-08-14,2020-10-08,32020D1451,TFEU_114,0,UNANIMITY,ENVI,7,3659,0,0,0,,53,8e876139ea84aba489bbe62a24f5,2025-06-11
ACT_2021_1452,RECOMMENDATION,TRANSPORT,2021-05-13,2022-05-15,2022-05-27,32021D1452,TFEU_192,1,SIMPLE_MAJORITY,JURI,12,1863,1,1,0,,8,e2b0e2d429c0fff2d0a67bdc74c4,2025-10-15
ACT_2022_1453,REGULATION,DATA_GOV,2022-10-25,2024-04-10,2024-06-09,32022R1453,TFEU_153,1,QMV,IMCO,5,2239,0,0,1,,0,61d689608c35f17d6931e6a2924a,2024-07-09
ACT_2023_1454,DIRECTIVE,FINANCE,2023-06-17,2024-06-21,2024-08-06,32023L1454,TFEU_207,0,UNANIMITY,TRAN,7,1512,0,0,0,2027-03-02,71,763decd3952285069b0a1137f420,2024-09-09
ACT_2024_1455,DECISION,SPACE,2024-08-19,2026-02-25,2026-02-25,32024D1455,TFEU_168,0,SIMPLE_MAJORITY,BUDG,5,3542,1,0,0,,66,e4d87817747a1615859978a52c03,2025-11-14
ACT_2025_1456,RECOMMENDATION,AGRICULTURE,2025-03-18,2026-02-25,2026-02-25,32025D1456,TFEU_91,0,QMV,ITRE,5,4174,1,0,1,,3,3b4e99a929907bc74678905d5b4d,2024-07-10
ACT_2012_1457,REGULATION,DIGITAL,2012-12-21,2014-10-16,2014-12-14,32012R1457,TFEU_173,1,UNANIMITY,EMPL,10,4082,1,0,0,,15,7191ca369e824d004ba16023ead7,2025-05-30
ACT_2013_1458,DIRECTIVE,MIGRATION,2013-09-03,2014-11-17,2014-12-15,32013L1458,TFEU_77,1,SIMPLE_MAJORITY,LIBE,7,1725,1,1,1,2016-05-26,108,189ba4192125606fde4ee2b66592,2024-11-20
ACT_2014_1459,DECISION,CLIMATE,2014-01-03,2015-11-12,2016-02-23,32014D1459,TFEU_83,0,QMV,AGRI,5,2359,1,0,0,,0,634db4649473812fafe8e7dfe284,2025-06-06
ACT_2015_1460,RECOMMENDATION,SECURITY,2015-02-08,2016-08-19,2016-10-09,32015D1460,TFEU_352,0,UNANIMITY,AFET,1,171,1,0,0,,28,3314051ba6d93d45bafbd78dd0e1,2024-09-28
ACT_2016_1461,REGULATION,ENERGY,2016-12-10,2017-10-20,2017-11-01,32016R1461,TFEU_114,1,SIMPLE_MAJORITY,ECON,2,3876,1,0,0,,21,23f358f66776dc5157351020b03a,2024-07-11
ACT_2017_1462,DIRECTIVE,CONSUMER,2017-09-18,2018-11-13,2019-01-06,32017L1462,TFEU_192,1,QMV,CULT,7,1734,1,0,1,2020-05-08,55,181937a5971055697b8553154a3b,2024-02-09
ACT_2018_1463,DECISION,HEALTH,2018-02-11,2020-06-04,2020-08-23,32018D1463,TFEU_153,0,UNANIMITY,ENVI,5,2788,0,0,0,,24,3e5cc6e9a8297149c6d1abdd1ee8,2025-08-16
ACT_2019_1464,RECOMMENDATION,COMPETITION,2019-11-16,2020-11-15,2021-01-21,32019D1464,TFEU_207,1,SIMPLE_MAJORITY,JURI,12,294,1,0,0,,10,afaa831705e934f6e3f2c19659b3,2024-07-30
ACT_2020_1465,REGULATION,TRANSPORT,2020-08-06,2021-07-10,2021-10-25,32020R1465,TFEU_168,1,QMV,IMCO,4,3648,1,0,0,,31,a6d96fa2332dcc6b1c57fccf8d8c,2025-12-26
ACT_2021_1466,DIRECTIVE,DATA_GOV,2021-12-23,2024-07-08,2024-10-19,32021L1466,TFEU_91,0,UNANIMITY,TRAN,1,2387,0,0,0,2027-05-08,77,9a6343afe999dc5020ba82941c0a,2025-10-30
ACT_2022_1467,DECISION,FINANCE,2022-12-15,2023-08-15,2023-10-09,32022D1467,TFEU_173,0,SIMPLE_MAJORITY,BUDG,1,2321,1,0,0,,111,11014831b7fed0ca5bc6cda981da,2025-10-09
ACT_2023_1468,RECOMMENDATION,SPACE,2023-09-01,2025-02-10,2025-04-29,32023D1468,TFEU_77,0,QMV,ITRE,4,610,1,0,0,,26,374103b46b296c03b2bf7eada420,2024-03-24
ACT_2024_1469,REGULATION,AGRICULTURE,2024-02-06,2026-02-25,2026-02-25,32024R1469,TFEU_83,1,UNANIMITY,EMPL,0,3529,1,0,0,,2,8d8dbfe461ceec63ee91af072299,2025-08-31
ACT_2025_1470,DIRECTIVE,DIGITAL,2025-02-01,2026-02-25,2026-02-25,32025L1470,TFEU_352,1,SIMPLE_MAJORITY,LIBE,3,1192,1,1,0,2028-08-19,50,04423e5f0b51dbe10e439a1915d1,2025-03-10
ACT_2012_1471,DECISION,MIGRATION,2012-08-06,2014-08-30,2014-12-13,32012D1471,TFEU_114,0,QMV,AGRI,8,2934,1,0,0,,66,41966f8bb6ec416d9143089ca43d,2025-02-28
ACT_2013_1472,RECOMMENDATION,CLIMATE,2013-07-27,2014-06-17,2014-06-30,32013D1472,TFEU_192,0,UNANIMITY,AFET,7,2493,1,1,0,,9,38d711de1824b02bb9269222b8c1,2024-07-11
ACT_2014_1473,REGULATION,SECURITY,2014-07-11,2016-03-07,2016-06-14,32014R1473,TFEU_153,1,SIMPLE_MAJORITY,ECON,5,2161,1,0,1,,12,4114a593a6fa7062f87ab0198d89,2024-02-04
ACT_2015_1474,DIRECTIVE,ENERGY,2015-08-04,2017-05-06,2017-07-08,32015L1474,TFEU_207,1,QMV,CULT,11,2474,1,0,0,2019-11-05,30,2742dff511fe8bfe85d2ccfa5795,2025-02-15
ACT_2016_1475,DECISION,CONSUMER,2016-11-26,2018-08-09,2018-09-01,32016D1475,TFEU_168,1,UNANIMITY,ENVI,2,3490,1,0,0,,12,0ab9eb6533b6c36056ac685ae244,2024-03-09
ACT_2017_1476,RECOMMENDATION,HEALTH,2017-08-09,2018-08-18,2018-10-31,32017D1476,TFEU_91,0,SIMPLE_MAJORITY,JURI,12,1675,1,0,0,,6,c335a872fa96218a4ae6cffb00ce,2024-08-19
ACT_2018_1477,REGULATION,COMPETITION,2018-01-01,2020-05-19,2020-09-14,32018R1477,TFEU_173,1,QMV,IMCO,0,4053,1,0,1,,20,80b5aaa0c3a403ae964066b796ac,2025-11-03
ACT_2019_1478,DIRECTIVE,TRANSPORT,2019-05-07,2019-09-29,2019-11-02,32019L1478,TFEU_77,1,UNANIMITY,TRAN,3,412,1,0,0,2020-11-25,36,e8288857820e7b37914ea9a698a6,2025-04-28
ACT_2020_1479,DECISION,DATA_GOV,2020-09-17,2021-07-11,2021-09-19,32020D1479,TFEU_83,0,SIMPLE_MAJORITY,BUDG,10,545,1,0,0,,56,b49d23118a5c26eb7bbb65c4d4e8,2025-11-01
ACT_2021_1480,RECOMMENDATION,FINANCE,2021-09-01,2021-11-19,2021-12-06,32021D1480,TFEU_352,0,QMV,ITRE,0,102,0,0,1,,1,10a9758d4167f5b01d6ff747e345,2024-07-16
ACT_2022_1481,REGULATION,SPACE,2022-10-18,2024-02-29,2024-05-08,32022R1481,TFEU_114,1,UNANIMITY,EMPL,9,3742,1,1,0,,22,659818295b604e74d519f6e04ca3,2024-10-30
ACT_2023_1482,DIRECTIVE,AGRICULTURE,2023-05-11,2025-07-15,2025-09-24,32023L1482,TFEU_192,1,SIMPLE_MAJORITY,LIBE,12,693,1,1,0,2028-01-17,62,ad759e291a8d327176e450e5bfa6,2024-04-17
ACT_2024_1483,DECISION,DIGITAL,2024-04-03,2026-02-25,2026-02-25,32024D1483,TFEU_153,0,QMV,AGRI,8,2516,1,0,0,,2,ecbda1660513c5f5cfeafb1fb9ed,2025-01-10
ACT_2025_1484,RECOMMENDATION,MIGRATION,2025-08-15,2026-02-25,2026-02-25,32025D1484,TFEU_207,1,UNANIMITY,AFET,0,1173,1,0,0,,17,ef561fc8080da909f600bc15dd17,2024-08-15
ACT_2012_1485,REGULATION,CLIMATE,2012-05-14,2013-11-07,2014-01-06,32012R1485,TFEU_168,0,SIMPLE_MAJORITY,ECON,11,1461,0,0,0,,3,6e7ec721b094a838ceb64ec42334,2025-10-27
ACT_2013_1486,DIRECTIVE,SECURITY,2013-05-28,2013-08-07,2013-12-03,32013L1486,TFEU_91,1,QMV,CULT,11,793,0,0,0,2016-03-07,63,69992557754fe75505e05958b3e1,2025-03-24
ACT_2014_1487,DECISION,ENERGY,2014-11-18,2016-09-01,2016-09-13,32014D1487,TFEU_173,1,UNANIMITY,ENVI,10,275,0,0,1,,23,2514039f30a58b590cea8bfe691b,2024-03-28
ACT_2015_1488,RECOMMENDATION,CONSUMER,2015-02-09,2015-10-26,2015-11-25,32015D1488,TFEU_77,0,SIMPLE_MAJORITY,JURI,6,3659,1,0,0,,15,53230db3fa738c71517a4614fc1e,2025-01-19
ACT_2016_1489,REGULATION,HEALTH,2016-08-16,2018-09-16,2018-10-18,32016R1489,TFEU_83,1,QMV,IMCO,8,2521,1,0,0,,11,b4523cdab8f22b590012d0e9de21,2025-01-04
ACT_2017_1490,DIRECTIVE,COMPETITION,2017-07-22,2017-12-20,2018-02-10,32017L1490,TFEU_352,1,UNANIMITY,TRAN,2,144,1,1,1,2020-06-17,82,c0a5bcef999a4a9f87914bc8da4c,2025-11-07
ACT_2018_1491,DECISION,TRANSPORT,2018-04-22,2018-11-17,2019-01-17,32018D1491,TFEU_114,0,SIMPLE_MAJORITY,BUDG,2,3255,0,0,0,,102,0280732b05e88bcca7efc03dadea,2024-01-04
ACT_2019_1492,RECOMMENDATION,DATA_GOV,2019-05-18,2021-02-23,2021-03-28,32019D1492,TFEU_192,0,QMV,ITRE,9,868,1,0,1,,4,3769c0a455fb857ab267852facec,2025-06-28
ACT_2020_1493,REGULATION,FINANCE,2020-12-12,2021-04-09,2021-05-25,32020R1493,TFEU_153,1,UNANIMITY,EMPL,1,2062,1,0,0,,16,6137a9eca2fac842730592a9e69a,2025-08-02
ACT_2021_1494,DIRECTIVE,SPACE,2021-10-19,2023-12-18,2024-02-06,32021L1494,TFEU_207,1,SIMPLE_MAJORITY,LIBE,3,136,0,0,1,2025-07-01,63,eebdb694a23d6d27e55c6e39e62e,2025-04-04
ACT_2022_1495,DECISION,AGRICULTURE,2022-11-21,2024-01-03,2024-02-15,32022D1495,TFEU_168,0,QMV,AGRI,5,3640,1,0,0,,55,f7b4872eed9515a08e026f034d98,2024-07-22
ACT_2023_1496,RECOMMENDATION,DIGITAL,2023-09-13,2024-01-15,2024-03-01,32023D1496,TFEU_91,0,UNANIMITY,AFET,12,2430,1,1,0,,12,a41114648a11515b9733866e1e26,2024-04-19
ACT_2024_1497,REGULATION,MIGRATION,2024-07-10,2026-02-25,2026-02-25,32024R1497,TFEU_173,1,SIMPLE_MAJORITY,ECON,10,4124,0,0,0,,2,361cc839668a9ee986e5d493035c,2025-12-22
ACT_2025_1498,DIRECTIVE,CLIMATE,2025-04-02,2026-02-25,2026-02-25,32025L1498,TFEU_77,1,QMV,CULT,12,1449,1,0,0,2028-09-10,86,5c49a9c2364836a7dcf3a592e197,2024-10-06
ACT_2012_1499,DECISION,SECURITY,2012-12-09,2013-09-26,2013-11-02,32012D1499,TFEU_83,0,UNANIMITY,ENVI,11,892,1,1,0,,40,55339f83b3170222e932c3ce93ac,2025-03-08
ACT_2013_1500,RECOMMENDATION,ENERGY,2013-07-01,2014-06-21,2014-10-11,32013D1500,TFEU_352,0,SIMPLE_MAJORITY,JURI,7,3700,0,0,0,,35,149dbed092b76785de0a4bd81acd,2025-10-01
ACT_2014_1501,REGULATION,CONSUMER,2014-05-02,2014-07-12,2014-08-17,32014R1501,TFEU_114,0,QMV,IMCO,5,1592,1,0,0,,24,98ce29afbeb1d4e81b0b5150ec27,2025-11-05
ACT_2015_1502,DIRECTIVE,HEALTH,2015-11-28,2017-08-18,2017-10-21,32015L1502,TFEU_192,1,UNANIMITY,TRAN,4,4073,1,1,1,2019-05-02,47,b9fb1ce50f0d891c8a7ab969216b,2024-06-18
ACT_2016_1503,DECISION,COMPETITION,2016-01-07,2016-07-18,2016-11-15,32016D1503,TFEU_153,0,SIMPLE_MAJORITY,BUDG,10,2610,1,0,0,,116,b3e7bdcde8100fb8cb82752d0478,2024-02-01
ACT_2017_1504,RECOMMENDATION,TRANSPORT,2017-01-06,2018-12-23,2019-03-15,32017D1504,TFEU_207,0,QMV,ITRE,1,3848,1,0,0,,21,96beda763e0ed9015cd8b0d0b21c,2024-08-13
ACT_2018_1505,REGULATION,DATA_GOV,2018-03-04,2018-07-08,2018-09-06,32018R1505,TFEU_168,0,UNANIMITY,EMPL,10,22,1,1,0,,7,e19357b0b5064c5b6f95426d9fb9,2024-02-09
ACT_2019_1506,DIRECTIVE,FINANCE,2019-08-12,2021-11-25,2021-12-29,32019L1506,TFEU_91,0,SIMPLE_MAJORITY,LIBE,1,3529,1,0,0,2024-02-23,76,c2984cd3af3cf9344f8abb958a1d,2025-07-10
ACT_2020_1507,DECISION,SPACE,2020-07-24,2022-01-22,2022-05-04,32020D1507,TFEU_173,0,QMV,AGRI,6,2807,1,0,0,,7,59a6465e06586fff6f55267c2057,2025-01-30
ACT_2021_1508,RECOMMENDATION,AGRICULTURE,2021-05-19,2021-08-26,2021-12-24,32021D1508,TFEU_77,1,UNANIMITY,AFET,0,1258,1,0,0,,0,fc55e26952807e9a5ec5b5f2803e,2026-01-23
ACT_2022_1509,REGULATION,DIGITAL,2022-03-11,2022-07-09,2022-09-18,32022R1509,TFEU_83,1,SIMPLE_MAJORITY,ECON,6,1394,1,0,0,,28,7ec3b4015f93dc8c689656079348,2025-06-06
ACT_2023_1510,DIRECTIVE,MIGRATION,2023-08-11,2024-09-10,2024-12-06,32023L1510,TFEU_352,1,QMV,CULT,0,4015,1,0,0,2027-11-25,113,5a013c328ededc672e08fe343fcb,2025-02-25
ACT_2024_1511,DECISION,CLIMATE,2024-12-23,2026-02-25,2026-02-25,32024D1511,TFEU_114,0,UNANIMITY,ENVI,4,4016,1,0,0,,19,617a02e3630812e47fd007a694ae,2026-01-08
ACT_2025_1512,RECOMMENDATION,SECURITY,2025-03-05,2026-02-25,2026-02-25,32025D1512,TFEU_192,0,SIMPLE_MAJORITY,JURI,0,1566,0,0,1,,33,8146d2dc773736bd73dfb178ca76,2024-01-14
ACT_2012_1513,REGULATION,ENERGY,2012-01-19,2012-08-09,2012-09-24,32012R1513,TFEU_153,0,QMV,IMCO,12,1835,1,0,0,,20,3149f3c6a90f2368885e2d42720a,2024-08-16
ACT_2013_1514,DIRECTIVE,CONSUMER,2013-10-24,2014-03-06,2014-04-24,32013L1514,TFEU_207,1,UNANIMITY,TRAN,3,2799,1,0,1,2016-08-13,95,8a60d51e3e01bc3200dda05bcbfa,2024-05-03
ACT_2014_1515,DECISION,HEALTH,2014-02-08,2014-07-21,2014-11-04,32014D1515,TFEU_168,0,SIMPLE_MAJORITY,BUDG,12,1023,1,0,1,,46,593a59ed058b545409bc89532fb1,2026-01-20
ACT_2015_1516,RECOMMENDATION,COMPETITION,2015-07-22,2016-08-04,2016-10-06,32015D1516,TFEU_91,1,QMV,ITRE,8,1457,0,0,1,,20,b0d1dcceb4b812688b6a814c751b,2025-07-24
ACT_2016_1517,REGULATION,TRANSPORT,2016-06-02,2018-08-21,2018-11-22,32016R1517,TFEU_173,1,UNANIMITY,EMPL,6,1155,1,0,0,,35,9df9bae133c3240026432e968574,2024-07-17
ACT_2017_1518,DIRECTIVE,DATA_GOV,2017-12-03,2019-05-28,2019-07-01,32017L1518,TFEU_77,1,SIMPLE_MAJORITY,LIBE,4,680,1,0,0,2022-01-12,37,0ff977c035d7466e28fc27649646,2024-06-29
ACT_2018_1519,DECISION,FINANCE,2018-03-28,2019-11-13,2020-02-11,32018D1519,TFEU_83,0,QMV,AGRI,9,3919,1,0,0,,89,c6d125c136a6eb8e746c1799c28c,2025-06-09
ACT_2019_1520,RECOMMENDATION,SPACE,2019-01-14,2021-07-15,2021-11-07,32019D1520,TFEU_352,0,UNANIMITY,AFET,2,621,1,0,0,,24,4671e74d0337ede2ca314f7e1f0f,2025-03-26
ACT_2020_1521,REGULATION,AGRICULTURE,2020-10-13,2021-05-12,2021-07-15,32020R1521,TFEU_114,1,SIMPLE_MAJORITY,ECON,3,716,1,0,0,,35,f05cc817e1e6e99a0f3ed58457db,2025-05-24
ACT_2021_1522,DIRECTIVE,DIGITAL,2021-03-25,2021-08-27,2021-10-08,32021L1522,TFEU_192,1,QMV,CULT,0,4197,0,0,0,2023-11-01,43,d65e5845a860d157d5a338582579,2024-06-25
ACT_2022_1523,DECISION,MIGRATION,2022-08-20,2023-09-21,2023-12-26,32022D1523,TFEU_153,0,UNANIMITY,ENVI,7,3044,0,0,0,,37,0c490f0f6bde15b68e2eed90c0ef,2024-09-18
ACT_2023_1524,RECOMMENDATION,CLIMATE,2023-07-28,2024-02-27,2024-05-04,32023D1524,TFEU_207,0,SIMPLE_MAJORITY,JURI,9,497,1,0,1,,3,1d1aa8b164bfdbcf4cb0488847a0,2024-04-13
ACT_2024_1525,REGULATION,SECURITY,2024-07-10,2026-02-25,2026-02-25,32024R1525,TFEU_168,1,QMV,IMCO,12,622,1,0,1,,26,7a10bbd1a8976d12e33000c200e5,2024-06-12
ACT_2025_1526,DIRECTIVE,ENERGY,2025-12-16,2026-02-25,2026-02-25,32025L1526,TFEU_91,1,UNANIMITY,TRAN,6,2088,1,0,0,2028-09-14,51,65a1049ee52ad8345113f6f15670,2024-09-21
ACT_2012_1527,DECISION,CONSUMER,2012-02-04,2013-06-07,2013-08-06,32012D1527,TFEU_173,0,SIMPLE_MAJORITY,BUDG,3,1408,1,0,0,,44,41a7d22a94469bad6e341fc2fffc,2025-04-24
ACT_2013_1528,RECOMMENDATION,HEALTH,2013-01-18,2015-04-03,2015-07-31,32013D1528,TFEU_77,0,QMV,ITRE,10,3660,1,0,1,,7,b9ab3461f6b047a7622de15a4d73,2024-05-02
ACT_2014_1529,REGULATION,COMPETITION,2014-12-05,2016-02-27,2016-06-09,32014R1529,TFEU_83,1,UNANIMITY,EMPL,12,3763,1,0,1,,1,3355cb86984190fc2b49b6ded0d0,2024-06-18
ACT_2015_1530,DIRECTIVE,TRANSPORT,2015-08-10,2016-11-06,2016-12-18,32015L1530,TFEU_352,1,SIMPLE_MAJORITY,LIBE,5,2336,1,0,0,2019-01-30,14,710b3f98e5c0dea56a2f1a2fffd2,2025-06-03
ACT_2016_1531,DECISION,DATA_GOV,2016-07-26,2018-11-04,2019-01-18,32016D1531,TFEU_114,1,QMV,AGRI,6,3852,1,0,1,,22,be8173d9f8a5bd6b0e755b574e45,2025-12-12
ACT_2017_1532,RECOMMENDATION,FINANCE,2017-10-24,2018-07-25,2018-09-04,32017D1532,TFEU_192,0,UNANIMITY,AFET,1,4063,1,0,0,,13,ed45336524dca987773aaf46777f,2024-01-15
ACT_2018_1533,REGULATION,SPACE,2018-09-25,2019-01-17,2019-05-05,32018R1533,TFEU_153,1,SIMPLE_MAJORITY,ECON,10,2140,0,1,0,,10,ce3af455a73a60bdd4e060230dbc,2024-06-29
ACT_2019_1534,DIRECTIVE,AGRICULTURE,2019-07-11,2019-11-16,2020-02-15,32019L1534,TFEU_207,1,QMV,CULT,6,3429,1,1,1,2021-06-02,40,1abe3bb22f460f42096dbc82b5a0,2025-04-13
ACT_2020_1535,DECISION,DIGITAL,2020-07-10,2022-09-09,2022-12-10,32020D1535,TFEU_168,0,UNANIMITY,ENVI,12,3970,0,0,1,,88,b01aa970f661027f87689e20d180,2024-04-06
ACT_2021_1536,RECOMMENDATION,MIGRATION,2021-11-20,2023-03-20,2023-06-25,32021D1536,TFEU_91,0,SIMPLE_MAJORITY,JURI,6,2143,1,0,0,,2,0dd97c5b3a9636015f89d180ec38,2026-02-06
ACT_2022_1537,REGULATION,CLIMATE,2022-12-10,2024-10-15,2024-11-15,32022R1537,TFEU_173,0,QMV,IMCO,5,841,0,0,0,,24,4b88b29a7dd9d4f33f676cb72e64,2026-01-01
ACT_2023_1538,DIRECTIVE,SECURITY,2023-10-27,2024-05-12,2024-06-17,32023L1538,TFEU_77,1,UNANIMITY,TRAN,4,629,1,0,1,2026-02-25,88,11b296c948371fe70b39a639b790,2024-06-27
ACT_2024_1539,DECISION,ENERGY,2024-10-02,2026-02-25,2026-02-25,32024D1539,TFEU_83,0,SIMPLE_MAJORITY,BUDG,10,2178,0,0,0,,105,314b8ba3bdce30ebaed9d0b9636e,2025-01-17
ACT_2025_1540,RECOMMENDATION,CONSUMER,2025-09-21,2026-02-25,2026-02-25,32025D1540,TFEU_352,0,QMV,ITRE,7,1976,0,0,0,,1,7aaf30ed8bbee5a23e885c5601bb,2024-06-25
ACT_2012_1541,REGULATION,HEALTH,2012-08-12,2014-03-07,2014-04-09,32012R1541,TFEU_114,1,UNANIMITY,EMPL,12,769,1,0,0,,13,871a5411b852df682c1f5298bde1,2026-01-06
ACT_2013_1542,DIRECTIVE,COMPETITION,2013-11-25,2014-12-19,2015-04-09,32013L1542,TFEU_192,0,SIMPLE_MAJORITY,LIBE,10,923,1,0,0,2017-01-16,79,709f780b021c99b8904a99eee02a,2024-07-16
ACT_2014_1543,DECISION,TRANSPORT,2014-09-15,2015-02-05,2015-05-04,32014D1543,TFEU_153,0,QMV,AGRI,8,3554,0,0,0,,109,d749f54c1cae9c210116e0311a7d,2024-11-07
ACT_2015_1544,RECOMMENDATION,DATA_GOV,2015-06-09,2016-11-23,2017-01-31,32015D1544,TFEU_207,0,UNANIMITY,AFET,2,721,1,0,0,,10,f50ad13b4cd85630d9e01667fd14,2025-10-19
ACT_2016_1545,REGULATION,FINANCE,2016-11-25,2017-03-15,2017-04-17,32016R1545,TFEU_168,1,SIMPLE_MAJORITY,ECON,7,3133,1,0,0,,21,0dc9fd3204ae76db2515700bf1e9,2024-04-01
ACT_2017_1546,DIRECTIVE,SPACE,2017-06-21,2017-10-26,2017-11-07,32017L1546,TFEU_91,1,QMV,CULT,0,3786,0,0,0,2019-02-27,74,d9cb9988a8effc13dc2f59b9338c,2025-01-13
ACT_2018_1547,DECISION,AGRICULTURE,2018-02-18,2020-09-04,2020-12-09,32018D1547,TFEU_173,0,UNANIMITY,ENVI,11,1536,1,0,0,,100,a947fa7c201d9cdc5156e677c578,2026-02-10
ACT_2019_1548,RECOMMENDATION,DIGITAL,2019-04-26,2020-05-28,2020-08-17,32019D1548,TFEU_77,0,SIMPLE_MAJORITY,JURI,11,3309,1,0,1,,4,bcd96fb02780f5f66bd6519c09fa,2025-04-23
ACT_2020_1549,REGULATION,MIGRATION,2020-10-12,2021-03-25,2021-05-24,32020R1549,TFEU_83,1,QMV,IMCO,7,3221,1,0,0,,9,a484adf555de7c6f95022fe3ec4c,2025-10-04
ACT_2021_1550,DIRECTIVE,CLIMATE,2021-10-03,2024-04-30,2024-05-21,32021L1550,TFEU_352,1,UNANIMITY,TRAN,12,426,1,0,0,2025-07-05,47,4783bf45d189687efb07c5f2cbb3,2024-05-06
ACT_2022_1551,DECISION,SECURITY,2022-02-08,2024-01-12,2024-04-21,32022D1551,TFEU_114,0,SIMPLE_MAJORITY,BUDG,12,3472,1,0,0,,82,e760fc4832d7488148d459f8f90b,2025-01-26
ACT_2023_1552,RECOMMENDATION,ENERGY,2023-01-14,2024-10-31,2025-02-02,32023D1552,TFEU_192,1,QMV,ITRE,9,14,1,0,1,,16,e4d0930acad2e751134042b7d884,2024-01-07
ACT_2024_1553,REGULATION,CONSUMER,2024-03-14,2024-07-14,2024-08-03,32024R1553,TFEU_153,1,UNANIMITY,EMPL,4,3467,1,0,1,,18,37362bffa75239d62a9b90cd9a41,2024-04-01
ACT_2025_1554,DIRECTIVE,HEALTH,2025-03-28,2026-02-25,2026-02-25,32025L1554,TFEU_207,1,SIMPLE_MAJORITY,LIBE,6,1093,1,0,0,2027-03-06,43,395fd503c2dd92aa6d6dea96af19,2025-12-08
ACT_2012_1555,DECISION,COMPETITION,2012-11-01,2014-01-09,2014-05-09,32012D1555,TFEU_168,0,QMV,AGRI,0,3913,1,1,0,,73,a1fe6324139e7af99e7659f1af13,2025-04-06
ACT_2013_1556,RECOMMENDATION,TRANSPORT,2013-12-04,2016-04-26,2016-06-05,32013D1556,TFEU_91,0,UNANIMITY,AFET,6,3682,1,0,1,,1,38453843e826cde76475561dc4e1,2024-06-25
ACT_2014_1557,REGULATION,DATA_GOV,2014-01-25,2015-10-04,2015-11-07,32014R1557,TFEU_173,1,SIMPLE_MAJORITY,ECON,8,848,1,0,1,,6,16a8386ee88e679effec46e1bb71,2025-06-21
ACT_2015_1558,DIRECTIVE,FINANCE,2015-10-12,2017-02-27,2017-05-16,32015L1558,TFEU_77,1,QMV,CULT,5,2864,1,0,0,2019-01-23,22,59eb702228f2af60f731f5db8ce2,2024-01-25
ACT_2016_1559,DECISION,SPACE,2016-02-27,2017-07-09,2017-10-16,32016D1559,TFEU_83,1,UNANIMITY,ENVI,9,1401,1,0,0,,94,0d7b0c93e2ad2ec4775a87420254,2025-09-06
ACT_2017_1560,RECOMMENDATION,AGRICULTURE,2017-08-02,2019-10-25,2020-01-18,32017D1560,TFEU_352,0,SIMPLE_MAJORITY,JURI,11,4079,1,1,0,,28,c7f7e934cd0a26947fe4356d6464,2024-02-02
ACT_2018_1561,REGULATION,DIGITAL,2018-03-17,2020-01-28,2020-03-20,32018R1561,TFEU_114,1,QMV,IMCO,4,2179,0,0,0,,3,fdb715c9c275a86ca669c15380e5,2025-03-30
ACT_2019_1562,DIRECTIVE,MIGRATION,2019-12-24,2020-04-15,2020-05-05,32019L1562,TFEU_192,1,UNANIMITY,TRAN,4,3057,1,0,0,2022-09-09,114,88fb9f2640f6b14f2f57e504a15f,2024-05-31
ACT_2020_1563,DECISION,CLIMATE,2020-09-07,2022-02-01,2022-05-14,32020D1563,TFEU_153,0,SIMPLE_MAJORITY,BUDG,5,3656,1,0,0,,51,7674c9d46f867b20acd1d3a7fce3,2025-10-28
ACT_2021_1564,RECOMMENDATION,SECURITY,2021-07-07,2023-03-08,2023-05-23,32021D1564,TFEU_207,0,QMV,ITRE,9,572,1,1,1,,8,78e6cf05f2e824da240470c52819,2024-08-19
ACT_2022_1565,REGULATION,ENERGY,2022-02-08,2023-05-09,2023-07-12,32022R1565,TFEU_168,0,UNANIMITY,EMPL,2,3873,1,0,1,,35,11f50dbd125301eaeaca79f2376d,2025-05-08
ACT_2023_1566,DIRECTIVE,CONSUMER,2023-08-13,2024-03-02,2024-05-06,32023L1566,TFEU_91,0,SIMPLE_MAJORITY,LIBE,10,3915,1,0,0,2026-07-01,112,cbc732c39bd4676a4a7d2da8f0ff,2024-08-17
ACT_2024_1567,DECISION,HEALTH,2024-10-02,2026-02-25,2026-02-25,32024D1567,TFEU_173,0,QMV,AGRI,11,3785,1,1,1,,37,1aa127de2b6d209d010eeddd3a42,2025-10-17
ACT_2025_1568,RECOMMENDATION,COMPETITION,2025-01-06,2025-08-27,2025-11-03,32025D1568,TFEU_77,0,UNANIMITY,AFET,12,794,0,0,0,,26,7577b651848fa37c11a58b5702cd,2025-12-04
