trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_km_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_km_traveled,trans_transit_farebox_revenue_inr,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2021-05-03,IN-DELHI-DMRC,R1117,FERRY,304,286,76.79,10.09,40796,40104,1.094,1435.9,85.4,1265.1,840073,4.16,66,83.38,2.84,2
2021-09-29,IN-DELHI-DMRC,R6933,SUBURBAN_RAIL,234,218,72.31,2.0,272979,261889,1.301,1375.6,51.55,1242.8,3822615,2.61,80,70.48,3.58,19
2024-02-08,IN-DELHI-DTC,R7419,SUBURBAN_RAIL,54,53,69.51,7.82,22317,21159,0.875,879.8,45.99,834.7,470155,2.04,158,81.74,4.52,4
2019-05-12,IN-MUMBAI-BEST,R5872,FERRY,97,77,98.94,5.52,5305,5148,0.974,1018.2,54.03,875.9,83486,0.0,212,68.07,2.41,1
2024-12-10,IN-MUMBAI-BEST,R2843,METRO,388,384,85.93,11.62,258661,246942,1.063,4633.1,335.48,4115.0,3208293,3.78,92,52.45,0.86,7
2020-07-17,IN-PUNE-PMPML,R5285,SUBURBAN_RAIL,303,288,79.61,4.33,183838,183365,1.247,2582.1,140.74,2429.1,3065347,0.94,243,68.14,2.78,7
2024-06-22,IN-KOL-CTC,R6907,BRT,233,218,70.99,13.84,68927,65156,1.804,2809.2,108.11,2752.2,1322347,1.36,28,71.62,4.83,2
2021-03-11,IN-HYD-TSRTC,R4745,METRO,271,265,89.25,4.99,330164,320327,0.652,6318.2,382.81,5705.2,7364855,2.38,111,70.75,4.52,20
2022-09-24,IN-HYD-TSRTC,R4766,BUS,198,180,92.96,13.92,80561,75392,1.193,2661.0,209.64,2543.5,1221571,3.15,49,78.6,3.47,4
2021-04-17,IN-HYD-TSRTC,R9970,BRT,284,265,90.06,8.49,114865,116941,1.34,3154.9,147.47,2746.4,1641417,3.53,190,50.33,2.66,4
2022-11-15,IN-DELHI-DTC,R0541,SUBURBAN_RAIL,62,53,69.26,16.4,20221,19507,1.587,1169.3,83.16,1046.4,323492,1.42,44,85.05,3.35,3
2021-09-27,IN-DELHI-DMRC,R6160,BRT,99,98,73.21,23.02,26149,25102,0.722,641.7,25.84,612.7,542607,3.16,125,81.57,3.89,2
2024-09-15,IN-DELHI-DMRC,R5515,METRO,400,385,82.21,18.82,454275,427397,1.307,5703.5,207.82,5190.7,6183428,1.74,106,74.46,0.0,10
2025-09-01,IN-HYD-TSRTC,R2365,SUBURBAN_RAIL,166,149,79.91,3.54,127609,128947,0.945,4015.5,155.07,3885.7,1328133,1.39,136,75.64,3.48,6
2021-03-19,IN-KOL-CTC,R2740,TRAM,385,362,75.72,10.47,152479,153024,0.965,8791.6,387.38,8093.6,2771578,2.91,66,75.51,2.91,8
2023-04-08,IN-MUMBAI-MMRDA,R5812,SUBURBAN_RAIL,315,308,83.64,15.07,133183,130505,0.366,3968.1,211.55,3813.2,1601884,3.41,42,80.38,3.65,6
2024-08-20,IN-CHN-MTC,R0648,BUS,174,167,84.75,17.84,10454,9797,0.995,1430.5,80.46,1270.5,174568,3.09,156,100.0,1.0,2
2024-01-30,IN-AHM-AMTS,R5349,TRAM,190,182,89.73,19.1,107354,107206,1.231,2188.1,125.27,1991.2,1291485,1.74,239,48.57,1.03,2
2023-08-10,IN-PUNE-PMPML,R2718,BUS,346,324,61.93,7.35,113328,112093,0.733,4151.9,173.63,3744.6,1927758,4.45,9,100.0,5.95,6
2021-08-09,IN-KOL-CTC,R5692,BRT,387,371,63.93,6.01,23925,22173,0.695,8971.0,407.46,8873.3,460662,3.95,66,96.93,2.36,1
2020-04-14,IN-DELHI-DTC,R3375,BUS,223,209,89.25,10.95,114532,117028,2.166,3008.6,149.18,2759.0,964387,3.14,131,81.02,3.37,4
2022-04-15,IN-PUNE-PMPML,R9153,TRAM,380,359,78.34,15.5,160993,159250,1.27,9611.8,508.79,8368.4,3500828,2.17,185,70.89,5.06,5
2020-01-02,IN-HYD-TSRTC,R6406,BRT,222,203,70.75,3.97,123236,116605,0.242,1566.5,57.87,1448.0,1604336,2.57,151,78.72,0.86,5
2024-03-07,IN-CHN-MTC,R3928,SUBURBAN_RAIL,181,159,86.77,7.99,100585,96650,0.345,3512.8,134.73,3237.6,1689604,0.12,153,90.19,2.86,3
2020-04-14,IN-PUNE-PMPML,R6140,METRO,84,81,98.68,10.22,80251,76047,0.943,719.7,26.66,615.7,1919828,2.29,80,86.12,2.49,7
2024-07-16,IN-KOL-CTC,R7380,BUS,241,222,65.72,13.23,185233,184785,1.494,3465.5,201.43,2950.1,3092943,1.67,86,75.96,2.68,11
2025-04-29,IN-HYD-TSRTC,R6471,BRT,304,291,80.84,19.35,25430,25129,1.34,6453.3,393.89,5834.8,417290,0.81,152,86.85,5.83,2
2025-03-08,IN-KOL-CTC,R7372,BRT,360,352,83.05,25.24,174765,163269,0.37,3368.4,147.02,3285.6,2316732,1.57,51,59.55,2.32,4
2020-07-28,IN-MUMBAI-BEST,R3214,METRO,308,302,66.95,7.36,196263,187494,1.627,8401.5,301.09,8146.5,4432418,0.5,142,89.5,1.46,9
2021-10-21,IN-HYD-TSRTC,R8556,BRT,239,234,94.72,14.05,147677,148958,1.113,5750.0,246.04,5657.4,1710863,3.33,237,83.47,2.34,6
2020-05-13,IN-MUMBAI-MMRDA,R0504,METRO,209,195,71.0,7.93,288163,293417,1.62,4782.2,369.86,4450.7,5361630,1.34,164,85.58,3.44,11
2022-09-20,IN-MUMBAI-MMRDA,R8057,SUBURBAN_RAIL,76,59,71.88,14.81,13238,12544,1.357,1144.7,76.07,1022.4,307785,1.04,117,53.98,1.23,3
2021-04-18,IN-BLR-BMTC,R5286,METRO,339,336,68.83,20.55,558883,518863,0.804,8581.1,704.24,8167.2,8681460,0.69,7,58.02,4.75,16
2021-03-22,IN-MUMBAI-MMRDA,R0967,BRT,163,161,62.15,11.96,60514,57483,0.608,3733.4,169.4,3190.1,888884,3.41,251,78.49,2.56,2
2023-05-24,IN-CHN-MTC,R3433,SUBURBAN_RAIL,133,128,80.72,18.39,19418,19562,1.991,1924.3,101.87,1637.9,212479,2.95,81,84.05,0.24,2
2024-02-11,IN-AHM-AMTS,R5534,BRT,116,95,83.78,9.13,42950,39912,1.097,1372.9,63.38,1286.9,416998,3.3,181,84.33,0.46,4
2019-04-30,IN-DELHI-DTC,R5896,FERRY,274,261,95.1,9.15,4117,3958,0.7,3162.4,165.61,3048.8,48534,4.57,12,70.05,3.67,1
2020-03-03,IN-MUMBAI-MMRDA,R8874,SUBURBAN_RAIL,20,0,64.97,17.2,17546,16386,0.952,0.0,0.0,0.0,252513,2.61,60,58.94,4.7,2
2019-12-08,IN-DELHI-DMRC,R5125,BRT,116,110,84.3,13.87,53420,51169,0.736,1485.2,79.08,1377.3,565137,2.02,118,69.79,5.19,3
2022-06-06,IN-DELHI-DMRC,R8597,BRT,154,139,84.37,13.19,99200,94257,0.327,1084.7,56.34,1004.6,1486128,4.9,138,72.01,0.0,2
2019-04-10,IN-HYD-TSRTC,R9352,TRAM,33,15,81.65,9.53,6031,6002,0.975,223.4,13.37,192.7,80156,1.01,208,84.66,3.35,1
2021-06-30,IN-MUMBAI-BEST,R2063,METRO,88,75,93.42,15.67,103320,98484,1.238,1507.1,80.05,1297.4,1333492,3.43,6,76.86,6.59,5
2024-01-05,IN-DELHI-DTC,R8510,BRT,219,209,74.39,15.32,43945,42619,0.417,1993.9,106.62,1757.8,664058,3.12,161,56.06,3.59,3
2025-04-07,IN-CHN-MTC,R0828,TRAM,405,400,83.54,14.05,136193,137165,0.647,5239.4,197.83,5043.7,1631826,1.97,257,85.53,5.72,2
2023-01-16,IN-MUMBAI-MMRDA,R4361,METRO,171,158,98.67,6.61,126748,119372,0.605,2810.7,119.73,2598.9,2679268,1.35,220,81.6,1.91,5
2021-04-20,IN-AHM-AMTS,R1796,FERRY,184,178,78.62,10.81,11606,11066,0.872,1774.8,124.91,1555.7,255937,5.71,259,77.21,2.27,2
2022-05-02,IN-MUMBAI-BEST,R1386,SUBURBAN_RAIL,188,174,77.16,13.18,197348,182876,1.119,1916.0,71.03,1739.8,4252415,2.25,141,85.83,0.98,4
2023-05-27,IN-MUMBAI-BEST,R5224,BRT,181,169,88.18,6.59,48211,49171,1.232,1069.7,83.99,979.8,1087890,3.53,192,70.81,1.28,4
2019-06-07,IN-AHM-AMTS,R3796,METRO,266,244,88.65,5.26,205576,196619,1.0,6654.1,496.13,6456.6,2549626,3.44,232,79.72,2.63,4
2021-07-02,IN-BLR-BMTC,R2756,BRT,378,366,89.74,4.71,161450,154902,0.603,5971.1,324.57,5460.6,1754714,0.6,123,64.03,3.35,4
2020-09-30,IN-HYD-TSRTC,R5914,TRAM,50,36,75.87,15.41,2606,2601,0.654,684.4,31.08,668.0,53386,3.9,233,94.01,4.0,3
2022-10-23,IN-PUNE-PMPML,R0598,BUS,58,45,91.93,9.27,16494,15728,1.354,797.9,39.52,697.7,379643,3.0,7,53.3,4.19,2
2021-05-08,IN-MUMBAI-BEST,R6043,BRT,107,93,81.1,16.58,58026,57824,0.93,1298.4,78.35,1116.9,685744,3.88,179,70.71,1.08,3
2026-01-18,IN-BLR-BMTC,R2833,TRAM,82,81,79.51,4.36,40155,38071,1.25,924.6,48.99,810.8,596096,2.98,221,98.92,2.47,1
2023-08-16,IN-PUNE-PMPML,R5680,FERRY,215,200,61.74,15.23,37248,34763,0.89,2591.8,141.05,2452.1,425333,1.38,91,70.7,3.19,2
2022-04-29,IN-MUMBAI-BEST,R1736,SUBURBAN_RAIL,385,371,85.73,7.48,115178,106490,1.009,2674.2,113.89,2485.6,1197959,2.03,230,100.0,3.04,4
2021-03-18,IN-MUMBAI-MMRDA,R6304,BUS,72,71,81.01,22.04,43696,43279,0.533,1941.5,138.2,1798.9,982831,2.44,37,68.19,3.14,4
2020-10-24,IN-BLR-BMTC,R2967,METRO,403,387,85.33,11.29,706813,669365,0.675,9618.2,643.61,9495.6,9992672,1.06,58,81.2,2.86,33
2019-07-28,IN-CHN-MTC,R5966,METRO,400,377,86.45,16.01,600828,575312,0.714,7538.4,270.17,7140.1,9115589,1.8,240,65.66,0.0,37
2025-06-15,IN-MUMBAI-MMRDA,R8518,SUBURBAN_RAIL,44,21,76.83,7.91,24231,24516,0.935,477.3,30.57,407.6,275260,0.0,68,63.96,6.28,2
2021-11-19,IN-CHN-MTC,R0698,BUS,97,90,77.63,10.54,22385,21780,1.957,2079.9,139.29,1986.4,274566,2.94,138,95.23,5.3,3
2024-12-04,IN-PUNE-PMPML,R8527,TRAM,280,270,81.9,3.29,154697,159002,1.184,5619.4,310.02,5428.9,3636476,2.21,90,82.64,4.34,13
2020-04-22,IN-MUMBAI-BEST,R8746,BRT,410,407,79.44,4.65,122495,125871,0.746,9300.1,445.19,8867.2,1140907,1.69,89,59.11,0.81,9
2021-02-26,IN-CHN-MTC,R6860,METRO,133,126,77.25,18.47,193047,197593,0.926,2213.5,92.28,2034.8,2542305,0.49,50,84.43,4.59,9
2024-12-12,IN-KOL-CTC,R7039,BUS,207,187,81.7,12.53,157740,147282,0.727,2570.9,178.47,2247.4,1935970,3.63,154,66.01,4.36,5
2025-01-08,IN-CHN-MTC,R1262,TRAM,154,140,92.51,6.75,92544,94946,1.363,2384.2,140.31,2166.6,962902,1.5,241,76.78,1.03,5
2022-05-22,IN-HYD-TSRTC,R4551,SUBURBAN_RAIL,111,94,59.68,12.6,111722,114980,1.108,1690.8,62.85,1657.0,919699,3.77,27,82.14,2.28,7
2022-01-24,IN-KOL-CTC,R0958,METRO,147,128,77.73,14.72,246547,253939,0.694,655.0,24.24,605.4,4062766,3.17,156,83.34,7.47,16
2025-08-28,IN-MUMBAI-BEST,R0111,FERRY,301,282,76.88,2.08,51233,48788,0.38,1688.8,75.85,1559.2,1090993,6.21,40,78.09,2.94,3
2022-03-19,IN-KOL-CTC,R5328,SUBURBAN_RAIL,120,98,80.91,7.43,88717,88699,1.559,2525.9,142.69,2367.2,749680,0.11,143,90.38,3.96,5
2021-02-09,IN-MUMBAI-BEST,R8489,METRO,393,389,84.24,4.9,109502,105972,1.53,4634.7,177.03,4406.4,939581,0.87,117,98.66,0.64,9
2024-01-19,IN-HYD-TSRTC,R0648,FERRY,115,111,99.9,17.94,23737,22544,0.682,856.4,44.0,760.1,466633,1.87,109,84.36,2.98,3
2022-01-29,IN-KOL-CTC,R5667,FERRY,270,264,82.62,4.57,14086,13456,0.64,6397.4,304.48,6020.3,127212,1.66,91,98.04,1.63,2
2019-04-03,IN-DELHI-DTC,R6058,SUBURBAN_RAIL,284,270,81.23,11.16,230833,215016,1.238,1901.8,105.79,1863.8,2393138,2.36,0,81.55,5.61,7
2025-03-10,IN-MUMBAI-BEST,R1809,SUBURBAN_RAIL,133,124,75.21,6.83,126546,120221,1.077,3381.2,201.72,2897.8,2632502,2.02,71,98.45,3.3,9
2022-07-30,IN-HYD-TSRTC,R7196,BUS,254,250,79.07,6.63,191397,178083,0.722,6899.0,355.42,6398.8,3596873,1.73,122,76.98,3.81,5
2024-07-17,IN-DELHI-DMRC,R1136,METRO,232,229,79.67,19.25,196107,181705,1.407,4114.1,180.09,3955.3,4108979,4.54,175,89.03,6.09,5
2025-03-10,IN-KOL-CTC,R3218,TRAM,339,320,92.25,8.63,192673,183160,0.993,5193.4,188.81,5029.4,2175131,2.98,42,86.84,0.73,6
2023-06-13,IN-BLR-BMTC,R4259,SUBURBAN_RAIL,207,192,80.41,12.31,39205,38404,1.164,2896.9,222.82,2611.9,344105,4.71,161,78.23,5.98,2
2019-07-18,IN-PUNE-PMPML,R0311,TRAM,332,325,92.74,16.49,217782,207728,1.099,3086.5,111.91,2974.0,2527139,3.2,170,89.58,4.89,4
2025-08-30,IN-HYD-TSRTC,R4095,BUS,311,290,80.55,10.57,114100,114470,0.836,5428.1,300.88,5296.6,2559625,4.78,162,68.97,4.61,5
2022-11-02,IN-MUMBAI-BEST,R3774,SUBURBAN_RAIL,279,255,94.5,9.99,199066,190498,0.816,6241.8,487.19,6145.9,3464176,3.6,111,64.06,4.47,5
2022-08-02,IN-DELHI-DTC,R2428,BUS,146,141,74.72,10.3,30607,30263,1.03,2526.5,102.47,2167.8,544740,4.41,66,61.67,5.35,1
2021-10-02,IN-KOL-CTC,R3273,BUS,232,217,69.54,17.37,144126,137309,0.909,4266.8,206.69,4071.7,1702033,3.36,38,67.27,4.08,3
2022-01-24,IN-MUMBAI-BEST,R8204,FERRY,196,189,80.68,7.12,5757,5911,1.276,2936.8,126.19,2620.5,119050,3.02,114,66.59,2.3,0
2020-12-28,IN-DELHI-DTC,R1946,TRAM,142,126,82.63,14.66,99131,99535,1.411,985.9,46.95,865.9,2151041,3.14,224,72.35,3.66,4
2020-01-01,IN-HYD-TSRTC,R0854,TRAM,192,183,72.44,9.56,136805,138677,0.88,1223.1,58.68,1167.3,2775287,3.03,238,67.14,6.66,3
2019-10-24,IN-CHN-MTC,R6676,FERRY,408,402,80.14,18.05,75088,76702,0.867,4244.1,178.21,3648.4,647947,2.76,21,100.0,1.78,2
2022-05-14,IN-AHM-AMTS,R7596,BRT,44,21,84.92,2.09,12918,12567,1.438,584.2,33.95,550.3,279013,1.49,95,78.31,6.05,1
2020-10-17,IN-MUMBAI-BEST,R8303,METRO,402,384,75.13,11.52,602529,608822,0.793,5766.6,314.47,5232.5,6202643,3.71,89,87.62,3.72,16
2020-04-07,IN-MUMBAI-MMRDA,R5116,TRAM,226,225,66.11,17.64,106439,105925,0.966,2441.4,118.89,2203.9,1140116,3.6,201,80.84,1.77,2
2022-05-16,IN-HYD-TSRTC,R9295,FERRY,356,335,80.23,9.67,55164,53641,0.907,4561.0,227.38,3947.4,685158,2.18,249,66.63,4.26,2
2020-12-23,IN-DELHI-DMRC,R6674,METRO,290,272,74.75,2.0,151949,151138,1.119,2180.2,156.48,1855.2,1715528,1.73,235,90.96,1.81,7
2021-04-27,IN-HYD-TSRTC,R8932,TRAM,87,80,86.55,15.78,37698,35902,1.073,1352.5,56.38,1230.0,450562,0.07,17,81.66,3.52,4
2020-07-25,IN-BLR-BMTC,R0902,TRAM,292,272,96.46,19.94,156658,148196,1.3,7394.0,295.26,6479.8,2720769,2.17,178,62.14,3.96,3
2023-05-08,IN-AHM-AMTS,R8029,SUBURBAN_RAIL,17,3,59.6,16.46,10640,10297,0.934,55.2,2.16,53.4,171336,3.5,82,80.49,4.34,2
2022-10-14,IN-PUNE-PMPML,R9107,BUS,193,169,75.72,5.07,116090,108576,1.279,2114.5,150.64,2081.1,981003,2.84,15,71.27,1.81,1
2021-02-12,IN-AHM-AMTS,R8616,BRT,167,148,90.17,17.1,64263,59601,0.914,2346.5,130.26,2218.4,648692,2.54,68,74.0,1.76,4
2023-05-10,IN-AHM-AMTS,R9355,FERRY,54,53,92.29,11.14,9971,9522,0.702,546.2,43.22,508.7,237607,3.34,81,79.94,3.24,1
2019-03-14,IN-PUNE-PMPML,R9982,FERRY,415,392,77.06,17.87,19741,19287,0.73,2086.9,115.89,2013.0,243353,2.02,195,80.03,3.49,1
2022-12-03,IN-MUMBAI-BEST,R6584,SUBURBAN_RAIL,143,132,96.1,16.46,67955,62957,0.907,1145.0,55.92,1114.1,1536102,0.0,243,83.63,2.2,4
2019-08-02,IN-BLR-BMTC,R7361,BRT,301,291,88.59,22.48,123853,121075,0.985,7676.2,376.29,6735.5,2476289,2.06,18,70.37,2.1,5
2020-11-07,IN-AHM-AMTS,R3911,BUS,195,173,75.54,4.98,76624,71350,0.98,986.9,36.8,847.5,1669429,1.84,200,79.61,1.29,2
2024-02-14,IN-DELHI-DMRC,R8658,METRO,36,29,76.23,7.52,29853,30235,1.047,691.2,55.54,651.7,436098,0.25,154,74.96,1.75,3
2021-03-19,IN-KOL-CTC,R7433,FERRY,39,17,79.69,14.97,3196,3263,0.852,268.3,10.11,265.5,67001,2.56,217,83.85,6.22,0
2019-04-16,IN-MUMBAI-MMRDA,R7132,FERRY,222,214,88.56,13.47,10246,10401,0.777,1438.6,54.52,1397.2,120412,3.84,249,88.08,5.2,0
2020-11-05,IN-CHN-MTC,R7630,FERRY,363,361,82.03,6.28,34591,32443,0.726,7698.2,503.39,6880.3,697453,3.36,76,83.53,3.01,3
2022-03-29,IN-CHN-MTC,R9595,BUS,223,207,81.88,12.24,101582,93793,1.168,5150.8,409.98,4749.5,1380790,3.0,49,50.37,5.03,4
2019-04-15,IN-MUMBAI-MMRDA,R5090,BUS,372,363,73.88,11.4,139746,138312,0.534,8400.4,436.85,7835.1,1721800,2.74,250,80.68,1.22,10
2022-12-19,IN-CHN-MTC,R4695,TRAM,107,107,86.58,9.83,55330,54124,1.091,1714.4,66.3,1632.8,1218915,1.43,35,84.31,3.5,2
2020-02-14,IN-HYD-TSRTC,R7328,SUBURBAN_RAIL,399,385,81.46,14.53,75500,70215,0.81,6720.7,476.89,6391.6,1219318,0.0,109,68.59,0.07,2
2020-11-05,IN-PUNE-PMPML,R9536,FERRY,197,183,98.82,14.58,32721,30165,0.424,1191.4,59.18,1116.1,402579,2.26,237,78.08,0.0,1
2023-12-21,IN-DELHI-DTC,R6645,SUBURBAN_RAIL,30,8,86.78,10.13,11868,11392,0.933,99.3,3.83,85.3,107833,2.4,196,80.69,3.2,1
2020-05-29,IN-BLR-BMTC,R9709,METRO,326,305,87.46,17.5,444491,422265,1.117,3765.0,279.42,3282.7,6994937,1.82,160,89.48,2.17,20
2019-08-10,IN-DELHI-DTC,R4092,TRAM,81,71,82.55,10.21,51849,51745,1.181,927.2,74.79,845.8,821575,1.66,172,94.8,5.87,3
2024-07-17,IN-PUNE-PMPML,R1295,SUBURBAN_RAIL,122,98,86.72,18.52,76969,71050,0.971,2529.9,98.54,2188.1,1293485,4.55,188,75.37,0.64,3
2021-12-09,IN-BLR-BMTC,R6675,BUS,35,32,82.42,11.61,12731,12620,1.33,560.2,30.38,484.0,269475,0.51,249,71.34,1.99,2
2019-04-08,IN-KOL-CTC,R8608,BUS,309,291,86.65,8.38,132855,132996,1.275,5311.1,284.96,4700.7,1622131,0.0,248,97.51,6.32,6
2021-12-31,IN-DELHI-DTC,R5899,METRO,31,12,75.7,19.35,21452,21306,0.863,324.0,17.81,275.9,268759,2.77,257,77.6,4.41,2
2021-03-04,IN-PUNE-PMPML,R9776,BUS,69,67,87.55,8.89,39731,39316,1.189,1044.8,67.93,1026.9,398850,1.61,215,93.04,3.01,2
2021-09-30,IN-DELHI-DMRC,R0814,FERRY,391,386,78.77,17.12,16630,16189,1.31,9092.0,615.8,8166.5,260038,1.2,22,74.09,1.01,3
2025-02-17,IN-BLR-BMTC,R8995,SUBURBAN_RAIL,137,113,92.39,8.09,45884,47053,0.622,1912.8,130.21,1709.5,486741,3.58,1,92.66,3.29,3
2025-09-18,IN-BLR-BMTC,R8727,TRAM,165,147,98.65,28.58,25743,23869,0.814,1680.3,117.28,1483.6,474558,0.85,250,82.35,3.58,3
2025-08-15,IN-CHN-MTC,R3221,TRAM,285,271,68.37,12.92,57862,57323,0.857,4552.0,353.38,4454.9,821973,3.04,193,79.95,3.99,5
2019-03-15,IN-KOL-CTC,R5981,FERRY,393,393,90.25,8.71,9760,9704,0.787,3663.9,143.41,3339.6,149101,2.54,50,90.86,1.68,2
2019-12-22,IN-DELHI-DMRC,R8787,BUS,248,226,96.32,12.67,81823,82150,0.748,3762.1,178.61,3209.5,1782987,2.99,82,64.77,3.84,4
2019-06-18,IN-BLR-BMTC,R3814,METRO,365,342,93.11,6.68,477559,448131,0.972,3391.5,209.14,3089.1,7037221,4.19,48,52.86,1.05,11
2024-10-06,IN-AHM-AMTS,R4449,BUS,230,229,85.14,4.78,59554,58510,0.911,6281.0,281.34,6204.0,1035950,3.97,60,95.81,3.89,2
2022-12-14,IN-KOL-CTC,R8359,BRT,138,130,87.62,21.03,69959,66776,0.709,849.0,37.24,753.7,1624422,3.36,253,56.96,2.16,3
2024-11-15,IN-DELHI-DTC,R4973,METRO,69,59,80.85,18.18,70782,72021,1.057,458.3,20.7,439.3,1473983,1.68,27,79.76,0.73,2
2021-11-07,IN-MUMBAI-BEST,R4134,FERRY,237,232,78.97,5.54,19912,19173,1.041,4494.5,164.32,3876.9,468742,4.82,33,61.48,4.1,2
2024-05-18,IN-DELHI-DTC,R8785,SUBURBAN_RAIL,216,198,87.48,2.0,184866,174097,1.181,5132.2,251.86,4658.0,4397516,4.62,54,86.42,5.68,3
2024-11-01,IN-AHM-AMTS,R9156,BRT,195,183,70.21,13.47,81883,83643,1.146,3547.0,127.48,3333.5,1299753,1.95,202,85.85,5.44,3
2019-03-19,IN-PUNE-PMPML,R0063,METRO,256,234,99.9,12.69,98864,92435,0.633,3690.5,239.18,3400.0,1455257,0.29,37,66.3,0.0,2
2019-02-02,IN-PUNE-PMPML,R2034,SUBURBAN_RAIL,65,51,90.72,11.14,41872,41678,1.188,1409.1,72.93,1307.1,547522,2.92,95,92.05,0.97,2
2020-01-21,IN-CHN-MTC,R0875,SUBURBAN_RAIL,266,263,93.61,11.25,324219,320621,1.148,5678.9,221.04,4832.0,5904715,3.44,198,86.53,2.07,8
2019-10-25,IN-BLR-BMTC,R0816,FERRY,146,128,85.71,8.92,4704,4331,1.0,3333.0,134.05,3026.2,75925,0.84,112,80.47,2.3,1
2022-06-05,IN-HYD-TSRTC,R3988,FERRY,50,44,80.08,10.37,6330,5966,0.667,786.0,34.01,762.1,87146,0.88,253,88.41,3.33,2
2022-12-06,IN-HYD-TSRTC,R3887,TRAM,375,353,86.65,13.65,216168,219535,0.882,3872.2,186.84,3421.9,5036512,3.24,196,95.71,4.63,5
2024-10-12,IN-KOL-CTC,R6088,FERRY,180,165,81.22,17.08,6431,6480,0.948,4170.9,216.74,3899.6,148710,4.2,59,100.0,2.26,2
2022-10-09,IN-DELHI-DTC,R9543,METRO,376,362,88.73,7.28,380037,391233,1.177,6270.6,246.14,5725.1,7298142,2.23,165,77.03,3.57,7
2021-07-06,IN-KOL-CTC,R2127,METRO,354,341,86.56,2.0,410682,388653,1.078,8519.8,454.76,7814.2,3867370,0.0,233,75.64,3.42,7
2023-08-09,IN-MUMBAI-MMRDA,R7193,TRAM,203,188,82.34,3.0,59834,55644,1.222,3167.6,115.25,2868.5,1119741,0.02,223,69.0,1.5,3
2022-03-08,IN-MUMBAI-MMRDA,R5379,FERRY,412,407,65.92,12.25,8466,8658,0.786,10055.3,446.17,8682.7,110167,2.12,156,75.41,1.95,3
2025-04-09,IN-DELHI-DTC,R4557,TRAM,197,197,85.31,15.74,40358,37644,0.47,3320.4,143.56,3098.6,506879,0.53,38,63.91,9.06,3
2019-09-27,IN-BLR-BMTC,R8795,SUBURBAN_RAIL,226,205,88.78,7.35,273155,269646,1.478,3194.2,141.39,2908.9,5858406,1.07,197,86.27,4.63,7
2021-01-05,IN-DELHI-DMRC,R2581,TRAM,68,52,88.28,14.41,9098,9180,1.069,1212.7,62.84,1076.3,164636,4.29,203,75.36,3.74,0
2019-05-03,IN-MUMBAI-BEST,R9966,BRT,413,411,93.01,8.78,254222,250187,1.239,10945.0,527.0,9501.4,2447877,2.22,122,79.31,6.05,4
2020-05-30,IN-BLR-BMTC,R6957,METRO,127,121,68.26,20.59,140183,136819,0.928,2489.7,90.35,2256.1,3147151,2.77,173,73.21,4.22,3
2025-03-05,IN-KOL-CTC,R1944,BRT,311,290,69.79,16.54,218809,216752,0.917,8022.4,378.45,7757.3,5031278,0.0,56,81.22,7.21,10
2022-02-10,IN-PUNE-PMPML,R1092,METRO,368,360,78.75,12.77,354587,344787,1.272,9420.6,640.76,9176.6,3133013,2.09,140,80.03,1.99,22
2022-07-13,IN-KOL-CTC,R0020,FERRY,413,408,85.98,20.86,41611,39174,1.15,5433.5,246.7,5098.6,502230,3.45,149,86.49,5.37,2
2019-08-08,IN-CHN-MTC,R7449,BUS,419,415,76.16,17.67,110479,102884,0.763,5649.8,227.53,5488.1,1617257,0.84,49,81.78,0.36,5
2023-02-27,IN-MUMBAI-BEST,R6194,SUBURBAN_RAIL,307,305,81.69,10.06,366916,339840,0.802,7221.3,478.81,6297.6,4817551,5.49,235,86.33,5.3,20
2023-09-23,IN-MUMBAI-BEST,R6144,BUS,213,203,78.0,13.12,66566,63357,1.289,3440.2,125.6,3224.2,656939,5.18,245,80.36,0.58,2
2021-08-22,IN-BLR-BMTC,R5789,METRO,280,272,98.12,17.65,265734,266487,1.494,3390.9,160.91,3260.2,5348063,1.56,7,71.54,2.34,4
2021-10-22,IN-AHM-AMTS,R0830,SUBURBAN_RAIL,51,50,68.73,15.38,15820,15363,1.247,1240.3,51.86,1167.1,166360,4.11,147,76.3,0.0,2
2021-10-31,IN-DELHI-DMRC,R6459,BUS,75,68,87.14,11.91,31484,29172,1.064,521.3,19.64,513.6,614941,3.76,60,86.19,5.19,3
2022-03-16,IN-MUMBAI-MMRDA,R5245,FERRY,262,252,79.34,12.97,39605,39772,0.87,3166.9,135.37,2887.5,608892,0.97,6,77.62,3.59,1
2023-12-08,IN-DELHI-DMRC,R1081,FERRY,311,296,83.39,17.11,25840,25016,0.515,3945.9,237.9,3779.5,463449,0.93,197,64.82,1.92,2
2022-06-22,IN-AHM-AMTS,R1287,BRT,416,415,75.75,11.69,136812,140560,0.345,6739.1,250.28,6522.7,3110884,2.04,87,65.43,1.28,5
