edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2022,SK,LV96,PRIMARY,16.9,126.52,118.9,65.81,100.0,25.49,6.52,23.77,60,191,615,12281.37,1507125825.01,EURYDICE_EXPORT,RES_V3,2025-05-09
2023,BE,HR66,MIXED,9.71,96.93,97.95,36.66,79.44,49.46,17.25,70.57,353,142,533,12984.54,352803069.61,NATIONAL_EDU_MINISTRY,RES_V2,2024-02-26
2024,DK,DK8,UPPER_SECONDARY,18.3,130.08,100.48,41.78,95.07,79.04,7.84,17.8,181,203,747,10296.89,1264902631.48,SCHOOL_CENSUS,RES_V1,2025-07-07
2025,GR,RO623,LOWER_SECONDARY,20.35,115.43,79.27,136.78,95.49,64.17,16.41,79.07,135,251,13,14253.47,1291937197.42,RRF_MONITORING,RES_V3,2026-01-23
2006,LT,LU3,PRIMARY,18.83,113.92,96.92,51.36,42.05,48.99,11.13,29.8,23,202,690,12541.27,121368722.55,EURYDICE_EXPORT,RES_V2,2025-04-20
2007,PT,PL435,MIXED,17.17,116.87,74.6,23.12,31.91,29.14,3.23,66.07,173,10,428,8934.54,250253395.64,NATIONAL_EDU_MINISTRY,RES_V1,2024-08-23
2008,SE,ES780,UPPER_SECONDARY,12.72,114.78,69.16,58.97,75.92,66.61,5.72,91.12,112,129,511,11675.45,313726159.58,SCHOOL_CENSUS,RES_V3,2026-02-19
2009,CY,FI97,LOWER_SECONDARY,15.1,118.38,114.16,76.13,51.12,60.46,3.11,17.19,48,105,300,17310.92,391324863.32,RRF_MONITORING,RES_V2,2025-04-15
2010,FR,BE9,PRIMARY,17.41,81.12,84.17,53.7,62.43,52.98,14.07,47.55,231,49,42,8276.87,353254386.23,EURYDICE_EXPORT,RES_V1,2025-02-11
2011,IT,HR288,MIXED,14.01,99.32,78.55,84.78,36.59,38.95,13.69,32.69,193,177,861,4822.09,260647540.8,NATIONAL_EDU_MINISTRY,RES_V3,2025-09-28
2012,NL,BE2,UPPER_SECONDARY,19.29,109.27,89.93,118.23,55.56,47.11,3.05,41.19,221,73,16,2344.54,69524373.17,SCHOOL_CENSUS,RES_V2,2025-08-29
2013,SI,LU576,LOWER_SECONDARY,13.74,83.32,76.37,39.21,74.96,78.73,8.87,35.34,214,152,259,13520.47,215880248.2,RRF_MONITORING,RES_V1,2024-03-23
2014,BG,SI166,PRIMARY,18.8,123.17,91.38,114.54,77.9,58.63,3.31,56.15,20,58,336,5594.64,89411108.87,EURYDICE_EXPORT,RES_V3,2025-02-01
2015,EE,GR418,MIXED,13.21,85.11,78.28,80.67,80.26,65.34,6.72,38.61,202,275,825,11765.58,409348011.8,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-27
2016,HU,HR47,UPPER_SECONDARY,16.94,82.05,86.53,108.48,81.11,12.99,4.77,29.81,111,206,1042,15673.63,236035801.49,SCHOOL_CENSUS,RES_V1,2024-03-21
2017,LU,MT77,LOWER_SECONDARY,9.1,98.27,125.48,49.58,33.31,46.47,4.7,55.0,342,221,139,15688.65,155241162.41,RRF_MONITORING,RES_V3,2026-02-10
2018,RO,DE514,PRIMARY,10.07,125.0,113.24,34.16,56.35,45.25,16.88,27.99,200,125,429,3045.67,179391896.96,EURYDICE_EXPORT,RES_V2,2024-05-29
2019,AT,DE80,MIXED,17.78,110.86,77.83,76.34,74.18,11.45,18.28,76.54,240,270,109,6073.15,90088105.19,NATIONAL_EDU_MINISTRY,RES_V1,2024-02-29
2020,CZ,SE84,UPPER_SECONDARY,14.07,82.33,110.01,78.2,40.57,54.39,6.79,30.78,311,235,102,5422.74,395888555.38,SCHOOL_CENSUS,RES_V3,2024-02-03
2021,DE,SI34,LOWER_SECONDARY,14.88,122.53,75.45,53.05,57.15,69.81,14.03,45.49,212,94,146,3617.98,531991695.27,RRF_MONITORING,RES_V2,2026-01-13
2022,LV,SK20,PRIMARY,16.5,105.81,81.13,117.7,88.35,78.91,11.67,60.5,91,234,552,14205.61,2021153596.65,EURYDICE_EXPORT,RES_V1,2025-07-14
2023,PL,LV559,MIXED,13.68,101.91,100.83,49.55,97.54,51.0,10.28,52.15,211,124,940,9356.39,472892590.6,NATIONAL_EDU_MINISTRY,RES_V3,2025-01-25
2024,ES,BG6,UPPER_SECONDARY,12.29,122.61,120.47,162.95,58.61,63.15,4.57,71.35,120,239,681,3791.09,1631429122.14,SCHOOL_CENSUS,RES_V2,2025-03-02
2025,HR,SK3,LOWER_SECONDARY,14.94,122.26,122.37,110.18,75.24,34.51,13.41,58.88,29,108,501,9599.49,584868259.93,RRF_MONITORING,RES_V1,2025-12-25
2006,FI,IE281,PRIMARY,19.93,124.89,76.19,114.26,36.25,13.53,11.45,54.12,114,20,480,6209.91,372334357.58,EURYDICE_EXPORT,RES_V3,2024-11-25
2007,IE,AT37,MIXED,20.66,112.73,89.33,130.89,71.06,50.7,12.34,28.49,100,108,448,6720.19,103875460.39,NATIONAL_EDU_MINISTRY,RES_V2,2025-10-21
2008,MT,LT457,UPPER_SECONDARY,19.8,83.62,73.48,80.87,66.62,71.72,15.59,34.81,166,121,126,12600.32,238162786.49,SCHOOL_CENSUS,RES_V1,2025-08-01
2009,SK,SI80,LOWER_SECONDARY,20.13,109.22,80.71,75.53,59.96,59.65,2.23,30.75,155,201,677,10850.46,213930058.46,RRF_MONITORING,RES_V3,2025-07-20
2010,BE,BE174,PRIMARY,16.6,126.17,70.79,71.45,48.05,48.19,4.62,23.04,231,131,131,5796.72,34902794.75,EURYDICE_EXPORT,RES_V2,2025-08-04
2011,DK,SE642,MIXED,10.0,128.94,71.55,62.45,61.45,52.54,7.56,16.1,127,168,435,14190.3,88011522.2,NATIONAL_EDU_MINISTRY,RES_V1,2025-07-27
2012,GR,IE630,UPPER_SECONDARY,17.52,127.04,100.16,75.44,42.16,46.86,9.53,64.49,27,145,50,9002.2,58498875.8,SCHOOL_CENSUS,RES_V3,2024-12-31
2013,LT,LV485,LOWER_SECONDARY,13.85,122.08,74.89,51.33,79.98,80.72,6.51,64.98,204,66,371,2985.2,296769516.06,RRF_MONITORING,RES_V2,2025-02-05
2014,PT,LT557,PRIMARY,15.98,85.55,113.81,131.79,51.35,68.19,15.27,86.88,238,219,428,8291.51,308653006.6,EURYDICE_EXPORT,RES_V1,2024-11-05
2015,SE,IE45,MIXED,16.08,115.9,95.64,95.12,47.97,9.95,4.27,30.64,273,15,909,10757.5,292001465.97,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-17
2016,CY,SE136,UPPER_SECONDARY,16.34,121.67,105.7,50.78,73.69,65.63,12.97,53.19,245,69,256,15083.73,294421238.04,SCHOOL_CENSUS,RES_V2,2025-07-02
2017,FR,LT60,LOWER_SECONDARY,18.54,112.95,127.35,58.98,70.13,40.39,12.69,58.88,6,81,258,5149.94,385379087.91,RRF_MONITORING,RES_V1,2025-05-21
2018,IT,FI152,PRIMARY,14.69,120.41,116.01,28.7,84.73,24.09,14.32,40.17,193,40,123,11924.47,27615483.15,EURYDICE_EXPORT,RES_V3,2024-06-03
2019,NL,PL548,MIXED,19.69,138.79,87.11,95.63,40.7,23.39,19.51,66.05,309,179,170,9522.84,402931771.31,NATIONAL_EDU_MINISTRY,RES_V2,2024-12-28
2020,SI,GR91,UPPER_SECONDARY,14.7,100.4,100.53,110.22,69.96,31.8,16.44,29.64,115,17,353,14192.02,341169050.79,SCHOOL_CENSUS,RES_V1,2024-11-25
2021,BG,ES32,LOWER_SECONDARY,16.94,98.33,104.21,32.73,90.89,45.43,14.03,39.08,234,136,14,6169.63,140922787.35,RRF_MONITORING,RES_V3,2024-01-22
2022,EE,LT748,PRIMARY,17.16,82.29,74.08,127.24,100.0,63.56,6.97,84.41,0,137,267,6392.92,90550777.61,EURYDICE_EXPORT,RES_V2,2025-07-13
2023,HU,RO23,MIXED,13.57,91.03,111.81,140.82,69.66,66.33,5.59,79.35,164,139,1053,11236.2,1068138177.65,NATIONAL_EDU_MINISTRY,RES_V1,2024-09-27
2024,LU,BG122,UPPER_SECONDARY,17.55,129.59,87.97,47.14,100.0,51.84,13.25,50.25,35,16,284,7927.78,144554815.26,SCHOOL_CENSUS,RES_V3,2024-02-16
2025,RO,LT63,LOWER_SECONDARY,12.83,126.63,89.51,166.7,86.72,70.82,1.24,71.14,90,243,581,8814.96,506090299.39,RRF_MONITORING,RES_V2,2025-11-02
2006,AT,HU35,PRIMARY,17.15,111.97,76.08,97.13,40.32,53.36,14.05,45.4,86,82,145,4757.57,182926310.87,EURYDICE_EXPORT,RES_V1,2025-07-07
2007,CZ,HU186,MIXED,18.77,89.15,70.18,28.36,74.36,40.63,10.49,15.58,187,63,424,14060.74,38464489.35,NATIONAL_EDU_MINISTRY,RES_V3,2025-08-21
2008,DE,LT266,UPPER_SECONDARY,11.98,108.42,99.09,119.87,48.58,43.9,8.47,81.32,194,62,557,7379.22,32507520.93,SCHOOL_CENSUS,RES_V2,2025-09-06
2009,LV,LV834,LOWER_SECONDARY,14.33,111.43,70.95,50.31,34.55,40.79,10.88,29.03,238,143,429,5223.28,280865254.46,RRF_MONITORING,RES_V1,2024-03-26
2010,PL,HR71,PRIMARY,19.98,101.55,95.57,51.5,71.87,28.12,1.17,61.8,134,205,182,6890.53,34665180.57,EURYDICE_EXPORT,RES_V3,2025-01-16
2011,ES,CZ67,MIXED,15.16,109.47,103.03,98.78,34.41,22.16,18.15,23.8,138,180,680,5211.65,115137547.94,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-30
2012,HR,BE511,UPPER_SECONDARY,18.04,109.39,105.56,38.08,76.56,83.2,16.93,56.75,248,9,750,12732.97,49726440.88,SCHOOL_CENSUS,RES_V1,2025-06-06
2013,FI,DK694,LOWER_SECONDARY,12.33,123.97,117.05,100.09,70.64,47.25,12.8,65.83,25,43,133,5030.72,115847078.77,RRF_MONITORING,RES_V3,2024-02-05
2014,IE,DE7,PRIMARY,16.73,109.27,93.17,91.19,48.62,13.24,8.77,27.76,124,30,84,10206.07,136595660.25,EURYDICE_EXPORT,RES_V2,2025-02-01
2015,MT,BG85,MIXED,18.95,122.37,73.69,102.79,67.88,37.77,14.31,59.79,203,246,681,5298.91,423064257.0,NATIONAL_EDU_MINISTRY,RES_V1,2025-04-10
2016,SK,IT1,UPPER_SECONDARY,18.59,107.28,97.2,60.5,61.64,75.54,15.32,55.47,284,67,738,8402.88,90117669.73,SCHOOL_CENSUS,RES_V3,2024-10-30
2017,BE,DK5,LOWER_SECONDARY,11.32,113.39,114.9,89.97,46.92,25.84,15.71,52.47,151,21,286,6258.36,265188716.45,RRF_MONITORING,RES_V2,2024-01-25
2018,DK,LT9,PRIMARY,15.72,95.68,118.51,94.59,100.0,17.2,16.64,39.89,44,200,333,16762.11,81922384.22,EURYDICE_EXPORT,RES_V1,2024-03-26
2019,GR,DK9,MIXED,10.82,110.16,78.69,57.26,86.68,19.98,1.84,45.62,115,26,233,4092.57,121922121.61,NATIONAL_EDU_MINISTRY,RES_V3,2025-05-09
2020,LT,LT45,UPPER_SECONDARY,13.21,92.2,105.6,54.55,77.43,23.41,16.95,37.93,200,24,800,10955.3,115310710.17,SCHOOL_CENSUS,RES_V2,2024-01-06
2021,PT,LU6,LOWER_SECONDARY,19.75,109.04,90.21,71.07,54.5,78.91,16.76,84.86,36,44,326,7086.92,1847248154.93,RRF_MONITORING,RES_V1,2024-02-26
2022,SE,AT1,PRIMARY,13.86,127.19,79.12,82.8,76.75,57.77,14.62,40.7,173,291,131,2739.69,1679867504.69,EURYDICE_EXPORT,RES_V3,2024-01-16
2023,CY,EE215,MIXED,14.2,94.24,129.51,169.4,100.0,60.42,18.17,58.24,57,96,670,12825.29,435259310.11,NATIONAL_EDU_MINISTRY,RES_V2,2024-12-29
2024,FR,PT32,UPPER_SECONDARY,15.01,104.36,114.74,161.48,51.85,40.62,7.44,68.58,344,95,251,6673.74,625172511.3,SCHOOL_CENSUS,RES_V1,2025-01-05
2025,IT,LV50,LOWER_SECONDARY,17.94,113.4,82.25,63.05,46.83,10.96,14.41,47.38,339,1,229,11995.4,1689714049.46,RRF_MONITORING,RES_V3,2025-12-08
2006,NL,AT986,PRIMARY,20.6,128.86,104.94,52.09,67.86,10.66,13.73,37.71,174,47,75,15904.27,313123877.36,EURYDICE_EXPORT,RES_V2,2024-10-16
2007,SI,FR571,MIXED,12.3,107.62,76.17,126.81,31.37,8.92,8.13,23.49,271,122,558,13794.77,268773046.67,NATIONAL_EDU_MINISTRY,RES_V1,2026-02-25
2008,BG,MT803,UPPER_SECONDARY,10.49,117.38,109.13,56.43,76.19,21.03,1.09,83.63,262,76,221,6502.07,340285033.71,SCHOOL_CENSUS,RES_V3,2024-10-25
2009,EE,CZ5,LOWER_SECONDARY,18.58,86.13,103.57,82.43,64.62,38.05,15.19,60.42,123,84,686,14712.78,395303660.47,RRF_MONITORING,RES_V2,2024-07-26
2010,HU,NL33,PRIMARY,19.36,110.75,92.83,115.75,38.77,22.92,2.11,75.24,91,45,540,7010.07,386753105.86,EURYDICE_EXPORT,RES_V1,2025-11-20
2011,LU,FI82,MIXED,10.71,105.73,98.89,109.77,74.91,58.98,1.51,17.98,208,71,126,5872.7,246775984.47,NATIONAL_EDU_MINISTRY,RES_V3,2024-07-23
2012,RO,SE25,UPPER_SECONDARY,11.29,106.35,91.18,90.11,60.55,24.22,11.54,32.2,4,166,739,7947.53,56517685.47,SCHOOL_CENSUS,RES_V2,2025-11-14
2013,AT,DE918,LOWER_SECONDARY,15.87,124.45,103.72,44.65,65.0,25.64,9.72,46.87,247,17,6,9159.36,312409979.23,RRF_MONITORING,RES_V1,2024-01-14
2014,CZ,DK429,PRIMARY,10.74,105.76,102.62,77.7,69.48,27.51,3.93,49.58,36,206,722,3150.03,280842103.65,EURYDICE_EXPORT,RES_V3,2025-06-06
2015,DE,FI739,MIXED,18.65,118.52,68.59,30.04,39.02,44.76,15.43,48.07,6,170,706,7381.46,260483559.19,NATIONAL_EDU_MINISTRY,RES_V2,2025-06-25
2016,LV,PL522,UPPER_SECONDARY,11.11,115.28,74.23,72.45,40.68,39.48,9.35,25.96,209,127,43,14779.61,102774569.06,SCHOOL_CENSUS,RES_V1,2024-11-13
2017,PL,PT2,LOWER_SECONDARY,9.24,112.23,107.85,74.94,30.59,64.01,10.31,67.21,228,11,684,6925.87,159701743.97,RRF_MONITORING,RES_V3,2024-01-17
2018,ES,ES842,PRIMARY,13.92,105.78,130.93,90.17,87.65,65.53,12.46,27.41,249,62,549,3359.27,328680799.2,EURYDICE_EXPORT,RES_V2,2024-06-25
2019,HR,RO7,MIXED,11.4,90.65,121.53,91.3,100.0,46.05,8.88,77.08,247,93,508,16955.31,20814678.97,NATIONAL_EDU_MINISTRY,RES_V1,2024-01-13
2020,FI,LU333,UPPER_SECONDARY,8.59,108.38,74.97,90.94,95.83,51.95,7.76,88.34,219,131,757,3308.25,249505138.63,SCHOOL_CENSUS,RES_V3,2024-09-06
2021,IE,NL71,LOWER_SECONDARY,11.89,117.83,126.96,131.06,75.03,48.85,2.26,84.26,355,57,627,17513.56,101626684.81,RRF_MONITORING,RES_V2,2024-01-17
2022,MT,MT45,PRIMARY,12.68,109.91,92.58,88.09,93.35,40.76,9.89,28.26,227,134,505,15552.43,1817518345.83,EURYDICE_EXPORT,RES_V1,2025-06-29
2023,SK,PL46,MIXED,14.48,115.78,79.47,72.15,73.87,67.0,11.83,81.95,347,15,966,12511.84,167951509.71,NATIONAL_EDU_MINISTRY,RES_V3,2025-05-09
2024,BE,CY236,UPPER_SECONDARY,17.66,126.77,122.23,177.37,91.61,85.96,1.98,41.72,148,103,209,4348.5,1316241283.47,SCHOOL_CENSUS,RES_V2,2025-08-28
2025,DK,CY5,LOWER_SECONDARY,9.32,125.96,114.89,174.13,80.59,71.73,5.09,40.69,209,160,424,7401.73,1247523446.08,RRF_MONITORING,RES_V1,2025-02-07
2006,GR,MT336,PRIMARY,10.8,99.08,68.3,99.11,55.06,41.44,3.06,50.69,124,135,660,4122.91,47370013.21,EURYDICE_EXPORT,RES_V3,2025-02-26
2007,LT,MT1,MIXED,19.39,106.97,78.87,45.23,44.9,17.32,10.74,76.11,142,153,181,3208.32,266810315.81,NATIONAL_EDU_MINISTRY,RES_V2,2025-04-04
2008,PT,BG445,UPPER_SECONDARY,16.8,88.93,104.31,47.4,80.58,75.05,2.73,59.38,9,96,221,17185.75,337041823.33,SCHOOL_CENSUS,RES_V1,2025-06-22
2009,SE,SK8,LOWER_SECONDARY,8.56,102.87,77.55,116.35,76.46,72.66,17.1,24.66,21,6,550,8763.99,109217469.98,RRF_MONITORING,RES_V3,2024-11-06
2010,CY,SE8,PRIMARY,12.03,102.91,107.84,56.36,43.43,63.11,1.24,73.63,15,109,59,11758.32,70586124.63,EURYDICE_EXPORT,RES_V2,2025-10-02
2011,FR,GR26,MIXED,12.94,94.82,96.98,40.91,45.46,70.08,17.13,67.1,234,37,216,3378.78,62057148.57,NATIONAL_EDU_MINISTRY,RES_V1,2024-04-09
2012,IT,DK22,UPPER_SECONDARY,14.93,126.26,90.98,38.28,41.02,60.8,13.76,92.14,267,67,950,9954.39,139979198.38,SCHOOL_CENSUS,RES_V3,2025-04-10
2013,NL,RO664,LOWER_SECONDARY,13.77,95.41,75.32,23.54,51.86,16.82,3.54,26.94,100,129,70,10111.13,240625171.62,RRF_MONITORING,RES_V2,2024-01-19
2014,SI,ES3,PRIMARY,14.16,122.77,76.0,72.25,48.48,12.35,9.09,18.77,198,59,533,6194.16,279863568.86,EURYDICE_EXPORT,RES_V1,2024-03-20
2015,BG,HU275,MIXED,11.64,107.73,118.24,90.09,70.88,64.1,16.38,73.41,304,173,1060,6032.78,158906839.88,NATIONAL_EDU_MINISTRY,RES_V3,2024-05-22
2016,EE,PT61,UPPER_SECONDARY,11.77,106.85,121.04,32.52,35.65,20.83,1.32,78.65,265,247,642,11640.46,318868117.12,SCHOOL_CENSUS,RES_V2,2024-10-19
2017,HU,SI570,LOWER_SECONDARY,9.0,98.04,86.79,119.09,81.51,56.3,5.78,81.11,303,152,292,7547.43,392515844.47,RRF_MONITORING,RES_V1,2025-03-21
2018,LU,BE81,PRIMARY,14.65,123.67,129.26,68.11,80.17,68.28,14.66,83.16,218,127,67,9987.18,240840919.9,EURYDICE_EXPORT,RES_V3,2025-02-07
2019,RO,BE488,MIXED,19.44,92.62,106.98,110.22,96.3,52.36,1.49,39.5,332,208,911,9897.12,347167780.29,NATIONAL_EDU_MINISTRY,RES_V2,2024-03-12
2020,AT,AT62,UPPER_SECONDARY,14.56,91.59,99.76,128.41,100.0,47.76,11.57,23.12,126,9,414,5134.91,393414653.25,SCHOOL_CENSUS,RES_V1,2025-10-27
2021,CZ,DK887,LOWER_SECONDARY,14.59,97.38,101.78,42.41,83.02,49.56,11.51,82.22,249,53,292,14516.25,127152092.74,RRF_MONITORING,RES_V3,2026-01-14
2022,DE,GR80,PRIMARY,13.12,84.64,122.48,175.98,98.84,47.97,16.56,72.58,340,190,538,11683.68,2018228487.49,EURYDICE_EXPORT,RES_V2,2024-07-08
2023,LV,LT5,MIXED,17.46,100.99,85.13,56.38,41.66,37.64,19.21,86.78,317,184,242,12987.21,1832013497.43,NATIONAL_EDU_MINISTRY,RES_V1,2025-03-26
2024,PL,MT183,UPPER_SECONDARY,15.58,120.9,120.56,122.84,95.58,60.19,16.86,41.57,147,189,170,11959.61,2115522661.48,SCHOOL_CENSUS,RES_V3,2024-12-18
2025,ES,DK563,LOWER_SECONDARY,10.61,121.3,84.11,150.93,48.67,69.26,2.44,85.15,194,161,173,11662.11,1144617104.54,RRF_MONITORING,RES_V2,2025-11-28
2006,HR,PL602,PRIMARY,12.35,117.79,95.16,99.07,62.12,57.87,11.54,55.19,61,155,416,15207.9,56072250.37,EURYDICE_EXPORT,RES_V1,2024-07-31
2007,FI,PL7,MIXED,13.24,128.19,98.83,97.33,51.76,35.72,10.71,52.59,123,167,989,7959.18,16484603.93,NATIONAL_EDU_MINISTRY,RES_V3,2024-05-02
2008,IE,ES39,UPPER_SECONDARY,19.13,99.95,106.11,44.39,59.61,16.53,5.12,39.35,67,45,843,7283.8,357145876.63,SCHOOL_CENSUS,RES_V2,2024-11-03
2009,MT,ES167,LOWER_SECONDARY,18.43,106.7,117.3,110.65,74.03,41.08,10.14,56.98,29,196,226,14686.33,383510637.49,RRF_MONITORING,RES_V1,2024-07-28
2010,SK,SI416,PRIMARY,22.73,126.4,98.58,79.51,38.02,72.14,5.2,75.57,50,212,316,9166.26,162708984.94,EURYDICE_EXPORT,RES_V3,2026-02-13
2011,BE,IE728,MIXED,13.65,81.37,79.89,29.66,61.17,64.43,16.26,42.2,159,83,274,14643.81,13671406.75,NATIONAL_EDU_MINISTRY,RES_V2,2024-12-28
2012,DK,FR69,UPPER_SECONDARY,9.94,130.74,81.47,121.68,66.68,56.65,9.54,66.6,98,19,364,11837.0,109773366.8,SCHOOL_CENSUS,RES_V1,2024-03-27
2013,GR,SE43,LOWER_SECONDARY,11.81,111.95,102.73,52.88,61.61,24.33,7.36,35.57,219,45,690,12136.55,249152964.72,RRF_MONITORING,RES_V3,2024-11-07
2014,LT,FR925,PRIMARY,12.23,88.4,106.18,40.98,58.76,56.9,4.64,15.7,83,125,702,14804.36,175146150.28,EURYDICE_EXPORT,RES_V2,2024-02-07
2015,PT,FR928,MIXED,18.59,126.82,72.32,117.72,67.92,15.74,18.13,51.04,338,175,693,11164.79,222894013.94,NATIONAL_EDU_MINISTRY,RES_V1,2025-07-01
2016,SE,DK54,UPPER_SECONDARY,13.51,128.64,95.8,77.73,32.27,30.47,9.71,22.85,150,199,817,5931.79,394914837.02,SCHOOL_CENSUS,RES_V3,2025-11-19
2017,CY,DE89,LOWER_SECONDARY,15.26,88.7,84.88,77.97,52.12,49.9,3.89,58.9,367,114,643,4081.47,269317136.24,RRF_MONITORING,RES_V2,2024-10-23
2018,FR,IE506,PRIMARY,13.51,99.72,92.78,34.75,40.7,56.35,13.32,29.21,97,43,571,8788.91,346778565.03,EURYDICE_EXPORT,RES_V1,2024-08-23
2019,IT,LU58,MIXED,13.13,123.65,109.98,26.89,100.0,25.48,19.18,47.71,304,112,617,7282.87,57030982.07,NATIONAL_EDU_MINISTRY,RES_V3,2025-07-24
2020,NL,BE137,UPPER_SECONDARY,9.02,131.33,124.39,61.55,84.48,15.49,14.47,16.89,187,51,937,16898.6,174094.9,SCHOOL_CENSUS,RES_V2,2024-06-10
2021,SI,DK1,LOWER_SECONDARY,18.21,120.12,88.59,40.77,95.44,98.47,6.53,83.02,125,159,67,8794.26,1444337250.7,RRF_MONITORING,RES_V1,2026-01-24
2022,BG,ES48,PRIMARY,11.24,118.85,114.7,166.79,68.39,54.62,1.47,22.03,271,207,469,14505.51,1324669973.16,EURYDICE_EXPORT,RES_V3,2025-03-11
2023,EE,FI685,MIXED,17.96,98.39,87.19,69.52,43.3,28.26,15.09,69.8,267,296,486,2338.91,337457199.39,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-18
2024,HU,BE311,UPPER_SECONDARY,15.24,101.94,80.79,57.59,71.32,12.24,11.4,53.04,305,290,269,14871.29,1620987684.52,SCHOOL_CENSUS,RES_V1,2025-05-10
2025,LU,AT8,LOWER_SECONDARY,14.45,121.92,104.51,73.36,78.24,84.98,4.33,22.05,350,97,309,16765.62,868377623.97,RRF_MONITORING,RES_V3,2025-10-22
2006,RO,EE96,PRIMARY,16.46,94.13,105.65,104.33,33.64,12.48,19.65,18.77,243,177,512,6688.9,59927459.99,EURYDICE_EXPORT,RES_V2,2024-02-06
2007,AT,SK627,MIXED,11.48,113.36,98.43,81.48,68.54,41.23,5.68,83.32,8,92,422,5522.98,89913977.62,NATIONAL_EDU_MINISTRY,RES_V1,2024-09-14
2008,CZ,PT1,UPPER_SECONDARY,14.15,107.21,112.26,24.18,39.45,40.17,14.02,44.47,59,14,578,2839.18,188964893.86,SCHOOL_CENSUS,RES_V3,2025-04-08
2009,DE,CZ113,LOWER_SECONDARY,14.71,124.92,84.41,132.11,37.31,49.66,2.64,41.52,166,45,160,3224.8,398702564.32,RRF_MONITORING,RES_V2,2024-05-12
2010,LV,SE118,PRIMARY,17.69,114.31,89.44,25.29,63.45,32.75,7.23,60.37,27,195,330,9260.35,232859751.09,EURYDICE_EXPORT,RES_V1,2025-12-13
2011,PL,BG5,MIXED,10.42,93.49,81.13,117.53,41.42,54.03,3.82,27.25,250,92,628,4990.15,60586213.41,NATIONAL_EDU_MINISTRY,RES_V3,2025-04-02
2012,ES,DE4,UPPER_SECONDARY,20.24,91.12,92.97,28.31,65.18,77.23,3.8,96.17,141,170,933,3559.01,154850758.82,SCHOOL_CENSUS,RES_V2,2025-01-01
2013,HR,BE44,LOWER_SECONDARY,11.5,126.83,114.43,99.35,82.29,24.68,13.29,16.93,109,151,115,5931.09,104168116.86,RRF_MONITORING,RES_V1,2024-02-21
2014,FI,RO47,PRIMARY,17.26,102.06,69.77,104.65,40.35,29.35,14.26,59.75,109,215,189,12367.49,424252042.75,EURYDICE_EXPORT,RES_V3,2024-01-03
2015,IE,BG772,MIXED,9.59,118.27,100.88,22.65,64.83,23.68,2.67,76.38,86,200,511,10122.05,220919191.73,NATIONAL_EDU_MINISTRY,RES_V2,2024-06-17
2016,MT,ES34,UPPER_SECONDARY,17.44,82.27,119.62,37.56,61.68,40.7,10.75,25.66,351,73,310,2549.09,132683062.57,SCHOOL_CENSUS,RES_V1,2025-09-14
2017,SK,DE645,LOWER_SECONDARY,14.24,122.14,126.21,113.19,55.12,56.59,8.49,79.68,144,183,128,7622.79,115516429.96,RRF_MONITORING,RES_V3,2024-07-17
2018,BE,NL98,PRIMARY,22.67,107.3,114.24,42.14,78.43,61.81,14.7,83.11,166,75,686,3259.52,321209820.8,EURYDICE_EXPORT,RES_V2,2025-09-21
2019,DK,GR50,MIXED,13.53,99.4,115.8,128.98,100.0,35.49,18.02,18.39,262,70,612,9476.47,110113854.41,NATIONAL_EDU_MINISTRY,RES_V1,2024-01-14
2020,GR,ES829,UPPER_SECONDARY,12.94,91.78,126.82,157.19,56.86,100.0,2.8,47.38,259,277,677,12324.83,368920763.3,SCHOOL_CENSUS,RES_V3,2025-06-20
2021,LT,PL43,LOWER_SECONDARY,12.24,96.52,130.28,146.03,76.15,19.31,15.34,27.79,291,47,233,16831.52,538940428.09,RRF_MONITORING,RES_V2,2024-03-15
2022,PT,SE3,PRIMARY,14.44,96.37,105.09,145.49,57.02,47.58,2.56,17.81,173,284,709,17935.69,796365661.94,EURYDICE_EXPORT,RES_V1,2025-06-13
2023,SE,LV990,MIXED,10.57,116.55,82.2,29.23,67.02,43.52,10.76,69.27,258,186,554,15552.58,1761167228.0,NATIONAL_EDU_MINISTRY,RES_V3,2025-04-22
2024,CY,SI391,UPPER_SECONDARY,13.59,99.1,113.26,123.9,49.08,72.97,0.96,62.15,154,168,171,5912.84,1412482929.54,SCHOOL_CENSUS,RES_V2,2024-09-16
2025,FR,CY19,LOWER_SECONDARY,16.22,99.05,120.39,113.5,50.99,70.43,11.76,16.34,211,50,694,2428.78,733887116.04,RRF_MONITORING,RES_V1,2026-01-01
