house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2133-11-01,2134-09-30,08064001463,7.33,75.73,-4.68,-11.79,0.8068,5.66,15.14,8.27,3.1,-1.16,-0.217,-2.543,8.92,118,0,0.9468,UNCERTAIN
2133-12-01,2134-10-31,08065001464,-8.87,22.7,11.19,16.43,0.3626,21.98,31.62,9.6,24.96,-1.57,2.79,-0.532,-10.89,66,0,0.779,DECLINING
2134-01-01,2134-11-30,08066001465,35.38,43.54,34.22,6.46,0.6705,13.37,3.78,4.68,-4.52,-3.16,-3.124,4.686,-12.94,41,0,0.5102,LATE
2134-02-01,2134-12-31,08067001466,36.67,-4.16,-12.97,9.39,0.3409,42.62,12.24,12.3,26.6,17.13,-2.506,1.289,6.36,20,0,0.1607,MID
2134-03-01,2135-01-31,08068001467,2.58,-12.69,17.79,1.32,0.5689,22.42,13.59,9.42,33.37,5.87,3.851,4.748,1.96,88,0,0.5385,MID
2134-04-01,2135-02-28,08069001468,10.19,0.79,11.56,1.54,0.2035,21.32,20.36,17.91,28.55,3.79,-3.96,1.424,0.12,48,0,0.8697,LATE
2134-05-01,2135-03-31,08070001469,46.38,28.2,25.8,-3.3,0.3287,41.24,31.25,3.05,11.5,-6.35,-0.657,-2.178,-7.17,40,1,0.3684,MID
2134-06-01,2135-04-30,08071001470,28.56,13.79,44.36,18.46,0.4621,33.47,34.46,2.55,25.64,8.03,3.617,4.059,1.07,79,1,0.3085,UNCERTAIN
2134-07-01,2135-05-31,08072001471,-5.33,0.53,16.75,5.71,0.0071,21.5,19.83,9.55,26.03,2.61,1.17,4.346,8.29,82,0,0.3084,DECLINING
2134-08-01,2135-06-30,08073001472,-20.47,3.52,-17.44,23.64,0.0986,7.12,6.89,17.36,28.32,-4.01,2.788,-2.934,-1.06,82,0,0.4026,EARLY
2134-09-01,2135-07-31,08074001473,29.86,66.5,24.69,13.43,0.9398,16.42,12.57,11.89,14.47,5.73,-5.381,4.2,-13.3,51,0,0.9969,LATE
2134-10-01,2135-08-31,08075001474,9.23,11.89,16.45,10.29,0.1607,1.38,12.47,16.67,17.16,-2.76,3.013,4.787,11.87,0,0,0.7822,UNCERTAIN
2134-11-01,2135-09-30,08076001475,12.65,63.59,43.33,23.39,0.1997,34.76,30.97,3.25,38.19,6.07,0.202,2.388,2.84,19,1,0.8475,UNCERTAIN
2134-12-01,2135-10-31,08077001476,10.04,57.73,4.41,18.43,0.8537,32.62,12.57,7.08,12.37,-8.03,-0.625,-3.164,8.88,77,0,0.1862,MID
2135-01-01,2135-11-30,08078001477,50.52,38.31,32.3,1.58,0.8645,11.25,16.45,0.91,15.73,11.83,-3.303,-3.699,-1.71,69,0,0.9583,STABLE
2135-02-01,2135-12-31,08079001478,1.11,-16.75,31.19,12.03,0.255,33.19,2.16,6.35,0.55,1.05,1.042,-0.206,-12.71,50,1,0.5175,STABLE
2135-03-01,2136-01-31,08080001479,2.11,-4.78,13.77,9.91,0.0448,17.79,5.95,11.01,33.46,10.18,1.08,0.059,-0.19,18,1,0.2739,UNCERTAIN
2135-04-01,2136-02-29,08081001480,52.5,23.27,38.27,24.52,0.6189,32.94,24.75,4.95,1.79,2.68,5.35,-1.671,2.78,113,0,0.6108,EARLY
2135-05-01,2136-03-31,08082001481,45.96,59.35,41.92,3.34,0.2101,34.91,15.63,1.75,6.83,2.6,3.789,-2.778,-13.68,67,0,0.1793,MID
2135-06-01,2136-04-30,08083001482,53.13,-18.87,12.21,-5.82,0.4013,3.27,26.94,13.36,12.21,7.18,0.762,1.829,-8.14,72,1,0.3954,DECLINING
2135-07-01,2136-05-31,08084001483,52.46,43.55,41.42,-10.21,0.6447,23.78,32.73,5.98,-0.7,-8.16,1.786,4.283,-7.01,4,0,0.9184,UNCERTAIN
2135-08-01,2136-06-30,08085001484,46.61,0.7,44.52,8.37,0.235,39.97,23.17,2.81,33.5,11.9,-2.926,-2.157,-10.71,20,1,0.0811,MID
2135-09-01,2136-07-31,08086001485,36.44,31.06,-16.41,11.54,0.018,18.43,1.94,2.27,11.41,-3.28,3.481,-1.293,-9.61,91,1,0.7036,DECLINING
2135-10-01,2136-08-31,08087001486,-22.89,49.07,-7.56,11.36,0.1275,41.43,0.79,8.82,-1.56,15.27,-3.647,1.909,-1.0,70,0,0.015,MID
2135-11-01,2136-09-30,08088001487,-22.72,64.55,-8.94,9.37,0.7371,37.47,7.3,15.05,27.4,-4.59,4.049,0.526,-5.02,83,0,0.8483,STABLE
2135-12-01,2136-10-31,08089001488,-21.18,25.63,-0.72,12.35,0.1387,33.1,13.21,6.68,17.17,12.58,-1.967,4.743,-11.88,31,0,0.6686,LATE
2136-01-01,2136-11-30,08090001489,6.57,48.23,43.12,0.57,0.3392,40.93,13.9,4.83,27.0,15.06,-5.238,1.823,12.95,107,0,0.5683,LATE
2136-02-01,2136-12-31,08091001490,16.76,55.94,-1.12,-6.93,0.315,7.09,2.99,10.27,19.91,11.57,1.316,1.722,10.57,117,1,0.9421,UNCERTAIN
2136-03-01,2137-01-31,08092001491,36.89,7.13,24.34,16.5,0.421,17.41,7.77,15.62,44.0,8.95,-4.678,-2.565,-13.78,33,0,0.2602,EARLY
2136-04-01,2137-02-28,08093001492,-8.57,-8.43,27.53,2.37,0.9327,31.01,5.97,7.83,44.96,3.42,2.241,-2.612,0.08,83,0,0.6374,EARLY
2136-05-01,2137-03-31,08094001493,32.47,27.44,43.74,13.89,0.8014,17.53,18.47,4.94,36.38,9.17,5.842,-3.836,-10.11,25,1,0.8557,MID
2136-06-01,2137-04-30,08095001494,-10.56,1.97,-6.45,20.78,0.9771,27.39,13.98,7.01,2.65,11.02,-2.218,-0.286,-14.11,72,1,0.1054,MID
2136-07-01,2137-05-31,08096001495,-4.61,38.83,14.58,-7.45,0.5984,34.61,29.38,9.43,10.58,3.26,2.601,-0.493,-0.05,88,0,0.621,STABLE
2136-08-01,2137-06-30,08097001496,20.42,18.52,41.49,13.28,0.5115,8.06,10.41,1.58,3.78,4.46,1.464,-0.671,-9.05,109,0,0.2297,DECLINING
2136-09-01,2137-07-31,08098001497,-9.87,36.2,9.55,11.52,0.1504,32.61,10.44,3.35,41.9,12.06,-3.778,-1.575,7.86,6,1,0.8329,EARLY
2136-10-01,2137-08-31,08099001498,10.76,51.11,17.23,9.3,0.6039,44.57,7.59,6.16,40.25,-2.36,2.518,-3.464,-13.6,81,1,0.8571,LATE
2136-11-01,2137-09-30,08100001499,22.73,51.34,14.42,-8.09,0.5102,32.06,18.95,7.13,6.66,17.42,0.368,3.827,-9.69,97,0,0.2821,STABLE
2136-12-01,2137-10-31,08101001500,2.46,54.85,43.83,20.95,0.9407,36.58,12.04,5.06,25.58,15.48,2.698,-2.314,-1.34,11,0,0.6076,STABLE
2137-01-01,2137-11-30,08102001501,42.98,33.23,29.92,21.17,0.5262,19.86,0.39,17.33,19.32,16.69,3.891,1.096,0.76,10,1,0.4229,STABLE
2137-02-01,2137-12-31,08103001502,12.83,2.97,43.12,-0.46,0.5435,34.49,28.52,0.38,17.68,1.5,-3.049,3.67,-5.24,15,1,0.12,DECLINING
2137-03-01,2138-01-31,08104001503,51.18,31.36,39.16,20.68,0.6795,25.38,10.21,3.94,24.19,12.16,-4.373,-3.044,2.04,46,1,0.683,DECLINING
2137-04-01,2138-02-28,08105001504,37.79,47.19,31.84,-10.7,0.8964,23.12,28.96,1.94,33.64,-9.43,1.603,-2.924,-12.05,115,0,0.0407,UNCERTAIN
2137-05-01,2138-03-31,08106001505,54.53,6.16,4.33,18.94,0.4552,41.54,33.89,1.42,-2.51,-1.59,0.827,-0.748,4.46,46,0,0.6423,UNCERTAIN
2137-06-01,2138-04-30,08107001506,17.48,-2.59,43.17,10.23,0.3845,22.7,14.07,7.13,29.65,-6.0,-3.516,-0.686,-8.54,101,0,0.1523,STABLE
2137-07-01,2138-05-31,08108001507,52.87,71.17,36.14,-10.32,0.2609,20.06,27.81,7.86,37.02,-2.95,-1.131,-3.312,-11.98,56,0,0.7532,STABLE
2137-08-01,2138-06-30,08109001508,37.99,35.53,-13.62,9.61,0.0199,35.25,23.01,1.8,18.47,2.97,-2.08,-1.432,-9.82,38,0,0.8526,STABLE
2137-09-01,2138-07-31,08110001509,-7.83,57.74,21.8,-7.14,0.5589,18.55,21.61,15.51,40.81,9.42,4.789,4.825,0.94,56,1,0.6546,DECLINING
2137-10-01,2138-08-31,08111001510,51.15,25.09,2.77,-4.96,0.2419,34.37,8.41,1.6,-0.37,-9.88,-4.877,0.929,-13.67,49,0,0.7564,STABLE
2137-11-01,2138-09-30,08112001511,-12.44,63.73,38.97,-4.42,0.7786,17.54,9.01,11.6,34.14,14.79,-5.811,2.187,12.77,92,0,0.3583,LATE
2137-12-01,2138-10-31,08113001512,21.65,49.57,6.97,-0.22,0.2012,19.42,2.15,4.08,21.61,9.83,4.688,-1.597,12.6,2,0,0.2709,STABLE
2138-01-01,2138-11-30,08114001513,15.14,27.64,34.15,-2.55,0.8267,31.08,19.95,9.2,33.89,3.79,4.419,2.485,-13.67,24,1,0.3318,MID
2138-02-01,2138-12-31,08115001514,38.37,12.02,39.48,6.03,0.3708,29.8,16.06,11.08,24.2,-1.96,5.121,2.751,-11.93,99,0,0.355,UNCERTAIN
2138-03-01,2139-01-31,08116001515,54.62,55.71,12.66,5.87,0.1838,30.21,14.29,6.55,26.47,-0.79,-0.324,1.8,11.77,107,0,0.2301,MID
2138-04-01,2139-02-28,08117001516,19.56,57.69,5.89,5.42,0.8539,12.03,14.38,9.15,37.54,-6.4,2.242,2.703,13.67,19,1,0.0879,MID
2138-05-01,2139-03-31,08118001517,-11.41,-0.11,4.61,9.92,0.6398,25.21,20.97,1.91,12.01,-9.03,5.034,2.401,-14.29,104,1,0.558,LATE
2138-06-01,2139-04-30,08119001518,20.73,-9.72,6.17,1.61,0.8754,26.5,24.55,5.62,4.11,11.11,-1.515,-0.148,-7.39,89,0,0.1311,LATE
2138-07-01,2139-05-31,08120001519,34.07,63.15,39.87,6.11,0.8718,6.98,17.85,8.52,5.25,-4.41,-4.177,-2.391,-14.21,56,1,0.263,STABLE
2138-08-01,2139-06-30,08121001520,1.46,50.45,26.01,0.19,0.523,9.47,12.11,9.49,7.01,16.12,1.184,-3.739,-5.09,70,1,0.9721,STABLE
2138-09-01,2139-07-31,08122001521,-7.96,-6.77,29.5,16.88,0.1777,24.14,25.83,10.56,40.32,11.06,-0.457,3.8,-12.2,61,0,0.1443,STABLE
2138-10-01,2139-08-31,08123001522,-5.06,61.24,33.95,7.59,0.7695,21.1,17.24,1.36,14.41,0.19,1.895,-0.72,-4.46,7,0,0.0211,EARLY
2138-11-01,2139-09-30,08124001523,43.35,74.51,-0.9,13.66,0.8226,0.86,19.77,1.52,10.69,1.5,-4.433,2.057,14.39,10,0,0.2901,STABLE
2138-12-01,2139-10-31,08125001524,44.5,-7.13,6.98,2.28,0.1337,26.53,21.6,4.86,36.54,4.18,-0.492,1.873,-3.78,51,1,0.888,MID
2139-01-01,2139-11-30,08126001525,52.33,-13.49,12.42,14.36,0.7278,23.35,32.71,5.43,29.23,-4.21,-1.485,-0.048,8.53,101,0,0.6651,EARLY
2139-02-01,2139-12-31,08127001526,-23.14,73.93,9.4,14.12,0.5706,24.26,17.87,5.9,44.26,16.85,1.725,-1.606,-0.1,82,0,0.6573,LATE
2139-03-01,2140-01-31,08128001527,32.21,19.48,22.21,-0.52,0.414,27.55,10.85,1.04,32.35,-2.11,-0.634,-1.639,14.07,68,1,0.3181,STABLE
2139-04-01,2140-02-29,08129001528,9.78,21.53,10.39,16.3,0.3608,22.83,16.6,5.3,25.48,-8.03,-1.163,-1.701,3.52,118,0,0.5354,UNCERTAIN
2139-05-01,2140-03-31,08130001529,20.44,61.01,10.31,-4.71,0.9059,26.72,25.5,1.54,25.6,-0.88,3.703,1.775,-1.58,87,1,0.8583,UNCERTAIN
2139-06-01,2140-04-30,08131001530,-23.06,-11.58,0.63,3.22,0.0371,25.68,16.67,6.78,17.53,8.32,-1.312,3.056,11.76,24,0,0.065,STABLE
2139-07-01,2140-05-31,08132001531,53.27,2.95,21.42,-3.52,0.7574,4.01,3.49,14.99,-4.25,-5.03,-1.32,-3.148,-3.52,12,0,0.1245,UNCERTAIN
2139-08-01,2140-06-30,08133001532,23.03,-19.6,0.58,8.8,0.1109,15.01,26.38,17.84,21.43,-8.97,2.269,-0.657,-15.0,70,0,0.7011,MID
2139-09-01,2140-07-31,08134001533,13.26,42.7,0.53,15.95,0.9007,21.36,32.03,11.7,12.77,-6.61,-0.456,0.467,11.21,82,1,0.3383,EARLY
2139-10-01,2140-08-31,08135001534,29.23,-2.5,15.23,-6.1,0.4002,12.53,27.77,16.7,43.51,0.94,-2.485,-0.494,-7.79,38,1,0.1002,STABLE
2139-11-01,2140-09-30,08136001535,-23.89,-9.44,30.52,19.26,0.356,5.86,33.56,8.16,-1.47,7.43,-3.166,0.437,-9.78,71,1,0.9059,STABLE
2139-12-01,2140-10-31,08137001536,10.29,10.36,43.81,-4.44,0.7401,27.64,25.42,2.47,32.6,5.65,0.737,3.267,5.14,31,1,0.7715,EARLY
2140-01-01,2140-11-30,08138001537,51.33,3.51,-0.2,-0.43,0.4379,41.56,5.55,17.96,16.08,-3.16,-1.028,2.8,-2.42,23,0,0.799,STABLE
2140-02-01,2140-12-31,08139001538,-24.41,2.67,2.56,-1.68,0.6426,1.08,10.37,16.55,36.08,15.3,-0.311,3.518,-13.88,63,0,0.1115,EARLY
2140-03-01,2141-01-31,08140001539,49.74,39.17,3.81,-5.41,0.6905,38.44,23.42,5.7,42.51,-4.14,4.191,3.093,-8.83,12,0,0.336,MID
2140-04-01,2141-02-28,08141001540,43.23,66.81,20.31,6.74,0.2698,15.84,34.58,5.64,21.95,17.08,3.937,-2.924,-5.51,67,0,0.055,DECLINING
2140-05-01,2141-03-31,08142001541,11.06,37.73,24.02,-6.78,0.2611,27.93,30.76,7.66,10.57,0.8,-2.644,1.298,4.15,26,1,0.285,MID
2140-06-01,2141-04-30,08143001542,-9.31,-2.32,-6.7,13.09,0.2024,27.67,31.45,2.15,-4.55,1.94,2.513,2.27,0.36,90,0,0.0022,DECLINING
2140-07-01,2141-05-31,08144001543,-16.33,24.31,-6.79,-2.58,0.5442,39.2,31.4,0.3,40.57,4.8,-1.089,-3.442,0.04,104,0,0.5001,STABLE
2140-08-01,2141-06-30,08145001544,-11.92,0.19,26.8,-3.45,0.2202,0.64,19.06,11.66,-4.17,6.34,5.875,4.467,-5.81,111,0,0.819,DECLINING
2140-09-01,2141-07-31,08146001545,-10.23,21.35,22.18,20.44,0.9707,31.37,3.52,16.95,28.05,10.13,3.089,-2.37,11.37,29,0,0.314,LATE
2140-10-01,2141-08-31,08147001546,-12.13,76.27,28.16,22.65,0.12,5.23,2.1,4.36,38.1,5.71,3.67,3.449,-5.96,50,0,0.8938,STABLE
2140-11-01,2141-09-30,08148001547,-16.39,8.5,28.31,11.44,0.0058,22.92,23.41,17.33,10.54,-8.42,3.944,-3.389,-10.68,62,1,0.5286,STABLE
2140-12-01,2141-10-31,08149001548,41.14,56.93,39.54,13.14,0.7238,36.48,17.84,17.93,28.41,16.48,-0.519,1.016,14.71,23,0,0.9713,STABLE
2141-01-01,2141-11-30,08150001549,-12.62,43.09,7.3,18.72,0.5452,26.62,15.55,3.51,28.46,17.12,-4.661,2.638,6.81,79,1,0.3596,STABLE
2141-02-01,2141-12-31,08151001550,5.46,57.71,31.32,2.96,0.6544,0.07,31.63,17.71,41.65,11.79,1.977,-2.168,2.21,30,0,0.6018,UNCERTAIN
2141-03-01,2142-01-31,08152001551,-2.68,20.03,43.04,11.59,0.0445,2.25,23.28,3.1,22.29,-9.28,-4.356,0.894,6.06,4,1,0.8004,STABLE
2141-04-01,2142-02-28,08153001552,17.68,50.13,1.21,11.43,0.0996,14.23,30.22,1.69,37.88,10.27,2.049,0.65,12.46,50,1,0.5859,UNCERTAIN
2141-05-01,2142-03-31,08154001553,7.64,16.04,20.69,-5.3,0.0922,18.51,17.27,2.44,18.21,6.48,2.459,1.411,4.83,65,1,0.8932,UNCERTAIN
2141-06-01,2142-04-30,08155001554,25.75,59.1,-3.51,-7.75,0.7163,44.78,16.98,11.95,43.07,17.14,-2.514,0.154,-11.3,60,0,0.4352,STABLE
2141-07-01,2142-05-31,08156001555,38.57,5.1,26.9,-4.59,0.4376,24.69,12.45,15.06,9.55,6.68,4.905,2.0,3.28,57,0,0.7065,DECLINING
2141-08-01,2142-06-30,08157001556,-11.05,19.12,2.44,18.21,0.1046,43.43,13.24,2.64,30.56,4.88,-4.938,-0.725,7.18,103,0,0.2953,MID
2141-09-01,2142-07-31,08158001557,7.69,33.3,17.73,-4.93,0.3905,43.11,15.89,1.66,35.5,-2.08,-5.195,0.847,-3.58,90,1,0.2955,STABLE
2141-10-01,2142-08-31,08159001558,-22.4,21.91,42.01,2.55,0.1917,18.29,26.49,9.92,43.47,13.67,-2.144,-0.067,4.06,30,0,0.4714,MID
2141-11-01,2142-09-30,08160001559,25.61,71.09,38.61,21.01,0.2143,18.98,5.72,5.16,12.65,4.07,3.188,-2.046,10.1,57,0,0.1116,UNCERTAIN
2141-12-01,2142-10-31,08161001560,3.65,13.4,29.37,0.28,0.8385,36.71,4.98,14.35,12.26,5.71,-3.471,-2.377,-7.05,3,0,0.3812,EARLY
2142-01-01,2142-11-30,08162001561,22.73,69.19,-7.9,3.13,0.0312,7.03,19.68,17.68,16.13,-1.03,-4.252,1.159,7.46,105,0,0.1959,STABLE
2142-02-01,2142-12-31,08163001562,-4.43,50.78,30.13,5.88,0.6449,22.82,14.89,3.0,-4.64,9.96,-5.841,-2.797,1.2,85,0,0.1552,LATE
2142-03-01,2143-01-31,08164001563,17.96,8.07,6.61,8.51,0.3358,21.17,33.12,17.06,37.98,5.43,-5.565,1.441,-7.97,29,0,0.6353,MID
2142-04-01,2143-02-28,08165001564,25.35,17.8,-5.51,-4.7,0.5317,28.37,15.51,8.44,15.06,17.82,3.051,-3.843,10.81,45,0,0.1543,UNCERTAIN
2142-05-01,2143-03-31,08166001565,16.04,3.53,4.62,-1.72,0.9971,29.74,30.94,8.11,14.08,2.3,-4.951,4.454,-1.09,49,0,0.9829,LATE
2142-06-01,2143-04-30,08167001566,31.55,35.4,28.28,2.66,0.4441,30.65,15.24,14.2,4.66,-1.31,-5.563,4.345,-10.72,109,0,0.7519,STABLE
2142-07-01,2143-05-31,08168001567,44.47,8.77,8.06,17.06,0.0135,7.55,24.6,12.25,44.48,2.28,-5.453,1.978,14.39,47,1,0.1892,UNCERTAIN
2142-08-01,2143-06-30,08169001568,35.59,66.05,-2.73,-7.86,0.1447,11.29,34.36,2.41,16.85,8.06,-2.581,-1.798,0.66,51,0,0.8057,LATE
2142-09-01,2143-07-31,08170001569,26.87,-9.33,36.79,18.56,0.2367,14.05,15.58,0.05,3.7,-5.25,-3.722,2.213,-7.47,19,0,0.6075,STABLE
2142-10-01,2143-08-31,08171001570,-10.6,-10.59,-17.64,24.09,0.0118,41.83,2.66,15.92,27.02,12.14,1.477,-3.591,4.36,69,1,0.6386,UNCERTAIN
2142-11-01,2143-09-30,08172001571,-10.29,12.27,24.24,-2.07,0.8035,39.4,2.16,4.49,28.6,-7.75,5.602,-3.64,11.43,100,0,0.3977,LATE
2142-12-01,2143-10-31,08173001572,0.91,21.89,37.98,5.75,0.8503,34.91,29.09,17.81,20.75,-4.0,-2.413,-2.468,-0.09,72,0,0.5557,MID
2143-01-01,2143-11-30,08174001573,-10.36,27.7,-10.91,13.69,0.2383,16.89,21.8,16.87,16.54,-1.12,-0.361,2.328,3.61,4,1,0.5158,MID
2143-02-01,2143-12-31,08175001574,19.47,34.56,42.13,11.95,0.6518,2.95,33.26,11.12,-1.74,15.22,-3.786,2.855,-4.75,69,1,0.716,MID
2143-03-01,2144-01-31,08176001575,30.63,26.54,23.93,8.12,0.1148,41.9,23.22,14.48,41.29,-3.8,5.357,3.926,-2.41,6,0,0.7801,MID
2143-04-01,2144-02-29,08177001576,18.77,3.44,34.51,4.82,0.154,35.17,13.65,9.62,4.47,12.84,1.672,-2.527,14.9,116,0,0.474,EARLY
2143-05-01,2144-03-31,08178001577,15.96,17.62,-3.0,-10.28,0.5252,19.01,25.95,15.77,37.43,-0.2,-2.678,3.937,8.62,44,1,0.807,DECLINING
2143-06-01,2144-04-30,08179001578,10.03,77.69,-2.58,19.12,0.8303,35.87,32.63,8.46,5.89,-1.83,2.915,2.487,7.11,34,1,0.984,MID
2143-07-01,2144-05-31,08180001579,-5.75,28.5,37.64,2.49,0.2803,35.01,17.56,16.66,28.24,-4.94,-4.746,2.808,3.76,104,0,0.7593,LATE
2143-08-01,2144-06-30,08181001580,41.48,68.63,-9.28,17.18,0.5305,44.09,31.17,17.89,35.56,7.5,4.194,4.125,-1.85,39,1,0.8779,DECLINING
2143-09-01,2144-07-31,08182001581,50.43,36.81,-17.33,13.21,0.0255,43.08,26.77,7.93,12.97,17.63,-0.212,2.945,7.41,109,0,0.8638,LATE
2143-10-01,2144-08-31,08183001582,22.22,11.82,33.31,21.42,0.8783,38.95,0.59,7.08,33.07,14.49,0.268,4.006,-2.78,29,1,0.3531,EARLY
2143-11-01,2144-09-30,08184001583,24.33,19.57,34.07,6.5,0.2341,1.11,8.64,15.76,-2.21,-8.5,-4.87,3.705,-2.22,0,0,0.5894,STABLE
2143-12-01,2144-10-31,08185001584,14.86,-17.77,13.2,4.58,0.7172,22.88,32.22,8.09,27.41,0.7,0.422,-0.005,3.8,106,1,0.0141,STABLE
2144-01-01,2144-11-30,08186001585,23.4,19.48,-14.19,10.65,0.7185,28.11,3.04,6.16,34.78,-9.91,-4.666,4.774,-8.25,97,0,0.9505,MID
2144-02-01,2144-12-31,08187001586,-16.8,68.38,31.35,4.9,0.4405,9.39,32.68,6.41,7.55,17.48,4.055,4.993,8.99,67,1,0.8249,STABLE
2144-03-01,2145-01-31,08188001587,-1.05,38.34,19.87,11.45,0.9045,29.77,29.87,10.58,41.68,15.12,2.393,1.164,-10.1,10,0,0.342,LATE
2144-04-01,2145-02-28,08189001588,4.95,21.92,-16.24,-8.43,0.5125,4.71,15.19,3.68,-1.14,4.78,-4.918,4.171,-13.02,100,0,0.357,EARLY
2144-05-01,2145-03-31,08190001589,-18.72,-6.38,5.33,9.91,0.9001,32.9,19.52,2.21,2.69,8.22,-0.341,-3.048,9.09,102,0,0.0076,DECLINING
2144-06-01,2145-04-30,08191001590,3.87,53.34,33.95,6.73,0.5814,21.98,16.23,4.06,7.3,15.72,-4.77,4.939,11.61,65,0,0.8213,STABLE
2144-07-01,2145-05-31,08192001591,43.43,39.92,-10.23,24.4,0.6892,26.82,15.75,15.44,14.63,17.22,-5.374,0.957,-9.3,70,1,0.7585,DECLINING
2144-08-01,2145-06-30,08193001592,6.72,66.49,39.89,17.59,0.7395,12.78,26.41,0.51,31.44,-3.88,5.078,1.739,12.72,43,0,0.0511,LATE
2144-09-01,2145-07-31,08194001593,12.23,32.02,-4.37,-3.92,0.3184,7.93,11.47,7.98,31.61,2.54,-2.031,-4.0,-7.85,18,0,0.933,STABLE
2144-10-01,2145-08-31,08195001594,24.1,74.64,31.7,-9.08,0.2998,19.51,15.54,12.24,-1.39,3.64,-1.183,-2.519,-13.11,115,0,0.0499,LATE
2144-11-01,2145-09-30,08196001595,-13.59,10.32,-14.77,-2.63,0.1751,40.91,19.0,8.25,-0.73,9.94,-1.107,-2.713,5.09,17,0,0.4337,STABLE
2144-12-01,2145-10-31,08197001596,6.75,62.18,-9.08,-3.85,0.0264,10.92,7.41,2.04,34.36,1.38,-0.232,3.397,-11.56,63,0,0.0896,STABLE
2145-01-01,2145-11-30,08198001597,8.12,-17.29,18.32,-9.03,0.8648,19.4,16.18,10.38,38.8,1.08,-0.427,1.298,2.6,82,0,0.8975,EARLY
2145-02-01,2145-12-31,08199001598,20.67,32.11,25.12,18.49,0.5258,22.04,14.13,3.54,22.08,7.26,-1.69,2.975,7.23,16,1,0.0507,MID
2145-03-01,2146-01-31,08200001599,-12.8,66.67,40.72,3.69,0.4344,27.63,30.91,14.04,40.71,8.83,-4.576,-2.127,11.29,81,1,0.6836,EARLY
2145-04-01,2146-02-28,09001001600,8.88,61.92,-11.63,-2.88,0.5737,3.47,11.81,17.64,30.71,-2.56,-3.015,1.253,1.05,3,1,0.436,EARLY
2145-05-01,2146-03-31,09002001601,46.17,76.52,42.64,24.42,0.2974,30.33,27.3,11.93,-4.51,15.27,1.587,-0.292,-9.22,4,0,0.4064,LATE
2145-06-01,2146-04-30,09003001602,-12.62,59.69,-11.31,-1.38,0.8398,22.06,3.88,17.89,17.59,0.08,2.777,0.206,-13.47,7,0,0.5206,MID
2145-07-01,2146-05-31,09004001603,15.94,30.32,13.27,10.99,0.9798,24.32,33.51,6.21,39.65,17.48,3.108,0.317,-0.24,73,0,0.3913,MID
2145-08-01,2146-06-30,09005001604,10.67,33.67,21.83,11.88,0.2503,30.13,0.83,12.11,34.14,-8.23,1.854,-2.064,1.81,86,1,0.653,MID
2145-09-01,2146-07-31,09006001605,5.73,64.69,-2.64,22.97,0.91,32.75,11.58,6.03,41.31,12.37,-4.803,2.893,6.74,12,0,0.14,EARLY
2145-10-01,2146-08-31,09007001606,52.87,-6.76,38.32,-9.58,0.7933,8.12,27.67,14.64,26.51,-6.21,0.227,3.847,-12.73,98,0,0.2719,UNCERTAIN
2145-11-01,2146-09-30,09008001607,6.55,14.97,-11.23,-8.08,0.3097,2.34,18.69,12.67,1.76,7.48,-4.538,2.294,11.19,24,0,0.7596,MID
2145-12-01,2146-10-31,09009001608,-21.7,42.0,8.42,-8.88,0.1854,8.34,17.24,14.44,25.31,-1.93,4.259,-0.408,11.83,3,1,0.836,DECLINING
2146-01-01,2146-11-30,09010001609,28.1,26.72,-10.02,10.33,0.6321,37.73,33.77,3.24,2.29,6.43,5.633,4.005,10.81,52,0,0.7319,STABLE
2146-02-01,2146-12-31,09011001610,35.6,69.66,-15.87,7.06,0.6896,14.74,30.78,3.81,2.36,-1.8,4.099,4.701,14.01,83,0,0.4332,EARLY
2146-03-01,2147-01-31,09012001611,-24.97,73.58,44.93,-5.21,0.4322,9.58,23.32,0.54,-3.28,8.08,-3.595,2.727,-12.3,84,1,0.3862,MID
2146-04-01,2147-02-28,09013001612,-21.23,58.35,44.34,-8.13,0.7634,9.56,34.37,3.74,25.47,-6.67,2.439,1.963,-8.14,87,0,0.7419,LATE
2146-05-01,2147-03-31,09014001613,-17.82,78.88,37.42,-10.14,0.4285,36.39,27.16,3.78,42.48,4.47,-4.831,-1.011,5.24,109,0,0.3113,STABLE
2146-06-01,2147-04-30,09015001614,-13.8,26.17,41.89,3.73,0.1492,31.07,14.36,13.3,38.85,7.87,-1.661,-3.144,12.91,15,1,0.076,STABLE
2146-07-01,2147-05-31,09016001615,18.3,-6.44,-16.27,1.15,0.2288,7.23,14.85,6.53,11.93,6.21,-3.876,-1.805,0.56,33,0,0.3519,EARLY
2146-08-01,2147-06-30,09017001616,8.06,17.68,-14.85,10.88,0.195,8.09,19.36,10.86,18.44,6.94,0.323,-1.91,-3.25,87,0,0.3333,UNCERTAIN
