env_bio_reference_year,env_bio_member_state_iso2,env_bio_site_id,env_bio_natura2000_designation_code,env_bio_nuts_code,env_bio_habitat_code,env_bio_species_code,env_bio_site_area_ha,env_bio_conservation_status_code,env_bio_pressure_threat_code,env_bio_management_plan_flag,env_bio_restoration_actions_count,env_bio_invasive_species_presence_flag,env_bio_land_cover_corine_class,env_bio_water_body_status_code,env_bio_protected_area_connectivity_index,env_bio_ecosystem_services_index,env_bio_funding_eu_life_programme_eur,env_bio_data_source,env_bio_last_assessment_date
2018,HR,HR_N2K_001579,SPA,EE63,HAB_299,SP_1579,6413.11,U2,POLLUTION,1,4,0,311_BROADLEAVED,HIGH,0.5194,0.3763,12043955.56,EEA_NATURA2000,2024-11-26
2019,DE,DE_N2K_001580,SPA,BG74,HAB_300,SP_1580,46070.05,XX,INVASIVE_SPECIES,1,11,1,312_CONIFEROUS,UNKNOWN,0.4316,0.3393,605671.49,LIFE_PROJECT_DATABASE,2024-12-09
2020,LU,LU_N2K_001581,SPA,SK4,HAB_301,SP_1581,58091.3,FV,FORESTRY,0,5,0,313_MIXED,BAD,0.0599,0.8119,582075.37,NATIONAL_HABITAT_REPORTING,2024-12-22
2021,SI,SI_N2K_001582,SPA,FI851,HAB_302,SP_1582,6504.66,U1,WATER_ABSTRACTION,1,16,0,321_NATURAL_GRASS,POOR,0.0594,0.4912,29359322.16,EEA_NATURA2000,2025-01-04
2022,CY,CY_N2K_001583,SPA,IT370,HAB_303,SP_1583,58985.08,U2,TOURISM_PRESSURE,0,16,0,411_INLAND_WETLAND,MODERATE,0.7941,0.345,4544179.39,LIFE_PROJECT_DATABASE,2025-01-17
2023,GR,GR_N2K_001584,SPA,HR705,HAB_304,SP_1584,72091.78,XX,CLIMATE_CHANGE,0,1,1,512_WATER,GOOD,0.8042,0.3777,7736126.45,NATIONAL_HABITAT_REPORTING,2025-01-30
2024,MT,MT_N2K_001585,SPA,FR90,HAB_305,SP_1585,189230.55,FV,AGRI_INTENSIFICATION,1,6,0,111_URBAN,HIGH,0.3339,0.7977,6732132.84,EEA_NATURA2000,2025-02-12
2025,ES,ES_N2K_001586,SPA,BE10,HAB_306,SP_1586,234924.03,U1,URBANISATION,1,16,0,211_ARABLE,UNKNOWN,0.3893,0.9353,21748865.17,LIFE_PROJECT_DATABASE,2025-02-25
2000,CZ,CZ_N2K_001587,SPA,RO5,HAB_307,SP_1587,246683.99,U2,POLLUTION,1,22,0,231_PASTURES,BAD,0.6128,0.1946,18688057.71,NATIONAL_HABITAT_REPORTING,2025-03-10
2001,HU,HU_N2K_001588,SPA,SK78,HAB_308,SP_1588,169839.25,XX,INVASIVE_SPECIES,0,11,1,311_BROADLEAVED,POOR,0.4804,0.2728,6091854.29,EEA_NATURA2000,2025-03-23
2002,NL,NL_N2K_001589,SPA,LU87,HAB_309,SP_1589,162523.16,FV,FORESTRY,1,17,0,312_CONIFEROUS,MODERATE,0.8171,0.1225,5699101.27,LIFE_PROJECT_DATABASE,2025-04-05
2003,SE,SE_N2K_001590,SPA,SE941,HAB_310,SP_1590,81790.34,U1,WATER_ABSTRACTION,0,21,0,313_MIXED,GOOD,0.8577,0.3087,1623833.01,NATIONAL_HABITAT_REPORTING,2025-04-18
2004,DK,DK_N2K_001591,SPA,FI618,HAB_311,SP_1591,161362.22,U2,TOURISM_PRESSURE,0,10,0,321_NATURAL_GRASS,HIGH,0.1292,0.7825,14732501.7,EEA_NATURA2000,2025-05-01
2005,IE,IE_N2K_001592,SPA,FI7,HAB_312,SP_1592,226227.81,XX,CLIMATE_CHANGE,1,14,1,411_INLAND_WETLAND,UNKNOWN,0.1312,0.8617,31223735.9,LIFE_PROJECT_DATABASE,2025-05-14
2006,PL,PL_N2K_001593,SPA,FR316,HAB_313,SP_1593,211574.13,FV,AGRI_INTENSIFICATION,1,22,0,512_WATER,BAD,0.5112,0.945,16740611.5,NATIONAL_HABITAT_REPORTING,2025-05-27
2007,AT,AT_N2K_001594,SPA,PL94,HAB_314,SP_1594,249598.34,U1,URBANISATION,0,11,0,111_URBAN,POOR,0.6419,0.2246,18246687.13,EEA_NATURA2000,2025-06-09
2008,EE,EE_N2K_001595,SPA,BG6,HAB_315,SP_1595,28860.55,U2,POLLUTION,1,5,0,211_ARABLE,MODERATE,0.3529,0.4235,32316260.86,LIFE_PROJECT_DATABASE,2025-06-22
2009,IT,IT_N2K_001596,SPA,HR56,HAB_316,SP_1596,4241.95,XX,INVASIVE_SPECIES,0,0,0,231_PASTURES,GOOD,0.7306,0.8499,11949576.06,NATIONAL_HABITAT_REPORTING,2025-07-05
2010,PT,PT_N2K_001597,SPA,AT19,HAB_317,SP_1597,64087.72,FV,FORESTRY,0,26,1,311_BROADLEAVED,HIGH,0.5455,0.1781,1053304.82,EEA_NATURA2000,2025-07-18
2011,BE,BE_N2K_001598,SPA,HU412,HAB_318,SP_1598,152124.12,U1,WATER_ABSTRACTION,1,26,0,312_CONIFEROUS,UNKNOWN,0.696,0.6232,28569605.02,LIFE_PROJECT_DATABASE,2025-07-31
2012,FI,FI_N2K_001599,SPA,LV28,HAB_319,SP_1599,221714.96,U2,TOURISM_PRESSURE,0,14,0,313_MIXED,BAD,0.7914,0.7903,13593798.03,NATIONAL_HABITAT_REPORTING,2025-08-13
2013,LV,LV_N2K_001600,SPA,ES11,HAB_320,SP_1600,68242.52,XX,CLIMATE_CHANGE,1,23,1,321_NATURAL_GRASS,POOR,0.4065,0.7192,7414628.21,EEA_NATURA2000,2025-08-26
2014,RO,RO_N2K_001601,SPA,DK477,HAB_001,SP_1601,8109.29,FV,AGRI_INTENSIFICATION,1,16,1,411_INLAND_WETLAND,MODERATE,0.4205,0.3533,12470985.46,LIFE_PROJECT_DATABASE,2025-09-08
2015,BG,BG_N2K_001602,SPA,GR119,HAB_002,SP_1602,200889.74,U1,URBANISATION,1,22,0,512_WATER,GOOD,0.9467,0.8469,24955704.39,NATIONAL_HABITAT_REPORTING,2025-09-21
2016,FR,FR_N2K_001603,SPA,FI3,HAB_003,SP_1603,53218.79,U2,POLLUTION,1,33,0,111_URBAN,HIGH,0.6897,0.488,25912279.5,EEA_NATURA2000,2025-10-04
2017,LT,LT_N2K_001604,SPA,MT93,HAB_004,SP_1604,115811.29,XX,INVASIVE_SPECIES,1,6,0,211_ARABLE,UNKNOWN,0.5606,0.288,31266544.64,LIFE_PROJECT_DATABASE,2025-10-17
2018,SK,SK_N2K_001605,SPA,SI28,HAB_005,SP_1605,1687.77,FV,FORESTRY,1,8,0,231_PASTURES,BAD,0.7567,0.137,26525009.58,NATIONAL_HABITAT_REPORTING,2025-10-30
2019,HR,HR_N2K_001606,SPA,ES16,HAB_006,SP_1606,10611.79,U1,WATER_ABSTRACTION,0,8,0,311_BROADLEAVED,POOR,0.3086,0.8495,16633512.48,EEA_NATURA2000,2025-11-12
2020,DE,DE_N2K_001607,SPA,SE5,HAB_007,SP_1607,148391.48,U2,TOURISM_PRESSURE,0,3,0,312_CONIFEROUS,MODERATE,0.8897,0.3316,15477601.31,LIFE_PROJECT_DATABASE,2025-11-25
2021,LU,LU_N2K_001608,SPA,LU404,HAB_008,SP_1608,168692.46,XX,CLIMATE_CHANGE,1,0,1,313_MIXED,GOOD,0.7515,0.9299,4110364.68,NATIONAL_HABITAT_REPORTING,2025-12-08
2022,SI,SI_N2K_001609,SPA,CZ403,HAB_009,SP_1609,132053.97,FV,AGRI_INTENSIFICATION,1,26,0,321_NATURAL_GRASS,HIGH,0.4158,0.5833,18299022.88,EEA_NATURA2000,2025-12-21
2023,CY,CY_N2K_001610,SPA,SK29,HAB_010,SP_1610,46216.07,U1,URBANISATION,1,23,0,411_INLAND_WETLAND,UNKNOWN,0.1356,0.1695,20255612.47,LIFE_PROJECT_DATABASE,2026-01-03
2024,GR,GR_N2K_001611,SPA,PL362,HAB_011,SP_1611,201670.22,U2,POLLUTION,0,11,1,512_WATER,BAD,0.757,0.8211,1701994.76,NATIONAL_HABITAT_REPORTING,2026-01-16
2025,MT,MT_N2K_001612,SPA,SE79,HAB_012,SP_1612,166553.79,XX,INVASIVE_SPECIES,1,4,0,111_URBAN,POOR,0.5187,0.149,15148176.3,EEA_NATURA2000,2026-01-29
2000,ES,ES_N2K_001613,SPA,BE85,HAB_013,SP_1613,140197.6,FV,FORESTRY,1,5,1,211_ARABLE,MODERATE,0.7491,0.1163,24737134.27,LIFE_PROJECT_DATABASE,2026-02-11
2001,CZ,CZ_N2K_001614,SPA,HU46,HAB_014,SP_1614,83669.02,U1,WATER_ABSTRACTION,0,19,1,231_PASTURES,GOOD,0.825,0.4017,15310954.2,NATIONAL_HABITAT_REPORTING,2026-02-24
2002,HU,HU_N2K_001615,SPA,SI35,HAB_015,SP_1615,170923.68,U2,TOURISM_PRESSURE,1,24,0,311_BROADLEAVED,HIGH,0.9729,0.6157,21754893.83,EEA_NATURA2000,2007-01-12
2003,NL,NL_N2K_001616,SPA,SE26,HAB_016,SP_1616,138600.93,XX,CLIMATE_CHANGE,1,18,1,312_CONIFEROUS,UNKNOWN,0.2331,0.287,30833970.85,LIFE_PROJECT_DATABASE,2007-01-25
2004,SE,SE_N2K_001617,SPA,LT56,HAB_017,SP_1617,22615.71,FV,AGRI_INTENSIFICATION,0,13,0,313_MIXED,BAD,0.2559,0.6554,17127954.87,NATIONAL_HABITAT_REPORTING,2007-02-07
2005,DK,DK_N2K_001618,SPA,DK350,HAB_018,SP_1618,107273.6,U1,URBANISATION,1,14,0,321_NATURAL_GRASS,POOR,0.442,0.6567,4189027.36,EEA_NATURA2000,2007-02-20
2006,IE,IE_N2K_001619,SPA,CY62,HAB_019,SP_1619,222160.17,U2,POLLUTION,0,22,1,411_INLAND_WETLAND,MODERATE,0.8536,0.443,11121696.14,LIFE_PROJECT_DATABASE,2007-03-05
2007,PL,PL_N2K_001620,SPA,HR6,HAB_020,SP_1620,43128.49,XX,INVASIVE_SPECIES,1,12,0,512_WATER,GOOD,0.6067,0.7332,3175845.33,NATIONAL_HABITAT_REPORTING,2007-03-18
2008,AT,AT_N2K_001621,SPA,CY307,HAB_021,SP_1621,12441.21,FV,FORESTRY,0,5,0,111_URBAN,HIGH,0.0848,0.436,13598986.56,EEA_NATURA2000,2007-03-31
2009,EE,EE_N2K_001622,SPA,LV693,HAB_022,SP_1622,152474.2,U1,WATER_ABSTRACTION,0,14,0,211_ARABLE,UNKNOWN,0.8787,0.5935,401887.24,LIFE_PROJECT_DATABASE,2007-04-13
2010,IT,IT_N2K_001623,SPA,DK49,HAB_023,SP_1623,223297.09,U2,TOURISM_PRESSURE,1,2,1,231_PASTURES,BAD,0.9306,0.467,9626197.51,NATIONAL_HABITAT_REPORTING,2007-04-26
2011,PT,PT_N2K_001624,SPA,LV3,HAB_024,SP_1624,133967.6,XX,CLIMATE_CHANGE,1,25,1,311_BROADLEAVED,POOR,0.2572,0.335,25586185.12,EEA_NATURA2000,2007-05-09
2012,BE,BE_N2K_001625,SPA,FI551,HAB_025,SP_1625,124078.07,FV,AGRI_INTENSIFICATION,1,25,1,312_CONIFEROUS,MODERATE,0.3601,0.5933,2620647.46,LIFE_PROJECT_DATABASE,2007-05-22
2013,FI,FI_N2K_001626,SPA,PT71,HAB_026,SP_1626,147311.15,U1,URBANISATION,0,10,0,313_MIXED,GOOD,0.5299,0.8484,2751845.7,NATIONAL_HABITAT_REPORTING,2007-06-04
2014,LV,LV_N2K_001627,SPA,LV489,HAB_027,SP_1627,123401.22,U2,POLLUTION,0,6,1,321_NATURAL_GRASS,HIGH,0.3402,0.8024,16452924.37,EEA_NATURA2000,2007-06-17
2015,RO,RO_N2K_001628,SPA,CY300,HAB_028,SP_1628,203670.9,XX,INVASIVE_SPECIES,0,15,1,411_INLAND_WETLAND,UNKNOWN,0.2717,0.9434,5614707.61,LIFE_PROJECT_DATABASE,2007-06-30
2016,BG,BG_N2K_001629,SPA,LT15,HAB_029,SP_1629,54412.97,FV,FORESTRY,1,22,1,512_WATER,BAD,0.4927,0.857,29104860.2,NATIONAL_HABITAT_REPORTING,2007-07-13
2017,FR,FR_N2K_001630,SPA,CZ904,HAB_030,SP_1630,77316.25,U1,WATER_ABSTRACTION,0,1,0,111_URBAN,POOR,0.9263,0.2746,14960870.35,EEA_NATURA2000,2007-07-26
2018,LT,LT_N2K_001631,SPA,CZ255,HAB_031,SP_1631,142835.38,U2,TOURISM_PRESSURE,0,3,1,211_ARABLE,MODERATE,0.2976,0.3244,19264261.3,LIFE_PROJECT_DATABASE,2007-08-08
2019,SK,SK_N2K_001632,SPA,IT91,HAB_032,SP_1632,216803.78,XX,CLIMATE_CHANGE,1,7,1,231_PASTURES,GOOD,0.5877,0.255,1211824.49,NATIONAL_HABITAT_REPORTING,2007-08-21
2020,HR,HR_N2K_001633,SPA,FI622,HAB_033,SP_1633,220791.89,FV,AGRI_INTENSIFICATION,0,21,0,311_BROADLEAVED,HIGH,0.7702,0.6668,5787237.93,EEA_NATURA2000,2007-09-03
2021,DE,DE_N2K_001634,SPA,FR28,HAB_034,SP_1634,238348.89,U1,URBANISATION,1,6,0,312_CONIFEROUS,UNKNOWN,0.8429,0.32,30958837.26,LIFE_PROJECT_DATABASE,2007-09-16
2022,LU,LU_N2K_001635,SPA,FR732,HAB_035,SP_1635,67274.53,U2,POLLUTION,0,26,0,313_MIXED,BAD,0.1356,0.7336,15789717.86,NATIONAL_HABITAT_REPORTING,2007-09-29
2023,SI,SI_N2K_001636,SPA,HR41,HAB_036,SP_1636,18890.18,XX,INVASIVE_SPECIES,1,9,1,321_NATURAL_GRASS,POOR,0.0556,0.2984,6666848.98,EEA_NATURA2000,2007-10-12
2024,CY,CY_N2K_001637,SPA,IE53,HAB_037,SP_1637,186667.67,FV,FORESTRY,1,6,0,411_INLAND_WETLAND,MODERATE,0.124,0.417,2064220.38,LIFE_PROJECT_DATABASE,2007-10-25
2025,GR,GR_N2K_001638,SPA,GR831,HAB_038,SP_1638,69666.13,U1,WATER_ABSTRACTION,1,23,0,512_WATER,GOOD,0.7603,0.2172,22381612.7,NATIONAL_HABITAT_REPORTING,2007-11-07
2000,MT,MT_N2K_001639,SPA,CZ8,HAB_039,SP_1639,112550.26,U2,TOURISM_PRESSURE,0,3,0,111_URBAN,HIGH,0.8562,0.5613,18025649.37,EEA_NATURA2000,2007-11-20
2001,ES,ES_N2K_001640,SPA,LV40,HAB_040,SP_1640,142416.69,XX,CLIMATE_CHANGE,0,6,0,211_ARABLE,UNKNOWN,0.7429,0.1818,1370826.81,LIFE_PROJECT_DATABASE,2007-12-03
2002,CZ,CZ_N2K_001641,SPA,CY57,HAB_041,SP_1641,131892.07,FV,AGRI_INTENSIFICATION,0,18,0,231_PASTURES,BAD,0.8732,0.6383,13646113.0,NATIONAL_HABITAT_REPORTING,2007-12-16
2003,HU,HU_N2K_001642,SPA,CZ2,HAB_042,SP_1642,169274.94,U1,URBANISATION,0,18,0,311_BROADLEAVED,POOR,0.6761,0.7062,12644533.98,EEA_NATURA2000,2007-12-29
2004,NL,NL_N2K_001643,SPA,GR80,HAB_043,SP_1643,140139.21,U2,POLLUTION,0,31,0,312_CONIFEROUS,MODERATE,0.6796,0.86,63300.42,LIFE_PROJECT_DATABASE,2008-01-11
2005,SE,SE_N2K_001644,SPA,IE953,HAB_044,SP_1644,203456.28,XX,INVASIVE_SPECIES,1,7,0,313_MIXED,GOOD,0.2482,0.3464,15763167.15,NATIONAL_HABITAT_REPORTING,2008-01-24
2006,DK,DK_N2K_001645,SPA,GR8,HAB_045,SP_1645,113316.57,FV,FORESTRY,1,11,0,321_NATURAL_GRASS,HIGH,0.7726,0.8963,22497906.55,EEA_NATURA2000,2008-02-06
2007,IE,IE_N2K_001646,SPA,IT38,HAB_046,SP_1646,87307.59,U1,WATER_ABSTRACTION,0,9,1,411_INLAND_WETLAND,UNKNOWN,0.5671,0.703,2585088.43,LIFE_PROJECT_DATABASE,2008-02-19
2008,PL,PL_N2K_001647,SPA,BE77,HAB_047,SP_1647,15626.09,U2,TOURISM_PRESSURE,1,17,1,512_WATER,BAD,0.7218,0.6073,10795619.42,NATIONAL_HABITAT_REPORTING,2008-03-03
2009,AT,AT_N2K_001648,SPA,FR44,HAB_048,SP_1648,132224.99,XX,CLIMATE_CHANGE,1,27,1,111_URBAN,POOR,0.7033,0.4944,13953029.29,EEA_NATURA2000,2008-03-16
2010,EE,EE_N2K_001649,SPA,PT3,HAB_049,SP_1649,176701.42,FV,AGRI_INTENSIFICATION,1,15,0,211_ARABLE,MODERATE,0.3321,0.6828,30279740.26,LIFE_PROJECT_DATABASE,2008-03-29
2011,IT,IT_N2K_001650,SPA,NL3,HAB_050,SP_1650,81226.78,U1,URBANISATION,0,14,1,231_PASTURES,GOOD,0.1656,0.3773,18213651.42,NATIONAL_HABITAT_REPORTING,2008-04-11
2012,PT,PT_N2K_001651,SPA,LU31,HAB_051,SP_1651,207884.45,U2,POLLUTION,1,18,1,311_BROADLEAVED,HIGH,0.6944,0.5005,24626700.55,EEA_NATURA2000,2008-04-24
2013,BE,BE_N2K_001652,SPA,IE496,HAB_052,SP_1652,206817.17,XX,INVASIVE_SPECIES,0,9,0,312_CONIFEROUS,UNKNOWN,0.2493,0.7634,1826298.82,LIFE_PROJECT_DATABASE,2008-05-07
2014,FI,FI_N2K_001653,SPA,LV485,HAB_053,SP_1653,218189.15,FV,FORESTRY,0,19,0,313_MIXED,BAD,0.4517,0.6667,19076642.94,NATIONAL_HABITAT_REPORTING,2008-05-20
2015,LV,LV_N2K_001654,SPA,AT20,HAB_054,SP_1654,59636.91,U1,WATER_ABSTRACTION,1,30,1,321_NATURAL_GRASS,POOR,0.6053,0.5888,6459347.89,EEA_NATURA2000,2008-06-02
2016,RO,RO_N2K_001655,SPA,LV825,HAB_055,SP_1655,166324.69,U2,TOURISM_PRESSURE,0,2,1,411_INLAND_WETLAND,MODERATE,0.6502,0.5525,11637124.68,LIFE_PROJECT_DATABASE,2008-06-15
2017,BG,BG_N2K_001656,SPA,BE1,HAB_056,SP_1656,139225.44,XX,CLIMATE_CHANGE,0,15,0,512_WATER,GOOD,0.0834,0.9036,4483965.39,NATIONAL_HABITAT_REPORTING,2008-06-28
2018,FR,FR_N2K_001657,SPA,IE90,HAB_057,SP_1657,64275.22,FV,AGRI_INTENSIFICATION,0,11,1,111_URBAN,HIGH,0.0614,0.708,2120531.85,EEA_NATURA2000,2008-07-11
2019,LT,LT_N2K_001658,SPA,DE68,HAB_058,SP_1658,162254.63,U1,URBANISATION,0,27,0,211_ARABLE,UNKNOWN,0.1106,0.1846,10229627.64,LIFE_PROJECT_DATABASE,2008-07-24
2020,SK,SK_N2K_001659,SPA,NL644,HAB_059,SP_1659,193753.27,U2,POLLUTION,1,17,0,231_PASTURES,BAD,0.0618,0.3968,9210383.28,NATIONAL_HABITAT_REPORTING,2008-08-06
2021,HR,HR_N2K_001660,SPA,GR213,HAB_060,SP_1660,71976.45,XX,INVASIVE_SPECIES,1,15,0,311_BROADLEAVED,POOR,0.779,0.6118,15209364.72,EEA_NATURA2000,2008-08-19
2022,DE,DE_N2K_001661,SPA,BE700,HAB_061,SP_1661,204045.4,FV,FORESTRY,1,17,0,312_CONIFEROUS,MODERATE,0.6247,0.5013,12674925.72,LIFE_PROJECT_DATABASE,2008-09-01
2023,LU,LU_N2K_001662,SPA,HU3,HAB_062,SP_1662,160315.51,U1,WATER_ABSTRACTION,1,19,0,313_MIXED,GOOD,0.1494,0.4003,22862752.15,NATIONAL_HABITAT_REPORTING,2008-09-14
2024,SI,SI_N2K_001663,SPA,BG533,HAB_063,SP_1663,145332.83,U2,TOURISM_PRESSURE,1,0,0,321_NATURAL_GRASS,HIGH,0.5284,0.2083,866970.29,EEA_NATURA2000,2008-09-27
2025,CY,CY_N2K_001664,SPA,PL956,HAB_064,SP_1664,177142.8,XX,CLIMATE_CHANGE,1,24,1,411_INLAND_WETLAND,UNKNOWN,0.9302,0.8447,26341806.76,LIFE_PROJECT_DATABASE,2008-10-10
2000,GR,GR_N2K_001665,SPA,BG61,HAB_065,SP_1665,85993.26,FV,AGRI_INTENSIFICATION,1,0,1,512_WATER,BAD,0.1334,0.4193,2928133.67,NATIONAL_HABITAT_REPORTING,2008-10-23
2001,MT,MT_N2K_001666,SPA,ES9,HAB_066,SP_1666,81175.13,U1,URBANISATION,1,19,0,111_URBAN,POOR,0.0945,0.9407,2613713.53,EEA_NATURA2000,2008-11-05
2002,ES,ES_N2K_001667,SPA,GR24,HAB_067,SP_1667,235714.8,U2,POLLUTION,1,0,0,211_ARABLE,MODERATE,0.0918,0.8855,19509188.96,LIFE_PROJECT_DATABASE,2008-11-18
2003,CZ,CZ_N2K_001668,SPA,HR254,HAB_068,SP_1668,48063.03,XX,INVASIVE_SPECIES,0,0,0,231_PASTURES,GOOD,0.151,0.1096,696284.37,NATIONAL_HABITAT_REPORTING,2008-12-01
2004,HU,HU_N2K_001669,SPA,FR485,HAB_069,SP_1669,51396.22,FV,FORESTRY,0,23,1,311_BROADLEAVED,HIGH,0.0708,0.4234,16128726.49,EEA_NATURA2000,2008-12-14
2005,NL,NL_N2K_001670,SPA,SE667,HAB_070,SP_1670,86694.5,U1,WATER_ABSTRACTION,1,21,0,312_CONIFEROUS,UNKNOWN,0.6361,0.9417,28075943.83,LIFE_PROJECT_DATABASE,2008-12-27
2006,SE,SE_N2K_001671,SPA,ES53,HAB_071,SP_1671,85482.21,U2,TOURISM_PRESSURE,0,25,0,313_MIXED,BAD,0.5988,0.5842,5231520.56,NATIONAL_HABITAT_REPORTING,2009-01-09
2007,DK,DK_N2K_001672,SPA,GR4,HAB_072,SP_1672,237991.41,XX,CLIMATE_CHANGE,1,18,1,321_NATURAL_GRASS,POOR,0.8106,0.7141,27562710.91,EEA_NATURA2000,2009-01-22
2008,IE,IE_N2K_001673,SPA,HR68,HAB_073,SP_1673,23838.74,FV,AGRI_INTENSIFICATION,0,25,0,411_INLAND_WETLAND,MODERATE,0.7971,0.9106,4811373.79,LIFE_PROJECT_DATABASE,2009-02-04
2009,PL,PL_N2K_001674,SPA,PL9,HAB_074,SP_1674,61714.12,U1,URBANISATION,1,2,1,512_WATER,GOOD,0.9065,0.3119,1762133.13,NATIONAL_HABITAT_REPORTING,2009-02-17
2010,AT,AT_N2K_001675,SPA,LV60,HAB_075,SP_1675,100549.38,U2,POLLUTION,0,19,0,111_URBAN,HIGH,0.5985,0.6991,955524.47,EEA_NATURA2000,2009-03-02
2011,EE,EE_N2K_001676,SPA,FR160,HAB_076,SP_1676,65938.51,XX,INVASIVE_SPECIES,0,14,0,211_ARABLE,UNKNOWN,0.6001,0.3785,14573189.58,LIFE_PROJECT_DATABASE,2009-03-15
2012,IT,IT_N2K_001677,SPA,GR1,HAB_077,SP_1677,97915.27,FV,FORESTRY,1,25,1,231_PASTURES,BAD,0.4351,0.1274,21540055.08,NATIONAL_HABITAT_REPORTING,2009-03-28
2013,PT,PT_N2K_001678,SPA,GR82,HAB_078,SP_1678,114950.12,U1,WATER_ABSTRACTION,0,28,0,311_BROADLEAVED,POOR,0.5196,0.6269,2254082.15,EEA_NATURA2000,2009-04-10
2014,BE,BE_N2K_001679,SPA,HU9,HAB_079,SP_1679,152333.93,U2,TOURISM_PRESSURE,0,27,0,312_CONIFEROUS,MODERATE,0.1966,0.5148,7486296.75,LIFE_PROJECT_DATABASE,2009-04-23
2015,FI,FI_N2K_001680,SPA,NL379,HAB_080,SP_1680,91415.69,XX,CLIMATE_CHANGE,1,25,0,313_MIXED,GOOD,0.5364,0.5034,33498731.63,NATIONAL_HABITAT_REPORTING,2009-05-06
2016,LV,LV_N2K_001681,SPA,FI415,HAB_081,SP_1681,125279.94,FV,AGRI_INTENSIFICATION,1,0,0,321_NATURAL_GRASS,HIGH,0.7528,0.3361,12791511.88,EEA_NATURA2000,2009-05-19
2017,RO,RO_N2K_001682,SPA,ES991,HAB_082,SP_1682,181118.4,U1,URBANISATION,0,9,0,411_INLAND_WETLAND,UNKNOWN,0.2854,0.6035,18964560.71,LIFE_PROJECT_DATABASE,2009-06-01
2018,BG,BG_N2K_001683,SPA,SK899,HAB_083,SP_1683,105143.92,U2,POLLUTION,1,31,1,512_WATER,BAD,0.665,0.2897,29742632.03,NATIONAL_HABITAT_REPORTING,2009-06-14
2019,FR,FR_N2K_001684,SPA,PL357,HAB_084,SP_1684,188320.79,XX,INVASIVE_SPECIES,1,27,1,111_URBAN,POOR,0.9618,0.2259,9075725.02,EEA_NATURA2000,2009-06-27
2020,LT,LT_N2K_001685,SPA,GR57,HAB_085,SP_1685,193751.22,FV,FORESTRY,0,23,0,211_ARABLE,MODERATE,0.4791,0.7203,14405552.35,LIFE_PROJECT_DATABASE,2009-07-10
2021,SK,SK_N2K_001686,SPA,RO63,HAB_086,SP_1686,132684.03,U1,WATER_ABSTRACTION,1,27,0,231_PASTURES,GOOD,0.1006,0.1655,19455589.91,NATIONAL_HABITAT_REPORTING,2009-07-23
2022,HR,HR_N2K_001687,SPA,BE361,HAB_087,SP_1687,88961.91,U2,TOURISM_PRESSURE,1,18,1,311_BROADLEAVED,HIGH,0.5065,0.567,24375146.23,EEA_NATURA2000,2009-08-05
2023,DE,DE_N2K_001688,SPA,LT8,HAB_088,SP_1688,243534.91,XX,CLIMATE_CHANGE,0,25,0,312_CONIFEROUS,UNKNOWN,0.5893,0.2813,9827684.44,LIFE_PROJECT_DATABASE,2009-08-18
2024,LU,LU_N2K_001689,SPA,PL609,HAB_089,SP_1689,226787.14,FV,AGRI_INTENSIFICATION,0,7,0,313_MIXED,BAD,0.2842,0.1317,18484589.23,NATIONAL_HABITAT_REPORTING,2009-08-31
2025,SI,SI_N2K_001690,SPA,HR3,HAB_090,SP_1690,17484.12,U1,URBANISATION,1,16,0,321_NATURAL_GRASS,POOR,0.1814,0.5963,997963.88,EEA_NATURA2000,2009-09-13
2000,CY,CY_N2K_001691,SPA,HR38,HAB_091,SP_1691,42463.38,U2,POLLUTION,1,7,0,411_INLAND_WETLAND,MODERATE,0.8977,0.1341,8411763.02,LIFE_PROJECT_DATABASE,2009-09-26
2001,GR,GR_N2K_001692,SPA,MT419,HAB_092,SP_1692,138111.67,XX,INVASIVE_SPECIES,1,28,1,512_WATER,GOOD,0.3716,0.4036,28895465.08,NATIONAL_HABITAT_REPORTING,2009-10-09
2002,MT,MT_N2K_001693,SPA,CY40,HAB_093,SP_1693,61724.91,FV,FORESTRY,1,1,1,111_URBAN,HIGH,0.1985,0.7257,6444998.05,EEA_NATURA2000,2009-10-22
2003,ES,ES_N2K_001694,SPA,EE4,HAB_094,SP_1694,179240.62,U1,WATER_ABSTRACTION,1,21,0,211_ARABLE,UNKNOWN,0.6606,0.335,13892537.01,LIFE_PROJECT_DATABASE,2009-11-04
2004,CZ,CZ_N2K_001695,SPA,LT897,HAB_095,SP_1695,169397.81,U2,TOURISM_PRESSURE,1,6,1,231_PASTURES,BAD,0.3622,0.4117,12221680.31,NATIONAL_HABITAT_REPORTING,2009-11-17
2005,HU,HU_N2K_001696,SPA,CY958,HAB_096,SP_1696,11453.76,XX,CLIMATE_CHANGE,0,17,0,311_BROADLEAVED,POOR,0.5924,0.1385,19050233.09,EEA_NATURA2000,2009-11-30
2006,NL,NL_N2K_001697,SPA,SI8,HAB_097,SP_1697,119750.32,FV,AGRI_INTENSIFICATION,1,12,0,312_CONIFEROUS,MODERATE,0.9545,0.941,29641947.06,LIFE_PROJECT_DATABASE,2009-12-13
2007,SE,SE_N2K_001698,SPA,IE57,HAB_098,SP_1698,42535.7,U1,URBANISATION,1,0,1,313_MIXED,GOOD,0.153,0.8332,1480004.52,NATIONAL_HABITAT_REPORTING,2009-12-26
