travel_tourism_reference_month,travel_tourism_destination_nuts_code,travel_tourism_country_iso2,travel_tourism_accommodation_type_code,travel_tourism_visitor_residency_country_iso2,travel_tourism_domestic_inbound_outbound_code,travel_tourism_nights_spent_count,travel_tourism_arrivals_count,travel_tourism_avg_length_of_stay_nights,travel_tourism_occupancy_rate_pct,travel_tourism_spend_total_eur,travel_tourism_spend_per_night_eur,travel_tourism_seasonality_index,travel_tourism_airbnb_like_listings_count,travel_tourism_short_term_rental_regulatory_flag,travel_tourism_sustainable_tourism_label_flag,travel_tourism_over_tourism_pressure_index,travel_tourism_eurostat_table_code,travel_tourism_data_collection_wave,travel_tourism_data_extract_date
2025-02,RO87,RO,OTHER,IS,INBOUND,3684,1011,3.64,70.7,693160.05,210.71,1.045,1791,1,1,0.7802,tour_cap_nat,2024W4,2024-12-31
2025-03,IE327,IE,SHORT_TERM_RENTAL,RU,OUTBOUND,3555,698,5.09,49.71,278437.96,78.17,0.763,1679,1,0,0.6423,tour_occ_nim,2024W3,2024-12-16
2025-04,DE7,DE,HOSTEL,CY,DOMESTIC,2866,505,5.68,64.72,546159.15,183.1,1.198,1683,1,0,0.5707,tour_dem_ttac,2024W2,2025-11-25
2025-05,AT4,AT,CAMPING,LV,INBOUND,3727,656,5.68,28.28,559325.77,133.62,1.37,1808,1,1,0.6091,tour_occ_toor,2024W1,2024-06-19
2025-06,HR85,HR,APARTHOTEL,SE,OUTBOUND,3793,1185,3.2,73.74,866868.63,204.35,1.471,1533,1,0,0.7842,tour_occ_arm,2023W4,2024-03-29
2025-07,LV436,LV,HOTEL,IN,DOMESTIC,3754,649,5.78,43.86,355114.37,99.31,1.432,1670,0,0,0.8654,tour_cap_nat,2023W3,2025-12-04
2025-08,LU66,LU,OTHER,NO,INBOUND,3192,577,5.53,49.86,839454.49,235.42,1.141,1540,0,0,0.1842,tour_occ_nim,2023W2,2025-09-16
2025-09,BG24,BG,SHORT_TERM_RENTAL,BE,OUTBOUND,3386,1253,2.7,91.3,398496.92,132.57,1.252,1730,1,1,0.7426,tour_dem_ttac,2023W1,2024-01-04
2025-10,NL663,NL,HOSTEL,HU,DOMESTIC,3435,743,4.62,25.03,698825.1,203.6,0.947,1476,1,1,0.9488,tour_occ_toor,2022W4,2025-12-23
2025-11,FR3,FR,CAMPING,SK,INBOUND,3020,718,4.21,82.49,321372.73,123.56,1.508,1689,0,0,0.2982,tour_occ_arm,2022W3,2024-08-29
2025-12,MT717,MT,APARTHOTEL,GB,OUTBOUND,3725,1104,3.37,84.86,507233.97,134.91,1.414,1766,1,1,0.9549,tour_cap_nat,2022W2,2024-10-26
2026-01,IT8,IT,HOTEL,ME,DOMESTIC,2934,974,3.01,93.24,232284.48,77.83,1.311,1580,0,0,0.2359,tour_occ_nim,2022W1,2024-04-28
2026-02,ES55,ES,OTHER,US,INBOUND,3247,819,3.96,81.1,567498.64,196.07,0.789,1610,0,1,0.6477,tour_dem_ttac,2026W4,2024-11-11
2026-03,HU57,HU,SHORT_TERM_RENTAL,FR,OUTBOUND,3753,887,4.23,48.61,372431.92,116.15,0.89,1747,0,0,0.9228,tour_occ_toor,2026W3,2025-01-24
2026-04,LT5,LT,HOSTEL,PL,DOMESTIC,3320,583,5.69,64.87,328664.15,115.4,0.997,1565,0,1,0.0646,tour_occ_arm,2026W2,2025-04-12
2026-05,GR2,GR,CAMPING,CN,INBOUND,3173,572,5.55,48.74,675985.68,193.79,0.977,1527,0,0,0.2487,tour_cap_nat,2026W1,2025-11-12
2026-06,BG75,BG,APARTHOTEL,KE,OUTBOUND,3869,959,4.03,62.93,805320.69,189.12,1.142,1691,1,0,0.2342,tour_occ_nim,2025W4,2025-04-12
2026-07,ES16,ES,HOTEL,TN,DOMESTIC,4106,780,5.26,35.23,548332.24,133.4,1.358,1776,0,0,0.6163,tour_dem_ttac,2025W3,2025-06-04
2026-08,SI461,SI,OTHER,DK,INBOUND,3708,695,5.34,41.12,249827.15,76.02,0.933,1668,1,0,0.701,tour_occ_toor,2025W2,2024-07-22
2026-09,SK830,SK,SHORT_TERM_RENTAL,LU,OUTBOUND,3951,1705,2.32,93.02,130709.37,32.0,1.376,1761,1,1,0.8983,tour_occ_arm,2025W1,2026-01-26
2026-10,FR272,FR,HOSTEL,BA,DOMESTIC,3455,850,4.06,67.75,520624.62,173.21,1.188,1864,1,0,0.6419,tour_cap_nat,2024W4,2026-01-11
2026-11,HR2,HR,CAMPING,IR,INBOUND,3623,809,4.48,74.71,195933.81,60.3,1.445,1565,1,1,0.2524,tour_occ_nim,2024W3,2024-02-17
2026-12,HU76,HU,APARTHOTEL,RS,OUTBOUND,3196,842,3.8,36.42,67367.55,19.45,0.98,1487,1,0,0.7306,tour_dem_ttac,2024W2,2025-03-02
2018-01,HR92,HR,HOTEL,HR,DOMESTIC,3273,682,4.8,83.27,270522.81,90.14,1.337,1644,1,1,0.0527,tour_occ_toor,2024W1,2025-07-03
2018-02,BG8,BG,OTHER,IT,INBOUND,3370,957,3.52,26.9,519974.06,138.36,1.206,1825,1,0,0.8006,tour_occ_arm,2023W4,2026-02-10
2018-03,NL26,NL,SHORT_TERM_RENTAL,ES,OUTBOUND,3896,676,5.76,86.67,428180.48,110.11,1.411,1661,1,1,0.6617,tour_cap_nat,2023W3,2024-11-19
2018-04,FR907,FR,HOSTEL,GH,DOMESTIC,3586,588,6.1,55.92,139556.12,42.27,1.078,1603,0,0,0.1534,tour_occ_nim,2023W2,2025-04-02
2018-05,ES71,ES,CAMPING,NG,INBOUND,3380,548,6.17,64.74,129462.57,38.11,1.262,1629,0,1,0.634,tour_dem_ttac,2023W1,2024-10-03
2018-06,PT552,PT,APARTHOTEL,AT,OUTBOUND,3751,819,4.58,87.96,893498.13,246.86,1.313,1852,1,0,0.4627,tour_occ_toor,2022W4,2024-11-06
2018-07,LV853,LV,HOTEL,GR,DOMESTIC,3319,703,4.72,18.83,818241.45,252.36,0.991,1628,1,1,0.0763,tour_occ_arm,2022W3,2025-10-07
2018-08,LV38,LV,OTHER,RO,INBOUND,3411,724,4.71,59.35,357304.35,97.55,1.406,1876,1,0,0.8152,tour_cap_nat,2022W2,2025-05-02
2018-09,IE3,IE,SHORT_TERM_RENTAL,EG,OUTBOUND,3294,720,4.58,83.22,593681.24,188.23,1.368,1740,0,0,0.6898,tour_occ_nim,2022W1,2026-02-23
2018-10,GR349,GR,HOSTEL,MD,DOMESTIC,3915,819,4.78,58.76,636292.68,189.92,0.805,1662,0,1,0.6942,tour_dem_ttac,2026W4,2024-01-12
2018-11,BE5,BE,CAMPING,UA,INBOUND,4088,813,5.03,40.35,955778.5,203.37,1.066,1721,0,0,0.7752,tour_occ_toor,2026W3,2024-01-25
2018-12,NL62,NL,APARTHOTEL,FI,OUTBOUND,4167,912,4.57,19.17,649365.81,168.73,0.684,1658,1,0,0.133,tour_occ_arm,2026W2,2025-01-12
2019-01,DE18,DE,HOTEL,NL,DOMESTIC,4273,779,5.49,25.53,898087.39,244.4,1.073,1749,0,1,0.7655,tour_cap_nat,2026W1,2025-01-27
2019-02,AT45,AT,OTHER,CH,INBOUND,4228,946,4.47,41.27,440355.75,96.92,0.993,1554,0,1,0.7237,tour_occ_nim,2025W4,2025-09-17
2019-03,PT101,PT,SHORT_TERM_RENTAL,JP,OUTBOUND,3235,627,5.16,51.16,418187.74,147.51,0.9,1819,1,0,0.6485,tour_dem_ttac,2025W3,2024-12-02
2019-04,CY413,CY,HOSTEL,SY,DOMESTIC,3249,532,6.11,58.6,573925.71,159.33,0.89,1516,1,0,0.6051,tour_occ_toor,2025W2,2025-10-29
2019-05,GR279,GR,CAMPING,CZ,INBOUND,3750,1367,2.74,84.1,388528.71,120.37,1.509,1835,0,0,0.1971,tour_occ_arm,2025W1,2024-06-28
2019-06,IT49,IT,APARTHOTEL,LT,OUTBOUND,4098,1182,3.47,31.39,1081144.29,246.56,0.868,1854,0,1,0.6753,tour_cap_nat,2024W4,2024-11-25
2019-07,CY185,CY,HOTEL,AL,DOMESTIC,3693,1213,3.04,43.13,291497.55,90.44,1.105,1831,1,1,0.5009,tour_occ_nim,2024W3,2025-10-22
2019-08,DE8,DE,OTHER,IQ,INBOUND,3559,1473,2.42,87.64,601883.79,196.73,0.671,1759,1,0,0.6852,tour_dem_ttac,2024W2,2025-02-18
2019-09,SI449,SI,SHORT_TERM_RENTAL,PK,OUTBOUND,4293,763,5.63,83.31,873833.01,231.14,0.829,1863,1,1,0.287,tour_occ_toor,2024W1,2024-08-07
2019-10,SI639,SI,HOSTEL,BG,DOMESTIC,3275,1002,3.27,74.72,409881.62,135.27,1.231,1785,0,1,0.7818,tour_occ_arm,2023W4,2026-01-05
2019-11,DE72,DE,CAMPING,IE,INBOUND,3988,804,4.96,54.78,1056895.85,252.61,0.717,1745,0,0,0.0899,tour_cap_nat,2023W3,2025-03-08
2019-12,SK607,SK,APARTHOTEL,SI,OUTBOUND,3933,1375,2.86,20.83,471719.62,110.81,1.151,1878,0,1,0.6741,tour_occ_nim,2023W2,2026-01-20
2020-01,LU220,LU,HOTEL,GE,DOMESTIC,3364,594,5.66,58.51,156256.03,42.73,0.734,1823,0,1,0.7063,tour_dem_ttac,2023W1,2025-02-10
2020-02,DE54,DE,OTHER,MK,INBOUND,4228,1172,3.61,86.59,591403.33,149.65,1.184,1898,0,1,0.105,tour_occ_toor,2022W4,2025-07-23
2020-03,ES8,ES,SHORT_TERM_RENTAL,VN,OUTBOUND,3392,668,5.08,77.85,705210.09,223.97,0.935,1615,0,1,0.1408,tour_occ_arm,2022W3,2024-12-20
2020-04,LV894,LV,HOSTEL,DE,DOMESTIC,3837,1080,3.55,71.59,90348.26,22.55,0.873,1765,0,0,0.2473,tour_cap_nat,2022W2,2024-06-27
2020-05,MT20,MT,CAMPING,PT,INBOUND,4406,1386,3.18,55.93,902386.49,204.65,0.795,1898,0,0,0.9117,tour_occ_nim,2022W1,2024-10-21
2020-06,FI6,FI,APARTHOTEL,DZ,OUTBOUND,3318,700,4.74,41.9,524565.09,170.15,0.777,1564,0,0,0.2981,tour_dem_ttac,2026W4,2025-07-16
2020-07,SK15,SK,HOTEL,MA,DOMESTIC,3740,1562,2.39,41.95,599681.34,145.32,1.284,1815,1,0,0.5939,tour_occ_toor,2026W3,2024-03-27
2020-08,PL4,PL,OTHER,TR,INBOUND,4421,828,5.34,41.15,497068.34,123.7,1.346,1868,1,1,0.5396,tour_occ_arm,2026W2,2026-01-30
2020-09,ES91,ES,SHORT_TERM_RENTAL,EE,OUTBOUND,4186,739,5.66,42.19,698295.09,166.84,0.976,1897,0,0,0.8647,tour_cap_nat,2026W1,2025-05-23
2020-10,FI88,FI,HOSTEL,MT,DOMESTIC,4216,1101,3.83,25.22,354475.8,90.78,0.931,1737,1,0,0.2689,tour_occ_nim,2025W4,2026-01-21
2020-11,LU58,LU,CAMPING,BY,INBOUND,3651,663,5.51,65.15,779726.59,206.32,1.52,1697,1,0,0.3746,tour_dem_ttac,2025W3,2024-06-24
2020-12,SI78,SI,APARTHOTEL,IS,OUTBOUND,4429,1084,4.09,44.82,201556.51,47.8,1.266,1596,0,0,0.9636,tour_occ_toor,2025W2,2025-09-23
2021-01,CY11,CY,HOTEL,RU,DOMESTIC,3490,1119,3.12,36.28,112576.31,32.05,1.246,1682,0,0,0.5158,tour_occ_arm,2025W1,2025-12-10
2021-02,RO516,RO,OTHER,CY,INBOUND,3688,613,6.02,50.48,633345.91,184.97,0.981,1656,0,0,0.745,tour_cap_nat,2024W4,2024-06-19
2021-03,PL10,PL,SHORT_TERM_RENTAL,LV,OUTBOUND,4199,1183,3.55,72.62,552253.87,122.79,0.733,1841,1,0,0.3605,tour_occ_nim,2024W3,2024-10-24
2021-04,BE3,BE,HOSTEL,SE,DOMESTIC,4363,1801,2.42,19.01,1198663.19,239.34,1.43,1617,1,1,0.2537,tour_dem_ttac,2024W2,2025-11-14
2021-05,FR6,FR,CAMPING,IN,INBOUND,3672,911,4.03,33.67,288948.59,81.99,0.904,1605,0,0,0.675,tour_occ_toor,2024W1,2026-02-09
2021-06,ES305,ES,APARTHOTEL,NO,OUTBOUND,3677,817,4.5,20.43,404064.03,117.85,1.397,1765,0,1,0.7187,tour_occ_arm,2023W4,2025-04-15
2021-07,CZ1,CZ,HOTEL,BE,DOMESTIC,3593,911,3.94,75.21,786561.86,253.01,0.662,1711,1,1,0.8006,tour_cap_nat,2023W3,2025-05-05
2021-08,BE4,BE,OTHER,HU,INBOUND,3823,764,5.0,29.43,403289.61,111.97,1.061,1878,0,1,0.6387,tour_occ_nim,2023W2,2025-10-28
2021-09,SE16,SE,SHORT_TERM_RENTAL,SK,OUTBOUND,4166,836,4.98,55.58,989815.52,235.3,1.22,1648,1,0,0.9339,tour_dem_ttac,2023W1,2025-01-01
2021-10,AT35,AT,HOSTEL,GB,DOMESTIC,3834,724,5.3,33.39,626880.09,165.16,1.143,1825,1,0,0.4565,tour_occ_toor,2022W4,2024-07-01
2021-11,DE2,DE,CAMPING,ME,INBOUND,3640,590,6.17,87.36,776275.5,208.04,0.921,1931,1,0,0.5272,tour_occ_arm,2022W3,2025-07-27
2021-12,LU63,LU,APARTHOTEL,US,OUTBOUND,4229,1890,2.24,19.55,288680.16,72.08,0.965,1856,0,1,0.4373,tour_cap_nat,2022W2,2024-09-19
2022-01,SK31,SK,HOTEL,FR,DOMESTIC,4188,1416,2.96,30.52,386707.81,97.81,1.017,1831,0,0,0.7002,tour_occ_nim,2022W1,2025-06-17
2022-02,FR94,FR,OTHER,PL,INBOUND,4168,903,4.62,45.63,622721.3,147.28,0.657,1748,1,1,0.4591,tour_dem_ttac,2026W4,2024-03-12
2022-03,PT151,PT,SHORT_TERM_RENTAL,CN,OUTBOUND,3912,774,5.05,59.97,142888.51,41.37,1.113,1667,0,0,0.9165,tour_occ_toor,2026W3,2025-06-06
2022-04,MT21,MT,HOSTEL,KE,DOMESTIC,4509,1775,2.54,33.94,559652.05,108.72,1.364,1965,0,0,0.9016,tour_occ_arm,2026W2,2025-03-08
2022-05,HU3,HU,CAMPING,TN,INBOUND,3413,1514,2.25,70.22,783326.12,231.48,0.944,1906,1,1,0.1209,tour_cap_nat,2026W1,2024-09-20
2022-06,AT665,AT,APARTHOTEL,DK,OUTBOUND,4306,900,4.78,88.45,792858.83,175.51,1.121,1797,1,0,0.9121,tour_occ_nim,2025W4,2024-08-07
2022-07,SI2,SI,HOTEL,LU,DOMESTIC,4486,1395,3.22,69.49,290988.41,75.12,1.009,1965,0,0,0.7681,tour_dem_ttac,2025W3,2025-02-04
2022-08,LU2,LU,OTHER,BA,INBOUND,4127,760,5.43,28.1,746365.31,199.4,0.691,1716,1,1,0.4385,tour_occ_toor,2025W2,2026-01-24
2022-09,ES57,ES,SHORT_TERM_RENTAL,IR,OUTBOUND,3592,753,4.77,67.48,608574.21,168.7,1.328,1663,1,0,0.4974,tour_occ_arm,2025W1,2026-01-25
2022-10,BG348,BG,HOSTEL,RS,DOMESTIC,3699,833,4.44,42.26,604388.64,157.71,0.881,1843,0,0,0.6162,tour_cap_nat,2024W4,2024-06-08
2022-11,LU932,LU,CAMPING,HR,INBOUND,4003,733,5.46,82.45,508449.59,145.92,1.089,1643,1,1,0.6011,tour_occ_nim,2024W3,2024-08-19
2022-12,FR9,FR,APARTHOTEL,IT,OUTBOUND,3915,813,4.82,25.23,292582.11,72.55,1.504,1612,1,0,0.3738,tour_dem_ttac,2024W2,2024-03-26
2023-01,DK38,DK,HOTEL,ES,DOMESTIC,3814,1397,2.73,80.12,248462.66,57.76,1.413,1698,0,1,0.7302,tour_occ_toor,2024W1,2025-04-05
2023-02,RO312,RO,OTHER,GH,INBOUND,4146,1586,2.61,93.37,577591.83,153.4,0.995,1667,1,1,0.6589,tour_occ_arm,2023W4,2024-10-09
2023-03,EE86,EE,SHORT_TERM_RENTAL,NG,OUTBOUND,3923,1412,2.78,76.27,650483.56,150.83,1.194,1714,0,1,0.3881,tour_cap_nat,2023W3,2025-04-23
2023-04,HU897,HU,HOSTEL,AT,DOMESTIC,4569,1477,3.09,36.83,93544.35,20.98,0.751,1894,0,0,0.8683,tour_occ_nim,2023W2,2025-06-20
2023-05,EE660,EE,CAMPING,GR,INBOUND,4094,780,5.25,61.92,558553.91,118.97,1.186,1885,1,0,0.5446,tour_dem_ttac,2023W1,2025-01-31
2023-06,EE646,EE,APARTHOTEL,RO,OUTBOUND,3819,988,3.87,60.23,673172.84,186.81,1.422,1611,0,0,0.857,tour_occ_toor,2022W4,2025-05-16
2023-07,EE1,EE,HOTEL,EG,DOMESTIC,4153,1193,3.48,47.68,541246.59,139.67,1.3,1649,1,0,0.3652,tour_occ_arm,2022W3,2024-03-02
2023-08,BE22,BE,OTHER,MD,INBOUND,3985,708,5.63,25.78,164872.06,38.03,0.806,1647,1,0,0.5817,tour_cap_nat,2022W2,2025-09-13
2023-09,HU23,HU,SHORT_TERM_RENTAL,UA,OUTBOUND,3815,846,4.51,24.46,836466.33,203.82,0.865,1938,1,0,0.2557,tour_occ_nim,2022W1,2026-01-21
2023-10,CZ91,CZ,HOSTEL,FI,DOMESTIC,3712,615,6.04,63.5,401854.89,104.39,0.952,1686,0,0,0.7809,tour_dem_ttac,2026W4,2025-02-19
2023-11,AT6,AT,CAMPING,NL,INBOUND,4335,1018,4.26,41.9,953666.9,222.39,1.474,1716,1,0,0.3974,tour_occ_toor,2026W3,2026-02-06
2023-12,FI8,FI,APARTHOTEL,CH,OUTBOUND,4410,844,5.23,47.79,1027872.22,249.59,0.726,1760,0,0,0.3311,tour_occ_arm,2026W2,2025-12-14
2024-01,SK774,SK,HOTEL,JP,DOMESTIC,4262,906,4.7,45.69,925068.49,213.39,1.544,1702,1,1,0.7534,tour_cap_nat,2026W1,2024-04-23
2024-02,EE9,EE,OTHER,SY,INBOUND,4497,1858,2.42,85.73,201096.35,41.28,1.323,1700,0,1,0.5201,tour_occ_nim,2025W4,2025-04-01
2024-03,ES955,ES,SHORT_TERM_RENTAL,CZ,OUTBOUND,3966,668,5.94,30.51,453163.38,110.08,1.066,1837,1,0,0.7502,tour_dem_ttac,2025W3,2025-02-11
2024-04,AT211,AT,HOSTEL,LT,DOMESTIC,3926,846,4.64,45.57,750899.48,190.1,1.282,1756,0,1,0.0679,tour_occ_toor,2025W2,2025-06-30
2024-05,LV31,LV,CAMPING,AL,INBOUND,3827,655,5.84,29.06,389334.08,103.58,1.474,1704,1,1,0.1439,tour_occ_arm,2025W1,2024-07-28
2024-06,RO936,RO,APARTHOTEL,IQ,OUTBOUND,4401,1232,3.57,87.31,1025783.11,236.66,0.859,1740,1,0,0.2606,tour_cap_nat,2024W4,2024-10-20
2024-07,NL97,NL,HOTEL,PK,DOMESTIC,3847,718,5.36,61.33,1006570.74,255.16,0.701,1651,1,1,0.2357,tour_occ_nim,2024W3,2024-12-19
2024-08,NL71,NL,OTHER,BG,INBOUND,3878,1724,2.25,90.7,647991.1,165.75,1.093,1904,0,1,0.5145,tour_dem_ttac,2024W2,2024-01-11
2024-09,LU115,LU,SHORT_TERM_RENTAL,IE,OUTBOUND,4234,945,4.48,30.19,239829.79,64.4,1.464,1917,0,1,0.6831,tour_occ_toor,2024W1,2024-01-14
2024-10,IE2,IE,HOSTEL,SI,DOMESTIC,3673,999,3.68,77.9,608581.31,161.54,1.142,1855,0,0,0.2418,tour_occ_arm,2023W4,2026-01-12
2024-11,IT777,IT,CAMPING,GE,INBOUND,3926,916,4.29,32.11,86957.46,24.97,1.193,1732,0,0,0.9556,tour_cap_nat,2023W3,2024-07-04
2024-12,GR248,GR,APARTHOTEL,MK,OUTBOUND,4321,1583,2.73,36.99,860014.14,227.05,1.074,1954,1,1,0.3696,tour_occ_nim,2023W2,2026-02-19
2025-01,MT853,MT,HOTEL,VN,DOMESTIC,4011,998,4.02,62.85,307009.15,67.46,0.82,2022,0,1,0.9679,tour_dem_ttac,2023W1,2025-04-17
2025-02,PT27,PT,OTHER,DE,INBOUND,3848,1740,2.21,84.79,419948.3,104.94,0.769,1780,0,1,0.0845,tour_occ_toor,2022W4,2025-08-10
2025-03,SE876,SE,SHORT_TERM_RENTAL,PT,OUTBOUND,3734,736,5.07,92.53,342868.02,104.42,1.171,1940,1,1,0.1728,tour_occ_arm,2022W3,2024-08-04
2025-04,HR23,HR,HOSTEL,DZ,DOMESTIC,4470,1020,4.38,33.55,506395.55,108.95,0.882,1969,1,1,0.7075,tour_cap_nat,2022W2,2024-12-06
2025-05,SE96,SE,CAMPING,MA,INBOUND,4451,1849,2.41,75.29,92405.9,18.27,0.93,78,1,0,0.0785,tour_occ_nim,2022W1,2024-08-12
2025-06,BE51,BE,APARTHOTEL,TR,OUTBOUND,4724,1488,3.17,69.46,556196.02,118.64,1.03,366,1,0,0.7398,tour_dem_ttac,2026W4,2025-08-28
2025-07,CZ574,CZ,HOTEL,EE,DOMESTIC,3802,689,5.52,29.02,73782.42,22.12,0.772,264,0,1,0.7695,tour_occ_toor,2026W3,2024-02-01
2025-08,AT8,AT,OTHER,MT,INBOUND,4686,1690,2.77,55.37,358203.81,82.6,0.761,375,1,1,0.8167,tour_occ_arm,2026W2,2025-01-20
2025-09,BG1,BG,SHORT_TERM_RENTAL,BY,OUTBOUND,4380,731,5.99,31.41,578325.53,118.67,1.224,328,0,0,0.1624,tour_cap_nat,2026W1,2024-11-07
2025-10,LT229,LT,HOSTEL,IS,DOMESTIC,4909,2066,2.38,51.58,830314.66,196.41,1.545,98,0,1,0.2562,tour_occ_nim,2025W4,2024-11-03
2025-11,DE95,DE,CAMPING,RU,INBOUND,3999,938,4.26,52.17,271109.94,72.86,1.071,443,1,0,0.2275,tour_dem_ttac,2025W3,2024-07-15
2025-12,FI7,FI,APARTHOTEL,CY,OUTBOUND,3886,781,4.98,21.32,357767.78,96.43,1.367,237,1,1,0.3124,tour_occ_toor,2025W2,2024-07-04
2026-01,ES606,ES,HOTEL,LV,DOMESTIC,4446,1154,3.85,89.75,926449.19,219.35,0.9,457,0,0,0.1131,tour_occ_arm,2025W1,2024-11-28
2026-02,PL92,PL,OTHER,SE,INBOUND,3838,1121,3.42,41.47,289712.51,74.65,1.06,117,1,0,0.827,tour_cap_nat,2024W4,2025-09-18
2026-03,LV75,LV,SHORT_TERM_RENTAL,IN,OUTBOUND,4243,934,4.54,49.2,609958.71,157.78,0.901,115,0,0,0.7059,tour_occ_nim,2024W3,2024-06-12
2026-04,HU1,HU,HOSTEL,NO,DOMESTIC,4326,714,6.06,91.08,1144727.59,252.78,0.93,442,1,0,0.9352,tour_dem_ttac,2024W2,2024-11-04
2026-05,HU235,HU,CAMPING,BE,INBOUND,4797,792,6.06,88.01,145843.74,33.66,1.45,311,0,0,0.9259,tour_occ_toor,2024W1,2024-12-10
2026-06,SE95,SE,APARTHOTEL,HU,OUTBOUND,4679,1149,4.07,79.05,290671.58,66.75,1.308,260,1,0,0.5256,tour_occ_arm,2023W4,2025-08-13
2026-07,EE460,EE,HOTEL,SK,DOMESTIC,4609,860,5.36,90.54,591283.37,136.92,1.289,364,0,0,0.4913,tour_cap_nat,2023W3,2025-01-21
2026-08,FR50,FR,OTHER,GB,INBOUND,4142,669,6.19,88.66,749918.14,181.19,1.066,159,0,0,0.6241,tour_occ_nim,2023W2,2025-01-05
2026-09,PT7,PT,SHORT_TERM_RENTAL,ME,OUTBOUND,4774,1497,3.19,48.8,873826.22,159.92,1.516,475,0,0,0.6889,tour_dem_ttac,2023W1,2025-03-09
2026-10,LV306,LV,HOSTEL,US,DOMESTIC,4868,1061,4.59,28.35,959564.49,203.41,0.944,101,0,0,0.1671,tour_occ_toor,2022W4,2025-06-19
2026-11,CY621,CY,CAMPING,FR,INBOUND,4687,1157,4.05,34.97,775891.45,174.14,1.418,89,0,1,0.9114,tour_occ_arm,2022W3,2026-01-10
2026-12,BE52,BE,APARTHOTEL,PL,OUTBOUND,4760,1641,2.9,39.77,800631.18,187.14,0.703,176,1,0,0.235,tour_cap_nat,2022W2,2025-10-12
2018-01,GR560,GR,HOTEL,CN,DOMESTIC,4899,1493,3.28,26.91,972113.13,189.23,1.452,342,1,1,0.885,tour_occ_nim,2022W1,2026-01-20
2018-02,SE710,SE,OTHER,KE,INBOUND,4346,909,4.78,36.18,134772.04,31.79,0.902,241,1,0,0.2905,tour_dem_ttac,2026W4,2025-05-21
2018-03,FR192,FR,SHORT_TERM_RENTAL,TN,OUTBOUND,4259,732,5.82,25.1,399443.69,83.13,1.237,220,0,0,0.5326,tour_occ_toor,2026W3,2024-12-02
2018-04,IT58,IT,HOSTEL,DK,DOMESTIC,4665,776,6.01,63.73,500945.23,116.94,1.527,430,1,0,0.5644,tour_occ_arm,2026W2,2024-07-07
2018-05,DK85,DK,CAMPING,LU,INBOUND,3986,1415,2.82,26.46,607649.84,150.66,1.508,487,0,0,0.3557,tour_cap_nat,2026W1,2024-04-17
2018-06,DK986,DK,APARTHOTEL,BA,OUTBOUND,4326,901,4.8,37.96,917611.77,193.99,0.665,487,1,1,0.077,tour_occ_nim,2025W4,2025-09-16
2018-07,SI9,SI,HOTEL,IR,DOMESTIC,4146,1649,2.51,22.68,122832.82,27.79,0.968,451,1,1,0.6728,tour_dem_ttac,2025W3,2025-12-21
2018-08,ES6,ES,OTHER,RS,INBOUND,4524,1775,2.55,35.04,1017699.98,196.83,0.997,377,0,0,0.7867,tour_occ_toor,2025W2,2024-10-25
2018-09,GR93,GR,SHORT_TERM_RENTAL,HR,OUTBOUND,4978,1446,3.44,79.53,309725.42,68.58,1.146,433,0,1,0.2617,tour_occ_arm,2025W1,2025-01-27
2018-10,CY2,CY,HOSTEL,IT,DOMESTIC,3944,1601,2.46,74.96,358262.91,82.04,0.959,167,1,1,0.8698,tour_cap_nat,2024W4,2025-10-22
2018-11,SK932,SK,CAMPING,ES,INBOUND,4838,1467,3.3,19.65,1310244.96,257.73,0.704,346,1,1,0.8808,tour_occ_nim,2024W3,2024-01-12
2018-12,SI871,SI,APARTHOTEL,GH,OUTBOUND,4935,825,5.98,71.98,224964.22,39.64,1.201,464,1,1,0.5464,tour_dem_ttac,2024W2,2024-09-15
2019-01,LU72,LU,HOTEL,NG,DOMESTIC,4795,1492,3.21,56.95,844751.37,180.66,1.342,384,1,0,0.4757,tour_occ_toor,2024W1,2025-10-09
2019-02,GR127,GR,OTHER,AT,INBOUND,5072,941,5.39,26.29,775245.86,166.9,1.354,464,0,1,0.6972,tour_occ_arm,2023W4,2025-10-22
2019-03,FI983,FI,SHORT_TERM_RENTAL,GR,OUTBOUND,4131,999,4.14,61.32,376578.76,94.78,1.111,367,1,0,0.1343,tour_cap_nat,2023W3,2024-02-13
2019-04,FR444,FR,HOSTEL,RO,DOMESTIC,4150,892,4.65,60.63,878215.27,223.21,0.742,350,0,0,0.9722,tour_occ_nim,2023W2,2024-06-23
2019-05,DK861,DK,CAMPING,EG,INBOUND,5008,1584,3.16,89.98,1321029.34,242.77,0.719,175,0,0,0.5749,tour_dem_ttac,2023W1,2025-04-25
2019-06,IE55,IE,APARTHOTEL,MD,OUTBOUND,4643,1869,2.48,56.41,1010824.39,202.24,0.839,365,1,1,0.4465,tour_occ_toor,2022W4,2025-10-25
2019-07,HU676,HU,HOTEL,UA,DOMESTIC,4528,965,4.69,26.31,890691.22,205.05,1.304,468,1,0,0.1202,tour_occ_arm,2022W3,2025-10-06
2019-08,HU776,HU,OTHER,FI,INBOUND,5188,1474,3.52,30.68,656412.17,144.64,1.469,442,0,0,0.9387,tour_cap_nat,2022W2,2024-10-24
2019-09,DE87,DE,SHORT_TERM_RENTAL,NL,OUTBOUND,4036,805,5.01,41.34,385041.68,111.25,1.229,422,0,1,0.6026,tour_occ_nim,2022W1,2025-01-07
