labor_part_survey_month,labor_part_cps_rotation_group,labor_part_population_16plus,labor_part_participation_rate_pct,labor_part_employment_population_ratio_pct,labor_part_u6_underemployment_rate_pct,labor_part_part_time_economic_reasons_rate,labor_part_marginally_attached_rate,labor_part_discouraged_worker_rate,labor_part_not_in_labor_force_want_job_rate,labor_part_prime_age_participation_rate,labor_part_older_worker_participation_rate,labor_part_youth_participation_rate,labor_part_disability_labor_force_gap_pct,labor_part_caregiving_barrier_rate,labor_part_school_enrollment_barrier_rate,labor_part_transportation_barrier_rate,labor_part_childcare_constraint_index,labor_part_job_search_intensity_score,labor_part_weighting_method_tag
2021-10,RG7,86065328,62.37,46.48,9.75,4.29,3.75,3.92,9.39,70.8,36.7,29.05,13.79,19.5,8.63,18.35,49.72,0.6339,raked_wt
2019-05,RG8,47143012,67.02,35.27,10.71,12.54,4.89,4.41,7.69,65.42,15.77,26.4,5.11,21.07,0.09,13.79,71.58,0.2878,raked_wt
2021-08,RG1,70225464,30.46,25.25,32.71,2.87,4.74,2.13,1.81,52.02,29.93,40.23,22.35,0.67,18.28,2.29,74.95,0.1192,design_wt
2022-02,RG2,84428550,43.88,56.27,25.75,6.5,0.47,0.15,4.09,60.92,22.83,22.27,29.64,22.52,0.58,3.49,53.65,0.3558,raked_wt
2024-02,RG3,108971087,56.85,56.29,24.08,8.38,2.87,4.59,1.53,79.04,43.23,12.9,4.69,17.25,26.31,12.51,52.93,0.5393,post_strat_wt
2021-07,RG4,92712295,65.55,31.1,25.1,7.0,1.6,2.84,1.63,47.33,38.94,36.72,23.86,20.78,21.14,14.58,70.41,0.7874,post_strat_wt
2024-07,RG5,22897719,36.74,26.56,17.95,8.72,5.25,0.93,5.43,84.8,25.98,34.62,22.04,15.74,8.53,12.28,21.47,0.5033,post_strat_wt
2023-09,RG6,3395558,38.46,31.33,10.01,8.37,0.25,0.23,6.2,69.68,34.57,43.23,8.75,10.12,34.76,12.68,90.41,0.1907,raked_wt
2018-04,RG7,75721893,37.56,42.56,34.67,7.69,2.06,0.86,9.26,62.68,12.95,45.07,10.74,24.21,28.71,7.66,23.47,0.9367,post_strat_wt
2024-05,RG8,116016132,40.4,63.61,21.9,9.75,4.99,3.58,5.93,43.05,26.98,6.91,25.84,17.97,6.23,6.41,47.27,0.8948,post_strat_wt
2023-06,RG1,32107313,34.05,61.69,2.13,13.18,2.46,4.65,2.19,83.46,17.32,28.02,12.18,13.41,27.2,16.69,73.32,0.4975,design_wt
2019-01,RG2,28280737,61.03,31.88,26.24,3.31,4.44,3.85,6.13,69.3,34.81,54.51,5.86,9.38,2.34,12.65,33.09,0.7234,raked_wt
2020-02,RG3,2781419,36.54,45.61,33.69,11.92,5.09,1.35,5.81,53.95,37.46,8.99,11.41,9.85,21.94,6.18,4.76,0.2247,post_strat_wt
2022-06,RG4,9020940,49.52,38.91,8.87,11.22,1.15,4.54,7.89,66.88,21.6,42.23,18.46,16.37,5.49,12.1,42.36,0.1688,post_strat_wt
2019-09,RG5,102721902,40.96,53.14,21.16,10.73,5.46,1.37,9.33,54.65,12.78,20.83,29.31,8.62,16.25,1.06,55.72,0.1443,raked_wt
2020-04,RG6,63391202,36.09,41.92,27.15,4.36,4.99,0.46,5.36,51.06,11.04,23.13,10.04,8.71,15.55,13.66,53.07,0.1485,calibrated_wt
2023-09,RG7,31769019,34.64,40.63,4.02,11.66,2.23,1.03,4.39,68.87,32.66,8.37,7.07,3.3,10.18,17.16,2.1,0.5861,calibrated_wt
2023-04,RG8,26131332,59.48,31.09,17.58,1.94,5.77,0.35,1.34,56.93,25.62,22.86,11.17,5.07,4.29,5.65,99.92,0.5736,raked_wt
2020-01,RG1,6882979,67.32,39.62,34.12,8.71,4.81,2.01,3.17,84.57,40.0,52.1,24.14,24.31,9.1,11.56,51.41,0.874,calibrated_wt
2018-01,RG2,76121780,67.22,33.88,11.89,6.29,0.76,0.23,7.18,73.29,25.42,20.49,16.19,11.97,34.56,17.1,60.95,0.1444,raked_wt
2021-06,RG3,52444024,47.51,41.2,7.59,14.3,0.06,0.89,4.28,61.24,42.87,40.94,2.17,22.09,22.85,13.71,79.84,0.8943,post_strat_wt
2024-07,RG4,9993477,66.17,38.66,12.08,7.03,0.51,4.29,8.42,74.02,32.97,45.95,5.99,10.53,0.05,2.27,86.0,0.2597,design_wt
2021-05,RG5,20085195,44.21,43.34,31.74,14.07,2.85,4.18,7.77,61.17,40.47,9.74,0.45,7.42,22.06,0.68,84.64,0.8371,design_wt
2023-07,RG6,103157184,31.9,39.2,17.18,10.05,0.3,4.72,5.51,73.83,13.6,23.89,21.54,21.58,7.87,16.44,77.55,0.7063,post_strat_wt
2022-11,RG7,102416256,68.66,39.71,13.13,3.86,3.23,3.36,6.97,83.42,30.37,40.39,6.54,10.25,26.57,9.76,75.57,0.9319,calibrated_wt
2018-04,RG8,71716856,54.89,27.32,2.91,7.52,0.64,3.9,1.47,63.83,18.3,28.1,9.72,1.18,25.94,2.09,66.1,0.8007,design_wt
2018-04,RG1,64893188,38.11,58.01,12.58,5.62,4.44,4.25,3.12,44.57,33.63,42.03,21.18,24.5,17.42,19.64,76.4,0.1227,raked_wt
2021-01,RG2,36995363,55.24,38.99,11.91,0.73,1.65,3.24,2.9,53.86,42.45,37.46,12.69,16.18,34.44,19.28,12.62,0.4494,raked_wt
2019-03,RG3,95412546,67.89,33.62,31.89,7.64,1.89,3.41,8.64,76.9,21.44,16.41,15.82,22.99,33.59,12.65,12.61,0.2195,calibrated_wt
2021-08,RG4,100496258,54.51,33.14,17.44,1.54,2.78,4.17,7.83,74.19,42.27,25.47,2.36,3.49,18.79,19.12,32.73,0.9476,post_strat_wt
2023-12,RG5,92715606,65.55,60.32,2.27,2.76,5.67,4.01,0.28,45.65,15.27,9.53,29.7,2.82,17.82,3.0,98.05,0.5187,design_wt
2023-10,RG6,81163223,38.06,61.88,25.82,12.77,1.06,4.87,5.64,75.94,39.98,47.77,19.98,6.45,23.62,4.82,77.08,0.7419,calibrated_wt
2019-06,RG7,35572538,39.08,29.94,26.07,11.8,5.95,0.72,9.73,62.15,28.54,34.02,24.43,9.43,11.59,11.69,32.7,0.111,calibrated_wt
2022-10,RG8,13872625,38.05,64.6,8.38,3.69,2.6,1.16,9.21,56.12,15.73,15.53,21.37,4.44,26.48,16.73,38.34,0.8939,calibrated_wt
2020-03,RG1,27046296,40.79,36.75,8.56,7.88,0.75,2.8,2.14,62.07,15.23,24.16,0.9,18.17,1.53,4.72,86.05,0.9527,post_strat_wt
2024-09,RG2,106027125,32.57,54.12,18.47,3.42,5.99,2.6,9.52,44.33,21.32,34.24,6.56,10.54,28.34,9.12,12.78,0.8349,raked_wt
2020-05,RG3,62972301,41.91,41.12,18.12,9.13,2.43,4.66,5.99,80.51,30.31,50.47,15.74,10.22,33.03,17.55,59.71,0.2146,post_strat_wt
2022-04,RG4,9301215,43.51,53.12,5.51,10.51,0.14,1.78,8.17,60.42,16.14,47.96,7.92,4.67,1.51,11.79,19.37,0.6168,post_strat_wt
2020-01,RG5,52330748,42.46,41.82,30.54,10.64,3.84,4.08,0.44,74.71,35.26,39.98,17.92,1.17,22.37,13.65,56.31,0.2069,raked_wt
2018-05,RG6,79608920,39.9,33.6,21.95,1.67,3.13,1.25,0.02,40.98,35.61,39.8,15.59,4.24,28.96,2.15,38.31,0.3542,calibrated_wt
2024-09,RG7,36658780,63.43,63.68,24.73,8.65,5.12,3.52,1.12,44.89,21.01,17.58,18.32,23.97,29.75,7.83,53.29,0.5897,calibrated_wt
2024-08,RG8,77420489,47.65,63.73,15.7,4.0,5.65,0.71,1.93,58.11,38.79,32.01,15.52,7.99,24.72,11.56,22.42,0.4227,calibrated_wt
2019-05,RG1,26529568,43.72,51.08,17.12,8.26,3.06,2.36,8.06,53.41,18.1,43.34,6.31,12.06,16.59,6.63,2.83,0.2702,design_wt
2019-03,RG2,64914925,36.82,56.62,25.08,14.76,2.51,3.93,3.4,67.57,25.93,20.11,5.69,21.6,32.75,14.95,89.23,0.4228,calibrated_wt
2020-10,RG3,84759165,52.14,47.55,23.92,13.37,2.6,4.72,5.9,77.1,19.81,52.22,25.94,23.33,32.62,2.53,90.67,0.7818,raked_wt
2023-09,RG4,80389342,50.92,38.07,14.59,10.7,3.84,1.34,3.71,54.91,22.01,18.32,3.62,10.87,23.01,9.79,77.38,0.248,raked_wt
2021-01,RG5,2380903,68.38,52.12,30.37,9.95,0.48,3.3,7.29,51.86,13.56,42.48,6.87,5.98,19.66,17.52,89.5,0.1211,design_wt
2024-07,RG6,57793202,32.77,44.86,2.12,2.17,3.71,3.51,0.67,66.6,17.13,53.3,5.46,18.22,20.2,4.64,32.06,0.9036,raked_wt
2021-03,RG7,107653013,32.59,48.26,6.6,10.94,1.61,1.76,3.63,41.02,27.09,33.67,7.8,7.78,1.55,18.99,65.98,0.2463,raked_wt
2022-10,RG8,45563757,33.02,28.75,29.89,13.14,2.74,2.92,8.51,58.0,39.89,33.02,6.36,16.27,10.4,10.98,35.73,0.5011,design_wt
2018-12,RG1,43256547,32.41,55.31,22.62,8.08,2.37,2.22,2.92,42.19,25.11,17.33,8.57,0.06,15.1,6.69,54.97,0.6978,raked_wt
2022-09,RG2,82061588,37.62,63.73,22.83,14.88,4.64,1.82,8.47,73.95,19.52,38.35,9.51,1.17,13.42,8.09,70.42,0.61,calibrated_wt
2023-08,RG3,90924933,34.88,25.25,27.04,7.39,1.68,3.48,5.06,84.16,28.73,48.05,17.63,16.99,17.63,10.03,60.36,0.1017,raked_wt
2020-08,RG4,101074369,45.5,26.46,22.94,1.79,4.63,1.56,1.01,54.57,37.88,12.03,25.84,14.91,25.87,3.88,13.2,0.3095,post_strat_wt
2023-04,RG5,13973209,51.86,35.08,30.07,9.55,5.06,0.03,4.74,80.7,38.67,25.4,29.31,13.88,16.09,12.57,47.53,0.059,calibrated_wt
2018-10,RG6,110100200,42.71,26.19,5.04,8.03,4.81,1.62,3.57,63.92,25.08,39.75,17.91,5.84,34.21,1.35,54.46,0.9101,raked_wt
2019-12,RG7,42463811,52.29,35.09,31.58,9.65,2.03,3.88,6.95,80.88,43.03,54.76,13.28,8.5,21.16,1.7,42.14,0.6444,raked_wt
2020-01,RG8,22005972,51.46,58.66,21.22,8.54,0.22,2.5,4.79,81.67,22.33,30.62,7.42,10.88,7.98,18.89,19.99,0.1413,design_wt
2021-05,RG1,106410438,35.85,56.64,17.67,8.48,0.25,2.29,1.95,66.51,28.53,20.83,17.24,19.63,4.77,5.01,74.0,0.6369,calibrated_wt
2019-12,RG2,1091182,48.01,51.91,8.57,7.0,2.04,4.17,2.84,48.01,16.65,45.91,16.51,24.51,7.0,3.87,53.0,0.8636,calibrated_wt
2018-04,RG3,60277425,56.94,46.79,24.19,2.87,4.11,0.34,0.76,71.95,29.83,52.44,8.17,5.24,32.11,12.71,12.04,0.2842,design_wt
2023-12,RG4,37138398,34.97,32.11,18.52,5.85,3.68,4.51,4.69,60.82,11.36,42.85,20.94,19.22,16.79,0.43,91.79,0.8426,post_strat_wt
2023-10,RG5,76353080,39.6,48.19,27.7,14.52,3.54,2.26,8.45,76.11,42.34,36.78,15.18,3.54,12.03,13.32,57.85,0.8744,calibrated_wt
2023-12,RG6,85611874,39.77,25.92,7.01,8.76,5.87,2.41,7.7,84.48,10.51,27.84,17.82,22.26,15.89,3.69,66.04,0.5554,post_strat_wt
2023-06,RG7,115815352,36.17,38.91,26.37,2.66,0.05,0.3,0.3,83.96,25.93,25.37,13.73,20.9,27.41,8.11,28.18,0.828,raked_wt
2021-03,RG8,52153917,35.12,45.21,25.16,5.27,5.36,2.07,2.94,48.9,11.53,20.94,1.73,11.74,15.23,15.26,77.07,0.8736,raked_wt
2022-11,RG1,59649433,31.55,46.25,30.49,7.09,4.18,4.65,8.79,66.1,21.97,6.19,11.89,19.17,15.99,6.38,70.26,0.6222,design_wt
2022-10,RG2,4691529,64.41,43.37,34.68,9.64,5.31,3.91,4.64,52.58,14.75,38.31,23.46,21.45,8.86,10.03,38.5,0.5202,calibrated_wt
2024-02,RG3,113739782,60.03,39.81,18.21,3.28,1.38,1.37,9.61,74.37,34.2,50.79,22.15,9.69,16.54,3.67,91.38,0.7753,design_wt
2018-03,RG4,45221873,60.88,63.69,17.08,5.14,0.25,1.52,0.9,49.11,24.07,40.04,20.84,5.7,22.57,18.09,34.17,0.366,post_strat_wt
2023-09,RG5,67374802,33.51,42.55,15.61,11.95,2.54,4.69,2.97,75.23,21.37,5.71,16.29,13.36,11.37,7.82,71.43,0.1577,design_wt
2020-06,RG6,752104,55.64,35.21,29.97,5.7,2.21,0.33,4.02,63.36,42.45,23.98,4.11,23.96,11.56,6.06,52.13,0.5688,raked_wt
2020-01,RG7,74229781,42.76,51.05,24.09,12.13,5.9,4.44,6.9,57.58,12.24,22.81,6.54,18.06,16.43,8.86,72.63,0.079,design_wt
2021-08,RG8,96679946,50.51,29.75,29.91,12.79,2.54,0.0,8.1,72.95,12.14,26.42,24.95,2.85,12.41,12.43,58.96,0.1127,design_wt
2021-11,RG1,79170973,32.24,30.9,18.48,7.29,0.41,3.05,7.46,43.47,35.89,14.36,15.72,8.2,23.53,8.0,10.04,0.8669,design_wt
2021-11,RG2,77450192,44.59,38.83,4.01,11.68,1.62,2.75,4.01,55.22,32.85,16.12,17.14,4.94,12.6,18.44,57.55,0.4117,calibrated_wt
2024-10,RG3,65023729,47.2,61.31,18.09,10.45,3.18,2.42,6.36,51.58,14.77,33.49,27.56,7.41,33.2,4.47,43.38,0.4371,calibrated_wt
2018-01,RG4,10122933,45.85,48.44,22.98,4.05,5.51,1.98,5.21,44.49,22.96,10.54,21.84,13.73,0.32,19.22,62.17,0.1246,raked_wt
2023-08,RG5,43069762,67.57,29.57,26.26,10.23,3.36,2.94,3.9,42.06,23.98,51.61,27.12,18.05,18.62,3.01,2.02,0.0033,calibrated_wt
2022-12,RG6,95085670,34.12,39.57,17.23,8.58,2.47,0.24,5.38,61.08,19.26,37.5,1.85,24.75,9.88,3.22,92.23,0.0878,calibrated_wt
2024-03,RG7,74258376,49.5,40.33,26.36,1.31,1.66,0.94,7.04,58.8,41.95,52.8,24.27,7.82,34.19,4.71,44.47,0.9398,post_strat_wt
2020-04,RG8,58164119,45.02,35.1,29.64,1.05,2.62,3.0,0.09,63.11,23.92,41.92,16.52,18.26,31.18,0.75,85.66,0.8197,calibrated_wt
2020-01,RG1,72741750,58.57,44.75,13.62,8.36,4.38,3.54,8.7,40.2,32.4,12.23,12.06,13.57,6.14,12.64,65.3,0.514,raked_wt
2018-12,RG2,67694032,61.43,45.53,27.0,11.94,3.91,4.74,1.43,74.55,16.03,52.75,8.89,17.77,28.97,11.19,45.18,0.2339,raked_wt
2021-04,RG3,82344709,58.86,54.04,16.83,1.43,1.4,2.62,0.21,67.51,40.29,22.23,2.72,6.66,2.28,10.92,88.55,0.4028,raked_wt
2023-09,RG4,93783950,53.58,35.59,28.32,1.71,0.95,1.39,8.59,77.81,24.52,28.65,21.22,21.47,31.09,16.49,63.66,0.8062,calibrated_wt
2024-09,RG5,26954754,53.75,51.86,13.39,8.86,5.03,0.17,4.32,69.4,33.57,24.48,2.86,14.96,34.85,18.31,33.39,0.8223,calibrated_wt
2022-07,RG6,90821601,66.87,46.03,22.13,10.54,1.71,3.1,8.12,75.97,13.85,47.45,4.26,17.81,5.79,11.81,70.54,0.343,calibrated_wt
2024-01,RG7,9890589,65.83,59.36,24.38,12.78,2.19,2.39,5.6,48.41,33.26,50.19,10.15,20.95,13.04,17.26,28.5,0.8784,raked_wt
2024-09,RG8,112599919,44.34,45.61,3.87,3.87,0.69,1.05,7.14,70.53,38.78,16.36,25.2,15.35,11.04,9.69,84.78,0.7131,raked_wt
2023-07,RG1,75538531,66.16,47.51,20.22,10.87,1.3,0.6,9.48,48.72,13.79,39.91,18.9,15.31,16.85,8.1,11.35,0.8881,calibrated_wt
2019-12,RG2,26813033,42.87,29.39,9.75,3.34,5.85,4.35,9.49,77.95,22.95,5.65,29.21,7.19,24.51,8.93,17.24,0.92,design_wt
2023-08,RG3,5361583,33.86,58.89,2.76,2.21,0.45,2.73,0.2,71.07,36.57,50.7,18.38,14.14,32.04,8.15,73.19,0.0475,post_strat_wt
2022-05,RG4,48628025,54.43,35.64,6.75,3.14,1.12,3.44,0.14,47.42,26.83,36.36,12.86,10.92,28.7,8.91,89.01,0.073,calibrated_wt
2023-08,RG5,71283911,55.62,50.81,20.47,4.87,5.72,2.65,7.59,58.91,40.13,33.26,9.96,8.93,15.2,9.88,81.27,0.8541,post_strat_wt
2023-12,RG6,82224412,63.03,26.47,9.14,0.82,0.69,1.38,4.1,57.9,25.55,6.03,5.4,6.15,17.12,8.87,79.54,0.2455,design_wt
2023-01,RG7,113199058,55.78,60.6,8.04,5.63,5.7,3.45,0.8,62.29,16.72,13.8,27.17,17.54,15.19,8.62,18.64,0.0715,design_wt
2020-03,RG8,44469763,51.82,53.86,4.2,12.91,5.77,0.81,8.97,83.26,43.6,23.11,9.92,7.41,23.94,12.35,61.57,0.491,post_strat_wt
2021-10,RG1,38813768,34.16,31.21,26.04,6.67,3.45,1.51,9.06,80.29,21.31,18.07,26.32,23.87,5.37,12.37,41.66,0.2696,calibrated_wt
2023-02,RG2,11066456,32.73,40.64,19.31,4.63,0.63,2.16,8.1,82.52,15.9,32.92,22.85,15.18,23.61,5.95,49.09,0.5924,raked_wt
2022-05,RG3,96165856,52.41,42.57,27.16,0.87,1.47,3.6,3.55,70.84,27.1,40.46,4.29,3.9,17.25,3.46,42.65,0.2085,design_wt
2019-12,RG4,20574269,37.25,49.11,20.18,3.36,4.94,2.19,8.5,71.25,40.94,46.75,4.49,19.28,12.93,12.22,38.53,0.6603,design_wt
2023-08,RG5,39854196,45.93,48.28,9.51,3.89,3.43,3.73,6.55,70.66,23.93,20.51,21.71,23.25,33.41,15.23,3.55,0.8885,design_wt
2020-09,RG6,118818270,46.8,37.89,3.53,10.7,5.07,0.17,9.86,69.47,35.93,12.12,4.16,8.25,7.66,16.67,90.13,0.6367,calibrated_wt
2023-07,RG7,66773879,39.87,64.12,21.97,10.63,5.02,3.2,9.11,51.74,38.13,41.19,16.36,2.82,2.51,3.48,81.78,0.9368,design_wt
2020-10,RG8,52804695,49.04,53.94,24.3,0.19,4.64,2.63,1.11,67.48,34.92,47.4,2.73,4.12,13.04,13.94,58.66,0.8905,design_wt
2019-04,RG1,30232222,44.91,55.65,32.8,14.87,1.65,3.59,3.18,82.62,36.46,27.78,20.9,21.93,34.86,0.02,75.0,0.9946,raked_wt
2020-03,RG2,118877674,48.99,43.88,28.96,6.64,0.1,0.13,9.64,50.86,26.62,33.09,14.1,23.55,30.72,8.42,3.98,0.9008,raked_wt
2024-03,RG3,109763459,54.77,46.11,13.37,3.85,0.61,2.71,6.26,42.16,12.98,8.5,18.95,11.29,24.55,16.24,4.93,0.7415,post_strat_wt
2019-07,RG4,65086042,52.35,26.72,18.93,12.61,5.58,1.74,0.03,45.54,43.38,22.7,22.13,4.28,18.06,10.91,2.84,0.1376,raked_wt
2018-02,RG5,81438514,67.7,53.37,29.63,13.36,3.27,0.46,8.77,50.28,11.04,44.87,16.56,5.95,22.4,1.22,37.14,0.1611,post_strat_wt
2020-03,RG6,85166841,36.86,27.19,10.66,7.05,1.44,2.9,5.58,81.72,12.01,47.37,21.15,6.81,13.84,5.29,33.47,0.3464,calibrated_wt
2018-07,RG7,17720222,33.79,41.94,10.32,10.82,3.28,3.86,9.3,68.19,23.77,24.44,3.74,5.54,24.72,12.88,1.14,0.7845,design_wt
2021-10,RG8,50505047,36.55,64.1,10.7,0.53,3.03,0.94,1.25,70.16,13.82,30.81,22.75,24.77,6.46,5.07,17.23,0.3851,calibrated_wt
2022-12,RG1,77607514,34.29,27.64,10.51,13.09,0.85,0.58,9.67,57.52,39.87,8.6,21.06,18.92,15.69,9.63,93.19,0.7282,raked_wt
2021-06,RG2,69955280,49.57,28.63,16.11,6.93,6.0,1.41,7.93,44.3,30.51,32.59,15.35,8.99,27.16,15.49,16.7,0.3229,raked_wt
2022-05,RG3,110083566,57.44,30.97,7.86,3.4,0.45,0.52,9.71,67.26,44.37,42.85,5.84,6.09,17.43,16.61,8.95,0.5042,design_wt
2022-12,RG4,34027475,30.23,56.27,18.61,2.14,0.09,2.72,2.4,44.42,26.51,50.77,16.32,20.57,28.95,14.42,45.36,0.0157,calibrated_wt
2020-11,RG5,61464578,47.83,55.45,14.84,4.86,2.97,4.27,9.12,63.43,39.19,33.8,19.06,0.45,11.31,19.31,97.12,0.1652,design_wt
2021-09,RG6,1372152,37.54,32.53,23.06,7.14,2.56,3.85,5.26,40.86,35.53,52.35,20.04,21.24,4.16,16.12,4.0,0.9474,design_wt
2024-11,RG7,22856788,38.39,59.49,11.62,13.83,1.13,3.76,4.18,41.8,41.25,50.52,29.4,22.62,25.3,11.97,85.57,0.505,raked_wt
2021-08,RG8,31519076,55.89,53.55,14.32,7.52,4.62,3.89,1.36,63.4,42.45,33.76,3.56,19.03,0.93,3.86,30.15,0.3885,post_strat_wt
2018-05,RG1,59914217,49.92,57.11,18.37,13.66,5.99,1.29,2.02,62.79,15.63,26.44,26.09,18.06,16.35,8.19,61.66,0.4972,calibrated_wt
2019-10,RG2,83030923,63.54,38.2,26.26,5.65,0.95,1.5,3.93,84.17,40.86,41.48,17.38,21.97,18.61,5.66,10.12,0.0564,calibrated_wt
2023-08,RG3,58745411,56.35,53.8,20.88,3.04,4.16,1.76,7.7,43.65,24.78,9.55,11.49,21.72,15.7,16.65,59.59,0.2577,post_strat_wt
2019-09,RG4,102702645,44.25,37.76,20.51,10.73,3.16,4.68,9.21,50.45,27.59,32.61,21.38,18.07,22.3,19.19,39.99,0.155,post_strat_wt
2023-06,RG5,10204175,64.63,55.18,28.41,6.99,5.18,0.7,7.3,64.17,34.39,41.47,22.9,22.5,8.57,11.94,14.19,0.6433,raked_wt
2019-08,RG6,5417188,68.52,61.1,19.62,9.98,1.35,2.15,1.61,82.86,24.62,33.1,29.63,4.9,32.13,14.72,56.45,0.8924,calibrated_wt
2024-04,RG7,86705163,52.89,64.09,23.84,10.38,1.87,3.29,0.68,53.43,37.08,49.86,5.55,2.38,13.66,1.01,88.23,0.4001,post_strat_wt
2020-11,RG8,110125068,41.7,48.96,5.89,1.98,1.19,4.69,3.43,75.65,41.7,44.89,4.04,2.58,5.12,0.55,29.56,0.2014,calibrated_wt
2018-01,RG1,18554053,51.0,55.25,30.24,5.31,1.98,1.6,5.87,80.36,28.53,11.33,24.3,8.42,14.37,13.28,62.9,0.6456,raked_wt
2019-09,RG2,49260560,57.65,43.15,33.83,5.69,4.93,2.92,6.53,50.03,14.4,9.53,8.17,16.09,14.17,9.1,12.76,0.373,raked_wt
2024-08,RG3,111290035,58.08,49.2,31.05,5.17,0.91,0.52,6.58,48.78,11.4,20.35,17.55,13.03,15.43,15.27,94.47,0.4344,calibrated_wt
2022-06,RG4,85289682,42.15,56.02,15.99,5.54,1.81,4.33,2.92,45.54,37.24,23.2,29.57,8.4,20.43,16.23,30.57,0.208,design_wt
2023-12,RG5,36465514,69.76,36.05,19.85,6.48,2.9,3.14,8.91,48.64,19.17,31.44,24.2,9.13,18.67,4.23,43.42,0.7709,post_strat_wt
2018-06,RG6,1918068,44.98,39.0,7.8,12.64,5.18,1.01,0.04,75.87,11.0,6.89,1.83,6.05,24.86,18.25,68.18,0.4166,post_strat_wt
2020-04,RG7,37460203,55.58,43.47,23.18,7.04,0.82,1.71,0.24,47.93,32.3,49.53,21.42,21.48,20.31,3.24,64.81,0.4524,design_wt
2018-08,RG8,12861940,44.89,33.47,17.1,12.26,4.1,0.13,0.01,71.42,39.03,5.4,19.89,5.42,11.21,18.96,22.18,0.9956,raked_wt
2019-10,RG1,59588975,30.27,29.18,5.59,1.25,1.71,1.01,6.59,83.15,15.69,39.76,22.13,3.82,31.42,14.53,25.69,0.2493,raked_wt
2018-04,RG2,49587198,42.9,32.03,18.57,13.81,2.27,3.14,0.53,60.74,24.07,46.84,25.95,14.38,10.94,11.94,58.48,0.7948,design_wt
2022-12,RG3,91288351,44.66,27.35,7.68,11.55,0.05,2.5,1.36,68.2,14.08,45.59,15.3,16.22,13.21,12.17,7.33,0.1059,post_strat_wt
2019-08,RG4,100238954,51.95,57.26,4.36,12.13,1.07,1.58,0.9,63.02,17.03,39.65,24.08,10.57,30.46,4.17,69.88,0.7251,post_strat_wt
2024-10,RG5,110712525,53.37,33.66,15.02,11.29,4.83,0.24,7.72,45.39,13.19,53.37,5.08,14.67,33.97,13.7,15.48,0.2495,calibrated_wt
2024-09,RG6,18722590,65.76,33.77,10.99,12.66,5.57,3.55,1.71,65.42,43.64,42.64,21.22,16.56,2.4,2.36,97.22,0.0029,raked_wt
2022-08,RG7,82062079,68.95,47.66,16.91,11.2,4.65,2.47,4.49,62.42,31.01,33.08,10.88,9.67,8.06,6.55,45.71,0.5524,design_wt
2023-06,RG8,43331356,47.25,59.22,2.96,5.66,3.94,4.03,2.51,79.54,31.9,44.02,16.02,13.87,2.64,14.58,32.36,0.6377,calibrated_wt
2019-03,RG1,5856458,36.87,63.16,15.93,14.9,4.78,4.23,4.45,52.93,11.08,11.69,20.97,2.7,25.95,19.74,21.9,0.1644,post_strat_wt
2023-07,RG2,64112928,37.69,61.98,20.53,6.02,3.94,0.44,8.0,60.61,37.88,48.9,4.89,4.88,23.61,8.67,18.39,0.3365,design_wt
2019-10,RG3,16148487,41.08,35.49,11.46,12.44,0.43,4.64,1.53,64.25,31.27,37.48,7.33,19.34,11.2,13.96,48.33,0.5525,post_strat_wt
2023-11,RG4,58626360,41.34,62.84,18.52,12.3,0.74,3.53,9.79,73.95,31.28,8.82,5.67,18.49,32.0,16.22,44.7,0.7404,calibrated_wt
2019-09,RG5,31430596,41.97,39.92,7.22,8.37,0.65,4.9,3.85,46.97,19.79,10.63,7.49,2.99,27.51,15.67,46.78,0.3456,design_wt
2019-10,RG6,64422682,45.18,27.8,13.55,7.8,4.17,0.85,5.5,46.15,11.21,17.2,3.35,13.47,28.08,3.46,62.37,0.3822,calibrated_wt
2021-05,RG7,19432089,65.34,40.03,29.96,12.51,3.63,1.42,1.39,62.0,42.55,50.09,11.93,12.19,9.02,15.95,36.3,0.8791,calibrated_wt
2024-07,RG8,62031132,35.25,29.22,26.64,5.26,4.11,2.5,8.13,56.05,36.57,43.67,12.91,8.25,33.19,11.12,55.42,0.3187,post_strat_wt
2023-04,RG1,49554253,52.74,46.96,28.82,14.03,3.6,3.37,8.74,42.96,17.71,32.71,19.75,2.36,4.57,5.31,40.09,0.0052,design_wt
2024-02,RG2,54927818,47.33,38.54,29.08,14.32,4.97,3.05,2.1,54.35,17.67,11.01,15.07,18.58,27.97,18.95,95.92,0.5033,raked_wt
2023-09,RG3,37024512,62.73,49.77,4.45,3.67,2.12,2.85,6.7,71.04,31.63,36.04,8.22,21.68,5.89,13.81,67.28,0.2575,post_strat_wt
2020-01,RG4,59091472,35.42,63.25,22.83,3.18,4.91,2.6,0.04,59.48,25.75,23.06,15.36,13.22,17.05,8.93,39.07,0.4938,calibrated_wt
2019-09,RG5,110127836,49.08,27.24,19.64,5.79,4.54,2.78,6.94,51.77,32.41,46.64,18.89,23.33,1.31,8.74,22.16,0.9461,post_strat_wt
2023-10,RG6,108138029,42.93,44.7,8.26,2.16,5.89,1.29,2.54,70.79,42.66,25.06,12.26,4.79,13.3,7.61,5.7,0.685,calibrated_wt
2022-01,RG7,110992995,40.58,41.54,32.83,5.86,1.73,2.57,7.84,55.58,16.67,18.41,25.52,3.08,22.72,12.13,74.19,0.8906,calibrated_wt
